sequence,v115@9gB8HeB8HeC8GeB8CeB8BeA8Je/FJvhFFhBxiBzmBu?sBctByvB,v115@9gB8HeB8HeC8GeB8CeB8BeA8Je2FJvhFxiBCnBToB3?qB0sBFrB,v115@9gB8HeB8HeC8GeB8CeB8BeA8Je/FJvhFRhBziB+oBl?mByvB0sB,v115@9gB8HeB8HeC8GeB8CeB8BeA8JeFCJvhFXjBxlBctBz?qBGsBiqB,v115@9gB8HeB8HeC8GeB8CeB8BeA8Je3BJvhFFjB6sBctBR?rBTqBmqB,v115@9gB8HeB8HeC8GeB8CeB8BeA8JeiAJvhFzhBFrBxsBu?sBctB3qB,v115@9gB8HeB8HeC8GeB8CeB8BeA8JeTAJvhFCnB3qBxsBO?rBctBlsB,v115@9gB8HeB8HeC8GeB8CeB8BeA8Je2FJvhFTjBCnB3qBx?sBFrB0sB,v115@9gB8HeB8HeC8GeB8CeB8BeA8JefHJvhFxiBllBqsBT?oBUmB2vB,v115@9gB8HeB8HeC8GeB8CeB8BeA8JeTAJvhFxhBXjBimBc?tB1vBGsB,v115@9gB8HeB8HeC8GeB8CeB8BeA8JeiAJvhFRiB+oBUnBF?rB3qBzsB,v115@9gB8HeB8HeC8GeB8CeB8BeA8JexAJvhF0iBmlBzmBS?tB1vBXtB,v115@9gB8HeB8HeC8GeB8CeB8BeA8JeGCJvhFTjBxlBVsB0?lBXtByvB,v115@9gB8HeB8HeC8GeB8CeB8BeA8Je0BJvhFxiBllBWtBi?rBXtBTqB,v115@9gB8HeB8HeC8GeB8CeB8BeA8Je2FJvhFfnBxiBqsBT?oBUmB1vB,v115@9gB8HeB8HeC8GeB8CeB8BeA8JemBJvhFCjBllBcrBx?sBXtBTqB,v115@9gB8HeB8HeC8GeB8CeB8BeA8JeGCJvhFxlBVsBToB0?lByvBXtB,v115@9gB8HeB8HeC8GeB8CeB8BeA8Je3BJvhF+oBlnBRrB0?qBiqBzsB,v115@9gB8HeB8HeC8GeB8CeB8BeA8Je3BJvhFlnBctBRrBT?qBmqBCtB
ZOTSIJL,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZOTSLIJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTSLJI,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOTSJIL,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOTSJLI,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOITLJS,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOITLSJ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
ZOITJLS,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
ZOITJSL,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,O,X,O
ZOITSLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
ZOITSJL,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
ZOILTJS,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOILTSJ,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOILJTS,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOILJST,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOILSTJ,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOILSJT,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOIJTLS,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOIJTSL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
ZOIJLTS,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOIJLST,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOIJSTL,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOIJSLT,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOISTLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZOISTJL,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZOISLTJ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOISLJT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOISJTL,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOISJLT,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLTIJS,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOLTISJ,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOLTJIS,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOLTJSI,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOLTSIJ,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOLTSJI,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
ZOLITJS,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOLITSJ,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOLIJTS,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLIJST,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLISTJ,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOLISJT,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLJTIS,O,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
ZOLJTSI,O,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
ZOLJITS,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOLJIST,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLJSTI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLJSIT,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSTIJ,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOLSTJI,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
ZOLSITJ,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
ZOLSIJT,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSJTI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSJIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJTILS,O,O,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
ZOJTISL,O,X,O,O,X,X,X,X,X,O,O,O,X,X,X,O,X,X,X
ZOJTLIS,O,O,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
ZOJTLSI,O,O,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
ZOJTSIL,O,X,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
ZOJTSLI,O,X,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
ZOJITLS,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJITSL,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X
ZOJILTS,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOJILST,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJISTL,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJISLT,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJLTIS,O,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
ZOJLTSI,O,O,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
ZOJLITS,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
ZOJLIST,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJLSTI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJLSIT,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJSTIL,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOJSTLI,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOJSITL,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOJSILT,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJSLTI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJSLIT,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSTILJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSTIJL,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSTLIJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSTLJI,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOSTJIL,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOSTJLI,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOSITLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSITJL,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSILTJ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSILJT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSIJTL,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOSIJLT,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSLTIJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSLTJI,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
ZOSLITJ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSLIJT,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSLJTI,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSLJIT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSJTIL,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOSJTLI,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOSJITL,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
ZOSJILT,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSJLTI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSJLIT,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTILJSZ,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
OTILJZS,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
OTILSJZ,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTILSZJ,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTILZJS,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OTILZSJ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTIJLSZ,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
OTIJLZS,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
OTIJSLZ,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X
OTIJSZL,X,X,X,O,X,O,X,X,X,X,X,O,O,X,X,X,O,X,X
OTIJZLS,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
OTIJZSL,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
OTISLJZ,X,X,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X
OTISLZJ,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
OTISJLZ,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OTISJZL,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X
OTISZLJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTISZJL,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OTIZLJS,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OTIZLSJ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTIZJLS,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
OTIZJSL,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
OTIZSLJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTIZSJL,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLIJSZ,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
OTLIJZS,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
OTLISJZ,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTLISZJ,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTLIZJS,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OTLIZSJ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTLJISZ,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X
OTLJIZS,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X,O,X,X
OTLJSIZ,X,X,X,X,X,X,X,X,O,X,X,O,X,O,O,X,X,X,X
OTLJSZI,X,O,X,X,X,X,X,X,O,X,X,O,X,O,O,X,X,X,X
OTLJZIS,X,O,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X
OTLJZSI,X,O,X,X,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X
OTLSIJZ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTLSIZJ,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTLSJIZ,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
OTLSJZI,O,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
OTLSZIJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTLSZJI,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
OTLZIJS,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OTLZISJ,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTLZJIS,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OTLZJSI,O,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X
OTLZSIJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTLZSJI,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
OTJILSZ,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
OTJILZS,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
OTJISLZ,X,X,O,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X
OTJISZL,X,X,O,O,X,O,X,X,X,X,X,O,O,X,X,X,O,X,X
OTJIZLS,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
OTJIZSL,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
OTJLISZ,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X
OTJLIZS,X,X,X,O,X,O,X,X,X,X,X,O,X,X,O,X,O,X,X
OTJLSIZ,X,X,O,X,X,X,X,X,O,X,X,O,X,O,O,X,X,X,X
OTJLSZI,X,O,O,X,X,X,X,X,O,X,X,O,X,O,O,X,X,X,X
OTJLZIS,X,O,X,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X
OTJLZSI,X,O,X,O,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X
OTJSILZ,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
OTJSIZL,X,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X
OTJSLIZ,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
OTJSLZI,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTJSZIL,X,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
OTJSZLI,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTJZILS,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X
OTJZISL,X,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X
OTJZLIS,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OTJZLSI,X,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OTJZSIL,X,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OTJZSLI,X,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OTSILJZ,X,X,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X
OTSILZJ,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
OTSIJLZ,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OTSIJZL,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X
OTSIZLJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSIZJL,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OTSLIJZ,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X
OTSLIZJ,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
OTSLJIZ,X,X,X,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
OTSLJZI,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
OTSLZIJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTSLZJI,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
OTSJILZ,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
OTSJIZL,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X
OTSJLIZ,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
OTSJLZI,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTSJZIL,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
OTSJZLI,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTSZILJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSZIJL,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTSZLIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSZLJI,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTSZJIL,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
OTSZJLI,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTZILJS,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OTZILSJ,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTZIJLS,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
OTZIJSL,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
OTZISLJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZISJL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZLIJS,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OTZLISJ,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OTZLJIS,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OTZLJSI,O,X,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X
OTZLSIJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTZLSJI,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
OTZJILS,O,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X
OTZJISL,O,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X
OTZJLIS,O,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OTZJLSI,O,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OTZJSIL,O,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OTZJSLI,O,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
OTZSILJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZSIJL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZSLIJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZSLJI,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTZSJIL,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTZSJLI,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OITLJSZ,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
OITLJZS,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
OITLSJZ,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
OITLSZJ,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OITLZJS,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OITLZSJ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OITJLSZ,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
OITJLZS,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
OITJSLZ,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X
OITJSZL,X,X,X,O,X,O,X,X,X,X,X,O,O,X,X,X,O,X,X
OITJZLS,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
OITJZSL,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
OITSLJZ,X,X,X,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X,X
OITSLZJ,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
OITSJLZ,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
OITSJZL,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X
OITSZLJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OITSZJL,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OITZLJS,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OITZLSJ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OITZJLS,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
OITZJSL,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
OITZSLJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OITZSJL,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OILTJSZ,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
OILTJZS,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
OILTSJZ,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
OILTSZJ,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OILTZJS,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
OILTZSJ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
OILJTSZ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
OILJTZS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OILJSTZ,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OILJSZT,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OILJZTS,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILJZST,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OILSTJZ,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
OILSTZJ,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OILSJTZ,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
OILSJZT,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OILSZTJ,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OILSZJT,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OILZTJS,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OILZTSJ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OILZJTS,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OILZJST,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OILZSTJ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OILZSJT,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OIJTLSZ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OIJTLZS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OIJTSLZ,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OIJTSZL,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O,O,X
OIJTZLS,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
OIJTZSL,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X
OIJLTSZ,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
OIJLTZS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OIJLSTZ,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
OIJLSZT,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OIJLZTS,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
