sequence,v115@9gA8IeB8HeB8CeB8CeB8CeB8BeA8JeUAJvhFRhB1nB?6oBXmB2vBzsB,v115@9gA8IeB8HeB8CeB8CeB8CeB8BeA8JeFAJvhF0hBxiB?3lBGoByvBzsB,v115@9gA8IeB8HeB8CeB8CeB8CeB8BeA8JeFAJvhF0iB6oB?RmBXmB2vBzsB,v115@9gA8IeB8HeB8CeB8CeB8CeB8BeA8JeFAJvhF0hBxiB?zlBCoB2vBXtB,v115@9gA8IeB8HeB8CeB8CeB8CeB8BeA8JeaFJvhFfmB0hB?xiBGoB1vBzsB,v115@9gA8IeB8HeB8CeB8CeB8CeB8BeA8JeRAJvhF3hBOqB?lnBctBzqBCtB,v115@9gA8IeB8HeB8CeB8CeB8CeB8BeA8JeUAJvhF3hBxnB?zlB2vBCtBFtB,v115@9gA8IeB8HeB8CeB8CeB8CeB8BeA8JeRAJvhF3hB+oB?lnBiqB0qBzsB
JTSZIOL,O,X,X,O,O,O,O,X
JTSZLIO,O,X,X,O,O,X,O,O
JTSZLOI,O,X,X,O,O,O,X,O
JTSZOIL,O,X,X,O,O,O,X,X
JTSZOLI,O,X,X,O,O,O,X,X
JTSOILZ,O,X,O,O,O,X,X,X
JTSOIZL,O,X,O,O,O,X,X,X
JTSOLIZ,O,X,O,O,O,X,X,X
JTSOLZI,O,X,O,O,O,X,X,O
JTSOZIL,O,X,O,O,O,X,X,X
JTSOZLI,O,X,O,O,O,X,X,X
JTZILSO,O,O,O,O,O,X,X,X
JTZILOS,O,O,O,O,X,X,X,X
JTZISLO,O,O,O,O,O,X,O,X
JTZISOL,O,X,X,O,O,O,O,X
JTZIOLS,O,O,O,O,X,X,X,X
JTZIOSL,O,O,O,O,X,X,X,X
JTZLISO,O,O,O,O,O,X,O,O
JTZLIOS,O,O,O,O,X,X,X,O
JTZLSIO,O,O,X,O,O,X,O,O
JTZLSOI,O,O,X,O,O,O,X,O
JTZLOIS,O,O,X,X,X,X,X,O
JTZLOSI,O,X,X,X,X,X,X,O
JTZSILO,O,O,X,O,O,X,O,X
JTZSIOL,O,X,X,O,O,O,O,X
JTZSLIO,O,X,X,O,O,X,O,O
JTZSLOI,O,X,X,O,O,O,X,O
JTZSOIL,O,X,X,O,O,O,X,X
JTZSOLI,O,X,X,O,O,O,X,X
JTZOILS,O,O,O,O,X,X,X,X
JTZOISL,O,O,O,O,X,X,X,X
JTZOLIS,O,O,O,X,X,X,X,X
JTZOLSI,O,X,O,X,X,X,X,X
JTZOSIL,O,O,O,O,X,O,X,X
JTZOSLI,O,X,O,O,X,O,X,X
JTOILSZ,O,X,O,X,O,X,X,X
JTOILZS,O,O,O,X,O,X,X,X
JTOISLZ,O,X,O,O,O,X,X,X
JTOISZL,O,O,O,O,O,X,X,X
JTOIZLS,O,O,O,O,O,X,X,X
JTOIZSL,O,O,O,O,O,X,X,X
JTOLISZ,O,X,O,X,O,X,X,X
JTOLIZS,O,O,O,X,O,X,X,X
JTOLSIZ,O,X,O,O,O,X,X,X
JTOLSZI,O,X,O,O,O,X,X,O
JTOLZIS,O,O,O,O,O,X,X,O
JTOLZSI,O,X,O,O,O,X,X,O
JTOSILZ,O,X,O,O,O,X,X,X
JTOSIZL,O,O,O,O,O,X,X,X
JTOSLIZ,O,X,O,O,O,X,X,X
JTOSLZI,O,X,O,O,O,X,X,O
JTOSZIL,O,O,O,O,O,X,X,X
JTOSZLI,O,X,O,O,O,X,X,X
JTOZILS,O,O,O,O,O,X,X,X
JTOZISL,O,O,O,O,O,X,X,X
JTOZLIS,O,O,O,O,O,X,X,X
JTOZLSI,O,X,O,O,O,X,X,X
JTOZSIL,O,O,O,O,O,X,X,X
JTOZSLI,O,X,O,O,O,X,X,X
JITLSZO,O,O,O,X,O,X,X,O
JITLSOZ,O,O,X,X,O,X,X,X
JITLZSO,O,O,O,X,O,X,X,O
JITLZOS,O,O,O,X,X,X,X,O
JITLOSZ,X,X,O,X,O,X,X,X
JITLOZS,O,O,O,X,X,X,X,X
JITSLZO,O,X,O,O,O,X,X,O
JITSLOZ,O,X,X,O,O,X,X,X
JITSZLO,O,O,O,O,O,X,O,X
JITSZOL,O,X,X,O,O,X,O,X
JITSOLZ,O,X,O,X,O,X,X,X
JITSOZL,O,X,O,X,O,X,X,X
JITZLSO,O,O,O,O,O,X,X,X
JITZLOS,O,O,O,O,X,X,X,X
JITZSLO,O,O,O,O,O,X,O,X
JITZSOL,O,X,X,O,O,X,O,X
JITZOLS,O,O,O,O,X,X,X,X
JITZOSL,X,X,O,O,X,X,X,X
JITOLSZ,X,X,O,X,O,X,X,X
JITOLZS,O,X,O,X,X,X,X,X
JITOSLZ,X,X,O,X,O,X,X,X
JITOSZL,X,X,O,X,O,X,X,X
JITOZLS,O,O,O,X,X,X,X,X
JITOZSL,X,X,O,X,X,X,X,X
JILTSZO,O,O,O,X,O,X,O,O
JILTSOZ,O,O,X,X,O,X,X,X
JILTZSO,O,O,O,X,O,X,O,O
JILTZOS,O,O,O,X,X,X,X,O
JILTOSZ,X,X,O,X,O,X,X,X
JILTOZS,O,O,O,X,X,X,X,X
JILSTZO,O,O,O,X,O,X,O,O
JILSTOZ,O,O,X,X,O,X,X,X
JILSZTO,O,O,O,X,X,X,O,X
JILSZOT,X,O,X,X,X,X,O,X
JILSOTZ,X,O,X,X,X,X,X,X
JILSOZT,X,O,X,X,X,X,O,X
JILZTSO,O,O,O,X,O,X,O,X
JILZTOS,O,O,O,X,X,X,X,X
JILZSTO,O,O,O,X,X,X,O,X
JILZSOT,X,O,X,X,X,X,O,X
JILZOTS,X,O,O,X,X,X,X,X
JILZOST,X,O,X,X,X,X,O,X
JILOTSZ,X,X,O,X,O,X,X,X
JILOTZS,X,O,O,X,X,X,X,X
JILOSTZ,X,O,O,X,X,X,X,X
JILOSZT,X,O,O,X,X,X,O,X
JILOZTS,X,O,O,X,X,X,X,X
JILOZST,X,O,O,X,X,X,O,X
JISTLZO,O,X,O,O,O,X,X,O
JISTLOZ,O,X,X,O,O,X,X,X
JISTZLO,O,O,O,O,O,X,O,X
JISTZOL,O,X,X,O,O,X,O,X
JISTOLZ,O,X,O,X,O,X,X,X
JISTOZL,O,X,O,X,O,X,X,X
JISLTZO,O,O,O,O,O,X,O,O
JISLTOZ,O,O,X,O,O,X,X,X
JISLZTO,O,O,O,O,X,X,O,X
JISLZOT,O,O,X,O,X,X,O,X
JISLOTZ,O,O,X,O,X,X,X,X
JISLOZT,O,O,X,O,X,X,O,X
JISZTLO,O,O,O,O,X,X,O,X
JISZTOL,O,X,X,O,X,O,O,X
JISZLTO,O,O,O,O,X,X,O,X
JISZLOT,O,O,X,O,X,X,O,X
JISZOTL,O,X,X,O,X,X,O,X
JISZOLT,O,X,X,X,X,X,O,X
JISOTLZ,O,X,O,O,X,X,X,X
JISOTZL,O,X,O,O,X,X,X,X
JISOLTZ,O,X,O,O,X,X,X,X
JISOLZT,O,X,O,O,X,X,X,X
JISOZTL,O,X,O,O,X,X,O,X
JISOZLT,O,X,O,O,X,X,O,X
JIZTLSO,O,O,O,O,O,X,X,X
JIZTLOS,O,O,O,O,X,X,X,X
JIZTSLO,O,O,O,O,O,X,O,X
JIZTSOL,O,X,X,O,O,O,O,X
JIZTOLS,O,O,O,O,X,X,X,X
JIZTOSL,O,X,O,O,X,X,X,X
JIZLTSO,O,O,O,O,O,X,O,X
JIZLTOS,O,O,O,O,X,X,X,X
JIZLSTO,O,O,O,X,X,X,O,X
JIZLSOT,X,O,X,X,X,X,O,X
JIZLOTS,O,O,O,X,X,X,X,X
JIZLOST,X,O,X,X,X,X,O,X
JIZSTLO,O,O,O,O,X,X,O,X
JIZSTOL,O,X,X,O,X,O,O,X
JIZSLTO,O,O,O,O,X,X,O,X
JIZSLOT,O,O,X,O,X,X,O,X
JIZSOTL,O,X,X,O,X,X,O,X
JIZSOLT,O,X,X,X,X,X,O,X
JIZOTLS,O,O,O,O,X,X,X,X
JIZOTSL,O,X,O,O,X,X,X,X
JIZOLTS,O,O,O,X,X,X,X,X
JIZOLST,X,O,O,X,X,X,X,X
JIZOSTL,O,X,O,X,X,X,O,X
JIZOSLT,O,X,O,X,X,X,O,X
JIOTLSZ,O,X,O,X,O,X,X,X
JIOTLZS,O,X,O,X,X,X,X,X
JIOTSLZ,O,X,O,O,O,X,X,X
JIOTSZL,O,X,O,O,O,X,X,X
JIOTZLS,O,O,O,O,X,X,X,X
JIOTZSL,O,X,O,O,X,X,X,X
JIOLTSZ,O,X,O,X,O,X,X,X
JIOLTZS,O,O,O,X,X,X,X,X
JIOLSTZ,X,O,O,X,X,X,X,X
JIOLSZT,X,O,O,X,X,X,X,X
JIOLZTS,O,O,O,X,X,X,X,X
JIOLZST,X,O,O,X,X,X,X,X
JIOSTLZ,O,X,O,O,X,X,X,X
JIOSTZL,O,X,O,O,X,X,X,X
JIOSLTZ,O,X,O,O,X,X,X,X
JIOSLZT,O,X,O,O,X,X,X,X
JIOSZTL,O,X,O,O,X,X,O,X
JIOSZLT,O,X,O,O,X,X,O,X
JIOZTLS,O,O,O,O,X,X,X,X
JIOZTSL,O,X,O,O,X,X,X,X
JIOZLTS,O,O,O,O,X,X,X,X
JIOZLST,X,O,O,X,X,X,X,X
JIOZSTL,O,X,O,O,X,X,O,X
JIOZSLT,O,X,O,O,X,X,O,X
JLTISZO,O,O,O,X,O,X,O,O
JLTISOZ,O,O,X,X,O,X,X,X
JLTIZSO,O,O,O,X,O,X,O,O
JLTIZOS,O,O,O,X,X,X,X,O
JLTIOSZ,X,X,O,X,O,X,X,X
JLTIOZS,O,O,O,X,X,X,X,X
JLTSIZO,O,O,O,O,O,X,O,O
JLTSIOZ,O,O,X,O,O,X,X,X
JLTSZIO,O,O,X,O,O,X,O,O
JLTSZOI,O,O,X,O,O,X,X,O
JLTSOIZ,O,O,X,O,O,X,X,X
JLTSOZI,O,O,X,O,O,X,X,O
JLTZISO,O,O,O,O,O,X,O,O
JLTZIOS,O,O,O,O,X,X,X,O
JLTZSIO,O,O,X,O,O,X,O,O
JLTZSOI,O,O,X,O,O,X,X,O
JLTZOIS,O,O,X,X,X,X,X,O
JLTZOSI,O,O,X,X,X,X,X,O
JLTOISZ,X,O,O,X,O,X,X,X
JLTOIZS,O,O,O,X,O,X,X,X
JLTOSIZ,O,O,O,X,O,X,X,X
JLTOSZI,O,O,O,X,O,X,X,O
JLTOZIS,O,O,O,X,O,X,X,O
JLTOZSI,O,O,O,X,O,X,X,O
JLITSZO,O,O,O,X,O,X,O,O
JLITSOZ,O,O,X,X,O,X,X,X
JLITZSO,O,O,O,X,O,X,O,O
JLITZOS,O,O,O,X,X,X,X,O
JLITOSZ,X,X,O,X,O,X,X,X
JLITOZS,O,O,O,X,X,X,X,X
JLISTZO,O,O,O,X,O,X,O,O
JLISTOZ,O,O,X,X,O,X,X,X
JLISZTO,O,O,O,X,X,X,O,X
JLISZOT,X,O,X,X,X,X,O,X
JLISOTZ,X,O,X,X,X,X,X,X
JLISOZT,X,O,X,X,X,X,O,X
JLIZTSO,O,O,O,X,O,X,O,X
JLIZTOS,O,O,O,X,X,X,X,X
JLIZSTO,O,O,O,X,X,X,O,X
JLIZSOT,X,O,X,X,X,X,O,X
JLIZOTS,X,O,O,X,X,X,X,X
JLIZOST,X,O,X,X,X,X,O,X
JLIOTSZ,X,X,O,X,O,X,X,X
JLIOTZS,X,O,O,X,X,X,X,X
JLIOSTZ,X,O,O,X,X,X,X,X
JLIOSZT,X,O,O,X,X,X,O,X
JLIOZTS,X,O,O,X,X,X,X,X
JLIOZST,X,O,O,X,X,X,O,X
JLSTIZO,O,O,O,O,O,X,O,O
JLSTIOZ,O,O,X,O,O,X,X,X
JLSTZIO,O,O,X,O,O,X,O,O
JLSTZOI,O,O,X,O,O,X,X,O
JLSTOIZ,O,O,X,O,O,X,X,X
JLSTOZI,O,O,X,O,O,X,X,O
JLSITZO,O,O,O,O,O,X,O,O
JLSITOZ,O,O,X,O,O,X,X,X
JLSIZTO,O,O,O,O,X,X,O,X
JLSIZOT,O,O,X,O,X,X,O,X
JLSIOTZ,O,O,X,O,X,X,X,X
JLSIOZT,O,O,X,O,X,X,O,X
JLSZTIO,O,O,X,O,X,X,O,O
JLSZTOI,O,O,X,O,X,O,X,O
JLSZITO,O,O,X,O,X,X,O,X
JLSZIOT,O,O,X,O,X,X,O,X
JLSZOTI,O,O,X,O,X,X,X,X
JLSZOIT,O,O,X,O,X,X,O,X
JLSOTIZ,O,O,X,O,X,X,X,X
JLSOTZI,O,O,X,O,X,X,X,O
JLSOITZ,O,O,X,O,X,X,X,X
JLSOIZT,O,O,X,O,X,X,O,X
JLSOZTI,O,O,X,O,X,X,X,X
JLSOZIT,O,O,X,O,X,X,O,X
JLZTISO,O,O,O,O,O,X,O,O
JLZTIOS,O,O,O,O,X,X,X,O
JLZTSIO,O,O,X,O,O,X,O,O
JLZTSOI,O,O,X,O,O,O,X,O
JLZTOIS,O,O,X,X,X,X,X,O
JLZTOSI,O,O,X,X,X,X,X,O
JLZITSO,O,O,O,O,O,X,O,X
JLZITOS,O,O,O,O,X,X,X,X
JLZISTO,O,O,O,X,X,X,O,X
JLZISOT,X,O,X,X,X,X,O,X
JLZIOTS,O,O,O,X,X,X,X,X
JLZIOST,X,O,X,X,X,X,O,X
JLZSTIO,O,O,X,O,X,X,O,O
JLZSTOI,O,O,X,O,X,O,X,O
JLZSITO,O,O,X,O,X,X,O,X
JLZSIOT,O,O,X,O,X,X,O,X
JLZSOTI,O,O,X,O,X,X,X,X
JLZSOIT,O,O,X,O,X,X,O,X
JLZOTIS,O,O,X,X,X,X,X,X
JLZOTSI,O,O,X,X,X,X,X,X
JLZOITS,O,O,X,X,X,X,X,X
JLZOIST,X,O,X,X,X,X,O,X
JLZOSTI,O,O,X,X,X,X,X,X
JLZOSIT,O,O,X,X,X,X,O,X
JLOTISZ,O,O,O,X,O,X,X,X
JLOTIZS,O,O,O,X,O,X,X,X
JLOTSIZ,O,O,O,O,O,X,X,X
JLOTSZI,O,O,O,O,O,X,X,O
JLOTZIS,O,O,O,O,O,X,X,O
JLOTZSI,O,O,O,O,O,X,X,O
JLOITSZ,O,O,O,X,O,X,X,X
JLOITZS,O,O,O,X,O,X,X,X
JLOISTZ,X,O,O,X,O,X,X,X
JLOISZT,X,O,O,X,X,X,O,X
JLOIZTS,O,O,O,X,O,X,X,X
JLOIZST,X,O,O,X,X,X,O,X
JLOSTIZ,O,O,O,O,O,X,X,X
JLOSTZI,O,O,O,O,O,X,X,O
JLOSITZ,O,O,O,O,O,X,X,X
JLOSIZT,O,O,O,O,X,X,O,X
JLOSZTI,O,O,O,O,X,X,X,X
JLOSZIT,O,O,O,O,X,X,O,X
JLOZTIS,O,O,O,O,O,X,X,X
JLOZTSI,O,O,O,O,O,X,X,X
JLOZITS,O,O,O,O,O,X,X,X
JLOZIST,X,O,O,X,X,X,O,X
JLOZSTI,O,O,O,O,X,X,X,X
JLOZSIT,O,O,O,O,X,X,O,X
JSTILZO,O,X,O,O,O,X,X,O
JSTILOZ,O,X,X,O,O,X,X,X
JSTIZLO,O,O,O,O,O,X,O,X
JSTIZOL,O,X,X,O,O,X,O,X
JSTIOLZ,O,X,O,X,O,X,X,X
JSTIOZL,O,X,O,X,O,X,X,X
JSTLIZO,O,X,O,O,O,X,O,O
JSTLIOZ,O,X,X,O,O,X,X,X
JSTLZIO,O,X,X,O,O,X,O,O
JSTLZOI,O,X,X,O,O,X,X,O
JSTLOIZ,O,X,X,O,O,X,X,X
JSTLOZI,O,X,X,O,O,X,X,O
JSTZILO,O,O,X,O,O,X,O,X
JSTZIOL,O,X,X,O,O,O,O,X
JSTZLIO,O,X,X,O,O,X,O,O
JSTZLOI,O,X,X,O,O,O,X,O
JSTZOIL,O,X,X,O,O,O,X,X
JSTZOLI,O,X,X,O,O,O,X,X
JSTOILZ,O,X,O,O,O,X,X,X
JSTOIZL,O,X,O,O,O,X,X,X
JSTOLIZ,O,X,O,O,O,X,X,X
JSTOLZI,O,X,O,O,O,X,X,O
JSTOZIL,O,X,O,O,O,X,X,X
JSTOZLI,O,X,O,O,O,X,X,X
JSITLZO,O,X,O,O,O,X,X,O
JSITLOZ,O,X,X,O,O,X,X,X
JSITZLO,O,O,O,O,O,X,O,X
JSITZOL,O,X,X,O,O,X,O,X
JSITOLZ,O,X,O,X,O,X,X,X
JSITOZL,O,X,O,X,O,X,X,X
JSILTZO,O,O,O,O,O,X,O,O
JSILTOZ,O,O,X,O,O,X,X,X
JSILZTO,O,O,O,O,X,X,O,X
JSILZOT,O,O,X,O,X,X,O,X
JSILOTZ,O,O,X,O,X,X,X,X
JSILOZT,O,O,X,O,X,X,O,X
JSIZTLO,O,O,O,O,X,X,O,X
JSIZTOL,O,X,X,O,X,O,O,X
JSIZLTO,O,O,O,O,X,X,O,X
JSIZLOT,O,O,X,O,X,X,O,X
JSIZOTL,O,X,X,O,X,X,O,X
JSIZOLT,O,X,X,X,X,X,O,X
JSIOTLZ,O,X,O,O,X,X,X,X
JSIOTZL,O,X,O,O,X,X,X,X
JSIOLTZ,O,X,O,O,X,X,X,X
JSIOLZT,O,X,O,O,X,X,X,X
JSIOZTL,O,X,O,O,X,X,O,X
JSIOZLT,O,X,O,O,X,X,O,X
JSLTIZO,O,O,O,O,O,X,O,O
JSLTIOZ,O,O,X,O,O,X,X,X
JSLTZIO,O,O,X,O,O,X,O,O
JSLTZOI,O,O,X,O,O,X,X,O
JSLTOIZ,O,O,X,O,O,X,X,X
JSLTOZI,O,O,X,O,O,X,X,O
JSLITZO,O,O,O,O,O,X,O,O
JSLITOZ,O,O,X,O,O,X,X,X
JSLIZTO,O,O,O,O,X,X,O,X
JSLIZOT,O,O,X,O,X,X,O,X
JSLIOTZ,O,O,X,O,X,X,X,X
JSLIOZT,O,O,X,O,X,X,O,X
JSLZTIO,O,O,X,O,X,X,O,O
JSLZTOI,O,O,X,O,X,O,X,O
JSLZITO,O,O,X,O,X,X,O,X
JSLZIOT,O,O,X,O,X,X,O,X
JSLZOTI,O,O,X,O,X,X,X,X
JSLZOIT,O,O,X,O,X,X,O,X
JSLOTIZ,O,O,X,O,X,X,X,X
JSLOTZI,O,O,X,O,X,X,X,O
JSLOITZ,O,O,X,O,X,X,X,X
JSLOIZT,O,O,X,O,X,X,O,X
JSLOZTI,O,O,X,O,X,X,X,X
JSLOZIT,O,O,X,O,X,X,O,X
JSZTILO,O,O,X,O,X,X,O,X
JSZTIOL,O,X,X,O,X,O,O,X
JSZTLIO,O,X,X,O,X,X,O,O
JSZTLOI,O,X,X,O,X,O,X,O
JSZTOIL,O,X,X,O,X,O,X,X
JSZTOLI,O,X,X,O,X,O,X,X
JSZITLO,O,O,X,O,X,X,O,X
JSZITOL,O,X,X,O,X,O,O,X
JSZILTO,O,O,X,O,X,X,O,X
JSZILOT,O,O,X,O,X,X,O,X
JSZIOTL,O,X,X,O,X,X,O,X
JSZIOLT,O,X,X,X,X,X,O,X
JSZLTIO,O,O,X,O,X,X,O,O
JSZLTOI,O,O,X,O,X,O,X,O
JSZLITO,O,O,X,O,X,X,O,X
JSZLIOT,O,O,X,O,X,X,O,X
JSZLOTI,O,O,X,O,X,X,X,X
JSZLOIT,O,O,X,O,X,X,O,X
JSZOTIL,O,X,X,O,X,O,X,X
JSZOTLI,O,X,X,O,X,O,X,X
JSZOITL,O,X,X,O,X,O,O,X
JSZOILT,O,X,X,O,X,O,O,X
JSZOLTI,O,X,X,O,X,O,X,X
JSZOLIT,O,X,X,O,X,O,O,X
JSOTILZ,O,X,O,O,X,X,X,X
JSOTIZL,O,X,O,O,X,O,X,X
JSOTLIZ,O,X,O,O,X,X,X,X
JSOTLZI,O,X,O,O,X,X,X,O
JSOTZIL,O,X,O,O,X,O,X,X
JSOTZLI,O,X,O,O,X,O,X,X
JSOITLZ,O,X,O,O,X,X,X,X
JSOITZL,O,X,O,O,X,O,X,X
JSOILTZ,O,X,O,O,X,X,X,X
JSOILZT,O,X,O,O,X,O,X,X
JSOIZTL,O,X,O,O,X,O,O,X
JSOIZLT,O,X,O,O,X,O,O,X
JSOLTIZ,O,X,O,O,X,X,X,X
JSOLTZI,O,X,O,O,X,X,X,O
JSOLITZ,O,X,O,O,X,X,X,X
JSOLIZT,O,X,O,O,X,O,O,X
JSOLZTI,O,X,O,O,X,O,X,X
JSOLZIT,O,X,O,O,X,O,O,X
JSOZTIL,O,X,O,O,X,O,X,X
JSOZTLI,O,X,O,O,X,O,X,X
JSOZITL,O,X,O,O,X,O,O,X
JSOZILT,O,X,O,O,X,O,O,X
JSOZLTI,O,X,O,O,X,O,X,X
JSOZLIT,O,X,O,O,X,O,O,X
JZTILSO,O,O,O,O,O,X,X,X
JZTILOS,O,O,O,O,X,X,X,X
JZTISLO,O,O,O,O,O,X,O,X
JZTISOL,O,X,X,O,O,O,O,X
JZTIOLS,O,O,O,O,X,X,X,X
JZTIOSL,O,O,O,O,X,X,X,X
JZTLISO,O,O,O,O,O,X,O,O
JZTLIOS,O,O,O,O,X,X,X,O
JZTLSIO,O,O,X,O,O,X,O,O
JZTLSOI,O,O,X,O,O,O,X,O
JZTLOIS,O,O,X,X,X,X,X,O
JZTLOSI,O,X,X,X,X,X,X,O
JZTSILO,O,O,X,O,O,X,O,X
JZTSIOL,O,X,X,O,O,O,O,X
JZTSLIO,O,X,X,O,O,X,O,O
JZTSLOI,O,X,X,O,O,O,X,O
JZTSOIL,O,X,X,O,O,O,X,X
JZTSOLI,O,X,X,O,O,O,X,X
JZTOILS,O,O,O,O,X,O,X,X
JZTOISL,O,O,O,O,X,O,X,X
JZTOLIS,O,O,O,X,X,O,X,X
JZTOLSI,O,X,O,X,X,O,X,X
JZTOSIL,O,O,O,O,X,O,X,X
JZTOSLI,O,X,O,O,X,O,X,X
JZITLSO,O,O,O,O,O,X,X,X
JZITLOS,O,O,O,O,X,X,X,X
JZITSLO,O,O,O,O,O,X,O,X
JZITSOL,O,X,X,O,O,O,O,X
JZITOLS,O,O,O,O,X,X,X,X
JZITOSL,O,O,O,O,X,X,X,X
JZILTSO,O,O,O,O,O,X,O,X
JZILTOS,O,O,O,O,X,X,X,X
JZILSTO,O,O,O,X,X,X,O,X
JZILSOT,X,O,X,X,X,X,O,X
JZILOTS,O,O,O,X,X,X,X,X
JZILOST,X,O,X,X,X,X,O,X
JZISTLO,O,O,O,O,X,X,O,X
JZISTOL,O,X,X,O,X,O,O,X
JZISLTO,O,O,O,O,X,X,O,X
JZISLOT,O,O,X,O,X,X,O,X
JZISOTL,O,X,X,O,X,X,O,X
JZISOLT,O,X,X,X,X,X,O,X
JZIOTLS,O,O,O,O,X,X,X,X
JZIOTSL,O,X,O,O,X,X,X,X
JZIOLTS,O,O,O,X,X,X,X,X
JZIOLST,X,O,O,X,X,X,X,X
JZIOSTL,O,X,O,X,X,X,O,X
JZIOSLT,O,X,O,X,X,X,O,X
JZLTISO,O,O,O,O,O,X,O,O
JZLTIOS,O,O,O,O,X,X,X,O
JZLTSIO,O,O,X,O,O,X,O,O
JZLTSOI,O,O,X,O,O,O,X,O
JZLTOIS,O,O,X,X,X,X,X,O
JZLTOSI,O,O,X,X,X,X,X,O
JZLITSO,O,O,O,O,O,X,O,X
JZLITOS,O,O,O,O,X,X,X,X
JZLISTO,O,O,O,X,X,X,O,X
JZLISOT,X,O,X,X,X,X,O,X
JZLIOTS,O,O,O,X,X,X,X,X
JZLIOST,X,O,X,X,X,X,O,X
JZLSTIO,O,O,X,O,X,X,O,O
JZLSTOI,O,O,X,O,X,O,X,O
JZLSITO,O,O,X,O,X,X,O,X
JZLSIOT,O,O,X,O,X,X,O,X
JZLSOTI,O,O,X,O,X,X,X,X
JZLSOIT,O,O,X,O,X,X,O,X
JZLOTIS,O,O,X,X,X,X,X,X
JZLOTSI,O,O,X,X,X,X,X,X
JZLOITS,O,O,X,X,X,X,X,X
JZLOIST,X,O,X,X,X,X,O,X
JZLOSTI,O,O,X,X,X,X,X,X
JZLOSIT,O,O,X,X,X,X,O,X
JZSTILO,O,O,X,O,X,X,O,X
JZSTIOL,O,X,X,O,X,O,O,X
JZSTLIO,O,X,X,O,X,X,O,O
JZSTLOI,O,X,X,O,X,O,X,O
JZSTOIL,O,X,X,O,X,O,X,X
JZSTOLI,O,X,X,O,X,O,X,X
JZSITLO,O,O,X,O,X,X,O,X
JZSITOL,O,X,X,O,X,O,O,X
JZSILTO,O,O,X,O,X,X,O,X
JZSILOT,O,O,X,O,X,X,O,X
JZSIOTL,O,X,X,O,X,X,O,X
JZSIOLT,O,X,X,X,X,X,O,X
JZSLTIO,O,O,X,O,X,X,O,O
JZSLTOI,O,O,X,O,X,O,X,O
JZSLITO,O,O,X,O,X,X,O,X
JZSLIOT,O,O,X,O,X,X,O,X
JZSLOTI,O,O,X,O,X,X,X,X
JZSLOIT,O,O,X,O,X,X,O,X
JZSOTIL,O,X,X,O,X,O,X,X
JZSOTLI,O,X,X,O,X,O,X,X
JZSOITL,O,X,X,O,X,O,O,X
JZSOILT,O,X,X,O,X,O,O,X
JZSOLTI,O,X,X,O,X,O,X,X
JZSOLIT,O,X,X,O,X,O,O,X
JZOTILS,O,O,O,O,X,O,X,X
JZOTISL,O,O,O,O,X,O,X,X
JZOTLIS,O,O,O,O,X,O,X,X
JZOTLSI,O,O,O,O,X,O,X,X
JZOTSIL,O,O,O,O,X,O,X,X
JZOTSLI,O,X,O,O,X,O,X,X
JZOITLS,O,O,O,O,X,O,X,X
JZOITSL,O,O,O,O,X,O,X,X
JZOILTS,O,O,O,O,X,O,X,X
JZOILST,X,O,O,X,X,O,X,X
JZOISTL,O,O,O,O,X,O,O,X
JZOISLT,O,O,O,O,X,O,O,X
JZOLTIS,O,O,O,O,X,O,X,X
JZOLTSI,O,O,O,O,X,O,X,X
JZOLITS,O,O,O,O,X,O,X,X
JZOLIST,X,O,O,X,X,O,O,X
JZOLSTI,O,O,O,O,X,O,X,X
JZOLSIT,O,O,O,O,X,O,O,X
JZOSTIL,O,O,O,O,X,O,X,X
JZOSTLI,O,X,O,O,X,O,X,X
JZOSITL,O,O,O,O,X,O,O,X
JZOSILT,O,O,O,O,X,O,O,X
JZOSLTI,O,O,O,O,X,O,X,X
JZOSLIT,O,O,O,O,X,O,O,X
JOTILSZ,O,O,O,X,O,X,X,X
JOTILZS,O,O,O,X,O,X,X,X
JOTISLZ,O,X,O,O,O,X,X,X
JOTISZL,O,O,O,O,O,O,X,X
JOTIZLS,O,O,O,O,O,O,X,X
JOTIZSL,O,O,O,O,O,O,X,X
JOTLISZ,O,O,O,X,O,X,X,X
JOTLIZS,O,O,O,X,O,X,X,X
JOTLSIZ,O,O,O,O,O,X,X,X
JOTLSZI,O,O,O,O,O,X,X,O
JOTLZIS,O,O,O,O,O,X,X,O
JOTLZSI,O,O,O,O,O,X,X,O
JOTSILZ,O,X,O,O,O,X,X,X
JOTSIZL,O,O,O,O,O,O,X,X
JOTSLIZ,O,X,O,O,O,X,X,X
JOTSLZI,O,X,O,O,O,X,X,O
JOTSZIL,O,O,O,O,O,O,X,X
JOTSZLI,O,X,O,O,O,O,X,X
JOTZILS,O,O,O,O,O,O,X,X
JOTZISL,O,O,O,O,O,O,X,X
JOTZLIS,O,O,O,O,O,O,X,X
JOTZLSI,O,O,O,O,O,O,X,X
JOTZSIL,O,O,O,O,O,O,X,X
JOTZSLI,O,X,O,O,O,O,X,X
JOITLSZ,O,O,O,X,O,X,X,X
JOITLZS,O,O,O,X,O,X,X,X
JOITSLZ,O,X,O,O,O,X,X,X
JOITSZL,O,O,O,O,O,O,X,X
JOITZLS,O,O,O,O,O,O,X,X
JOITZSL,O,O,O,O,O,O,X,X
JOILTSZ,O,O,O,X,O,X,X,X
