sequence,v115@NhA8CeB8DeE8DeC8AeA8JeT/IvhFOlBXhBxiBcrBSv?BFtB,v115@NhA8CeB8DeE8DeC8AeA8JeT/IvhFChBliBxqBeqBct?BXrB,v115@NhA8CeB8DeE8DeC8AeA8JeGBJvhFliBxqB/pBaqBct?BzqB,v115@NhA8CeB8DeE8DeC8AeA8JeT/IvhFxgBSoBcrBXqBlq?BmsB,v115@NhA8CeB8DeE8DeC8AeA8JezAJvhF+mBxiB0qB/pBaq?BFtB,v115@NhA8CeB8DeE8DeC8AeA8JeUAJvhF+mBxiBTqB/pBar?BFtB,v115@NhA8CeB8DeE8DeC8AeA8Jei/IvhFWmBliBxqBctBzp?BXrB,v115@NhA8CeB8DeE8DeC8AeA8Jei/IvhF+mBliBRlBXqBct?BzqB,v115@NhA8CeB8DeE8DeC8AeA8JeT/IvhFylB+mBxiBXqBFt?B0qB,v115@NhA8CeB8DeE8DeC8AeA8Je2EJvhFChBliBxqBctBXr?BzpB,v115@NhA8CeB8DeE8DeC8AeA8JeT/IvhFSoBxqBcrBXqBlq?BmsB,v115@NhA8CeB8DeE8DeC8AeA8JeT/IvhFXhBxiBeqBSrBFt?B0qB,v115@NhA8CeB8DeE8DeC8AeA8Jex/IvhFXhBSoBcrBTqBlp?BmsB,v115@NhA8CeB8DeE8DeC8AeA8Je2EJvhFThBxiBcqBXrBFt?BCqB,v115@NhA8CeB8DeE8DeC8AeA8JeT/IvhFxgBliBeqBCmBXr?BctB,v115@NhA8CeB8DeE8DeC8AeA8JeT/IvhF6mBxiBmlBXqBFt?B0qB,v115@NhA8CeB8DeE8DeC8AeA8JeT/IvhFSoBxlBcrBXqBlq?BmsB,v115@NhA8CeB8DeE8DeC8AeA8JeSIJvhFxkBTmB/qB0pBFr?BmsB,v115@NhA8CeB8DeE8DeC8AeA8JeT/IvhFfmB6mBxiB0qBeq?BFtB
LIJZSOT,O,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LIJZOTS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIJZOST,O,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LIJOTSZ,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJOTZS,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LIJOSTZ,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X
LIJOSZT,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X
LIJOZTS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIJOZST,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LISTJZO,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LISTJOZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISTZJO,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LISTZOJ,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LISTOJZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISTOZJ,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LISJTZO,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X
LISJTOZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LISJZTO,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LISJZOT,O,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LISJOTZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LISJOZT,O,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,O,X,X
LISZTJO,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LISZTOJ,O,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
LISZJTO,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LISZJOT,O,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LISZOTJ,O,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,O,X,X
LISZOJT,O,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X,O,X,X
LISOTJZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LISOTZJ,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X
LISOJTZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
LISOJZT,O,O,O,X,X,X,O,O,X,O,O,X,X,X,X,X,O,O,X
LISOZTJ,O,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,O,O,X
LISOZJT,O,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X,O,O,X
LIZTJSO,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZTJOS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZTSJO,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZTSOJ,O,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
LIZTOJS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZTOSJ,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LIZJTSO,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZJTOS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZJSTO,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZJSOT,O,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LIZJOTS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZJOST,O,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LIZSTJO,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
LIZSTOJ,O,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
LIZSJTO,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
LIZSJOT,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O
LIZSOTJ,O,O,O,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X
LIZSOJT,O,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,O
LIZOTJS,O,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LIZOTSJ,O,O,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X
LIZOJTS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZOJST,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LIZOSTJ,O,O,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,O,X
LIZOSJT,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X
LIOTJSZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOTJZS,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOTSJZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIOTSZJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
LIOTZJS,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOTZSJ,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LIOJTSZ,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LIOJTZS,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LIOJSTZ,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X
LIOJSZT,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X
LIOJZTS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOJZST,O,O,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LIOSTJZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIOSTZJ,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X
LIOSJTZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
LIOSJZT,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,O,X
LIOSZTJ,O,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,O,O,X
LIOSZJT,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,O,X
LIOZTJS,O,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LIOZTSJ,O,O,O,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X
LIOZJTS,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOZJST,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LIOZSTJ,O,O,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,O,X
LIOZSJT,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X
LJTISZO,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTISOZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTIZSO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTIZOS,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTIOSZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTIOZS,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTSIZO,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LJTSIOZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTSZIO,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LJTSZOI,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LJTSOIZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTSOZI,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTZISO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTZIOS,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTZSIO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTZSOI,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTZOIS,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTZOSI,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTOISZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTOIZS,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTOSIZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTOSZI,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTOZIS,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTOZSI,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJITSZO,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJITSOZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJITZSO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJITZOS,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJITOSZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJITOZS,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJISTZO,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
LJISTOZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJISZTO,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LJISZOT,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LJISOTZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJISOZT,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
LJIZTSO,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJIZTOS,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJIZSTO,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LJIZSOT,O,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LJIZOTS,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJIZOST,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LJIOTSZ,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJIOTZS,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LJIOSTZ,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X
LJIOSZT,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X
LJIOZTS,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJIOZST,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LJSTIZO,X,X,X,X,X,X,X,O,O,X,X,O,X,X,O,O,X,X,X
LJSTIOZ,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,O,X,X,X
LJSTZIO,X,X,X,X,X,X,X,O,O,X,X,O,X,X,O,O,X,X,X
LJSTZOI,X,X,X,X,X,X,X,O,O,X,X,O,X,X,O,O,X,X,X
LJSTOIZ,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,O,X,X,X
LJSTOZI,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,O,X,X,X
LJSITZO,X,X,X,X,X,X,X,O,O,X,X,O,X,X,O,O,X,X,X
LJSITOZ,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,O,X,X,X
LJSIZTO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LJSIZOT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LJSIOTZ,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,O,X,X,X
LJSIOZT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X
LJSZTIO,O,X,X,O,X,X,X,O,O,X,X,O,X,X,O,O,X,X,X
LJSZTOI,O,X,X,O,X,X,X,O,O,X,X,O,X,X,O,O,X,X,X
LJSZITO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LJSZIOT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LJSZOTI,O,X,X,O,X,X,X,O,O,X,X,O,X,X,O,O,X,X,X
LJSZOIT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LJSOTIZ,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,O,X,X,X
LJSOTZI,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,O,X,X,X
LJSOITZ,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,O,X,X,X
LJSOIZT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X
LJSOZTI,O,X,X,O,X,X,X,O,O,X,X,O,X,X,O,O,X,X,X
LJSOZIT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LJZTISO,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZTIOS,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZTSIO,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZTSOI,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZTOIS,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZTOSI,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJZITSO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZITOS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZISTO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZISOT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZIOTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZIOST,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZSTIO,O,X,X,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X
LJZSTOI,O,X,X,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X
LJZSITO,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZSIOT,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZSOTI,O,X,X,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X
LJZSOIT,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZOTIS,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJZOTSI,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJZOITS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZOIST,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJZOSTI,O,X,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
LJZOSIT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOTISZ,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJOTIZS,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJOTSIZ,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJOTSZI,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJOTZIS,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJOTZSI,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJOITSZ,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJOITZS,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LJOISTZ,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X
LJOISZT,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X
LJOIZTS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOIZST,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJOSTIZ,X,X,X,X,X,O,X,X,O,X,X,O,X,X,O,O,X,X,X
LJOSTZI,X,X,X,X,X,O,X,X,O,X,X,O,X,X,O,O,X,X,X
LJOSITZ,X,X,X,X,X,O,X,X,O,X,X,O,X,X,O,O,X,X,X
LJOSIZT,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,O,X,X
LJOSZTI,O,X,X,O,X,O,X,O,O,X,X,O,X,X,O,O,X,X,X
LJOSZIT,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
LJOZTIS,O,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X
LJOZTSI,O,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X
LJOZITS,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOZIST,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOZSTI,O,X,X,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X
LJOZSIT,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTIJZO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSTIJOZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTIZJO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTIZOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTIOJZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTIOZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LSTJIZO,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X
LSTJIOZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LSTJZIO,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X
LSTJZOI,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X
LSTJOIZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LSTJOZI,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LSTZIJO,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTZIOJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTZJIO,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTZJOI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTZOIJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTZOJI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTOIJZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTOIZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LSTOJIZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LSTOJZI,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LSTOZIJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTOZJI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSITJZO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSITJOZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSITZJO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSITZOJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LSITOJZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSITOZJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LSIJTZO,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X
LSIJTOZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LSIJZTO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSIJZOT,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LSIJOTZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
LSIJOZT,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X
LSIZTJO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSIZTOJ,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LSIZJTO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSIZJOT,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LSIZOTJ,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X
LSIZOJT,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X
LSIOTJZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LSIOTZJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,X
LSIOJTZ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X
LSIOJZT,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,O,O,X
LSIOZTJ,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,O,O,X
LSIOZJT,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O,O,X
LSJTIZO,X,X,X,X,X,X,X,O,O,X,X,O,X,X,O,O,X,X,X
LSJTIOZ,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,O,X,X,X
LSJTZIO,X,X,X,X,X,X,X,O,O,X,X,O,X,X,O,O,X,X,X
LSJTZOI,X,X,X,X,X,X,X,O,O,X,X,O,X,X,O,O,X,X,X
LSJTOIZ,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,O,X,X,X
LSJTOZI,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,O,X,X,X
LSJITZO,X,X,X,X,X,X,X,O,O,X,X,O,X,X,O,O,X,X,X
LSJITOZ,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,O,X,X,X
LSJIZTO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LSJIZOT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LSJIOTZ,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,O,X,X,X
LSJIOZT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X
LSJZTIO,O,X,X,O,X,X,X,O,O,X,X,O,X,X,O,O,X,X,X
LSJZTOI,O,X,X,O,X,X,X,O,O,X,X,O,X,X,O,O,X,X,X
LSJZITO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LSJZIOT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LSJZOTI,O,X,X,O,X,X,X,O,O,X,X,O,X,X,O,O,X,X,X
LSJZOIT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LSJOTIZ,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,O,X,X,X
LSJOTZI,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,O,X,X,X
LSJOITZ,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,O,X,X,X
LSJOIZT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X
LSJOZTI,O,X,X,O,X,X,X,O,O,X,X,O,X,X,O,O,X,X,X
LSJOZIT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LSZTIJO,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSZTIOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSZTJIO,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSZTJOI,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSZTOIJ,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSZTOJI,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSZITJO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSZITOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSZIJTO,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LSZIJOT,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
