sequence,v115@9gB8HeC8GeB8CeA8DeB8CeB8MeXBJvhFVnBaoB5oBO?qBzqB0sB,v115@9gB8HeC8GeB8CeA8DeB8CeB8MeXBJvhFVnBaoB5oBm?qB0sBTqB,v115@9gB8HeC8GeB8CeA8DeB8CeB8MelAJvhFRiBcoBXmBT?nB2vBSyB,v115@9gB8HeC8GeB8CeA8DeB8CeB8MeXBJvhFmiB5oBFnBi?qBzsB0qB,v115@9gB8HeC8GeB8CeA8DeB8CeB8MeVGJvhFRiBSoB/sB0?lB2vBTtB,v115@9gB8HeC8GeB8CeA8DeB8CeB8MeXBJvhFxiBFnBToBi?qBWyB0qB,v115@9gB8HeC8GeB8CeA8DeB8CeB8MeXBJvhF5oBUnBatBO?qBzqBlsB,v115@9gB8HeC8GeB8CeA8DeB8CeB8MeXBJvhFxiBUnBFoBm?qBSyBTqB,v115@9gB8HeC8GeB8CeA8DeB8CeB8MexAJvhFTjB3lBFnBy?vBGtB0sB,v115@9gB8HeC8GeB8CeA8DeB8CeB8MeXBJvhF5oBUnBatBm?qBTqBlsB,v115@9gB8HeC8GeB8CeA8DeB8CeB8MeXBJvhF5oBFnB8sBT?lByvBmsB,v115@9gB8HeC8GeB8CeA8DeB8CeB8MeXBJvhFxiBFnB8sB+?tBTlByvB
STIJOZL,X,O,X,X,X,O,X,X,X,X,X,X
STIZLJO,O,O,X,X,O,X,X,X,X,X,O,X
STIZLOJ,O,O,X,X,X,X,X,X,X,X,O,X
STIZJLO,O,O,X,X,X,X,X,X,X,X,O,X
STIZJOL,X,O,X,X,X,X,X,X,X,X,X,X
STIZOLJ,O,O,X,X,X,X,X,X,X,X,O,X
STIZOJL,O,X,X,X,X,X,X,X,X,X,X,X
STIOLJZ,O,X,X,O,O,X,X,X,X,X,X,X
STIOLZJ,O,X,O,X,O,X,X,X,X,X,X,X
STIOJLZ,O,X,X,O,O,X,X,X,X,X,X,X
STIOJZL,O,X,X,O,X,X,X,X,X,X,X,X
STIOZLJ,O,O,X,X,O,X,X,X,X,X,X,X
STIOZJL,O,X,X,O,X,X,X,X,X,X,X,X
STLIJZO,O,X,X,X,O,X,X,X,O,X,X,X
STLIJOZ,O,X,X,X,O,O,X,X,O,X,X,X
STLIZJO,O,O,O,X,O,X,X,X,O,X,O,X
STLIZOJ,O,O,O,X,X,X,X,X,X,X,O,X
STLIOJZ,O,X,X,O,O,X,X,X,O,X,X,X
STLIOZJ,O,X,O,O,X,X,X,X,X,X,X,X
STLJIZO,O,X,X,X,O,X,X,X,O,X,X,X
STLJIOZ,O,X,X,X,O,O,X,X,O,X,X,X
STLJZIO,X,X,O,X,O,X,X,X,O,X,O,X
STLJZOI,X,X,O,X,O,O,X,X,O,X,X,X
STLJOIZ,X,X,X,O,O,O,X,X,O,X,X,X
STLJOZI,X,X,O,O,O,O,X,X,O,X,X,X
STLZIJO,O,O,O,X,O,X,X,X,O,X,O,X
STLZIOJ,O,O,O,X,X,X,X,X,X,X,O,X
STLZJIO,O,O,O,X,O,X,X,X,O,X,O,X
STLZJOI,X,X,O,X,O,O,X,X,O,X,X,X
STLZOIJ,O,O,O,O,X,X,X,X,X,X,O,X
STLZOJI,X,X,O,O,X,X,X,X,X,X,X,X
STLOIJZ,O,X,X,O,O,X,X,X,O,X,X,X
STLOIZJ,O,X,O,O,O,X,X,X,X,X,X,X
STLOJIZ,O,X,X,O,O,O,X,X,O,X,X,X
STLOJZI,X,X,O,O,O,O,X,X,O,X,X,X
STLOZIJ,O,X,O,O,O,X,X,X,X,X,O,X
STLOZJI,X,X,O,O,O,X,X,X,X,X,X,X
STJILZO,O,O,X,X,O,X,X,X,X,X,X,X
STJILOZ,O,X,X,X,O,X,X,X,X,X,X,X
STJIZLO,O,O,X,X,O,X,X,X,X,X,X,X
STJIZOL,X,O,X,X,X,X,X,X,X,X,X,X
STJIOLZ,X,X,X,X,O,O,X,X,X,X,X,X
STJIOZL,X,O,X,X,O,O,X,X,X,X,X,X
STJLIZO,O,O,X,X,O,X,X,X,O,X,X,X
STJLIOZ,O,X,X,X,O,O,X,X,O,X,X,X
STJLZIO,X,O,O,X,O,X,X,X,O,X,X,X
STJLZOI,X,O,O,X,O,O,X,X,O,X,X,X
STJLOIZ,X,X,X,X,O,O,X,X,O,X,X,X
STJLOZI,X,X,O,X,O,O,X,X,O,X,X,X
STJZILO,O,O,X,X,O,X,X,X,X,X,O,X
STJZIOL,X,O,X,X,X,X,X,X,X,X,X,X
STJZLIO,O,O,X,X,O,X,X,X,X,X,X,X
STJZLOI,X,O,X,X,O,X,X,X,X,X,X,X
STJZOIL,X,O,X,X,O,O,X,X,X,X,X,X
STJZOLI,X,O,X,X,O,O,X,X,X,X,X,X
STJOILZ,X,X,X,O,O,O,X,X,X,X,X,X
STJOIZL,X,O,X,O,O,O,X,X,X,X,X,X
STJOLIZ,X,X,X,O,O,O,X,X,O,X,X,X
STJOLZI,X,X,O,X,O,O,X,X,O,X,X,X
STJOZIL,X,O,X,O,O,O,X,X,X,X,X,X
STJOZLI,X,O,X,X,O,O,X,X,X,X,X,X
STZILJO,O,O,X,X,O,X,X,X,X,X,O,X
STZILOJ,O,O,X,X,X,X,X,X,X,X,O,X
STZIJLO,O,O,X,X,X,X,X,X,X,X,O,X
STZIJOL,X,O,X,X,X,X,X,X,X,X,X,X
STZIOLJ,O,O,X,X,X,X,X,X,X,X,O,X
STZIOJL,O,X,X,X,X,X,X,X,X,X,X,X
STZLIJO,O,O,O,X,O,X,X,X,X,X,O,X
STZLIOJ,O,O,O,X,X,X,X,X,X,X,O,X
STZLJIO,O,O,O,X,O,X,X,X,X,X,O,X
STZLJOI,X,O,O,X,O,X,X,X,X,X,X,X
STZLOIJ,O,O,O,X,X,X,X,X,X,X,O,X
STZLOJI,O,X,O,X,X,X,X,X,X,X,X,X
STZJILO,O,O,X,X,X,X,X,X,X,X,O,X
STZJIOL,X,O,X,X,X,X,X,X,X,X,X,X
STZJLIO,O,O,X,X,X,X,X,X,X,X,X,X
STZJLOI,X,O,X,X,X,X,X,X,X,X,X,X
STZJOIL,X,O,X,X,X,O,X,X,X,X,X,X
STZJOLI,X,O,X,X,X,O,X,X,X,X,X,X
STZOILJ,O,O,X,X,O,X,X,X,X,X,O,X
STZOIJL,O,X,X,O,X,X,X,X,X,X,X,X
STZOLIJ,O,O,O,X,O,X,X,X,X,X,X,X
STZOLJI,O,X,O,X,O,X,X,X,X,X,X,X
STZOJIL,O,X,X,O,X,X,X,X,X,X,X,X
STZOJLI,O,X,X,X,X,X,X,X,X,X,X,X
STOILJZ,O,X,X,O,O,X,X,X,X,X,X,X
STOILZJ,O,X,O,O,O,X,X,X,X,X,X,X
STOIJLZ,O,X,X,O,O,X,X,X,X,X,X,X
STOIJZL,O,X,X,O,O,X,X,X,X,X,X,X
STOIZLJ,O,O,X,X,O,X,X,X,X,X,X,X
STOIZJL,O,X,X,O,X,X,X,X,X,X,X,X
STOLIJZ,O,X,X,O,O,X,X,X,X,X,X,X
STOLIZJ,O,X,O,O,O,X,X,X,X,X,X,X
STOLJIZ,O,X,X,O,O,X,X,X,X,X,X,X
STOLJZI,X,X,O,O,O,X,X,X,X,X,X,X
STOLZIJ,O,X,O,O,O,X,X,X,X,X,X,X
STOLZJI,O,X,O,O,O,X,X,X,X,X,X,X
STOJILZ,O,X,X,O,O,O,X,X,X,X,X,X
STOJIZL,O,X,X,O,O,O,X,X,X,X,X,X
STOJLIZ,O,X,X,O,O,O,X,X,X,X,X,X
STOJLZI,X,X,O,O,O,O,X,X,X,X,X,X
STOJZIL,O,X,X,O,O,O,X,X,X,X,X,X
STOJZLI,O,X,X,X,O,O,X,X,X,X,X,X
STOZILJ,O,O,X,X,O,X,X,X,X,X,O,X
STOZIJL,O,X,X,O,X,X,X,X,X,X,X,X
STOZLIJ,O,O,O,X,O,X,X,X,X,X,X,X
STOZLJI,O,X,O,X,O,X,X,X,X,X,X,X
STOZJIL,O,X,X,O,X,X,X,X,X,X,X,X
STOZJLI,O,X,X,X,X,X,X,X,X,X,X,X
SITLJZO,O,X,X,X,O,X,X,X,X,X,X,X
SITLJOZ,O,X,X,X,O,X,X,X,X,X,X,X
SITLZJO,O,O,O,X,O,X,X,X,X,X,X,X
SITLZOJ,O,O,O,X,X,X,X,X,X,X,X,X
SITLOJZ,O,X,X,X,O,X,X,X,X,X,X,X
SITLOZJ,O,X,O,X,X,X,X,X,X,X,X,X
SITJLZO,O,O,X,X,O,X,X,X,X,X,X,X
SITJLOZ,O,X,X,X,O,X,X,X,X,X,X,X
SITJZLO,O,O,X,X,O,X,X,X,X,X,X,X
SITJZOL,X,O,X,X,X,X,X,X,X,X,X,X
SITJOLZ,X,X,X,X,O,X,X,X,X,X,X,X
SITJOZL,X,O,X,X,X,X,X,X,X,X,X,X
SITZLJO,O,O,X,X,O,X,X,X,X,X,X,X
SITZLOJ,O,O,X,X,X,X,X,X,X,X,X,X
SITZJLO,O,O,X,X,X,X,X,X,X,X,X,X
SITZJOL,X,O,X,X,X,X,X,X,X,X,X,X
SITZOLJ,O,O,X,X,X,X,X,X,X,X,X,X
SITZOJL,O,X,X,X,X,X,X,X,X,X,X,X
SITOLJZ,O,X,X,X,O,X,X,X,X,X,X,X
SITOLZJ,O,X,O,X,O,X,X,X,X,X,X,X
SITOJLZ,O,X,X,X,O,X,X,X,X,X,X,X
SITOJZL,O,X,X,X,X,X,X,X,X,X,X,X
SITOZLJ,O,O,X,X,O,X,X,X,X,X,X,X
SITOZJL,O,X,X,X,X,X,X,X,X,X,X,X
SILTJZO,X,X,X,X,O,X,X,X,X,X,X,X
SILTJOZ,X,X,X,X,O,X,X,X,X,X,X,X
SILTZJO,X,X,O,X,O,X,X,X,X,X,O,X
SILTZOJ,X,X,O,X,X,X,X,X,X,X,O,X
SILTOJZ,X,X,X,O,O,X,X,X,X,X,X,X
SILTOZJ,X,X,O,O,X,X,X,X,X,X,X,X
SILJTZO,X,X,X,X,O,X,X,X,X,O,X,X
SILJTOZ,X,X,X,X,O,X,X,X,X,X,X,X
SILJZTO,X,X,X,X,O,X,X,X,X,O,O,X
SILJZOT,X,X,X,X,X,X,X,X,X,O,X,X
SILJOTZ,X,X,X,O,O,X,X,X,X,X,X,X
SILJOZT,X,X,X,X,X,X,X,X,X,O,X,X
SILZTJO,X,X,O,X,O,X,X,X,X,O,O,X
SILZTOJ,X,X,O,X,X,X,O,X,X,X,O,X
SILZJTO,X,X,O,X,O,X,X,X,X,O,O,X
SILZJOT,X,X,X,X,X,X,O,X,X,O,X,X
SILZOTJ,X,X,O,O,X,X,O,X,X,X,O,X
SILZOJT,X,X,O,X,X,X,O,X,X,O,X,X
SILOTJZ,X,X,X,O,O,X,X,X,X,X,X,X
SILOTZJ,X,X,O,O,X,X,O,X,X,X,X,X
SILOJTZ,X,X,X,O,O,X,X,X,X,X,X,X
SILOJZT,X,X,X,X,X,X,O,X,X,X,X,X
SILOZTJ,X,X,O,O,X,X,O,X,X,X,O,X
SILOZJT,X,X,O,X,X,X,O,X,X,X,X,X
SIJTLZO,X,O,X,X,O,X,X,X,X,O,X,X
SIJTLOZ,X,X,X,X,O,X,X,X,X,X,X,X
SIJTZLO,X,O,X,X,O,X,X,X,X,O,X,X
SIJTZOL,X,O,X,X,X,X,X,X,X,X,X,X
SIJTOLZ,X,X,X,X,O,X,X,X,X,X,X,X
SIJTOZL,X,O,X,X,O,X,X,X,X,X,X,X
SIJLTZO,X,O,X,X,O,X,X,X,X,O,X,X
SIJLTOZ,X,X,X,X,O,X,X,X,X,X,X,X
SIJLZTO,X,O,X,X,O,X,X,X,X,O,X,X
SIJLZOT,X,X,X,X,X,X,X,X,X,O,X,X
SIJLOTZ,X,X,X,X,O,X,X,X,X,X,X,X
SIJLOZT,X,X,X,X,X,X,X,X,X,O,X,X
SIJZTLO,X,O,X,X,O,X,X,X,X,O,X,X
SIJZTOL,X,O,X,X,X,X,X,X,X,X,X,X
SIJZLTO,X,O,X,X,O,X,X,X,X,O,X,X
SIJZLOT,X,X,X,X,X,X,X,X,X,O,X,X
SIJZOTL,X,O,X,X,X,X,X,X,X,X,X,X
SIJZOLT,X,X,X,X,X,X,X,X,X,O,X,X
SIJOTLZ,X,X,X,X,O,X,X,X,X,X,X,X
SIJOTZL,X,O,X,X,O,X,X,X,X,X,X,X
SIJOLTZ,X,X,X,X,O,X,X,X,X,X,X,X
SIJOLZT,X,X,X,X,O,X,X,X,X,O,X,X
SIJOZTL,X,O,X,X,O,X,X,X,X,X,X,X
SIJOZLT,X,X,X,X,O,X,X,X,X,O,X,X
SIZTLJO,O,O,X,X,O,X,X,X,X,O,O,X
SIZTLOJ,O,O,X,X,X,X,O,X,X,X,O,X
SIZTJLO,O,O,X,X,X,X,X,X,X,X,O,X
SIZTJOL,X,O,X,X,X,X,X,X,X,X,X,X
SIZTOLJ,O,O,X,X,X,X,X,X,X,X,O,X
SIZTOJL,O,X,X,X,X,X,X,X,X,X,X,X
SIZLTJO,O,O,X,X,O,X,X,X,X,O,O,X
SIZLTOJ,O,O,X,X,X,X,O,X,X,X,O,X
SIZLJTO,X,O,X,X,O,X,X,X,X,O,O,X
SIZLJOT,X,X,X,X,X,X,O,X,X,O,X,X
SIZLOTJ,O,X,X,X,X,X,O,X,X,X,O,X
SIZLOJT,X,X,X,X,X,X,O,X,X,O,X,X
SIZJTLO,X,O,X,X,O,X,X,X,X,O,X,X
SIZJTOL,X,O,X,X,X,X,X,X,X,X,X,X
SIZJLTO,X,O,X,X,O,X,X,X,X,O,X,X
SIZJLOT,X,X,X,X,X,X,O,X,X,O,X,X
SIZJOTL,X,O,X,X,X,X,X,X,X,X,X,X
SIZJOLT,X,X,X,X,X,X,X,X,X,O,X,X
SIZOTLJ,O,X,X,X,X,X,O,X,X,X,X,X
SIZOTJL,O,X,X,X,X,X,X,X,X,X,X,X
SIZOLTJ,O,X,X,X,X,X,O,X,X,X,X,X
SIZOLJT,X,X,X,X,X,X,O,X,X,O,X,X
SIZOJTL,O,X,X,X,X,X,X,X,X,X,X,X
SIZOJLT,X,X,X,X,X,X,O,X,X,X,X,X
SIOTLJZ,O,X,X,O,O,X,X,X,X,X,X,X
SIOTLZJ,O,X,O,O,O,X,O,X,X,X,X,X
SIOTJLZ,O,X,X,O,O,X,X,X,X,X,X,X
SIOTJZL,O,X,X,O,O,X,X,X,X,X,X,X
SIOTZLJ,O,X,X,X,O,X,O,X,X,X,X,X
SIOTZJL,O,X,X,O,X,X,X,X,X,X,X,X
SIOLTJZ,O,X,X,O,O,X,X,X,X,X,X,X
SIOLTZJ,O,X,O,O,O,X,O,X,X,X,X,X
SIOLJTZ,X,X,X,O,O,X,X,X,X,X,X,X
SIOLJZT,X,X,X,X,O,X,O,X,X,X,X,X
SIOLZTJ,O,X,O,O,O,X,O,X,X,X,X,X
SIOLZJT,X,X,O,X,O,X,O,X,X,X,X,X
SIOJTLZ,O,X,X,X,O,X,X,X,X,X,X,X
SIOJTZL,O,X,X,X,O,X,X,X,X,X,X,X
SIOJLTZ,X,X,X,X,O,X,X,X,X,X,X,X
SIOJLZT,X,X,X,X,O,X,O,X,X,X,X,X
SIOJZTL,O,X,X,X,O,X,X,X,X,X,X,X
SIOJZLT,X,X,X,X,O,X,O,X,X,X,X,X
SIOZTLJ,O,X,X,X,O,X,O,X,X,X,X,X
SIOZTJL,O,X,X,X,X,X,X,X,X,X,X,X
SIOZLTJ,O,X,X,X,O,X,O,X,X,X,X,X
SIOZLJT,X,X,X,X,O,X,O,X,X,X,X,X
SIOZJTL,O,X,X,X,O,X,X,X,X,X,X,X
SIOZJLT,X,X,X,X,O,X,O,X,X,X,X,X
SLTIJZO,X,X,X,X,O,X,X,X,O,X,X,X
SLTIJOZ,X,X,X,X,O,O,X,X,O,X,X,X
SLTIZJO,X,X,O,X,O,X,X,X,O,X,O,X
SLTIZOJ,X,X,O,X,X,X,X,X,X,X,O,X
SLTIOJZ,X,X,X,O,O,X,X,X,O,X,X,X
SLTIOZJ,X,X,O,O,X,X,X,X,X,X,X,X
SLTJIZO,X,X,X,X,O,X,X,O,O,X,X,X
SLTJIOZ,X,X,X,X,O,O,X,X,O,X,X,X
SLTJZIO,X,X,O,X,O,X,X,O,O,X,O,O
SLTJZOI,X,X,O,X,O,O,X,O,O,X,X,O
SLTJOIZ,X,X,X,O,O,O,X,X,O,X,X,X
SLTJOZI,X,X,O,O,O,O,X,O,O,X,X,X
SLTZIJO,X,X,O,X,O,X,X,O,O,X,O,X
SLTZIOJ,X,X,O,X,X,X,X,O,X,X,O,X
SLTZJIO,X,X,O,X,O,X,X,O,O,X,O,X
SLTZJOI,X,X,O,X,O,O,X,O,O,X,X,X
SLTZOIJ,X,X,O,O,X,X,X,O,X,X,O,X
SLTZOJI,X,X,O,O,X,X,X,O,X,X,X,X
SLTOIJZ,X,X,X,O,O,X,X,X,O,X,X,X
SLTOIZJ,X,X,O,O,O,X,X,X,X,X,X,X
SLTOJIZ,X,X,X,O,O,O,X,X,O,X,X,X
SLTOJZI,X,X,O,O,O,O,X,X,O,X,X,X
SLTOZIJ,X,X,O,O,O,X,X,X,X,X,O,X
SLTOZJI,X,X,O,O,O,X,X,X,X,X,X,X
SLITJZO,X,X,X,X,O,X,X,X,O,X,X,X
SLITJOZ,X,X,X,X,O,O,X,X,O,X,X,X
SLITZJO,X,X,O,X,O,X,X,X,O,X,O,X
SLITZOJ,X,X,O,X,X,X,X,X,X,X,O,X
SLITOJZ,X,X,X,O,O,X,X,X,O,X,X,X
SLITOZJ,X,X,O,O,X,X,X,X,X,X,X,X
SLIJTZO,X,X,X,X,O,X,X,X,O,O,X,X
SLIJTOZ,X,X,X,X,O,O,X,X,O,X,X,X
SLIJZTO,X,X,X,X,O,X,X,X,O,O,O,O
SLIJZOT,X,X,X,X,X,X,X,X,O,O,X,X
SLIJOTZ,X,X,X,O,O,O,X,X,O,X,X,X
SLIJOZT,X,X,X,X,X,X,X,X,O,O,X,X
SLIZTJO,X,X,O,X,O,X,X,X,O,O,O,X
SLIZTOJ,X,X,O,X,X,X,O,X,X,X,O,X
SLIZJTO,X,X,O,X,O,X,X,X,O,O,O,X
SLIZJOT,X,X,X,X,X,X,O,X,O,O,X,X
SLIZOTJ,X,X,O,O,X,X,O,X,X,X,O,X
SLIZOJT,X,X,O,X,X,X,O,X,X,O,X,X
SLIOTJZ,X,X,X,O,O,X,X,X,O,X,X,X
SLIOTZJ,X,X,O,O,X,X,O,X,X,X,X,X
SLIOJTZ,X,X,X,O,O,X,X,X,O,X,X,X
SLIOJZT,X,X,X,X,X,X,O,X,O,X,X,X
SLIOZTJ,X,X,O,O,X,X,O,X,X,X,O,X
SLIOZJT,X,X,O,X,X,X,O,X,X,X,X,X
SLJTIZO,X,X,O,X,O,X,X,O,O,O,X,X
SLJTIOZ,X,X,O,X,O,O,X,X,O,X,X,X
SLJTZIO,X,X,O,X,O,X,X,O,O,O,O,O
SLJTZOI,X,X,O,X,O,O,X,O,O,X,X,O
SLJTOIZ,X,X,O,O,O,O,X,X,O,X,X,X
SLJTOZI,X,X,O,O,O,O,X,O,O,X,X,X
SLJITZO,X,X,O,X,O,X,X,O,O,O,X,X
SLJITOZ,X,X,O,X,O,O,X,X,O,X,X,X
SLJIZTO,X,X,O,X,O,X,X,O,O,O,O,O
SLJIZOT,X,X,O,X,X,X,X,X,O,O,X,X
SLJIOTZ,X,X,O,O,O,O,X,X,O,X,X,X
SLJIOZT,X,X,O,X,X,X,X,X,O,O,X,X
SLJZTIO,X,X,O,X,O,X,X,O,O,O,O,O
SLJZTOI,X,X,O,X,O,O,X,O,O,X,X,O
SLJZITO,X,X,O,X,O,X,X,O,O,O,O,O
SLJZIOT,X,X,O,X,X,X,X,X,O,O,X,X
SLJZOTI,X,X,O,X,X,O,X,O,O,X,X,O
SLJZOIT,X,X,O,X,X,X,X,X,O,O,X,X
SLJOTIZ,X,X,O,O,O,O,X,X,O,X,X,X
SLJOTZI,X,X,O,O,O,O,X,O,O,X,X,X
SLJOITZ,X,X,O,O,O,O,X,X,O,X,X,X
SLJOIZT,X,X,O,X,O,X,X,X,O,O,X,X
SLJOZTI,X,X,O,X,O,O,X,O,O,X,X,O
SLJOZIT,X,X,O,X,O,X,X,X,O,O,X,X
SLZTIJO,X,X,O,X,O,X,X,O,O,O,O,X
SLZTIOJ,X,X,O,X,X,X,O,O,X,X,O,X
SLZTJIO,X,X,O,X,O,X,X,O,O,X,O,X
SLZTJOI,X,X,O,X,O,O,X,O,O,X,X,X
SLZTOIJ,X,X,O,O,X,X,X,O,X,X,O,X
SLZTOJI,X,X,O,O,X,X,X,O,X,X,X,X
SLZITJO,X,X,O,X,O,X,X,O,O,O,O,X
SLZITOJ,X,X,O,X,X,X,O,O,X,X,O,X
SLZIJTO,X,X,O,X,O,X,X,X,O,O,O,X
SLZIJOT,X,X,O,X,X,X,O,X,O,O,X,X
SLZIOTJ,X,X,O,O,X,X,O,X,X,X,O,X
SLZIOJT,X,X,O,X,X,X,O,X,X,O,X,X
SLZJTIO,X,X,O,X,O,X,X,O,O,O,O,O
SLZJTOI,X,X,O,X,O,O,X,O,O,X,X,O
SLZJITO,X,X,O,X,O,X,X,O,O,O,O,O
SLZJIOT,X,X,O,X,X,X,O,X,O,O,X,X
SLZJOTI,X,X,O,X,X,O,X,O,O,X,X,O
SLZJOIT,X,X,O,X,X,X,X,X,O,O,X,X
SLZOTIJ,X,X,O,O,X,X,O,O,X,X,O,X
SLZOTJI,X,X,O,O,X,X,X,O,X,X,X,X
SLZOITJ,X,X,O,O,X,X,O,X,X,X,O,X
SLZOIJT,X,X,O,X,X,X,O,X,X,O,X,X
SLZOJTI,X,X,O,X,X,X,X,X,X,X,X,X
SLZOJIT,X,X,O,X,X,X,O,X,X,X,X,X
SLOTIJZ,X,X,X,O,O,X,X,X,O,X,X,X
SLOTIZJ,X,X,O,O,O,X,O,X,X,X,X,X
SLOTJIZ,X,X,X,O,O,O,X,X,O,X,X,X
SLOTJZI,X,X,O,O,O,O,X,X,O,X,X,X
SLOTZIJ,X,X,O,O,O,X,O,X,X,X,O,X
SLOTZJI,X,X,O,O,O,X,X,X,X,X,X,X
SLOITJZ,X,X,X,O,O,X,X,X,O,X,X,X
SLOITZJ,X,X,O,O,O,X,O,X,X,X,X,X
SLOIJTZ,X,X,X,O,O,X,X,X,O,X,X,X
SLOIJZT,X,X,X,X,O,X,O,X,O,X,X,X
SLOIZTJ,X,X,O,O,O,X,O,X,X,X,O,X
SLOIZJT,X,X,O,X,O,X,O,X,X,X,X,X
SLOJTIZ,X,X,O,O,O,O,X,X,O,X,X,X
SLOJTZI,X,X,O,O,O,O,X,X,O,X,X,X
SLOJITZ,X,X,O,O,O,O,X,X,O,X,X,X
SLOJIZT,X,X,O,X,O,X,O,X,O,X,X,X
SLOJZTI,X,X,O,X,O,O,X,X,O,X,X,O
SLOJZIT,X,X,O,X,O,X,O,X,O,X,X,X
SLOZTIJ,X,X,O,O,O,X,O,X,X,X,O,X
SLOZTJI,X,X,O,O,O,X,X,X,X,X,X,X
SLOZITJ,X,X,O,O,O,X,O,X,X,X,O,X
SLOZIJT,X,X,O,X,O,X,O,X,X,X,X,X
SLOZJTI,X,X,O,X,O,X,X,X,X,X,X,X
SLOZJIT,X,X,O,X,O,X,O,X,X,X,X,X
SJTILZO,X,O,O,X,O,X,X,X,X,O,X,X
SJTILOZ,X,X,O,X,O,X,X,X,X,X,X,X
SJTIZLO,X,O,X,X,O,X,X,X,X,O,X,X
SJTIZOL,X,O,X,X,X,X,X,X,X,X,X,X
SJTIOLZ,X,X,O,X,O,O,X,X,X,X,X,X
SJTIOZL,X,O,X,X,O,O,X,X,X,X,X,X
SJTLIZO,X,O,O,X,O,X,X,O,O,O,X,X
SJTLIOZ,X,X,O,X,O,O,X,X,O,X,X,X
SJTLZIO,X,O,O,X,O,X,X,O,O,O,X,X
SJTLZOI,X,O,O,X,O,O,X,O,O,X,X,X
SJTLOIZ,X,X,O,X,O,O,X,X,O,X,X,X
SJTLOZI,X,X,O,X,O,O,X,O,O,X,X,X
SJTZILO,X,O,X,X,O,X,X,O,X,O,X,X
SJTZIOL,X,O,X,X,X,X,X,X,X,X,X,X
SJTZLIO,X,O,O,X,O,X,X,O,X,O,X,X
SJTZLOI,X,O,O,X,O,X,X,O,X,X,X,X
SJTZOIL,X,O,X,X,O,O,X,X,X,X,X,X
SJTZOLI,X,O,O,X,O,O,X,O,X,X,X,X
SJTOILZ,X,X,O,X,O,O,X,X,X,X,X,X
SJTOIZL,X,O,X,X,O,O,X,X,X,X,X,X
SJTOLIZ,X,X,O,X,O,O,X,X,O,X,X,X
SJTOLZI,X,X,O,X,O,O,X,X,O,X,X,X
SJTOZIL,X,O,X,X,O,O,X,X,X,X,X,X
SJTOZLI,X,O,O,X,O,O,X,X,X,X,X,X
SJITLZO,X,O,O,X,O,X,X,X,X,O,X,X
SJITLOZ,X,X,O,X,O,X,X,X,X,X,X,X
SJITZLO,X,O,X,X,O,X,X,X,X,O,X,X
SJITZOL,X,O,X,X,X,X,X,X,X,X,X,X
SJITOLZ,X,X,O,X,O,X,X,X,X,X,X,X
SJITOZL,X,O,X,X,O,X,X,X,X,X,X,X
SJILTZO,X,O,O,X,O,X,X,O,X,O,X,X
SJILTOZ,X,X,O,X,O,X,X,X,X,X,X,X
SJILZTO,X,O,O,X,O,X,X,O,X,O,X,X
SJILZOT,X,X,O,X,X,X,X,X,X,O,X,X
SJILOTZ,X,X,O,X,O,X,X,X,X,X,X,X
SJILOZT,X,X,O,X,X,X,X,X,X,O,X,X
SJIZTLO,X,O,X,X,O,X,X,O,X,O,X,X
SJIZTOL,X,O,X,X,X,X,X,X,X,X,X,X
SJIZLTO,X,O,X,X,O,X,X,O,X,O,X,X
SJIZLOT,X,X,X,X,X,X,X,X,X,O,X,X
SJIZOTL,X,O,X,X,X,X,X,X,X,X,X,X
SJIZOLT,X,X,X,X,X,X,X,X,X,O,X,X
SJIOTLZ,X,X,O,X,O,X,X,X,X,X,X,X
SJIOTZL,X,O,X,X,O,X,X,X,X,X,X,X
SJIOLTZ,X,X,O,X,O,X,X,X,X,X,X,X
SJIOLZT,X,X,O,X,O,X,X,X,X,O,X,X
SJIOZTL,X,O,X,X,O,X,X,X,X,X,X,X
SJIOZLT,X,X,X,X,O,X,X,X,X,O,X,X
SJLTIZO,X,O,O,X,O,X,X,O,O,O,X,X
SJLTIOZ,X,X,O,X,O,O,X,X,O,X,X,X
SJLTZIO,X,O,O,X,O,X,X,O,O,O,X,O
SJLTZOI,X,O,O,X,O,O,X,O,O,X,X,O
SJLTOIZ,X,X,O,X,O,O,X,X,O,X,X,X
SJLTOZI,X,X,O,X,O,O,X,O,O,X,X,X
SJLITZO,X,O,O,X,O,X,X,O,O,O,X,X
SJLITOZ,X,X,O,X,O,O,X,X,O,X,X,X
SJLIZTO,X,O,O,X,O,X,X,O,O,O,X,O
SJLIZOT,X,X,O,X,X,X,X,X,O,O,X,X
SJLIOTZ,X,X,O,X,O,O,X,X,O,X,X,X
SJLIOZT,X,X,O,X,X,X,X,X,O,O,X,X
SJLZTIO,X,O,O,X,O,X,X,O,O,O,X,O
SJLZTOI,X,O,O,X,O,O,X,O,O,X,X,O
SJLZITO,X,O,O,X,O,X,X,O,O,O,X,O
SJLZIOT,X,X,O,X,X,X,X,X,O,O,X,X
SJLZOTI,X,X,O,X,X,O,X,O,O,X,X,O
SJLZOIT,X,X,O,X,X,X,X,X,O,O,X,X
SJLOTIZ,X,X,O,X,O,O,X,X,O,X,X,X
SJLOTZI,X,X,O,X,O,O,X,O,O,X,X,X
SJLOITZ,X,X,O,X,O,O,X,X,O,X,X,X
