sequence,v115@9gB8HeB8HeA8IeB8BeB8AeC8JeTAJvhFxhB6oBXmBm?nBUqBFsB,v115@9gB8HeB8HeA8IeB8BeB8AeC8JeTAJvhFxhBynB+oBX?mBUqBFsB,v115@9gB8HeB8HeA8IeB8BeB8AeC8JeiAJvhFzhBGjBUoBR?qBFsB3qB,v115@9gB8HeB8HeA8IeB8BeB8AeC8Je/FJvhFRhBziB+oBi?mBUqBFsB,v115@9gB8HeB8HeA8IeB8BeB8AeC8JeeFJvhFChBxiBlmBc?sBToB3qB,v115@9gB8HeB8HeA8IeB8BeB8AeC8JexAJvhFXiB6oBllBz?nBUqBmrB,v115@9gB8HeB8HeA8IeB8BeB8AeC8JezBJvhFfoB6oBRqBF?sBOqB8qB,v115@9gB8HeB8HeA8IeB8BeB8AeC8JeTAJvhFxhBVrBasBG?oBXoBUqB,v115@9gB8HeB8HeA8IeB8BeB8AeC8JeyFJvhFUiBGjBfsBV?tBRqBTqB,v115@9gB8HeB8HeA8IeB8BeB8AeC8JemAJvhFUiBFjBfsBS?tBRqBTqB
JOZTILS,O,O,X,O,O,O,X,O,X,X
JOZTISL,O,X,X,O,O,O,X,X,X,X
JOZTLIS,O,O,X,O,O,O,X,O,X,X
JOZTLSI,O,O,X,O,O,O,X,O,X,X
JOZTSIL,O,O,X,O,O,O,X,X,X,X
JOZTSLI,O,O,X,O,O,O,X,O,X,X
JOZITLS,O,O,X,O,O,O,X,O,X,X
JOZITSL,O,X,X,O,O,O,X,X,X,X
JOZILTS,O,O,X,X,O,O,X,X,X,X
JOZILST,O,O,X,O,X,O,X,X,X,X
JOZISTL,O,O,X,O,O,O,X,X,X,X
JOZISLT,O,O,X,O,O,O,X,X,X,X
JOZLTIS,O,O,X,O,O,O,X,O,X,X
JOZLTSI,O,O,X,O,O,O,X,O,X,X
JOZLITS,O,O,X,X,O,O,X,X,X,X
JOZLIST,O,O,X,O,X,O,X,X,X,X
JOZLSTI,O,O,X,O,X,O,X,X,X,X
JOZLSIT,O,O,X,O,X,O,X,X,X,X
JOZSTIL,O,O,X,O,O,O,X,X,X,X
JOZSTLI,O,O,X,O,O,O,X,O,X,X
JOZSITL,O,O,X,O,O,O,X,X,X,X
JOZSILT,O,O,X,O,O,O,X,X,X,X
JOZSLTI,O,O,X,O,O,O,X,X,X,X
JOZSLIT,O,O,X,O,O,O,X,X,X,X
STILJZO,O,O,X,X,X,X,O,X,O,O
STILJOZ,O,O,X,X,X,X,O,X,O,O
STILZJO,O,O,O,X,X,X,O,X,O,O
STILZOJ,O,O,O,X,X,X,O,X,O,O
STILOJZ,O,O,X,X,X,X,O,X,O,O
STILOZJ,O,X,O,X,X,X,O,X,O,O
STIJLZO,O,O,X,X,O,X,O,X,O,O
STIJLOZ,O,O,X,X,O,X,O,X,O,O
STIJZLO,O,O,X,X,X,X,X,X,O,O
STIJZOL,O,O,X,X,X,X,X,X,O,O
STIJOLZ,O,O,X,X,O,X,O,X,O,X
STIJOZL,O,O,X,X,X,X,X,X,O,X
STIZLJO,O,O,O,X,X,X,O,X,O,O
STIZLOJ,O,O,O,X,X,X,O,X,O,O
STIZJLO,O,O,O,X,X,X,X,X,O,O
STIZJOL,O,O,O,X,X,X,X,X,O,O
STIZOLJ,O,O,O,X,X,X,O,X,O,X
STIZOJL,O,O,O,X,X,X,X,X,O,O
STIOLJZ,O,O,X,X,X,X,O,X,O,X
STIOLZJ,O,X,O,X,X,X,O,X,O,X
STIOJLZ,O,O,X,X,O,X,O,X,O,X
STIOJZL,O,O,X,X,X,X,X,X,O,X
STIOZLJ,O,O,O,X,X,X,O,X,O,X
STIOZJL,O,O,O,X,X,X,X,X,O,X
STLIJZO,O,O,X,X,X,X,O,O,O,O
STLIJOZ,O,O,X,X,X,X,O,O,O,O
STLIZJO,O,O,X,X,X,X,O,O,O,O
STLIZOJ,O,O,X,X,X,X,O,O,O,O
STLIOJZ,O,O,X,X,X,X,O,O,O,O
STLIOZJ,O,X,X,X,X,X,O,X,O,O
STLJIZO,O,O,X,X,O,X,O,O,O,O
STLJIOZ,O,O,X,X,O,X,O,O,O,O
STLJZIO,O,O,X,O,O,X,X,O,O,O
STLJZOI,O,O,X,O,O,X,X,O,X,X
STLJOIZ,O,O,X,X,O,X,O,O,X,X
STLJOZI,O,O,X,O,O,X,X,O,X,X
STLZIJO,O,O,X,O,X,X,O,O,O,O
STLZIOJ,O,O,X,O,X,X,O,O,O,O
STLZJIO,O,O,X,O,X,X,X,O,O,O
STLZJOI,O,O,X,O,X,X,X,O,X,X
STLZOIJ,O,O,X,O,X,X,O,O,X,O
STLZOJI,O,O,X,O,X,X,X,O,X,X
STLOIJZ,O,O,X,X,X,X,O,O,X,O
STLOIZJ,O,X,X,X,X,X,O,X,X,O
STLOJIZ,O,O,X,X,O,X,O,O,X,X
STLOJZI,O,O,X,X,O,X,X,O,X,X
STLOZIJ,O,X,X,X,X,X,O,X,X,O
STLOZJI,O,X,X,X,X,X,X,X,X,X
STJILZO,O,O,X,X,O,X,O,X,O,X
STJILOZ,O,O,X,X,O,X,O,X,O,X
STJIZLO,O,O,X,X,X,X,X,X,O,X
STJIZOL,O,O,X,X,X,X,X,X,O,X
STJIOLZ,O,O,X,X,O,X,O,X,O,X
STJIOZL,O,O,X,X,X,X,X,X,O,X
STJLIZO,O,O,X,X,O,X,O,O,O,X
STJLIOZ,O,O,X,X,O,X,O,O,O,X
STJLZIO,O,O,X,O,O,X,X,O,O,X
STJLZOI,O,O,X,O,O,X,X,O,X,X
STJLOIZ,O,O,X,X,O,X,O,O,X,X
STJLOZI,O,O,X,O,O,X,X,O,X,X
STJZILO,O,O,X,O,O,X,X,X,O,X
STJZIOL,O,O,X,O,O,X,X,X,O,X
STJZLIO,O,O,X,O,O,X,X,O,O,X
STJZLOI,O,O,X,O,O,X,X,O,X,X
STJZOIL,O,O,X,O,O,X,X,X,O,X
STJZOLI,O,O,X,O,O,X,X,O,X,X
STJOILZ,O,O,X,X,O,X,O,X,O,X
STJOIZL,O,O,X,X,O,X,X,X,O,X
STJOLIZ,O,O,X,X,O,X,O,O,X,X
STJOLZI,O,O,X,O,O,X,X,O,X,X
STJOZIL,O,O,X,O,O,X,X,X,O,X
STJOZLI,O,O,X,O,O,X,X,X,X,X
STZILJO,O,O,O,O,O,X,O,X,O,O
STZILOJ,O,O,O,O,X,X,O,X,O,O
STZIJLO,O,O,O,O,O,X,X,X,O,O
STZIJOL,O,O,O,O,O,X,X,X,O,O
STZIOLJ,O,O,O,O,O,X,O,X,O,X
STZIOJL,O,O,O,O,O,X,X,X,O,O
STZLIJO,O,O,X,O,O,X,O,O,O,O
STZLIOJ,O,O,X,O,X,X,O,O,O,O
STZLJIO,O,O,X,O,O,X,X,O,O,O
STZLJOI,O,O,X,O,O,X,X,O,X,X
STZLOIJ,O,O,X,O,O,X,O,O,X,O
STZLOJI,O,O,X,O,O,X,X,O,X,X
STZJILO,O,O,O,O,O,X,X,X,O,O
STZJIOL,O,O,O,O,O,X,X,X,O,O
STZJLIO,O,O,X,O,O,X,X,O,O,X
STZJLOI,O,O,X,O,O,X,X,O,X,X
STZJOIL,O,O,O,O,O,X,X,X,O,X
STZJOLI,O,O,X,O,O,X,X,O,X,X
STZOILJ,O,O,O,O,O,X,O,X,O,X
STZOIJL,O,O,O,O,O,X,X,X,O,O
STZOLIJ,O,O,X,O,O,X,O,O,X,X
STZOLJI,O,O,X,O,O,X,X,O,X,X
STZOJIL,O,O,O,O,O,X,X,X,O,X
STZOJLI,O,O,X,O,O,X,X,O,X,X
STOILJZ,O,O,X,X,X,X,O,X,O,X
STOILZJ,O,X,O,X,X,X,O,X,O,X
STOIJLZ,O,O,X,X,O,X,O,X,O,X
STOIJZL,O,O,X,X,O,X,X,X,O,X
STOIZLJ,O,O,O,X,O,X,O,X,O,X
STOIZJL,O,O,O,X,O,X,X,X,O,X
STOLIJZ,O,O,X,X,X,X,O,O,X,X
STOLIZJ,O,X,X,X,X,X,O,X,X,X
STOLJIZ,O,O,X,X,O,X,O,O,X,X
STOLJZI,O,O,X,X,O,X,X,O,X,X
STOLZIJ,O,X,X,X,X,X,O,X,X,X
STOLZJI,O,X,X,X,X,X,X,X,X,X
STOJILZ,O,O,X,X,O,X,O,X,O,X
STOJIZL,O,O,X,X,O,X,X,X,O,X
STOJLIZ,O,O,X,X,O,X,O,O,X,X
STOJLZI,O,O,X,X,O,X,X,O,X,X
STOJZIL,O,O,X,X,O,X,X,X,O,X
STOJZLI,O,O,X,X,O,X,X,X,X,X
STOZILJ,O,O,O,X,O,X,O,X,O,X
STOZIJL,O,O,O,X,O,X,X,X,O,X
STOZLIJ,O,O,X,X,O,X,O,X,X,X
STOZLJI,O,O,X,X,O,X,X,X,X,X
STOZJIL,O,O,O,X,O,X,X,X,O,X
STOZJLI,O,O,X,X,O,X,X,X,X,X
SITLJZO,O,O,X,X,X,X,O,X,O,O
SITLJOZ,O,O,X,X,X,X,O,X,O,O
SITLZJO,O,O,O,X,X,X,O,X,O,O
SITLZOJ,O,O,O,X,X,X,O,X,O,O
SITLOJZ,O,O,X,X,X,X,O,X,O,O
SITLOZJ,O,X,O,X,X,X,O,X,O,O
SITJLZO,O,O,X,X,O,X,O,X,O,O
SITJLOZ,O,O,X,X,O,X,O,X,O,O
SITJZLO,O,O,X,X,X,X,X,X,O,O
SITJZOL,O,O,X,X,X,X,X,X,O,O
SITJOLZ,O,O,X,X,O,X,O,X,O,X
SITJOZL,O,O,X,X,X,X,X,X,O,X
SITZLJO,O,O,O,X,X,X,O,X,O,O
SITZLOJ,O,O,O,X,X,X,O,X,O,O
SITZJLO,O,O,O,X,X,X,X,X,O,O
SITZJOL,O,O,O,X,X,X,X,X,O,O
SITZOLJ,O,O,O,X,X,X,O,X,O,X
SITZOJL,O,O,O,X,X,X,X,X,O,O
SITOLJZ,O,O,X,X,X,X,O,X,O,X
SITOLZJ,O,X,O,X,X,X,O,X,O,X
SITOJLZ,O,O,X,X,O,X,O,X,O,X
SITOJZL,O,O,X,X,X,X,X,X,O,X
SITOZLJ,O,O,O,X,X,X,O,X,O,X
SITOZJL,O,O,O,X,X,X,X,X,O,X
SILTJZO,O,O,X,X,X,X,O,X,O,O
SILTJOZ,O,O,X,X,X,X,O,X,O,O
SILTZJO,O,O,O,X,X,X,O,X,O,O
SILTZOJ,O,O,O,X,X,X,O,X,O,O
SILTOJZ,O,O,X,X,X,X,O,X,O,O
SILTOZJ,O,X,O,X,X,X,O,X,O,O
SILJTZO,O,O,X,X,X,X,O,X,O,O
SILJTOZ,O,O,X,X,X,X,O,X,O,O
SILJZTO,O,O,X,X,X,X,X,X,O,O
SILJZOT,O,O,X,X,X,X,X,X,X,O
SILJOTZ,O,O,X,X,X,X,X,X,X,O
SILJOZT,O,O,X,X,X,X,X,X,X,O
SILZTJO,O,O,O,X,X,X,O,X,O,O
SILZTOJ,O,O,O,X,X,X,O,X,O,O
SILZJTO,O,O,O,X,X,X,X,X,O,O
SILZJOT,O,O,X,X,X,X,X,X,X,O
SILZOTJ,O,O,X,X,X,X,X,X,O,O
SILZOJT,O,O,X,X,X,X,X,X,X,O
SILOTJZ,O,O,X,X,X,X,O,X,O,O
SILOTZJ,O,X,X,X,X,X,O,X,O,O
SILOJTZ,O,O,X,X,X,X,X,X,X,O
SILOJZT,O,O,X,X,X,X,X,X,X,O
SILOZTJ,O,X,X,X,X,X,X,X,O,O
SILOZJT,O,X,X,X,X,X,X,X,X,O
SIJTLZO,O,O,X,X,O,X,O,X,O,O
SIJTLOZ,O,O,X,X,O,X,O,X,O,O
SIJTZLO,O,O,X,X,X,X,X,X,O,O
SIJTZOL,O,O,X,X,X,X,X,X,O,O
SIJTOLZ,O,O,X,X,O,X,O,X,O,X
SIJTOZL,O,O,X,X,X,X,X,X,O,X
SIJLTZO,O,O,X,X,O,X,O,X,O,O
SIJLTOZ,O,O,X,X,O,X,O,X,O,O
SIJLZTO,O,O,X,X,O,X,X,X,O,O
SIJLZOT,O,O,X,X,O,X,X,X,X,O
SIJLOTZ,O,O,X,X,O,X,X,X,X,O
SIJLOZT,O,O,X,X,O,X,X,X,X,O
SIJZTLO,O,O,X,X,O,X,X,X,O,O
SIJZTOL,O,O,X,X,O,X,X,X,O,O
SIJZLTO,O,O,X,X,O,X,X,X,O,O
SIJZLOT,O,O,X,X,O,X,X,X,X,O
SIJZOTL,O,O,X,X,O,X,X,X,X,O
SIJZOLT,O,O,X,X,O,X,X,X,X,O
SIJOTLZ,O,O,X,X,O,X,X,X,X,X
SIJOTZL,O,O,X,X,O,X,X,X,X,X
SIJOLTZ,O,O,X,X,O,X,X,X,X,O
SIJOLZT,O,O,X,X,O,X,X,X,X,O
SIJOZTL,O,O,X,X,O,X,X,X,X,O
SIJOZLT,O,O,X,X,O,X,X,X,X,O
SIZTLJO,O,O,O,X,O,X,O,X,O,O
SIZTLOJ,O,O,O,X,X,X,O,X,O,O
SIZTJLO,O,O,O,X,O,X,X,X,O,O
SIZTJOL,O,O,O,X,O,X,X,X,O,O
SIZTOLJ,O,O,O,X,O,X,O,X,O,X
SIZTOJL,O,O,O,X,O,X,X,X,O,O
SIZLTJO,O,O,O,X,O,X,O,X,O,O
SIZLTOJ,O,O,O,X,X,X,O,X,O,O
SIZLJTO,O,O,O,X,O,X,X,X,O,O
SIZLJOT,O,O,X,X,O,X,X,X,X,O
SIZLOTJ,O,O,X,X,X,X,X,X,O,O
SIZLOJT,O,O,X,X,X,X,X,X,X,O
SIZJTLO,O,O,O,X,O,X,X,X,O,O
SIZJTOL,O,O,O,X,O,X,X,X,O,O
SIZJLTO,O,O,O,X,O,X,X,X,O,O
SIZJLOT,O,O,X,X,O,X,X,X,X,O
SIZJOTL,O,O,X,X,O,X,X,X,X,O
SIZJOLT,O,O,X,X,O,X,X,X,X,O
SIZOTLJ,O,O,X,X,O,X,X,X,O,X
SIZOTJL,O,O,X,X,O,X,X,X,O,O
SIZOLTJ,O,O,X,X,O,X,X,X,O,O
SIZOLJT,O,O,X,X,O,X,X,X,X,O
SIZOJTL,O,O,X,X,O,X,X,X,X,O
SIZOJLT,O,O,X,X,O,X,X,X,X,O
SIOTLJZ,O,O,X,X,X,X,O,X,O,X
SIOTLZJ,O,X,X,X,X,X,O,X,O,X
SIOTJLZ,O,O,X,X,O,X,O,X,O,X
SIOTJZL,O,O,X,X,O,X,X,X,O,X
SIOTZLJ,O,O,X,X,O,X,O,X,O,X
SIOTZJL,O,O,X,X,O,X,X,X,O,X
SIOLTJZ,O,O,X,X,X,X,O,X,O,O
SIOLTZJ,O,X,X,X,X,X,O,X,O,O
SIOLJTZ,O,O,X,X,O,X,X,X,X,O
SIOLJZT,O,O,X,X,O,X,X,X,X,O
SIOLZTJ,O,X,X,X,O,X,X,X,O,O
SIOLZJT,O,X,X,X,O,X,X,X,X,O
SIOJTLZ,O,O,X,X,O,X,X,X,X,X
SIOJTZL,O,O,X,X,O,X,X,X,X,X
SIOJLTZ,O,O,X,X,O,X,X,X,X,O
SIOJLZT,O,O,X,X,O,X,X,X,X,O
SIOJZTL,O,O,X,X,O,X,X,X,X,O
SIOJZLT,O,O,X,X,O,X,X,X,X,O
SIOZTLJ,O,O,X,X,O,X,X,X,O,X
SIOZTJL,O,O,X,X,O,X,X,X,O,O
SIOZLTJ,O,O,X,X,O,X,X,X,O,O
SIOZLJT,O,O,X,X,O,X,X,X,X,O
SIOZJTL,O,O,X,X,O,X,X,X,X,O
SIOZJLT,O,O,X,X,O,X,X,X,X,O
SLTIJZO,O,O,X,X,X,X,O,O,O,O
SLTIJOZ,O,O,X,X,X,X,O,O,O,O
SLTIZJO,O,O,X,X,X,X,O,O,O,O
SLTIZOJ,O,O,X,X,X,X,O,O,O,O
SLTIOJZ,O,O,X,X,X,X,O,O,O,O
SLTIOZJ,O,X,X,X,X,X,O,X,O,O
SLTJIZO,O,O,X,X,O,X,O,O,O,O
SLTJIOZ,O,O,X,X,O,X,O,O,O,O
SLTJZIO,O,O,X,X,O,X,X,O,O,O
SLTJZOI,O,O,X,X,O,X,X,O,X,X
SLTJOIZ,O,O,X,X,O,X,O,O,X,X
SLTJOZI,O,O,X,X,O,X,X,O,X,X
SLTZIJO,O,O,X,X,X,X,O,O,O,O
SLTZIOJ,O,O,X,X,X,X,O,O,O,O
SLTZJIO,O,O,X,X,X,X,X,O,O,O
SLTZJOI,O,O,X,X,X,X,X,O,X,X
SLTZOIJ,O,O,X,X,X,X,O,O,X,O
SLTZOJI,O,O,X,X,X,X,X,O,X,X
SLTOIJZ,O,O,X,X,X,X,O,O,X,O
SLTOIZJ,O,X,X,X,X,X,O,X,X,O
SLTOJIZ,O,O,X,X,O,X,O,O,X,X
SLTOJZI,O,O,X,X,O,X,X,O,X,X
SLTOZIJ,O,X,X,X,X,X,O,X,X,O
SLTOZJI,O,X,X,X,X,X,X,X,X,X
SLITJZO,O,O,X,X,X,X,O,O,O,O
SLITJOZ,O,O,X,X,X,X,O,O,O,O
SLITZJO,O,O,X,X,X,X,O,O,O,O
SLITZOJ,O,O,X,X,X,X,O,O,O,O
SLITOJZ,O,O,X,X,X,X,O,O,O,O
SLITOZJ,O,X,X,X,X,X,O,X,O,O
SLIJTZO,O,O,X,X,X,X,O,O,O,O
SLIJTOZ,O,O,X,X,X,X,O,O,O,O
SLIJZTO,O,O,X,X,X,X,X,X,O,O
SLIJZOT,O,O,X,X,X,X,X,X,X,O
SLIJOTZ,O,O,X,X,X,X,X,X,X,O
SLIJOZT,O,O,X,X,X,X,X,X,X,O
SLIZTJO,O,O,X,X,X,X,O,X,O,O
SLIZTOJ,O,O,X,X,X,X,O,X,O,O
SLIZJTO,O,O,X,X,X,X,X,X,O,O
SLIZJOT,O,O,X,X,X,X,X,X,X,O
SLIZOTJ,O,O,X,X,X,X,X,X,O,O
SLIZOJT,O,O,X,X,X,X,X,X,X,O
SLIOTJZ,O,O,X,X,X,X,O,X,O,O
SLIOTZJ,O,X,X,X,X,X,O,X,O,O
SLIOJTZ,O,O,X,X,X,X,X,X,X,O
SLIOJZT,O,O,X,X,X,X,X,X,X,O
SLIOZTJ,O,X,X,X,X,X,X,X,O,O
SLIOZJT,O,X,X,X,X,X,X,X,X,O
SLJTIZO,O,O,X,X,O,O,O,O,X,O
SLJTIOZ,O,O,X,X,O,O,O,O,X,O
SLJTZIO,O,O,X,X,O,O,X,O,X,O
SLJTZOI,O,O,X,X,O,O,X,O,X,X
SLJTOIZ,O,O,X,X,O,O,O,O,X,X
SLJTOZI,O,O,X,X,O,X,X,O,X,X
SLJITZO,O,O,X,X,O,O,O,O,X,O
SLJITOZ,O,O,X,X,O,O,O,O,X,O
SLJIZTO,O,O,X,X,O,O,X,X,X,O
SLJIZOT,O,O,X,X,O,O,X,X,X,O
SLJIOTZ,O,O,X,X,O,O,X,X,X,O
SLJIOZT,O,O,X,X,O,O,X,X,X,O
SLJZTIO,O,O,X,O,O,O,X,X,X,O
SLJZTOI,O,O,X,O,O,O,X,X,X,X
SLJZITO,O,O,X,O,O,O,X,X,X,O
SLJZIOT,O,O,X,O,O,O,X,X,X,O
SLJZOTI,O,O,X,O,O,O,X,X,X,X
SLJZOIT,O,O,X,O,O,O,X,X,X,X
SLJOTIZ,O,O,X,X,O,O,X,X,X,X
SLJOTZI,O,O,X,X,O,X,X,X,X,X
SLJOITZ,O,O,X,X,O,O,X,X,X,X
SLJOIZT,O,O,X,X,O,O,X,X,X,X
SLJOZTI,O,O,X,O,O,O,X,X,X,X
SLJOZIT,O,O,X,O,O,O,X,X,X,X
SLZTIJO,O,O,X,O,O,X,O,X,O,O
SLZTIOJ,O,O,X,X,X,O,O,X,O,O
SLZTJIO,O,O,X,O,O,X,X,X,O,O
SLZTJOI,O,O,X,O,O,X,X,X,X,X
SLZTOIJ,O,O,X,X,O,O,O,X,X,O
SLZTOJI,O,O,X,X,O,O,X,X,X,X
SLZITJO,O,O,X,O,O,X,O,X,O,O
SLZITOJ,O,O,X,X,X,X,O,X,O,O
SLZIJTO,O,O,X,O,O,X,X,X,O,O
SLZIJOT,O,O,X,O,O,X,X,X,X,O
SLZIOTJ,O,O,X,X,X,X,X,X,O,O
SLZIOJT,O,O,X,O,X,X,X,X,X,O
SLZJTIO,O,O,X,O,O,O,X,X,X,O
SLZJTOI,O,O,X,O,O,O,X,X,X,X
SLZJITO,O,O,X,O,O,O,X,X,X,O
SLZJIOT,O,O,X,O,O,O,X,X,X,O
SLZJOTI,O,O,X,O,O,O,X,X,X,X
SLZJOIT,O,O,X,O,O,O,X,X,X,X
SLZOTIJ,O,O,X,X,O,O,X,X,X,O
SLZOTJI,O,O,X,X,O,O,X,X,X,X
SLZOITJ,O,O,X,X,O,O,X,X,X,O
SLZOIJT,O,O,X,O,O,O,X,X,X,O
SLZOJTI,O,O,X,O,O,O,X,X,X,X
SLZOJIT,O,O,X,O,O,O,X,X,X,X
SLOTIJZ,O,O,X,X,X,O,O,X,X,O
SLOTIZJ,O,X,X,X,X,O,O,X,X,O
SLOTJIZ,O,O,X,X,O,O,O,X,X,X
SLOTJZI,O,O,X,X,O,O,X,X,X,X
SLOTZIJ,O,X,X,X,X,O,O,X,X,O
SLOTZJI,O,X,X,X,X,O,X,X,X,X
SLOITJZ,O,O,X,X,X,O,O,X,X,O
SLOITZJ,O,X,X,X,X,O,O,X,X,O
SLOIJTZ,O,O,X,X,O,O,X,X,X,O
SLOIJZT,O,O,X,X,O,O,X,X,X,O
SLOIZTJ,O,X,X,X,O,O,X,X,X,O
SLOIZJT,O,X,X,X,O,O,X,X,X,O
SLOJTIZ,O,O,X,X,O,O,X,X,X,X
SLOJTZI,O,O,X,X,O,O,X,X,X,X
SLOJITZ,O,O,X,X,O,O,X,X,X,X
SLOJIZT,O,O,X,X,O,O,X,X,X,X
SLOJZTI,O,O,X,X,O,O,X,X,X,X
SLOJZIT,O,O,X,X,O,O,X,X,X,X
SLOZTIJ,O,X,X,X,O,O,X,X,X,O
SLOZTJI,O,X,X,X,O,O,X,X,X,X
SLOZITJ,O,X,X,X,O,O,X,X,X,O
SLOZIJT,O,X,X,X,O,O,X,X,X,O
SLOZJTI,O,X,X,X,O,O,X,X,X,X
SLOZJIT,O,X,X,X,O,O,X,X,X,X
SJTILZO,O,O,X,X,O,O,O,X,O,X
SJTILOZ,O,O,X,X,O,O,O,X,O,X
SJTIZLO,O,O,X,X,X,O,X,X,O,X
SJTIZOL,O,O,X,X,X,O,X,X,O,X
SJTIOLZ,O,O,X,X,O,O,O,X,O,X
SJTIOZL,O,O,X,X,X,O,X,X,O,X
SJTLIZO,O,O,X,X,O,O,O,O,O,X
SJTLIOZ,O,O,X,X,O,O,O,O,O,X
SJTLZIO,O,O,X,O,O,O,X,O,O,X
SJTLZOI,O,O,X,O,O,O,X,O,X,X
SJTLOIZ,O,O,X,X,O,O,O,O,X,X
SJTLOZI,O,O,X,O,O,O,X,O,X,X
SJTZILO,O,O,X,O,O,O,X,X,O,X
SJTZIOL,O,O,X,O,O,O,X,X,O,X
SJTZLIO,O,O,X,O,O,O,X,O,O,X
SJTZLOI,O,O,X,O,O,O,X,O,X,X
SJTZOIL,O,O,X,O,O,O,X,X,O,X
SJTZOLI,O,O,X,O,O,O,X,O,X,X
SJTOILZ,O,O,X,X,O,O,O,X,O,X
SJTOIZL,O,O,X,X,O,O,X,X,O,X
SJTOLIZ,O,O,X,X,O,O,O,O,X,X
SJTOLZI,O,O,X,O,O,O,X,O,X,X
SJTOZIL,O,O,X,O,O,O,X,X,O,X
SJTOZLI,O,O,X,O,O,O,X,X,X,X
SJITLZO,O,O,X,X,O,O,O,X,O,O
SJITLOZ,O,O,X,X,O,O,O,X,O,O
SJITZLO,O,O,X,X,X,O,X,X,O,O
SJITZOL,O,O,X,X,X,O,X,X,O,O
SJITOLZ,O,O,X,X,O,O,O,X,O,X
SJITOZL,O,O,X,X,X,O,X,X,O,X
SJILTZO,O,O,X,X,O,O,O,O,O,O
SJILTOZ,O,O,X,X,O,O,O,O,O,O
SJILZTO,O,O,X,X,O,O,X,X,O,O
SJILZOT,O,O,X,X,O,O,X,X,X,O
SJILOTZ,O,O,X,X,O,O,X,X,X,O
SJILOZT,O,O,X,X,O,O,X,X,X,O
SJIZTLO,O,O,X,X,O,O,X,X,O,O
SJIZTOL,O,O,X,X,O,O,X,X,O,O
SJIZLTO,O,O,X,X,O,O,X,X,O,O
SJIZLOT,O,O,X,X,O,O,X,X,X,O
SJIZOTL,O,O,X,X,O,O,X,X,X,O
SJIZOLT,O,O,X,X,O,O,X,X,X,O
SJIOTLZ,O,O,X,X,O,O,X,X,X,X
SJIOTZL,O,O,X,X,O,O,X,X,X,X
SJIOLTZ,O,O,X,X,O,O,X,X,X,O
SJIOLZT,O,O,X,X,O,O,X,X,X,O
SJIOZTL,O,O,X,X,O,O,X,X,X,O
SJIOZLT,O,O,X,X,O,O,X,X,X,O
SJLTIZO,O,O,X,X,O,O,O,O,X,O
SJLTIOZ,O,O,X,X,O,O,O,O,X,O
SJLTZIO,O,O,X,X,O,O,X,O,X,O
SJLTZOI,O,O,X,X,O,O,X,O,X,X
SJLTOIZ,O,O,X,X,O,O,O,O,X,X
SJLTOZI,O,O,X,X,O,O,X,O,X,X
SJLITZO,O,O,X,X,O,O,O,O,X,O
SJLITOZ,O,O,X,X,O,O,O,O,X,O
SJLIZTO,O,O,X,X,O,O,X,X,X,O
SJLIZOT,O,O,X,X,O,O,X,X,X,O
SJLIOTZ,O,O,X,X,O,O,X,X,X,O
SJLIOZT,O,O,X,X,O,O,X,X,X,O
SJLZTIO,O,O,X,O,O,O,X,X,X,O
SJLZTOI,O,O,X,O,O,O,X,X,X,X
SJLZITO,O,O,X,O,O,O,X,X,X,O
SJLZIOT,O,O,X,O,O,O,X,X,X,O
SJLZOTI,O,O,X,O,O,O,X,X,X,X
SJLZOIT,O,O,X,O,O,O,X,X,X,X
SJLOTIZ,O,O,X,X,O,O,X,X,X,X
SJLOTZI,O,O,X,X,O,O,X,X,X,X
SJLOITZ,O,O,X,X,O,O,X,X,X,X
SJLOIZT,O,O,X,X,O,O,X,X,X,X
SJLOZTI,O,O,X,O,O,O,X,X,X,X
SJLOZIT,O,O,X,O,O,O,X,X,X,X
SJZTILO,O,O,X,O,O,O,X,X,O,O
SJZTIOL,O,O,X,O,O,O,X,X,O,O
SJZTLIO,O,O,X,O,O,O,X,O,O,X
SJZTLOI,O,O,X,O,O,O,X,O,X,X
SJZTOIL,O,O,X,O,O,O,X,X,O,X
SJZTOLI,O,O,X,O,O,O,X,O,X,X
SJZITLO,O,O,X,O,O,O,X,X,O,O
SJZITOL,O,O,X,O,O,O,X,X,O,O
SJZILTO,O,O,X,O,O,O,X,X,O,O
SJZILOT,O,O,X,O,O,O,X,X,X,O
SJZIOTL,O,O,X,O,O,O,X,X,X,O
SJZIOLT,O,O,X,O,O,O,X,X,X,O
SJZLTIO,O,O,X,O,O,O,X,X,X,O
SJZLTOI,O,O,X,O,O,O,X,X,X,X
SJZLITO,O,O,X,O,O,O,X,X,X,O
SJZLIOT,O,O,X,O,O,O,X,X,X,O
SJZLOTI,O,O,X,O,O,O,X,X,X,X
SJZLOIT,O,O,X,O,O,O,X,X,X,X
SJZOTIL,O,O,X,O,O,O,X,X,X,X
SJZOTLI,O,O,X,O,O,O,X,O,X,X
SJZOITL,O,O,X,O,O,O,X,X,X,X
SJZOILT,O,O,X,O,O,O,X,X,X,X
SJZOLTI,O,O,X,O,O,O,X,X,X,X
SJZOLIT,O,O,X,O,O,O,X,X,X,X
SJOTILZ,O,O,X,X,O,O,X,X,X,X
SJOTIZL,O,O,X,X,O,O,X,X,X,X
SJOTLIZ,O,O,X,X,O,O,X,X,X,X
