sequence,v115@RhB8FeF8BeD8JeT/IvhF0gBlhB2qBxnBCoB3rB,v115@RhB8FeF8BeD8JeFBJvhFXiBTjBxkBSsBmkBUrB,v115@RhB8FeF8BeD8Jei/IvhFxhBTjBUlBGnBlrBfrB,v115@RhB8FeF8BeD8JeT/IvhFxgBGjBilB3nBFrB8rB,v115@RhB8FeF8BeD8Jei/IvhF8mBGjBRlB3nB1qBTrB,v115@RhB8FeF8BeD8Jei/IvhFfmBGjBUlBRnBVsBTrB,v115@RhB8FeF8BeD8JefHJvhF6nBTjBxkBVrBmkBUrB,v115@RhB8FeF8BeD8JeT/IvhFOlB8lB1rBxnBCoB3rB
ZLJIOST,X,O,X,X,X,O,X,X
ZLJSTIO,X,O,X,X,O,O,X,X
ZLJSTOI,X,O,X,X,X,X,X,X
ZLJSITO,X,O,X,X,O,O,X,X
ZLJSIOT,X,O,X,X,O,O,X,X
ZLJSOTI,X,O,X,X,X,X,X,X
ZLJSOIT,X,O,X,X,O,O,X,X
ZLJOTIS,X,O,O,X,X,X,X,O
ZLJOTSI,X,O,O,O,X,X,X,X
ZLJOITS,X,O,X,X,X,X,X,X
ZLJOIST,X,O,X,X,X,O,X,X
ZLJOSTI,X,O,X,X,X,X,X,X
ZLJOSIT,X,O,X,X,X,O,X,X
ZLSTIJO,X,O,X,X,O,O,X,X
ZLSTIOJ,X,O,X,X,X,X,O,X
ZLSTJIO,X,O,O,X,O,O,X,X
ZLSTJOI,X,O,O,X,X,X,X,X
ZLSTOIJ,X,O,X,X,X,X,O,X
ZLSTOJI,X,O,O,X,X,X,X,X
ZLSITJO,X,O,X,X,O,O,X,X
ZLSITOJ,X,O,X,X,X,X,X,X
ZLSIJTO,X,O,X,X,O,O,X,X
ZLSIJOT,X,O,X,X,O,O,X,X
ZLSIOTJ,X,O,X,X,X,X,X,X
ZLSIOJT,X,O,X,X,O,O,X,X
ZLSJTIO,X,O,X,X,O,O,X,X
ZLSJTOI,X,O,X,X,X,X,X,X
ZLSJITO,X,O,X,X,O,O,X,X
ZLSJIOT,X,O,X,X,O,O,X,X
ZLSJOTI,X,O,X,X,X,X,X,X
ZLSJOIT,X,O,X,X,O,O,X,X
ZLSOTIJ,X,O,X,X,X,X,O,X
ZLSOTJI,X,O,O,X,X,X,X,X
ZLSOITJ,X,O,X,X,X,X,X,X
ZLSOIJT,X,O,X,X,O,O,X,X
ZLSOJTI,X,O,X,X,X,X,X,X
ZLSOJIT,X,O,X,X,O,O,X,X
ZLOTIJS,X,O,O,X,X,X,X,O
ZLOTISJ,X,O,X,X,X,X,X,X
ZLOTJIS,X,O,O,X,X,X,X,O
ZLOTJSI,X,O,O,O,X,X,X,X
ZLOTSIJ,X,O,X,O,X,X,X,X
ZLOTSJI,X,O,O,O,X,X,X,X
ZLOITJS,X,O,O,X,X,X,X,X
ZLOITSJ,X,O,X,X,X,X,X,X
ZLOIJTS,X,O,X,X,X,X,X,X
ZLOIJST,X,O,X,X,X,O,X,X
ZLOISTJ,X,O,X,X,X,X,X,X
ZLOISJT,X,O,X,X,X,O,X,X
ZLOJTIS,X,O,O,X,X,X,X,O
ZLOJTSI,X,O,O,O,X,X,X,X
ZLOJITS,X,O,X,X,X,X,X,X
ZLOJIST,X,O,X,X,X,O,X,X
ZLOJSTI,X,O,X,X,X,X,X,X
ZLOJSIT,X,O,X,X,X,O,X,X
ZLOSTIJ,X,O,X,X,X,X,O,X
ZLOSTJI,X,O,O,X,X,X,X,X
ZLOSITJ,X,O,X,X,X,X,X,X
ZLOSIJT,X,O,X,X,X,O,X,X
ZLOSJTI,X,O,X,X,X,X,X,X
ZLOSJIT,X,O,X,X,X,O,X,X
ZJTILSO,X,O,O,X,X,O,X,X
ZJTILOS,O,O,O,X,X,X,X,O
ZJTISLO,X,X,O,X,X,O,X,X
ZJTISOL,O,X,O,X,X,X,X,O
ZJTIOLS,O,O,O,X,X,X,X,O
ZJTIOSL,O,X,O,X,X,X,X,O
ZJTLISO,X,O,O,X,X,O,X,X
ZJTLIOS,O,O,O,X,X,X,X,O
ZJTLSIO,X,O,O,O,X,O,X,X
ZJTLSOI,X,O,O,O,X,X,X,X
ZJTLOIS,O,O,O,X,X,X,X,O
ZJTLOSI,X,O,O,O,X,X,X,X
ZJTSILO,X,X,O,X,X,O,X,X
ZJTSIOL,O,X,O,X,X,X,X,O
ZJTSLIO,X,X,O,O,X,O,X,X
ZJTSLOI,X,X,O,O,X,X,X,X
ZJTSOIL,O,X,O,X,X,X,X,O
ZJTSOLI,X,X,O,O,X,X,X,X
ZJTOILS,O,O,O,X,X,X,X,O
ZJTOISL,O,X,O,X,X,X,X,O
ZJTOLIS,O,O,O,X,X,X,X,O
ZJTOLSI,X,O,O,O,X,X,X,X
ZJTOSIL,O,X,O,X,X,X,X,O
ZJTOSLI,X,X,O,O,X,X,X,X
ZJITLSO,X,O,X,X,X,O,X,X
ZJITLOS,O,O,X,X,X,X,X,O
ZJITSLO,X,X,X,X,X,O,X,X
ZJITSOL,O,X,X,X,X,X,X,O
ZJITOLS,O,O,X,X,X,X,X,O
ZJITOSL,O,X,X,X,X,X,X,O
ZJILTSO,X,O,X,X,X,O,X,X
ZJILTOS,O,O,X,X,X,X,X,X
ZJILSTO,X,O,X,X,O,O,X,X
ZJILSOT,X,O,X,X,O,O,X,X
ZJILOTS,O,O,X,X,X,X,X,X
ZJILOST,X,O,X,X,X,O,X,X
ZJISTLO,O,X,X,X,O,O,X,X
ZJISTOL,O,X,X,X,X,X,X,X
ZJISLTO,O,X,X,X,O,O,X,X
ZJISLOT,O,X,X,X,O,O,X,X
ZJISOTL,O,X,X,X,X,X,X,X
ZJISOLT,O,X,X,X,O,O,X,X
ZJIOTLS,O,O,X,X,X,X,X,O
ZJIOTSL,O,X,X,X,X,X,X,O
ZJIOLTS,O,O,X,X,X,X,X,X
ZJIOLST,X,O,X,X,X,O,X,X
ZJIOSTL,O,X,X,X,X,X,X,X
ZJIOSLT,O,X,X,X,X,O,X,X
ZJLTISO,X,O,O,X,X,O,X,X
ZJLTIOS,O,O,O,X,X,X,X,O
ZJLTSIO,X,O,O,O,X,O,X,X
ZJLTSOI,X,O,O,O,X,X,X,X
ZJLTOIS,O,O,O,X,X,X,X,O
ZJLTOSI,X,O,O,O,X,X,X,X
ZJLITSO,X,O,X,X,X,O,X,X
ZJLITOS,O,O,X,X,X,X,X,X
ZJLISTO,X,O,X,X,O,O,X,X
ZJLISOT,X,O,X,X,O,O,X,X
ZJLIOTS,O,O,X,X,X,X,X,X
ZJLIOST,X,O,X,X,X,O,X,X
ZJLSTIO,X,O,X,X,O,O,X,X
ZJLSTOI,X,O,X,X,X,X,X,X
ZJLSITO,X,O,X,X,O,O,X,X
ZJLSIOT,X,O,X,X,O,O,X,X
ZJLSOTI,X,O,X,X,X,X,X,X
ZJLSOIT,X,O,X,X,O,O,X,X
ZJLOTIS,O,O,O,X,X,X,X,O
ZJLOTSI,X,O,O,O,X,X,X,X
ZJLOITS,O,O,X,X,X,X,X,X
ZJLOIST,X,O,X,X,X,O,X,X
ZJLOSTI,X,O,X,X,X,X,X,X
ZJLOSIT,X,O,X,X,X,O,X,X
ZJSTILO,O,X,X,X,O,O,X,X
ZJSTIOL,O,X,X,X,X,X,X,O
ZJSTLIO,O,X,X,O,O,O,X,X
ZJSTLOI,O,X,X,O,X,X,X,X
ZJSTOIL,O,X,X,X,X,X,X,O
ZJSTOLI,O,X,X,O,X,X,X,X
ZJSITLO,O,X,X,X,O,O,X,X
ZJSITOL,O,X,X,X,X,X,X,X
ZJSILTO,O,X,X,X,O,O,X,X
ZJSILOT,O,X,X,X,O,O,X,X
ZJSIOTL,O,X,X,X,X,X,X,X
ZJSIOLT,O,X,X,X,O,O,X,X
ZJSLTIO,O,X,X,X,O,O,X,X
ZJSLTOI,O,X,X,X,X,X,X,X
ZJSLITO,O,X,X,X,O,O,X,X
ZJSLIOT,O,X,X,X,O,O,X,X
ZJSLOTI,O,X,X,X,X,X,X,X
ZJSLOIT,O,X,X,X,O,O,X,X
ZJSOTIL,O,X,X,X,X,X,X,O
ZJSOTLI,O,X,X,O,X,X,X,X
ZJSOITL,O,X,X,X,X,X,X,X
ZJSOILT,O,X,X,X,O,O,X,X
ZJSOLTI,O,X,X,X,X,X,X,X
ZJSOLIT,O,X,X,X,O,O,X,X
ZJOTILS,O,O,O,X,X,X,X,O
ZJOTISL,O,X,O,X,X,X,X,O
ZJOTLIS,O,O,O,X,X,X,X,O
ZJOTLSI,X,O,O,O,X,X,X,X
ZJOTSIL,O,X,O,X,X,X,X,O
ZJOTSLI,X,X,O,O,X,X,X,X
ZJOITLS,O,O,X,X,X,X,X,O
ZJOITSL,O,X,X,X,X,X,X,O
ZJOILTS,O,O,X,X,X,X,X,X
ZJOILST,X,O,X,X,X,O,X,X
ZJOISTL,O,X,X,X,X,X,X,X
ZJOISLT,O,X,X,X,X,O,X,X
ZJOLTIS,O,O,O,X,X,X,X,O
ZJOLTSI,X,O,O,O,X,X,X,X
ZJOLITS,O,O,X,X,X,X,X,X
ZJOLIST,X,O,X,X,X,O,X,X
ZJOLSTI,X,O,X,X,X,X,X,X
ZJOLSIT,X,O,X,X,X,O,X,X
ZJOSTIL,O,X,X,X,X,X,X,O
ZJOSTLI,O,X,X,O,X,X,X,X
ZJOSITL,O,X,X,X,X,X,X,X
ZJOSILT,O,X,X,X,X,O,X,X
ZJOSLTI,O,X,X,X,X,X,X,X
ZJOSLIT,O,X,X,X,X,O,X,X
ZSTILJO,X,O,X,X,O,O,X,X
ZSTILOJ,X,O,X,X,X,X,O,X
ZSTIJLO,O,X,X,X,O,O,X,X
ZSTIJOL,O,X,X,X,X,X,X,O
ZSTIOLJ,X,O,X,X,X,X,O,X
ZSTIOJL,O,X,X,X,X,X,X,O
ZSTLIJO,X,O,X,O,O,O,X,X
ZSTLIOJ,X,O,X,O,X,X,O,X
ZSTLJIO,X,O,O,O,O,O,X,X
ZSTLJOI,X,O,O,O,X,X,X,X
ZSTLOIJ,X,O,X,O,X,X,O,X
ZSTLOJI,X,O,O,O,X,X,X,X
ZSTJILO,O,X,O,X,O,O,X,X
ZSTJIOL,O,X,O,X,X,X,X,O
ZSTJLIO,O,X,O,O,O,O,X,X
ZSTJLOI,O,X,O,O,X,X,X,X
ZSTJOIL,O,X,O,X,X,X,X,O
ZSTJOLI,O,X,O,O,X,X,X,X
ZSTOILJ,X,O,X,X,X,X,O,X
ZSTOIJL,O,X,X,X,X,X,X,O
ZSTOLIJ,X,O,X,O,X,X,O,X
ZSTOLJI,X,O,O,O,X,X,X,X
ZSTOJIL,O,X,O,X,X,X,X,O
ZSTOJLI,O,X,O,O,X,X,X,X
ZSITLJO,X,O,X,X,O,O,X,X
ZSITLOJ,X,O,X,X,X,X,X,X
ZSITJLO,O,X,X,X,O,O,X,X
ZSITJOL,O,X,X,X,X,X,X,X
ZSITOLJ,X,O,X,X,X,X,X,X
ZSITOJL,O,X,X,X,X,X,X,X
ZSILTJO,X,O,X,X,O,O,X,X
ZSILTOJ,X,O,X,X,X,X,X,X
ZSILJTO,X,O,X,X,O,O,X,X
ZSILJOT,X,O,X,X,O,O,X,X
ZSILOTJ,X,O,X,X,X,X,X,X
ZSILOJT,X,O,X,X,O,O,X,X
ZSIJTLO,O,X,X,X,O,O,X,X
ZSIJTOL,O,X,X,X,X,X,X,X
ZSIJLTO,O,X,X,X,O,O,X,X
ZSIJLOT,O,X,X,X,O,O,X,X
ZSIJOTL,O,X,X,X,X,X,X,X
ZSIJOLT,O,X,X,X,O,O,X,X
ZSIOTLJ,X,O,X,X,X,X,X,X
ZSIOTJL,O,X,X,X,X,X,X,X
ZSIOLTJ,X,O,X,X,X,X,X,X
ZSIOLJT,X,O,X,X,O,O,X,X
ZSIOJTL,O,X,X,X,X,X,X,X
ZSIOJLT,O,X,X,X,O,O,X,X
ZSLTIJO,X,O,X,X,O,O,X,X
ZSLTIOJ,X,O,X,X,X,X,O,X
ZSLTJIO,X,O,O,X,O,O,X,X
ZSLTJOI,X,O,O,X,X,X,X,X
ZSLTOIJ,X,O,X,X,X,X,O,X
ZSLTOJI,X,O,O,X,X,X,X,X
ZSLITJO,X,O,X,X,O,O,X,X
ZSLITOJ,X,O,X,X,X,X,X,X
ZSLIJTO,X,O,X,X,O,O,X,X
ZSLIJOT,X,O,X,X,O,O,X,X
ZSLIOTJ,X,O,X,X,X,X,X,X
ZSLIOJT,X,O,X,X,O,O,X,X
ZSLJTIO,X,O,X,X,O,O,X,X
ZSLJTOI,X,O,X,X,X,X,X,X
ZSLJITO,X,O,X,X,O,O,X,X
ZSLJIOT,X,O,X,X,O,O,X,X
ZSLJOTI,X,O,X,X,X,X,X,X
ZSLJOIT,X,O,X,X,O,O,X,X
ZSLOTIJ,X,O,X,X,X,X,O,X
ZSLOTJI,X,O,O,X,X,X,X,X
ZSLOITJ,X,O,X,X,X,X,X,X
ZSLOIJT,X,O,X,X,O,O,X,X
ZSLOJTI,X,O,X,X,X,X,X,X
ZSLOJIT,X,O,X,X,O,O,X,X
ZSJTILO,O,X,X,X,O,O,X,X
ZSJTIOL,O,X,X,X,X,X,X,O
ZSJTLIO,O,X,X,O,O,O,X,X
ZSJTLOI,O,X,X,O,X,X,X,X
ZSJTOIL,O,X,X,X,X,X,X,O
ZSJTOLI,O,X,X,O,X,X,X,X
ZSJITLO,O,X,X,X,O,O,X,X
ZSJITOL,O,X,X,X,X,X,X,X
ZSJILTO,O,X,X,X,O,O,X,X
ZSJILOT,O,X,X,X,O,O,X,X
ZSJIOTL,O,X,X,X,X,X,X,X
ZSJIOLT,O,X,X,X,O,O,X,X
ZSJLTIO,O,X,X,X,O,O,X,X
ZSJLTOI,O,X,X,X,X,X,X,X
ZSJLITO,O,X,X,X,O,O,X,X
ZSJLIOT,O,X,X,X,O,O,X,X
ZSJLOTI,O,X,X,X,X,X,X,X
ZSJLOIT,O,X,X,X,O,O,X,X
ZSJOTIL,O,X,X,X,X,X,X,O
ZSJOTLI,O,X,X,O,X,X,X,X
ZSJOITL,O,X,X,X,X,X,X,X
ZSJOILT,O,X,X,X,O,O,X,X
ZSJOLTI,O,X,X,X,X,X,X,X
ZSJOLIT,O,X,X,X,O,O,X,X
ZSOTILJ,X,O,X,X,X,X,O,X
ZSOTIJL,O,X,X,X,X,X,X,O
ZSOTLIJ,X,O,X,O,X,X,O,X
ZSOTLJI,X,O,O,O,X,X,X,X
ZSOTJIL,O,X,O,X,X,X,X,O
ZSOTJLI,O,X,O,O,X,X,X,X
ZSOITLJ,X,O,X,X,X,X,X,X
ZSOITJL,O,X,X,X,X,X,X,X
ZSOILTJ,X,O,X,X,X,X,X,X
ZSOILJT,X,O,X,X,O,O,X,X
ZSOIJTL,O,X,X,X,X,X,X,X
ZSOIJLT,O,X,X,X,O,O,X,X
ZSOLTIJ,X,O,X,X,X,X,O,X
ZSOLTJI,X,O,O,X,X,X,X,X
ZSOLITJ,X,O,X,X,X,X,X,X
ZSOLIJT,X,O,X,X,O,O,X,X
ZSOLJTI,X,O,X,X,X,X,X,X
ZSOLJIT,X,O,X,X,O,O,X,X
ZSOJTIL,O,X,X,X,X,X,X,O
ZSOJTLI,O,X,X,O,X,X,X,X
ZSOJITL,O,X,X,X,X,X,X,X
ZSOJILT,O,X,X,X,O,O,X,X
ZSOJLTI,O,X,X,X,X,X,X,X
ZSOJLIT,O,X,X,X,O,O,X,X
ZOTILJS,X,O,O,X,X,X,X,O
ZOTILSJ,X,O,X,X,X,X,X,X
ZOTIJLS,X,O,O,X,X,X,X,O
ZOTIJSL,X,X,O,X,X,X,X,O
ZOTISLJ,X,O,X,X,X,X,O,X
ZOTISJL,X,X,X,X,X,X,X,O
ZOTLIJS,X,O,O,X,X,X,X,O
ZOTLISJ,X,O,X,X,X,X,X,X
ZOTLJIS,X,O,O,X,X,X,X,O
ZOTLJSI,X,O,O,O,X,X,X,X
ZOTLSIJ,X,O,X,O,X,X,X,X
ZOTLSJI,X,O,O,O,X,X,X,X
ZOTJILS,X,O,O,X,X,X,X,O
ZOTJISL,X,X,O,X,X,X,X,O
ZOTJLIS,X,O,O,X,X,X,X,O
ZOTJLSI,X,O,O,O,X,X,X,X
ZOTJSIL,X,X,O,X,X,X,X,O
ZOTJSLI,X,X,O,O,X,X,X,X
ZOTSILJ,X,O,X,X,X,X,O,X
ZOTSIJL,X,X,X,X,X,X,X,O
ZOTSLIJ,X,O,X,O,X,X,O,X
ZOTSLJI,X,O,O,O,X,X,X,X
ZOTSJIL,X,X,O,X,X,X,X,O
ZOTSJLI,X,X,O,O,X,X,X,X
ZOITLJS,X,O,O,X,X,X,X,O
ZOITLSJ,X,O,X,X,X,X,X,X
ZOITJLS,O,O,O,X,X,X,X,O
ZOITJSL,O,X,O,X,X,X,X,O
ZOITSLJ,X,O,X,X,X,X,O,X
ZOITSJL,O,X,X,X,X,X,X,O
ZOILTJS,X,O,O,X,X,X,X,X
ZOILTSJ,X,O,X,X,X,X,X,X
ZOILJTS,X,O,X,X,X,X,X,X
ZOILJST,X,O,X,X,X,O,X,X
ZOILSTJ,X,O,X,X,X,X,X,X
ZOILSJT,X,O,X,X,X,O,X,X
ZOIJTLS,O,O,X,X,X,X,X,O
ZOIJTSL,O,X,X,X,X,X,X,O
ZOIJLTS,O,O,X,X,X,X,X,X
ZOIJLST,X,O,X,X,X,O,X,X
ZOIJSTL,O,X,X,X,X,X,X,X
ZOIJSLT,O,X,X,X,X,O,X,X
ZOISTLJ,X,O,X,X,X,X,X,X
ZOISTJL,O,X,X,X,X,X,X,X
ZOISLTJ,X,O,X,X,X,X,X,X
ZOISLJT,X,O,X,X,X,O,X,X
ZOISJTL,O,X,X,X,X,X,X,X
ZOISJLT,O,X,X,X,X,O,X,X
ZOLTIJS,X,O,O,X,X,X,X,O
ZOLTISJ,X,O,X,X,X,X,X,X
ZOLTJIS,X,O,O,X,X,X,X,O
ZOLTJSI,X,O,O,O,X,X,X,X
ZOLTSIJ,X,O,X,O,X,X,X,X
ZOLTSJI,X,O,O,O,X,X,X,X
ZOLITJS,X,O,O,X,X,X,X,X
ZOLITSJ,X,O,X,X,X,X,X,X
ZOLIJTS,X,O,X,X,X,X,X,X
ZOLIJST,X,O,X,X,X,O,X,X
ZOLISTJ,X,O,X,X,X,X,X,X
ZOLISJT,X,O,X,X,X,O,X,X
ZOLJTIS,X,O,O,X,X,X,X,O
ZOLJTSI,X,O,O,O,X,X,X,X
ZOLJITS,X,O,X,X,X,X,X,X
ZOLJIST,X,O,X,X,X,O,X,X
ZOLJSTI,X,O,X,X,X,X,X,X
ZOLJSIT,X,O,X,X,X,O,X,X
ZOLSTIJ,X,O,X,X,X,X,O,X
ZOLSTJI,X,O,O,X,X,X,X,X
ZOLSITJ,X,O,X,X,X,X,X,X
ZOLSIJT,X,O,X,X,X,O,X,X
ZOLSJTI,X,O,X,X,X,X,X,X
ZOLSJIT,X,O,X,X,X,O,X,X
ZOJTILS,O,O,O,X,X,X,X,O
ZOJTISL,O,X,O,X,X,X,X,O
ZOJTLIS,O,O,O,X,X,X,X,O
ZOJTLSI,X,O,O,O,X,X,X,X
ZOJTSIL,O,X,O,X,X,X,X,O
ZOJTSLI,X,X,O,O,X,X,X,X
ZOJITLS,O,O,X,X,X,X,X,O
ZOJITSL,O,X,X,X,X,X,X,O
ZOJILTS,O,O,X,X,X,X,X,X
ZOJILST,X,O,X,X,X,O,X,X
ZOJISTL,O,X,X,X,X,X,X,X
ZOJISLT,O,X,X,X,X,O,X,X
ZOJLTIS,O,O,O,X,X,X,X,O
ZOJLTSI,X,O,O,O,X,X,X,X
ZOJLITS,O,O,X,X,X,X,X,X
ZOJLIST,X,O,X,X,X,O,X,X
ZOJLSTI,X,O,X,X,X,X,X,X
ZOJLSIT,X,O,X,X,X,O,X,X
ZOJSTIL,O,X,X,X,X,X,X,O
ZOJSTLI,O,X,X,O,X,X,X,X
ZOJSITL,O,X,X,X,X,X,X,X
ZOJSILT,O,X,X,X,X,O,X,X
ZOJSLTI,O,X,X,X,X,X,X,X
ZOJSLIT,O,X,X,X,X,O,X,X
ZOSTILJ,X,O,X,X,X,X,O,X
ZOSTIJL,O,X,X,X,X,X,X,O
ZOSTLIJ,X,O,X,O,X,X,O,X
ZOSTLJI,X,O,O,O,X,X,X,X
ZOSTJIL,O,X,O,X,X,X,X,O
ZOSTJLI,O,X,O,O,X,X,X,X
ZOSITLJ,X,O,X,X,X,X,X,X
ZOSITJL,O,X,X,X,X,X,X,X
ZOSILTJ,X,O,X,X,X,X,X,X
ZOSILJT,X,O,X,X,X,O,X,X
ZOSIJTL,O,X,X,X,X,X,X,X
ZOSIJLT,O,X,X,X,X,O,X,X
ZOSLTIJ,X,O,X,X,X,X,O,X
ZOSLTJI,X,O,O,X,X,X,X,X
ZOSLITJ,X,O,X,X,X,X,X,X
ZOSLIJT,X,O,X,X,X,O,X,X
ZOSLJTI,X,O,X,X,X,X,X,X
ZOSLJIT,X,O,X,X,X,O,X,X
ZOSJTIL,O,X,X,X,X,X,X,O
ZOSJTLI,O,X,X,O,X,X,X,X
ZOSJITL,O,X,X,X,X,X,X,X
ZOSJILT,O,X,X,X,X,O,X,X
ZOSJLTI,O,X,X,X,X,X,X,X
ZOSJLIT,O,X,X,X,X,O,X,X
OTILJSZ,X,O,X,O,X,X,X,X
OTILJZS,O,X,O,X,X,X,X,X
OTILSJZ,O,O,X,O,X,X,O,X
OTILSZJ,X,O,X,O,X,X,O,X
OTILZJS,X,O,O,X,X,X,X,O
OTILZSJ,X,O,X,X,X,X,X,X
OTIJLSZ,X,O,X,O,X,X,X,X
OTIJLZS,O,X,O,X,X,X,X,X
OTIJSLZ,O,X,X,O,X,X,O,X
OTIJSZL,O,X,X,X,X,X,X,X
OTIJZLS,O,O,O,X,X,X,X,O
OTIJZSL,O,X,O,X,X,X,X,O
OTISLJZ,O,O,X,O,X,X,O,X
OTISLZJ,X,O,X,O,X,X,O,X
OTISJLZ,O,X,X,O,X,X,O,X
OTISJZL,O,X,X,X,X,X,X,X
OTISZLJ,X,O,X,X,X,X,O,X
OTISZJL,O,X,X,X,X,X,X,O
OTIZLJS,X,O,O,X,X,X,X,O
OTIZLSJ,X,O,X,X,X,X,X,X
OTIZJLS,O,O,O,X,X,X,X,O
OTIZJSL,O,X,O,X,X,X,X,O
OTIZSLJ,X,O,X,X,X,X,O,X
OTIZSJL,O,X,X,X,X,X,X,O
OTLIJSZ,X,O,X,O,X,X,X,X
OTLIJZS,X,X,O,X,X,X,X,X
OTLISJZ,X,O,X,O,X,X,O,X
OTLISZJ,X,O,X,O,X,X,O,X
OTLIZJS,X,O,O,X,X,X,X,O
OTLIZSJ,X,O,X,X,X,X,X,X
OTLJISZ,X,X,X,O,X,X,X,X
OTLJIZS,X,X,O,X,X,X,X,X
OTLJSIZ,X,X,X,O,X,X,X,X
OTLJSZI,X,X,O,O,X,X,X,X
OTLJZIS,X,X,O,X,X,X,X,X
OTLJZSI,X,X,O,O,X,X,X,X
OTLSIJZ,X,O,X,O,X,X,O,X
OTLSIZJ,X,O,X,O,X,X,O,X
OTLSJIZ,X,O,X,O,X,X,O,X
OTLSJZI,X,X,O,O,X,X,X,X
OTLSZIJ,X,O,X,O,X,X,O,X
OTLSZJI,X,X,O,O,X,X,X,X
OTLZIJS,X,O,O,X,X,X,X,O
OTLZISJ,X,O,X,X,X,X,X,X
OTLZJIS,X,O,O,X,X,X,X,O
OTLZJSI,X,O,O,O,X,X,X,X
OTLZSIJ,X,O,X,O,X,X,X,X
OTLZSJI,X,O,O,O,X,X,X,X
OTJILSZ,X,X,X,O,X,X,X,X
OTJILZS,O,X,O,X,X,X,X,X
OTJISLZ,O,X,X,O,X,X,O,X
OTJISZL,O,X,X,X,X,X,X,X
OTJIZLS,O,X,O,X,X,X,X,O
OTJIZSL,O,X,O,X,X,X,X,O
OTJLISZ,X,X,X,O,X,X,X,X
OTJLIZS,X,X,O,X,X,X,X,X
OTJLSIZ,X,X,X,O,X,X,X,X
OTJLSZI,X,X,O,O,X,X,X,X
OTJLZIS,X,X,O,X,X,X,X,X
OTJLZSI,X,X,O,O,X,X,X,X
OTJSILZ,O,X,X,O,X,X,O,X
OTJSIZL,O,X,X,X,X,X,X,X
OTJSLIZ,O,X,X,O,X,X,O,X
OTJSLZI,O,X,O,O,X,X,X,X
OTJSZIL,O,X,O,X,X,X,X,X
OTJSZLI,O,X,O,O,X,X,X,X
OTJZILS,O,X,O,X,X,X,X,O
OTJZISL,O,X,O,X,X,X,X,O
OTJZLIS,O,X,O,X,X,X,X,O
OTJZLSI,X,X,O,O,X,X,X,X
OTJZSIL,O,X,O,X,X,X,X,O
OTJZSLI,X,X,O,O,X,X,X,X
OTSILJZ,O,X,X,O,X,X,O,X
OTSILZJ,X,X,X,O,X,X,O,X
OTSIJLZ,O,X,X,O,X,X,O,X
OTSIJZL,O,X,X,X,X,X,X,X
OTSIZLJ,X,X,X,X,X,X,O,X
OTSIZJL,O,X,X,X,X,X,X,O
OTSLIJZ,O,X,X,O,X,X,O,X
OTSLIZJ,X,X,X,O,X,X,O,X
OTSLJIZ,O,X,X,O,X,X,O,X
OTSLJZI,O,X,O,O,X,X,X,X
OTSLZIJ,X,X,X,O,X,X,O,X
OTSLZJI,X,X,O,O,X,X,X,X
OTSJILZ,O,X,X,O,X,X,O,X
OTSJIZL,O,X,X,X,X,X,X,X
OTSJLIZ,O,X,X,O,X,X,O,X
OTSJLZI,O,X,O,O,X,X,X,X
OTSJZIL,O,X,O,X,X,X,X,X
OTSJZLI,O,X,O,O,X,X,X,X
OTSZILJ,X,X,X,X,X,X,O,X
OTSZIJL,O,X,X,X,X,X,X,O
OTSZLIJ,X,X,X,O,X,X,O,X
OTSZLJI,X,X,O,O,X,X,X,X
OTSZJIL,O,X,O,X,X,X,X,O
OTSZJLI,O,X,O,O,X,X,X,X
OTZILJS,X,O,O,X,X,X,X,O
OTZILSJ,X,O,X,X,X,X,X,X
OTZIJLS,X,O,O,X,X,X,X,O
OTZIJSL,X,X,O,X,X,X,X,O
OTZISLJ,X,O,X,X,X,X,O,X
OTZISJL,X,X,X,X,X,X,X,O
OTZLIJS,X,O,O,X,X,X,X,O
OTZLISJ,X,O,X,X,X,X,X,X
OTZLJIS,X,O,O,X,X,X,X,O
OTZLJSI,X,O,O,O,X,X,X,X
OTZLSIJ,X,O,X,O,X,X,X,X
OTZLSJI,X,O,O,O,X,X,X,X
OTZJILS,X,O,O,X,X,X,X,O
OTZJISL,X,X,O,X,X,X,X,O
OTZJLIS,X,O,O,X,X,X,X,O
OTZJLSI,X,O,O,O,X,X,X,X
OTZJSIL,X,X,O,X,X,X,X,O
OTZJSLI,X,X,O,O,X,X,X,X
OTZSILJ,X,O,X,X,X,X,O,X
OTZSIJL,X,X,X,X,X,X,X,O
OTZSLIJ,X,O,X,O,X,X,O,X
OTZSLJI,X,O,O,O,X,X,X,X
OTZSJIL,X,X,O,X,X,X,X,O
OTZSJLI,X,X,O,O,X,X,X,X
OITLJSZ,X,O,X,O,X,X,X,X
OITLJZS,O,X,O,X,X,X,X,X
OITLSJZ,O,O,X,O,X,X,O,X
OITLSZJ,X,O,X,O,X,X,O,X
OITLZJS,X,O,O,X,X,X,X,O
OITLZSJ,X,O,X,X,X,X,X,X
OITJLSZ,X,O,X,O,X,X,X,X
OITJLZS,O,X,O,X,X,X,X,X
OITJSLZ,O,X,X,O,X,X,O,X
OITJSZL,O,X,X,X,X,X,X,X
OITJZLS,O,O,O,X,X,X,X,O
OITJZSL,O,X,O,X,X,X,X,O
OITSLJZ,O,O,X,O,X,X,O,X
OITSLZJ,X,O,X,O,X,X,O,X
OITSJLZ,O,X,X,O,X,X,O,X
