sequence,v115@FhB8HeB8HeE8DeC8JeOEJvhF6lBxhBzkBcsBXrBlrB,v115@FhB8HeB8HeE8DeC8Je0/IvhFlgB2pBxmBCnBzqBXsB,v115@FhB8HeB8HeE8DeC8JeKEJvhFzfB+lBxhBcsBXrBlrB,v115@FhB8HeB8HeE8DeC8Je0/IvhFxgBTiB2pBFrBXsBCrB,v115@FhB8HeB8HeE8DeC8Jei/IvhFFhBTiBcrBxpBXsBGqB,v115@FhB8HeB8HeE8DeC8JeKEJvhFzfBUhB1qBXnBGnBRwB,v115@FhB8HeB8HeE8DeC8JeT/IvhF1mB6nBxpBmrB/qBUrB,v115@FhB8HeB8HeE8DeC8Jex/IvhFXiBTkBSsBlqBmqB0rB,v115@FhB8HeB8HeE8DeC8JeOEJvhF8kBFmBTnB3lBCnBRwB,v115@FhB8HeB8HeE8DeC8Je3/IvhFTiBxlB2pBUrBFsBCrB,v115@FhB8HeB8HeE8DeC8Jex/IvhF0hBTkBSsBmqBlqBXsB
SIJLOTZ,X,X,X,X,X,X,O,X,X,X,X
SIJLOZT,X,X,O,X,O,X,O,X,X,X,X
SIJZTLO,O,O,O,O,O,O,X,X,X,X,X
SIJZTOL,O,O,X,O,O,X,X,X,O,X,X
SIJZLTO,O,O,O,O,O,X,X,X,X,X,X
SIJZLOT,O,X,O,O,O,X,X,X,X,X,X
SIJZOTL,O,O,X,O,O,X,X,X,O,X,X
SIJZOLT,O,O,O,O,O,X,X,X,X,X,X
SIJOTLZ,X,O,X,O,X,X,O,X,X,X,X
SIJOTZL,X,O,X,O,X,X,X,X,O,X,X
SIJOLTZ,X,O,X,X,X,X,O,X,X,X,X
SIJOLZT,O,O,X,X,O,X,O,X,X,X,X
SIJOZTL,O,O,X,O,O,X,X,X,O,X,X
SIJOZLT,O,O,X,O,O,X,X,X,X,X,X
SIZTLJO,O,X,O,X,O,O,X,X,X,X,X
SIZTLOJ,O,X,X,X,O,O,X,X,X,X,X
SIZTJLO,O,O,O,X,O,O,X,X,X,X,X
SIZTJOL,O,O,X,X,O,X,X,X,O,X,X
SIZTOLJ,O,X,X,X,O,O,X,X,X,X,X
SIZTOJL,O,X,X,X,O,X,X,X,O,X,X
SIZLTJO,O,X,O,X,O,O,X,X,X,X,X
SIZLTOJ,O,X,X,X,O,O,X,X,X,X,X
SIZLJTO,O,X,O,X,O,X,X,X,X,X,X
SIZLJOT,O,X,O,X,O,X,X,X,X,X,X
SIZLOTJ,O,X,X,X,O,X,X,X,X,X,X
SIZLOJT,O,X,O,X,O,X,X,X,X,X,X
SIZJTLO,O,O,O,X,O,O,X,X,X,X,X
SIZJTOL,O,O,X,X,O,X,X,X,O,X,X
SIZJLTO,O,O,O,X,O,X,X,X,X,X,X
SIZJLOT,O,X,O,X,O,X,X,X,X,X,X
SIZJOTL,O,O,X,X,O,X,X,X,O,X,X
SIZJOLT,O,X,O,X,O,X,X,X,X,X,X
SIZOTLJ,O,X,X,X,O,O,X,X,X,X,X
SIZOTJL,O,X,X,X,O,X,X,X,O,X,X
SIZOLTJ,O,X,X,X,O,X,X,X,X,X,X
SIZOLJT,O,X,O,X,O,X,X,X,X,X,X
SIZOJTL,O,X,X,X,O,X,X,X,O,X,X
SIZOJLT,O,X,O,X,O,X,X,X,X,X,X
SIOTLJZ,X,O,X,X,X,O,X,X,X,X,X
SIOTLZJ,X,X,X,X,O,O,X,X,X,X,X
SIOTJLZ,X,O,X,O,X,X,X,X,X,X,X
SIOTJZL,X,O,X,O,X,X,X,X,O,X,X
SIOTZLJ,X,X,X,X,O,O,X,X,X,X,X
SIOTZJL,X,O,X,X,O,X,X,X,O,X,X
SIOLTJZ,X,O,X,X,X,O,X,X,X,X,X
SIOLTZJ,X,X,X,X,O,O,X,X,X,X,X
SIOLJTZ,X,O,X,X,X,X,O,X,X,X,X
SIOLJZT,O,O,X,X,O,X,O,X,X,X,X
SIOLZTJ,O,X,X,X,O,X,X,X,X,X,X
SIOLZJT,O,X,X,X,O,X,X,X,X,X,X
SIOJTLZ,X,O,X,O,X,X,O,X,X,X,X
SIOJTZL,X,O,X,O,X,X,X,X,O,X,X
SIOJLTZ,X,O,X,X,X,X,O,X,X,X,X
SIOJLZT,O,O,X,X,O,X,O,X,X,X,X
SIOJZTL,O,O,X,O,O,X,X,X,O,X,X
SIOJZLT,O,O,X,O,O,X,X,X,X,X,X
SIOZTLJ,O,X,X,X,O,O,X,X,X,X,X
SIOZTJL,O,O,X,X,O,X,X,X,O,X,X
SIOZLTJ,O,X,X,X,O,X,X,X,X,X,X
SIOZLJT,O,X,X,X,O,X,X,X,X,X,X
SIOZJTL,O,O,X,X,O,X,X,X,O,X,X
SIOZJLT,O,O,X,X,O,X,X,X,X,X,X
SLTIJZO,X,X,X,X,X,O,X,X,X,X,X
SLTIJOZ,X,X,X,X,X,O,X,X,X,X,X
SLTIZJO,X,X,X,X,X,O,X,X,X,X,X
SLTIZOJ,X,X,X,X,X,O,X,X,X,X,X
SLTIOJZ,X,X,X,X,X,O,X,O,X,X,X
SLTIOZJ,X,X,X,X,X,O,X,O,X,X,X
SLTJIZO,X,X,X,O,X,X,X,X,X,X,X
SLTJIOZ,X,X,X,O,X,X,X,X,X,X,X
SLTJZIO,O,X,O,O,X,X,X,X,X,X,X
SLTJZOI,X,X,O,O,X,X,X,X,X,X,X
SLTJOIZ,X,X,X,O,X,X,X,O,X,X,X
SLTJOZI,X,X,O,O,X,X,X,O,X,X,X
SLTZIJO,O,X,O,X,X,O,X,X,X,X,X
SLTZIOJ,O,X,X,X,X,O,X,X,X,X,X
SLTZJIO,O,X,O,X,X,X,X,X,X,X,X
SLTZJOI,X,X,O,X,X,X,X,X,X,X,X
SLTZOIJ,O,X,X,X,X,O,X,O,X,X,X
SLTZOJI,O,X,O,X,X,X,X,O,X,X,X
SLTOIJZ,X,X,X,X,X,O,X,O,X,X,X
SLTOIZJ,X,X,X,X,X,O,X,O,X,X,X
SLTOJIZ,X,X,X,O,X,X,X,O,X,X,X
SLTOJZI,O,X,O,O,X,X,X,O,X,X,X
SLTOZIJ,O,X,X,X,X,O,X,O,X,X,X
SLTOZJI,O,X,O,X,X,X,X,O,X,X,X
SLITJZO,X,O,X,X,X,O,X,X,X,X,X
SLITJOZ,X,X,X,X,X,O,X,X,X,X,X
SLITZJO,X,X,X,X,O,O,X,X,X,X,X
SLITZOJ,X,X,X,X,O,O,X,X,X,X,X
SLITOJZ,X,X,X,X,X,O,X,O,X,X,X
SLITOZJ,X,X,X,X,O,O,X,O,X,X,X
SLIJTZO,X,O,X,X,X,O,O,X,X,X,X
SLIJTOZ,X,X,X,X,X,O,O,X,X,X,X
SLIJZTO,O,O,O,X,O,X,O,X,X,X,X
SLIJZOT,O,X,O,X,O,X,O,X,X,X,X
SLIJOTZ,X,X,X,X,X,X,O,X,X,X,X
SLIJOZT,X,X,O,X,O,X,O,X,X,X,X
SLIZTJO,O,X,O,X,O,O,X,X,X,X,X
SLIZTOJ,O,X,X,X,O,O,X,X,X,X,X
SLIZJTO,O,X,O,X,O,X,X,X,X,X,X
SLIZJOT,O,X,O,X,O,X,X,X,X,X,X
SLIZOTJ,O,X,X,X,O,X,X,X,X,X,X
SLIZOJT,O,X,O,X,O,X,X,X,X,X,X
SLIOTJZ,X,X,X,X,X,O,X,O,X,X,X
SLIOTZJ,X,X,X,X,O,O,X,O,X,X,X
SLIOJTZ,X,X,X,X,X,X,O,X,X,X,X
SLIOJZT,O,X,O,X,O,X,O,X,X,X,X
SLIOZTJ,O,X,X,X,O,X,X,X,X,X,X
SLIOZJT,O,X,O,X,O,X,X,X,X,X,X
SLJTIZO,X,X,X,O,X,X,O,X,X,X,X
SLJTIOZ,X,X,X,O,X,X,O,X,X,X,X
SLJTZIO,O,X,O,O,X,X,X,X,X,X,X
SLJTZOI,X,X,O,O,X,X,X,X,X,X,X
SLJTOIZ,X,X,X,O,X,X,X,O,X,X,X
SLJTOZI,X,X,O,O,X,X,X,O,X,X,X
SLJITZO,X,O,X,X,X,X,O,X,X,X,X
SLJITOZ,X,X,X,X,X,X,O,X,X,X,X
SLJIZTO,O,O,O,X,X,X,O,X,X,X,X
SLJIZOT,O,X,O,X,X,X,O,X,X,X,X
SLJIOTZ,X,X,X,X,X,X,O,X,X,X,X
SLJIOZT,X,X,O,X,X,X,O,X,X,X,X
SLJZTIO,O,O,O,O,X,X,X,X,X,X,X
SLJZTOI,X,X,O,O,X,X,X,X,X,X,X
SLJZITO,O,O,O,O,X,X,X,X,X,X,X
SLJZIOT,O,X,O,O,X,X,X,X,X,X,X
SLJZOTI,O,O,O,O,X,X,X,X,X,X,O
SLJZOIT,O,O,O,O,X,X,X,X,X,X,X
SLJOTIZ,X,O,X,O,X,X,X,O,X,X,O
SLJOTZI,O,O,O,O,X,X,X,O,X,X,O
SLJOITZ,X,O,X,X,X,X,X,X,X,X,X
SLJOIZT,O,O,O,X,X,X,X,X,X,X,X
SLJOZTI,O,O,O,O,X,X,X,X,X,X,X
SLJOZIT,O,O,O,O,X,X,X,X,X,X,X
SLZTIJO,O,X,O,X,O,X,X,X,X,X,X
SLZTIOJ,O,X,X,X,O,X,X,X,X,X,X
SLZTJIO,O,X,O,X,X,X,X,X,X,X,X
SLZTJOI,X,X,O,X,X,X,X,X,X,X,X
SLZTOIJ,O,X,X,X,O,X,X,O,X,X,X
SLZTOJI,O,X,O,X,X,X,X,O,X,X,X
SLZITJO,O,X,O,X,O,X,X,X,X,X,X
SLZITOJ,O,X,X,X,O,X,X,X,X,X,X
SLZIJTO,O,X,O,X,O,X,X,X,X,X,X
SLZIJOT,O,X,O,X,O,X,X,X,X,X,X
SLZIOTJ,O,X,X,X,O,X,X,X,X,X,X
SLZIOJT,O,X,O,X,O,X,X,X,X,X,X
SLZJTIO,O,X,O,X,X,X,X,X,X,X,X
SLZJTOI,X,X,O,X,X,X,X,X,X,X,X
SLZJITO,O,X,O,X,X,X,X,X,X,X,X
SLZJIOT,O,X,O,X,X,X,X,X,X,X,X
SLZJOTI,O,X,O,X,X,X,X,X,X,X,O
SLZJOIT,O,X,O,X,X,X,X,X,X,X,X
SLZOTIJ,O,X,X,X,O,X,X,O,X,X,X
SLZOTJI,O,X,O,X,X,X,X,O,X,X,X
SLZOITJ,O,X,X,X,O,X,X,X,X,X,X
SLZOIJT,O,X,O,X,O,X,X,X,X,X,X
SLZOJTI,O,X,O,X,X,X,X,X,X,X,O
SLZOJIT,O,X,O,X,X,X,X,X,X,X,X
SLOTIJZ,X,O,X,X,X,O,X,O,X,X,X
SLOTIZJ,X,X,X,X,X,O,X,O,X,X,X
SLOTJIZ,X,O,X,O,X,X,X,O,X,X,X
SLOTJZI,O,O,O,O,X,X,X,O,X,X,X
SLOTZIJ,O,X,X,X,X,O,X,O,X,X,X
SLOTZJI,O,X,O,X,X,X,X,O,X,X,X
SLOITJZ,X,O,X,X,X,O,X,O,X,X,X
SLOITZJ,X,X,X,X,O,O,X,O,X,X,X
SLOIJTZ,X,O,X,X,X,X,X,X,X,X,X
SLOIJZT,O,O,O,X,O,X,X,X,X,X,X
SLOIZTJ,O,X,X,X,O,X,X,X,X,X,X
SLOIZJT,O,X,O,X,O,X,X,X,X,X,X
SLOJTIZ,X,O,X,O,X,X,X,O,X,X,O
SLOJTZI,O,O,O,O,X,X,X,O,X,X,O
SLOJITZ,X,O,X,X,X,X,X,X,X,X,X
SLOJIZT,O,O,O,X,X,X,X,X,X,X,X
SLOJZTI,O,O,O,O,X,X,X,X,X,X,X
SLOJZIT,O,O,O,O,X,X,X,X,X,X,X
SLOZTIJ,O,X,X,X,O,X,X,O,X,X,X
SLOZTJI,O,X,O,X,X,X,X,O,X,X,X
SLOZITJ,O,X,X,X,O,X,X,X,X,X,X
SLOZIJT,O,X,O,X,O,X,X,X,X,X,X
SLOZJTI,O,X,O,X,X,X,X,X,X,X,O
SLOZJIT,O,X,O,X,X,X,X,X,X,X,X
SJTILZO,X,O,X,O,X,X,O,X,X,X,X
SJTILOZ,X,X,X,O,X,X,O,X,X,X,X
SJTIZLO,X,O,X,O,X,X,X,X,X,X,X
SJTIZOL,X,O,X,O,X,X,X,X,X,X,X
SJTIOLZ,X,X,X,O,X,X,O,X,X,X,X
SJTIOZL,X,O,X,O,X,X,X,X,X,X,X
SJTLIZO,X,X,X,O,X,X,O,X,X,X,X
SJTLIOZ,X,X,X,O,X,X,O,X,X,X,X
SJTLZIO,O,X,O,O,X,X,X,X,X,X,X
SJTLZOI,X,X,O,O,X,X,X,X,X,X,X
SJTLOIZ,X,X,X,O,X,X,X,X,X,X,X
SJTLOZI,X,X,O,O,X,X,X,X,X,X,X
SJTZILO,O,O,O,O,X,X,X,X,X,X,X
SJTZIOL,O,O,X,O,X,X,X,X,X,X,X
SJTZLIO,O,O,O,O,X,X,X,X,X,X,X
SJTZLOI,X,X,O,O,X,X,X,X,X,X,X
SJTZOIL,O,O,X,O,X,X,X,X,X,X,X
SJTZOLI,O,O,X,O,X,X,X,X,X,X,X
SJTOILZ,X,O,X,O,X,X,X,X,X,X,X
SJTOIZL,X,O,X,O,X,X,X,X,X,X,X
SJTOLIZ,X,O,X,O,X,X,X,X,X,X,X
SJTOLZI,O,O,X,O,X,X,X,X,X,X,X
SJTOZIL,O,O,X,O,X,X,X,X,X,X,X
SJTOZLI,O,O,X,O,X,X,X,X,X,X,X
SJITLZO,X,O,X,O,X,X,O,X,X,X,X
SJITLOZ,X,X,X,O,X,X,O,X,X,X,X
SJITZLO,X,O,X,O,X,X,X,X,X,X,X
SJITZOL,X,O,X,O,X,X,X,X,O,X,X
SJITOLZ,X,X,X,O,X,X,O,X,X,X,X
SJITOZL,X,O,X,O,X,X,X,X,O,X,X
SJILTZO,X,O,X,X,X,X,O,X,X,X,X
SJILTOZ,X,X,X,X,X,X,O,X,X,X,X
SJILZTO,O,O,O,X,O,X,O,X,X,X,X
SJILZOT,O,X,O,X,O,X,O,X,X,X,X
SJILOTZ,X,X,X,X,X,X,O,X,X,X,X
SJILOZT,X,X,O,X,O,X,O,X,X,X,X
SJIZTLO,O,O,O,O,O,X,X,X,X,X,X
SJIZTOL,O,O,X,O,O,X,X,X,O,X,X
SJIZLTO,O,O,O,O,O,X,X,X,X,X,X
SJIZLOT,O,X,O,O,O,X,X,X,X,X,X
SJIZOTL,O,O,X,O,O,X,X,X,O,X,X
SJIZOLT,O,O,O,O,O,X,X,X,X,X,X
SJIOTLZ,X,O,X,O,X,X,O,X,X,X,X
SJIOTZL,X,O,X,O,X,X,X,X,O,X,X
SJIOLTZ,X,O,X,X,X,X,O,X,X,X,X
SJIOLZT,O,O,X,X,O,X,O,X,X,X,X
SJIOZTL,O,O,X,O,O,X,X,X,O,X,X
SJIOZLT,O,O,X,O,O,X,X,X,X,X,X
SJLTIZO,X,X,X,O,X,X,O,X,X,X,X
SJLTIOZ,X,X,X,O,X,X,O,X,X,X,X
SJLTZIO,O,X,O,O,X,X,X,X,X,X,X
SJLTZOI,X,X,O,O,X,X,X,X,X,X,X
SJLTOIZ,X,X,X,O,X,X,X,X,X,X,X
SJLTOZI,X,X,O,O,X,X,X,X,X,X,X
SJLITZO,X,O,X,X,X,X,O,X,X,X,X
SJLITOZ,X,X,X,X,X,X,O,X,X,X,X
SJLIZTO,O,O,O,X,X,X,O,X,X,X,X
SJLIZOT,O,X,O,X,X,X,O,X,X,X,X
SJLIOTZ,X,X,X,X,X,X,O,X,X,X,X
SJLIOZT,X,X,O,X,X,X,O,X,X,X,X
SJLZTIO,O,O,O,O,X,X,X,X,X,X,X
SJLZTOI,X,X,O,O,X,X,X,X,X,X,X
SJLZITO,O,O,O,O,X,X,X,X,X,X,X
SJLZIOT,O,X,O,O,X,X,X,X,X,X,X
SJLZOTI,O,O,O,O,X,X,X,X,X,X,O
SJLZOIT,O,O,O,O,X,X,X,X,X,X,X
SJLOTIZ,X,O,X,O,X,X,X,X,X,X,O
SJLOTZI,O,O,O,O,X,X,X,X,X,X,O
SJLOITZ,X,O,X,X,X,X,X,X,X,X,X
SJLOIZT,O,O,O,X,X,X,X,X,X,X,X
SJLOZTI,O,O,O,O,X,X,X,X,X,X,X
SJLOZIT,O,O,O,O,X,X,X,X,X,X,X
SJZTILO,O,O,O,O,O,X,X,X,X,X,X
SJZTIOL,O,O,X,O,O,X,X,X,X,X,X
SJZTLIO,O,O,O,O,X,X,X,X,X,X,X
SJZTLOI,X,X,O,O,X,X,X,X,X,X,X
SJZTOIL,O,O,X,O,O,X,X,X,X,X,X
SJZTOLI,O,O,X,O,X,X,X,X,X,X,X
SJZITLO,O,O,O,O,O,X,X,X,X,X,X
SJZITOL,O,O,X,O,O,X,X,X,O,X,X
SJZILTO,O,O,O,O,O,X,X,X,X,X,X
SJZILOT,O,X,O,O,O,X,X,X,X,X,X
SJZIOTL,O,O,X,O,O,X,X,X,O,X,X
SJZIOLT,O,O,O,O,O,X,X,X,X,X,X
SJZLTIO,O,O,O,O,X,X,X,X,X,X,X
SJZLTOI,X,X,O,O,X,X,X,X,X,X,X
SJZLITO,O,O,O,O,X,X,X,X,X,X,X
SJZLIOT,O,X,O,O,X,X,X,X,X,X,X
SJZLOTI,O,O,O,O,X,X,X,X,X,X,X
SJZLOIT,O,O,O,O,X,X,X,X,X,X,X
SJZOTIL,O,O,X,O,O,X,X,X,X,X,X
SJZOTLI,O,O,X,O,X,X,X,X,X,X,X
SJZOITL,O,O,X,O,O,X,X,X,O,X,X
SJZOILT,O,O,O,O,O,X,X,X,X,X,X
SJZOLTI,O,O,O,O,X,X,X,X,X,X,X
SJZOLIT,O,O,O,O,X,X,X,X,X,X,X
SJOTILZ,X,O,X,O,X,X,X,X,X,X,X
SJOTIZL,X,O,X,O,X,X,X,X,X,X,X
SJOTLIZ,X,O,X,O,X,X,X,X,X,X,X
SJOTLZI,O,O,X,O,X,X,X,X,X,X,X
SJOTZIL,O,O,X,O,X,X,X,X,X,X,X
SJOTZLI,O,O,X,O,X,X,X,X,X,X,X
SJOITLZ,X,O,X,O,X,X,X,X,X,X,X
SJOITZL,X,O,X,O,X,X,X,X,X,X,X
SJOILTZ,X,O,X,X,X,X,X,X,X,X,X
SJOILZT,O,O,X,X,O,X,X,X,X,X,X
SJOIZTL,O,O,X,O,O,X,X,X,X,X,X
SJOIZLT,O,O,X,O,O,X,X,X,X,X,X
SJOLTIZ,X,O,X,O,X,X,X,X,X,X,O
SJOLTZI,O,O,O,O,X,X,X,X,X,X,O
SJOLITZ,X,O,X,X,X,X,X,X,X,X,X
SJOLIZT,O,O,O,X,X,X,X,X,X,X,X
SJOLZTI,O,O,O,O,X,X,X,X,X,X,X
SJOLZIT,O,O,O,O,X,X,X,X,X,X,X
SJOZTIL,O,O,X,O,O,X,X,X,X,X,X
SJOZTLI,O,O,X,O,X,X,X,X,X,X,X
SJOZITL,O,O,X,O,O,X,X,X,O,X,X
SJOZILT,O,O,O,O,O,X,X,X,X,X,X
SJOZLTI,O,O,O,O,X,X,X,X,X,X,X
SJOZLIT,O,O,O,O,X,X,X,X,X,X,X
SZTILJO,O,X,O,X,O,X,X,X,X,X,X
SZTILOJ,O,X,X,X,O,X,X,X,X,O,X
SZTIJLO,O,X,O,X,O,X,X,X,X,X,X
SZTIJOL,O,X,X,X,O,X,X,X,X,O,X
SZTIOLJ,O,X,X,X,O,X,X,X,X,O,X
SZTIOJL,O,X,X,X,O,X,X,X,X,O,X
SZTLIJO,O,X,O,X,O,X,X,X,X,X,X
SZTLIOJ,O,X,X,X,O,X,X,X,X,X,X
SZTLJIO,O,X,O,X,X,X,X,X,X,X,X
SZTLJOI,X,X,O,X,X,X,X,X,X,X,X
SZTLOIJ,O,X,X,X,O,X,X,X,X,X,X
SZTLOJI,O,X,O,X,X,X,X,X,X,X,X
SZTJILO,O,X,O,O,O,X,X,X,X,X,X
SZTJIOL,O,X,X,O,O,X,X,X,X,X,X
SZTJLIO,O,X,O,O,X,X,X,X,X,X,X
SZTJLOI,X,X,O,O,X,X,X,X,X,X,X
SZTJOIL,O,X,X,O,O,X,X,X,X,X,X
SZTJOLI,O,X,X,O,X,X,X,X,X,X,X
SZTOILJ,O,X,X,X,O,X,X,X,X,O,X
SZTOIJL,O,X,X,X,O,X,X,X,X,O,X
SZTOLIJ,O,X,X,X,O,X,X,X,X,X,X
SZTOLJI,O,X,X,X,X,X,X,X,X,X,X
SZTOJIL,O,X,X,O,O,X,X,X,X,X,X
SZTOJLI,O,X,X,O,X,X,X,X,X,X,X
SZITLJO,O,X,O,X,O,X,X,X,X,X,X
SZITLOJ,O,X,X,X,O,X,X,X,X,O,X
SZITJLO,O,O,O,X,O,X,X,X,X,X,X
SZITJOL,O,O,X,X,O,X,X,X,O,O,X
SZITOLJ,O,X,X,X,O,X,X,X,X,O,X
SZITOJL,O,X,X,X,O,X,X,X,O,O,X
SZILTJO,O,X,O,X,O,X,X,X,X,X,X
SZILTOJ,O,X,X,X,O,X,X,X,X,O,X
SZILJTO,O,X,O,X,O,X,X,X,X,X,X
SZILJOT,O,X,O,X,O,X,X,X,X,X,X
SZILOTJ,O,X,X,X,O,X,X,X,X,X,X
SZILOJT,O,X,O,X,O,X,X,X,X,X,X
SZIJTLO,O,O,O,X,O,X,X,X,X,X,X
SZIJTOL,O,O,X,X,O,X,X,X,O,O,X
SZIJLTO,O,O,O,X,O,X,X,X,X,X,X
SZIJLOT,O,X,O,X,O,X,X,X,X,X,X
SZIJOTL,O,O,X,X,O,X,X,X,O,X,X
SZIJOLT,O,X,O,X,O,X,X,X,X,X,X
SZIOTLJ,O,X,X,X,O,X,X,X,X,O,X
SZIOTJL,O,X,X,X,O,X,X,X,O,O,X
SZIOLTJ,O,X,X,X,O,X,X,X,X,X,X
SZIOLJT,O,X,O,X,O,X,X,X,X,X,X
SZIOJTL,O,X,X,X,O,X,X,X,O,X,X
SZIOJLT,O,X,O,X,O,X,X,X,X,X,X
SZLTIJO,O,X,O,X,O,X,X,X,X,X,X
SZLTIOJ,O,X,X,X,O,X,X,X,X,X,X
SZLTJIO,O,X,O,X,X,X,X,X,X,X,X
SZLTJOI,X,X,O,X,X,X,X,X,X,X,X
SZLTOIJ,O,X,X,X,O,X,X,X,X,X,X
SZLTOJI,O,X,O,X,X,X,X,X,X,X,X
SZLITJO,O,X,O,X,O,X,X,X,X,X,X
SZLITOJ,O,X,X,X,O,X,X,X,X,X,X
SZLIJTO,O,X,O,X,O,X,X,X,X,X,X
SZLIJOT,O,X,O,X,O,X,X,X,X,X,X
SZLIOTJ,O,X,X,X,O,X,X,X,X,X,X
SZLIOJT,O,X,O,X,O,X,X,X,X,X,X
SZLJTIO,O,X,O,X,X,X,X,X,X,X,X
SZLJTOI,X,X,O,X,X,X,X,X,X,X,X
SZLJITO,O,X,O,X,X,X,X,X,X,X,X
SZLJIOT,O,X,O,X,X,X,X,X,X,X,X
SZLJOTI,O,X,O,X,X,X,X,X,X,X,X
SZLJOIT,O,X,O,X,X,X,X,X,X,X,X
SZLOTIJ,O,X,X,X,O,X,X,X,X,X,X
SZLOTJI,O,X,O,X,X,X,X,X,X,X,X
SZLOITJ,O,X,X,X,O,X,X,X,X,X,X
SZLOIJT,O,X,O,X,O,X,X,X,X,X,X
SZLOJTI,O,X,O,X,X,X,X,X,X,X,X
SZLOJIT,O,X,O,X,X,X,X,X,X,X,X
SZJTILO,O,O,O,O,O,X,X,X,X,X,X
SZJTIOL,O,O,X,O,O,X,X,X,X,X,X
SZJTLIO,O,O,O,O,X,X,X,X,X,X,X
SZJTLOI,X,X,O,O,X,X,X,X,X,X,X
SZJTOIL,O,O,X,O,O,X,X,X,X,X,X
SZJTOLI,O,O,X,O,X,X,X,X,X,X,X
SZJITLO,O,O,O,O,O,X,X,X,X,X,X
SZJITOL,O,O,X,O,O,X,X,X,O,X,X
SZJILTO,O,O,O,O,O,X,X,X,X,X,X
SZJILOT,O,X,O,O,O,X,X,X,X,X,X
SZJIOTL,O,O,X,O,O,X,X,X,O,X,X
SZJIOLT,O,O,O,O,O,X,X,X,X,X,X
SZJLTIO,O,O,O,O,X,X,X,X,X,X,X
SZJLTOI,X,X,O,O,X,X,X,X,X,X,X
SZJLITO,O,O,O,O,X,X,X,X,X,X,X
SZJLIOT,O,X,O,O,X,X,X,X,X,X,X
SZJLOTI,O,O,O,O,X,X,X,X,X,X,X
SZJLOIT,O,O,O,O,X,X,X,X,X,X,X
SZJOTIL,O,O,X,O,O,X,X,X,X,X,X
SZJOTLI,O,O,X,O,X,X,X,X,X,X,X
SZJOITL,O,O,X,O,O,X,X,X,O,X,X
SZJOILT,O,O,O,O,O,X,X,X,X,X,X
SZJOLTI,O,O,O,O,X,X,X,X,X,X,X
SZJOLIT,O,O,O,O,X,X,X,X,X,X,X
SZOTILJ,O,X,X,X,O,X,X,X,X,X,X
SZOTIJL,O,O,X,X,O,X,X,X,X,X,X
SZOTLIJ,O,X,X,X,O,X,X,X,X,X,X
SZOTLJI,O,X,X,X,X,X,X,X,X,X,X
SZOTJIL,O,O,X,O,O,X,X,X,X,X,X
SZOTJLI,O,O,X,O,X,X,X,X,X,X,X
SZOITLJ,O,X,X,X,O,X,X,X,X,X,X
SZOITJL,O,O,X,X,O,X,X,X,O,X,X
SZOILTJ,O,X,X,X,O,X,X,X,X,X,X
SZOILJT,O,X,O,X,O,X,X,X,X,X,X
SZOIJTL,O,O,X,X,O,X,X,X,O,X,X
SZOIJLT,O,O,O,X,O,X,X,X,X,X,X
SZOLTIJ,O,X,X,X,O,X,X,X,X,X,X
SZOLTJI,O,X,O,X,X,X,X,X,X,X,X
SZOLITJ,O,X,X,X,O,X,X,X,X,X,X
SZOLIJT,O,X,O,X,O,X,X,X,X,X,X
SZOLJTI,O,X,O,X,X,X,X,X,X,X,X
SZOLJIT,O,X,O,X,X,X,X,X,X,X,X
SZOJTIL,O,O,X,O,O,X,X,X,X,X,X
SZOJTLI,O,O,X,O,X,X,X,X,X,X,X
SZOJITL,O,O,X,O,O,X,X,X,O,X,X
SZOJILT,O,O,O,O,O,X,X,X,X,X,X
SZOJLTI,O,O,O,O,X,X,X,X,X,X,X
SZOJLIT,O,O,O,O,X,X,X,X,X,X,X
SOTILJZ,X,O,X,X,X,X,X,O,X,X,X
SOTILZJ,X,X,X,X,O,X,X,O,X,X,X
SOTIJLZ,X,O,X,O,X,X,X,X,X,X,X
SOTIJZL,X,O,X,O,X,X,X,X,X,X,X
SOTIZLJ,X,X,X,X,O,X,X,X,X,X,X
SOTIZJL,X,O,X,X,O,X,X,X,X,X,X
SOTLIJZ,X,O,X,X,X,X,X,O,X,X,X
SOTLIZJ,X,X,X,X,X,X,X,O,X,X,X
SOTLJIZ,X,O,X,O,X,X,X,O,X,X,X
SOTLJZI,O,O,X,O,X,X,X,O,X,X,X
SOTLZIJ,O,X,X,X,X,X,X,O,X,X,X
SOTLZJI,O,X,X,X,X,X,X,O,X,X,X
SOTJILZ,X,O,X,O,X,X,X,X,X,X,X
SOTJIZL,X,O,X,O,X,X,X,X,X,X,X
SOTJLIZ,X,O,X,O,X,X,X,X,X,X,X
SOTJLZI,O,O,X,O,X,X,X,X,X,X,X
SOTJZIL,O,O,X,O,X,X,X,X,X,X,X
SOTJZLI,O,O,X,O,X,X,X,X,X,X,X
SOTZILJ,O,X,X,X,O,X,X,X,X,X,X
SOTZIJL,O,O,X,X,O,X,X,X,X,X,X
SOTZLIJ,O,X,X,X,O,X,X,X,X,X,X
SOTZLJI,O,X,X,X,X,X,X,X,X,X,X
SOTZJIL,O,O,X,O,O,X,X,X,X,X,X
SOTZJLI,O,O,X,O,X,X,X,X,X,X,X
SOITLJZ,X,O,X,X,X,X,X,O,X,X,X
SOITLZJ,X,X,X,X,O,X,X,O,X,X,X
