sequence,v115@EhC8IeA8HeD8AeA8CeC8Jex/IvhFihBTkBOqBfsBln?BUrB,v115@EhC8IeA8HeD8AeA8CeC8JeOEJvhFTgBihBfqBRnBUr?BFsB,v115@EhC8IeA8HeD8AeA8CeC8Jem/IvhFRhBTkBcqBimB3n?B1wB,v115@EhC8IeA8HeD8AeA8CeC8Jem/IvhFRhBTkBcqBKrBfs?BlsB,v115@EhC8IeA8HeD8AeA8CeC8Jem/IvhFRhBTkBfsBlnBiq?BUrB,v115@EhC8IeA8HeD8AeA8CeC8JeOEJvhF8kBzgBRnBiqBFs?B3rB,v115@EhC8IeA8HeD8AeA8CeC8JecFJvhFihBTkBRnBFrBXs?BmpB,v115@EhC8IeA8HeD8AeA8CeC8JeT/IvhFylBRnB0lBmpBFs?B3rB
ZLJSTIO,O,O,O,O,X,O,X,X
ZLJSTOI,O,O,O,O,X,O,X,X
ZLJSITO,O,O,O,O,O,X,X,X
ZLJSIOT,O,O,O,O,O,O,X,X
ZLJSOTI,O,O,X,O,X,O,X,X
ZLJSOIT,O,O,X,O,X,O,X,X
ZLJOTIS,O,X,X,O,X,O,X,X
ZLJOTSI,O,X,X,O,X,O,X,X
ZLJOITS,O,X,X,O,X,O,X,X
ZLJOIST,O,X,X,O,X,O,X,X
ZLJOSTI,O,O,X,O,X,O,X,X
ZLJOSIT,O,O,X,O,X,O,X,X
ZLSTIJO,X,O,O,O,X,O,X,X
ZLSTIOJ,X,O,O,O,X,O,X,X
ZLSTJIO,O,O,O,O,X,O,X,X
ZLSTJOI,O,O,O,O,X,O,X,X
ZLSTOIJ,O,O,O,O,X,X,X,X
ZLSTOJI,O,O,O,O,X,O,X,X
ZLSITJO,X,O,X,O,X,X,X,X
ZLSITOJ,X,O,X,O,X,X,X,X
ZLSIJTO,O,O,O,O,O,X,X,X
ZLSIJOT,O,O,O,O,O,O,X,X
ZLSIOTJ,O,O,X,O,X,X,X,X
ZLSIOJT,O,O,O,O,O,O,X,X
ZLSJTIO,O,O,O,O,X,O,X,X
ZLSJTOI,O,O,O,O,X,O,X,X
ZLSJITO,O,O,O,O,O,X,X,X
ZLSJIOT,O,O,O,O,O,O,X,X
ZLSJOTI,O,O,X,O,X,O,X,X
ZLSJOIT,O,O,X,O,X,O,X,X
ZLSOTIJ,O,O,O,O,X,X,X,X
ZLSOTJI,O,O,O,O,X,O,X,X
ZLSOITJ,O,O,X,O,X,X,X,X
ZLSOIJT,O,O,O,O,O,O,X,X
ZLSOJTI,O,O,O,O,X,O,X,X
ZLSOJIT,O,O,O,O,O,O,X,X
ZLOTIJS,O,X,O,O,O,O,X,X
ZLOTISJ,O,X,O,O,X,O,X,X
ZLOTJIS,O,X,O,O,O,O,X,X
ZLOTJSI,O,X,O,O,O,O,X,X
ZLOTSIJ,O,X,O,O,O,X,X,X
ZLOTSJI,O,X,O,O,O,O,X,X
ZLOITJS,O,X,X,O,X,O,X,X
ZLOITSJ,O,X,X,O,X,X,X,X
ZLOIJTS,O,X,O,O,X,O,X,X
ZLOIJST,O,X,O,O,X,O,X,X
ZLOISTJ,O,X,X,O,X,X,X,X
ZLOISJT,O,X,X,O,X,O,X,X
ZLOJTIS,O,X,O,O,O,O,X,X
ZLOJTSI,O,X,O,O,O,O,X,X
ZLOJITS,O,X,O,O,X,O,X,X
ZLOJIST,O,X,O,O,X,O,X,X
ZLOJSTI,O,O,O,O,X,O,X,X
ZLOJSIT,O,O,O,O,O,O,X,X
ZLOSTIJ,O,X,O,O,X,X,X,X
ZLOSTJI,O,O,O,O,X,O,X,X
ZLOSITJ,O,X,X,O,X,X,X,X
ZLOSIJT,O,O,O,O,O,O,X,X
ZLOSJTI,O,O,O,O,X,O,X,X
ZLOSJIT,O,O,O,O,O,O,X,X
ZJTILSO,O,O,O,O,X,O,X,X
ZJTILOS,O,O,O,O,X,O,X,O
ZJTISLO,O,O,O,X,X,O,X,X
ZJTISOL,O,O,O,X,X,X,X,X
ZJTIOLS,O,O,O,O,X,O,X,O
ZJTIOSL,O,O,O,X,X,X,X,X
ZJTLISO,O,O,O,O,X,O,X,X
ZJTLIOS,O,O,O,O,X,O,X,X
ZJTLSIO,O,O,O,O,X,O,X,X
ZJTLSOI,O,O,O,O,X,O,X,X
ZJTLOIS,O,X,O,O,X,O,X,X
ZJTLOSI,O,O,O,O,X,O,X,X
ZJTSILO,O,O,O,X,X,O,X,X
ZJTSIOL,O,O,O,X,X,X,X,X
ZJTSLIO,O,O,O,O,X,O,X,X
ZJTSLOI,O,O,O,O,X,O,X,X
ZJTSOIL,O,O,O,X,X,X,X,X
ZJTSOLI,O,O,O,X,X,X,X,X
ZJTOILS,O,O,O,O,X,O,X,O
ZJTOISL,O,O,O,X,X,X,X,X
ZJTOLIS,O,X,O,O,X,O,X,X
ZJTOLSI,O,O,O,O,X,O,X,X
ZJTOSIL,O,O,O,X,X,X,X,X
ZJTOSLI,O,O,O,O,X,X,X,X
ZJITLSO,O,O,O,O,X,O,X,X
ZJITLOS,O,O,O,O,X,O,X,O
ZJITSLO,O,O,O,X,X,O,X,X
ZJITSOL,O,O,O,X,X,X,X,X
ZJITOLS,O,O,O,O,X,O,X,O
ZJITOSL,O,O,O,X,X,X,X,X
ZJILTSO,O,O,O,O,X,O,X,X
ZJILTOS,O,X,O,O,X,O,X,X
ZJILSTO,O,O,O,O,X,X,X,X
ZJILSOT,O,O,O,O,X,O,X,X
ZJILOTS,O,X,O,O,X,O,X,O
ZJILOST,O,O,O,O,X,O,X,O
ZJISTLO,O,O,O,X,X,O,X,X
ZJISTOL,O,O,O,X,X,X,X,X
ZJISLTO,O,O,O,O,X,X,X,X
ZJISLOT,O,O,O,O,X,O,X,X
ZJISOTL,O,O,O,X,X,X,X,X
ZJISOLT,O,O,O,O,X,X,X,X
ZJIOTLS,O,X,O,O,X,O,X,O
ZJIOTSL,O,X,O,X,X,X,X,X
ZJIOLTS,O,X,O,O,X,O,X,O
ZJIOLST,O,O,O,O,X,O,X,O
ZJIOSTL,O,O,O,X,X,X,X,X
ZJIOSLT,O,O,O,O,X,X,X,X
ZJLTISO,O,O,O,O,X,O,X,X
ZJLTIOS,O,O,O,O,X,O,X,X
ZJLTSIO,O,O,O,O,X,O,X,X
ZJLTSOI,O,O,O,O,X,O,X,X
ZJLTOIS,O,X,O,O,X,O,X,X
ZJLTOSI,O,O,X,O,X,O,X,X
ZJLITSO,O,O,O,O,X,O,X,X
ZJLITOS,O,X,O,O,X,O,X,X
ZJLISTO,O,O,O,O,X,X,X,X
ZJLISOT,O,O,O,O,X,O,X,X
ZJLIOTS,O,X,O,O,X,O,X,O
ZJLIOST,O,O,O,O,X,O,X,O
ZJLSTIO,O,O,O,O,X,O,X,X
ZJLSTOI,O,O,O,O,X,O,X,X
ZJLSITO,O,O,O,O,X,X,X,X
ZJLSIOT,O,O,O,O,X,O,X,X
ZJLSOTI,O,O,X,O,X,O,X,X
ZJLSOIT,O,O,X,O,X,O,X,X
ZJLOTIS,O,X,X,O,X,O,X,X
ZJLOTSI,O,X,X,O,X,O,X,X
ZJLOITS,O,X,X,O,X,O,X,O
ZJLOIST,O,X,X,O,X,O,X,O
ZJLOSTI,O,O,X,O,X,O,X,X
ZJLOSIT,O,O,X,O,X,O,X,X
ZJSTILO,O,O,O,X,X,O,X,X
ZJSTIOL,O,O,O,X,X,X,X,X
ZJSTLIO,O,O,O,O,X,O,X,X
ZJSTLOI,O,O,O,O,X,O,X,X
ZJSTOIL,O,O,O,X,X,X,X,X
ZJSTOLI,O,O,O,X,X,X,X,X
ZJSITLO,O,O,O,X,X,O,X,X
ZJSITOL,O,O,O,X,X,X,X,X
ZJSILTO,O,O,O,O,X,X,X,X
ZJSILOT,O,O,O,O,X,O,X,X
ZJSIOTL,O,O,O,X,X,X,X,X
ZJSIOLT,O,O,O,O,X,X,X,X
ZJSLTIO,O,O,O,O,X,O,X,X
ZJSLTOI,O,O,O,O,X,O,X,X
ZJSLITO,O,O,O,O,X,X,X,X
ZJSLIOT,O,O,O,O,X,O,X,X
ZJSLOTI,O,O,X,X,X,O,X,X
ZJSLOIT,O,O,X,O,X,O,X,X
ZJSOTIL,O,O,O,X,X,X,X,X
ZJSOTLI,O,O,O,X,X,X,X,X
ZJSOITL,O,O,O,X,X,X,X,X
ZJSOILT,O,O,O,X,X,X,X,X
ZJSOLTI,O,O,O,X,X,X,X,X
ZJSOLIT,O,O,O,X,X,X,X,X
ZJOTILS,O,O,O,O,X,O,X,O
ZJOTISL,O,O,O,X,X,X,X,X
ZJOTLIS,O,X,O,O,X,O,X,X
ZJOTLSI,O,O,O,O,X,O,X,X
ZJOTSIL,O,O,O,X,X,X,X,X
ZJOTSLI,O,O,O,O,X,X,X,X
ZJOITLS,O,X,O,O,X,O,X,O
ZJOITSL,O,X,O,X,X,X,X,X
ZJOILTS,O,X,O,O,X,O,X,O
ZJOILST,O,O,O,O,X,O,X,O
ZJOISTL,O,O,O,X,X,X,X,X
ZJOISLT,O,O,O,O,X,X,X,X
ZJOLTIS,O,X,O,O,X,O,X,X
ZJOLTSI,O,X,O,O,X,O,X,X
ZJOLITS,O,X,O,O,X,O,X,O
ZJOLIST,O,X,O,O,X,O,X,O
ZJOLSTI,O,O,O,O,X,O,X,X
ZJOLSIT,O,O,O,O,X,O,X,X
ZJOSTIL,O,O,O,X,X,X,X,X
ZJOSTLI,O,O,O,O,X,X,X,X
ZJOSITL,O,O,O,X,X,X,X,X
ZJOSILT,O,O,O,O,X,X,X,X
ZJOSLTI,O,O,O,O,X,X,X,X
ZJOSLIT,O,O,O,O,X,X,X,X
ZSTILJO,O,O,O,X,X,O,O,X
ZSTILOJ,O,O,O,X,X,O,O,X
ZSTIJLO,O,O,O,X,X,O,O,X
ZSTIJOL,O,O,O,X,X,X,O,X
ZSTIOLJ,O,O,O,X,X,X,O,X
ZSTIOJL,O,O,O,X,X,X,O,X
ZSTLIJO,O,O,O,O,X,O,X,X
ZSTLIOJ,O,O,O,O,X,O,X,X
ZSTLJIO,O,O,O,O,X,O,X,X
ZSTLJOI,O,O,O,O,X,O,X,X
ZSTLOIJ,O,O,O,O,X,X,X,X
ZSTLOJI,O,O,O,O,X,O,X,X
ZSTJILO,O,O,O,X,X,O,X,X
ZSTJIOL,O,O,O,X,X,X,X,X
ZSTJLIO,O,O,O,O,X,O,X,X
ZSTJLOI,O,O,O,O,X,O,X,X
ZSTJOIL,O,O,O,X,X,X,X,X
ZSTJOLI,O,O,O,X,X,X,X,X
ZSTOILJ,O,O,O,X,X,X,O,X
ZSTOIJL,O,O,O,X,X,X,O,X
ZSTOLIJ,O,O,O,O,X,X,X,X
ZSTOLJI,O,O,O,O,X,X,X,X
ZSTOJIL,O,O,O,X,X,X,X,X
ZSTOJLI,O,O,O,O,X,X,X,X
ZSITLJO,X,O,O,X,X,O,O,X
ZSITLOJ,X,O,O,X,X,O,O,X
ZSITJLO,X,O,O,X,X,O,O,X
ZSITJOL,X,O,O,X,X,X,O,X
ZSITOLJ,X,O,O,X,X,X,O,X
ZSITOJL,X,O,O,X,X,X,O,X
ZSILTJO,X,O,X,O,X,X,X,X
ZSILTOJ,X,O,X,O,X,X,X,X
ZSILJTO,O,O,O,O,O,X,X,X
ZSILJOT,O,O,O,O,O,O,X,X
ZSILOTJ,O,O,X,O,X,X,O,X
ZSILOJT,O,O,O,O,O,O,X,X
ZSIJTLO,O,O,O,X,X,O,X,X
ZSIJTOL,X,O,O,X,X,X,X,X
ZSIJLTO,O,O,O,O,X,X,X,X
ZSIJLOT,O,O,O,O,X,O,X,X
ZSIJOTL,O,O,O,X,X,X,X,X
ZSIJOLT,O,O,O,O,X,X,X,X
ZSIOTLJ,O,O,O,X,X,X,O,X
ZSIOTJL,X,O,O,X,X,X,O,X
ZSIOLTJ,O,O,X,X,X,X,O,X
ZSIOLJT,O,O,O,X,O,X,X,X
ZSIOJTL,O,O,O,X,O,X,X,X
ZSIOJLT,O,O,O,O,O,X,X,X
ZSLTIJO,X,O,O,O,X,O,X,X
ZSLTIOJ,X,O,O,O,X,O,X,X
ZSLTJIO,O,O,O,O,X,O,X,X
ZSLTJOI,O,O,O,O,X,O,X,X
ZSLTOIJ,O,O,O,O,X,X,X,X
ZSLTOJI,O,O,O,O,X,O,X,X
ZSLITJO,X,O,X,O,X,X,X,X
ZSLITOJ,X,O,X,O,X,X,X,X
ZSLIJTO,O,O,O,O,O,X,X,X
ZSLIJOT,O,O,O,O,O,O,X,X
ZSLIOTJ,O,O,X,O,X,X,X,X
ZSLIOJT,O,O,O,O,O,O,X,X
ZSLJTIO,O,O,O,O,X,O,X,X
ZSLJTOI,O,O,O,O,X,O,X,X
ZSLJITO,O,O,O,O,O,X,X,X
ZSLJIOT,O,O,O,O,O,O,X,X
ZSLJOTI,O,O,X,O,X,O,X,X
ZSLJOIT,O,O,X,O,X,O,X,X
ZSLOTIJ,O,O,O,O,X,X,X,X
ZSLOTJI,O,O,O,O,X,O,X,X
ZSLOITJ,O,O,X,O,X,X,X,X
ZSLOIJT,O,O,O,O,O,O,X,X
ZSLOJTI,O,O,O,O,X,O,X,X
ZSLOJIT,O,O,O,O,O,O,X,X
ZSJTILO,O,O,O,X,X,O,X,X
ZSJTIOL,O,O,O,X,X,X,X,X
ZSJTLIO,O,O,O,O,X,O,X,X
ZSJTLOI,O,O,O,O,X,O,X,X
ZSJTOIL,O,O,O,X,X,X,X,X
ZSJTOLI,O,O,O,X,X,X,X,X
ZSJITLO,O,O,O,X,X,O,X,X
ZSJITOL,O,O,O,X,X,X,X,X
ZSJILTO,O,O,O,O,X,X,X,X
ZSJILOT,O,O,O,O,X,O,X,X
ZSJIOTL,O,O,O,X,X,X,X,X
ZSJIOLT,O,O,O,O,X,X,X,X
ZSJLTIO,O,O,O,O,X,O,X,X
ZSJLTOI,O,O,O,O,X,O,X,X
ZSJLITO,O,O,O,O,X,X,X,X
ZSJLIOT,O,O,O,O,X,O,X,X
ZSJLOTI,O,O,X,X,X,O,X,X
ZSJLOIT,O,O,X,O,X,O,X,X
ZSJOTIL,O,O,O,X,X,X,X,X
ZSJOTLI,O,O,O,X,X,X,X,X
ZSJOITL,O,O,O,X,X,X,X,X
ZSJOILT,O,O,O,X,X,X,X,X
ZSJOLTI,O,O,O,X,X,X,X,X
ZSJOLIT,O,O,O,X,X,X,X,X
ZSOTILJ,O,O,O,X,X,X,O,X
ZSOTIJL,O,O,O,X,X,X,O,X
ZSOTLIJ,O,O,O,O,X,X,X,X
ZSOTLJI,O,O,O,O,X,X,X,X
ZSOTJIL,O,O,O,X,X,X,X,X
ZSOTJLI,O,O,O,O,X,X,X,X
ZSOITLJ,O,O,O,X,X,X,O,X
ZSOITJL,O,O,O,X,X,X,O,X
ZSOILTJ,O,O,X,X,X,X,O,X
ZSOILJT,O,O,O,X,O,X,X,X
ZSOIJTL,O,O,O,X,O,X,X,X
ZSOIJLT,O,O,O,O,O,X,X,X
ZSOLTIJ,O,O,O,O,X,X,X,X
ZSOLTJI,O,O,O,O,X,X,X,X
ZSOLITJ,O,O,X,O,X,X,X,X
ZSOLIJT,O,O,O,O,O,X,X,X
ZSOLJTI,O,O,O,O,X,X,X,X
ZSOLJIT,O,O,O,O,O,X,X,X
ZSOJTIL,O,O,O,X,X,X,X,X
ZSOJTLI,O,O,O,O,X,X,X,X
ZSOJITL,O,O,O,X,O,X,X,X
ZSOJILT,O,O,O,O,O,X,X,X
ZSOJLTI,O,O,O,O,X,X,X,X
ZSOJLIT,O,O,O,O,O,X,X,X
ZOTILJS,O,O,O,O,O,O,X,X
ZOTILSJ,O,O,O,O,X,O,X,X
ZOTIJLS,O,O,O,O,O,O,X,X
ZOTIJSL,O,O,O,X,O,X,X,X
ZOTISLJ,O,O,O,X,X,X,X,X
ZOTISJL,O,O,O,X,X,X,X,X
ZOTLIJS,O,X,O,O,O,O,X,X
ZOTLISJ,O,X,O,O,X,O,X,X
ZOTLJIS,O,X,O,O,O,O,X,X
ZOTLJSI,O,O,O,O,O,O,X,X
ZOTLSIJ,O,O,O,O,O,X,X,X
ZOTLSJI,O,O,O,O,O,O,X,X
ZOTJILS,O,O,O,O,O,O,X,X
ZOTJISL,O,O,O,X,O,X,X,X
ZOTJLIS,O,X,O,O,O,O,X,X
ZOTJLSI,O,O,O,O,O,O,X,X
ZOTJSIL,O,O,O,X,O,X,X,X
ZOTJSLI,O,O,O,O,O,X,X,X
ZOTSILJ,O,O,O,X,O,X,O,X
ZOTSIJL,O,O,O,X,O,X,O,X
ZOTSLIJ,O,O,O,O,O,X,X,X
ZOTSLJI,O,O,O,O,O,X,X,X
ZOTSJIL,O,O,O,X,O,X,X,X
ZOTSJLI,O,O,O,O,O,X,X,X
ZOITLJS,O,X,O,O,X,O,X,X
ZOITLSJ,O,X,O,O,X,O,X,X
ZOITJLS,O,X,O,O,X,O,X,X
ZOITJSL,O,X,O,X,X,X,X,X
ZOITSLJ,O,X,O,X,X,X,X,X
ZOITSJL,O,X,O,X,X,X,X,X
ZOILTJS,O,X,X,O,X,O,X,X
ZOILTSJ,O,X,X,O,X,X,X,X
ZOILJTS,O,X,O,O,X,O,X,X
ZOILJST,O,O,O,O,X,O,X,X
ZOILSTJ,O,O,X,O,X,X,X,X
ZOILSJT,O,O,X,O,X,O,X,X
ZOIJTLS,O,X,O,O,X,O,X,X
ZOIJTSL,O,X,O,X,X,X,X,X
ZOIJLTS,O,X,O,O,X,O,X,X
ZOIJLST,O,O,O,O,X,O,X,X
ZOIJSTL,O,O,O,X,X,X,X,X
ZOIJSLT,O,O,O,O,X,X,X,X
ZOISTLJ,O,O,O,X,X,X,O,X
ZOISTJL,O,O,O,X,X,X,O,X
ZOISLTJ,O,O,X,X,X,X,O,X
ZOISLJT,O,O,O,X,X,X,X,X
ZOISJTL,O,O,O,X,X,X,X,X
ZOISJLT,O,O,O,O,X,X,X,X
ZOLTIJS,O,X,O,O,O,O,X,X
ZOLTISJ,O,X,O,O,X,O,X,X
ZOLTJIS,O,X,O,O,O,O,X,X
ZOLTJSI,O,X,O,O,O,O,X,X
ZOLTSIJ,O,X,O,O,O,X,X,X
ZOLTSJI,O,X,O,O,O,O,X,X
ZOLITJS,O,X,X,O,X,O,X,X
ZOLITSJ,O,X,X,O,X,X,X,X
ZOLIJTS,O,X,O,O,X,O,X,X
ZOLIJST,O,X,O,O,X,O,X,X
ZOLISTJ,O,X,X,O,X,X,X,X
ZOLISJT,O,X,X,O,X,O,X,X
ZOLJTIS,O,X,O,O,O,O,X,X
ZOLJTSI,O,X,O,O,O,O,X,X
ZOLJITS,O,X,O,O,X,O,X,X
ZOLJIST,O,X,O,O,X,O,X,X
ZOLJSTI,O,O,O,O,X,O,X,X
ZOLJSIT,O,O,O,O,O,O,X,X
ZOLSTIJ,O,X,O,O,X,X,X,X
ZOLSTJI,O,O,O,O,X,O,X,X
ZOLSITJ,O,X,X,O,X,X,X,X
ZOLSIJT,O,O,O,O,O,O,X,X
ZOLSJTI,O,O,O,O,X,O,X,X
ZOLSJIT,O,O,O,O,O,O,X,X
ZOJTILS,O,O,O,O,O,O,X,X
ZOJTISL,O,O,O,X,O,X,X,X
ZOJTLIS,O,X,O,O,O,O,X,X
ZOJTLSI,O,O,O,O,O,O,X,X
ZOJTSIL,O,O,O,X,O,X,X,X
ZOJTSLI,O,O,O,O,O,X,X,X
ZOJITLS,O,X,O,O,X,O,X,X
ZOJITSL,O,X,O,X,X,X,X,X
ZOJILTS,O,X,O,O,X,O,X,X
ZOJILST,O,O,O,O,X,O,X,X
ZOJISTL,O,O,O,X,X,X,X,X
ZOJISLT,O,O,O,O,X,X,X,X
ZOJLTIS,O,X,O,O,O,O,X,X
ZOJLTSI,O,X,O,O,O,O,X,X
ZOJLITS,O,X,O,O,X,O,X,X
ZOJLIST,O,X,O,O,X,O,X,X
ZOJLSTI,O,O,O,O,X,O,X,X
ZOJLSIT,O,O,O,O,O,O,X,X
ZOJSTIL,O,O,O,X,X,X,X,X
ZOJSTLI,O,O,O,O,X,X,X,X
ZOJSITL,O,O,O,X,O,X,X,X
ZOJSILT,O,O,O,O,O,X,X,X
ZOJSLTI,O,O,O,O,X,X,X,X
ZOJSLIT,O,O,O,O,O,X,X,X
ZOSTILJ,O,O,O,X,X,X,O,X
ZOSTIJL,O,O,O,X,X,X,O,X
ZOSTLIJ,O,O,O,O,X,X,X,X
ZOSTLJI,O,O,O,O,X,X,X,X
ZOSTJIL,O,O,O,X,X,X,X,X
ZOSTJLI,O,O,O,O,X,X,X,X
ZOSITLJ,O,O,O,X,X,X,O,X
ZOSITJL,O,O,O,X,X,X,O,X
ZOSILTJ,O,O,X,X,X,X,O,X
ZOSILJT,O,O,O,X,O,X,X,X
ZOSIJTL,O,O,O,X,O,X,X,X
ZOSIJLT,O,O,O,O,O,X,X,X
ZOSLTIJ,O,O,O,O,X,X,X,X
ZOSLTJI,O,O,O,O,X,X,X,X
ZOSLITJ,O,O,X,O,X,X,X,X
ZOSLIJT,O,O,O,O,O,X,X,X
ZOSLJTI,O,O,O,O,X,X,X,X
ZOSLJIT,O,O,O,O,O,X,X,X
ZOSJTIL,O,O,O,X,X,X,X,X
ZOSJTLI,O,O,O,O,X,X,X,X
ZOSJITL,O,O,O,X,O,X,X,X
ZOSJILT,O,O,O,O,O,X,X,X
ZOSJLTI,O,O,O,O,X,X,X,X
ZOSJLIT,O,O,O,O,O,X,X,X
OTILJSZ,O,O,X,X,O,X,X,X
OTILJZS,O,X,X,X,O,O,X,X
OTILSJZ,O,O,X,X,O,X,X,X
OTILSZJ,O,O,X,O,O,O,X,X
OTILZJS,X,X,O,O,O,O,X,X
OTILZSJ,O,X,O,O,X,O,X,X
OTIJLSZ,O,O,X,X,O,X,X,O
OTIJLZS,O,X,X,X,O,X,X,O
OTIJSLZ,O,O,X,X,O,X,X,O
OTIJSZL,O,O,X,X,O,X,X,X
OTIJZLS,O,X,X,X,O,O,X,O
OTIJZSL,O,X,X,X,O,X,X,X
OTISLJZ,O,O,X,X,O,X,O,X
OTISLZJ,O,O,O,O,O,X,O,X
OTISJLZ,O,O,X,X,O,X,O,X
OTISJZL,O,O,X,X,O,X,O,X
OTISZLJ,O,O,O,X,O,X,O,X
OTISZJL,O,O,O,X,O,X,O,X
OTIZLJS,O,X,O,O,O,O,X,X
OTIZLSJ,O,X,O,O,X,O,X,X
OTIZJLS,O,X,O,O,O,O,X,X
OTIZJSL,O,X,O,X,O,X,X,X
OTIZSLJ,O,X,O,X,X,X,X,X
OTIZSJL,O,X,O,X,X,X,X,X
OTLIJSZ,O,X,X,X,O,X,X,X
OTLIJZS,O,X,X,X,O,O,X,X
OTLISJZ,O,X,X,X,O,X,X,X
OTLISZJ,O,X,X,O,O,O,X,X
OTLIZJS,X,X,O,O,O,O,X,X
OTLIZSJ,O,X,O,O,X,O,X,X
OTLJISZ,O,X,X,X,O,X,X,X
OTLJIZS,O,X,X,X,O,X,X,X
OTLJSIZ,O,X,X,X,O,X,X,X
OTLJSZI,O,X,X,O,O,X,X,X
OTLJZIS,O,X,O,O,O,O,X,X
OTLJZSI,O,X,O,O,O,O,X,X
OTLSIJZ,O,X,X,X,O,X,O,X
OTLSIZJ,O,X,O,O,O,X,O,X
OTLSJIZ,O,X,X,X,O,X,X,X
OTLSJZI,O,X,O,O,O,X,X,X
OTLSZIJ,O,X,O,O,O,X,X,X
OTLSZJI,O,X,O,O,O,O,X,X
OTLZIJS,X,X,O,O,O,O,X,X
OTLZISJ,O,X,O,O,X,O,X,X
OTLZJIS,O,X,O,O,O,O,X,X
OTLZJSI,O,X,O,O,O,O,X,X
OTLZSIJ,O,X,O,O,O,X,X,X
OTLZSJI,O,X,O,O,O,O,X,X
OTJILSZ,O,O,X,X,O,X,X,O
OTJILZS,O,X,X,X,O,X,X,O
OTJISLZ,O,O,X,X,O,X,X,O
OTJISZL,O,O,X,X,O,X,X,X
OTJIZLS,O,X,X,X,O,O,X,O
OTJIZSL,O,X,X,X,O,X,X,X
OTJLISZ,O,X,X,X,O,X,X,O
OTJLIZS,O,X,X,X,O,X,X,O
OTJLSIZ,O,X,X,X,O,X,X,X
OTJLSZI,O,X,X,O,O,X,X,X
OTJLZIS,O,X,O,O,O,X,X,X
OTJLZSI,O,X,O,O,O,X,X,X
OTJSILZ,O,O,X,X,O,X,O,O
OTJSIZL,O,O,X,X,O,X,O,X
OTJSLIZ,O,O,X,X,O,X,X,X
OTJSLZI,O,O,O,O,O,X,X,X
OTJSZIL,O,O,O,X,O,X,X,X
OTJSZLI,O,O,O,X,O,X,X,X
OTJZILS,O,O,O,O,O,O,X,O
OTJZISL,O,O,O,X,O,X,X,X
OTJZLIS,O,X,O,O,O,O,X,X
OTJZLSI,O,O,O,O,O,O,X,X
OTJZSIL,O,O,O,X,O,X,X,X
OTJZSLI,O,O,O,O,O,X,X,X
OTSILJZ,O,O,X,X,O,X,O,X
OTSILZJ,O,O,O,O,O,X,O,X
OTSIJLZ,O,O,X,X,O,X,O,X
OTSIJZL,O,O,X,X,O,X,O,X
OTSIZLJ,O,O,O,X,O,X,O,X
OTSIZJL,O,O,O,X,O,X,O,X
OTSLIJZ,O,O,X,X,O,X,O,X
OTSLIZJ,O,O,O,O,O,X,O,X
OTSLJIZ,O,O,X,X,O,X,X,X
OTSLJZI,O,O,O,O,O,X,X,X
OTSLZIJ,O,O,O,O,O,X,X,X
OTSLZJI,O,O,O,O,O,X,X,X
OTSJILZ,O,O,X,X,O,X,O,X
OTSJIZL,O,O,X,X,O,X,O,X
OTSJLIZ,O,O,X,X,O,X,X,X
OTSJLZI,O,O,O,O,O,X,X,X
OTSJZIL,O,O,O,X,O,X,X,X
OTSJZLI,O,O,O,X,O,X,X,X
OTSZILJ,O,O,O,X,O,X,O,X
OTSZIJL,O,O,O,X,O,X,O,X
OTSZLIJ,O,O,O,O,O,X,X,X
OTSZLJI,O,O,O,O,O,X,X,X
OTSZJIL,O,O,O,X,O,X,X,X
OTSZJLI,O,O,O,O,O,X,X,X
OTZILJS,O,O,O,O,O,O,X,X
OTZILSJ,O,O,O,O,X,O,X,X
OTZIJLS,O,O,O,O,O,O,X,X
OTZIJSL,O,O,O,X,O,X,X,X
OTZISLJ,O,O,O,X,X,X,X,X
OTZISJL,O,O,O,X,X,X,X,X
OTZLIJS,O,X,O,O,O,O,X,X
OTZLISJ,O,X,O,O,X,O,X,X
OTZLJIS,O,X,O,O,O,O,X,X
OTZLJSI,O,O,O,O,O,O,X,X
OTZLSIJ,O,O,O,O,O,X,X,X
OTZLSJI,O,O,O,O,O,O,X,X
OTZJILS,O,O,O,O,O,O,X,X
OTZJISL,O,O,O,X,O,X,X,X
OTZJLIS,O,X,O,O,O,O,X,X
OTZJLSI,O,O,O,O,O,O,X,X
OTZJSIL,O,O,O,X,O,X,X,X
OTZJSLI,O,O,O,O,O,X,X,X
OTZSILJ,O,O,O,X,O,X,O,X
OTZSIJL,O,O,O,X,O,X,O,X
OTZSLIJ,O,O,O,O,O,X,X,X
OTZSLJI,O,O,O,O,O,X,X,X
OTZSJIL,O,O,O,X,O,X,X,X
OTZSJLI,O,O,O,O,O,X,X,X
OITLJSZ,O,O,X,X,O,X,X,X
OITLJZS,O,X,X,X,O,O,X,X
OITLSJZ,O,O,X,X,O,X,X,X
OITLSZJ,O,O,X,O,O,O,X,X
OITLZJS,X,X,O,O,O,O,X,X
OITLZSJ,O,X,O,O,X,O,X,X
OITJLSZ,O,O,X,X,O,X,X,O
OITJLZS,O,X,X,X,O,X,X,O
OITJSLZ,O,O,X,X,O,X,X,O
OITJSZL,O,O,X,X,O,X,X,X
OITJZLS,O,X,X,X,O,O,X,O
OITJZSL,O,X,X,X,O,X,X,X
OITSLJZ,O,O,X,X,O,X,O,X
