sequence,v115@9gA8IeB8HeB8HeD8AeB8BeA8JeaFJvhFzgBfnBxiBu?sBctBFrB,v115@9gA8IeB8HeB8HeD8AeB8BeA8JeRAJvhFGiBTjBilBU?nBFrBXtB,v115@9gA8IeB8HeB8HeD8AeB8BeA8JeRAJvhFfnBTjBilBW?tBFrB0sB,v115@9gA8IeB8HeB8HeD8AeB8BeA8JeFAJvhFXhBxiBCnBT?oBmqB0sB,v115@9gA8IeB8HeB8HeD8AeB8BeA8JeFAJvhFxhB6oB3lBc?rBTnBetB,v115@9gA8IeB8HeB8HeD8AeB8BeA8JeRAJvhFGiBilBUnBT?oBFrBXtB,v115@9gA8IeB8HeB8HeD8AeB8BeA8JeaFJvhFzgBGjBRnBU?nBFrBXtB,v115@9gA8IeB8HeB8HeD8AeB8BeA8JeaFJvhFRhB+oBfrB0?mBlnBzsB
ZLTISJO,O,O,X,O,O,O,X,X
ZLTISOJ,O,O,X,O,O,O,X,X
ZLTIOJS,O,O,X,O,O,O,O,X
ZLTIOSJ,O,O,X,O,O,O,X,X
ZLTJISO,O,O,X,O,O,O,X,X
ZLTJIOS,O,O,X,O,O,O,X,X
ZLTJSIO,O,O,X,O,O,O,X,X
ZLTJSOI,O,O,X,O,O,O,X,X
ZLTJOIS,O,O,X,O,O,O,X,X
ZLTJOSI,O,O,X,O,O,O,X,X
ZLTSIJO,O,O,X,O,O,O,O,X
ZLTSIOJ,O,O,X,O,O,O,O,X
ZLTSJIO,O,O,X,O,O,O,O,X
ZLTSJOI,O,O,X,O,O,O,O,X
ZLTSOIJ,O,O,X,O,O,O,O,X
ZLTSOJI,O,O,X,O,O,O,O,X
ZLTOIJS,O,O,X,O,O,O,O,X
ZLTOISJ,O,O,X,O,O,O,X,X
ZLTOJIS,O,O,X,O,O,O,X,X
ZLTOJSI,O,O,X,O,O,O,X,X
ZLTOSIJ,O,O,X,O,X,O,O,X
ZLTOSJI,O,O,X,O,X,O,O,X
ZLITJSO,O,O,X,O,O,X,X,X
ZLITJOS,O,X,X,O,O,X,X,X
ZLITSJO,O,O,X,O,O,X,X,X
ZLITSOJ,O,O,X,O,O,X,X,X
ZLITOJS,O,X,X,O,O,X,X,X
ZLITOSJ,O,X,X,O,O,X,X,X
ZLIJTSO,O,O,O,O,O,X,X,X
ZLIJTOS,O,X,O,O,O,X,X,X
ZLIJSTO,O,O,X,O,O,X,X,X
ZLIJSOT,O,O,X,O,O,X,X,X
ZLIJOTS,X,X,O,O,O,O,X,X
ZLIJOST,O,O,X,O,O,X,X,X
ZLISTJO,O,O,X,O,O,X,X,X
ZLISTOJ,O,O,X,O,O,X,X,X
ZLISJTO,O,O,X,O,O,X,X,X
ZLISJOT,O,O,X,O,O,X,X,X
ZLISOTJ,O,O,X,O,O,X,X,X
ZLISOJT,X,O,X,O,O,X,X,X
ZLIOTJS,X,X,X,O,O,X,X,X
ZLIOTSJ,X,X,X,O,O,X,X,X
ZLIOJTS,X,X,X,O,O,O,X,X
ZLIOJST,X,O,X,O,O,X,X,X
ZLIOSTJ,O,O,X,O,O,X,X,X
ZLIOSJT,X,O,X,O,O,X,X,X
ZLJTISO,O,O,O,O,O,O,X,X
ZLJTIOS,O,O,O,O,O,O,X,X
ZLJTSIO,O,O,O,O,O,O,X,O
ZLJTSOI,O,O,O,O,O,O,X,O
ZLJTOIS,O,O,O,O,O,O,X,X
ZLJTOSI,O,O,O,O,O,O,X,X
ZLJITSO,O,O,O,O,O,X,X,X
ZLJITOS,O,X,O,O,O,X,X,X
ZLJISTO,O,O,X,O,O,X,X,X
ZLJISOT,O,O,X,O,O,X,X,X
ZLJIOTS,X,X,O,O,O,O,X,X
ZLJIOST,O,O,X,O,O,X,X,X
ZLJSTIO,O,O,X,O,O,X,X,O
ZLJSTOI,O,O,X,O,O,X,X,O
ZLJSITO,O,O,X,O,O,X,X,O
ZLJSIOT,O,O,X,O,O,X,X,O
ZLJSOTI,O,O,O,O,O,O,X,O
ZLJSOIT,O,O,X,O,O,X,X,O
ZLJOTIS,O,X,O,O,O,O,X,X
ZLJOTSI,O,X,O,O,O,O,X,X
ZLJOITS,X,X,O,O,O,O,X,X
ZLJOIST,O,O,X,O,O,X,X,X
ZLJOSTI,O,O,O,O,O,O,X,X
ZLJOSIT,O,O,X,O,O,X,X,X
ZLSTIJO,O,O,X,O,O,X,O,O
ZLSTIOJ,O,O,X,O,O,X,O,X
ZLSTJIO,O,O,X,O,O,X,O,O
ZLSTJOI,O,O,X,O,O,X,O,O
ZLSTOIJ,O,O,X,O,O,X,O,X
ZLSTOJI,O,O,X,O,O,X,O,X
ZLSITJO,O,O,X,O,O,X,O,O
ZLSITOJ,O,O,X,O,O,X,O,X
ZLSIJTO,O,O,X,O,O,X,O,O
ZLSIJOT,O,O,X,O,O,X,X,O
ZLSIOTJ,O,O,X,O,O,X,X,X
ZLSIOJT,X,O,X,O,O,X,X,O
ZLSJTIO,O,O,X,O,O,X,O,O
ZLSJTOI,O,O,X,O,O,X,O,O
ZLSJITO,O,O,X,O,O,X,O,O
ZLSJIOT,O,O,X,O,O,X,X,O
ZLSJOTI,O,O,O,O,O,O,X,O
ZLSJOIT,O,O,X,O,O,X,X,O
ZLSOTIJ,O,O,X,O,O,X,X,X
ZLSOTJI,O,O,X,O,O,X,X,X
ZLSOITJ,O,O,X,O,O,X,X,X
ZLSOIJT,X,O,X,O,O,X,X,O
ZLSOJTI,O,O,X,O,O,O,X,O
ZLSOJIT,O,O,X,O,O,X,X,O
ZLOTIJS,O,X,X,O,O,O,X,X
ZLOTISJ,O,X,X,O,O,O,X,X
ZLOTJIS,O,X,X,O,O,O,X,X
ZLOTJSI,O,X,X,O,O,O,X,X
ZLOTSIJ,O,X,X,O,X,O,X,X
ZLOTSJI,O,X,X,O,X,O,X,X
ZLOITJS,X,X,X,O,O,X,X,X
ZLOITSJ,X,X,X,O,O,X,X,X
ZLOIJTS,X,X,X,O,O,O,X,X
ZLOIJST,X,O,X,O,O,X,X,X
ZLOISTJ,O,O,X,O,O,X,X,X
ZLOISJT,X,O,X,O,O,X,X,X
ZLOJTIS,O,X,X,O,O,O,X,X
ZLOJTSI,O,X,X,O,O,O,X,X
ZLOJITS,X,X,X,O,O,O,X,X
ZLOJIST,O,O,X,O,O,X,X,X
ZLOJSTI,O,O,X,O,O,O,X,X
ZLOJSIT,O,O,X,O,O,X,X,X
ZLOSTIJ,O,O,X,O,O,X,X,X
ZLOSTJI,O,O,X,O,O,X,X,X
ZLOSITJ,O,O,X,O,O,X,X,X
ZLOSIJT,X,O,X,O,O,X,X,X
ZLOSJTI,O,O,X,O,O,O,X,X
ZLOSJIT,O,O,X,O,O,X,X,X
ZJTILSO,O,O,O,O,O,O,X,X
ZJTILOS,O,O,O,O,O,O,X,X
ZJTISLO,O,O,X,O,O,X,X,X
ZJTISOL,O,O,X,O,O,X,X,X
ZJTIOLS,O,X,O,O,O,O,X,X
ZJTIOSL,O,O,X,O,O,X,X,X
ZJTLISO,O,O,O,O,O,O,X,X
ZJTLIOS,O,O,O,O,O,O,X,X
ZJTLSIO,O,O,O,O,O,O,X,O
ZJTLSOI,O,O,O,O,O,O,X,O
ZJTLOIS,O,O,O,O,O,O,X,X
ZJTLOSI,O,O,O,O,O,O,X,X
ZJTSILO,O,O,X,O,O,X,X,O
ZJTSIOL,O,O,X,O,O,X,X,O
ZJTSLIO,O,O,O,O,O,O,X,O
ZJTSLOI,O,O,O,O,O,O,X,O
ZJTSOIL,O,O,X,O,O,X,X,O
ZJTSOLI,O,O,O,O,O,O,X,O
ZJTOILS,O,X,O,O,O,O,X,X
ZJTOISL,O,O,X,O,O,X,X,X
ZJTOLIS,O,O,O,O,O,O,X,X
ZJTOLSI,O,O,O,O,O,O,X,X
ZJTOSIL,O,O,X,O,O,X,X,X
ZJTOSLI,O,O,O,O,O,O,X,X
ZJITLSO,O,O,O,O,O,O,X,X
ZJITLOS,O,O,O,O,O,O,X,X
ZJITSLO,O,O,X,O,O,X,X,X
ZJITSOL,O,O,X,O,O,X,X,X
ZJITOLS,O,X,O,O,O,O,X,X
ZJITOSL,O,O,X,O,O,X,X,X
ZJILTSO,O,O,O,O,O,X,X,X
ZJILTOS,O,X,O,O,O,X,X,X
ZJILSTO,O,O,X,O,O,X,X,X
ZJILSOT,O,O,X,O,O,X,X,X
ZJILOTS,X,X,O,O,O,O,X,X
ZJILOST,O,O,X,O,O,X,X,X
ZJISTLO,O,O,X,O,O,X,X,X
ZJISTOL,O,O,X,O,O,X,X,X
ZJISLTO,O,O,X,O,O,X,X,X
ZJISLOT,O,O,X,O,O,X,X,X
ZJISOTL,O,O,X,O,O,X,X,X
ZJISOLT,O,O,X,O,O,X,X,X
ZJIOTLS,X,X,O,O,O,O,X,X
ZJIOTSL,X,X,X,O,O,X,X,X
ZJIOLTS,X,X,O,O,O,O,X,X
ZJIOLST,O,X,X,O,O,X,X,X
ZJIOSTL,O,O,X,O,O,X,X,X
ZJIOSLT,O,O,X,O,O,X,X,X
ZJLTISO,O,O,O,O,O,O,X,X
ZJLTIOS,O,O,O,O,O,O,X,X
ZJLTSIO,O,O,O,O,O,O,X,O
ZJLTSOI,O,O,O,O,O,O,X,O
ZJLTOIS,O,O,O,O,O,O,X,X
ZJLTOSI,O,O,O,O,O,O,X,X
ZJLITSO,O,O,O,O,O,X,X,X
ZJLITOS,O,X,O,O,O,X,X,X
ZJLISTO,O,O,X,O,O,X,X,X
ZJLISOT,O,O,X,O,O,X,X,X
ZJLIOTS,X,X,O,O,O,O,X,X
ZJLIOST,O,O,X,O,O,X,X,X
ZJLSTIO,O,O,X,O,O,X,X,O
ZJLSTOI,O,O,X,O,O,X,X,O
ZJLSITO,O,O,X,O,O,X,X,O
ZJLSIOT,O,O,X,O,O,X,X,O
ZJLSOTI,O,O,O,O,O,O,X,O
ZJLSOIT,O,O,X,O,O,X,X,O
ZJLOTIS,O,X,O,O,O,O,X,X
ZJLOTSI,O,X,O,O,O,O,X,X
ZJLOITS,X,X,O,O,O,O,X,X
ZJLOIST,O,O,X,O,O,X,X,X
ZJLOSTI,O,O,O,O,O,O,X,X
ZJLOSIT,O,O,X,O,O,X,X,X
ZJSTILO,O,O,X,O,O,X,X,O
ZJSTIOL,O,O,X,O,O,X,X,O
ZJSTLIO,O,O,O,O,O,O,X,O
ZJSTLOI,O,O,O,O,O,O,X,O
ZJSTOIL,O,O,X,O,O,X,X,O
ZJSTOLI,O,O,O,O,O,O,X,O
ZJSITLO,O,O,X,O,O,X,X,O
ZJSITOL,O,O,X,O,O,X,X,O
ZJSILTO,O,O,X,O,O,X,X,O
ZJSILOT,O,O,X,O,O,X,X,O
ZJSIOTL,O,O,X,O,O,X,X,O
ZJSIOLT,O,O,X,O,O,X,X,O
ZJSLTIO,O,O,X,O,O,X,X,O
ZJSLTOI,O,O,X,O,O,X,X,O
ZJSLITO,O,O,X,O,O,X,X,O
ZJSLIOT,O,O,X,O,O,X,X,O
ZJSLOTI,O,O,O,O,O,O,X,O
ZJSLOIT,O,O,X,O,O,X,X,O
ZJSOTIL,O,O,X,O,O,X,X,O
ZJSOTLI,O,O,O,O,O,O,X,O
ZJSOITL,O,O,X,O,O,X,X,O
ZJSOILT,O,O,X,O,O,X,X,O
ZJSOLTI,O,O,O,O,O,O,X,O
ZJSOLIT,O,O,X,O,O,X,X,O
ZJOTILS,O,X,O,O,O,O,X,X
ZJOTISL,O,O,X,O,O,X,X,X
ZJOTLIS,O,O,O,O,O,O,X,X
ZJOTLSI,O,O,O,O,O,O,X,X
ZJOTSIL,O,O,X,O,O,X,X,X
ZJOTSLI,O,O,O,O,O,O,X,X
ZJOITLS,X,X,O,O,O,O,X,X
ZJOITSL,X,X,X,O,O,X,X,X
ZJOILTS,X,X,O,O,O,O,X,X
ZJOILST,O,X,X,O,O,X,X,X
ZJOISTL,O,O,X,O,O,X,X,X
ZJOISLT,O,O,X,O,O,X,X,X
ZJOLTIS,O,X,O,O,O,O,X,X
ZJOLTSI,O,X,O,O,O,O,X,X
ZJOLITS,X,X,O,O,O,O,X,X
ZJOLIST,O,O,X,O,O,X,X,X
ZJOLSTI,O,O,O,O,O,O,X,X
ZJOLSIT,O,O,X,O,O,X,X,X
ZJOSTIL,O,O,X,O,O,X,X,X
ZJOSTLI,O,O,O,O,O,O,X,X
ZJOSITL,O,O,X,O,O,X,X,X
ZJOSILT,O,O,X,O,O,X,X,X
ZJOSLTI,O,O,O,O,O,O,X,X
ZJOSLIT,O,O,X,O,O,X,X,X
ZSTILJO,O,O,X,X,O,X,O,O
ZSTILOJ,O,O,X,X,O,X,O,X
ZSTIJLO,O,O,X,X,O,X,O,O
ZSTIJOL,O,O,X,X,O,X,O,O
ZSTIOLJ,O,O,X,X,O,X,O,X
ZSTIOJL,O,O,X,X,O,X,O,X
ZSTLIJO,O,O,O,O,O,O,O,O
ZSTLIOJ,O,O,X,O,O,O,O,X
ZSTLJIO,O,O,O,O,O,O,O,O
ZSTLJOI,O,O,O,O,O,O,O,O
ZSTLOIJ,O,O,X,O,O,O,O,X
ZSTLOJI,O,O,X,O,O,O,O,X
ZSTJILO,O,O,X,X,O,X,O,O
ZSTJIOL,O,O,X,X,O,X,O,O
ZSTJLIO,O,O,O,X,O,O,O,O
ZSTJLOI,O,O,O,X,O,O,O,O
ZSTJOIL,O,O,X,X,O,X,O,O
ZSTJOLI,O,O,O,X,O,O,O,O
ZSTOILJ,O,O,X,O,O,X,O,X
ZSTOIJL,O,O,X,X,O,X,O,X
ZSTOLIJ,O,O,X,O,O,O,O,X
ZSTOLJI,O,O,X,O,O,O,O,X
ZSTOJIL,O,O,X,X,O,X,O,X
ZSTOJLI,O,O,X,X,O,O,O,X
ZSITLJO,O,O,X,X,O,X,O,O
ZSITLOJ,O,O,X,X,O,X,O,X
ZSITJLO,O,O,X,X,O,X,O,O
ZSITJOL,O,O,X,X,O,X,O,O
ZSITOLJ,O,O,X,X,O,X,O,X
ZSITOJL,O,O,X,X,O,X,O,X
ZSILTJO,O,O,X,X,O,X,O,O
ZSILTOJ,O,O,X,X,O,X,O,X
ZSILJTO,O,O,X,X,O,X,O,O
ZSILJOT,O,O,X,X,O,X,X,O
ZSILOTJ,O,O,X,X,O,X,X,X
ZSILOJT,X,O,X,X,O,X,X,O
ZSIJTLO,O,O,X,X,O,X,O,O
ZSIJTOL,O,O,X,X,O,X,O,O
ZSIJLTO,O,O,X,X,O,X,O,O
ZSIJLOT,O,O,X,X,O,X,X,O
ZSIJOTL,O,O,X,X,O,X,X,O
ZSIJOLT,O,O,X,X,O,X,X,O
ZSIOTLJ,O,O,X,X,O,X,X,X
ZSIOTJL,O,O,X,X,O,X,X,X
ZSIOLTJ,O,O,X,X,O,X,X,X
ZSIOLJT,X,O,X,X,O,X,X,O
ZSIOJTL,X,O,X,X,O,X,X,O
ZSIOJLT,X,O,X,X,O,X,X,O
ZSLTIJO,O,O,X,O,O,X,O,O
ZSLTIOJ,O,O,X,O,O,X,O,X
ZSLTJIO,O,O,X,O,O,X,O,O
ZSLTJOI,O,O,X,O,O,X,O,O
ZSLTOIJ,O,O,X,O,O,X,O,X
ZSLTOJI,O,O,X,O,O,X,O,X
ZSLITJO,O,O,X,O,O,X,O,O
ZSLITOJ,O,O,X,O,O,X,O,X
ZSLIJTO,O,O,X,O,O,X,O,O
ZSLIJOT,O,O,X,O,O,X,X,O
ZSLIOTJ,O,O,X,O,O,X,X,X
ZSLIOJT,X,O,X,O,O,X,X,O
ZSLJTIO,O,O,X,O,O,X,O,O
ZSLJTOI,O,O,X,O,O,X,O,O
ZSLJITO,O,O,X,O,O,X,O,O
ZSLJIOT,O,O,X,O,O,X,X,O
ZSLJOTI,O,O,O,O,O,O,X,O
ZSLJOIT,O,O,X,O,O,X,X,O
ZSLOTIJ,O,O,X,O,O,X,X,X
ZSLOTJI,O,O,X,O,O,X,X,X
ZSLOITJ,O,O,X,O,O,X,X,X
ZSLOIJT,X,O,X,O,O,X,X,O
ZSLOJTI,O,O,X,O,O,O,X,O
ZSLOJIT,O,O,X,O,O,X,X,O
ZSJTILO,O,O,X,O,O,X,O,O
ZSJTIOL,O,O,X,O,O,X,O,O
ZSJTLIO,O,O,O,O,O,O,O,O
ZSJTLOI,O,O,O,O,O,O,O,O
ZSJTOIL,O,O,X,O,O,X,O,O
ZSJTOLI,O,O,O,O,O,O,O,O
ZSJITLO,O,O,X,O,O,X,O,O
ZSJITOL,O,O,X,O,O,X,O,O
ZSJILTO,O,O,X,O,O,X,O,O
ZSJILOT,O,O,X,O,O,X,X,O
ZSJIOTL,O,O,X,O,O,X,X,O
ZSJIOLT,O,O,X,O,O,X,X,O
ZSJLTIO,O,O,X,O,O,X,O,O
ZSJLTOI,O,O,X,O,O,X,O,O
ZSJLITO,O,O,X,O,O,X,O,O
ZSJLIOT,O,O,X,O,O,X,X,O
ZSJLOTI,O,O,O,O,O,O,X,O
ZSJLOIT,O,O,X,O,O,X,X,O
ZSJOTIL,O,O,X,O,O,X,X,O
ZSJOTLI,O,O,O,O,O,O,X,O
ZSJOITL,O,O,X,O,O,X,X,O
ZSJOILT,O,O,X,O,O,X,X,O
ZSJOLTI,O,O,O,O,O,O,X,O
ZSJOLIT,O,O,X,O,O,X,X,O
ZSOTILJ,O,O,X,O,O,X,X,X
ZSOTIJL,O,O,X,X,O,X,X,X
ZSOTLIJ,O,O,X,O,O,O,X,X
ZSOTLJI,O,O,X,O,O,O,X,X
ZSOTJIL,O,O,X,X,O,X,X,X
ZSOTJLI,O,O,X,X,O,O,X,X
ZSOITLJ,O,O,X,O,O,X,X,X
ZSOITJL,O,O,X,X,O,X,X,X
ZSOILTJ,O,O,X,O,O,X,X,X
ZSOILJT,X,O,X,O,O,X,X,O
ZSOIJTL,X,O,X,O,O,X,X,O
ZSOIJLT,X,O,X,O,O,X,X,O
ZSOLTIJ,O,O,X,O,O,X,X,X
ZSOLTJI,O,O,X,O,O,X,X,X
ZSOLITJ,O,O,X,O,O,X,X,X
ZSOLIJT,X,O,X,O,O,X,X,O
ZSOLJTI,O,O,X,O,O,O,X,O
ZSOLJIT,O,O,X,O,O,X,X,O
ZSOJTIL,O,O,X,O,O,X,X,O
ZSOJTLI,O,O,X,O,O,O,X,O
ZSOJITL,O,O,X,O,O,X,X,O
ZSOJILT,O,O,X,O,O,X,X,O
ZSOJLTI,O,O,X,O,O,O,X,O
ZSOJLIT,O,O,X,O,O,X,X,O
ZOTILJS,O,X,X,O,O,O,X,X
ZOTILSJ,O,X,X,O,O,O,X,X
ZOTIJLS,O,X,X,O,O,O,X,X
ZOTIJSL,O,O,X,O,O,X,X,X
ZOTISLJ,O,O,X,O,O,X,X,X
ZOTISJL,O,O,X,X,O,X,X,X
ZOTLIJS,O,O,X,O,O,O,X,X
ZOTLISJ,O,O,X,O,O,O,X,X
ZOTLJIS,O,O,X,O,O,O,X,X
ZOTLJSI,O,O,X,O,O,O,X,X
ZOTLSIJ,O,O,X,O,X,O,X,X
ZOTLSJI,O,O,X,O,X,O,X,X
ZOTJILS,O,X,X,O,O,O,X,X
ZOTJISL,O,O,X,O,O,X,X,X
ZOTJLIS,O,O,X,O,O,O,X,X
ZOTJLSI,O,O,X,O,O,O,X,X
ZOTJSIL,O,O,X,O,O,X,X,X
ZOTJSLI,O,O,X,O,O,O,X,X
ZOTSILJ,O,O,X,O,O,X,X,X
ZOTSIJL,O,O,X,X,O,X,X,X
ZOTSLIJ,O,O,X,O,O,O,X,X
ZOTSLJI,O,O,X,O,O,O,X,X
ZOTSJIL,O,O,X,X,O,X,X,X
ZOTSJLI,O,O,X,X,O,O,X,X
ZOITLJS,X,X,X,O,O,O,X,X
ZOITLSJ,X,X,X,O,O,O,X,X
ZOITJLS,X,X,X,O,O,O,X,X
ZOITJSL,X,X,X,O,O,X,X,X
ZOITSLJ,X,X,X,O,O,X,X,X
ZOITSJL,X,X,X,X,O,X,X,X
ZOILTJS,X,X,X,O,O,X,X,X
ZOILTSJ,X,X,X,O,O,X,X,X
ZOILJTS,X,X,X,O,O,O,X,X
ZOILJST,X,X,X,O,O,X,X,X
ZOILSTJ,O,X,X,O,O,X,X,X
ZOILSJT,X,X,X,O,O,X,X,X
ZOIJTLS,X,X,X,O,O,O,X,X
ZOIJTSL,X,X,X,O,O,X,X,X
ZOIJLTS,X,X,X,O,O,O,X,X
ZOIJLST,X,X,X,O,O,X,X,X
ZOIJSTL,X,O,X,O,O,X,X,X
ZOIJSLT,X,O,X,O,O,X,X,X
ZOISTLJ,O,X,X,O,O,X,X,X
ZOISTJL,O,O,X,X,O,X,X,X
ZOISLTJ,O,X,X,O,O,X,X,X
ZOISLJT,X,O,X,O,O,X,X,X
ZOISJTL,X,O,X,O,O,X,X,X
ZOISJLT,X,O,X,O,O,X,X,X
ZOLTIJS,O,X,X,O,O,O,X,X
ZOLTISJ,O,X,X,O,O,O,X,X
ZOLTJIS,O,X,X,O,O,O,X,X
ZOLTJSI,O,X,X,O,O,O,X,X
ZOLTSIJ,O,X,X,O,X,O,X,X
ZOLTSJI,O,X,X,O,X,O,X,X
ZOLITJS,X,X,X,O,O,X,X,X
ZOLITSJ,X,X,X,O,O,X,X,X
ZOLIJTS,X,X,X,O,O,O,X,X
ZOLIJST,X,O,X,O,O,X,X,X
ZOLISTJ,O,O,X,O,O,X,X,X
ZOLISJT,X,O,X,O,O,X,X,X
ZOLJTIS,O,X,X,O,O,O,X,X
ZOLJTSI,O,X,X,O,O,O,X,X
ZOLJITS,X,X,X,O,O,O,X,X
ZOLJIST,O,O,X,O,O,X,X,X
ZOLJSTI,O,O,X,O,O,O,X,X
ZOLJSIT,O,O,X,O,O,X,X,X
ZOLSTIJ,O,O,X,O,O,X,X,X
ZOLSTJI,O,O,X,O,O,X,X,X
ZOLSITJ,O,O,X,O,O,X,X,X
ZOLSIJT,X,O,X,O,O,X,X,X
ZOLSJTI,O,O,X,O,O,O,X,X
ZOLSJIT,O,O,X,O,O,X,X,X
ZOJTILS,O,X,X,O,O,O,X,X
ZOJTISL,O,O,X,O,O,X,X,X
ZOJTLIS,O,O,X,O,O,O,X,X
ZOJTLSI,O,O,X,O,O,O,X,X
ZOJTSIL,O,O,X,O,O,X,X,X
ZOJTSLI,O,O,X,O,O,O,X,X
ZOJITLS,X,X,X,O,O,O,X,X
ZOJITSL,X,X,X,O,O,X,X,X
ZOJILTS,X,X,X,O,O,O,X,X
ZOJILST,O,X,X,O,O,X,X,X
ZOJISTL,O,O,X,O,O,X,X,X
ZOJISLT,O,O,X,O,O,X,X,X
ZOJLTIS,O,X,X,O,O,O,X,X
ZOJLTSI,O,X,X,O,O,O,X,X
ZOJLITS,X,X,X,O,O,O,X,X
ZOJLIST,O,O,X,O,O,X,X,X
ZOJLSTI,O,O,X,O,O,O,X,X
ZOJLSIT,O,O,X,O,O,X,X,X
ZOJSTIL,O,O,X,O,O,X,X,X
ZOJSTLI,O,O,X,O,O,O,X,X
ZOJSITL,O,O,X,O,O,X,X,X
ZOJSILT,O,O,X,O,O,X,X,X
ZOJSLTI,O,O,X,O,O,O,X,X
ZOJSLIT,O,O,X,O,O,X,X,X
ZOSTILJ,O,O,X,O,O,X,X,X
ZOSTIJL,O,O,X,X,O,X,X,X
ZOSTLIJ,O,O,X,O,O,O,X,X
ZOSTLJI,O,O,X,O,O,O,X,X
ZOSTJIL,O,O,X,X,O,X,X,X
ZOSTJLI,O,O,X,X,O,O,X,X
ZOSITLJ,O,O,X,O,O,X,X,X
ZOSITJL,O,O,X,X,O,X,X,X
ZOSILTJ,O,O,X,O,O,X,X,X
ZOSILJT,X,O,X,O,O,X,X,X
ZOSIJTL,X,O,X,O,O,X,X,X
ZOSIJLT,X,O,X,O,O,X,X,X
ZOSLTIJ,O,O,X,O,O,X,X,X
ZOSLTJI,O,O,X,O,O,X,X,X
ZOSLITJ,O,O,X,O,O,X,X,X
ZOSLIJT,X,O,X,O,O,X,X,X
ZOSLJTI,O,O,X,O,O,O,X,X
ZOSLJIT,O,O,X,O,O,X,X,X
ZOSJTIL,O,O,X,O,O,X,X,X
ZOSJTLI,O,O,X,O,O,O,X,X
ZOSJITL,O,O,X,O,O,X,X,X
ZOSJILT,O,O,X,O,O,X,X,X
ZOSJLTI,O,O,X,O,O,O,X,X
ZOSJLIT,O,O,X,O,O,X,X,X
OTILJSZ,X,X,O,O,O,X,O,X
OTILJZS,X,X,O,O,O,O,O,X
OTILSJZ,O,O,O,O,X,X,O,X
OTILSZJ,O,O,X,O,X,O,O,X
OTILZJS,O,O,X,O,X,O,O,X
OTILZSJ,O,O,X,O,X,O,X,X
OTIJLSZ,X,X,O,O,O,X,O,X
OTIJLZS,X,X,O,O,O,O,O,X
OTIJSLZ,X,X,O,O,O,X,O,X
OTIJSZL,X,X,X,O,O,X,X,X
OTIJZLS,X,X,O,O,O,X,O,X
OTIJZSL,X,X,X,O,O,X,X,X
OTISLJZ,O,O,X,O,X,X,O,X
OTISLZJ,O,O,X,O,X,O,O,X
OTISJLZ,O,O,X,X,O,X,O,X
OTISJZL,X,O,X,X,O,X,O,X
OTISZLJ,O,O,X,X,O,X,O,X
OTISZJL,O,O,X,X,O,X,O,X
OTIZLJS,O,X,X,O,O,O,O,X
OTIZLSJ,O,X,X,O,X,O,X,X
OTIZJLS,O,X,X,X,O,O,O,X
OTIZJSL,O,O,X,X,O,X,X,X
OTIZSLJ,O,O,X,X,O,X,X,X
OTIZSJL,O,O,X,X,O,X,X,X
OTLIJSZ,X,X,O,O,O,X,O,X
OTLIJZS,X,X,O,O,O,O,O,X
OTLISJZ,O,O,O,O,X,X,O,X
OTLISZJ,O,O,X,O,X,O,O,X
OTLIZJS,O,O,X,O,X,O,O,X
OTLIZSJ,O,O,X,O,X,O,X,X
OTLJISZ,X,X,O,O,O,X,O,X
OTLJIZS,X,X,O,O,O,O,O,X
OTLJSIZ,O,X,O,O,O,X,O,X
OTLJSZI,O,X,O,O,O,X,O,X
OTLJZIS,O,X,O,O,O,O,X,X
OTLJZSI,O,X,O,O,O,O,X,X
OTLSIJZ,O,O,O,O,X,X,O,X
OTLSIZJ,O,O,X,O,X,O,O,X
OTLSJIZ,O,O,O,O,O,X,O,X
OTLSJZI,O,O,O,O,O,X,O,X
OTLSZIJ,O,O,X,O,O,O,O,X
OTLSZJI,O,O,X,O,O,O,O,X
OTLZIJS,O,O,X,O,O,O,O,X
OTLZISJ,O,O,X,O,O,O,X,X
OTLZJIS,O,O,X,O,O,O,X,X
OTLZJSI,O,O,X,O,O,O,X,X
OTLZSIJ,O,O,X,O,X,O,O,X
OTLZSJI,O,O,X,O,X,O,O,X
OTJILSZ,X,X,O,O,O,X,O,X
OTJILZS,X,X,O,O,O,O,O,X
OTJISLZ,X,X,O,O,O,X,O,X
OTJISZL,X,X,X,O,O,X,X,X
OTJIZLS,X,X,O,O,O,X,O,X
OTJIZSL,X,X,X,O,O,X,X,X
OTJLISZ,X,X,O,O,O,X,O,X
OTJLIZS,X,X,O,O,O,O,O,X
OTJLSIZ,O,X,O,O,O,X,O,X
OTJLSZI,O,X,O,O,O,X,O,X
OTJLZIS,O,X,O,O,O,O,X,X
OTJLZSI,O,X,O,O,O,O,X,X
OTJSILZ,O,X,O,O,O,X,O,X
OTJSIZL,X,X,X,O,O,X,O,X
OTJSLIZ,O,X,O,O,O,X,O,X
OTJSLZI,O,X,O,O,O,X,O,X
OTJSZIL,O,X,X,O,O,X,O,X
OTJSZLI,O,X,O,O,O,X,O,X
OTJZILS,O,X,O,O,O,O,X,X
OTJZISL,O,X,X,O,O,X,X,X
OTJZLIS,O,X,O,O,O,O,X,X
OTJZLSI,O,X,O,O,O,O,X,X
OTJZSIL,O,X,X,O,O,X,X,X
