sequence,v115@AhA8IeA8EeA8CeB8CeB8CeC8BeB8JeZFJvhF/mBUiB?FjB6pBOpBTsB,v115@AhA8IeA8EeA8CeB8CeB8CeC8BeB8JeZFJvhF/mBUiB?FjBOpB6pBTsB,v115@AhA8IeA8EeA8CeB8CeB8CeC8BeB8Je/EJvhFalBThB?xiBlnB2uBUsB,v115@AhA8IeA8EeA8CeB8CeB8CeC8BeB8Jem/IvhFThBxiB?KpBfqBlnBUsB,v115@AhA8IeA8EeA8CeB8CeB8CeC8BeB8Je2EJvhFThBxiB?lnB3kByuBUsB,v115@AhA8IeA8EeA8CeB8CeB8CeC8BeB8Jem/IvhFThBxiB?VsBipB0pB3sB,v115@AhA8IeA8EeA8CeB8CeB8CeC8BeB8Jei/IvhFThBxiB?cpBeqBVsB3sB,v115@AhA8IeA8EeA8CeB8CeB8CeC8BeB8JeTBJvhFxiBikB?lnB3pBUsBmpB
ZLSTJIO,O,X,X,O,O,X,X,O
ZLSTJOI,X,X,X,O,O,X,X,O
ZLSTOIJ,O,X,X,O,O,X,X,O
ZLSTOJI,X,X,X,O,O,X,X,O
ZLSITJO,O,X,X,O,X,X,X,O
ZLSITOJ,O,X,X,O,X,X,X,O
ZLSIJTO,O,X,X,O,X,X,X,X
ZLSIJOT,X,X,X,O,X,X,X,X
ZLSIOTJ,O,X,X,O,X,X,X,O
ZLSIOJT,O,X,X,O,X,X,X,X
ZLSJTIO,O,X,X,O,O,X,X,O
ZLSJTOI,X,X,X,O,O,X,X,O
ZLSJITO,O,X,X,O,X,X,X,X
ZLSJIOT,X,X,X,O,X,X,X,X
ZLSJOTI,X,X,X,O,O,X,X,O
ZLSJOIT,X,X,X,O,X,X,X,X
ZLSOTIJ,O,X,X,O,O,X,X,O
ZLSOTJI,O,X,X,O,O,X,X,O
ZLSOITJ,O,X,X,O,X,X,X,O
ZLSOIJT,O,X,X,O,X,X,X,X
ZLSOJTI,O,X,X,O,O,X,X,O
ZLSOJIT,O,X,X,O,X,X,X,X
ZLOTIJS,X,X,O,O,O,O,X,X
ZLOTISJ,O,X,X,O,O,O,X,O
ZLOTJIS,X,X,O,O,O,O,X,X
ZLOTJSI,X,X,O,O,O,O,X,X
ZLOTSIJ,O,X,X,O,O,O,X,O
ZLOTSJI,O,X,X,O,O,O,X,O
ZLOITJS,X,X,X,O,O,X,X,X
ZLOITSJ,O,X,X,O,O,X,X,X
ZLOIJTS,X,X,X,X,O,O,X,X
ZLOIJST,X,X,O,O,X,X,X,X
ZLOISTJ,O,X,X,O,X,X,X,X
ZLOISJT,O,X,X,O,X,X,X,X
ZLOJTIS,X,X,O,O,O,O,X,X
ZLOJTSI,X,X,O,O,O,O,X,X
ZLOJITS,X,X,X,X,O,O,X,X
ZLOJIST,X,X,O,O,X,X,X,X
ZLOJSTI,X,X,O,O,O,X,X,X
ZLOJSIT,X,X,O,O,X,X,X,X
ZLOSTIJ,O,X,X,O,O,X,X,O
ZLOSTJI,O,X,X,O,O,X,X,O
ZLOSITJ,O,X,X,O,X,X,X,O
ZLOSIJT,O,X,X,O,X,X,X,X
ZLOSJTI,O,X,X,O,O,X,X,O
ZLOSJIT,O,X,X,O,X,X,X,X
ZJTILSO,X,X,O,O,O,X,O,X
ZJTILOS,X,X,O,O,O,X,O,X
ZJTISLO,X,O,O,X,X,X,O,O
ZJTISOL,X,O,O,X,X,X,O,O
ZJTIOLS,X,X,O,O,O,X,O,X
ZJTIOSL,X,O,O,X,X,X,O,O
ZJTLISO,X,X,O,O,O,X,O,X
ZJTLIOS,X,X,O,O,O,X,O,X
ZJTLSIO,X,X,O,O,O,X,O,X
ZJTLSOI,X,X,O,O,O,X,O,X
ZJTLOIS,X,X,O,O,O,X,O,X
ZJTLOSI,X,X,O,O,O,X,O,X
ZJTSILO,X,O,O,X,X,X,O,O
ZJTSIOL,X,O,O,X,X,X,O,O
ZJTSLIO,X,O,O,X,X,X,O,O
ZJTSLOI,X,X,O,X,X,X,O,O
ZJTSOIL,X,O,O,X,X,X,O,O
ZJTSOLI,X,X,O,X,X,X,O,O
ZJTOILS,X,X,O,O,O,X,O,X
ZJTOISL,X,O,O,X,X,X,O,O
ZJTOLIS,X,X,O,O,O,X,O,X
ZJTOLSI,X,X,O,O,O,X,O,X
ZJTOSIL,X,O,O,X,X,X,O,O
ZJTOSLI,X,O,O,X,X,X,O,O
ZJITLSO,X,X,O,X,X,X,O,X
ZJITLOS,X,X,O,X,X,X,O,X
ZJITSLO,X,O,O,X,X,X,O,X
ZJITSOL,X,O,O,X,X,X,O,X
ZJITOLS,X,X,O,X,X,X,O,X
ZJITOSL,X,O,O,X,X,X,O,X
ZJILTSO,X,X,X,X,X,X,O,X
ZJILTOS,X,X,X,X,X,X,O,X
ZJILSTO,X,X,O,O,X,X,O,X
ZJILSOT,X,X,O,O,X,X,O,X
ZJILOTS,X,X,X,X,X,X,O,X
ZJILOST,X,X,O,O,X,X,O,X
ZJISTLO,X,O,O,X,X,X,O,X
ZJISTOL,X,O,O,X,X,X,O,X
ZJISLTO,X,O,O,X,X,X,O,X
ZJISLOT,X,X,O,X,X,X,O,X
ZJISOTL,X,O,O,X,X,X,X,X
ZJISOLT,X,O,O,X,X,X,O,X
ZJIOTLS,X,X,O,X,X,X,O,X
ZJIOTSL,X,O,O,X,X,X,O,X
ZJIOLTS,X,X,X,X,X,X,O,X
ZJIOLST,X,X,O,O,X,X,O,X
ZJIOSTL,X,O,O,X,X,X,X,X
ZJIOSLT,X,O,O,X,X,X,O,X
ZJLTISO,X,X,O,O,O,X,O,X
ZJLTIOS,X,X,O,O,O,X,O,X
ZJLTSIO,X,X,O,O,O,X,O,X
ZJLTSOI,X,X,O,O,O,X,O,X
ZJLTOIS,X,X,O,O,O,X,O,X
ZJLTOSI,X,X,O,O,O,X,O,X
ZJLITSO,X,X,X,X,O,X,O,X
ZJLITOS,X,X,X,X,O,X,O,X
ZJLISTO,X,X,O,O,X,X,O,X
ZJLISOT,X,X,O,O,X,X,O,X
ZJLIOTS,X,X,X,X,O,X,O,X
ZJLIOST,X,X,O,O,X,X,O,X
ZJLSTIO,X,X,O,O,O,X,O,X
ZJLSTOI,X,X,O,O,O,X,O,X
ZJLSITO,X,X,O,O,X,X,O,X
ZJLSIOT,X,X,O,O,X,X,O,X
ZJLSOTI,X,X,O,O,O,X,O,X
ZJLSOIT,X,X,O,O,X,X,O,X
ZJLOTIS,X,X,O,O,O,X,O,X
ZJLOTSI,X,X,O,O,O,X,O,X
ZJLOITS,X,X,X,X,O,X,O,X
ZJLOIST,X,X,O,O,X,X,O,X
ZJLOSTI,X,X,O,O,O,X,O,X
ZJLOSIT,X,X,O,O,X,X,O,X
ZJSTILO,X,O,O,X,X,X,O,O
ZJSTIOL,X,O,O,X,X,X,O,O
ZJSTLIO,X,O,O,X,X,X,O,O
ZJSTLOI,X,X,O,X,X,X,O,O
ZJSTOIL,X,O,O,X,X,X,O,O
ZJSTOLI,X,X,O,X,X,X,O,O
ZJSITLO,X,O,O,X,X,X,O,X
ZJSITOL,X,O,O,X,X,X,O,X
ZJSILTO,X,O,O,X,X,X,O,X
ZJSILOT,X,X,O,X,X,X,O,X
ZJSIOTL,X,O,O,X,X,X,X,X
ZJSIOLT,X,O,O,X,X,X,O,X
ZJSLTIO,X,O,O,X,X,X,O,O
ZJSLTOI,X,X,O,X,X,X,O,O
ZJSLITO,X,O,O,X,X,X,O,X
ZJSLIOT,X,X,O,X,X,X,O,X
ZJSLOTI,X,X,O,X,X,X,O,O
ZJSLOIT,X,X,O,X,X,X,O,X
ZJSOTIL,X,O,O,X,X,X,O,O
ZJSOTLI,X,O,O,X,X,X,O,O
ZJSOITL,X,O,O,X,X,X,X,X
ZJSOILT,X,O,O,X,X,X,O,X
ZJSOLTI,X,O,O,X,X,X,O,O
ZJSOLIT,X,O,O,X,X,X,O,X
ZJOTILS,X,X,O,O,O,X,O,X
ZJOTISL,X,O,O,X,X,X,O,O
ZJOTLIS,X,X,O,O,O,X,O,X
ZJOTLSI,X,X,O,O,O,X,O,X
ZJOTSIL,X,O,O,X,X,X,O,O
ZJOTSLI,X,O,O,X,X,X,O,O
ZJOITLS,X,X,O,X,X,X,O,X
ZJOITSL,X,O,O,X,X,X,O,X
ZJOILTS,X,X,X,X,X,X,O,X
ZJOILST,X,X,O,O,X,X,O,X
ZJOISTL,X,O,O,X,X,X,X,X
ZJOISLT,X,O,O,X,X,X,O,X
ZJOLTIS,X,X,O,O,O,X,O,X
ZJOLTSI,X,X,O,O,O,X,O,X
ZJOLITS,X,X,X,X,O,X,O,X
ZJOLIST,X,X,O,O,X,X,O,X
ZJOLSTI,X,X,O,O,O,X,O,X
ZJOLSIT,X,X,O,O,X,X,O,X
ZJOSTIL,X,O,O,X,X,X,O,O
ZJOSTLI,X,O,O,X,X,X,O,O
ZJOSITL,X,O,O,X,X,X,X,X
ZJOSILT,X,O,O,X,X,X,O,X
ZJOSLTI,X,O,O,X,X,X,O,O
ZJOSLIT,X,O,O,X,X,X,O,X
ZSTILJO,O,O,X,O,O,X,X,O
ZSTILOJ,O,X,X,O,O,X,X,O
ZSTIJLO,O,O,O,X,X,X,X,O
ZSTIJOL,X,O,O,X,X,X,X,O
ZSTIOLJ,O,X,X,O,O,X,X,O
ZSTIOJL,X,O,O,X,X,X,X,O
ZSTLIJO,O,O,X,O,O,X,X,O
ZSTLIOJ,O,X,X,O,O,X,X,O
ZSTLJIO,O,O,X,O,O,X,X,O
ZSTLJOI,X,X,X,O,O,X,X,O
ZSTLOIJ,O,X,X,O,O,X,X,O
ZSTLOJI,X,X,X,O,O,X,X,O
ZSTJILO,O,O,O,X,X,X,X,O
ZSTJIOL,X,O,O,X,X,X,X,O
ZSTJLIO,O,O,O,X,X,X,X,O
ZSTJLOI,X,X,O,X,X,X,X,O
ZSTJOIL,X,O,O,X,X,X,X,O
ZSTJOLI,X,X,O,X,X,X,X,O
ZSTOILJ,O,X,X,O,O,X,X,O
ZSTOIJL,X,O,O,X,X,X,X,O
ZSTOLIJ,O,X,X,O,O,X,X,O
ZSTOLJI,X,X,X,O,O,X,X,O
ZSTOJIL,X,O,O,X,X,X,X,O
ZSTOJLI,X,X,O,X,X,X,X,O
ZSITLJO,O,O,X,X,X,X,X,O
ZSITLOJ,O,X,X,X,X,X,X,O
ZSITJLO,O,O,X,X,X,X,X,O
ZSITJOL,X,O,X,X,X,X,X,O
ZSITOLJ,O,X,X,X,X,X,X,O
ZSITOJL,X,O,X,X,X,X,X,O
ZSILTJO,O,O,X,O,X,X,X,O
ZSILTOJ,O,X,X,O,X,X,X,O
ZSILJTO,O,O,X,O,X,X,X,X
ZSILJOT,X,X,X,O,X,X,X,X
ZSILOTJ,O,X,X,O,X,X,X,O
ZSILOJT,O,X,X,O,X,X,X,X
ZSIJTLO,O,O,O,X,X,X,X,X
ZSIJTOL,X,O,O,X,X,X,X,X
ZSIJLTO,O,O,O,X,X,X,X,X
ZSIJLOT,X,X,O,X,X,X,X,X
ZSIJOTL,X,O,O,X,X,X,X,X
ZSIJOLT,X,O,O,X,X,X,X,X
ZSIOTLJ,O,O,X,X,X,X,X,O
ZSIOTJL,O,O,X,X,X,X,X,O
ZSIOLTJ,O,O,X,O,X,X,X,O
ZSIOLJT,O,O,X,O,X,X,X,X
ZSIOJTL,O,O,O,X,X,X,X,X
ZSIOJLT,O,O,O,X,X,X,X,X
ZSLTIJO,O,O,X,O,O,X,X,O
ZSLTIOJ,O,X,X,O,O,X,X,O
ZSLTJIO,O,O,X,O,O,X,X,O
ZSLTJOI,X,X,X,O,O,X,X,O
ZSLTOIJ,O,X,X,O,O,X,X,O
ZSLTOJI,X,X,X,O,O,X,X,O
ZSLITJO,O,O,X,O,X,X,X,O
ZSLITOJ,O,X,X,O,X,X,X,O
ZSLIJTO,O,O,X,O,X,X,X,X
ZSLIJOT,X,X,X,O,X,X,X,X
ZSLIOTJ,O,X,X,O,X,X,X,O
ZSLIOJT,O,X,X,O,X,X,X,X
ZSLJTIO,O,O,X,O,O,X,X,O
ZSLJTOI,X,X,X,O,O,X,X,O
ZSLJITO,O,O,X,O,X,X,X,X
ZSLJIOT,X,X,X,O,X,X,X,X
ZSLJOTI,X,X,X,O,O,X,X,O
ZSLJOIT,X,X,X,O,X,X,X,X
ZSLOTIJ,O,X,X,O,O,X,X,O
ZSLOTJI,O,X,X,O,O,X,X,O
ZSLOITJ,O,X,X,O,X,X,X,O
ZSLOIJT,O,X,X,O,X,X,X,X
ZSLOJTI,O,X,X,O,O,X,X,O
ZSLOJIT,O,X,X,O,X,X,X,X
ZSJTILO,O,O,O,X,X,X,X,O
ZSJTIOL,X,O,O,X,X,X,X,O
ZSJTLIO,O,O,O,X,X,X,X,O
ZSJTLOI,X,X,O,X,X,X,X,O
ZSJTOIL,X,O,O,X,X,X,X,O
ZSJTOLI,X,X,O,X,X,X,X,O
ZSJITLO,O,O,O,X,X,X,X,X
ZSJITOL,X,O,O,X,X,X,X,X
ZSJILTO,O,O,O,X,X,X,X,X
ZSJILOT,X,X,O,X,X,X,X,X
ZSJIOTL,X,O,O,X,X,X,X,X
ZSJIOLT,X,O,O,X,X,X,X,X
ZSJLTIO,O,O,O,X,X,X,X,O
ZSJLTOI,X,X,O,X,X,X,X,O
ZSJLITO,O,O,O,X,X,X,X,X
ZSJLIOT,X,X,O,X,X,X,X,X
ZSJLOTI,X,X,O,X,X,X,X,O
ZSJLOIT,X,X,O,X,X,X,X,X
ZSJOTIL,X,O,O,X,X,X,X,O
ZSJOTLI,X,O,O,X,X,X,X,O
ZSJOITL,X,O,O,X,X,X,X,X
ZSJOILT,X,O,O,X,X,X,X,X
ZSJOLTI,X,O,O,X,X,X,X,O
ZSJOLIT,X,O,O,X,X,X,X,X
ZSOTILJ,O,O,X,O,O,X,X,O
ZSOTIJL,O,O,O,X,X,X,X,O
ZSOTLIJ,O,O,X,O,O,X,X,O
ZSOTLJI,O,O,X,O,O,X,X,O
ZSOTJIL,O,O,O,X,X,X,X,O
ZSOTJLI,O,O,O,X,X,X,X,O
ZSOITLJ,O,O,X,X,X,X,X,O
ZSOITJL,O,O,X,X,X,X,X,O
ZSOILTJ,O,O,X,O,X,X,X,O
ZSOILJT,O,O,X,O,X,X,X,X
ZSOIJTL,O,O,O,X,X,X,X,X
ZSOIJLT,O,O,O,X,X,X,X,X
ZSOLTIJ,O,O,X,O,O,X,X,O
ZSOLTJI,O,O,X,O,O,X,X,O
ZSOLITJ,O,O,X,O,X,X,X,O
ZSOLIJT,O,O,X,O,X,X,X,X
ZSOLJTI,O,O,X,O,O,X,X,O
ZSOLJIT,O,O,X,O,X,X,X,X
ZSOJTIL,O,O,O,X,X,X,X,O
ZSOJTLI,O,O,O,X,X,X,X,O
ZSOJITL,O,O,O,X,X,X,X,X
ZSOJILT,O,O,O,X,X,X,X,X
ZSOJLTI,O,O,O,X,X,X,X,O
ZSOJLIT,O,O,O,X,X,X,X,X
ZOTILJS,X,X,O,O,O,O,X,X
ZOTILSJ,O,X,X,O,O,O,X,O
ZOTIJLS,X,X,O,O,O,X,O,X
ZOTIJSL,X,O,O,X,X,X,O,O
ZOTISLJ,O,O,X,O,O,X,X,O
ZOTISJL,O,O,O,X,X,X,X,O
ZOTLIJS,X,X,O,O,O,O,X,X
ZOTLISJ,O,X,X,O,O,O,X,O
ZOTLJIS,X,X,O,O,O,O,X,X
ZOTLJSI,X,X,O,O,O,O,X,X
ZOTLSIJ,O,X,X,O,O,O,X,O
ZOTLSJI,O,X,X,O,O,O,X,O
ZOTJILS,X,X,O,O,O,X,O,X
ZOTJISL,X,O,O,X,X,X,O,O
ZOTJLIS,X,X,O,O,O,X,O,X
ZOTJLSI,X,X,O,O,O,X,O,X
ZOTJSIL,X,O,O,X,X,X,O,O
ZOTJSLI,X,O,O,X,X,X,O,O
ZOTSILJ,O,O,X,O,O,X,X,O
ZOTSIJL,O,O,O,X,X,X,X,O
ZOTSLIJ,O,O,X,O,O,X,X,O
ZOTSLJI,O,O,X,O,O,X,X,O
ZOTSJIL,O,O,O,X,X,X,X,O
ZOTSJLI,O,O,O,X,X,X,X,O
ZOITLJS,X,X,O,O,O,X,X,X
ZOITLSJ,O,X,X,O,O,X,X,O
ZOITJLS,X,X,O,O,O,X,X,X
ZOITJSL,X,O,O,X,X,X,X,O
ZOITSLJ,O,O,X,O,O,X,X,O
ZOITSJL,O,O,O,X,X,X,X,O
ZOILTJS,X,X,X,O,O,X,X,X
ZOILTSJ,O,X,X,O,O,X,X,X
ZOILJTS,X,X,X,X,O,O,X,X
ZOILJST,X,X,O,O,X,X,X,X
ZOILSTJ,O,X,X,O,X,X,X,X
ZOILSJT,O,X,X,O,X,X,X,X
ZOIJTLS,X,X,O,X,X,X,O,X
ZOIJTSL,X,O,O,X,X,X,X,X
ZOIJLTS,X,X,X,X,X,X,O,X
ZOIJLST,X,X,O,O,X,X,O,X
ZOIJSTL,X,O,O,X,X,X,X,X
ZOIJSLT,X,O,O,X,X,X,O,X
ZOISTLJ,O,O,X,X,X,X,X,O
ZOISTJL,O,O,X,X,X,X,X,O
ZOISLTJ,O,O,X,O,X,X,X,O
ZOISLJT,O,O,X,O,X,X,X,X
ZOISJTL,O,O,O,X,X,X,X,X
ZOISJLT,O,O,O,X,X,X,X,X
ZOLTIJS,X,X,O,O,O,O,X,X
ZOLTISJ,O,X,X,O,O,O,X,O
ZOLTJIS,X,X,O,O,O,O,X,X
ZOLTJSI,X,X,O,O,O,O,X,X
ZOLTSIJ,O,X,X,O,O,O,X,O
ZOLTSJI,O,X,X,O,O,O,X,O
ZOLITJS,X,X,X,O,O,X,X,X
ZOLITSJ,O,X,X,O,O,X,X,X
ZOLIJTS,X,X,X,X,O,O,X,X
ZOLIJST,X,X,O,O,X,X,X,X
ZOLISTJ,O,X,X,O,X,X,X,X
ZOLISJT,O,X,X,O,X,X,X,X
ZOLJTIS,X,X,O,O,O,O,X,X
ZOLJTSI,X,X,O,O,O,O,X,X
ZOLJITS,X,X,X,X,O,O,X,X
ZOLJIST,X,X,O,O,X,X,X,X
ZOLJSTI,X,X,O,O,O,X,X,X
ZOLJSIT,X,X,O,O,X,X,X,X
ZOLSTIJ,O,X,X,O,O,X,X,O
ZOLSTJI,O,X,X,O,O,X,X,O
ZOLSITJ,O,X,X,O,X,X,X,O
ZOLSIJT,O,X,X,O,X,X,X,X
ZOLSJTI,O,X,X,O,O,X,X,O
ZOLSJIT,O,X,X,O,X,X,X,X
ZOJTILS,X,X,O,O,O,X,O,X
ZOJTISL,X,O,O,X,X,X,O,O
ZOJTLIS,X,X,O,O,O,X,O,X
ZOJTLSI,X,X,O,O,O,X,O,X
ZOJTSIL,X,O,O,X,X,X,O,O
ZOJTSLI,X,O,O,X,X,X,O,O
ZOJITLS,X,X,O,X,X,X,O,X
ZOJITSL,X,O,O,X,X,X,O,X
ZOJILTS,X,X,X,X,X,X,O,X
ZOJILST,X,X,O,O,X,X,O,X
ZOJISTL,X,O,O,X,X,X,X,X
ZOJISLT,X,O,O,X,X,X,O,X
ZOJLTIS,X,X,O,O,O,X,O,X
ZOJLTSI,X,X,O,O,O,X,O,X
ZOJLITS,X,X,X,X,O,X,O,X
ZOJLIST,X,X,O,O,X,X,O,X
ZOJLSTI,X,X,O,O,O,X,O,X
ZOJLSIT,X,X,O,O,X,X,O,X
ZOJSTIL,X,O,O,X,X,X,O,O
ZOJSTLI,X,O,O,X,X,X,O,O
ZOJSITL,X,O,O,X,X,X,X,X
ZOJSILT,X,O,O,X,X,X,O,X
ZOJSLTI,X,O,O,X,X,X,O,O
ZOJSLIT,X,O,O,X,X,X,O,X
ZOSTILJ,O,O,X,O,O,X,X,O
ZOSTIJL,O,O,O,X,X,X,X,O
ZOSTLIJ,O,O,X,O,O,X,X,O
ZOSTLJI,O,O,X,O,O,X,X,O
ZOSTJIL,O,O,O,X,X,X,X,O
ZOSTJLI,O,O,O,X,X,X,X,O
ZOSITLJ,O,O,X,X,X,X,X,O
ZOSITJL,O,O,X,X,X,X,X,O
ZOSILTJ,O,O,X,O,X,X,X,O
ZOSILJT,O,O,X,O,X,X,X,X
ZOSIJTL,O,O,O,X,X,X,X,X
ZOSIJLT,O,O,O,X,X,X,X,X
ZOSLTIJ,O,O,X,O,O,X,X,O
ZOSLTJI,O,O,X,O,O,X,X,O
ZOSLITJ,O,O,X,O,X,X,X,O
ZOSLIJT,O,O,X,O,X,X,X,X
ZOSLJTI,O,O,X,O,O,X,X,O
ZOSLJIT,O,O,X,O,X,X,X,X
ZOSJTIL,O,O,O,X,X,X,X,O
ZOSJTLI,O,O,O,X,X,X,X,O
ZOSJITL,O,O,O,X,X,X,X,X
ZOSJILT,O,O,O,X,X,X,X,X
ZOSJLTI,O,O,O,X,X,X,X,O
ZOSJLIT,O,O,O,X,X,X,X,X
OTILJSZ,O,O,O,O,O,O,X,X
OTILJZS,X,X,X,X,O,O,O,X
OTILSJZ,O,O,X,O,O,O,X,X
OTILSZJ,O,O,X,O,X,O,X,X
OTILZJS,X,X,X,X,O,O,X,X
OTILZSJ,O,X,X,O,X,O,X,X
OTIJLSZ,O,O,O,O,O,X,X,X
OTIJLZS,X,X,X,X,O,O,O,X
OTIJSLZ,O,O,O,X,X,X,X,X
OTIJSZL,O,O,O,X,X,X,O,X
OTIJZLS,X,X,X,X,X,X,O,X
OTIJZSL,X,O,O,X,X,X,O,X
OTISLJZ,O,O,X,O,O,X,X,X
OTISLZJ,O,O,X,O,X,O,X,O
OTISJLZ,O,O,O,X,X,X,X,X
OTISJZL,O,O,O,X,X,X,O,X
OTISZLJ,O,O,X,X,X,X,X,X
OTISZJL,O,O,X,X,X,X,X,X
OTIZLJS,X,X,X,X,O,O,X,X
OTIZLSJ,O,X,X,O,X,O,X,X
OTIZJLS,X,X,X,X,X,X,O,X
OTIZJSL,X,O,O,X,X,X,O,X
OTIZSLJ,O,O,X,X,X,X,X,X
OTIZSJL,O,O,X,X,X,X,X,X
OTLIJSZ,O,O,O,O,O,O,X,X
OTLIJZS,X,X,X,X,O,O,O,X
OTLISJZ,O,O,X,O,O,O,X,X
OTLISZJ,O,O,X,O,X,O,X,X
OTLIZJS,X,X,X,X,O,O,X,X
OTLIZSJ,O,X,X,O,X,O,X,X
OTLJISZ,O,O,O,O,O,O,X,X
OTLJIZS,X,X,X,X,O,O,O,X
OTLJSIZ,O,O,O,O,O,O,X,X
OTLJSZI,O,O,O,O,O,O,X,X
OTLJZIS,X,X,X,X,O,O,O,X
OTLJZSI,X,X,X,X,O,O,O,X
OTLSIJZ,O,O,X,O,O,O,X,X
OTLSIZJ,O,O,X,O,X,O,X,O
OTLSJIZ,O,O,X,O,O,O,X,X
OTLSJZI,O,O,X,O,O,O,X,O
OTLSZIJ,O,O,X,O,X,O,X,O
OTLSZJI,O,O,X,O,X,O,X,O
OTLZIJS,X,X,X,O,O,O,X,X
OTLZISJ,O,X,X,O,O,O,X,X
OTLZJIS,X,X,X,O,O,O,X,X
OTLZJSI,X,X,X,O,O,O,X,X
OTLZSIJ,O,X,X,O,O,O,X,X
OTLZSJI,O,X,X,O,O,O,X,X
OTJILSZ,O,O,O,O,O,X,X,X
OTJILZS,X,X,X,X,O,O,O,X
OTJISLZ,O,O,O,X,X,X,X,X
OTJISZL,O,O,O,X,X,X,O,X
OTJIZLS,X,X,X,X,X,X,O,X
OTJIZSL,X,O,O,X,X,X,O,X
OTJLISZ,O,O,O,O,O,X,X,X
OTJLIZS,X,X,X,X,O,O,O,X
OTJLSIZ,O,O,O,O,O,O,X,X
OTJLSZI,O,O,O,O,O,O,X,X
OTJLZIS,X,X,X,X,O,O,O,X
OTJLZSI,X,X,X,X,O,O,O,X
OTJSILZ,O,O,O,X,X,X,X,X
OTJSIZL,O,O,O,X,X,X,O,X
OTJSLIZ,O,O,O,X,X,X,X,X
OTJSLZI,O,O,O,X,X,X,X,O
OTJSZIL,O,O,O,X,X,X,O,X
OTJSZLI,O,O,O,X,X,X,O,X
OTJZILS,X,X,O,X,X,X,O,X
OTJZISL,X,O,O,X,X,X,O,X
OTJZLIS,X,X,O,X,X,X,O,X
OTJZLSI,X,X,O,X,X,X,O,X
OTJZSIL,X,O,O,X,X,X,O,X
OTJZSLI,X,O,O,X,X,X,O,X
OTSILJZ,O,O,X,O,O,X,X,X
OTSILZJ,O,O,X,O,X,O,X,O
OTSIJLZ,O,O,O,X,X,X,X,X
OTSIJZL,O,O,O,X,X,X,O,X
OTSIZLJ,O,O,X,X,X,X,X,X
OTSIZJL,O,O,X,X,X,X,X,X
OTSLIJZ,O,O,X,O,O,O,X,X
OTSLIZJ,O,O,X,O,X,O,X,O
OTSLJIZ,O,O,X,O,O,O,X,X
OTSLJZI,O,O,X,O,O,O,X,O
OTSLZIJ,O,O,X,O,X,O,X,O
OTSLZJI,O,O,X,O,X,O,X,O
OTSJILZ,O,O,O,X,X,X,X,X
OTSJIZL,O,O,O,X,X,X,O,X
OTSJLIZ,O,O,O,X,X,X,X,X
OTSJLZI,O,O,O,X,X,X,X,O
OTSJZIL,O,O,O,X,X,X,O,X
OTSJZLI,O,O,O,X,X,X,O,X
OTSZILJ,O,O,X,X,X,X,X,O
OTSZIJL,O,O,X,X,X,X,X,O
OTSZLIJ,O,O,X,X,X,X,X,O
OTSZLJI,O,O,X,X,X,X,X,O
OTSZJIL,O,O,X,X,X,X,X,O
OTSZJLI,O,O,X,X,X,X,X,O
OTZILJS,X,X,O,O,O,O,X,X
OTZILSJ,O,X,X,O,O,O,X,O
OTZIJLS,X,X,O,O,O,X,O,X
OTZIJSL,X,O,O,X,X,X,O,O
OTZISLJ,O,O,X,O,O,X,X,O
OTZISJL,O,O,O,X,X,X,X,O
OTZLIJS,X,X,O,O,O,O,X,X
OTZLISJ,O,X,X,O,O,O,X,O
OTZLJIS,X,X,O,O,O,O,X,X
OTZLJSI,X,X,O,O,O,O,X,X
OTZLSIJ,O,X,X,O,O,O,X,O
OTZLSJI,O,X,X,O,O,O,X,O
OTZJILS,X,X,O,O,O,X,O,X
OTZJISL,X,O,O,X,X,X,O,O
OTZJLIS,X,X,O,O,O,X,O,X
OTZJLSI,X,X,O,O,O,X,O,X
OTZJSIL,X,O,O,X,X,X,O,O
OTZJSLI,X,O,O,X,X,X,O,O
OTZSILJ,O,O,X,O,O,X,X,O
OTZSIJL,O,O,O,X,X,X,X,O
OTZSLIJ,O,O,X,O,O,X,X,O
OTZSLJI,O,O,X,O,O,X,X,O
OTZSJIL,O,O,O,X,X,X,X,O
OTZSJLI,O,O,O,X,X,X,X,O
OITLJSZ,O,O,O,O,O,O,X,X
OITLJZS,X,X,X,X,O,O,O,X
OITLSJZ,O,O,X,O,O,O,X,X
OITLSZJ,O,O,X,O,X,O,X,X
OITLZJS,X,X,X,X,O,O,X,X
OITLZSJ,O,X,X,O,X,O,X,X
OITJLSZ,O,O,O,O,O,X,X,X
OITJLZS,X,X,X,X,O,O,O,X
OITJSLZ,O,O,O,X,X,X,X,X
OITJSZL,O,O,O,X,X,X,O,X
OITJZLS,X,X,X,X,X,X,O,X
OITJZSL,X,O,O,X,X,X,O,X
OITSLJZ,O,O,X,O,O,X,X,X
OITSLZJ,O,O,X,O,X,O,X,O
OITSJLZ,O,O,O,X,X,X,X,X
OITSJZL,O,O,O,X,X,X,O,X
OITSZLJ,O,O,X,X,X,X,X,X
OITSZJL,O,O,X,X,X,X,X,X
OITZLJS,X,X,X,X,O,O,X,X
OITZLSJ,O,X,X,O,X,O,X,X
OITZJLS,X,X,X,X,X,X,O,X
OITZJSL,X,O,O,X,X,X,O,X
OITZSLJ,O,O,X,X,X,X,X,X
OITZSJL,O,O,X,X,X,X,X,X
OILTJSZ,O,O,X,O,O,O,X,X
