sequence,v115@EhC8HeB8HeC8AeB8DeB8JeT/IvhF/lBRhB0mB6sBlp?B2wB,v115@EhC8HeB8HeC8AeB8DeB8JeT/IvhFxgBymB0lB+sBlp?B3rB,v115@EhC8HeB8HeC8AeB8DeB8JeT/IvhF/lBamBUiBWsBlp?BxwB,v115@EhC8HeB8HeC8AeB8DeB8JeT/IvhF2lBRhBfsB6sBlp?BUrB,v115@EhC8HeB8HeC8AeB8DeB8JeT/IvhF/lBRhBKrBGnBlp?BUsB,v115@EhC8HeB8HeC8AeB8DeB8Je2EJvhFRgBUiBfrB6rBlp?BTsB,v115@EhC8HeB8HeC8AeB8DeB8JeOEJvhFXgBlhBUmBTnBCq?BxwB,v115@EhC8HeB8HeC8AeB8DeB8JeT/IvhFmgBqmB/nB0lBlp?BxwB,v115@EhC8HeB8HeC8AeB8DeB8JeT/IvhFigBfrBxmBUnBlp?BWxB,v115@EhC8HeB8HeC8AeB8DeB8JeRAJvhFUiBypBGrBTsB/p?BFrB,v115@EhC8HeB8HeC8AeB8DeB8Jel/IvhFclB/pBxmBGrBTs?BirB,v115@EhC8HeB8HeC8AeB8DeB8JeT/IvhF/lBxmBarBUnBlp?BWxB,v115@EhC8HeB8HeC8AeB8DeB8JeSFJvhF/pBxmBmkBlmBUr?BTsB
LZTJOIS,O,O,X,O,O,X,X,X,X,X,X,X,X
LZTJOSI,O,O,X,O,O,O,O,X,X,X,X,X,X
LZTSIJO,X,X,X,O,O,O,O,X,X,X,X,X,X
LZTSIOJ,O,O,X,O,O,O,X,X,X,X,X,X,X
LZTSJIO,O,X,X,O,O,O,O,X,X,X,X,X,X
LZTSJOI,O,X,X,O,O,O,O,X,X,X,X,X,X
LZTSOIJ,O,O,X,O,O,O,X,X,X,X,X,X,X
LZTSOJI,O,X,X,O,O,O,O,X,X,X,X,X,X
LZTOIJS,X,O,X,O,X,X,X,X,X,X,X,X,X
LZTOISJ,X,O,X,O,O,X,X,X,X,X,X,X,X
LZTOJIS,O,O,X,O,O,X,X,X,X,X,X,X,X
LZTOJSI,O,O,X,O,O,O,O,X,X,X,X,X,X
LZTOSIJ,O,O,X,O,O,O,X,X,X,X,X,X,X
LZTOSJI,O,X,X,O,O,O,O,X,X,X,X,X,X
LZITJSO,X,O,X,O,X,O,O,X,X,X,X,X,X
LZITJOS,X,O,X,O,X,X,O,X,X,X,X,X,X
LZITSJO,X,X,X,O,O,O,O,X,X,X,X,X,X
LZITSOJ,X,O,X,O,O,O,O,X,X,X,X,X,X
LZITOJS,X,O,X,O,X,X,O,X,X,X,X,X,X
LZITOSJ,X,O,X,O,O,X,O,X,X,X,X,X,X
LZIJTSO,X,O,X,O,X,X,O,X,X,X,X,X,X
LZIJTOS,X,O,X,O,X,X,O,X,X,X,X,X,X
LZIJSTO,O,O,X,O,O,X,O,X,X,X,X,X,X
LZIJSOT,X,X,X,O,X,X,O,X,X,X,X,X,X
LZIJOTS,X,O,X,X,X,X,O,X,X,X,X,X,X
LZIJOST,X,X,X,X,X,X,O,X,X,X,X,X,X
LZISTJO,X,X,X,O,O,O,O,X,X,X,X,X,O
LZISTOJ,O,O,X,O,O,O,O,X,X,X,X,X,O
LZISJTO,X,X,X,O,O,X,O,X,X,X,X,X,O
LZISJOT,X,X,X,O,X,X,O,X,X,X,X,X,O
LZISOTJ,X,X,X,O,O,X,O,X,X,X,X,X,O
LZISOJT,X,X,X,O,X,X,O,X,X,X,X,X,O
LZIOTJS,X,O,X,X,X,X,O,X,X,X,X,X,X
LZIOTSJ,X,O,X,X,X,X,O,X,X,X,X,X,X
LZIOJTS,X,X,X,X,X,X,O,X,X,X,X,X,X
LZIOJST,X,X,X,X,X,X,O,X,X,X,X,X,X
LZIOSTJ,X,X,X,X,O,X,O,X,X,X,X,X,X
LZIOSJT,X,X,X,X,X,X,O,X,X,X,X,X,X
LZJTISO,O,O,X,O,O,O,O,X,X,X,X,X,X
LZJTIOS,O,O,X,O,O,X,X,X,X,X,X,X,X
LZJTSIO,O,O,X,O,O,O,O,X,X,X,X,X,X
LZJTSOI,O,O,X,O,O,O,O,X,X,X,X,X,X
LZJTOIS,O,O,X,O,O,X,X,X,X,X,X,X,X
LZJTOSI,O,O,X,O,O,O,O,X,X,X,X,X,X
LZJITSO,O,O,X,O,O,X,O,X,X,X,X,X,X
LZJITOS,O,O,X,O,O,X,O,X,X,X,X,X,X
LZJISTO,O,O,X,O,O,X,O,X,X,X,X,X,X
LZJISOT,O,X,X,O,O,X,O,X,X,X,X,X,X
LZJIOTS,X,O,X,X,X,X,O,X,X,X,X,X,X
LZJIOST,O,X,X,X,O,X,O,X,X,X,X,X,X
LZJSTIO,O,O,X,O,O,O,O,X,X,X,X,X,X
LZJSTOI,O,O,X,O,O,O,O,X,X,X,X,X,X
LZJSITO,O,O,X,O,O,X,O,X,X,X,X,X,X
LZJSIOT,O,O,X,O,O,X,O,X,X,X,X,X,X
LZJSOTI,O,O,X,O,O,X,O,X,X,X,X,X,X
LZJSOIT,O,O,X,O,O,X,X,X,X,X,X,X,X
LZJOTIS,O,O,X,O,O,X,X,X,X,X,X,X,X
LZJOTSI,O,O,X,O,O,X,O,X,X,X,X,X,X
LZJOITS,X,O,X,X,X,X,X,X,X,X,X,X,X
LZJOIST,O,X,X,X,O,X,X,X,X,X,X,X,X
LZJOSTI,O,X,X,O,O,X,O,X,X,X,X,X,X
LZJOSIT,O,X,X,O,O,X,X,X,X,X,X,X,X
LZSTIJO,X,X,X,O,O,O,O,X,X,X,X,X,O
LZSTIOJ,O,O,X,O,O,O,X,X,X,X,X,X,O
LZSTJIO,O,X,X,O,O,O,O,X,X,X,X,X,X
LZSTJOI,O,X,X,O,O,O,O,X,X,X,X,X,X
LZSTOIJ,O,O,X,O,O,O,X,X,X,X,O,X,O
LZSTOJI,O,X,X,O,O,O,O,X,X,X,O,X,X
LZSITJO,X,X,X,O,O,O,O,X,X,X,X,X,O
LZSITOJ,O,O,X,O,O,O,O,X,X,X,X,X,O
LZSIJTO,X,X,X,O,O,X,O,X,X,X,X,X,O
LZSIJOT,X,X,X,O,X,X,O,X,X,X,X,X,O
LZSIOTJ,X,X,X,O,O,X,O,X,X,X,X,X,O
LZSIOJT,X,X,X,O,X,X,O,X,X,X,X,X,O
LZSJTIO,O,X,X,O,O,O,O,X,X,X,X,X,X
LZSJTOI,O,X,X,O,O,O,O,X,X,X,X,X,X
LZSJITO,O,X,X,O,O,X,O,X,X,X,X,X,O
LZSJIOT,O,X,X,O,X,X,O,X,X,X,X,X,O
LZSJOTI,O,X,X,O,X,X,O,X,X,X,X,X,X
LZSJOIT,O,X,X,O,X,X,X,X,X,X,X,X,O
LZSOTIJ,X,X,X,O,O,O,X,X,X,X,O,X,O
LZSOTJI,X,X,X,O,O,O,O,X,X,X,O,X,X
LZSOITJ,X,X,X,O,O,X,X,X,X,X,O,X,O
LZSOIJT,X,X,X,O,X,X,X,X,X,X,X,X,O
LZSOJTI,X,X,X,O,X,X,O,X,X,X,O,X,X
LZSOJIT,X,X,X,O,X,X,X,X,X,X,O,X,O
LZOTIJS,X,O,X,O,X,X,X,X,X,X,X,X,X
LZOTISJ,X,O,X,O,O,X,X,X,X,X,X,X,X
LZOTJIS,X,O,X,O,X,X,X,X,X,O,X,X,X
LZOTJSI,X,X,X,O,O,O,O,X,X,O,X,X,X
LZOTSIJ,X,O,X,O,O,O,X,X,X,X,X,X,X
LZOTSJI,X,X,X,O,O,O,O,X,X,X,X,X,X
LZOITJS,X,O,X,X,X,X,X,X,X,X,X,X,X
LZOITSJ,X,O,X,X,X,X,X,X,X,X,X,X,X
LZOIJTS,X,X,X,X,X,X,X,X,X,O,X,X,X
LZOIJST,X,X,X,X,X,X,X,X,X,O,X,X,X
LZOISTJ,X,X,X,X,O,X,X,X,X,X,O,X,O
LZOISJT,X,X,X,X,X,X,X,X,X,X,X,X,O
LZOJTIS,X,X,X,O,X,X,X,X,X,O,X,X,X
LZOJTSI,X,X,X,O,X,X,O,X,X,O,X,X,X
LZOJITS,X,X,X,X,X,X,X,X,X,O,X,X,X
LZOJIST,X,X,X,X,X,X,X,X,X,O,X,X,X
LZOJSTI,X,X,X,O,X,X,O,X,X,O,O,X,X
LZOJSIT,X,X,X,O,X,X,X,X,X,O,O,X,X
LZOSTIJ,X,X,X,O,O,O,X,X,X,X,O,X,O
LZOSTJI,X,X,X,O,O,O,O,X,X,X,O,X,X
LZOSITJ,X,X,X,O,O,X,X,X,X,X,O,X,O
LZOSIJT,X,X,X,O,X,X,X,X,X,X,X,X,O
LZOSJTI,X,X,X,O,X,X,O,X,X,O,O,X,X
LZOSJIT,X,X,X,O,X,X,X,X,X,O,O,X,O
LOTIJSZ,O,X,X,O,X,X,X,X,X,X,X,X,X
LOTIJZS,O,X,X,X,X,O,X,X,X,X,X,X,X
LOTISJZ,O,X,X,O,O,X,X,X,X,X,X,X,X
LOTISZJ,O,X,X,O,O,X,X,X,X,X,X,X,X
LOTIZJS,X,X,X,O,X,O,X,X,X,X,X,X,X
LOTIZSJ,X,X,X,O,O,O,X,X,X,X,X,X,X
LOTJISZ,O,X,X,O,X,O,X,X,X,O,X,X,X
LOTJIZS,O,X,X,X,X,O,X,X,X,O,X,X,X
LOTJSIZ,O,X,X,O,O,O,X,X,X,O,X,X,X
LOTJSZI,O,X,X,O,O,O,X,X,X,O,X,X,X
LOTJZIS,O,X,X,O,X,O,X,X,X,O,X,X,X
LOTJZSI,O,X,X,O,O,O,X,X,X,O,X,X,X
LOTSIJZ,O,X,X,O,O,O,X,X,X,X,X,X,X
LOTSIZJ,O,X,X,O,O,O,X,X,X,X,X,X,X
LOTSJIZ,O,X,X,O,O,O,X,X,X,X,X,X,X
LOTSJZI,O,X,X,O,O,O,X,X,X,X,X,X,X
LOTSZIJ,O,X,X,O,O,O,X,X,X,X,X,X,X
LOTSZJI,O,X,X,O,O,O,X,X,X,X,X,X,X
LOTZIJS,X,X,X,O,X,O,X,X,X,X,X,X,X
LOTZISJ,X,X,X,O,O,O,X,X,X,X,X,X,X
LOTZJIS,O,X,X,O,X,O,X,X,X,O,X,X,X
LOTZJSI,O,X,X,O,O,O,X,X,X,O,X,X,X
LOTZSIJ,O,X,X,O,O,O,X,X,X,X,X,X,X
LOTZSJI,O,X,X,O,O,O,X,X,X,X,X,X,X
LOITJSZ,X,X,X,X,X,X,O,X,X,X,X,X,X
LOITJZS,X,X,X,X,X,O,O,X,X,X,X,X,X
LOITSJZ,X,X,X,X,X,X,O,X,X,X,X,X,X
LOITSZJ,X,X,X,X,X,X,O,X,X,X,X,X,X
LOITZJS,X,X,X,X,X,O,O,X,X,X,X,X,X
LOITZSJ,X,X,X,X,X,O,O,X,X,X,X,X,X
LOIJTSZ,X,X,X,X,X,X,O,X,X,O,X,X,X
LOIJTZS,X,X,X,X,X,X,O,X,X,O,X,X,X
LOIJSTZ,O,X,X,X,X,X,O,X,X,O,X,X,X
LOIJSZT,X,X,X,X,X,X,O,X,X,O,O,X,X
LOIJZTS,X,X,X,X,X,X,O,X,X,O,X,X,X
LOIJZST,X,X,X,X,X,X,O,X,X,O,O,X,X
LOISTJZ,O,X,X,O,O,X,O,X,X,X,X,X,O
LOISTZJ,O,X,X,O,O,X,O,X,X,X,O,X,O
LOISJTZ,X,X,X,X,X,X,O,X,X,X,X,X,O
LOISJZT,X,X,X,X,X,X,O,X,X,X,O,X,O
LOISZTJ,X,X,X,X,X,X,O,X,X,X,O,X,O
LOISZJT,X,X,X,X,X,X,O,X,X,X,X,X,O
LOIZTJS,X,X,X,X,X,O,O,X,X,X,X,X,X
LOIZTSJ,X,X,X,X,X,O,O,X,X,X,X,X,X
LOIZJTS,X,X,X,X,X,X,O,X,X,O,X,X,X
LOIZJST,X,X,X,X,X,X,O,X,X,O,X,X,X
LOIZSTJ,X,X,X,X,X,O,O,X,X,X,O,X,X
LOIZSJT,X,X,X,X,X,X,O,X,X,X,X,X,X
LOJTISZ,O,X,X,X,X,X,X,X,X,O,X,X,X
LOJTIZS,O,X,X,X,X,O,X,X,X,O,X,X,X
LOJTSIZ,O,X,X,X,X,X,X,X,X,O,X,X,X
LOJTSZI,O,X,X,X,X,O,X,X,X,O,X,X,X
LOJTZIS,O,X,X,X,X,O,X,X,X,O,X,X,X
LOJTZSI,O,X,X,X,X,O,X,X,X,O,X,X,X
LOJITSZ,X,X,X,X,X,X,O,X,X,O,X,X,X
LOJITZS,X,X,X,X,X,X,O,X,X,O,X,X,X
LOJISTZ,O,X,X,X,X,X,O,X,X,O,X,X,X
LOJISZT,X,X,X,X,X,X,O,X,X,O,O,X,X
LOJIZTS,X,X,X,X,X,X,O,X,X,O,X,X,X
LOJIZST,X,X,X,X,X,X,O,X,X,O,O,X,X
LOJSTIZ,O,X,X,X,X,X,X,X,X,O,X,X,X
LOJSTZI,O,X,X,X,X,X,X,X,X,O,X,X,X
LOJSITZ,O,X,X,X,X,X,O,X,X,O,X,X,X
LOJSIZT,X,X,X,X,X,X,O,X,X,O,O,X,X
LOJSZTI,O,X,X,X,X,X,O,X,X,O,O,X,X
LOJSZIT,O,X,X,X,X,X,X,X,X,O,O,X,X
LOJZTIS,O,X,X,X,X,O,X,X,X,O,X,X,X
LOJZTSI,O,X,X,X,X,O,O,X,X,O,X,X,X
LOJZITS,X,X,X,X,X,X,X,X,X,O,X,X,X
LOJZIST,O,X,X,X,X,X,X,X,X,O,X,X,X
LOJZSTI,O,X,X,X,X,O,O,X,X,O,O,X,X
LOJZSIT,O,X,X,X,X,X,X,X,X,O,O,X,X
LOSTIJZ,O,X,X,O,O,O,X,X,X,X,X,X,O
LOSTIZJ,O,X,X,O,O,O,X,X,X,X,O,X,O
LOSTJIZ,O,X,X,O,O,O,X,X,X,X,X,X,X
LOSTJZI,O,X,X,O,O,O,X,X,X,X,X,X,X
LOSTZIJ,O,X,X,O,O,O,X,X,X,X,O,X,O
LOSTZJI,O,X,X,O,O,O,X,X,X,X,O,X,X
LOSITJZ,O,X,X,O,O,O,O,X,X,X,X,X,O
LOSITZJ,O,X,X,O,O,O,O,X,X,X,O,X,O
LOSIJTZ,X,X,X,X,X,X,O,X,X,X,X,X,O
LOSIJZT,X,X,X,X,X,X,O,X,X,X,O,X,O
LOSIZTJ,X,X,X,X,X,O,O,X,X,X,O,X,O
LOSIZJT,X,X,X,X,X,X,O,X,X,X,X,X,O
LOSJTIZ,O,X,X,X,X,O,X,X,X,O,X,X,X
LOSJTZI,O,X,X,X,X,O,X,X,X,O,X,X,X
LOSJITZ,O,X,X,X,X,X,O,X,X,O,X,X,O
LOSJIZT,X,X,X,X,X,X,O,X,X,O,O,X,O
LOSJZTI,O,X,X,X,X,O,O,X,X,O,O,X,X
LOSJZIT,O,X,X,X,X,X,X,X,X,O,O,X,O
LOSZTIJ,X,X,X,X,O,O,X,X,X,X,O,X,O
LOSZTJI,X,X,X,X,O,O,O,X,X,X,O,X,X
LOSZITJ,X,X,X,X,O,O,X,X,X,X,O,X,O
LOSZIJT,X,X,X,X,X,X,X,X,X,X,X,X,O
LOSZJTI,X,X,X,X,X,O,O,X,X,O,O,X,X
LOSZJIT,X,X,X,X,X,X,X,X,X,O,O,X,O
LOZTIJS,X,X,X,O,X,O,X,X,X,X,X,X,X
LOZTISJ,X,X,X,O,O,O,X,X,X,X,X,X,X
LOZTJIS,X,X,X,O,X,O,X,X,X,O,X,X,X
LOZTJSI,X,X,X,O,O,O,O,X,X,O,X,X,X
LOZTSIJ,X,X,X,O,O,O,X,X,X,X,X,X,X
LOZTSJI,X,X,X,O,O,O,O,X,X,X,X,X,X
LOZITJS,X,X,X,X,X,O,X,X,X,X,X,X,X
LOZITSJ,X,X,X,X,X,O,X,X,X,X,X,X,X
LOZIJTS,X,X,X,X,X,X,X,X,X,O,X,X,X
LOZIJST,X,X,X,X,X,X,X,X,X,O,X,X,X
LOZISTJ,X,X,X,X,O,O,X,X,X,X,O,X,O
LOZISJT,X,X,X,X,X,X,X,X,X,X,X,X,O
LOZJTIS,X,X,X,O,X,O,X,X,X,O,X,X,X
LOZJTSI,X,X,X,O,X,O,O,X,X,O,X,X,X
LOZJITS,X,X,X,X,X,X,X,X,X,O,X,X,X
LOZJIST,X,X,X,X,X,X,X,X,X,O,X,X,X
LOZJSTI,X,X,X,O,X,O,O,X,X,O,O,X,X
LOZJSIT,X,X,X,O,X,X,X,X,X,O,O,X,X
LOZSTIJ,X,X,X,O,O,O,X,X,X,X,O,X,O
LOZSTJI,X,X,X,O,O,O,O,X,X,X,O,X,X
LOZSITJ,X,X,X,O,O,O,X,X,X,X,O,X,O
LOZSIJT,X,X,X,O,X,X,X,X,X,X,X,X,O
LOZSJTI,X,X,X,O,X,O,O,X,X,O,O,X,X
LOZSJIT,X,X,X,O,X,X,X,X,X,O,O,X,O
JTILSZO,O,X,O,O,X,O,O,X,X,X,X,X,X
JTILSOZ,O,X,O,O,X,O,O,X,X,X,X,O,X
JTILZSO,O,X,O,X,X,O,O,X,X,X,X,X,X
JTILZOS,O,X,O,X,X,X,O,X,X,X,X,X,X
JTILOSZ,O,X,O,O,X,O,O,X,X,X,X,O,X
JTILOZS,O,X,O,O,X,O,O,X,X,X,X,X,X
JTISLZO,O,O,O,X,X,O,X,O,O,X,X,X,X
JTISLOZ,O,O,O,O,X,O,X,O,O,X,X,O,X
JTISZLO,O,O,O,X,X,O,X,O,O,X,X,X,X
JTISZOL,O,O,O,O,X,O,X,O,O,X,X,O,X
JTISOLZ,O,O,O,O,X,O,X,O,O,X,X,O,X
JTISOZL,O,O,O,O,X,O,X,O,O,X,X,O,X
JTIZLSO,X,O,O,O,X,X,O,X,X,X,X,X,X
JTIZLOS,X,O,O,O,X,X,X,X,X,X,X,X,X
JTIZSLO,O,O,O,O,X,O,O,O,X,X,X,X,X
JTIZSOL,O,O,O,O,X,O,O,O,X,X,X,O,X
JTIZOLS,X,O,O,O,X,O,X,X,X,X,X,X,X
JTIZOSL,O,O,O,O,X,O,O,O,X,X,X,O,X
JTIOLSZ,O,X,O,O,X,O,O,X,X,X,X,O,X
JTIOLZS,O,X,O,O,X,O,O,X,X,X,X,X,X
JTIOSLZ,O,O,O,O,X,O,O,O,O,X,X,O,X
JTIOSZL,O,O,O,O,X,O,O,O,O,X,X,O,X
JTIOZLS,X,O,O,O,X,O,O,X,X,X,X,X,X
JTIOZSL,O,O,O,O,X,O,O,O,X,X,X,O,X
JTLISZO,O,X,X,O,X,O,O,X,X,X,X,X,X
JTLISOZ,O,X,X,O,X,O,O,X,X,X,X,O,X
JTLIZSO,O,X,X,X,X,O,O,X,X,X,X,X,X
JTLIZOS,O,X,X,X,X,X,O,X,X,X,X,X,X
JTLIOSZ,O,X,X,O,X,O,O,X,X,X,X,O,X
JTLIOZS,O,X,X,O,X,O,O,X,X,X,X,X,X
JTLSIZO,O,O,X,O,X,O,O,X,O,X,X,X,X
JTLSIOZ,O,O,X,O,O,O,O,X,O,X,X,O,X
JTLSZIO,O,O,X,O,O,O,O,X,O,X,X,X,X
JTLSZOI,O,O,X,O,O,O,O,X,O,X,X,X,X
JTLSOIZ,O,O,X,O,O,O,X,X,O,X,X,O,X
JTLSOZI,O,O,X,O,O,O,X,X,O,X,X,X,X
JTLZISO,O,O,X,O,X,O,O,X,X,X,X,X,X
JTLZIOS,O,O,X,O,X,X,X,X,X,X,X,X,X
JTLZSIO,O,O,X,O,O,O,O,X,X,X,X,X,X
JTLZSOI,O,O,X,O,O,O,O,X,X,X,X,X,X
JTLZOIS,O,O,X,O,X,X,X,X,X,X,X,X,X
JTLZOSI,O,O,X,O,O,O,O,X,X,X,X,X,X
JTLOISZ,O,X,X,O,X,O,X,X,X,X,X,O,X
JTLOIZS,O,X,X,O,X,O,X,X,X,X,X,X,X
JTLOSIZ,O,O,X,O,O,O,X,X,O,X,X,O,X
JTLOSZI,O,O,X,O,O,O,X,X,O,X,X,X,X
JTLOZIS,O,O,X,O,X,O,X,X,X,X,X,X,X
JTLOZSI,O,O,X,O,O,O,X,X,X,X,X,X,X
JTSILZO,O,O,O,X,X,O,X,X,O,X,X,X,X
JTSILOZ,O,O,O,O,X,O,X,X,O,X,X,O,X
JTSIZLO,O,O,O,X,X,O,X,X,O,X,X,X,X
JTSIZOL,O,O,O,O,X,O,X,X,O,X,X,O,X
JTSIOLZ,O,O,O,O,O,O,X,X,O,X,X,O,X
JTSIOZL,O,O,O,O,X,O,X,X,O,X,X,O,X
JTSLIZO,O,O,X,O,X,O,X,X,O,X,X,X,X
JTSLIOZ,O,O,X,O,O,O,X,X,O,X,X,O,X
JTSLZIO,O,O,X,O,O,O,X,X,O,X,X,X,X
JTSLZOI,O,O,X,O,O,O,X,X,O,X,X,X,X
JTSLOIZ,O,O,X,O,O,O,X,X,O,X,X,O,X
JTSLOZI,O,O,X,O,O,O,X,X,O,X,X,X,X
JTSZILO,O,O,X,O,X,O,X,X,O,X,X,X,X
JTSZIOL,O,O,X,O,X,O,X,X,O,X,X,O,X
JTSZLIO,O,O,X,O,X,O,X,X,O,X,X,X,X
JTSZLOI,O,O,X,O,X,O,X,X,O,X,X,X,X
JTSZOIL,O,O,X,O,X,O,X,X,O,X,X,O,X
JTSZOLI,O,O,X,O,X,O,X,X,O,X,X,X,X
JTSOILZ,O,O,O,O,O,O,X,X,O,X,X,O,X
JTSOIZL,O,O,O,O,X,O,X,X,O,X,X,O,X
JTSOLIZ,O,O,X,O,O,O,X,X,O,X,X,O,X
JTSOLZI,O,O,X,O,O,O,X,X,O,X,X,X,X
JTSOZIL,O,O,X,O,X,O,X,X,O,X,X,O,X
JTSOZLI,O,O,X,O,X,O,X,X,O,X,X,X,X
JTZILSO,X,O,X,O,O,X,X,X,X,X,X,X,X
JTZILOS,X,O,X,O,O,X,X,X,X,X,X,X,X
JTZISLO,O,O,X,O,X,O,X,X,X,X,X,X,X
JTZISOL,O,O,X,O,X,O,X,X,X,X,X,O,X
JTZIOLS,X,O,X,O,O,O,X,X,X,X,X,X,X
JTZIOSL,O,O,X,O,X,O,X,X,X,X,X,O,X
JTZLISO,O,O,X,O,O,O,X,X,X,X,X,X,X
JTZLIOS,O,O,X,O,O,X,X,X,X,X,X,X,X
JTZLSIO,O,O,X,O,O,O,X,X,X,X,X,X,X
JTZLSOI,O,O,X,O,O,O,X,X,X,X,X,X,X
JTZLOIS,O,O,X,O,O,X,X,X,X,X,X,X,X
JTZLOSI,O,O,X,O,O,O,X,X,X,X,X,X,X
JTZSILO,O,O,X,O,X,O,X,X,O,X,X,X,X
JTZSIOL,O,O,X,O,X,O,X,X,O,X,X,O,X
JTZSLIO,O,O,X,O,O,O,X,X,O,X,X,X,X
JTZSLOI,O,O,X,O,O,O,X,X,O,X,X,X,X
JTZSOIL,O,O,X,O,X,O,X,X,O,X,X,O,X
JTZSOLI,O,O,X,O,O,O,X,X,O,X,X,X,X
JTZOILS,X,O,X,O,O,O,X,X,X,X,X,X,X
JTZOISL,O,O,X,O,X,O,X,X,X,X,X,O,X
JTZOLIS,O,O,X,O,O,O,X,X,X,X,X,X,X
JTZOLSI,O,O,X,O,O,O,X,X,X,X,X,X,X
JTZOSIL,O,O,X,O,X,O,X,X,O,X,X,O,X
JTZOSLI,O,O,X,O,O,O,X,X,O,X,X,X,X
JTOILSZ,O,X,O,O,X,O,X,X,X,X,X,O,X
JTOILZS,O,X,O,O,X,O,X,X,X,X,X,X,X
JTOISLZ,O,O,O,O,X,O,X,O,O,X,X,O,X
JTOISZL,O,O,O,O,X,O,X,O,O,X,X,O,X
JTOIZLS,X,O,O,O,X,O,X,X,X,X,X,X,X
JTOIZSL,O,O,O,O,X,O,X,O,X,X,X,O,X
JTOLISZ,O,X,X,O,X,O,X,X,X,X,X,O,X
JTOLIZS,O,X,X,O,X,O,X,X,X,X,X,X,X
JTOLSIZ,O,O,X,O,O,O,X,X,O,X,X,O,X
JTOLSZI,O,O,X,O,O,O,X,X,O,X,X,X,X
JTOLZIS,O,O,X,O,X,O,X,X,X,X,X,X,X
JTOLZSI,O,O,X,O,O,O,X,X,X,X,X,X,X
JTOSILZ,O,O,O,O,O,O,X,X,O,X,X,O,X
JTOSIZL,O,O,O,O,X,O,X,X,O,X,X,O,X
JTOSLIZ,O,O,X,O,O,O,X,X,O,X,X,O,X
JTOSLZI,O,O,X,O,O,O,X,X,O,X,X,X,X
JTOSZIL,O,O,X,O,X,O,X,X,O,X,X,O,X
JTOSZLI,O,O,X,O,X,O,X,X,O,X,X,X,X
JTOZILS,X,O,X,O,O,O,X,X,X,X,X,X,X
JTOZISL,O,O,X,O,X,O,X,X,X,X,X,O,X
JTOZLIS,O,O,X,O,O,O,X,X,X,X,X,X,X
JTOZLSI,O,O,X,O,O,O,X,X,X,X,X,X,X
JTOZSIL,O,O,X,O,X,O,X,X,O,X,X,O,X
JTOZSLI,O,O,X,O,O,O,X,X,O,X,X,X,X
JITLSZO,O,X,O,X,X,X,O,X,X,X,X,X,X
JITLSOZ,O,X,O,X,X,X,O,X,X,X,X,O,X
JITLZSO,O,X,O,X,X,X,O,X,X,X,X,X,X
JITLZOS,O,X,O,X,X,X,O,X,X,X,X,X,X
JITLOSZ,O,X,O,X,X,X,O,X,X,X,X,O,X
JITLOZS,O,X,O,X,X,X,O,X,X,X,X,X,X
JITSLZO,O,O,O,X,X,X,X,O,O,X,X,X,X
JITSLOZ,O,O,O,X,X,X,X,O,O,X,X,O,X
JITSZLO,O,O,O,X,X,X,X,O,O,X,X,X,X
JITSZOL,O,O,O,X,X,X,X,O,O,X,X,O,X
JITSOLZ,O,O,O,X,X,X,X,O,O,X,X,O,X
JITSOZL,O,O,O,X,X,X,X,O,O,X,X,O,X
JITZLSO,X,O,O,X,X,X,O,X,X,X,X,X,X
JITZLOS,X,O,O,X,X,X,X,X,X,X,X,X,X
JITZSLO,O,O,O,X,X,X,O,O,X,X,X,X,X
JITZSOL,O,O,O,X,X,X,O,O,X,X,X,O,X
JITZOLS,X,O,O,X,X,X,X,X,X,X,X,X,X
JITZOSL,O,O,O,X,X,X,O,O,X,X,X,O,X
JITOLSZ,O,X,O,X,X,X,O,X,X,X,X,O,X
JITOLZS,O,X,O,X,X,X,O,X,X,X,X,X,X
JITOSLZ,O,O,O,X,X,X,O,O,O,X,X,O,X
JITOSZL,O,O,O,X,X,X,O,O,O,X,X,O,X
JITOZLS,X,O,O,X,X,X,O,X,X,X,X,X,X
JITOZSL,O,O,O,X,X,X,O,O,X,X,X,O,X
JILTSZO,O,X,O,X,X,X,O,X,X,X,X,X,X
JILTSOZ,O,X,O,X,X,X,O,X,X,X,X,O,X
JILTZSO,O,X,O,X,X,X,O,X,X,X,X,X,X
JILTZOS,O,X,O,X,X,X,O,X,X,X,X,X,X
JILTOSZ,O,X,O,X,X,X,O,X,X,X,X,O,X
JILTOZS,O,X,O,X,X,X,O,X,X,X,X,X,X
JILSTZO,O,X,O,X,X,X,O,X,X,X,X,X,X
JILSTOZ,O,X,O,X,X,X,O,X,X,X,X,O,X
JILSZTO,O,X,O,X,X,X,O,X,X,X,X,X,X
JILSZOT,O,X,O,X,X,X,O,X,X,X,X,X,X
JILSOTZ,O,X,O,X,X,X,O,X,X,X,X,X,X
JILSOZT,X,X,O,X,X,X,O,X,X,X,X,X,X
JILZTSO,O,X,O,X,X,X,O,X,X,X,X,X,X
JILZTOS,O,X,O,X,X,X,O,X,X,X,X,X,X
JILZSTO,O,X,O,X,X,X,O,X,X,X,X,X,X
JILZSOT,O,X,O,X,X,X,O,X,X,X,X,X,X
JILZOTS,X,X,X,X,X,X,O,X,X,X,X,X,X
JILZOST,O,X,O,X,X,X,O,X,X,X,X,X,X
JILOTSZ,X,X,X,X,X,X,O,X,X,X,X,X,X
