sequence,v115@9gA8IeA8HeB8FeD8BeA8CeC8Je5EJvhFigB3hBFjBc?qBOsBTrB,v115@9gA8IeA8HeB8FeD8BeA8CeC8Je5EJvhFigBFiBXjBc?qBOrBzrB,v115@9gA8IeA8HeB8FeD8BeA8CeC8JeCAJvhFxhBXjBllBc?rBesBzpB,v115@9gA8IeA8HeB8FeD8BeA8CeC8JeRAJvhFUiBFjBGlBK?rBfsBzpB,v115@9gA8IeA8HeB8FeD8BeA8CeC8JeCAJvhFxhBXjB0lBm?mBzpB1wB,v115@9gA8IeA8HeB8FeD8BeA8CeC8JeRAJvhFUiBFjBClBO?rBXqBzrB
ZJOITSL,O,O,O,X,X,O
ZJOILTS,O,O,O,X,X,X
ZJOILST,O,O,O,X,X,X
ZJOISTL,O,O,O,X,X,X
ZJOISLT,O,O,O,X,X,X
ZJOLTIS,O,O,O,X,X,X
ZJOLTSI,O,O,O,X,X,X
ZJOLITS,O,O,O,X,X,X
ZJOLIST,O,O,O,X,X,X
ZJOLSTI,O,O,O,X,X,X
ZJOLSIT,O,O,O,X,X,X
ZJOSTIL,O,O,O,X,X,O
ZJOSTLI,O,O,O,O,X,O
ZJOSITL,O,O,O,X,X,O
ZJOSILT,O,O,O,X,X,X
ZJOSLTI,O,O,O,O,X,O
ZJOSLIT,O,O,O,O,X,O
ZSTILJO,O,O,X,O,O,O
ZSTILOJ,O,O,X,O,O,O
ZSTIJLO,O,O,X,X,O,X
ZSTIJOL,O,O,X,X,O,X
ZSTIOLJ,O,O,X,O,O,X
ZSTIOJL,O,O,X,X,O,X
ZSTLIJO,O,O,X,O,O,O
ZSTLIOJ,O,O,X,O,O,O
ZSTLJIO,O,O,O,O,O,O
ZSTLJOI,O,O,O,O,O,O
ZSTLOIJ,O,O,X,O,O,O
ZSTLOJI,O,O,X,O,O,O
ZSTJILO,O,O,O,X,O,O
ZSTJIOL,O,O,O,X,O,O
ZSTJLIO,O,O,O,O,O,O
ZSTJLOI,O,O,O,O,O,O
ZSTJOIL,O,O,O,X,O,O
ZSTJOLI,O,O,O,O,O,O
ZSTOILJ,O,O,X,O,O,O
ZSTOIJL,O,O,X,X,O,X
ZSTOLIJ,O,O,X,O,O,O
ZSTOLJI,O,O,X,O,O,O
ZSTOJIL,O,O,X,X,O,O
ZSTOJLI,O,O,X,O,O,O
ZSITLJO,O,O,X,O,O,O
ZSITLOJ,O,O,X,O,O,O
ZSITJLO,O,O,X,X,O,X
ZSITJOL,O,O,X,X,O,X
ZSITOLJ,O,O,X,O,O,X
ZSITOJL,O,O,X,X,O,X
ZSILTJO,O,O,X,O,O,O
ZSILTOJ,O,O,X,O,O,O
ZSILJTO,O,O,X,O,O,O
ZSILJOT,O,O,X,O,X,X
ZSILOTJ,O,O,X,O,O,O
ZSILOJT,O,O,X,O,X,X
ZSIJTLO,O,O,O,X,X,X
ZSIJTOL,O,O,O,X,X,X
ZSIJLTO,O,O,O,X,O,X
ZSIJLOT,O,O,O,X,X,X
ZSIJOTL,O,O,O,X,X,X
ZSIJOLT,O,O,O,X,X,X
ZSIOTLJ,O,O,X,O,O,X
ZSIOTJL,O,O,X,X,O,X
ZSIOLTJ,O,O,X,O,O,X
ZSIOLJT,O,O,O,O,O,X
ZSIOJTL,O,O,O,X,X,X
ZSIOJLT,O,O,O,X,O,X
ZSLTIJO,O,O,X,O,O,O
ZSLTIOJ,O,O,X,O,O,O
ZSLTJIO,O,O,X,O,O,O
ZSLTJOI,O,O,X,O,O,O
ZSLTOIJ,O,O,X,O,O,O
ZSLTOJI,O,O,X,O,O,O
ZSLITJO,O,O,X,O,O,O
ZSLITOJ,O,O,X,O,O,O
ZSLIJTO,O,O,X,O,O,O
ZSLIJOT,O,O,X,O,X,O
ZSLIOTJ,O,O,X,O,O,O
ZSLIOJT,O,O,X,O,X,O
ZSLJTIO,O,O,X,O,O,O
ZSLJTOI,O,O,X,O,O,O
ZSLJITO,O,O,X,O,O,O
ZSLJIOT,O,O,X,O,X,O
ZSLJOTI,O,O,X,O,X,O
ZSLJOIT,O,O,X,O,X,O
ZSLOTIJ,O,O,X,O,O,O
ZSLOTJI,O,O,X,O,O,O
ZSLOITJ,O,O,X,O,O,O
ZSLOIJT,O,O,X,O,X,O
ZSLOJTI,O,O,X,O,X,O
ZSLOJIT,O,O,X,O,X,O
ZSJTILO,O,O,O,X,O,O
ZSJTIOL,O,O,O,X,O,O
ZSJTLIO,O,O,O,O,O,O
ZSJTLOI,O,O,O,O,O,O
ZSJTOIL,O,O,O,X,O,O
ZSJTOLI,O,O,O,O,O,O
ZSJITLO,O,O,O,X,X,O
ZSJITOL,O,O,O,X,X,O
ZSJILTO,O,O,O,X,O,O
ZSJILOT,O,O,O,X,X,O
ZSJIOTL,O,O,O,X,X,O
ZSJIOLT,O,O,O,X,X,X
ZSJLTIO,O,O,O,O,O,O
ZSJLTOI,O,O,O,O,O,O
ZSJLITO,O,O,O,O,O,O
ZSJLIOT,O,O,O,O,X,O
ZSJLOTI,O,O,O,O,X,O
ZSJLOIT,O,O,O,O,X,O
ZSJOTIL,O,O,O,X,X,O
ZSJOTLI,O,O,O,O,X,O
ZSJOITL,O,O,O,X,X,O
ZSJOILT,O,O,O,X,X,X
ZSJOLTI,O,O,O,O,X,O
ZSJOLIT,O,O,O,O,X,O
ZSOTILJ,O,O,X,O,O,O
ZSOTIJL,O,O,X,X,O,X
ZSOTLIJ,O,O,X,O,O,O
ZSOTLJI,O,O,O,O,O,O
ZSOTJIL,O,O,O,X,O,O
ZSOTJLI,O,O,O,O,O,O
ZSOITLJ,O,O,X,O,O,O
ZSOITJL,O,O,X,X,O,X
ZSOILTJ,O,O,X,O,O,O
ZSOILJT,O,O,O,O,O,O
ZSOIJTL,O,O,O,X,X,X
ZSOIJLT,O,O,O,X,O,X
ZSOLTIJ,O,O,X,O,O,O
ZSOLTJI,O,O,O,O,O,O
ZSOLITJ,O,O,X,O,O,O
ZSOLIJT,O,O,O,O,O,O
ZSOLJTI,O,O,O,O,O,O
ZSOLJIT,O,O,O,O,O,O
ZSOJTIL,O,O,O,X,O,O
ZSOJTLI,O,O,O,O,O,O
ZSOJITL,O,O,O,X,X,O
ZSOJILT,O,O,O,X,O,O
ZSOJLTI,O,O,O,O,O,O
ZSOJLIT,O,O,O,O,O,O
ZOTILJS,O,O,O,X,O,X
ZOTILSJ,O,O,X,X,O,X
ZOTIJLS,O,O,O,X,O,X
ZOTIJSL,O,O,O,X,O,X
ZOTISLJ,O,O,X,O,O,O
ZOTISJL,O,O,X,X,O,X
ZOTLIJS,O,O,O,X,O,X
ZOTLISJ,O,O,X,O,O,X
ZOTLJIS,O,O,O,O,O,X
ZOTLJSI,O,O,O,O,O,X
ZOTLSIJ,O,O,X,O,O,O
ZOTLSJI,O,O,O,O,O,O
ZOTJILS,O,O,O,O,O,O
ZOTJISL,O,O,O,X,O,O
ZOTJLIS,O,O,O,O,O,O
ZOTJLSI,O,O,O,O,O,O
ZOTJSIL,O,O,O,X,O,O
ZOTJSLI,O,O,O,O,O,O
ZOTSILJ,O,O,X,O,O,O
ZOTSIJL,O,O,X,X,O,X
ZOTSLIJ,O,O,X,O,O,O
ZOTSLJI,O,O,O,O,O,O
ZOTSJIL,O,O,O,X,O,O
ZOTSJLI,O,O,O,O,O,O
ZOITLJS,O,O,O,X,O,X
ZOITLSJ,O,O,X,X,O,X
ZOITJLS,O,O,O,X,O,X
ZOITJSL,O,O,O,X,O,X
ZOITSLJ,O,O,X,O,O,O
ZOITSJL,O,O,X,X,O,X
ZOILTJS,O,O,X,X,O,X
ZOILTSJ,O,O,X,X,O,X
ZOILJTS,O,O,O,X,X,X
ZOILJST,O,O,O,X,X,X
ZOILSTJ,O,O,X,X,O,X
ZOILSJT,O,O,X,X,O,X
ZOIJTLS,O,O,O,X,X,X
ZOIJTSL,O,O,O,X,X,X
ZOIJLTS,O,O,O,X,X,X
ZOIJLST,O,O,O,X,X,X
ZOIJSTL,O,O,O,X,X,X
ZOIJSLT,O,O,O,X,X,X
ZOISTLJ,O,O,X,O,O,O
ZOISTJL,O,O,X,X,O,X
ZOISLTJ,O,O,X,O,O,O
ZOISLJT,O,O,X,O,O,O
ZOISJTL,O,O,X,X,X,X
ZOISJLT,O,O,X,X,O,X
ZOLTIJS,O,O,O,X,O,X
ZOLTISJ,O,O,X,O,O,X
ZOLTJIS,O,O,O,O,O,X
ZOLTJSI,O,O,O,O,O,X
ZOLTSIJ,O,O,X,O,O,O
ZOLTSJI,O,O,O,O,O,O
ZOLITJS,O,O,X,X,O,X
ZOLITSJ,O,O,X,O,O,X
ZOLIJTS,O,O,O,X,X,X
ZOLIJST,O,O,O,X,X,X
ZOLISTJ,O,O,X,O,O,X
ZOLISJT,O,O,X,O,O,X
ZOLJTIS,O,O,O,O,O,X
ZOLJTSI,O,O,O,O,O,X
ZOLJITS,O,O,O,O,X,X
ZOLJIST,O,O,O,O,X,X
ZOLJSTI,O,O,O,O,O,X
ZOLJSIT,O,O,O,O,O,X
ZOLSTIJ,O,O,X,O,O,O
ZOLSTJI,O,O,O,O,O,O
ZOLSITJ,O,O,X,O,O,O
ZOLSIJT,O,O,O,O,O,O
ZOLSJTI,O,O,O,O,O,O
ZOLSJIT,O,O,O,O,O,O
ZOJTILS,O,O,O,O,O,O
ZOJTISL,O,O,O,X,O,O
ZOJTLIS,O,O,O,O,O,O
ZOJTLSI,O,O,O,O,O,O
ZOJTSIL,O,O,O,X,O,O
ZOJTSLI,O,O,O,O,O,O
ZOJITLS,O,O,O,O,X,O
ZOJITSL,O,O,O,X,X,O
ZOJILTS,O,O,O,O,X,O
ZOJILST,O,O,O,O,X,X
ZOJISTL,O,O,O,X,X,O
ZOJISLT,O,O,O,X,X,O
ZOJLTIS,O,O,O,O,O,O
ZOJLTSI,O,O,O,O,O,O
ZOJLITS,O,O,O,O,X,O
ZOJLIST,O,O,O,O,X,X
ZOJLSTI,O,O,O,O,O,O
ZOJLSIT,O,O,O,O,O,O
ZOJSTIL,O,O,O,X,O,O
ZOJSTLI,O,O,O,O,O,O
ZOJSITL,O,O,O,X,X,O
ZOJSILT,O,O,O,X,O,O
ZOJSLTI,O,O,O,O,O,O
ZOJSLIT,O,O,O,O,O,O
ZOSTILJ,O,O,X,O,O,O
ZOSTIJL,O,O,X,X,O,X
ZOSTLIJ,O,O,X,O,O,O
ZOSTLJI,O,O,O,O,O,O
ZOSTJIL,O,O,O,X,O,O
ZOSTJLI,O,O,O,O,O,O
ZOSITLJ,O,O,X,O,O,O
ZOSITJL,O,O,X,X,O,X
ZOSILTJ,O,O,X,O,O,O
ZOSILJT,O,O,O,O,O,O
ZOSIJTL,O,O,O,X,X,X
ZOSIJLT,O,O,O,X,O,X
ZOSLTIJ,O,O,X,O,O,O
ZOSLTJI,O,O,O,O,O,O
ZOSLITJ,O,O,X,O,O,O
ZOSLIJT,O,O,O,O,O,O
ZOSLJTI,O,O,O,O,O,O
ZOSLJIT,O,O,O,O,O,O
ZOSJTIL,O,O,O,X,O,O
ZOSJTLI,O,O,O,O,O,O
ZOSJITL,O,O,O,X,X,O
ZOSJILT,O,O,O,X,O,O
ZOSJLTI,O,O,O,O,O,O
ZOSJLIT,O,O,O,O,O,O
OTILJSZ,X,X,O,O,O,X
OTILJZS,X,X,O,O,O,X
OTILSJZ,X,X,O,O,O,X
OTILSZJ,O,O,X,O,O,X
OTILZJS,O,O,O,X,O,X
OTILZSJ,O,O,X,O,O,X
OTIJLSZ,O,O,O,O,O,X
OTIJLZS,O,O,O,O,O,O
OTIJSLZ,O,O,O,O,O,O
OTIJSZL,O,O,X,X,O,O
OTIJZLS,O,O,X,O,O,O
OTIJZSL,O,O,X,X,O,O
OTISLJZ,X,X,O,O,O,O
OTISLZJ,O,O,X,O,O,O
OTISJLZ,X,O,O,X,O,O
OTISJZL,O,O,X,X,O,O
OTISZLJ,O,O,X,O,O,O
OTISZJL,O,O,X,X,O,X
OTIZLJS,O,O,O,X,O,X
OTIZLSJ,O,O,X,X,O,X
OTIZJLS,O,O,O,X,O,X
OTIZJSL,O,O,O,X,O,X
OTIZSLJ,O,O,X,O,O,O
OTIZSJL,O,O,X,X,O,X
OTLIJSZ,X,X,O,O,O,X
OTLIJZS,X,X,O,O,O,X
OTLISJZ,X,X,O,O,O,X
OTLISZJ,O,O,X,O,O,X
OTLIZJS,O,O,O,X,O,X
OTLIZSJ,O,O,X,O,O,X
OTLJISZ,X,X,O,O,O,X
OTLJIZS,X,X,O,O,O,O
OTLJSIZ,X,X,O,O,O,O
OTLJSZI,X,X,O,O,O,O
OTLJZIS,X,X,O,O,O,O
OTLJZSI,X,X,O,O,O,O
OTLSIJZ,X,X,O,O,O,O
OTLSIZJ,O,O,X,O,O,O
OTLSJIZ,X,X,O,O,O,O
OTLSJZI,X,X,O,O,O,O
OTLSZIJ,O,O,X,O,O,O
OTLSZJI,O,O,O,O,O,O
OTLZIJS,O,O,O,X,O,X
OTLZISJ,O,O,X,O,O,X
OTLZJIS,O,O,O,O,O,X
OTLZJSI,O,O,O,O,O,X
OTLZSIJ,O,O,X,O,O,O
OTLZSJI,O,O,O,O,O,O
OTJILSZ,O,O,O,O,O,X
OTJILZS,O,O,O,O,O,O
OTJISLZ,O,O,O,O,O,O
OTJISZL,O,O,O,X,O,O
OTJIZLS,O,O,O,O,O,O
OTJIZSL,O,O,O,X,O,O
OTJLISZ,O,O,O,O,O,X
OTJLIZS,O,O,O,O,O,O
OTJLSIZ,O,O,O,O,O,O
OTJLSZI,O,O,O,O,O,O
OTJLZIS,O,O,O,O,O,O
OTJLZSI,O,O,O,O,O,O
OTJSILZ,O,O,O,O,O,O
OTJSIZL,O,O,O,X,O,O
OTJSLIZ,O,O,O,O,O,O
OTJSLZI,O,O,O,O,O,O
OTJSZIL,O,O,O,X,O,O
OTJSZLI,O,O,O,O,O,O
OTJZILS,O,O,O,O,O,O
OTJZISL,O,O,O,X,O,O
OTJZLIS,O,O,O,O,O,O
OTJZLSI,O,O,O,O,O,O
OTJZSIL,O,O,O,X,O,O
OTJZSLI,O,O,O,O,O,O
OTSILJZ,X,X,O,O,O,O
OTSILZJ,O,O,X,O,O,O
OTSIJLZ,X,O,O,X,O,O
OTSIJZL,O,O,O,X,O,O
OTSIZLJ,O,O,X,O,O,O
OTSIZJL,O,O,X,X,O,X
OTSLIJZ,X,X,O,O,O,O
OTSLIZJ,O,O,X,O,O,O
OTSLJIZ,X,X,O,O,O,O
OTSLJZI,X,X,O,O,O,O
OTSLZIJ,O,O,X,O,O,O
OTSLZJI,O,O,O,O,O,O
OTSJILZ,X,O,O,O,O,O
OTSJIZL,O,O,O,X,O,O
OTSJLIZ,X,O,O,O,O,O
OTSJLZI,X,O,O,O,O,O
OTSJZIL,O,O,O,X,O,O
OTSJZLI,O,O,O,O,O,O
OTSZILJ,O,O,X,O,O,O
OTSZIJL,O,O,X,X,O,X
OTSZLIJ,O,O,X,O,O,O
OTSZLJI,O,O,O,O,O,O
OTSZJIL,O,O,O,X,O,O
OTSZJLI,O,O,O,O,O,O
OTZILJS,O,O,O,X,O,X
OTZILSJ,O,O,X,X,O,X
OTZIJLS,O,O,O,X,O,X
OTZIJSL,O,O,O,X,O,X
OTZISLJ,O,O,X,O,O,O
OTZISJL,O,O,X,X,O,X
OTZLIJS,O,O,O,X,O,X
OTZLISJ,O,O,X,O,O,X
OTZLJIS,O,O,O,O,O,X
OTZLJSI,O,O,O,O,O,X
OTZLSIJ,O,O,X,O,O,O
OTZLSJI,O,O,O,O,O,O
OTZJILS,O,O,O,O,O,O
OTZJISL,O,O,O,X,O,O
OTZJLIS,O,O,O,O,O,O
OTZJLSI,O,O,O,O,O,O
OTZJSIL,O,O,O,X,O,O
OTZJSLI,O,O,O,O,O,O
OTZSILJ,O,O,X,O,O,O
OTZSIJL,O,O,X,X,O,X
OTZSLIJ,O,O,X,O,O,O
OTZSLJI,O,O,O,O,O,O
OTZSJIL,O,O,O,X,O,O
OTZSJLI,O,O,O,O,O,O
OITLJSZ,X,X,O,O,O,X
OITLJZS,X,X,O,O,O,X
OITLSJZ,X,X,O,O,O,X
OITLSZJ,O,O,X,O,O,X
OITLZJS,O,O,O,X,O,X
OITLZSJ,O,O,X,O,O,X
OITJLSZ,O,O,O,O,O,X
OITJLZS,O,O,O,O,O,O
OITJSLZ,O,O,O,O,O,O
OITJSZL,O,O,X,X,O,O
OITJZLS,O,O,X,O,O,O
OITJZSL,O,O,X,X,O,O
OITSLJZ,X,X,O,O,O,O
OITSLZJ,O,O,X,O,O,O
OITSJLZ,X,O,O,X,O,O
OITSJZL,O,O,X,X,O,O
OITSZLJ,O,O,X,O,O,O
OITSZJL,O,O,X,X,O,X
OITZLJS,O,O,O,X,O,X
OITZLSJ,O,O,X,X,O,X
OITZJLS,O,O,O,X,O,X
OITZJSL,O,O,O,X,O,X
OITZSLJ,O,O,X,O,O,O
OITZSJL,O,O,X,X,O,X
OILTJSZ,X,X,O,O,O,X
OILTJZS,X,X,O,O,O,X
OILTSJZ,X,X,O,O,O,X
OILTSZJ,O,O,X,O,O,X
OILTZJS,O,O,O,X,O,X
OILTZSJ,O,O,X,O,O,X
OILJTSZ,O,O,O,O,X,X
OILJTZS,O,O,O,O,X,X
OILJSTZ,O,O,O,O,X,X
OILJSZT,O,O,O,O,X,X
OILJZTS,O,O,O,O,X,X
OILJZST,O,O,O,O,X,X
OILSTJZ,X,X,O,O,O,X
OILSTZJ,O,O,X,O,O,X
OILSJTZ,X,O,O,O,O,X
OILSJZT,X,O,O,O,O,X
OILSZTJ,O,O,X,O,O,X
OILSZJT,O,O,O,O,O,X
OILZTJS,O,O,X,X,O,X
OILZTSJ,O,O,X,O,O,X
OILZJTS,O,O,O,X,X,X
OILZJST,O,O,O,X,X,X
OILZSTJ,O,O,X,O,O,X
OILZSJT,O,O,X,O,O,X
OIJTLSZ,O,O,O,O,X,X
OIJTLZS,O,O,O,O,X,O
OIJTSLZ,O,O,O,O,X,O
OIJTSZL,O,O,O,X,X,O
OIJTZLS,O,O,O,O,X,O
OIJTZSL,O,O,O,X,X,O
OIJLTSZ,O,O,O,O,X,X
OIJLTZS,O,O,O,O,X,O
OIJLSTZ,O,O,O,O,X,X
OIJLSZT,O,O,O,O,X,X
OIJLZTS,O,O,O,O,X,O
OIJLZST,O,O,O,O,X,X
OIJSTLZ,O,O,O,O,X,O
OIJSTZL,O,O,O,X,X,O
OIJSLTZ,O,O,O,O,X,O
OIJSLZT,O,O,O,O,X,O
OIJSZTL,O,O,O,X,X,O
OIJSZLT,O,O,O,X,X,O
OIJZTLS,O,O,O,O,X,O
OIJZTSL,O,O,O,X,X,O
OIJZLTS,O,O,O,O,X,O
OIJZLST,O,O,O,O,X,X
OIJZSTL,O,O,O,X,X,O
OIJZSLT,O,O,O,X,X,O
OISTLJZ,X,X,O,O,O,O
OISTLZJ,O,O,X,O,O,O
OISTJLZ,X,O,O,X,O,O
OISTJZL,O,O,O,X,O,O
OISTZLJ,O,O,X,O,O,O
OISTZJL,O,O,X,X,O,X
OISLTJZ,X,X,O,O,O,O
OISLTZJ,O,O,X,O,O,O
OISLJTZ,X,O,O,O,O,O
OISLJZT,X,O,O,O,O,O
OISLZTJ,O,O,X,O,O,O
OISLZJT,O,O,O,O,O,O
OISJTLZ,O,O,O,X,O,O
OISJTZL,O,O,O,X,O,O
OISJLTZ,O,O,O,X,O,O
OISJLZT,O,O,O,X,O,O
OISJZTL,O,O,O,X,X,O
OISJZLT,O,O,O,X,O,O
OISZTLJ,O,O,X,O,O,O
OISZTJL,O,O,X,X,O,X
OISZLTJ,O,O,X,O,O,O
OISZLJT,O,O,O,O,O,O
OISZJTL,O,O,O,X,X,X
OISZJLT,O,O,O,X,O,X
OIZTLJS,O,O,O,X,O,X
OIZTLSJ,O,O,X,X,O,X
OIZTJLS,O,O,O,X,O,X
OIZTJSL,O,O,O,X,O,X
OIZTSLJ,O,O,X,O,O,O
OIZTSJL,O,O,X,X,O,X
OIZLTJS,O,O,X,X,O,X
OIZLTSJ,O,O,X,X,O,X
OIZLJTS,O,O,O,X,X,X
OIZLJST,O,O,O,X,X,X
OIZLSTJ,O,O,X,X,O,X
OIZLSJT,O,O,X,X,O,X
OIZJTLS,O,O,O,X,X,X
OIZJTSL,O,O,O,X,X,X
OIZJLTS,O,O,O,X,X,X
OIZJLST,O,O,O,X,X,X
OIZJSTL,O,O,O,X,X,X
OIZJSLT,O,O,O,X,X,X
OIZSTLJ,O,O,X,O,O,O
OIZSTJL,O,O,X,X,O,X
OIZSLTJ,O,O,X,O,O,O
OIZSLJT,O,O,X,O,O,O
OIZSJTL,O,O,X,X,X,X
OIZSJLT,O,O,X,X,O,X
OLTIJSZ,X,X,O,O,O,X
OLTIJZS,X,X,O,O,O,X
OLTISJZ,X,X,O,O,O,X
OLTISZJ,O,O,X,O,O,X
OLTIZJS,O,O,O,X,O,X
OLTIZSJ,O,O,X,O,O,X
OLTJISZ,X,X,O,O,O,X
OLTJIZS,X,X,O,O,O,O
OLTJSIZ,X,X,O,O,O,O
OLTJSZI,X,X,O,O,O,O
OLTJZIS,X,X,O,O,O,O
OLTJZSI,X,X,O,O,O,O
OLTSIJZ,X,X,O,O,O,O
OLTSIZJ,O,O,X,O,O,O
OLTSJIZ,X,X,O,O,O,O
OLTSJZI,X,X,O,O,O,O
OLTSZIJ,O,O,X,O,O,O
OLTSZJI,O,O,O,O,O,O
OLTZIJS,O,O,O,X,O,X
OLTZISJ,O,O,X,O,O,X
OLTZJIS,O,O,O,O,O,X
OLTZJSI,O,O,O,O,O,X
OLTZSIJ,O,O,X,O,O,O
OLTZSJI,O,O,O,O,O,O
OLITJSZ,X,X,O,O,O,X
OLITJZS,X,X,O,O,O,X
OLITSJZ,X,X,O,O,O,X
OLITSZJ,O,O,X,O,O,X
OLITZJS,O,O,O,X,O,X
OLITZSJ,O,O,X,O,O,X
OLIJTSZ,O,O,O,O,X,X
OLIJTZS,O,O,O,O,X,X
OLIJSTZ,O,O,O,O,X,X
OLIJSZT,O,O,O,O,X,X
OLIJZTS,O,O,O,O,X,X
OLIJZST,O,O,O,O,X,X
OLISTJZ,X,X,O,O,O,X
OLISTZJ,O,O,X,O,O,X
OLISJTZ,X,O,O,O,O,X
OLISJZT,X,O,O,O,O,X
OLISZTJ,O,O,X,O,O,X
OLISZJT,O,O,O,O,O,X
OLIZTJS,O,O,X,X,O,X
OLIZTSJ,O,O,X,O,O,X
OLIZJTS,O,O,O,X,X,X
OLIZJST,O,O,O,X,X,X
OLIZSTJ,O,O,X,O,O,X
OLIZSJT,O,O,X,O,O,X
OLJTISZ,O,O,O,O,O,X
OLJTIZS,O,O,O,O,O,O
OLJTSIZ,O,O,O,O,O,O
OLJTSZI,O,O,O,O,O,O
OLJTZIS,O,O,O,O,O,O
OLJTZSI,O,O,O,O,O,O
OLJITSZ,O,O,O,O,X,X
OLJITZS,O,O,O,O,X,O
OLJISTZ,O,O,O,O,X,X
OLJISZT,O,O,O,O,X,X
OLJIZTS,O,O,O,O,X,O
OLJIZST,O,O,O,O,X,X
OLJSTIZ,O,O,O,O,O,O
OLJSTZI,O,O,O,O,O,O
OLJSITZ,O,O,O,O,O,O
OLJSIZT,O,O,O,O,O,O
OLJSZTI,O,O,O,O,O,O
OLJSZIT,O,O,O,O,O,O
OLJZTIS,O,O,O,O,O,O
OLJZTSI,O,O,O,O,O,O
OLJZITS,O,O,O,O,X,O
OLJZIST,O,O,O,O,X,X
OLJZSTI,O,O,O,O,O,O
OLJZSIT,O,O,O,O,O,O
OLSTIJZ,X,X,O,O,O,O
OLSTIZJ,O,O,X,O,O,O
OLSTJIZ,X,X,O,O,O,O
OLSTJZI,X,X,O,O,O,O
OLSTZIJ,O,O,X,O,O,O
OLSTZJI,O,O,O,O,O,O
OLSITJZ,X,X,O,O,O,O
OLSITZJ,O,O,X,O,O,O
OLSIJTZ,X,O,O,O,O,O
OLSIJZT,X,O,O,O,O,O
OLSIZTJ,O,O,X,O,O,O
OLSIZJT,O,O,O,O,O,O
OLSJTIZ,X,O,O,O,O,O
OLSJTZI,X,O,O,O,O,O
OLSJITZ,X,O,O,O,O,O
OLSJIZT,X,O,O,O,O,O
OLSJZTI,X,O,O,O,O,O
OLSJZIT,X,O,O,O,O,O
OLSZTIJ,O,O,X,O,O,O
OLSZTJI,O,O,O,O,O,O
OLSZITJ,O,O,X,O,O,O
OLSZIJT,O,O,O,O,O,O
OLSZJTI,O,O,O,O,O,O
OLSZJIT,O,O,O,O,O,O
OLZTIJS,O,O,O,X,O,X
OLZTISJ,O,O,X,O,O,X
OLZTJIS,O,O,O,O,O,X
OLZTJSI,O,O,O,O,O,X
OLZTSIJ,O,O,X,O,O,O
OLZTSJI,O,O,O,O,O,O
OLZITJS,O,O,X,X,O,X
OLZITSJ,O,O,X,O,O,X
OLZIJTS,O,O,O,X,X,X
OLZIJST,O,O,O,X,X,X
OLZISTJ,O,O,X,O,O,X
OLZISJT,O,O,X,O,O,X
OLZJTIS,O,O,O,O,O,X
OLZJTSI,O,O,O,O,O,X
OLZJITS,O,O,O,O,X,X
OLZJIST,O,O,O,O,X,X
OLZJSTI,O,O,O,O,O,X
OLZJSIT,O,O,O,O,O,X
OLZSTIJ,O,O,X,O,O,O
OLZSTJI,O,O,O,O,O,O
OLZSITJ,O,O,X,O,O,O
OLZSIJT,O,O,O,O,O,O
OLZSJTI,O,O,O,O,O,O
OLZSJIT,O,O,O,O,O,O
OJTILSZ,O,O,O,O,O,X
OJTILZS,O,O,O,O,O,O
OJTISLZ,O,O,O,O,O,O
OJTISZL,O,O,O,X,O,O
OJTIZLS,O,O,O,O,O,O
OJTIZSL,O,O,O,X,O,O
OJTLISZ,O,O,O,O,O,X
OJTLIZS,O,O,O,O,O,O
OJTLSIZ,O,O,O,O,O,O
OJTLSZI,O,O,O,O,O,O
OJTLZIS,O,O,O,O,O,O
OJTLZSI,O,O,O,O,O,O
OJTSILZ,O,O,O,O,O,O
OJTSIZL,O,O,O,X,O,O
OJTSLIZ,O,O,O,O,O,O
OJTSLZI,O,O,O,O,O,O
OJTSZIL,O,O,O,X,O,O
OJTSZLI,O,O,O,O,O,O
OJTZILS,O,O,O,O,O,O
OJTZISL,O,O,O,X,O,O
OJTZLIS,O,O,O,O,O,O
OJTZLSI,O,O,O,O,O,O
OJTZSIL,O,O,O,X,O,O
OJTZSLI,O,O,O,O,O,O
OJITLSZ,O,O,O,O,X,X
OJITLZS,O,O,O,O,X,O
OJITSLZ,O,O,O,O,X,O
OJITSZL,O,O,O,X,X,O
OJITZLS,O,O,O,O,X,O
OJITZSL,O,O,O,X,X,O
OJILTSZ,O,O,O,O,X,X
OJILTZS,O,O,O,O,X,O
OJILSTZ,O,O,O,O,X,X
OJILSZT,O,O,O,O,X,X
OJILZTS,O,O,O,O,X,O
OJILZST,O,O,O,O,X,X
OJISTLZ,O,O,O,O,X,O
OJISTZL,O,O,O,X,X,O
OJISLTZ,O,O,O,O,X,O
OJISLZT,O,O,O,O,X,O
OJISZTL,O,O,O,X,X,O
OJISZLT,O,O,O,X,X,O
OJIZTLS,O,O,O,O,X,O
OJIZTSL,O,O,O,X,X,O
OJIZLTS,O,O,O,O,X,O
OJIZLST,O,O,O,O,X,X
OJIZSTL,O,O,O,X,X,O
OJIZSLT,O,O,O,X,X,O
OJLTISZ,O,O,O,O,O,X
OJLTIZS,O,O,O,O,O,O
OJLTSIZ,O,O,O,O,O,O
OJLTSZI,O,O,O,O,O,O
OJLTZIS,O,O,O,O,O,O
OJLTZSI,O,O,O,O,O,O
OJLITSZ,O,O,O,O,X,X
OJLITZS,O,O,O,O,X,O
OJLISTZ,O,O,O,O,X,X
