sequence,v115@QhC8FeG8CeB8JeT/IvhFKlBRhBFjBUmBXsBGsB,v115@QhC8FeG8CeB8JeT/IvhFOlBFjBCmBxrB/sB0rB,v115@QhC8FeG8CeB8JeT/IvhFigBUiBFjB3lBxrBWxB,v115@QhC8FeG8CeB8JeT/IvhFxiB0lBlmB3nBilBWxB,v115@QhC8FeG8CeB8JeT/IvhFfnBxiBllBusBilB0rB
OIZJSTL,X,X,O,O,O
OIZJSLT,X,X,O,X,O
OIZSTLJ,X,X,O,O,X
OIZSTJL,X,X,O,O,O
OIZSLTJ,X,X,O,O,X
OIZSLJT,X,X,O,X,X
OIZSJTL,X,X,O,O,O
OIZSJLT,X,X,O,X,O
OLTIJSZ,X,O,X,X,X
OLTIJZS,X,O,X,X,X
OLTISJZ,X,O,O,X,X
OLTISZJ,O,X,O,X,X
OLTIZJS,O,O,X,X,X
OLTIZSJ,O,X,O,X,X
OLTJISZ,X,O,X,X,X
OLTJIZS,X,O,X,X,X
OLTJSIZ,X,O,X,X,X
OLTJSZI,O,X,X,X,X
OLTJZIS,O,O,X,X,X
OLTJZSI,O,X,X,X,O
OLTSIJZ,X,O,O,X,X
OLTSIZJ,O,X,O,X,X
OLTSJIZ,X,O,O,X,X
OLTSJZI,O,X,X,X,X
OLTSZIJ,O,X,O,X,X
OLTSZJI,O,X,X,X,X
OLTZIJS,O,O,X,X,X
OLTZISJ,O,X,X,X,X
OLTZJIS,O,O,X,X,X
OLTZJSI,O,X,X,X,O
OLTZSIJ,O,X,X,X,X
OLTZSJI,O,X,X,X,O
OLITJSZ,X,O,X,X,X
OLITJZS,X,O,X,X,X
OLITSJZ,X,O,O,X,X
OLITSZJ,O,X,O,X,X
OLITZJS,O,O,X,X,X
OLITZSJ,O,X,O,X,X
OLIJTSZ,X,O,X,X,X
OLIJTZS,X,O,X,X,X
OLIJSTZ,X,O,X,X,X
OLIJSZT,X,O,X,X,X
OLIJZTS,X,O,X,X,X
OLIJZST,X,O,X,X,X
OLISTJZ,X,O,O,X,X
OLISTZJ,O,X,O,O,X
OLISJTZ,X,O,O,X,X
OLISJZT,X,O,O,X,X
OLISZTJ,O,X,O,O,X
OLISZJT,O,X,O,X,X
OLIZTJS,O,O,X,X,X
OLIZTSJ,O,X,O,X,X
OLIZJTS,O,O,X,X,X
OLIZJST,O,O,X,X,X
OLIZSTJ,O,X,O,O,X
OLIZSJT,O,X,O,X,X
OLJTISZ,X,O,X,X,X
OLJTIZS,X,O,X,X,X
OLJTSIZ,X,O,X,X,X
OLJTSZI,O,X,X,X,X
OLJTZIS,O,O,X,X,X
OLJTZSI,O,X,X,X,O
OLJITSZ,X,O,X,X,X
OLJITZS,X,O,X,X,X
OLJISTZ,X,O,X,X,X
OLJISZT,X,O,X,X,X
OLJIZTS,X,O,X,X,X
OLJIZST,X,O,X,X,X
OLJSTIZ,X,O,X,X,X
OLJSTZI,O,X,X,X,X
OLJSITZ,X,O,X,X,X
OLJSIZT,X,O,X,X,X
OLJSZTI,O,X,X,X,X
OLJSZIT,O,X,X,X,X
OLJZTIS,O,O,X,X,X
OLJZTSI,O,X,X,X,O
OLJZITS,O,O,X,X,X
OLJZIST,O,O,X,X,X
OLJZSTI,O,X,X,X,O
OLJZSIT,O,X,X,X,O
OLSTIJZ,X,O,O,X,X
OLSTIZJ,O,X,O,O,X
OLSTJIZ,X,O,O,X,X
OLSTJZI,O,X,X,X,X
OLSTZIJ,O,X,O,O,X
OLSTZJI,O,X,X,O,X
OLSITJZ,X,O,O,X,X
OLSITZJ,O,X,O,O,X
OLSIJTZ,X,O,O,X,X
OLSIJZT,X,O,O,X,X
OLSIZTJ,O,X,O,O,X
OLSIZJT,O,X,O,X,X
OLSJTIZ,X,O,O,X,X
OLSJTZI,O,X,X,X,X
OLSJITZ,X,O,O,X,X
OLSJIZT,X,O,O,X,X
OLSJZTI,O,X,X,X,X
OLSJZIT,O,X,X,X,X
OLSZTIJ,O,X,O,O,X
OLSZTJI,O,X,X,O,X
OLSZITJ,O,X,O,O,X
OLSZIJT,O,X,O,X,X
OLSZJTI,O,X,X,X,X
OLSZJIT,O,X,X,X,X
OLZTIJS,O,O,X,X,X
OLZTISJ,O,X,X,X,X
OLZTJIS,O,O,X,X,X
OLZTJSI,O,X,X,X,O
OLZTSIJ,O,X,X,O,X
OLZTSJI,O,X,X,O,O
OLZITJS,O,O,X,X,X
OLZITSJ,O,X,X,X,X
OLZIJTS,O,O,X,X,X
OLZIJST,O,O,X,X,X
OLZISTJ,O,X,X,O,X
OLZISJT,O,X,X,X,X
OLZJTIS,O,O,X,X,X
OLZJTSI,O,X,X,X,O
OLZJITS,O,O,X,X,X
OLZJIST,O,O,X,X,X
OLZJSTI,O,X,X,X,O
OLZJSIT,O,X,X,X,O
OLZSTIJ,O,X,X,O,X
OLZSTJI,O,X,X,O,O
OLZSITJ,O,X,X,O,X
OLZSIJT,O,X,X,X,X
OLZSJTI,O,X,X,X,O
OLZSJIT,O,X,X,X,O
OJTILSZ,X,O,X,X,X
OJTILZS,X,O,X,X,X
OJTISLZ,X,O,O,X,X
OJTISZL,X,X,O,X,X
OJTIZLS,X,O,X,X,X
OJTIZSL,X,X,O,X,O
OJTLISZ,X,O,X,X,X
OJTLIZS,X,O,X,X,X
OJTLSIZ,X,O,X,X,X
OJTLSZI,O,X,X,X,X
OJTLZIS,O,O,X,X,X
OJTLZSI,O,X,X,X,O
OJTSILZ,X,O,O,X,X
OJTSIZL,X,X,O,X,X
OJTSLIZ,X,O,O,X,X
OJTSLZI,O,X,X,X,X
OJTSZIL,X,X,X,X,O
OJTSZLI,X,X,X,X,O
OJTZILS,X,O,X,X,X
OJTZISL,X,X,X,X,O
OJTZLIS,X,O,X,X,X
OJTZLSI,X,X,X,X,O
OJTZSIL,X,X,X,X,O
OJTZSLI,X,X,X,X,O
OJITLSZ,X,O,X,X,X
OJITLZS,X,O,X,X,X
OJITSLZ,X,O,O,X,X
OJITSZL,X,X,O,X,X
OJITZLS,X,O,X,X,X
OJITZSL,X,X,O,X,O
OJILTSZ,X,O,X,X,X
OJILTZS,X,O,X,X,X
OJILSTZ,X,O,X,X,X
OJILSZT,X,O,X,X,X
OJILZTS,X,O,X,X,X
OJILZST,X,O,X,X,X
OJISTLZ,X,O,O,X,X
OJISTZL,X,X,O,O,X
OJISLTZ,X,O,O,X,X
OJISLZT,X,O,O,X,X
OJISZTL,X,X,O,O,X
OJISZLT,X,X,O,X,X
OJIZTLS,X,O,X,X,X
OJIZTSL,X,X,O,X,O
OJIZLTS,X,O,X,X,X
OJIZLST,X,O,X,X,X
OJIZSTL,X,X,O,O,O
OJIZSLT,X,X,O,X,O
OJLTISZ,X,O,X,X,X
OJLTIZS,X,O,X,X,X
OJLTSIZ,X,O,X,X,X
OJLTSZI,O,X,X,X,X
OJLTZIS,O,O,X,X,X
OJLTZSI,O,X,X,X,O
OJLITSZ,X,O,X,X,X
OJLITZS,X,O,X,X,X
OJLISTZ,X,O,X,X,X
OJLISZT,X,O,X,X,X
OJLIZTS,X,O,X,X,X
OJLIZST,X,O,X,X,X
OJLSTIZ,X,O,X,X,X
OJLSTZI,O,X,X,X,X
OJLSITZ,X,O,X,X,X
OJLSIZT,X,O,X,X,X
OJLSZTI,O,X,X,X,X
OJLSZIT,O,X,X,X,X
OJLZTIS,O,O,X,X,X
OJLZTSI,O,X,X,X,O
OJLZITS,O,O,X,X,X
OJLZIST,O,O,X,X,X
OJLZSTI,O,X,X,X,O
OJLZSIT,O,X,X,X,O
OJSTILZ,X,O,O,X,X
OJSTIZL,X,X,O,O,X
OJSTLIZ,X,O,O,X,X
OJSTLZI,O,X,X,X,X
OJSTZIL,X,X,X,O,O
OJSTZLI,X,X,X,O,O
OJSITLZ,X,O,O,X,X
OJSITZL,X,X,O,O,X
OJSILTZ,X,O,O,X,X
OJSILZT,X,O,O,X,X
OJSIZTL,X,X,O,O,X
OJSIZLT,X,X,O,X,X
OJSLTIZ,X,O,O,X,X
OJSLTZI,O,X,X,X,X
OJSLITZ,X,O,O,X,X
OJSLIZT,X,O,O,X,X
OJSLZTI,O,X,X,X,X
OJSLZIT,O,X,X,X,X
OJSZTIL,X,X,X,O,O
OJSZTLI,X,X,X,O,O
OJSZITL,X,X,X,O,O
OJSZILT,X,X,X,X,O
OJSZLTI,X,X,X,X,O
OJSZLIT,X,X,X,X,O
OJZTILS,X,O,X,X,X
OJZTISL,X,X,X,X,O
OJZTLIS,X,O,X,X,X
OJZTLSI,X,X,X,X,O
OJZTSIL,X,X,X,O,O
OJZTSLI,X,X,X,O,O
OJZITLS,X,O,X,X,X
OJZITSL,X,X,X,X,O
OJZILTS,X,O,X,X,X
OJZILST,X,O,X,X,X
OJZISTL,X,X,X,O,O
OJZISLT,X,X,X,X,O
OJZLTIS,X,O,X,X,X
OJZLTSI,X,X,X,X,O
OJZLITS,X,O,X,X,X
OJZLIST,X,O,X,X,X
OJZLSTI,X,X,X,X,O
OJZLSIT,X,X,X,X,O
OJZSTIL,X,X,X,O,O
OJZSTLI,X,X,X,O,O
OJZSITL,X,X,X,O,O
OJZSILT,X,X,X,X,O
OJZSLTI,X,X,X,X,O
OJZSLIT,X,X,X,X,O
OSTILJZ,X,O,O,X,X
OSTILZJ,O,X,O,O,X
OSTIJLZ,X,O,O,X,X
OSTIJZL,X,X,O,O,X
OSTIZLJ,X,X,O,O,X
OSTIZJL,X,X,O,O,X
OSTLIJZ,X,O,O,X,X
OSTLIZJ,O,X,O,O,X
OSTLJIZ,X,O,O,X,X
OSTLJZI,O,X,X,X,X
OSTLZIJ,O,X,O,O,X
OSTLZJI,O,X,X,O,X
OSTJILZ,X,O,O,X,X
OSTJIZL,X,X,O,O,X
OSTJLIZ,X,O,O,X,X
OSTJLZI,O,X,X,X,X
OSTJZIL,X,X,X,O,O
OSTJZLI,X,X,X,O,O
OSTZILJ,O,X,O,O,X
OSTZIJL,X,X,O,O,O
OSTZLIJ,O,X,O,O,X
OSTZLJI,O,X,X,O,O
OSTZJIL,X,X,X,O,O
OSTZJLI,X,X,X,O,O
OSITLJZ,X,O,O,X,X
OSITLZJ,O,X,O,O,X
OSITJLZ,X,O,O,X,X
OSITJZL,X,X,O,O,X
OSITZLJ,X,X,O,O,X
OSITZJL,X,X,O,O,X
OSILTJZ,X,O,O,X,X
OSILTZJ,O,X,O,O,X
OSILJTZ,X,O,O,X,X
OSILJZT,X,O,O,X,X
OSILZTJ,O,X,O,O,X
OSILZJT,O,X,O,X,X
OSIJTLZ,X,O,O,X,X
OSIJTZL,X,X,O,O,X
OSIJLTZ,X,O,O,X,X
OSIJLZT,X,O,O,X,X
OSIJZTL,X,X,O,O,X
OSIJZLT,X,X,O,X,X
OSIZTLJ,X,X,O,O,X
OSIZTJL,X,X,O,O,X
OSIZLTJ,X,X,O,O,X
OSIZLJT,X,X,O,X,X
OSIZJTL,X,X,O,O,X
OSIZJLT,X,X,O,X,X
OSLTIJZ,X,O,O,X,X
OSLTIZJ,O,X,O,O,X
OSLTJIZ,X,O,O,X,X
OSLTJZI,O,X,X,X,X
OSLTZIJ,O,X,O,O,X
OSLTZJI,O,X,X,O,X
OSLITJZ,X,O,O,X,X
OSLITZJ,O,X,O,O,X
OSLIJTZ,X,O,O,X,X
OSLIJZT,X,O,O,X,X
OSLIZTJ,O,X,O,O,X
OSLIZJT,O,X,O,X,X
OSLJTIZ,X,O,O,X,X
OSLJTZI,O,X,X,X,X
OSLJITZ,X,O,O,X,X
OSLJIZT,X,O,O,X,X
OSLJZTI,O,X,X,X,X
OSLJZIT,O,X,X,X,X
OSLZTIJ,O,X,O,O,X
OSLZTJI,O,X,X,O,X
OSLZITJ,O,X,O,O,X
OSLZIJT,O,X,O,X,X
OSLZJTI,O,X,X,X,X
OSLZJIT,O,X,X,X,X
OSJTILZ,X,O,O,X,X
OSJTIZL,X,X,O,O,X
OSJTLIZ,X,O,O,X,X
OSJTLZI,O,X,X,X,X
OSJTZIL,X,X,X,O,O
OSJTZLI,X,X,X,O,O
OSJITLZ,X,O,O,X,X
OSJITZL,X,X,O,O,X
OSJILTZ,X,O,O,X,X
OSJILZT,X,O,O,X,X
OSJIZTL,X,X,O,O,X
OSJIZLT,X,X,O,X,X
OSJLTIZ,X,O,O,X,X
OSJLTZI,O,X,X,X,X
OSJLITZ,X,O,O,X,X
OSJLIZT,X,O,O,X,X
OSJLZTI,O,X,X,X,X
OSJLZIT,O,X,X,X,X
OSJZTIL,X,X,X,O,O
OSJZTLI,X,X,X,O,O
OSJZITL,X,X,X,O,O
OSJZILT,X,X,X,X,O
OSJZLTI,X,X,X,X,O
OSJZLIT,X,X,X,X,O
OSZTILJ,O,X,O,O,X
OSZTIJL,X,X,O,O,O
OSZTLIJ,O,X,O,O,X
OSZTLJI,O,X,X,O,O
OSZTJIL,X,X,X,O,O
OSZTJLI,X,X,X,O,O
OSZITLJ,O,X,O,O,X
OSZITJL,X,X,O,O,O
OSZILTJ,O,X,O,O,X
OSZILJT,O,X,O,X,X
OSZIJTL,X,X,O,O,O
OSZIJLT,X,X,O,X,O
OSZLTIJ,O,X,O,O,X
OSZLTJI,O,X,X,O,O
OSZLITJ,O,X,O,O,X
OSZLIJT,O,X,O,X,X
OSZLJTI,O,X,X,X,O
OSZLJIT,O,X,X,X,O
OSZJTIL,X,X,X,O,O
OSZJTLI,X,X,X,O,O
OSZJITL,X,X,X,O,O
OSZJILT,X,X,X,X,O
OSZJLTI,X,X,X,X,O
OSZJLIT,X,X,X,X,O
OZTILJS,O,O,X,X,X
OZTILSJ,O,X,O,X,X
OZTIJLS,X,O,X,X,X
OZTIJSL,X,X,O,X,O
OZTISLJ,X,X,O,O,X
OZTISJL,X,X,O,O,O
OZTLIJS,O,O,X,X,X
OZTLISJ,O,X,X,X,X
OZTLJIS,O,O,X,X,X
OZTLJSI,O,X,X,X,O
OZTLSIJ,O,X,X,O,X
OZTLSJI,O,X,X,O,O
OZTJILS,X,O,X,X,X
OZTJISL,X,X,X,X,O
OZTJLIS,X,O,X,X,X
OZTJLSI,X,X,X,X,O
OZTJSIL,X,X,X,O,O
OZTJSLI,X,X,X,O,O
OZTSILJ,O,X,O,O,X
OZTSIJL,X,X,O,O,O
OZTSLIJ,O,X,O,O,X
OZTSLJI,O,X,X,O,O
OZTSJIL,X,X,X,O,O
OZTSJLI,X,X,X,O,O
OZITLJS,O,O,X,X,X
OZITLSJ,O,X,O,X,X
OZITJLS,X,O,X,X,X
OZITJSL,X,X,O,X,O
OZITSLJ,X,X,O,O,X
OZITSJL,X,X,O,O,O
OZILTJS,O,O,X,X,X
OZILTSJ,O,X,O,X,X
OZILJTS,O,O,X,X,X
OZILJST,O,O,X,X,X
OZILSTJ,O,X,O,O,X
OZILSJT,O,X,O,X,X
OZIJTLS,X,O,X,X,X
OZIJTSL,X,X,O,X,O
OZIJLTS,X,O,X,X,X
OZIJLST,X,O,X,X,X
OZIJSTL,X,X,O,O,O
OZIJSLT,X,X,O,X,O
OZISTLJ,O,X,O,O,X
OZISTJL,X,X,O,O,O
OZISLTJ,O,X,O,O,X
OZISLJT,O,X,O,X,X
OZISJTL,X,X,O,O,O
OZISJLT,X,X,O,X,O
OZLTIJS,O,O,X,X,X
OZLTISJ,O,X,X,X,X
OZLTJIS,O,O,X,X,X
OZLTJSI,O,X,X,X,O
OZLTSIJ,O,X,X,O,X
OZLTSJI,O,X,X,O,O
OZLITJS,O,O,X,X,X
OZLITSJ,O,X,X,X,X
OZLIJTS,O,O,X,X,X
OZLIJST,O,O,X,X,X
OZLISTJ,O,X,X,O,X
OZLISJT,O,X,X,X,X
OZLJTIS,O,O,X,X,X
OZLJTSI,O,X,X,X,O
OZLJITS,O,O,X,X,X
OZLJIST,O,O,X,X,X
OZLJSTI,O,X,X,X,O
OZLJSIT,O,X,X,X,O
OZLSTIJ,O,X,X,O,X
OZLSTJI,O,X,X,O,O
OZLSITJ,O,X,X,O,X
OZLSIJT,O,X,X,X,X
OZLSJTI,O,X,X,X,O
OZLSJIT,O,X,X,X,O
OZJTILS,X,O,X,X,X
OZJTISL,X,X,X,X,O
OZJTLIS,X,O,X,X,X
OZJTLSI,X,X,X,X,O
OZJTSIL,X,X,X,O,O
OZJTSLI,X,X,X,O,O
OZJITLS,X,O,X,X,X
OZJITSL,X,X,X,X,O
OZJILTS,X,O,X,X,X
OZJILST,X,O,X,X,X
OZJISTL,X,X,X,O,O
OZJISLT,X,X,X,X,O
OZJLTIS,X,O,X,X,X
OZJLTSI,X,X,X,X,O
OZJLITS,X,O,X,X,X
OZJLIST,X,O,X,X,X
OZJLSTI,X,X,X,X,O
OZJLSIT,X,X,X,X,O
OZJSTIL,X,X,X,O,O
OZJSTLI,X,X,X,O,O
OZJSITL,X,X,X,O,O
OZJSILT,X,X,X,X,O
OZJSLTI,X,X,X,X,O
OZJSLIT,X,X,X,X,O
OZSTILJ,O,X,O,O,X
OZSTIJL,X,X,O,O,O
OZSTLIJ,O,X,O,O,X
OZSTLJI,O,X,X,O,O
OZSTJIL,X,X,X,O,O
OZSTJLI,X,X,X,O,O
OZSITLJ,O,X,O,O,X
OZSITJL,X,X,O,O,O
OZSILTJ,O,X,O,O,X
OZSILJT,O,X,O,X,X
OZSIJTL,X,X,O,O,O
OZSIJLT,X,X,O,X,O
OZSLTIJ,O,X,O,O,X
OZSLTJI,O,X,X,O,O
OZSLITJ,O,X,O,O,X
OZSLIJT,O,X,O,X,X
OZSLJTI,O,X,X,X,O
OZSLJIT,O,X,X,X,O
OZSJTIL,X,X,X,O,O
OZSJTLI,X,X,X,O,O
OZSJITL,X,X,X,O,O
OZSJILT,X,X,X,X,O
OZSJLTI,X,X,X,X,O
OZSJLIT,X,X,X,X,O
