sequence,v115@9gA8IeB8FeD8FeD8GeA8JeFAJvhFXhBxiBCnBTqB2w?B0sB,v115@9gA8IeB8FeD8FeD8GeA8JeUAJvhFFhBxiBqsBTqBmr?B3rB,v115@9gA8IeB8FeD8FeD8GeA8JeFAJvhF6mBxiBzlB2vBXs?B0sB,v115@9gA8IeB8FeD8FeD8GeA8JeGAJvhFThBxiBKqBFrBXs?B0sB,v115@9gA8IeB8FeD8FeD8GeA8JeaFJvhFzgB+mBxiB1vBXs?B0sB,v115@9gA8IeB8FeD8FeD8GeA8JeUAJvhFRhBXmB6sB2vBzr?BFtB,v115@9gA8IeB8FeD8FeD8GeA8JeUAJvhFFhBTiBWsBiqBXt?BRwB,v115@9gA8IeB8FeD8FeD8GeA8JeRAJvhFOqBlmBcsBzqBCs?BXtB
ZLSOTIJ,O,O,X,X,X,X,X,X
ZLSOTJI,O,O,X,X,X,X,X,X
ZLSOITJ,O,O,X,X,X,X,X,X
ZLSOIJT,O,O,X,X,X,X,X,X
ZLSOJTI,O,O,X,X,X,O,X,X
ZLSOJIT,O,O,X,X,X,O,X,X
ZLOTIJS,O,O,X,X,X,X,O,X
ZLOTISJ,O,O,X,X,X,X,X,X
ZLOTJIS,O,O,X,X,X,X,X,O
ZLOTJSI,O,O,X,X,X,O,X,O
ZLOTSIJ,O,O,X,X,X,X,X,X
ZLOTSJI,O,O,X,X,X,X,X,X
ZLOITJS,O,O,X,X,X,X,O,X
ZLOITSJ,O,O,X,X,X,X,X,X
ZLOIJTS,O,O,X,X,X,X,O,X
ZLOIJST,O,O,X,X,X,O,O,X
ZLOISTJ,O,O,X,X,X,X,X,X
ZLOISJT,O,O,X,X,X,X,X,X
ZLOJTIS,O,O,X,X,X,X,X,O
ZLOJTSI,O,O,X,X,X,O,X,O
ZLOJITS,O,O,X,X,X,X,X,O
ZLOJIST,O,O,X,X,X,O,X,X
ZLOJSTI,O,O,X,X,X,O,X,X
ZLOJSIT,O,O,X,X,X,O,X,X
ZLOSTIJ,O,O,X,X,X,X,X,X
ZLOSTJI,O,O,X,X,X,X,X,X
ZLOSITJ,O,O,X,X,X,X,X,X
ZLOSIJT,O,O,X,X,X,X,X,X
ZLOSJTI,O,O,X,X,X,O,X,X
ZLOSJIT,O,O,X,X,X,O,X,X
ZJTILSO,O,X,X,X,X,X,O,X
ZJTILOS,O,O,X,X,X,X,O,X
ZJTISLO,O,X,O,X,X,X,X,X
ZJTISOL,O,X,O,X,X,X,X,X
ZJTIOLS,O,O,O,X,X,X,X,O
ZJTIOSL,O,O,X,X,X,X,X,O
ZJTLISO,O,X,X,X,X,X,O,X
ZJTLIOS,O,O,X,X,X,X,O,X
ZJTLSIO,O,X,X,X,X,X,X,X
ZJTLSOI,O,X,X,X,X,O,X,X
ZJTLOIS,O,X,X,X,X,X,X,O
ZJTLOSI,O,X,X,X,X,X,X,O
ZJTSILO,O,X,O,X,X,X,X,X
ZJTSIOL,O,X,O,X,X,X,X,X
ZJTSLIO,O,X,O,X,X,X,X,X
ZJTSLOI,O,X,X,X,X,O,X,X
ZJTSOIL,O,X,O,X,X,X,X,O
ZJTSOLI,X,X,O,X,X,O,X,O
ZJTOILS,O,O,O,X,X,X,X,O
ZJTOISL,O,O,X,X,X,X,X,O
ZJTOLIS,O,O,O,X,X,X,X,O
ZJTOLSI,O,O,O,X,X,O,X,O
ZJTOSIL,O,O,O,X,X,X,X,O
ZJTOSLI,O,O,O,X,X,O,X,O
ZJITLSO,O,X,X,X,X,X,O,X
ZJITLOS,O,O,X,X,X,X,O,X
ZJITSLO,O,X,O,X,X,X,X,X
ZJITSOL,O,X,O,X,X,X,X,X
ZJITOLS,O,O,O,X,X,X,O,O
ZJITOSL,O,O,X,X,X,X,X,O
ZJILTSO,O,X,X,X,X,X,O,X
ZJILTOS,O,O,X,O,X,X,O,X
ZJILSTO,O,X,X,O,X,X,O,X
ZJILSOT,O,X,X,X,X,O,O,X
ZJILOTS,O,O,X,X,X,X,O,X
ZJILOST,O,O,X,X,X,X,O,X
ZJISTLO,O,X,O,X,X,X,X,X
ZJISTOL,O,X,O,X,X,X,X,X
ZJISLTO,O,X,O,O,X,X,O,X
ZJISLOT,O,X,X,X,X,O,O,X
ZJISOTL,O,X,O,X,X,X,X,X
ZJISOLT,O,X,O,X,X,O,O,X
ZJIOTLS,O,O,O,X,X,X,O,O
ZJIOTSL,O,O,X,X,X,X,X,O
ZJIOLTS,O,O,O,X,X,X,O,O
ZJIOLST,O,O,X,X,X,O,O,X
ZJIOSTL,O,O,X,X,X,X,X,O
ZJIOSLT,O,X,X,X,X,O,O,X
ZJLTISO,O,X,X,X,X,X,O,X
ZJLTIOS,O,O,X,O,X,X,O,X
ZJLTSIO,O,X,X,O,X,X,X,X
ZJLTSOI,O,X,X,O,X,O,X,X
ZJLTOIS,O,X,X,O,X,X,X,O
ZJLTOSI,O,X,X,O,X,X,X,O
ZJLITSO,O,X,X,X,X,X,O,X
ZJLITOS,O,O,X,O,X,X,O,X
ZJLISTO,O,X,X,O,X,X,O,X
ZJLISOT,O,X,X,X,X,O,O,X
ZJLIOTS,O,O,X,X,X,X,O,X
ZJLIOST,O,O,X,X,X,X,O,X
ZJLSTIO,O,X,X,O,X,X,X,X
ZJLSTOI,O,X,X,O,X,O,X,X
ZJLSITO,O,X,X,O,X,X,X,X
ZJLSIOT,O,X,X,X,X,O,X,X
ZJLSOTI,O,X,X,X,X,O,X,X
ZJLSOIT,O,X,X,X,X,O,X,X
ZJLOTIS,O,O,X,X,X,X,X,O
ZJLOTSI,O,O,X,X,X,O,X,O
ZJLOITS,O,O,X,X,X,X,X,O
ZJLOIST,O,O,X,X,X,O,X,X
ZJLOSTI,O,O,X,X,X,O,X,X
ZJLOSIT,O,O,X,X,X,O,X,X
ZJSTILO,O,X,O,X,X,X,X,X
ZJSTIOL,O,X,O,X,X,X,X,X
ZJSTLIO,O,X,O,X,X,X,X,X
ZJSTLOI,O,X,X,X,X,O,X,X
ZJSTOIL,O,X,O,X,X,X,X,O
ZJSTOLI,X,X,O,X,X,O,X,O
ZJSITLO,O,X,O,X,X,X,X,X
ZJSITOL,O,X,O,X,X,X,X,X
ZJSILTO,O,X,O,O,X,X,X,X
ZJSILOT,O,X,X,X,X,O,X,X
ZJSIOTL,O,X,O,X,X,X,X,X
ZJSIOLT,O,X,O,X,X,O,X,X
ZJSLTIO,O,X,O,X,X,X,X,X
ZJSLTOI,O,X,X,X,X,O,X,X
ZJSLITO,O,X,O,X,X,X,X,X
ZJSLIOT,O,X,X,X,X,O,X,X
ZJSLOTI,O,X,X,X,X,O,X,X
ZJSLOIT,O,X,X,X,X,O,X,X
ZJSOTIL,O,X,O,X,X,X,X,O
ZJSOTLI,O,X,O,X,X,O,X,O
ZJSOITL,O,X,O,X,X,X,X,O
ZJSOILT,O,X,O,X,X,O,X,X
ZJSOLTI,O,X,O,X,X,O,X,X
ZJSOLIT,O,X,O,X,X,O,X,X
ZJOTILS,O,O,O,X,X,X,X,O
ZJOTISL,O,O,X,X,X,X,X,O
ZJOTLIS,O,O,O,X,X,X,X,O
ZJOTLSI,O,O,O,X,X,O,X,O
ZJOTSIL,O,O,O,X,X,X,X,O
ZJOTSLI,O,O,O,X,X,O,X,O
ZJOITLS,O,O,O,X,X,X,X,O
ZJOITSL,O,O,X,X,X,X,X,O
ZJOILTS,O,O,O,X,X,X,X,O
ZJOILST,O,O,X,X,X,O,X,X
ZJOISTL,O,O,X,X,X,X,X,O
ZJOISLT,O,X,X,X,X,O,X,X
ZJOLTIS,O,O,O,X,X,X,X,O
ZJOLTSI,O,O,O,X,X,O,X,O
ZJOLITS,O,O,O,X,X,X,X,O
ZJOLIST,O,O,X,X,X,O,X,X
ZJOLSTI,O,O,O,X,X,O,X,X
ZJOLSIT,O,O,O,X,X,O,X,X
ZJOSTIL,O,O,O,X,X,X,X,O
ZJOSTLI,O,O,O,X,X,O,X,O
ZJOSITL,O,O,O,X,X,X,X,O
ZJOSILT,O,X,O,X,X,O,X,X
ZJOSLTI,O,O,O,X,X,O,X,X
ZJOSLIT,O,O,O,X,X,O,X,X
ZSTILJO,O,X,O,X,O,X,O,X
ZSTILOJ,O,O,X,X,X,X,X,X
ZSTIJLO,O,X,O,X,O,X,X,X
ZSTIJOL,O,X,O,X,O,X,X,X
ZSTIOLJ,O,O,X,X,X,X,X,X
ZSTIOJL,O,O,X,X,X,X,X,X
ZSTLIJO,O,X,O,X,O,X,O,X
ZSTLIOJ,O,O,X,X,X,X,X,X
ZSTLJIO,O,X,X,X,O,X,X,X
ZSTLJOI,O,X,X,X,O,X,X,X
ZSTLOIJ,O,X,X,X,X,X,X,X
ZSTLOJI,X,X,X,X,O,X,X,X
ZSTJILO,O,X,O,X,O,X,X,X
ZSTJIOL,O,X,O,X,O,X,X,X
ZSTJLIO,O,X,O,X,O,X,X,X
ZSTJLOI,O,X,X,X,O,X,X,X
ZSTJOIL,O,X,O,X,O,X,X,O
ZSTJOLI,X,X,O,X,O,X,X,O
ZSTOILJ,O,O,X,X,X,X,X,X
ZSTOIJL,O,O,X,X,X,X,X,X
ZSTOLIJ,O,O,X,X,X,X,X,X
ZSTOLJI,O,O,X,X,O,X,X,X
ZSTOJIL,O,O,X,X,O,X,X,O
ZSTOJLI,O,O,X,X,O,X,X,O
ZSITLJO,O,X,O,X,O,X,O,X
ZSITLOJ,O,O,X,X,X,X,X,X
ZSITJLO,O,X,O,X,O,X,X,X
ZSITJOL,O,X,O,X,O,X,X,X
ZSITOLJ,O,O,X,X,X,X,X,X
ZSITOJL,O,O,X,X,X,X,X,X
ZSILTJO,O,X,O,O,X,X,O,X
ZSILTOJ,O,O,X,O,X,X,X,X
ZSILJTO,O,X,O,O,X,X,O,X
ZSILJOT,O,X,X,X,X,X,O,X
ZSILOTJ,O,O,X,X,X,X,X,X
ZSILOJT,O,O,X,X,X,X,X,X
ZSIJTLO,O,X,O,X,O,X,X,X
ZSIJTOL,O,X,O,X,O,X,X,X
ZSIJLTO,O,X,O,O,X,X,O,X
ZSIJLOT,O,X,X,X,X,X,O,X
ZSIJOTL,O,X,O,X,X,X,X,X
ZSIJOLT,O,X,O,X,X,X,O,X
ZSIOTLJ,O,O,X,X,X,X,X,X
ZSIOTJL,O,O,X,X,X,X,X,X
ZSIOLTJ,O,O,X,X,X,X,X,X
ZSIOLJT,O,O,X,X,X,X,X,X
ZSIOJTL,O,O,X,X,X,X,X,X
ZSIOJLT,O,X,X,X,X,X,X,X
ZSLTIJO,O,X,O,O,X,X,O,X
ZSLTIOJ,O,O,X,O,X,X,X,X
ZSLTJIO,O,X,X,O,X,X,X,X
ZSLTJOI,O,X,X,O,X,X,X,X
ZSLTOIJ,O,X,X,O,X,X,X,X
ZSLTOJI,X,X,X,O,X,X,X,X
ZSLITJO,O,X,O,O,X,X,O,X
ZSLITOJ,O,O,X,O,X,X,X,X
ZSLIJTO,O,X,O,O,X,X,O,X
ZSLIJOT,O,X,X,X,X,X,O,X
ZSLIOTJ,O,O,X,X,X,X,X,X
ZSLIOJT,O,O,X,X,X,X,X,X
ZSLJTIO,O,X,O,O,X,X,X,X
ZSLJTOI,O,X,X,O,X,O,X,X
ZSLJITO,O,X,O,O,X,X,X,X
ZSLJIOT,O,X,X,X,X,O,X,X
ZSLJOTI,O,X,X,X,X,O,X,X
ZSLJOIT,O,X,X,X,X,O,X,X
ZSLOTIJ,O,O,X,X,X,X,X,X
ZSLOTJI,O,O,X,X,X,X,X,X
ZSLOITJ,O,O,X,X,X,X,X,X
ZSLOIJT,O,O,X,X,X,X,X,X
ZSLOJTI,O,O,X,X,X,O,X,X
ZSLOJIT,O,O,X,X,X,O,X,X
ZSJTILO,O,X,O,X,O,X,X,X
ZSJTIOL,O,X,O,X,O,X,X,X
ZSJTLIO,O,X,O,X,O,X,X,X
ZSJTLOI,O,X,X,X,O,O,X,X
ZSJTOIL,O,X,O,X,O,X,X,O
ZSJTOLI,X,X,O,X,O,O,X,O
ZSJITLO,O,X,O,X,O,X,X,X
ZSJITOL,O,X,O,X,O,X,X,X
ZSJILTO,O,X,O,O,X,X,X,X
ZSJILOT,O,X,X,X,X,O,X,X
ZSJIOTL,O,X,O,X,X,X,X,X
ZSJIOLT,O,X,O,X,X,O,X,X
ZSJLTIO,O,X,O,X,X,X,X,X
ZSJLTOI,O,X,X,X,X,O,X,X
ZSJLITO,O,X,O,X,X,X,X,X
ZSJLIOT,O,X,X,X,X,O,X,X
ZSJLOTI,O,X,X,X,X,O,X,X
ZSJLOIT,O,X,X,X,X,O,X,X
ZSJOTIL,O,X,O,X,X,X,X,O
ZSJOTLI,O,X,O,X,X,O,X,O
ZSJOITL,O,X,O,X,X,X,X,O
ZSJOILT,O,X,O,X,X,O,X,X
ZSJOLTI,O,X,O,X,X,O,X,X
ZSJOLIT,O,X,O,X,X,O,X,X
ZSOTILJ,O,O,X,X,X,X,X,X
ZSOTIJL,O,O,X,X,X,X,X,X
ZSOTLIJ,O,O,X,X,X,X,X,X
ZSOTLJI,O,O,X,X,X,X,X,X
ZSOTJIL,O,O,X,X,X,X,X,O
ZSOTJLI,O,O,X,X,X,X,X,O
ZSOITLJ,O,O,X,X,X,X,X,X
ZSOITJL,O,O,X,X,X,X,X,X
ZSOILTJ,O,O,X,X,X,X,X,X
ZSOILJT,O,O,X,X,X,X,X,X
ZSOIJTL,O,O,X,X,X,X,X,X
ZSOIJLT,O,X,X,X,X,X,X,X
ZSOLTIJ,O,O,X,X,X,X,X,X
ZSOLTJI,O,O,X,X,X,X,X,X
ZSOLITJ,O,O,X,X,X,X,X,X
ZSOLIJT,O,O,X,X,X,X,X,X
ZSOLJTI,O,O,X,X,X,O,X,X
ZSOLJIT,O,O,X,X,X,O,X,X
ZSOJTIL,O,O,X,X,X,X,X,O
ZSOJTLI,O,O,X,X,X,O,X,O
ZSOJITL,O,O,X,X,X,X,X,O
ZSOJILT,O,X,X,X,X,O,X,X
ZSOJLTI,O,O,X,X,X,O,X,X
ZSOJLIT,O,O,X,X,X,O,X,X
ZOTILJS,O,O,X,X,X,X,O,X
ZOTILSJ,O,O,X,X,X,X,X,X
ZOTIJLS,O,O,X,X,X,X,X,O
ZOTIJSL,O,O,X,X,X,X,X,O
ZOTISLJ,O,O,X,X,X,X,X,X
ZOTISJL,O,O,X,X,X,X,X,X
ZOTLIJS,O,O,X,X,X,X,O,X
ZOTLISJ,O,O,X,X,X,X,X,X
ZOTLJIS,O,O,X,X,X,X,X,O
ZOTLJSI,O,O,X,X,X,O,X,O
ZOTLSIJ,O,O,X,X,X,X,X,X
ZOTLSJI,O,O,X,X,X,X,X,X
ZOTJILS,O,O,X,X,X,X,X,O
ZOTJISL,O,O,X,X,X,X,X,O
ZOTJLIS,O,O,X,X,X,X,X,O
ZOTJLSI,O,O,X,X,X,O,X,O
ZOTJSIL,O,O,X,X,X,X,X,O
ZOTJSLI,O,O,X,X,X,O,X,O
ZOTSILJ,O,O,X,X,X,X,X,X
ZOTSIJL,O,O,X,X,X,X,X,X
ZOTSLIJ,O,O,X,X,X,X,X,X
ZOTSLJI,O,O,X,X,X,X,X,X
ZOTSJIL,O,O,X,X,X,X,X,O
ZOTSJLI,O,O,X,X,X,X,X,O
ZOITLJS,O,O,X,X,X,X,O,X
ZOITLSJ,O,O,X,X,X,X,X,X
ZOITJLS,O,O,X,X,X,X,X,O
ZOITJSL,O,O,X,X,X,X,X,O
ZOITSLJ,O,O,X,X,X,X,X,X
ZOITSJL,O,O,X,X,X,X,X,X
ZOILTJS,O,O,X,X,X,X,O,X
ZOILTSJ,O,O,X,X,X,X,X,X
ZOILJTS,O,O,X,X,X,X,O,X
ZOILJST,O,O,X,X,X,O,O,X
ZOILSTJ,O,O,X,X,X,X,X,X
ZOILSJT,O,O,X,X,X,X,X,X
ZOIJTLS,O,O,X,X,X,X,O,O
ZOIJTSL,O,O,X,X,X,X,X,O
ZOIJLTS,O,O,X,X,X,X,O,O
ZOIJLST,O,O,X,X,X,O,O,X
ZOIJSTL,O,O,X,X,X,X,X,O
ZOIJSLT,O,X,X,X,X,O,O,X
ZOISTLJ,O,O,X,X,X,X,X,X
ZOISTJL,O,O,X,X,X,X,X,X
ZOISLTJ,O,O,X,X,X,X,X,X
ZOISLJT,O,O,X,X,X,X,X,X
ZOISJTL,O,O,X,X,X,X,X,X
ZOISJLT,O,X,X,X,X,X,X,X
ZOLTIJS,O,O,X,X,X,X,O,X
ZOLTISJ,O,O,X,X,X,X,X,X
ZOLTJIS,O,O,X,X,X,X,X,O
ZOLTJSI,O,O,X,X,X,O,X,O
ZOLTSIJ,O,O,X,X,X,X,X,X
ZOLTSJI,O,O,X,X,X,X,X,X
ZOLITJS,O,O,X,X,X,X,O,X
ZOLITSJ,O,O,X,X,X,X,X,X
ZOLIJTS,O,O,X,X,X,X,O,X
ZOLIJST,O,O,X,X,X,O,O,X
ZOLISTJ,O,O,X,X,X,X,X,X
ZOLISJT,O,O,X,X,X,X,X,X
ZOLJTIS,O,O,X,X,X,X,X,O
ZOLJTSI,O,O,X,X,X,O,X,O
ZOLJITS,O,O,X,X,X,X,X,O
ZOLJIST,O,O,X,X,X,O,X,X
ZOLJSTI,O,O,X,X,X,O,X,X
ZOLJSIT,O,O,X,X,X,O,X,X
ZOLSTIJ,O,O,X,X,X,X,X,X
ZOLSTJI,O,O,X,X,X,X,X,X
ZOLSITJ,O,O,X,X,X,X,X,X
ZOLSIJT,O,O,X,X,X,X,X,X
ZOLSJTI,O,O,X,X,X,O,X,X
ZOLSJIT,O,O,X,X,X,O,X,X
ZOJTILS,O,O,X,X,X,X,X,O
ZOJTISL,O,O,X,X,X,X,X,O
ZOJTLIS,O,O,X,X,X,X,X,O
ZOJTLSI,O,O,X,X,X,O,X,O
ZOJTSIL,O,O,X,X,X,X,X,O
ZOJTSLI,O,O,X,X,X,O,X,O
ZOJITLS,O,O,X,X,X,X,X,O
ZOJITSL,O,O,X,X,X,X,X,O
ZOJILTS,O,O,X,X,X,X,X,O
ZOJILST,O,O,X,X,X,O,X,X
ZOJISTL,O,O,X,X,X,X,X,O
ZOJISLT,O,X,X,X,X,O,X,X
ZOJLTIS,O,O,X,X,X,X,X,O
ZOJLTSI,O,O,X,X,X,O,X,O
ZOJLITS,O,O,X,X,X,X,X,O
ZOJLIST,O,O,X,X,X,O,X,X
ZOJLSTI,O,O,X,X,X,O,X,X
ZOJLSIT,O,O,X,X,X,O,X,X
ZOJSTIL,O,O,X,X,X,X,X,O
ZOJSTLI,O,O,X,X,X,O,X,O
ZOJSITL,O,O,X,X,X,X,X,O
ZOJSILT,O,X,X,X,X,O,X,X
ZOJSLTI,O,O,X,X,X,O,X,X
ZOJSLIT,O,O,X,X,X,O,X,X
ZOSTILJ,O,O,X,X,X,X,X,X
ZOSTIJL,O,O,X,X,X,X,X,X
ZOSTLIJ,O,O,X,X,X,X,X,X
ZOSTLJI,O,O,X,X,X,X,X,X
ZOSTJIL,O,O,X,X,X,X,X,O
ZOSTJLI,O,O,X,X,X,X,X,O
ZOSITLJ,O,O,X,X,X,X,X,X
ZOSITJL,O,O,X,X,X,X,X,X
ZOSILTJ,O,O,X,X,X,X,X,X
ZOSILJT,O,O,X,X,X,X,X,X
ZOSIJTL,O,O,X,X,X,X,X,X
ZOSIJLT,O,X,X,X,X,X,X,X
ZOSLTIJ,O,O,X,X,X,X,X,X
ZOSLTJI,O,O,X,X,X,X,X,X
ZOSLITJ,O,O,X,X,X,X,X,X
ZOSLIJT,O,O,X,X,X,X,X,X
ZOSLJTI,O,O,X,X,X,O,X,X
ZOSLJIT,O,O,X,X,X,O,X,X
ZOSJTIL,O,O,X,X,X,X,X,O
ZOSJTLI,O,O,X,X,X,O,X,O
ZOSJITL,O,O,X,X,X,X,X,O
ZOSJILT,O,X,X,X,X,O,X,X
ZOSJLTI,O,O,X,X,X,O,X,X
ZOSJLIT,O,O,X,X,X,O,X,X
OTILJSZ,O,O,X,X,O,X,X,X
OTILJZS,O,O,X,X,O,X,X,X
OTILSJZ,O,X,X,X,O,X,X,X
OTILSZJ,O,X,X,X,X,X,X,X
OTILZJS,O,O,X,X,X,X,X,X
OTILZSJ,O,O,X,X,X,X,X,X
OTIJLSZ,O,X,O,X,O,X,X,X
OTIJLZS,O,O,O,X,O,X,X,X
OTIJSLZ,O,X,O,X,O,X,X,X
OTIJSZL,O,O,O,X,O,X,X,X
OTIJZLS,O,O,O,X,O,X,X,X
OTIJZSL,O,O,X,X,X,X,X,X
OTISLJZ,O,X,O,X,O,X,X,X
OTISLZJ,O,X,X,X,X,X,X,X
OTISJLZ,O,X,O,X,O,X,X,X
OTISJZL,O,X,O,X,O,X,X,X
OTISZLJ,O,X,X,X,X,X,X,X
OTISZJL,O,X,X,X,X,X,X,X
OTIZLJS,O,O,X,X,X,X,X,X
OTIZLSJ,O,O,X,X,X,X,X,X
OTIZJLS,O,O,X,X,X,X,X,X
OTIZJSL,O,O,X,X,X,X,X,X
OTIZSLJ,O,O,X,X,X,X,X,X
OTIZSJL,O,O,X,X,X,X,X,X
OTLIJSZ,O,O,X,X,O,X,X,X
OTLIJZS,O,O,X,X,O,X,X,X
OTLISJZ,O,X,X,X,O,X,X,X
OTLISZJ,O,X,X,X,X,X,X,X
OTLIZJS,O,O,X,X,X,X,X,X
OTLIZSJ,O,O,X,X,X,X,X,X
OTLJISZ,O,O,X,X,O,X,X,X
OTLJIZS,O,O,X,X,O,X,X,X
OTLJSIZ,O,O,X,X,O,O,X,X
OTLJSZI,O,O,X,X,O,O,X,X
OTLJZIS,O,O,X,X,O,X,X,X
OTLJZSI,O,O,X,X,O,O,X,X
OTLSIJZ,O,X,X,X,O,X,X,X
OTLSIZJ,O,X,X,X,X,X,X,X
OTLSJIZ,O,X,X,X,O,O,X,X
OTLSJZI,O,X,X,X,O,O,X,X
OTLSZIJ,O,X,X,X,X,X,X,X
OTLSZJI,X,X,X,X,O,X,X,X
OTLZIJS,O,O,X,X,X,X,X,X
OTLZISJ,O,O,X,X,X,X,X,X
OTLZJIS,O,O,X,X,O,X,X,X
OTLZJSI,O,O,X,X,O,O,X,X
OTLZSIJ,O,O,X,X,X,X,X,X
OTLZSJI,O,O,X,X,O,X,X,X
OTJILSZ,O,O,O,X,O,X,X,X
OTJILZS,O,O,O,X,O,X,X,X
OTJISLZ,O,X,O,X,O,X,X,X
OTJISZL,O,O,O,X,O,X,X,X
OTJIZLS,O,O,O,X,O,X,X,O
OTJIZSL,O,O,X,X,X,X,X,O
OTJLISZ,O,O,O,X,O,X,X,X
OTJLIZS,O,O,O,X,O,X,X,X
OTJLSIZ,O,O,O,X,O,O,X,X
OTJLSZI,O,O,O,X,O,O,X,X
OTJLZIS,O,O,O,X,O,X,X,X
OTJLZSI,O,O,O,X,O,O,X,X
OTJSILZ,O,X,O,X,O,X,X,X
OTJSIZL,O,O,O,X,O,X,X,X
OTJSLIZ,O,O,O,X,O,O,X,X
OTJSLZI,O,O,O,X,O,O,X,X
OTJSZIL,O,O,O,X,O,X,X,X
OTJSZLI,O,O,O,X,O,O,X,X
OTJZILS,O,O,O,X,O,X,X,O
OTJZISL,O,O,X,X,X,X,X,O
OTJZLIS,O,O,O,X,O,X,X,O
OTJZLSI,O,O,O,X,O,O,X,O
OTJZSIL,O,O,O,X,O,X,X,O
OTJZSLI,O,O,O,X,O,O,X,O
OTSILJZ,O,X,O,X,O,X,X,X
OTSILZJ,O,X,X,X,X,X,X,X
OTSIJLZ,O,X,O,X,O,X,X,X
OTSIJZL,O,X,O,X,O,X,X,X
OTSIZLJ,O,X,X,X,X,X,X,X
OTSIZJL,O,X,X,X,X,X,X,X
OTSLIJZ,O,X,O,X,O,X,X,X
OTSLIZJ,O,X,X,X,X,X,X,X
OTSLJIZ,O,X,X,X,O,O,X,X
OTSLJZI,O,X,X,X,O,O,X,X
OTSLZIJ,O,X,X,X,X,X,X,X
OTSLZJI,X,X,X,X,O,X,X,X
OTSJILZ,O,X,O,X,O,X,X,X
OTSJIZL,O,X,O,X,O,X,X,X
OTSJLIZ,O,X,O,X,O,O,X,X
OTSJLZI,O,X,O,X,O,O,X,X
OTSJZIL,O,X,O,X,O,X,X,X
OTSJZLI,O,X,O,X,O,O,X,X
OTSZILJ,O,X,X,X,X,X,X,X
OTSZIJL,O,X,X,X,X,X,X,X
OTSZLIJ,O,X,X,X,X,X,X,X
OTSZLJI,O,X,X,X,O,X,X,X
OTSZJIL,O,X,X,X,O,X,X,X
OTSZJLI,O,X,X,X,O,X,X,X
OTZILJS,O,O,X,X,X,X,X,X
OTZILSJ,O,O,X,X,X,X,X,X
OTZIJLS,O,O,X,X,X,X,X,O
OTZIJSL,O,O,X,X,X,X,X,O
OTZISLJ,O,O,X,X,X,X,X,X
OTZISJL,O,O,X,X,X,X,X,X
OTZLIJS,O,O,X,X,X,X,X,X
OTZLISJ,O,O,X,X,X,X,X,X
OTZLJIS,O,O,X,X,O,X,X,O
OTZLJSI,O,O,X,X,O,O,X,O
OTZLSIJ,O,O,X,X,X,X,X,X
OTZLSJI,O,O,X,X,O,X,X,X
OTZJILS,O,O,X,X,O,X,X,O
OTZJISL,O,O,X,X,X,X,X,O
OTZJLIS,O,O,X,X,O,X,X,O
OTZJLSI,O,O,X,X,O,O,X,O
OTZJSIL,O,O,X,X,O,X,X,O
OTZJSLI,O,O,X,X,O,O,X,O
OTZSILJ,O,O,X,X,X,X,X,X
OTZSIJL,O,O,X,X,X,X,X,X
OTZSLIJ,O,O,X,X,X,X,X,X
OTZSLJI,O,O,X,X,O,X,X,X
OTZSJIL,O,O,X,X,O,X,X,O
OTZSJLI,O,O,X,X,O,X,X,O
OITLJSZ,O,O,X,X,O,X,X,X
OITLJZS,O,O,X,X,O,X,X,X
OITLSJZ,O,X,X,X,O,X,X,X
OITLSZJ,O,X,X,X,X,X,X,X
OITLZJS,O,O,X,X,X,X,X,X
OITLZSJ,O,O,X,X,X,X,X,X
OITJLSZ,O,X,O,X,O,X,X,X
OITJLZS,O,O,O,X,O,X,X,X
OITJSLZ,O,X,O,X,O,X,X,X
OITJSZL,O,O,O,X,X,X,X,X
OITJZLS,O,O,O,X,O,X,X,X
OITJZSL,O,O,X,X,X,X,X,X
OITSLJZ,O,X,O,X,O,X,X,X
OITSLZJ,O,X,X,X,X,X,X,X
OITSJLZ,O,X,O,X,O,X,X,X
OITSJZL,O,X,O,X,O,X,X,X
OITSZLJ,O,X,X,X,X,X,X,X
OITSZJL,O,X,X,X,X,X,X,X
OITZLJS,O,O,X,X,X,X,X,X
OITZLSJ,O,O,X,X,X,X,X,X
OITZJLS,O,O,X,X,X,X,X,X
OITZJSL,O,O,X,X,X,X,X,X
OITZSLJ,O,O,X,X,X,X,X,X
OITZSJL,O,O,X,X,X,X,X,X
OILTJSZ,O,O,X,O,O,X,O,X
OILTJZS,O,O,X,O,O,X,O,X
OILTSJZ,O,X,X,O,O,X,X,X
OILTSZJ,O,X,X,X,X,X,X,X
OILTZJS,O,O,X,O,X,X,O,X
OILTZSJ,O,O,X,X,X,X,X,X
OILJTSZ,O,O,X,O,X,X,O,X
OILJTZS,O,O,X,O,X,X,O,X
OILJSTZ,O,O,X,O,X,O,O,X
OILJSZT,O,O,X,X,X,O,O,X
OILJZTS,O,O,X,X,X,X,O,X
OILJZST,O,O,X,X,X,O,O,X
OILSTJZ,O,X,X,O,X,X,X,X
OILSTZJ,O,X,X,O,X,X,X,X
OILSJTZ,X,O,X,O,X,O,X,X
OILSJZT,X,O,X,X,X,O,X,X
OILSZTJ,X,O,X,X,X,X,X,X
OILSZJT,X,O,X,X,X,X,X,X
OILZTJS,O,O,X,X,X,X,O,X
OILZTSJ,O,O,X,X,X,X,X,X
