sequence,v115@GhA8AeA8EeC8AeB8FeA8AeB8EeB8JeZEJvhFUgBFhB?XiBysBzqBWxB,v115@GhA8AeA8EeC8AeB8FeA8AeB8EeB8JeZEJvhFUgBFhB?urBinBzqB3sB,v115@GhA8AeA8EeC8AeB8FeA8AeB8EeB8JeZEJvhFFgB0hB?qqB/rBmnBTsB,v115@GhA8AeA8EeC8AeB8FeA8AeB8EeB8JeZEJvhFFgB0hB?uqBinBTrB3sB,v115@GhA8AeA8EeC8AeB8FeA8AeB8EeB8JeZEJvhFUgBFhB?qrB/sBmnBzqB,v115@GhA8AeA8EeC8AeB8FeA8AeB8EeB8JeZEJvhFFgBThB?qqB/sBmnB0rB,v115@GhA8AeA8EeC8AeB8FeA8AeB8EeB8JeZEJvhFUgBFiB?XmBysBWxBzqB,v115@GhA8AeA8EeC8AeB8FeA8AeB8EeB8JeZEJvhFFgBqqB?TmB/sBmnB0rB,v115@GhA8AeA8EeC8AeB8FeA8AeB8EeB8JeZEJvhF0hBllB?inBTrB3sBGqB,v115@GhA8AeA8EeC8AeB8FeA8AeB8EeB8JeZEJvhFUgBfnB?VrBmnBSxBzqB,v115@GhA8AeA8EeC8AeB8FeA8AeB8EeB8JeZEJvhFUgB1mB?zlB2sBSwB3sB,v115@GhA8AeA8EeC8AeB8FeA8AeB8EeB8JeZEJvhFFgB0hB?zlB2sBSwB3sB
STILJZO,X,X,O,O,O,O,X,X,X,X,X,X
STILJOZ,X,X,X,X,X,X,X,O,X,X,X,X
STILZJO,O,X,O,X,O,O,X,X,X,X,X,X
STILZOJ,O,X,O,X,O,O,X,O,X,X,X,X
STILOJZ,X,X,O,X,O,X,X,O,X,X,X,X
STILOZJ,X,X,O,X,O,O,X,O,X,X,X,X
STIJLZO,O,O,X,O,X,O,O,X,X,X,X,X
STIJLOZ,X,X,X,X,X,X,X,O,X,X,X,X
STIJZLO,O,O,X,O,X,X,O,X,X,X,X,X
STIJZOL,O,O,X,O,X,X,O,X,X,X,X,X
STIJOLZ,O,O,X,X,X,X,X,X,X,X,X,X
STIJOZL,O,O,X,O,X,X,O,X,X,X,X,X
STIZLJO,O,X,O,X,O,O,X,X,X,X,X,X
STIZLOJ,O,X,O,X,O,O,X,O,X,X,X,X
STIZJLO,O,O,X,O,X,X,X,X,X,X,X,X
STIZJOL,O,O,X,O,X,X,X,X,X,X,X,X
STIZOLJ,O,X,X,X,O,O,X,X,O,X,X,X
STIZOJL,X,O,X,X,X,X,X,X,O,X,X,X
STIOLJZ,X,X,O,X,O,X,X,O,X,X,X,X
STIOLZJ,O,X,O,X,O,O,X,O,O,X,X,X
STIOJLZ,X,O,X,O,X,X,X,X,X,X,X,X
STIOJZL,O,O,X,O,X,X,X,X,O,X,X,X
STIOZLJ,O,X,X,X,O,X,X,X,O,X,X,X
STIOZJL,O,O,X,X,X,X,X,X,O,X,X,X
STLIJZO,X,X,O,O,O,O,X,X,X,X,X,X
STLIJOZ,X,X,X,X,X,X,X,O,X,X,X,X
STLIZJO,O,X,O,X,O,O,X,X,X,X,X,X
STLIZOJ,O,X,O,X,O,O,X,O,X,X,X,X
STLIOJZ,X,X,O,X,O,X,X,O,X,X,X,X
STLIOZJ,X,X,O,X,O,O,X,O,X,X,X,X
STLJIZO,X,X,O,O,O,O,X,X,X,X,X,X
STLJIOZ,X,X,X,X,X,X,X,O,X,X,X,X
STLJZIO,X,X,O,O,O,O,X,X,X,X,X,X
STLJZOI,X,X,X,X,X,O,X,X,X,X,X,X
STLJOIZ,X,X,X,X,X,X,X,O,X,X,X,X
STLJOZI,X,X,X,X,X,X,X,X,X,X,X,X
STLZIJO,O,X,O,X,O,O,X,X,X,X,X,X
STLZIOJ,O,X,O,X,O,O,X,O,X,X,X,X
STLZJIO,X,X,O,X,O,O,X,X,X,X,X,X
STLZJOI,X,X,X,X,X,O,X,X,X,X,X,X
STLZOIJ,X,X,O,X,O,O,X,O,X,X,X,X
STLZOJI,X,X,X,X,X,O,X,X,X,X,X,X
STLOIJZ,X,X,O,X,O,X,X,O,X,X,X,X
STLOIZJ,X,X,O,X,O,O,X,O,X,X,X,X
STLOJIZ,X,X,O,X,O,X,X,O,X,X,X,X
STLOJZI,X,X,O,X,O,X,X,X,X,X,X,X
STLOZIJ,X,X,O,X,O,O,X,O,X,X,X,X
STLOZJI,X,X,O,X,O,O,X,X,X,X,X,X
STJILZO,O,O,X,O,X,O,O,X,X,X,X,X
STJILOZ,X,X,X,X,X,X,X,O,X,X,X,X
STJIZLO,O,O,X,O,X,X,O,X,X,X,X,X
STJIZOL,O,O,X,O,X,X,O,X,X,X,X,X
STJIOLZ,O,O,X,X,X,X,X,X,X,X,X,X
STJIOZL,O,O,X,O,X,X,O,X,X,X,X,X
STJLIZO,O,O,X,O,X,O,O,X,X,X,X,X
STJLIOZ,X,X,X,X,X,X,X,O,X,X,X,X
STJLZIO,O,O,X,O,X,O,O,X,X,X,X,X
STJLZOI,X,X,X,X,X,O,X,X,X,X,X,X
STJLOIZ,X,X,X,X,X,X,X,O,X,X,X,X
STJLOZI,X,X,X,X,X,X,X,X,X,X,X,X
STJZILO,O,O,X,O,X,X,O,X,X,X,X,X
STJZIOL,O,O,X,O,X,X,O,X,X,X,X,X
STJZLIO,O,O,X,O,X,X,O,X,X,X,X,X
STJZLOI,X,X,X,X,X,X,X,X,X,X,X,X
STJZOIL,O,O,X,O,X,X,O,X,X,X,X,X
STJZOLI,X,X,X,X,X,X,X,X,X,X,X,X
STJOILZ,O,O,X,X,X,X,X,X,X,X,X,X
STJOIZL,O,O,X,O,X,X,O,X,X,X,X,X
STJOLIZ,O,O,X,X,X,X,X,X,X,X,X,X
STJOLZI,O,O,X,X,X,X,X,X,X,X,X,X
STJOZIL,O,O,X,O,X,X,O,X,X,X,X,X
STJOZLI,O,O,X,X,X,X,X,X,X,X,X,X
STZILJO,O,X,O,X,O,O,X,X,X,X,X,X
STZILOJ,O,X,O,X,O,O,X,O,X,X,X,X
STZIJLO,O,O,X,O,X,X,X,X,X,X,X,X
STZIJOL,O,O,X,O,X,X,X,X,X,X,X,X
STZIOLJ,O,X,X,X,O,O,X,X,O,X,X,X
STZIOJL,X,O,X,X,X,X,X,X,O,X,X,X
STZLIJO,O,X,O,X,O,O,X,X,X,X,X,X
STZLIOJ,O,X,O,X,O,O,X,O,X,X,X,X
STZLJIO,X,X,O,X,O,O,X,X,X,X,X,X
STZLJOI,X,X,X,X,X,O,X,X,X,X,X,X
STZLOIJ,X,X,O,X,O,O,X,O,X,X,X,X
STZLOJI,X,X,X,X,X,O,X,X,X,X,X,X
STZJILO,O,O,X,O,X,X,X,X,X,X,X,X
STZJIOL,O,O,X,O,X,X,X,X,X,X,X,X
STZJLIO,O,O,X,O,X,X,X,X,X,X,X,X
STZJLOI,X,X,X,X,X,X,X,X,X,X,X,X
STZJOIL,O,O,X,O,X,X,X,X,X,X,X,X
STZJOLI,X,X,X,X,X,X,X,X,X,X,X,X
STZOILJ,O,X,X,X,O,O,X,X,X,X,X,X
STZOIJL,X,O,X,X,X,X,X,X,X,X,X,X
STZOLIJ,X,X,X,X,O,O,X,X,X,X,X,X
STZOLJI,X,X,X,X,O,O,X,X,X,X,X,X
STZOJIL,X,O,X,X,X,X,X,X,X,X,X,X
STZOJLI,X,O,X,X,X,X,X,X,X,X,X,X
STOILJZ,X,X,O,X,O,X,X,O,X,X,X,X
STOILZJ,O,X,O,X,O,O,X,O,O,X,X,X
STOIJLZ,X,O,X,O,X,X,X,X,X,X,X,X
STOIJZL,O,O,X,O,X,X,X,X,O,X,X,X
STOIZLJ,O,X,X,X,O,X,X,X,O,X,X,X
STOIZJL,O,O,X,X,X,X,X,X,O,X,X,X
STOLIJZ,X,X,O,X,O,X,X,O,X,X,X,X
STOLIZJ,O,X,O,X,O,O,X,O,O,X,X,X
STOLJIZ,X,X,O,X,O,X,X,O,X,X,X,X
STOLJZI,X,X,O,X,O,X,X,X,X,X,X,X
STOLZIJ,O,X,O,X,O,O,X,O,O,X,X,X
STOLZJI,X,X,O,X,O,O,X,X,X,X,X,X
STOJILZ,X,O,X,O,X,X,X,X,X,X,X,X
STOJIZL,O,O,X,O,X,X,X,X,O,X,X,X
STOJLIZ,X,O,X,O,X,X,X,X,X,X,X,X
STOJLZI,X,O,X,O,X,X,X,X,X,X,X,X
STOJZIL,O,O,X,O,X,X,X,X,O,X,X,X
STOJZLI,X,O,X,O,X,X,X,X,X,X,X,X
STOZILJ,O,X,X,X,O,X,X,X,O,X,X,X
STOZIJL,O,O,X,X,X,X,X,X,O,X,X,X
STOZLIJ,O,X,X,X,O,X,X,X,O,X,X,X
STOZLJI,X,X,X,X,O,X,X,X,X,X,X,X
STOZJIL,O,O,X,X,X,X,X,X,O,X,X,X
STOZJLI,X,O,X,X,X,X,X,X,X,X,X,X
SITLJZO,X,X,O,O,O,O,X,X,X,X,X,X
SITLJOZ,X,X,X,X,X,X,X,O,X,X,X,X
SITLZJO,O,X,O,X,O,O,X,X,X,X,X,X
SITLZOJ,O,X,O,X,O,O,X,O,X,X,X,X
SITLOJZ,X,X,O,X,O,X,X,O,X,X,X,X
SITLOZJ,X,X,O,X,O,O,X,O,X,X,X,X
SITJLZO,O,O,X,O,X,O,O,X,X,X,X,X
SITJLOZ,X,X,X,X,X,X,X,O,X,X,X,X
SITJZLO,O,O,X,O,X,X,O,X,X,X,X,X
SITJZOL,O,O,X,O,X,X,O,X,X,X,X,X
SITJOLZ,O,O,X,X,X,X,X,X,X,X,X,X
SITJOZL,O,O,X,O,X,X,O,X,X,X,X,X
SITZLJO,O,X,O,X,O,O,X,X,X,X,X,X
SITZLOJ,O,X,O,X,O,O,X,O,X,X,X,X
SITZJLO,O,O,X,O,X,X,X,X,X,X,X,X
SITZJOL,O,O,X,O,X,X,X,X,X,X,X,X
SITZOLJ,O,X,X,X,O,O,X,X,O,X,X,X
SITZOJL,X,O,X,X,X,X,X,X,O,X,X,X
SITOLJZ,X,X,O,X,O,X,X,O,X,X,X,X
SITOLZJ,O,X,O,X,O,O,X,O,O,X,X,X
SITOJLZ,X,O,X,O,X,X,X,X,X,X,X,X
SITOJZL,O,O,X,O,X,X,X,X,O,X,X,X
SITOZLJ,O,X,X,X,O,X,X,X,O,X,X,X
SITOZJL,O,O,X,X,X,X,X,X,O,X,X,X
SILTJZO,X,X,O,O,O,O,X,X,X,O,X,X
SILTJOZ,X,X,X,X,X,X,X,O,X,X,X,X
SILTZJO,O,X,O,X,O,O,X,X,X,O,O,X
SILTZOJ,O,X,O,X,O,O,X,O,X,O,O,X
SILTOJZ,X,X,O,X,O,X,X,O,X,X,X,X
SILTOZJ,X,X,O,X,O,O,X,O,X,O,X,X
SILJTZO,O,O,O,O,O,O,X,X,X,O,X,X
SILJTOZ,X,X,X,X,X,X,X,O,X,X,X,X
SILJZTO,O,O,O,O,O,O,X,X,X,X,X,X
SILJZOT,X,X,X,X,X,O,X,X,X,X,X,X
SILJOTZ,O,O,X,X,O,X,X,O,X,X,X,X
SILJOZT,O,O,X,X,O,X,X,X,X,X,X,X
SILZTJO,O,X,O,X,O,O,X,X,X,O,O,X
SILZTOJ,O,X,O,X,O,O,X,O,X,O,O,X
SILZJTO,O,O,O,X,O,O,X,X,X,X,X,X
SILZJOT,X,X,X,X,X,O,X,X,X,X,X,X
SILZOTJ,X,X,O,X,O,O,X,O,X,X,X,X
SILZOJT,X,O,X,X,O,O,X,X,X,X,X,X
SILOTJZ,X,X,O,X,O,X,X,O,X,X,X,X
SILOTZJ,O,X,O,X,O,O,X,O,O,O,X,O
SILOJTZ,X,O,O,O,O,X,X,O,X,X,X,X
SILOJZT,X,O,O,O,O,X,X,X,X,X,X,X
SILOZTJ,O,X,O,X,O,O,X,O,O,X,X,O
SILOZJT,X,O,O,X,O,O,X,X,X,X,X,X
SIJTLZO,O,O,X,O,X,O,O,X,X,X,X,X
SIJTLOZ,X,X,X,X,X,X,X,O,X,X,X,X
SIJTZLO,O,O,X,O,X,X,O,X,X,X,X,X
SIJTZOL,O,O,X,O,X,X,O,X,X,X,X,X
SIJTOLZ,O,O,X,X,X,X,X,X,X,X,X,X
SIJTOZL,O,O,X,O,X,X,O,X,X,X,X,X
SIJLTZO,O,O,O,O,O,O,O,X,X,X,X,X
SIJLTOZ,X,X,X,X,X,X,X,O,X,X,X,X
SIJLZTO,O,O,O,O,O,O,O,X,X,X,X,X
SIJLZOT,X,X,X,X,X,O,X,X,X,X,X,X
SIJLOTZ,O,O,X,X,O,X,X,O,X,X,X,X
SIJLOZT,O,O,X,X,O,X,X,X,X,X,X,X
SIJZTLO,O,O,X,O,X,X,O,X,X,X,X,X
SIJZTOL,O,O,X,O,X,X,O,X,X,X,X,X
SIJZLTO,O,O,O,O,O,O,O,X,X,X,X,X
SIJZLOT,X,X,X,X,X,O,X,X,X,X,X,X
SIJZOTL,O,O,X,O,X,X,O,X,X,X,X,X
SIJZOLT,O,O,X,X,O,O,X,X,X,X,X,X
SIJOTLZ,O,O,X,O,X,X,X,X,X,X,X,X
SIJOTZL,O,O,X,O,X,X,O,X,O,X,X,X
SIJOLTZ,O,O,X,O,O,X,X,X,X,X,X,X
SIJOLZT,O,O,X,O,O,X,X,X,X,X,X,X
SIJOZTL,O,O,X,O,X,X,O,X,O,X,X,X
SIJOZLT,O,O,X,O,O,X,X,X,X,X,X,X
SIZTLJO,O,X,O,X,O,O,X,X,X,X,X,X
SIZTLOJ,O,X,O,X,O,O,X,O,X,X,X,X
SIZTJLO,O,O,X,O,X,X,X,X,X,X,X,X
SIZTJOL,O,O,X,O,X,X,X,X,X,X,X,X
SIZTOLJ,O,X,X,X,O,O,X,X,X,X,X,X
SIZTOJL,X,O,X,X,X,X,X,X,X,X,X,X
SIZLTJO,O,X,O,X,O,O,X,X,X,O,O,X
SIZLTOJ,O,X,O,X,O,O,X,O,X,O,O,X
SIZLJTO,O,O,O,X,O,O,X,X,X,X,X,X
SIZLJOT,X,X,X,X,X,O,X,X,X,X,X,X
SIZLOTJ,X,X,O,X,O,O,X,O,X,X,X,X
SIZLOJT,X,O,X,X,O,O,X,X,X,X,X,X
SIZJTLO,O,O,X,O,X,X,O,X,X,X,X,X
SIZJTOL,O,O,X,O,X,X,O,X,X,X,X,X
SIZJLTO,O,O,O,O,O,O,O,X,X,X,X,X
SIZJLOT,X,X,X,X,X,O,X,X,X,X,X,X
SIZJOTL,O,O,X,O,X,X,O,X,X,X,X,X
SIZJOLT,O,O,X,X,O,O,X,X,X,X,X,X
SIZOTLJ,O,X,X,X,O,O,X,X,O,X,X,X
SIZOTJL,O,O,X,X,X,X,X,X,O,X,X,X
SIZOLTJ,O,X,O,X,O,O,X,X,O,X,X,X
SIZOLJT,X,O,X,X,O,O,X,X,X,X,X,X
SIZOJTL,O,O,X,O,X,X,X,X,O,X,X,X
SIZOJLT,O,O,X,O,O,O,X,X,X,X,X,X
SIOTLJZ,X,X,O,X,O,X,X,O,X,X,X,X
SIOTLZJ,O,X,O,X,O,O,X,O,O,X,X,X
SIOTJLZ,O,O,X,O,X,X,X,X,X,X,X,X
SIOTJZL,O,O,X,O,X,X,X,X,O,X,X,X
SIOTZLJ,O,X,O,X,O,X,X,X,O,X,X,X
SIOTZJL,O,O,X,X,X,X,X,X,O,X,X,X
SIOLTJZ,X,X,O,X,O,X,X,O,X,X,X,X
SIOLTZJ,O,X,O,X,O,O,X,O,O,X,X,X
SIOLJTZ,X,O,O,O,O,X,X,O,X,X,X,X
SIOLJZT,X,O,O,O,O,X,X,X,X,X,X,X
SIOLZTJ,O,X,O,X,O,O,X,O,O,X,X,X
SIOLZJT,X,O,O,X,O,O,X,X,X,X,X,X
SIOJTLZ,O,O,X,O,X,X,X,X,X,X,X,X
SIOJTZL,O,O,X,O,X,X,X,X,O,X,X,X
SIOJLTZ,O,O,O,O,O,X,X,X,X,X,X,X
SIOJLZT,O,O,O,O,O,X,X,X,X,X,X,X
SIOJZTL,O,O,X,O,X,X,X,X,O,X,X,X
SIOJZLT,O,O,O,O,O,X,X,X,X,X,X,X
SIOZTLJ,O,X,O,X,O,O,X,X,O,X,X,X
SIOZTJL,O,O,X,X,X,X,X,X,O,X,X,X
SIOZLTJ,O,X,O,X,O,O,X,X,O,X,X,X
SIOZLJT,X,O,O,X,O,O,X,X,X,X,X,X
SIOZJTL,O,O,X,O,X,X,X,X,O,X,X,X
SIOZJLT,O,O,O,O,O,O,X,X,X,X,X,X
SLTIJZO,X,X,O,O,O,O,X,X,X,O,X,X
SLTIJOZ,X,X,X,X,X,X,X,O,X,X,X,X
SLTIZJO,O,X,O,X,O,O,X,X,X,O,O,X
SLTIZOJ,O,X,O,X,O,O,X,O,X,O,O,X
SLTIOJZ,X,X,O,X,O,X,X,O,X,X,X,X
SLTIOZJ,X,X,O,X,O,O,X,O,X,O,X,X
SLTJIZO,X,X,O,O,O,O,X,X,X,O,X,X
SLTJIOZ,X,X,X,X,X,X,X,O,X,X,X,X
SLTJZIO,X,X,O,O,O,O,X,X,X,O,X,X
SLTJZOI,X,X,X,X,X,O,X,X,X,X,X,X
SLTJOIZ,X,X,X,X,X,X,X,O,X,X,X,X
SLTJOZI,X,X,X,X,X,X,X,X,X,X,X,X
SLTZIJO,O,X,O,X,O,O,X,X,X,O,O,X
SLTZIOJ,O,X,O,X,O,O,X,O,X,O,O,X
SLTZJIO,X,X,O,X,O,O,X,X,X,O,X,X
SLTZJOI,X,X,X,X,X,O,X,X,X,X,X,X
SLTZOIJ,X,X,O,X,O,O,X,O,X,O,X,X
SLTZOJI,X,X,X,X,X,O,X,X,X,X,X,X
SLTOIJZ,X,X,O,X,O,X,X,O,X,X,X,X
SLTOIZJ,X,X,O,X,O,O,X,O,X,O,X,X
SLTOJIZ,X,X,O,X,O,X,X,O,X,X,X,X
SLTOJZI,X,X,O,X,O,X,X,X,X,X,X,X
SLTOZIJ,X,X,O,X,O,O,X,O,X,O,X,X
SLTOZJI,X,X,O,X,O,O,X,X,X,X,X,X
SLITJZO,X,X,O,O,O,O,X,X,X,O,X,X
SLITJOZ,X,X,X,X,X,X,X,O,X,X,X,X
SLITZJO,O,X,O,X,O,O,X,X,X,O,O,X
SLITZOJ,O,X,O,X,O,O,X,O,X,O,O,X
SLITOJZ,X,X,O,X,O,X,X,O,X,X,X,X
SLITOZJ,X,X,O,X,O,O,X,O,X,O,X,X
SLIJTZO,O,O,O,O,O,O,X,X,X,O,X,X
SLIJTOZ,X,X,X,X,X,X,X,O,X,X,X,X
SLIJZTO,O,O,O,O,O,O,X,X,X,X,X,X
SLIJZOT,X,X,X,X,X,O,X,X,X,X,X,X
SLIJOTZ,O,O,X,X,O,X,X,O,X,X,X,X
SLIJOZT,O,O,X,X,O,X,X,X,X,X,X,X
SLIZTJO,O,X,O,X,O,O,X,X,X,O,O,X
SLIZTOJ,O,X,O,X,O,O,X,O,X,O,O,X
SLIZJTO,O,O,O,X,O,O,X,X,X,X,X,X
SLIZJOT,X,X,X,X,X,O,X,X,X,X,X,X
SLIZOTJ,X,X,O,X,O,O,X,O,X,X,X,X
SLIZOJT,X,O,X,X,O,O,X,X,X,X,X,X
SLIOTJZ,X,X,O,X,O,X,X,O,X,X,X,X
SLIOTZJ,O,X,O,X,O,O,X,O,O,O,X,O
SLIOJTZ,X,O,O,O,O,X,X,O,X,X,X,X
SLIOJZT,X,O,O,O,O,X,X,X,X,X,X,X
SLIOZTJ,O,X,O,X,O,O,X,O,O,X,X,O
SLIOZJT,X,O,O,X,O,O,X,X,X,X,X,X
SLJTIZO,O,O,O,O,O,O,X,X,X,O,X,X
SLJTIOZ,X,X,X,X,X,X,X,O,X,X,X,X
SLJTZIO,O,O,O,O,O,O,X,X,X,O,X,X
SLJTZOI,X,X,X,X,X,O,X,X,X,X,X,X
SLJTOIZ,X,X,X,X,X,X,X,O,X,X,X,X
SLJTOZI,X,X,X,X,X,X,X,X,X,X,X,X
SLJITZO,O,O,O,O,O,O,X,X,X,O,X,X
SLJITOZ,X,X,X,X,X,X,X,O,X,X,X,X
SLJIZTO,O,O,O,O,O,O,X,X,X,X,X,X
SLJIZOT,X,X,X,X,X,O,X,X,X,X,X,X
SLJIOTZ,O,O,X,X,O,X,X,O,X,X,X,X
SLJIOZT,O,O,X,X,O,X,X,X,X,X,X,X
SLJZTIO,O,O,O,O,O,O,X,X,X,X,X,X
SLJZTOI,X,X,X,X,X,O,X,X,X,X,X,X
SLJZITO,O,O,O,O,O,O,X,X,X,X,X,X
SLJZIOT,X,X,X,X,X,O,X,X,X,X,X,X
SLJZOTI,X,X,X,X,X,O,X,X,X,X,X,X
SLJZOIT,X,X,X,X,X,O,X,X,X,X,X,X
SLJOTIZ,O,O,X,X,O,X,X,O,X,X,X,X
SLJOTZI,O,O,X,X,O,X,X,X,X,X,X,X
SLJOITZ,O,O,X,X,O,X,X,O,X,X,X,X
SLJOIZT,O,O,X,X,O,X,X,X,X,X,X,X
SLJOZTI,O,O,X,X,O,X,X,X,X,X,X,X
SLJOZIT,O,O,X,X,O,X,X,X,X,X,X,X
SLZTIJO,O,X,O,X,O,O,X,X,X,O,O,X
SLZTIOJ,O,X,O,X,O,O,X,O,X,O,O,X
SLZTJIO,X,X,O,X,O,O,X,X,X,O,X,X
SLZTJOI,X,X,X,X,X,O,X,X,X,X,X,X
SLZTOIJ,X,X,O,X,O,O,X,O,X,O,X,X
SLZTOJI,X,X,X,X,X,O,X,X,X,X,X,X
SLZITJO,O,X,O,X,O,O,X,X,X,O,O,X
SLZITOJ,O,X,O,X,O,O,X,O,X,O,O,X
SLZIJTO,O,O,O,X,O,O,X,X,X,X,X,X
SLZIJOT,X,X,X,X,X,O,X,X,X,X,X,X
SLZIOTJ,X,X,O,X,O,O,X,O,X,X,X,X
SLZIOJT,X,O,X,X,O,O,X,X,X,X,X,X
SLZJTIO,O,O,O,X,O,O,X,X,X,X,X,X
SLZJTOI,X,X,X,X,X,O,X,X,X,X,X,X
SLZJITO,O,O,O,X,O,O,X,X,X,X,X,X
SLZJIOT,X,X,X,X,X,O,X,X,X,X,X,X
SLZJOTI,X,X,X,X,X,O,X,X,X,X,X,X
SLZJOIT,X,X,X,X,X,O,X,X,X,X,X,X
SLZOTIJ,X,X,O,X,O,O,X,O,X,X,X,X
SLZOTJI,X,X,X,X,O,O,X,X,X,X,X,X
SLZOITJ,X,X,O,X,O,O,X,O,X,X,X,X
SLZOIJT,X,O,X,X,O,O,X,X,X,X,X,X
SLZOJTI,X,O,X,X,O,O,X,X,X,X,X,X
SLZOJIT,X,O,X,X,O,O,X,X,X,X,X,X
SLOTIJZ,X,X,O,X,O,X,X,O,X,X,X,X
SLOTIZJ,O,X,O,X,O,O,X,O,O,O,X,O
SLOTJIZ,X,X,O,X,O,X,X,O,X,X,X,X
SLOTJZI,X,X,O,X,O,X,X,X,X,X,X,X
SLOTZIJ,O,X,O,X,O,O,X,O,O,O,X,O
SLOTZJI,X,X,O,X,O,O,X,X,X,X,X,X
SLOITJZ,X,X,O,X,O,X,X,O,X,X,X,X
SLOITZJ,O,X,O,X,O,O,X,O,O,O,X,O
SLOIJTZ,X,O,O,O,O,X,X,O,X,X,X,X
SLOIJZT,X,O,O,O,O,X,X,X,X,X,X,X
SLOIZTJ,O,X,O,X,O,O,X,O,O,X,X,O
SLOIZJT,X,O,O,X,O,O,X,X,X,X,X,X
SLOJTIZ,X,O,O,O,O,X,X,O,X,X,X,X
SLOJTZI,X,O,O,O,O,X,X,X,X,X,X,X
SLOJITZ,X,O,O,O,O,X,X,O,X,X,X,X
SLOJIZT,X,O,O,O,O,X,X,X,X,X,X,X
SLOJZTI,X,O,O,O,O,X,X,X,X,X,X,X
SLOJZIT,X,O,O,O,O,X,X,X,X,X,X,X
SLOZTIJ,O,X,O,X,O,O,X,O,O,X,X,O
SLOZTJI,X,X,O,X,O,O,X,X,X,X,X,X
SLOZITJ,O,X,O,X,O,O,X,O,O,X,X,O
SLOZIJT,X,O,O,X,O,O,X,X,X,X,X,X
SLOZJTI,X,O,O,X,O,O,X,X,X,X,X,X
SLOZJIT,X,O,O,X,O,O,X,X,X,X,X,X
SJTILZO,O,O,X,O,X,O,O,X,X,X,X,X
SJTILOZ,X,X,X,X,X,X,X,O,X,X,X,X
SJTIZLO,O,O,X,O,X,X,O,X,X,X,X,X
SJTIZOL,O,O,X,O,X,X,O,X,X,X,X,X
SJTIOLZ,O,O,X,X,X,X,X,X,X,X,X,X
SJTIOZL,O,O,X,O,X,X,O,X,X,X,X,X
SJTLIZO,O,O,X,O,X,O,O,X,X,X,X,X
SJTLIOZ,X,X,X,X,X,X,X,O,X,X,X,X
SJTLZIO,O,O,X,O,X,O,O,X,X,X,X,X
SJTLZOI,X,X,X,X,X,O,X,X,X,X,X,X
SJTLOIZ,X,X,X,X,X,X,X,O,X,X,X,X
SJTLOZI,X,X,X,X,X,X,X,X,X,X,X,X
SJTZILO,O,O,X,O,X,X,O,X,X,X,X,X
SJTZIOL,O,O,X,O,X,X,O,X,X,X,X,X
SJTZLIO,O,O,X,O,X,X,O,X,X,X,X,X
SJTZLOI,X,X,X,X,X,X,X,X,X,X,X,X
SJTZOIL,O,O,X,O,X,X,O,X,X,X,X,X
SJTZOLI,X,X,X,X,X,X,X,X,X,X,X,X
SJTOILZ,O,O,X,X,X,X,X,X,X,X,X,X
SJTOIZL,O,O,X,O,X,X,O,X,X,X,X,X
SJTOLIZ,O,O,X,X,X,X,X,X,X,X,X,X
SJTOLZI,O,O,X,X,X,X,X,X,X,X,X,X
SJTOZIL,O,O,X,O,X,X,O,X,X,X,X,X
SJTOZLI,O,O,X,X,X,X,X,X,X,X,X,X
SJITLZO,O,O,X,O,X,O,O,X,X,X,X,X
SJITLOZ,X,X,X,X,X,X,X,O,X,X,X,X
SJITZLO,O,O,X,O,X,X,O,X,X,X,X,X
SJITZOL,O,O,X,O,X,X,O,X,X,X,X,X
SJITOLZ,O,O,X,X,X,X,X,X,X,X,X,X
SJITOZL,O,O,X,O,X,X,O,X,X,X,X,X
SJILTZO,O,O,O,O,O,O,O,X,X,X,X,X
SJILTOZ,X,X,X,X,X,X,X,O,X,X,X,X
SJILZTO,O,O,O,O,O,O,O,X,X,X,X,X
SJILZOT,X,X,X,X,X,O,X,X,X,X,X,X
SJILOTZ,O,O,X,X,O,X,X,O,X,X,X,X
SJILOZT,O,O,X,X,O,X,X,X,X,X,X,X
SJIZTLO,O,O,X,O,X,X,O,X,X,X,X,X
SJIZTOL,O,O,X,O,X,X,O,X,X,X,X,X
SJIZLTO,O,O,O,O,O,O,O,X,X,X,X,X
SJIZLOT,X,X,X,X,X,O,X,X,X,X,X,X
SJIZOTL,O,O,X,O,X,X,O,X,X,X,X,X
SJIZOLT,O,O,X,X,O,O,X,X,X,X,X,X
SJIOTLZ,O,O,X,O,X,X,X,X,X,X,X,X
SJIOTZL,O,O,X,O,X,X,O,X,O,X,X,X
SJIOLTZ,O,O,X,O,O,X,X,X,X,X,X,X
SJIOLZT,O,O,X,O,O,X,X,X,X,X,X,X
SJIOZTL,O,O,X,O,X,X,O,X,O,X,X,X
SJIOZLT,O,O,X,O,O,X,X,X,X,X,X,X
SJLTIZO,O,O,O,O,O,O,O,X,X,X,X,X
SJLTIOZ,X,X,X,X,X,X,X,O,X,X,X,X
SJLTZIO,O,O,O,O,O,O,O,X,X,X,X,X
SJLTZOI,X,X,X,X,X,O,X,X,X,X,X,X
SJLTOIZ,X,X,X,X,X,X,X,O,X,X,X,X
SJLTOZI,X,X,X,X,X,X,X,X,X,X,X,X
SJLITZO,O,O,O,O,O,O,O,X,X,X,X,X
SJLITOZ,X,X,X,X,X,X,X,O,X,X,X,X
SJLIZTO,O,O,O,O,O,O,O,X,X,X,X,X
