sequence,v115@FhB8HeD8GeB8CeB8BeB8JeT/IvhF0gBxhBeqBFnBCr?B3sB,v115@FhB8HeD8GeB8CeB8BeB8JeT/IvhFOlBxhBUmBFnBSv?B3sB,v115@FhB8HeD8GeB8CeB8BeB8JeT/IvhFmhBqnBxlBlqBUs?BXqB,v115@FhB8HeD8GeB8CeB8BeB8JeT/IvhFlgBeqB8qBRsBfs?B6sB,v115@FhB8HeD8GeB8CeB8BeB8Jei/IvhFRhBcnBGlBTmBVv?B3sB,v115@FhB8HeD8GeB8CeB8BeB8Jei/IvhFRhBcnBGmBlqB3s?BzpB,v115@FhB8HeD8GeB8CeB8BeB8JeT/IvhF2lBlhBcnBxqB3s?BSvB,v115@FhB8HeD8GeB8CeB8BeB8JeT/IvhFylBGiBlqBRsBUs?BXqB,v115@FhB8HeD8GeB8CeB8BeB8JeT/IvhFGiByqBRsBXqBUs?BlqB,v115@FhB8HeD8GeB8CeB8BeB8JeT/IvhFmgBSnBlqBRsBXq?BUsB,v115@FhB8HeD8GeB8CeB8BeB8JeT/IvhF/lBRhBqnB2rBVv?BUsB
LJZISOT,O,X,X,O,X,X,X,X,X,X,X
LJZIOTS,O,X,X,O,X,X,X,X,X,X,X
LJZIOST,O,X,X,O,X,X,X,X,X,X,X
LJZSTIO,O,X,X,X,X,X,X,X,X,X,X
LJZSTOI,O,X,X,X,X,X,X,X,X,X,X
LJZSITO,O,X,X,X,X,X,X,X,X,X,X
LJZSIOT,O,X,X,X,X,X,X,X,X,X,X
LJZSOTI,O,X,X,X,X,X,X,X,X,X,X
LJZSOIT,O,X,X,X,X,X,X,X,X,X,X
LJZOTIS,O,X,X,O,X,X,X,X,X,X,X
LJZOTSI,O,X,X,X,X,X,X,X,X,X,O
LJZOITS,O,X,X,O,X,X,X,X,X,X,X
LJZOIST,O,X,X,O,X,X,X,X,X,X,X
LJZOSTI,O,X,X,X,X,X,X,X,X,X,X
LJZOSIT,O,X,X,X,X,X,X,X,X,X,X
LJOTISZ,O,X,X,X,X,X,X,X,X,X,O
LJOTIZS,O,X,X,X,X,X,X,X,X,X,X
LJOTSIZ,O,X,X,X,X,X,X,X,X,X,O
LJOTSZI,O,X,X,X,X,X,X,X,X,X,O
LJOTZIS,O,X,X,X,X,X,X,X,X,X,X
LJOTZSI,O,X,X,X,X,X,X,X,X,X,O
LJOITSZ,O,X,X,X,X,X,X,X,X,X,O
LJOITZS,O,X,X,X,X,X,X,X,X,X,X
LJOISTZ,O,X,X,X,X,X,X,X,X,X,X
LJOISZT,O,X,X,X,X,X,X,X,O,X,X
LJOIZTS,O,X,X,O,X,X,X,X,O,X,X
LJOIZST,O,X,X,O,X,X,X,X,O,X,X
LJOSTIZ,O,X,X,X,X,X,X,X,X,X,O
LJOSTZI,O,X,X,X,X,X,X,X,X,X,O
LJOSITZ,O,X,X,X,X,X,X,X,X,X,X
LJOSIZT,O,X,X,X,X,X,X,X,X,X,X
LJOSZTI,O,X,X,X,X,X,X,X,X,X,X
LJOSZIT,O,X,X,X,O,X,X,X,X,X,X
LJOZTIS,O,X,X,O,X,X,X,X,X,X,X
LJOZTSI,O,X,X,X,X,X,X,X,X,X,O
LJOZITS,O,X,X,O,X,X,X,X,X,X,X
LJOZIST,O,X,X,O,X,X,X,X,X,X,X
LJOZSTI,O,X,X,X,X,X,X,X,X,X,X
LJOZSIT,O,X,X,X,X,X,X,X,X,X,X
LSTIJZO,O,X,X,X,X,O,X,X,X,X,X
LSTIJOZ,O,X,X,X,X,X,X,X,X,X,X
LSTIZJO,O,O,X,X,X,O,X,X,X,X,X
LSTIZOJ,O,O,X,X,X,O,X,X,X,X,X
LSTIOJZ,O,X,X,X,X,X,X,X,X,X,X
LSTIOZJ,O,O,X,X,X,X,X,X,X,X,X
LSTJIZO,O,X,X,X,X,O,X,X,X,X,X
LSTJIOZ,O,X,X,X,X,X,X,X,X,X,X
LSTJZIO,O,X,X,X,X,O,X,X,X,X,X
LSTJZOI,O,X,X,X,X,O,X,X,X,X,X
LSTJOIZ,O,X,X,X,X,X,X,X,X,X,X
LSTJOZI,O,X,X,X,X,O,X,X,X,X,X
LSTZIJO,O,O,X,X,X,O,X,X,X,X,X
LSTZIOJ,O,O,X,X,O,O,X,X,X,X,X
LSTZJIO,O,O,X,X,X,O,X,X,X,X,X
LSTZJOI,O,O,X,X,X,O,X,X,X,X,X
LSTZOIJ,O,O,X,X,O,O,X,X,X,X,X
LSTZOJI,O,O,X,X,X,O,X,X,X,X,X
LSTOIJZ,O,X,X,X,X,X,X,X,X,X,X
LSTOIZJ,O,O,X,X,X,X,X,X,X,X,X
LSTOJIZ,O,X,X,X,X,X,X,X,X,X,X
LSTOJZI,O,X,X,X,X,O,X,X,X,X,X
LSTOZIJ,O,O,X,X,O,O,X,X,X,X,X
LSTOZJI,O,O,X,X,X,O,X,X,X,X,X
LSITJZO,O,X,X,X,X,O,X,X,X,X,X
LSITJOZ,O,X,X,X,X,X,X,X,X,X,X
LSITZJO,O,X,X,X,X,O,X,X,O,X,X
LSITZOJ,O,X,X,X,X,O,X,X,O,X,X
LSITOJZ,O,X,X,X,X,X,X,X,X,X,X
LSITOZJ,O,X,X,X,X,X,X,X,O,X,X
LSIJTZO,O,X,X,X,X,X,X,X,X,X,X
LSIJTOZ,O,X,X,X,X,X,X,X,X,X,X
LSIJZTO,O,X,X,X,X,X,O,X,O,X,X
LSIJZOT,O,X,X,X,X,X,O,X,O,X,X
LSIJOTZ,O,X,X,X,X,X,X,X,X,X,X
LSIJOZT,O,X,X,X,X,X,O,X,O,X,X
LSIZTJO,X,X,X,X,X,O,O,X,O,X,X
LSIZTOJ,X,X,X,X,O,O,O,X,O,X,X
LSIZJTO,X,X,X,X,X,O,O,X,O,X,X
LSIZJOT,X,X,X,X,O,X,O,X,O,X,X
LSIZOTJ,X,X,X,X,O,O,O,X,O,X,X
LSIZOJT,X,X,X,X,O,X,O,X,O,X,X
LSIOTJZ,O,X,X,X,X,X,X,X,X,X,X
LSIOTZJ,O,X,X,X,X,X,X,X,O,X,X
LSIOJTZ,O,X,X,X,X,X,X,X,X,X,X
LSIOJZT,O,X,X,X,X,X,O,X,O,X,X
LSIOZTJ,X,X,X,X,O,X,O,X,O,X,X
LSIOZJT,X,X,X,X,O,X,O,X,O,X,X
LSJTIZO,O,X,X,X,X,O,X,X,X,X,O
LSJTIOZ,O,X,X,X,X,X,X,X,X,X,O
LSJTZIO,O,X,X,X,X,O,X,X,X,X,O
LSJTZOI,O,X,X,X,X,O,X,X,X,X,O
LSJTOIZ,O,X,X,X,X,X,X,X,X,X,O
LSJTOZI,O,X,X,X,X,O,X,X,X,X,O
LSJITZO,O,X,X,X,X,X,X,X,X,X,X
LSJITOZ,O,X,X,X,X,X,X,X,X,X,X
LSJIZTO,O,X,X,X,X,X,X,X,X,X,X
LSJIZOT,O,X,X,X,X,X,X,X,X,X,X
LSJIOTZ,O,X,X,X,X,X,X,X,X,X,X
LSJIOZT,O,X,X,X,X,X,X,X,X,X,X
LSJZTIO,O,X,X,X,X,O,X,X,X,X,X
LSJZTOI,O,X,X,X,X,O,X,X,X,X,X
LSJZITO,O,X,X,X,X,O,X,X,X,X,X
LSJZIOT,O,X,X,X,O,X,X,X,X,X,X
LSJZOTI,O,X,X,X,X,X,X,X,X,X,X
LSJZOIT,O,X,X,X,O,X,X,X,X,X,X
LSJOTIZ,O,X,X,X,X,X,X,X,X,X,O
LSJOTZI,O,X,X,X,X,X,X,X,X,X,O
LSJOITZ,O,X,X,X,X,X,X,X,X,X,X
LSJOIZT,O,X,X,X,X,X,X,X,X,X,X
LSJOZTI,O,X,X,X,X,X,X,X,X,X,X
LSJOZIT,O,X,X,X,O,X,X,X,X,X,X
LSZTIJO,O,O,X,X,X,O,O,X,X,X,X
LSZTIOJ,O,O,X,X,O,O,O,X,X,X,X
LSZTJIO,O,O,X,X,X,O,X,X,X,X,X
LSZTJOI,O,O,X,X,X,O,X,X,X,X,X
LSZTOIJ,O,O,X,X,O,O,O,X,X,X,X
LSZTOJI,O,O,X,X,X,O,X,X,X,X,X
LSZITJO,X,X,X,X,X,O,O,X,X,X,X
LSZITOJ,X,X,X,X,O,O,O,X,X,X,X
LSZIJTO,X,X,X,X,X,O,O,X,X,X,X
LSZIJOT,X,O,X,X,O,X,O,X,X,X,X
LSZIOTJ,X,X,X,X,O,O,O,X,X,X,X
LSZIOJT,X,O,X,X,O,X,O,X,X,X,X
LSZJTIO,O,O,X,X,X,O,X,X,X,X,X
LSZJTOI,O,O,X,X,X,O,X,X,X,X,X
LSZJITO,O,X,X,X,X,O,X,X,X,X,X
LSZJIOT,O,O,X,X,O,X,X,X,X,X,X
LSZJOTI,O,O,X,X,X,X,X,X,X,X,X
LSZJOIT,O,O,X,X,O,X,X,X,X,X,X
LSZOTIJ,O,O,X,X,O,O,O,X,X,X,X
LSZOTJI,O,O,X,X,O,O,X,X,X,X,X
LSZOITJ,X,X,X,X,O,O,O,X,X,X,X
LSZOIJT,X,O,X,X,O,X,O,X,X,X,X
LSZOJTI,O,O,X,X,X,X,X,X,X,X,X
LSZOJIT,O,O,X,X,O,X,X,X,X,X,X
LSOTIJZ,O,X,X,X,O,X,X,X,X,X,X
LSOTIZJ,O,O,X,X,O,X,X,X,X,X,X
LSOTJIZ,O,X,X,X,O,X,X,X,X,X,X
LSOTJZI,O,X,X,X,O,O,X,X,X,X,X
LSOTZIJ,O,O,X,X,O,O,X,X,X,X,X
LSOTZJI,O,O,X,X,O,O,X,X,X,X,X
LSOITJZ,O,X,X,X,X,X,X,X,X,X,X
LSOITZJ,O,X,X,X,X,X,X,X,O,X,X
LSOIJTZ,O,X,X,X,X,X,X,X,X,X,X
LSOIJZT,O,X,X,X,X,X,O,X,O,X,X
LSOIZTJ,X,X,X,X,O,X,O,X,O,X,X
LSOIZJT,X,X,X,X,O,X,O,X,O,X,X
LSOJTIZ,O,X,X,X,X,X,X,X,X,X,O
LSOJTZI,O,X,X,X,X,X,X,X,X,X,O
LSOJITZ,O,X,X,X,X,X,X,X,X,X,X
LSOJIZT,O,X,X,X,X,X,X,X,X,X,X
LSOJZTI,O,X,X,X,X,X,X,X,X,X,X
LSOJZIT,O,X,X,X,O,X,X,X,X,X,X
LSOZTIJ,O,O,X,X,O,O,O,X,X,X,X
LSOZTJI,O,O,X,X,O,O,X,X,X,X,X
LSOZITJ,X,X,X,X,O,O,O,X,X,X,X
LSOZIJT,X,O,X,X,O,X,O,X,X,X,X
LSOZJTI,O,O,X,X,X,X,X,X,X,X,X
LSOZJIT,O,O,X,X,O,X,X,X,X,X,X
LZTIJSO,O,X,O,X,X,X,X,X,X,X,X
LZTIJOS,O,O,O,X,X,X,X,X,X,X,X
LZTISJO,X,X,O,X,X,X,X,X,X,X,X
LZTISOJ,X,X,O,X,X,X,X,X,X,X,X
LZTIOJS,O,O,O,X,X,X,X,X,X,X,X
LZTIOSJ,X,X,O,X,X,X,X,X,X,X,X
LZTJISO,O,X,O,X,X,X,X,X,X,X,X
LZTJIOS,O,O,O,X,X,X,X,X,X,X,X
LZTJSIO,O,X,O,X,X,O,X,X,X,X,X
LZTJSOI,O,X,O,X,X,O,X,X,X,X,X
LZTJOIS,O,O,O,X,X,X,X,X,X,X,X
LZTJOSI,O,O,O,X,X,X,X,X,X,X,X
LZTSIJO,X,X,O,X,X,O,X,X,X,X,X
LZTSIOJ,X,X,O,X,X,O,X,X,X,X,X
LZTSJIO,X,X,O,X,X,O,X,X,X,X,X
LZTSJOI,X,X,O,X,X,O,X,X,X,X,X
LZTSOIJ,X,X,O,X,X,O,X,X,X,X,X
LZTSOJI,X,X,O,X,X,O,X,X,X,X,X
LZTOIJS,O,O,O,X,X,X,X,X,X,X,X
LZTOISJ,X,X,O,X,X,X,X,X,X,X,X
LZTOJIS,O,O,O,X,X,X,X,X,X,X,X
LZTOJSI,O,O,O,X,X,X,X,X,X,X,X
LZTOSIJ,X,X,O,X,X,X,X,X,X,X,X
LZTOSJI,X,X,O,X,X,X,X,X,X,X,X
LZITJSO,X,X,O,X,X,X,X,X,O,X,X
LZITJOS,X,X,O,X,X,X,X,X,O,X,X
LZITSJO,X,X,O,X,X,X,X,X,O,X,X
LZITSOJ,X,X,O,X,X,X,X,X,O,X,X
LZITOJS,X,X,O,X,X,X,X,X,O,X,X
LZITOSJ,X,X,O,X,X,X,X,X,O,X,X
LZIJTSO,X,X,O,O,X,X,X,X,O,X,X
LZIJTOS,X,X,O,O,X,X,X,X,O,X,X
LZIJSTO,X,X,X,O,X,X,X,X,O,X,X
LZIJSOT,X,X,O,O,X,X,X,X,O,X,X
LZIJOTS,X,O,O,O,X,X,X,X,O,X,X
LZIJOST,X,O,O,O,X,X,X,X,O,X,X
LZISTJO,X,X,X,X,X,X,X,X,O,X,X
LZISTOJ,X,X,X,X,X,X,X,X,O,X,X
LZISJTO,X,X,X,X,X,X,X,X,O,X,X
LZISJOT,X,X,O,X,X,X,X,X,O,X,X
LZISOTJ,X,X,X,X,X,X,X,X,O,X,X
LZISOJT,X,X,O,X,X,X,X,X,O,X,X
LZIOTJS,X,X,O,X,X,X,X,X,O,X,X
LZIOTSJ,X,X,O,X,X,X,X,X,O,X,X
LZIOJTS,X,O,O,O,X,X,X,X,O,X,X
LZIOJST,X,O,O,O,X,X,X,X,O,X,X
LZIOSTJ,X,X,X,X,X,X,X,X,O,X,X
LZIOSJT,X,X,O,X,X,X,X,X,O,X,X
LZJTISO,O,X,O,O,X,X,X,X,X,X,X
LZJTIOS,O,O,O,O,X,X,X,X,X,X,X
LZJTSIO,O,X,O,X,X,X,X,X,X,X,O
LZJTSOI,O,X,O,X,X,X,X,X,X,X,O
LZJTOIS,O,O,O,O,X,X,X,X,X,X,X
LZJTOSI,O,O,O,X,X,X,X,X,X,X,O
LZJITSO,O,X,O,O,X,X,X,X,X,X,X
LZJITOS,O,X,O,O,X,X,X,X,X,X,X
LZJISTO,O,X,X,O,X,X,X,X,X,X,X
LZJISOT,O,X,O,O,X,X,X,X,X,X,X
LZJIOTS,O,O,O,O,X,X,X,X,X,X,X
LZJIOST,O,O,O,O,X,X,X,X,X,X,X
LZJSTIO,O,O,O,X,X,X,X,X,X,X,X
LZJSTOI,O,O,O,X,X,X,X,X,X,X,X
LZJSITO,O,X,X,X,X,X,X,X,X,X,X
LZJSIOT,O,O,O,X,X,X,X,X,X,X,X
LZJSOTI,O,O,O,X,X,X,X,X,X,X,X
LZJSOIT,O,O,O,X,X,X,X,X,X,X,X
LZJOTIS,O,O,O,O,X,X,X,X,X,X,X
LZJOTSI,O,O,O,X,X,X,X,X,X,X,O
LZJOITS,O,O,O,O,X,X,X,X,X,X,X
LZJOIST,O,O,O,O,X,X,X,X,X,X,X
LZJOSTI,O,O,O,X,X,X,X,X,X,X,X
LZJOSIT,O,O,O,X,X,X,X,X,X,X,X
LZSTIJO,O,O,O,X,X,O,X,X,X,X,X
LZSTIOJ,O,O,O,X,O,O,X,X,X,X,X
LZSTJIO,O,O,O,X,X,O,X,X,X,X,X
LZSTJOI,O,O,O,X,X,O,X,X,X,X,X
LZSTOIJ,O,O,O,X,O,O,X,X,X,X,X
LZSTOJI,O,O,O,X,X,O,X,X,X,X,X
LZSITJO,X,X,X,X,X,O,X,X,X,X,X
LZSITOJ,X,X,X,X,O,O,X,X,X,X,X
LZSIJTO,X,X,X,X,X,O,X,X,X,X,X
LZSIJOT,X,O,O,X,O,X,X,X,X,X,X
LZSIOTJ,X,X,X,X,O,O,X,X,X,X,X
LZSIOJT,X,O,O,X,O,X,X,X,X,X,X
LZSJTIO,O,O,O,X,X,O,X,X,X,X,X
LZSJTOI,O,O,O,X,X,O,X,X,X,X,X
LZSJITO,O,X,X,X,X,O,X,X,X,X,X
LZSJIOT,O,O,O,X,O,X,X,X,X,X,X
LZSJOTI,O,O,O,X,X,X,X,X,X,X,X
LZSJOIT,O,O,O,X,O,X,X,X,X,X,X
LZSOTIJ,O,O,O,X,O,O,X,X,X,X,X
LZSOTJI,O,O,O,X,X,O,X,X,X,X,X
LZSOITJ,X,X,X,X,O,O,X,X,X,X,X
LZSOIJT,X,O,O,X,O,X,X,X,X,X,X
LZSOJTI,O,O,O,X,X,X,X,X,X,X,X
LZSOJIT,O,O,O,X,O,X,X,X,X,X,X
LZOTIJS,O,O,O,X,X,X,X,X,X,X,X
LZOTISJ,X,X,O,X,X,X,X,X,X,X,X
LZOTJIS,O,O,O,X,X,X,X,X,X,X,X
LZOTJSI,O,O,O,X,X,X,X,X,X,X,X
LZOTSIJ,X,X,O,X,X,X,X,X,X,X,X
LZOTSJI,X,X,O,X,X,X,X,X,X,X,X
LZOITJS,X,X,O,X,X,X,X,X,O,X,X
LZOITSJ,X,X,O,X,X,X,X,X,O,X,X
LZOIJTS,X,O,O,O,X,X,X,X,O,X,X
LZOIJST,X,O,O,O,X,X,X,X,O,X,X
LZOISTJ,X,X,X,X,X,X,X,X,O,X,X
LZOISJT,X,X,O,X,X,X,X,X,O,X,X
LZOJTIS,O,O,O,O,X,X,X,X,X,X,X
LZOJTSI,O,O,O,X,X,X,X,X,X,X,O
LZOJITS,O,O,O,O,X,X,X,X,X,X,X
LZOJIST,O,O,O,O,X,X,X,X,X,X,X
LZOJSTI,O,O,O,X,X,X,X,X,X,X,X
LZOJSIT,O,O,O,X,X,X,X,X,X,X,X
LZOSTIJ,O,O,O,X,O,X,X,X,X,X,X
LZOSTJI,O,O,O,X,X,X,X,X,X,X,X
LZOSITJ,X,X,X,X,O,X,X,X,X,X,X
LZOSIJT,X,O,O,X,O,X,X,X,X,X,X
LZOSJTI,O,O,O,X,X,X,X,X,X,X,X
LZOSJIT,O,O,O,X,O,X,X,X,X,X,X
LOTIJSZ,O,X,X,X,O,X,X,X,X,X,X
LOTIJZS,O,X,X,X,X,X,X,O,X,X,X
LOTISJZ,O,X,X,X,O,X,X,X,X,X,X
LOTISZJ,X,X,X,X,O,X,X,O,O,X,X
LOTIZJS,O,X,O,X,X,X,X,O,O,X,X
LOTIZSJ,X,X,O,X,X,X,X,O,O,X,X
LOTJISZ,O,X,X,X,O,X,X,X,X,X,O
LOTJIZS,O,X,X,X,X,X,X,O,X,X,X
LOTJSIZ,O,X,X,X,O,X,X,X,X,X,O
LOTJSZI,O,X,X,X,O,O,X,X,X,X,O
LOTJZIS,O,X,X,X,X,X,X,X,X,X,X
LOTJZSI,O,X,X,X,O,X,X,X,X,X,O
LOTSIJZ,O,X,X,X,O,X,X,X,X,X,X
LOTSIZJ,O,X,X,X,O,X,X,O,X,X,X
LOTSJIZ,O,X,X,X,O,X,X,X,X,X,X
LOTSJZI,O,X,X,X,O,O,X,X,X,X,X
LOTSZIJ,O,X,X,X,O,O,X,X,X,X,X
LOTSZJI,O,X,X,X,O,O,X,X,X,X,X
LOTZIJS,O,X,O,X,X,X,X,O,X,X,X
LOTZISJ,X,X,O,X,X,X,X,O,X,X,X
LOTZJIS,O,X,O,X,X,X,X,X,X,X,X
LOTZJSI,O,X,O,X,O,X,X,X,X,X,X
LOTZSIJ,X,X,O,X,O,X,X,X,X,X,X
LOTZSJI,X,X,O,X,O,X,X,X,X,X,X
LOITJSZ,O,X,X,X,X,X,X,X,X,X,X
LOITJZS,O,X,X,X,X,X,X,O,X,X,X
LOITSJZ,O,X,X,X,X,X,X,X,X,X,X
LOITSZJ,X,X,X,X,X,X,X,O,O,X,X
LOITZJS,O,X,X,X,X,X,X,O,O,X,X
LOITZSJ,X,X,X,X,X,X,X,O,O,X,X
LOIJTSZ,O,X,X,X,X,X,X,X,X,X,O
LOIJTZS,O,X,X,X,X,X,X,X,X,X,X
LOIJSTZ,O,X,X,X,X,X,X,X,X,X,X
LOIJSZT,O,X,X,X,X,X,O,X,O,X,X
LOIJZTS,O,X,X,O,X,X,X,X,O,X,X
LOIJZST,O,X,X,O,X,X,X,X,O,X,X
LOISTJZ,O,X,X,X,X,X,X,X,X,X,X
LOISTZJ,O,X,X,X,X,X,X,X,O,X,X
LOISJTZ,O,X,X,X,X,X,X,X,X,X,X
LOISJZT,O,X,X,X,X,X,O,X,O,X,X
LOISZTJ,X,X,X,X,O,X,O,X,O,X,X
LOISZJT,X,X,X,X,O,X,O,X,O,X,X
LOIZTJS,X,X,X,X,X,X,X,X,O,X,X
LOIZTSJ,X,X,X,X,X,X,X,X,O,X,X
LOIZJTS,X,X,X,O,X,X,X,X,O,X,X
LOIZJST,X,X,X,O,X,X,X,X,O,X,X
LOIZSTJ,X,X,X,X,X,X,X,X,O,X,X
LOIZSJT,X,X,X,X,X,X,X,X,O,X,X
LOJTISZ,O,X,X,X,X,X,X,X,X,X,O
LOJTIZS,O,X,X,X,X,X,X,X,X,X,X
LOJTSIZ,O,X,X,X,X,X,X,X,X,X,O
LOJTSZI,O,X,X,X,X,X,X,X,X,X,O
LOJTZIS,O,X,X,X,X,X,X,X,X,X,X
LOJTZSI,O,X,X,X,X,X,X,X,X,X,O
LOJITSZ,O,X,X,X,X,X,X,X,X,X,O
LOJITZS,O,X,X,X,X,X,X,X,X,X,X
LOJISTZ,O,X,X,X,X,X,X,X,X,X,X
LOJISZT,O,X,X,X,X,X,X,X,O,X,X
LOJIZTS,O,X,X,O,X,X,X,X,O,X,X
LOJIZST,O,X,X,O,X,X,X,X,O,X,X
LOJSTIZ,O,X,X,X,X,X,X,X,X,X,O
LOJSTZI,O,X,X,X,X,X,X,X,X,X,O
LOJSITZ,O,X,X,X,X,X,X,X,X,X,X
LOJSIZT,O,X,X,X,X,X,X,X,X,X,X
LOJSZTI,O,X,X,X,X,X,X,X,X,X,X
LOJSZIT,O,X,X,X,O,X,X,X,X,X,X
LOJZTIS,O,X,X,O,X,X,X,X,X,X,X
LOJZTSI,O,X,X,X,X,X,X,X,X,X,O
LOJZITS,O,X,X,O,X,X,X,X,X,X,X
LOJZIST,O,X,X,O,X,X,X,X,X,X,X
LOJZSTI,O,X,X,X,X,X,X,X,X,X,X
LOJZSIT,O,X,X,X,X,X,X,X,X,X,X
LOSTIJZ,O,X,X,X,O,X,X,X,X,X,X
LOSTIZJ,O,O,X,X,O,X,X,X,X,X,X
LOSTJIZ,O,X,X,X,O,X,X,X,X,X,X
LOSTJZI,O,X,X,X,O,O,X,X,X,X,X
LOSTZIJ,O,O,X,X,O,O,X,X,X,X,X
LOSTZJI,O,O,X,X,O,O,X,X,X,X,X
LOSITJZ,O,X,X,X,X,X,X,X,X,X,X
LOSITZJ,O,X,X,X,X,X,X,X,O,X,X
LOSIJTZ,O,X,X,X,X,X,X,X,X,X,X
LOSIJZT,O,X,X,X,X,X,O,X,O,X,X
LOSIZTJ,X,X,X,X,O,X,O,X,O,X,X
LOSIZJT,X,X,X,X,O,X,O,X,O,X,X
LOSJTIZ,O,X,X,X,X,X,X,X,X,X,O
LOSJTZI,O,X,X,X,X,X,X,X,X,X,O
LOSJITZ,O,X,X,X,X,X,X,X,X,X,X
LOSJIZT,O,X,X,X,X,X,X,X,X,X,X
LOSJZTI,O,X,X,X,X,X,X,X,X,X,X
LOSJZIT,O,X,X,X,O,X,X,X,X,X,X
LOSZTIJ,O,O,X,X,O,O,O,X,X,X,X
LOSZTJI,O,O,X,X,O,O,X,X,X,X,X
LOSZITJ,X,X,X,X,O,O,O,X,X,X,X
LOSZIJT,X,O,X,X,O,X,O,X,X,X,X
LOSZJTI,O,O,X,X,X,X,X,X,X,X,X
LOSZJIT,O,O,X,X,O,X,X,X,X,X,X
LOZTIJS,O,O,O,X,X,X,X,X,X,X,X
LOZTISJ,X,X,O,X,X,X,X,X,X,X,X
LOZTJIS,O,O,O,X,X,X,X,X,X,X,X
LOZTJSI,O,O,O,X,X,X,X,X,X,X,X
LOZTSIJ,X,X,O,X,X,X,X,X,X,X,X
LOZTSJI,X,X,O,X,X,X,X,X,X,X,X
LOZITJS,X,X,O,X,X,X,X,X,O,X,X
LOZITSJ,X,X,O,X,X,X,X,X,O,X,X
LOZIJTS,X,O,O,O,X,X,X,X,O,X,X
LOZIJST,X,O,O,O,X,X,X,X,O,X,X
LOZISTJ,X,X,X,X,X,X,X,X,O,X,X
LOZISJT,X,X,O,X,X,X,X,X,O,X,X
LOZJTIS,O,O,O,O,X,X,X,X,X,X,X
LOZJTSI,O,O,O,X,X,X,X,X,X,X,O
LOZJITS,O,O,O,O,X,X,X,X,X,X,X
LOZJIST,O,O,O,O,X,X,X,X,X,X,X
LOZJSTI,O,O,O,X,X,X,X,X,X,X,X
LOZJSIT,O,O,O,X,X,X,X,X,X,X,X
LOZSTIJ,O,O,O,X,O,X,X,X,X,X,X
LOZSTJI,O,O,O,X,X,X,X,X,X,X,X
LOZSITJ,X,X,X,X,O,X,X,X,X,X,X
LOZSIJT,X,O,O,X,O,X,X,X,X,X,X
LOZSJTI,O,O,O,X,X,X,X,X,X,X,X
LOZSJIT,O,O,O,X,O,X,X,X,X,X,X
JTILSZO,X,X,X,X,X,O,X,X,X,O,O
JTILSOZ,X,X,X,X,X,X,X,X,X,O,O
JTILZSO,X,X,X,X,X,X,X,O,X,O,X
JTILZOS,X,X,X,X,X,X,X,O,X,X,X
JTILOSZ,X,X,X,X,X,X,X,X,X,O,O
JTILOZS,X,X,X,X,X,X,X,O,X,X,X
JTISLZO,X,X,X,X,X,O,X,X,X,O,O
JTISLOZ,X,X,X,X,X,X,X,X,X,O,O
JTISZLO,X,X,X,X,X,O,X,X,X,O,X
JTISZOL,X,X,X,X,X,O,X,X,X,O,X
JTISOLZ,X,X,X,X,X,X,X,X,X,O,O
JTISOZL,X,X,X,X,X,X,X,X,X,O,X
JTIZLSO,X,X,O,O,X,X,X,O,X,O,X
JTIZLOS,X,X,O,O,X,X,X,O,X,X,X
JTIZSLO,X,X,X,O,X,X,X,O,X,O,X
JTIZSOL,X,X,X,O,X,X,X,O,X,O,X
JTIZOLS,X,X,O,O,X,X,X,O,X,X,X
JTIZOSL,X,X,X,O,X,X,X,O,X,X,X
JTIOLSZ,X,X,X,X,X,X,X,X,X,O,O
JTIOLZS,X,X,X,X,X,X,X,O,X,X,X
JTIOSLZ,X,X,X,X,X,X,X,X,X,O,O
JTIOSZL,X,X,X,X,X,X,X,X,X,O,X
JTIOZLS,X,X,O,O,X,X,X,O,X,X,X
JTIOZSL,X,X,X,O,X,X,X,O,X,X,X
JTLISZO,O,X,X,X,X,O,X,X,X,O,O
JTLISOZ,O,X,X,X,X,X,X,X,X,O,O
JTLIZSO,O,X,X,X,X,X,X,O,X,O,X
JTLIZOS,O,X,X,X,X,X,X,O,X,X,X
JTLIOSZ,O,X,X,X,X,X,X,X,X,O,O
JTLIOZS,O,X,X,X,X,X,X,O,X,X,X
JTLSIZO,O,X,X,X,X,O,X,X,X,X,O
JTLSIOZ,O,X,X,X,X,X,X,X,X,X,O
JTLSZIO,O,X,X,X,X,O,X,X,X,X,O
JTLSZOI,O,X,X,X,X,O,X,X,X,X,O
JTLSOIZ,O,X,X,X,X,X,X,X,X,X,O
JTLSOZI,O,X,X,X,X,O,X,X,X,X,O
JTLZISO,O,X,X,X,X,X,X,X,X,X,X
JTLZIOS,O,X,X,X,X,X,X,X,X,X,X
JTLZSIO,O,X,X,X,X,O,X,X,X,X,O
JTLZSOI,O,X,X,X,X,O,X,X,X,X,O
JTLZOIS,O,X,X,X,X,X,X,X,X,X,X
JTLZOSI,O,X,X,X,X,X,X,X,X,X,O
JTLOISZ,O,X,X,X,X,X,X,X,X,X,O
JTLOIZS,O,X,X,X,X,X,X,O,X,X,X
JTLOSIZ,O,X,X,X,X,X,X,X,X,X,O
JTLOSZI,O,X,X,X,X,O,X,X,X,X,O
JTLOZIS,O,X,X,X,X,X,X,X,X,X,X
JTLOZSI,O,X,X,X,X,X,X,X,X,X,O
