sequence,v115@9gC8GeB8HeB8HeB8EeC8JeFBJvhFxiBOqBcsBToBCr?B3rB,v115@9gC8GeB8HeB8HeB8EeC8JeFBJvhFxiB0lBCnBToB2v?BXsB,v115@9gC8GeB8HeB8HeB8EeC8JeUCJvhFGjBxlBVtB3lByv?BzrB,v115@9gC8GeB8HeB8HeB8EeC8Je3AJvhFFiBTjB0mBWtBiq?BRwB,v115@9gC8GeB8HeB8HeB8EeC8JeRBJvhFfoB6oBmlBUnBTq?B1wB,v115@9gC8GeB8HeB8HeB8EeC8JeWHJvhFxiBilBToBUmB1v?BXsB,v115@9gC8GeB8HeB8HeB8EeC8Je3AJvhFzhBGjByqBUoBFs?BxvB,v115@9gC8GeB8HeB8HeB8EeC8JexCJvhFKqBfrBlmBcsBTo?BGrB,v115@9gC8GeB8HeB8HeB8EeC8JecFJvhFemBzhBfoB6oBFs?BxvB,v115@9gC8GeB8HeB8HeB8EeC8JecFJvhFymBziB+oBXmBFs?BxvB,v115@9gC8GeB8HeB8HeB8EeC8JecFJvhFmhBCjBXmBToBFs?BxvB
LJZIOST,O,X,X,O,X,X,X,X,X,X,X
LJZSTIO,O,O,X,O,X,X,X,X,X,X,X
LJZSTOI,O,O,X,O,X,X,X,O,X,X,X
LJZSITO,O,O,X,O,X,X,X,X,X,X,X
LJZSIOT,X,O,X,O,X,X,X,X,X,X,X
LJZSOTI,O,O,X,O,X,X,X,O,X,X,X
LJZSOIT,O,O,X,O,X,X,X,O,X,X,X
LJZOTIS,O,O,X,O,X,X,X,X,X,X,X
LJZOTSI,O,O,X,O,X,X,X,X,X,X,X
LJZOITS,O,O,X,O,X,X,X,X,X,X,X
LJZOIST,O,O,X,O,X,X,X,O,X,X,X
LJZOSTI,O,O,X,O,X,X,X,O,X,X,X
LJZOSIT,O,O,X,O,X,X,X,O,X,X,X
LJOTISZ,O,X,O,O,X,X,X,X,X,X,X
LJOTIZS,O,X,O,O,X,X,X,X,X,X,X
LJOTSIZ,O,X,O,O,X,X,X,X,X,X,X
LJOTSZI,O,X,O,O,X,X,X,X,X,X,X
LJOTZIS,O,X,O,O,X,X,X,X,X,X,X
LJOTZSI,O,X,O,O,X,X,X,X,X,X,X
LJOITSZ,O,X,O,O,X,X,X,X,X,O,X
LJOITZS,O,X,O,O,X,X,X,X,X,O,X
LJOISTZ,O,O,X,O,X,X,X,X,X,X,X
LJOISZT,X,O,X,O,X,X,X,O,X,X,X
LJOIZTS,O,O,O,O,X,X,X,X,X,O,X
LJOIZST,O,O,X,O,X,X,X,O,X,X,X
LJOSTIZ,O,O,X,O,X,X,X,X,X,X,X
LJOSTZI,O,O,X,O,X,X,X,X,X,X,X
LJOSITZ,O,O,X,O,X,X,X,X,X,X,X
LJOSIZT,X,O,X,O,X,X,X,O,X,X,X
LJOSZTI,O,O,X,O,X,X,X,O,X,X,X
LJOSZIT,O,O,X,O,X,X,X,O,X,X,X
LJOZTIS,O,O,O,O,X,X,X,X,X,X,X
LJOZTSI,O,O,O,O,X,X,X,X,X,X,X
LJOZITS,O,O,O,O,X,X,X,X,X,X,X
LJOZIST,O,O,X,O,X,X,X,O,X,X,X
LJOZSTI,O,O,X,O,X,X,X,O,X,X,X
LJOZSIT,O,O,X,O,X,X,X,O,X,X,X
LSTIJZO,X,O,O,X,O,X,X,X,O,X,X
LSTIJOZ,X,O,X,X,O,O,X,X,X,X,X
LSTIZJO,X,O,O,X,X,X,X,X,O,X,X
LSTIZOJ,X,O,X,X,X,X,X,X,O,X,X
LSTIOJZ,X,O,X,X,X,O,X,X,X,X,X
LSTIOZJ,X,O,X,X,X,O,X,X,O,X,X
LSTJIZO,X,O,O,O,O,X,X,X,X,X,X
LSTJIOZ,X,O,X,O,O,O,X,X,X,X,X
LSTJZIO,X,O,O,O,O,X,X,X,X,X,X
LSTJZOI,X,O,X,O,X,O,X,X,X,X,X
LSTJOIZ,X,O,O,O,O,O,X,X,X,X,X
LSTJOZI,X,O,O,O,X,O,X,X,X,X,X
LSTZIJO,O,O,O,O,O,X,X,X,X,X,X
LSTZIOJ,O,O,X,X,O,X,X,O,X,X,X
LSTZJIO,X,X,O,O,O,X,X,X,X,X,X
LSTZJOI,X,X,X,O,O,O,X,O,X,X,X
LSTZOIJ,O,O,X,X,O,O,X,O,X,X,X
LSTZOJI,X,X,X,O,O,O,X,O,X,X,X
LSTOIJZ,O,O,O,X,X,O,X,X,X,X,X
LSTOIZJ,O,O,O,X,X,O,X,O,X,X,X
LSTOJIZ,X,O,O,X,O,O,X,X,X,X,X
LSTOJZI,X,O,O,X,X,O,X,X,X,X,X
LSTOZIJ,O,O,O,X,X,O,X,O,X,X,X
LSTOZJI,X,X,O,X,X,O,X,O,X,X,X
LSITJZO,X,O,O,X,O,X,X,X,O,X,X
LSITJOZ,X,O,X,X,O,X,X,X,X,X,X
LSITZJO,X,O,O,X,X,X,X,X,O,X,X
LSITZOJ,X,O,X,X,X,X,X,X,O,X,X
LSITOJZ,X,O,X,X,X,X,X,X,X,X,X
LSITOZJ,X,O,X,X,X,X,X,X,O,X,X
LSIJTZO,X,O,X,O,X,X,X,X,O,X,X
LSIJTOZ,X,O,X,O,X,X,X,X,X,X,X
LSIJZTO,X,O,X,O,X,X,X,X,O,X,X
LSIJZOT,X,O,X,O,X,X,X,X,O,X,X
LSIJOTZ,X,O,X,O,X,X,X,X,X,X,X
LSIJOZT,X,O,X,O,X,X,X,X,X,X,X
LSIZTJO,X,O,O,O,O,X,X,X,O,X,X
LSIZTOJ,X,O,X,X,O,X,X,O,O,X,X
LSIZJTO,X,O,X,O,O,X,X,X,O,X,X
LSIZJOT,X,O,X,O,X,X,X,X,O,X,X
LSIZOTJ,X,X,X,X,O,X,X,O,O,X,X
LSIZOJT,X,X,X,X,X,X,X,O,O,X,X
LSIOTJZ,X,O,X,X,X,X,X,X,X,X,X
LSIOTZJ,X,O,X,X,X,X,X,O,O,X,X
LSIOJTZ,X,O,X,X,X,X,X,X,X,X,X
LSIOJZT,X,O,X,X,X,X,X,O,X,X,X
LSIOZTJ,X,O,X,X,X,X,X,O,O,X,X
LSIOZJT,X,O,X,X,X,X,X,O,O,X,X
LSJTIZO,X,O,X,O,O,X,X,X,X,X,X
LSJTIOZ,X,O,X,O,O,O,X,X,X,X,X
LSJTZIO,X,O,X,O,O,X,X,X,X,X,X
LSJTZOI,X,O,X,O,X,O,X,X,X,X,X
LSJTOIZ,X,O,X,O,O,O,X,X,X,X,X
LSJTOZI,X,O,X,O,X,O,X,X,X,X,X
LSJITZO,X,O,X,O,X,X,X,X,O,X,X
LSJITOZ,X,O,X,O,X,X,X,X,X,X,X
LSJIZTO,X,O,X,O,X,X,X,X,O,X,X
LSJIZOT,X,O,X,O,X,X,X,X,O,X,X
LSJIOTZ,X,O,X,O,X,X,X,X,X,X,X
LSJIOZT,X,O,X,O,X,X,X,X,X,X,X
LSJZTIO,X,O,X,O,O,X,X,X,X,X,X
LSJZTOI,X,O,X,O,O,X,X,O,X,X,X
LSJZITO,X,O,X,O,O,X,X,X,X,X,X
LSJZIOT,X,O,X,O,X,X,X,X,X,X,X
LSJZOTI,X,O,X,O,X,X,X,O,X,X,X
LSJZOIT,X,O,X,O,X,X,X,O,X,X,X
LSJOTIZ,X,O,X,O,X,O,X,X,X,X,X
LSJOTZI,X,O,X,O,X,O,X,X,X,X,X
LSJOITZ,X,O,X,O,X,O,X,X,X,X,X
LSJOIZT,X,O,X,O,X,X,X,O,X,X,X
LSJOZTI,X,O,X,O,X,X,X,O,X,X,X
LSJOZIT,X,O,X,O,X,X,X,O,X,X,X
LSZTIJO,O,O,X,O,O,X,X,X,X,X,X
LSZTIOJ,O,O,X,X,O,X,X,O,X,X,X
LSZTJIO,X,X,X,O,O,X,X,X,X,X,X
LSZTJOI,X,X,X,O,O,X,X,O,X,X,X
LSZTOIJ,O,O,X,X,O,X,X,O,X,X,X
LSZTOJI,X,X,X,O,O,X,X,O,X,X,X
LSZITJO,O,O,X,O,O,X,X,X,O,X,X
LSZITOJ,O,O,X,X,O,X,X,O,O,X,X
LSZIJTO,X,O,X,O,O,X,X,X,O,X,X
LSZIJOT,X,O,X,O,X,X,X,X,O,X,X
LSZIOTJ,X,X,X,X,O,X,X,O,O,X,X
LSZIOJT,X,X,X,X,X,X,X,O,O,X,X
LSZJTIO,X,O,X,O,O,X,X,X,X,X,X
LSZJTOI,X,O,X,O,O,X,X,O,X,X,X
LSZJITO,X,O,X,O,O,X,X,X,X,X,X
LSZJIOT,X,O,X,O,X,X,X,X,X,X,X
LSZJOTI,X,O,X,O,X,X,X,O,X,X,X
LSZJOIT,X,O,X,O,X,X,X,O,X,X,X
LSZOTIJ,O,O,X,X,O,X,X,O,X,X,X
LSZOTJI,X,X,X,O,O,X,X,O,X,X,X
LSZOITJ,O,O,X,X,O,X,X,O,X,X,X
LSZOIJT,X,O,X,X,X,X,X,O,X,X,X
LSZOJTI,X,O,X,O,X,X,X,O,X,X,X
LSZOJIT,X,O,X,O,X,X,X,O,X,X,X
LSOTIJZ,O,O,O,X,X,O,X,X,X,X,X
LSOTIZJ,O,O,O,X,X,O,X,O,X,X,X
LSOTJIZ,X,O,O,X,O,O,X,X,X,X,X
LSOTJZI,X,O,O,X,X,O,X,X,X,X,X
LSOTZIJ,O,O,O,X,X,O,X,O,X,X,X
LSOTZJI,X,X,O,X,X,O,X,O,X,X,X
LSOITJZ,O,O,O,X,X,O,X,X,X,X,X
LSOITZJ,O,O,O,X,X,O,X,O,O,X,X
LSOIJTZ,X,O,X,X,X,O,X,X,X,X,X
LSOIJZT,X,O,X,X,X,X,X,O,X,X,X
LSOIZTJ,X,O,O,X,X,X,X,O,O,X,X
LSOIZJT,X,O,X,X,X,X,X,O,O,X,X
LSOJTIZ,X,O,X,O,X,O,X,X,X,X,X
LSOJTZI,X,O,X,O,X,O,X,X,X,X,X
LSOJITZ,X,O,X,O,X,O,X,X,X,X,X
LSOJIZT,X,O,X,O,X,X,X,O,X,X,X
LSOJZTI,X,O,X,O,X,X,X,O,X,X,X
LSOJZIT,X,O,X,O,X,X,X,O,X,X,X
LSOZTIJ,O,O,O,X,O,X,X,O,X,X,X
LSOZTJI,X,X,O,O,O,X,X,O,X,X,X
LSOZITJ,O,O,O,X,O,X,X,O,X,X,X
LSOZIJT,X,O,X,X,X,X,X,O,X,X,X
LSOZJTI,X,O,X,O,X,X,X,O,X,X,X
LSOZJIT,X,O,X,O,X,X,X,O,X,X,X
LZTIJSO,O,X,O,O,X,X,X,X,X,X,X
LZTIJOS,O,X,O,O,X,X,X,X,X,X,X
LZTISJO,O,X,O,O,O,X,X,X,X,X,X
LZTISOJ,O,X,X,X,O,X,X,X,X,X,X
LZTIOJS,O,X,O,X,X,X,X,X,X,X,X
LZTIOSJ,O,X,X,X,X,X,X,X,X,X,X
LZTJISO,O,X,O,O,O,X,X,X,X,X,X
LZTJIOS,O,X,O,O,X,X,X,X,X,X,X
LZTJSIO,X,X,O,O,O,X,X,X,X,X,X
LZTJSOI,X,X,X,O,O,X,X,X,X,X,X
LZTJOIS,O,X,O,O,X,X,X,X,X,X,X
LZTJOSI,X,X,O,O,X,X,X,X,X,X,X
LZTSIJO,O,X,O,O,O,X,X,X,X,X,X
LZTSIOJ,O,X,X,X,O,X,X,O,X,X,X
LZTSJIO,X,X,O,O,O,X,X,X,X,X,X
LZTSJOI,X,X,X,O,O,X,X,O,X,X,X
LZTSOIJ,O,X,X,X,O,X,X,O,X,X,X
LZTSOJI,X,X,X,O,O,X,X,O,X,X,X
LZTOIJS,O,X,O,X,X,X,X,X,X,X,X
LZTOISJ,O,X,O,X,O,X,X,O,X,X,X
LZTOJIS,O,X,O,O,O,X,X,X,X,X,X
LZTOJSI,X,X,O,O,O,X,X,X,X,X,X
LZTOSIJ,O,X,O,X,O,X,X,O,X,X,X
LZTOSJI,X,X,O,O,O,X,X,O,X,X,X
LZITJSO,O,X,O,O,X,X,O,X,O,X,X
LZITJOS,O,X,O,O,X,X,O,X,X,X,X
LZITSJO,O,X,O,O,X,X,O,X,O,X,X
LZITSOJ,O,X,X,X,X,X,O,X,O,X,X
LZITOJS,O,X,O,X,X,X,O,X,X,X,X
LZITOSJ,O,X,X,X,X,X,O,X,X,X,X
LZIJTSO,O,X,O,O,X,X,O,X,O,X,X
LZIJTOS,O,X,O,O,X,X,O,X,X,X,X
LZIJSTO,O,X,X,O,X,X,O,X,O,X,X
LZIJSOT,X,X,X,O,X,X,O,X,O,X,X
LZIJOTS,O,X,X,O,X,X,O,X,X,X,X
LZIJOST,X,X,X,O,X,X,O,X,O,X,X
LZISTJO,O,X,O,O,O,X,O,X,O,X,X
LZISTOJ,O,X,X,X,O,X,O,O,O,X,X
LZISJTO,X,X,X,O,O,X,O,X,O,X,X
LZISJOT,X,X,X,O,X,X,O,X,O,X,X
LZISOTJ,X,X,X,X,O,X,O,O,O,X,X
LZISOJT,X,X,X,X,X,X,O,O,O,X,X
LZIOTJS,O,X,O,X,X,X,O,X,X,X,X
LZIOTSJ,O,X,X,X,X,X,O,O,X,X,X
LZIOJTS,O,X,X,X,X,X,O,X,X,X,X
LZIOJST,X,X,X,X,X,X,O,O,O,X,X
LZIOSTJ,O,X,X,X,X,X,O,O,O,X,X
LZIOSJT,X,X,X,X,X,X,O,O,O,X,X
LZJTISO,O,X,X,O,X,X,X,X,X,X,X
LZJTIOS,O,X,X,O,X,X,X,X,X,X,X
LZJTSIO,O,X,X,O,X,X,X,X,X,X,X
LZJTSOI,O,X,X,O,X,X,X,X,X,X,X
LZJTOIS,O,X,X,O,X,X,X,X,X,X,X
LZJTOSI,O,X,X,O,X,X,X,X,X,X,X
LZJITSO,O,X,X,O,X,X,O,X,X,X,X
LZJITOS,O,X,X,O,X,X,O,X,X,X,X
LZJISTO,O,X,X,O,X,X,O,X,X,X,X
LZJISOT,X,X,X,O,X,X,O,X,X,X,X
LZJIOTS,O,X,X,O,X,X,O,X,X,X,X
LZJIOST,O,X,X,O,X,X,O,X,X,X,X
LZJSTIO,O,X,X,O,X,X,X,X,X,X,X
LZJSTOI,O,X,X,O,X,X,X,O,X,X,X
LZJSITO,O,X,X,O,X,X,X,X,X,X,X
LZJSIOT,X,X,X,O,X,X,X,X,X,X,X
LZJSOTI,O,X,X,O,X,X,X,O,X,X,X
LZJSOIT,O,X,X,O,X,X,X,O,X,X,X
LZJOTIS,O,X,X,O,X,X,X,X,X,X,X
LZJOTSI,O,X,X,O,X,X,X,X,X,X,X
LZJOITS,O,X,X,O,X,X,X,X,X,X,X
LZJOIST,O,X,X,O,X,X,X,O,X,X,X
LZJOSTI,O,X,X,O,X,X,X,O,X,X,X
LZJOSIT,O,X,X,O,X,X,X,O,X,X,X
LZSTIJO,O,X,X,O,O,X,X,X,X,X,X
LZSTIOJ,O,X,X,X,O,X,X,O,X,X,X
LZSTJIO,X,X,X,O,O,X,X,X,X,X,X
LZSTJOI,X,X,X,O,O,X,X,O,X,X,X
LZSTOIJ,O,X,X,X,O,X,X,O,X,X,X
LZSTOJI,X,X,X,O,O,X,X,O,X,X,X
LZSITJO,O,X,X,O,O,X,X,X,O,X,X
LZSITOJ,O,X,X,X,O,X,X,O,O,X,X
LZSIJTO,X,X,X,O,O,X,X,X,O,X,X
LZSIJOT,X,X,X,O,X,X,X,X,O,X,X
LZSIOTJ,X,X,X,X,O,X,X,O,O,X,X
LZSIOJT,X,X,X,X,X,X,X,O,O,X,X
LZSJTIO,X,X,X,O,O,X,X,X,X,X,X
LZSJTOI,X,X,X,O,O,X,X,O,X,X,X
LZSJITO,X,X,X,O,O,X,X,X,X,X,X
LZSJIOT,X,X,X,O,X,X,X,X,X,X,X
LZSJOTI,X,X,X,O,X,X,X,O,X,X,X
LZSJOIT,X,X,X,O,X,X,X,O,X,X,X
LZSOTIJ,O,X,X,X,O,X,X,O,X,X,X
LZSOTJI,X,X,X,O,O,X,X,O,X,X,X
LZSOITJ,O,X,X,X,O,X,X,O,X,X,X
LZSOIJT,X,X,X,X,X,X,X,O,X,X,X
LZSOJTI,X,X,X,O,X,X,X,O,X,X,X
LZSOJIT,X,X,X,O,X,X,X,O,X,X,X
LZOTIJS,O,X,O,X,X,X,X,X,X,X,X
LZOTISJ,O,X,O,X,X,X,X,O,X,X,X
LZOTJIS,O,X,O,O,X,X,X,X,X,X,X
LZOTJSI,X,X,O,O,X,X,X,X,X,X,X
LZOTSIJ,O,X,O,X,X,X,X,O,X,X,X
LZOTSJI,X,X,O,O,X,X,X,O,X,X,X
LZOITJS,O,X,O,X,X,X,X,X,X,X,X
LZOITSJ,O,X,O,X,X,X,X,O,X,X,X
LZOIJTS,O,X,O,X,X,X,X,X,X,X,X
LZOIJST,O,X,X,X,X,X,X,O,X,X,X
LZOISTJ,O,X,O,X,X,X,X,O,X,X,X
LZOISJT,X,X,X,X,X,X,X,O,X,X,X
LZOJTIS,O,X,O,O,X,X,X,X,X,X,X
LZOJTSI,O,X,O,O,X,X,X,X,X,X,X
LZOJITS,O,X,O,O,X,X,X,X,X,X,X
LZOJIST,O,X,X,O,X,X,X,O,X,X,X
LZOJSTI,O,X,X,O,X,X,X,O,X,X,X
LZOJSIT,O,X,X,O,X,X,X,O,X,X,X
LZOSTIJ,O,X,O,X,X,X,X,O,X,X,X
LZOSTJI,X,X,O,O,X,X,X,O,X,X,X
LZOSITJ,O,X,O,X,X,X,X,O,X,X,X
LZOSIJT,X,X,X,X,X,X,X,O,X,X,X
LZOSJTI,X,X,X,O,X,X,X,O,X,X,X
LZOSJIT,X,X,X,O,X,X,X,O,X,X,X
LOTIJSZ,O,X,O,X,X,O,X,X,X,X,X
LOTIJZS,O,X,O,X,X,X,X,X,X,X,O
LOTISJZ,O,X,O,X,X,O,X,X,X,X,X
LOTISZJ,O,X,O,X,X,O,X,O,X,X,O
LOTIZJS,O,X,O,X,X,X,X,X,X,X,O
LOTIZSJ,O,X,O,X,X,O,X,O,X,X,O
LOTJISZ,O,X,O,X,X,O,X,X,X,X,X
LOTJIZS,O,X,O,X,X,X,X,X,X,X,X
LOTJSIZ,X,X,O,X,O,O,X,X,X,X,X
LOTJSZI,X,X,O,X,X,O,X,X,X,X,X
LOTJZIS,O,X,O,X,X,X,X,X,X,X,X
LOTJZSI,X,X,O,X,X,X,X,X,X,X,X
LOTSIJZ,O,X,O,X,X,O,X,X,X,X,X
LOTSIZJ,O,X,O,X,X,O,X,O,X,X,X
LOTSJIZ,X,X,O,X,O,O,X,X,X,X,X
LOTSJZI,X,X,O,X,X,O,X,X,X,X,X
LOTSZIJ,O,X,O,X,X,O,X,O,X,X,X
LOTSZJI,X,X,O,X,X,O,X,O,X,X,X
LOTZIJS,O,X,O,X,X,X,X,X,X,X,X
LOTZISJ,O,X,O,X,O,O,X,O,X,X,X
LOTZJIS,O,X,O,X,O,X,X,X,X,X,X
LOTZJSI,X,X,O,X,O,X,X,X,X,X,X
LOTZSIJ,O,X,O,X,O,O,X,O,X,X,X
LOTZSJI,X,X,O,X,O,O,X,O,X,X,X
LOITJSZ,O,X,O,X,X,O,X,X,X,X,X
LOITJZS,O,X,O,X,X,X,X,X,X,X,O
LOITSJZ,O,X,O,X,X,O,X,X,X,X,X
LOITSZJ,O,X,O,X,X,O,X,O,X,X,O
LOITZJS,O,X,O,X,X,X,X,X,X,X,O
LOITZSJ,O,X,O,X,X,O,X,O,X,X,O
LOIJTSZ,O,X,O,X,X,X,X,X,X,X,X
LOIJTZS,O,X,O,X,X,X,X,X,X,X,O
LOIJSTZ,O,O,X,X,X,X,X,X,X,X,X
LOIJSZT,X,O,X,X,X,X,X,O,X,X,X
LOIJZTS,O,O,O,X,X,X,X,X,X,X,O
LOIJZST,O,O,X,X,X,X,X,O,X,X,O
LOISTJZ,O,O,O,X,X,O,X,X,X,X,X
LOISTZJ,O,O,O,X,X,O,X,O,O,X,O
LOISJTZ,X,O,X,X,X,O,X,X,X,X,X
LOISJZT,X,O,X,X,X,X,X,O,X,X,X
LOISZTJ,X,O,O,X,X,X,X,O,O,X,O
LOISZJT,X,O,X,X,X,X,X,O,O,X,O
LOIZTJS,O,X,O,X,X,X,X,X,X,X,O
LOIZTSJ,O,X,O,X,X,X,X,O,X,X,O
LOIZJTS,O,X,O,X,X,X,X,X,X,X,O
LOIZJST,O,X,X,X,X,X,X,O,O,X,O
LOIZSTJ,O,X,O,X,X,X,X,O,O,X,O
LOIZSJT,X,X,X,X,X,X,X,O,O,X,O
LOJTISZ,O,X,O,O,X,X,X,X,X,X,X
LOJTIZS,O,X,O,O,X,X,X,X,X,X,X
LOJTSIZ,O,X,O,O,X,X,X,X,X,X,X
LOJTSZI,O,X,O,O,X,X,X,X,X,X,X
LOJTZIS,O,X,O,O,X,X,X,X,X,X,X
LOJTZSI,O,X,O,O,X,X,X,X,X,X,X
LOJITSZ,O,X,O,O,X,X,X,X,X,X,X
LOJITZS,O,X,O,O,X,X,X,X,X,X,O
LOJISTZ,O,O,X,O,X,X,X,X,X,X,X
LOJISZT,X,O,X,O,X,X,X,O,X,X,X
LOJIZTS,O,O,O,O,X,X,X,X,X,X,O
LOJIZST,O,O,X,O,X,X,X,O,X,X,O
LOJSTIZ,O,O,X,O,X,X,X,X,X,X,X
LOJSTZI,O,O,X,O,X,X,X,X,X,X,X
LOJSITZ,O,O,X,O,X,X,X,X,X,X,X
LOJSIZT,X,O,X,O,X,X,X,O,X,X,X
LOJSZTI,O,O,X,O,X,X,X,O,X,X,X
LOJSZIT,O,O,X,O,X,X,X,O,X,X,X
LOJZTIS,O,O,O,O,X,X,X,X,X,X,X
LOJZTSI,O,O,O,O,X,X,X,X,X,X,X
LOJZITS,O,O,O,O,X,X,X,X,X,X,X
LOJZIST,O,O,X,O,X,X,X,O,X,X,X
LOJZSTI,O,O,X,O,X,X,X,O,X,X,X
LOJZSIT,O,O,X,O,X,X,X,O,X,X,X
LOSTIJZ,O,O,O,X,X,O,X,X,X,X,X
LOSTIZJ,O,O,O,X,X,O,X,O,X,X,X
LOSTJIZ,X,O,O,X,O,O,X,X,X,X,X
LOSTJZI,X,O,O,X,X,O,X,X,X,X,X
LOSTZIJ,O,O,O,X,X,O,X,O,X,X,X
LOSTZJI,X,X,O,X,X,O,X,O,X,X,X
LOSITJZ,O,O,O,X,X,O,X,X,X,X,X
LOSITZJ,O,O,O,X,X,O,X,O,O,X,O
LOSIJTZ,X,O,X,X,X,O,X,X,X,X,X
LOSIJZT,X,O,X,X,X,X,X,O,X,X,X
LOSIZTJ,X,O,O,X,X,X,X,O,O,X,O
LOSIZJT,X,O,X,X,X,X,X,O,O,X,O
LOSJTIZ,X,O,X,O,X,O,X,X,X,X,X
LOSJTZI,X,O,X,O,X,O,X,X,X,X,X
LOSJITZ,X,O,X,O,X,O,X,X,X,X,X
LOSJIZT,X,O,X,O,X,X,X,O,X,X,X
LOSJZTI,X,O,X,O,X,X,X,O,X,X,X
LOSJZIT,X,O,X,O,X,X,X,O,X,X,X
LOSZTIJ,O,O,O,X,O,X,X,O,X,X,X
LOSZTJI,X,X,O,O,O,X,X,O,X,X,X
LOSZITJ,O,O,O,X,O,X,X,O,X,X,X
LOSZIJT,X,O,X,X,X,X,X,O,X,X,X
LOSZJTI,X,O,X,O,X,X,X,O,X,X,X
LOSZJIT,X,O,X,O,X,X,X,O,X,X,X
LOZTIJS,O,X,O,X,X,X,X,X,X,X,X
LOZTISJ,O,X,O,X,X,X,X,O,X,X,X
LOZTJIS,O,X,O,O,X,X,X,X,X,X,X
LOZTJSI,X,X,O,O,X,X,X,X,X,X,X
LOZTSIJ,O,X,O,X,X,X,X,O,X,X,X
LOZTSJI,X,X,O,O,X,X,X,O,X,X,X
LOZITJS,O,X,O,X,X,X,X,X,X,X,O
LOZITSJ,O,X,O,X,X,X,X,O,X,X,O
LOZIJTS,O,X,O,X,X,X,X,X,X,X,O
LOZIJST,O,X,X,X,X,X,X,O,X,X,O
LOZISTJ,O,X,O,X,X,X,X,O,X,X,O
LOZISJT,X,X,X,X,X,X,X,O,X,X,O
LOZJTIS,O,X,O,O,X,X,X,X,X,X,X
LOZJTSI,O,X,O,O,X,X,X,X,X,X,X
LOZJITS,O,X,O,O,X,X,X,X,X,X,X
LOZJIST,O,X,X,O,X,X,X,O,X,X,X
LOZJSTI,O,X,X,O,X,X,X,O,X,X,X
LOZJSIT,O,X,X,O,X,X,X,O,X,X,X
LOZSTIJ,O,X,O,X,X,X,X,O,X,X,X
LOZSTJI,X,X,O,O,X,X,X,O,X,X,X
LOZSITJ,O,X,O,X,X,X,X,O,X,X,X
LOZSIJT,X,X,X,X,X,X,X,O,X,X,X
LOZSJTI,X,X,X,O,X,X,X,O,X,X,X
LOZSJIT,X,X,X,O,X,X,X,O,X,X,X
JTILSZO,X,X,O,O,O,X,X,X,X,O,X
JTILSOZ,X,X,X,O,O,X,X,X,X,O,X
JTILZSO,O,X,O,O,O,X,X,X,X,O,X
JTILZOS,O,X,O,O,X,X,X,X,X,O,X
JTILOSZ,O,X,O,O,X,X,X,X,X,O,X
JTILOZS,O,X,O,O,X,X,X,X,X,O,X
JTISLZO,X,X,X,O,O,X,X,X,X,O,X
JTISLOZ,X,X,X,O,O,X,X,X,X,O,X
JTISZLO,X,X,X,O,O,X,X,X,X,O,X
JTISZOL,X,X,X,O,O,X,X,X,X,O,X
JTISOLZ,X,X,X,O,O,X,X,X,X,O,X
JTISOZL,X,X,X,O,X,X,X,X,X,O,X
JTIZLSO,O,X,O,O,O,X,X,X,X,O,X
JTIZLOS,O,X,O,O,X,X,X,X,X,O,X
JTIZSLO,O,X,X,O,O,X,X,X,X,O,X
JTIZSOL,O,X,X,O,O,X,X,X,X,O,X
JTIZOLS,O,X,O,O,X,X,X,X,X,O,X
JTIZOSL,O,X,O,O,O,X,X,X,X,O,X
JTIOLSZ,O,X,O,O,X,X,X,X,X,O,X
JTIOLZS,O,X,O,O,X,X,X,X,X,O,X
JTIOSLZ,O,X,X,O,O,X,X,X,X,O,X
JTIOSZL,O,X,O,O,X,X,X,X,X,O,X
JTIOZLS,O,X,O,O,X,X,X,X,X,O,X
JTIOZSL,O,X,O,O,O,X,X,X,X,O,X
JTLISZO,X,X,O,O,O,X,X,X,X,X,X
JTLISOZ,X,X,X,O,O,X,X,X,X,X,X
JTLIZSO,O,X,O,O,O,X,X,X,X,X,X
JTLIZOS,O,X,O,O,X,X,X,X,X,X,X
JTLIOSZ,O,X,O,O,X,X,X,X,X,X,X
JTLIOZS,O,X,O,O,X,X,X,X,X,X,X
JTLSIZO,X,X,O,O,O,X,X,X,X,X,X
JTLSIOZ,X,X,X,O,O,O,X,X,X,X,X
JTLSZIO,O,X,O,O,O,X,X,X,X,X,X
JTLSZOI,O,X,X,O,X,O,X,X,X,X,X
JTLSOIZ,O,X,O,O,O,O,X,X,X,X,X
JTLSOZI,O,X,O,O,X,O,X,X,X,X,X
JTLZISO,O,X,O,O,O,X,X,X,X,X,X
JTLZIOS,O,X,O,O,X,X,X,X,X,X,X
JTLZSIO,O,X,O,O,O,X,X,X,X,X,X
JTLZSOI,O,X,X,O,O,X,X,X,X,X,X
JTLZOIS,O,X,O,O,X,X,X,X,X,X,X
JTLZOSI,O,X,O,O,X,X,X,X,X,X,X
JTLOISZ,O,X,O,O,X,O,X,X,X,X,X
JTLOIZS,O,X,O,O,X,X,X,X,X,X,X
JTLOSIZ,O,X,O,O,O,O,X,X,X,X,X
JTLOSZI,O,X,O,O,X,O,X,X,X,X,X
JTLOZIS,O,X,O,O,X,X,X,X,X,X,X
JTLOZSI,O,X,O,O,X,X,X,X,X,X,X
JTSILZO,X,X,X,O,O,X,X,X,X,X,X
JTSILOZ,X,X,X,O,O,O,X,X,X,X,X
