sequence,v115@EhC8HeB8HeE8EeB8Jex/IvhFlhBTkB/qB6sBmrBUrB,v115@EhC8HeB8HeE8EeB8Jex/IvhFlhBTkBmlBXnB0qBSxB,v115@EhC8HeB8HeE8EeB8Jei/IvhF3gB1pBxmBUnBzqBWxB,v115@EhC8HeB8HeE8EeB8JeT/IvhFlgBUiBypBXmBGsBRwB,v115@EhC8HeB8HeE8EeB8JeOEJvhF8kBRhB3lBCnBVwBTsB,v115@EhC8HeB8HeE8EeB8Jex/IvhFylBTkBGnB3mB0qBVxB,v115@EhC8HeB8HeE8EeB8Jei/IvhFzgBUiB3kBWsBlqBxwB,v115@EhC8HeB8HeE8EeB8Jex/IvhFTkB/qBFmB8rB+sBirB,v115@EhC8HeB8HeE8EeB8JeOEJvhF8kBzgBqmB/nBlqBxwB,v115@EhC8HeB8HeE8EeB8JeKEJvhFzfBWmB/nB0mBlqBxwB,v115@EhC8HeB8HeE8EeB8Jem/IvhFChB/nBTkB0mBlqBxwB
LJZOITS,O,O,X,O,X,X,X,X,X,X,X
LJZOIST,X,O,X,O,X,X,X,O,X,X,X
LJZOSTI,O,O,X,O,X,X,X,O,X,X,X
LJZOSIT,O,O,X,O,X,X,X,O,X,X,X
LJOTISZ,O,X,O,O,X,X,X,X,X,X,X
LJOTIZS,O,X,O,O,X,X,X,X,X,X,X
LJOTSIZ,O,X,O,O,X,X,X,X,X,X,X
LJOTSZI,O,X,O,O,X,X,X,X,X,X,X
LJOTZIS,O,X,O,O,X,X,X,X,X,X,X
LJOTZSI,O,X,O,O,X,X,X,X,X,X,X
LJOITSZ,O,X,O,O,X,X,X,X,X,O,X
LJOITZS,O,X,O,O,X,X,X,X,X,O,X
LJOISTZ,O,O,O,O,X,X,X,X,X,O,X
LJOISZT,O,O,X,O,X,X,X,O,X,X,X
LJOIZTS,O,O,X,O,X,X,X,X,X,X,X
LJOIZST,X,O,X,O,X,X,X,O,X,X,X
LJOSTIZ,O,O,O,O,X,X,X,X,X,X,X
LJOSTZI,O,O,O,O,X,X,X,X,X,X,X
LJOSITZ,O,O,O,O,X,X,X,X,X,X,X
LJOSIZT,O,O,X,O,X,X,X,O,X,X,X
LJOSZTI,O,O,X,O,X,X,X,O,X,X,X
LJOSZIT,O,O,X,O,X,X,X,O,X,X,X
LJOZTIS,O,O,X,O,X,X,X,X,X,X,X
LJOZTSI,O,O,X,O,X,X,X,X,X,X,X
LJOZITS,O,O,X,O,X,X,X,X,X,X,X
LJOZIST,X,O,X,O,X,X,X,O,X,X,X
LJOZSTI,O,O,X,O,X,X,X,O,X,X,X
LJOZSIT,O,O,X,O,X,X,X,O,X,X,X
LSTIJZO,O,X,X,O,O,X,O,X,X,X,X
LSTIJOZ,O,X,X,O,X,X,O,X,X,X,X
LSTIZJO,O,O,X,O,O,X,O,X,X,X,X
LSTIZOJ,O,O,X,O,O,X,O,X,X,X,X
LSTIOJZ,O,O,X,O,X,X,O,X,X,X,X
LSTIOZJ,O,O,X,O,O,X,O,X,X,X,X
LSTJIZO,O,X,X,X,O,X,X,X,X,X,X
LSTJIOZ,O,X,X,X,X,X,X,X,X,X,X
LSTJZIO,O,O,X,X,O,X,X,X,X,X,X
LSTJZOI,O,O,X,O,O,X,X,X,X,X,X
LSTJOIZ,O,O,X,X,X,X,X,X,X,X,X
LSTJOZI,O,O,X,O,X,X,X,X,X,X,X
LSTZIJO,O,O,X,X,O,X,X,X,X,X,X
LSTZIOJ,O,O,X,X,O,X,X,X,X,X,X
LSTZJIO,X,O,X,X,O,X,X,X,X,X,X
LSTZJOI,X,O,X,X,O,X,X,X,X,X,X
LSTZOIJ,O,O,X,X,O,X,X,X,X,X,X
LSTZOJI,X,O,X,X,O,X,X,X,X,X,X
LSTOIJZ,O,O,X,O,O,X,X,X,X,X,X
LSTOIZJ,O,O,X,O,O,X,X,X,X,X,X
LSTOJIZ,O,O,X,X,O,X,X,X,X,X,X
LSTOJZI,O,O,X,O,O,X,X,X,X,X,X
LSTOZIJ,O,O,X,X,O,X,X,X,X,X,X
LSTOZJI,X,O,X,X,O,X,X,X,X,X,X
LSITJZO,O,X,X,O,X,X,O,X,X,O,X
LSITJOZ,O,X,X,O,X,X,O,X,X,O,X
LSITZJO,O,O,X,O,X,X,O,X,X,O,X
LSITZOJ,O,O,X,O,X,X,O,X,X,O,X
LSITOJZ,O,O,X,O,X,X,O,X,X,O,X
LSITOZJ,O,O,X,O,X,X,O,X,X,O,X
LSIJTZO,O,X,X,O,X,X,O,X,X,O,X
LSIJTOZ,O,X,X,O,X,X,O,X,X,O,X
LSIJZTO,O,X,X,O,X,X,O,X,X,X,X
LSIJZOT,X,X,X,O,X,X,O,X,X,X,X
LSIJOTZ,O,X,X,O,X,X,O,X,X,O,X
LSIJOZT,O,X,X,O,X,X,O,X,X,X,X
LSIZTJO,O,O,X,O,X,X,O,X,X,O,X
LSIZTOJ,O,O,X,O,X,X,O,X,X,O,X
LSIZJTO,O,O,X,O,O,X,O,X,X,X,X
LSIZJOT,X,O,X,O,X,X,O,X,X,X,X
LSIZOTJ,X,O,X,O,X,X,X,X,X,O,X
LSIZOJT,X,O,X,O,X,X,X,X,X,X,X
LSIOTJZ,O,O,X,O,X,X,O,X,X,O,X
LSIOTZJ,O,O,X,O,X,X,O,X,X,O,X
LSIOJTZ,O,O,X,O,X,X,O,X,X,O,X
LSIOJZT,O,O,X,O,X,X,O,X,X,X,X
LSIOZTJ,O,O,X,O,X,X,X,X,X,O,X
LSIOZJT,O,O,X,O,X,X,X,X,X,X,X
LSJTIZO,O,X,X,O,X,X,X,X,X,X,X
LSJTIOZ,O,X,X,O,X,X,X,X,X,X,X
LSJTZIO,O,O,X,O,X,X,X,X,X,X,X
LSJTZOI,O,O,X,O,X,X,X,X,X,X,X
LSJTOIZ,O,O,X,O,X,X,X,X,X,X,X
LSJTOZI,O,O,X,O,X,X,X,X,X,X,X
LSJITZO,O,X,X,O,X,X,O,X,X,X,X
LSJITOZ,O,X,X,O,X,X,O,X,X,X,X
LSJIZTO,O,X,X,O,X,X,O,X,X,X,X
LSJIZOT,X,X,X,O,X,X,O,X,X,X,X
LSJIOTZ,O,X,X,O,X,X,O,X,X,X,X
LSJIOZT,O,X,X,O,X,X,O,X,X,X,X
LSJZTIO,O,O,X,O,X,X,X,X,X,X,X
LSJZTOI,O,O,X,O,X,X,X,O,X,X,X
LSJZITO,O,O,X,O,X,X,X,X,X,X,X
LSJZIOT,X,O,X,O,X,X,X,X,X,X,X
LSJZOTI,O,O,X,O,X,X,X,O,X,X,X
LSJZOIT,O,O,X,O,X,X,X,O,X,X,X
LSJOTIZ,O,O,X,O,X,X,X,X,X,X,X
LSJOTZI,O,O,X,O,X,X,X,X,X,X,X
LSJOITZ,O,O,X,O,X,X,X,X,X,X,X
LSJOIZT,O,O,X,O,X,X,X,O,X,X,X
LSJOZTI,O,O,X,O,X,X,X,O,X,X,X
LSJOZIT,O,O,X,O,X,X,X,O,X,X,X
LSZTIJO,O,O,X,X,O,X,X,X,X,X,X
LSZTIOJ,O,O,X,X,O,X,X,X,X,X,X
LSZTJIO,X,O,X,X,O,X,X,X,X,X,X
LSZTJOI,X,O,X,X,O,X,X,X,X,X,X
LSZTOIJ,O,O,X,X,O,X,X,X,X,X,X
LSZTOJI,X,O,X,X,O,X,X,X,X,X,X
LSZITJO,O,O,X,X,X,X,O,X,X,X,X
LSZITOJ,O,O,X,X,X,X,O,X,X,X,X
LSZIJTO,O,O,X,X,O,X,O,X,X,X,X
LSZIJOT,X,O,X,X,X,X,O,X,X,X,X
LSZIOTJ,X,O,X,X,X,X,X,X,X,X,X
LSZIOJT,X,O,X,X,X,X,X,X,X,X,X
LSZJTIO,O,O,X,X,O,X,X,X,X,X,X
LSZJTOI,O,O,X,X,O,X,X,X,X,X,X
LSZJITO,O,O,X,X,O,X,X,X,X,X,X
LSZJIOT,X,O,X,X,X,X,X,X,X,X,X
LSZJOTI,O,O,X,X,X,X,X,X,X,X,X
LSZJOIT,O,O,X,X,X,X,X,X,X,X,X
LSZOTIJ,O,O,X,X,X,X,X,X,X,X,X
LSZOTJI,X,O,X,X,X,X,X,X,X,X,X
LSZOITJ,O,O,X,X,X,X,X,X,X,X,X
LSZOIJT,O,O,X,X,X,X,X,X,X,X,X
LSZOJTI,O,O,X,X,X,X,X,X,X,X,X
LSZOJIT,O,O,X,X,X,X,X,X,X,X,X
LSOTIJZ,O,O,X,O,X,X,X,X,X,X,X
LSOTIZJ,O,O,X,O,X,X,X,X,X,X,X
LSOTJIZ,O,O,X,X,X,X,X,X,X,X,X
LSOTJZI,O,O,X,O,X,X,X,X,X,X,X
LSOTZIJ,O,O,X,X,X,X,X,X,X,X,X
LSOTZJI,X,O,X,X,X,X,X,X,X,X,X
LSOITJZ,O,O,X,O,X,X,O,X,X,O,X
LSOITZJ,O,O,X,O,X,X,O,X,X,O,X
LSOIJTZ,O,O,X,O,X,X,O,X,X,O,X
LSOIJZT,O,O,X,O,X,X,O,O,X,X,X
LSOIZTJ,O,O,X,O,X,X,X,X,X,O,X
LSOIZJT,O,O,X,O,X,X,X,X,X,X,X
LSOJTIZ,O,O,X,O,X,X,X,X,X,X,X
LSOJTZI,O,O,X,O,X,X,X,X,X,X,X
LSOJITZ,O,O,X,O,X,X,X,X,X,X,X
LSOJIZT,O,O,X,O,X,X,X,O,X,X,X
LSOJZTI,O,O,X,O,X,X,X,O,X,X,X
LSOJZIT,O,O,X,O,X,X,X,O,X,X,X
LSOZTIJ,O,O,X,X,X,X,X,X,X,X,X
LSOZTJI,X,O,X,X,X,X,X,X,X,X,X
LSOZITJ,O,O,X,X,X,X,X,X,X,X,X
LSOZIJT,O,O,X,X,X,X,X,X,X,X,X
LSOZJTI,O,O,X,X,X,X,X,X,X,X,X
LSOZJIT,O,O,X,X,X,X,X,X,X,X,X
LZTIJSO,X,X,X,O,O,X,X,X,X,X,X
LZTIJOS,X,X,X,O,O,O,X,X,X,X,X
LZTISJO,X,X,X,O,O,X,X,X,X,X,X
LZTISOJ,X,X,X,O,X,X,X,X,X,X,X
LZTIOJS,X,X,X,O,O,O,X,X,X,X,X
LZTIOSJ,X,X,X,O,X,O,X,X,X,X,X
LZTJISO,X,O,X,X,O,X,X,X,X,X,X
LZTJIOS,X,O,X,O,O,O,X,X,X,X,X
LZTJSIO,O,O,X,X,O,X,X,X,X,X,X
LZTJSOI,O,O,X,O,X,O,X,X,X,X,X
LZTJOIS,O,O,X,O,O,O,X,X,X,X,X
LZTJOSI,O,O,X,O,X,O,X,X,X,X,X
LZTSIJO,O,O,X,X,O,X,X,X,X,X,X
LZTSIOJ,O,O,X,X,X,X,X,X,X,X,X
LZTSJIO,X,O,X,X,O,X,X,X,X,X,X
LZTSJOI,X,O,X,X,X,O,X,X,X,X,X
LZTSOIJ,O,O,X,X,X,O,X,X,X,X,X
LZTSOJI,X,O,X,X,X,O,X,X,X,X,X
LZTOIJS,O,O,X,O,O,O,X,X,X,X,X
LZTOISJ,O,O,X,O,X,O,X,X,X,X,X
LZTOJIS,O,O,X,O,O,O,X,X,X,X,X
LZTOJSI,O,O,X,O,X,O,X,X,X,X,X
LZTOSIJ,O,O,X,X,X,O,X,X,X,X,X
LZTOSJI,X,O,X,X,X,O,X,X,X,X,X
LZITJSO,X,X,X,O,X,X,X,X,O,O,X
LZITJOS,X,X,X,O,X,O,X,X,X,O,X
LZITSJO,X,X,X,O,X,X,X,X,O,O,X
LZITSOJ,X,X,X,O,X,X,X,X,O,O,X
LZITOJS,X,X,X,O,X,O,X,X,X,O,X
LZITOSJ,X,X,X,O,X,O,X,X,X,O,X
LZIJTSO,X,O,X,O,X,X,X,X,O,X,X
LZIJTOS,X,O,X,O,X,X,X,X,X,X,X
LZIJSTO,X,O,X,O,X,X,X,X,O,X,X
LZIJSOT,X,O,X,O,X,X,X,X,O,X,X
LZIJOTS,X,O,X,O,X,X,X,X,X,X,X
LZIJOST,X,O,X,O,X,X,X,X,X,X,X
LZISTJO,X,O,X,O,X,X,X,X,O,O,X
LZISTOJ,X,O,X,O,X,X,X,X,O,O,X
LZISJTO,X,O,X,O,X,X,X,X,O,X,X
LZISJOT,X,O,X,O,X,X,X,X,O,X,X
LZISOTJ,X,O,X,O,X,X,X,X,O,O,X
LZISOJT,X,O,X,O,X,X,X,X,O,X,X
LZIOTJS,X,O,X,O,X,O,X,X,X,O,X
LZIOTSJ,X,O,X,O,X,O,X,X,X,O,X
LZIOJTS,X,O,X,O,X,O,X,X,X,X,X
LZIOJST,X,O,X,O,X,X,X,X,X,X,X
LZIOSTJ,X,O,X,O,X,O,X,X,X,O,X
LZIOSJT,X,O,X,O,X,X,X,X,X,X,X
LZJTISO,X,O,X,O,O,X,X,X,X,X,X
LZJTIOS,X,O,X,O,O,O,X,X,X,X,X
LZJTSIO,O,O,X,O,O,X,X,X,X,X,X
LZJTSOI,O,O,X,O,X,O,X,X,X,X,X
LZJTOIS,O,O,X,O,O,O,X,X,X,X,X
LZJTOSI,O,O,X,O,X,O,X,X,X,X,X
LZJITSO,X,O,X,O,X,X,X,X,O,X,X
LZJITOS,X,O,X,O,X,X,X,X,X,X,X
LZJISTO,X,O,X,O,X,X,X,X,O,X,X
LZJISOT,X,O,X,O,X,X,X,X,O,X,X
LZJIOTS,X,O,X,O,X,X,X,X,X,X,X
LZJIOST,X,O,X,O,X,X,X,X,X,X,X
LZJSTIO,O,O,X,O,O,X,X,X,X,X,X
LZJSTOI,O,O,X,O,O,X,X,X,X,X,X
LZJSITO,O,O,X,O,O,X,X,X,X,X,X
LZJSIOT,X,O,X,O,X,X,X,X,X,X,X
LZJSOTI,O,O,X,O,X,X,X,X,X,X,X
LZJSOIT,O,O,X,O,X,X,X,X,X,X,X
LZJOTIS,O,O,X,O,X,O,X,X,X,X,X
LZJOTSI,O,O,X,O,X,O,X,X,X,X,X
LZJOITS,O,O,X,O,X,O,X,X,X,X,X
LZJOIST,X,O,X,O,X,X,X,X,X,X,X
LZJOSTI,O,O,X,O,X,X,X,X,X,X,X
LZJOSIT,O,O,X,O,X,X,X,X,X,X,X
LZSTIJO,O,O,X,X,O,X,X,X,X,X,X
LZSTIOJ,O,O,X,X,O,X,X,X,X,X,X
LZSTJIO,X,O,X,X,O,X,X,X,X,X,X
LZSTJOI,X,O,X,X,O,O,X,X,X,X,X
LZSTOIJ,O,O,X,X,O,O,X,X,X,X,X
LZSTOJI,X,O,X,X,O,O,X,X,X,X,X
LZSITJO,O,O,X,X,X,X,X,X,X,X,X
LZSITOJ,O,O,X,X,X,X,X,X,X,X,X
LZSIJTO,O,O,X,X,O,X,X,X,X,X,X
LZSIJOT,X,O,X,X,X,X,X,X,X,X,X
LZSIOTJ,X,O,X,X,X,X,X,X,X,X,X
LZSIOJT,X,O,X,X,X,X,X,X,X,X,X
LZSJTIO,O,O,X,X,O,X,X,X,X,X,X
LZSJTOI,O,O,X,X,O,X,X,X,X,X,X
LZSJITO,O,O,X,X,O,X,X,X,X,X,X
LZSJIOT,X,O,X,X,X,X,X,X,X,X,X
LZSJOTI,O,O,X,X,X,X,X,X,X,X,X
LZSJOIT,O,O,X,X,X,X,X,X,X,X,X
LZSOTIJ,O,O,X,X,X,O,X,X,X,X,X
LZSOTJI,X,O,X,X,X,O,X,X,X,X,X
LZSOITJ,O,O,X,X,X,O,X,X,X,X,X
LZSOIJT,O,O,X,X,X,X,X,X,X,X,X
LZSOJTI,O,O,X,X,X,X,X,X,X,X,X
LZSOJIT,O,O,X,X,X,X,X,X,X,X,X
LZOTIJS,O,O,X,O,X,O,X,X,X,X,X
LZOTISJ,O,O,X,O,X,O,X,X,X,X,X
LZOTJIS,O,O,X,O,X,O,X,X,X,X,X
LZOTJSI,O,O,X,O,X,O,X,X,X,X,X
LZOTSIJ,O,O,X,X,X,O,X,X,X,X,X
LZOTSJI,X,O,X,X,X,O,X,X,X,X,X
LZOITJS,O,O,X,O,X,O,X,X,X,O,X
LZOITSJ,O,O,X,O,X,O,X,X,X,O,X
LZOIJTS,O,O,X,O,X,O,X,X,X,X,X
LZOIJST,X,O,X,O,X,X,X,X,X,X,X
LZOISTJ,O,O,X,O,X,O,X,X,X,O,X
LZOISJT,O,O,X,O,X,X,X,X,X,X,X
LZOJTIS,O,O,X,O,X,O,X,X,X,X,X
LZOJTSI,O,O,X,O,X,O,X,X,X,X,X
LZOJITS,O,O,X,O,X,O,X,X,X,X,X
LZOJIST,X,O,X,O,X,X,X,X,X,X,X
LZOJSTI,O,O,X,O,X,X,X,X,X,X,X
LZOJSIT,O,O,X,O,X,X,X,X,X,X,X
LZOSTIJ,O,O,X,X,X,O,X,X,X,X,X
LZOSTJI,X,O,X,X,X,O,X,X,X,X,X
LZOSITJ,O,O,X,X,X,O,X,X,X,X,X
LZOSIJT,O,O,X,X,X,X,X,X,X,X,X
LZOSJTI,O,O,X,X,X,X,X,X,X,X,X
LZOSJIT,O,O,X,X,X,X,X,X,X,X,X
LOTIJSZ,O,X,O,O,X,X,X,X,X,O,X
LOTIJZS,O,X,O,O,X,O,X,X,X,O,X
LOTISJZ,O,O,O,O,X,X,X,X,X,O,X
LOTISZJ,O,O,O,O,X,X,X,X,X,O,X
LOTIZJS,O,O,X,O,X,O,X,X,X,O,X
LOTIZSJ,O,O,O,O,X,O,X,X,X,O,X
LOTJISZ,O,X,O,O,X,X,X,X,X,X,X
LOTJIZS,O,X,O,O,X,O,X,X,X,X,X
LOTJSIZ,O,X,O,O,X,X,X,X,X,X,X
LOTJSZI,O,X,O,O,X,X,X,X,X,X,X
LOTJZIS,O,X,O,O,X,O,X,X,X,X,X
LOTJZSI,O,X,O,O,X,O,X,X,X,X,X
LOTSIJZ,O,O,O,O,O,X,X,X,X,X,X
LOTSIZJ,O,O,O,O,O,X,X,X,X,X,X
LOTSJIZ,O,O,O,X,O,X,X,X,X,X,X
LOTSJZI,O,O,O,O,O,X,X,X,X,X,X
LOTSZIJ,O,O,O,X,O,X,X,X,X,X,X
LOTSZJI,X,O,O,X,O,X,X,X,X,X,X
LOTZIJS,O,O,X,O,X,O,X,X,X,X,X
LOTZISJ,O,O,O,O,X,O,X,X,X,X,X
LOTZJIS,O,O,O,O,X,O,X,X,X,X,X
LOTZJSI,O,O,O,O,X,O,X,X,X,X,X
LOTZSIJ,O,O,O,X,X,O,X,X,X,X,X
LOTZSJI,X,O,O,X,X,O,X,X,X,X,X
LOITJSZ,O,X,O,O,X,X,X,X,X,O,O
LOITJZS,O,X,X,O,X,O,X,X,X,O,X
LOITSJZ,O,O,O,O,X,X,X,X,X,O,O
LOITSZJ,O,O,O,O,X,X,X,X,X,O,O
LOITZJS,O,O,X,O,X,O,X,X,X,O,X
LOITZSJ,O,O,O,O,X,O,X,X,X,O,X
LOIJTSZ,O,X,X,O,X,X,X,X,X,O,O
LOIJTZS,O,X,X,O,X,X,X,X,X,O,X
LOIJSTZ,O,O,X,O,X,X,X,X,X,O,O
LOIJSZT,O,O,X,O,X,X,X,O,X,X,O
LOIJZTS,O,O,X,O,X,X,X,X,X,X,X
LOIJZST,X,O,X,O,X,X,X,O,X,X,X
LOISTJZ,O,O,O,O,X,X,X,X,X,O,O
LOISTZJ,O,O,O,O,X,X,X,X,X,O,O
LOISJTZ,O,O,X,O,X,X,X,X,X,O,O
LOISJZT,O,O,X,O,X,X,X,O,X,X,O
LOISZTJ,O,O,X,O,X,X,X,X,X,O,O
LOISZJT,O,O,X,O,X,X,X,X,X,X,O
LOIZTJS,O,O,X,O,X,O,X,X,X,O,X
LOIZTSJ,O,O,X,O,X,O,X,X,X,O,X
LOIZJTS,O,O,X,O,X,O,X,X,X,X,X
LOIZJST,X,O,X,O,X,X,X,X,X,X,X
LOIZSTJ,O,O,X,O,X,O,X,X,X,O,X
LOIZSJT,O,O,X,O,X,X,X,X,X,X,X
LOJTISZ,O,X,O,O,X,X,X,X,X,X,X
LOJTIZS,O,X,O,O,X,X,X,X,X,X,X
LOJTSIZ,O,X,O,O,X,X,X,X,X,X,X
LOJTSZI,O,X,O,O,X,X,X,X,X,X,X
LOJTZIS,O,X,O,O,X,X,X,X,X,X,X
LOJTZSI,O,X,O,O,X,X,X,X,X,X,X
LOJITSZ,O,X,O,O,X,X,X,X,X,O,O
LOJITZS,O,X,O,O,X,X,X,X,X,O,X
LOJISTZ,O,O,O,O,X,X,X,X,X,O,O
LOJISZT,O,O,X,O,X,X,X,O,X,X,O
LOJIZTS,O,O,X,O,X,X,X,X,X,X,X
LOJIZST,X,O,X,O,X,X,X,O,X,X,X
LOJSTIZ,O,O,O,O,X,X,X,X,X,X,X
LOJSTZI,O,O,O,O,X,X,X,X,X,X,X
LOJSITZ,O,O,O,O,X,X,X,X,X,X,X
LOJSIZT,O,O,X,O,X,X,X,O,X,X,X
LOJSZTI,O,O,X,O,X,X,X,O,X,X,X
LOJSZIT,O,O,X,O,X,X,X,O,X,X,X
LOJZTIS,O,O,X,O,X,X,X,X,X,X,X
LOJZTSI,O,O,X,O,X,X,X,X,X,X,X
LOJZITS,O,O,X,O,X,X,X,X,X,X,X
LOJZIST,X,O,X,O,X,X,X,O,X,X,X
LOJZSTI,O,O,X,O,X,X,X,O,X,X,X
LOJZSIT,O,O,X,O,X,X,X,O,X,X,X
LOSTIJZ,O,O,O,O,X,X,X,X,X,X,X
LOSTIZJ,O,O,O,O,X,X,X,X,X,X,X
LOSTJIZ,O,O,O,X,X,X,X,X,X,X,X
LOSTJZI,O,O,O,O,X,X,X,X,X,X,X
LOSTZIJ,O,O,O,X,X,X,X,X,X,X,X
LOSTZJI,X,O,O,X,X,X,X,X,X,X,X
LOSITJZ,O,O,O,O,X,X,X,X,X,O,X
LOSITZJ,O,O,O,O,X,X,X,X,X,O,X
LOSIJTZ,O,O,X,O,X,X,X,X,X,O,X
LOSIJZT,O,O,X,O,X,X,X,O,X,X,X
LOSIZTJ,O,O,X,O,X,X,X,X,X,O,X
LOSIZJT,O,O,X,O,X,X,X,X,X,X,X
LOSJTIZ,O,O,O,O,X,X,X,X,X,X,X
LOSJTZI,O,O,O,O,X,X,X,X,X,X,X
LOSJITZ,O,O,O,O,X,X,X,X,X,X,X
LOSJIZT,O,O,X,O,X,X,X,O,X,X,X
LOSJZTI,O,O,X,O,X,X,X,O,X,X,X
LOSJZIT,O,O,X,O,X,X,X,O,X,X,X
LOSZTIJ,O,O,X,X,X,X,X,X,X,X,X
LOSZTJI,X,O,X,X,X,X,X,X,X,X,X
LOSZITJ,O,O,X,X,X,X,X,X,X,X,X
LOSZIJT,O,O,X,X,X,X,X,X,X,X,X
LOSZJTI,O,O,X,X,X,X,X,X,X,X,X
LOSZJIT,O,O,X,X,X,X,X,X,X,X,X
LOZTIJS,O,O,X,O,X,O,X,X,X,X,X
LOZTISJ,O,O,X,O,X,O,X,X,X,X,X
LOZTJIS,O,O,X,O,X,O,X,X,X,X,X
LOZTJSI,O,O,X,O,X,O,X,X,X,X,X
LOZTSIJ,O,O,X,X,X,O,X,X,X,X,X
LOZTSJI,X,O,X,X,X,O,X,X,X,X,X
LOZITJS,O,O,X,O,X,O,X,X,X,O,X
LOZITSJ,O,O,X,O,X,O,X,X,X,O,X
LOZIJTS,O,O,X,O,X,O,X,X,X,X,X
LOZIJST,X,O,X,O,X,X,X,X,X,X,X
LOZISTJ,O,O,X,O,X,O,X,X,X,O,X
LOZISJT,O,O,X,O,X,X,X,X,X,X,X
LOZJTIS,O,O,X,O,X,O,X,X,X,X,X
LOZJTSI,O,O,X,O,X,O,X,X,X,X,X
LOZJITS,O,O,X,O,X,O,X,X,X,X,X
LOZJIST,X,O,X,O,X,X,X,X,X,X,X
LOZJSTI,O,O,X,O,X,X,X,X,X,X,X
LOZJSIT,O,O,X,O,X,X,X,X,X,X,X
LOZSTIJ,O,O,X,X,X,O,X,X,X,X,X
LOZSTJI,X,O,X,X,X,O,X,X,X,X,X
LOZSITJ,O,O,X,X,X,O,X,X,X,X,X
LOZSIJT,O,O,X,X,X,X,X,X,X,X,X
LOZSJTI,O,O,X,X,X,X,X,X,X,X,X
LOZSJIT,O,O,X,X,X,X,X,X,X,X,X
JTILSZO,X,X,O,X,X,X,X,X,X,X,X
JTILSOZ,X,X,O,X,X,X,X,X,X,X,X
JTILZSO,X,X,O,X,O,X,X,X,X,X,X
JTILZOS,X,X,X,X,O,X,X,X,X,X,X
JTILOSZ,X,X,O,X,X,X,X,X,X,X,X
JTILOZS,X,X,O,X,X,X,X,X,X,X,X
JTISLZO,O,X,O,X,X,X,X,X,O,X,X
JTISLOZ,O,X,O,X,X,X,X,X,X,X,X
JTISZLO,O,X,O,X,X,X,X,X,O,X,X
JTISZOL,O,X,X,X,X,X,X,X,O,X,X
JTISOLZ,O,X,O,X,X,X,X,X,X,X,X
JTISOZL,O,X,X,X,X,X,X,X,X,X,X
JTIZLSO,X,X,O,X,O,X,X,X,O,X,X
JTIZLOS,X,X,X,X,O,O,X,X,X,X,X
JTIZSLO,X,X,O,X,X,X,X,X,O,X,X
JTIZSOL,X,X,X,X,X,X,X,X,O,X,X
JTIZOLS,X,X,X,X,X,O,X,X,X,X,X
JTIZOSL,X,X,X,X,X,O,X,X,O,X,X
JTIOLSZ,O,X,O,X,X,X,X,X,X,X,X
JTIOLZS,O,X,O,X,X,O,X,X,X,X,X
JTIOSLZ,O,X,O,X,X,X,X,X,X,X,X
JTIOSZL,O,X,O,X,X,O,X,X,X,X,X
JTIOZLS,O,X,O,X,X,O,X,X,X,X,X
JTIOZSL,O,X,O,X,X,O,X,X,X,X,X
JTLISZO,X,X,O,X,O,X,X,X,X,X,X
JTLISOZ,X,X,O,X,X,X,X,X,X,X,X
JTLIZSO,X,X,O,X,O,X,X,X,X,X,X
JTLIZOS,X,X,X,O,O,X,X,X,X,X,X
JTLIOSZ,X,X,O,X,X,X,X,X,X,X,X
JTLIOZS,X,X,O,O,X,X,X,X,X,X,X
JTLSIZO,O,X,O,O,O,X,X,X,X,X,X
JTLSIOZ,O,X,O,O,X,X,X,X,X,X,X
JTLSZIO,X,X,O,O,O,X,X,X,X,X,X
JTLSZOI,X,X,X,O,O,X,X,X,X,X,X
JTLSOIZ,O,X,O,O,X,X,X,X,X,X,X
JTLSOZI,X,X,O,O,X,X,X,X,X,X,X
JTLZISO,X,X,O,O,O,X,X,X,X,X,X
JTLZIOS,X,X,X,O,O,O,X,X,X,X,X
JTLZSIO,X,X,O,O,O,X,X,X,X,X,X
JTLZSOI,X,X,X,O,X,O,X,X,X,X,X
JTLZOIS,X,X,O,O,O,O,X,X,X,X,X
JTLZOSI,X,X,O,O,X,O,X,X,X,X,X
JTLOISZ,O,X,O,O,X,X,X,X,X,X,X
JTLOIZS,O,X,O,O,X,O,X,X,X,X,X
JTLOSIZ,O,X,O,O,X,X,X,X,X,X,X
JTLOSZI,X,X,O,O,X,X,X,X,X,X,X
JTLOZIS,X,X,O,O,O,O,X,X,X,X,X
JTLOZSI,X,X,O,O,X,O,X,X,X,X,X
JTSILZO,O,X,O,O,X,X,X,X,X,X,X
JTSILOZ,O,X,O,O,X,X,X,X,X,X,X
JTSIZLO,O,X,O,O,O,X,X,X,X,X,X
JTSIZOL,O,X,X,X,O,X,X,X,X,X,X
JTSIOLZ,O,X,O,X,X,X,X,X,X,X,X
JTSIOZL,O,X,X,X,X,X,X,X,X,X,X
JTSLIZO,O,X,O,O,O,X,X,X,X,X,X
JTSLIOZ,O,X,O,O,X,X,X,X,X,X,X
JTSLZIO,X,X,O,O,O,X,X,X,X,X,X
JTSLZOI,X,X,X,O,O,X,X,X,X,X,X
JTSLOIZ,O,X,O,O,X,X,X,X,X,X,X
JTSLOZI,X,X,O,O,X,X,X,X,X,X,X
JTSZILO,O,X,O,O,O,X,X,X,X,X,X
