sequence,v115@FhB8AeA8FeB8DeA8CeB8DeA8BeC8JeZEJvhFFgB0hB?6nB3lBWvBzrB,v115@FhB8AeA8FeB8DeA8CeB8DeA8BeC8JeOEJvhF0hB6nB?llBXlBzrBxuB,v115@FhB8AeA8FeB8DeA8CeB8DeA8BeC8JeZEJvhF1lB6mB?TiBUlBWvBXsB,v115@FhB8AeA8FeB8DeA8CeB8DeA8BeC8JeZEJvhF3gBFiB?6rBcsBGqBzpB,v115@FhB8AeA8FeB8DeA8CeB8DeA8BeC8JeZEJvhF6mBTiB?8pBuqBXsBFqB,v115@FhB8AeA8FeB8DeA8CeB8DeA8BeC8JeZEJvhF0hBllB?SsBzpBGqBXsB,v115@FhB8AeA8FeB8DeA8CeB8DeA8BeC8JeZEJvhFUgB6rB?TnB3lBWvBFsB,v115@FhB8AeA8FeB8DeA8CeB8DeA8BeC8JeZEJvhF3gBlmB?csBGqBzpBCsB,v115@FhB8AeA8FeB8DeA8CeB8DeA8BeC8JeZEJvhF3gB+nB?lmBCqBUqBzrB,v115@FhB8AeA8FeB8DeA8CeB8DeA8BeC8JeZEJvhF3gBlmB?csBupBTqBCsB
LSZIOTJ,O,X,O,O,X,O,X,X,X,X
LSZIOJT,X,X,O,X,O,X,O,X,X,X
LSZJTIO,O,X,O,O,O,X,X,X,O,X
LSZJTOI,X,X,O,O,O,X,X,X,X,X
LSZJITO,O,X,O,O,O,X,X,X,O,X
LSZJIOT,X,X,O,O,O,X,X,X,X,X
LSZJOTI,X,X,O,O,O,X,X,X,X,X
LSZJOIT,X,X,O,O,O,X,X,X,X,X
LSZOTIJ,O,X,O,O,X,O,X,X,X,X
LSZOTJI,X,X,O,O,X,X,X,X,X,X
LSZOITJ,O,X,O,O,X,O,X,X,X,X
LSZOIJT,X,X,O,X,O,X,O,X,X,X
LSZOJTI,X,X,O,O,O,X,X,X,X,X
LSZOJIT,X,X,O,O,O,X,X,X,X,X
LSOTIJZ,O,X,O,X,O,X,X,X,X,X
LSOTIZJ,O,X,O,X,X,O,X,X,X,X
LSOTJIZ,O,X,O,X,O,X,X,X,X,X
LSOTJZI,O,X,O,X,X,X,X,X,X,X
LSOTZIJ,O,X,O,X,X,O,X,X,X,X
LSOTZJI,O,X,O,X,X,X,X,X,X,X
LSOITJZ,O,X,O,X,O,X,X,X,X,X
LSOITZJ,O,X,O,X,X,O,X,X,X,X
LSOIJTZ,O,X,O,X,O,X,X,X,O,X
LSOIJZT,O,X,O,X,O,X,O,X,X,X
LSOIZTJ,O,X,O,O,X,O,X,X,X,X
LSOIZJT,O,X,O,X,O,X,O,X,X,X
LSOJTIZ,O,X,O,X,O,X,X,X,O,X
LSOJTZI,O,X,O,X,X,X,X,X,X,X
LSOJITZ,O,X,O,X,O,X,X,X,O,X
LSOJIZT,O,X,O,O,O,X,O,X,X,X
LSOJZTI,O,X,O,O,X,X,X,X,X,X
LSOJZIT,O,X,O,O,O,X,O,X,X,X
LSOZTIJ,O,X,O,O,X,O,X,X,X,X
LSOZTJI,O,X,O,O,X,X,X,X,X,X
LSOZITJ,O,X,O,O,X,O,X,X,X,X
LSOZIJT,O,X,O,X,O,X,O,X,X,X
LSOZJTI,O,X,O,O,O,X,X,X,X,X
LSOZJIT,O,X,O,O,O,X,X,X,X,X
LZTIJSO,X,O,X,O,X,X,X,O,X,X
LZTIJOS,X,O,X,O,X,O,X,X,X,X
LZTISJO,X,O,X,O,X,X,X,O,X,X
LZTISOJ,X,X,X,O,X,O,X,X,X,O
LZTIOJS,X,O,X,O,X,O,O,X,X,X
LZTIOSJ,X,X,X,O,X,O,X,X,X,O
LZTJISO,X,O,X,O,X,X,X,O,X,X
LZTJIOS,X,O,X,O,X,O,X,X,X,X
LZTJSIO,X,O,X,O,X,X,X,O,X,X
LZTJSOI,X,O,X,O,X,X,X,X,X,X
LZTJOIS,X,X,X,O,X,X,X,X,X,X
LZTJOSI,X,O,X,O,X,X,X,X,X,X
LZTSIJO,X,O,X,O,X,X,X,O,X,X
LZTSIOJ,X,X,X,O,X,O,X,X,X,O
LZTSJIO,X,O,X,O,X,X,X,O,X,X
LZTSJOI,X,O,X,O,X,X,X,X,X,X
LZTSOIJ,X,X,X,O,X,X,X,X,X,X
LZTSOJI,X,X,X,O,X,X,X,X,X,X
LZTOIJS,X,O,X,O,X,O,O,X,X,X
LZTOISJ,X,X,X,O,X,O,X,X,X,O
LZTOJIS,X,X,X,O,X,O,X,X,X,X
LZTOJSI,X,O,X,O,X,X,X,X,X,X
LZTOSIJ,X,X,X,O,X,O,X,X,X,O
LZTOSJI,X,X,X,O,X,X,X,X,X,X
LZITJSO,X,O,X,O,X,X,X,O,X,X
LZITJOS,X,O,X,O,X,O,X,X,X,X
LZITSJO,X,O,X,O,X,X,X,O,X,X
LZITSOJ,X,X,X,O,X,O,X,X,X,O
LZITOJS,X,O,X,O,X,O,O,X,X,X
LZITOSJ,X,X,X,O,X,O,X,X,X,O
LZIJTSO,X,O,X,O,O,X,X,O,O,X
LZIJTOS,X,O,X,O,X,O,O,X,X,X
LZIJSTO,O,X,X,O,O,X,X,O,O,X
LZIJSOT,O,X,X,O,O,X,O,X,X,X
LZIJOTS,X,X,X,O,X,O,O,X,X,X
LZIJOST,X,X,X,O,O,X,O,X,X,X
LZISTJO,O,X,X,O,X,X,X,X,X,X
LZISTOJ,O,X,X,O,X,O,X,X,X,X
LZISJTO,O,X,X,O,O,X,X,X,O,X
LZISJOT,X,X,X,O,O,X,X,X,X,X
LZISOTJ,O,X,X,O,X,O,X,X,X,X
LZISOJT,X,X,X,X,O,X,O,X,X,X
LZIOTJS,X,X,X,O,X,O,O,X,X,X
LZIOTSJ,X,X,X,O,X,O,X,X,X,O
LZIOJTS,X,X,X,O,X,O,O,X,X,X
LZIOJST,X,X,X,O,X,X,O,X,X,X
LZIOSTJ,X,X,X,O,X,O,X,X,X,O
LZIOSJT,X,X,X,X,X,X,O,X,X,X
LZJTISO,X,O,X,O,O,X,X,O,O,X
LZJTIOS,X,X,X,O,X,O,O,X,X,X
LZJTSIO,X,O,X,O,O,X,X,O,O,X
LZJTSOI,X,O,X,O,O,X,X,X,X,X
LZJTOIS,X,X,X,O,X,X,O,X,X,X
LZJTOSI,X,O,X,O,X,X,X,X,X,X
LZJITSO,X,O,X,O,O,X,X,O,O,X
LZJITOS,X,O,X,O,X,O,O,X,X,X
LZJISTO,O,X,X,O,O,X,X,O,O,X
LZJISOT,O,X,X,O,O,X,O,X,X,X
LZJIOTS,X,X,X,O,X,O,O,X,X,X
LZJIOST,X,X,X,O,O,X,O,X,X,X
LZJSTIO,O,X,X,O,O,X,X,O,O,X
LZJSTOI,O,X,X,O,O,X,X,X,X,X
LZJSITO,O,X,X,O,O,X,X,O,O,X
LZJSIOT,O,X,X,O,O,X,O,X,X,X
LZJSOTI,O,X,X,O,O,X,X,X,X,X
LZJSOIT,O,X,X,O,O,X,O,X,X,X
LZJOTIS,X,X,X,O,X,O,O,X,X,X
LZJOTSI,X,X,X,O,X,X,X,X,X,X
LZJOITS,X,X,X,O,X,O,O,X,X,X
LZJOIST,X,X,X,O,O,X,O,X,X,X
LZJOSTI,X,X,X,O,O,X,X,X,X,X
LZJOSIT,X,X,X,O,O,X,O,X,X,X
LZSTIJO,O,X,X,O,X,X,X,X,X,X
LZSTIOJ,O,X,X,O,X,O,X,X,X,X
LZSTJIO,O,X,X,O,X,X,X,X,X,X
LZSTJOI,X,X,X,O,X,X,X,X,X,X
LZSTOIJ,O,X,X,O,X,X,X,X,X,X
LZSTOJI,X,X,X,O,X,X,X,X,X,X
LZSITJO,O,X,X,O,X,X,X,X,X,X
LZSITOJ,O,X,X,O,X,O,X,X,X,X
LZSIJTO,O,X,X,O,O,X,X,X,O,X
LZSIJOT,X,X,X,O,O,X,X,X,X,X
LZSIOTJ,O,X,X,O,X,O,X,X,X,X
LZSIOJT,X,X,X,X,O,X,O,X,X,X
LZSJTIO,O,X,X,O,O,X,X,X,O,X
LZSJTOI,X,X,X,O,O,X,X,X,X,X
LZSJITO,O,X,X,O,O,X,X,X,O,X
LZSJIOT,X,X,X,O,O,X,X,X,X,X
LZSJOTI,X,X,X,O,O,X,X,X,X,X
LZSJOIT,X,X,X,O,O,X,X,X,X,X
LZSOTIJ,O,X,X,O,X,O,X,X,X,X
LZSOTJI,X,X,X,O,X,X,X,X,X,X
LZSOITJ,O,X,X,O,X,O,X,X,X,X
LZSOIJT,X,X,X,X,O,X,O,X,X,X
LZSOJTI,X,X,X,O,O,X,X,X,X,X
LZSOJIT,X,X,X,O,O,X,X,X,X,X
LZOTIJS,X,X,X,O,X,O,O,X,X,X
LZOTISJ,X,X,X,O,X,O,X,X,X,O
LZOTJIS,X,X,X,O,X,O,X,X,X,X
LZOTJSI,X,X,X,O,X,X,X,X,X,X
LZOTSIJ,X,X,X,O,X,O,X,X,X,O
LZOTSJI,X,X,X,O,X,X,X,X,X,X
LZOITJS,X,X,X,O,X,O,O,X,X,X
LZOITSJ,X,X,X,O,X,O,X,X,X,O
LZOIJTS,X,X,X,O,X,O,O,X,X,X
LZOIJST,X,X,X,O,X,X,O,X,X,X
LZOISTJ,X,X,X,O,X,O,X,X,X,O
LZOISJT,X,X,X,X,X,X,O,X,X,X
LZOJTIS,X,X,X,O,X,O,O,X,X,X
LZOJTSI,X,X,X,O,X,X,X,X,X,X
LZOJITS,X,X,X,O,X,O,O,X,X,X
LZOJIST,X,X,X,O,X,X,O,X,X,X
LZOJSTI,X,X,X,O,X,X,X,X,X,X
LZOJSIT,X,X,X,O,X,X,O,X,X,X
LZOSTIJ,X,X,X,O,X,O,X,X,X,O
LZOSTJI,X,X,X,O,X,X,X,X,X,X
LZOSITJ,X,X,X,O,X,O,X,X,X,O
LZOSIJT,X,X,X,X,X,X,O,X,X,X
LZOSJTI,X,X,X,O,X,X,X,X,X,X
LZOSJIT,X,X,X,O,X,X,X,X,X,X
LOTIJSZ,O,O,X,X,X,X,X,X,X,X
LOTIJZS,O,O,X,X,X,O,O,X,X,X
LOTISJZ,O,O,X,X,X,X,X,X,X,X
LOTISZJ,O,O,X,X,X,O,X,X,X,X
LOTIZJS,O,O,X,X,X,O,O,X,X,X
LOTIZSJ,O,O,X,X,X,O,X,X,X,X
LOTJISZ,O,O,X,X,X,X,X,X,X,X
LOTJIZS,O,O,X,X,X,O,O,X,X,X
LOTJSIZ,O,X,X,X,X,X,X,X,X,X
LOTJSZI,O,O,X,X,X,X,X,X,X,X
LOTJZIS,O,O,X,X,X,O,O,X,X,X
LOTJZSI,O,O,X,X,X,X,X,X,X,X
LOTSIJZ,O,O,X,X,X,X,X,X,X,X
LOTSIZJ,O,O,X,X,X,O,X,X,X,X
LOTSJIZ,O,X,X,X,X,X,X,X,X,X
LOTSJZI,O,O,X,X,X,X,X,X,X,X
LOTSZIJ,O,O,X,X,X,O,X,X,X,X
LOTSZJI,O,O,X,X,X,X,X,X,X,X
LOTZIJS,O,O,X,X,X,O,O,X,X,X
LOTZISJ,O,O,X,X,X,O,X,X,X,X
LOTZJIS,O,O,X,X,X,O,X,X,X,X
LOTZJSI,O,O,X,X,X,X,X,X,X,X
LOTZSIJ,O,O,X,X,X,O,X,X,X,X
LOTZSJI,O,O,X,X,X,X,X,X,X,X
LOITJSZ,O,O,X,X,X,X,X,X,X,X
LOITJZS,O,O,X,X,X,O,O,X,X,X
LOITSJZ,O,O,X,X,X,X,X,X,X,X
LOITSZJ,O,O,X,X,X,O,X,X,X,X
LOITZJS,O,O,X,X,X,O,O,X,X,X
LOITZSJ,O,O,X,X,X,O,X,X,X,X
LOIJTSZ,O,O,X,X,X,X,X,X,O,X
LOIJTZS,O,O,X,X,X,O,O,X,X,X
LOIJSTZ,O,O,X,X,X,X,X,X,O,X
LOIJSZT,O,O,X,O,X,X,O,X,X,X
LOIJZTS,O,O,X,O,X,O,O,X,X,X
LOIJZST,O,O,X,O,X,X,O,X,X,X
LOISTJZ,O,O,X,X,X,X,X,X,X,X
LOISTZJ,O,O,X,X,X,O,X,X,X,X
LOISJTZ,O,O,X,X,X,X,X,X,O,X
LOISJZT,O,O,X,X,X,X,O,X,X,X
LOISZTJ,O,O,X,O,X,O,X,X,X,O
LOISZJT,O,O,X,X,X,X,O,X,X,X
LOIZTJS,O,O,X,O,X,O,O,X,X,X
LOIZTSJ,O,O,X,O,X,O,X,X,X,O
LOIZJTS,O,O,X,O,X,O,O,X,X,X
LOIZJST,O,O,X,O,X,X,O,X,X,X
LOIZSTJ,O,O,X,O,X,O,X,X,X,O
LOIZSJT,O,O,X,X,X,X,O,X,X,X
LOJTISZ,O,O,X,X,X,X,X,X,O,X
LOJTIZS,O,O,X,X,X,O,O,X,X,X
LOJTSIZ,O,X,X,X,X,X,X,X,O,X
LOJTSZI,O,O,X,X,X,X,X,X,X,X
LOJTZIS,O,O,X,X,X,O,O,X,X,X
LOJTZSI,O,O,X,X,X,X,X,X,X,X
LOJITSZ,O,O,X,X,X,X,X,X,O,X
LOJITZS,O,O,X,X,X,O,O,X,X,X
LOJISTZ,O,O,X,X,X,X,X,X,O,X
LOJISZT,O,O,X,O,X,X,O,X,X,X
LOJIZTS,O,O,X,O,X,O,O,X,X,X
LOJIZST,O,O,X,O,X,X,O,X,X,X
LOJSTIZ,O,X,X,X,X,X,X,X,O,X
LOJSTZI,O,O,X,X,X,X,X,X,X,X
LOJSITZ,O,O,X,X,X,X,X,X,O,X
LOJSIZT,O,O,X,O,X,X,O,X,X,X
LOJSZTI,O,O,X,O,X,X,X,X,X,X
LOJSZIT,O,O,X,O,X,X,O,X,X,X
LOJZTIS,O,O,X,O,X,O,O,X,X,X
LOJZTSI,O,O,X,O,X,X,X,X,X,X
LOJZITS,O,O,X,O,X,O,O,X,X,X
LOJZIST,O,O,X,O,X,X,O,X,X,X
LOJZSTI,O,O,X,O,X,X,X,X,X,X
LOJZSIT,O,O,X,O,X,X,O,X,X,X
LOSTIJZ,O,O,X,X,X,X,X,X,X,X
LOSTIZJ,O,O,X,X,X,O,X,X,X,X
LOSTJIZ,O,X,X,X,X,X,X,X,X,X
LOSTJZI,O,O,X,X,X,X,X,X,X,X
LOSTZIJ,O,O,X,X,X,O,X,X,X,X
LOSTZJI,O,O,X,X,X,X,X,X,X,X
LOSITJZ,O,O,X,X,X,X,X,X,X,X
LOSITZJ,O,O,X,X,X,O,X,X,X,X
LOSIJTZ,O,O,X,X,X,X,X,X,O,X
LOSIJZT,O,O,X,X,X,X,O,X,X,X
LOSIZTJ,O,O,X,O,X,O,X,X,X,O
LOSIZJT,O,O,X,X,X,X,O,X,X,X
LOSJTIZ,O,X,X,X,X,X,X,X,O,X
LOSJTZI,O,O,X,X,X,X,X,X,X,X
LOSJITZ,O,O,X,X,X,X,X,X,O,X
LOSJIZT,O,O,X,O,X,X,O,X,X,X
LOSJZTI,O,O,X,O,X,X,X,X,X,X
LOSJZIT,O,O,X,O,X,X,O,X,X,X
LOSZTIJ,O,O,X,O,X,O,X,X,X,O
LOSZTJI,O,O,X,O,X,X,X,X,X,X
LOSZITJ,O,O,X,O,X,O,X,X,X,O
LOSZIJT,O,O,X,X,X,X,O,X,X,X
LOSZJTI,O,O,X,O,X,X,X,X,X,X
LOSZJIT,O,O,X,O,X,X,X,X,X,X
LOZTIJS,O,O,X,O,X,O,O,X,X,X
LOZTISJ,O,O,X,O,X,O,X,X,X,O
LOZTJIS,O,O,X,O,X,O,X,X,X,X
LOZTJSI,O,O,X,O,X,X,X,X,X,X
LOZTSIJ,O,O,X,O,X,O,X,X,X,O
LOZTSJI,O,O,X,O,X,X,X,X,X,X
LOZITJS,O,O,X,O,X,O,O,X,X,X
LOZITSJ,O,O,X,O,X,O,X,X,X,O
LOZIJTS,O,O,X,O,X,O,O,X,X,X
LOZIJST,O,O,X,O,X,X,O,X,X,X
LOZISTJ,O,O,X,O,X,O,X,X,X,O
LOZISJT,O,O,X,X,X,X,O,X,X,X
LOZJTIS,O,O,X,O,X,O,O,X,X,X
LOZJTSI,O,O,X,O,X,X,X,X,X,X
LOZJITS,O,O,X,O,X,O,O,X,X,X
LOZJIST,O,O,X,O,X,X,O,X,X,X
LOZJSTI,O,O,X,O,X,X,X,X,X,X
LOZJSIT,O,O,X,O,X,X,O,X,X,X
LOZSTIJ,O,O,X,O,X,O,X,X,X,O
LOZSTJI,O,O,X,O,X,X,X,X,X,X
LOZSITJ,O,O,X,O,X,O,X,X,X,O
LOZSIJT,O,O,X,X,X,X,O,X,X,X
LOZSJTI,O,O,X,O,X,X,X,X,X,X
LOZSJIT,O,O,X,O,X,X,X,X,X,X
JTILSZO,O,O,O,O,O,X,X,X,O,X
JTILSOZ,O,X,O,X,O,X,X,X,O,X
JTILZSO,X,O,O,O,O,X,X,X,O,X
JTILZOS,X,O,X,O,X,O,O,X,X,X
JTILOSZ,O,O,O,X,X,X,X,X,O,X
JTILOZS,O,O,X,X,X,X,O,X,X,X
JTISLZO,O,O,O,O,O,X,X,X,O,X
JTISLOZ,O,X,O,X,O,X,X,X,O,X
JTISZLO,O,O,O,X,O,X,X,O,O,X
JTISZOL,O,X,O,X,O,X,X,O,X,X
JTISOLZ,O,O,O,X,O,X,X,X,O,X
JTISOZL,O,O,O,X,O,X,X,X,X,X
JTIZLSO,X,O,O,O,O,X,X,O,O,X
JTIZLOS,X,O,X,O,X,O,O,X,X,X
JTIZSLO,X,O,O,X,O,X,X,O,O,X
JTIZSOL,X,X,O,X,O,X,X,O,X,X
JTIZOLS,O,O,X,X,X,X,O,X,X,X
JTIZOSL,O,O,X,X,X,X,X,O,X,X
JTIOLSZ,O,O,O,X,X,X,X,X,O,X
JTIOLZS,O,O,X,X,X,X,O,X,X,X
JTIOSLZ,O,O,O,X,X,X,X,X,O,X
JTIOSZL,O,O,O,X,X,X,X,X,X,X
JTIOZLS,O,O,X,X,X,X,O,X,X,X
JTIOZSL,O,O,X,X,X,X,X,X,X,X
JTLISZO,O,O,O,O,O,X,X,X,O,X
JTLISOZ,O,X,O,X,O,X,X,X,O,X
JTLIZSO,X,O,O,O,O,X,X,X,O,X
JTLIZOS,X,O,X,O,X,O,O,X,X,X
JTLIOSZ,O,X,O,X,X,X,X,X,O,X
JTLIOZS,O,O,X,X,X,X,O,X,X,X
JTLSIZO,O,X,O,O,O,X,X,X,O,X
JTLSIOZ,O,X,O,X,O,X,X,X,O,X
JTLSZIO,O,O,O,O,X,X,X,X,O,X
JTLSZOI,O,O,O,O,X,X,X,X,X,X
JTLSOIZ,O,X,O,X,O,X,X,X,O,X
JTLSOZI,O,X,O,X,X,X,X,X,X,X
JTLZISO,X,O,O,O,X,X,X,X,O,X
JTLZIOS,X,O,X,O,X,O,O,X,X,X
JTLZSIO,X,O,O,O,X,X,X,X,O,X
JTLZSOI,X,O,O,O,X,X,X,X,X,X
JTLZOIS,X,X,X,O,X,X,O,X,X,X
JTLZOSI,X,O,X,O,X,X,X,X,X,X
JTLOISZ,O,X,O,X,X,X,X,X,O,X
JTLOIZS,O,O,X,X,X,X,O,X,X,X
JTLOSIZ,O,X,O,X,X,X,X,X,O,X
JTLOSZI,O,O,O,X,X,X,X,X,X,X
JTLOZIS,O,O,X,X,X,X,O,X,X,X
JTLOZSI,O,O,X,X,X,X,X,X,X,X
JTSILZO,O,X,O,O,O,X,X,X,O,X
JTSILOZ,O,X,O,X,O,X,X,X,O,X
JTSIZLO,O,X,O,X,O,X,X,O,O,X
JTSIZOL,O,X,O,X,O,X,X,O,X,X
JTSIOLZ,O,X,O,X,O,X,X,X,O,X
JTSIOZL,O,X,O,X,O,X,X,X,X,X
JTSLIZO,O,X,O,O,O,X,X,X,O,X
JTSLIOZ,O,X,O,X,O,X,X,X,O,X
JTSLZIO,O,O,O,O,X,X,X,X,O,X
JTSLZOI,O,O,O,O,X,X,X,X,X,X
JTSLOIZ,O,X,O,X,O,X,X,X,O,X
JTSLOZI,O,X,O,X,X,X,X,X,X,X
JTSZILO,O,X,O,X,X,X,X,O,O,X
JTSZIOL,O,X,O,X,X,X,X,O,X,X
JTSZLIO,O,O,O,X,X,X,X,O,X,X
JTSZLOI,O,O,O,X,X,X,X,X,X,X
JTSZOIL,O,X,O,X,X,X,X,O,X,X
JTSZOLI,O,X,O,X,X,X,X,X,X,X
JTSOILZ,O,X,O,X,O,X,X,X,O,X
JTSOIZL,O,X,O,X,O,X,X,X,X,X
JTSOLIZ,O,X,O,X,O,X,X,X,X,X
JTSOLZI,O,O,O,X,X,X,X,X,X,X
JTSOZIL,O,X,O,X,X,X,X,X,X,X
JTSOZLI,O,O,O,X,X,X,X,X,X,X
JTZILSO,X,O,O,O,X,X,X,O,O,X
JTZILOS,X,O,X,O,X,O,O,X,X,X
JTZISLO,X,O,O,X,X,X,X,O,O,X
JTZISOL,X,X,O,X,X,X,X,O,X,X
JTZIOLS,O,O,X,X,X,X,O,X,X,X
JTZIOSL,O,X,X,X,X,X,X,O,X,X
JTZLISO,X,O,O,O,X,X,X,O,O,X
JTZLIOS,X,O,X,O,X,O,O,X,X,X
JTZLSIO,X,O,O,O,X,X,X,O,O,X
JTZLSOI,X,O,O,O,X,X,X,X,X,X
JTZLOIS,X,X,X,O,X,X,O,X,X,X
JTZLOSI,X,O,X,O,X,X,X,X,X,X
JTZSILO,X,X,O,X,X,X,X,O,O,X
JTZSIOL,X,X,O,X,X,X,X,O,X,X
JTZSLIO,X,O,O,X,X,X,X,O,X,X
JTZSLOI,X,O,O,X,X,X,X,X,X,X
JTZSOIL,X,X,O,X,X,X,X,O,X,X
JTZSOLI,X,X,O,X,X,X,X,X,X,X
JTZOILS,O,O,X,X,X,X,O,X,X,X
JTZOISL,O,X,X,X,X,X,X,O,X,X
JTZOLIS,O,O,X,X,X,X,O,X,X,X
JTZOLSI,O,O,X,X,X,X,X,X,X,X
JTZOSIL,O,X,X,X,X,X,X,O,X,X
JTZOSLI,O,O,X,X,X,X,X,X,X,X
JTOILSZ,O,O,O,X,X,X,X,X,O,X
JTOILZS,O,O,X,X,X,X,O,X,X,X
JTOISLZ,O,O,O,X,X,X,X,X,O,X
JTOISZL,O,O,O,X,X,X,X,X,X,X
JTOIZLS,O,O,X,X,X,X,O,X,X,X
JTOIZSL,O,O,X,X,X,X,X,X,X,X
JTOLISZ,O,O,O,X,X,X,X,X,O,X
JTOLIZS,O,O,X,X,X,X,O,X,X,X
JTOLSIZ,O,X,O,X,X,X,X,X,O,X
JTOLSZI,O,O,O,X,X,X,X,X,X,X
JTOLZIS,O,O,X,X,X,X,O,X,X,X
JTOLZSI,O,O,X,X,X,X,X,X,X,X
JTOSILZ,O,X,O,X,X,X,X,X,O,X
JTOSIZL,O,X,O,X,X,X,X,X,X,X
JTOSLIZ,O,X,O,X,X,X,X,X,X,X
JTOSLZI,O,O,O,X,X,X,X,X,X,X
JTOSZIL,O,X,O,X,X,X,X,X,X,X
JTOSZLI,O,O,O,X,X,X,X,X,X,X
JTOZILS,O,O,X,X,X,X,O,X,X,X
JTOZISL,O,O,X,X,X,X,X,X,X,X
JTOZLIS,O,O,X,X,X,X,O,X,X,X
JTOZLSI,O,O,X,X,X,X,X,X,X,X
JTOZSIL,O,X,X,X,X,X,X,X,X,X
JTOZSLI,O,O,X,X,X,X,X,X,X,X
JITLSZO,O,O,O,O,O,X,X,X,O,X
JITLSOZ,O,X,O,X,O,X,X,X,O,X
JITLZSO,X,O,O,O,O,X,X,X,O,X
JITLZOS,X,O,X,O,X,O,O,X,X,X
JITLOSZ,O,O,O,X,X,X,X,X,O,X
JITLOZS,O,O,X,X,X,X,O,X,X,X
JITSLZO,O,O,O,O,O,X,X,X,O,X
JITSLOZ,O,X,O,X,O,X,X,X,O,X
JITSZLO,O,O,O,X,O,X,X,O,O,X
JITSZOL,O,X,O,X,O,X,X,O,X,X
JITSOLZ,O,O,O,X,O,X,X,X,O,X
JITSOZL,O,O,O,X,O,X,X,X,X,X
JITZLSO,X,O,O,O,O,X,X,O,O,X
JITZLOS,X,O,X,O,X,O,O,X,X,X
JITZSLO,X,O,O,X,O,X,X,O,O,X
JITZSOL,X,X,O,X,O,X,X,O,X,X
JITZOLS,O,O,X,X,X,X,O,X,X,X
JITZOSL,O,O,X,X,X,X,X,O,X,X
JITOLSZ,O,O,O,X,X,X,X,X,O,X
JITOLZS,O,O,X,X,X,X,O,X,X,X
JITOSLZ,O,O,O,X,X,X,X,X,O,X
JITOSZL,O,O,O,X,X,X,X,X,X,X
JITOZLS,O,O,X,X,X,X,O,X,X,X
JITOZSL,O,O,X,X,X,X,X,X,X,X
JILTSZO,O,O,O,O,O,X,X,X,O,X
JILTSOZ,O,X,O,X,O,X,X,X,O,X
JILTZSO,X,O,O,O,O,X,X,X,O,X
JILTZOS,X,O,X,O,X,O,O,X,X,X
JILTOSZ,O,O,O,X,X,X,X,X,O,X
JILTOZS,O,O,X,X,X,X,O,X,X,X
JILSTZO,O,O,O,O,O,X,X,X,O,X
JILSTOZ,O,X,O,X,O,X,X,X,O,X
JILSZTO,O,X,O,O,O,X,X,O,O,X
JILSZOT,O,X,O,O,O,X,O,X,X,X
JILSOTZ,O,X,O,X,O,X,X,X,O,X
JILSOZT,O,X,O,O,O,X,O,X,X,X
JILZTSO,X,O,X,O,O,X,X,O,O,X
JILZTOS,X,O,X,O,X,O,O,X,X,X
JILZSTO,O,X,X,O,O,X,X,O,O,X
JILZSOT,O,X,X,O,O,X,O,X,X,X
JILZOTS,X,X,X,O,X,O,O,X,X,X
JILZOST,X,X,X,O,O,X,O,X,X,X
JILOTSZ,O,O,X,X,X,X,X,X,O,X
JILOTZS,O,O,X,X,X,O,O,X,X,X
JILOSTZ,O,O,X,X,O,X,X,X,O,X
JILOSZT,O,O,X,O,O,X,O,X,X,X
JILOZTS,O,O,X,O,X,O,O,X,X,X
JILOZST,O,O,X,O,O,X,O,X,X,X
JISTLZO,O,O,O,O,O,X,X,X,O,X
JISTLOZ,O,X,O,X,O,X,X,X,O,X
JISTZLO,O,O,O,X,O,X,X,O,O,X
JISTZOL,O,X,O,X,O,X,X,O,X,X
JISTOLZ,O,O,O,X,O,X,X,X,O,X
JISTOZL,O,O,O,X,O,X,X,X,X,X
JISLTZO,O,O,O,O,O,X,X,X,O,X
JISLTOZ,O,X,O,X,O,X,X,X,O,X
JISLZTO,O,X,O,O,O,X,X,O,O,X
JISLZOT,O,X,O,O,O,X,O,X,X,X
JISLOTZ,O,X,O,X,O,X,X,X,O,X
JISLOZT,O,X,O,O,O,X,O,X,X,X
JISZTLO,O,X,O,X,O,X,X,O,X,X
JISZTOL,O,X,O,X,O,X,X,O,X,X
JISZLTO,O,X,O,O,O,X,X,O,X,X
JISZLOT,O,X,O,O,O,X,O,X,X,X
JISZOTL,O,X,O,X,O,X,X,O,X,X
JISZOLT,O,X,O,X,O,X,O,X,X,X
JISOTLZ,O,O,O,X,O,X,X,X,X,X
JISOTZL,O,O,O,X,O,X,X,X,X,X
JISOLTZ,O,O,O,X,O,X,X,X,X,X
JISOLZT,O,O,O,O,O,X,O,X,X,X
JISOZTL,O,O,O,X,O,X,X,O,X,X
JISOZLT,O,O,O,X,O,X,O,X,X,X
JIZTLSO,X,O,O,O,O,X,X,O,O,X
JIZTLOS,X,O,X,O,X,X,O,X,X,X
JIZTSLO,X,O,O,X,O,X,X,O,O,X
JIZTSOL,X,X,O,X,O,X,X,O,X,O
JIZTOLS,O,O,X,X,X,X,O,X,X,X
JIZTOSL,O,O,X,X,X,X,X,O,X,O
JIZLTSO,X,O,X,O,O,X,X,O,O,X
JIZLTOS,X,O,X,O,X,X,O,X,X,X
JIZLSTO,O,X,X,O,O,X,X,O,O,X
JIZLSOT,O,X,X,O,O,X,O,X,X,X
JIZLOTS,X,X,X,O,X,X,O,X,X,X
