sequence,v115@9gB8HeB8HeB8CeA8DeC8BeB8MeOFJvhFXhBVnBaoB5?oBzqB0sB,v115@9gB8HeB8HeB8CeA8DeC8BeB8MeTAJvhFxhBXjBimB+?tB0qBlsB,v115@9gB8HeB8HeB8CeA8DeC8BeB8MexAJvhFVnBGjBilB/?tBzqB0sB,v115@9gB8HeB8HeB8CeA8DeC8BeB8MeTAJvhFOmBxiBFnBX?oB0qBSyB,v115@9gB8HeB8HeB8CeA8DeC8BeB8MelAJvhFUiB5oB/qBO?rBysBzsB,v115@9gB8HeB8HeB8CeA8DeC8BeB8MeXBJvhFxiB2qBFnB6?tBzsB0qB,v115@9gB8HeB8HeB8CeA8DeC8BeB8MexAJvhFTjB/qBarBF?nBGtB0sB,v115@9gB8HeB8HeB8CeA8DeC8BeB8MeUCJvhF5oB/qBFmBy?sBmqBzsB,v115@9gB8HeB8HeB8CeA8DeC8BeB8MeRCJvhFcoB/qBFmBT?nBSyBmqB,v115@9gB8HeB8HeB8CeA8DeC8BeB8MexBJvhFXjBTlBimB+?tBlsB0qB,v115@9gB8HeB8HeB8CeA8DeC8BeB8MeXBJvhFxiB2qBFnBC?tBTtB0qB,v115@9gB8HeB8HeB8CeA8DeC8BeB8MeUCJvhF/qBFmBxsBT?tBmqBCtB,v115@9gB8HeB8HeB8CeA8DeC8BeB8MeKFJvhFUiBFmBxsBX?tBzqBGtB
ISJZOLT,X,X,X,X,O,X,X,X,X,X,X,X,X
ISJOTLZ,X,X,O,X,O,X,O,X,X,X,X,X,X
ISJOTZL,X,X,O,X,O,X,X,X,X,X,X,X,X
ISJOLTZ,X,X,O,X,O,X,O,X,X,X,X,X,X
ISJOLZT,X,X,X,X,O,X,O,X,X,X,X,X,X
ISJOZTL,X,X,X,X,O,X,X,X,X,X,X,X,X
ISJOZLT,X,X,X,X,O,X,X,X,X,X,X,X,X
ISZTLJO,O,X,X,X,X,X,X,O,X,X,X,X,X
ISZTLOJ,O,X,X,X,X,X,X,O,X,X,X,O,X
ISZTJLO,O,X,X,X,X,X,X,O,X,X,X,X,X
ISZTJOL,O,X,X,X,X,X,X,X,X,X,X,O,X
ISZTOLJ,O,X,X,X,X,X,X,O,X,X,X,O,X
ISZTOJL,O,X,X,X,X,X,X,X,X,X,X,O,X
ISZLTJO,O,X,X,X,X,X,X,O,X,X,X,X,O
ISZLTOJ,O,X,X,X,X,X,X,O,X,X,X,O,O
ISZLJTO,O,X,X,X,O,X,X,O,X,X,X,X,X
ISZLJOT,X,X,X,X,O,X,X,X,X,X,X,X,X
ISZLOTJ,O,X,X,X,X,X,X,O,X,X,X,X,X
ISZLOJT,O,X,X,X,X,X,X,X,X,X,X,X,X
ISZJTLO,O,X,X,X,O,X,X,X,X,X,X,X,X
ISZJTOL,O,X,X,X,O,X,X,X,X,X,X,O,X
ISZJLTO,O,X,X,X,O,X,X,X,X,X,X,X,X
ISZJLOT,X,X,X,X,O,X,X,X,X,X,X,X,X
ISZJOTL,X,X,X,X,O,X,X,X,X,X,X,X,X
ISZJOLT,X,X,X,X,O,X,X,X,X,X,X,X,X
ISZOTLJ,O,X,X,X,X,X,X,X,X,X,X,O,X
ISZOTJL,O,X,X,X,X,X,X,X,X,X,X,O,X
ISZOLTJ,O,X,X,X,X,X,X,X,X,X,X,X,X
ISZOLJT,O,X,X,X,X,X,X,X,X,X,X,X,X
ISZOJTL,O,X,X,X,X,X,X,X,X,X,X,X,X
ISZOJLT,O,X,X,X,X,X,X,X,X,X,X,X,X
ISOTLJZ,O,X,O,X,X,X,X,X,X,X,X,X,X
ISOTLZJ,O,X,O,X,X,X,X,O,O,X,X,O,X
ISOTJLZ,O,X,O,X,X,X,X,X,X,X,X,X,X
ISOTJZL,O,X,O,X,X,X,X,X,X,X,X,O,X
ISOTZLJ,O,X,X,X,X,X,X,O,X,X,X,O,X
ISOTZJL,O,X,O,X,X,X,X,X,X,X,X,O,X
ISOLTJZ,O,X,O,X,X,X,X,X,X,X,X,X,X
ISOLTZJ,O,X,O,X,X,X,X,O,O,X,X,X,X
ISOLJTZ,O,X,O,X,O,X,X,X,X,X,X,X,X
ISOLJZT,O,X,X,X,O,X,X,X,X,X,X,X,X
ISOLZTJ,O,X,O,X,X,X,X,O,O,X,X,X,X
ISOLZJT,O,X,X,X,X,X,X,X,O,X,X,X,X
ISOJTLZ,O,X,O,X,O,X,X,X,X,X,X,X,X
ISOJTZL,O,X,O,X,O,X,X,X,X,X,X,X,X
ISOJLTZ,O,X,O,X,O,X,X,X,X,X,X,X,X
ISOJLZT,O,X,X,X,O,X,X,X,X,X,X,X,X
ISOJZTL,O,X,X,X,O,X,X,X,X,X,X,X,X
ISOJZLT,O,X,X,X,O,X,X,X,X,X,X,X,X
ISOZTLJ,O,X,X,X,X,X,X,X,X,X,X,O,X
ISOZTJL,O,X,X,X,X,X,X,X,X,X,X,O,X
ISOZLTJ,O,X,X,X,X,X,X,X,X,X,X,X,X
ISOZLJT,O,X,X,X,X,X,X,X,X,X,X,X,X
ISOZJTL,O,X,X,X,X,X,X,X,X,X,X,X,X
ISOZJLT,O,X,X,X,X,X,X,X,X,X,X,X,X
IZTLJSO,O,X,O,O,X,X,X,X,X,X,X,X,O
IZTLJOS,O,X,X,O,X,X,X,X,X,X,X,X,X
IZTLSJO,O,X,O,O,X,X,X,X,X,X,X,X,O
IZTLSOJ,O,X,O,O,X,X,X,X,X,X,X,X,O
IZTLOJS,O,X,X,O,X,X,X,X,X,X,X,X,X
IZTLOSJ,O,X,O,O,X,X,X,X,X,X,X,X,O
IZTJLSO,O,X,X,O,X,X,X,X,X,X,X,X,X
IZTJLOS,O,X,X,O,X,X,X,X,X,X,X,X,X
IZTJSLO,O,X,O,X,X,X,X,X,X,X,X,X,X
IZTJSOL,O,X,O,O,X,X,X,X,X,X,X,X,X
IZTJOLS,O,X,X,O,X,X,X,X,X,X,X,X,X
IZTJOSL,O,X,X,O,X,X,X,X,X,X,X,X,X
IZTSLJO,O,X,O,X,X,X,X,X,X,X,X,X,X
IZTSLOJ,O,X,O,X,X,X,X,X,X,X,X,O,X
IZTSJLO,O,X,O,X,X,X,X,X,X,X,X,X,X
IZTSJOL,O,X,O,O,X,X,X,X,X,X,X,O,X
IZTSOLJ,O,X,O,X,X,X,X,X,X,X,X,O,X
IZTSOJL,O,X,O,O,X,X,X,X,X,X,X,O,X
IZTOLJS,O,X,O,O,X,X,X,X,X,X,X,X,X
IZTOLSJ,O,X,O,O,X,X,X,X,X,X,X,X,X
IZTOJLS,O,X,X,O,X,X,X,X,X,X,X,X,X
IZTOJSL,O,X,O,O,X,X,X,X,X,X,X,X,X
IZTOSLJ,O,X,O,X,X,X,X,X,X,X,X,X,X
IZTOSJL,O,X,O,O,X,X,X,X,X,X,X,X,X
IZLTJSO,O,O,O,O,O,X,X,X,X,X,X,X,O
IZLTJOS,O,O,X,O,X,X,X,X,X,X,X,X,X
IZLTSJO,O,X,O,O,X,X,X,O,X,X,X,X,O
IZLTSOJ,O,X,O,O,X,X,X,O,X,X,X,X,O
IZLTOJS,O,O,X,O,X,X,X,X,X,X,X,X,X
IZLTOSJ,O,X,O,O,X,X,X,X,X,X,X,X,O
IZLJTSO,O,O,O,O,O,X,X,X,X,X,X,X,O
IZLJTOS,O,O,X,O,X,X,X,X,X,X,X,X,X
IZLJSTO,O,O,X,O,O,X,X,O,X,X,X,X,X
IZLJSOT,X,O,X,O,O,X,X,X,X,X,X,X,X
IZLJOTS,O,O,X,O,X,X,X,X,X,X,X,X,X
IZLJOST,O,O,X,O,O,X,X,X,X,X,X,X,X
IZLSTJO,O,X,O,O,X,X,X,O,X,X,X,X,O
IZLSTOJ,O,X,O,O,X,X,X,O,X,X,X,O,O
IZLSJTO,O,O,X,O,O,X,X,O,X,X,X,X,X
IZLSJOT,X,O,X,O,O,X,X,X,X,X,X,X,X
IZLSOTJ,O,X,X,O,X,X,X,O,X,X,X,X,X
IZLSOJT,O,O,X,O,X,X,X,X,X,X,X,X,X
IZLOTJS,O,O,X,O,X,X,X,X,X,X,X,X,X
IZLOTSJ,O,X,O,O,X,X,X,X,X,X,X,X,O
IZLOJTS,O,O,X,O,X,X,X,X,X,X,X,X,X
IZLOJST,O,O,X,O,O,X,X,X,X,X,X,X,X
IZLOSTJ,O,X,X,O,X,X,X,O,X,X,X,X,X
IZLOSJT,O,O,X,O,X,X,X,X,X,X,X,X,X
IZJTLSO,O,O,X,O,O,X,X,X,X,X,X,X,X
IZJTLOS,O,O,X,O,X,X,X,X,X,X,X,X,X
IZJTSLO,O,O,X,X,O,X,X,X,X,X,X,X,X
IZJTSOL,O,O,X,O,O,X,X,X,X,X,X,X,X
IZJTOLS,O,O,X,O,X,X,X,X,X,X,X,X,X
IZJTOSL,O,O,X,O,X,X,X,X,X,X,X,X,X
IZJLTSO,O,O,X,O,O,X,X,X,X,X,X,X,O
IZJLTOS,O,O,X,O,X,X,X,X,X,X,X,X,X
IZJLSTO,O,O,X,O,O,X,X,X,X,X,X,X,X
IZJLSOT,X,O,X,O,O,X,X,X,X,X,X,X,X
IZJLOTS,O,O,X,O,X,X,X,X,X,X,X,X,X
IZJLOST,O,O,X,O,O,X,X,X,X,X,X,X,X
IZJSTLO,O,X,X,X,O,X,X,X,X,X,X,X,X
IZJSTOL,O,O,X,X,O,X,X,X,X,X,X,O,X
IZJSLTO,O,O,X,X,O,X,X,X,X,X,X,X,X
IZJSLOT,X,O,X,X,O,X,X,X,X,X,X,X,X
IZJSOTL,X,O,X,X,O,X,X,X,X,X,X,X,X
IZJSOLT,X,O,X,X,O,X,X,X,X,X,X,X,X
IZJOTLS,O,O,X,O,X,X,X,X,X,X,X,X,X
IZJOTSL,O,O,X,O,X,X,X,X,X,X,X,X,X
IZJOLTS,O,O,X,O,X,X,X,X,X,X,X,X,X
IZJOLST,O,O,X,O,O,X,X,X,X,X,X,X,X
IZJOSTL,O,O,X,X,O,X,X,X,X,X,X,X,X
IZJOSLT,O,O,X,X,O,X,X,X,X,X,X,X,X
IZSTLJO,O,X,O,X,X,X,X,O,X,X,X,X,X
IZSTLOJ,O,X,O,X,X,X,X,O,X,X,X,O,X
IZSTJLO,O,X,O,X,X,X,X,O,X,X,X,X,X
IZSTJOL,O,X,O,X,X,X,X,X,X,X,X,O,X
IZSTOLJ,O,X,O,X,X,X,X,O,X,X,X,O,X
IZSTOJL,O,X,O,X,X,X,X,X,X,X,X,O,X
IZSLTJO,O,X,O,X,X,X,X,O,X,X,X,X,O
IZSLTOJ,O,X,O,X,X,X,X,O,X,X,X,O,O
IZSLJTO,O,X,X,X,O,X,X,O,X,X,X,X,X
IZSLJOT,X,X,X,X,O,X,X,X,X,X,X,X,X
IZSLOTJ,O,X,X,X,X,X,X,O,X,X,X,X,X
IZSLOJT,O,X,X,X,X,X,X,X,X,X,X,X,X
IZSJTLO,O,X,O,X,O,X,X,X,X,X,X,X,X
IZSJTOL,O,X,O,X,O,X,X,X,X,X,X,O,X
IZSJLTO,O,X,X,X,O,X,X,X,X,X,X,X,X
IZSJLOT,X,X,X,X,O,X,X,X,X,X,X,X,X
IZSJOTL,X,X,O,X,O,X,X,X,X,X,X,X,X
IZSJOLT,X,X,X,X,O,X,X,X,X,X,X,X,X
IZSOTLJ,O,X,O,X,X,X,X,X,X,X,X,O,X
IZSOTJL,O,X,O,X,X,X,X,X,X,X,X,O,X
IZSOLTJ,O,X,O,X,X,X,X,X,X,X,X,X,X
IZSOLJT,O,X,X,X,X,X,X,X,X,X,X,X,X
IZSOJTL,O,X,O,X,X,X,X,X,X,X,X,X,X
IZSOJLT,O,X,X,X,X,X,X,X,X,X,X,X,X
IZOTLJS,O,X,O,O,X,X,X,X,X,X,X,X,X
IZOTLSJ,O,X,O,O,X,X,X,X,X,X,X,X,X
IZOTJLS,O,X,X,O,X,X,X,X,X,X,X,X,X
IZOTJSL,O,X,O,O,X,X,X,X,X,X,X,X,X
IZOTSLJ,O,X,O,X,X,X,X,X,X,X,X,X,X
IZOTSJL,O,X,O,O,X,X,X,X,X,X,X,X,X
IZOLTJS,O,O,O,O,X,X,X,X,X,X,X,X,X
IZOLTSJ,O,X,O,O,X,X,X,X,X,X,X,X,O
IZOLJTS,O,O,O,O,X,X,X,X,X,X,X,X,X
IZOLJST,O,O,X,O,X,X,X,X,X,X,X,X,X
IZOLSTJ,O,X,O,O,X,X,X,X,X,X,X,X,X
IZOLSJT,O,O,X,O,X,X,X,X,X,X,X,X,X
IZOJTLS,O,O,X,O,X,X,X,X,X,X,X,X,X
IZOJTSL,O,O,X,O,X,X,X,X,X,X,X,X,X
IZOJLTS,O,O,X,O,X,X,X,X,X,X,X,X,X
IZOJLST,O,O,X,O,X,X,X,X,X,X,X,X,X
IZOJSTL,O,O,X,X,X,X,X,X,X,X,X,X,X
IZOJSLT,O,O,X,X,X,X,X,X,X,X,X,X,X
IZOSTLJ,O,X,O,X,X,X,X,X,X,X,X,O,X
IZOSTJL,O,X,O,X,X,X,X,X,X,X,X,O,X
IZOSLTJ,O,X,O,X,X,X,X,X,X,X,X,X,X
IZOSLJT,O,X,X,X,X,X,X,X,X,X,X,X,X
IZOSJTL,O,X,O,X,X,X,X,X,X,X,X,X,X
IZOSJLT,O,X,X,X,X,X,X,X,X,X,X,X,X
IOTLJSZ,O,X,O,X,X,O,X,X,X,X,X,X,X
IOTLJZS,O,X,O,X,X,O,X,X,X,X,X,X,X
IOTLSJZ,O,X,O,X,X,O,X,X,X,X,X,X,X
IOTLSZJ,O,X,O,X,X,O,X,X,X,X,X,X,X
IOTLZJS,O,X,O,X,X,O,X,X,X,X,X,X,X
IOTLZSJ,O,X,O,X,X,O,X,X,X,X,X,X,X
IOTJLSZ,O,X,X,X,X,O,X,X,X,X,X,X,X
IOTJLZS,O,X,X,X,X,O,X,X,X,X,X,X,X
IOTJSLZ,O,X,O,X,X,O,X,X,X,X,X,X,X
IOTJSZL,O,X,O,X,X,X,X,X,X,X,X,X,X
IOTJZLS,O,X,X,X,X,X,X,X,X,X,X,X,X
IOTJZSL,O,X,O,X,X,X,X,X,X,X,X,X,X
IOTSLJZ,O,X,O,X,X,O,X,X,X,X,X,X,X
IOTSLZJ,O,X,O,X,X,O,X,X,X,X,X,X,X
IOTSJLZ,O,X,O,X,X,O,X,X,X,X,X,X,X
IOTSJZL,O,X,O,X,X,X,X,X,X,X,X,X,X
IOTSZLJ,O,X,O,X,X,X,X,X,X,X,X,X,X
IOTSZJL,O,X,O,X,X,X,X,X,X,X,X,X,X
IOTZLJS,O,X,O,X,X,X,X,X,X,X,X,X,X
IOTZLSJ,O,X,O,X,X,X,X,X,X,X,X,X,X
IOTZJLS,O,X,X,X,X,X,X,X,X,X,X,X,X
IOTZJSL,O,X,O,X,X,X,X,X,X,X,X,X,X
IOTZSLJ,O,X,O,X,X,X,X,X,X,X,X,X,X
IOTZSJL,O,X,O,X,X,X,X,X,X,X,X,X,X
IOLTJSZ,O,X,O,X,X,O,X,X,X,X,X,X,X
IOLTJZS,O,X,O,X,X,O,X,X,X,X,X,X,X
IOLTSJZ,O,X,O,X,X,O,X,X,X,X,X,X,X
IOLTSZJ,O,X,O,X,X,O,X,X,X,X,X,X,O
IOLTZJS,O,X,O,X,X,O,X,X,X,X,X,X,X
IOLTZSJ,O,X,O,X,X,O,X,X,X,X,X,X,O
IOLJTSZ,O,X,O,X,X,O,X,X,X,O,X,X,X
IOLJTZS,O,X,O,X,X,O,X,X,X,O,X,X,X
IOLJSTZ,O,X,O,X,O,O,X,X,X,O,X,X,X
IOLJSZT,O,X,X,X,O,X,X,X,X,X,X,X,X
IOLJZTS,O,X,O,X,X,X,X,X,X,X,X,X,X
IOLJZST,O,X,X,X,O,X,X,X,X,X,X,X,X
IOLSTJZ,O,X,O,X,X,X,X,X,X,X,X,X,X
IOLSTZJ,O,X,O,X,X,X,X,O,O,X,X,X,X
IOLSJTZ,O,X,O,X,O,X,X,X,X,X,X,X,X
IOLSJZT,O,X,X,X,O,X,X,X,X,X,X,X,X
IOLSZTJ,O,X,O,X,X,X,X,O,O,X,X,X,X
IOLSZJT,O,X,X,X,X,X,X,X,O,X,X,X,X
IOLZTJS,O,X,O,X,X,X,X,X,X,X,X,X,X
IOLZTSJ,O,X,O,X,X,X,X,X,O,X,X,X,O
IOLZJTS,O,X,O,X,X,X,X,X,X,X,X,X,X
IOLZJST,O,X,X,X,O,X,X,X,O,X,X,X,X
IOLZSTJ,O,X,O,X,X,X,X,O,O,X,X,X,X
IOLZSJT,O,X,X,X,X,X,X,X,O,X,X,X,X
IOJTLSZ,O,X,X,X,X,O,X,X,X,O,X,X,X
IOJTLZS,O,X,X,X,X,O,X,X,X,O,X,X,X
IOJTSLZ,O,X,X,X,X,O,X,X,X,O,X,X,X
IOJTSZL,O,X,X,X,X,X,X,X,X,X,X,X,X
IOJTZLS,O,X,X,X,X,X,X,X,X,X,X,X,X
IOJTZSL,O,X,X,X,X,X,X,X,X,X,X,X,X
IOJLTSZ,O,X,X,X,X,O,X,X,X,O,X,X,X
IOJLTZS,O,X,X,X,X,O,X,X,X,O,X,X,X
IOJLSTZ,O,X,X,X,O,O,X,X,X,O,X,X,X
IOJLSZT,O,X,X,X,O,X,X,X,X,X,X,X,X
IOJLZTS,O,X,X,X,X,X,X,X,X,X,X,X,X
IOJLZST,O,X,X,X,O,X,X,X,X,X,X,X,X
IOJSTLZ,O,X,X,X,O,O,X,X,X,X,X,X,X
IOJSTZL,O,X,X,X,O,X,X,X,X,X,X,X,X
IOJSLTZ,O,X,X,X,O,O,X,X,X,O,X,X,X
IOJSLZT,O,X,X,X,O,X,X,X,X,X,X,X,X
IOJSZTL,O,X,X,X,O,X,X,X,X,X,X,X,X
IOJSZLT,O,X,X,X,O,X,X,X,X,X,X,X,X
IOJZTLS,O,X,X,X,X,X,X,X,X,X,X,X,X
IOJZTSL,O,X,X,X,X,X,X,X,X,X,X,X,X
IOJZLTS,O,X,X,X,X,X,X,X,X,X,X,X,X
IOJZLST,O,X,X,X,O,X,X,X,X,X,X,X,X
IOJZSTL,O,X,X,X,O,X,X,X,X,X,X,X,X
IOJZSLT,O,X,X,X,O,X,X,X,X,X,X,X,X
IOSTLJZ,O,X,O,X,X,X,X,X,X,X,X,X,X
IOSTLZJ,O,X,O,X,X,X,X,O,O,X,X,O,X
IOSTJLZ,O,X,O,X,X,X,X,X,X,X,X,X,X
IOSTJZL,O,X,O,X,X,X,X,X,X,X,X,O,X
IOSTZLJ,O,X,X,X,X,X,X,O,X,X,X,O,X
IOSTZJL,O,X,O,X,X,X,X,X,X,X,X,O,X
IOSLTJZ,O,X,O,X,X,X,X,X,X,X,X,X,X
IOSLTZJ,O,X,O,X,X,X,X,O,O,X,X,X,X
IOSLJTZ,O,X,O,X,O,X,X,X,X,X,X,X,X
IOSLJZT,O,X,X,X,O,X,X,X,X,X,X,X,X
IOSLZTJ,O,X,O,X,X,X,X,O,O,X,X,X,X
IOSLZJT,O,X,X,X,X,X,X,X,O,X,X,X,X
IOSJTLZ,O,X,O,X,O,X,X,X,X,X,X,X,X
IOSJTZL,O,X,O,X,O,X,X,X,X,X,X,X,X
IOSJLTZ,O,X,O,X,O,X,X,X,X,X,X,X,X
IOSJLZT,O,X,X,X,O,X,X,X,X,X,X,X,X
IOSJZTL,O,X,X,X,O,X,X,X,X,X,X,X,X
IOSJZLT,O,X,X,X,O,X,X,X,X,X,X,X,X
IOSZTLJ,O,X,X,X,X,X,X,X,X,X,X,O,X
IOSZTJL,O,X,X,X,X,X,X,X,X,X,X,O,X
IOSZLTJ,O,X,X,X,X,X,X,X,X,X,X,X,X
IOSZLJT,O,X,X,X,X,X,X,X,X,X,X,X,X
IOSZJTL,O,X,X,X,X,X,X,X,X,X,X,X,X
IOSZJLT,O,X,X,X,X,X,X,X,X,X,X,X,X
IOZTLJS,O,X,O,X,X,X,X,X,X,X,X,X,X
IOZTLSJ,O,X,O,X,X,X,X,X,X,X,X,X,X
IOZTJLS,O,X,X,X,X,X,X,X,X,X,X,X,X
IOZTJSL,O,X,O,X,X,X,X,X,X,X,X,X,X
IOZTSLJ,O,X,O,X,X,X,X,X,X,X,X,X,X
IOZTSJL,O,X,O,X,X,X,X,X,X,X,X,X,X
IOZLTJS,O,X,O,X,X,X,X,X,X,X,X,X,X
IOZLTSJ,O,X,O,X,X,X,X,X,X,X,X,X,O
IOZLJTS,O,X,O,X,X,X,X,X,X,X,X,X,X
IOZLJST,O,X,X,X,X,X,X,X,X,X,X,X,X
IOZLSTJ,O,X,O,X,X,X,X,X,X,X,X,X,X
IOZLSJT,O,X,X,X,X,X,X,X,X,X,X,X,X
IOZJTLS,O,X,X,X,X,X,X,X,X,X,X,X,X
IOZJTSL,O,X,X,X,X,X,X,X,X,X,X,X,X
IOZJLTS,O,X,X,X,X,X,X,X,X,X,X,X,X
IOZJLST,O,X,X,X,X,X,X,X,X,X,X,X,X
IOZJSTL,O,X,X,X,X,X,X,X,X,X,X,X,X
IOZJSLT,O,X,X,X,X,X,X,X,X,X,X,X,X
IOZSTLJ,O,X,O,X,X,X,X,X,X,X,X,O,X
IOZSTJL,O,X,O,X,X,X,X,X,X,X,X,O,X
IOZSLTJ,O,X,O,X,X,X,X,X,X,X,X,X,X
IOZSLJT,O,X,X,X,X,X,X,X,X,X,X,X,X
IOZSJTL,O,X,O,X,X,X,X,X,X,X,X,X,X
IOZSJLT,O,X,X,X,X,X,X,X,X,X,X,X,X
LTIJSZO,O,O,O,O,O,X,X,X,X,X,X,X,O
LTIJSOZ,O,X,O,O,O,O,X,X,X,X,O,X,X
LTIJZSO,O,O,O,O,O,X,X,X,X,X,X,X,O
LTIJZOS,O,O,X,O,X,X,X,X,X,X,X,X,X
LTIJOSZ,O,X,X,X,X,X,X,X,X,X,O,X,X
LTIJOZS,O,X,X,O,X,X,X,X,X,X,O,X,X
LTISJZO,O,X,O,O,O,X,X,O,X,X,X,X,O
LTISJOZ,O,X,O,O,O,O,X,X,X,X,O,X,X
LTISZJO,O,X,O,O,X,X,X,O,X,X,X,X,O
LTISZOJ,O,X,O,O,X,X,X,O,X,X,X,X,O
LTISOJZ,O,X,O,O,X,X,X,X,X,X,X,X,X
LTISOZJ,O,X,X,O,X,X,X,O,X,X,X,X,O
LTIZJSO,O,O,O,O,O,X,X,X,X,X,X,X,O
LTIZJOS,O,O,X,O,X,X,X,X,X,X,X,X,X
LTIZSJO,O,X,O,O,X,X,X,O,X,X,X,X,O
LTIZSOJ,O,X,O,O,X,X,X,O,X,X,X,X,O
LTIZOJS,O,O,X,O,X,X,X,X,X,X,X,X,X
LTIZOSJ,O,X,O,O,X,X,X,X,X,X,X,X,O
LTIOJSZ,O,X,X,X,X,X,X,X,X,X,X,X,X
LTIOJZS,O,X,X,O,X,X,X,X,X,X,X,X,X
LTIOSJZ,O,X,O,X,X,X,X,X,X,X,X,X,X
LTIOSZJ,O,X,X,X,X,X,X,X,X,X,X,X,O
LTIOZJS,O,X,X,O,X,X,X,X,X,X,X,X,X
LTIOZSJ,O,X,O,O,X,X,X,X,X,X,X,X,O
LTJISZO,O,O,O,O,O,X,X,X,X,O,X,X,O
LTJISOZ,O,O,O,O,O,O,X,X,X,O,O,X,X
LTJIZSO,O,O,O,O,O,X,X,X,X,O,X,X,O
LTJIZOS,O,O,X,O,X,X,X,X,X,O,X,X,X
LTJIOSZ,O,O,X,X,X,X,X,X,X,O,O,X,X
LTJIOZS,O,O,X,O,X,X,X,X,X,O,O,X,X
LTJSIZO,O,O,O,O,O,X,O,X,X,O,X,X,X
LTJSIOZ,O,O,O,O,O,O,O,X,X,O,O,X,X
LTJSZIO,O,O,O,O,O,X,O,X,X,O,X,X,X
LTJSZOI,O,O,O,O,O,O,O,X,X,O,O,X,X
LTJSOIZ,O,O,O,O,O,O,O,X,X,O,O,X,X
LTJSOZI,X,O,O,O,O,O,O,X,X,O,O,X,X
LTJZISO,O,O,O,O,O,X,X,X,X,O,X,X,O
LTJZIOS,O,O,X,O,X,X,X,X,X,O,X,X,X
LTJZSIO,O,O,O,O,O,X,X,X,X,O,X,X,X
LTJZSOI,O,O,O,O,O,O,X,X,X,O,O,X,X
LTJZOIS,O,O,X,O,X,X,X,X,X,O,O,X,X
LTJZOSI,O,O,X,O,X,X,X,X,X,O,O,X,X
LTJOISZ,O,O,X,X,X,O,X,X,X,O,O,X,X
LTJOIZS,O,O,X,O,X,O,X,X,X,O,O,X,X
LTJOSIZ,O,O,X,O,X,O,O,X,X,O,O,X,X
LTJOSZI,O,O,X,O,X,O,O,X,X,O,O,X,X
LTJOZIS,O,O,X,O,X,O,X,X,X,O,O,X,X
LTJOZSI,O,O,X,O,X,O,X,X,X,O,O,X,X
LTSIJZO,O,X,O,O,O,X,O,O,X,X,X,X,O
LTSIJOZ,O,X,O,O,O,O,O,X,X,X,O,X,X
LTSIZJO,O,X,O,O,X,X,O,O,X,X,X,X,O
LTSIZOJ,O,X,O,O,X,X,X,O,O,X,X,X,O
LTSIOJZ,O,X,O,O,X,X,O,X,X,X,X,X,X
LTSIOZJ,O,X,X,O,X,X,X,O,O,X,X,X,O
LTSJIZO,O,X,O,O,O,X,O,O,X,X,X,X,X
LTSJIOZ,O,X,O,O,O,O,O,X,X,X,O,X,X
LTSJZIO,O,X,O,O,O,X,O,O,X,X,X,X,X
LTSJZOI,O,X,O,O,O,O,O,X,O,X,O,X,X
LTSJOIZ,O,X,O,O,O,O,O,X,X,X,O,X,X
LTSJOZI,X,X,O,O,O,O,O,X,O,X,O,X,X
LTSZIJO,O,X,O,O,X,X,O,O,X,X,X,X,O
LTSZIOJ,O,X,O,O,X,X,X,O,O,X,X,X,O
LTSZJIO,O,X,O,O,X,X,O,O,X,X,X,X,X
LTSZJOI,O,X,O,O,X,O,O,X,O,X,O,X,X
LTSZOIJ,O,X,O,O,X,X,X,O,O,X,X,X,X
LTSZOJI,O,X,O,O,X,X,X,X,O,X,X,X,X
LTSOIJZ,O,X,O,O,X,O,O,X,X,X,X,X,X
LTSOIZJ,O,X,O,O,X,O,X,O,O,X,X,X,X
LTSOJIZ,O,X,O,O,X,O,O,X,X,X,O,X,X
LTSOJZI,O,X,O,O,X,O,O,X,O,X,O,X,X
LTSOZIJ,O,X,O,O,X,O,X,O,O,X,X,X,X
LTSOZJI,O,X,O,O,X,O,X,X,O,X,X,X,X
LTZIJSO,O,O,O,O,O,X,X,X,X,X,X,X,O
LTZIJOS,O,O,X,O,X,X,X,X,X,X,X,X,X
LTZISJO,O,X,O,O,X,X,X,O,X,X,X,X,O
LTZISOJ,O,X,O,O,X,X,X,O,X,X,X,X,O
LTZIOJS,O,O,X,O,X,X,X,X,X,X,X,X,X
LTZIOSJ,O,X,O,O,X,X,X,X,X,X,X,X,O
LTZJISO,O,O,O,O,O,X,X,X,X,X,X,X,O
LTZJIOS,O,O,X,O,X,X,X,X,X,X,X,X,X
LTZJSIO,O,O,O,O,O,X,X,X,X,X,X,X,X
LTZJSOI,O,O,O,O,O,O,X,X,X,X,O,X,X
LTZJOIS,O,O,X,O,X,X,X,X,X,X,O,X,X
LTZJOSI,O,O,X,O,X,X,X,X,X,X,O,X,X
LTZSIJO,O,X,O,O,X,X,X,O,X,X,X,X,O
LTZSIOJ,O,X,O,O,X,X,X,O,O,X,X,X,O
LTZSJIO,O,X,O,O,X,X,X,O,X,X,X,X,X
LTZSJOI,O,X,O,O,X,O,X,X,O,X,O,X,X
LTZSOIJ,O,X,O,O,X,X,X,O,O,X,X,X,X
LTZSOJI,O,X,O,O,X,X,X,X,O,X,X,X,X
LTZOIJS,O,O,O,O,X,X,X,X,X,X,X,X,X
LTZOISJ,O,X,O,O,X,X,X,X,O,X,X,X,O
