sequence,v115@OhA8HeE8CeF8Je0/IvhFxgBXiBTjB2pBVrBSvB,v115@OhA8HeE8CeF8JeFBJvhFXiBTjBxkBmkB0pBCrB,v115@OhA8HeE8CeF8JeKEJvhFclBxhBTjBlmB3qBupB,v115@OhA8HeE8CeF8Jei/IvhFXiBTjBRlBGmB0pBlqB,v115@OhA8HeE8CeF8Jei/IvhFFhBXiBTjB0pBxqBGqB,v115@OhA8HeE8CeF8JeKEJvhFUgBFhBXiBTjBxqBWvB
SZLIOJT,X,O,X,O,O,O
SZLJTIO,X,O,O,X,X,X
SZLJTOI,X,O,O,X,O,X
SZLJITO,X,O,X,X,O,X
SZLJIOT,X,O,X,O,O,X
SZLJOTI,X,O,O,X,O,X
SZLJOIT,X,O,X,O,O,X
SZLOTIJ,X,O,O,O,O,O
SZLOTJI,X,O,O,X,O,X
SZLOITJ,X,O,O,O,O,O
SZLOIJT,X,O,X,O,O,O
SZLOJTI,X,O,O,X,O,X
SZLOJIT,X,O,X,O,O,X
SZJTILO,O,X,O,O,O,X
SZJTIOL,O,O,O,O,O,X
SZJTLIO,O,X,O,X,X,X
SZJTLOI,O,X,O,X,O,X
SZJTOIL,O,O,O,O,O,X
SZJTOLI,O,X,O,X,O,X
SZJITLO,O,X,X,X,O,X
SZJITOL,O,O,X,X,O,X
SZJILTO,X,O,X,X,O,X
SZJILOT,O,O,X,O,O,X
SZJIOTL,O,O,X,X,O,X
SZJIOLT,O,O,X,O,O,X
SZJLTIO,O,X,O,X,X,X
SZJLTOI,O,X,O,X,O,X
SZJLITO,X,X,X,X,O,X
SZJLIOT,O,X,X,O,O,X
SZJLOTI,O,X,O,X,O,X
SZJLOIT,O,X,X,O,O,X
SZJOTIL,O,O,O,O,O,X
SZJOTLI,O,X,O,X,O,X
SZJOITL,O,O,X,X,O,X
SZJOILT,O,O,X,O,O,X
SZJOLTI,O,X,O,X,O,X
SZJOLIT,O,X,X,O,O,X
SZOTILJ,X,O,O,O,O,O
SZOTIJL,O,O,O,O,O,X
SZOTLIJ,X,O,O,O,O,O
SZOTLJI,X,O,O,X,O,X
SZOTJIL,O,O,O,O,O,X
SZOTJLI,O,X,O,X,O,X
SZOITLJ,X,O,O,O,O,O
SZOITJL,O,O,O,O,O,X
SZOILTJ,X,O,O,O,O,O
SZOILJT,X,O,X,O,O,O
SZOIJTL,O,O,X,X,O,X
SZOIJLT,O,O,X,O,O,X
SZOLTIJ,X,O,O,O,O,O
SZOLTJI,X,O,O,X,O,X
SZOLITJ,X,O,O,O,O,O
SZOLIJT,X,O,X,O,O,O
SZOLJTI,X,O,O,X,O,X
SZOLJIT,X,O,X,O,O,X
SZOJTIL,O,O,O,O,O,X
SZOJTLI,O,X,O,X,O,X
SZOJITL,O,O,X,X,O,X
SZOJILT,O,O,X,O,O,X
SZOJLTI,O,X,O,X,O,X
SZOJLIT,O,X,X,O,O,X
SOTILJZ,O,O,O,O,X,O
SOTILZJ,X,O,O,O,O,O
SOTIJLZ,O,X,O,O,X,O
SOTIJZL,O,X,O,X,O,X
SOTIZLJ,X,O,O,O,O,O
SOTIZJL,O,O,O,O,O,X
SOTLIJZ,O,O,O,O,X,O
SOTLIZJ,X,O,O,O,O,O
SOTLJIZ,O,O,O,X,X,O
SOTLJZI,O,O,O,X,X,X
SOTLZIJ,X,O,O,O,O,O
SOTLZJI,X,O,O,X,O,X
SOTJILZ,O,X,O,O,X,O
SOTJIZL,O,X,O,X,O,X
SOTJLIZ,O,O,O,X,X,O
SOTJLZI,O,O,O,X,X,X
SOTJZIL,O,O,O,O,O,X
SOTJZLI,O,X,O,X,O,X
SOTZILJ,X,O,O,O,O,O
SOTZIJL,O,O,O,O,O,X
SOTZLIJ,X,O,O,O,O,O
SOTZLJI,X,O,O,X,O,X
SOTZJIL,O,O,O,O,O,X
SOTZJLI,O,X,O,X,O,X
SOITLJZ,O,O,O,O,X,O
SOITLZJ,X,O,O,O,O,O
SOITJLZ,O,X,O,O,X,O
SOITJZL,O,X,O,X,O,X
SOITZLJ,X,O,O,O,O,O
SOITZJL,O,O,O,O,O,X
SOILTJZ,O,O,O,X,X,O
SOILTZJ,X,O,O,X,O,O
SOILJTZ,X,O,X,X,X,O
SOILJZT,O,X,X,X,X,O
SOILZTJ,X,O,O,X,O,O
SOILZJT,X,O,X,X,O,O
SOIJTLZ,O,X,X,X,X,O
SOIJTZL,O,X,X,X,O,X
SOIJLTZ,X,X,X,X,X,O
SOIJLZT,O,X,X,X,X,O
SOIJZTL,O,X,X,X,O,X
SOIJZLT,O,X,X,X,O,X
SOIZTLJ,X,O,O,O,O,O
SOIZTJL,O,O,O,O,O,X
SOIZLTJ,X,O,O,O,O,O
SOIZLJT,X,O,X,O,O,O
SOIZJTL,O,O,X,X,O,X
SOIZJLT,O,O,X,O,O,X
SOLTIJZ,O,O,O,O,X,O
SOLTIZJ,X,O,O,O,O,O
SOLTJIZ,O,O,O,X,X,O
SOLTJZI,O,O,O,X,X,X
SOLTZIJ,X,O,O,O,O,O
SOLTZJI,X,O,O,X,O,X
SOLITJZ,O,O,O,X,X,O
SOLITZJ,X,O,O,X,O,O
SOLIJTZ,X,O,X,X,X,O
SOLIJZT,O,X,X,X,X,O
SOLIZTJ,X,O,O,X,O,O
SOLIZJT,X,O,X,X,O,O
SOLJTIZ,O,O,O,X,X,O
SOLJTZI,O,O,O,X,X,X
SOLJITZ,X,O,X,X,X,O
SOLJIZT,O,X,X,X,X,O
SOLJZTI,O,O,O,X,X,X
SOLJZIT,O,O,X,X,X,X
SOLZTIJ,X,O,O,O,O,O
SOLZTJI,X,O,O,X,O,X
SOLZITJ,X,O,O,O,O,O
SOLZIJT,X,O,X,O,O,O
SOLZJTI,X,O,O,X,O,X
SOLZJIT,X,O,X,O,O,X
SOJTILZ,O,X,O,O,X,O
SOJTIZL,O,X,O,X,O,X
SOJTLIZ,O,O,O,X,X,O
SOJTLZI,O,O,O,X,X,X
SOJTZIL,O,O,O,O,O,X
SOJTZLI,O,X,O,X,O,X
SOJITLZ,O,X,X,X,X,O
SOJITZL,O,X,X,X,O,X
SOJILTZ,X,X,X,X,X,O
SOJILZT,O,X,X,X,X,O
SOJIZTL,O,X,X,X,O,X
SOJIZLT,O,X,X,X,O,X
SOJLTIZ,O,O,O,X,X,O
SOJLTZI,O,O,O,X,X,X
SOJLITZ,X,O,X,X,X,O
SOJLIZT,O,X,X,X,X,O
SOJLZTI,O,O,O,X,X,X
SOJLZIT,O,O,X,X,X,X
SOJZTIL,O,O,O,O,O,X
SOJZTLI,O,X,O,X,O,X
SOJZITL,O,O,X,X,O,X
SOJZILT,O,O,X,O,O,X
SOJZLTI,O,X,O,X,O,X
SOJZLIT,O,X,X,O,O,X
SOZTILJ,X,O,O,O,O,O
SOZTIJL,O,O,O,O,O,X
SOZTLIJ,X,O,O,O,O,O
SOZTLJI,X,O,O,X,O,X
SOZTJIL,O,O,O,O,O,X
SOZTJLI,O,X,O,X,O,X
SOZITLJ,X,O,O,O,O,O
SOZITJL,O,O,O,O,O,X
SOZILTJ,X,O,O,O,O,O
SOZILJT,X,O,X,O,O,O
SOZIJTL,O,O,X,X,O,X
SOZIJLT,O,O,X,O,O,X
SOZLTIJ,X,O,O,O,O,O
SOZLTJI,X,O,O,X,O,X
SOZLITJ,X,O,O,O,O,O
SOZLIJT,X,O,X,O,O,O
SOZLJTI,X,O,O,X,O,X
SOZLJIT,X,O,X,O,O,X
SOZJTIL,O,O,O,O,O,X
SOZJTLI,O,X,O,X,O,X
SOZJITL,O,O,X,X,O,X
SOZJILT,O,O,X,O,O,X
SOZJLTI,O,X,O,X,O,X
SOZJLIT,O,X,X,O,O,X
ZTILJSO,X,O,X,O,O,X
ZTILJOS,X,O,X,O,O,X
ZTILSJO,X,O,O,O,O,X
ZTILSOJ,X,O,O,O,O,X
ZTILOJS,X,O,X,O,O,X
ZTILOSJ,X,O,O,O,O,X
ZTIJLSO,O,X,X,O,O,X
ZTIJLOS,O,X,X,O,O,X
ZTIJSLO,O,X,X,O,O,X
ZTIJSOL,O,O,X,O,O,X
ZTIJOLS,O,X,X,O,O,X
ZTIJOSL,O,O,X,O,O,X
ZTISLJO,X,O,O,O,O,X
ZTISLOJ,X,O,O,O,O,X
ZTISJLO,O,X,O,O,O,X
ZTISJOL,O,O,O,O,O,X
ZTISOLJ,X,O,O,O,O,X
ZTISOJL,O,O,O,O,O,X
ZTIOLJS,X,O,X,O,O,X
ZTIOLSJ,X,O,O,O,O,X
ZTIOJLS,O,X,X,O,O,X
ZTIOJSL,O,O,X,O,O,X
ZTIOSLJ,X,O,O,O,O,X
ZTIOSJL,O,O,O,O,O,X
ZTLIJSO,X,O,X,O,O,X
ZTLIJOS,X,O,X,O,O,X
ZTLISJO,X,O,O,O,O,X
ZTLISOJ,X,O,O,O,O,X
ZTLIOJS,X,O,X,O,O,X
ZTLIOSJ,X,O,O,O,O,X
ZTLJISO,X,O,X,O,X,X
ZTLJIOS,X,O,X,O,X,X
ZTLJSIO,X,O,X,X,X,X
ZTLJSOI,X,O,X,X,X,X
ZTLJOIS,X,O,X,O,X,X
ZTLJOSI,X,O,X,X,X,X
ZTLSIJO,X,O,O,O,O,X
ZTLSIOJ,X,O,O,O,O,X
ZTLSJIO,X,O,O,X,X,X
ZTLSJOI,X,O,O,X,O,X
ZTLSOIJ,X,O,O,O,O,X
ZTLSOJI,X,O,O,X,O,X
ZTLOIJS,X,O,X,O,O,X
ZTLOISJ,X,O,O,O,O,X
ZTLOJIS,X,O,X,O,X,X
ZTLOJSI,X,O,X,X,X,X
ZTLOSIJ,X,O,O,O,O,X
ZTLOSJI,X,O,O,X,O,X
ZTJILSO,O,X,X,O,X,X
ZTJILOS,O,X,X,O,X,X
ZTJISLO,O,X,X,O,X,X
ZTJISOL,O,X,X,O,X,X
ZTJIOLS,O,X,X,O,X,X
ZTJIOSL,O,X,X,O,X,X
ZTJLISO,O,X,X,O,X,X
ZTJLIOS,O,X,X,O,X,X
ZTJLSIO,O,X,X,X,X,X
ZTJLSOI,O,X,X,X,X,X
ZTJLOIS,O,X,X,O,X,X
ZTJLOSI,O,X,X,X,X,X
ZTJSILO,O,X,X,O,X,X
ZTJSIOL,O,X,X,O,X,X
ZTJSLIO,O,X,X,X,X,X
ZTJSLOI,O,X,X,X,X,X
ZTJSOIL,O,X,X,O,X,X
ZTJSOLI,O,X,X,X,X,X
ZTJOILS,O,X,X,O,X,X
ZTJOISL,O,X,X,O,X,X
ZTJOLIS,O,X,X,O,X,X
ZTJOLSI,O,X,X,X,X,X
ZTJOSIL,O,X,X,O,X,X
ZTJOSLI,O,X,X,X,X,X
ZTSILJO,X,O,O,O,O,X
ZTSILOJ,X,O,O,O,O,X
ZTSIJLO,O,X,O,O,O,X
ZTSIJOL,O,O,O,O,O,X
ZTSIOLJ,X,O,O,O,O,X
ZTSIOJL,O,O,O,O,O,X
ZTSLIJO,X,X,O,O,O,X
ZTSLIOJ,X,O,O,O,O,X
ZTSLJIO,X,X,O,X,X,X
ZTSLJOI,X,X,O,X,O,X
ZTSLOIJ,X,O,O,O,O,X
ZTSLOJI,X,X,O,X,O,X
ZTSJILO,O,X,O,O,O,X
ZTSJIOL,O,O,O,O,O,X
ZTSJLIO,O,X,O,X,X,X
ZTSJLOI,O,X,O,X,O,X
ZTSJOIL,O,O,O,O,O,X
ZTSJOLI,O,X,O,X,O,X
ZTSOILJ,X,O,O,O,O,X
ZTSOIJL,O,O,O,O,O,X
ZTSOLIJ,X,O,O,O,O,X
ZTSOLJI,X,X,O,X,O,X
ZTSOJIL,O,O,O,O,O,X
ZTSOJLI,O,X,O,X,O,X
ZTOILJS,X,O,X,O,O,X
ZTOILSJ,X,O,O,O,O,X
ZTOIJLS,O,X,X,O,O,X
ZTOIJSL,O,O,X,O,O,X
ZTOISLJ,X,O,O,O,O,X
ZTOISJL,O,O,O,O,O,X
ZTOLIJS,X,O,X,O,O,X
ZTOLISJ,X,O,O,O,O,X
ZTOLJIS,X,O,X,O,X,X
ZTOLJSI,X,O,X,X,X,X
ZTOLSIJ,X,O,O,O,O,X
ZTOLSJI,X,O,O,X,O,X
ZTOJILS,O,X,X,O,X,X
ZTOJISL,O,X,X,O,X,X
ZTOJLIS,O,X,X,O,X,X
ZTOJLSI,O,X,X,X,X,X
ZTOJSIL,O,X,X,O,X,X
ZTOJSLI,O,X,X,X,X,X
ZTOSILJ,X,O,O,O,O,X
ZTOSIJL,O,O,O,O,O,X
ZTOSLIJ,X,O,O,O,O,X
ZTOSLJI,X,X,O,X,O,X
ZTOSJIL,O,O,O,O,O,X
ZTOSJLI,O,X,O,X,O,X
ZITLJSO,X,O,X,O,O,O
ZITLJOS,X,O,X,O,O,O
ZITLSJO,X,O,O,O,O,O
ZITLSOJ,X,O,O,O,O,O
ZITLOJS,X,O,X,O,O,O
ZITLOSJ,X,O,O,O,O,O
ZITJLSO,X,X,X,O,O,X
ZITJLOS,X,X,X,O,O,X
ZITJSLO,X,X,X,O,O,X
ZITJSOL,X,O,X,O,O,X
ZITJOLS,X,X,X,O,O,X
ZITJOSL,X,O,X,O,O,X
ZITSLJO,X,O,O,O,O,O
ZITSLOJ,X,O,O,O,O,O
ZITSJLO,X,X,O,O,O,X
ZITSJOL,X,O,O,O,O,X
ZITSOLJ,X,O,O,O,O,O
ZITSOJL,X,O,O,O,O,X
ZITOLJS,X,O,X,O,O,O
ZITOLSJ,X,O,O,O,O,O
ZITOJLS,X,X,X,O,O,X
ZITOJSL,X,O,X,O,O,X
ZITOSLJ,X,O,O,O,O,O
ZITOSJL,X,O,O,O,O,X
ZILTJSO,X,O,X,O,O,O
ZILTJOS,X,O,X,O,O,O
ZILTSJO,X,O,O,O,O,O
ZILTSOJ,X,O,O,O,O,O
ZILTOJS,X,O,X,O,O,O
ZILTOSJ,X,O,O,O,O,O
ZILJTSO,X,O,X,X,O,O
ZILJTOS,X,O,X,X,O,O
ZILJSTO,X,O,X,X,O,O
ZILJSOT,X,O,X,O,O,O
ZILJOTS,X,O,X,X,O,O
ZILJOST,X,O,X,O,O,O
ZILSTJO,X,O,X,X,O,O
ZILSTOJ,X,O,X,O,O,O
ZILSJTO,X,O,X,X,O,O
ZILSJOT,X,O,X,O,O,O
ZILSOTJ,X,O,X,O,O,O
ZILSOJT,X,O,X,O,O,O
ZILOTJS,X,O,X,O,O,O
ZILOTSJ,X,O,O,O,O,O
ZILOJTS,X,O,X,X,O,O
ZILOJST,X,O,X,O,O,O
ZILOSTJ,X,O,X,O,O,O
ZILOSJT,X,O,X,O,O,O
ZIJTLSO,X,X,X,X,O,X
ZIJTLOS,X,X,X,X,O,X
ZIJTSLO,X,X,X,X,O,X
ZIJTSOL,X,O,X,X,O,X
ZIJTOLS,X,X,X,X,O,X
ZIJTOSL,X,O,X,X,O,X
ZIJLTSO,X,O,X,X,O,X
ZIJLTOS,X,O,X,X,O,X
ZIJLSTO,X,O,X,X,O,X
ZIJLSOT,X,O,X,O,O,X
ZIJLOTS,X,O,X,X,O,X
ZIJLOST,X,O,X,O,O,X
ZIJSTLO,X,X,X,X,O,X
ZIJSTOL,X,O,X,X,O,X
ZIJSLTO,X,O,X,X,O,X
ZIJSLOT,X,O,X,O,O,X
ZIJSOTL,X,O,X,X,O,X
ZIJSOLT,X,O,X,O,O,X
ZIJOTLS,X,X,X,X,O,X
ZIJOTSL,X,O,X,X,O,X
ZIJOLTS,X,O,X,X,O,X
ZIJOLST,X,O,X,O,O,X
ZIJOSTL,X,O,X,X,O,X
ZIJOSLT,X,O,X,O,O,X
ZISTLJO,X,O,X,O,O,O
ZISTLOJ,X,O,X,O,O,O
ZISTJLO,X,X,X,O,O,X
ZISTJOL,X,O,X,O,O,X
ZISTOLJ,X,O,X,O,O,O
ZISTOJL,X,O,X,O,O,X
ZISLTJO,X,O,X,X,O,O
ZISLTOJ,X,O,X,O,O,O
ZISLJTO,X,O,X,X,O,O
ZISLJOT,X,O,X,O,O,O
ZISLOTJ,X,O,X,O,O,O
ZISLOJT,X,O,X,O,O,O
ZISJTLO,X,X,X,X,O,X
ZISJTOL,X,O,X,X,O,X
ZISJLTO,X,O,X,X,O,X
ZISJLOT,X,O,X,O,O,X
ZISJOTL,X,O,X,X,O,X
ZISJOLT,X,O,X,O,O,X
ZISOTLJ,X,O,X,O,O,O
ZISOTJL,X,O,X,O,O,X
ZISOLTJ,X,O,X,O,O,O
ZISOLJT,X,O,X,O,O,O
ZISOJTL,X,O,X,X,O,X
ZISOJLT,X,O,X,O,O,X
ZIOTLJS,X,O,X,O,O,O
ZIOTLSJ,X,O,O,O,O,O
ZIOTJLS,X,X,X,O,O,X
ZIOTJSL,X,O,X,O,O,X
ZIOTSLJ,X,O,O,O,O,O
ZIOTSJL,X,O,O,O,O,X
ZIOLTJS,X,O,X,O,O,O
ZIOLTSJ,X,O,O,O,O,O
ZIOLJTS,X,O,X,X,O,O
ZIOLJST,X,O,X,O,O,O
ZIOLSTJ,X,O,X,O,O,O
ZIOLSJT,X,O,X,O,O,O
ZIOJTLS,X,X,X,X,O,X
ZIOJTSL,X,O,X,X,O,X
ZIOJLTS,X,O,X,X,O,X
ZIOJLST,X,O,X,O,O,X
ZIOJSTL,X,O,X,X,O,X
ZIOJSLT,X,O,X,O,O,X
ZIOSTLJ,X,O,X,O,O,O
ZIOSTJL,X,O,X,O,O,X
ZIOSLTJ,X,O,X,O,O,O
ZIOSLJT,X,O,X,O,O,O
ZIOSJTL,X,O,X,X,O,X
ZIOSJLT,X,O,X,O,O,X
ZLTIJSO,X,O,X,O,O,X
ZLTIJOS,X,O,X,O,O,X
ZLTISJO,X,O,O,O,O,X
ZLTISOJ,X,O,O,O,O,X
ZLTIOJS,X,O,X,O,O,X
ZLTIOSJ,X,O,O,O,O,X
ZLTJISO,X,O,X,O,X,X
ZLTJIOS,X,O,X,O,X,X
ZLTJSIO,X,O,X,X,X,X
ZLTJSOI,X,O,X,X,X,X
ZLTJOIS,X,O,X,O,X,X
ZLTJOSI,X,O,X,X,X,X
ZLTSIJO,X,O,O,O,O,X
ZLTSIOJ,X,O,O,O,O,X
ZLTSJIO,X,O,O,X,X,X
ZLTSJOI,X,O,O,X,O,X
ZLTSOIJ,X,O,O,O,O,X
ZLTSOJI,X,O,O,X,O,X
ZLTOIJS,X,O,X,O,O,X
ZLTOISJ,X,O,O,O,O,X
ZLTOJIS,X,O,X,O,X,X
ZLTOJSI,X,O,X,X,X,X
ZLTOSIJ,X,O,O,O,O,X
ZLTOSJI,X,O,O,X,O,X
ZLITJSO,X,O,X,O,O,O
ZLITJOS,X,O,X,O,O,O
ZLITSJO,X,O,O,O,O,O
ZLITSOJ,X,O,O,O,O,O
ZLITOJS,X,O,X,O,O,O
ZLITOSJ,X,O,O,O,O,O
ZLIJTSO,X,O,X,X,O,O
ZLIJTOS,X,O,X,X,O,O
ZLIJSTO,X,O,X,X,O,O
ZLIJSOT,X,O,X,O,O,O
ZLIJOTS,X,O,X,X,O,O
ZLIJOST,X,O,X,O,O,O
ZLISTJO,X,O,X,X,O,O
ZLISTOJ,X,O,X,O,O,O
ZLISJTO,X,O,X,X,O,O
ZLISJOT,X,O,X,O,O,O
ZLISOTJ,X,O,X,O,O,O
ZLISOJT,X,O,X,O,O,O
ZLIOTJS,X,O,X,O,O,O
ZLIOTSJ,X,O,O,O,O,O
ZLIOJTS,X,O,X,X,O,O
ZLIOJST,X,O,X,O,O,O
ZLIOSTJ,X,O,X,O,O,O
ZLIOSJT,X,O,X,O,O,O
ZLJTISO,X,O,X,O,X,X
ZLJTIOS,X,O,X,O,X,X
ZLJTSIO,X,O,X,X,X,X
ZLJTSOI,X,O,X,X,X,X
ZLJTOIS,X,O,X,O,X,X
ZLJTOSI,X,O,X,X,X,X
ZLJITSO,X,O,X,X,O,X
ZLJITOS,X,O,X,X,O,X
ZLJISTO,X,O,X,X,O,X
ZLJISOT,X,O,X,O,O,X
ZLJIOTS,X,O,X,X,O,X
ZLJIOST,X,O,X,O,O,X
ZLJSTIO,X,O,X,X,X,X
ZLJSTOI,X,O,X,X,O,X
ZLJSITO,X,O,X,X,O,X
ZLJSIOT,X,O,X,O,O,X
ZLJSOTI,X,O,X,X,O,X
ZLJSOIT,X,O,X,O,O,X
ZLJOTIS,X,O,X,O,X,X
ZLJOTSI,X,O,X,X,X,X
ZLJOITS,X,O,X,X,O,X
ZLJOIST,X,O,X,O,O,X
ZLJOSTI,X,O,X,X,O,X
ZLJOSIT,X,O,X,O,O,X
ZLSTIJO,X,O,O,O,O,O
ZLSTIOJ,X,O,O,O,O,O
ZLSTJIO,X,O,O,X,X,X
ZLSTJOI,X,O,O,X,O,X
ZLSTOIJ,X,O,O,O,O,O
ZLSTOJI,X,O,O,X,O,X
ZLSITJO,X,O,O,X,O,O
ZLSITOJ,X,O,O,O,O,O
ZLSIJTO,X,O,X,X,O,O
ZLSIJOT,X,O,X,O,O,O
ZLSIOTJ,X,O,O,O,O,O
ZLSIOJT,X,O,X,O,O,O
ZLSJTIO,X,O,O,X,X,X
ZLSJTOI,X,O,O,X,O,X
ZLSJITO,X,O,X,X,O,X
ZLSJIOT,X,O,X,O,O,X
ZLSJOTI,X,O,O,X,O,X
ZLSJOIT,X,O,X,O,O,X
ZLSOTIJ,X,O,O,O,O,O
ZLSOTJI,X,O,O,X,O,X
ZLSOITJ,X,O,O,O,O,O
ZLSOIJT,X,O,X,O,O,O
ZLSOJTI,X,O,O,X,O,X
ZLSOJIT,X,O,X,O,O,X
ZLOTIJS,X,O,X,O,O,X
ZLOTISJ,X,O,O,O,O,X
ZLOTJIS,X,O,X,O,X,X
ZLOTJSI,X,O,X,X,X,X
ZLOTSIJ,X,O,O,O,O,X
ZLOTSJI,X,O,O,X,O,X
ZLOITJS,X,O,X,O,O,O
ZLOITSJ,X,O,O,O,O,O
ZLOIJTS,X,O,X,X,O,O
ZLOIJST,X,O,X,O,O,O
ZLOISTJ,X,O,X,O,O,O
ZLOISJT,X,O,X,O,O,O
ZLOJTIS,X,O,X,O,X,X
ZLOJTSI,X,O,X,X,X,X
ZLOJITS,X,O,X,X,O,X
ZLOJIST,X,O,X,O,O,X
ZLOJSTI,X,O,X,X,O,X
ZLOJSIT,X,O,X,O,O,X
ZLOSTIJ,X,O,O,O,O,O
ZLOSTJI,X,O,O,X,O,X
ZLOSITJ,X,O,O,O,O,O
ZLOSIJT,X,O,X,O,O,O
ZLOSJTI,X,O,O,X,O,X
ZLOSJIT,X,O,X,O,O,X
ZJTILSO,O,X,X,O,X,X
ZJTILOS,O,X,X,O,X,X
ZJTISLO,O,X,X,O,X,X
ZJTISOL,O,X,X,O,X,X
ZJTIOLS,O,X,X,O,X,X
ZJTIOSL,O,X,X,O,X,X
ZJTLISO,O,X,X,O,X,X
ZJTLIOS,O,X,X,O,X,X
ZJTLSIO,O,X,X,X,X,X
ZJTLSOI,O,X,X,X,X,X
ZJTLOIS,O,X,X,O,X,X
ZJTLOSI,O,X,X,X,X,X
ZJTSILO,O,X,X,O,X,X
ZJTSIOL,O,X,X,O,X,X
ZJTSLIO,O,X,X,X,X,X
ZJTSLOI,O,X,X,X,X,X
ZJTSOIL,O,X,X,O,X,X
ZJTSOLI,O,X,X,X,X,X
ZJTOILS,O,X,X,O,X,X
ZJTOISL,O,X,X,O,X,X
ZJTOLIS,O,X,X,O,X,X
ZJTOLSI,O,X,X,X,X,X
ZJTOSIL,O,X,X,O,X,X
ZJTOSLI,O,X,X,X,X,X
ZJITLSO,O,X,X,X,O,X
ZJITLOS,O,X,X,X,O,X
ZJITSLO,O,X,X,X,O,X
ZJITSOL,O,O,X,X,O,X
ZJITOLS,O,X,X,X,O,X
ZJITOSL,O,O,X,X,O,X
ZJILTSO,X,O,X,X,O,X
ZJILTOS,X,O,X,X,O,X
ZJILSTO,X,O,X,X,O,X
ZJILSOT,O,O,X,O,O,X
ZJILOTS,X,O,X,X,O,X
ZJILOST,O,O,X,O,O,X
ZJISTLO,O,X,X,X,O,X
ZJISTOL,O,O,X,X,O,X
ZJISLTO,X,O,X,X,O,X
ZJISLOT,O,O,X,O,O,X
ZJISOTL,O,O,X,X,O,X
ZJISOLT,O,O,X,O,O,X
ZJIOTLS,O,X,X,X,O,X
ZJIOTSL,O,O,X,X,O,X
ZJIOLTS,X,O,X,X,O,X
ZJIOLST,O,O,X,O,O,X
ZJIOSTL,O,O,X,X,O,X
ZJIOSLT,O,O,X,O,O,X
ZJLTISO,O,O,X,O,X,X
ZJLTIOS,O,O,X,O,X,X
ZJLTSIO,O,O,X,X,X,X
ZJLTSOI,O,O,X,X,X,X
ZJLTOIS,O,O,X,O,X,X
ZJLTOSI,O,O,X,X,X,X
ZJLITSO,X,O,X,X,O,X
ZJLITOS,X,O,X,X,O,X
ZJLISTO,X,O,X,X,O,X
ZJLISOT,O,O,X,O,O,X
ZJLIOTS,X,O,X,X,O,X
ZJLIOST,O,O,X,O,O,X
ZJLSTIO,O,O,X,X,X,X
ZJLSTOI,O,O,X,X,O,X
ZJLSITO,X,O,X,X,O,X
ZJLSIOT,O,O,X,O,O,X
ZJLSOTI,O,O,X,X,O,X
ZJLSOIT,O,O,X,O,O,X
ZJLOTIS,O,O,X,O,X,X
ZJLOTSI,O,O,X,X,X,X
ZJLOITS,X,O,X,X,O,X
ZJLOIST,O,O,X,O,O,X
ZJLOSTI,O,O,X,X,O,X
ZJLOSIT,O,O,X,O,O,X
ZJSTILO,O,X,X,O,O,X
ZJSTIOL,O,O,X,O,O,X
ZJSTLIO,O,X,X,X,X,X
ZJSTLOI,O,X,X,X,O,X
ZJSTOIL,O,O,X,O,O,X
ZJSTOLI,O,X,X,X,O,X
ZJSITLO,O,X,X,X,O,X
ZJSITOL,O,O,X,X,O,X
ZJSILTO,X,O,X,X,O,X
ZJSILOT,O,O,X,O,O,X
ZJSIOTL,O,O,X,X,O,X
ZJSIOLT,O,O,X,O,O,X
ZJSLTIO,O,X,X,X,X,X
ZJSLTOI,O,X,X,X,O,X
ZJSLITO,X,X,X,X,O,X
ZJSLIOT,O,X,X,O,O,X
ZJSLOTI,O,X,X,X,O,X
ZJSLOIT,O,X,X,O,O,X
ZJSOTIL,O,O,X,O,O,X
ZJSOTLI,O,X,X,X,O,X
ZJSOITL,O,O,X,X,O,X
ZJSOILT,O,O,X,O,O,X
ZJSOLTI,O,X,X,X,O,X
ZJSOLIT,O,X,X,O,O,X
ZJOTILS,O,X,X,O,X,X
ZJOTISL,O,X,X,O,X,X
ZJOTLIS,O,X,X,O,X,X
ZJOTLSI,O,X,X,X,X,X
ZJOTSIL,O,X,X,O,X,X
ZJOTSLI,O,X,X,X,X,X
ZJOITLS,O,X,X,X,O,X
ZJOITSL,O,O,X,X,O,X
ZJOILTS,X,O,X,X,O,X
ZJOILST,O,O,X,O,O,X
ZJOISTL,O,O,X,X,O,X
ZJOISLT,O,O,X,O,O,X
ZJOLTIS,O,O,X,O,X,X
ZJOLTSI,O,O,X,X,X,X
ZJOLITS,X,O,X,X,O,X
ZJOLIST,O,O,X,O,O,X
ZJOLSTI,O,O,X,X,O,X
ZJOLSIT,O,O,X,O,O,X
ZJOSTIL,O,O,X,O,O,X
ZJOSTLI,O,X,X,X,O,X
ZJOSITL,O,O,X,X,O,X
ZJOSILT,O,O,X,O,O,X
ZJOSLTI,O,X,X,X,O,X
ZJOSLIT,O,X,X,O,O,X
ZSTILJO,X,O,O,O,O,O
ZSTILOJ,X,O,O,O,O,O
ZSTIJLO,O,X,O,O,O,X
ZSTIJOL,O,O,O,O,O,X
ZSTIOLJ,X,O,O,O,O,O
ZSTIOJL,O,O,O,O,O,X
ZSTLIJO,X,O,O,O,O,O
ZSTLIOJ,X,O,O,O,O,O
