sequence,v115@GhB8HeC8CeA8CeC8BeB8CeA8Jel/IvhF3gBcmBZoBO?sB6sBTqB,v115@GhB8HeC8CeA8CeC8BeB8CeA8Jel/IvhF3gBcmBZoB6?sBOsBTqB,v115@GhB8HeC8CeA8CeC8BeB8CeA8Jex/IvhFThBOnB8nBF?lB3qByxB,v115@GhB8HeC8CeA8CeC8BeB8CeA8Jex/IvhFThBiiBFlBc?sBetB3qB,v115@GhB8HeC8CeA8CeC8BeB8CeA8Jex/IvhFThBmiB1qBK?sBftBUqB,v115@GhB8HeC8CeA8CeC8BeB8CeA8Jex/IvhFThBiiB1qBm?sBUqB3sB,v115@GhB8HeC8CeA8CeC8BeB8CeA8Jex/IvhFThBFlBmnB3?qB0sBisB
ZOJLSTI,O,O,X,O,X,X,O
ZOJLSIT,O,O,X,O,X,X,X
ZOJSTIL,O,O,X,O,X,X,O
ZOJSTLI,O,O,X,O,X,X,O
ZOJSITL,O,O,X,O,X,X,O
ZOJSILT,O,O,X,O,X,X,X
ZOJSLTI,O,O,X,O,X,X,O
ZOJSLIT,O,O,X,O,X,X,X
ZOSTILJ,O,O,O,X,X,X,O
ZOSTIJL,O,O,X,O,X,X,O
ZOSTLIJ,O,O,O,X,X,X,O
ZOSTLJI,O,O,O,X,X,X,O
ZOSTJIL,O,O,X,O,X,X,O
ZOSTJLI,O,O,X,O,X,X,O
ZOSITLJ,O,O,X,X,X,X,O
ZOSITJL,O,O,X,X,X,X,O
ZOSILTJ,O,O,O,X,X,X,X
ZOSILJT,O,O,O,X,X,X,X
ZOSIJTL,O,O,X,O,X,X,O
ZOSIJLT,O,O,X,O,X,X,X
ZOSLTIJ,O,O,O,X,X,X,O
ZOSLTJI,O,O,O,X,X,X,O
ZOSLITJ,O,O,O,X,X,X,X
ZOSLIJT,O,O,O,X,X,X,X
ZOSLJTI,O,O,O,X,X,X,O
ZOSLJIT,O,O,O,X,X,X,X
ZOSJTIL,O,O,X,O,X,X,O
ZOSJTLI,O,O,X,O,X,X,O
ZOSJITL,O,O,X,O,X,X,O
ZOSJILT,O,O,X,O,X,X,X
ZOSJLTI,O,O,X,O,X,X,O
ZOSJLIT,O,O,X,O,X,X,X
OTILJSZ,X,X,X,X,O,O,X
OTILJZS,O,O,O,O,X,X,X
OTILSJZ,X,X,X,X,O,X,X
OTILSZJ,X,O,O,X,O,X,X
OTILZJS,O,O,O,X,X,X,X
OTILZSJ,O,O,O,X,O,X,X
OTIJLSZ,X,X,X,X,O,O,X
OTIJLZS,O,O,O,O,X,O,X
OTIJSLZ,X,X,X,X,X,O,X
OTIJSZL,O,X,X,O,X,O,X
OTIJZLS,O,O,X,O,X,O,X
OTIJZSL,O,O,X,O,X,O,X
OTISLJZ,X,X,X,X,O,X,X
OTISLZJ,X,O,O,X,O,X,X
OTISJLZ,X,X,X,X,X,O,X
OTISJZL,O,X,X,O,X,O,X
OTISZLJ,O,O,X,X,X,X,X
OTISZJL,O,O,X,X,X,X,X
OTIZLJS,O,O,O,X,X,X,X
OTIZLSJ,O,O,O,X,O,X,X
OTIZJLS,O,O,X,O,X,X,X
OTIZJSL,O,O,X,O,X,O,O
OTIZSLJ,O,O,X,X,X,X,X
OTIZSJL,O,O,X,X,X,X,X
OTLIJSZ,X,X,X,X,O,O,X
OTLIJZS,O,O,O,O,X,X,X
OTLISJZ,X,X,X,X,O,X,X
OTLISZJ,X,O,O,X,O,X,X
OTLIZJS,O,O,O,X,X,X,X
OTLIZSJ,O,O,O,X,O,X,X
OTLJISZ,X,X,X,X,O,O,X
OTLJIZS,O,O,O,O,X,X,X
OTLJSIZ,X,X,X,X,O,O,X
OTLJSZI,X,X,X,X,O,O,X
OTLJZIS,O,O,O,O,X,O,X
OTLJZSI,O,O,O,O,X,O,X
OTLSIJZ,X,X,O,X,O,X,X
OTLSIZJ,X,O,O,X,O,X,X
OTLSJIZ,X,X,O,X,O,X,X
OTLSJZI,X,X,O,X,O,X,X
OTLSZIJ,X,O,O,X,O,X,X
OTLSZJI,X,O,O,X,O,X,X
OTLZIJS,O,O,O,X,X,X,X
OTLZISJ,O,O,O,X,O,X,X
OTLZJIS,O,O,O,X,X,X,X
OTLZJSI,O,O,O,X,X,X,O
OTLZSIJ,O,O,O,X,O,X,X
OTLZSJI,O,O,O,X,O,X,X
OTJILSZ,X,X,X,X,O,O,X
OTJILZS,O,O,O,O,X,O,X
OTJISLZ,X,X,X,X,X,O,X
OTJISZL,O,X,X,O,X,O,X
OTJIZLS,O,O,X,O,X,O,X
OTJIZSL,O,O,X,O,X,O,X
OTJLISZ,X,X,X,X,O,O,X
OTJLIZS,O,O,O,O,X,O,X
OTJLSIZ,X,X,X,X,O,O,X
OTJLSZI,X,X,X,X,O,O,X
OTJLZIS,O,O,O,O,X,O,X
OTJLZSI,O,O,O,O,X,O,X
OTJSILZ,X,X,X,O,X,O,X
OTJSIZL,O,X,X,O,X,O,X
OTJSLIZ,X,X,X,O,X,O,X
OTJSLZI,X,X,X,O,X,O,X
OTJSZIL,O,X,X,O,X,O,X
OTJSZLI,O,X,X,O,X,O,X
OTJZILS,O,O,X,O,X,O,X
OTJZISL,O,O,X,O,X,O,O
OTJZLIS,O,O,X,O,X,O,X
OTJZLSI,O,O,X,O,X,O,O
OTJZSIL,O,O,X,O,X,O,O
OTJZSLI,O,O,X,O,X,O,O
OTSILJZ,X,X,O,O,O,X,X
OTSILZJ,X,O,O,X,O,X,O
OTSIJLZ,X,X,O,O,X,O,X
OTSIJZL,O,X,X,O,X,O,O
OTSIZLJ,O,O,O,X,X,X,O
OTSIZJL,O,O,X,O,X,X,O
OTSLIJZ,X,X,O,O,O,X,X
OTSLIZJ,X,O,O,X,O,X,O
OTSLJIZ,X,X,O,O,O,X,X
OTSLJZI,X,X,O,O,O,X,X
OTSLZIJ,X,O,O,X,O,X,O
OTSLZJI,X,O,O,X,O,X,O
OTSJILZ,X,X,O,O,X,O,X
OTSJIZL,O,X,X,O,X,O,O
OTSJLIZ,X,X,O,O,X,O,X
OTSJLZI,X,X,O,O,X,O,X
OTSJZIL,O,X,X,O,X,O,O
OTSJZLI,O,X,X,O,X,O,O
OTSZILJ,O,O,O,X,X,X,O
OTSZIJL,O,O,X,O,X,X,O
OTSZLIJ,O,O,O,X,X,X,O
OTSZLJI,O,O,O,X,X,X,O
OTSZJIL,O,O,X,O,X,X,O
OTSZJLI,O,O,X,O,X,X,O
OTZILJS,O,O,O,X,X,X,X
OTZILSJ,O,O,O,X,O,X,X
OTZIJLS,O,O,X,O,X,X,X
OTZIJSL,O,O,X,O,X,O,O
OTZISLJ,O,O,X,X,X,X,X
OTZISJL,O,O,X,X,X,X,X
OTZLIJS,O,O,O,X,X,X,X
OTZLISJ,O,O,O,X,O,X,X
OTZLJIS,O,O,O,X,X,X,X
OTZLJSI,O,O,O,X,X,X,O
OTZLSIJ,O,O,O,X,O,X,X
OTZLSJI,O,O,O,X,O,X,X
OTZJILS,O,O,X,O,X,O,X
OTZJISL,O,O,X,O,X,O,O
OTZJLIS,O,O,X,O,X,O,X
OTZJLSI,O,O,X,O,X,O,O
OTZJSIL,O,O,X,O,X,O,O
OTZJSLI,O,O,X,O,X,O,O
OTZSILJ,O,O,X,X,X,X,O
OTZSIJL,O,O,X,X,X,X,O
OTZSLIJ,O,O,X,X,X,X,O
OTZSLJI,O,O,X,X,X,X,O
OTZSJIL,O,O,X,X,X,X,O
OTZSJLI,O,O,X,X,X,X,O
OITLJSZ,X,X,X,X,O,O,X
OITLJZS,O,O,O,O,X,X,X
OITLSJZ,X,X,X,X,O,X,X
OITLSZJ,X,O,O,X,O,X,X
OITLZJS,O,O,O,X,X,X,X
OITLZSJ,O,O,O,X,O,X,X
OITJLSZ,X,X,X,X,O,O,X
OITJLZS,O,O,O,O,X,O,X
OITJSLZ,X,X,X,X,X,O,X
OITJSZL,O,X,X,O,X,O,X
OITJZLS,O,O,X,O,X,O,X
OITJZSL,O,O,X,O,X,O,X
OITSLJZ,X,X,X,X,O,X,X
OITSLZJ,X,O,O,X,O,X,X
OITSJLZ,X,X,X,X,X,O,X
OITSJZL,O,X,X,O,X,O,X
OITSZLJ,O,O,X,X,X,X,X
OITSZJL,O,O,X,X,X,X,X
OITZLJS,O,O,O,X,X,X,X
OITZLSJ,O,O,O,X,O,X,X
OITZJLS,O,O,X,O,X,X,X
OITZJSL,O,O,X,O,X,O,O
OITZSLJ,O,O,X,X,X,X,X
OITZSJL,O,O,X,X,X,X,X
OILTJSZ,X,X,X,X,O,X,X
OILTJZS,O,O,O,X,X,X,X
OILTSJZ,X,X,X,X,O,X,X
OILTSZJ,X,O,O,X,O,X,X
OILTZJS,O,O,O,X,X,X,X
OILTZSJ,O,O,O,X,O,X,X
OILJTSZ,X,X,X,X,X,O,X
OILJTZS,O,O,X,X,X,O,X
OILJSTZ,X,X,X,X,O,O,X
OILJSZT,X,X,X,X,O,X,X
OILJZTS,O,O,O,O,X,O,X
OILJZST,O,O,O,O,X,X,X
OILSTJZ,X,X,O,X,O,X,X
OILSTZJ,X,O,O,X,O,X,X
OILSJTZ,X,X,X,X,O,X,X
OILSJZT,X,X,O,X,O,X,X
OILSZTJ,X,O,O,X,X,X,X
OILSZJT,X,O,O,X,O,X,X
OILZTJS,O,O,O,X,X,X,X
OILZTSJ,O,O,O,X,X,X,X
OILZJTS,O,O,O,X,X,X,X
OILZJST,O,O,O,X,X,X,X
OILZSTJ,O,O,O,X,X,X,X
OILZSJT,O,O,O,X,O,X,X
OIJTLSZ,X,X,X,X,X,O,X
OIJTLZS,O,O,X,O,X,O,X
OIJTSLZ,X,X,X,X,X,O,X
OIJTSZL,O,X,X,O,X,O,X
OIJTZLS,O,O,X,O,X,O,X
OIJTZSL,O,O,X,O,X,O,X
OIJLTSZ,X,X,X,X,X,O,X
OIJLTZS,O,O,X,X,X,O,X
OIJLSTZ,X,X,X,X,O,O,X
OIJLSZT,X,X,X,X,O,X,X
OIJLZTS,O,O,O,O,X,O,X
OIJLZST,O,O,O,O,X,X,X
OIJSTLZ,X,X,X,O,X,X,X
OIJSTZL,O,X,X,O,X,X,X
OIJSLTZ,X,X,X,X,X,O,X
OIJSLZT,X,X,X,O,X,X,X
OIJSZTL,O,X,X,O,X,X,X
OIJSZLT,O,X,X,O,X,X,X
OIJZTLS,O,O,X,O,X,X,X
OIJZTSL,O,O,X,O,X,X,X
OIJZLTS,O,O,X,O,X,O,X
OIJZLST,O,O,X,O,X,X,X
OIJZSTL,O,O,X,O,X,X,X
OIJZSLT,O,O,X,O,X,X,X
OISTLJZ,X,X,O,O,O,X,X
OISTLZJ,X,O,O,X,O,X,O
OISTJLZ,X,X,O,O,X,X,X
OISTJZL,O,X,X,O,X,X,O
OISTZLJ,O,O,O,X,X,X,O
OISTZJL,O,O,X,O,X,X,O
OISLTJZ,X,X,O,X,O,X,X
OISLTZJ,X,O,O,X,O,X,X
OISLJTZ,X,X,X,X,O,X,X
OISLJZT,X,X,O,O,O,X,X
OISLZTJ,X,O,O,X,X,X,X
OISLZJT,X,O,O,X,O,X,X
OISJTLZ,X,X,X,O,X,X,X
OISJTZL,O,X,X,O,X,X,X
OISJLTZ,X,X,X,X,X,O,X
OISJLZT,X,X,O,O,X,X,X
OISJZTL,O,X,X,O,X,X,X
OISJZLT,O,X,X,O,X,X,X
OISZTLJ,O,O,X,X,X,X,O
OISZTJL,O,O,X,X,X,X,O
OISZLTJ,O,O,O,X,X,X,X
OISZLJT,O,O,O,X,X,X,X
OISZJTL,O,O,X,O,X,X,O
OISZJLT,O,O,X,O,X,X,X
OIZTLJS,O,O,X,X,X,X,X
OIZTLSJ,O,O,X,X,X,X,X
OIZTJLS,O,O,X,X,X,X,X
OIZTJSL,O,O,X,X,X,X,O
OIZTSLJ,O,O,X,X,X,X,X
OIZTSJL,O,O,X,X,X,X,X
OIZLTJS,O,O,O,X,X,X,X
OIZLTSJ,O,O,X,X,X,X,X
OIZLJTS,O,O,O,X,X,X,X
OIZLJST,O,O,O,X,X,X,X
OIZLSTJ,O,O,X,X,X,X,X
OIZLSJT,O,O,O,X,O,X,X
OIZJTLS,O,O,X,O,X,X,X
OIZJTSL,O,O,X,X,X,X,O
OIZJLTS,O,O,X,O,X,O,X
OIZJLST,O,O,X,O,X,X,X
OIZJSTL,O,O,X,X,X,X,O
OIZJSLT,O,O,X,O,X,X,X
OIZSTLJ,O,O,X,X,X,X,O
OIZSTJL,O,O,X,X,X,X,O
OIZSLTJ,O,O,X,X,X,X,X
OIZSLJT,O,O,X,X,X,X,X
OIZSJTL,O,O,X,X,X,X,O
OIZSJLT,O,O,X,X,X,X,X
OLTIJSZ,X,X,X,X,O,O,X
OLTIJZS,O,O,O,O,X,X,X
OLTISJZ,X,X,X,X,O,X,X
OLTISZJ,X,O,O,X,O,X,X
OLTIZJS,O,O,O,X,X,X,X
OLTIZSJ,O,O,O,X,O,X,X
OLTJISZ,X,X,X,X,O,O,X
OLTJIZS,O,O,O,O,X,X,X
OLTJSIZ,X,X,X,X,O,O,X
OLTJSZI,X,X,X,X,O,O,X
OLTJZIS,O,O,O,O,X,O,X
OLTJZSI,O,O,O,O,X,O,X
OLTSIJZ,X,X,O,X,O,X,X
OLTSIZJ,X,O,O,X,O,X,X
OLTSJIZ,X,X,O,X,O,X,X
OLTSJZI,X,X,O,X,O,X,X
OLTSZIJ,X,O,O,X,O,X,X
OLTSZJI,X,O,O,X,O,X,X
OLTZIJS,O,O,O,X,X,X,X
OLTZISJ,O,O,O,X,O,X,X
OLTZJIS,O,O,O,X,X,X,X
OLTZJSI,O,O,O,X,X,X,O
OLTZSIJ,O,O,O,X,O,X,X
OLTZSJI,O,O,O,X,O,X,X
OLITJSZ,X,X,X,X,O,X,X
OLITJZS,O,O,O,X,X,X,X
OLITSJZ,X,X,X,X,O,X,X
OLITSZJ,X,O,O,X,O,X,X
OLITZJS,O,O,O,X,X,X,X
OLITZSJ,O,O,O,X,O,X,X
OLIJTSZ,X,X,X,X,X,O,X
OLIJTZS,O,O,X,X,X,O,X
OLIJSTZ,X,X,X,X,O,O,X
OLIJSZT,X,X,X,X,O,X,X
OLIJZTS,O,O,O,O,X,O,X
OLIJZST,O,O,O,O,X,X,X
OLISTJZ,X,X,O,X,O,X,X
OLISTZJ,X,O,O,X,O,X,X
OLISJTZ,X,X,X,X,O,X,X
OLISJZT,X,X,O,X,O,X,X
OLISZTJ,X,O,O,X,X,X,X
OLISZJT,X,O,O,X,O,X,X
OLIZTJS,O,O,O,X,X,X,X
OLIZTSJ,O,O,O,X,X,X,X
OLIZJTS,O,O,O,X,X,X,X
OLIZJST,O,O,O,X,X,X,X
OLIZSTJ,O,O,O,X,X,X,X
OLIZSJT,O,O,O,X,O,X,X
OLJTISZ,X,X,X,X,O,O,X
OLJTIZS,O,O,O,O,X,O,X
OLJTSIZ,X,X,X,X,O,O,X
OLJTSZI,X,X,X,X,O,O,X
OLJTZIS,O,O,O,O,X,O,X
OLJTZSI,O,O,O,O,X,O,X
OLJITSZ,X,X,X,X,X,O,X
OLJITZS,O,O,X,X,X,O,X
OLJISTZ,X,X,X,X,O,O,X
OLJISZT,X,X,X,X,O,X,X
OLJIZTS,O,O,O,O,X,O,X
OLJIZST,O,O,O,O,X,X,X
OLJSTIZ,X,X,O,O,O,O,X
OLJSTZI,X,X,O,O,O,O,X
OLJSITZ,X,X,X,X,O,O,X
OLJSIZT,X,X,O,O,O,X,X
OLJSZTI,X,X,O,O,O,X,X
OLJSZIT,X,X,O,O,O,X,X
OLJZTIS,O,O,O,O,X,O,X
OLJZTSI,O,O,O,O,X,O,X
OLJZITS,O,O,O,O,X,O,X
OLJZIST,O,O,O,O,X,X,X
OLJZSTI,O,O,O,O,X,X,X
OLJZSIT,O,O,O,O,X,X,X
OLSTIJZ,X,X,O,O,O,X,X
OLSTIZJ,X,O,O,X,O,X,O
OLSTJIZ,X,X,O,O,O,X,X
OLSTJZI,X,X,O,O,O,X,X
OLSTZIJ,X,O,O,X,O,X,O
OLSTZJI,X,O,O,X,O,X,O
OLSITJZ,X,X,O,X,O,X,X
OLSITZJ,X,O,O,X,O,X,X
OLSIJTZ,X,X,X,X,O,X,X
OLSIJZT,X,X,O,O,O,X,X
OLSIZTJ,X,O,O,X,X,X,X
OLSIZJT,X,O,O,X,O,X,X
OLSJTIZ,X,X,O,O,O,X,X
OLSJTZI,X,X,O,O,O,X,X
OLSJITZ,X,X,X,X,O,X,X
OLSJIZT,X,X,O,O,O,X,X
OLSJZTI,X,X,O,O,O,X,X
OLSJZIT,X,X,O,O,O,X,X
OLSZTIJ,X,O,O,X,O,X,O
OLSZTJI,X,O,O,X,O,X,O
OLSZITJ,X,O,O,X,X,X,X
OLSZIJT,X,O,O,X,O,X,X
OLSZJTI,X,O,O,X,O,X,O
OLSZJIT,X,O,O,X,O,X,X
OLZTIJS,O,O,O,X,X,X,X
OLZTISJ,O,O,O,X,O,X,X
OLZTJIS,O,O,O,X,X,X,X
OLZTJSI,O,O,O,X,X,X,O
OLZTSIJ,O,O,O,X,O,X,X
OLZTSJI,O,O,O,X,O,X,X
OLZITJS,O,O,O,X,X,X,X
OLZITSJ,O,O,O,X,X,X,X
OLZIJTS,O,O,O,X,X,X,X
OLZIJST,O,O,O,X,X,X,X
OLZISTJ,O,O,O,X,X,X,X
OLZISJT,O,O,O,X,O,X,X
OLZJTIS,O,O,O,X,X,X,X
OLZJTSI,O,O,O,X,X,X,O
OLZJITS,O,O,O,X,X,X,X
OLZJIST,O,O,O,X,X,X,X
OLZJSTI,O,O,O,X,X,X,O
OLZJSIT,O,O,O,X,X,X,X
OLZSTIJ,O,O,O,X,O,X,O
OLZSTJI,O,O,O,X,O,X,O
OLZSITJ,O,O,O,X,X,X,X
OLZSIJT,O,O,O,X,O,X,X
OLZSJTI,O,O,O,X,O,X,O
OLZSJIT,O,O,O,X,O,X,X
OJTILSZ,X,X,X,X,O,O,X
OJTILZS,O,O,O,O,X,O,X
OJTISLZ,X,X,X,X,X,O,X
OJTISZL,O,X,X,O,X,O,X
OJTIZLS,O,O,X,O,X,O,X
OJTIZSL,O,O,X,O,X,O,X
OJTLISZ,X,X,X,X,O,O,X
OJTLIZS,O,O,O,O,X,O,X
OJTLSIZ,X,X,X,X,O,O,X
OJTLSZI,X,X,X,X,O,O,X
OJTLZIS,O,O,O,O,X,O,X
OJTLZSI,O,O,O,O,X,O,X
OJTSILZ,X,X,X,O,X,O,X
OJTSIZL,O,X,X,O,X,O,X
OJTSLIZ,X,X,X,O,X,O,X
OJTSLZI,X,X,X,O,X,O,X
OJTSZIL,O,X,X,O,X,O,X
OJTSZLI,O,X,X,O,X,O,X
OJTZILS,O,O,X,O,X,O,X
OJTZISL,O,O,X,O,X,O,O
OJTZLIS,O,O,X,O,X,O,X
OJTZLSI,O,O,X,O,X,O,O
OJTZSIL,O,O,X,O,X,O,O
OJTZSLI,O,O,X,O,X,O,O
OJITLSZ,X,X,X,X,X,O,X
OJITLZS,O,O,X,O,X,O,X
OJITSLZ,X,X,X,X,X,O,X
OJITSZL,O,X,X,O,X,O,X
OJITZLS,O,O,X,O,X,O,X
OJITZSL,O,O,X,O,X,O,X
OJILTSZ,X,X,X,X,X,O,X
OJILTZS,O,O,X,X,X,O,X
OJILSTZ,X,X,X,X,O,O,X
OJILSZT,X,X,X,X,O,X,X
OJILZTS,O,O,O,O,X,O,X
OJILZST,O,O,O,O,X,X,X
OJISTLZ,X,X,X,O,X,X,X
OJISTZL,O,X,X,O,X,X,X
OJISLTZ,X,X,X,X,X,O,X
OJISLZT,X,X,X,O,X,X,X
OJISZTL,O,X,X,O,X,X,X
OJISZLT,O,X,X,O,X,X,X
OJIZTLS,O,O,X,O,X,X,X
OJIZTSL,O,O,X,O,X,X,X
OJIZLTS,O,O,X,O,X,O,X
OJIZLST,O,O,X,O,X,X,X
OJIZSTL,O,O,X,O,X,X,X
OJIZSLT,O,O,X,O,X,X,X
OJLTISZ,X,X,X,X,O,O,X
OJLTIZS,O,O,O,O,X,O,X
OJLTSIZ,X,X,X,X,O,O,X
OJLTSZI,X,X,X,X,O,O,X
OJLTZIS,O,O,O,O,X,O,X
OJLTZSI,O,O,O,O,X,O,X
OJLITSZ,X,X,X,X,X,O,X
OJLITZS,O,O,X,X,X,O,X
OJLISTZ,X,X,X,X,O,O,X
OJLISZT,X,X,X,X,O,X,X
OJLIZTS,O,O,O,O,X,O,X
OJLIZST,O,O,O,O,X,X,X
OJLSTIZ,X,X,O,O,O,O,X
OJLSTZI,X,X,O,O,O,O,X
OJLSITZ,X,X,X,X,O,O,X
OJLSIZT,X,X,O,O,O,X,X
OJLSZTI,X,X,O,O,O,X,X
OJLSZIT,X,X,O,O,O,X,X
OJLZTIS,O,O,O,O,X,O,X
OJLZTSI,O,O,O,O,X,O,X
OJLZITS,O,O,O,O,X,O,X
OJLZIST,O,O,O,O,X,X,X
OJLZSTI,O,O,O,O,X,X,X
OJLZSIT,O,O,O,O,X,X,X
OJSTILZ,X,X,O,O,X,O,X
OJSTIZL,O,X,X,O,X,O,O
OJSTLIZ,X,X,O,O,X,O,X
OJSTLZI,X,X,O,O,X,O,X
OJSTZIL,O,X,X,O,X,O,O
OJSTZLI,O,X,X,O,X,O,O
OJSITLZ,X,X,X,O,X,X,X
OJSITZL,O,X,X,O,X,X,X
OJSILTZ,X,X,X,X,X,O,X
OJSILZT,X,X,O,O,X,X,X
OJSIZTL,O,X,X,O,X,X,X
OJSIZLT,O,X,X,O,X,X,X
OJSLTIZ,X,X,O,O,X,O,X
OJSLTZI,X,X,O,O,X,O,X
OJSLITZ,X,X,X,X,X,O,X
OJSLIZT,X,X,O,O,X,X,X
OJSLZTI,X,X,O,O,X,X,X
OJSLZIT,X,X,O,O,X,X,X
OJSZTIL,O,X,X,O,X,X,O
OJSZTLI,O,X,X,O,X,X,O
OJSZITL,O,X,X,O,X,X,O
OJSZILT,O,X,X,O,X,X,X
OJSZLTI,O,X,X,O,X,X,O
OJSZLIT,O,X,X,O,X,X,X
OJZTILS,O,O,X,O,X,O,X
OJZTISL,O,O,X,O,X,O,O
OJZTLIS,O,O,X,O,X,O,X
OJZTLSI,O,O,X,O,X,O,O
OJZTSIL,O,O,X,O,X,O,O
OJZTSLI,O,O,X,O,X,O,O
OJZITLS,O,O,X,O,X,X,X
OJZITSL,O,O,X,O,X,X,O
OJZILTS,O,O,X,O,X,O,X
OJZILST,O,O,X,O,X,X,X
OJZISTL,O,O,X,O,X,X,O
OJZISLT,O,O,X,O,X,X,X
OJZLTIS,O,O,X,O,X,O,X
OJZLTSI,O,O,X,O,X,O,O
OJZLITS,O,O,X,O,X,O,X
OJZLIST,O,O,X,O,X,X,X
OJZLSTI,O,O,X,O,X,X,O
OJZLSIT,O,O,X,O,X,X,X
OJZSTIL,O,O,X,O,X,X,O
OJZSTLI,O,O,X,O,X,X,O
OJZSITL,O,O,X,O,X,X,O
OJZSILT,O,O,X,O,X,X,X
OJZSLTI,O,O,X,O,X,X,O
OJZSLIT,O,O,X,O,X,X,X
OSTILJZ,X,X,O,O,O,X,X
OSTILZJ,X,O,O,X,O,X,O
OSTIJLZ,X,X,O,O,X,O,X
OSTIJZL,O,X,X,O,X,O,O
OSTIZLJ,O,O,O,X,X,X,O
OSTIZJL,O,O,X,O,X,X,O
OSTLIJZ,X,X,O,O,O,X,X
OSTLIZJ,X,O,O,X,O,X,O
OSTLJIZ,X,X,O,O,O,X,X
OSTLJZI,X,X,O,O,O,X,X
OSTLZIJ,X,O,O,X,O,X,O
OSTLZJI,X,O,O,X,O,X,O
OSTJILZ,X,X,O,O,X,O,X
OSTJIZL,O,X,X,O,X,O,O
OSTJLIZ,X,X,O,O,X,O,X
OSTJLZI,X,X,O,O,X,O,X
OSTJZIL,O,X,X,O,X,O,O
OSTJZLI,O,X,X,O,X,O,O
OSTZILJ,O,O,O,X,X,X,O
OSTZIJL,O,O,X,O,X,X,O
OSTZLIJ,O,O,O,X,X,X,O
OSTZLJI,O,O,O,X,X,X,O
OSTZJIL,O,O,X,O,X,X,O
OSTZJLI,O,O,X,O,X,X,O
OSITLJZ,X,X,O,O,O,X,X
OSITLZJ,X,O,O,X,O,X,O
OSITJLZ,X,X,O,O,X,X,X
OSITJZL,O,X,X,O,X,X,O
OSITZLJ,O,O,O,X,X,X,O
OSITZJL,O,O,X,O,X,X,O
OSILTJZ,X,X,O,X,O,X,X
OSILTZJ,X,O,O,X,O,X,X
OSILJTZ,X,X,X,X,O,X,X
OSILJZT,X,X,O,O,O,X,X
OSILZTJ,X,O,O,X,X,X,X
OSILZJT,X,O,O,X,O,X,X
OSIJTLZ,X,X,X,O,X,X,X
OSIJTZL,O,X,X,O,X,X,X
OSIJLTZ,X,X,X,X,X,O,X
OSIJLZT,X,X,O,O,X,X,X
OSIJZTL,O,X,X,O,X,X,X
OSIJZLT,O,X,X,O,X,X,X
OSIZTLJ,O,O,X,X,X,X,O
OSIZTJL,O,O,X,X,X,X,O
OSIZLTJ,O,O,O,X,X,X,X
OSIZLJT,O,O,O,X,X,X,X
OSIZJTL,O,O,X,O,X,X,O
OSIZJLT,O,O,X,O,X,X,X
OSLTIJZ,X,X,O,O,O,X,X
OSLTIZJ,X,O,O,X,O,X,O
OSLTJIZ,X,X,O,O,O,X,X
OSLTJZI,X,X,O,O,O,X,X
OSLTZIJ,X,O,O,X,O,X,O
OSLTZJI,X,O,O,X,O,X,O
OSLITJZ,X,X,O,X,O,X,X
OSLITZJ,X,O,O,X,O,X,X
OSLIJTZ,X,X,X,X,O,X,X
OSLIJZT,X,X,O,O,O,X,X
OSLIZTJ,X,O,O,X,X,X,X
OSLIZJT,X,O,O,X,O,X,X
OSLJTIZ,X,X,O,O,O,X,X
OSLJTZI,X,X,O,O,O,X,X
OSLJITZ,X,X,X,X,O,X,X
OSLJIZT,X,X,O,O,O,X,X
OSLJZTI,X,X,O,O,O,X,X
OSLJZIT,X,X,O,O,O,X,X
OSLZTIJ,X,O,O,X,O,X,O
OSLZTJI,X,O,O,X,O,X,O
OSLZITJ,X,O,O,X,X,X,X
OSLZIJT,X,O,O,X,O,X,X
OSLZJTI,X,O,O,X,O,X,O
OSLZJIT,X,O,O,X,O,X,X
OSJTILZ,X,X,O,O,X,O,X
OSJTIZL,O,X,X,O,X,O,O
OSJTLIZ,X,X,O,O,X,O,X
OSJTLZI,X,X,O,O,X,O,X
OSJTZIL,O,X,X,O,X,O,O
OSJTZLI,O,X,X,O,X,O,O
OSJITLZ,X,X,X,O,X,X,X
OSJITZL,O,X,X,O,X,X,X
OSJILTZ,X,X,X,X,X,O,X
OSJILZT,X,X,O,O,X,X,X
OSJIZTL,O,X,X,O,X,X,X
OSJIZLT,O,X,X,O,X,X,X
OSJLTIZ,X,X,O,O,X,O,X
OSJLTZI,X,X,O,O,X,O,X
OSJLITZ,X,X,X,X,X,O,X
OSJLIZT,X,X,O,O,X,X,X
OSJLZTI,X,X,O,O,X,X,X
OSJLZIT,X,X,O,O,X,X,X
OSJZTIL,O,X,X,O,X,X,O
OSJZTLI,O,X,X,O,X,X,O
OSJZITL,O,X,X,O,X,X,O
OSJZILT,O,X,X,O,X,X,X
OSJZLTI,O,X,X,O,X,X,O
OSJZLIT,O,X,X,O,X,X,X
OSZTILJ,O,O,O,X,X,X,O
OSZTIJL,O,O,X,O,X,X,O
OSZTLIJ,O,O,O,X,X,X,O
OSZTLJI,O,O,O,X,X,X,O
OSZTJIL,O,O,X,O,X,X,O
OSZTJLI,O,O,X,O,X,X,O
OSZITLJ,O,O,X,X,X,X,O
OSZITJL,O,O,X,X,X,X,O
OSZILTJ,O,O,O,X,X,X,X
OSZILJT,O,O,O,X,X,X,X
OSZIJTL,O,O,X,O,X,X,O
