sequence,v115@FhA8IeA8AeA8FeB8AeD8BeC8KeT/IvhFmgB5oBXlBF?nBCnBUrB,v115@FhA8IeA8AeA8FeB8AeD8BeC8KeT/IvhFumBcnB5oBX?lBKrBlqB,v115@FhA8IeA8AeA8FeB8AeD8BeC8Ke2EJvhFlhBcnB5oB3?lBClBTrB,v115@FhA8IeA8AeA8FeB8AeD8BeC8Ke/EJvhFalBzgBcnB5?oBFrBurB,v115@FhA8IeA8AeA8FeB8AeD8BeC8KezAJvhFCiB5oBmkBX?nBlkBUrB,v115@FhA8IeA8AeA8FeB8AeD8BeC8Kei/IvhF3gBTiB5oBW?qBlrBcrB
OJIZTLS,X,O,O,X,X,O
OJIZTSL,X,X,O,X,O,O
OJIZLTS,X,O,O,X,X,O
OJIZLST,X,O,O,X,O,X
OJIZSTL,X,X,O,X,O,X
OJIZSLT,X,O,O,X,O,X
OJLTISZ,X,X,X,X,X,O
OJLTIZS,X,X,X,X,X,O
OJLTSIZ,X,X,X,X,X,O
OJLTSZI,X,X,X,X,X,X
OJLTZIS,X,X,X,X,X,O
OJLTZSI,X,X,X,X,X,X
OJLITSZ,X,X,X,X,X,O
OJLITZS,X,X,X,X,X,O
OJLISTZ,X,X,X,X,X,O
OJLISZT,X,O,O,X,X,X
OJLIZTS,X,O,O,X,X,O
OJLIZST,X,O,O,X,X,X
OJLSTIZ,X,X,X,X,X,O
OJLSTZI,X,X,X,X,X,X
OJLSITZ,X,X,X,X,X,O
OJLSIZT,X,O,O,X,X,X
OJLSZTI,X,O,O,X,X,X
OJLSZIT,X,O,O,X,X,X
OJLZTIS,X,O,O,X,X,O
OJLZTSI,X,O,O,X,X,X
OJLZITS,X,O,O,X,X,O
OJLZIST,X,O,O,X,X,X
OJLZSTI,X,O,O,X,X,X
OJLZSIT,X,O,O,X,X,X
OJSTILZ,O,X,X,X,X,O
OJSTIZL,O,X,O,X,X,O
OJSTLIZ,O,X,X,X,X,O
OJSTLZI,X,X,X,X,X,X
OJSTZIL,O,X,O,X,X,X
OJSTZLI,O,X,O,X,X,X
OJSITLZ,O,X,X,X,X,O
OJSITZL,O,X,O,X,X,O
OJSILTZ,O,X,X,X,X,O
OJSILZT,O,O,O,X,O,X
OJSIZTL,O,X,O,X,O,X
OJSIZLT,O,O,O,X,O,X
OJSLTIZ,O,X,X,X,X,O
OJSLTZI,X,X,X,X,X,X
OJSLITZ,O,X,X,X,X,O
OJSLIZT,O,O,O,X,O,X
OJSLZTI,O,O,O,X,O,X
OJSLZIT,O,O,O,X,O,X
OJSZTIL,O,X,O,X,O,X
OJSZTLI,O,X,O,X,O,X
OJSZITL,O,X,O,X,O,X
OJSZILT,O,O,O,X,O,X
OJSZLTI,O,O,O,X,O,X
OJSZLIT,O,O,O,X,O,X
OJZTILS,X,O,O,X,X,O
OJZTISL,X,X,O,X,O,O
OJZTLIS,X,O,O,X,X,O
OJZTLSI,X,O,O,X,X,X
OJZTSIL,X,X,O,X,O,X
OJZTSLI,X,X,O,X,O,X
OJZITLS,X,O,O,X,X,O
OJZITSL,X,X,O,X,O,O
OJZILTS,X,O,O,X,X,O
OJZILST,X,O,O,X,O,X
OJZISTL,X,X,O,X,O,X
OJZISLT,X,O,O,X,O,X
OJZLTIS,X,O,O,X,X,O
OJZLTSI,X,O,O,X,X,X
OJZLITS,X,O,O,X,X,O
OJZLIST,X,O,O,X,O,X
OJZLSTI,X,O,O,X,O,X
OJZLSIT,X,O,O,X,O,X
OJZSTIL,X,X,O,X,O,X
OJZSTLI,X,X,O,X,O,X
OJZSITL,X,X,O,X,O,X
OJZSILT,X,O,O,X,O,X
OJZSLTI,X,O,O,X,O,X
OJZSLIT,X,O,O,X,O,X
OSTILJZ,O,X,X,O,X,O
OSTILZJ,X,O,X,O,X,X
OSTIJLZ,O,X,X,O,X,O
OSTIJZL,O,X,O,O,X,O
OSTIZLJ,O,O,O,O,X,X
OSTIZJL,O,X,O,O,X,X
OSTLIJZ,O,X,X,O,X,O
OSTLIZJ,X,O,X,O,X,X
OSTLJIZ,O,X,X,O,X,O
OSTLJZI,X,X,X,O,X,X
OSTLZIJ,X,O,X,O,X,X
OSTLZJI,X,O,X,O,X,X
OSTJILZ,O,X,X,O,X,O
OSTJIZL,O,X,O,O,X,O
OSTJLIZ,O,X,X,O,X,O
OSTJLZI,X,X,X,O,X,X
OSTJZIL,O,X,O,O,X,X
OSTJZLI,O,X,O,O,X,X
OSTZILJ,O,O,O,O,X,X
OSTZIJL,O,X,O,O,X,X
OSTZLIJ,O,O,O,O,X,X
OSTZLJI,O,O,O,O,X,X
OSTZJIL,O,X,O,O,X,X
OSTZJLI,O,X,O,O,X,X
OSITLJZ,O,X,X,O,X,O
OSITLZJ,X,O,X,O,X,X
OSITJLZ,O,X,X,O,X,O
OSITJZL,O,X,O,O,X,O
OSITZLJ,O,O,O,O,X,X
OSITZJL,O,X,O,O,X,X
OSILTJZ,O,X,X,O,X,O
OSILTZJ,X,O,X,O,X,X
OSILJTZ,O,X,X,X,X,O
OSILJZT,O,O,O,X,O,X
OSILZTJ,O,O,O,O,X,X
OSILZJT,O,O,O,X,X,X
OSIJTLZ,O,X,X,X,X,O
OSIJTZL,O,X,O,X,X,O
OSIJLTZ,O,X,X,X,X,O
OSIJLZT,O,O,O,X,O,X
OSIJZTL,O,X,O,X,O,X
OSIJZLT,O,O,O,X,O,X
OSIZTLJ,O,O,O,O,O,X
OSIZTJL,O,X,O,O,O,X
OSIZLTJ,O,O,O,O,O,X
OSIZLJT,O,O,O,X,O,X
OSIZJTL,O,X,O,X,O,X
OSIZJLT,O,O,O,X,O,X
OSLTIJZ,O,X,X,O,X,O
OSLTIZJ,X,O,X,O,X,X
OSLTJIZ,O,X,X,O,X,O
OSLTJZI,X,X,X,O,X,X
OSLTZIJ,X,O,X,O,X,X
OSLTZJI,X,O,X,O,X,X
OSLITJZ,O,X,X,O,X,O
OSLITZJ,X,O,X,O,X,X
OSLIJTZ,O,X,X,X,X,O
OSLIJZT,O,O,O,X,O,X
OSLIZTJ,O,O,O,O,X,X
OSLIZJT,O,O,O,X,X,X
OSLJTIZ,O,X,X,X,X,O
OSLJTZI,X,X,X,X,X,X
OSLJITZ,O,X,X,X,X,O
OSLJIZT,O,O,O,X,O,X
OSLJZTI,O,O,O,X,O,X
OSLJZIT,O,O,O,X,O,X
OSLZTIJ,O,O,O,O,X,X
OSLZTJI,O,O,O,O,X,X
OSLZITJ,O,O,O,O,X,X
OSLZIJT,O,O,O,X,X,X
OSLZJTI,O,O,O,X,X,X
OSLZJIT,O,O,O,X,X,X
OSJTILZ,O,X,X,X,X,O
OSJTIZL,O,X,O,X,X,O
OSJTLIZ,O,X,X,X,X,O
OSJTLZI,X,X,X,X,X,X
OSJTZIL,O,X,O,X,X,X
OSJTZLI,O,X,O,X,X,X
OSJITLZ,O,X,X,X,X,O
OSJITZL,O,X,O,X,X,O
OSJILTZ,O,X,X,X,X,O
OSJILZT,O,O,O,X,O,X
OSJIZTL,O,X,O,X,O,X
OSJIZLT,O,O,O,X,O,X
OSJLTIZ,O,X,X,X,X,O
OSJLTZI,X,X,X,X,X,X
OSJLITZ,O,X,X,X,X,O
OSJLIZT,O,O,O,X,O,X
OSJLZTI,O,O,O,X,O,X
OSJLZIT,O,O,O,X,O,X
OSJZTIL,O,X,O,X,O,X
OSJZTLI,O,X,O,X,O,X
OSJZITL,O,X,O,X,O,X
OSJZILT,O,O,O,X,O,X
OSJZLTI,O,O,O,X,O,X
OSJZLIT,O,O,O,X,O,X
OSZTILJ,O,O,O,O,O,X
OSZTIJL,O,X,O,O,O,X
OSZTLIJ,O,O,O,O,O,X
OSZTLJI,O,O,O,O,O,X
OSZTJIL,O,X,O,O,O,X
OSZTJLI,O,X,O,O,O,X
OSZITLJ,O,O,O,O,O,X
OSZITJL,O,X,O,O,O,X
OSZILTJ,O,O,O,O,O,X
OSZILJT,O,O,O,X,O,X
OSZIJTL,O,X,O,X,O,X
OSZIJLT,O,O,O,X,O,X
OSZLTIJ,O,O,O,O,O,X
OSZLTJI,O,O,O,O,O,X
OSZLITJ,O,O,O,O,O,X
OSZLIJT,O,O,O,X,O,X
OSZLJTI,O,O,O,X,O,X
OSZLJIT,O,O,O,X,O,X
OSZJTIL,O,X,O,X,O,X
OSZJTLI,O,X,O,X,O,X
OSZJITL,O,X,O,X,O,X
OSZJILT,O,O,O,X,O,X
OSZJLTI,O,O,O,X,O,X
OSZJLIT,O,O,O,X,O,X
OZTILJS,X,O,O,X,X,O
OZTILSJ,X,O,O,O,X,X
OZTIJLS,X,O,O,X,X,O
OZTIJSL,O,X,O,O,O,O
OZTISLJ,O,O,O,O,O,X
OZTISJL,O,X,O,O,O,X
OZTLIJS,X,O,O,X,X,O
OZTLISJ,X,O,O,O,X,X
OZTLJIS,X,O,O,X,X,O
OZTLJSI,X,O,O,X,X,X
OZTLSIJ,X,O,O,O,X,X
OZTLSJI,X,O,O,O,X,X
OZTJILS,X,O,O,X,X,O
OZTJISL,O,X,O,O,O,O
OZTJLIS,X,O,O,X,X,O
OZTJLSI,X,O,O,X,X,X
OZTJSIL,O,X,O,O,O,X
OZTJSLI,O,X,O,O,O,X
OZTSILJ,O,O,O,O,O,X
OZTSIJL,O,X,O,O,O,X
OZTSLIJ,O,O,O,O,O,X
OZTSLJI,O,O,O,O,O,X
OZTSJIL,O,X,O,O,O,X
OZTSJLI,O,X,O,O,O,X
OZITLJS,X,O,O,X,X,O
OZITLSJ,X,O,O,O,X,X
OZITJLS,X,O,O,X,X,O
OZITJSL,O,X,O,O,O,O
OZITSLJ,O,O,O,O,O,X
OZITSJL,O,X,O,O,O,X
OZILTJS,X,O,O,X,X,O
OZILTSJ,X,O,O,X,X,X
OZILJTS,X,O,O,X,X,O
OZILJST,X,O,O,X,O,X
OZILSTJ,X,O,O,X,O,X
OZILSJT,X,O,O,X,O,X
OZIJTLS,X,O,O,X,X,O
OZIJTSL,O,X,O,X,O,O
OZIJLTS,X,O,O,X,X,O
OZIJLST,X,O,O,X,O,X
OZIJSTL,O,X,O,X,O,X
OZIJSLT,O,O,O,X,O,X
OZISTLJ,O,O,O,O,O,X
OZISTJL,O,X,O,O,O,X
OZISLTJ,O,O,O,O,O,X
OZISLJT,O,O,O,X,O,X
OZISJTL,O,X,O,X,O,X
OZISJLT,O,O,O,X,O,X
OZLTIJS,X,O,O,X,X,O
OZLTISJ,X,O,O,X,X,X
OZLTJIS,X,O,O,X,X,O
OZLTJSI,X,O,O,X,X,X
OZLTSIJ,X,O,O,X,X,X
OZLTSJI,X,O,O,X,X,X
OZLITJS,X,O,O,X,X,O
OZLITSJ,X,O,O,X,X,X
OZLIJTS,X,O,O,X,X,O
OZLIJST,X,O,O,X,O,X
OZLISTJ,X,O,O,X,O,X
OZLISJT,X,O,O,X,O,X
OZLJTIS,X,O,O,X,X,O
OZLJTSI,X,O,O,X,X,X
OZLJITS,X,O,O,X,X,O
OZLJIST,X,O,O,X,O,X
OZLJSTI,X,O,O,X,O,X
OZLJSIT,X,O,O,X,O,X
OZLSTIJ,X,O,O,X,O,X
OZLSTJI,X,O,O,X,O,X
OZLSITJ,X,O,O,X,O,X
OZLSIJT,X,O,O,X,O,X
OZLSJTI,X,O,O,X,O,X
OZLSJIT,X,O,O,X,O,X
OZJTILS,X,O,O,X,X,O
OZJTISL,O,X,O,X,O,O
OZJTLIS,X,O,O,X,X,O
OZJTLSI,X,O,O,X,X,X
OZJTSIL,O,X,O,X,O,X
OZJTSLI,O,X,O,X,O,X
OZJITLS,X,O,O,X,X,O
OZJITSL,O,X,O,X,O,O
OZJILTS,X,O,O,X,X,O
OZJILST,X,O,O,X,O,X
OZJISTL,O,X,O,X,O,X
OZJISLT,O,O,O,X,O,X
OZJLTIS,X,O,O,X,X,O
OZJLTSI,X,O,O,X,X,X
OZJLITS,X,O,O,X,X,O
OZJLIST,X,O,O,X,O,X
OZJLSTI,X,O,O,X,O,X
OZJLSIT,X,O,O,X,O,X
OZJSTIL,O,X,O,X,O,X
OZJSTLI,O,X,O,X,O,X
OZJSITL,O,X,O,X,O,X
OZJSILT,O,O,O,X,O,X
OZJSLTI,O,O,O,X,O,X
OZJSLIT,O,O,O,X,O,X
OZSTILJ,O,O,O,O,O,X
OZSTIJL,O,X,O,O,O,X
OZSTLIJ,O,O,O,O,O,X
OZSTLJI,O,O,O,O,O,X
OZSTJIL,O,X,O,O,O,X
OZSTJLI,O,X,O,O,O,X
OZSITLJ,O,O,O,O,O,X
OZSITJL,O,X,O,O,O,X
OZSILTJ,O,O,O,O,O,X
OZSILJT,O,O,O,X,O,X
OZSIJTL,O,X,O,X,O,X
OZSIJLT,O,O,O,X,O,X
OZSLTIJ,O,O,O,O,O,X
OZSLTJI,O,O,O,O,O,X
OZSLITJ,O,O,O,O,O,X
OZSLIJT,O,O,O,X,O,X
OZSLJTI,O,O,O,X,O,X
OZSLJIT,O,O,O,X,O,X
OZSJTIL,O,X,O,X,O,X
OZSJTLI,O,X,O,X,O,X
OZSJITL,O,X,O,X,O,X
OZSJILT,O,O,O,X,O,X
OZSJLTI,O,O,O,X,O,X
OZSJLIT,O,O,O,X,O,X
