sequence,v115@HhA8FeB8AeB8EeE8FeB8Jex/IvhFXhB8mBGjBaqBzq?BVxB,v115@HhA8FeB8AeB8EeE8FeB8Jex/IvhFlhBGjBUlBKsBTr?B3qB,v115@HhA8FeB8AeB8EeE8FeB8Je0/IvhFlgB3hBGjByrBTq?BxwB,v115@HhA8FeB8AeB8EeE8FeB8Jel/IvhFRhBGjBKqBzlB3r?BUsB,v115@HhA8FeB8AeB8EeE8FeB8Jex/IvhFymBGjBFlB3qBUs?BTrB,v115@HhA8FeB8AeB8EeE8FeB8Jex/IvhFzhBGjBFlB3qBUs?BKrB,v115@HhA8FeB8AeB8EeE8FeB8Jel/IvhF3hBGjBTlBKsBUm?BxvB,v115@HhA8FeB8AeB8EeE8FeB8Je0/IvhFxgBGjBFmBTqB3r?BKsB,v115@HhA8FeB8AeB8EeE8FeB8Jel/IvhFzgBGjBKqBRrBUs?B3rB
LOTSIJZ,O,O,X,O,X,X,X,X,X
LOTSIZJ,O,X,X,O,X,X,X,X,X
LOTSJIZ,O,O,X,O,X,X,X,X,X
LOTSJZI,O,O,X,O,X,X,X,X,X
LOTSZIJ,O,O,X,O,X,X,X,X,X
LOTSZJI,O,O,X,O,X,X,X,X,X
LOTZIJS,O,O,X,O,X,X,X,X,X
LOTZISJ,O,O,X,X,X,X,X,X,X
LOTZJIS,O,O,X,O,X,X,X,X,X
LOTZJSI,O,O,X,O,X,X,X,X,X
LOTZSIJ,O,O,X,O,X,X,X,X,X
LOTZSJI,O,O,X,O,X,X,X,X,X
LOITJSZ,O,O,X,O,X,X,O,X,O
LOITJZS,O,O,X,O,X,X,O,X,O
LOITSJZ,O,O,X,O,X,X,O,X,O
LOITSZJ,O,X,X,O,X,X,O,X,O
LOITZJS,O,O,X,O,X,X,O,X,O
LOITZSJ,O,O,X,X,X,X,O,X,O
LOIJTSZ,O,O,X,O,X,X,O,X,O
LOIJTZS,O,O,X,O,X,X,O,X,O
LOIJSTZ,O,O,X,O,X,X,O,X,O
LOIJSZT,X,X,X,O,X,X,O,X,O
LOIJZTS,O,O,X,O,X,X,O,X,O
LOIJZST,X,O,X,X,X,X,O,X,O
LOISTJZ,O,O,X,O,X,X,O,X,O
LOISTZJ,O,X,X,O,X,X,O,X,O
LOISJTZ,O,O,X,O,X,X,O,X,O
LOISJZT,X,X,X,O,X,X,O,X,O
LOISZTJ,X,X,X,O,X,X,O,X,O
LOISZJT,X,X,X,O,X,X,O,X,O
LOIZTJS,O,O,X,O,X,X,O,X,O
LOIZTSJ,O,O,X,X,X,X,O,X,O
LOIZJTS,O,O,X,O,X,X,O,X,O
LOIZJST,X,O,X,X,X,X,O,X,O
LOIZSTJ,X,O,X,X,X,X,O,X,O
LOIZSJT,X,O,X,X,X,X,O,X,O
LOJTISZ,O,O,X,O,X,X,O,X,O
LOJTIZS,O,O,X,O,X,X,O,X,O
LOJTSIZ,O,O,X,O,X,X,X,X,X
LOJTSZI,O,O,X,O,X,X,X,X,X
LOJTZIS,O,O,X,O,X,X,X,X,X
LOJTZSI,O,O,X,O,X,X,X,X,X
LOJITSZ,O,O,X,O,X,X,O,X,O
LOJITZS,O,O,X,O,X,X,O,X,O
LOJISTZ,O,O,X,O,X,X,O,X,O
LOJISZT,X,X,X,O,X,X,O,X,O
LOJIZTS,O,O,X,O,X,X,O,X,O
LOJIZST,X,O,X,X,X,X,O,X,O
LOJSTIZ,O,O,X,O,X,X,X,O,X
LOJSTZI,O,O,X,O,X,X,X,O,X
LOJSITZ,O,O,X,O,X,X,O,X,X
LOJSIZT,X,X,X,O,X,X,O,X,X
LOJSZTI,X,O,X,O,X,X,X,O,X
LOJSZIT,X,O,X,O,X,X,X,X,X
LOJZTIS,O,O,X,O,X,X,X,X,X
LOJZTSI,O,O,X,O,X,X,X,X,X
LOJZITS,O,O,O,O,X,X,X,X,X
LOJZIST,X,O,O,X,X,X,X,X,X
LOJZSTI,X,O,X,O,X,X,X,O,X
LOJZSIT,X,O,X,O,X,X,X,X,X
LOSTIJZ,O,O,X,O,X,X,X,O,X
LOSTIZJ,O,X,X,O,X,X,X,O,X
LOSTJIZ,O,O,X,O,X,X,X,O,X
LOSTJZI,O,O,X,O,X,X,X,O,X
LOSTZIJ,O,O,X,O,X,X,X,O,X
LOSTZJI,O,O,X,O,X,X,X,O,X
LOSITJZ,O,O,X,O,X,X,O,X,X
LOSITZJ,O,X,X,O,X,X,O,X,X
LOSIJTZ,O,O,X,O,X,X,O,X,X
LOSIJZT,X,X,X,O,X,X,O,X,X
LOSIZTJ,X,X,X,O,X,X,O,X,X
LOSIZJT,X,X,X,O,X,X,O,X,X
LOSJTIZ,O,O,X,O,X,X,X,O,X
LOSJTZI,O,O,X,O,X,X,X,O,X
LOSJITZ,O,O,X,O,X,X,O,X,X
LOSJIZT,X,X,X,O,X,X,O,X,X
LOSJZTI,X,O,X,O,X,X,X,O,X
LOSJZIT,X,O,X,O,X,X,X,X,X
LOSZTIJ,X,O,X,O,X,X,X,O,X
LOSZTJI,X,O,X,O,X,X,X,O,X
LOSZITJ,X,O,X,O,X,X,X,X,X
LOSZIJT,X,O,X,O,X,X,X,X,X
LOSZJTI,X,O,X,O,X,X,X,O,X
LOSZJIT,X,O,X,O,X,X,X,X,X
LOZTIJS,O,O,X,O,X,X,X,X,X
LOZTISJ,O,O,X,X,X,X,X,X,X
LOZTJIS,O,O,X,O,X,X,X,X,X
LOZTJSI,O,O,X,O,X,X,X,X,X
LOZTSIJ,O,O,X,O,X,X,X,X,X
LOZTSJI,O,O,X,O,X,X,X,X,X
LOZITJS,O,O,O,O,X,X,X,X,X
LOZITSJ,O,O,O,X,X,X,X,X,X
LOZIJTS,O,O,O,O,X,X,X,X,X
LOZIJST,X,O,O,X,X,X,X,X,X
LOZISTJ,X,O,O,X,X,X,X,X,X
LOZISJT,X,O,O,X,X,X,X,X,X
LOZJTIS,O,O,X,O,X,X,X,X,X
LOZJTSI,O,O,X,O,X,X,X,X,X
LOZJITS,O,O,O,O,X,X,X,X,X
LOZJIST,X,O,O,X,X,X,X,X,X
LOZJSTI,X,O,X,O,X,X,X,O,X
LOZJSIT,X,O,X,O,X,X,X,X,X
LOZSTIJ,X,O,X,O,X,X,X,O,X
LOZSTJI,X,O,X,O,X,X,X,O,X
LOZSITJ,X,O,X,O,X,X,X,X,X
LOZSIJT,X,O,X,O,X,X,X,X,X
LOZSJTI,X,O,X,O,X,X,X,O,X
LOZSJIT,X,O,X,O,X,X,X,X,X
JTILSZO,O,X,O,X,O,O,X,X,O
JTILSOZ,O,O,O,O,X,X,O,X,O
JTILZSO,O,X,O,X,X,X,X,X,O
JTILZOS,O,O,O,X,X,X,O,X,O
JTILOSZ,O,O,O,O,X,X,O,X,O
JTILOZS,O,O,O,O,X,X,O,X,O
JTISLZO,O,X,X,X,O,O,X,X,X
JTISLOZ,O,X,X,O,X,X,O,X,X
JTISZLO,O,X,X,X,O,O,X,X,X
JTISZOL,O,X,X,X,O,O,X,X,X
JTISOLZ,X,X,X,X,X,X,O,X,X
JTISOZL,O,X,X,X,O,O,X,X,X
JTIZLSO,O,X,O,X,O,X,X,X,X
JTIZLOS,O,O,O,X,X,X,O,X,X
JTIZSLO,O,X,O,X,O,O,X,X,X
JTIZSOL,O,X,X,X,O,O,X,X,X
JTIZOLS,O,O,O,X,X,X,O,X,X
JTIZOSL,O,X,X,X,X,X,X,X,X
JTIOLSZ,O,O,O,X,X,X,O,X,X
JTIOLZS,O,O,O,X,X,X,O,X,X
JTIOSLZ,X,X,O,X,X,X,O,X,X
JTIOSZL,O,X,O,X,O,O,X,X,X
JTIOZLS,O,X,O,X,X,X,O,X,X
JTIOZSL,O,X,O,X,X,X,X,X,X
JTLISZO,O,X,X,X,O,O,X,X,O
JTLISOZ,O,O,X,O,X,X,O,X,O
JTLIZSO,O,X,X,X,X,X,X,X,O
JTLIZOS,O,O,X,X,X,X,O,X,O
JTLIOSZ,O,O,X,O,X,X,O,X,O
JTLIOZS,O,O,X,O,X,X,O,X,O
JTLSIZO,O,X,X,X,O,O,X,X,O
JTLSIOZ,O,O,X,O,X,X,O,X,O
JTLSZIO,O,X,X,X,O,O,X,X,X
JTLSZOI,O,X,X,O,O,O,X,X,X
JTLSOIZ,O,O,X,O,X,X,X,X,X
JTLSOZI,O,O,X,O,X,X,X,X,X
JTLZISO,O,X,X,X,O,X,X,X,O
JTLZIOS,O,O,X,X,X,X,O,X,O
JTLZSIO,O,X,X,X,O,X,X,X,X
JTLZSOI,O,X,X,O,O,X,X,X,X
JTLZOIS,O,O,X,O,X,X,X,X,X
JTLZOSI,O,O,X,O,O,X,X,X,X
JTLOISZ,O,O,X,O,X,X,O,X,O
JTLOIZS,O,O,X,O,X,X,O,X,O
JTLOSIZ,O,O,X,O,X,X,X,X,X
JTLOSZI,O,O,X,O,X,X,X,X,X
JTLOZIS,O,O,X,O,X,X,X,X,X
JTLOZSI,O,O,X,O,X,X,X,X,X
JTSILZO,O,X,X,X,O,O,X,X,X
JTSILOZ,O,X,X,O,X,X,O,X,X
JTSIZLO,O,X,X,X,O,O,X,X,X
JTSIZOL,O,X,X,X,O,O,X,X,X
JTSIOLZ,X,X,X,X,X,X,O,X,X
JTSIOZL,O,X,X,X,O,O,X,X,X
JTSLIZO,O,X,X,X,O,O,X,X,O
JTSLIOZ,O,X,X,O,X,X,O,X,O
JTSLZIO,O,X,X,X,O,O,X,X,X
JTSLZOI,O,X,X,O,O,O,X,X,X
JTSLOIZ,O,X,X,O,X,X,X,X,X
JTSLOZI,O,X,X,O,X,X,X,X,X
JTSZILO,O,X,X,X,O,O,X,X,X
JTSZIOL,O,X,X,X,O,O,X,X,X
JTSZLIO,O,X,X,X,O,O,X,X,X
JTSZLOI,O,X,X,O,O,O,X,X,X
JTSZOIL,O,X,X,X,O,O,X,X,X
JTSZOLI,O,X,X,X,O,O,X,X,X
JTSOILZ,X,X,X,O,X,X,X,O,X
JTSOIZL,O,X,X,X,O,O,X,O,X
JTSOLIZ,O,X,X,O,X,X,X,O,X
JTSOLZI,O,X,X,O,X,X,X,O,X
JTSOZIL,O,X,X,X,O,O,X,O,X
JTSOZLI,O,X,X,X,O,O,X,O,X
JTZILSO,O,X,O,X,O,X,X,X,X
JTZILOS,O,O,O,X,X,X,O,X,X
JTZISLO,O,X,O,X,O,O,X,X,X
JTZISOL,O,X,X,X,O,O,X,X,X
JTZIOLS,O,O,O,X,X,X,O,X,X
JTZIOSL,O,X,X,X,X,X,X,X,X
JTZLISO,O,X,O,X,O,X,X,X,O
JTZLIOS,O,O,O,X,X,X,O,X,O
JTZLSIO,O,X,X,X,O,X,X,X,X
JTZLSOI,O,X,X,O,O,X,X,X,X
JTZLOIS,O,O,X,O,X,X,X,X,X
JTZLOSI,O,O,X,O,O,X,X,X,X
JTZSILO,O,X,O,X,O,O,X,X,X
JTZSIOL,O,X,X,X,O,O,X,X,X
JTZSLIO,O,X,X,X,O,O,X,X,X
JTZSLOI,O,X,X,O,O,O,X,X,X
JTZSOIL,O,X,X,X,O,O,X,X,X
JTZSOLI,O,X,X,X,O,O,X,X,X
JTZOILS,O,O,O,X,X,X,X,X,X
JTZOISL,O,X,O,X,X,X,X,X,X
JTZOLIS,O,O,X,X,X,X,X,X,X
JTZOLSI,O,O,X,X,O,X,X,X,X
JTZOSIL,O,X,X,X,X,O,X,O,X
JTZOSLI,O,X,X,X,X,O,X,O,X
JTOILSZ,O,O,X,X,X,X,O,X,X
JTOILZS,O,O,X,X,X,X,O,X,X
JTOISLZ,X,X,X,X,X,X,O,X,X
JTOISZL,O,X,X,X,O,O,X,X,X
JTOIZLS,O,X,X,X,X,X,O,X,X
JTOIZSL,O,X,X,X,X,X,X,X,X
JTOLISZ,O,O,X,O,X,X,O,X,O
JTOLIZS,O,O,X,O,X,X,O,X,O
JTOLSIZ,O,O,X,O,X,X,X,X,X
JTOLSZI,O,O,X,O,X,X,X,X,X
JTOLZIS,O,O,X,O,X,X,X,X,X
JTOLZSI,O,O,X,O,X,X,X,X,X
JTOSILZ,X,X,X,X,X,X,X,O,X
JTOSIZL,O,X,X,X,O,O,X,O,X
JTOSLIZ,O,X,X,O,X,X,X,O,X
JTOSLZI,O,X,X,O,X,X,X,O,X
JTOSZIL,O,X,X,X,O,O,X,O,X
JTOSZLI,O,X,X,X,O,O,X,O,X
JTOZILS,O,O,O,X,X,X,X,X,X
JTOZISL,O,X,O,X,X,X,X,X,X
JTOZLIS,O,O,X,X,X,X,X,X,X
JTOZLSI,O,O,X,X,O,X,X,X,X
JTOZSIL,O,X,X,X,X,X,X,O,X
JTOZSLI,O,X,X,X,X,X,X,O,X
JITLSZO,O,X,O,X,O,O,X,X,O
JITLSOZ,O,O,O,O,X,X,O,X,O
JITLZSO,O,X,O,X,X,X,X,X,O
JITLZOS,O,O,O,X,X,X,O,X,O
JITLOSZ,O,O,O,O,X,X,O,X,O
JITLOZS,O,O,O,O,X,X,O,X,O
JITSLZO,O,X,X,X,O,O,X,X,X
JITSLOZ,O,X,X,O,X,X,O,X,X
JITSZLO,O,X,X,X,O,O,X,X,X
JITSZOL,O,X,X,X,O,O,X,X,X
JITSOLZ,X,X,X,X,X,X,O,X,X
JITSOZL,O,X,X,X,O,O,X,X,X
JITZLSO,O,X,O,X,O,X,X,X,X
JITZLOS,O,O,O,X,X,X,O,X,X
JITZSLO,O,X,O,X,O,O,X,X,X
JITZSOL,O,X,X,X,O,O,X,X,X
JITZOLS,O,O,O,X,X,X,O,X,X
JITZOSL,O,X,X,X,X,X,X,X,X
JITOLSZ,O,O,O,X,X,X,O,X,X
JITOLZS,O,O,O,X,X,X,O,X,X
JITOSLZ,X,X,O,X,X,X,O,X,X
JITOSZL,O,X,O,X,O,O,X,X,X
JITOZLS,O,X,O,X,X,X,O,X,X
JITOZSL,O,X,O,X,X,X,X,X,X
JILTSZO,O,X,O,X,O,O,X,X,O
JILTSOZ,O,O,O,O,X,X,O,X,O
JILTZSO,O,X,O,X,X,X,X,X,O
JILTZOS,O,O,O,X,X,X,O,X,O
JILTOSZ,O,O,O,O,X,X,O,X,O
JILTOZS,O,O,O,O,X,X,O,X,O
JILSTZO,O,X,O,X,X,X,X,X,O
JILSTOZ,O,O,O,O,X,X,O,X,O
JILSZTO,X,X,O,X,X,X,X,X,O
JILSZOT,X,O,O,X,X,X,O,X,O
JILSOTZ,O,O,O,O,X,X,O,X,O
JILSOZT,X,X,O,O,X,X,O,X,O
JILZTSO,O,X,O,X,X,X,X,X,O
JILZTOS,O,O,O,X,X,X,O,X,O
JILZSTO,X,X,O,X,X,X,X,X,O
JILZSOT,X,O,O,X,X,X,O,X,O
JILZOTS,O,O,O,X,X,X,O,X,O
JILZOST,X,O,O,X,X,X,O,X,O
JILOTSZ,O,O,O,O,X,X,O,X,O
JILOTZS,O,O,O,O,X,X,O,X,O
JILOSTZ,O,O,O,O,X,X,O,X,O
JILOSZT,X,X,O,O,X,X,O,X,O
JILOZTS,O,O,O,O,X,X,O,X,O
JILOZST,X,O,O,X,X,X,O,X,O
JISTLZO,O,X,X,X,O,O,X,X,X
JISTLOZ,O,X,X,O,X,X,O,X,X
JISTZLO,O,X,X,X,O,O,X,X,X
JISTZOL,O,X,X,X,O,O,X,X,X
JISTOLZ,X,X,X,X,X,X,O,X,X
JISTOZL,O,X,X,X,O,O,X,X,X
JISLTZO,O,X,O,X,X,X,X,X,X
JISLTOZ,O,O,O,O,X,X,O,X,X
JISLZTO,X,X,O,X,X,X,X,X,X
JISLZOT,X,O,O,X,X,X,O,X,X
JISLOTZ,O,O,O,O,X,X,O,X,X
JISLOZT,X,X,O,O,X,X,O,X,X
JISZTLO,X,X,O,X,O,O,X,X,X
JISZTOL,X,X,X,X,O,O,X,X,X
JISZLTO,X,X,O,X,O,X,X,X,X
JISZLOT,X,O,O,X,X,X,X,X,X
JISZOTL,X,X,X,X,X,O,X,X,X
JISZOLT,X,O,X,X,X,X,X,X,X
JISOTLZ,X,X,O,O,X,X,O,O,X
JISOTZL,O,X,O,X,X,X,X,O,X
JISOLTZ,X,O,O,O,X,X,O,X,X
JISOLZT,X,X,O,O,X,X,O,X,X
JISOZTL,X,X,O,X,X,X,X,O,X
JISOZLT,X,X,O,O,X,X,X,X,X
JIZTLSO,O,X,O,X,O,X,X,X,X
JIZTLOS,O,O,O,X,X,X,O,X,X
JIZTSLO,O,X,O,X,O,O,X,X,X
JIZTSOL,O,X,X,X,O,O,X,X,X
JIZTOLS,O,O,O,X,X,X,O,X,X
JIZTOSL,O,X,X,X,X,X,X,X,X
JIZLTSO,O,X,O,X,O,X,X,X,X
JIZLTOS,O,O,O,X,X,X,O,X,X
JIZLSTO,X,X,O,X,O,X,X,X,X
JIZLSOT,X,O,O,X,X,X,O,X,X
JIZLOTS,O,O,O,X,X,X,O,X,X
JIZLOST,X,O,O,X,X,X,O,X,X
JIZSTLO,X,X,O,X,O,O,X,X,X
JIZSTOL,X,X,X,X,O,O,X,X,X
JIZSLTO,X,X,O,X,O,X,X,X,X
JIZSLOT,X,O,O,X,X,X,X,X,X
JIZSOTL,X,X,X,X,X,O,X,X,X
JIZSOLT,X,O,X,X,X,X,X,X,X
JIZOTLS,O,O,O,X,X,X,O,X,X
JIZOTSL,O,X,O,X,X,X,X,X,X
JIZOLTS,X,O,O,X,X,X,O,X,X
JIZOLST,X,O,O,X,X,X,O,X,X
JIZOSTL,X,X,O,X,X,O,X,O,X
JIZOSLT,X,O,O,X,X,X,X,X,X
JIOTLSZ,O,O,O,X,X,X,O,X,X
JIOTLZS,O,O,O,X,X,X,O,X,X
JIOTSLZ,X,X,O,X,X,X,O,X,X
JIOTSZL,O,X,O,X,O,O,X,X,X
JIOTZLS,O,X,O,X,X,X,O,X,X
JIOTZSL,O,X,O,X,X,X,X,X,X
JIOLTSZ,O,O,O,X,X,X,O,X,X
JIOLTZS,O,O,O,X,X,X,O,X,X
JIOLSTZ,O,O,O,X,X,X,O,X,X
JIOLSZT,X,X,O,X,X,X,O,X,X
JIOLZTS,O,O,O,X,X,X,O,X,X
JIOLZST,X,O,O,X,X,X,O,X,X
JIOSTLZ,X,X,O,X,X,X,O,O,X
JIOSTZL,O,X,O,X,X,X,X,O,X
JIOSLTZ,X,O,O,X,X,X,O,X,X
JIOSLZT,X,X,O,X,X,X,O,X,X
JIOSZTL,X,X,O,X,X,X,X,O,X
JIOSZLT,X,X,O,X,X,X,X,X,X
JIOZTLS,O,O,O,X,X,X,O,X,X
JIOZTSL,O,X,O,X,X,X,X,X,X
JIOZLTS,X,O,O,X,X,X,O,X,X
JIOZLST,X,O,O,X,X,X,O,X,X
JIOZSTL,X,X,O,X,X,X,X,O,X
JIOZSLT,X,O,O,X,X,X,X,X,X
JLTISZO,O,X,X,X,O,O,X,X,O
JLTISOZ,O,O,X,O,X,X,O,X,O
JLTIZSO,O,X,X,X,X,X,X,X,O
JLTIZOS,O,O,X,X,X,X,O,X,O
JLTIOSZ,O,O,X,O,X,X,O,X,O
JLTIOZS,O,O,X,O,X,X,O,X,O
JLTSIZO,O,X,X,X,O,O,X,X,O
JLTSIOZ,O,O,X,O,X,X,O,X,O
JLTSZIO,O,X,X,X,O,O,X,X,X
JLTSZOI,O,X,X,O,O,O,X,X,X
JLTSOIZ,O,O,X,O,X,X,X,X,X
JLTSOZI,O,O,X,O,X,X,X,X,X
JLTZISO,O,X,X,X,O,X,X,X,O
JLTZIOS,O,O,X,X,X,X,O,X,O
JLTZSIO,O,X,X,X,O,X,X,X,X
JLTZSOI,O,X,X,O,O,X,X,X,X
JLTZOIS,O,O,X,O,X,X,X,X,X
JLTZOSI,O,O,X,O,O,X,X,X,X
JLTOISZ,O,O,X,O,X,X,O,X,O
JLTOIZS,O,O,X,O,X,X,O,X,O
JLTOSIZ,O,O,X,O,X,X,X,X,X
JLTOSZI,O,O,X,O,X,X,X,X,X
JLTOZIS,O,O,X,O,X,X,X,X,X
JLTOZSI,O,O,X,O,X,X,X,X,X
JLITSZO,O,X,O,X,O,O,X,X,O
JLITSOZ,O,O,O,O,X,X,O,X,O
JLITZSO,O,X,O,X,X,X,X,X,O
JLITZOS,O,O,O,X,X,X,O,X,O
JLITOSZ,O,O,O,O,X,X,O,X,O
JLITOZS,O,O,O,O,X,X,O,X,O
JLISTZO,O,X,O,X,X,X,X,X,O
JLISTOZ,O,O,O,O,X,X,O,X,O
JLISZTO,X,X,O,X,X,X,X,X,O
JLISZOT,X,O,O,X,X,X,O,X,O
JLISOTZ,O,O,O,O,X,X,O,X,O
JLISOZT,X,X,O,O,X,X,O,X,O
JLIZTSO,O,X,O,X,X,X,X,X,O
JLIZTOS,O,O,O,X,X,X,O,X,O
JLIZSTO,X,X,O,X,X,X,X,X,O
JLIZSOT,X,O,O,X,X,X,O,X,O
JLIZOTS,O,O,O,X,X,X,O,X,O
JLIZOST,X,O,O,X,X,X,O,X,O
JLIOTSZ,O,O,O,O,X,X,O,X,O
JLIOTZS,O,O,O,O,X,X,O,X,O
JLIOSTZ,O,O,O,O,X,X,O,X,O
JLIOSZT,X,X,O,O,X,X,O,X,O
JLIOZTS,O,O,O,O,X,X,O,X,O
JLIOZST,X,O,O,X,X,X,O,X,O
JLSTIZO,O,X,X,X,O,O,X,X,O
JLSTIOZ,O,O,X,O,X,X,O,X,O
JLSTZIO,O,X,X,X,O,O,X,X,X
JLSTZOI,O,X,X,O,O,O,X,X,X
JLSTOIZ,O,O,X,O,X,X,X,X,X
JLSTOZI,O,O,X,O,X,X,X,X,X
JLSITZO,O,X,X,X,X,X,X,X,O
JLSITOZ,O,O,X,O,X,X,O,X,O
JLSIZTO,X,X,X,X,X,X,X,X,O
JLSIZOT,X,O,X,X,X,X,O,X,O
JLSIOTZ,O,O,X,O,X,X,O,X,O
JLSIOZT,X,X,X,O,X,X,O,X,O
JLSZTIO,X,X,X,X,O,O,X,X,X
JLSZTOI,X,X,X,O,O,O,X,X,X
JLSZITO,X,X,X,X,O,X,X,X,X
JLSZIOT,X,O,X,X,X,X,O,X,X
JLSZOTI,X,O,X,O,O,O,X,X,X
JLSZOIT,X,O,X,O,X,X,X,X,X
JLSOTIZ,O,O,X,O,X,X,X,O,X
JLSOTZI,O,O,X,O,X,X,X,O,X
JLSOITZ,O,O,X,O,X,X,O,X,X
JLSOIZT,X,X,X,O,X,X,O,X,X
JLSOZTI,X,O,X,O,X,X,X,O,X
JLSOZIT,X,O,X,O,X,X,X,X,X
JLZTISO,O,X,O,X,O,X,X,X,O
JLZTIOS,O,O,O,X,X,X,O,X,O
JLZTSIO,O,X,X,X,O,X,X,X,X
JLZTSOI,O,X,X,O,O,X,X,X,X
JLZTOIS,O,O,X,O,X,X,X,X,X
JLZTOSI,O,O,X,O,O,X,X,X,X
JLZITSO,O,X,O,X,O,X,X,X,O
JLZITOS,O,O,O,X,X,X,O,X,O
JLZISTO,X,X,O,X,O,X,X,X,O
JLZISOT,X,O,O,X,X,X,O,X,O
JLZIOTS,O,O,O,X,X,X,O,X,O
JLZIOST,X,O,O,X,X,X,O,X,O
JLZSTIO,X,X,X,X,O,O,X,X,X
JLZSTOI,X,X,X,O,O,O,X,X,X
JLZSITO,X,X,X,X,O,X,X,X,X
JLZSIOT,X,O,X,X,X,X,O,X,X
JLZSOTI,X,O,X,O,O,O,X,X,X
JLZSOIT,X,O,X,O,X,X,X,X,X
JLZOTIS,O,O,X,O,X,X,X,X,X
JLZOTSI,O,O,X,O,O,X,X,X,X
JLZOITS,O,O,O,O,X,X,X,X,X
JLZOIST,X,O,O,X,X,X,X,X,X
JLZOSTI,X,O,X,O,O,O,X,O,X
JLZOSIT,X,O,X,O,X,X,X,X,X
JLOTISZ,O,O,X,O,X,X,O,X,O
JLOTIZS,O,O,X,O,X,X,O,X,O
JLOTSIZ,O,O,X,O,X,X,X,X,X
JLOTSZI,O,O,X,O,X,X,X,X,X
JLOTZIS,O,O,X,O,X,X,X,X,X
JLOTZSI,O,O,X,O,X,X,X,X,X
JLOITSZ,O,O,X,O,X,X,O,X,O
JLOITZS,O,O,X,O,X,X,O,X,O
JLOISTZ,O,O,X,O,X,X,O,X,O
JLOISZT,X,X,X,O,X,X,O,X,O
JLOIZTS,O,O,X,O,X,X,O,X,O
JLOIZST,X,O,X,X,X,X,O,X,O
JLOSTIZ,O,O,X,O,X,X,X,O,X
JLOSTZI,O,O,X,O,X,X,X,O,X
JLOSITZ,O,O,X,O,X,X,O,X,X
JLOSIZT,X,X,X,O,X,X,O,X,X
JLOSZTI,X,O,X,O,X,X,X,O,X
JLOSZIT,X,O,X,O,X,X,X,X,X
JLOZTIS,O,O,X,O,X,X,X,X,X
JLOZTSI,O,O,X,O,X,X,X,X,X
JLOZITS,O,O,O,O,X,X,X,X,X
JLOZIST,X,O,O,X,X,X,X,X,X
JLOZSTI,X,O,X,O,X,X,X,O,X
JLOZSIT,X,O,X,O,X,X,X,X,X
JSTILZO,O,X,X,X,O,O,X,X,X
JSTILOZ,O,X,X,O,X,X,O,X,X
JSTIZLO,O,X,X,X,O,O,X,X,X
JSTIZOL,O,X,X,X,O,O,X,X,X
JSTIOLZ,X,X,X,X,X,X,O,X,X
JSTIOZL,O,X,X,X,O,O,X,X,X
JSTLIZO,O,X,X,X,O,O,X,X,O
JSTLIOZ,O,X,X,O,X,X,O,X,O
JSTLZIO,O,X,X,X,O,O,X,X,X
JSTLZOI,O,X,X,O,O,O,X,X,X
JSTLOIZ,O,X,X,O,X,X,X,X,X
JSTLOZI,O,X,X,O,X,X,X,X,X
JSTZILO,O,X,X,X,O,O,X,X,X
JSTZIOL,O,X,X,X,O,O,X,X,X
JSTZLIO,O,X,X,X,O,O,X,X,X
JSTZLOI,O,X,X,O,O,O,X,X,X
JSTZOIL,O,X,X,X,O,O,X,X,X
JSTZOLI,O,X,X,X,O,O,X,X,X
JSTOILZ,X,X,X,O,X,X,X,O,X
JSTOIZL,O,X,X,X,O,O,X,O,X
JSTOLIZ,O,X,X,O,X,X,X,O,X
JSTOLZI,O,X,X,O,X,X,X,O,X
JSTOZIL,O,X,X,X,O,O,X,O,X
JSTOZLI,O,X,X,X,O,O,X,O,X
JSITLZO,O,X,X,X,O,O,X,X,X
JSITLOZ,O,X,X,O,X,X,O,X,X
JSITZLO,O,X,X,X,O,O,X,X,X
JSITZOL,O,X,X,X,O,O,X,X,X
JSITOLZ,X,X,X,X,X,X,O,X,X
JSITOZL,O,X,X,X,O,O,X,X,X
JSILTZO,O,X,O,X,X,X,X,X,X
JSILTOZ,O,O,O,O,X,X,O,X,X
JSILZTO,X,X,O,X,X,X,X,X,X
JSILZOT,X,O,O,X,X,X,O,X,X
JSILOTZ,O,O,O,O,X,X,O,X,X
JSILOZT,X,X,O,O,X,X,O,X,X
JSIZTLO,X,X,O,X,O,O,X,X,X
JSIZTOL,X,X,X,X,O,O,X,X,X
JSIZLTO,X,X,O,X,O,X,X,X,X
JSIZLOT,X,O,O,X,X,X,X,X,X
JSIZOTL,X,X,X,X,X,O,X,X,X
JSIZOLT,X,O,X,X,X,X,X,X,X
JSIOTLZ,X,X,O,O,X,X,O,O,X
JSIOTZL,O,X,O,X,X,X,X,O,X
JSIOLTZ,X,O,O,O,X,X,O,X,X
JSIOLZT,X,X,O,O,X,X,O,X,X
JSIOZTL,X,X,O,X,X,X,X,O,X
JSIOZLT,X,X,O,O,X,X,X,X,X
JSLTIZO,O,X,X,X,O,O,X,X,O
JSLTIOZ,O,O,X,O,X,X,O,X,O
JSLTZIO,O,X,X,X,O,O,X,X,X
JSLTZOI,O,X,X,O,O,O,X,X,X
JSLTOIZ,O,O,X,O,X,X,X,X,X
JSLTOZI,O,O,X,O,X,X,X,X,X
JSLITZO,O,X,X,X,X,X,X,X,O
