sequence,v115@9gA8IeA8IeA8CeB8DeA8BeF8KeCAJvhF0hB5oBllB3?nBmnBzpB,v115@9gA8IeA8IeA8CeB8DeA8BeF8KeuEJvhF1lB0hB5oBz?nBinBXqB,v115@9gA8IeA8IeA8CeB8DeA8BeF8KelBJvhFcnBTjBRlBC?lBXqBGtB,v115@9gA8IeA8IeA8CeB8DeA8BeF8Ke0AJvhFlhBziB5oB2?sBCqBfqB,v115@9gA8IeA8IeA8CeB8DeA8BeF8KeRAJvhF3hBcnBTjBC?qBGtBFqB,v115@9gA8IeA8IeA8CeB8DeA8BeF8Ke0BJvhF5oBupB3lBz?nBinBFqB,v115@9gA8IeA8IeA8CeB8DeA8BeF8Ke0AJvhFxhBTjBFnBC?qBGtBfqB,v115@9gA8IeA8IeA8CeB8DeA8BeF8KeRAJvhF3hBupBcqBT?nB6tBFtB
JTSOLIZ,X,O,X,O,X,X,O,X
JTSOLZI,X,O,X,X,X,X,O,X
JTSOZIL,X,O,O,X,X,O,X,X
JTSOZLI,X,O,O,X,X,X,X,X
JTZILSO,O,X,X,O,X,X,O,X
JTZILOS,X,O,O,O,X,X,O,X
JTZISLO,O,O,O,X,X,X,X,X
JTZISOL,X,O,O,X,X,O,X,X
JTZIOLS,X,O,O,O,X,X,O,X
JTZIOSL,X,O,O,X,X,O,X,X
JTZLISO,O,X,X,O,O,X,O,X
JTZLIOS,X,O,O,O,O,X,O,X
JTZLSIO,O,X,O,X,O,X,O,X
JTZLSOI,X,X,O,X,O,X,O,X
JTZLOIS,X,O,O,O,O,X,O,X
JTZLOSI,X,X,O,X,O,X,O,X
JTZSILO,O,O,O,X,X,X,X,X
JTZSIOL,X,O,O,X,O,O,X,X
JTZSLIO,O,O,O,X,O,X,X,X
JTZSLOI,X,O,O,X,O,X,X,X
JTZSOIL,X,O,O,X,O,O,X,X
JTZSOLI,X,O,O,X,O,X,X,X
JTZOILS,X,O,O,O,X,X,O,X
JTZOISL,X,O,O,X,X,O,X,X
JTZOLIS,X,O,O,O,O,X,O,X
JTZOLSI,X,X,O,X,O,X,O,X
JTZOSIL,X,O,O,X,O,O,X,X
JTZOSLI,X,O,O,X,O,X,X,X
JTOILSZ,X,X,X,O,X,X,O,X
JTOILZS,X,O,X,O,X,X,O,X
JTOISLZ,X,O,X,O,X,X,O,X
JTOISZL,X,O,X,X,X,O,X,X
JTOIZLS,X,O,O,O,X,X,O,X
JTOIZSL,X,O,O,X,X,O,X,X
JTOLISZ,X,X,X,O,X,X,O,X
JTOLIZS,X,O,X,O,X,X,O,X
JTOLSIZ,X,X,X,O,X,X,O,X
JTOLSZI,X,X,X,X,X,X,O,X
JTOLZIS,X,O,X,O,O,X,O,X
JTOLZSI,X,X,X,X,O,X,O,X
JTOSILZ,X,O,X,O,X,X,O,X
JTOSIZL,X,O,O,X,X,O,X,X
JTOSLIZ,X,O,X,O,X,X,O,X
JTOSLZI,X,O,X,X,X,X,O,X
JTOSZIL,X,O,O,X,X,O,X,X
JTOSZLI,X,O,O,X,X,X,X,X
JTOZILS,X,O,O,O,X,X,O,X
JTOZISL,X,O,O,X,X,O,X,X
JTOZLIS,X,O,O,O,O,X,O,X
JTOZLSI,X,X,O,X,O,X,O,X
JTOZSIL,X,O,O,X,O,O,X,X
JTOZSLI,X,O,O,X,O,X,X,X
JITLSZO,O,X,X,O,X,X,O,X
JITLSOZ,X,X,X,O,X,X,O,X
JITLZSO,O,X,X,O,X,X,O,X
JITLZOS,X,O,X,O,X,X,O,X
JITLOSZ,X,X,X,O,X,X,O,X
JITLOZS,X,O,X,O,X,X,O,X
JITSLZO,O,O,X,O,X,X,O,X
JITSLOZ,X,O,X,O,X,X,O,X
JITSZLO,O,O,X,X,X,X,X,X
JITSZOL,X,O,X,X,X,O,X,X
JITSOLZ,X,O,X,O,X,X,O,X
JITSOZL,X,O,X,X,X,O,X,X
JITZLSO,O,X,X,O,X,X,O,X
JITZLOS,X,O,O,O,X,X,O,X
JITZSLO,O,O,X,X,X,X,X,X
JITZSOL,X,O,O,X,X,O,X,X
JITZOLS,X,O,O,O,X,X,O,X
JITZOSL,X,O,O,X,X,O,X,X
JITOLSZ,X,X,X,O,X,X,O,X
JITOLZS,X,O,X,O,X,X,O,X
JITOSLZ,X,O,X,O,X,X,O,X
JITOSZL,X,O,X,X,X,O,X,X
JITOZLS,X,O,O,O,X,X,O,X
JITOZSL,X,O,O,X,X,O,X,X
JILTSZO,X,X,X,O,X,X,O,X
JILTSOZ,X,X,X,O,X,X,O,X
JILTZSO,X,X,X,O,X,X,O,X
JILTZOS,X,X,X,O,X,X,O,X
JILTOSZ,X,X,X,O,X,X,O,X
JILTOZS,X,X,X,O,X,X,O,X
JILSTZO,X,X,X,O,X,X,X,X
JILSTOZ,X,X,X,O,X,X,X,X
JILSZTO,X,X,X,O,X,X,X,X
JILSZOT,X,X,X,O,X,O,X,X
JILSOTZ,X,X,X,O,X,X,X,X
JILSOZT,X,X,X,O,X,O,X,X
JILZTSO,X,X,X,O,O,X,X,X
JILZTOS,X,X,O,O,O,X,X,X
JILZSTO,X,X,X,O,O,X,X,X
JILZSOT,X,X,X,O,O,O,X,X
JILZOTS,X,X,O,O,O,X,X,X
JILZOST,X,X,X,O,O,O,X,X
JILOTSZ,X,X,X,O,X,X,O,X
JILOTZS,X,X,X,O,X,X,O,X
JILOSTZ,X,X,X,O,X,X,X,X
JILOSZT,X,X,X,O,X,O,X,X
JILOZTS,X,X,O,O,O,X,X,X
JILOZST,X,X,X,O,O,O,X,X
JISTLZO,O,O,X,O,X,X,X,X
JISTLOZ,X,O,X,O,X,X,X,X
JISTZLO,O,O,O,X,X,X,X,X
JISTZOL,X,O,O,X,X,O,X,X
JISTOLZ,X,O,X,O,X,X,X,X
JISTOZL,X,O,O,X,X,O,X,X
JISLTZO,X,O,X,O,X,X,X,X
JISLTOZ,X,O,X,O,X,X,X,X
JISLZTO,X,X,O,O,X,X,X,X
JISLZOT,X,X,O,O,X,O,X,X
JISLOTZ,X,O,X,O,X,X,X,X
JISLOZT,X,X,O,O,X,O,X,X
JISZTLO,O,O,O,X,X,X,X,X
JISZTOL,X,O,O,X,X,O,X,X
JISZLTO,X,X,O,X,X,X,X,X
JISZLOT,X,X,O,X,X,O,X,X
JISZOTL,O,O,O,X,X,O,X,X
JISZOLT,X,X,O,X,X,O,X,X
JISOTLZ,O,O,X,O,X,X,X,X
JISOTZL,O,O,O,X,X,O,X,X
JISOLTZ,X,O,X,O,X,X,X,X
JISOLZT,X,X,O,O,X,O,X,X
JISOZTL,O,O,O,X,X,O,X,X
JISOZLT,X,X,O,X,X,O,X,X
JIZTLSO,O,X,X,O,X,X,X,X
JIZTLOS,X,O,O,O,X,X,X,X
JIZTSLO,O,O,O,X,X,X,X,X
JIZTSOL,X,O,O,X,X,O,X,X
JIZTOLS,X,O,O,O,X,X,X,X
JIZTOSL,X,O,O,X,X,O,X,X
JIZLTSO,X,X,X,O,O,X,X,X
JIZLTOS,X,X,O,O,O,X,X,X
JIZLSTO,X,X,X,O,O,X,X,X
JIZLSOT,X,X,X,O,O,O,X,X
JIZLOTS,X,X,O,O,O,X,X,X
JIZLOST,X,X,X,O,O,O,X,X
JIZSTLO,O,O,O,X,X,X,X,X
JIZSTOL,X,O,O,X,O,O,X,X
JIZSLTO,X,X,O,X,O,X,X,X
JIZSLOT,X,X,O,X,O,O,X,X
JIZSOTL,O,O,O,X,O,O,X,X
JIZSOLT,X,X,O,X,O,O,X,X
JIZOTLS,O,O,O,O,X,X,X,X
JIZOTSL,O,O,O,X,X,O,X,X
JIZOLTS,X,X,O,O,O,X,X,X
JIZOLST,X,X,X,O,O,O,X,X
JIZOSTL,O,O,O,X,O,O,X,X
JIZOSLT,X,X,O,X,O,O,X,X
JIOTLSZ,O,X,X,O,X,X,O,X
JIOTLZS,O,O,X,O,X,X,O,X
JIOTSLZ,O,O,X,O,X,X,O,X
JIOTSZL,O,O,X,X,X,O,X,X
JIOTZLS,O,O,O,O,X,X,O,X
JIOTZSL,O,O,O,X,X,O,X,X
JIOLTSZ,X,X,X,O,X,X,O,X
JIOLTZS,X,X,X,O,X,X,O,X
JIOLSTZ,X,X,X,O,X,X,X,X
JIOLSZT,X,X,X,O,X,O,X,X
JIOLZTS,X,X,O,O,O,X,X,X
JIOLZST,X,X,X,O,O,O,X,X
JIOSTLZ,O,O,X,O,X,X,X,X
JIOSTZL,O,O,O,X,X,O,X,X
JIOSLTZ,X,O,X,O,X,X,X,X
JIOSLZT,X,X,O,O,X,O,X,X
JIOSZTL,O,O,O,X,X,O,X,X
JIOSZLT,X,X,O,X,X,O,X,X
JIOZTLS,O,O,O,O,X,X,X,X
JIOZTSL,O,O,O,X,X,O,X,X
JIOZLTS,X,X,O,O,O,X,X,X
JIOZLST,X,X,X,O,O,O,X,X
JIOZSTL,O,O,O,X,O,O,X,X
JIOZSLT,X,X,O,X,O,O,X,X
JLTISZO,X,X,X,O,X,X,O,X
JLTISOZ,X,X,X,O,X,X,O,X
JLTIZSO,X,X,X,O,X,X,O,X
JLTIZOS,X,X,X,O,X,X,O,X
JLTIOSZ,X,X,X,O,X,X,O,X
JLTIOZS,X,X,X,O,X,X,O,X
JLTSIZO,X,X,X,O,X,X,O,X
JLTSIOZ,X,X,X,O,X,X,O,X
JLTSZIO,X,X,X,X,X,X,O,X
JLTSZOI,X,X,X,X,X,X,O,X
JLTSOIZ,X,X,X,O,X,X,O,X
JLTSOZI,X,X,X,X,X,X,O,X
JLTZISO,X,X,X,O,O,X,O,X
JLTZIOS,X,X,X,O,O,X,O,X
JLTZSIO,X,X,X,X,O,X,O,X
JLTZSOI,X,X,X,X,O,X,O,X
JLTZOIS,X,X,X,O,O,X,O,X
JLTZOSI,X,X,X,X,O,X,O,X
JLTOISZ,X,X,X,O,X,X,O,X
JLTOIZS,X,X,X,O,X,X,O,X
JLTOSIZ,X,X,X,O,X,X,O,X
JLTOSZI,X,X,X,X,X,X,O,X
JLTOZIS,X,X,X,O,O,X,O,X
JLTOZSI,X,X,X,X,O,X,O,X
JLITSZO,X,X,X,O,X,X,O,X
JLITSOZ,X,X,X,O,X,X,O,X
JLITZSO,X,X,X,O,X,X,O,X
JLITZOS,X,X,X,O,X,X,O,X
JLITOSZ,X,X,X,O,X,X,O,X
JLITOZS,X,X,X,O,X,X,O,X
JLISTZO,X,X,X,O,X,X,X,X
JLISTOZ,X,X,X,O,X,X,X,X
JLISZTO,X,X,X,O,X,X,X,X
JLISZOT,X,X,X,O,X,O,X,X
JLISOTZ,X,X,X,O,X,X,X,X
JLISOZT,X,X,X,O,X,O,X,X
JLIZTSO,X,X,X,O,O,X,X,X
JLIZTOS,X,X,O,O,O,X,X,X
JLIZSTO,X,X,X,O,O,X,X,X
JLIZSOT,X,X,X,O,O,O,X,X
JLIZOTS,X,X,O,O,O,X,X,X
JLIZOST,X,X,X,O,O,O,X,X
JLIOTSZ,X,X,X,O,X,X,O,X
JLIOTZS,X,X,X,O,X,X,O,X
JLIOSTZ,X,X,X,O,X,X,X,X
JLIOSZT,X,X,X,O,X,O,X,X
JLIOZTS,X,X,O,O,O,X,X,X
JLIOZST,X,X,X,O,O,O,X,X
JLSTIZO,X,X,X,O,X,X,O,X
JLSTIOZ,X,X,X,O,X,X,O,X
JLSTZIO,X,X,X,X,X,X,O,X
JLSTZOI,X,X,X,X,X,X,O,X
JLSTOIZ,X,X,X,O,X,X,O,X
JLSTOZI,X,X,X,X,X,X,O,X
JLSITZO,X,X,X,O,X,X,X,X
JLSITOZ,X,X,X,O,X,X,X,X
JLSIZTO,X,X,O,O,O,X,X,X
JLSIZOT,X,X,O,O,O,O,X,X
JLSIOTZ,X,X,X,O,X,X,X,X
JLSIOZT,X,X,O,O,X,O,X,X
JLSZTIO,X,X,O,X,O,X,X,X
JLSZTOI,X,X,O,X,O,X,X,X
JLSZITO,X,X,O,X,O,X,X,X
JLSZIOT,X,X,O,X,O,O,X,X
JLSZOTI,X,X,O,X,O,X,X,X
JLSZOIT,X,X,O,X,O,O,X,X
JLSOTIZ,X,X,X,O,X,X,O,X
JLSOTZI,X,X,X,X,X,X,O,X
JLSOITZ,X,X,X,O,X,X,X,X
JLSOIZT,X,X,O,O,X,O,X,X
JLSOZTI,X,X,O,X,O,X,X,X
JLSOZIT,X,X,O,X,O,O,X,X
JLZTISO,X,X,X,O,O,X,O,X
JLZTIOS,X,X,O,O,O,X,O,O
JLZTSIO,X,X,O,X,O,X,O,X
JLZTSOI,X,X,O,X,O,X,O,X
JLZTOIS,X,X,O,O,O,X,O,O
JLZTOSI,X,X,O,X,O,X,O,O
JLZITSO,X,X,X,O,O,X,X,X
JLZITOS,X,X,O,O,O,X,X,O
JLZISTO,X,X,X,O,O,X,X,X
JLZISOT,X,X,X,O,O,O,X,O
JLZIOTS,X,X,O,O,O,X,X,O
JLZIOST,X,X,X,O,O,O,X,O
JLZSTIO,X,X,O,X,O,X,X,X
JLZSTOI,X,X,O,X,O,X,X,X
JLZSITO,X,X,O,X,O,X,X,X
JLZSIOT,X,X,O,X,O,O,X,O
JLZSOTI,X,X,O,X,O,X,X,O
JLZSOIT,X,X,O,X,O,O,X,O
JLZOTIS,X,X,O,O,O,X,O,O
JLZOTSI,X,X,O,X,O,X,O,O
JLZOITS,X,X,O,O,O,X,X,O
JLZOIST,X,X,X,O,O,O,X,O
JLZOSTI,X,X,O,X,O,X,X,O
JLZOSIT,X,X,O,X,O,O,X,O
JLOTISZ,X,X,X,O,X,X,O,X
JLOTIZS,X,X,X,O,X,X,O,X
JLOTSIZ,X,X,X,O,X,X,O,X
JLOTSZI,X,X,X,X,X,X,O,X
JLOTZIS,X,X,X,O,O,X,O,X
JLOTZSI,X,X,X,X,O,X,O,X
JLOITSZ,X,X,X,O,X,X,O,X
JLOITZS,X,X,X,O,X,X,O,X
JLOISTZ,X,X,X,O,X,X,X,X
JLOISZT,X,X,X,O,X,O,X,X
JLOIZTS,X,X,O,O,O,X,X,X
JLOIZST,X,X,X,O,O,O,X,X
JLOSTIZ,X,X,X,O,X,X,O,X
JLOSTZI,X,X,X,X,X,X,O,X
JLOSITZ,X,X,X,O,X,X,X,X
JLOSIZT,X,X,O,O,X,O,X,X
JLOSZTI,X,X,O,X,O,X,X,O
JLOSZIT,X,X,O,X,O,O,X,O
JLOZTIS,X,X,O,O,O,X,O,O
JLOZTSI,X,X,O,X,O,X,O,O
JLOZITS,X,X,O,O,O,X,X,O
JLOZIST,X,X,X,O,O,O,X,O
JLOZSTI,X,X,O,X,O,X,X,O
JLOZSIT,X,X,O,X,O,O,X,O
JSTILZO,O,O,X,O,X,X,O,X
JSTILOZ,X,O,X,O,X,X,O,X
JSTIZLO,O,O,O,X,X,X,X,X
JSTIZOL,X,O,O,X,X,O,X,X
JSTIOLZ,X,O,X,O,X,X,O,X
JSTIOZL,X,O,O,X,X,O,X,X
JSTLIZO,O,O,X,O,X,X,O,X
JSTLIOZ,X,O,X,O,X,X,O,X
JSTLZIO,O,O,X,X,X,X,O,X
JSTLZOI,X,O,X,X,X,X,O,X
JSTLOIZ,X,O,X,O,X,X,O,X
JSTLOZI,X,O,X,X,X,X,O,X
JSTZILO,O,O,O,X,X,X,X,X
JSTZIOL,X,O,O,X,X,O,X,X
JSTZLIO,O,O,O,X,X,X,X,X
JSTZLOI,X,O,O,X,X,X,X,X
JSTZOIL,X,O,O,X,X,O,X,X
JSTZOLI,X,O,O,X,X,X,X,X
JSTOILZ,X,O,X,O,X,X,O,X
JSTOIZL,X,O,O,X,X,O,X,X
JSTOLIZ,X,O,X,O,X,X,O,X
JSTOLZI,X,O,X,X,X,X,O,X
JSTOZIL,X,O,O,X,X,O,X,X
JSTOZLI,X,O,O,X,X,X,X,X
JSITLZO,O,O,X,O,X,X,X,X
JSITLOZ,X,O,X,O,X,X,X,X
JSITZLO,O,O,O,X,X,X,X,X
JSITZOL,X,O,O,X,X,O,X,X
JSITOLZ,X,O,X,O,X,X,X,X
JSITOZL,X,O,O,X,X,O,X,X
JSILTZO,X,O,X,O,X,X,X,X
JSILTOZ,X,O,X,O,X,X,X,X
JSILZTO,X,X,O,O,X,X,X,X
JSILZOT,X,X,O,O,X,O,X,X
JSILOTZ,X,O,X,O,X,X,X,X
JSILOZT,X,X,O,O,X,O,X,X
JSIZTLO,O,O,O,X,X,X,X,X
JSIZTOL,X,O,O,X,O,O,X,X
JSIZLTO,X,X,O,X,X,X,X,X
JSIZLOT,X,X,O,X,O,O,X,X
JSIZOTL,O,O,O,X,O,O,X,X
JSIZOLT,X,X,O,X,O,O,X,X
JSIOTLZ,O,O,X,O,X,X,X,X
JSIOTZL,O,O,O,X,X,O,X,X
JSIOLTZ,X,O,X,O,X,X,X,X
JSIOLZT,X,X,O,O,X,O,X,X
JSIOZTL,O,O,O,X,X,O,X,X
JSIOZLT,X,X,O,X,X,O,X,X
JSLTIZO,X,O,X,O,X,X,O,X
JSLTIOZ,X,O,X,O,X,X,O,X
JSLTZIO,X,O,X,X,X,X,O,X
JSLTZOI,X,O,X,X,X,X,O,X
JSLTOIZ,X,O,X,O,X,X,O,X
JSLTOZI,X,O,X,X,X,X,O,X
JSLITZO,X,O,X,O,X,X,X,X
JSLITOZ,X,O,X,O,X,X,X,X
JSLIZTO,X,X,O,O,O,X,X,X
JSLIZOT,X,X,O,O,O,O,X,X
JSLIOTZ,X,O,X,O,X,X,X,X
JSLIOZT,X,X,O,O,X,O,X,X
JSLZTIO,X,X,O,X,O,X,X,X
JSLZTOI,X,X,O,X,O,X,X,X
JSLZITO,X,X,O,X,O,X,X,X
JSLZIOT,X,X,O,X,O,O,X,X
JSLZOTI,X,X,O,X,O,X,X,X
JSLZOIT,X,X,O,X,O,O,X,X
JSLOTIZ,X,O,X,O,X,X,O,X
JSLOTZI,X,O,X,X,X,X,O,X
JSLOITZ,X,O,X,O,X,X,X,X
JSLOIZT,X,X,O,O,X,O,X,X
JSLOZTI,X,X,O,X,O,X,X,X
JSLOZIT,X,X,O,X,O,O,X,X
JSZTILO,O,O,O,X,X,X,X,X
JSZTIOL,X,O,O,X,O,O,X,O
JSZTLIO,O,O,O,X,O,X,X,X
JSZTLOI,X,O,O,X,O,X,X,X
JSZTOIL,X,O,O,X,O,O,X,O
JSZTOLI,X,O,O,X,O,X,X,O
JSZITLO,O,O,O,X,X,X,X,X
JSZITOL,X,O,O,X,O,O,X,O
JSZILTO,X,X,O,X,O,X,X,X
JSZILOT,X,X,O,X,O,O,X,O
JSZIOTL,O,O,O,X,O,O,X,O
JSZIOLT,X,X,O,X,O,O,X,O
JSZLTIO,X,X,O,X,O,X,X,X
JSZLTOI,X,X,O,X,O,X,X,X
JSZLITO,X,X,O,X,O,X,X,X
JSZLIOT,X,X,O,X,O,O,X,O
JSZLOTI,X,X,O,X,O,X,X,O
JSZLOIT,X,X,O,X,O,O,X,O
JSZOTIL,O,O,O,X,O,O,X,O
JSZOTLI,O,O,O,X,O,X,X,O
JSZOITL,O,O,O,X,O,O,X,O
JSZOILT,X,X,O,X,O,O,X,O
JSZOLTI,X,X,O,X,O,X,X,O
JSZOLIT,X,X,O,X,O,O,X,O
JSOTILZ,O,O,X,O,X,X,O,X
JSOTIZL,O,O,O,X,X,O,X,X
JSOTLIZ,O,O,X,O,X,X,O,X
JSOTLZI,O,O,X,X,X,X,O,X
JSOTZIL,O,O,O,X,X,O,X,X
JSOTZLI,O,O,O,X,X,X,X,X
JSOITLZ,O,O,X,O,X,X,X,X
JSOITZL,O,O,O,X,X,O,X,X
JSOILTZ,X,O,X,O,X,X,X,X
JSOILZT,X,X,O,O,X,O,X,X
JSOIZTL,O,O,O,X,X,O,X,X
JSOIZLT,X,X,O,X,X,O,X,X
JSOLTIZ,X,O,X,O,X,X,O,X
JSOLTZI,X,O,X,X,X,X,O,X
JSOLITZ,X,O,X,O,X,X,X,X
JSOLIZT,X,X,O,O,X,O,X,X
JSOLZTI,X,X,O,X,O,X,X,O
JSOLZIT,X,X,O,X,O,O,X,O
JSOZTIL,O,O,O,X,O,O,X,O
JSOZTLI,O,O,O,X,O,X,X,O
JSOZITL,O,O,O,X,O,O,X,O
JSOZILT,X,X,O,X,O,O,X,O
JSOZLTI,X,X,O,X,O,X,X,O
JSOZLIT,X,X,O,X,O,O,X,O
JZTILSO,O,X,X,O,X,X,O,X
JZTILOS,X,O,O,O,X,X,O,O
JZTISLO,O,O,O,X,X,X,X,X
JZTISOL,X,O,O,X,X,O,X,O
JZTIOLS,X,O,O,O,X,X,O,O
JZTIOSL,X,O,O,X,X,O,X,O
JZTLISO,O,X,X,O,O,X,O,X
JZTLIOS,X,O,O,O,O,X,O,O
JZTLSIO,O,X,O,X,O,X,O,X
JZTLSOI,X,X,O,X,O,X,O,X
JZTLOIS,X,O,O,O,O,X,O,O
JZTLOSI,X,X,O,X,O,X,O,O
JZTSILO,O,O,O,X,X,X,X,X
JZTSIOL,X,O,O,X,O,O,X,O
JZTSLIO,O,O,O,X,O,X,X,X
JZTSLOI,X,O,O,X,O,X,X,X
JZTSOIL,X,O,O,X,O,O,X,O
JZTSOLI,X,O,O,X,O,X,X,O
JZTOILS,X,O,O,O,X,X,O,O
JZTOISL,X,O,O,X,X,O,X,O
JZTOLIS,X,O,O,O,O,X,O,O
JZTOLSI,X,X,O,X,O,X,O,O
JZTOSIL,X,O,O,X,O,O,X,O
JZTOSLI,X,O,O,X,O,X,X,O
JZITLSO,O,X,X,O,X,X,X,X
JZITLOS,X,O,O,O,X,X,X,O
JZITSLO,O,O,O,X,X,X,X,X
JZITSOL,X,O,O,X,X,O,X,O
JZITOLS,X,O,O,O,X,X,X,O
JZITOSL,X,O,O,X,X,O,X,O
JZILTSO,X,X,X,O,O,X,X,X
JZILTOS,X,X,O,O,O,X,X,O
JZILSTO,X,X,X,O,O,X,X,X
JZILSOT,X,X,X,O,O,O,X,O
JZILOTS,X,X,O,O,O,X,X,O
JZILOST,X,X,X,O,O,O,X,O
JZISTLO,O,O,O,X,X,X,X,X
JZISTOL,X,O,O,X,O,O,X,O
JZISLTO,X,X,O,X,O,X,X,X
JZISLOT,X,X,O,X,O,O,X,O
JZISOTL,O,O,O,X,O,O,X,O
JZISOLT,X,X,O,X,O,O,X,O
JZIOTLS,O,O,O,O,X,X,X,O
JZIOTSL,O,O,O,X,X,O,X,O
JZIOLTS,X,X,O,O,O,X,X,O
JZIOLST,X,X,X,O,O,O,X,O
JZIOSTL,O,O,O,X,O,O,X,O
JZIOSLT,X,X,O,X,O,O,X,O
JZLTISO,X,X,X,O,O,X,O,X
JZLTIOS,X,X,O,O,O,X,O,O
JZLTSIO,X,X,O,X,O,X,O,X
JZLTSOI,X,X,O,X,O,X,O,X
JZLTOIS,X,X,O,O,O,X,O,O
JZLTOSI,X,X,O,X,O,X,O,O
JZLITSO,X,X,X,O,O,X,X,X
JZLITOS,X,X,O,O,O,X,X,O
JZLISTO,X,X,X,O,O,X,X,X
JZLISOT,X,X,X,O,O,O,X,O
JZLIOTS,X,X,O,O,O,X,X,O
JZLIOST,X,X,X,O,O,O,X,O
JZLSTIO,X,X,O,X,O,X,X,X
JZLSTOI,X,X,O,X,O,X,X,X
JZLSITO,X,X,O,X,O,X,X,X
JZLSIOT,X,X,O,X,O,O,X,O
JZLSOTI,X,X,O,X,O,X,X,O
JZLSOIT,X,X,O,X,O,O,X,O
JZLOTIS,X,X,O,O,O,X,O,O
JZLOTSI,X,X,O,X,O,X,O,O
JZLOITS,X,X,O,O,O,X,X,O
JZLOIST,X,X,X,O,O,O,X,O
JZLOSTI,X,X,O,X,O,X,X,O
JZLOSIT,X,X,O,X,O,O,X,O
JZSTILO,O,O,O,X,X,X,X,X
JZSTIOL,X,O,O,X,O,O,X,O
JZSTLIO,O,O,O,X,O,X,X,X
JZSTLOI,X,O,O,X,O,X,X,X
JZSTOIL,X,O,O,X,O,O,X,O
JZSTOLI,X,O,O,X,O,X,X,O
JZSITLO,O,O,O,X,X,X,X,X
JZSITOL,X,O,O,X,O,O,X,O
JZSILTO,X,X,O,X,O,X,X,X
JZSILOT,X,X,O,X,O,O,X,O
JZSIOTL,O,O,O,X,O,O,X,O
JZSIOLT,X,X,O,X,O,O,X,O
JZSLTIO,X,X,O,X,O,X,X,X
JZSLTOI,X,X,O,X,O,X,X,X
JZSLITO,X,X,O,X,O,X,X,X
JZSLIOT,X,X,O,X,O,O,X,O
JZSLOTI,X,X,O,X,O,X,X,O
JZSLOIT,X,X,O,X,O,O,X,O
JZSOTIL,O,O,O,X,O,O,X,O
JZSOTLI,O,O,O,X,O,X,X,O
JZSOITL,O,O,O,X,O,O,X,O
JZSOILT,X,X,O,X,O,O,X,O
JZSOLTI,X,X,O,X,O,X,X,O
JZSOLIT,X,X,O,X,O,O,X,O
JZOTILS,O,O,O,O,X,X,O,O
JZOTISL,O,O,O,X,X,O,X,O
JZOTLIS,O,O,O,O,O,X,O,O
JZOTLSI,O,X,O,X,O,X,O,O
JZOTSIL,O,O,O,X,O,O,X,O
JZOTSLI,O,O,O,X,O,X,X,O
JZOITLS,O,O,O,O,X,X,X,O
JZOITSL,O,O,O,X,X,O,X,O
JZOILTS,X,X,O,O,O,X,X,O
JZOILST,X,X,X,O,O,O,X,O
JZOISTL,O,O,O,X,O,O,X,O
JZOISLT,X,X,O,X,O,O,X,O
JZOLTIS,X,X,O,O,O,X,O,O
JZOLTSI,X,X,O,X,O,X,O,O
JZOLITS,X,X,O,O,O,X,X,O
JZOLIST,X,X,X,O,O,O,X,O
JZOLSTI,X,X,O,X,O,X,X,O
JZOLSIT,X,X,O,X,O,O,X,O
JZOSTIL,O,O,O,X,O,O,X,O
JZOSTLI,O,O,O,X,O,X,X,O
JZOSITL,O,O,O,X,O,O,X,O
JZOSILT,X,X,O,X,O,O,X,O
JZOSLTI,X,X,O,X,O,X,X,O
JZOSLIT,X,X,O,X,O,O,X,O
JOTILSZ,O,X,X,O,X,X,O,X
JOTILZS,O,O,X,O,X,X,O,X
JOTISLZ,O,O,X,O,X,X,O,X
JOTISZL,O,O,X,X,X,O,X,X
JOTIZLS,O,O,O,O,X,X,O,X
JOTIZSL,O,O,O,X,X,O,X,X
JOTLISZ,O,X,X,O,X,X,O,X
JOTLIZS,O,O,X,O,X,X,O,X
JOTLSIZ,O,X,X,O,X,X,O,X
JOTLSZI,O,X,X,X,X,X,O,X
JOTLZIS,O,O,X,O,O,X,O,X
JOTLZSI,O,X,X,X,O,X,O,X
JOTSILZ,O,O,X,O,X,X,O,X
JOTSIZL,O,O,O,X,X,O,X,X
JOTSLIZ,O,O,X,O,X,X,O,X
JOTSLZI,O,O,X,X,X,X,O,X
JOTSZIL,O,O,O,X,X,O,X,X
JOTSZLI,O,O,O,X,X,X,X,X
JOTZILS,O,O,O,O,X,X,O,X
JOTZISL,O,O,O,X,X,O,X,X
JOTZLIS,O,O,O,O,O,X,O,X
JOTZLSI,O,X,O,X,O,X,O,X
JOTZSIL,O,O,O,X,O,O,X,X
JOTZSLI,O,O,O,X,O,X,X,X
JOITLSZ,O,X,X,O,X,X,O,X
JOITLZS,O,O,X,O,X,X,O,X
JOITSLZ,O,O,X,O,X,X,O,X
JOITSZL,O,O,X,X,X,O,X,X
JOITZLS,O,O,O,O,X,X,O,X
JOITZSL,O,O,O,X,X,O,X,X
JOILTSZ,X,X,X,O,X,X,O,X
JOILTZS,X,X,X,O,X,X,O,X
JOILSTZ,X,X,X,O,X,X,X,X
JOILSZT,X,X,X,O,X,O,X,X
JOILZTS,X,X,O,O,O,X,X,X
JOILZST,X,X,X,O,O,O,X,X
JOISTLZ,O,O,X,O,X,X,X,X
JOISTZL,O,O,O,X,X,O,X,X
JOISLTZ,X,O,X,O,X,X,X,X
