sequence,v115@GhA8IeA8CeA8EeB8BeG8JeOEJvhFXgBVmBUiBaoBzp?BxwB,v115@GhA8IeA8CeA8EeB8BeG8Jel/IvhFUhBRiB/pBOqByw?BzsB,v115@GhA8IeA8CeA8EeB8BeG8JeT/IvhFOlBXhBVnBaoB0p?BxwB,v115@GhA8IeA8CeA8EeB8BeG8Jei/IvhFRhBFlBTmBmnB3n?B0pB,v115@GhA8IeA8CeA8EeB8BeG8JexAJvhFmiBTkBilB3mB1s?B0pB,v115@GhA8IeA8CeA8EeB8BeG8JeUBJvhFRiB/pBFlByrBzn?BmpB
SZIOLJT,X,X,O,X,X,X
SZIOJTL,X,X,O,X,X,X
SZIOJLT,X,X,O,X,X,X
SZLTIJO,X,O,X,X,O,X
SZLTIOJ,X,O,X,X,O,O
SZLTJIO,X,O,X,X,O,X
SZLTJOI,X,O,X,X,O,O
SZLTOIJ,X,O,X,X,O,O
SZLTOJI,X,O,X,X,O,O
SZLITJO,X,O,O,X,O,X
SZLITOJ,X,O,O,X,O,O
SZLIJTO,X,O,O,X,X,X
SZLIJOT,X,O,O,X,X,X
SZLIOTJ,X,O,O,X,O,O
SZLIOJT,X,O,O,X,X,O
SZLJTIO,X,O,X,X,X,X
SZLJTOI,X,O,X,X,X,O
SZLJITO,X,O,O,X,X,X
SZLJIOT,X,O,O,X,X,X
SZLJOTI,X,O,X,X,X,O
SZLJOIT,X,O,O,X,X,O
SZLOTIJ,X,O,X,X,O,O
SZLOTJI,X,O,X,X,O,O
SZLOITJ,X,O,O,X,O,O
SZLOIJT,X,O,O,X,X,O
SZLOJTI,X,O,X,X,X,O
SZLOJIT,X,O,O,X,X,O
SZJTILO,X,O,O,X,X,X
SZJTIOL,X,O,O,X,X,X
SZJTLIO,X,O,X,X,X,X
SZJTLOI,X,O,X,O,X,X
SZJTOIL,X,O,O,O,X,X
SZJTOLI,X,O,X,O,X,X
SZJITLO,X,O,O,X,X,X
SZJITOL,X,O,O,X,X,X
SZJILTO,X,O,O,X,X,X
SZJILOT,X,O,O,X,X,X
SZJIOTL,X,O,O,X,X,X
SZJIOLT,X,O,O,X,X,X
SZJLTIO,X,O,X,X,X,X
SZJLTOI,X,O,X,X,X,X
SZJLITO,X,O,O,X,X,X
SZJLIOT,X,O,O,X,X,X
SZJLOTI,X,O,X,X,X,X
SZJLOIT,X,O,O,X,X,X
SZJOTIL,X,O,O,O,X,X
SZJOTLI,X,O,X,O,X,X
SZJOITL,X,O,O,O,X,X
SZJOILT,X,O,O,X,X,X
SZJOLTI,X,O,X,X,X,X
SZJOLIT,X,O,O,X,X,X
SZOTILJ,X,O,O,O,X,O
SZOTIJL,X,X,O,O,X,X
SZOTLIJ,X,O,X,O,O,O
SZOTLJI,X,O,X,O,O,O
SZOTJIL,X,X,O,O,X,X
SZOTJLI,X,X,X,O,O,O
SZOITLJ,X,O,O,O,X,O
SZOITJL,X,X,O,O,X,X
SZOILTJ,X,O,O,X,X,O
SZOILJT,X,O,O,X,X,O
SZOIJTL,X,O,O,O,X,X
SZOIJLT,X,O,O,X,X,X
SZOLTIJ,X,O,X,X,O,O
SZOLTJI,X,O,X,X,O,O
SZOLITJ,X,O,O,X,O,O
SZOLIJT,X,O,O,X,X,O
SZOLJTI,X,O,X,X,X,O
SZOLJIT,X,O,O,X,X,O
SZOJTIL,X,O,O,O,X,X
SZOJTLI,X,O,X,O,X,X
SZOJITL,X,O,O,O,X,X
SZOJILT,X,O,O,X,X,X
SZOJLTI,X,O,X,X,X,X
SZOJLIT,X,O,O,X,X,X
SOTILJZ,O,O,X,O,O,O
SOTILZJ,O,O,X,X,O,O
SOTIJLZ,O,O,X,O,O,O
SOTIJZL,O,O,X,X,X,X
SOTIZLJ,O,O,X,X,X,O
SOTIZJL,O,X,X,X,X,X
SOTLIJZ,O,O,X,O,O,O
SOTLIZJ,O,O,X,X,O,O
SOTLJIZ,O,O,X,O,O,O
SOTLJZI,O,O,X,O,O,O
SOTLZIJ,O,O,X,X,O,O
SOTLZJI,O,O,X,X,O,O
SOTJILZ,O,O,X,O,O,O
SOTJIZL,O,O,X,X,X,X
SOTJLIZ,O,O,X,O,O,O
SOTJLZI,O,O,X,O,O,O
SOTJZIL,O,O,X,X,X,X
SOTJZLI,O,O,X,X,O,O
SOTZILJ,O,O,X,X,X,O
SOTZIJL,O,X,X,X,X,X
SOTZLIJ,O,O,X,X,O,O
SOTZLJI,O,O,X,X,O,O
SOTZJIL,O,X,X,X,X,X
SOTZJLI,O,X,X,X,O,O
SOITLJZ,O,O,O,O,O,O
SOITLZJ,O,O,O,X,O,O
SOITJLZ,O,O,O,O,O,O
SOITJZL,O,O,O,X,X,X
SOITZLJ,O,O,O,X,X,O
SOITZJL,O,X,O,X,X,X
SOILTJZ,O,O,X,X,O,O
SOILTZJ,O,O,X,X,O,O
SOILJTZ,O,O,X,X,O,O
SOILJZT,O,O,X,X,X,O
SOILZTJ,O,O,X,X,O,O
SOILZJT,O,O,X,X,X,O
SOIJTLZ,O,O,O,O,X,O
SOIJTZL,O,O,O,X,X,X
SOIJLTZ,O,O,X,X,X,O
SOIJLZT,O,O,X,X,X,O
SOIJZTL,O,O,O,O,X,X
SOIJZLT,O,O,O,X,X,X
SOIZTLJ,O,O,O,O,X,O
SOIZTJL,O,X,O,O,X,X
SOIZLTJ,O,O,O,X,X,O
SOIZLJT,O,O,O,X,X,O
SOIZJTL,O,O,O,O,X,X
SOIZJLT,O,O,O,X,X,X
SOLTIJZ,O,O,X,X,O,O
SOLTIZJ,O,O,X,X,O,O
SOLTJIZ,O,O,X,X,O,O
SOLTJZI,O,O,X,X,O,O
SOLTZIJ,O,O,X,X,O,O
SOLTZJI,O,O,X,X,O,O
SOLITJZ,O,O,X,X,O,O
SOLITZJ,O,O,X,X,O,O
SOLIJTZ,O,O,X,X,O,O
SOLIJZT,O,O,X,X,X,O
SOLIZTJ,O,O,X,X,O,O
SOLIZJT,O,O,X,X,X,O
SOLJTIZ,O,O,X,X,O,O
SOLJTZI,O,O,X,X,O,O
SOLJITZ,O,O,X,X,O,O
SOLJIZT,O,O,X,X,X,O
SOLJZTI,O,O,X,X,X,O
SOLJZIT,O,O,X,X,X,O
SOLZTIJ,O,O,X,X,O,O
SOLZTJI,O,O,X,X,O,O
SOLZITJ,O,O,X,X,O,O
SOLZIJT,O,O,X,X,X,O
SOLZJTI,O,O,X,X,X,O
SOLZJIT,O,O,X,X,X,O
SOJTILZ,O,O,X,O,O,O
SOJTIZL,O,O,X,X,X,X
SOJTLIZ,O,O,X,O,O,O
SOJTLZI,O,O,X,O,O,O
SOJTZIL,O,O,X,X,X,X
SOJTZLI,O,O,X,X,O,O
SOJITLZ,O,O,O,O,X,O
SOJITZL,O,O,O,X,X,X
SOJILTZ,O,O,X,X,X,O
SOJILZT,O,O,X,X,X,O
SOJIZTL,O,O,O,O,X,X
SOJIZLT,O,O,O,X,X,X
SOJLTIZ,O,O,X,X,O,O
SOJLTZI,O,O,X,X,O,O
SOJLITZ,O,O,X,X,O,O
SOJLIZT,O,O,X,X,X,O
SOJLZTI,O,O,X,X,X,O
SOJLZIT,O,O,X,X,X,O
SOJZTIL,O,O,O,O,X,X
SOJZTLI,O,O,X,O,X,X
SOJZITL,O,O,O,O,X,X
SOJZILT,O,O,O,X,X,X
SOJZLTI,O,O,X,X,X,X
SOJZLIT,O,O,O,X,X,X
SOZTILJ,O,O,O,O,X,O
SOZTIJL,O,X,O,O,X,X
SOZTLIJ,O,O,X,O,O,O
SOZTLJI,O,O,X,O,O,O
SOZTJIL,O,X,O,O,X,X
SOZTJLI,O,X,X,O,O,O
SOZITLJ,O,O,O,O,X,O
SOZITJL,O,X,O,O,X,X
SOZILTJ,O,O,O,X,X,O
SOZILJT,O,O,O,X,X,O
SOZIJTL,O,O,O,O,X,X
SOZIJLT,O,O,O,X,X,X
SOZLTIJ,O,O,X,X,O,O
SOZLTJI,O,O,X,X,O,O
SOZLITJ,O,O,O,X,O,O
SOZLIJT,O,O,O,X,X,O
SOZLJTI,O,O,X,X,X,O
SOZLJIT,O,O,O,X,X,O
SOZJTIL,O,O,O,O,X,X
SOZJTLI,O,O,X,O,X,X
SOZJITL,O,O,O,O,X,X
SOZJILT,O,O,O,X,X,X
SOZJLTI,O,O,X,X,X,X
SOZJLIT,O,O,O,X,X,X
ZTILJSO,O,X,O,X,X,X
ZTILJOS,O,X,O,O,X,X
ZTILSJO,O,X,O,X,X,X
ZTILSOJ,O,X,O,O,X,X
ZTILOJS,O,X,O,O,X,X
ZTILOSJ,O,X,O,O,X,X
ZTIJLSO,O,X,O,X,X,X
ZTIJLOS,O,X,O,O,X,X
ZTIJSLO,O,X,O,X,X,X
ZTIJSOL,O,X,O,X,X,X
ZTIJOLS,O,X,O,O,X,X
ZTIJOSL,O,X,O,O,X,X
ZTISLJO,O,X,O,X,X,X
ZTISLOJ,O,X,O,O,X,X
ZTISJLO,O,X,O,X,X,X
ZTISJOL,O,X,O,X,X,X
ZTISOLJ,O,X,O,O,X,X
ZTISOJL,O,X,O,O,X,X
ZTIOLJS,O,X,O,O,X,X
ZTIOLSJ,O,X,O,O,X,X
ZTIOJLS,O,X,O,O,X,X
ZTIOJSL,O,X,O,O,X,X
ZTIOSLJ,O,X,O,O,X,X
ZTIOSJL,O,X,O,O,X,X
ZTLIJSO,O,X,O,X,X,X
ZTLIJOS,O,X,O,O,X,X
ZTLISJO,O,X,O,X,X,X
ZTLISOJ,O,X,O,O,X,X
ZTLIOJS,O,X,O,O,X,X
ZTLIOSJ,O,X,O,O,X,X
ZTLJISO,O,X,O,X,X,X
ZTLJIOS,O,X,O,O,X,X
ZTLJSIO,O,X,X,X,O,X
ZTLJSOI,O,X,X,O,O,X
ZTLJOIS,O,X,O,O,X,X
ZTLJOSI,O,X,X,O,O,X
ZTLSIJO,O,X,X,X,O,X
ZTLSIOJ,O,X,X,O,O,X
ZTLSJIO,O,X,X,X,O,X
ZTLSJOI,O,X,X,O,O,X
ZTLSOIJ,O,X,X,O,O,X
ZTLSOJI,O,X,X,O,O,X
ZTLOIJS,O,X,O,O,X,X
ZTLOISJ,O,X,O,O,X,X
ZTLOJIS,O,X,O,O,X,X
ZTLOJSI,O,X,X,O,O,X
ZTLOSIJ,O,X,X,O,O,X
ZTLOSJI,O,X,X,O,O,X
ZTJILSO,O,X,O,X,X,X
ZTJILOS,O,X,O,O,X,X
ZTJISLO,O,X,O,X,X,X
ZTJISOL,O,X,O,X,X,X
ZTJIOLS,O,X,O,O,X,X
ZTJIOSL,O,X,O,O,X,X
ZTJLISO,O,X,O,X,X,X
ZTJLIOS,O,X,O,O,X,X
ZTJLSIO,O,X,X,X,O,X
ZTJLSOI,O,X,X,O,O,X
ZTJLOIS,O,X,O,O,X,X
ZTJLOSI,O,X,X,O,O,X
ZTJSILO,O,X,O,X,O,X
ZTJSIOL,O,X,O,X,X,X
ZTJSLIO,O,X,X,X,O,X
ZTJSLOI,O,X,X,O,O,X
ZTJSOIL,O,X,O,O,X,X
ZTJSOLI,O,X,X,O,O,X
ZTJOILS,O,X,O,O,X,X
ZTJOISL,O,X,O,O,X,X
ZTJOLIS,O,X,O,O,X,X
ZTJOLSI,O,X,X,O,O,X
ZTJOSIL,O,X,O,O,X,X
ZTJOSLI,O,X,X,O,O,X
ZTSILJO,O,X,O,X,O,X
ZTSILOJ,O,X,O,O,O,X
ZTSIJLO,O,X,O,X,O,X
ZTSIJOL,O,X,O,X,X,X
ZTSIOLJ,O,X,O,O,X,X
ZTSIOJL,O,X,O,O,X,X
ZTSLIJO,O,X,X,X,O,X
ZTSLIOJ,O,X,X,O,O,X
ZTSLJIO,O,X,X,X,O,X
ZTSLJOI,O,X,X,O,O,X
ZTSLOIJ,O,X,X,O,O,X
ZTSLOJI,O,X,X,O,O,X
ZTSJILO,O,X,O,X,O,X
ZTSJIOL,O,X,O,X,X,X
ZTSJLIO,O,X,X,X,O,X
ZTSJLOI,O,X,X,O,O,X
ZTSJOIL,O,X,O,O,X,X
ZTSJOLI,O,X,X,O,O,X
ZTSOILJ,O,X,O,O,X,X
ZTSOIJL,O,X,O,O,X,X
ZTSOLIJ,O,X,X,O,O,X
ZTSOLJI,O,X,X,O,O,X
ZTSOJIL,O,X,O,O,X,X
ZTSOJLI,O,X,X,O,O,X
ZTOILJS,O,X,O,O,X,X
ZTOILSJ,O,X,O,O,X,X
ZTOIJLS,O,X,O,O,X,X
ZTOIJSL,O,X,O,O,X,X
ZTOISLJ,O,X,O,O,X,X
ZTOISJL,O,X,O,O,X,X
ZTOLIJS,O,X,O,O,X,X
ZTOLISJ,O,X,O,O,X,X
ZTOLJIS,O,X,O,O,X,X
ZTOLJSI,O,X,X,O,O,X
ZTOLSIJ,O,X,X,O,O,X
ZTOLSJI,O,X,X,O,O,X
ZTOJILS,O,X,O,O,X,X
ZTOJISL,O,X,O,O,X,X
ZTOJLIS,O,X,O,O,X,X
ZTOJLSI,O,X,X,O,O,X
ZTOJSIL,O,X,O,O,X,X
ZTOJSLI,O,X,X,O,O,X
ZTOSILJ,O,X,O,O,X,X
ZTOSIJL,O,X,O,O,X,X
ZTOSLIJ,O,X,X,O,O,X
ZTOSLJI,O,X,X,O,O,X
ZTOSJIL,O,X,O,O,X,X
ZTOSJLI,O,X,X,O,O,X
ZITLJSO,O,X,O,X,X,X
ZITLJOS,O,X,O,O,X,X
ZITLSJO,O,X,O,X,X,X
ZITLSOJ,O,X,O,O,X,X
ZITLOJS,O,X,O,O,X,X
ZITLOSJ,O,X,O,O,X,X
ZITJLSO,O,X,O,X,X,X
ZITJLOS,O,X,O,O,X,X
ZITJSLO,O,X,O,X,X,X
ZITJSOL,O,X,O,X,X,X
ZITJOLS,O,X,O,O,X,X
ZITJOSL,O,X,O,O,X,X
ZITSLJO,O,X,O,X,X,X
ZITSLOJ,O,X,O,O,X,X
ZITSJLO,O,X,O,X,X,X
ZITSJOL,O,X,O,X,X,X
ZITSOLJ,O,X,O,O,X,X
ZITSOJL,O,X,O,O,X,X
ZITOLJS,O,X,O,O,X,X
ZITOLSJ,O,X,O,O,X,X
ZITOJLS,O,X,O,O,X,X
ZITOJSL,O,X,O,O,X,X
ZITOSLJ,O,X,O,O,X,X
ZITOSJL,O,X,O,O,X,X
ZILTJSO,O,X,O,X,X,X
ZILTJOS,O,X,O,X,X,X
ZILTSJO,O,X,O,X,X,X
ZILTSOJ,O,X,O,X,X,X
ZILTOJS,O,X,O,X,X,X
ZILTOSJ,O,X,O,X,X,X
ZILJTSO,O,X,O,X,X,X
ZILJTOS,O,X,O,X,X,X
ZILJSTO,O,X,O,X,X,X
ZILJSOT,X,X,O,X,X,X
ZILJOTS,O,X,O,X,X,X
ZILJOST,O,X,O,X,X,X
ZILSTJO,O,X,O,X,X,X
ZILSTOJ,O,X,O,X,X,X
ZILSJTO,O,X,O,X,X,X
ZILSJOT,X,X,O,X,X,X
ZILSOTJ,O,X,O,X,X,X
ZILSOJT,O,X,O,X,X,X
ZILOTJS,O,X,O,X,X,X
ZILOTSJ,O,X,O,X,X,X
ZILOJTS,O,X,O,X,X,X
ZILOJST,O,X,O,X,X,X
ZILOSTJ,O,X,O,X,X,X
ZILOSJT,O,X,O,X,X,X
ZIJTLSO,O,X,O,X,X,X
ZIJTLOS,O,X,O,O,X,X
ZIJTSLO,O,X,O,X,X,X
ZIJTSOL,O,X,O,X,X,X
ZIJTOLS,O,X,O,O,X,X
ZIJTOSL,O,X,O,O,X,X
ZIJLTSO,O,X,O,X,X,X
ZIJLTOS,O,X,O,X,X,X
ZIJLSTO,O,X,O,X,X,X
ZIJLSOT,X,X,O,X,X,X
ZIJLOTS,O,X,O,X,X,X
ZIJLOST,O,X,O,X,X,X
ZIJSTLO,O,X,O,X,X,X
ZIJSTOL,O,X,O,X,X,X
ZIJSLTO,O,X,O,X,X,X
ZIJSLOT,X,X,O,X,X,X
ZIJSOTL,X,X,O,X,X,X
ZIJSOLT,X,X,O,X,X,X
ZIJOTLS,O,X,O,O,X,X
ZIJOTSL,O,X,O,O,X,X
ZIJOLTS,O,X,O,O,X,X
ZIJOLST,O,X,O,X,X,X
ZIJOSTL,O,X,O,O,X,X
ZIJOSLT,O,X,O,X,X,X
ZISTLJO,O,X,O,X,X,X
ZISTLOJ,O,X,O,X,X,X
ZISTJLO,O,X,O,X,X,X
ZISTJOL,O,X,O,X,X,X
ZISTOLJ,O,X,O,X,X,X
ZISTOJL,O,X,O,X,X,X
ZISLTJO,O,X,O,X,X,X
ZISLTOJ,O,X,O,X,X,X
ZISLJTO,O,X,O,X,X,X
ZISLJOT,X,X,O,X,X,X
ZISLOTJ,O,X,O,X,X,X
ZISLOJT,O,X,O,X,X,X
ZISJTLO,O,X,O,X,X,X
ZISJTOL,O,X,O,X,X,X
ZISJLTO,O,X,O,X,X,X
ZISJLOT,X,X,O,X,X,X
ZISJOTL,X,X,O,X,X,X
ZISJOLT,X,X,O,X,X,X
ZISOTLJ,O,X,O,X,X,X
ZISOTJL,O,X,O,X,X,X
ZISOLTJ,O,X,O,X,X,X
ZISOLJT,O,X,O,X,X,X
ZISOJTL,O,X,O,X,X,X
ZISOJLT,O,X,O,X,X,X
ZIOTLJS,O,X,O,O,X,X
ZIOTLSJ,O,X,O,O,X,X
ZIOTJLS,O,X,O,O,X,X
ZIOTJSL,O,X,O,O,X,X
ZIOTSLJ,O,X,O,O,X,X
ZIOTSJL,O,X,O,O,X,X
ZIOLTJS,O,X,O,O,X,X
ZIOLTSJ,O,X,O,O,X,X
ZIOLJTS,O,X,O,O,X,X
ZIOLJST,O,X,O,X,X,X
ZIOLSTJ,O,X,O,X,X,X
ZIOLSJT,O,X,O,X,X,X
ZIOJTLS,O,X,O,O,X,X
ZIOJTSL,O,X,O,O,X,X
ZIOJLTS,O,X,O,O,X,X
ZIOJLST,O,X,O,X,X,X
ZIOJSTL,O,X,O,O,X,X
ZIOJSLT,O,X,O,X,X,X
ZIOSTLJ,O,X,O,O,X,X
ZIOSTJL,O,X,O,O,X,X
ZIOSLTJ,O,X,O,X,X,X
ZIOSLJT,O,X,O,X,X,X
ZIOSJTL,O,X,O,O,X,X
ZIOSJLT,O,X,O,X,X,X
ZLTIJSO,O,O,O,X,X,X
ZLTIJOS,X,X,O,O,X,X
ZLTISJO,O,O,O,X,X,X
ZLTISOJ,X,O,O,O,X,X
ZLTIOJS,O,X,O,O,X,X
ZLTIOSJ,O,X,O,O,X,X
ZLTJISO,O,O,O,X,X,X
ZLTJIOS,X,X,O,O,X,X
ZLTJSIO,O,O,X,X,O,X
ZLTJSOI,O,O,X,O,O,X
ZLTJOIS,O,O,O,O,X,X
ZLTJOSI,O,O,X,O,O,X
ZLTSIJO,O,O,X,X,O,X
ZLTSIOJ,X,O,X,O,O,O
ZLTSJIO,O,O,X,X,O,X
ZLTSJOI,O,O,X,O,O,O
ZLTSOIJ,O,O,X,O,O,O
ZLTSOJI,O,O,X,O,O,O
ZLTOIJS,O,O,O,O,X,X
ZLTOISJ,O,O,O,O,X,O
ZLTOJIS,O,O,O,O,X,X
ZLTOJSI,O,O,X,O,O,X
ZLTOSIJ,O,O,X,O,O,O
ZLTOSJI,O,O,X,O,O,O
ZLITJSO,O,O,O,X,X,X
ZLITJOS,O,X,O,X,X,X
ZLITSJO,O,O,O,X,X,X
ZLITSOJ,O,O,O,X,X,X
ZLITOJS,O,X,O,X,X,X
ZLITOSJ,O,X,O,X,X,X
ZLIJTSO,O,O,O,X,X,X
ZLIJTOS,O,X,O,X,X,X
ZLIJSTO,O,O,O,X,X,X
ZLIJSOT,X,O,O,X,X,X
ZLIJOTS,O,O,O,X,X,X
ZLIJOST,O,O,O,X,X,X
ZLISTJO,O,O,O,X,O,X
ZLISTOJ,O,O,O,X,O,O
ZLISJTO,O,O,O,X,X,X
ZLISJOT,X,O,O,X,X,X
ZLISOTJ,O,O,O,X,O,O
ZLISOJT,O,O,O,X,X,O
ZLIOTJS,O,O,O,X,X,X
ZLIOTSJ,O,O,O,X,X,O
ZLIOJTS,O,O,O,X,X,X
ZLIOJST,O,O,O,X,X,O
ZLIOSTJ,O,O,O,X,O,O
ZLIOSJT,O,O,O,X,X,O
ZLJTISO,O,O,O,X,X,X
ZLJTIOS,X,X,O,O,X,X
ZLJTSIO,O,O,X,X,X,X
ZLJTSOI,O,O,X,O,X,X
ZLJTOIS,X,O,O,O,X,X
ZLJTOSI,O,O,X,O,X,X
ZLJITSO,O,O,O,X,X,X
ZLJITOS,O,X,O,X,X,X
ZLJISTO,O,O,O,X,X,X
ZLJISOT,X,O,O,X,X,X
ZLJIOTS,O,O,O,X,X,X
ZLJIOST,X,O,O,X,X,X
ZLJSTIO,X,O,X,X,X,X
ZLJSTOI,X,O,X,X,X,O
ZLJSITO,X,O,O,X,X,X
ZLJSIOT,X,O,O,X,X,X
ZLJSOTI,X,O,X,X,X,O
ZLJSOIT,X,O,O,X,X,O
ZLJOTIS,X,O,O,O,X,X
ZLJOTSI,X,O,X,O,X,X
ZLJOITS,X,O,O,O,X,X
ZLJOIST,X,O,O,X,X,O
ZLJOSTI,X,O,X,X,X,O
ZLJOSIT,X,O,O,X,X,O
ZLSTIJO,X,O,X,X,O,X
ZLSTIOJ,X,O,X,X,O,O
ZLSTJIO,X,O,X,X,O,X
ZLSTJOI,X,O,X,X,O,O
ZLSTOIJ,X,O,X,X,O,O
ZLSTOJI,X,O,X,X,O,O
ZLSITJO,X,O,O,X,O,X
ZLSITOJ,X,O,O,X,O,O
ZLSIJTO,X,O,O,X,X,X
ZLSIJOT,X,O,O,X,X,X
ZLSIOTJ,X,O,O,X,O,O
ZLSIOJT,X,O,O,X,X,O
ZLSJTIO,X,O,X,X,X,X
ZLSJTOI,X,O,X,X,X,O
ZLSJITO,X,O,O,X,X,X
ZLSJIOT,X,O,O,X,X,X
ZLSJOTI,X,O,X,X,X,O
ZLSJOIT,X,O,O,X,X,O
ZLSOTIJ,X,O,X,X,O,O
ZLSOTJI,X,O,X,X,O,O
ZLSOITJ,X,O,O,X,O,O
ZLSOIJT,X,O,O,X,X,O
ZLSOJTI,X,O,X,X,X,O
ZLSOJIT,X,O,O,X,X,O
ZLOTIJS,O,O,O,O,X,X
ZLOTISJ,O,O,O,O,X,O
ZLOTJIS,O,O,O,O,X,X
ZLOTJSI,O,O,X,O,O,X
ZLOTSIJ,O,O,X,O,O,O
ZLOTSJI,O,O,X,O,O,O
ZLOITJS,O,O,O,O,X,X
ZLOITSJ,O,O,O,O,X,O
ZLOIJTS,O,O,O,O,X,X
ZLOIJST,O,O,O,X,X,O
ZLOISTJ,O,O,O,X,O,O
ZLOISJT,O,O,O,X,X,O
ZLOJTIS,O,O,O,O,X,X
ZLOJTSI,O,O,X,O,X,X
ZLOJITS,O,O,O,O,X,X
ZLOJIST,O,O,O,X,X,O
ZLOJSTI,O,O,X,X,X,O
ZLOJSIT,O,O,O,X,X,O
ZLOSTIJ,O,O,X,X,O,O
ZLOSTJI,O,O,X,X,O,O
ZLOSITJ,O,O,O,X,O,O
ZLOSIJT,O,O,O,X,X,O
ZLOSJTI,O,O,X,X,X,O
ZLOSJIT,O,O,O,X,X,O
ZJTILSO,O,X,O,X,X,X
ZJTILOS,O,X,O,O,X,X
ZJTISLO,O,O,O,X,X,X
ZJTISOL,O,O,O,X,X,X
ZJTIOLS,O,X,O,O,X,X
ZJTIOSL,O,X,O,O,X,X
ZJTLISO,O,O,O,X,X,X
ZJTLIOS,O,X,O,O,X,X
ZJTLSIO,O,O,X,X,X,X
ZJTLSOI,O,O,X,O,X,X
ZJTLOIS,X,O,O,O,X,X
ZJTLOSI,O,O,X,O,X,X
ZJTSILO,O,O,O,X,X,X
ZJTSIOL,O,O,O,X,X,X
ZJTSLIO,O,O,X,X,X,X
ZJTSLOI,O,O,X,O,X,X
ZJTSOIL,O,O,O,O,X,X
ZJTSOLI,O,O,X,O,X,X
ZJTOILS,O,X,O,O,X,X
ZJTOISL,O,O,O,O,X,X
ZJTOLIS,X,O,O,O,X,X
ZJTOLSI,O,O,X,O,X,X
ZJTOSIL,O,O,O,O,X,X
ZJTOSLI,O,O,X,O,X,X
ZJITLSO,O,X,O,X,X,X
ZJITLOS,O,X,O,O,X,X
ZJITSLO,O,O,O,X,X,X
ZJITSOL,O,O,O,X,X,X
ZJITOLS,O,X,O,O,X,X
ZJITOSL,O,X,O,O,X,X
ZJILTSO,O,O,O,X,X,X
ZJILTOS,O,X,O,X,X,X
ZJILSTO,O,O,O,X,X,X
ZJILSOT,X,O,O,X,X,X
ZJILOTS,O,O,O,X,X,X
ZJILOST,X,O,O,X,X,X
ZJISTLO,O,O,O,X,X,X
ZJISTOL,O,O,O,X,X,X
ZJISLTO,O,O,O,X,X,X
ZJISLOT,X,O,O,X,X,X
ZJISOTL,X,O,O,X,X,X
ZJISOLT,X,O,O,X,X,X
ZJIOTLS,O,X,O,O,X,X
ZJIOTSL,O,O,O,O,X,X
ZJIOLTS,O,O,O,O,X,X
ZJIOLST,X,O,O,X,X,X
ZJIOSTL,X,O,O,O,X,X
ZJIOSLT,X,O,O,X,X,X
ZJLTISO,O,O,O,X,X,X
ZJLTIOS,X,X,O,O,X,X
ZJLTSIO,O,O,X,X,X,X
ZJLTSOI,O,O,X,O,X,X
ZJLTOIS,X,O,O,O,X,X
ZJLTOSI,O,O,X,O,X,X
ZJLITSO,O,O,O,X,X,X
ZJLITOS,O,X,O,X,X,X
ZJLISTO,O,O,O,X,X,X
ZJLISOT,X,O,O,X,X,X
ZJLIOTS,O,O,O,X,X,X
ZJLIOST,X,O,O,X,X,X
ZJLSTIO,X,O,X,X,X,X
ZJLSTOI,X,O,X,X,X,X
ZJLSITO,X,O,O,X,X,X
ZJLSIOT,X,O,O,X,X,X
ZJLSOTI,X,O,X,X,X,X
ZJLSOIT,X,O,O,X,X,X
ZJLOTIS,X,O,O,O,X,X
ZJLOTSI,X,O,X,O,X,X
ZJLOITS,X,O,O,O,X,X
ZJLOIST,X,O,O,X,X,X
ZJLOSTI,X,O,X,X,X,X
ZJLOSIT,X,O,O,X,X,X
ZJSTILO,X,O,O,X,X,X
ZJSTIOL,X,O,O,X,X,X
ZJSTLIO,X,O,X,X,X,X
ZJSTLOI,X,O,X,O,X,X
ZJSTOIL,X,O,O,O,X,X
ZJSTOLI,X,O,X,O,X,X
ZJSITLO,X,O,O,X,X,X
ZJSITOL,X,O,O,X,X,X
ZJSILTO,X,O,O,X,X,X
ZJSILOT,X,O,O,X,X,X
ZJSIOTL,X,O,O,X,X,X
ZJSIOLT,X,O,O,X,X,X
ZJSLTIO,X,O,X,X,X,X
ZJSLTOI,X,O,X,X,X,X
ZJSLITO,X,O,O,X,X,X
ZJSLIOT,X,O,O,X,X,X
ZJSLOTI,X,O,X,X,X,X
ZJSLOIT,X,O,O,X,X,X
ZJSOTIL,X,O,O,O,X,X
ZJSOTLI,X,O,X,O,X,X
ZJSOITL,X,O,O,O,X,X
ZJSOILT,X,O,O,X,X,X
ZJSOLTI,X,O,X,X,X,X
ZJSOLIT,X,O,O,X,X,X
ZJOTILS,X,X,O,O,X,X
ZJOTISL,X,O,O,O,X,X
ZJOTLIS,X,O,O,O,X,X
ZJOTLSI,X,O,X,O,X,X
ZJOTSIL,X,O,O,O,X,X
ZJOTSLI,X,O,X,O,X,X
ZJOITLS,X,X,O,O,X,X
ZJOITSL,X,O,O,O,X,X
ZJOILTS,X,O,O,O,X,X
ZJOILST,X,O,O,X,X,X
ZJOISTL,X,O,O,O,X,X
ZJOISLT,X,O,O,X,X,X
ZJOLTIS,X,O,O,O,X,X
ZJOLTSI,X,O,X,O,X,X
ZJOLITS,X,O,O,O,X,X
ZJOLIST,X,O,O,X,X,X
