sequence,v115@EhC8HeB8HeC8CeB8BeB8Jel/IvhFRhB/pBOqB8qBCn?BTsB,v115@EhC8HeB8HeC8CeB8BeB8Jex/IvhF/mBUiBikB1qBWv?BTsB,v115@EhC8HeB8HeC8CeB8BeB8JeT/IvhF2lBRhBfsB6sB0p?BlqB,v115@EhC8HeB8HeC8CeB8BeB8JeT/IvhF2lBRhBSsBlpB3q?BUsB,v115@EhC8HeB8HeC8CeB8BeB8Jex/IvhFihBTkBGnBlqBUs?BXqB,v115@EhC8HeB8HeC8CeB8BeB8Jel/IvhFzgB/pBKqBGnBRr?BUsB,v115@EhC8HeB8HeC8CeB8BeB8Jei/IvhFRhB1pB8qBzmB+s?BXqB,v115@EhC8HeB8HeC8CeB8BeB8Je0/IvhFlgB2pBxmB3mBSv?BTsB,v115@EhC8HeB8HeC8CeB8BeB8JeRBJvhF/pBFlB8qBCnBTs?BmpB,v115@EhC8HeB8HeC8CeB8BeB8JeT/IvhFRhByqB0pBGsB/q?BFsB,v115@EhC8HeB8HeC8CeB8BeB8Jel/IvhFanB/pBxlB+sBUm?BTqB,v115@EhC8HeB8HeC8CeB8BeB8Jel/IvhFUhBanB/pB+sBxq?BTqB,v115@EhC8HeB8HeC8CeB8BeB8JeRBJvhFypBzlBGsB/pBFs?BUqB
JZTSLIO,O,O,O,X,X,X,O,X,X,X,X,X,X
JZTSLOI,O,O,O,X,O,X,O,X,X,X,X,X,X
JZTSOIL,O,O,O,X,O,X,O,O,X,X,X,X,X
JZTSOLI,O,O,O,X,O,X,O,X,X,X,X,X,X
JZTOILS,X,X,O,X,O,X,O,O,X,X,X,X,X
JZTOISL,O,O,O,X,O,X,O,O,X,X,X,X,X
JZTOLIS,O,O,O,X,O,X,O,O,X,O,X,X,X
JZTOLSI,O,O,O,X,O,X,O,X,X,O,X,X,X
JZTOSIL,O,O,O,X,O,X,O,O,X,X,X,X,X
JZTOSLI,O,O,O,X,O,X,O,X,X,X,X,X,X
JZITLSO,X,X,X,X,X,X,O,X,X,X,X,O,X
JZITLOS,X,X,X,X,O,X,O,X,X,X,X,X,X
JZITSLO,O,X,X,X,X,X,O,X,X,X,X,O,X
JZITSOL,O,X,X,X,X,X,X,X,X,X,X,O,X
JZITOLS,X,X,X,X,O,X,O,O,X,X,X,X,X
JZITOSL,X,X,X,X,O,X,O,O,X,X,X,X,X
JZILTSO,O,X,X,X,X,X,O,X,X,O,X,O,X
JZILTOS,X,X,X,X,O,X,O,X,X,O,X,X,X
JZILSTO,O,X,X,X,X,X,X,X,X,O,X,O,X
JZILSOT,O,X,X,X,X,X,X,X,X,O,X,O,X
JZILOTS,X,X,X,X,O,X,X,X,X,O,X,X,X
JZILOST,O,X,X,X,O,X,X,X,X,O,X,O,X
JZISTLO,O,X,X,X,X,X,O,X,X,X,X,O,X
JZISTOL,O,X,X,X,X,X,X,X,X,X,X,O,X
JZISLTO,O,X,X,X,X,X,X,X,X,X,X,O,X
JZISLOT,O,X,X,X,X,X,X,X,X,X,X,O,X
JZISOTL,O,X,X,X,X,X,X,X,X,X,X,O,X
JZISOLT,O,X,X,X,X,X,X,X,X,X,X,O,X
JZIOTLS,X,X,X,X,O,X,O,O,X,X,X,X,X
JZIOTSL,O,X,X,X,O,X,O,O,X,X,X,X,X
JZIOLTS,O,X,X,X,O,X,O,O,X,O,X,X,X
JZIOLST,O,X,X,X,O,X,X,X,X,O,X,O,X
JZIOSTL,O,X,X,X,X,X,O,O,X,X,X,O,X
JZIOSLT,O,X,X,X,O,X,X,X,X,X,X,O,X
JZLTISO,O,O,O,X,X,X,O,X,X,O,X,X,X
JZLTIOS,X,O,O,X,O,X,O,O,X,O,X,X,X
JZLTSIO,O,O,O,X,X,X,O,X,X,O,X,X,X
JZLTSOI,O,O,O,X,O,X,O,O,X,O,X,X,X
JZLTOIS,X,O,O,X,O,X,O,O,X,O,X,X,X
JZLTOSI,X,O,O,X,O,X,O,O,X,O,X,X,X
JZLITSO,O,O,X,X,X,X,O,X,X,O,X,O,X
JZLITOS,X,O,X,X,O,X,O,O,X,O,X,X,X
JZLISTO,O,X,X,X,X,X,X,X,X,O,X,O,X
JZLISOT,O,X,X,X,X,X,X,X,X,O,X,O,X
JZLIOTS,X,O,X,X,O,X,X,O,X,O,X,X,X
JZLIOST,O,X,X,X,O,X,X,O,X,O,X,O,X
JZLSTIO,O,X,O,X,X,X,X,X,X,O,X,O,X
JZLSTOI,O,X,O,X,O,X,X,O,X,O,O,X,X
JZLSITO,O,X,O,X,X,X,X,X,X,O,X,O,X
JZLSIOT,O,X,X,X,X,X,X,X,X,O,X,O,X
JZLSOTI,O,X,O,X,O,X,X,O,X,O,O,X,X
JZLSOIT,O,X,X,X,O,X,X,O,X,O,O,X,X
JZLOTIS,O,O,O,X,O,X,O,O,X,O,X,X,O
JZLOTSI,O,O,O,X,O,X,O,O,X,O,X,X,O
JZLOITS,O,O,X,X,O,X,O,O,X,O,X,X,X
JZLOIST,O,X,X,X,O,X,X,O,X,O,O,X,X
JZLOSTI,O,X,O,X,O,X,X,O,X,O,O,X,O
JZLOSIT,O,X,X,X,O,X,X,O,X,O,O,X,X
JZSTILO,O,X,O,X,X,X,O,X,X,X,X,O,X
JZSTIOL,O,X,O,X,X,X,X,X,X,X,X,O,X
JZSTLIO,O,X,O,X,X,X,O,X,X,X,X,O,X
JZSTLOI,O,X,O,X,O,X,O,X,X,X,O,X,X
JZSTOIL,O,X,O,X,O,X,O,O,X,X,O,X,X
JZSTOLI,O,X,O,X,O,X,O,X,O,X,O,X,X
JZSITLO,O,X,O,X,X,X,O,X,X,X,X,O,X
JZSITOL,O,X,O,X,X,X,X,X,X,X,X,O,X
JZSILTO,O,X,X,X,X,X,X,X,X,X,X,O,X
JZSILOT,O,X,X,X,X,X,X,X,X,X,X,O,X
JZSIOTL,O,X,X,X,X,X,X,X,X,X,X,O,X
JZSIOLT,O,X,X,X,X,X,X,X,X,X,X,O,X
JZSLTIO,O,X,X,X,X,X,X,X,X,O,X,O,X
JZSLTOI,O,X,X,X,O,X,X,X,X,O,O,X,X
JZSLITO,O,X,X,X,X,X,X,X,X,O,X,O,X
JZSLIOT,O,X,X,X,X,X,X,X,X,O,X,O,X
JZSLOTI,O,X,X,X,O,X,X,X,X,O,O,X,X
JZSLOIT,O,X,X,X,O,X,X,X,X,O,O,X,X
JZSOTIL,O,X,O,X,O,X,O,O,X,X,O,X,X
JZSOTLI,O,X,O,X,O,X,O,X,O,X,O,X,X
JZSOITL,O,X,X,X,X,X,O,O,X,X,O,X,X
JZSOILT,O,X,X,X,O,X,X,X,X,X,O,X,X
JZSOLTI,O,X,X,X,O,X,X,X,O,O,O,X,X
JZSOLIT,O,X,X,X,O,X,X,X,O,O,O,X,X
JZOTILS,X,X,O,X,O,X,O,O,X,X,X,X,X
JZOTISL,O,O,O,X,O,X,O,O,X,X,X,X,X
JZOTLIS,O,O,O,X,O,X,O,O,X,O,X,X,X
JZOTLSI,O,O,O,X,O,X,O,X,X,O,X,X,X
JZOTSIL,O,O,O,X,O,X,O,O,X,X,X,X,X
JZOTSLI,O,O,O,X,O,X,O,X,X,X,X,X,X
JZOITLS,X,X,X,X,O,X,O,O,X,X,X,X,X
JZOITSL,O,X,X,X,O,X,O,O,X,X,X,X,X
JZOILTS,O,X,X,X,O,X,O,O,X,O,X,X,X
JZOILST,O,X,X,X,O,X,X,O,X,O,O,X,X
JZOISTL,O,X,X,X,X,X,O,O,X,X,O,X,X
JZOISLT,O,X,X,X,O,X,X,X,X,X,O,X,X
JZOLTIS,O,O,O,X,O,X,O,O,X,O,X,X,O
JZOLTSI,O,O,O,X,O,X,O,O,X,O,X,X,O
JZOLITS,O,O,X,X,O,X,O,O,X,O,X,X,X
JZOLIST,O,X,X,X,O,X,X,O,O,O,O,X,X
JZOLSTI,O,X,O,X,O,X,X,O,O,O,O,X,O
JZOLSIT,O,X,X,X,O,X,X,O,O,O,O,X,X
JZOSTIL,O,X,O,X,O,X,O,O,X,X,O,X,X
JZOSTLI,O,X,O,X,O,X,O,X,O,X,O,X,X
JZOSITL,O,X,X,X,X,X,O,O,X,X,O,X,X
JZOSILT,O,X,X,X,O,X,X,X,X,X,O,X,X
JZOSLTI,O,X,X,X,O,X,X,X,O,O,O,X,X
JZOSLIT,O,X,X,X,O,X,X,X,O,O,O,X,X
JOTILSZ,X,O,X,X,X,X,O,O,X,X,O,X,X
JOTILZS,X,O,X,X,O,X,O,O,X,X,X,X,X
JOTISLZ,X,O,X,X,X,X,O,X,X,X,O,X,X
JOTISZL,X,O,X,X,X,X,X,O,X,X,O,X,X
JOTIZLS,X,X,X,X,O,X,O,O,X,X,X,X,X
JOTIZSL,X,O,X,X,O,X,O,O,X,X,X,X,X
JOTLISZ,X,O,X,X,X,X,O,O,X,X,O,X,O
JOTLIZS,X,O,X,X,O,X,O,O,X,X,X,X,O
JOTLSIZ,O,O,X,X,X,X,O,O,X,X,O,X,O
JOTLSZI,O,O,X,X,X,X,O,O,X,X,O,X,O
JOTLZIS,X,O,X,X,X,X,O,O,X,X,X,X,O
JOTLZSI,X,O,X,X,X,X,O,O,X,X,X,X,O
JOTSILZ,O,O,X,X,X,X,O,X,X,X,O,X,X
JOTSIZL,O,O,X,X,X,X,X,X,X,X,O,X,X
JOTSLIZ,O,O,X,X,X,X,O,X,X,X,O,X,X
JOTSLZI,O,O,X,X,X,X,O,X,X,X,O,X,X
JOTSZIL,O,O,X,X,X,X,O,X,X,X,O,X,X
JOTSZLI,O,O,X,X,X,X,O,X,X,X,O,X,X
JOTZILS,X,X,X,X,O,X,O,O,X,X,X,X,X
JOTZISL,X,O,X,X,O,X,O,O,X,X,X,X,X
JOTZLIS,X,O,X,X,O,X,O,O,X,X,X,X,X
JOTZLSI,X,O,X,X,O,X,O,X,X,X,X,X,X
JOTZSIL,X,O,X,X,O,X,O,O,X,X,X,X,X
JOTZSLI,X,O,X,X,O,X,O,X,X,X,X,X,X
JOITLSZ,X,O,X,X,X,X,O,O,X,X,O,X,X
JOITLZS,X,O,X,X,O,X,O,O,X,X,X,X,X
JOITSLZ,X,O,X,X,X,X,O,X,X,X,O,X,X
JOITSZL,X,O,X,X,X,X,X,O,X,X,O,X,X
JOITZLS,X,X,X,X,O,X,O,O,X,X,X,X,X
JOITZSL,X,O,X,X,O,X,O,O,X,X,X,X,X
JOILTSZ,X,O,X,X,X,X,O,O,X,X,O,X,O
JOILTZS,X,O,X,X,X,X,O,O,X,X,X,X,O
JOILSTZ,O,O,X,X,X,X,X,O,X,X,O,O,O
JOILSZT,X,X,X,X,X,X,X,O,X,X,O,O,X
JOILZTS,X,O,X,X,X,X,O,O,X,X,X,X,X
JOILZST,X,X,X,X,X,X,X,O,X,X,O,O,X
JOISTLZ,O,X,X,X,X,X,O,X,X,X,O,O,X
JOISTZL,O,X,X,X,X,X,X,O,X,X,O,O,X
JOISLTZ,O,X,X,X,X,X,X,O,X,X,O,O,X
JOISLZT,X,X,X,X,X,X,X,O,X,X,O,O,X
JOISZTL,X,X,X,X,X,X,O,O,X,X,O,O,X
JOISZLT,X,X,X,X,X,X,X,X,X,X,O,O,X
JOIZTLS,X,X,X,X,O,X,O,O,X,X,X,X,X
JOIZTSL,X,X,X,X,O,X,O,O,X,X,X,X,X
JOIZLTS,X,X,X,X,O,X,O,O,X,X,X,X,X
JOIZLST,X,X,X,X,O,X,X,O,X,X,O,O,X
JOIZSTL,X,X,X,X,X,X,O,O,X,X,O,O,X
JOIZSLT,X,X,X,X,O,X,X,X,X,X,O,O,X
JOLTISZ,X,O,X,X,X,X,O,O,X,X,O,X,O
JOLTIZS,X,O,X,X,X,X,O,O,X,X,X,X,O
JOLTSIZ,O,O,X,X,X,X,O,O,X,X,O,X,O
JOLTSZI,O,O,X,X,X,X,O,O,X,X,O,X,O
JOLTZIS,X,O,X,X,X,X,O,O,X,X,X,X,O
JOLTZSI,X,O,X,X,X,X,O,O,X,X,X,X,O
JOLITSZ,X,O,X,X,X,X,O,O,X,X,O,X,O
JOLITZS,X,O,X,X,X,X,O,O,X,X,X,X,O
JOLISTZ,O,O,X,X,X,X,X,O,X,X,O,O,O
JOLISZT,O,X,X,X,X,X,X,O,O,X,O,O,X
JOLIZTS,O,O,X,X,X,X,O,O,X,X,X,X,X
JOLIZST,O,X,X,X,X,X,X,O,O,X,O,O,X
JOLSTIZ,O,O,X,X,X,X,X,O,X,X,O,O,O
JOLSTZI,O,O,X,X,X,X,X,O,X,X,O,X,O
JOLSITZ,O,O,X,X,X,X,X,O,X,X,O,O,O
JOLSIZT,O,X,X,X,X,X,X,O,O,X,O,O,X
JOLSZTI,O,X,X,X,X,X,X,O,O,X,O,X,O
JOLSZIT,O,X,X,X,X,X,X,O,O,X,O,X,X
JOLZTIS,O,O,X,X,X,X,O,O,X,O,X,X,O
JOLZTSI,O,O,X,X,X,X,O,O,X,O,X,X,O
JOLZITS,O,O,X,X,X,X,O,O,X,O,X,X,X
JOLZIST,O,X,X,X,X,X,X,O,O,O,O,X,X
JOLZSTI,O,X,X,X,X,X,X,O,O,O,O,X,O
JOLZSIT,O,X,X,X,X,X,X,O,O,O,O,X,X
JOSTILZ,O,O,X,X,X,X,O,X,X,X,O,O,X
JOSTIZL,O,O,X,X,X,X,X,X,X,X,O,O,X
JOSTLIZ,O,O,X,X,X,X,O,X,X,X,O,O,X
JOSTLZI,O,O,X,X,X,X,O,X,X,X,O,X,X
JOSTZIL,O,O,X,X,X,X,O,X,X,X,O,X,X
JOSTZLI,O,O,X,X,X,X,O,X,X,X,O,X,X
JOSITLZ,O,X,X,X,X,X,O,X,X,X,O,O,X
JOSITZL,O,X,X,X,X,X,X,O,X,X,O,O,X
JOSILTZ,O,X,X,X,X,X,X,O,X,X,O,O,X
JOSILZT,X,X,X,X,X,X,X,O,X,X,O,O,X
JOSIZTL,X,X,X,X,X,X,O,O,X,X,O,O,X
JOSIZLT,X,X,X,X,X,X,X,X,X,X,O,O,X
JOSLTIZ,O,O,X,X,X,X,X,O,X,X,O,O,O
JOSLTZI,O,O,X,X,X,X,X,O,X,X,O,X,O
JOSLITZ,O,O,X,X,X,X,X,O,X,X,O,O,O
JOSLIZT,O,X,X,X,X,X,X,O,O,X,O,O,X
JOSLZTI,O,X,X,X,X,X,X,O,O,X,O,X,O
JOSLZIT,O,X,X,X,X,X,X,O,O,X,O,X,X
JOSZTIL,O,O,X,X,X,X,O,O,X,X,O,X,X
JOSZTLI,O,O,X,X,X,X,O,X,O,X,O,X,X
JOSZITL,O,X,X,X,X,X,O,O,X,X,O,X,X
JOSZILT,O,X,X,X,X,X,X,X,X,X,O,X,X
JOSZLTI,O,X,X,X,X,X,X,X,O,X,O,X,X
JOSZLIT,O,X,X,X,X,X,X,X,O,X,O,X,X
JOZTILS,X,X,X,X,O,X,O,O,X,X,X,X,X
JOZTISL,O,O,X,X,O,X,O,O,X,X,X,X,X
JOZTLIS,O,O,X,X,O,X,O,O,X,O,X,X,X
JOZTLSI,O,O,X,X,O,X,O,X,X,O,X,X,X
JOZTSIL,O,O,X,X,O,X,O,O,X,X,X,X,X
JOZTSLI,O,O,X,X,O,X,O,X,X,X,X,X,X
JOZITLS,X,X,X,X,O,X,O,O,X,X,X,X,X
JOZITSL,O,X,X,X,O,X,O,O,X,X,X,X,X
JOZILTS,O,X,X,X,O,X,O,O,X,O,X,X,X
JOZILST,O,X,X,X,O,X,X,O,X,O,O,X,X
JOZISTL,O,X,X,X,X,X,O,O,X,X,O,X,X
JOZISLT,O,X,X,X,O,X,X,X,X,X,O,X,X
JOZLTIS,O,O,X,X,O,X,O,O,X,O,X,X,O
JOZLTSI,O,O,X,X,O,X,O,O,X,O,X,X,O
JOZLITS,O,O,X,X,O,X,O,O,X,O,X,X,X
JOZLIST,O,X,X,X,O,X,X,O,O,O,O,X,X
JOZLSTI,O,X,X,X,O,X,X,O,O,O,O,X,O
JOZLSIT,O,X,X,X,O,X,X,O,O,O,O,X,X
JOZSTIL,O,O,X,X,O,X,O,O,X,X,O,X,X
JOZSTLI,O,O,X,X,O,X,O,X,O,X,O,X,X
JOZSITL,O,X,X,X,X,X,O,O,X,X,O,X,X
JOZSILT,O,X,X,X,O,X,X,X,X,X,O,X,X
JOZSLTI,O,X,X,X,O,X,X,X,O,O,O,X,X
JOZSLIT,O,X,X,X,O,X,X,X,O,O,O,X,X
STILJZO,O,O,O,O,X,O,X,X,X,X,X,X,X
STILJOZ,X,X,X,O,X,O,X,X,X,X,X,X,X
STILZJO,O,O,O,X,X,O,X,X,X,X,X,X,X
STILZOJ,O,O,O,X,X,O,X,X,X,X,X,X,X
STILOJZ,X,X,X,O,X,O,X,X,X,X,X,X,X
STILOZJ,O,O,X,X,X,O,X,X,X,X,X,X,X
STIJLZO,O,O,O,O,X,O,X,X,X,X,X,O,X
STIJLOZ,X,O,X,O,X,O,X,X,X,X,O,O,X
STIJZLO,O,O,O,X,X,X,X,X,X,X,X,O,X
STIJZOL,O,O,O,O,X,X,X,X,X,X,X,O,X
STIJOLZ,O,X,X,O,X,O,X,X,X,X,O,O,X
STIJOZL,O,O,O,O,X,X,X,X,X,X,O,O,X
STIZLJO,O,O,O,X,X,X,X,X,X,X,X,X,X
STIZLOJ,O,O,O,X,X,X,X,X,X,X,X,X,X
STIZJLO,O,O,O,X,X,X,X,X,X,X,X,X,X
STIZJOL,O,O,O,X,X,X,X,X,X,X,X,X,X
STIZOLJ,O,O,O,X,X,X,X,X,X,X,X,X,X
STIZOJL,O,O,O,X,X,X,X,X,X,X,X,X,X
STIOLJZ,O,X,X,O,X,O,X,X,X,X,X,X,X
STIOLZJ,O,O,X,X,X,O,X,X,X,X,X,X,X
STIOJLZ,O,X,X,O,X,O,X,X,X,X,O,X,X
STIOJZL,O,O,O,O,X,X,X,X,X,X,O,X,X
STIOZLJ,O,O,O,X,X,X,X,X,X,X,X,X,X
STIOZJL,O,O,O,X,X,X,X,X,X,X,X,X,X
STLIJZO,O,O,O,O,X,O,X,X,X,X,X,X,X
STLIJOZ,X,X,O,O,X,O,X,X,X,X,X,X,X
STLIZJO,O,O,O,X,X,O,X,X,X,X,X,X,X
STLIZOJ,O,O,O,X,X,O,X,X,X,X,X,X,X
STLIOJZ,X,O,O,O,X,O,X,X,X,X,X,X,X
STLIOZJ,O,O,O,X,X,O,X,X,X,X,X,X,X
STLJIZO,O,O,O,O,X,O,X,X,X,X,X,O,X
STLJIOZ,X,O,O,O,X,O,X,X,X,X,O,O,X
STLJZIO,O,O,O,O,X,X,O,X,X,X,X,O,X
STLJZOI,O,O,O,O,X,X,O,X,X,X,O,X,X
STLJOIZ,O,O,O,O,X,X,O,X,X,X,O,O,X
STLJOZI,O,O,O,O,X,X,O,X,X,X,O,X,X
STLZIJO,O,O,O,X,X,O,O,X,X,X,X,X,X
STLZIOJ,O,O,O,X,X,O,X,X,X,X,X,X,X
STLZJIO,O,O,O,O,X,X,O,X,X,X,X,X,X
STLZJOI,O,O,O,O,X,X,O,X,X,X,X,X,X
STLZOIJ,O,O,O,X,X,X,X,X,X,X,X,X,X
STLZOJI,O,O,O,O,X,X,X,X,X,X,X,X,X
STLOIJZ,O,O,O,O,X,O,X,X,X,X,X,X,X
STLOIZJ,O,O,O,X,O,O,X,X,X,X,X,X,X
STLOJIZ,O,O,O,O,X,X,X,X,X,X,O,X,X
STLOJZI,O,O,O,O,X,X,X,X,X,X,O,X,X
STLOZIJ,O,O,O,X,X,X,X,X,X,X,X,X,X
STLOZJI,O,O,O,O,X,X,X,X,X,X,X,X,X
STJILZO,O,O,O,O,X,X,X,X,X,X,X,O,X
STJILOZ,X,O,X,O,X,X,X,X,X,X,O,O,X
STJIZLO,O,O,O,X,X,X,X,X,X,X,X,O,X
STJIZOL,O,O,O,O,X,X,X,X,X,X,X,O,X
STJIOLZ,O,O,X,O,X,X,X,X,X,X,O,O,X
STJIOZL,O,O,O,O,X,X,X,X,X,X,O,O,X
STJLIZO,O,O,O,O,X,O,X,X,X,X,X,O,X
STJLIOZ,X,O,O,O,X,O,X,X,X,X,O,O,X
STJLZIO,O,O,O,O,X,X,O,X,X,X,X,O,X
STJLZOI,O,O,O,O,X,X,O,X,X,X,O,X,X
STJLOIZ,O,O,O,O,X,X,O,X,X,X,O,O,X
STJLOZI,O,O,O,O,X,X,O,X,X,X,O,X,X
STJZILO,O,O,O,X,X,X,O,X,X,X,X,O,X
STJZIOL,O,O,O,O,X,X,X,X,X,X,X,O,X
STJZLIO,O,O,O,O,X,X,O,X,X,X,X,O,X
STJZLOI,O,O,O,O,X,X,O,X,X,X,O,X,X
STJZOIL,O,O,O,O,X,X,O,X,X,X,O,X,X
STJZOLI,O,O,O,O,X,X,O,X,X,X,O,X,X
STJOILZ,O,O,X,O,X,X,O,X,X,X,O,O,X
STJOIZL,O,O,O,O,X,X,X,X,X,X,O,O,X
STJOLIZ,O,O,X,O,X,X,O,X,X,X,O,O,X
STJOLZI,O,O,X,O,X,X,O,X,X,X,O,X,X
STJOZIL,O,O,O,O,X,X,O,X,X,X,O,X,X
STJOZLI,O,O,O,O,X,X,O,X,X,X,O,X,X
STZILJO,O,O,O,X,X,X,O,X,X,X,X,X,X
STZILOJ,O,O,O,X,X,X,X,X,X,X,X,X,X
STZIJLO,O,O,O,X,X,X,X,X,X,X,X,X,X
STZIJOL,O,O,O,X,X,X,X,X,X,X,X,X,X
STZIOLJ,O,O,O,X,X,X,X,X,O,X,X,X,X
STZIOJL,O,O,O,X,X,X,X,X,X,X,X,X,X
STZLIJO,O,O,O,X,X,O,O,X,X,X,X,X,X
STZLIOJ,O,O,O,X,X,O,X,X,X,X,X,X,X
STZLJIO,O,O,O,O,X,X,O,X,X,X,X,X,X
STZLJOI,O,O,O,O,X,X,O,X,X,X,X,X,X
STZLOIJ,O,O,O,X,O,X,X,X,O,X,X,X,X
STZLOJI,O,O,O,O,X,X,X,X,O,X,X,X,X
STZJILO,O,O,O,X,X,X,O,X,X,X,X,O,X
STZJIOL,O,O,O,O,X,X,X,X,X,X,X,O,X
STZJLIO,O,O,O,O,X,X,O,X,X,X,X,O,X
STZJLOI,O,O,O,O,O,X,O,X,X,X,O,X,X
STZJOIL,O,O,O,O,O,X,O,X,X,X,O,X,X
STZJOLI,O,O,O,O,O,X,O,X,O,X,O,X,X
STZOILJ,O,O,O,X,O,X,X,X,O,X,X,X,X
STZOIJL,O,O,O,X,O,X,X,X,X,X,X,X,X
STZOLIJ,O,O,O,X,O,X,X,X,O,X,X,X,X
STZOLJI,O,O,O,O,X,X,X,X,O,X,X,X,X
STZOJIL,O,O,O,O,O,X,X,X,X,X,O,X,X
STZOJLI,O,O,O,O,O,X,X,X,O,X,O,X,X
STOILJZ,O,O,X,O,X,X,X,X,X,X,X,X,X
STOILZJ,O,O,X,X,O,X,X,X,X,X,X,X,X
STOIJLZ,O,O,X,O,X,X,X,X,X,X,O,X,X
STOIJZL,O,O,O,O,X,X,X,X,X,X,O,X,X
STOIZLJ,O,O,O,X,O,X,X,X,X,X,X,X,X
STOIZJL,O,O,O,X,O,X,X,X,X,X,X,X,X
STOLIJZ,O,O,X,O,X,O,X,X,X,X,X,X,X
STOLIZJ,O,O,X,X,O,O,X,X,O,X,X,X,X
STOLJIZ,O,O,X,O,X,X,X,X,X,X,O,X,X
STOLJZI,O,O,X,O,X,X,X,X,X,X,O,X,X
STOLZIJ,O,O,X,X,X,X,X,X,O,X,X,X,X
STOLZJI,O,O,X,O,X,X,X,X,O,X,X,X,X
STOJILZ,O,O,X,O,X,X,X,X,X,X,O,O,X
STOJIZL,O,O,O,O,X,X,X,X,X,X,O,O,X
STOJLIZ,O,O,X,O,X,X,X,X,X,X,O,O,X
STOJLZI,O,O,X,O,X,X,X,X,X,X,O,X,X
STOJZIL,O,O,O,O,X,X,X,X,X,X,O,X,X
STOJZLI,O,O,O,O,X,X,X,X,X,X,O,X,X
STOZILJ,O,O,O,X,O,X,X,X,O,X,X,X,X
STOZIJL,O,O,O,X,O,X,X,X,X,X,X,X,X
STOZLIJ,O,O,O,X,O,X,X,X,O,X,X,X,X
STOZLJI,O,O,O,O,X,X,X,X,O,X,X,X,X
STOZJIL,O,O,O,O,O,X,X,X,X,X,O,X,X
STOZJLI,O,O,O,O,O,X,X,X,O,X,O,X,X
SITLJZO,O,O,O,O,X,O,X,X,X,X,X,X,X
SITLJOZ,X,X,X,O,X,O,X,X,X,X,X,X,X
SITLZJO,O,O,O,X,X,O,X,X,X,X,X,X,X
SITLZOJ,O,O,O,X,X,O,X,X,X,X,X,X,X
SITLOJZ,X,X,X,O,X,O,X,X,X,X,X,X,X
SITLOZJ,O,O,X,X,X,O,X,X,X,X,X,X,X
SITJLZO,O,O,O,O,X,O,X,X,X,X,X,O,X
SITJLOZ,X,O,X,O,X,O,X,X,X,X,O,O,X
SITJZLO,O,O,O,X,X,X,X,X,X,X,X,O,X
SITJZOL,O,O,O,O,X,X,X,X,X,X,X,O,X
SITJOLZ,O,X,X,O,X,O,X,X,X,X,O,O,X
SITJOZL,O,O,O,O,X,X,X,X,X,X,O,O,X
SITZLJO,O,O,O,X,X,X,X,X,X,X,X,X,X
SITZLOJ,O,O,O,X,X,X,X,X,X,X,X,X,X
SITZJLO,O,O,O,X,X,X,X,X,X,X,X,X,X
SITZJOL,O,O,O,X,X,X,X,X,X,X,X,X,X
SITZOLJ,O,O,O,X,X,X,X,X,X,X,X,X,X
SITZOJL,O,O,O,X,X,X,X,X,X,X,X,X,X
SITOLJZ,O,X,X,O,X,O,X,X,X,X,X,X,X
SITOLZJ,O,X,X,X,X,O,X,X,X,X,X,X,X
SITOJLZ,O,X,X,O,X,O,X,X,X,X,O,X,X
SITOJZL,O,X,O,O,X,X,X,X,X,X,O,X,X
SITOZLJ,O,O,O,X,X,X,X,X,X,X,X,X,X
SITOZJL,O,O,O,X,X,X,X,X,X,X,X,X,X
SILTJZO,O,X,O,O,X,O,X,X,X,X,X,X,X
SILTJOZ,X,X,X,O,X,O,X,X,X,X,X,X,X
SILTZJO,O,X,O,X,X,O,X,X,X,X,X,X,X
SILTZOJ,O,X,O,X,X,O,X,X,X,X,X,X,X
SILTOJZ,X,X,X,O,X,O,X,X,X,X,X,X,X
SILTOZJ,O,X,X,X,X,O,X,X,X,X,X,X,X
SILJTZO,O,X,X,O,X,O,X,X,X,X,X,X,X
SILJTOZ,X,X,X,O,X,O,X,X,X,X,X,X,X
SILJZTO,O,X,X,O,X,O,X,X,X,X,X,X,X
SILJZOT,X,X,X,X,X,O,X,X,X,X,X,X,X
SILJOTZ,X,X,X,O,X,O,X,X,X,X,X,X,X
SILJOZT,X,X,X,X,X,O,X,X,X,X,X,X,X
SILZTJO,O,X,O,X,X,O,X,X,X,X,X,X,X
SILZTOJ,O,X,O,X,X,O,X,X,X,X,X,X,X
SILZJTO,O,X,X,X,X,O,X,X,X,X,X,X,X
SILZJOT,O,X,X,X,X,O,X,X,X,X,X,X,X
SILZOTJ,O,X,X,X,X,O,X,X,X,X,X,X,X
SILZOJT,X,X,X,X,X,O,X,X,X,X,X,X,X
SILOTJZ,X,X,X,X,X,O,X,X,X,X,X,X,X
SILOTZJ,O,X,X,X,X,O,X,X,X,X,X,X,X
SILOJTZ,X,X,X,X,X,O,X,X,X,X,X,X,X
SILOJZT,X,X,X,X,X,O,X,X,X,X,X,X,X
SILOZTJ,O,X,X,X,X,O,X,X,X,X,X,X,X
SILOZJT,X,X,X,X,X,O,X,X,X,X,X,X,X
SIJTLZO,O,X,O,O,X,O,X,X,X,X,X,O,X
SIJTLOZ,X,X,X,O,X,O,X,X,X,X,O,O,X
SIJTZLO,O,X,O,X,X,X,X,X,X,X,X,O,X
SIJTZOL,O,X,O,O,X,X,X,X,X,X,X,O,X
