sequence,v115@GhA8IeB8EeA8AeD8DeD8JeT/IvhFxgBXiB8nBmlBFq?BSwB,v115@GhA8IeB8EeA8AeD8DeD8Jei/IvhFfmBxhB8nBzkBur?B1vB,v115@GhA8IeB8EeA8AeD8DeD8Je/EJvhFUgBamBRiB+rBln?BTqB,v115@GhA8IeB8EeA8AeD8DeD8Je/EJvhFRgBFiB8nBKqBzl?B+rB,v115@GhA8IeB8EeA8AeD8DeD8Je/EJvhFFgBxhB8nBarBur?BTqB,v115@GhA8IeB8EeA8AeD8DeD8Je/EJvhFUgBRiB6rBlnBzl?B2vB,v115@GhA8IeB8EeA8AeD8DeD8Je/EJvhFRgB8nBOqBlmBzq?BCsB,v115@GhA8IeB8EeA8AeD8DeD8JeT/IvhF3gB8nBlmBRqB2v?BCsB
JTZISLO,O,O,O,O,O,O,X,X
JTZISOL,O,O,O,O,O,X,O,O
JTZIOLS,O,O,O,O,X,X,X,X
JTZIOSL,O,O,O,X,O,X,X,O
JTZLISO,O,O,O,O,O,O,X,X
JTZLIOS,O,X,O,O,X,X,X,X
JTZLSIO,O,O,O,O,O,O,X,X
JTZLSOI,O,O,O,O,O,O,O,X
JTZLOIS,O,O,O,O,X,X,X,X
JTZLOSI,O,O,O,O,X,X,X,X
JTZSILO,O,O,O,O,O,O,X,X
JTZSIOL,O,O,O,O,O,X,O,O
JTZSLIO,O,O,O,O,O,O,X,X
JTZSLOI,O,O,O,O,O,O,O,X
JTZSOIL,O,O,O,O,O,X,O,O
JTZSOLI,O,O,O,O,O,O,O,X
JTZOILS,O,O,O,O,X,X,X,X
JTZOISL,O,O,O,X,O,X,O,O
JTZOLIS,O,O,O,O,O,X,X,X
JTZOLSI,O,O,O,O,O,X,O,X
JTZOSIL,O,O,O,O,O,X,O,O
JTZOSLI,O,O,O,O,O,X,O,X
JTOILSZ,X,O,O,X,X,O,X,X
JTOILZS,O,O,O,X,X,X,X,X
JTOISLZ,X,O,O,X,X,O,O,X
JTOISZL,O,O,O,X,X,X,O,O
JTOIZLS,O,O,O,X,X,X,X,X
JTOIZSL,O,O,O,X,X,X,O,O
JTOLISZ,O,O,O,X,X,O,X,X
JTOLIZS,O,O,O,X,X,X,X,X
JTOLSIZ,O,O,O,O,O,O,O,X
JTOLSZI,O,O,O,O,O,O,O,X
JTOLZIS,O,O,O,O,O,X,X,X
JTOLZSI,O,O,O,O,O,X,O,X
JTOSILZ,X,O,O,X,X,O,O,X
JTOSIZL,O,O,O,X,O,X,O,X
JTOSLIZ,X,O,O,X,O,O,O,X
JTOSLZI,X,O,O,X,O,O,O,X
JTOSZIL,O,O,O,X,O,X,O,O
JTOSZLI,O,O,O,X,O,O,O,X
JTOZILS,O,O,O,O,X,X,X,X
JTOZISL,O,O,O,X,O,X,O,O
JTOZLIS,O,O,O,O,O,X,X,X
JTOZLSI,O,O,O,O,O,X,O,X
JTOZSIL,O,O,O,X,O,X,O,O
JTOZSLI,O,O,O,O,O,X,O,X
JITLSZO,X,O,O,X,X,O,X,X
JITLSOZ,X,X,O,X,X,O,X,X
JITLZSO,X,O,O,X,X,O,X,X
JITLZOS,X,X,O,X,X,X,X,X
JITLOSZ,X,X,O,X,X,O,X,X
JITLOZS,X,X,O,X,X,X,X,X
JITSLZO,X,O,O,X,X,O,X,X
JITSLOZ,X,X,O,X,X,O,X,X
JITSZLO,X,O,O,X,X,O,X,X
JITSZOL,X,O,O,X,X,X,O,O
JITSOLZ,X,O,O,X,X,O,X,X
JITSOZL,X,O,O,X,X,X,X,O
JITZLSO,X,O,O,X,X,O,X,X
JITZLOS,X,X,O,X,X,X,X,X
JITZSLO,X,O,O,X,X,O,X,X
JITZSOL,X,O,O,X,X,X,O,O
JITZOLS,X,O,O,X,X,X,X,X
JITZOSL,X,O,O,X,X,X,X,O
JITOLSZ,X,O,O,X,X,O,X,X
JITOLZS,X,O,O,X,X,X,X,X
JITOSLZ,X,O,O,X,X,O,X,X
JITOSZL,X,O,O,X,X,X,X,O
JITOZLS,X,O,O,X,X,X,X,X
JITOZSL,X,O,O,X,X,X,X,O
JILTSZO,X,O,O,X,X,O,X,X
JILTSOZ,X,X,O,X,X,O,X,X
JILTZSO,X,O,O,X,X,O,X,X
JILTZOS,X,X,O,X,X,X,X,X
JILTOSZ,X,X,O,X,X,O,X,X
JILTOZS,X,X,O,X,X,X,X,X
JILSTZO,X,X,O,O,O,O,X,X
JILSTOZ,X,X,O,X,X,O,X,X
JILSZTO,X,X,O,O,O,O,X,X
JILSZOT,X,X,O,O,O,X,X,X
JILSOTZ,X,X,O,O,X,X,X,X
JILSOZT,X,X,O,O,X,X,X,X
JILZTSO,X,O,X,O,O,X,X,X
JILZTOS,X,X,X,O,X,X,X,X
JILZSTO,X,X,O,O,O,X,X,X
JILZSOT,X,X,O,O,O,X,X,X
JILZOTS,X,O,X,O,X,X,X,X
JILZOST,X,X,O,O,O,X,X,X
JILOTSZ,X,O,O,X,X,X,X,X
JILOTZS,X,O,O,X,X,X,X,X
JILOSTZ,X,X,O,O,X,X,X,X
JILOSZT,X,X,O,O,X,X,X,X
JILOZTS,X,O,X,O,X,X,X,X
JILOZST,X,X,O,O,X,X,X,X
JISTLZO,X,X,O,X,X,O,X,X
JISTLOZ,X,X,O,X,X,O,X,X
JISTZLO,X,X,O,O,O,O,X,X
JISTZOL,X,X,O,O,O,X,O,O
JISTOLZ,X,X,O,X,X,O,X,X
JISTOZL,X,X,O,X,X,X,X,O
JISLTZO,X,X,O,O,O,O,X,X
JISLTOZ,X,X,O,X,X,O,X,X
JISLZTO,X,X,O,O,O,O,X,X
JISLZOT,X,X,O,O,O,X,X,X
JISLOTZ,X,X,O,O,X,X,X,X
JISLOZT,X,X,O,O,X,X,X,X
JISZTLO,X,X,O,O,O,O,X,X
JISZTOL,X,X,O,O,O,X,O,O
JISZLTO,X,X,O,O,O,O,X,X
JISZLOT,X,X,O,O,O,X,X,X
JISZOTL,X,X,O,O,O,X,O,O
JISZOLT,X,X,O,X,O,X,O,X
JISOTLZ,X,X,O,X,X,X,O,X
JISOTZL,X,X,O,X,O,X,O,O
JISOLTZ,X,X,O,X,O,X,O,X
JISOLZT,X,X,O,X,O,X,O,X
JISOZTL,X,X,O,O,O,X,O,O
JISOZLT,X,X,O,X,O,X,O,X
JIZTLSO,X,O,X,O,O,X,X,X
JIZTLOS,X,X,X,O,X,X,X,X
JIZTSLO,X,O,X,O,O,X,X,X
JIZTSOL,X,O,X,O,O,X,O,O
JIZTOLS,X,O,X,O,X,X,X,X
JIZTOSL,X,O,X,X,O,X,X,O
JIZLTSO,X,O,X,O,O,X,X,X
JIZLTOS,X,X,X,O,X,X,X,X
JIZLSTO,X,X,O,O,O,X,X,X
JIZLSOT,X,X,O,O,O,X,X,X
JIZLOTS,X,O,X,O,X,X,X,X
JIZLOST,X,X,O,O,O,X,X,X
JIZSTLO,X,X,O,O,O,X,X,X
JIZSTOL,X,X,X,O,O,X,O,O
JIZSLTO,X,X,O,O,O,X,X,X
JIZSLOT,X,X,O,O,O,X,X,X
JIZSOTL,X,X,O,O,O,X,O,O
JIZSOLT,X,X,O,X,O,X,O,X
JIZOTLS,X,O,X,O,X,X,X,X
JIZOTSL,X,O,X,X,O,X,O,O
JIZOLTS,X,O,X,O,O,X,X,X
JIZOLST,X,X,O,O,O,X,X,X
JIZOSTL,X,X,O,X,O,X,O,O
JIZOSLT,X,X,O,X,O,X,O,X
JIOTLSZ,X,O,O,X,X,X,X,X
JIOTLZS,X,O,O,X,X,X,X,X
JIOTSLZ,X,O,O,X,X,X,O,X
JIOTSZL,X,O,O,X,X,X,O,O
JIOTZLS,X,O,O,X,X,X,X,X
JIOTZSL,X,O,O,X,X,X,O,O
JIOLTSZ,X,O,O,X,X,X,X,X
JIOLTZS,X,O,O,X,X,X,X,X
JIOLSTZ,X,X,O,O,O,X,X,X
JIOLSZT,X,X,O,O,O,X,X,X
JIOLZTS,X,O,X,O,O,X,X,X
JIOLZST,X,X,O,O,O,X,X,X
JIOSTLZ,X,X,O,X,X,X,O,X
JIOSTZL,X,X,O,X,O,X,O,O
JIOSLTZ,X,X,O,X,O,X,O,X
JIOSLZT,X,X,O,X,O,X,O,X
JIOSZTL,X,X,O,X,O,X,O,O
JIOSZLT,X,X,O,X,O,X,O,X
JIOZTLS,X,O,X,O,X,X,X,X
JIOZTSL,X,O,X,X,O,X,O,O
JIOZLTS,X,O,X,O,O,X,X,X
JIOZLST,X,X,O,O,O,X,X,X
JIOZSTL,X,X,O,X,O,X,O,O
JIOZSLT,X,X,O,X,O,X,O,X
JLTISZO,O,O,O,X,X,O,X,X
JLTISOZ,O,X,O,X,X,O,X,X
JLTIZSO,O,O,O,X,X,O,X,X
JLTIZOS,O,X,O,X,X,X,X,X
JLTIOSZ,O,X,O,X,X,O,X,X
JLTIOZS,O,X,O,X,X,X,X,X
JLTSIZO,O,O,O,O,O,O,X,X
JLTSIOZ,O,X,O,X,X,O,X,X
JLTSZIO,O,O,O,O,O,O,X,X
JLTSZOI,O,O,O,O,O,O,O,X
JLTSOIZ,O,O,O,O,X,O,X,X
JLTSOZI,O,O,O,O,O,O,X,X
JLTZISO,O,O,O,O,O,O,X,X
JLTZIOS,O,X,O,O,X,X,X,X
JLTZSIO,O,O,O,O,O,O,X,X
JLTZSOI,O,O,O,O,O,O,O,X
JLTZOIS,O,O,O,O,X,X,X,X
JLTZOSI,O,O,O,O,X,X,X,X
JLTOISZ,O,O,O,X,X,O,X,X
JLTOIZS,O,O,O,X,X,X,X,X
JLTOSIZ,O,O,O,O,X,O,X,X
JLTOSZI,O,O,O,O,X,O,X,X
JLTOZIS,O,O,O,O,X,X,X,X
JLTOZSI,O,O,O,O,X,X,X,X
JLITSZO,X,O,O,X,X,O,X,X
JLITSOZ,X,X,O,X,X,O,X,X
JLITZSO,O,O,O,X,X,O,X,X
JLITZOS,O,X,O,X,X,X,X,X
JLITOSZ,X,X,O,X,X,O,X,X
JLITOZS,O,X,O,X,X,X,X,X
JLISTZO,X,X,O,O,O,O,X,X
JLISTOZ,X,X,O,X,X,O,X,X
JLISZTO,O,X,O,O,O,O,X,X
JLISZOT,O,X,O,O,O,X,X,X
JLISOTZ,X,X,O,O,X,X,X,X
JLISOZT,O,X,O,O,X,X,X,X
JLIZTSO,O,O,X,O,O,X,X,X
JLIZTOS,O,X,X,O,X,X,X,X
JLIZSTO,O,X,O,O,O,X,X,X
JLIZSOT,O,X,O,O,O,X,X,X
JLIZOTS,O,O,X,O,X,X,X,X
JLIZOST,O,X,O,O,O,X,X,X
JLIOTSZ,X,O,O,X,X,X,X,X
JLIOTZS,O,O,O,X,X,X,X,X
JLIOSTZ,X,X,O,O,X,X,X,X
JLIOSZT,O,X,O,O,X,X,X,X
JLIOZTS,O,O,X,O,X,X,X,X
JLIOZST,O,X,O,O,X,X,X,X
JLSTIZO,X,O,O,O,O,O,X,X
JLSTIOZ,X,X,O,X,X,O,X,X
JLSTZIO,X,O,O,O,O,O,X,X
JLSTZOI,X,O,O,O,O,O,O,X
JLSTOIZ,X,X,O,O,X,O,X,X
JLSTOZI,X,O,O,O,O,O,X,X
JLSITZO,X,X,O,O,O,O,X,X
JLSITOZ,X,X,O,X,X,O,X,X
JLSIZTO,O,X,O,O,O,O,X,X
JLSIZOT,O,X,O,O,O,X,X,X
JLSIOTZ,X,X,O,O,X,X,X,X
JLSIOZT,O,X,O,O,X,X,X,X
JLSZTIO,O,O,O,O,O,O,X,X
JLSZTOI,O,O,O,O,O,O,O,X
JLSZITO,O,X,O,O,O,O,X,X
JLSZIOT,O,X,O,O,O,X,X,X
JLSZOTI,O,O,O,O,O,O,O,X
JLSZOIT,O,X,O,O,O,X,O,X
JLSOTIZ,X,O,O,O,O,O,O,X
JLSOTZI,X,O,O,O,O,O,O,X
JLSOITZ,X,X,O,O,O,X,O,X
JLSOIZT,O,X,O,O,O,X,O,X
JLSOZTI,O,O,O,O,O,O,O,X
JLSOZIT,O,X,O,O,O,X,O,X
JLZTISO,O,O,O,O,O,O,X,X
JLZTIOS,O,X,O,O,X,X,X,X
JLZTSIO,O,O,O,O,O,O,X,X
JLZTSOI,O,O,O,O,O,O,O,X
JLZTOIS,O,O,O,O,X,X,X,X
JLZTOSI,O,O,O,O,X,X,X,X
JLZITSO,O,O,X,O,O,X,X,X
JLZITOS,O,X,X,O,X,X,X,X
JLZISTO,O,X,O,O,O,X,X,X
JLZISOT,O,X,O,O,O,X,X,X
JLZIOTS,O,O,X,O,X,X,X,X
JLZIOST,O,X,O,O,O,X,X,X
JLZSTIO,O,O,O,O,O,O,X,X
JLZSTOI,O,O,O,O,O,O,O,X
JLZSITO,O,X,O,O,O,O,X,X
JLZSIOT,O,X,O,O,O,X,X,X
JLZSOTI,O,O,O,O,O,O,O,X
JLZSOIT,O,X,O,O,O,X,O,X
JLZOTIS,O,O,O,O,O,X,X,X
JLZOTSI,O,O,O,O,O,X,O,X
JLZOITS,O,O,X,O,O,X,X,X
JLZOIST,O,X,O,O,O,X,X,X
JLZOSTI,O,O,O,O,O,X,O,X
JLZOSIT,O,X,O,O,O,X,O,X
JLOTISZ,O,O,O,X,X,O,X,X
JLOTIZS,O,O,O,X,X,X,X,X
JLOTSIZ,O,O,O,O,O,O,O,X
JLOTSZI,O,O,O,O,O,O,O,X
JLOTZIS,O,O,O,O,O,X,X,X
JLOTZSI,O,O,O,O,O,X,O,X
JLOITSZ,X,O,O,X,X,X,X,X
JLOITZS,O,O,O,X,X,X,X,X
JLOISTZ,X,X,O,O,O,X,X,X
JLOISZT,O,X,O,O,O,X,X,X
JLOIZTS,O,O,X,O,O,X,X,X
JLOIZST,O,X,O,O,O,X,X,X
JLOSTIZ,X,O,O,O,O,O,O,X
JLOSTZI,X,O,O,O,O,O,O,X
JLOSITZ,X,X,O,O,O,X,O,X
JLOSIZT,O,X,O,O,O,X,O,X
JLOSZTI,O,O,O,O,O,O,O,X
JLOSZIT,O,X,O,O,O,X,O,X
JLOZTIS,O,O,O,O,O,X,X,X
JLOZTSI,O,O,O,O,O,X,O,X
JLOZITS,O,O,X,O,O,X,X,X
JLOZIST,O,X,O,O,O,X,X,X
JLOZSTI,O,O,O,O,O,X,O,X
JLOZSIT,O,X,O,O,O,X,O,X
JSTILZO,X,O,O,X,X,O,X,X
JSTILOZ,X,X,O,X,X,O,X,X
JSTIZLO,X,O,O,O,O,O,X,X
JSTIZOL,X,O,O,O,O,X,O,X
JSTIOLZ,X,O,O,X,X,O,X,X
JSTIOZL,X,O,O,X,X,X,X,X
JSTLIZO,X,O,O,O,O,O,X,X
JSTLIOZ,X,X,O,X,X,O,X,X
JSTLZIO,X,O,O,O,O,O,X,X
JSTLZOI,X,O,O,O,O,O,O,X
JSTLOIZ,X,O,O,O,X,O,X,X
JSTLOZI,X,O,O,O,O,O,X,X
JSTZILO,X,O,O,O,O,O,X,X
JSTZIOL,X,O,O,O,O,X,O,X
JSTZLIO,X,O,O,O,O,O,X,X
JSTZLOI,X,O,O,O,O,O,O,X
JSTZOIL,X,O,O,O,O,X,O,X
JSTZOLI,X,O,O,O,O,O,O,X
JSTOILZ,X,O,O,X,X,O,O,X
JSTOIZL,X,O,O,X,O,X,O,X
JSTOLIZ,X,O,O,X,O,O,O,X
JSTOLZI,X,O,O,X,O,O,O,X
JSTOZIL,X,O,O,X,O,X,O,X
JSTOZLI,X,O,O,X,O,O,O,X
JSITLZO,X,X,O,X,X,O,X,X
JSITLOZ,X,X,O,X,X,O,X,X
JSITZLO,X,X,O,O,O,O,X,X
JSITZOL,X,X,O,O,O,X,O,X
JSITOLZ,X,X,O,X,X,O,X,X
JSITOZL,X,X,O,X,X,X,X,X
JSILTZO,X,X,O,O,O,O,X,X
JSILTOZ,X,X,O,X,X,O,X,X
JSILZTO,X,X,O,O,O,O,X,X
JSILZOT,X,X,O,O,O,X,X,X
JSILOTZ,X,X,O,O,X,X,X,X
JSILOZT,X,X,O,O,X,X,X,X
JSIZTLO,X,X,O,O,O,O,X,X
JSIZTOL,X,X,O,O,O,X,O,X
JSIZLTO,X,X,O,O,O,O,X,X
JSIZLOT,X,X,O,O,O,X,X,X
JSIZOTL,X,X,O,O,O,X,O,X
JSIZOLT,X,X,O,X,O,X,O,X
JSIOTLZ,X,X,O,X,X,X,O,X
JSIOTZL,X,X,O,X,O,X,O,X
JSIOLTZ,X,X,O,X,O,X,O,X
JSIOLZT,X,X,O,X,O,X,O,X
JSIOZTL,X,X,O,O,O,X,O,X
JSIOZLT,X,X,O,X,O,X,O,X
JSLTIZO,X,O,O,O,O,O,X,X
JSLTIOZ,X,X,O,X,X,O,X,X
JSLTZIO,X,O,O,O,O,O,X,X
JSLTZOI,X,O,O,O,O,O,O,X
JSLTOIZ,X,X,O,O,X,O,X,X
JSLTOZI,X,O,O,O,O,O,X,X
JSLITZO,X,X,O,O,O,O,X,X
JSLITOZ,X,X,O,X,X,O,X,X
JSLIZTO,X,X,O,O,O,O,X,X
JSLIZOT,X,X,O,O,O,X,X,X
JSLIOTZ,X,X,O,O,X,X,X,X
JSLIOZT,X,X,O,O,X,X,X,X
JSLZTIO,X,O,O,O,O,O,X,X
JSLZTOI,X,O,O,O,O,O,O,X
JSLZITO,X,X,O,O,O,O,X,X
JSLZIOT,X,X,O,O,O,X,X,X
JSLZOTI,X,O,O,O,O,O,O,X
JSLZOIT,X,X,O,O,O,X,O,X
JSLOTIZ,X,O,O,O,O,O,O,X
JSLOTZI,X,O,O,O,O,O,O,X
JSLOITZ,X,X,O,O,O,X,O,X
JSLOIZT,X,X,O,O,O,X,O,X
JSLOZTI,X,O,O,O,O,O,O,X
JSLOZIT,X,X,O,O,O,X,O,X
JSZTILO,X,O,O,O,O,O,X,X
JSZTIOL,X,O,O,O,O,X,O,X
JSZTLIO,X,O,O,O,O,O,X,X
JSZTLOI,X,O,O,O,O,O,O,X
JSZTOIL,X,O,O,O,O,X,O,X
JSZTOLI,X,O,O,O,O,O,O,X
JSZITLO,X,X,O,O,O,O,X,X
JSZITOL,X,X,O,O,O,X,O,X
JSZILTO,X,X,O,O,O,O,X,X
JSZILOT,X,X,O,O,O,X,X,X
JSZIOTL,X,X,O,O,O,X,O,X
JSZIOLT,X,X,O,X,O,X,O,X
JSZLTIO,X,O,O,O,O,O,X,X
JSZLTOI,X,O,O,O,O,O,O,X
JSZLITO,X,X,O,O,O,O,X,X
JSZLIOT,X,X,O,O,O,X,X,X
JSZLOTI,X,O,O,O,O,O,O,X
JSZLOIT,X,X,O,O,O,X,O,X
JSZOTIL,X,O,O,O,O,X,O,X
JSZOTLI,X,O,O,O,O,O,O,X
JSZOITL,X,X,O,O,O,X,O,X
JSZOILT,X,X,O,X,O,X,O,X
JSZOLTI,X,O,O,O,O,O,O,X
JSZOLIT,X,X,O,O,O,X,O,X
JSOTILZ,X,O,O,X,X,O,O,X
JSOTIZL,X,O,O,X,O,X,O,X
JSOTLIZ,X,O,O,X,O,O,O,X
JSOTLZI,X,O,O,X,O,O,O,X
JSOTZIL,X,O,O,X,O,X,O,X
JSOTZLI,X,O,O,X,O,O,O,X
JSOITLZ,X,X,O,X,X,X,O,X
JSOITZL,X,X,O,X,O,X,O,X
JSOILTZ,X,X,O,X,O,X,O,X
JSOILZT,X,X,O,X,O,X,O,X
JSOIZTL,X,X,O,O,O,X,O,X
JSOIZLT,X,X,O,X,O,X,O,X
JSOLTIZ,X,O,O,O,O,O,O,X
JSOLTZI,X,O,O,O,O,O,O,X
JSOLITZ,X,X,O,O,O,X,O,X
JSOLIZT,X,X,O,O,O,X,O,X
JSOLZTI,X,O,O,O,O,O,O,X
JSOLZIT,X,X,O,O,O,X,O,X
JSOZTIL,X,O,O,O,O,X,O,X
JSOZTLI,X,O,O,O,O,O,O,X
JSOZITL,X,X,O,O,O,X,O,X
JSOZILT,X,X,O,X,O,X,O,X
JSOZLTI,X,O,O,O,O,O,O,X
JSOZLIT,X,X,O,O,O,X,O,X
JZTILSO,O,O,O,O,O,O,X,X
JZTILOS,O,X,O,O,X,X,X,X
JZTISLO,O,O,O,O,O,O,X,X
JZTISOL,O,O,O,O,O,X,O,O
JZTIOLS,O,O,O,O,X,X,X,X
JZTIOSL,O,O,O,X,O,X,X,O
JZTLISO,O,O,O,O,O,O,X,X
JZTLIOS,O,X,O,O,X,X,X,X
JZTLSIO,O,O,O,O,O,O,X,X
JZTLSOI,O,O,O,O,O,O,O,X
JZTLOIS,O,O,O,O,X,X,X,X
JZTLOSI,O,O,O,O,X,X,X,X
JZTSILO,O,O,O,O,O,O,X,X
JZTSIOL,O,O,O,O,O,X,O,O
JZTSLIO,O,O,O,O,O,O,X,X
JZTSLOI,O,O,O,O,O,O,O,X
JZTSOIL,O,O,O,O,O,X,O,O
JZTSOLI,O,O,O,O,O,O,O,X
JZTOILS,O,O,O,O,X,X,X,X
JZTOISL,O,O,O,X,O,X,O,O
JZTOLIS,O,O,O,O,O,X,X,X
JZTOLSI,O,O,O,O,O,X,O,X
JZTOSIL,O,O,O,O,O,X,O,O
JZTOSLI,O,O,O,O,O,X,O,X
JZITLSO,X,O,X,O,O,X,X,X
JZITLOS,X,X,X,O,X,X,X,X
JZITSLO,X,O,X,O,O,X,X,X
JZITSOL,X,O,X,O,O,X,O,O
JZITOLS,X,O,X,O,X,X,X,X
JZITOSL,X,O,X,X,O,X,X,O
JZILTSO,X,O,X,O,O,X,X,X
JZILTOS,X,X,X,O,X,X,X,X
JZILSTO,X,X,O,O,O,X,X,X
JZILSOT,X,X,O,O,O,X,X,X
JZILOTS,X,O,X,O,X,X,X,X
JZILOST,X,X,O,O,O,X,X,X
JZISTLO,X,X,O,O,O,X,X,X
JZISTOL,X,X,X,O,O,X,O,O
JZISLTO,X,X,O,O,O,X,X,X
JZISLOT,X,X,O,O,O,X,X,X
JZISOTL,X,X,O,O,O,X,O,O
JZISOLT,X,X,O,X,O,X,O,X
JZIOTLS,X,O,X,O,X,X,X,X
JZIOTSL,X,O,X,X,O,X,O,O
JZIOLTS,X,O,X,O,O,X,X,X
JZIOLST,X,X,O,O,O,X,X,X
JZIOSTL,X,X,O,X,O,X,O,O
JZIOSLT,X,X,O,X,O,X,O,X
JZLTISO,O,O,O,O,O,O,X,X
JZLTIOS,O,X,O,O,X,X,X,X
JZLTSIO,O,O,O,O,O,O,X,X
JZLTSOI,O,O,O,O,O,O,O,X
JZLTOIS,O,O,O,O,X,X,X,X
JZLTOSI,O,O,O,O,X,X,X,X
JZLITSO,O,O,X,O,O,X,X,X
JZLITOS,O,X,X,O,X,X,X,X
JZLISTO,O,X,O,O,O,X,X,X
JZLISOT,O,X,O,O,O,X,X,X
JZLIOTS,O,O,X,O,X,X,X,X
JZLIOST,O,X,O,O,O,X,X,X
JZLSTIO,O,O,O,O,O,O,X,X
JZLSTOI,O,O,O,O,O,O,O,X
JZLSITO,O,X,O,O,O,O,X,X
JZLSIOT,O,X,O,O,O,X,X,X
JZLSOTI,O,O,O,O,O,O,O,X
JZLSOIT,O,X,O,O,O,X,O,X
JZLOTIS,O,O,O,O,O,X,X,X
JZLOTSI,O,O,O,O,O,X,O,X
JZLOITS,O,O,X,O,O,X,X,X
JZLOIST,O,X,O,O,O,X,X,X
JZLOSTI,O,O,O,O,O,X,O,X
JZLOSIT,O,X,O,O,O,X,O,X
JZSTILO,O,O,O,O,O,O,X,X
JZSTIOL,O,O,O,O,O,X,O,X
JZSTLIO,O,O,O,O,O,O,X,X
JZSTLOI,O,O,O,O,O,O,O,X
JZSTOIL,O,O,O,O,O,X,O,X
JZSTOLI,O,O,O,O,O,O,O,X
JZSITLO,O,X,O,O,O,O,X,X
JZSITOL,O,X,O,O,O,X,O,X
JZSILTO,O,X,O,O,O,O,X,X
JZSILOT,O,X,O,O,O,X,X,X
JZSIOTL,O,X,O,O,O,X,O,X
JZSIOLT,O,X,O,X,O,X,O,X
JZSLTIO,O,O,O,O,O,O,X,X
JZSLTOI,O,O,O,O,O,O,O,X
JZSLITO,O,X,O,O,O,O,X,X
JZSLIOT,O,X,O,O,O,X,X,X
JZSLOTI,O,O,O,O,O,O,O,X
JZSLOIT,O,X,O,O,O,X,O,X
JZSOTIL,O,O,O,O,O,X,O,X
JZSOTLI,O,O,O,O,O,O,O,X
JZSOITL,O,X,O,O,O,X,O,X
JZSOILT,O,X,O,X,O,X,O,X
JZSOLTI,O,O,O,O,O,O,O,X
JZSOLIT,O,X,O,O,O,X,O,X
JZOTILS,O,O,O,O,X,X,X,X
JZOTISL,O,O,O,X,O,X,O,O
JZOTLIS,O,O,O,O,O,X,X,X
JZOTLSI,O,O,O,O,O,X,O,X
JZOTSIL,O,O,O,O,O,X,O,O
JZOTSLI,O,O,O,O,O,X,O,X
JZOITLS,X,O,X,O,X,X,X,X
JZOITSL,X,O,X,X,O,X,O,O
JZOILTS,X,O,X,O,O,X,X,X
JZOILST,X,X,O,O,O,X,X,X
JZOISTL,X,X,O,X,O,X,O,O
JZOISLT,X,X,O,X,O,X,O,X
JZOLTIS,O,O,O,O,O,X,X,X
JZOLTSI,O,O,O,O,O,X,O,X
JZOLITS,O,O,X,O,O,X,X,X
JZOLIST,O,X,O,O,O,X,X,X
JZOLSTI,O,O,O,O,O,X,O,X
JZOLSIT,O,X,O,O,O,X,O,X
JZOSTIL,O,O,O,O,O,X,O,X
JZOSTLI,O,O,O,O,O,X,O,X
JZOSITL,O,X,O,O,O,X,O,X
JZOSILT,O,X,O,X,O,X,O,X
JZOSLTI,O,O,O,O,O,X,O,X
JZOSLIT,O,X,O,O,O,X,O,X
JOTILSZ,X,O,O,X,X,O,X,X
JOTILZS,O,O,O,X,X,X,X,X
JOTISLZ,X,O,O,X,X,O,O,X
JOTISZL,O,O,O,X,X,X,O,O
JOTIZLS,O,O,O,X,X,X,X,X
JOTIZSL,O,O,O,X,X,X,O,O
JOTLISZ,O,O,O,X,X,O,X,X
JOTLIZS,O,O,O,X,X,X,X,X
JOTLSIZ,O,O,O,O,O,O,O,X
JOTLSZI,O,O,O,O,O,O,O,X
JOTLZIS,O,O,O,O,O,X,X,X
JOTLZSI,O,O,O,O,O,X,O,X
JOTSILZ,X,O,O,X,X,O,O,X
JOTSIZL,O,O,O,X,O,X,O,X
JOTSLIZ,X,O,O,X,O,O,O,X
JOTSLZI,X,O,O,X,O,O,O,X
JOTSZIL,O,O,O,X,O,X,O,O
JOTSZLI,O,O,O,X,O,O,O,X
JOTZILS,O,O,O,O,X,X,X,X
JOTZISL,O,O,O,X,O,X,O,O
JOTZLIS,O,O,O,O,O,X,X,X
JOTZLSI,O,O,O,O,O,X,O,X
JOTZSIL,O,O,O,X,O,X,O,O
JOTZSLI,O,O,O,O,O,X,O,X
JOITLSZ,X,O,O,X,X,X,X,X
JOITLZS,X,O,O,X,X,X,X,X
JOITSLZ,X,O,O,X,X,X,O,X
JOITSZL,X,O,O,X,X,X,O,O
JOITZLS,X,O,O,X,X,X,X,X
JOITZSL,X,O,O,X,X,X,O,O
JOILTSZ,X,O,O,X,X,X,X,X
JOILTZS,X,O,O,X,X,X,X,X
JOILSTZ,X,X,O,O,O,X,X,X
JOILSZT,X,X,O,O,O,X,X,X
JOILZTS,X,O,X,O,O,X,X,X
JOILZST,X,X,O,O,O,X,X,X
JOISTLZ,X,X,O,X,X,X,O,X
JOISTZL,X,X,O,X,O,X,O,O
JOISLTZ,X,X,O,X,O,X,O,X
JOISLZT,X,X,O,X,O,X,O,X
JOISZTL,X,X,O,X,O,X,O,O
JOISZLT,X,X,O,X,O,X,O,X
JOIZTLS,X,O,X,O,X,X,X,X
JOIZTSL,X,O,X,X,O,X,O,O
JOIZLTS,X,O,X,O,O,X,X,X
JOIZLST,X,X,O,O,O,X,X,X
JOIZSTL,X,X,O,X,O,X,O,O
