sequence,v115@FhB8HeB8HeB8BeB8BeD8JeZEJvhF0hB6nBupBzlBFl?B3rB,v115@FhB8HeB8HeB8BeB8BeD8JeZEJvhFThB6nBupBfrB8r?BFqB,v115@FhB8HeB8HeB8BeB8BeD8JeZEJvhFXhB6nBupBzmBFl?BUrB,v115@FhB8HeB8HeB8BeB8BeD8JeZEJvhF8lBfnB6nBupBFl?BTrB,v115@FhB8HeB8HeB8BeB8BeD8JeXAJvhFxhBSrBTnBlpBOp?BUrB,v115@FhB8HeB8HeB8BeB8BeD8Jex/IvhFXhBTiBWsBlpBUr?BipB,v115@FhB8HeB8HeB8BeB8BeD8Jex/IvhFXhB+nBypBFrB8r?BTpB,v115@FhB8HeB8HeB8BeB8BeD8JeRAJvhFGiB0lBVsBipB/p?BTrB,v115@FhB8HeB8HeB8BeB8BeD8JeFAJvhF8lBTiBipBxrB/p?B+rB,v115@FhB8HeB8HeB8BeB8BeD8JeFBJvhFxkBGnBypBXnBUr?BTpB
JIOTZSL,X,X,O,O,X,X,X,X,X,X
JIOLTSZ,X,X,O,X,X,X,X,X,X,X
JIOLTZS,O,X,O,X,X,X,X,X,X,X
JIOLSTZ,O,X,O,O,X,X,X,X,X,X
JIOLSZT,O,O,O,O,X,X,X,X,X,X
JIOLZTS,O,X,O,X,X,X,X,X,X,X
JIOLZST,O,O,O,O,X,X,X,X,X,X
JIOSTLZ,O,X,O,O,X,X,X,X,X,X
JIOSTZL,O,X,X,O,X,X,X,X,X,X
JIOSLTZ,O,X,O,O,X,X,X,X,X,X
JIOSLZT,O,O,O,O,X,X,X,X,X,X
JIOSZTL,O,O,O,O,X,X,X,X,X,X
JIOSZLT,O,O,O,O,X,X,X,X,X,X
JIOZTLS,O,X,O,X,X,X,X,X,X,X
JIOZTSL,X,X,O,O,X,X,X,X,X,X
JIOZLTS,O,X,O,X,X,X,X,X,X,X
JIOZLST,O,O,O,O,X,X,X,X,X,X
JIOZSTL,X,O,O,O,X,X,X,X,X,X
JIOZSLT,O,O,O,O,X,X,X,X,X,X
JLTISZO,X,O,X,O,X,X,O,X,X,X
JLTISOZ,O,X,X,X,X,X,X,X,X,X
JLTIZSO,X,O,X,X,X,X,O,O,X,X
JLTIZOS,X,X,X,X,X,X,O,X,X,X
JLTIOSZ,X,X,O,X,X,X,O,X,X,X
JLTIOZS,O,X,O,X,X,X,O,X,X,X
JLTSIZO,X,O,X,O,X,X,O,X,X,X
JLTSIOZ,O,X,X,X,X,X,X,X,X,X
JLTSZIO,X,O,X,O,X,X,O,O,X,X
JLTSZOI,X,O,X,X,X,X,O,O,X,X
JLTSOIZ,O,X,X,X,O,X,O,X,X,X
JLTSOZI,O,X,X,X,O,X,O,X,X,X
JLTZISO,X,O,X,X,X,X,O,O,X,X
JLTZIOS,X,X,X,X,X,X,O,X,X,X
JLTZSIO,X,O,X,X,X,X,O,O,X,X
JLTZSOI,X,O,X,X,X,X,O,O,X,X
JLTZOIS,X,X,X,X,X,X,O,O,X,X
JLTZOSI,X,X,X,X,X,X,O,O,X,X
JLTOISZ,X,X,O,X,O,X,O,X,X,X
JLTOIZS,O,X,O,X,O,X,O,X,X,X
JLTOSIZ,X,X,O,X,O,X,O,X,X,X
JLTOSZI,X,X,X,X,O,X,O,X,X,X
JLTOZIS,O,X,O,X,O,X,O,X,X,X
JLTOZSI,X,X,O,X,O,X,O,O,X,X
JLITSZO,X,O,X,O,X,X,O,X,X,X
JLITSOZ,O,X,X,X,X,X,X,X,X,X
JLITZSO,X,O,X,X,X,X,O,X,X,X
JLITZOS,X,X,X,X,X,X,O,X,X,X
JLITOSZ,X,X,O,X,X,X,O,X,X,X
JLITOZS,O,X,O,X,X,X,O,X,X,X
JLISTZO,X,O,X,O,X,X,O,X,X,X
JLISTOZ,O,X,X,X,X,X,X,X,X,X
JLISZTO,X,O,X,O,X,X,X,X,X,X
JLISZOT,O,O,X,O,X,X,X,X,X,X
JLISOTZ,O,X,O,X,X,X,X,X,X,X
JLISOZT,O,O,O,O,X,X,X,X,X,X
JLIZTSO,X,O,X,X,X,X,O,X,O,X
JLIZTOS,X,X,X,X,X,X,O,X,O,X
JLIZSTO,X,O,X,O,X,X,X,X,O,X
JLIZSOT,O,O,O,O,X,X,X,X,O,X
JLIZOTS,O,X,O,X,X,X,X,X,O,X
JLIZOST,O,O,O,X,X,X,X,X,O,X
JLIOTSZ,X,X,O,X,X,X,X,X,X,X
JLIOTZS,O,X,O,X,X,X,O,X,X,X
JLIOSTZ,O,X,O,O,X,X,X,X,X,X
JLIOSZT,O,O,O,O,X,X,X,X,X,X
JLIOZTS,O,X,O,X,X,X,X,X,X,X
JLIOZST,O,O,O,O,X,X,X,X,X,X
JLSTIZO,X,O,X,O,X,X,O,X,X,X
JLSTIOZ,O,X,X,X,X,X,X,X,X,X
JLSTZIO,X,O,X,O,X,X,O,X,X,X
JLSTZOI,X,O,X,X,X,X,O,X,X,X
JLSTOIZ,O,X,X,X,X,X,O,X,X,X
JLSTOZI,O,X,X,X,X,X,O,X,X,X
JLSITZO,X,O,X,O,X,X,O,X,X,X
JLSITOZ,O,X,X,X,X,X,X,X,X,X
JLSIZTO,X,O,X,O,X,X,X,X,X,X
JLSIZOT,O,O,X,O,X,X,X,X,X,X
JLSIOTZ,O,X,O,X,X,X,X,X,X,X
JLSIOZT,O,O,O,O,X,X,X,X,X,X
JLSZTIO,X,O,X,O,X,X,X,X,X,X
JLSZTOI,X,O,X,X,X,X,X,X,X,X
JLSZITO,X,O,X,O,X,X,X,X,X,X
JLSZIOT,O,O,X,O,X,X,X,X,X,X
JLSZOTI,O,O,X,X,X,X,X,X,X,X
JLSZOIT,O,O,X,O,X,X,X,X,X,X
JLSOTIZ,O,X,O,X,X,X,X,X,X,X
JLSOTZI,O,X,X,X,X,X,X,X,X,X
JLSOITZ,O,X,O,X,X,X,X,X,X,X
JLSOIZT,O,O,O,O,X,X,X,X,X,X
JLSOZTI,O,O,O,X,X,X,X,X,X,X
JLSOZIT,O,O,O,O,X,X,X,X,X,X
JLZTISO,X,O,X,X,X,X,O,O,X,O
JLZTIOS,X,X,X,X,X,X,O,X,X,O
JLZTSIO,X,O,X,X,X,X,O,O,X,X
JLZTSOI,X,O,X,X,X,X,O,O,X,X
JLZTOIS,X,X,X,X,X,X,O,O,X,X
JLZTOSI,X,X,X,X,X,X,O,O,X,X
JLZITSO,X,O,X,X,X,X,O,X,O,O
JLZITOS,X,X,X,X,X,X,O,X,O,O
JLZISTO,X,O,X,O,X,X,X,X,O,X
JLZISOT,O,O,O,O,X,X,X,X,O,X
JLZIOTS,O,X,O,X,X,X,X,X,O,X
JLZIOST,O,O,O,X,X,X,X,X,O,X
JLZSTIO,X,O,X,O,X,X,X,X,X,X
JLZSTOI,X,O,X,X,X,X,X,X,X,X
JLZSITO,X,O,X,O,X,X,X,X,X,X
JLZSIOT,O,O,O,O,X,X,X,X,X,X
JLZSOTI,O,O,O,X,X,X,X,X,X,X
JLZSOIT,O,O,O,O,X,X,X,X,X,X
JLZOTIS,O,X,O,X,X,X,X,X,X,X
JLZOTSI,X,X,O,X,X,X,X,X,X,X
JLZOITS,O,X,O,X,X,X,X,X,X,X
JLZOIST,O,O,O,X,X,X,X,X,X,X
JLZOSTI,X,O,O,X,X,X,X,X,X,X
JLZOSIT,O,O,O,X,X,X,X,X,X,X
JLOTISZ,X,X,O,X,O,X,O,X,X,X
JLOTIZS,O,X,O,X,O,X,O,X,X,X
JLOTSIZ,X,X,O,X,O,X,O,X,X,X
JLOTSZI,X,X,X,X,O,X,O,X,X,X
JLOTZIS,O,X,O,X,O,X,O,X,X,X
JLOTZSI,X,X,O,X,O,X,O,X,X,X
JLOITSZ,X,X,O,X,O,X,X,X,X,X
JLOITZS,O,X,O,X,O,X,O,X,X,X
JLOISTZ,O,X,O,O,X,X,X,X,X,X
JLOISZT,O,O,O,O,X,X,X,X,X,X
JLOIZTS,O,X,O,X,X,X,X,X,X,X
JLOIZST,O,O,O,O,X,X,X,X,X,X
JLOSTIZ,O,X,O,O,X,X,X,X,X,X
JLOSTZI,O,X,X,O,X,X,X,X,X,X
JLOSITZ,O,X,O,O,X,X,X,X,X,X
JLOSIZT,O,O,O,O,X,X,X,X,X,X
JLOSZTI,O,O,O,O,X,X,X,X,X,X
JLOSZIT,O,O,O,O,X,X,X,X,X,X
JLOZTIS,O,X,O,X,X,X,X,X,X,X
JLOZTSI,X,X,O,X,X,X,X,X,X,X
JLOZITS,O,X,O,X,X,X,X,X,X,X
JLOZIST,O,O,O,O,X,X,X,X,X,X
JLOZSTI,X,O,O,O,X,X,X,X,X,X
JLOZSIT,O,O,O,O,X,X,X,X,X,X
JSTILZO,X,O,X,O,X,X,X,X,X,X
JSTILOZ,O,X,X,X,X,X,X,X,X,X
JSTIZLO,X,O,X,O,X,X,X,X,X,X
JSTIZOL,X,O,X,X,X,X,X,X,X,X
JSTIOLZ,O,X,X,X,X,X,X,X,X,X
JSTIOZL,O,X,X,X,X,X,X,X,X,X
JSTLIZO,X,O,X,O,X,X,O,X,X,X
JSTLIOZ,O,X,X,X,X,X,X,X,X,X
JSTLZIO,X,O,X,O,X,X,O,X,X,X
JSTLZOI,X,O,X,X,X,X,O,X,X,X
JSTLOIZ,O,X,X,X,X,X,O,X,X,X
JSTLOZI,O,X,X,X,X,X,O,X,X,X
JSTZILO,X,O,X,O,X,X,X,X,X,X
JSTZIOL,X,O,X,X,X,X,X,X,X,X
JSTZLIO,X,O,X,O,X,X,X,X,X,X
JSTZLOI,X,O,X,X,X,X,X,X,X,X
JSTZOIL,X,O,X,X,X,X,X,X,X,X
JSTZOLI,X,O,X,X,X,X,X,X,X,X
JSTOILZ,O,X,X,X,X,X,X,X,X,X
JSTOIZL,O,X,X,X,X,X,X,X,X,X
JSTOLIZ,O,X,X,X,X,X,X,X,X,X
JSTOLZI,O,X,X,X,X,X,X,X,X,X
JSTOZIL,O,X,X,X,X,X,X,X,X,X
JSTOZLI,O,X,X,X,X,X,X,X,X,X
JSITLZO,X,O,X,O,X,X,X,X,X,X
JSITLOZ,O,X,X,X,X,X,X,X,X,X
JSITZLO,X,O,X,O,X,X,X,X,X,X
JSITZOL,X,O,X,X,X,X,X,X,X,X
JSITOLZ,O,X,X,X,X,X,X,X,X,X
JSITOZL,O,X,X,X,X,X,X,X,X,X
JSILTZO,X,O,X,O,X,X,X,X,X,X
JSILTOZ,O,X,X,X,X,X,X,X,X,X
JSILZTO,X,O,X,O,X,X,X,X,X,X
JSILZOT,O,O,X,O,X,X,X,X,X,X
JSILOTZ,O,X,O,X,X,X,X,X,X,X
JSILOZT,O,O,O,O,X,X,X,X,X,X
JSIZTLO,X,O,X,O,X,X,X,X,X,X
JSIZTOL,X,O,O,X,X,X,X,X,X,X
JSIZLTO,X,O,X,O,X,X,X,X,X,X
JSIZLOT,O,O,O,O,X,X,X,X,X,X
JSIZOTL,O,O,O,X,X,X,X,X,X,X
JSIZOLT,O,O,O,O,X,X,X,X,X,X
JSIOTLZ,O,X,O,O,X,X,X,X,X,X
JSIOTZL,O,X,X,O,X,X,X,X,X,X
JSIOLTZ,O,X,O,O,X,X,X,X,X,X
JSIOLZT,O,O,O,O,X,X,X,X,X,X
JSIOZTL,O,O,O,O,X,X,X,X,X,X
JSIOZLT,O,O,O,O,X,X,X,X,X,X
JSLTIZO,X,O,X,O,X,X,O,X,X,X
JSLTIOZ,O,X,X,X,X,X,X,X,X,X
JSLTZIO,X,O,X,O,X,X,O,X,X,X
JSLTZOI,X,O,X,X,X,X,O,X,X,X
JSLTOIZ,O,X,X,X,X,X,O,X,X,X
JSLTOZI,O,X,X,X,X,X,O,X,X,X
JSLITZO,X,O,X,O,X,X,O,X,X,X
JSLITOZ,O,X,X,X,X,X,X,X,X,X
JSLIZTO,X,O,X,O,X,X,X,X,X,X
JSLIZOT,O,O,X,O,X,X,X,X,X,X
JSLIOTZ,O,X,O,X,X,X,X,X,X,X
JSLIOZT,O,O,O,O,X,X,X,X,X,X
JSLZTIO,X,O,X,O,X,X,X,X,X,X
JSLZTOI,X,O,X,X,X,X,X,X,X,X
JSLZITO,X,O,X,O,X,X,X,X,X,X
JSLZIOT,O,O,X,O,X,X,X,X,X,X
JSLZOTI,O,O,X,X,X,X,X,X,X,X
JSLZOIT,O,O,X,O,X,X,X,X,X,X
JSLOTIZ,O,X,O,X,X,X,X,X,X,X
JSLOTZI,O,X,X,X,X,X,X,X,X,X
JSLOITZ,O,X,O,X,X,X,X,X,X,X
JSLOIZT,O,O,O,O,X,X,X,X,X,X
JSLOZTI,O,O,O,X,X,X,X,X,X,X
JSLOZIT,O,O,O,O,X,X,X,X,X,X
JSZTILO,X,O,X,O,X,X,X,X,X,O
JSZTIOL,X,O,O,X,X,X,X,X,X,O
JSZTLIO,X,O,X,O,X,X,X,X,X,X
JSZTLOI,X,O,X,X,X,X,X,X,X,X
JSZTOIL,X,O,O,X,X,X,X,X,X,X
JSZTOLI,X,O,O,X,X,X,X,X,X,X
JSZITLO,X,O,X,O,X,X,X,X,X,O
JSZITOL,X,O,O,X,X,X,X,X,X,O
JSZILTO,X,O,X,O,X,X,X,X,X,X
JSZILOT,O,O,O,O,X,X,X,X,X,X
JSZIOTL,O,O,O,X,X,X,X,X,X,X
JSZIOLT,O,O,O,O,X,X,X,X,X,X
JSZLTIO,X,O,X,O,X,X,X,X,X,X
JSZLTOI,X,O,X,X,X,X,X,X,X,X
JSZLITO,X,O,X,O,X,X,X,X,X,X
JSZLIOT,O,O,O,O,X,X,X,X,X,X
JSZLOTI,O,O,O,X,X,X,X,X,X,X
JSZLOIT,O,O,O,O,X,X,X,X,X,X
JSZOTIL,O,O,O,X,X,X,X,X,X,X
JSZOTLI,O,O,O,X,X,X,X,X,X,X
JSZOITL,O,O,O,X,X,X,X,X,X,X
JSZOILT,O,O,O,O,X,X,X,X,X,X
JSZOLTI,O,O,O,X,X,X,X,X,X,X
JSZOLIT,O,O,O,O,X,X,X,X,X,X
JSOTILZ,O,X,O,O,X,X,X,X,X,X
JSOTIZL,O,X,X,O,X,X,X,X,X,X
JSOTLIZ,O,X,O,O,X,X,X,X,X,X
JSOTLZI,O,X,X,O,X,X,X,X,X,X
JSOTZIL,O,X,X,O,X,X,X,X,X,X
JSOTZLI,O,X,X,O,X,X,X,X,X,X
JSOITLZ,O,X,O,O,X,X,X,X,X,X
JSOITZL,O,X,X,O,X,X,X,X,X,X
JSOILTZ,O,X,O,O,X,X,X,X,X,X
JSOILZT,O,O,O,O,X,X,X,X,X,X
JSOIZTL,O,O,O,O,X,X,X,X,X,X
JSOIZLT,O,O,O,O,X,X,X,X,X,X
JSOLTIZ,O,X,O,O,X,X,X,X,X,X
JSOLTZI,O,X,X,O,X,X,X,X,X,X
JSOLITZ,O,X,O,O,X,X,X,X,X,X
JSOLIZT,O,O,O,O,X,X,X,X,X,X
JSOLZTI,O,O,O,O,X,X,X,X,X,X
JSOLZIT,O,O,O,O,X,X,X,X,X,X
JSOZTIL,O,O,O,O,X,X,X,X,X,X
JSOZTLI,O,O,O,O,X,X,X,X,X,X
JSOZITL,O,O,O,O,X,X,X,X,X,X
JSOZILT,O,O,O,O,X,X,X,X,X,X
JSOZLTI,O,O,O,O,X,X,X,X,X,X
JSOZLIT,O,O,O,O,X,X,X,X,X,X
JZTILSO,X,O,X,X,X,O,X,O,X,O
JZTILOS,X,X,X,X,X,O,X,X,X,O
JZTISLO,X,O,X,O,X,O,X,X,X,O
JZTISOL,X,O,O,X,X,O,X,X,X,O
JZTIOLS,X,X,O,X,X,O,X,X,X,O
JZTIOSL,X,X,O,X,X,O,X,X,X,O
JZTLISO,X,O,X,X,X,O,O,O,X,O
JZTLIOS,X,X,X,X,X,O,O,X,X,O
JZTLSIO,X,O,X,X,X,O,O,O,X,X
JZTLSOI,X,O,X,X,X,O,O,O,X,X
JZTLOIS,X,X,X,X,X,O,O,O,X,X
JZTLOSI,X,X,X,X,X,O,O,O,X,X
JZTSILO,X,O,X,O,X,O,X,X,X,O
JZTSIOL,X,O,O,X,X,O,X,X,X,O
JZTSLIO,X,O,X,O,X,O,X,O,X,X
JZTSLOI,X,O,X,X,X,O,X,O,X,X
JZTSOIL,X,O,O,X,X,O,X,X,X,X
JZTSOLI,X,O,O,X,X,O,X,X,X,X
JZTOILS,X,X,O,X,X,O,X,X,X,O
JZTOISL,X,X,O,X,X,O,X,X,X,O
JZTOLIS,X,X,O,X,X,O,X,X,X,X
JZTOLSI,X,X,O,X,X,O,X,O,X,X
JZTOSIL,X,X,O,X,X,O,X,X,X,X
JZTOSLI,X,X,O,X,X,O,X,X,X,X
JZITLSO,X,O,X,X,X,O,X,X,X,O
JZITLOS,X,X,X,X,X,O,X,X,X,O
JZITSLO,X,O,X,O,X,O,X,X,X,O
JZITSOL,X,O,O,X,X,O,X,X,X,O
JZITOLS,X,X,O,X,X,O,X,X,X,O
JZITOSL,X,X,O,X,X,O,X,X,X,O
JZILTSO,X,O,X,X,X,X,X,X,O,O
JZILTOS,X,X,X,X,X,X,X,X,O,O
JZILSTO,X,O,X,O,X,X,X,X,O,X
JZILSOT,O,O,O,O,X,X,X,X,O,X
JZILOTS,O,X,O,X,X,X,X,X,O,X
JZILOST,O,O,O,X,X,X,X,X,O,X
JZISTLO,X,O,X,O,X,O,X,X,X,O
JZISTOL,X,O,O,X,X,O,X,X,X,O
JZISLTO,X,O,X,O,X,X,X,X,X,X
JZISLOT,O,O,O,O,X,O,X,X,X,X
JZISOTL,O,O,O,X,X,O,X,X,X,X
JZISOLT,O,O,O,O,X,O,X,X,X,X
JZIOTLS,O,X,O,X,X,O,X,X,X,O
JZIOTSL,X,X,O,O,X,O,X,X,X,O
JZIOLTS,O,X,O,X,X,X,X,X,X,X
JZIOLST,O,O,O,O,X,X,X,X,X,X
JZIOSTL,X,O,O,O,X,O,X,X,X,X
JZIOSLT,O,O,O,O,X,O,X,X,X,X
JZLTISO,X,O,X,X,X,O,O,O,X,O
JZLTIOS,X,X,X,X,X,O,O,X,X,O
JZLTSIO,X,O,X,X,X,O,O,O,X,X
JZLTSOI,X,O,X,X,X,O,O,O,X,X
JZLTOIS,X,X,X,X,X,O,O,O,X,X
JZLTOSI,X,X,X,X,X,O,O,O,X,X
JZLITSO,X,O,X,X,X,X,O,X,O,O
JZLITOS,X,X,X,X,X,X,O,X,O,O
JZLISTO,X,O,X,O,X,X,X,X,O,X
JZLISOT,O,O,O,O,X,X,X,X,O,X
JZLIOTS,O,X,O,X,X,X,X,X,O,X
JZLIOST,O,O,O,X,X,X,X,X,O,X
JZLSTIO,X,O,X,O,X,O,X,X,X,X
JZLSTOI,X,O,X,X,X,O,X,X,X,X
JZLSITO,X,O,X,O,X,X,X,X,X,X
JZLSIOT,O,O,O,O,X,O,X,X,X,X
JZLSOTI,O,O,O,X,X,O,X,X,X,X
JZLSOIT,O,O,O,O,X,O,X,X,X,X
JZLOTIS,O,X,O,X,X,O,X,X,X,X
JZLOTSI,X,X,O,X,X,O,X,X,X,X
JZLOITS,O,X,O,X,X,X,X,X,X,X
JZLOIST,O,O,O,X,X,X,X,X,X,X
JZLOSTI,X,O,O,X,X,O,X,X,X,X
JZLOSIT,O,O,O,X,X,O,X,X,X,X
JZSTILO,X,O,X,O,X,O,X,X,X,O
JZSTIOL,X,O,O,X,X,O,X,X,X,O
JZSTLIO,X,O,X,O,X,O,X,X,X,X
JZSTLOI,X,O,X,X,X,O,X,X,X,X
JZSTOIL,X,O,O,X,X,O,X,X,X,X
JZSTOLI,X,O,O,X,X,O,X,X,X,X
JZSITLO,X,O,X,O,X,O,X,X,X,O
JZSITOL,X,O,O,X,X,O,X,X,X,O
JZSILTO,X,O,X,O,X,X,X,X,X,X
JZSILOT,O,O,O,O,X,O,X,X,X,X
JZSIOTL,O,O,O,X,X,O,X,X,X,X
JZSIOLT,O,O,O,O,X,O,X,X,X,X
JZSLTIO,X,O,X,O,X,O,X,X,X,X
JZSLTOI,X,O,X,X,X,O,X,X,X,X
JZSLITO,X,O,X,O,X,X,X,X,X,X
JZSLIOT,O,O,O,O,X,O,X,X,X,X
JZSLOTI,O,O,O,X,X,O,X,X,X,X
JZSLOIT,O,O,O,O,X,O,X,X,X,X
JZSOTIL,O,O,O,X,X,O,X,X,X,X
JZSOTLI,O,O,O,X,X,O,X,X,X,X
JZSOITL,O,O,O,X,X,O,X,X,X,X
JZSOILT,O,O,O,O,X,O,X,X,X,X
JZSOLTI,O,O,O,X,X,O,X,X,X,X
JZSOLIT,O,O,O,O,X,O,X,X,X,X
JZOTILS,O,X,O,X,X,O,X,X,X,O
JZOTISL,X,X,O,O,X,O,X,X,X,O
JZOTLIS,O,X,O,X,X,O,X,X,X,X
JZOTLSI,X,X,O,X,X,O,X,X,X,X
JZOTSIL,X,X,O,O,X,O,X,X,X,X
JZOTSLI,X,X,O,O,X,O,X,X,X,X
JZOITLS,O,X,O,X,X,O,X,X,X,O
JZOITSL,X,X,O,O,X,O,X,X,X,O
JZOILTS,O,X,O,X,X,X,X,X,X,X
JZOILST,O,O,O,O,X,X,X,X,X,X
JZOISTL,X,O,O,O,X,O,X,X,X,X
JZOISLT,O,O,O,O,X,O,X,X,X,X
JZOLTIS,O,X,O,X,X,O,X,X,X,X
JZOLTSI,X,X,O,X,X,O,X,X,X,X
JZOLITS,O,X,O,X,X,X,X,X,X,X
JZOLIST,O,O,O,O,X,X,X,X,X,X
JZOLSTI,X,O,O,O,X,O,X,X,X,X
JZOLSIT,O,O,O,O,X,O,X,X,X,X
JZOSTIL,X,O,O,O,X,O,X,X,X,X
JZOSTLI,X,O,O,O,X,O,X,X,X,X
JZOSITL,X,O,O,O,X,O,X,X,X,X
JZOSILT,O,O,O,O,X,O,X,X,X,X
JZOSLTI,X,O,O,O,X,O,X,X,X,X
JZOSLIT,O,O,O,O,X,O,X,X,X,X
JOTILSZ,X,X,O,X,O,X,X,X,X,X
JOTILZS,O,X,O,X,O,X,X,X,X,X
JOTISLZ,X,X,O,O,X,X,X,X,X,X
JOTISZL,X,X,X,O,X,X,X,X,X,X
JOTIZLS,O,X,O,X,X,X,X,X,X,X
JOTIZSL,X,X,O,O,X,X,X,X,X,X
JOTLISZ,X,X,O,X,O,X,O,X,X,X
JOTLIZS,O,X,O,X,O,X,O,X,X,X
JOTLSIZ,X,X,O,X,O,X,O,X,X,X
JOTLSZI,X,X,X,X,O,X,O,X,X,X
JOTLZIS,O,X,O,X,O,X,O,X,X,X
JOTLZSI,X,X,O,X,O,X,O,X,X,X
JOTSILZ,X,X,O,O,X,X,X,X,X,X
JOTSIZL,X,X,X,O,X,X,X,X,X,X
JOTSLIZ,X,X,O,O,O,X,X,X,X,X
JOTSLZI,X,X,X,O,O,X,X,X,X,X
JOTSZIL,X,X,X,O,X,X,X,X,X,X
JOTSZLI,X,X,X,O,X,X,X,X,X,X
JOTZILS,O,X,O,X,X,X,X,X,X,X
JOTZISL,X,X,O,O,X,X,X,X,X,X
JOTZLIS,O,X,O,X,X,X,X,X,X,X
JOTZLSI,X,X,O,X,X,X,X,X,X,X
JOTZSIL,X,X,O,O,X,X,X,X,X,X
JOTZSLI,X,X,O,O,X,X,X,X,X,X
JOITLSZ,X,X,O,X,O,X,X,X,X,X
JOITLZS,O,X,O,X,O,X,X,X,X,X
JOITSLZ,X,X,O,O,X,X,X,X,X,X
JOITSZL,X,X,X,O,X,X,X,X,X,X
JOITZLS,O,X,O,X,X,X,X,X,X,X
JOITZSL,X,X,O,O,X,X,X,X,X,X
JOILTSZ,X,X,O,X,O,X,X,X,X,X
JOILTZS,O,X,O,X,O,X,X,X,X,X
JOILSTZ,O,X,O,O,X,X,X,X,X,X
JOILSZT,O,O,O,O,X,X,X,X,X,X
JOILZTS,O,X,O,X,X,X,X,X,X,X
JOILZST,O,O,O,O,X,X,X,X,X,X
JOISTLZ,O,X,O,O,X,X,X,X,X,X
JOISTZL,O,X,X,O,X,X,X,X,X,X
JOISLTZ,O,X,O,O,X,X,X,X,X,X
JOISLZT,O,O,O,O,X,X,X,X,X,X
JOISZTL,O,O,O,O,X,X,X,X,X,X
JOISZLT,O,O,O,O,X,X,X,X,X,X
JOIZTLS,O,X,O,X,X,X,X,X,X,X
JOIZTSL,X,X,O,O,X,X,X,X,X,X
JOIZLTS,O,X,O,X,X,X,X,X,X,X
JOIZLST,O,O,O,O,X,X,X,X,X,X
JOIZSTL,X,O,O,O,X,X,X,X,X,X
JOIZSLT,O,O,O,O,X,X,X,X,X,X
JOLTISZ,X,X,O,X,O,X,O,X,X,X
JOLTIZS,O,X,O,X,O,X,O,X,X,X
JOLTSIZ,X,X,O,X,O,X,O,X,X,X
JOLTSZI,X,X,X,X,O,X,O,X,X,X
JOLTZIS,O,X,O,X,O,X,O,X,X,X
JOLTZSI,X,X,O,X,O,X,O,X,X,X
JOLITSZ,X,X,O,X,O,X,X,X,X,X
JOLITZS,O,X,O,X,O,X,O,X,X,X
JOLISTZ,O,X,O,O,X,X,X,X,X,X
JOLISZT,O,O,O,O,X,X,X,X,X,X
JOLIZTS,O,X,O,X,X,X,X,X,X,X
JOLIZST,O,O,O,O,X,X,X,X,X,X
JOLSTIZ,O,X,O,O,X,X,X,X,X,X
JOLSTZI,O,X,X,O,X,X,X,X,X,X
JOLSITZ,O,X,O,O,X,X,X,X,X,X
JOLSIZT,O,O,O,O,X,X,X,X,X,X
JOLSZTI,O,O,O,O,X,X,X,X,X,X
JOLSZIT,O,O,O,O,X,X,X,X,X,X
JOLZTIS,O,X,O,X,X,X,X,X,X,X
JOLZTSI,X,X,O,X,X,X,X,X,X,X
JOLZITS,O,X,O,X,X,X,X,X,X,X
JOLZIST,O,O,O,O,X,X,X,X,X,X
JOLZSTI,X,O,O,O,X,X,X,X,X,X
JOLZSIT,O,O,O,O,X,X,X,X,X,X
JOSTILZ,O,X,O,O,X,X,X,X,X,X
JOSTIZL,O,X,X,O,X,X,X,X,X,X
JOSTLIZ,O,X,O,O,X,X,X,X,X,X
JOSTLZI,O,X,X,O,X,X,X,X,X,X
JOSTZIL,O,X,X,O,X,X,X,X,X,X
JOSTZLI,O,X,X,O,X,X,X,X,X,X
JOSITLZ,O,X,O,O,X,X,X,X,X,X
JOSITZL,O,X,X,O,X,X,X,X,X,X
JOSILTZ,O,X,O,O,X,X,X,X,X,X
JOSILZT,O,O,O,O,X,X,X,X,X,X
JOSIZTL,O,O,O,O,X,X,X,X,X,X
JOSIZLT,O,O,O,O,X,X,X,X,X,X
JOSLTIZ,O,X,O,O,X,X,X,X,X,X
JOSLTZI,O,X,X,O,X,X,X,X,X,X
JOSLITZ,O,X,O,O,X,X,X,X,X,X
JOSLIZT,O,O,O,O,X,X,X,X,X,X
JOSLZTI,O,O,O,O,X,X,X,X,X,X
JOSLZIT,O,O,O,O,X,X,X,X,X,X
JOSZTIL,O,O,O,O,X,X,X,X,X,X
JOSZTLI,O,O,O,O,X,X,X,X,X,X
JOSZITL,O,O,O,O,X,X,X,X,X,X
JOSZILT,O,O,O,O,X,X,X,X,X,X
JOSZLTI,O,O,O,O,X,X,X,X,X,X
JOSZLIT,O,O,O,O,X,X,X,X,X,X
JOZTILS,O,X,O,X,X,X,X,X,X,O
JOZTISL,X,X,O,O,X,X,X,X,X,O
JOZTLIS,O,X,O,X,X,X,X,X,X,X
JOZTLSI,X,X,O,X,X,X,X,X,X,X
JOZTSIL,X,X,O,O,X,X,X,X,X,X
JOZTSLI,X,X,O,O,X,X,X,X,X,X
JOZITLS,O,X,O,X,X,X,X,X,X,O
JOZITSL,X,X,O,O,X,X,X,X,X,O
JOZILTS,O,X,O,X,X,X,X,X,X,X
JOZILST,O,O,O,O,X,X,X,X,X,X
JOZISTL,X,O,O,O,X,X,X,X,X,X
