sequence,v115@9gA8IeA8IeA8CeA8CeC8BeB8BeC8Je5EJvhFigB3hB?GjBcqBlnBzrB,v115@9gA8IeA8IeA8CeA8CeC8BeB8BeC8Je5EJvhFigBGiB?TjBcqBlmBXsB,v115@9gA8IeA8IeA8CeA8CeC8BeB8BeC8Je5EJvhFigBGjB?cqBlmB3nBzrB,v115@9gA8IeA8IeA8CeA8CeC8BeB8BeC8JeuEJvhF1lB0hB?xiBCoBXqBzrB,v115@9gA8IeA8IeA8CeA8CeC8BeB8BeC8Je5EJvhFXiBTjB?llBSsBOqB0rB,v115@9gA8IeA8IeA8CeA8CeC8BeB8BeC8JeRAJvhFGjBClB?0mBlnBXqBzrB,v115@9gA8IeA8IeA8CeA8CeC8BeB8BeC8JeRAJvhFFiBTjB?WqB6rBcsBXqB,v115@9gA8IeA8IeA8CeA8CeC8BeB8BeC8JexBJvhFTjBfqB?llBurBcsBCqB,v115@9gA8IeA8IeA8CeA8CeC8BeB8BeC8JeTDJvhFRlBGnB?XnBFqBCqB0rB
SILTZJO,O,O,O,O,X,O,X,X,X
SILTZOJ,O,O,O,O,O,O,X,X,X
SILTOJZ,X,O,X,O,O,O,X,X,X
SILTOZJ,X,O,X,O,O,O,X,X,X
SILJTZO,X,X,O,O,X,O,X,X,X
SILJTOZ,X,X,X,O,O,O,X,X,X
SILJZTO,O,O,O,O,X,O,X,X,X
SILJZOT,O,O,O,X,X,X,X,X,X
SILJOTZ,X,X,X,O,O,O,X,X,X
SILJOZT,X,O,X,O,X,X,X,X,X
SILZTJO,O,O,O,O,X,O,X,X,X
SILZTOJ,O,O,O,O,O,O,X,X,X
SILZJTO,O,O,O,O,X,O,X,X,X
SILZJOT,O,O,O,X,X,X,X,X,X
SILZOTJ,O,O,O,X,O,O,X,X,X
SILZOJT,O,O,O,X,X,X,X,X,X
SILOTJZ,X,O,X,O,O,O,X,X,X
SILOTZJ,X,O,X,O,O,O,X,X,X
SILOJTZ,X,X,X,O,O,O,X,X,X
SILOJZT,X,O,X,O,X,X,X,X,X
SILOZTJ,X,O,X,O,O,O,X,X,X
SILOZJT,X,O,X,O,X,X,X,X,X
SIJTLZO,O,O,O,O,X,O,X,X,X
SIJTLOZ,X,O,X,O,X,O,X,X,X
SIJTZLO,O,O,O,O,X,O,X,X,X
SIJTZOL,O,O,O,O,X,X,X,X,X
SIJTOLZ,X,O,X,O,X,X,X,X,X
SIJTOZL,O,O,O,O,X,X,X,X,X
SIJLTZO,X,X,O,O,X,O,X,X,X
SIJLTOZ,X,X,X,O,X,O,X,X,X
SIJLZTO,O,O,O,O,X,O,X,X,X
SIJLZOT,O,O,O,X,X,X,X,X,X
SIJLOTZ,X,X,X,O,X,O,X,X,X
SIJLOZT,X,O,X,O,X,X,X,X,X
SIJZTLO,O,O,O,X,X,X,X,X,X
SIJZTOL,O,O,O,X,X,X,X,X,X
SIJZLTO,O,O,O,X,X,X,X,X,X
SIJZLOT,O,O,O,X,X,X,X,X,X
SIJZOTL,O,O,O,X,X,X,X,X,X
SIJZOLT,O,O,O,X,X,X,X,X,X
SIJOTLZ,X,O,X,O,X,X,X,X,O
SIJOTZL,O,O,O,O,X,X,X,X,O
SIJOLTZ,X,X,X,O,X,X,X,X,O
SIJOLZT,O,O,X,O,X,X,X,X,X
SIJOZTL,O,O,O,X,X,X,X,X,O
SIJOZLT,O,O,O,X,X,X,X,X,X
SIZTLJO,O,O,O,X,X,O,X,X,X
SIZTLOJ,O,O,O,X,X,O,X,X,X
SIZTJLO,O,O,O,X,X,O,X,O,X
SIZTJOL,O,O,O,X,X,X,X,O,X
SIZTOLJ,O,O,O,X,X,X,X,X,X
SIZTOJL,O,O,O,X,X,X,X,O,X
SIZLTJO,O,O,O,X,X,O,X,X,X
SIZLTOJ,O,O,O,X,X,O,X,X,X
SIZLJTO,O,O,O,X,X,O,X,X,X
SIZLJOT,O,O,O,X,X,X,X,X,X
SIZLOTJ,O,O,O,X,X,O,X,X,X
SIZLOJT,O,O,O,X,X,X,X,X,X
SIZJTLO,O,O,O,X,X,X,X,O,X
SIZJTOL,O,O,O,X,X,X,X,O,X
SIZJLTO,O,O,O,X,X,X,X,O,X
SIZJLOT,O,O,O,X,X,X,X,O,X
SIZJOTL,O,O,O,X,X,X,X,O,X
SIZJOLT,O,O,O,X,X,X,X,O,X
SIZOTLJ,O,O,O,X,X,X,X,X,X
SIZOTJL,O,O,O,X,X,X,X,O,X
SIZOLTJ,O,O,O,X,X,X,X,X,X
SIZOLJT,O,O,O,X,X,X,X,X,X
SIZOJTL,O,O,O,X,X,X,X,O,X
SIZOJLT,O,O,O,X,X,X,X,O,X
SIOTLJZ,O,O,X,O,O,X,X,X,X
SIOTLZJ,O,O,X,O,O,X,X,X,X
SIOTJLZ,O,O,X,O,X,X,X,X,X
SIOTJZL,O,O,O,O,X,X,X,X,X
SIOTZLJ,O,O,O,O,X,X,X,X,X
SIOTZJL,O,O,O,O,X,X,X,O,X
SIOLTJZ,O,O,X,O,O,X,X,X,X
SIOLTZJ,O,O,X,O,O,X,X,X,X
SIOLJTZ,X,X,X,O,O,X,X,X,X
SIOLJZT,O,O,X,O,X,X,X,X,X
SIOLZTJ,O,O,X,O,O,X,X,X,X
SIOLZJT,O,O,X,O,X,X,X,X,X
SIOJTLZ,O,O,X,O,X,X,X,X,O
SIOJTZL,O,O,O,O,X,X,X,X,O
SIOJLTZ,X,X,X,O,X,X,X,X,O
SIOJLZT,O,O,X,O,X,X,X,X,X
SIOJZTL,O,O,O,X,X,X,X,X,O
SIOJZLT,O,O,O,X,X,X,X,X,X
SIOZTLJ,O,O,O,O,X,X,X,X,X
SIOZTJL,O,O,O,O,X,X,X,O,X
SIOZLTJ,O,O,O,O,X,X,X,X,X
SIOZLJT,O,O,O,O,X,X,X,X,X
SIOZJTL,O,O,O,O,X,X,X,O,X
SIOZJLT,O,O,O,X,X,X,X,O,X
SLTIJZO,O,O,O,O,X,O,X,X,X
SLTIJOZ,X,O,X,O,O,O,X,X,X
SLTIZJO,O,O,O,O,X,O,X,X,X
SLTIZOJ,O,O,O,O,O,O,X,X,X
SLTIOJZ,X,O,X,O,O,O,X,X,X
SLTIOZJ,X,O,X,O,O,O,X,X,X
SLTJIZO,O,O,O,O,X,O,X,X,X
SLTJIOZ,X,O,X,O,O,O,X,X,X
SLTJZIO,O,O,O,O,X,O,X,X,X
SLTJZOI,O,O,O,O,X,O,X,X,X
SLTJOIZ,X,O,X,O,O,O,X,X,X
SLTJOZI,X,O,X,O,X,O,X,X,X
SLTZIJO,O,O,O,O,X,O,X,X,X
SLTZIOJ,O,O,O,O,O,O,X,X,X
SLTZJIO,O,O,O,O,X,O,X,O,X
SLTZJOI,O,O,O,O,X,O,X,O,X
SLTZOIJ,O,O,O,O,O,O,X,X,X
SLTZOJI,O,O,O,O,X,O,X,O,X
SLTOIJZ,X,O,X,O,O,O,X,X,X
SLTOIZJ,X,O,X,O,O,O,X,X,X
SLTOJIZ,X,O,X,O,O,O,X,X,X
SLTOJZI,X,O,X,O,X,O,X,X,X
SLTOZIJ,X,O,X,O,O,O,X,X,X
SLTOZJI,X,O,X,O,X,O,X,O,X
SLITJZO,O,O,O,O,X,O,X,X,X
SLITJOZ,X,O,X,O,O,O,X,X,X
SLITZJO,O,O,O,O,X,O,X,X,X
SLITZOJ,O,O,O,O,O,O,X,X,X
SLITOJZ,X,O,X,O,O,O,X,X,X
SLITOZJ,X,O,X,O,O,O,X,X,X
SLIJTZO,X,X,O,O,X,O,X,X,X
SLIJTOZ,X,X,X,O,O,O,X,X,X
SLIJZTO,O,O,O,O,X,O,X,X,X
SLIJZOT,O,O,O,X,X,X,X,X,X
SLIJOTZ,X,X,X,O,O,O,X,X,X
SLIJOZT,X,O,X,O,X,X,X,X,X
SLIZTJO,O,O,O,O,X,O,X,X,X
SLIZTOJ,O,O,O,O,O,O,O,X,X
SLIZJTO,O,O,O,O,X,O,X,X,X
SLIZJOT,O,O,O,X,X,X,X,X,X
SLIZOTJ,O,O,O,X,O,O,O,X,X
SLIZOJT,O,O,O,X,X,X,X,X,X
SLIOTJZ,X,O,X,O,O,O,X,X,X
SLIOTZJ,X,O,X,O,O,O,X,X,X
SLIOJTZ,X,X,X,O,O,O,X,X,X
SLIOJZT,X,O,X,O,X,X,X,X,X
SLIOZTJ,X,O,X,O,O,O,O,X,X
SLIOZJT,X,O,X,O,X,X,X,X,X
SLJTIZO,X,X,O,O,X,O,X,X,X
SLJTIOZ,X,X,X,O,O,O,X,X,X
SLJTZIO,X,X,O,O,X,O,X,X,X
SLJTZOI,X,X,O,O,X,O,X,X,X
SLJTOIZ,X,X,X,O,O,O,X,X,X
SLJTOZI,X,X,X,O,X,O,X,X,X
SLJITZO,X,X,O,O,X,O,X,X,X
SLJITOZ,X,X,X,O,O,O,X,X,X
SLJIZTO,O,O,O,O,X,O,O,X,X
SLJIZOT,O,O,O,X,X,X,O,X,X
SLJIOTZ,X,X,X,O,O,O,X,X,X
SLJIOZT,X,O,X,O,X,X,O,X,X
SLJZTIO,O,O,O,O,X,O,O,X,X
SLJZTOI,X,O,O,O,X,O,O,X,X
SLJZITO,O,O,O,O,X,O,O,X,X
SLJZIOT,O,O,O,X,X,X,O,X,X
SLJZOTI,X,O,O,O,X,X,O,X,X
SLJZOIT,O,O,O,O,X,X,O,X,X
SLJOTIZ,X,X,X,O,O,O,X,X,X
SLJOTZI,X,X,X,O,X,O,X,X,X
SLJOITZ,X,X,X,O,O,O,X,X,X
SLJOIZT,X,O,X,O,X,X,O,X,X
SLJOZTI,X,O,X,O,X,X,O,X,X
SLJOZIT,X,O,X,O,X,X,O,X,X
SLZTIJO,O,O,O,O,X,O,X,X,X
SLZTIOJ,O,O,O,O,O,O,O,X,X
SLZTJIO,O,O,O,O,X,O,O,O,X
SLZTJOI,O,O,O,O,X,O,O,O,X
SLZTOIJ,O,O,O,O,O,O,O,X,X
SLZTOJI,O,O,O,O,X,O,O,O,X
SLZITJO,O,O,O,O,X,O,X,X,X
SLZITOJ,O,O,O,O,O,O,O,X,X
SLZIJTO,O,O,O,O,X,O,X,X,X
SLZIJOT,O,O,O,X,X,X,X,X,X
SLZIOTJ,O,O,O,X,O,O,O,X,X
SLZIOJT,O,O,O,X,X,X,X,X,X
SLZJTIO,O,O,O,O,X,O,O,O,X
SLZJTOI,O,O,O,O,X,O,O,O,X
SLZJITO,O,O,O,O,X,O,O,O,X
SLZJIOT,O,O,O,X,X,X,O,O,X
SLZJOTI,X,O,O,O,X,X,O,O,X
SLZJOIT,O,O,O,O,X,X,O,O,X
SLZOTIJ,O,O,O,O,O,O,O,X,X
SLZOTJI,O,O,O,O,X,O,O,O,X
SLZOITJ,O,O,O,O,O,O,O,X,X
SLZOIJT,O,O,O,O,X,X,X,X,X
SLZOJTI,X,O,O,O,X,X,O,O,X
SLZOJIT,O,O,O,O,X,X,O,O,X
SLOTIJZ,X,O,X,O,O,O,X,X,X
SLOTIZJ,X,O,X,O,O,O,X,X,X
SLOTJIZ,X,O,X,O,O,O,X,X,X
SLOTJZI,X,O,X,O,X,O,X,X,X
SLOTZIJ,X,O,X,O,O,O,X,X,X
SLOTZJI,X,O,X,O,X,O,X,O,X
SLOITJZ,X,O,X,O,O,O,X,X,X
SLOITZJ,X,O,X,O,O,O,X,X,X
SLOIJTZ,X,X,X,O,O,O,X,X,X
SLOIJZT,X,O,X,O,X,X,X,X,X
SLOIZTJ,X,O,X,O,O,O,O,X,X
SLOIZJT,X,O,X,O,X,X,X,X,X
SLOJTIZ,X,X,X,O,O,O,X,X,X
SLOJTZI,X,X,X,O,X,O,X,X,X
SLOJITZ,X,X,X,O,O,O,X,X,X
SLOJIZT,X,O,X,O,X,X,O,X,X
SLOJZTI,X,O,X,O,X,X,O,X,X
SLOJZIT,X,O,X,O,X,X,O,X,X
SLOZTIJ,X,O,X,O,O,O,O,X,X
SLOZTJI,X,O,X,O,X,O,O,O,X
SLOZITJ,X,O,X,O,O,O,O,X,X
SLOZIJT,X,O,X,O,X,X,X,X,X
SLOZJTI,X,O,X,O,X,X,O,O,X
SLOZJIT,X,O,X,O,X,X,O,O,X
SJTILZO,O,O,O,O,X,O,X,X,X
SJTILOZ,X,O,X,O,X,O,X,X,X
SJTIZLO,O,O,O,O,X,O,X,X,X
SJTIZOL,O,O,O,O,X,X,X,X,X
SJTIOLZ,X,O,X,O,X,X,X,X,O
SJTIOZL,O,O,O,O,X,X,X,X,O
SJTLIZO,O,O,O,O,X,O,X,X,X
SJTLIOZ,X,O,X,O,X,O,X,X,X
SJTLZIO,O,O,O,O,X,O,X,X,X
SJTLZOI,O,O,O,O,X,O,X,X,X
SJTLOIZ,X,O,X,O,X,O,X,X,X
SJTLOZI,X,O,X,O,X,O,X,X,X
SJTZILO,O,O,O,O,X,O,X,O,X
SJTZIOL,O,O,O,O,X,X,X,O,X
SJTZLIO,O,O,O,O,X,O,X,O,X
SJTZLOI,O,O,O,O,X,O,X,O,X
SJTZOIL,O,O,O,O,X,X,X,O,X
SJTZOLI,O,O,O,O,X,O,X,O,X
SJTOILZ,X,O,X,O,X,X,X,X,O
SJTOIZL,O,O,O,O,X,X,X,X,O
SJTOLIZ,X,O,X,O,X,O,X,X,X
SJTOLZI,X,O,X,O,X,O,X,X,X
SJTOZIL,O,O,O,O,X,X,X,O,X
SJTOZLI,O,O,O,O,X,O,X,O,X
SJITLZO,O,O,O,O,X,O,X,X,X
SJITLOZ,X,O,X,O,X,O,X,X,X
SJITZLO,O,O,O,O,X,O,X,X,X
SJITZOL,O,O,O,O,X,X,X,X,X
SJITOLZ,X,O,X,O,X,X,X,X,X
SJITOZL,O,O,O,O,X,X,X,X,X
SJILTZO,X,X,O,O,X,O,X,X,X
SJILTOZ,X,X,X,O,X,O,X,X,X
SJILZTO,O,O,O,O,X,O,O,X,X
SJILZOT,O,O,O,X,X,X,O,X,X
SJILOTZ,X,X,X,O,X,O,X,X,X
SJILOZT,X,O,X,O,X,X,O,X,X
SJIZTLO,O,O,O,X,X,X,X,X,X
SJIZTOL,O,O,O,X,X,X,O,X,X
SJIZLTO,O,O,O,X,X,X,X,X,X
SJIZLOT,O,O,O,X,X,X,X,X,X
SJIZOTL,O,O,O,X,X,X,O,X,X
SJIZOLT,O,O,O,X,X,X,X,X,X
SJIOTLZ,X,O,X,O,X,X,X,X,O
SJIOTZL,O,O,O,O,X,X,X,X,O
SJIOLTZ,X,X,X,O,X,X,X,X,O
SJIOLZT,O,O,X,O,X,X,O,X,X
SJIOZTL,O,O,O,X,X,X,O,X,O
SJIOZLT,O,O,O,X,X,X,X,X,X
SJLTIZO,X,X,O,O,X,O,X,X,X
SJLTIOZ,X,X,X,O,X,O,X,X,X
SJLTZIO,X,X,O,O,X,O,X,X,X
SJLTZOI,X,X,O,O,X,O,X,X,X
SJLTOIZ,X,X,X,O,X,O,X,X,X
SJLTOZI,X,X,X,O,X,O,X,X,X
SJLITZO,X,X,O,O,X,O,X,X,X
SJLITOZ,X,X,X,O,X,O,X,X,X
SJLIZTO,O,O,O,O,X,O,O,X,X
SJLIZOT,O,O,O,X,X,X,O,X,X
SJLIOTZ,X,X,X,O,X,O,X,X,X
SJLIOZT,X,O,X,O,X,X,O,X,X
SJLZTIO,O,O,O,O,X,O,O,X,X
SJLZTOI,X,O,O,O,X,O,O,X,X
SJLZITO,O,O,O,O,X,O,O,X,X
SJLZIOT,O,O,O,X,X,X,O,X,X
SJLZOTI,X,O,O,O,X,X,O,X,X
SJLZOIT,O,O,O,O,X,X,O,X,X
SJLOTIZ,X,X,X,O,X,O,X,X,X
SJLOTZI,X,X,X,O,X,O,X,X,X
SJLOITZ,X,X,X,O,X,O,X,X,X
SJLOIZT,X,O,X,O,X,X,O,X,X
SJLOZTI,X,O,X,O,X,X,O,X,X
SJLOZIT,X,O,X,O,X,X,O,X,X
SJZTILO,O,O,O,O,X,O,X,O,X
SJZTIOL,O,O,O,O,X,X,O,O,X
SJZTLIO,O,O,O,O,X,O,X,O,X
SJZTLOI,O,O,O,O,X,O,X,O,X
SJZTOIL,O,O,O,O,X,X,O,O,X
SJZTOLI,O,O,O,O,X,O,X,O,X
SJZITLO,O,O,O,X,X,X,X,O,X
SJZITOL,O,O,O,X,X,X,O,O,X
SJZILTO,O,O,O,X,X,X,X,O,X
SJZILOT,O,O,O,X,X,X,X,O,X
SJZIOTL,O,O,O,X,X,X,O,O,X
SJZIOLT,O,O,O,X,X,X,X,O,X
SJZLTIO,O,O,O,O,X,O,O,O,X
SJZLTOI,O,O,O,O,X,O,O,O,X
SJZLITO,O,O,O,O,X,O,O,O,X
SJZLIOT,O,O,O,X,X,X,O,O,X
SJZLOTI,O,O,O,O,X,X,O,O,X
SJZLOIT,O,O,O,O,X,X,O,O,X
SJZOTIL,O,O,O,O,X,X,O,O,X
SJZOTLI,O,O,O,O,X,X,X,O,X
SJZOITL,O,O,O,X,X,X,O,O,X
SJZOILT,O,O,O,X,X,X,X,O,X
SJZOLTI,O,O,O,O,X,X,O,O,X
SJZOLIT,O,O,O,O,X,X,O,O,X
SJOTILZ,X,O,X,O,X,X,X,X,O
SJOTIZL,O,O,O,O,X,X,X,X,O
SJOTLIZ,X,O,X,O,X,O,X,X,X
SJOTLZI,X,O,X,O,X,O,X,X,X
SJOTZIL,O,O,O,O,X,X,X,O,X
SJOTZLI,O,O,O,O,X,O,X,O,X
SJOITLZ,X,O,X,O,X,X,X,X,O
SJOITZL,O,O,O,O,X,X,X,X,O
SJOILTZ,X,X,X,O,X,X,X,X,O
SJOILZT,O,O,X,O,X,X,O,X,X
SJOIZTL,O,O,O,X,X,X,O,X,O
SJOIZLT,O,O,O,X,X,X,X,X,X
SJOLTIZ,X,X,X,O,X,O,X,X,X
SJOLTZI,X,X,X,O,X,O,X,X,X
SJOLITZ,X,X,X,O,X,O,X,X,X
SJOLIZT,O,O,X,O,X,X,O,X,X
SJOLZTI,O,O,X,O,X,X,O,X,X
SJOLZIT,O,O,X,O,X,X,O,X,X
SJOZTIL,O,O,O,O,X,X,O,O,X
SJOZTLI,O,O,O,O,X,X,X,O,X
SJOZITL,O,O,O,O,X,X,O,O,X
SJOZILT,O,O,O,X,X,X,X,O,X
SJOZLTI,O,O,O,O,X,X,O,O,X
SJOZLIT,O,O,O,O,X,X,O,O,X
SZTILJO,O,O,O,O,X,O,X,X,X
SZTILOJ,O,O,O,O,X,O,X,X,X
SZTIJLO,O,O,O,O,X,O,X,O,X
SZTIJOL,O,O,O,O,X,X,X,O,X
SZTIOLJ,O,O,O,X,X,X,X,X,X
SZTIOJL,O,O,O,O,X,X,X,O,X
SZTLIJO,O,O,O,O,X,O,X,X,X
SZTLIOJ,O,O,O,O,X,O,X,X,X
SZTLJIO,O,O,O,O,X,O,X,O,X
SZTLJOI,O,O,O,O,X,O,X,O,X
SZTLOIJ,O,O,O,O,X,O,X,X,X
SZTLOJI,O,O,O,O,X,O,X,O,X
SZTJILO,O,O,O,O,X,O,X,O,X
SZTJIOL,O,O,O,O,X,X,O,O,X
SZTJLIO,O,O,O,O,X,O,X,O,X
SZTJLOI,O,O,O,O,X,O,X,O,X
SZTJOIL,O,O,O,O,X,X,O,O,X
SZTJOLI,O,O,O,O,X,O,X,O,X
SZTOILJ,O,O,O,O,X,X,X,X,X
SZTOIJL,O,O,O,O,X,X,X,O,X
SZTOLIJ,O,O,O,O,X,O,X,X,X
SZTOLJI,O,O,O,O,X,O,X,O,X
SZTOJIL,O,O,O,O,X,X,O,O,X
SZTOJLI,O,O,O,O,X,O,X,O,X
SZITLJO,O,O,O,X,X,O,X,X,X
SZITLOJ,O,O,O,X,X,O,X,X,X
SZITJLO,O,O,O,X,X,O,X,O,X
SZITJOL,O,O,O,X,X,X,X,O,X
SZITOLJ,O,O,O,X,X,X,X,X,X
SZITOJL,O,O,O,X,X,X,X,O,X
SZILTJO,O,O,O,X,X,O,X,X,X
SZILTOJ,O,O,O,X,X,O,X,X,X
SZILJTO,O,O,O,X,X,O,X,X,X
SZILJOT,O,O,O,X,X,X,X,X,X
SZILOTJ,O,O,O,X,X,O,X,X,X
SZILOJT,O,O,O,X,X,X,X,X,X
SZIJTLO,O,O,O,X,X,X,X,O,X
SZIJTOL,O,O,O,X,X,X,X,O,X
SZIJLTO,O,O,O,X,X,X,X,O,X
SZIJLOT,O,O,O,X,X,X,X,O,X
SZIJOTL,O,O,O,X,X,X,X,O,X
SZIJOLT,O,O,O,X,X,X,X,O,X
SZIOTLJ,O,O,O,X,X,X,X,X,X
SZIOTJL,O,O,O,X,X,X,X,O,X
SZIOLTJ,O,O,O,X,X,X,X,X,X
SZIOLJT,O,O,O,X,X,X,X,X,X
SZIOJTL,O,O,O,X,X,X,X,O,X
SZIOJLT,O,O,O,X,X,X,X,O,X
SZLTIJO,O,O,O,O,X,O,X,X,X
SZLTIOJ,O,O,O,O,X,O,O,X,X
SZLTJIO,O,O,O,O,X,O,O,O,X
SZLTJOI,O,O,O,O,X,O,O,O,X
SZLTOIJ,O,O,O,O,X,O,O,X,X
SZLTOJI,O,O,O,O,X,O,O,O,X
SZLITJO,O,O,O,O,X,O,X,X,X
SZLITOJ,O,O,O,O,X,O,O,X,X
SZLIJTO,O,O,O,O,X,O,X,X,X
SZLIJOT,O,O,O,X,X,X,X,X,X
SZLIOTJ,O,O,O,X,X,O,O,X,X
SZLIOJT,O,O,O,X,X,X,X,X,X
SZLJTIO,O,O,O,O,X,O,O,O,X
SZLJTOI,O,O,O,O,X,O,O,O,X
SZLJITO,O,O,O,O,X,O,O,O,X
SZLJIOT,O,O,O,X,X,X,O,O,X
SZLJOTI,O,O,O,O,X,X,O,O,X
SZLJOIT,O,O,O,O,X,X,O,O,X
SZLOTIJ,O,O,O,O,X,O,O,X,X
SZLOTJI,O,O,O,O,X,O,O,O,X
SZLOITJ,O,O,O,O,X,O,O,X,X
SZLOIJT,O,O,O,O,X,X,X,X,X
SZLOJTI,O,O,O,O,X,X,O,O,X
SZLOJIT,O,O,O,O,X,X,O,O,X
SZJTILO,O,O,O,O,X,O,X,O,X
SZJTIOL,O,O,O,O,X,X,O,O,X
SZJTLIO,O,O,O,O,X,O,X,O,X
SZJTLOI,O,O,O,O,X,O,X,O,X
SZJTOIL,O,O,O,O,X,X,O,O,X
SZJTOLI,O,O,O,O,X,O,X,O,X
SZJITLO,O,O,O,X,X,X,X,O,X
SZJITOL,O,O,O,X,X,X,O,O,X
SZJILTO,O,O,O,X,X,X,X,O,X
SZJILOT,O,O,O,X,X,X,X,O,X
SZJIOTL,O,O,O,X,X,X,O,O,X
SZJIOLT,O,O,O,X,X,X,X,O,X
SZJLTIO,O,O,O,O,X,O,O,O,X
SZJLTOI,O,O,O,O,X,O,O,O,X
SZJLITO,O,O,O,O,X,O,O,O,X
SZJLIOT,O,O,O,X,X,X,O,O,X
SZJLOTI,O,O,O,O,X,X,O,O,X
SZJLOIT,O,O,O,O,X,X,O,O,X
SZJOTIL,O,O,O,O,X,X,O,O,X
SZJOTLI,O,O,O,O,X,X,X,O,X
SZJOITL,O,O,O,X,X,X,O,O,X
SZJOILT,O,O,O,X,X,X,X,O,X
SZJOLTI,O,O,O,O,X,X,O,O,X
SZJOLIT,O,O,O,O,X,X,O,O,X
SZOTILJ,O,O,O,O,X,X,X,X,X
SZOTIJL,O,O,O,O,X,X,X,O,X
SZOTLIJ,O,O,O,O,X,O,X,X,X
SZOTLJI,O,O,O,O,X,O,X,O,X
SZOTJIL,O,O,O,O,X,X,O,O,X
SZOTJLI,O,O,O,O,X,O,X,O,X
SZOITLJ,O,O,O,O,X,X,X,X,X
SZOITJL,O,O,O,O,X,X,X,O,X
SZOILTJ,O,O,O,O,X,X,X,X,X
SZOILJT,O,O,O,O,X,X,X,X,X
SZOIJTL,O,O,O,O,X,X,X,O,X
SZOIJLT,O,O,O,X,X,X,X,O,X
SZOLTIJ,O,O,O,O,X,O,O,X,X
SZOLTJI,O,O,O,O,X,O,O,O,X
SZOLITJ,O,O,O,O,X,O,O,X,X
SZOLIJT,O,O,O,O,X,X,X,X,X
SZOLJTI,O,O,O,O,X,X,O,O,X
SZOLJIT,O,O,O,O,X,X,O,O,X
SZOJTIL,O,O,O,O,X,X,O,O,X
SZOJTLI,O,O,O,O,X,X,X,O,X
SZOJITL,O,O,O,O,X,X,O,O,X
SZOJILT,O,O,O,X,X,X,X,O,X
SZOJLTI,O,O,O,O,X,X,O,O,X
SZOJLIT,O,O,O,O,X,X,O,O,X
SOTILJZ,O,O,X,O,O,X,X,X,X
SOTILZJ,O,O,X,O,O,X,X,X,X
SOTIJLZ,O,O,X,O,X,X,X,X,O
SOTIJZL,O,O,O,O,X,X,X,X,O
SOTIZLJ,O,O,O,O,X,X,X,X,X
SOTIZJL,O,O,O,O,X,X,X,O,X
SOTLIJZ,O,O,X,O,O,O,X,X,X
SOTLIZJ,O,O,X,O,O,O,X,X,X
SOTLJIZ,O,O,X,O,O,O,X,X,X
SOTLJZI,O,O,X,O,X,O,X,X,X
SOTLZIJ,O,O,X,O,O,O,X,X,X
SOTLZJI,O,O,X,O,X,O,X,O,X
SOTJILZ,O,O,X,O,X,X,X,X,O
SOTJIZL,O,O,O,O,X,X,X,X,O
SOTJLIZ,O,O,X,O,X,O,X,X,X
SOTJLZI,O,O,X,O,X,O,X,X,X
SOTJZIL,O,O,O,O,X,X,X,O,X
SOTJZLI,O,O,O,O,X,O,X,O,X
SOTZILJ,O,O,O,O,X,X,X,X,X
SOTZIJL,O,O,O,O,X,X,X,O,X
SOTZLIJ,O,O,O,O,X,O,X,X,X
SOTZLJI,O,O,O,O,X,O,X,O,X
SOTZJIL,O,O,O,O,X,X,X,O,X
SOTZJLI,O,O,O,O,X,O,X,O,X
SOITLJZ,O,O,X,O,O,X,X,X,X
SOITLZJ,O,O,X,O,O,X,X,X,X
SOITJLZ,O,O,X,O,X,X,X,X,X
SOITJZL,O,O,O,O,X,X,X,X,X
SOITZLJ,O,O,O,O,X,X,X,X,X
SOITZJL,O,O,O,O,X,X,X,O,X
SOILTJZ,O,O,X,O,O,X,X,X,X
SOILTZJ,O,O,X,O,O,X,X,X,X
SOILJTZ,X,X,X,O,O,X,X,X,X
SOILJZT,O,O,X,O,X,X,X,X,X
SOILZTJ,O,O,X,O,O,X,X,X,X
SOILZJT,O,O,X,O,X,X,X,X,X
SOIJTLZ,O,O,X,O,X,X,X,X,O
SOIJTZL,O,O,O,O,X,X,X,X,O
SOIJLTZ,X,X,X,O,X,X,X,X,O
SOIJLZT,O,O,X,O,X,X,X,X,X
SOIJZTL,O,O,O,X,X,X,X,X,O
SOIJZLT,O,O,O,X,X,X,X,X,X
SOIZTLJ,O,O,O,O,X,X,X,X,X
SOIZTJL,O,O,O,O,X,X,X,O,X
SOIZLTJ,O,O,O,O,X,X,X,X,X
SOIZLJT,O,O,O,O,X,X,X,X,X
SOIZJTL,O,O,O,O,X,X,X,O,X
SOIZJLT,O,O,O,X,X,X,X,O,X
SOLTIJZ,O,O,X,O,O,O,X,X,X
SOLTIZJ,O,O,X,O,O,O,X,X,X
SOLTJIZ,O,O,X,O,O,O,X,X,X
SOLTJZI,O,O,X,O,X,O,X,X,X
SOLTZIJ,O,O,X,O,O,O,X,X,X
SOLTZJI,O,O,X,O,X,O,X,O,X
SOLITJZ,O,O,X,O,O,O,X,X,X
SOLITZJ,O,O,X,O,O,O,X,X,X
SOLIJTZ,X,X,X,O,O,O,X,X,X
SOLIJZT,O,O,X,O,X,X,X,X,X
SOLIZTJ,O,O,X,O,O,O,O,X,X
SOLIZJT,O,O,X,O,X,X,X,X,X
SOLJTIZ,X,X,X,O,O,O,X,X,X
SOLJTZI,X,X,X,O,X,O,X,X,X
