sequence,v115@9gB8HeB8HeA8GeD8BeB8CeA8JexAJvhFXiBTjBllBq?sBUqBmrB,v115@9gB8HeB8HeA8GeD8BeB8CeA8JexAJvhF6nBTjBllB3?mBUqB2xB,v115@9gB8HeB8HeA8GeD8BeB8CeA8JeeFJvhFChBTjBxmB3?qBFsB0sB,v115@9gB8HeB8HeA8GeD8BeB8CeA8JeFCJvhFTjBfsBqsBR?qBOqB8qB,v115@9gB8HeB8HeA8GeD8BeB8CeA8Je/FJvhFRhBGjBTmBi?nBUqB1xB,v115@9gB8HeB8HeA8GeD8BeB8CeA8Je/FJvhFRhBGjBimBU?qBFsBzsB,v115@9gB8HeB8HeA8GeD8BeB8CeA8Je/FJvhFFhBSnBTjBU?qBxrB2xB,v115@9gB8HeB8HeA8GeD8BeB8CeA8JeiAJvhFWnBTjBRqBF?sB3qB0sB,v115@9gB8HeB8HeA8GeD8BeB8CeA8JeiAJvhFTjBWsBRqB3?qB0sBFsB,v115@9gB8HeB8HeA8GeD8BeB8CeA8Je2FJvhFCiBTjBRqBF?sB0sB3qB,v115@9gB8HeB8HeA8GeD8BeB8CeA8JeeFJvhFRhBcnBTjBS?rB1xB3qB
SIOLTJZ,X,O,X,O,X,X,X,X,X,X,X
SIOLTZJ,X,O,X,O,X,X,X,X,X,X,X
SIOLJTZ,X,O,O,O,X,X,X,X,X,X,X
SIOLJZT,X,O,O,O,X,X,X,X,X,X,X
SIOLZTJ,X,O,X,O,X,X,O,X,X,X,X
SIOLZJT,X,O,X,O,X,X,O,X,X,X,X
SIOJTLZ,X,X,O,X,X,X,X,X,O,X,X
SIOJTZL,X,X,O,X,X,X,X,X,O,X,X
SIOJLTZ,X,O,O,O,X,X,X,X,O,X,X
SIOJLZT,X,O,O,O,X,X,X,X,O,X,X
SIOJZTL,X,X,X,X,X,X,X,X,O,X,X
SIOJZLT,X,X,O,X,X,X,X,X,O,X,X
SIOZTLJ,X,O,X,X,X,X,O,X,X,X,X
SIOZTJL,X,O,X,X,X,X,O,X,X,X,X
SIOZLTJ,X,O,X,O,X,X,O,X,X,X,X
SIOZLJT,X,O,X,O,X,X,O,X,X,X,X
SIOZJTL,X,X,X,X,X,X,O,X,X,X,X
SIOZJLT,X,O,O,X,X,X,O,X,X,X,X
SLTIJZO,X,X,O,O,X,X,X,X,X,X,X
SLTIJOZ,X,O,O,O,X,X,X,X,X,X,X
SLTIZJO,X,X,X,O,X,X,X,X,X,X,X
SLTIZOJ,X,O,X,O,X,X,X,X,X,X,X
SLTIOJZ,O,O,O,O,X,X,X,X,X,X,X
SLTIOZJ,O,O,X,O,X,X,X,X,X,X,X
SLTJIZO,O,X,O,O,X,X,X,X,X,X,X
SLTJIOZ,O,O,O,O,X,X,X,X,X,X,X
SLTJZIO,O,X,O,X,X,X,X,X,X,X,O
SLTJZOI,O,X,O,X,X,X,X,X,X,X,O
SLTJOIZ,O,O,O,O,X,X,X,X,X,X,X
SLTJOZI,O,O,O,X,X,X,X,X,X,X,O
SLTZIJO,O,O,X,O,X,X,X,X,X,X,X
SLTZIOJ,O,O,X,O,X,X,X,X,X,X,X
SLTZJIO,O,O,X,X,X,X,X,X,X,X,O
SLTZJOI,O,O,X,X,X,X,X,X,X,X,O
SLTZOIJ,O,O,X,O,X,X,X,X,X,X,X
SLTZOJI,O,O,X,X,X,X,X,X,X,X,O
SLTOIJZ,O,O,O,O,X,X,X,X,X,X,X
SLTOIZJ,O,O,X,O,X,X,X,X,X,X,X
SLTOJIZ,O,O,O,O,X,X,X,X,X,X,X
SLTOJZI,O,O,O,X,X,X,X,X,X,X,O
SLTOZIJ,O,O,X,O,X,X,X,X,X,X,X
SLTOZJI,O,O,X,X,X,X,X,X,X,X,O
SLITJZO,X,X,X,O,X,X,X,X,X,X,X
SLITJOZ,X,O,X,O,X,X,X,X,X,X,X
SLITZJO,X,X,X,O,X,X,X,X,X,X,X
SLITZOJ,X,O,X,O,X,X,X,X,X,X,X
SLITOJZ,O,O,X,O,X,X,X,X,X,X,X
SLITOZJ,O,O,X,O,X,X,X,X,X,X,X
SLIJTZO,O,X,X,O,X,X,X,X,X,X,X
SLIJTOZ,O,X,O,O,X,X,X,X,X,X,X
SLIJZTO,O,X,X,O,X,X,X,X,X,X,X
SLIJZOT,O,X,O,O,X,X,X,X,X,X,X
SLIJOTZ,O,O,O,O,X,X,X,X,X,X,X
SLIJOZT,O,O,O,O,X,X,X,X,X,X,X
SLIZTJO,O,O,X,O,X,X,X,X,X,X,X
SLIZTOJ,O,O,X,O,X,X,X,X,X,X,X
SLIZJTO,O,X,X,O,X,X,X,X,X,X,X
SLIZJOT,O,O,X,O,X,X,X,X,X,X,X
SLIZOTJ,O,O,X,O,X,X,X,X,X,X,X
SLIZOJT,O,O,X,O,X,X,X,X,X,X,X
SLIOTJZ,O,O,X,O,X,X,X,X,X,X,X
SLIOTZJ,O,O,X,O,X,X,X,X,X,X,X
SLIOJTZ,O,O,O,O,X,X,X,X,X,X,X
SLIOJZT,O,O,O,O,X,X,X,X,X,X,X
SLIOZTJ,O,O,X,O,X,X,X,X,X,X,X
SLIOZJT,O,O,X,O,X,X,X,X,X,X,X
SLJTIZO,O,X,O,O,X,X,X,X,X,X,X
SLJTIOZ,O,O,O,O,X,X,X,X,X,X,X
SLJTZIO,O,X,O,X,X,X,X,X,X,X,O
SLJTZOI,O,X,O,X,X,X,X,X,X,X,O
SLJTOIZ,O,O,O,O,X,X,X,X,X,X,X
SLJTOZI,O,O,O,X,X,X,X,X,X,X,O
SLJITZO,O,X,O,O,X,X,X,X,X,X,X
SLJITOZ,O,X,O,O,X,X,X,X,X,X,X
SLJIZTO,O,X,X,O,X,X,X,X,X,X,X
SLJIZOT,O,X,O,O,X,X,X,X,X,X,X
SLJIOTZ,O,O,O,O,X,X,X,X,X,X,X
SLJIOZT,O,O,O,O,X,X,X,X,X,X,X
SLJZTIO,O,O,O,X,X,X,X,X,X,X,X
SLJZTOI,O,O,O,X,X,X,X,X,X,X,X
SLJZITO,O,X,X,X,X,X,X,X,X,X,X
SLJZIOT,O,O,O,X,X,X,X,X,X,X,X
SLJZOTI,O,O,O,X,X,X,X,X,X,X,X
SLJZOIT,O,O,O,X,X,X,X,X,X,X,X
SLJOTIZ,O,O,O,O,X,X,X,X,X,X,X
SLJOTZI,O,O,O,X,X,X,X,X,X,X,O
SLJOITZ,O,O,O,O,X,X,X,X,X,X,X
SLJOIZT,O,O,O,O,X,X,X,X,X,X,X
SLJOZTI,O,O,O,X,X,X,X,X,X,X,X
SLJOZIT,O,O,O,X,X,X,X,X,X,X,X
SLZTIJO,O,O,X,O,X,X,X,X,X,X,X
SLZTIOJ,O,O,X,O,X,X,X,X,X,X,X
SLZTJIO,O,O,X,X,X,X,X,X,X,X,X
SLZTJOI,O,O,X,X,X,X,X,X,X,X,X
SLZTOIJ,O,O,X,O,X,X,X,X,X,X,X
SLZTOJI,O,O,X,X,X,X,X,X,X,X,X
SLZITJO,O,O,X,O,X,X,X,X,X,X,X
SLZITOJ,O,O,X,O,X,X,X,X,X,X,X
SLZIJTO,O,X,X,O,X,X,X,X,X,X,X
SLZIJOT,O,O,X,O,X,X,X,X,X,X,X
SLZIOTJ,O,O,X,O,X,X,X,X,X,X,X
SLZIOJT,O,O,X,O,X,X,X,X,X,X,X
SLZJTIO,O,O,X,X,X,X,X,X,X,X,X
SLZJTOI,O,O,X,X,X,X,X,X,X,X,X
SLZJITO,O,X,X,X,X,X,X,X,X,X,X
SLZJIOT,O,O,X,X,X,X,X,X,X,X,X
SLZJOTI,O,O,X,X,X,X,X,X,X,X,X
SLZJOIT,O,O,X,X,X,X,X,X,X,X,X
SLZOTIJ,O,O,X,O,X,X,X,X,X,X,X
SLZOTJI,O,O,X,X,X,X,X,X,X,X,X
SLZOITJ,O,O,X,O,X,X,X,X,X,X,X
SLZOIJT,O,O,X,O,X,X,X,X,X,X,X
SLZOJTI,O,O,X,X,X,X,X,X,X,X,X
SLZOJIT,O,O,X,X,X,X,X,X,X,X,X
SLOTIJZ,O,O,O,O,X,X,X,X,X,X,X
SLOTIZJ,O,O,X,O,X,X,X,X,X,X,X
SLOTJIZ,O,O,O,O,X,X,X,X,X,X,X
SLOTJZI,O,O,O,X,X,X,X,X,X,X,O
SLOTZIJ,O,O,X,O,X,X,X,X,X,X,X
SLOTZJI,O,O,X,X,X,X,X,X,X,X,O
SLOITJZ,O,O,X,O,X,X,X,X,X,X,X
SLOITZJ,O,O,X,O,X,X,X,X,X,X,X
SLOIJTZ,O,O,O,O,X,X,X,X,X,X,X
SLOIJZT,O,O,O,O,X,X,X,X,X,X,X
SLOIZTJ,O,O,X,O,X,X,X,X,X,X,X
SLOIZJT,O,O,X,O,X,X,X,X,X,X,X
SLOJTIZ,O,O,O,O,X,X,X,X,X,X,X
SLOJTZI,O,O,O,X,X,X,X,X,X,X,O
SLOJITZ,O,O,O,O,X,X,X,X,X,X,X
SLOJIZT,O,O,O,O,X,X,X,X,X,X,X
SLOJZTI,O,O,O,X,X,X,X,X,X,X,X
SLOJZIT,O,O,O,X,X,X,X,X,X,X,X
SLOZTIJ,O,O,X,O,X,X,X,X,X,X,X
SLOZTJI,O,O,X,X,X,X,X,X,X,X,X
SLOZITJ,O,O,X,O,X,X,X,X,X,X,X
SLOZIJT,O,O,X,O,X,X,X,X,X,X,X
SLOZJTI,O,O,X,X,X,X,X,X,X,X,X
SLOZJIT,O,O,X,X,X,X,X,X,X,X,X
SJTILZO,O,X,O,X,X,X,X,X,X,X,X
SJTILOZ,O,O,O,X,X,X,X,X,X,X,X
SJTIZLO,X,X,O,X,X,X,X,X,X,X,X
SJTIZOL,X,X,O,X,X,X,X,X,X,X,X
SJTIOLZ,O,O,O,X,X,X,X,X,X,X,X
SJTIOZL,X,X,O,X,X,X,X,X,X,X,X
SJTLIZO,O,X,O,X,X,X,X,X,X,X,X
SJTLIOZ,O,O,O,X,X,X,X,X,X,X,X
SJTLZIO,O,X,O,X,X,O,X,X,X,X,X
SJTLZOI,O,X,O,X,X,O,X,X,X,X,X
SJTLOIZ,O,O,O,X,X,X,X,X,X,X,X
SJTLOZI,O,O,O,X,X,X,X,X,X,X,X
SJTZILO,X,X,O,X,X,O,X,X,X,X,X
SJTZIOL,X,X,O,X,X,O,X,X,X,X,X
SJTZLIO,X,X,O,X,X,O,X,X,X,X,X
SJTZLOI,X,X,O,X,X,O,X,X,X,X,X
SJTZOIL,X,X,O,X,X,O,X,X,X,X,X
SJTZOLI,X,X,O,X,X,O,X,X,X,X,X
SJTOILZ,O,O,O,X,X,X,X,X,X,X,X
SJTOIZL,X,X,O,X,X,X,X,X,X,X,X
SJTOLIZ,O,O,O,X,X,X,X,X,X,X,X
SJTOLZI,O,O,O,X,X,X,X,X,X,X,X
SJTOZIL,X,X,O,X,X,X,X,X,X,X,X
SJTOZLI,X,X,O,X,X,X,X,X,X,X,X
SJITLZO,X,X,O,X,X,X,X,X,O,X,X
SJITLOZ,X,X,O,X,X,X,X,X,O,X,X
SJITZLO,X,X,O,X,X,X,X,X,O,X,X
SJITZOL,X,X,O,X,X,X,X,X,O,X,X
SJITOLZ,X,X,O,X,X,X,X,X,O,X,X
SJITOZL,X,X,O,X,X,X,X,X,O,X,X
SJILTZO,X,X,O,O,X,X,X,X,O,X,X
SJILTOZ,X,X,O,O,X,X,X,X,O,X,X
SJILZTO,X,X,X,O,X,X,X,X,O,X,X
SJILZOT,X,X,O,O,X,X,X,X,O,X,X
SJILOTZ,X,O,O,O,X,X,X,X,O,X,X
SJILOZT,X,O,O,O,X,X,X,X,O,X,X
SJIZTLO,X,X,X,X,X,X,X,X,O,X,X
SJIZTOL,X,X,X,X,X,X,X,X,O,X,X
SJIZLTO,X,X,X,X,X,X,X,X,O,X,X
SJIZLOT,X,X,O,X,X,X,X,X,O,X,X
SJIZOTL,X,X,X,X,X,X,X,X,O,X,X
SJIZOLT,X,X,O,X,X,X,X,X,O,X,X
SJIOTLZ,X,X,O,X,X,X,X,X,O,X,X
SJIOTZL,X,X,O,X,X,X,X,X,O,X,X
SJIOLTZ,X,O,O,O,X,X,X,X,O,X,X
SJIOLZT,X,O,O,O,X,X,X,X,O,X,X
SJIOZTL,X,X,X,X,X,X,X,X,O,X,X
SJIOZLT,X,X,O,X,X,X,X,X,O,X,X
SJLTIZO,O,X,O,O,X,X,X,X,X,X,X
SJLTIOZ,O,O,O,O,X,X,X,X,X,X,X
SJLTZIO,O,X,O,X,X,X,X,X,X,X,O
SJLTZOI,O,X,O,X,X,X,X,X,X,X,O
SJLTOIZ,O,O,O,O,X,X,X,X,X,X,X
SJLTOZI,O,O,O,X,X,X,X,X,X,X,O
SJLITZO,O,X,O,O,X,X,X,X,X,X,X
SJLITOZ,O,X,O,O,X,X,X,X,X,X,X
SJLIZTO,O,X,X,O,X,X,X,X,X,X,X
SJLIZOT,O,X,O,O,X,X,X,X,X,X,X
SJLIOTZ,O,O,O,O,X,X,X,X,X,X,X
SJLIOZT,O,O,O,O,X,X,X,X,X,X,X
SJLZTIO,O,O,O,X,X,X,X,X,X,X,X
SJLZTOI,O,O,O,X,X,X,X,X,X,X,X
SJLZITO,O,X,X,X,X,X,X,X,X,X,X
SJLZIOT,O,O,O,X,X,X,X,X,X,X,X
SJLZOTI,O,O,O,X,X,X,X,X,X,X,X
SJLZOIT,O,O,O,X,X,X,X,X,X,X,X
SJLOTIZ,O,O,O,O,X,X,X,X,X,X,X
SJLOTZI,O,O,O,X,X,X,X,X,X,X,O
SJLOITZ,O,O,O,O,X,X,X,X,X,X,X
SJLOIZT,O,O,O,O,X,X,X,X,X,X,X
SJLOZTI,O,O,O,X,X,X,X,X,X,X,X
SJLOZIT,O,O,O,X,X,X,X,X,X,X,X
SJZTILO,O,O,O,X,X,O,X,X,X,X,X
SJZTIOL,O,O,O,X,O,O,X,X,X,X,X
SJZTLIO,O,O,O,X,X,O,X,X,X,X,X
SJZTLOI,O,O,O,X,X,O,X,X,X,X,X
SJZTOIL,O,O,O,X,O,O,X,X,X,X,X
SJZTOLI,O,O,O,X,X,O,X,X,X,X,X
SJZITLO,X,X,X,X,X,O,X,X,X,X,X
SJZITOL,X,X,X,X,O,O,X,X,X,X,X
SJZILTO,X,X,X,X,X,O,X,X,X,X,X
SJZILOT,X,O,O,X,O,X,X,X,X,X,X
SJZIOTL,X,X,X,X,O,O,X,X,X,X,X
SJZIOLT,X,O,O,X,O,X,X,X,X,X,X
SJZLTIO,O,O,O,X,X,O,X,X,X,X,X
SJZLTOI,O,O,O,X,X,O,X,X,X,X,X
SJZLITO,O,X,X,X,X,O,X,X,X,X,X
SJZLIOT,O,O,O,X,O,X,X,X,X,X,X
SJZLOTI,O,O,O,X,X,X,X,X,X,X,X
SJZLOIT,O,O,O,X,O,X,X,X,X,X,X
SJZOTIL,O,O,O,X,O,O,X,X,X,X,X
SJZOTLI,O,O,O,X,X,O,X,X,X,X,X
SJZOITL,X,X,X,X,O,O,X,X,X,X,X
SJZOILT,X,O,O,X,O,X,X,X,X,X,X
SJZOLTI,O,O,O,X,X,X,X,X,X,X,X
SJZOLIT,O,O,O,X,O,X,X,X,X,X,X
SJOTILZ,O,O,O,X,X,X,X,X,X,X,X
SJOTIZL,X,X,O,X,X,X,X,X,X,X,X
SJOTLIZ,O,O,O,X,X,X,X,X,X,X,X
SJOTLZI,O,O,O,X,X,X,X,X,X,X,X
SJOTZIL,X,X,O,X,X,X,X,X,X,X,X
SJOTZLI,X,X,O,X,X,X,X,X,X,X,X
SJOITLZ,X,X,O,X,X,X,X,X,O,X,X
SJOITZL,X,X,O,X,X,X,X,X,O,X,X
SJOILTZ,X,O,O,O,X,X,X,X,O,X,X
SJOILZT,X,O,O,O,X,X,X,X,O,X,X
SJOIZTL,X,X,X,X,X,X,X,X,O,X,X
SJOIZLT,X,X,O,X,X,X,X,X,O,X,X
SJOLTIZ,O,O,O,O,X,X,X,X,X,X,X
SJOLTZI,O,O,O,X,X,X,X,X,X,X,O
SJOLITZ,O,O,O,O,X,X,X,X,X,X,X
SJOLIZT,O,O,O,O,X,X,X,X,X,X,X
SJOLZTI,O,O,O,X,X,X,X,X,X,X,X
SJOLZIT,O,O,O,X,X,X,X,X,X,X,X
SJOZTIL,O,O,O,X,O,X,X,X,X,X,X
SJOZTLI,O,O,O,X,X,X,X,X,X,X,X
SJOZITL,X,X,X,X,O,X,X,X,X,X,X
SJOZILT,X,O,O,X,O,X,X,X,X,X,X
SJOZLTI,O,O,O,X,X,X,X,X,X,X,X
SJOZLIT,O,O,O,X,O,X,X,X,X,X,X
SZTILJO,O,O,X,X,X,O,O,X,X,X,X
SZTILOJ,O,O,X,X,X,O,O,X,X,X,X
SZTIJLO,O,O,O,X,X,O,O,X,X,X,X
SZTIJOL,O,O,O,X,O,O,O,X,X,X,X
SZTIOLJ,O,O,X,X,X,O,O,X,X,X,X
SZTIOJL,O,O,O,X,X,O,O,X,X,X,X
SZTLIJO,O,O,X,X,X,O,O,X,X,X,X
SZTLIOJ,O,O,X,X,X,O,O,X,X,X,X
SZTLJIO,O,O,X,X,X,O,X,X,X,X,X
SZTLJOI,O,O,X,X,X,O,X,X,X,X,X
SZTLOIJ,O,O,X,X,X,O,O,X,X,X,X
SZTLOJI,O,O,X,X,X,O,X,X,X,X,X
SZTJILO,O,O,O,X,X,O,O,X,X,X,X
SZTJIOL,O,O,O,X,O,O,O,X,X,X,X
SZTJLIO,O,O,O,X,X,O,X,X,X,X,X
SZTJLOI,O,O,O,X,X,O,X,X,X,X,X
SZTJOIL,O,O,O,X,O,O,O,X,X,X,X
SZTJOLI,O,O,O,X,X,O,X,X,X,X,X
SZTOILJ,O,O,X,X,O,O,O,X,X,X,X
SZTOIJL,O,O,O,X,O,O,O,X,X,X,X
SZTOLIJ,O,O,X,X,O,O,O,X,X,X,X
SZTOLJI,O,O,X,X,O,O,X,X,X,X,X
SZTOJIL,O,O,O,X,O,O,O,X,X,X,X
SZTOJLI,O,O,O,X,O,O,X,X,X,X,X
SZITLJO,X,O,X,X,X,O,O,X,X,X,X
SZITLOJ,X,O,X,X,X,O,O,X,X,X,X
SZITJLO,X,O,X,X,X,O,O,X,X,X,X
SZITJOL,X,O,X,X,O,O,O,X,X,X,X
SZITOLJ,X,O,X,X,X,O,O,X,X,X,X
SZITOJL,X,O,X,X,X,O,O,X,X,X,X
SZILTJO,X,O,X,O,X,O,O,X,X,X,X
SZILTOJ,X,O,X,O,X,O,O,X,X,X,X
SZILJTO,X,X,X,O,X,O,O,X,X,X,X
SZILJOT,X,O,X,O,O,X,O,X,X,X,X
SZILOTJ,X,O,X,O,X,X,O,X,X,X,X
SZILOJT,X,O,X,O,X,X,O,X,X,X,X
SZIJTLO,X,X,X,X,X,O,O,X,X,X,X
SZIJTOL,X,X,X,X,O,O,O,X,X,X,X
SZIJLTO,X,X,X,X,X,O,O,X,X,X,X
SZIJLOT,X,O,O,X,O,X,O,X,X,X,X
SZIJOTL,X,X,X,X,O,O,O,X,X,X,X
SZIJOLT,X,O,O,X,O,X,O,X,X,X,X
SZIOTLJ,X,O,X,X,O,O,O,X,X,X,X
SZIOTJL,X,O,X,X,O,O,O,X,X,X,X
SZIOLTJ,X,O,X,O,O,X,O,X,X,X,X
SZIOLJT,X,O,X,O,O,X,O,X,X,X,X
SZIOJTL,X,X,X,X,O,O,O,X,X,X,X
SZIOJLT,X,O,O,X,O,X,O,X,X,X,X
SZLTIJO,O,O,X,O,X,O,O,X,X,X,X
SZLTIOJ,O,O,X,O,X,O,O,X,X,X,X
SZLTJIO,O,O,X,X,X,O,X,X,X,X,X
SZLTJOI,O,O,X,X,X,O,X,X,X,X,X
SZLTOIJ,O,O,X,O,X,O,O,X,X,X,X
SZLTOJI,O,O,X,X,X,O,X,X,X,X,X
SZLITJO,O,O,X,O,X,O,O,X,X,X,X
SZLITOJ,O,O,X,O,X,O,O,X,X,X,X
SZLIJTO,O,X,X,O,X,O,O,X,X,X,X
SZLIJOT,O,O,X,O,O,X,O,X,X,X,X
SZLIOTJ,O,O,X,O,X,X,O,X,X,X,X
SZLIOJT,O,O,X,O,X,X,O,X,X,X,X
SZLJTIO,O,O,X,X,X,O,X,X,X,X,X
SZLJTOI,O,O,X,X,X,O,X,X,X,X,X
SZLJITO,O,X,X,X,X,O,X,X,X,X,X
SZLJIOT,O,O,X,X,O,X,X,X,X,X,X
SZLJOTI,O,O,X,X,X,X,X,X,X,X,X
SZLJOIT,O,O,X,X,O,X,X,X,X,X,X
SZLOTIJ,O,O,X,O,O,X,O,X,X,X,X
SZLOTJI,O,O,X,X,O,X,X,X,X,X,X
SZLOITJ,O,O,X,O,O,X,O,X,X,X,X
SZLOIJT,O,O,X,O,O,X,O,X,X,X,X
SZLOJTI,O,O,X,X,X,X,X,X,X,X,X
SZLOJIT,O,O,X,X,O,X,X,X,X,X,X
SZJTILO,O,O,O,X,X,O,O,X,X,X,X
SZJTIOL,O,O,O,X,O,O,O,X,X,X,X
SZJTLIO,O,O,O,X,X,O,X,X,X,X,X
SZJTLOI,O,O,O,X,X,O,X,X,X,X,X
SZJTOIL,O,O,O,X,O,O,O,X,X,X,X
SZJTOLI,O,O,O,X,X,O,X,X,X,X,X
SZJITLO,X,X,X,X,X,O,O,X,X,X,X
SZJITOL,X,X,X,X,O,O,O,X,X,X,X
SZJILTO,X,X,X,X,X,O,O,X,X,X,X
SZJILOT,X,O,O,X,O,X,O,X,X,X,X
SZJIOTL,X,X,X,X,O,O,O,X,X,X,X
SZJIOLT,X,O,O,X,O,X,O,X,X,X,X
SZJLTIO,O,O,O,X,X,O,X,X,X,X,X
SZJLTOI,O,O,O,X,X,O,X,X,X,X,X
SZJLITO,O,X,X,X,X,O,X,X,X,X,X
SZJLIOT,O,O,O,X,O,X,X,X,X,X,X
SZJLOTI,O,O,O,X,X,X,X,X,X,X,X
SZJLOIT,O,O,O,X,O,X,X,X,X,X,X
SZJOTIL,O,O,O,X,O,O,O,X,X,X,X
SZJOTLI,O,O,O,X,O,O,X,X,X,X,X
SZJOITL,X,X,X,X,O,O,O,X,X,X,X
SZJOILT,X,O,O,X,O,X,O,X,X,X,X
SZJOLTI,O,O,O,X,X,X,X,X,X,X,X
SZJOLIT,O,O,O,X,O,X,X,X,X,X,X
SZOTILJ,O,O,X,X,O,O,O,X,X,X,X
SZOTIJL,O,O,O,X,O,O,O,X,X,X,X
SZOTLIJ,O,O,X,X,O,O,O,X,X,X,X
SZOTLJI,O,O,X,X,O,O,X,X,X,X,X
SZOTJIL,O,O,O,X,O,O,O,X,X,X,X
SZOTJLI,O,O,O,X,O,O,X,X,X,X,X
SZOITLJ,X,O,X,X,O,O,O,X,X,X,X
SZOITJL,X,O,X,X,O,O,O,X,X,X,X
SZOILTJ,X,O,X,O,O,X,O,X,X,X,X
SZOILJT,X,O,X,O,O,X,O,X,X,X,X
SZOIJTL,X,X,X,X,O,O,O,X,X,X,X
SZOIJLT,X,O,O,X,O,X,O,X,X,X,X
SZOLTIJ,O,O,X,O,O,X,O,X,X,X,X
SZOLTJI,O,O,X,X,O,X,X,X,X,X,X
SZOLITJ,O,O,X,O,O,X,O,X,X,X,X
SZOLIJT,O,O,X,O,O,X,O,X,X,X,X
SZOLJTI,O,O,X,X,X,X,X,X,X,X,X
SZOLJIT,O,O,X,X,O,X,X,X,X,X,X
SZOJTIL,O,O,O,X,O,O,O,X,X,X,X
SZOJTLI,O,O,O,X,O,O,X,X,X,X,X
SZOJITL,X,X,X,X,O,O,O,X,X,X,X
SZOJILT,X,O,O,X,O,X,O,X,X,X,X
SZOJLTI,O,O,O,X,X,X,X,X,X,X,X
SZOJLIT,O,O,O,X,O,X,X,X,X,X,X
SOTILJZ,X,O,O,O,X,X,X,O,X,X,X
SOTILZJ,X,O,X,O,X,X,X,O,X,X,X
SOTIJLZ,X,O,O,X,X,X,X,O,X,X,X
SOTIJZL,X,X,O,X,X,X,X,O,X,X,X
SOTIZLJ,X,O,X,X,X,X,X,O,X,X,X
SOTIZJL,X,X,O,X,X,X,X,O,X,X,X
SOTLIJZ,X,O,O,O,X,X,X,X,X,X,X
SOTLIZJ,X,O,X,O,X,X,X,X,X,X,X
SOTLJIZ,X,O,O,O,X,X,X,X,X,X,X
SOTLJZI,X,O,O,X,O,X,X,X,X,X,X
SOTLZIJ,X,O,X,O,O,X,X,X,X,X,X
SOTLZJI,X,O,X,X,O,X,X,X,X,X,X
SOTJILZ,X,O,O,X,X,X,X,O,X,X,X
SOTJIZL,X,X,O,X,X,X,X,O,X,X,X
SOTJLIZ,X,O,O,X,X,X,X,X,X,X,X
SOTJLZI,X,O,O,X,O,X,X,X,X,X,X
SOTJZIL,X,X,O,X,O,X,X,X,X,X,X
SOTJZLI,X,X,O,X,O,X,X,X,X,X,X
SOTZILJ,X,O,X,X,O,X,X,X,X,X,X
SOTZIJL,X,O,O,X,O,X,X,X,X,X,X
SOTZLIJ,X,O,X,X,O,X,X,X,X,X,X
SOTZLJI,X,O,X,X,O,X,X,X,X,X,X
SOTZJIL,X,O,O,X,O,X,X,X,X,X,X
SOTZJLI,X,O,O,X,O,X,X,X,X,X,X
SOITLJZ,X,O,O,O,X,X,X,O,X,X,X
SOITLZJ,X,O,X,O,X,X,X,O,X,X,X
SOITJLZ,X,O,O,X,X,X,X,O,X,X,X
SOITJZL,X,X,O,X,X,X,X,O,X,X,X
SOITZLJ,X,O,X,X,X,X,X,O,X,X,X
SOITZJL,X,X,O,X,X,X,X,O,X,X,X
SOILTJZ,X,O,X,O,X,X,X,X,X,X,X
SOILTZJ,X,O,X,O,X,X,X,X,X,X,X
SOILJTZ,X,O,O,O,X,X,X,X,X,X,X
SOILJZT,X,O,O,O,X,X,X,X,X,X,X
SOILZTJ,X,O,X,O,X,X,O,X,X,X,X
SOILZJT,X,O,X,O,X,X,O,X,X,X,X
SOIJTLZ,X,X,O,X,X,X,X,X,O,X,X
SOIJTZL,X,X,O,X,X,X,X,X,O,X,X
SOIJLTZ,X,O,O,O,X,X,X,X,O,X,X
SOIJLZT,X,O,O,O,X,X,X,X,O,X,X
SOIJZTL,X,X,X,X,X,X,X,X,O,X,X
SOIJZLT,X,X,O,X,X,X,X,X,O,X,X
SOIZTLJ,X,O,X,X,X,X,O,X,X,X,X
SOIZTJL,X,O,X,X,X,X,O,X,X,X,X
SOIZLTJ,X,O,X,O,X,X,O,X,X,X,X
SOIZLJT,X,O,X,O,X,X,O,X,X,X,X
SOIZJTL,X,X,X,X,X,X,O,X,X,X,X
SOIZJLT,X,O,O,X,X,X,O,X,X,X,X
SOLTIJZ,O,O,O,O,X,X,X,X,X,X,X
SOLTIZJ,O,O,X,O,X,X,X,X,X,X,X
SOLTJIZ,O,O,O,O,X,X,X,X,X,X,X
SOLTJZI,O,O,O,X,X,X,X,X,X,X,O
SOLTZIJ,O,O,X,O,X,X,X,X,X,X,X
SOLTZJI,O,O,X,X,X,X,X,X,X,X,O
SOLITJZ,O,O,X,O,X,X,X,X,X,X,X
SOLITZJ,O,O,X,O,X,X,X,X,X,X,X
SOLIJTZ,O,O,O,O,X,X,X,X,X,X,X
SOLIJZT,O,O,O,O,X,X,X,X,X,X,X
SOLIZTJ,O,O,X,O,X,X,X,X,X,X,X
SOLIZJT,O,O,X,O,X,X,X,X,X,X,X
SOLJTIZ,O,O,O,O,X,X,X,X,X,X,X
SOLJTZI,O,O,O,X,X,X,X,X,X,X,O
SOLJITZ,O,O,O,O,X,X,X,X,X,X,X
SOLJIZT,O,O,O,O,X,X,X,X,X,X,X
SOLJZTI,O,O,O,X,X,X,X,X,X,X,X
SOLJZIT,O,O,O,X,X,X,X,X,X,X,X
SOLZTIJ,O,O,X,O,X,X,X,X,X,X,X
