sequence,v115@GhA8HeB8CeB8CeC8BeB8CeB8JeOEJvhFVlBRhB3iB0?mBzpBSxB,v115@GhA8HeB8CeB8CeC8BeB8CeB8Jex/IvhFXhBliBikBU?nBzpBWxB,v115@GhA8HeB8CeB8CeC8BeB8CeB8JeOEJvhFXgBliBRmB0?mBzpBSxB,v115@GhA8HeB8CeB8CeC8BeB8CeB8Jex/IvhFXhBliBmkBz?mB0pBSxB,v115@GhA8HeB8CeB8CeC8BeB8CeB8Jex/IvhFXhB8mBunBi?kBzpBVxB,v115@GhA8HeB8CeB8CeC8BeB8CeB8JeUBJvhFRiB/pBFlB6?sBzrBmpB,v115@GhA8HeB8CeB8CeC8BeB8CeB8JeUBJvhF3iBxkBzmBm?pBSxBlpB,v115@GhA8HeB8CeB8CeC8BeB8CeB8JeKEJvhFUhBRiBFlBG?sBXsBzpB
JOISLZT,X,O,O,X,X,X,O,X
JOISZTL,X,O,O,X,X,X,X,X
JOISZLT,X,O,O,X,X,X,O,X
JOIZTLS,X,O,X,X,X,X,X,X
JOIZTSL,X,O,O,X,X,X,X,X
JOIZLTS,X,O,O,X,X,X,X,X
JOIZLST,X,O,O,X,X,X,O,X
JOIZSTL,X,O,O,X,X,X,X,X
JOIZSLT,X,O,O,X,X,X,O,X
JOLTISZ,O,O,O,X,O,X,X,X
JOLTIZS,O,O,O,X,O,X,X,X
JOLTSIZ,O,O,O,X,O,X,X,O
JOLTSZI,O,O,O,X,O,X,X,O
JOLTZIS,O,O,O,X,O,X,X,X
JOLTZSI,O,O,O,X,O,X,X,O
JOLITSZ,O,O,O,X,O,X,X,X
JOLITZS,O,O,O,X,O,X,X,X
JOLISTZ,O,O,O,X,O,O,X,X
JOLISZT,X,O,O,X,X,O,O,X
JOLIZTS,X,O,O,X,O,X,X,X
JOLIZST,X,O,O,X,X,O,O,X
JOLSTIZ,O,O,O,X,O,O,X,X
JOLSTZI,O,O,O,X,O,O,X,X
JOLSITZ,O,O,O,X,O,O,X,X
JOLSIZT,X,O,O,X,X,O,O,X
JOLSZTI,O,O,O,X,X,O,X,X
JOLSZIT,O,O,O,X,X,O,O,X
JOLZTIS,O,O,O,X,O,X,X,X
JOLZTSI,O,O,O,X,O,X,X,O
JOLZITS,O,O,O,X,O,X,X,X
JOLZIST,O,O,O,X,X,O,O,X
JOLZSTI,O,O,O,X,X,O,X,X
JOLZSIT,O,O,O,X,X,O,O,X
JOSTILZ,O,O,O,X,X,X,X,X
JOSTIZL,O,O,O,X,X,X,X,X
JOSTLIZ,O,O,O,X,O,O,X,X
JOSTLZI,O,O,O,X,O,O,X,X
JOSTZIL,O,O,O,X,O,X,X,X
JOSTZLI,O,O,O,X,O,O,X,X
JOSITLZ,O,O,O,X,X,X,X,X
JOSITZL,O,O,O,X,X,X,X,X
JOSILTZ,O,O,O,X,X,X,X,X
JOSILZT,X,O,O,X,X,X,O,X
JOSIZTL,X,O,O,X,X,X,X,X
JOSIZLT,X,O,O,X,X,X,O,X
JOSLTIZ,O,O,O,X,O,O,X,X
JOSLTZI,O,O,O,X,O,O,X,X
JOSLITZ,O,O,O,X,O,O,X,X
JOSLIZT,X,O,O,X,X,O,O,X
JOSLZTI,O,O,O,X,X,O,X,X
JOSLZIT,O,O,O,X,X,O,O,X
JOSZTIL,O,O,O,X,X,X,X,X
JOSZTLI,O,O,O,X,X,O,X,X
JOSZITL,O,O,O,X,X,X,X,X
JOSZILT,X,O,O,X,X,X,O,X
JOSZLTI,O,O,O,X,X,O,X,X
JOSZLIT,X,O,O,X,X,O,X,X
JOZTILS,O,O,X,X,O,X,X,X
JOZTISL,O,O,O,X,O,X,X,X
JOZTLIS,O,O,O,X,O,X,X,X
JOZTLSI,O,O,O,X,O,X,X,X
JOZTSIL,O,O,O,X,O,X,X,X
JOZTSLI,O,O,O,X,O,X,X,X
JOZITLS,O,O,X,X,X,X,X,X
JOZITSL,O,O,O,X,X,X,X,X
JOZILTS,X,O,O,X,X,X,X,X
JOZILST,X,O,O,X,X,X,O,X
JOZISTL,O,O,O,X,X,X,X,X
JOZISLT,X,O,O,X,X,X,O,X
JOZLTIS,O,O,O,X,O,X,X,X
JOZLTSI,O,O,O,X,O,X,X,O
JOZLITS,O,O,O,X,O,X,X,X
JOZLIST,O,O,O,X,X,O,O,X
JOZLSTI,O,O,O,X,X,O,X,X
JOZLSIT,O,O,O,X,X,O,O,X
JOZSTIL,O,O,O,X,X,X,X,X
JOZSTLI,O,O,O,X,X,O,X,X
JOZSITL,O,O,O,X,X,X,X,X
JOZSILT,X,O,O,X,X,X,O,X
JOZSLTI,O,O,O,X,X,O,X,X
JOZSLIT,X,O,O,X,X,O,X,X
STILJZO,O,O,O,O,X,X,X,X
STILJOZ,O,O,O,O,X,X,X,X
STILZJO,O,O,X,O,X,X,O,X
STILZOJ,O,X,X,O,X,O,O,X
STILOJZ,O,O,X,O,X,X,X,X
STILOZJ,X,O,X,O,X,X,X,X
STIJLZO,O,O,O,O,X,X,X,X
STIJLOZ,O,O,O,O,X,X,X,X
STIJZLO,O,O,O,O,X,X,X,X
STIJZOL,O,O,O,O,X,X,X,X
STIJOLZ,O,O,O,X,X,X,X,X
STIJOZL,O,O,O,X,X,X,X,X
STIZLJO,O,O,X,O,X,X,O,X
STIZLOJ,X,X,X,O,X,O,O,X
STIZJLO,O,O,O,O,X,X,O,X
STIZJOL,O,O,O,O,X,X,X,X
STIZOLJ,X,O,X,O,X,O,X,X
STIZOJL,O,O,X,O,X,X,X,X
STIOLJZ,O,O,O,O,X,O,X,X
STIOLZJ,X,O,X,O,X,O,X,X
STIOJLZ,O,O,O,X,X,X,X,X
STIOJZL,O,O,O,X,X,X,X,X
STIOZLJ,X,O,X,O,X,O,X,X
STIOZJL,O,O,O,O,X,X,X,X
STLIJZO,O,O,O,O,O,X,X,X
STLIJOZ,O,O,O,O,X,X,X,X
STLIZJO,O,O,O,O,O,X,O,X
STLIZOJ,O,X,X,O,O,O,O,X
STLIOJZ,O,O,O,O,X,X,X,X
STLIOZJ,O,O,O,O,X,X,X,X
STLJIZO,O,O,O,O,O,X,O,X
STLJIOZ,O,O,O,O,X,X,X,X
STLJZIO,O,O,X,O,O,X,O,X
STLJZOI,O,O,X,O,O,O,X,X
STLJOIZ,O,O,X,X,X,X,X,X
STLJOZI,O,X,X,X,X,X,X,X
STLZIJO,O,O,X,O,O,X,O,X
STLZIOJ,O,X,X,O,O,O,O,X
STLZJIO,O,X,X,O,O,X,O,X
STLZJOI,O,X,X,O,O,O,X,X
STLZOIJ,O,X,X,O,O,O,X,X
STLZOJI,O,X,X,O,O,O,X,X
STLOIJZ,O,O,O,O,X,O,X,X
STLOIZJ,O,O,O,O,X,O,X,X
STLOJIZ,O,O,O,X,X,O,X,X
STLOJZI,O,X,O,X,X,O,X,X
STLOZIJ,O,O,O,O,X,O,X,X
STLOZJI,O,X,O,O,X,O,X,X
STJILZO,O,O,O,O,X,X,O,X
STJILOZ,O,O,O,O,X,X,X,X
STJIZLO,O,O,O,O,X,X,O,X
STJIZOL,O,O,O,O,X,X,X,X
STJIOLZ,O,O,O,X,X,X,X,X
STJIOZL,O,O,O,X,X,X,X,X
STJLIZO,O,O,O,X,O,X,O,X
STJLIOZ,O,O,O,X,X,X,X,X
STJLZIO,O,O,X,X,O,X,O,X
STJLZOI,O,O,X,X,O,O,X,X
STJLOIZ,O,O,X,X,X,X,X,X
STJLOZI,O,O,X,X,X,X,X,X
STJZILO,O,O,X,O,O,X,O,X
STJZIOL,O,O,X,O,O,X,X,X
STJZLIO,O,O,X,O,O,X,X,X
STJZLOI,O,O,X,X,O,O,X,X
STJZOIL,O,O,X,O,O,X,X,X
STJZOLI,X,O,X,X,O,O,X,X
STJOILZ,O,O,X,X,X,X,X,X
STJOIZL,O,O,X,X,X,X,X,X
STJOLIZ,O,O,X,X,O,O,X,X
STJOLZI,O,O,X,X,O,O,X,X
STJOZIL,O,O,X,X,O,X,X,X
STJOZLI,X,O,X,X,O,O,X,X
STZILJO,O,O,X,O,O,X,O,X
STZILOJ,X,X,X,O,O,O,O,X
STZIJLO,O,O,X,O,O,X,O,X
STZIJOL,O,O,X,O,O,X,X,X
STZIOLJ,O,O,X,O,O,O,X,X
STZIOJL,O,O,X,O,O,X,X,X
STZLIJO,O,O,X,O,O,X,X,X
STZLIOJ,O,X,X,O,O,O,X,X
STZLJIO,O,X,X,O,O,X,X,X
STZLJOI,O,X,X,O,O,O,X,X
STZLOIJ,O,X,X,O,O,O,X,X
STZLOJI,O,X,X,O,O,O,X,X
STZJILO,O,X,X,O,O,X,O,X
STZJIOL,O,X,X,O,O,X,X,X
STZJLIO,O,X,X,O,O,X,X,X
STZJLOI,O,X,X,O,O,O,X,X
STZJOIL,O,X,X,O,O,X,X,X
STZJOLI,X,X,X,X,O,O,X,X
STZOILJ,O,O,X,O,O,O,X,X
STZOIJL,O,O,X,O,O,X,X,X
STZOLIJ,O,O,X,X,O,O,X,X
STZOLJI,O,X,X,X,O,O,X,X
STZOJIL,O,X,X,O,O,X,X,X
STZOJLI,O,X,X,X,O,O,X,X
STOILJZ,O,O,O,O,X,O,X,X
STOILZJ,O,O,O,O,X,O,X,X
STOIJLZ,O,O,O,X,X,X,X,X
STOIJZL,O,O,O,X,X,X,X,X
STOIZLJ,O,O,X,O,X,O,X,X
STOIZJL,O,O,O,O,X,X,X,X
STOLIJZ,O,O,O,X,O,O,X,X
STOLIZJ,O,O,O,X,O,O,X,X
STOLJIZ,O,O,O,X,O,O,X,X
STOLJZI,O,O,O,X,O,O,X,X
STOLZIJ,O,O,O,X,O,O,X,X
STOLZJI,O,X,O,X,O,O,X,X
STOJILZ,O,O,O,X,X,X,X,X
STOJIZL,O,O,O,X,X,X,X,X
STOJLIZ,O,O,O,X,O,O,X,X
STOJLZI,O,O,O,X,O,O,X,X
STOJZIL,O,O,O,X,O,X,X,X
STOJZLI,O,O,O,X,O,O,X,X
STOZILJ,O,O,X,O,O,O,X,X
STOZIJL,O,O,O,O,O,X,X,X
STOZLIJ,O,O,O,X,O,O,X,X
STOZLJI,O,X,O,X,O,O,X,X
STOZJIL,O,X,O,O,O,X,X,X
STOZJLI,O,X,O,X,O,O,X,X
SITLJZO,O,O,O,O,X,X,X,X
SITLJOZ,O,O,O,O,X,X,X,X
SITLZJO,O,O,O,O,X,X,O,X
SITLZOJ,O,X,X,O,X,O,O,X
SITLOJZ,O,O,O,O,X,X,X,X
SITLOZJ,X,O,X,O,X,X,X,X
SITJLZO,O,O,O,O,X,X,X,X
SITJLOZ,O,O,O,O,X,X,X,X
SITJZLO,O,O,O,O,X,X,X,X
SITJZOL,O,O,O,O,X,X,X,X
SITJOLZ,O,O,O,X,X,X,X,X
SITJOZL,O,O,O,X,X,X,X,X
SITZLJO,O,O,X,O,X,X,O,X
SITZLOJ,X,X,X,O,X,O,O,X
SITZJLO,O,O,O,O,X,X,O,X
SITZJOL,O,O,O,O,X,X,X,X
SITZOLJ,X,O,X,O,X,O,X,X
SITZOJL,O,O,X,O,X,X,X,X
SITOLJZ,O,O,O,O,X,O,X,X
SITOLZJ,X,O,X,O,X,O,X,X
SITOJLZ,O,O,O,X,X,X,X,X
SITOJZL,O,O,O,X,X,X,X,X
SITOZLJ,X,O,X,O,X,O,X,X
SITOZJL,O,O,O,O,X,X,X,X
SILTJZO,O,O,O,O,X,X,X,X
SILTJOZ,O,O,O,O,X,X,X,X
SILTZJO,O,O,O,O,X,X,O,X
SILTZOJ,O,X,X,O,X,O,O,X
SILTOJZ,O,O,O,O,X,X,X,X
SILTOZJ,O,O,O,O,X,X,X,X
SILJTZO,O,O,O,O,X,X,O,X
SILJTOZ,O,O,O,O,X,X,X,X
SILJZTO,O,O,O,X,X,X,O,X
SILJZOT,X,O,X,X,X,X,O,X
SILJOTZ,O,O,O,X,X,X,X,X
SILJOZT,X,O,X,X,X,X,O,X
SILZTJO,O,O,O,O,X,X,O,X
SILZTOJ,O,X,X,O,X,O,O,X
SILZJTO,O,O,O,O,X,X,O,X
SILZJOT,O,O,X,O,X,X,O,X
SILZOTJ,O,X,X,O,X,X,O,X
SILZOJT,O,X,X,X,X,X,O,X
SILOTJZ,O,O,O,O,X,X,X,X
SILOTZJ,O,X,O,O,X,X,X,X
SILOJTZ,O,O,O,X,X,X,X,X
SILOJZT,X,O,O,X,X,X,X,X
SILOZTJ,O,X,O,X,X,X,O,X
SILOZJT,O,X,O,X,X,X,O,X
SIJTLZO,O,O,O,O,X,X,O,X
SIJTLOZ,O,O,O,O,X,X,X,X
SIJTZLO,O,O,O,O,X,X,O,X
SIJTZOL,O,O,O,O,X,X,X,X
SIJTOLZ,O,O,O,X,X,X,X,X
SIJTOZL,O,O,O,X,X,X,X,X
SIJLTZO,O,O,O,O,X,X,O,X
SIJLTOZ,O,O,O,O,X,X,X,X
SIJLZTO,O,O,O,X,X,X,O,X
SIJLZOT,X,O,X,X,X,X,O,X
SIJLOTZ,X,O,O,X,X,X,X,X
SIJLOZT,X,O,X,X,X,X,O,X
SIJZTLO,O,O,O,X,X,X,O,X
SIJZTOL,O,O,O,X,X,X,X,X
SIJZLTO,X,O,O,X,X,X,O,X
SIJZLOT,X,O,X,X,X,X,O,X
SIJZOTL,X,O,X,X,X,X,X,X
SIJZOLT,X,O,X,X,X,X,O,X
SIJOTLZ,O,O,O,X,X,X,X,X
SIJOTZL,O,O,O,X,X,X,X,X
SIJOLTZ,X,O,O,X,X,X,X,X
SIJOLZT,X,O,X,X,X,X,O,X
SIJOZTL,X,O,X,X,X,X,X,X
SIJOZLT,X,O,X,X,X,X,O,X
SIZTLJO,O,O,X,O,X,X,O,X
SIZTLOJ,X,X,X,O,X,O,O,X
SIZTJLO,O,O,O,O,X,X,O,X
SIZTJOL,O,O,O,O,X,X,X,X
SIZTOLJ,O,O,X,O,X,O,X,X
SIZTOJL,O,O,X,O,X,X,X,X
SIZLTJO,O,X,O,O,X,X,O,X
SIZLTOJ,X,X,X,O,X,O,O,X
SIZLJTO,X,X,O,O,X,X,O,X
SIZLJOT,X,X,X,O,X,X,O,X
SIZLOTJ,O,X,X,O,X,X,O,X
SIZLOJT,X,X,X,X,X,X,O,X
SIZJTLO,O,O,O,O,X,X,O,X
SIZJTOL,O,O,O,O,X,X,X,X
SIZJLTO,X,O,O,O,X,X,O,X
SIZJLOT,X,X,X,O,X,X,O,X
SIZJOTL,O,O,X,O,X,X,X,X
SIZJOLT,X,X,X,O,X,X,O,X
SIZOTLJ,O,X,X,O,X,O,X,X
SIZOTJL,O,X,X,O,X,X,X,X
SIZOLTJ,O,X,X,O,X,O,O,X
SIZOLJT,X,X,X,X,X,O,O,X
SIZOJTL,O,X,X,X,X,X,X,X
SIZOJLT,X,X,X,X,X,X,O,X
SIOTLJZ,O,O,O,O,X,O,X,X
SIOTLZJ,O,O,O,O,X,O,X,X
SIOTJLZ,O,O,O,X,X,X,X,X
SIOTJZL,O,O,O,X,X,X,X,X
SIOTZLJ,O,O,X,O,X,O,X,X
SIOTZJL,O,O,O,O,X,X,X,X
SIOLTJZ,O,O,O,O,X,O,X,X
SIOLTZJ,O,O,O,O,X,O,X,X
SIOLJTZ,O,O,O,X,X,O,X,X
SIOLJZT,X,O,O,X,X,O,X,X
SIOLZTJ,O,O,O,X,X,O,O,X
SIOLZJT,O,O,O,X,X,O,O,X
SIOJTLZ,O,O,O,X,X,X,X,X
SIOJTZL,O,O,O,X,X,X,X,X
SIOJLTZ,O,O,O,X,X,X,X,X
SIOJLZT,X,O,O,X,X,X,X,X
SIOJZTL,X,O,O,X,X,X,X,X
SIOJZLT,X,O,O,X,X,X,X,X
SIOZTLJ,O,O,X,X,X,O,X,X
SIOZTJL,O,O,O,X,X,X,X,X
SIOZLTJ,O,X,O,X,X,O,O,X
SIOZLJT,X,X,O,X,X,O,O,X
SIOZJTL,O,O,O,X,X,X,X,X
SIOZJLT,X,O,O,X,X,X,O,X
SLTIJZO,O,O,O,O,O,X,X,X
SLTIJOZ,O,O,O,O,X,X,X,X
SLTIZJO,O,O,O,O,O,X,O,X
SLTIZOJ,O,X,X,O,O,O,O,X
SLTIOJZ,O,O,O,O,X,X,X,X
SLTIOZJ,O,O,O,O,X,X,X,X
SLTJIZO,O,O,O,O,O,X,O,O
SLTJIOZ,O,O,O,O,X,X,X,O
SLTJZIO,O,O,X,O,O,X,O,O
SLTJZOI,O,O,X,O,O,O,X,O
SLTJOIZ,O,O,X,X,X,X,X,O
SLTJOZI,O,X,X,X,X,X,X,O
SLTZIJO,O,O,X,O,O,X,O,X
SLTZIOJ,O,X,X,O,O,O,O,X
SLTZJIO,O,X,X,O,O,X,O,O
SLTZJOI,O,X,X,O,O,O,X,O
SLTZOIJ,O,X,X,O,O,O,X,X
SLTZOJI,O,X,X,O,O,O,X,X
SLTOIJZ,O,O,O,O,X,O,X,X
SLTOIZJ,O,O,O,O,X,O,X,X
SLTOJIZ,O,O,O,X,X,O,X,X
SLTOJZI,O,X,O,X,X,O,X,X
SLTOZIJ,O,O,O,O,X,O,X,X
SLTOZJI,O,X,O,O,X,O,X,X
SLITJZO,O,O,O,O,O,X,X,X
SLITJOZ,O,O,O,O,X,X,X,X
SLITZJO,O,O,O,O,O,X,O,X
SLITZOJ,O,X,X,O,O,O,O,X
SLITOJZ,O,O,O,O,X,X,X,X
SLITOZJ,O,O,O,O,X,X,X,X
SLIJTZO,O,O,O,O,O,X,O,X
SLIJTOZ,O,O,O,O,X,X,X,X
SLIJZTO,O,O,O,X,X,X,O,X
SLIJZOT,X,O,X,X,X,X,O,X
SLIJOTZ,O,O,O,X,X,X,X,X
SLIJOZT,X,O,X,X,X,X,O,X
SLIZTJO,O,O,O,O,X,X,O,X
SLIZTOJ,O,X,X,O,X,O,O,X
SLIZJTO,O,O,O,O,X,X,O,X
SLIZJOT,O,O,X,O,X,X,O,X
SLIZOTJ,O,X,X,O,X,X,O,X
SLIZOJT,O,X,X,X,X,X,O,X
SLIOTJZ,O,O,O,O,X,X,X,X
SLIOTZJ,O,X,O,O,X,X,X,X
SLIOJTZ,O,O,O,X,X,X,X,X
SLIOJZT,X,O,O,X,X,X,X,X
SLIOZTJ,O,X,O,X,X,X,O,X
SLIOZJT,O,X,O,X,X,X,O,X
SLJTIZO,O,O,O,O,O,X,O,O
SLJTIOZ,O,O,O,O,X,X,X,O
SLJTZIO,O,O,X,O,O,X,O,O
SLJTZOI,O,O,X,O,O,O,X,O
SLJTOIZ,O,O,X,X,X,X,X,O
SLJTOZI,O,O,X,X,X,X,X,O
SLJITZO,O,O,O,O,O,X,O,X
SLJITOZ,O,O,O,O,X,X,X,X
SLJIZTO,O,O,O,X,X,X,O,X
SLJIZOT,X,O,X,X,X,X,O,X
SLJIOTZ,O,O,O,X,X,X,X,X
SLJIOZT,X,O,X,X,X,X,O,X
SLJZTIO,O,O,X,O,X,X,O,O
SLJZTOI,O,O,X,O,X,O,X,O
SLJZITO,O,O,X,O,X,X,O,X
SLJZIOT,O,O,X,O,X,X,O,X
SLJZOTI,O,O,X,O,X,X,X,X
SLJZOIT,O,O,X,O,X,X,O,X
SLJOTIZ,O,O,X,X,X,X,X,X
SLJOTZI,O,O,X,X,X,X,X,X
SLJOITZ,O,O,X,X,X,X,X,X
SLJOIZT,X,O,X,X,X,X,O,X
SLJOZTI,O,O,X,X,X,X,X,X
SLJOZIT,O,O,X,X,X,X,O,X
SLZTIJO,O,O,X,O,X,X,O,X
SLZTIOJ,O,X,X,O,X,O,O,X
SLZTJIO,O,X,X,O,X,X,O,O
SLZTJOI,O,X,X,O,X,O,X,O
SLZTOIJ,O,X,X,O,X,O,X,X
SLZTOJI,O,X,X,O,X,O,X,X
SLZITJO,O,O,X,O,X,X,O,X
SLZITOJ,O,X,X,O,X,O,O,X
SLZIJTO,O,O,X,O,X,X,O,X
SLZIJOT,O,O,X,O,X,X,O,X
SLZIOTJ,O,X,X,O,X,X,O,X
SLZIOJT,O,X,X,X,X,X,O,X
SLZJTIO,O,O,X,O,X,X,O,O
SLZJTOI,O,O,X,O,X,O,X,O
SLZJITO,O,O,X,O,X,X,O,X
SLZJIOT,O,O,X,O,X,X,O,X
SLZJOTI,O,O,X,O,X,X,X,X
SLZJOIT,O,O,X,O,X,X,O,X
SLZOTIJ,O,X,X,O,X,O,X,X
SLZOTJI,O,X,X,O,X,O,X,X
SLZOITJ,O,X,X,O,X,O,O,X
SLZOIJT,O,X,X,O,X,O,O,X
SLZOJTI,O,X,X,O,X,O,X,X
SLZOJIT,O,X,X,O,X,O,O,X
SLOTIJZ,O,O,O,O,X,O,X,X
SLOTIZJ,O,O,O,O,X,O,X,X
SLOTJIZ,O,O,O,O,X,O,X,X
SLOTJZI,O,O,O,O,X,O,X,X
SLOTZIJ,O,O,O,O,X,O,X,X
SLOTZJI,O,X,O,O,X,O,X,X
SLOITJZ,O,O,O,O,X,O,X,X
SLOITZJ,O,O,O,O,X,O,X,X
SLOIJTZ,O,O,O,O,X,O,X,X
SLOIJZT,X,O,O,X,X,O,X,X
SLOIZTJ,O,O,O,O,X,O,O,X
SLOIZJT,O,O,O,O,X,O,O,X
SLOJTIZ,O,O,O,O,X,O,X,X
SLOJTZI,O,O,O,O,X,O,X,X
SLOJITZ,O,O,O,O,X,O,X,X
SLOJIZT,X,O,O,X,X,O,O,X
SLOJZTI,O,O,O,O,X,O,X,X
SLOJZIT,O,O,O,O,X,O,O,X
SLOZTIJ,O,O,O,O,X,O,X,X
SLOZTJI,O,X,O,O,X,O,X,X
SLOZITJ,O,O,O,O,X,O,O,X
SLOZIJT,O,O,O,O,X,O,O,X
SLOZJTI,O,O,O,O,X,O,X,X
SLOZJIT,O,O,O,O,X,O,O,X
SJTILZO,O,O,O,O,X,X,O,X
SJTILOZ,O,O,O,O,X,X,X,X
SJTIZLO,O,O,O,O,X,X,O,X
SJTIZOL,O,O,O,O,X,X,X,X
SJTIOLZ,O,O,O,X,X,X,X,X
SJTIOZL,O,O,O,X,X,X,X,X
SJTLIZO,O,O,O,X,O,X,O,X
SJTLIOZ,O,O,O,X,X,X,X,X
SJTLZIO,O,O,X,X,O,X,O,X
SJTLZOI,O,O,X,X,O,O,X,X
SJTLOIZ,O,O,X,X,X,X,X,X
SJTLOZI,O,O,X,X,X,X,X,X
SJTZILO,O,O,X,O,O,X,O,X
SJTZIOL,O,O,X,O,O,X,X,X
SJTZLIO,O,O,X,O,O,X,X,X
SJTZLOI,O,O,X,X,O,O,X,X
SJTZOIL,O,O,X,O,O,X,X,X
SJTZOLI,X,O,X,X,O,O,X,X
SJTOILZ,O,O,X,X,X,X,X,X
SJTOIZL,O,O,X,X,X,X,X,X
SJTOLIZ,O,O,X,X,O,O,X,X
SJTOLZI,O,O,X,X,O,O,X,X
SJTOZIL,O,O,X,X,O,X,X,X
SJTOZLI,X,O,X,X,O,O,X,X
SJITLZO,O,O,O,O,X,X,O,X
SJITLOZ,O,O,O,O,X,X,X,X
SJITZLO,O,O,O,O,X,X,O,X
SJITZOL,O,O,O,O,X,X,X,X
SJITOLZ,O,O,O,X,X,X,X,X
SJITOZL,O,O,O,X,X,X,X,X
SJILTZO,O,O,O,O,X,X,O,X
SJILTOZ,O,O,O,O,X,X,X,X
SJILZTO,O,O,O,X,X,X,O,X
SJILZOT,X,O,X,X,X,X,O,X
SJILOTZ,X,O,O,X,X,X,X,X
SJILOZT,X,O,X,X,X,X,O,X
SJIZTLO,O,O,O,X,X,X,O,X
SJIZTOL,O,O,O,X,X,X,X,X
SJIZLTO,X,O,O,X,X,X,O,X
SJIZLOT,X,O,X,X,X,X,O,X
SJIZOTL,X,O,X,X,X,X,X,X
SJIZOLT,X,O,X,X,X,X,O,X
SJIOTLZ,O,O,O,X,X,X,X,X
SJIOTZL,O,O,O,X,X,X,X,X
SJIOLTZ,X,O,O,X,X,X,X,X
SJIOLZT,X,O,X,X,X,X,O,X
SJIOZTL,X,O,X,X,X,X,X,X
SJIOZLT,X,O,X,X,X,X,O,X
SJLTIZO,O,O,O,O,O,X,O,O
SJLTIOZ,O,O,O,O,X,X,X,O
SJLTZIO,O,O,X,O,O,X,O,O
SJLTZOI,O,O,X,O,O,O,X,O
SJLTOIZ,O,O,X,X,X,X,X,O
SJLTOZI,O,O,X,X,X,X,X,O
SJLITZO,O,O,O,O,O,X,O,X
SJLITOZ,O,O,O,O,X,X,X,X
SJLIZTO,O,O,O,X,X,X,O,X
SJLIZOT,X,O,X,X,X,X,O,X
SJLIOTZ,O,O,O,X,X,X,X,X
SJLIOZT,X,O,X,X,X,X,O,X
SJLZTIO,O,O,X,O,X,X,O,O
SJLZTOI,O,O,X,O,X,O,X,O
SJLZITO,O,O,X,O,X,X,O,X
SJLZIOT,O,O,X,O,X,X,O,X
SJLZOTI,O,O,X,O,X,X,X,X
SJLZOIT,O,O,X,O,X,X,O,X
SJLOTIZ,O,O,X,X,X,X,X,X
SJLOTZI,O,O,X,X,X,X,X,X
SJLOITZ,O,O,X,X,X,X,X,X
SJLOIZT,X,O,X,X,X,X,O,X
SJLOZTI,O,O,X,X,X,X,X,X
SJLOZIT,O,O,X,X,X,X,O,X
SJZTILO,O,O,X,O,X,X,O,X
SJZTIOL,O,O,X,O,X,X,X,X
SJZTLIO,O,O,X,O,X,X,X,X
SJZTLOI,O,O,X,O,X,O,X,X
SJZTOIL,O,O,X,O,X,X,X,X
SJZTOLI,X,O,X,X,X,O,X,X
SJZITLO,O,O,X,O,X,X,O,X
SJZITOL,O,O,X,O,X,X,X,X
SJZILTO,X,O,X,O,X,X,O,X
SJZILOT,X,O,X,O,X,X,O,X
SJZIOTL,O,O,X,O,X,X,X,X
SJZIOLT,X,O,X,O,X,X,O,X
SJZLTIO,O,O,X,O,X,X,O,O
SJZLTOI,O,O,X,O,X,O,X,O
SJZLITO,O,O,X,O,X,X,O,X
SJZLIOT,X,O,X,O,X,X,O,X
SJZLOTI,O,O,X,O,X,X,X,X
SJZLOIT,X,O,X,O,X,X,O,X
SJZOTIL,O,O,X,O,X,X,X,X
SJZOTLI,O,O,X,X,X,O,X,X
SJZOITL,O,O,X,O,X,X,X,X
SJZOILT,X,O,X,O,X,X,O,X
SJZOLTI,X,O,X,O,X,O,X,X
SJZOLIT,X,O,X,O,X,O,X,X
SJOTILZ,O,O,X,X,X,X,X,X
SJOTIZL,O,O,X,X,X,X,X,X
SJOTLIZ,O,O,X,X,O,O,X,X
SJOTLZI,O,O,X,X,O,O,X,X
SJOTZIL,O,O,X,X,O,X,X,X
SJOTZLI,O,O,X,X,O,O,X,X
SJOITLZ,O,O,X,X,X,X,X,X
SJOITZL,O,O,X,X,X,X,X,X
SJOILTZ,O,O,X,X,X,X,X,X
SJOILZT,X,O,X,X,X,X,O,X
SJOIZTL,X,O,X,X,X,X,X,X
SJOIZLT,X,O,X,X,X,X,O,X
SJOLTIZ,O,O,X,X,O,O,X,X
SJOLTZI,O,O,X,X,O,O,X,X
SJOLITZ,O,O,X,X,O,O,X,X
SJOLIZT,X,O,X,X,X,O,O,X
SJOLZTI,O,O,X,X,X,O,X,X
SJOLZIT,O,O,X,X,X,O,O,X
SJOZTIL,O,O,X,X,X,X,X,X
SJOZTLI,O,O,X,X,X,O,X,X
SJOZITL,O,O,X,X,X,X,X,X
SJOZILT,X,O,X,X,X,X,O,X
SJOZLTI,O,O,X,X,X,O,X,X
SJOZLIT,X,O,X,X,X,O,X,X
SZTILJO,O,O,X,O,X,X,O,X
SZTILOJ,X,X,X,O,X,O,O,X
SZTIJLO,O,O,X,O,X,X,O,X
SZTIJOL,O,O,X,O,X,X,X,X
SZTIOLJ,O,O,X,O,X,O,X,X
SZTIOJL,O,O,X,O,X,X,X,X
SZTLIJO,O,O,X,O,X,X,X,X
