sequence,v115@HhC8GeC8GeE8AeA8Mex/IvhF8lBzhBGjBqsB/tBlrB,v115@HhC8GeC8GeE8AeA8Mex/IvhF8lBzhBfoB6oBlrBWyB,v115@HhC8GeC8GeE8AeA8Mex/IvhFXhBTjBFnB0nBGrBSyB,v115@HhC8GeC8GeE8AeA8Mex/IvhFlhBGjBzlB/tBCsB0sB,v115@HhC8GeC8GeE8AeA8Mex/IvhF8lBzhBCjBlrBGtBXtB,v115@HhC8GeC8GeE8AeA8Mex/IvhFlhBGjBzlB8rBqsB/tB,v115@HhC8GeC8GeE8AeA8Mex/IvhF8lBzhBWoBXoBlrBSyB,v115@HhC8GeC8GeE8AeA8Mex/IvhFXhBSoBUnBGrBTtBlsB,v115@HhC8GeC8GeE8AeA8Mex/IvhF8lBzhBCoBlrBXtBGtB,v115@HhC8GeC8GeE8AeA8Mex/IvhFlhBzlB8rBCoBXtBGtB,v115@HhC8GeC8GeE8AeA8Mex/IvhF8lB3mBGoBlsBCsBTtB
JZILSTO,O,O,O,X,O,O,O,X,X,X,X
JZILSOT,O,O,O,X,X,O,X,O,X,X,X
JZILOTS,X,X,O,X,O,X,O,O,X,X,X
JZILOST,X,X,O,X,X,X,X,O,X,X,X
JZISTLO,O,O,O,X,O,X,X,X,O,X,O
JZISTOL,X,O,X,X,O,X,X,O,O,X,O
JZISLTO,O,O,O,X,O,X,X,X,O,X,X
JZISLOT,O,O,O,X,X,X,X,O,X,X,X
JZISOTL,X,O,X,X,X,X,X,O,X,X,X
JZISOLT,O,O,X,X,X,X,X,O,X,X,X
JZIOTLS,X,O,X,X,O,X,X,O,X,X,X
JZIOTSL,X,O,X,X,O,X,X,O,X,X,X
JZIOLTS,X,X,X,X,O,X,X,O,X,X,X
JZIOLST,X,X,X,X,X,X,X,O,X,X,X
JZIOSTL,X,O,X,X,X,X,X,O,X,X,X
JZIOSLT,X,O,X,X,X,X,X,O,X,X,X
JZLTISO,O,O,O,X,O,O,O,X,X,X,X
JZLTIOS,O,O,O,X,O,X,O,X,X,X,X
JZLTSIO,O,O,O,X,O,O,O,X,X,X,X
JZLTSOI,O,O,O,X,O,O,O,X,X,X,X
JZLTOIS,O,O,O,X,O,X,O,X,X,X,X
JZLTOSI,O,O,O,X,O,X,O,X,X,X,X
JZLITSO,O,O,O,X,O,O,O,X,X,X,X
JZLITOS,O,O,O,X,O,X,O,X,X,X,X
JZLISTO,O,O,O,X,O,O,O,X,X,X,X
JZLISOT,O,O,O,X,X,O,X,O,X,X,X
JZLIOTS,X,X,O,X,O,X,O,O,X,X,X
JZLIOST,X,X,O,X,X,X,X,O,X,X,X
JZLSTIO,O,O,O,X,O,O,O,X,X,X,X
JZLSTOI,O,O,O,X,O,O,O,X,X,X,X
JZLSITO,O,O,O,X,O,O,O,X,X,X,X
JZLSIOT,O,O,O,X,X,O,X,O,X,X,X
JZLSOTI,O,O,O,X,X,O,X,O,X,X,X
JZLSOIT,O,O,O,X,X,O,X,O,X,X,X
JZLOTIS,X,X,O,X,O,O,O,O,X,X,X
JZLOTSI,X,X,O,X,O,O,O,O,X,X,X
JZLOITS,X,X,O,X,O,O,O,O,X,X,X
JZLOIST,X,X,O,X,X,O,X,O,X,X,X
JZLOSTI,X,X,O,X,X,O,X,O,X,X,X
JZLOSIT,X,X,O,X,X,O,X,O,X,X,X
JZSTILO,O,O,O,X,O,X,X,X,O,X,O
JZSTIOL,X,O,X,X,O,X,X,O,O,X,O
JZSTLIO,O,O,O,X,O,X,X,X,O,X,O
JZSTLOI,O,O,O,X,O,X,X,X,O,X,O
JZSTOIL,X,O,X,X,O,X,X,O,O,X,O
JZSTOLI,X,O,X,X,O,X,X,O,O,X,O
JZSITLO,O,O,O,X,O,X,X,X,O,X,O
JZSITOL,X,O,X,X,O,X,X,O,O,X,O
JZSILTO,O,O,O,X,O,X,X,X,O,X,X
JZSILOT,O,O,O,X,X,X,X,O,X,X,X
JZSIOTL,X,O,X,X,X,X,X,O,X,X,X
JZSIOLT,O,O,X,X,X,X,X,O,X,X,X
JZSLTIO,O,O,O,X,O,X,X,X,O,X,X
JZSLTOI,O,O,O,X,O,X,X,X,O,X,X
JZSLITO,O,O,O,X,O,X,X,X,O,X,X
JZSLIOT,O,O,O,X,X,X,X,O,X,X,X
JZSLOTI,O,O,O,X,X,X,X,O,X,O,X
JZSLOIT,O,O,O,X,X,X,X,O,X,O,X
JZSOTIL,X,O,X,X,X,X,X,O,X,O,X
JZSOTLI,X,O,X,X,X,X,X,O,X,O,X
JZSOITL,X,O,X,X,X,X,X,O,X,O,X
JZSOILT,O,O,X,X,X,X,X,O,X,O,X
JZSOLTI,O,O,X,X,X,X,X,O,X,O,X
JZSOLIT,O,O,X,X,X,X,X,O,X,O,X
JZOTILS,X,O,X,X,O,O,X,O,X,X,X
JZOTISL,X,O,X,X,O,X,X,O,X,O,X
JZOTLIS,X,O,X,X,O,O,X,O,X,X,X
JZOTLSI,X,O,X,X,O,O,X,O,X,X,X
JZOTSIL,X,O,X,X,O,X,X,O,X,O,X
JZOTSLI,X,O,X,X,O,X,X,O,X,O,X
JZOITLS,X,O,X,X,O,O,X,O,X,X,X
JZOITSL,X,O,X,X,O,X,X,O,X,O,X
JZOILTS,X,X,X,X,O,O,X,O,X,X,X
JZOILST,X,X,X,X,X,O,X,O,X,X,X
JZOISTL,X,O,X,X,X,X,X,O,X,O,X
JZOISLT,X,O,X,X,X,X,X,O,X,O,X
JZOLTIS,X,X,X,X,O,O,X,O,X,X,X
JZOLTSI,X,X,X,X,O,O,X,O,X,X,X
JZOLITS,X,X,X,X,O,O,X,O,X,X,X
JZOLIST,X,X,X,X,X,O,X,O,X,X,X
JZOLSTI,X,X,X,X,X,O,X,O,X,X,X
JZOLSIT,X,X,X,X,X,O,X,O,X,X,X
JZOSTIL,X,O,X,X,X,X,X,O,X,O,X
JZOSTLI,X,O,X,X,X,X,X,O,X,O,X
JZOSITL,X,O,X,X,X,X,X,O,X,O,X
JZOSILT,X,O,X,X,X,X,X,O,X,O,X
JZOSLTI,X,O,X,X,X,X,X,O,X,O,X
JZOSLIT,X,O,X,X,X,X,X,O,X,O,X
JOTILSZ,X,X,O,O,X,X,X,O,X,X,X
JOTILZS,X,X,O,X,O,X,X,O,X,X,X
JOTISLZ,X,O,O,O,X,X,X,O,X,X,X
JOTISZL,X,O,X,O,X,X,X,O,X,X,X
JOTIZLS,X,O,X,X,O,X,X,O,X,X,X
JOTIZSL,X,O,X,X,O,X,X,O,X,X,X
JOTLISZ,X,X,O,O,X,X,X,O,X,X,X
JOTLIZS,X,X,O,X,O,X,X,O,X,X,X
JOTLSIZ,X,O,O,O,X,X,X,O,X,X,X
JOTLSZI,X,O,O,O,O,X,X,O,X,X,X
JOTLZIS,X,O,O,X,O,X,X,O,X,X,X
JOTLZSI,X,O,O,X,O,X,X,O,X,X,X
JOTSILZ,X,O,O,O,X,X,X,O,X,X,X
JOTSIZL,X,O,X,O,X,X,X,O,X,X,X
JOTSLIZ,X,O,O,O,X,X,X,O,X,X,X
JOTSLZI,X,O,O,X,O,X,X,O,X,X,X
JOTSZIL,X,O,X,O,O,X,X,O,X,X,X
JOTSZLI,X,O,X,X,O,X,X,O,X,X,X
JOTZILS,X,O,X,X,O,X,X,O,X,X,X
JOTZISL,X,O,X,X,O,X,X,O,X,X,X
JOTZLIS,X,O,X,X,O,X,X,O,X,X,X
JOTZLSI,X,O,X,X,O,X,X,O,X,X,X
JOTZSIL,X,O,X,X,O,X,X,O,X,X,X
JOTZSLI,X,O,X,X,O,X,X,O,X,X,X
JOITLSZ,X,X,O,O,X,X,X,O,X,X,X
JOITLZS,X,X,O,X,X,X,X,O,X,X,X
JOITSLZ,X,X,O,O,X,X,X,O,X,X,X
JOITSZL,X,X,X,O,X,X,X,O,X,X,X
JOITZLS,X,X,X,X,X,X,X,O,X,X,X
JOITZSL,X,X,X,X,X,X,X,O,X,X,X
JOILTSZ,X,X,O,O,X,X,X,O,X,X,X
JOILTZS,X,X,O,X,X,X,X,O,X,X,X
JOILSTZ,X,X,O,O,X,O,X,O,X,X,X
JOILSZT,X,X,O,O,X,O,X,O,X,X,X
JOILZTS,X,X,O,X,O,O,X,O,X,X,X
JOILZST,X,X,O,X,X,O,X,O,X,X,X
JOISTLZ,X,X,O,O,X,O,X,O,X,X,X
JOISTZL,X,X,X,O,X,X,X,O,X,X,X
JOISLTZ,X,X,O,O,X,O,X,O,X,X,X
JOISLZT,X,O,O,O,X,O,X,O,X,O,X
JOISZTL,X,O,X,O,X,X,X,O,X,O,X
JOISZLT,X,O,X,O,X,O,X,O,X,O,X
JOIZTLS,X,O,X,X,O,O,X,O,X,X,X
JOIZTSL,X,O,X,X,O,X,X,O,X,O,X
JOIZLTS,X,X,X,X,O,O,X,O,X,X,X
JOIZLST,X,X,X,X,X,O,X,O,X,X,X
JOIZSTL,X,O,X,X,X,X,X,O,X,O,X
JOIZSLT,X,O,X,X,X,X,X,O,X,O,X
JOLTISZ,X,X,O,O,X,X,X,O,X,X,X
JOLTIZS,X,X,O,X,O,X,X,O,X,X,X
JOLTSIZ,X,X,O,O,X,X,X,O,X,X,X
JOLTSZI,X,X,O,O,O,X,X,O,X,X,X
JOLTZIS,X,X,O,X,O,X,X,O,X,X,X
JOLTZSI,X,X,O,X,O,X,X,O,X,X,X
JOLITSZ,X,X,O,O,X,X,X,O,X,X,X
JOLITZS,X,X,O,X,X,X,X,O,X,X,X
JOLISTZ,X,X,O,O,X,O,X,O,X,X,X
JOLISZT,X,X,O,O,X,O,X,O,X,X,X
JOLIZTS,X,X,O,X,O,O,X,O,X,X,X
JOLIZST,X,X,O,X,X,O,X,O,X,X,X
JOLSTIZ,X,X,O,O,X,O,X,O,X,X,X
JOLSTZI,X,X,O,O,X,O,X,O,X,X,X
JOLSITZ,X,X,O,O,X,O,X,O,X,X,X
JOLSIZT,X,X,O,O,X,O,X,O,X,X,X
JOLSZTI,X,X,O,O,X,O,X,O,X,X,X
JOLSZIT,X,X,O,O,X,O,X,O,X,X,X
JOLZTIS,X,X,O,X,O,O,X,O,X,X,X
JOLZTSI,X,X,O,X,O,O,X,O,X,X,X
JOLZITS,X,X,O,X,O,O,X,O,X,X,X
JOLZIST,X,X,O,X,X,O,X,O,X,X,X
JOLZSTI,X,X,O,X,X,O,X,O,X,X,X
JOLZSIT,X,X,O,X,X,O,X,O,X,X,X
JOSTILZ,X,O,O,O,X,O,X,O,X,X,X
JOSTIZL,X,O,X,O,X,X,X,O,X,X,X
JOSTLIZ,X,O,O,O,X,O,X,O,X,X,X
JOSTLZI,X,O,O,O,X,O,X,O,X,X,X
JOSTZIL,X,O,X,O,X,X,X,O,X,X,X
JOSTZLI,X,O,X,X,X,X,X,O,X,X,X
JOSITLZ,X,X,O,O,X,O,X,O,X,X,X
JOSITZL,X,X,X,O,X,X,X,O,X,X,X
JOSILTZ,X,X,O,O,X,O,X,O,X,X,X
JOSILZT,X,O,O,O,X,O,X,O,X,O,X
JOSIZTL,X,O,X,O,X,X,X,O,X,O,X
JOSIZLT,X,O,X,O,X,O,X,O,X,O,X
JOSLTIZ,X,O,O,O,X,O,X,O,X,X,X
JOSLTZI,X,O,O,O,X,O,X,O,X,X,X
JOSLITZ,X,X,O,O,X,O,X,O,X,X,X
JOSLIZT,X,O,O,O,X,O,X,O,X,O,X
JOSLZTI,X,O,O,O,X,O,X,O,X,O,X
JOSLZIT,X,O,O,O,X,O,X,O,X,O,X
JOSZTIL,X,O,X,O,X,X,X,O,X,O,X
JOSZTLI,X,O,X,X,X,X,X,O,X,O,X
JOSZITL,X,O,X,O,X,X,X,O,X,O,X
JOSZILT,X,O,X,O,X,O,X,O,X,O,X
JOSZLTI,X,O,X,O,X,O,X,O,X,O,X
JOSZLIT,X,O,X,O,X,O,X,O,X,O,X
JOZTILS,X,O,X,X,O,O,X,O,X,X,X
JOZTISL,X,O,X,X,O,X,X,O,X,O,X
JOZTLIS,X,O,X,X,O,O,X,O,X,X,X
JOZTLSI,X,O,X,X,O,O,X,O,X,X,X
JOZTSIL,X,O,X,X,O,X,X,O,X,O,X
JOZTSLI,X,O,X,X,O,X,X,O,X,O,X
JOZITLS,X,O,X,X,O,O,X,O,X,X,X
JOZITSL,X,O,X,X,O,X,X,O,X,O,X
JOZILTS,X,X,X,X,O,O,X,O,X,X,X
JOZILST,X,X,X,X,X,O,X,O,X,X,X
JOZISTL,X,O,X,X,X,X,X,O,X,O,X
JOZISLT,X,O,X,X,X,X,X,O,X,O,X
JOZLTIS,X,X,X,X,O,O,X,O,X,X,X
JOZLTSI,X,X,X,X,O,O,X,O,X,X,X
JOZLITS,X,X,X,X,O,O,X,O,X,X,X
JOZLIST,X,X,X,X,X,O,X,O,X,X,X
JOZLSTI,X,X,X,X,X,O,X,O,X,X,X
JOZLSIT,X,X,X,X,X,O,X,O,X,X,X
JOZSTIL,X,O,X,X,X,X,X,O,X,O,X
JOZSTLI,X,O,X,X,X,X,X,O,X,O,X
JOZSITL,X,O,X,X,X,X,X,O,X,O,X
JOZSILT,X,O,X,X,X,X,X,O,X,O,X
JOZSLTI,X,O,X,X,X,X,X,O,X,O,X
JOZSLIT,X,O,X,X,X,X,X,O,X,O,X
STILJZO,O,X,X,O,X,O,X,X,X,X,X
STILJOZ,O,X,O,O,X,O,X,X,X,X,X
STILZJO,O,X,X,O,X,O,X,X,O,X,X
STILZOJ,O,X,O,X,X,O,X,X,O,X,X
STILOJZ,O,X,O,O,X,O,X,X,X,X,X
STILOZJ,O,X,O,X,X,O,X,X,O,O,X
STIJLZO,O,X,X,O,X,O,X,X,X,X,X
STIJLOZ,X,X,O,O,X,O,X,X,X,X,X
STIJZLO,O,X,X,X,X,X,X,X,X,X,O
STIJZOL,X,X,X,X,X,X,X,X,X,X,O
STIJOLZ,X,X,X,O,X,O,X,X,X,X,X
STIJOZL,X,X,X,O,X,X,X,X,X,X,X
STIZLJO,O,X,X,X,X,X,X,X,O,X,O
STIZLOJ,O,X,O,X,X,X,X,X,O,X,X
STIZJLO,O,X,X,X,X,X,X,X,O,X,O
STIZJOL,X,X,X,X,X,X,X,X,O,X,O
STIZOLJ,O,X,X,X,X,X,X,X,O,X,X
STIZOJL,X,X,X,X,X,X,X,X,O,X,O
STIOLJZ,X,X,O,O,X,O,X,X,X,X,X
STIOLZJ,X,X,O,O,X,O,X,X,O,O,X
STIOJLZ,X,X,X,O,X,O,X,X,X,X,X
STIOJZL,X,X,X,O,X,X,X,X,X,X,X
STIOZLJ,X,X,X,X,X,X,X,X,O,O,X
STIOZJL,X,X,X,O,X,X,X,X,O,O,X
STLIJZO,O,X,X,O,X,O,X,X,X,X,X
STLIJOZ,O,X,O,O,X,O,X,X,X,X,X
STLIZJO,O,X,X,O,X,O,X,X,O,X,X
STLIZOJ,O,X,O,X,X,O,X,X,O,X,X
STLIOJZ,O,X,O,O,X,O,X,X,X,X,X
STLIOZJ,O,X,O,X,X,O,X,X,O,O,X
STLJIZO,O,X,O,O,X,O,X,X,X,X,X
STLJIOZ,O,X,O,O,X,O,X,X,X,X,X
STLJZIO,O,X,O,O,X,O,O,X,O,X,O
STLJZOI,O,X,O,X,X,O,O,X,O,X,O
STLJOIZ,O,X,O,O,X,O,X,X,X,X,X
STLJOZI,O,X,O,O,X,O,O,X,O,X,X
STLZIJO,O,X,X,O,X,O,O,X,O,X,O
STLZIOJ,O,X,O,X,X,O,O,X,O,X,X
STLZJIO,O,X,X,O,X,O,O,X,O,X,O
STLZJOI,O,X,X,X,X,O,O,X,O,X,O
STLZOIJ,O,X,O,X,X,O,O,X,O,O,X
STLZOJI,O,X,O,X,X,O,O,X,O,O,X
STLOIJZ,O,X,O,O,X,O,X,X,X,X,X
STLOIZJ,O,X,O,O,X,O,X,X,O,O,X
STLOJIZ,O,X,O,O,X,O,X,X,X,X,X
STLOJZI,O,X,O,O,X,O,O,X,O,X,X
STLOZIJ,O,X,O,O,X,O,O,X,O,O,X
STLOZJI,O,X,O,O,X,O,O,X,O,O,X
STJILZO,O,O,O,O,X,O,X,X,X,X,X
STJILOZ,X,O,O,O,X,O,X,X,X,X,X
STJIZLO,O,O,O,X,X,X,X,X,X,X,O
STJIZOL,X,O,X,X,X,X,X,X,X,X,O
STJIOLZ,X,O,O,O,X,O,X,X,X,X,X
STJIOZL,X,O,X,O,X,X,X,X,X,X,X
STJLIZO,O,O,O,O,X,O,X,X,X,X,X
STJLIOZ,O,O,O,O,X,O,X,X,X,X,X
STJLZIO,O,O,O,O,O,O,X,X,O,X,O
STJLZOI,O,O,O,X,O,O,X,X,O,X,O
STJLOIZ,O,O,O,O,X,O,X,X,X,X,X
STJLOZI,O,O,O,O,O,O,X,X,O,X,X
STJZILO,O,O,O,X,O,X,X,X,O,X,O
STJZIOL,X,O,X,X,O,X,X,X,O,X,O
STJZLIO,O,O,O,X,O,X,X,X,O,X,O
STJZLOI,O,O,O,X,O,X,X,X,O,X,O
STJZOIL,X,O,X,X,O,X,X,X,O,X,O
STJZOLI,X,O,X,X,O,X,X,X,O,X,O
STJOILZ,X,O,O,O,X,O,X,X,X,X,X
STJOIZL,X,O,X,O,X,X,X,X,X,X,X
STJOLIZ,X,O,O,O,X,O,X,X,X,X,X
STJOLZI,X,O,O,O,O,O,X,X,O,X,X
STJOZIL,X,O,X,O,O,X,X,X,O,X,O
STJOZLI,X,O,X,X,O,X,X,X,O,X,O
STZILJO,O,X,X,X,X,X,O,X,O,X,O
STZILOJ,O,X,O,X,X,X,O,X,O,X,X
STZIJLO,O,O,X,X,O,X,X,X,O,X,O
STZIJOL,X,O,X,X,O,X,X,X,O,X,O
STZIOLJ,O,X,X,X,X,X,O,X,O,X,X
STZIOJL,X,O,X,X,O,X,X,X,O,X,O
STZLIJO,O,X,X,X,X,X,O,X,O,X,O
STZLIOJ,O,X,O,X,X,X,O,X,O,X,X
STZLJIO,O,X,X,X,X,X,O,X,O,X,O
STZLJOI,O,X,X,X,X,X,O,X,O,X,O
STZLOIJ,O,X,O,X,X,X,O,X,O,O,X
STZLOJI,O,X,O,X,X,X,O,X,O,O,X
STZJILO,O,O,X,X,O,X,X,X,O,X,O
STZJIOL,X,O,X,X,O,X,X,X,O,X,O
STZJLIO,O,O,X,X,O,X,X,X,O,X,O
STZJLOI,O,O,X,X,O,X,X,X,O,X,O
STZJOIL,X,O,X,X,O,X,X,X,O,X,O
STZJOLI,X,O,X,X,O,X,X,X,O,X,O
STZOILJ,O,X,X,X,X,X,O,X,O,O,X
STZOIJL,X,O,X,X,O,X,X,X,O,O,O
STZOLIJ,O,X,X,X,X,X,O,X,O,O,X
STZOLJI,O,X,X,X,X,X,O,X,O,O,X
STZOJIL,X,O,X,X,O,X,X,X,O,O,O
STZOJLI,X,O,X,X,O,X,X,X,O,O,O
STOILJZ,X,X,O,O,X,O,X,X,X,X,X
STOILZJ,X,X,O,O,X,O,X,X,O,O,X
STOIJLZ,X,X,X,O,X,O,X,X,X,X,X
STOIJZL,X,X,X,O,X,X,X,X,X,X,X
STOIZLJ,X,X,X,X,X,X,X,X,O,O,X
STOIZJL,X,X,X,O,X,X,X,X,O,O,X
STOLIJZ,O,X,O,O,X,O,X,X,X,X,X
STOLIZJ,O,X,O,O,X,O,X,X,O,O,X
STOLJIZ,O,X,O,O,X,O,X,X,X,X,X
STOLJZI,O,X,O,O,X,O,O,X,O,X,X
STOLZIJ,O,X,O,O,X,O,O,X,O,O,X
STOLZJI,O,X,O,O,X,O,O,X,O,O,X
STOJILZ,X,O,X,O,X,O,X,X,X,X,X
STOJIZL,X,O,X,O,X,X,X,X,X,X,X
STOJLIZ,X,O,X,O,X,O,X,X,X,X,X
STOJLZI,X,O,X,O,O,O,X,X,O,X,X
STOJZIL,X,O,X,O,O,X,X,X,O,X,O
STOJZLI,X,O,X,X,O,X,X,X,O,X,O
STOZILJ,O,X,X,X,X,X,O,X,O,O,X
STOZIJL,X,O,X,O,O,X,X,X,O,O,O
STOZLIJ,O,X,X,X,X,X,O,X,O,O,X
STOZLJI,O,X,X,X,X,X,O,X,O,O,X
STOZJIL,X,O,X,O,O,X,X,X,O,O,O
STOZJLI,X,O,X,X,O,X,X,X,O,O,O
SITLJZO,O,X,X,O,X,O,X,X,X,X,X
SITLJOZ,O,X,O,O,X,O,X,X,X,X,X
SITLZJO,O,X,X,O,X,O,X,X,O,X,X
SITLZOJ,O,X,O,X,X,O,X,X,O,X,X
SITLOJZ,O,X,O,O,X,O,X,X,X,X,X
SITLOZJ,O,X,O,X,X,O,X,X,O,O,X
SITJLZO,O,X,X,O,X,O,X,X,X,X,X
SITJLOZ,X,X,O,O,X,O,X,X,X,X,X
SITJZLO,O,X,X,X,X,X,X,X,X,X,O
SITJZOL,X,X,X,X,X,X,X,X,X,X,O
SITJOLZ,X,X,X,O,X,O,X,X,X,X,X
SITJOZL,X,X,X,O,X,X,X,X,X,X,X
SITZLJO,O,X,X,X,X,X,X,X,O,X,O
SITZLOJ,O,X,O,X,X,X,X,X,O,X,X
SITZJLO,O,X,X,X,X,X,X,X,O,X,O
SITZJOL,X,X,X,X,X,X,X,X,O,X,O
SITZOLJ,O,X,X,X,X,X,X,X,O,X,X
SITZOJL,X,X,X,X,X,X,X,X,O,X,O
SITOLJZ,X,X,O,O,X,O,X,X,X,X,X
SITOLZJ,X,X,O,O,X,O,X,X,O,O,X
SITOJLZ,X,X,X,O,X,O,X,X,X,X,X
SITOJZL,X,X,X,O,X,X,X,X,X,X,X
SITOZLJ,X,X,X,X,X,X,X,X,O,O,X
SITOZJL,X,X,X,O,X,X,X,X,O,O,X
SILTJZO,O,X,X,O,X,O,X,X,X,X,X
SILTJOZ,O,X,O,O,X,O,X,X,X,X,X
SILTZJO,O,X,X,O,X,O,X,X,O,X,X
SILTZOJ,O,X,O,X,X,O,X,X,O,X,X
SILTOJZ,O,X,O,O,X,O,X,X,X,X,X
SILTOZJ,O,X,O,X,X,O,X,X,O,O,X
SILJTZO,O,X,O,O,X,O,X,X,X,X,X
SILJTOZ,O,X,O,O,X,O,X,X,X,X,X
SILJZTO,O,X,O,O,X,O,O,X,O,X,X
SILJZOT,O,X,O,X,X,O,X,X,X,X,X
SILJOTZ,X,X,O,O,X,O,X,X,X,X,X
SILJOZT,O,X,O,O,X,O,X,X,X,O,X
SILZTJO,O,X,X,O,X,O,O,X,O,X,X
SILZTOJ,O,X,X,X,X,O,O,X,O,X,X
SILZJTO,O,X,X,O,X,O,O,X,O,X,X
SILZJOT,O,X,X,X,X,O,X,X,X,X,X
SILZOTJ,O,X,X,X,X,O,X,X,O,O,X
SILZOJT,O,X,X,X,X,O,X,X,X,O,X
SILOTJZ,X,X,O,O,X,O,X,X,X,X,X
SILOTZJ,X,X,O,O,X,O,X,X,X,O,X
SILOJTZ,X,X,O,O,X,O,X,X,X,X,X
SILOJZT,O,X,O,O,X,O,X,X,X,O,X
SILOZTJ,O,X,X,O,X,O,X,X,O,O,X
SILOZJT,O,X,X,O,X,O,X,X,X,O,X
SIJTLZO,O,O,O,O,X,O,X,X,X,X,X
SIJTLOZ,X,X,O,O,X,O,X,X,X,X,X
SIJTZLO,O,O,O,X,X,X,X,X,X,X,X
SIJTZOL,X,O,X,X,X,X,X,O,X,X,X
SIJTOLZ,X,X,O,O,X,O,X,O,X,X,X
SIJTOZL,X,X,X,O,X,X,X,O,X,X,X
SIJLTZO,O,O,O,O,X,O,X,X,X,X,X
SIJLTOZ,O,X,O,O,X,O,X,X,X,X,X
SIJLZTO,O,O,O,O,O,O,X,X,O,X,X
SIJLZOT,O,O,O,X,X,O,X,O,X,X,X
SIJLOTZ,X,X,O,O,X,O,X,O,X,X,X
SIJLOZT,O,O,O,O,X,O,X,O,X,O,X
SIJZTLO,O,O,O,X,O,X,X,X,O,X,X
SIJZTOL,X,O,X,X,O,X,X,O,O,X,X
SIJZLTO,O,O,O,O,O,O,X,X,O,X,X
SIJZLOT,O,O,O,X,X,O,X,O,X,X,X
SIJZOTL,X,O,X,O,X,X,X,O,X,X,X
SIJZOLT,O,O,X,O,X,O,X,O,X,X,X
SIJOTLZ,X,X,O,O,X,O,X,O,X,X,X
SIJOTZL,X,X,X,O,X,X,X,O,X,X,X
SIJOLTZ,X,X,O,O,X,O,X,O,X,X,X
SIJOLZT,O,O,O,O,X,O,X,O,X,O,X
SIJOZTL,X,O,X,O,X,X,X,O,X,O,X
SIJOZLT,O,O,X,O,X,O,X,O,X,O,X
SIZTLJO,O,X,X,X,X,O,O,X,O,X,O
SIZTLOJ,O,X,X,X,X,O,O,X,O,X,X
SIZTJLO,O,O,X,X,O,X,X,X,O,X,O
SIZTJOL,X,O,X,X,O,X,X,X,O,X,O
SIZTOLJ,O,X,X,X,X,X,O,X,O,X,X
SIZTOJL,X,O,X,X,O,X,X,X,O,X,O
SIZLTJO,O,X,X,O,X,O,O,X,O,X,O
SIZLTOJ,O,X,X,X,X,O,O,X,O,X,X
SIZLJTO,O,X,X,O,X,O,O,X,O,X,X
SIZLJOT,O,X,X,X,X,O,X,X,X,X,X
SIZLOTJ,O,X,X,X,X,O,X,X,O,O,X
SIZLOJT,O,X,X,X,X,O,X,X,X,O,X
SIZJTLO,O,O,X,X,O,X,X,X,O,X,O
SIZJTOL,X,O,X,X,O,X,X,X,O,X,O
SIZJLTO,O,O,X,O,O,O,X,X,O,X,X
SIZJLOT,O,O,X,X,X,O,X,X,X,X,X
SIZJOTL,X,O,X,O,X,X,X,X,X,X,X
SIZJOLT,O,O,X,O,X,O,X,X,X,X,X
SIZOTLJ,O,X,X,X,X,X,X,X,O,O,X
SIZOTJL,X,X,X,O,X,X,X,X,O,O,O
SIZOLTJ,O,X,X,O,X,O,X,X,O,O,X
SIZOLJT,O,X,X,O,X,O,X,X,X,O,X
SIZOJTL,X,X,X,O,X,X,X,X,X,O,X
SIZOJLT,O,X,X,O,X,O,X,X,X,O,X
SIOTLJZ,X,X,X,O,X,O,X,X,X,X,X
SIOTLZJ,X,X,X,O,X,O,X,X,X,O,X
SIOTJLZ,X,X,X,O,X,O,X,X,X,X,X
SIOTJZL,X,X,X,O,X,X,X,X,X,X,X
SIOTZLJ,X,X,X,X,X,X,X,X,X,O,X
SIOTZJL,X,X,X,O,X,X,X,X,X,O,X
SIOLTJZ,X,X,X,O,X,O,X,X,X,X,X
SIOLTZJ,X,X,X,O,X,O,X,X,X,O,X
SIOLJTZ,X,X,X,O,X,O,X,O,X,X,X
SIOLJZT,O,X,X,O,X,O,X,O,X,O,X
SIOLZTJ,O,X,X,O,X,O,X,X,O,O,X
SIOLZJT,O,X,X,O,X,O,X,X,X,O,X
SIOJTLZ,X,X,X,O,X,O,X,O,X,X,X
SIOJTZL,X,X,X,O,X,X,X,O,X,X,X
SIOJLTZ,X,X,X,O,X,O,X,O,X,X,X
SIOJLZT,O,X,X,O,X,O,X,O,X,O,X
SIOJZTL,X,X,X,O,X,X,X,O,X,O,X
SIOJZLT,O,X,X,O,X,O,X,O,X,O,X
SIOZTLJ,O,X,X,X,X,O,X,X,O,O,X
SIOZTJL,X,X,X,O,X,X,X,X,O,O,X
SIOZLTJ,O,X,X,O,X,O,X,X,O,O,X
SIOZLJT,O,X,X,O,X,O,X,X,X,O,X
SIOZJTL,X,X,X,O,X,X,X,X,X,O,X
SIOZJLT,O,X,X,O,X,O,X,X,X,O,X
SLTIJZO,O,X,X,O,X,O,X,X,X,X,X
SLTIJOZ,O,X,O,O,X,O,X,X,X,X,X
SLTIZJO,O,X,X,O,X,O,X,X,O,X,X
SLTIZOJ,O,X,O,X,X,O,X,X,O,X,X
SLTIOJZ,O,X,O,O,X,O,X,X,X,X,X
SLTIOZJ,O,X,O,X,X,O,X,X,O,O,X
SLTJIZO,O,X,O,O,X,O,X,X,X,X,X
