sequence,v115@9gB8HeB8HeB8HeC8BeA8AeB8KeTAJvhFihBGjB/tB0?qBxrBFsB,v115@9gB8HeB8HeB8HeC8BeA8AeB8KeUCJvhFGjBxlB/tBi?lBzqBFsB,v115@9gB8HeB8HeB8HeC8BeA8AeB8KexAJvhFXiBTlBerBU?oBFsB6tB,v115@9gB8HeB8HeB8HeC8BeA8AeB8KeTAJvhFKmBmiB5oB1?sB0qBfsB,v115@9gB8HeB8HeB8HeC8BeA8AeB8KeFBJvhF8mBziB5oBm?qBisB/qB,v115@9gB8HeB8HeB8HeC8BeA8AeB8Ke0AJvhFxhBTjB/qBi?rBGtBFsB,v115@9gB8HeB8HeB8HeC8BeA8AeB8KeTAJvhFGjBxmB/tBi?mB0qBFsB,v115@9gB8HeB8HeB8HeC8BeA8AeB8Ke2FJvhFiiB5oBfsBz?nBFmB0qB,v115@9gB8HeB8HeB8HeC8BeA8AeB8KexAJvhFXiB2qBUoBF?sB6tBzqB,v115@9gB8HeB8HeB8HeC8BeA8AeB8KeOFJvhFVmBxiB0nB6?tBfsBzqB,v115@9gB8HeB8HeB8HeC8BeA8AeB8Ke/HJvhFaoB5oBTlBm?rBcrBlqB,v115@9gB8HeB8HeB8HeC8BeA8AeB8Ke3BJvhFeoB5oBTlBi?rBcsBlqB,v115@9gB8HeB8HeB8HeC8BeA8AeB8KeKGJvhFmiB5oBTlB1?sBfsB0qB,v115@9gB8HeB8HeB8HeC8BeA8AeB8KeiBJvhFGjBTlB/tBx?rBFsB0qB
ZSLOTIJ,X,X,X,O,X,X,O,O,X,X,X,X,X,X
ZSLOTJI,X,X,X,X,X,X,O,O,X,O,X,X,X,X
ZSLOITJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X
ZSLOIJT,O,X,X,X,O,O,X,O,X,X,O,X,X,X
ZSLOJTI,X,X,X,X,X,O,O,O,X,O,X,X,X,X
ZSLOJIT,O,X,X,X,O,O,X,O,X,X,O,X,X,X
ZSJTILO,O,O,X,X,X,O,O,X,O,X,X,X,X,X
ZSJTIOL,O,O,O,X,X,O,O,O,O,X,X,X,X,X
ZSJTLIO,X,O,X,X,X,O,O,X,O,X,X,X,X,X
ZSJTLOI,X,O,O,X,X,O,O,X,O,X,X,X,X,X
ZSJTOIL,O,O,O,X,X,O,O,O,O,X,X,X,X,X
ZSJTOLI,X,O,O,X,X,O,O,O,O,X,X,X,X,X
ZSJITLO,O,X,X,X,X,O,O,X,X,X,X,X,X,X
ZSJITOL,O,X,X,X,X,O,O,O,X,X,X,X,X,X
ZSJILTO,O,X,X,X,O,O,X,X,X,X,X,X,X,X
ZSJILOT,O,X,X,X,O,O,X,O,X,X,O,X,X,X
ZSJIOTL,O,X,X,X,X,O,O,O,X,X,X,X,X,O
ZSJIOLT,O,X,X,X,X,O,X,O,X,X,O,X,X,X
ZSJLTIO,X,X,X,X,X,O,O,X,X,X,X,X,X,X
ZSJLTOI,X,X,X,X,X,O,O,X,X,X,X,X,X,X
ZSJLITO,O,X,X,X,O,O,X,X,X,X,X,X,X,X
ZSJLIOT,O,X,X,X,O,O,X,O,X,X,O,X,X,X
ZSJLOTI,X,X,X,X,X,O,O,O,X,O,X,X,X,X
ZSJLOIT,O,X,X,X,O,O,X,O,X,X,O,X,X,X
ZSJOTIL,O,O,O,X,X,O,O,O,X,X,X,X,X,X
ZSJOTLI,X,O,O,X,X,O,O,O,X,O,X,X,X,X
ZSJOITL,O,O,X,X,X,O,O,O,X,X,X,X,X,O
ZSJOILT,O,O,X,X,X,O,X,O,X,X,O,X,X,X
ZSJOLTI,X,X,X,X,X,O,O,O,X,O,X,X,X,X
ZSJOLIT,O,X,X,X,X,O,X,O,X,X,O,X,X,X
ZSOTILJ,O,O,X,O,X,X,O,O,X,X,X,X,X,X
ZSOTIJL,O,O,X,X,X,X,O,O,X,X,X,X,X,X
ZSOTLIJ,X,O,X,O,X,X,O,O,X,X,X,X,X,X
ZSOTLJI,X,O,X,X,X,X,O,O,X,O,X,X,X,X
ZSOTJIL,O,O,O,X,X,X,O,O,X,X,X,X,X,X
ZSOTJLI,X,O,O,X,X,X,O,O,X,O,X,X,X,X
ZSOITLJ,O,O,X,O,X,X,O,O,X,X,X,X,X,O
ZSOITJL,O,O,X,X,X,X,O,O,X,X,X,X,X,O
ZSOILTJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X
ZSOILJT,O,O,X,X,X,O,X,O,X,X,O,X,X,X
ZSOIJTL,O,O,X,X,X,O,O,O,X,X,X,X,X,O
ZSOIJLT,O,O,X,X,X,O,X,O,X,X,O,X,X,X
ZSOLTIJ,X,X,X,O,X,X,O,O,X,X,X,X,X,X
ZSOLTJI,X,X,X,X,X,X,O,O,X,O,X,X,X,X
ZSOLITJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X
ZSOLIJT,O,X,X,X,X,O,X,O,X,X,O,X,X,X
ZSOLJTI,X,X,X,X,X,O,O,O,X,O,X,X,X,X
ZSOLJIT,O,X,X,X,X,O,X,O,X,X,O,X,X,X
ZSOJTIL,O,O,O,X,X,O,O,O,X,X,X,X,X,X
ZSOJTLI,X,O,O,X,X,O,O,O,X,O,X,X,X,X
ZSOJITL,O,O,X,X,X,O,O,O,X,X,X,X,X,O
ZSOJILT,O,O,X,X,X,O,X,O,X,X,O,X,X,X
ZSOJLTI,X,X,X,X,X,O,O,O,X,O,X,X,X,X
ZSOJLIT,O,X,X,X,X,O,X,O,X,X,O,X,X,X
ZOTILJS,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZOTILSJ,O,O,X,O,X,X,O,X,X,X,X,X,O,X
ZOTIJLS,X,X,O,O,X,X,X,X,X,O,X,X,X,X
ZOTIJSL,X,O,O,X,X,X,O,O,X,X,X,X,X,X
ZOTISLJ,O,O,X,O,X,X,O,O,X,X,X,X,X,X
ZOTISJL,O,O,X,X,X,X,O,O,X,X,X,X,X,X
ZOTLIJS,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZOTLISJ,X,O,X,O,X,X,O,X,X,X,X,X,O,X
ZOTLJIS,X,X,O,O,X,X,X,X,X,O,X,X,X,X
ZOTLJSI,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOTLSIJ,X,O,X,O,X,X,O,X,X,X,X,X,X,X
ZOTLSJI,X,O,X,X,X,X,O,X,X,O,X,X,X,X
ZOTJILS,X,X,O,O,X,X,X,X,O,O,X,X,X,X
ZOTJISL,X,O,O,X,X,X,O,O,O,X,X,X,X,X
ZOTJLIS,X,X,O,O,X,X,X,X,O,O,X,X,X,X
ZOTJLSI,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZOTJSIL,X,O,O,X,X,X,O,O,O,X,X,X,X,X
ZOTJSLI,X,O,O,X,X,X,O,O,O,O,X,X,X,X
ZOTSILJ,O,O,X,O,X,X,O,O,X,X,X,X,X,X
ZOTSIJL,O,O,X,X,X,X,O,O,X,X,X,X,X,X
ZOTSLIJ,X,O,X,O,X,X,O,O,X,X,X,X,X,X
ZOTSLJI,X,O,X,X,X,X,O,O,X,O,X,X,X,X
ZOTSJIL,O,O,O,X,X,X,O,O,O,X,X,X,X,X
ZOTSJLI,X,O,O,X,X,X,O,O,O,O,X,X,X,X
ZOITLJS,X,X,X,O,X,X,X,X,X,O,X,X,X,X
ZOITLSJ,O,O,X,O,X,X,O,X,X,X,X,X,O,X
ZOITJLS,X,X,O,O,X,X,X,X,X,O,X,X,X,X
ZOITJSL,X,O,O,X,X,X,O,O,X,X,X,X,X,X
ZOITSLJ,O,O,X,O,X,X,O,O,X,X,X,X,X,X
ZOITSJL,O,O,X,X,X,X,O,O,X,X,X,X,X,X
ZOILTJS,X,X,X,O,O,X,X,X,X,O,X,X,X,X
ZOILTSJ,O,X,X,O,X,X,X,X,X,X,X,X,O,X
ZOILJTS,X,X,X,O,O,X,X,X,X,O,X,O,X,X
ZOILJST,O,X,X,X,O,X,X,O,X,X,X,O,X,X
ZOILSTJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X
ZOILSJT,O,O,X,X,O,X,X,O,X,X,O,X,X,X
ZOIJTLS,X,X,O,O,X,X,X,X,X,O,X,X,X,X
ZOIJTSL,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZOIJLTS,X,X,X,O,O,X,X,X,X,O,X,O,X,X
ZOIJLST,O,X,X,X,O,X,X,O,X,X,X,O,X,X
ZOIJSTL,O,O,X,X,X,X,X,O,X,X,X,X,X,X
ZOIJSLT,O,O,X,X,X,X,X,O,X,X,O,X,X,X
ZOISTLJ,O,O,X,O,X,X,O,O,X,X,X,X,X,O
ZOISTJL,O,O,X,X,X,X,O,O,X,X,X,X,X,O
ZOISLTJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X
ZOISLJT,O,O,X,X,X,X,X,O,X,X,O,X,X,X
ZOISJTL,O,O,X,X,X,X,O,O,X,X,X,X,X,O
ZOISJLT,O,O,X,X,X,X,X,O,X,X,O,X,X,X
ZOLTIJS,X,X,X,O,O,X,X,X,X,O,X,X,X,X
ZOLTISJ,X,X,X,O,X,X,O,X,X,X,X,X,O,X
ZOLTJIS,X,X,O,O,O,X,X,X,X,O,X,X,X,X
ZOLTJSI,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOLTSIJ,X,X,X,O,X,X,O,X,X,X,X,X,X,X
ZOLTSJI,X,X,X,X,X,X,O,X,X,O,X,X,X,X
ZOLITJS,X,X,X,O,O,X,X,X,X,O,X,X,X,X
ZOLITSJ,O,X,X,O,X,X,X,X,X,X,X,X,O,X
ZOLIJTS,X,X,X,O,O,X,X,X,X,O,X,O,X,X
ZOLIJST,O,X,X,X,O,X,X,O,X,X,X,O,X,X
ZOLISTJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X
ZOLISJT,O,X,X,X,O,X,X,O,X,X,O,X,X,X
ZOLJTIS,X,X,O,O,O,X,X,X,X,O,X,X,X,X
ZOLJTSI,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOLJITS,X,X,X,O,O,X,X,X,X,O,X,O,X,X
ZOLJIST,X,X,X,X,O,X,X,O,X,X,X,O,X,X
ZOLJSTI,X,X,X,X,X,X,X,O,X,O,X,X,X,X
ZOLJSIT,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZOLSTIJ,X,X,X,O,X,X,O,O,X,X,X,X,X,X
ZOLSTJI,X,X,X,X,X,X,O,O,X,O,X,X,X,X
ZOLSITJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X
ZOLSIJT,O,X,X,X,O,X,X,O,X,X,O,X,X,X
ZOLSJTI,X,X,X,X,X,X,O,O,X,O,X,X,X,X
ZOLSJIT,O,X,X,X,O,X,X,O,X,X,O,X,X,X
ZOJTILS,X,X,O,O,X,X,X,X,O,O,X,X,X,X
ZOJTISL,X,X,O,X,X,X,O,O,O,X,X,X,X,X
ZOJTLIS,X,X,O,O,X,X,X,X,O,O,X,X,X,X
ZOJTLSI,X,X,O,X,X,X,X,X,O,O,X,X,X,X
ZOJTSIL,X,X,O,X,X,X,O,O,O,X,X,X,X,X
ZOJTSLI,X,X,O,X,X,X,O,O,O,O,X,X,X,X
ZOJITLS,X,X,O,O,X,X,X,X,X,O,X,X,X,X
ZOJITSL,X,X,O,X,X,X,X,O,X,X,X,X,X,X
ZOJILTS,X,X,X,O,O,X,X,X,X,O,X,O,X,X
ZOJILST,O,X,X,X,O,X,X,O,X,X,X,O,X,X
ZOJISTL,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOJISLT,O,X,X,X,X,X,X,O,X,X,O,X,X,X
ZOJLTIS,X,X,O,O,O,X,X,X,X,O,X,X,X,X
ZOJLTSI,X,X,O,X,X,X,X,X,X,O,X,X,X,X
ZOJLITS,X,X,X,O,O,X,X,X,X,O,X,O,X,X
ZOJLIST,X,X,X,X,O,X,X,O,X,X,X,O,X,X
ZOJLSTI,X,X,X,X,X,X,X,O,X,O,X,X,X,X
ZOJLSIT,X,X,X,X,O,X,X,O,X,X,X,X,X,X
ZOJSTIL,O,X,O,X,X,X,O,O,X,X,X,X,X,X
ZOJSTLI,X,X,O,X,X,X,O,O,X,O,X,X,X,X
ZOJSITL,O,X,X,X,X,X,O,O,X,X,X,X,X,X
ZOJSILT,O,X,X,X,X,X,X,O,X,X,O,X,X,X
ZOJSLTI,X,X,X,X,X,X,O,O,X,O,X,X,X,X
ZOJSLIT,O,X,X,X,X,X,X,O,X,X,O,X,X,X
ZOSTILJ,O,O,X,O,X,X,O,O,X,X,X,X,X,X
ZOSTIJL,O,O,X,X,X,X,O,O,X,X,X,X,X,X
ZOSTLIJ,X,O,X,O,X,X,O,O,X,X,X,X,X,X
ZOSTLJI,X,O,X,X,X,X,O,O,X,O,X,X,X,X
ZOSTJIL,O,O,O,X,X,X,O,O,X,X,X,X,X,X
ZOSTJLI,X,O,O,X,X,X,O,O,X,O,X,X,X,X
ZOSITLJ,O,O,X,O,X,X,O,O,X,X,X,X,X,O
ZOSITJL,O,O,X,X,X,X,O,O,X,X,X,X,X,O
ZOSILTJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X
ZOSILJT,O,O,X,X,X,X,X,O,X,X,O,X,X,X
ZOSIJTL,O,O,X,X,X,X,O,O,X,X,X,X,X,O
ZOSIJLT,O,O,X,X,X,X,X,O,X,X,O,X,X,X
ZOSLTIJ,X,X,X,O,X,X,O,O,X,X,X,X,X,X
ZOSLTJI,X,X,X,X,X,X,O,O,X,O,X,X,X,X
ZOSLITJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X
ZOSLIJT,O,X,X,X,X,X,X,O,X,X,O,X,X,X
ZOSLJTI,X,X,X,X,X,X,O,O,X,O,X,X,X,X
ZOSLJIT,O,X,X,X,X,X,X,O,X,X,O,X,X,X
ZOSJTIL,O,O,O,X,X,X,O,O,X,X,X,X,X,X
ZOSJTLI,X,O,O,X,X,X,O,O,X,O,X,X,X,X
ZOSJITL,O,O,X,X,X,X,O,O,X,X,X,X,X,O
ZOSJILT,O,O,X,X,X,X,X,O,X,X,O,X,X,X
ZOSJLTI,X,X,X,X,X,X,O,O,X,O,X,X,X,X
ZOSJLIT,O,X,X,X,X,X,X,O,X,X,O,X,X,X
OTILJSZ,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTILJZS,X,X,X,X,X,X,X,X,X,O,X,O,X,X
OTILSJZ,X,O,X,X,X,X,X,X,X,X,O,X,O,X
OTILSZJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X
OTILZJS,X,X,X,O,X,X,X,X,X,O,X,X,X,X
OTILZSJ,X,O,X,O,X,X,X,X,X,X,X,X,O,X
OTIJLSZ,X,X,O,X,X,X,X,X,X,X,X,X,O,X
OTIJLZS,X,X,O,X,X,X,X,X,X,O,X,O,X,X
OTIJSLZ,X,O,O,X,X,X,X,X,X,X,O,X,X,X
OTIJSZL,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTIJZLS,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTIJZSL,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTISLJZ,X,O,X,X,X,X,X,X,X,X,O,X,O,O
OTISLZJ,X,O,X,X,X,X,X,O,X,X,X,X,O,O
OTISJLZ,X,O,X,X,X,X,X,X,X,X,O,X,X,O
OTISJZL,X,O,X,X,X,X,O,X,X,X,X,X,X,O
OTISZLJ,X,O,X,X,X,X,O,O,X,X,X,X,X,O
OTISZJL,X,O,X,X,X,X,O,O,X,X,X,X,X,O
OTIZLJS,X,X,X,O,X,X,X,X,X,O,X,X,X,X
OTIZLSJ,X,O,X,O,X,X,O,X,X,X,X,X,O,X
OTIZJLS,X,X,O,O,X,X,X,X,X,O,X,X,X,X
OTIZJSL,X,O,O,X,X,X,O,O,X,X,X,X,X,X
OTIZSLJ,X,O,X,O,X,X,O,O,X,X,X,X,X,X
OTIZSJL,X,O,X,X,X,X,O,O,X,X,X,X,X,X
OTLIJSZ,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OTLIJZS,X,X,X,X,X,X,X,X,X,O,X,O,X,X
OTLISJZ,X,O,X,X,X,X,X,X,X,X,O,X,O,X
OTLISZJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X
OTLIZJS,X,X,X,O,X,X,X,X,X,O,X,X,X,X
OTLIZSJ,X,O,X,O,X,X,X,X,X,X,X,X,O,X
OTLJISZ,X,X,O,X,X,X,X,X,X,X,X,X,O,X
OTLJIZS,X,X,O,X,X,X,X,X,X,O,X,O,X,X
OTLJSIZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTLJSZI,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTLJZIS,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTLJZSI,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTLSIJZ,X,O,X,X,X,X,X,X,X,X,O,X,O,X
OTLSIZJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X
OTLSJIZ,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OTLSJZI,X,O,X,X,X,X,X,X,X,O,X,X,X,X
OTLSZIJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTLSZJI,X,O,X,X,X,X,X,X,X,O,X,X,X,X
OTLZIJS,X,X,X,O,X,X,X,X,X,O,X,X,X,X
OTLZISJ,X,O,X,O,X,X,X,X,X,X,X,X,O,X
OTLZJIS,X,X,O,O,X,X,X,X,X,O,X,X,X,X
OTLZJSI,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTLZSIJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X
OTLZSJI,X,O,X,X,X,X,X,X,X,O,X,X,X,X
OTJILSZ,X,X,O,X,X,X,X,X,X,X,X,X,O,X
OTJILZS,X,X,O,X,X,X,X,X,X,O,X,O,X,X
OTJISLZ,X,O,O,X,X,X,X,X,X,X,O,X,X,X
OTJISZL,X,O,O,X,X,X,X,X,O,X,X,X,X,X
OTJIZLS,X,X,O,X,X,X,X,X,O,O,X,X,X,X
OTJIZSL,X,O,O,X,X,X,X,X,O,X,X,X,X,X
OTJLISZ,X,X,O,X,X,X,X,X,X,X,X,X,O,X
OTJLIZS,X,X,O,X,X,X,X,X,X,O,X,O,X,X
OTJLSIZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTJLSZI,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTJLZIS,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTJLZSI,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTJSILZ,X,O,O,X,X,X,X,X,X,X,O,X,X,X
OTJSIZL,X,O,O,X,X,X,X,X,O,X,X,X,X,X
OTJSLIZ,X,O,O,X,X,X,X,X,X,X,O,X,X,X
OTJSLZI,X,O,O,X,X,X,X,X,X,O,X,X,X,X
OTJSZIL,X,O,O,X,X,X,X,X,O,X,X,X,X,X
OTJSZLI,X,O,O,X,X,X,X,X,O,O,X,X,X,X
OTJZILS,X,X,O,X,X,X,X,X,O,O,X,X,X,X
OTJZISL,X,O,O,X,X,X,X,X,O,X,X,X,X,X
OTJZLIS,X,X,O,X,X,X,X,X,O,O,X,X,X,X
OTJZLSI,X,X,O,X,X,X,X,X,O,O,X,X,X,X
OTJZSIL,X,O,O,X,X,X,X,X,O,X,X,X,X,X
OTJZSLI,X,O,O,X,X,X,X,X,O,O,X,X,X,X
OTSILJZ,X,O,X,X,X,X,X,X,X,X,O,X,O,O
OTSILZJ,X,O,X,X,X,X,X,O,X,X,X,X,O,O
OTSIJLZ,X,O,X,X,X,X,X,X,X,X,O,X,X,O
OTSIJZL,X,O,X,X,X,X,O,X,X,X,X,X,X,O
OTSIZLJ,X,O,X,X,X,X,O,O,X,X,X,X,X,O
OTSIZJL,X,O,X,X,X,X,O,O,X,X,X,X,X,O
OTSLIJZ,X,O,X,X,X,X,X,X,X,X,O,X,O,X
OTSLIZJ,X,O,X,X,X,X,X,O,X,X,X,X,O,X
OTSLJIZ,X,O,X,X,X,X,X,X,X,X,O,X,X,X
OTSLJZI,X,O,X,X,X,X,X,X,X,O,X,X,X,X
OTSLZIJ,X,O,X,X,X,X,X,O,X,X,X,X,X,X
OTSLZJI,X,O,X,X,X,X,X,O,X,O,X,X,X,X
OTSJILZ,X,O,O,X,X,X,X,X,X,X,O,X,X,O
OTSJIZL,X,O,O,X,X,X,O,X,O,X,X,X,X,O
OTSJLIZ,X,O,O,X,X,X,X,X,X,X,O,X,X,X
OTSJLZI,X,O,O,X,X,X,X,X,X,O,X,X,X,X
OTSJZIL,X,O,O,X,X,X,O,X,O,X,X,X,X,X
OTSJZLI,X,O,O,X,X,X,O,X,O,O,X,X,X,X
OTSZILJ,X,O,X,X,X,X,O,O,X,X,X,X,X,X
OTSZIJL,X,O,X,X,X,X,O,O,X,X,X,X,X,X
OTSZLIJ,X,O,X,X,X,X,O,O,X,X,X,X,X,X
OTSZLJI,X,O,X,X,X,X,O,O,X,O,X,X,X,X
OTSZJIL,X,O,O,X,X,X,O,O,O,X,X,X,X,X
OTSZJLI,X,O,O,X,X,X,O,O,O,O,X,X,X,X
OTZILJS,X,X,X,O,X,X,X,X,X,O,X,X,X,X
OTZILSJ,X,O,X,O,X,X,O,X,X,X,X,X,O,X
OTZIJLS,X,X,O,O,X,X,X,X,X,O,X,X,X,X
OTZIJSL,X,O,O,X,X,X,O,O,X,X,X,X,X,X
OTZISLJ,X,O,X,O,X,X,O,O,X,X,X,X,X,X
OTZISJL,X,O,X,X,X,X,O,O,X,X,X,X,X,X
OTZLIJS,X,X,X,O,X,X,X,X,X,O,X,X,X,X
OTZLISJ,X,O,X,O,X,X,O,X,X,X,X,X,O,X
OTZLJIS,X,X,O,O,X,X,X,X,X,O,X,X,X,X
OTZLJSI,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OTZLSIJ,X,O,X,O,X,X,O,X,X,X,X,X,X,X
OTZLSJI,X,O,X,X,X,X,O,X,X,O,X,X,X,X
OTZJILS,X,X,O,O,X,X,X,X,O,O,X,X,X,X
OTZJISL,X,O,O,X,X,X,O,O,O,X,X,X,X,X
OTZJLIS,X,X,O,O,X,X,X,X,O,O,X,X,X,X
OTZJLSI,X,X,O,X,X,X,X,X,O,O,X,X,X,X
OTZJSIL,X,O,O,X,X,X,O,O,O,X,X,X,X,X
OTZJSLI,X,O,O,X,X,X,O,O,O,O,X,X,X,X
OTZSILJ,X,O,X,O,X,X,O,O,X,X,X,X,X,X
OTZSIJL,X,O,X,X,X,X,O,O,X,X,X,X,X,X
OTZSLIJ,X,O,X,O,X,X,O,O,X,X,X,X,X,X
OTZSLJI,X,O,X,X,X,X,O,O,X,O,X,X,X,X
OTZSJIL,X,O,O,X,X,X,O,O,O,X,X,X,X,X
OTZSJLI,X,O,O,X,X,X,O,O,O,O,X,X,X,X
OITLJSZ,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OITLJZS,X,X,X,X,X,X,X,X,X,O,X,O,X,X
OITLSJZ,X,O,X,X,X,X,X,X,X,X,O,X,O,X
OITLSZJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X
OITLZJS,X,X,X,O,X,X,X,X,X,O,X,X,X,X
OITLZSJ,X,O,X,O,X,X,X,X,X,X,X,X,O,X
OITJLSZ,X,X,O,X,X,X,X,X,X,X,X,X,O,X
OITJLZS,X,X,O,X,X,X,X,X,X,O,X,O,X,X
OITJSLZ,X,O,O,X,X,X,X,X,X,X,O,X,X,X
OITJSZL,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OITJZLS,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OITJZSL,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OITSLJZ,X,O,X,X,X,X,X,X,X,X,O,X,O,O
OITSLZJ,X,O,X,X,X,X,X,O,X,X,X,X,O,O
OITSJLZ,X,O,X,X,X,X,X,X,X,X,O,X,X,O
OITSJZL,X,O,X,X,X,X,X,X,X,X,X,X,X,O
OITSZLJ,X,O,X,X,X,X,X,O,X,X,X,X,X,O
OITSZJL,X,O,X,X,X,X,X,O,X,X,X,X,X,O
OITZLJS,X,X,X,O,X,X,X,X,X,O,X,X,X,X
OITZLSJ,X,O,X,O,X,X,X,X,X,X,X,X,O,X
OITZJLS,X,X,O,O,X,X,X,X,X,O,X,X,X,X
OITZJSL,X,O,O,X,X,X,X,O,X,X,X,X,X,X
OITZSLJ,X,O,X,O,X,X,X,O,X,X,X,X,X,X
OITZSJL,X,O,X,X,X,X,X,O,X,X,X,X,X,X
OILTJSZ,X,X,X,X,X,X,X,X,X,X,X,X,O,X
OILTJZS,X,X,X,X,O,X,X,X,X,O,X,O,X,X
OILTSJZ,X,O,X,X,X,X,X,X,X,X,O,X,O,X
OILTSZJ,X,O,X,X,X,X,X,X,X,X,X,X,O,X
OILTZJS,X,X,X,O,O,X,X,X,X,O,X,X,X,X
OILTZSJ,X,O,X,O,X,X,X,X,X,X,X,X,O,X
OILJTSZ,X,X,O,X,X,X,X,X,X,X,X,X,O,X
OILJTZS,X,X,O,X,O,X,X,X,X,O,X,O,X,X
OILJSTZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OILJSZT,X,X,X,X,O,X,X,X,X,X,O,O,X,X
OILJZTS,X,X,X,X,O,X,X,X,X,O,X,O,X,X
OILJZST,X,X,X,X,O,X,X,X,X,X,X,O,X,X
OILSTJZ,X,O,X,X,X,X,X,X,X,X,O,X,O,O
OILSTZJ,X,O,X,X,X,X,X,O,X,X,X,X,O,O
OILSJTZ,X,X,X,X,X,X,X,X,X,X,O,X,X,O
OILSJZT,O,O,X,X,O,X,X,O,X,X,O,O,X,X
OILSZTJ,O,X,X,X,X,X,X,O,X,X,X,X,X,X
OILSZJT,O,O,X,X,O,X,X,O,X,X,O,X,X,X
OILZTJS,X,X,X,O,O,X,X,X,X,O,X,X,X,X
OILZTSJ,O,X,X,O,X,X,X,X,X,X,X,X,O,X
OILZJTS,X,X,X,O,O,X,X,X,X,O,X,O,X,X
OILZJST,O,X,X,X,O,X,X,O,X,X,X,O,X,X
OILZSTJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X
OILZSJT,O,O,X,X,O,X,X,O,X,X,O,X,X,X
OIJTLSZ,X,X,O,X,X,X,X,X,X,X,X,X,O,X
OIJTLZS,X,X,O,X,X,X,X,X,X,O,X,O,X,X
OIJTSLZ,X,O,O,X,X,X,X,X,X,X,O,X,X,X
OIJTSZL,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OIJTZLS,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OIJTZSL,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OIJLTSZ,X,X,O,X,X,X,X,X,X,X,X,X,O,X
OIJLTZS,X,X,O,X,O,X,X,X,X,O,X,O,X,X
OIJLSTZ,X,X,X,X,X,X,X,X,X,X,O,X,X,X
OIJLSZT,X,X,X,X,O,X,X,X,X,X,O,O,X,X
OIJLZTS,X,X,X,X,O,X,X,X,X,O,X,O,X,X
OIJLZST,X,X,X,X,O,X,X,X,X,X,X,O,X,X
OIJSTLZ,X,O,O,X,X,X,X,X,X,X,O,X,X,O
OIJSTZL,X,O,O,X,X,X,X,X,X,X,X,X,X,O
OIJSLTZ,X,X,X,X,X,X,X,X,X,X,O,X,X,O
OIJSLZT,X,O,X,X,X,X,X,O,X,X,O,O,X,X
OIJSZTL,X,O,X,X,X,X,X,O,X,X,X,X,X,O
OIJSZLT,X,O,X,X,X,X,X,O,X,X,O,X,X,X
OIJZTLS,X,X,O,X,X,X,X,X,X,O,X,X,X,X
OIJZTSL,X,X,O,X,X,X,X,O,X,X,X,X,X,X
OIJZLTS,X,X,X,X,O,X,X,X,X,O,X,O,X,X
OIJZLST,X,X,X,X,O,X,X,O,X,X,X,O,X,X
