sequence,v115@FhB8IeA8HeE8CeD8Jei/IvhFzgB3kBRnBGnB0qBlrB,v115@FhB8IeA8HeE8CeD8JeKEJvhFflBxgB0iBVsBzqBGrB,v115@FhB8IeA8HeE8CeD8JeKEJvhFzfB+lB0iBxrBlrBXrB,v115@FhB8IeA8HeE8CeD8Jex/IvhFCiBTkB2qBlnB3rB8qB,v115@FhB8IeA8HeE8CeD8JeOEJvhF6lB0iBzkBxrBlrBXrB,v115@FhB8IeA8HeE8CeD8JeT/IvhFCiB2rBlnBxpB/qBUrB,v115@FhB8IeA8HeE8CeD8Je1FJvhFxhB0kBurB3nBikBzqB,v115@FhB8IeA8HeE8CeD8JeOEJvhF8kBXhBRnB1qBTnBSwB
SZITOJL,O,X,X,X,X,X,X,X
SZILTJO,O,X,X,X,X,X,X,X
SZILTOJ,O,X,X,X,X,X,X,X
SZILJTO,X,X,O,X,X,X,O,O
SZILJOT,O,X,O,X,X,X,X,X
SZILOTJ,O,X,X,X,X,X,X,X
SZILOJT,O,X,O,X,X,X,X,X
SZIJTLO,X,X,X,X,X,X,O,O
SZIJTOL,X,X,X,X,X,X,O,O
SZIJLTO,X,X,O,X,X,X,O,O
SZIJLOT,O,X,O,X,X,X,X,X
SZIJOTL,X,X,X,X,X,X,O,O
SZIJOLT,O,X,X,X,O,X,X,X
SZIOTLJ,O,X,X,X,X,X,X,X
SZIOTJL,O,X,X,X,X,X,O,X
SZIOLTJ,O,X,X,X,X,X,X,X
SZIOLJT,O,X,X,X,O,X,X,X
SZIOJTL,X,X,X,X,X,X,O,O
SZIOJLT,O,X,X,X,O,X,X,X
SZLTIJO,O,O,X,X,X,X,X,X
SZLTIOJ,O,O,X,X,X,X,X,X
SZLTJIO,O,O,X,X,X,X,O,X
SZLTJOI,O,O,X,X,X,X,O,X
SZLTOIJ,O,O,X,X,X,X,X,X
SZLTOJI,O,O,X,X,X,X,X,X
SZLITJO,O,O,X,X,X,X,X,X
SZLITOJ,O,O,X,X,X,X,X,X
SZLIJTO,X,O,O,X,X,X,O,X
SZLIJOT,O,O,O,X,X,X,X,X
SZLIOTJ,O,O,X,X,X,X,X,X
SZLIOJT,O,O,O,X,X,X,X,X
SZLJTIO,O,O,X,X,X,X,O,X
SZLJTOI,O,O,X,X,X,X,O,X
SZLJITO,X,O,O,X,X,X,O,X
SZLJIOT,O,O,O,X,X,X,X,X
SZLJOTI,O,O,X,X,X,X,O,X
SZLJOIT,O,O,O,X,X,X,X,X
SZLOTIJ,O,O,X,X,X,X,X,X
SZLOTJI,O,O,X,X,X,X,O,X
SZLOITJ,O,O,X,X,X,X,X,X
SZLOIJT,O,O,O,X,X,X,X,X
SZLOJTI,O,O,X,X,X,X,O,X
SZLOJIT,O,O,O,X,X,X,X,X
SZJTILO,O,X,X,X,X,X,O,X
SZJTIOL,O,X,X,X,X,X,O,X
SZJTLIO,O,X,X,X,X,X,O,X
SZJTLOI,O,X,X,O,X,X,O,X
SZJTOIL,O,X,X,O,X,X,O,X
SZJTOLI,O,X,X,O,X,X,O,X
SZJITLO,X,X,X,X,X,X,O,O
SZJITOL,X,X,X,X,X,X,O,O
SZJILTO,X,X,O,X,X,X,O,O
SZJILOT,O,X,O,X,X,X,X,X
SZJIOTL,X,X,X,X,X,X,O,O
SZJIOLT,O,X,X,X,O,X,X,X
SZJLTIO,O,X,X,X,X,X,O,X
SZJLTOI,O,X,X,X,X,X,O,X
SZJLITO,X,X,O,X,X,X,O,X
SZJLIOT,O,X,O,X,X,X,X,X
SZJLOTI,O,X,X,X,X,X,O,X
SZJLOIT,O,X,O,X,X,X,X,X
SZJOTIL,O,X,X,O,X,X,O,X
SZJOTLI,O,X,X,O,X,X,O,X
SZJOITL,X,X,X,X,X,X,O,X
SZJOILT,O,X,X,X,O,X,X,X
SZJOLTI,O,X,X,X,X,X,O,X
SZJOLIT,O,X,X,X,O,X,X,X
SZOTILJ,O,X,X,X,X,X,X,X
SZOTIJL,O,X,X,X,X,X,O,X
SZOTLIJ,O,O,X,X,X,X,X,X
SZOTLJI,O,O,X,O,X,X,O,X
SZOTJIL,O,X,X,O,X,X,O,X
SZOTJLI,O,X,X,O,X,X,O,X
SZOITLJ,O,X,X,X,X,X,X,X
SZOITJL,O,X,X,X,X,X,O,X
SZOILTJ,O,X,X,X,X,X,X,X
SZOILJT,O,X,X,X,O,X,X,X
SZOIJTL,X,X,X,X,X,X,O,X
SZOIJLT,O,X,X,X,O,X,X,X
SZOLTIJ,O,O,X,X,X,X,X,X
SZOLTJI,O,O,X,X,X,X,O,X
SZOLITJ,O,O,X,X,X,X,X,X
SZOLIJT,O,O,X,X,O,X,X,X
SZOLJTI,O,O,X,X,X,X,O,X
SZOLJIT,O,O,X,X,O,X,X,X
SZOJTIL,O,X,X,O,X,X,O,X
SZOJTLI,O,X,X,O,X,X,O,X
SZOJITL,X,X,X,X,X,X,O,X
SZOJILT,O,X,X,X,O,X,X,X
SZOJLTI,O,X,X,X,X,X,O,X
SZOJLIT,O,X,X,X,O,X,X,X
SOTILJZ,O,X,X,O,X,X,X,X
SOTILZJ,O,X,X,X,X,X,X,X
SOTIJLZ,O,X,X,O,X,X,O,X
SOTIJZL,X,X,X,O,X,X,O,X
SOTIZLJ,O,X,X,X,X,X,X,X
SOTIZJL,O,X,X,X,X,X,O,X
SOTLIJZ,O,O,X,O,X,X,X,X
SOTLIZJ,O,O,X,X,X,X,X,X
SOTLJIZ,O,O,X,O,X,X,O,X
SOTLJZI,X,O,X,O,X,X,O,X
SOTLZIJ,O,O,X,X,X,X,X,X
SOTLZJI,O,O,X,O,X,X,O,X
SOTJILZ,O,X,X,O,X,X,O,X
SOTJIZL,X,X,X,O,X,X,O,X
SOTJLIZ,O,X,X,O,X,X,O,X
SOTJLZI,X,X,X,O,X,X,O,X
SOTJZIL,X,X,X,O,X,X,O,X
SOTJZLI,X,X,X,O,X,X,O,X
SOTZILJ,O,X,X,X,X,X,X,X
SOTZIJL,O,X,X,X,X,X,O,X
SOTZLIJ,O,O,X,X,X,X,X,X
SOTZLJI,O,O,X,O,X,X,O,X
SOTZJIL,O,X,X,O,X,X,O,X
SOTZJLI,O,X,X,O,X,X,O,X
SOITLJZ,O,X,X,O,X,X,X,X
SOITLZJ,O,X,X,X,X,X,X,X
SOITJLZ,O,X,X,O,X,X,O,X
SOITJZL,X,X,X,O,X,X,O,X
SOITZLJ,O,X,X,X,X,X,X,X
SOITZJL,O,X,X,X,X,X,O,X
SOILTJZ,O,X,X,X,X,X,X,X
SOILTZJ,O,X,X,X,X,X,X,X
SOILJTZ,X,X,X,X,O,X,X,X
SOILJZT,X,X,X,X,O,X,X,X
SOILZTJ,O,X,X,X,X,X,X,X
SOILZJT,O,X,X,X,O,X,X,X
SOIJTLZ,X,X,X,O,X,X,O,X
SOIJTZL,X,X,X,O,X,X,O,X
SOIJLTZ,X,X,X,X,O,X,O,X
SOIJLZT,X,X,X,X,O,X,X,X
SOIJZTL,X,X,X,X,X,X,O,X
SOIJZLT,X,X,X,X,O,X,X,X
SOIZTLJ,O,X,X,X,X,X,X,X
SOIZTJL,X,X,X,X,X,X,O,X
SOIZLTJ,O,X,X,X,X,X,X,X
SOIZLJT,O,X,X,X,O,X,X,X
SOIZJTL,X,X,X,X,X,X,O,X
SOIZJLT,O,X,X,X,O,X,X,X
SOLTIJZ,O,O,X,O,X,X,X,X
SOLTIZJ,O,O,X,X,X,X,X,X
SOLTJIZ,O,O,X,O,X,X,O,X
SOLTJZI,X,O,X,O,X,X,O,X
SOLTZIJ,O,O,X,X,X,X,X,X
SOLTZJI,O,O,X,O,X,X,O,X
SOLITJZ,O,O,X,X,X,X,X,X
SOLITZJ,O,O,X,X,X,X,X,X
SOLIJTZ,X,O,X,X,O,X,X,X
SOLIJZT,X,O,X,X,O,X,X,X
SOLIZTJ,O,O,X,X,X,X,X,X
SOLIZJT,O,O,X,X,O,X,X,X
SOLJTIZ,X,O,X,O,X,X,O,X
SOLJTZI,X,O,X,O,X,X,O,X
SOLJITZ,X,O,X,X,O,X,O,X
SOLJIZT,X,O,X,X,O,X,X,X
SOLJZTI,X,O,X,X,X,X,O,X
SOLJZIT,X,O,X,X,O,X,X,X
SOLZTIJ,O,O,X,X,X,X,X,X
SOLZTJI,O,O,X,X,X,X,O,X
SOLZITJ,O,O,X,X,X,X,X,X
SOLZIJT,O,O,X,X,O,X,X,X
SOLZJTI,O,O,X,X,X,X,O,X
SOLZJIT,O,O,X,X,O,X,X,X
SOJTILZ,X,X,X,O,X,X,O,X
SOJTIZL,X,X,X,O,X,X,O,X
SOJTLIZ,X,X,X,O,X,X,O,X
SOJTLZI,X,X,X,O,X,X,O,X
SOJTZIL,X,X,X,O,X,X,O,X
SOJTZLI,X,X,X,O,X,X,O,X
SOJITLZ,X,X,X,O,X,X,O,X
SOJITZL,X,X,X,O,X,X,O,X
SOJILTZ,X,X,X,X,O,X,O,X
SOJILZT,X,X,X,X,O,X,X,X
SOJIZTL,X,X,X,X,X,X,O,X
SOJIZLT,X,X,X,X,O,X,X,X
SOJLTIZ,X,X,X,O,X,X,O,X
SOJLTZI,X,X,X,O,X,X,O,X
SOJLITZ,X,X,X,X,O,X,O,X
SOJLIZT,X,X,X,X,O,X,X,X
SOJLZTI,X,X,X,X,X,X,O,X
SOJLZIT,X,X,X,X,O,X,X,X
SOJZTIL,X,X,X,O,X,X,O,X
SOJZTLI,X,X,X,O,X,X,O,X
SOJZITL,X,X,X,X,X,X,O,X
SOJZILT,X,X,X,X,O,X,X,X
SOJZLTI,X,X,X,X,X,X,O,X
SOJZLIT,X,X,X,X,O,X,X,X
SOZTILJ,O,X,X,X,X,X,X,X
SOZTIJL,O,X,X,X,X,X,O,X
SOZTLIJ,O,O,X,X,X,X,X,X
SOZTLJI,O,O,X,O,X,X,O,X
SOZTJIL,O,X,X,O,X,X,O,X
SOZTJLI,O,X,X,O,X,X,O,X
SOZITLJ,O,X,X,X,X,X,X,X
SOZITJL,O,X,X,X,X,X,O,X
SOZILTJ,O,X,X,X,X,X,X,X
SOZILJT,O,X,X,X,O,X,X,X
SOZIJTL,X,X,X,X,X,X,O,X
SOZIJLT,O,X,X,X,O,X,X,X
SOZLTIJ,O,O,X,X,X,X,X,X
SOZLTJI,O,O,X,X,X,X,O,X
SOZLITJ,O,O,X,X,X,X,X,X
SOZLIJT,O,O,X,X,O,X,X,X
SOZLJTI,O,O,X,X,X,X,O,X
SOZLJIT,O,O,X,X,O,X,X,X
SOZJTIL,O,X,X,O,X,X,O,X
SOZJTLI,O,X,X,O,X,X,O,X
SOZJITL,X,X,X,X,X,X,O,X
SOZJILT,O,X,X,X,O,X,X,X
SOZJLTI,O,X,X,X,X,X,O,X
SOZJLIT,O,X,X,X,O,X,X,X
ZTILJSO,X,X,O,X,X,X,X,X
ZTILJOS,X,X,O,X,X,X,X,X
ZTILSJO,O,O,X,X,X,X,X,X
ZTILSOJ,O,O,X,X,X,X,X,X
ZTILOJS,X,X,O,X,X,X,X,X
ZTILOSJ,O,O,X,X,X,X,X,X
ZTIJLSO,X,X,O,X,X,O,X,X
ZTIJLOS,X,X,O,X,X,O,X,X
ZTIJSLO,O,X,X,X,X,O,O,O
ZTIJSOL,O,X,X,X,X,O,O,O
ZTIJOLS,X,X,X,X,O,O,X,X
ZTIJOSL,O,X,X,X,X,O,X,X
ZTISLJO,O,X,X,X,X,X,X,X
ZTISLOJ,O,X,X,X,X,X,X,X
ZTISJLO,O,X,X,X,X,X,O,O
ZTISJOL,O,X,X,X,X,X,O,O
ZTISOLJ,O,X,X,X,X,X,X,X
ZTISOJL,O,X,X,X,X,X,X,X
ZTIOLJS,X,X,X,X,O,X,X,X
ZTIOLSJ,O,O,X,X,X,X,X,X
ZTIOJLS,X,X,X,X,O,O,X,X
ZTIOJSL,O,X,X,X,X,O,X,X
ZTIOSLJ,O,X,X,X,X,X,X,X
ZTIOSJL,O,X,X,X,X,X,X,X
ZTLIJSO,X,X,O,X,X,X,X,X
ZTLIJOS,X,X,O,X,X,X,X,X
ZTLISJO,O,O,X,X,X,X,X,X
ZTLISOJ,O,O,X,X,X,X,X,X
ZTLIOJS,X,X,O,X,X,X,X,X
ZTLIOSJ,O,O,X,X,X,X,X,X
ZTLJISO,X,X,O,X,X,O,X,X
ZTLJIOS,X,X,O,X,X,O,X,X
ZTLJSIO,X,O,X,X,X,X,O,X
ZTLJSOI,X,O,X,X,X,X,O,X
ZTLJOIS,X,X,O,X,X,X,X,X
ZTLJOSI,X,O,X,X,X,X,X,X
ZTLSIJO,O,O,X,X,X,X,X,X
ZTLSIOJ,O,O,X,X,X,X,X,X
ZTLSJIO,O,O,X,X,X,X,O,X
ZTLSJOI,O,O,X,O,X,X,O,X
ZTLSOIJ,O,O,X,X,X,X,X,X
ZTLSOJI,O,O,X,O,X,X,X,X
ZTLOIJS,X,X,O,X,X,X,X,X
ZTLOISJ,O,O,X,X,X,X,X,X
ZTLOJIS,X,X,O,X,X,X,X,X
ZTLOJSI,X,O,X,X,X,X,X,X
ZTLOSIJ,O,O,X,X,X,X,X,X
ZTLOSJI,O,O,X,O,X,X,X,X
ZTJILSO,X,X,O,X,X,O,X,X
ZTJILOS,X,X,O,X,X,O,X,X
ZTJISLO,O,X,X,X,X,O,O,O
ZTJISOL,O,X,X,X,X,O,O,O
ZTJIOLS,X,X,X,X,O,O,X,X
ZTJIOSL,O,X,X,X,X,O,X,X
ZTJLISO,X,X,O,X,X,O,X,X
ZTJLIOS,X,X,O,X,X,O,X,X
ZTJLSIO,X,O,X,X,X,X,O,X
ZTJLSOI,X,O,X,X,X,X,O,X
ZTJLOIS,X,X,O,X,X,X,X,X
ZTJLOSI,X,O,X,X,X,X,X,X
ZTJSILO,O,X,X,X,X,X,O,X
ZTJSIOL,O,X,X,X,X,X,O,X
ZTJSLIO,O,X,X,X,X,X,O,X
ZTJSLOI,O,X,X,O,X,X,O,X
ZTJSOIL,O,X,X,O,X,X,O,X
ZTJSOLI,O,X,X,O,X,X,O,X
ZTJOILS,X,X,X,X,O,X,X,X
ZTJOISL,O,X,X,X,X,X,O,X
ZTJOLIS,X,X,X,X,O,X,X,X
ZTJOLSI,X,O,X,X,X,X,O,X
ZTJOSIL,O,X,X,O,X,X,O,X
ZTJOSLI,O,X,X,O,X,X,O,X
ZTSILJO,O,X,X,X,X,X,X,X
ZTSILOJ,O,X,X,X,X,X,X,X
ZTSIJLO,O,X,X,X,X,X,O,X
ZTSIJOL,O,X,X,X,X,X,O,X
ZTSIOLJ,O,X,X,X,X,X,X,X
ZTSIOJL,O,X,X,X,X,X,X,X
ZTSLIJO,O,O,X,X,X,X,X,X
ZTSLIOJ,O,O,X,X,X,X,X,X
ZTSLJIO,O,O,X,X,X,X,O,X
ZTSLJOI,O,O,X,O,X,X,O,X
ZTSLOIJ,O,O,X,X,X,X,X,X
ZTSLOJI,O,O,X,O,X,X,X,X
ZTSJILO,O,X,X,X,X,X,O,X
ZTSJIOL,O,X,X,X,X,X,O,X
ZTSJLIO,O,X,X,X,X,X,O,X
ZTSJLOI,O,X,X,O,X,X,O,X
ZTSJOIL,O,X,X,O,X,X,O,X
ZTSJOLI,O,X,X,O,X,X,O,X
ZTSOILJ,O,X,X,X,X,X,X,X
ZTSOIJL,O,X,X,X,X,X,O,X
ZTSOLIJ,O,O,X,X,X,X,X,X
ZTSOLJI,O,O,X,O,X,X,O,X
ZTSOJIL,O,X,X,O,X,X,O,X
ZTSOJLI,O,X,X,O,X,X,O,X
ZTOILJS,X,X,X,X,O,X,X,X
ZTOILSJ,O,O,X,X,X,X,X,X
ZTOIJLS,X,X,X,X,O,X,X,X
ZTOIJSL,O,X,X,X,X,X,O,X
ZTOISLJ,O,X,X,X,X,X,X,X
ZTOISJL,O,X,X,X,X,X,O,X
ZTOLIJS,X,X,X,X,O,X,X,X
ZTOLISJ,O,O,X,X,X,X,X,X
ZTOLJIS,X,X,X,X,O,X,X,X
ZTOLJSI,X,O,X,X,X,X,O,X
ZTOLSIJ,O,O,X,X,X,X,X,X
ZTOLSJI,O,O,X,O,X,X,O,X
ZTOJILS,X,X,X,X,O,X,X,X
ZTOJISL,O,X,X,X,X,X,O,X
ZTOJLIS,X,X,X,X,O,X,X,X
ZTOJLSI,X,O,X,X,X,X,O,X
ZTOJSIL,O,X,X,O,X,X,O,X
ZTOJSLI,O,X,X,O,X,X,O,X
ZTOSILJ,O,X,X,X,X,X,X,X
ZTOSIJL,O,X,X,X,X,X,O,X
ZTOSLIJ,O,O,X,X,X,X,X,X
ZTOSLJI,O,O,X,O,X,X,O,X
ZTOSJIL,O,X,X,O,X,X,O,X
ZTOSJLI,O,X,X,O,X,X,O,X
ZITLJSO,X,X,O,X,X,X,X,X
ZITLJOS,X,X,O,X,X,X,X,X
ZITLSJO,O,O,X,X,X,X,X,X
ZITLSOJ,O,O,X,X,X,X,X,X
ZITLOJS,X,X,O,X,X,X,X,X
ZITLOSJ,O,O,X,X,X,X,X,X
ZITJLSO,X,X,O,X,X,O,X,X
ZITJLOS,X,X,O,X,X,O,X,X
ZITJSLO,O,X,X,X,X,O,O,O
ZITJSOL,O,X,X,X,X,O,O,O
ZITJOLS,X,X,X,X,O,O,X,X
ZITJOSL,O,X,X,X,X,O,X,X
ZITSLJO,O,X,X,X,X,X,X,X
ZITSLOJ,O,X,X,X,X,X,X,X
ZITSJLO,O,X,X,X,X,X,O,O
ZITSJOL,O,X,X,X,X,X,O,O
ZITSOLJ,O,X,X,X,X,X,X,X
ZITSOJL,O,X,X,X,X,X,X,X
ZITOLJS,X,X,X,X,O,X,X,X
ZITOLSJ,O,O,X,X,X,X,X,X
ZITOJLS,X,X,X,X,O,O,X,X
ZITOJSL,O,X,X,X,X,O,X,X
ZITOSLJ,O,X,X,X,X,X,X,X
ZITOSJL,O,X,X,X,X,X,X,X
ZILTJSO,X,X,O,X,X,X,X,X
ZILTJOS,X,X,O,X,X,X,X,X
ZILTSJO,X,O,X,X,X,X,X,X
ZILTSOJ,X,O,X,X,X,X,X,X
ZILTOJS,X,X,O,X,X,X,X,X
ZILTOSJ,X,O,X,X,X,X,X,X
ZILJTSO,X,X,O,X,X,X,X,X
ZILJTOS,X,X,O,X,X,X,X,X
ZILJSTO,X,X,O,X,X,X,X,O
ZILJSOT,X,X,O,X,X,X,X,X
ZILJOTS,X,X,O,X,O,X,X,X
ZILJOST,X,X,O,X,O,X,X,X
ZILSTJO,X,O,X,X,X,X,X,X
ZILSTOJ,O,O,X,X,X,X,X,X
ZILSJTO,X,O,O,X,X,X,X,O
ZILSJOT,O,O,O,X,X,X,X,X
ZILSOTJ,O,O,X,X,X,X,X,X
ZILSOJT,O,O,O,X,X,X,X,X
ZILOTJS,X,X,O,X,O,X,X,X
ZILOTSJ,X,O,X,X,X,X,X,X
ZILOJTS,X,X,O,X,O,X,X,X
ZILOJST,X,X,O,X,O,X,X,X
ZILOSTJ,O,O,X,X,X,X,X,X
ZILOSJT,O,O,O,X,O,X,X,X
ZIJTLSO,X,X,O,X,X,O,X,X
ZIJTLOS,X,X,O,X,X,O,X,X
ZIJTSLO,X,X,X,X,X,O,O,O
ZIJTSOL,X,X,X,X,X,O,O,O
ZIJTOLS,X,X,X,X,O,O,X,X
ZIJTOSL,X,X,X,X,X,O,X,X
ZIJLTSO,X,X,O,X,X,X,X,X
ZIJLTOS,X,X,O,X,X,X,X,X
ZIJLSTO,X,X,O,X,X,X,X,O
ZIJLSOT,X,X,O,X,X,X,X,X
ZIJLOTS,X,X,O,X,O,X,X,X
ZIJLOST,X,X,O,X,O,X,X,X
ZIJSTLO,X,X,X,X,X,X,O,O
ZIJSTOL,X,X,X,X,X,X,O,O
ZIJSLTO,X,X,O,X,X,X,O,O
ZIJSLOT,O,X,O,X,X,X,X,X
ZIJSOTL,X,X,X,X,X,X,O,O
ZIJSOLT,O,X,X,X,O,X,X,X
ZIJOTLS,X,X,X,X,O,O,X,X
ZIJOTSL,X,X,X,X,X,O,O,X
ZIJOLTS,X,X,O,X,O,X,X,X
ZIJOLST,X,X,O,X,O,X,X,X
ZIJOSTL,X,X,X,X,X,X,O,O
ZIJOSLT,O,X,X,X,O,X,X,X
ZISTLJO,O,X,X,X,X,X,X,X
ZISTLOJ,O,X,X,X,X,X,X,X
ZISTJLO,O,X,X,X,X,X,O,O
ZISTJOL,O,X,X,X,X,X,O,O
ZISTOLJ,O,X,X,X,X,X,X,X
ZISTOJL,O,X,X,X,X,X,X,X
ZISLTJO,O,X,X,X,X,X,X,X
ZISLTOJ,O,X,X,X,X,X,X,X
ZISLJTO,X,X,O,X,X,X,O,O
ZISLJOT,O,X,O,X,X,X,X,X
ZISLOTJ,O,X,X,X,X,X,X,X
ZISLOJT,O,X,O,X,X,X,X,X
ZISJTLO,X,X,X,X,X,X,O,O
ZISJTOL,X,X,X,X,X,X,O,O
ZISJLTO,X,X,O,X,X,X,O,O
ZISJLOT,O,X,O,X,X,X,X,X
ZISJOTL,X,X,X,X,X,X,O,O
ZISJOLT,O,X,X,X,O,X,X,X
ZISOTLJ,O,X,X,X,X,X,X,X
ZISOTJL,O,X,X,X,X,X,O,X
ZISOLTJ,O,X,X,X,X,X,X,X
ZISOLJT,O,X,X,X,O,X,X,X
ZISOJTL,X,X,X,X,X,X,O,O
ZISOJLT,O,X,X,X,O,X,X,X
ZIOTLJS,X,X,X,X,O,X,X,X
ZIOTLSJ,O,O,X,X,X,X,X,X
ZIOTJLS,X,X,X,X,O,O,X,X
ZIOTJSL,O,X,X,X,X,O,O,X
ZIOTSLJ,O,X,X,X,X,X,X,X
ZIOTSJL,O,X,X,X,X,X,O,X
ZIOLTJS,X,X,O,X,O,X,X,X
ZIOLTSJ,X,O,X,X,X,X,X,X
ZIOLJTS,X,X,O,X,O,X,X,X
ZIOLJST,X,X,O,X,O,X,X,X
ZIOLSTJ,O,O,X,X,X,X,X,X
ZIOLSJT,O,O,O,X,O,X,X,X
ZIOJTLS,X,X,X,X,O,O,X,X
ZIOJTSL,X,X,X,X,X,O,O,X
ZIOJLTS,X,X,O,X,O,X,X,X
ZIOJLST,X,X,O,X,O,X,X,X
ZIOJSTL,X,X,X,X,X,X,O,O
ZIOJSLT,O,X,X,X,O,X,X,X
ZIOSTLJ,O,X,X,X,X,X,X,X
ZIOSTJL,O,X,X,X,X,X,O,X
ZIOSLTJ,O,X,X,X,X,X,X,X
ZIOSLJT,O,X,X,X,O,X,X,X
ZIOSJTL,X,X,X,X,X,X,O,O
ZIOSJLT,O,X,X,X,O,X,X,X
ZLTIJSO,X,X,O,X,X,X,X,X
ZLTIJOS,X,X,O,X,X,X,X,X
ZLTISJO,O,O,X,X,X,X,X,X
ZLTISOJ,O,O,X,X,X,X,X,X
ZLTIOJS,X,X,O,X,X,X,X,X
ZLTIOSJ,O,O,X,X,X,X,X,X
ZLTJISO,X,X,O,X,X,X,X,X
ZLTJIOS,X,X,O,X,X,X,X,X
ZLTJSIO,X,O,X,X,X,X,O,X
ZLTJSOI,X,O,X,X,X,X,O,X
ZLTJOIS,X,X,O,X,X,X,X,X
ZLTJOSI,X,O,X,X,X,X,X,X
ZLTSIJO,O,O,X,X,X,X,X,X
ZLTSIOJ,O,O,X,X,X,X,X,X
ZLTSJIO,O,O,X,X,X,X,O,X
ZLTSJOI,O,O,X,X,X,X,O,X
ZLTSOIJ,O,O,X,X,X,X,X,X
ZLTSOJI,O,O,X,X,X,X,X,X
ZLTOIJS,X,X,O,X,X,X,X,X
ZLTOISJ,O,O,X,X,X,X,X,X
ZLTOJIS,X,X,O,X,X,X,X,X
ZLTOJSI,X,O,X,X,X,X,X,X
ZLTOSIJ,O,O,X,X,X,X,X,X
ZLTOSJI,O,O,X,X,X,X,X,X
ZLITJSO,X,X,O,X,X,X,X,X
ZLITJOS,X,X,O,X,X,X,X,X
ZLITSJO,X,O,X,X,X,X,X,X
ZLITSOJ,X,O,X,X,X,X,X,X
ZLITOJS,X,X,O,X,X,X,X,X
ZLITOSJ,X,O,X,X,X,X,X,X
ZLIJTSO,X,X,O,X,X,X,X,X
ZLIJTOS,X,X,O,X,X,X,X,X
ZLIJSTO,X,X,O,X,X,X,X,O
ZLIJSOT,X,X,O,X,X,X,X,X
ZLIJOTS,X,X,O,X,O,X,X,X
ZLIJOST,X,X,O,X,O,X,X,X
ZLISTJO,X,O,X,X,X,X,X,X
ZLISTOJ,O,O,X,X,X,X,X,X
ZLISJTO,X,O,O,X,X,X,X,O
ZLISJOT,O,O,O,X,X,X,X,X
ZLISOTJ,O,O,X,X,X,X,X,X
ZLISOJT,O,O,O,X,X,X,X,X
ZLIOTJS,X,X,O,X,O,X,X,X
ZLIOTSJ,X,O,X,X,X,X,X,X
ZLIOJTS,X,X,O,X,O,X,X,X
ZLIOJST,X,X,O,X,O,X,X,X
ZLIOSTJ,O,O,X,X,X,X,X,X
ZLIOSJT,O,O,O,X,O,X,X,X
ZLJTISO,X,X,O,X,X,X,X,X
ZLJTIOS,X,X,O,X,X,X,X,X
ZLJTSIO,X,O,X,X,X,X,O,X
ZLJTSOI,X,O,X,X,X,X,O,X
ZLJTOIS,X,X,O,X,X,X,X,X
ZLJTOSI,X,O,X,X,X,X,X,X
ZLJITSO,X,X,O,X,X,X,X,X
ZLJITOS,X,X,O,X,X,X,X,X
ZLJISTO,X,X,O,X,X,X,X,O
ZLJISOT,X,X,O,X,X,X,X,X
ZLJIOTS,X,X,O,X,O,X,X,X
ZLJIOST,X,X,O,X,O,X,X,X
ZLJSTIO,X,O,X,X,X,X,O,X
ZLJSTOI,X,O,X,X,X,X,O,X
ZLJSITO,X,O,O,X,X,X,O,X
ZLJSIOT,X,O,O,X,X,X,X,X
ZLJSOTI,X,O,X,X,X,X,O,X
ZLJSOIT,X,O,O,X,X,X,X,X
ZLJOTIS,X,X,O,X,O,X,X,X
ZLJOTSI,X,O,X,X,X,X,O,X
ZLJOITS,X,X,O,X,O,X,X,X
ZLJOIST,X,X,O,X,O,X,X,X
ZLJOSTI,X,O,X,X,X,X,O,X
ZLJOSIT,X,O,O,X,O,X,X,X
ZLSTIJO,O,O,X,X,X,X,X,X
ZLSTIOJ,O,O,X,X,X,X,X,X
ZLSTJIO,O,O,X,X,X,X,O,X
ZLSTJOI,O,O,X,X,X,X,O,X
ZLSTOIJ,O,O,X,X,X,X,X,X
ZLSTOJI,O,O,X,X,X,X,X,X
ZLSITJO,O,O,X,X,X,X,X,X
ZLSITOJ,O,O,X,X,X,X,X,X
ZLSIJTO,X,O,O,X,X,X,O,X
ZLSIJOT,O,O,O,X,X,X,X,X
ZLSIOTJ,O,O,X,X,X,X,X,X
ZLSIOJT,O,O,O,X,X,X,X,X
ZLSJTIO,O,O,X,X,X,X,O,X
ZLSJTOI,O,O,X,X,X,X,O,X
ZLSJITO,X,O,O,X,X,X,O,X
ZLSJIOT,O,O,O,X,X,X,X,X
ZLSJOTI,O,O,X,X,X,X,O,X
ZLSJOIT,O,O,O,X,X,X,X,X
ZLSOTIJ,O,O,X,X,X,X,X,X
ZLSOTJI,O,O,X,X,X,X,O,X
ZLSOITJ,O,O,X,X,X,X,X,X
ZLSOIJT,O,O,O,X,X,X,X,X
ZLSOJTI,O,O,X,X,X,X,O,X
ZLSOJIT,O,O,O,X,X,X,X,X
ZLOTIJS,X,X,O,X,O,X,X,X
ZLOTISJ,O,O,X,X,X,X,X,X
ZLOTJIS,X,X,O,X,O,X,X,X
ZLOTJSI,X,O,X,X,X,X,O,X
ZLOTSIJ,O,O,X,X,X,X,X,X
ZLOTSJI,O,O,X,X,X,X,O,X
ZLOITJS,X,X,O,X,O,X,X,X
ZLOITSJ,X,O,X,X,X,X,X,X
ZLOIJTS,X,X,O,X,O,X,X,X
