sequence,v115@GhA8DeA8AeA8BeA8DeC8BeA8DeB8BeB8Jei/IvhF5l?BlhBziBcpBeqB3sB,v115@GhA8DeA8AeA8BeA8DeC8BeA8DeB8BeB8JeZEJvhFuk?BclBlhBziBSvB3sB,v115@GhA8DeA8AeA8BeA8DeC8BeA8DeB8BeB8Jex/IvhFlh?BziB0kB6qB2uB3sB,v115@GhA8DeA8AeA8BeA8DeC8BeA8DeB8BeB8Je0/IvhF6l?BlhB2pBznB3sBxuB,v115@GhA8DeA8AeA8BeA8DeC8BeA8DeB8BeB8JeZEJvhFuk?BclBlhBznBSvB3sB,v115@GhA8DeA8AeA8BeA8DeC8BeA8DeB8BeB8Je5FJvhFlh?BziBmkB0pB3sBipB
OJISZLT,O,X,X,O,X,X
OJIZTLS,O,X,X,O,X,X
OJIZTSL,O,X,X,O,X,X
OJIZLTS,O,X,X,O,X,X
OJIZLST,O,X,X,O,X,X
OJIZSTL,O,X,X,O,X,X
OJIZSLT,O,X,X,O,X,X
OJLTISZ,X,X,O,X,X,X
OJLTIZS,X,X,X,X,O,X
OJLTSIZ,X,X,O,X,X,X
OJLTSZI,X,X,O,X,X,X
OJLTZIS,X,X,O,X,O,X
OJLTZSI,X,X,O,X,O,X
OJLITSZ,X,X,O,X,X,X
OJLITZS,X,X,X,X,O,X
OJLISTZ,X,X,O,X,X,X
OJLISZT,X,X,O,X,X,X
OJLIZTS,X,X,X,X,O,X
OJLIZST,X,X,X,X,O,X
OJLSTIZ,X,X,O,X,X,X
OJLSTZI,X,X,O,X,X,X
OJLSITZ,X,X,O,X,X,X
OJLSIZT,X,X,O,X,X,X
OJLSZTI,X,X,O,X,X,X
OJLSZIT,X,X,O,X,X,X
OJLZTIS,X,X,O,X,O,X
OJLZTSI,X,X,O,X,O,X
OJLZITS,X,X,O,X,O,X
OJLZIST,X,X,O,X,O,X
OJLZSTI,X,X,O,X,O,X
OJLZSIT,X,X,O,X,O,X
OJSTILZ,O,X,O,X,X,X
OJSTIZL,O,X,O,X,X,X
OJSTLIZ,O,X,O,X,X,X
OJSTLZI,O,X,O,X,X,X
OJSTZIL,O,X,O,X,X,X
OJSTZLI,O,X,O,X,X,X
OJSITLZ,O,X,O,X,X,X
OJSITZL,O,X,O,X,X,X
OJSILTZ,O,X,O,X,X,X
OJSILZT,O,X,O,X,X,X
OJSIZTL,O,X,O,X,X,X
OJSIZLT,O,X,O,X,X,X
OJSLTIZ,O,X,O,X,X,X
OJSLTZI,O,X,O,X,X,X
OJSLITZ,O,X,O,X,X,X
OJSLIZT,O,X,O,X,X,X
OJSLZTI,O,X,O,X,X,X
OJSLZIT,O,X,O,X,X,X
OJSZTIL,O,X,O,X,X,X
OJSZTLI,O,X,O,X,X,X
OJSZITL,O,X,O,X,X,X
OJSZILT,O,X,O,X,X,X
OJSZLTI,O,X,O,X,X,X
OJSZLIT,O,X,O,X,X,X
OJZTILS,O,X,X,X,X,X
OJZTISL,O,X,O,X,X,X
OJZTLIS,O,X,O,X,X,X
OJZTLSI,O,X,O,X,X,X
OJZTSIL,O,X,O,X,X,X
OJZTSLI,O,X,O,X,X,X
OJZITLS,O,X,X,X,X,X
OJZITSL,O,X,O,X,X,X
OJZILTS,O,X,X,X,X,X
OJZILST,O,X,X,X,X,X
OJZISTL,O,X,O,X,X,X
OJZISLT,O,X,O,X,X,X
OJZLTIS,O,X,O,X,X,X
OJZLTSI,O,X,O,X,X,X
OJZLITS,O,X,O,X,X,X
OJZLIST,O,X,O,X,X,X
OJZLSTI,O,X,O,X,X,X
OJZLSIT,O,X,O,X,X,X
OJZSTIL,O,X,O,X,X,X
OJZSTLI,O,X,O,X,X,X
OJZSITL,O,X,O,X,X,X
OJZSILT,O,X,O,X,X,X
OJZSLTI,O,X,O,X,X,X
OJZSLIT,O,X,O,X,X,X
OSTILJZ,O,O,O,O,X,X
OSTILZJ,X,O,O,X,O,O
OSTIJLZ,O,O,O,O,X,X
OSTIJZL,O,X,O,O,X,O
OSTIZLJ,O,O,X,X,X,O
OSTIZJL,O,X,X,X,X,O
OSTLIJZ,O,O,O,X,X,X
OSTLIZJ,X,O,O,X,O,O
OSTLJIZ,O,O,O,X,X,X
OSTLJZI,O,O,O,X,X,X
OSTLZIJ,O,O,O,X,O,O
OSTLZJI,O,O,O,X,O,O
OSTJILZ,O,O,O,X,X,X
OSTJIZL,O,X,O,X,X,O
OSTJLIZ,O,O,O,X,X,X
OSTJLZI,O,O,O,X,X,X
OSTJZIL,O,X,O,X,X,O
OSTJZLI,O,X,O,X,X,O
OSTZILJ,O,O,X,X,X,O
OSTZIJL,O,X,X,X,X,O
OSTZLIJ,O,O,O,X,X,O
OSTZLJI,O,O,O,X,X,O
OSTZJIL,O,X,O,X,X,O
OSTZJLI,O,X,O,X,X,O
OSITLJZ,O,O,O,O,X,X
OSITLZJ,X,O,O,X,O,O
OSITJLZ,O,O,O,O,X,X
OSITJZL,O,X,O,O,X,O
OSITZLJ,O,O,X,X,X,O
OSITZJL,O,X,X,X,X,O
OSILTJZ,O,O,O,O,X,X
OSILTZJ,X,O,O,X,O,O
OSILJTZ,O,O,O,O,X,X
OSILJZT,O,O,O,O,X,X
OSILZTJ,X,O,O,X,O,O
OSILZJT,X,O,X,X,O,O
OSIJTLZ,O,O,O,O,X,X
OSIJTZL,O,X,O,O,X,O
OSIJLTZ,O,O,O,O,X,X
OSIJLZT,O,O,O,O,X,X
OSIJZTL,O,X,O,O,X,O
OSIJZLT,O,X,O,O,X,O
OSIZTLJ,O,O,X,X,X,O
OSIZTJL,O,X,X,X,X,O
OSIZLTJ,O,O,X,X,X,O
OSIZLJT,O,O,X,X,X,O
OSIZJTL,O,X,X,X,X,O
OSIZJLT,O,X,X,X,X,O
OSLTIJZ,O,O,O,X,X,X
OSLTIZJ,X,O,O,X,O,O
OSLTJIZ,O,O,O,X,X,X
OSLTJZI,O,O,O,X,X,X
OSLTZIJ,O,O,O,X,O,O
OSLTZJI,O,O,O,X,O,O
OSLITJZ,O,O,O,X,X,X
OSLITZJ,X,O,O,X,O,O
OSLIJTZ,O,O,O,X,X,X
OSLIJZT,O,O,O,X,X,X
OSLIZTJ,X,O,O,X,O,O
OSLIZJT,X,O,X,X,O,O
OSLJTIZ,O,O,O,X,X,X
OSLJTZI,O,O,O,X,X,X
OSLJITZ,O,O,O,X,X,X
OSLJIZT,O,O,O,X,X,X
OSLJZTI,O,O,O,X,X,X
OSLJZIT,O,O,O,X,X,X
OSLZTIJ,O,O,O,X,O,O
OSLZTJI,O,O,O,X,O,O
OSLZITJ,O,O,O,X,O,O
OSLZIJT,O,O,X,X,O,O
OSLZJTI,O,O,O,X,O,O
OSLZJIT,O,O,O,X,O,O
OSJTILZ,O,O,O,X,X,X
OSJTIZL,O,X,O,X,X,O
OSJTLIZ,O,O,O,X,X,X
OSJTLZI,O,O,O,X,X,X
OSJTZIL,O,X,O,X,X,O
OSJTZLI,O,X,O,X,X,O
OSJITLZ,O,O,O,X,X,X
OSJITZL,O,X,O,X,X,O
OSJILTZ,O,O,O,X,X,X
OSJILZT,O,O,O,X,X,X
OSJIZTL,O,X,O,X,X,O
OSJIZLT,O,X,O,X,X,O
OSJLTIZ,O,O,O,X,X,X
OSJLTZI,O,O,O,X,X,X
OSJLITZ,O,O,O,X,X,X
OSJLIZT,O,O,O,X,X,X
OSJLZTI,O,O,O,X,X,X
OSJLZIT,O,O,O,X,X,X
OSJZTIL,O,X,O,X,X,O
OSJZTLI,O,X,O,X,X,O
OSJZITL,O,X,O,X,X,O
OSJZILT,O,X,O,X,X,O
OSJZLTI,O,X,O,X,X,O
OSJZLIT,O,X,O,X,X,O
OSZTILJ,O,O,X,X,X,O
OSZTIJL,O,X,X,X,X,O
OSZTLIJ,O,O,O,X,X,O
OSZTLJI,O,O,O,X,X,O
OSZTJIL,O,X,O,X,X,O
OSZTJLI,O,X,O,X,X,O
OSZITLJ,O,O,X,X,X,O
OSZITJL,O,X,X,X,X,O
OSZILTJ,O,O,X,X,X,O
OSZILJT,O,O,X,X,X,O
OSZIJTL,O,X,X,X,X,O
OSZIJLT,O,X,X,X,X,O
OSZLTIJ,O,O,O,X,X,O
OSZLTJI,O,O,O,X,X,O
OSZLITJ,O,O,O,X,X,O
OSZLIJT,O,O,X,X,X,O
OSZLJTI,O,O,O,X,X,O
OSZLJIT,O,O,O,X,X,O
OSZJTIL,O,X,O,X,X,O
OSZJTLI,O,X,O,X,X,O
OSZJITL,O,X,O,X,X,O
OSZJILT,O,X,O,X,X,O
OSZJLTI,O,X,O,X,X,O
OSZJLIT,O,X,O,X,X,O
OZTILJS,X,X,X,O,O,X
OZTILSJ,X,X,X,X,O,X
OZTIJLS,X,X,X,O,X,X
OZTIJSL,X,X,X,O,X,O
OZTISLJ,X,X,X,X,X,O
OZTISJL,X,X,X,X,X,O
OZTLIJS,X,X,X,X,O,X
OZTLISJ,X,X,X,X,O,X
OZTLJIS,O,X,X,X,O,X
OZTLJSI,O,X,X,X,O,X
OZTLSIJ,O,X,X,X,O,X
OZTLSJI,O,X,X,X,O,X
OZTJILS,O,X,X,X,X,X
OZTJISL,O,X,X,X,X,O
OZTJLIS,O,X,X,X,X,X
OZTJLSI,O,X,X,X,X,X
OZTJSIL,O,X,X,X,X,O
OZTJSLI,O,X,X,X,X,O
OZTSILJ,O,X,X,X,X,O
OZTSIJL,O,X,X,X,X,O
OZTSLIJ,O,X,X,X,X,O
OZTSLJI,O,X,X,X,X,O
OZTSJIL,O,X,X,X,X,O
OZTSJLI,O,X,X,X,X,O
OZITLJS,X,X,X,O,O,X
OZITLSJ,X,X,X,X,O,X
OZITJLS,X,X,X,O,X,X
OZITJSL,X,X,X,O,X,O
OZITSLJ,X,X,X,X,X,O
OZITSJL,X,X,X,X,X,O
OZILTJS,X,X,X,O,O,X
OZILTSJ,X,X,X,X,O,X
OZILJTS,X,X,X,O,O,X
OZILJST,X,X,X,O,O,X
OZILSTJ,X,X,X,X,O,X
OZILSJT,X,X,X,X,O,X
OZIJTLS,X,X,X,O,X,X
OZIJTSL,X,X,X,O,X,O
OZIJLTS,X,X,X,O,X,X
OZIJLST,X,X,X,O,X,X
OZIJSTL,X,X,X,O,X,O
OZIJSLT,X,X,X,O,X,O
OZISTLJ,X,X,X,X,X,O
OZISTJL,X,X,X,X,X,O
OZISLTJ,X,X,X,X,X,O
OZISLJT,X,X,X,X,X,O
OZISJTL,X,X,X,X,X,O
OZISJLT,X,X,X,X,X,O
OZLTIJS,X,X,X,X,O,X
OZLTISJ,X,X,X,X,O,X
OZLTJIS,O,X,X,X,O,X
OZLTJSI,O,X,X,X,O,X
OZLTSIJ,O,X,X,X,O,X
OZLTSJI,O,X,X,X,O,X
OZLITJS,X,X,X,X,O,X
OZLITSJ,X,X,X,X,O,X
OZLIJTS,X,X,X,X,O,X
OZLIJST,X,X,X,X,O,X
OZLISTJ,X,X,X,X,O,X
OZLISJT,X,X,X,X,O,X
OZLJTIS,O,X,X,X,O,X
OZLJTSI,O,X,X,X,O,X
OZLJITS,O,X,X,X,O,X
OZLJIST,O,X,X,X,O,X
OZLJSTI,O,X,X,X,O,X
OZLJSIT,O,X,X,X,O,X
OZLSTIJ,O,X,X,X,O,X
OZLSTJI,O,X,X,X,O,X
OZLSITJ,O,X,X,X,O,X
OZLSIJT,O,X,X,X,O,X
OZLSJTI,O,X,X,X,O,X
OZLSJIT,O,X,X,X,O,X
OZJTILS,O,X,X,X,X,X
OZJTISL,O,X,X,X,X,O
OZJTLIS,O,X,X,X,X,X
OZJTLSI,O,X,X,X,X,X
OZJTSIL,O,X,X,X,X,O
OZJTSLI,O,X,X,X,X,O
OZJITLS,O,X,X,X,X,X
OZJITSL,O,X,X,X,X,O
OZJILTS,O,X,X,X,X,X
OZJILST,O,X,X,X,X,X
OZJISTL,O,X,X,X,X,O
OZJISLT,O,X,X,X,X,O
OZJLTIS,O,X,X,X,X,X
OZJLTSI,O,X,X,X,X,X
OZJLITS,O,X,X,X,X,X
OZJLIST,O,X,X,X,X,X
OZJLSTI,O,X,X,X,X,X
OZJLSIT,O,X,X,X,X,X
OZJSTIL,O,X,X,X,X,O
OZJSTLI,O,X,X,X,X,O
OZJSITL,O,X,X,X,X,O
OZJSILT,O,X,X,X,X,O
OZJSLTI,O,X,X,X,X,O
OZJSLIT,O,X,X,X,X,O
OZSTILJ,O,X,X,X,X,O
OZSTIJL,O,X,X,X,X,O
OZSTLIJ,O,X,X,X,X,O
OZSTLJI,O,X,X,X,X,O
OZSTJIL,O,X,X,X,X,O
OZSTJLI,O,X,X,X,X,O
OZSITLJ,O,X,X,X,X,O
OZSITJL,O,X,X,X,X,O
OZSILTJ,O,X,X,X,X,O
OZSILJT,O,X,X,X,X,O
OZSIJTL,O,X,X,X,X,O
OZSIJLT,O,X,X,X,X,O
OZSLTIJ,O,X,X,X,X,O
OZSLTJI,O,X,X,X,X,O
OZSLITJ,O,X,X,X,X,O
OZSLIJT,O,X,X,X,X,O
OZSLJTI,O,X,X,X,X,O
OZSLJIT,O,X,X,X,X,O
OZSJTIL,O,X,X,X,X,O
OZSJTLI,O,X,X,X,X,O
OZSJITL,O,X,X,X,X,O
OZSJILT,O,X,X,X,X,O
OZSJLTI,O,X,X,X,X,O
OZSJLIT,O,X,X,X,X,O
