sequence,v115@KhB8EeA8BeB8EeF8CeA8Je/EJvhFalBRhBFjBzmB+s?BctB,v115@KhB8EeA8BeB8EeF8CeA8Jem/IvhFRhBSnBTjB0kBFs?BXtB,v115@KhB8EeA8BeB8EeF8CeA8Jei/IvhFRhBGjBzkBfsBVt?B0sB,v115@KhB8EeA8BeB8EeF8CeA8JeT/IvhFelBRhBFjBfsBSt?B0sB,v115@KhB8EeA8BeB8EeF8CeA8JeT/IvhFelBRhBfsBlnBct?BCtB,v115@KhB8EeA8BeB8EeF8CeA8Jem/IvhFRhB0kBzmBStB3s?BFtB,v115@KhB8EeA8BeB8EeF8CeA8JeyEJvhFRhB+oBfsBlnB0k?BzsB
JLSTOIZ,O,X,O,O,X,X,O
JLSTOZI,O,X,X,O,X,X,O
JLSITZO,O,X,O,O,X,X,O
JLSITOZ,X,X,O,O,X,X,O
JLSIZTO,O,X,X,O,O,X,O
JLSIZOT,O,X,X,O,O,X,X
JLSIOTZ,O,X,X,O,X,X,O
JLSIOZT,O,X,X,O,O,X,X
JLSZTIO,O,X,X,O,O,X,O
JLSZTOI,O,X,X,O,O,X,O
JLSZITO,O,X,X,O,O,X,O
JLSZIOT,O,X,X,O,O,X,X
JLSZOTI,O,X,X,O,O,X,X
JLSZOIT,O,X,X,O,O,X,X
JLSOTIZ,O,X,X,O,X,X,O
JLSOTZI,O,X,X,O,X,X,O
JLSOITZ,O,X,X,O,X,X,O
JLSOIZT,O,X,X,O,O,X,X
JLSOZTI,O,X,X,O,O,X,X
JLSOZIT,O,X,X,O,O,X,X
JLZTISO,O,X,X,X,X,X,X
JLZTIOS,X,X,X,O,X,X,X
JLZTSIO,O,X,X,O,X,X,X
JLZTSOI,O,X,X,O,X,X,X
JLZTOIS,O,X,X,O,X,O,X
JLZTOSI,O,X,X,O,X,O,X
JLZITSO,O,X,X,X,X,X,X
JLZITOS,X,X,X,O,X,X,X
JLZISTO,O,X,X,X,O,X,O
JLZISOT,O,X,X,X,O,X,X
JLZIOTS,X,X,X,O,X,O,X
JLZIOST,X,X,X,X,O,O,X
JLZSTIO,O,X,X,O,O,X,O
JLZSTOI,O,X,X,O,O,X,O
JLZSITO,O,X,X,O,O,X,O
JLZSIOT,O,X,X,O,O,X,X
JLZSOTI,O,X,X,O,O,O,X
JLZSOIT,O,X,X,O,O,O,X
JLZOTIS,O,X,X,O,X,O,X
JLZOTSI,O,X,X,O,X,O,X
JLZOITS,O,X,X,O,X,O,X
JLZOIST,O,X,X,X,O,O,X
JLZOSTI,O,X,X,O,O,O,X
JLZOSIT,O,X,X,O,O,O,X
JLOTISZ,X,X,X,O,X,X,X
JLOTIZS,X,X,X,O,X,X,X
JLOTSIZ,X,X,X,O,X,X,X
JLOTSZI,X,X,X,O,X,X,X
JLOTZIS,X,X,X,O,X,X,X
JLOTZSI,X,X,X,O,X,X,X
JLOITSZ,X,X,X,O,X,X,X
JLOITZS,X,X,X,O,X,X,X
JLOISTZ,O,X,X,O,X,X,O
JLOISZT,O,X,X,O,O,X,X
JLOIZTS,O,X,X,O,X,O,X
JLOIZST,O,X,X,X,O,O,X
JLOSTIZ,O,X,X,O,X,X,O
JLOSTZI,O,X,X,O,X,X,O
JLOSITZ,O,X,X,O,X,X,O
JLOSIZT,O,X,X,O,O,X,X
JLOSZTI,O,X,X,O,O,X,X
JLOSZIT,O,X,X,O,O,X,X
JLOZTIS,O,X,X,O,X,O,X
JLOZTSI,O,X,X,O,X,O,X
JLOZITS,O,X,X,O,X,O,X
JLOZIST,O,X,X,X,O,O,X
JLOZSTI,O,X,X,O,O,O,X
JLOZSIT,O,X,X,O,O,O,X
JSTILZO,O,O,O,O,X,X,O
JSTILOZ,X,O,O,O,X,X,O
JSTIZLO,O,O,O,X,O,X,O
JSTIZOL,O,O,O,X,O,X,X
JSTIOLZ,X,O,O,O,X,X,O
JSTIOZL,X,O,O,X,O,X,X
JSTLIZO,O,O,O,O,X,X,O
JSTLIOZ,X,O,O,O,X,X,O
JSTLZIO,O,O,O,O,X,X,O
JSTLZOI,O,O,X,O,X,X,O
JSTLOIZ,O,O,O,O,X,X,O
JSTLOZI,O,O,O,O,X,X,O
JSTZILO,O,O,O,X,O,X,O
JSTZIOL,O,O,O,X,O,X,X
JSTZLIO,O,O,O,X,O,X,O
JSTZLOI,O,O,X,X,O,X,O
JSTZOIL,O,O,O,X,O,X,X
JSTZOLI,O,O,O,X,O,X,X
JSTOILZ,O,O,O,O,X,X,O
JSTOIZL,O,O,O,X,O,X,X
JSTOLIZ,O,O,O,O,X,X,O
JSTOLZI,O,O,O,O,X,X,O
JSTOZIL,O,O,O,X,O,X,X
JSTOZLI,O,O,O,X,O,X,X
JSITLZO,O,O,O,O,X,X,O
JSITLOZ,X,O,O,O,X,X,O
JSITZLO,O,O,O,X,O,X,O
JSITZOL,O,O,O,X,O,X,X
JSITOLZ,X,O,O,O,X,X,O
JSITOZL,X,O,O,X,O,X,X
JSILTZO,O,X,O,O,X,X,O
JSILTOZ,X,X,O,O,X,X,O
JSILZTO,O,X,X,O,O,X,O
JSILZOT,O,X,X,O,O,X,X
JSILOTZ,O,X,X,O,X,X,O
JSILOZT,O,X,X,O,O,X,X
JSIZTLO,O,O,X,X,O,X,O
JSIZTOL,O,O,X,X,O,X,X
JSIZLTO,O,O,X,O,O,X,O
JSIZLOT,O,X,X,O,O,X,X
JSIZOTL,O,O,X,X,O,X,X
JSIZOLT,O,X,X,O,O,X,X
JSIOTLZ,O,X,O,O,X,X,O
JSIOTZL,O,X,O,X,O,X,X
JSIOLTZ,O,X,O,O,X,X,O
JSIOLZT,O,X,X,O,O,X,X
JSIOZTL,O,X,X,X,O,X,X
JSIOZLT,O,X,X,O,O,X,X
JSLTIZO,O,X,O,O,X,X,O
JSLTIOZ,X,X,O,O,X,X,O
JSLTZIO,O,X,O,O,X,X,O
JSLTZOI,O,X,X,O,X,X,O
JSLTOIZ,O,X,O,O,X,X,O
JSLTOZI,O,X,X,O,X,X,O
JSLITZO,O,X,O,O,X,X,O
JSLITOZ,X,X,O,O,X,X,O
JSLIZTO,O,X,X,O,O,X,O
JSLIZOT,O,X,X,O,O,X,X
JSLIOTZ,O,X,X,O,X,X,O
JSLIOZT,O,X,X,O,O,X,X
JSLZTIO,O,X,X,O,O,X,O
JSLZTOI,O,X,X,O,O,X,O
JSLZITO,O,X,X,O,O,X,O
JSLZIOT,O,X,X,O,O,X,X
JSLZOTI,O,X,X,O,O,X,X
JSLZOIT,O,X,X,O,O,X,X
JSLOTIZ,O,X,X,O,X,X,O
JSLOTZI,O,X,X,O,X,X,O
JSLOITZ,O,X,X,O,X,X,O
JSLOIZT,O,X,X,O,O,X,X
JSLOZTI,O,X,X,O,O,X,X
JSLOZIT,O,X,X,O,O,X,X
JSZTILO,O,O,X,X,O,X,O
JSZTIOL,O,O,X,X,O,X,X
JSZTLIO,O,O,X,X,O,X,O
JSZTLOI,O,O,X,X,O,X,O
JSZTOIL,O,O,X,X,O,X,X
JSZTOLI,O,O,X,X,O,X,X
JSZITLO,O,O,X,X,O,X,O
JSZITOL,O,O,X,X,O,X,X
JSZILTO,O,O,X,O,O,X,O
JSZILOT,O,X,X,O,O,X,X
JSZIOTL,O,O,X,X,O,X,X
JSZIOLT,O,X,X,O,O,X,X
JSZLTIO,O,O,X,O,O,X,O
JSZLTOI,O,O,X,O,O,X,O
JSZLITO,O,O,X,O,O,X,O
JSZLIOT,O,X,X,O,O,X,X
JSZLOTI,O,O,X,O,O,X,X
JSZLOIT,O,X,X,O,O,X,X
JSZOTIL,O,O,X,X,O,X,X
JSZOTLI,O,O,X,X,O,X,X
JSZOITL,O,O,X,X,O,X,X
JSZOILT,O,X,X,O,O,X,X
JSZOLTI,O,O,X,O,O,X,X
JSZOLIT,O,X,X,O,O,X,X
JSOTILZ,O,O,O,O,X,X,O
JSOTIZL,O,O,O,X,O,X,X
JSOTLIZ,O,O,O,O,X,X,O
JSOTLZI,O,O,O,O,X,X,O
JSOTZIL,O,O,O,X,O,X,X
JSOTZLI,O,O,O,X,O,X,X
JSOITLZ,O,X,O,O,X,X,O
JSOITZL,O,X,O,X,O,X,X
JSOILTZ,O,X,O,O,X,X,O
JSOILZT,O,X,X,O,O,X,X
JSOIZTL,O,X,X,X,O,X,X
JSOIZLT,O,X,X,O,O,X,X
JSOLTIZ,O,X,O,O,X,X,O
JSOLTZI,O,X,O,O,X,X,O
JSOLITZ,O,X,O,O,X,X,O
JSOLIZT,O,X,X,O,O,X,X
JSOLZTI,O,X,X,O,O,X,X
JSOLZIT,O,X,X,O,O,X,X
JSOZTIL,O,O,X,X,O,X,X
JSOZTLI,O,O,X,X,O,X,X
JSOZITL,O,O,X,X,O,X,X
JSOZILT,O,X,X,O,O,X,X
JSOZLTI,O,O,X,O,O,X,X
JSOZLIT,O,X,X,O,O,X,X
JZTILSO,O,O,X,X,X,X,X
JZTILOS,X,O,X,X,X,X,X
JZTISLO,O,O,X,X,O,X,X
JZTISOL,O,O,X,X,O,X,X
JZTIOLS,O,O,X,X,X,O,X
JZTIOSL,O,O,X,X,O,X,X
JZTLISO,O,O,X,X,X,X,X
JZTLIOS,X,O,X,X,X,X,X
JZTLSIO,O,O,X,X,X,X,X
JZTLSOI,O,O,X,X,X,X,X
JZTLOIS,O,O,X,X,X,O,X
JZTLOSI,O,O,X,X,X,O,X
JZTSILO,O,O,X,X,O,X,X
JZTSIOL,O,O,X,X,O,X,X
JZTSLIO,O,O,X,X,O,X,X
JZTSLOI,O,O,X,X,O,X,X
JZTSOIL,O,O,X,X,O,X,X
JZTSOLI,O,O,X,X,O,X,X
JZTOILS,O,O,X,X,X,O,X
JZTOISL,O,O,X,X,O,X,X
JZTOLIS,O,O,X,X,X,O,X
JZTOLSI,O,O,X,X,X,O,X
JZTOSIL,O,O,X,X,O,X,X
JZTOSLI,O,O,X,X,O,X,X
JZITLSO,O,O,X,X,X,X,X
JZITLOS,X,O,X,X,X,X,X
JZITSLO,O,O,X,X,O,X,X
JZITSOL,O,O,X,X,O,X,X
JZITOLS,O,O,X,X,X,O,X
JZITOSL,O,O,X,X,O,X,X
JZILTSO,O,O,X,X,X,X,X
JZILTOS,X,O,X,O,X,X,X
JZILSTO,O,O,X,X,O,X,O
JZILSOT,O,X,X,X,O,X,X
JZILOTS,X,X,X,O,X,O,X
JZILOST,X,X,X,X,O,O,X
JZISTLO,O,O,X,X,O,X,O
JZISTOL,O,O,X,X,O,X,X
JZISLTO,O,O,X,O,O,X,O
JZISLOT,O,X,X,O,O,X,X
JZISOTL,O,O,X,X,O,X,X
JZISOLT,O,X,X,O,O,O,X
JZIOTLS,O,O,X,X,X,O,X
JZIOTSL,O,O,X,X,O,X,X
JZIOLTS,O,X,X,O,X,O,X
JZIOLST,O,X,X,X,O,O,X
JZIOSTL,O,O,X,X,O,X,X
JZIOSLT,O,X,X,O,O,O,X
JZLTISO,O,O,X,X,X,X,X
JZLTIOS,X,O,X,O,X,X,X
JZLTSIO,O,O,X,O,X,X,X
JZLTSOI,O,O,X,O,X,X,X
JZLTOIS,O,O,X,O,X,O,X
JZLTOSI,O,O,X,O,X,O,X
JZLITSO,O,O,X,X,X,X,X
JZLITOS,X,O,X,O,X,X,X
JZLISTO,O,O,X,X,O,X,O
JZLISOT,O,X,X,X,O,X,X
JZLIOTS,X,X,X,O,X,O,X
JZLIOST,X,X,X,X,O,O,X
JZLSTIO,O,O,X,O,O,X,O
JZLSTOI,O,O,X,O,O,X,O
JZLSITO,O,O,X,O,O,X,O
JZLSIOT,O,X,X,O,O,X,X
JZLSOTI,O,O,X,O,O,O,X
JZLSOIT,O,X,X,O,O,O,X
JZLOTIS,O,X,X,O,X,O,X
JZLOTSI,O,X,X,O,X,O,X
JZLOITS,O,X,X,O,X,O,X
JZLOIST,O,X,X,X,O,O,X
JZLOSTI,O,X,X,O,O,O,X
JZLOSIT,O,X,X,O,O,O,X
JZSTILO,O,O,X,X,O,X,O
JZSTIOL,O,O,X,X,O,X,X
JZSTLIO,O,O,X,X,O,X,O
JZSTLOI,O,O,X,X,O,X,O
JZSTOIL,O,O,X,X,O,X,X
JZSTOLI,O,O,X,X,O,X,X
JZSITLO,O,O,X,X,O,X,O
JZSITOL,O,O,X,X,O,X,X
JZSILTO,O,O,X,O,O,X,O
JZSILOT,O,X,X,O,O,X,X
JZSIOTL,O,O,X,X,O,X,X
JZSIOLT,O,X,X,O,O,O,X
JZSLTIO,O,O,X,O,O,X,O
JZSLTOI,O,O,X,O,O,X,O
JZSLITO,O,O,X,O,O,X,O
JZSLIOT,O,X,X,O,O,X,X
JZSLOTI,O,O,X,O,O,O,X
JZSLOIT,O,X,X,O,O,O,X
JZSOTIL,O,O,X,X,O,X,X
JZSOTLI,O,O,X,X,O,X,X
JZSOITL,O,O,X,X,O,X,X
JZSOILT,O,X,X,O,O,O,X
JZSOLTI,O,O,X,O,O,O,X
JZSOLIT,O,X,X,O,O,O,X
JZOTILS,O,O,X,X,X,O,X
JZOTISL,O,O,X,X,O,X,X
JZOTLIS,O,O,X,X,X,O,X
JZOTLSI,O,O,X,X,X,O,X
JZOTSIL,O,O,X,X,O,X,X
JZOTSLI,O,O,X,X,O,X,X
JZOITLS,O,O,X,X,X,O,X
JZOITSL,O,O,X,X,O,X,X
JZOILTS,O,X,X,O,X,O,X
JZOILST,O,X,X,X,O,O,X
JZOISTL,O,O,X,X,O,X,X
JZOISLT,O,X,X,O,O,O,X
JZOLTIS,O,X,X,O,X,O,X
JZOLTSI,O,X,X,O,X,O,X
JZOLITS,O,X,X,O,X,O,X
JZOLIST,O,X,X,X,O,O,X
JZOLSTI,O,X,X,O,O,O,X
JZOLSIT,O,X,X,O,O,O,X
JZOSTIL,O,O,X,X,O,X,X
JZOSTLI,O,O,X,X,O,X,X
JZOSITL,O,O,X,X,O,X,X
JZOSILT,O,X,X,O,O,O,X
JZOSLTI,O,O,X,O,O,O,X
JZOSLIT,O,X,X,O,O,O,X
JOTILSZ,X,X,O,O,X,X,X
JOTILZS,X,X,O,O,X,X,X
JOTISLZ,O,X,O,O,X,X,X
JOTISZL,O,X,O,X,O,X,X
JOTIZLS,O,X,O,X,X,X,X
JOTIZSL,O,X,X,X,O,X,X
JOTLISZ,X,X,O,O,X,X,X
JOTLIZS,X,X,O,O,X,X,X
JOTLSIZ,X,X,O,O,X,X,X
JOTLSZI,X,X,O,O,X,X,X
JOTLZIS,X,X,O,O,X,X,X
JOTLZSI,X,X,O,O,X,X,X
JOTSILZ,O,X,O,O,X,X,X
JOTSIZL,O,X,O,X,O,X,X
JOTSLIZ,O,X,O,O,X,X,X
JOTSLZI,O,X,O,O,X,X,X
JOTSZIL,O,X,O,X,O,X,X
JOTSZLI,O,X,O,X,O,X,X
JOTZILS,O,X,O,X,X,X,X
JOTZISL,O,X,X,X,O,X,X
JOTZLIS,O,X,O,X,X,X,X
JOTZLSI,O,X,O,X,X,X,X
JOTZSIL,O,X,O,X,O,X,X
JOTZSLI,O,X,O,X,O,X,X
JOITLSZ,X,X,O,O,X,X,X
JOITLZS,X,X,O,O,X,X,X
JOITSLZ,O,X,O,O,X,X,X
JOITSZL,O,X,X,X,O,X,X
JOITZLS,O,X,O,X,X,X,X
JOITZSL,O,X,X,X,O,X,X
JOILTSZ,X,X,O,O,X,X,X
JOILTZS,X,X,O,O,X,X,X
JOILSTZ,O,X,O,O,X,X,O
JOILSZT,O,X,X,O,O,X,X
JOILZTS,O,X,X,O,X,O,X
JOILZST,O,X,X,X,O,O,X
JOISTLZ,O,X,O,O,X,X,O
JOISTZL,O,X,O,X,O,X,X
JOISLTZ,O,X,O,O,X,X,O
JOISLZT,O,X,X,O,O,X,X
JOISZTL,O,X,X,X,O,X,X
JOISZLT,O,X,X,O,O,X,X
JOIZTLS,O,X,X,X,X,O,X
JOIZTSL,O,X,X,X,O,X,X
JOIZLTS,O,X,X,O,X,O,X
JOIZLST,O,X,X,X,O,O,X
JOIZSTL,O,X,X,X,O,X,X
JOIZSLT,O,X,X,O,O,O,X
JOLTISZ,X,X,O,O,X,X,X
JOLTIZS,X,X,O,O,X,X,X
JOLTSIZ,X,X,O,O,X,X,X
JOLTSZI,X,X,O,O,X,X,X
JOLTZIS,X,X,O,O,X,X,X
JOLTZSI,X,X,O,O,X,X,X
JOLITSZ,X,X,O,O,X,X,X
JOLITZS,X,X,O,O,X,X,X
JOLISTZ,O,X,O,O,X,X,O
JOLISZT,O,X,X,O,O,X,X
JOLIZTS,O,X,X,O,X,O,X
JOLIZST,O,X,X,X,O,O,X
JOLSTIZ,O,X,O,O,X,X,O
JOLSTZI,O,X,O,O,X,X,O
JOLSITZ,O,X,O,O,X,X,O
JOLSIZT,O,X,X,O,O,X,X
JOLSZTI,O,X,X,O,O,X,X
JOLSZIT,O,X,X,O,O,X,X
JOLZTIS,O,X,X,O,X,O,X
JOLZTSI,O,X,X,O,X,O,X
JOLZITS,O,X,X,O,X,O,X
JOLZIST,O,X,X,X,O,O,X
JOLZSTI,O,X,X,O,O,O,X
JOLZSIT,O,X,X,O,O,O,X
JOSTILZ,O,X,O,O,X,X,O
JOSTIZL,O,X,O,X,O,X,X
JOSTLIZ,O,X,O,O,X,X,O
JOSTLZI,O,X,O,O,X,X,O
JOSTZIL,O,X,O,X,O,X,X
JOSTZLI,O,X,O,X,O,X,X
JOSITLZ,O,X,O,O,X,X,O
JOSITZL,O,X,O,X,O,X,X
JOSILTZ,O,X,O,O,X,X,O
JOSILZT,O,X,X,O,O,X,X
JOSIZTL,O,X,X,X,O,X,X
JOSIZLT,O,X,X,O,O,X,X
JOSLTIZ,O,X,O,O,X,X,O
JOSLTZI,O,X,O,O,X,X,O
JOSLITZ,O,X,O,O,X,X,O
JOSLIZT,O,X,X,O,O,X,X
JOSLZTI,O,X,X,O,O,X,X
JOSLZIT,O,X,X,O,O,X,X
JOSZTIL,O,X,X,X,O,X,X
JOSZTLI,O,X,X,X,O,X,X
JOSZITL,O,X,X,X,O,X,X
JOSZILT,O,X,X,O,O,X,X
JOSZLTI,O,X,X,O,O,X,X
JOSZLIT,O,X,X,O,O,X,X
JOZTILS,O,X,X,X,X,O,X
JOZTISL,O,X,X,X,O,X,X
JOZTLIS,O,X,X,X,X,O,X
JOZTLSI,O,X,X,X,X,O,X
JOZTSIL,O,X,X,X,O,X,X
JOZTSLI,O,X,X,X,O,X,X
JOZITLS,O,X,X,X,X,O,X
JOZITSL,O,X,X,X,O,X,X
JOZILTS,O,X,X,O,X,O,X
JOZILST,O,X,X,X,O,O,X
JOZISTL,O,X,X,X,O,X,X
JOZISLT,O,X,X,O,O,O,X
JOZLTIS,O,X,X,O,X,O,X
JOZLTSI,O,X,X,O,X,O,X
JOZLITS,O,X,X,O,X,O,X
JOZLIST,O,X,X,X,O,O,X
JOZLSTI,O,X,X,O,O,O,X
JOZLSIT,O,X,X,O,O,O,X
JOZSTIL,O,X,X,X,O,X,X
JOZSTLI,O,X,X,X,O,X,X
JOZSITL,O,X,X,X,O,X,X
JOZSILT,O,X,X,O,O,O,X
JOZSLTI,O,X,X,O,O,O,X
JOZSLIT,O,X,X,O,O,O,X
STILJZO,O,O,O,O,X,X,O
STILJOZ,X,O,O,O,X,X,O
STILZJO,O,O,O,O,X,X,X
STILZOJ,O,O,X,X,X,X,X
STILOJZ,O,O,O,O,X,X,X
STILOZJ,O,O,O,X,X,X,X
STIJLZO,O,O,O,O,X,X,O
STIJLOZ,X,O,O,O,X,X,O
STIJZLO,O,O,O,X,O,X,O
STIJZOL,O,O,O,X,O,X,X
STIJOLZ,X,O,O,O,X,X,O
STIJOZL,X,O,O,X,O,X,X
STIZLJO,O,O,O,X,O,X,X
STIZLOJ,O,O,X,X,X,X,X
STIZJLO,O,O,O,X,O,X,X
STIZJOL,O,O,O,X,O,X,X
STIZOLJ,O,O,O,X,X,X,X
STIZOJL,X,O,O,X,O,X,X
STIOLJZ,O,O,O,X,X,X,X
STIOLZJ,O,O,O,X,X,X,X
STIOJLZ,O,O,O,X,X,X,X
STIOJZL,O,O,O,X,X,X,X
STIOZLJ,O,O,O,X,X,X,X
STIOZJL,O,O,O,X,X,X,X
STLIJZO,O,O,O,O,X,X,O
STLIJOZ,X,O,O,O,X,X,O
STLIZJO,O,O,O,O,X,X,X
STLIZOJ,O,O,X,X,X,X,X
STLIOJZ,O,O,O,O,X,X,X
STLIOZJ,O,O,O,X,X,X,X
STLJIZO,O,O,O,O,X,X,O
STLJIOZ,X,O,O,O,X,X,O
STLJZIO,O,O,O,O,X,X,O
STLJZOI,O,O,X,O,X,X,O
STLJOIZ,O,O,O,O,X,X,O
STLJOZI,O,O,O,O,X,X,O
STLZIJO,O,O,O,O,X,X,X
STLZIOJ,O,O,X,X,X,X,X
STLZJIO,O,O,O,O,X,X,X
STLZJOI,O,O,X,O,X,X,X
STLZOIJ,O,O,X,X,X,X,X
STLZOJI,O,O,X,O,X,X,X
STLOIJZ,O,O,O,O,X,X,X
STLOIZJ,O,O,O,X,X,X,X
STLOJIZ,O,O,O,O,X,X,X
STLOJZI,O,O,O,O,X,X,X
STLOZIJ,O,O,O,X,X,X,X
STLOZJI,O,O,O,O,X,X,X
STJILZO,O,O,O,O,X,X,O
STJILOZ,X,O,O,O,X,X,O
STJIZLO,O,O,O,X,O,X,O
STJIZOL,O,O,O,X,O,X,X
STJIOLZ,X,O,O,O,X,X,O
STJIOZL,X,O,O,X,O,X,X
STJLIZO,O,O,O,O,X,X,O
STJLIOZ,X,O,O,O,X,X,O
STJLZIO,O,O,O,O,X,X,O
STJLZOI,O,O,X,O,X,X,O
STJLOIZ,O,O,O,O,X,X,O
STJLOZI,O,O,O,O,X,X,O
STJZILO,O,O,O,X,O,X,O
STJZIOL,O,O,O,X,O,X,X
STJZLIO,O,O,O,X,O,X,O
STJZLOI,O,O,X,X,O,X,O
STJZOIL,O,O,O,X,O,X,X
STJZOLI,O,O,O,X,O,X,X
STJOILZ,O,O,O,O,X,X,O
STJOIZL,O,O,O,X,O,X,X
STJOLIZ,O,O,O,O,X,X,O
STJOLZI,O,O,O,O,X,X,O
STJOZIL,O,O,O,X,O,X,X
STJOZLI,O,O,O,X,O,X,X
STZILJO,O,O,O,X,O,X,X
STZILOJ,O,O,X,X,X,X,X
STZIJLO,O,O,O,X,O,X,X
STZIJOL,O,O,O,X,O,X,X
STZIOLJ,O,O,O,X,X,X,X
STZIOJL,X,O,O,X,O,X,X
STZLIJO,O,O,O,X,O,X,X
STZLIOJ,O,O,X,X,X,X,X
STZLJIO,O,O,O,X,O,X,X
STZLJOI,O,O,X,X,O,X,X
STZLOIJ,O,O,X,X,X,X,X
STZLOJI,O,O,X,X,O,X,X
STZJILO,O,O,O,X,O,X,X
STZJIOL,O,O,O,X,O,X,X
STZJLIO,O,O,O,X,O,X,X
STZJLOI,O,O,X,X,O,X,X
STZJOIL,O,O,O,X,O,X,X
STZJOLI,O,O,O,X,O,X,X
STZOILJ,O,O,O,X,X,X,X
STZOIJL,O,O,O,X,O,X,X
STZOLIJ,O,O,O,X,X,X,X
STZOLJI,O,O,O,X,O,X,X
STZOJIL,O,O,O,X,O,X,X
STZOJLI,O,O,O,X,O,X,X
STOILJZ,O,O,O,X,X,X,X
STOILZJ,O,O,O,X,X,X,X
STOIJLZ,O,O,O,X,X,X,X
STOIJZL,O,O,O,X,X,X,X
STOIZLJ,O,O,O,X,X,X,X
STOIZJL,O,O,O,X,X,X,X
STOLIJZ,O,O,O,O,X,X,X
STOLIZJ,O,O,O,X,X,X,X
STOLJIZ,O,O,O,O,X,X,X
STOLJZI,O,O,O,O,X,X,X
STOLZIJ,O,O,O,X,X,X,X
STOLZJI,O,O,O,O,X,X,X
STOJILZ,O,O,O,O,X,X,X
STOJIZL,O,O,O,X,O,X,X
STOJLIZ,O,O,O,O,X,X,X
STOJLZI,O,O,O,O,X,X,X
STOJZIL,O,O,O,X,O,X,X
STOJZLI,O,O,O,X,O,X,X
STOZILJ,O,O,O,X,X,X,X
STOZIJL,O,O,O,X,O,X,X
STOZLIJ,O,O,O,X,X,X,X
STOZLJI,O,O,O,X,O,X,X
STOZJIL,O,O,O,X,O,X,X
STOZJLI,O,O,O,X,O,X,X
SITLJZO,O,O,O,O,X,X,O
SITLJOZ,X,O,O,O,X,X,O
SITLZJO,O,O,O,O,X,X,X
SITLZOJ,O,O,X,X,X,X,X
SITLOJZ,O,O,O,O,X,X,X
SITLOZJ,O,O,O,X,X,X,X
SITJLZO,O,O,O,O,X,X,O
SITJLOZ,X,O,O,O,X,X,O
SITJZLO,O,O,O,X,O,X,O
SITJZOL,O,O,O,X,O,X,X
SITJOLZ,X,O,O,O,X,X,O
SITJOZL,X,O,O,X,O,X,X
SITZLJO,O,O,O,X,O,X,X
SITZLOJ,O,O,X,X,X,X,X
SITZJLO,O,O,O,X,O,X,X
SITZJOL,O,O,O,X,O,X,X
SITZOLJ,O,O,O,X,X,X,X
SITZOJL,X,O,O,X,O,X,X
SITOLJZ,O,O,O,X,X,X,X
SITOLZJ,O,O,O,X,X,X,X
SITOJLZ,O,O,O,X,X,X,X
SITOJZL,O,O,O,X,X,X,X
SITOZLJ,O,O,O,X,X,X,X
SITOZJL,O,O,O,X,X,X,X
SILTJZO,O,O,O,O,X,X,O
SILTJOZ,X,O,O,O,X,X,O
SILTZJO,O,O,O,O,X,X,X
SILTZOJ,O,O,X,X,X,X,X
SILTOJZ,O,O,O,O,X,X,X
SILTOZJ,O,O,O,X,X,X,X
SILJTZO,O,X,O,O,X,X,O
SILJTOZ,X,X,O,O,X,X,O
SILJZTO,O,X,X,O,O,X,O
SILJZOT,O,X,X,O,O,X,X
SILJOTZ,O,X,X,O,X,X,O
SILJOZT,O,X,X,O,O,X,X
SILZTJO,O,O,O,O,O,X,X
SILZTOJ,O,O,X,X,X,X,X
SILZJTO,O,O,X,O,O,X,O
SILZJOT,O,X,X,O,O,X,X
SILZOTJ,O,X,X,X,X,X,X
SILZOJT,O,X,X,X,X,X,X
SILOTJZ,O,X,O,O,X,X,X
SILOTZJ,O,X,O,X,X,X,X
SILOJTZ,O,X,O,O,X,X,O
SILOJZT,O,X,X,O,X,X,X
SILOZTJ,O,X,O,X,X,X,X
SILOZJT,O,X,X,X,X,X,X
SIJTLZO,O,O,O,O,X,X,O
SIJTLOZ,X,O,O,O,X,X,O
SIJTZLO,O,O,O,X,O,X,O
SIJTZOL,O,O,O,X,O,X,X
SIJTOLZ,X,O,O,O,X,X,O
SIJTOZL,X,O,O,X,O,X,X
SIJLTZO,O,X,O,O,X,X,O
SIJLTOZ,X,X,O,O,X,X,O
SIJLZTO,O,X,X,O,O,X,O
SIJLZOT,O,X,X,O,O,X,X
SIJLOTZ,O,X,X,O,X,X,O
SIJLOZT,O,X,X,O,O,X,X
SIJZTLO,O,O,X,X,O,X,O
SIJZTOL,O,O,X,X,O,X,X
SIJZLTO,O,O,X,O,O,X,O
SIJZLOT,O,X,X,O,O,X,X
SIJZOTL,O,O,X,X,O,X,X
SIJZOLT,O,X,X,O,O,X,X
SIJOTLZ,O,X,O,O,X,X,O
SIJOTZL,O,X,O,X,O,X,X
SIJOLTZ,O,X,O,O,X,X,O
SIJOLZT,O,X,X,O,O,X,X
SIJOZTL,O,X,X,X,O,X,X
SIJOZLT,O,X,X,O,O,X,X
SIZTLJO,O,O,O,X,O,X,X
SIZTLOJ,O,O,X,X,X,X,X
SIZTJLO,O,O,O,X,O,X,X
SIZTJOL,O,O,O,X,O,X,X
SIZTOLJ,O,O,O,X,X,X,X
SIZTOJL,X,O,O,X,O,X,X
SIZLTJO,O,O,O,O,O,X,X
SIZLTOJ,O,O,X,X,X,X,X
SIZLJTO,O,O,X,O,O,X,O
SIZLJOT,O,X,X,O,O,X,X
