sequence,v115@9gB8HeB8HeA8IeB8AeC8BeB8JexAJvhF0iB6oBmlBz?mBFqB3sB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JexAJvhF8mBfoB6oBm?lBFqBTsB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JexAJvhFXiB6oBmlBz?nBFqBUsB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JexAJvhFTiB6oBmlBf?sB8sBFqB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeTAJvhFxhBimBGoBX?oBFqBUsB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeTAJvhFxiBimBGoB0?mBFqB3sB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeiAJvhFfnBxiBUmB+?sBToBFqB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeTAJvhFxhBXjB2rBS?tBFqBUsB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeTAJvhF0hBxiB2rBS?tBFqB3sB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeTAJvhF2mBfoB6oBF?qBxrBUsB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeTAJvhFOmB8mBSoBF?qBxsB3sB,v115@9gB8HeB8HeA8IeB8AeC8BeB8JeiAJvhFGjBRmBUoB3?mBFqBTsB,v115@9gB8HeB8HeA8IeB8AeC8BeB8Je2FJvhFRhBSoB3mBU?oBFqBTsB
JZLOTSI,O,X,O,X,O,X,O,X,O,X,X,X,X
JZLOITS,O,X,O,X,O,X,X,X,O,X,X,X,X
JZLOIST,O,X,O,O,X,X,O,X,X,X,X,X,X
JZLOSTI,O,X,O,O,X,X,O,X,X,X,X,X,X
JZLOSIT,O,X,O,O,X,X,O,X,X,X,X,X,X
JZSTILO,O,O,O,O,X,O,O,X,X,X,O,O,X
JZSTIOL,X,O,O,O,X,O,X,X,O,X,O,X,X
JZSTLIO,O,O,O,O,O,O,O,X,O,X,X,O,X
JZSTLOI,X,O,O,O,O,O,O,X,O,X,X,X,X
JZSTOIL,X,O,O,O,X,O,O,X,O,X,O,X,X
JZSTOLI,X,O,O,O,O,O,O,X,O,X,X,X,X
JZSITLO,O,O,O,O,X,O,O,X,X,X,O,X,X
JZSITOL,X,X,O,O,X,O,X,X,O,X,O,X,X
JZSILTO,O,O,O,O,O,O,O,X,X,X,O,X,X
JZSILOT,O,O,O,O,X,X,O,X,X,X,X,X,X
JZSIOTL,X,X,O,O,X,X,O,X,X,X,X,X,X
JZSIOLT,O,O,O,O,X,X,O,X,X,X,X,X,X
JZSLTIO,O,O,O,O,O,O,O,X,O,X,X,X,X
JZSLTOI,X,O,O,O,O,O,O,X,O,X,X,X,X
JZSLITO,O,O,O,O,O,O,O,X,O,X,X,X,X
JZSLIOT,O,O,O,O,X,X,O,X,X,X,X,X,X
JZSLOTI,O,O,O,O,X,X,O,X,X,X,X,X,X
JZSLOIT,O,O,O,O,X,X,O,X,X,X,X,X,X
JZSOTIL,O,X,O,O,X,X,O,X,X,X,X,X,X
JZSOTLI,O,X,O,O,X,X,O,X,X,X,X,X,X
JZSOITL,O,X,O,O,X,X,O,X,X,X,X,X,X
JZSOILT,O,O,O,O,X,X,O,X,X,X,X,X,X
JZSOLTI,O,O,O,O,X,X,O,X,X,X,X,X,X
JZSOLIT,O,O,O,O,X,X,O,X,X,X,X,X,X
JZOTILS,O,X,O,X,O,X,O,X,O,X,O,O,X
JZOTISL,X,O,O,X,X,X,O,X,O,X,O,X,X
JZOTLIS,O,X,O,X,O,X,O,X,O,X,O,O,X
JZOTLSI,O,X,O,X,O,X,O,X,O,X,X,X,X
JZOTSIL,X,O,O,X,X,X,O,X,O,X,O,X,X
JZOTSLI,X,O,O,X,O,X,O,X,O,X,X,X,X
JZOITLS,O,X,O,X,X,X,X,X,O,X,O,X,X
JZOITSL,X,O,O,X,X,X,O,X,O,X,O,X,X
JZOILTS,O,X,O,X,O,X,X,X,X,X,O,X,X
JZOILST,O,O,O,O,X,X,O,X,X,X,X,X,X
JZOISTL,X,O,O,O,X,X,O,X,X,X,X,X,X
JZOISLT,O,O,O,O,X,X,O,X,X,X,X,X,X
JZOLTIS,O,X,O,X,O,X,X,X,O,X,X,X,X
JZOLTSI,O,X,O,X,O,X,O,X,O,X,X,X,X
JZOLITS,O,X,O,X,O,X,X,X,O,X,X,X,X
JZOLIST,O,O,O,O,X,X,O,X,X,X,X,X,X
JZOLSTI,O,O,O,O,X,X,O,X,X,X,X,X,X
JZOLSIT,O,O,O,O,X,X,O,X,X,X,X,X,X
JZOSTIL,X,O,O,O,X,X,O,X,X,X,X,X,X
JZOSTLI,X,O,O,O,X,X,O,X,X,X,X,X,X
JZOSITL,X,O,O,O,X,X,O,X,X,X,X,X,X
JZOSILT,O,O,O,O,X,X,O,X,X,X,X,X,X
JZOSLTI,O,O,O,O,X,X,O,X,X,X,X,X,X
JZOSLIT,O,O,O,O,X,X,O,X,X,X,X,X,X
JOTILSZ,O,X,O,X,O,O,O,O,O,X,X,X,O
JOTILZS,O,X,O,X,O,O,O,O,O,X,X,O,X
JOTISLZ,O,O,O,X,X,O,O,O,X,X,X,X,O
JOTISZL,O,O,O,X,X,O,O,X,X,X,X,X,O
JOTIZLS,O,O,O,X,O,O,O,O,O,X,O,O,X
JOTIZSL,O,O,O,X,X,O,O,X,O,X,O,O,X
JOTLISZ,O,X,O,X,O,O,O,O,O,X,X,X,O
JOTLIZS,O,X,O,X,O,O,O,O,O,X,X,O,X
JOTLSIZ,O,O,O,X,O,O,O,O,O,X,X,X,O
JOTLSZI,O,O,O,X,O,O,O,O,O,X,X,X,O
JOTLZIS,O,O,O,X,O,O,O,O,O,X,O,O,X
JOTLZSI,O,O,O,X,O,O,O,O,O,X,X,O,O
JOTSILZ,O,O,O,X,X,O,O,O,X,X,X,X,O
JOTSIZL,O,O,O,X,X,O,O,X,X,X,X,X,O
JOTSLIZ,O,O,O,X,O,O,O,O,O,X,X,X,O
JOTSLZI,O,O,O,X,O,O,O,O,O,X,X,X,O
JOTSZIL,O,O,O,X,X,O,O,X,O,X,O,X,O
JOTSZLI,O,O,O,X,O,O,O,X,O,X,X,X,O
JOTZILS,O,O,O,X,O,O,O,O,O,X,O,O,X
JOTZISL,O,O,O,X,X,O,O,X,O,X,O,O,X
JOTZLIS,O,O,O,X,O,O,O,O,O,X,O,O,X
JOTZLSI,O,O,O,X,O,O,O,O,O,X,X,O,O
JOTZSIL,O,O,O,X,X,O,O,X,O,X,O,O,O
JOTZSLI,O,O,O,X,O,O,O,X,O,X,X,O,O
JOITLSZ,X,X,O,X,X,O,O,O,X,X,X,X,X
JOITLZS,O,X,X,X,X,O,O,O,X,X,X,X,X
JOITSLZ,X,X,O,X,X,O,O,O,X,X,X,X,X
JOITSZL,X,X,X,X,X,O,O,X,X,X,X,X,X
JOITZLS,O,X,X,X,X,O,O,O,X,X,X,X,X
JOITZSL,X,X,X,X,X,O,O,X,X,X,X,X,X
JOILTSZ,X,X,O,X,O,O,O,O,X,X,X,X,X
JOILTZS,O,X,X,X,O,O,X,O,X,X,X,X,X
JOILSTZ,X,X,O,X,X,X,O,O,X,X,X,X,X
JOILSZT,O,X,O,O,X,X,O,X,X,X,X,X,X
JOILZTS,O,X,O,X,X,X,X,X,X,X,X,O,X
JOILZST,O,X,O,O,X,X,X,X,X,X,X,O,X
JOISTLZ,X,X,O,X,X,O,O,X,X,X,X,X,X
JOISTZL,X,X,X,X,X,O,O,X,X,X,X,X,X
JOISLTZ,X,X,O,X,X,O,O,X,X,X,X,X,X
JOISLZT,O,O,O,O,X,X,O,X,X,X,X,X,X
JOISZTL,X,O,X,O,X,X,O,X,X,X,X,X,X
JOISZLT,O,O,O,O,X,X,O,X,X,X,X,X,X
JOIZTLS,O,X,O,X,X,X,X,X,X,X,X,O,X
JOIZTSL,X,O,O,X,X,X,O,X,X,X,X,X,X
JOIZLTS,O,X,O,X,O,X,X,X,X,X,X,O,X
JOIZLST,O,O,O,O,X,X,O,X,X,X,X,O,X
JOIZSTL,X,O,O,O,X,X,O,X,X,X,X,X,X
JOIZSLT,O,O,O,O,X,X,O,X,X,X,X,O,X
JOLTISZ,O,X,O,X,O,O,O,O,O,X,X,X,O
JOLTIZS,O,X,O,X,O,O,O,O,O,X,X,X,X
JOLTSIZ,O,X,O,X,O,O,O,O,O,X,X,X,O
JOLTSZI,O,X,O,X,O,O,O,O,O,X,X,X,O
JOLTZIS,O,X,O,X,O,O,O,O,O,X,X,X,X
JOLTZSI,O,X,O,X,O,O,O,O,O,X,X,X,O
JOLITSZ,X,X,O,X,O,O,O,O,O,X,X,X,X
JOLITZS,O,X,X,X,O,O,X,O,O,X,X,X,X
JOLISTZ,X,X,O,X,X,X,O,O,X,X,X,X,X
JOLISZT,O,X,O,O,X,X,O,X,X,X,X,X,X
JOLIZTS,O,X,O,X,X,X,X,X,O,X,X,X,X
JOLIZST,O,X,O,O,X,X,X,X,X,X,X,X,X
JOLSTIZ,O,X,O,X,X,X,O,O,X,X,X,X,O
JOLSTZI,O,O,O,X,X,X,O,O,X,X,X,X,O
JOLSITZ,O,X,O,X,X,X,O,O,X,X,X,X,O
JOLSIZT,O,O,O,O,X,X,O,X,X,X,X,X,O
JOLSZTI,O,O,O,O,X,X,O,X,X,X,X,X,O
JOLSZIT,O,O,O,O,X,X,O,X,X,X,X,X,O
JOLZTIS,O,X,O,X,X,X,X,X,O,X,X,X,X
JOLZTSI,O,X,O,X,X,X,O,X,O,X,X,X,X
JOLZITS,O,X,O,X,X,X,X,X,O,X,X,X,X
JOLZIST,O,O,O,O,X,X,O,X,X,X,X,X,X
JOLZSTI,O,O,O,O,X,X,O,X,X,X,X,X,X
JOLZSIT,O,O,O,O,X,X,O,X,X,X,X,X,X
JOSTILZ,O,O,O,X,X,O,O,X,X,X,X,X,O
JOSTIZL,O,O,O,X,X,O,O,X,X,X,X,X,O
JOSTLIZ,O,O,O,X,X,O,O,X,X,X,X,X,O
JOSTLZI,O,O,O,X,X,O,O,X,X,X,X,X,O
JOSTZIL,O,O,O,X,X,O,O,X,X,X,X,X,O
JOSTZLI,O,O,O,X,X,O,O,X,X,X,X,X,O
JOSITLZ,O,X,O,X,X,O,O,X,X,X,X,X,O
JOSITZL,O,X,X,X,X,O,O,X,X,X,X,X,X
JOSILTZ,O,X,O,X,X,O,O,X,X,X,X,X,O
JOSILZT,O,O,O,O,X,X,O,X,X,X,X,X,O
JOSIZTL,O,O,X,O,X,X,O,X,X,X,X,X,X
JOSIZLT,O,O,O,O,X,X,O,X,X,X,X,X,O
JOSLTIZ,O,O,O,X,X,O,O,X,X,X,X,X,O
JOSLTZI,O,O,O,X,X,O,O,X,X,X,X,X,O
JOSLITZ,O,X,O,X,X,O,O,X,X,X,X,X,O
JOSLIZT,O,O,O,O,X,X,O,X,X,X,X,X,O
JOSLZTI,O,O,O,O,X,X,O,X,X,X,X,X,O
JOSLZIT,O,O,O,O,X,X,O,X,X,X,X,X,O
JOSZTIL,O,O,O,O,X,X,O,X,X,X,X,X,X
JOSZTLI,O,O,O,O,X,X,O,X,X,X,X,X,X
JOSZITL,O,O,O,O,X,X,O,X,X,X,X,X,X
JOSZILT,O,O,O,O,X,X,O,X,X,X,X,X,O
JOSZLTI,O,O,O,O,X,X,O,X,X,X,X,X,O
JOSZLIT,O,O,O,O,X,X,O,X,X,X,X,X,O
JOZTILS,O,O,O,X,O,X,O,X,O,X,O,O,X
JOZTISL,O,O,O,X,X,X,O,X,O,X,O,O,X
JOZTLIS,O,O,O,X,O,X,O,X,O,X,O,O,X
JOZTLSI,O,O,O,X,O,X,O,X,O,X,X,O,X
JOZTSIL,O,O,O,X,X,X,O,X,O,X,O,O,X
JOZTSLI,O,O,O,X,O,X,O,X,O,X,X,O,X
JOZITLS,O,X,O,X,X,X,X,X,O,X,O,O,X
JOZITSL,X,O,O,X,X,X,O,X,O,X,O,O,X
JOZILTS,O,X,O,X,O,X,X,X,X,X,O,O,X
JOZILST,O,O,O,O,X,X,O,X,X,X,X,O,X
JOZISTL,X,O,O,O,X,X,O,X,X,X,X,X,X
JOZISLT,O,O,O,O,X,X,O,X,X,X,X,O,X
JOZLTIS,O,X,O,X,O,X,X,X,O,X,X,O,X
JOZLTSI,O,X,O,X,O,X,O,X,O,X,X,O,X
JOZLITS,O,X,O,X,O,X,X,X,O,X,X,O,X
JOZLIST,O,O,O,O,X,X,O,X,X,X,X,O,X
JOZLSTI,O,O,O,O,X,X,O,X,X,X,X,X,X
JOZLSIT,O,O,O,O,X,X,O,X,X,X,X,X,X
JOZSTIL,X,O,O,O,X,X,O,X,X,X,X,O,X
JOZSTLI,X,O,O,O,X,X,O,X,X,X,X,O,X
JOZSITL,X,O,O,O,X,X,O,X,X,X,X,X,X
JOZSILT,O,O,O,O,X,X,O,X,X,X,X,O,X
JOZSLTI,O,O,O,O,X,X,O,X,X,X,X,X,X
JOZSLIT,O,O,O,O,X,X,O,X,X,X,X,X,X
STILJZO,O,O,X,O,X,O,X,X,X,O,X,X,X
STILJOZ,O,X,X,O,X,O,X,X,X,O,X,X,X
STILZJO,O,O,X,O,X,X,X,X,X,O,O,O,X
STILZOJ,O,O,X,O,X,X,X,X,X,O,O,X,X
STILOJZ,O,X,X,X,X,O,X,X,X,O,X,X,X
STILOZJ,O,X,X,O,X,X,X,X,X,O,O,X,X
STIJLZO,O,O,X,O,X,O,X,X,X,O,X,X,X
STIJLOZ,O,X,X,O,X,O,X,X,X,O,X,X,X
STIJZLO,O,O,X,O,X,O,X,X,X,O,X,X,X
STIJZOL,O,O,X,O,X,O,X,X,X,O,X,X,X
STIJOLZ,O,X,X,O,X,O,X,X,X,O,X,X,X
STIJOZL,O,X,X,O,X,O,X,X,X,O,X,X,X
STIZLJO,O,O,X,O,X,X,X,X,X,O,O,O,X
STIZLOJ,O,O,X,O,X,X,X,X,X,O,O,X,X
STIZJLO,O,O,X,O,X,X,X,X,X,O,O,O,X
STIZJOL,O,O,X,O,X,X,X,X,X,O,O,X,X
STIZOLJ,O,O,X,O,X,X,X,X,X,O,O,X,X
STIZOJL,O,X,X,O,X,X,X,X,X,O,O,X,X
STIOLJZ,O,X,X,X,X,O,X,X,X,O,X,X,X
STIOLZJ,O,X,X,O,X,X,X,X,X,O,O,X,X
STIOJLZ,O,X,X,X,X,O,X,X,X,O,X,X,X
STIOJZL,O,X,X,X,X,O,X,X,X,O,X,X,X
STIOZLJ,O,X,X,O,X,X,X,X,X,O,O,X,X
STIOZJL,O,X,X,O,X,X,X,X,X,O,O,X,X
STLIJZO,O,O,X,O,X,O,X,O,O,O,X,X,X
STLIJOZ,O,X,X,O,O,O,X,O,O,O,X,X,X
STLIZJO,O,O,X,O,O,X,X,O,X,O,X,O,X
STLIZOJ,O,O,X,O,O,X,X,O,X,O,X,X,X
STLIOJZ,O,X,X,X,O,O,X,O,O,O,X,X,X
STLIOZJ,O,X,X,O,O,X,X,O,X,O,X,X,X
STLJIZO,O,O,O,O,X,O,O,O,O,O,X,X,X
STLJIOZ,O,X,O,O,O,O,O,O,O,O,X,X,X
STLJZIO,O,O,O,O,X,O,O,O,O,X,X,X,X
STLJZOI,O,O,O,O,X,O,O,O,O,X,X,X,X
STLJOIZ,O,X,O,O,O,O,O,O,O,O,X,X,X
STLJOZI,O,O,O,O,O,O,O,O,O,X,X,X,X
STLZIJO,O,O,O,O,O,X,O,O,X,O,X,O,X
STLZIOJ,O,O,O,O,O,X,O,O,X,O,X,X,X
STLZJIO,O,O,O,O,O,O,O,O,X,X,X,O,X
STLZJOI,O,O,O,O,O,O,O,O,X,X,X,X,X
STLZOIJ,O,O,O,O,O,X,O,O,X,O,X,X,X
STLZOJI,O,O,O,O,O,O,O,O,X,X,X,X,X
STLOIJZ,O,X,O,X,O,O,X,O,O,O,X,X,X
STLOIZJ,O,X,O,O,O,X,X,O,X,O,X,O,X
STLOJIZ,O,X,O,O,O,O,O,O,O,O,X,X,X
STLOJZI,O,O,O,O,O,O,O,O,O,X,X,X,X
STLOZIJ,O,O,O,O,O,X,X,O,X,O,X,O,X
STLOZJI,O,O,O,O,O,O,O,O,X,X,X,O,X
STJILZO,O,O,O,O,X,O,O,O,X,O,X,X,X
STJILOZ,O,X,O,O,X,O,O,O,X,O,X,X,X
STJIZLO,O,O,O,O,X,O,O,X,X,O,X,X,X
STJIZOL,O,O,O,O,X,O,X,X,X,O,X,X,X
STJIOLZ,O,X,O,O,X,O,O,O,X,O,X,X,X
STJIOZL,O,X,O,O,X,O,O,X,X,O,X,X,X
STJLIZO,O,O,O,O,X,O,O,O,O,O,X,X,X
STJLIOZ,O,X,O,O,O,O,O,O,O,O,X,X,X
STJLZIO,O,O,O,O,X,O,O,O,O,X,X,X,X
STJLZOI,O,O,O,O,X,O,O,O,O,X,X,X,X
STJLOIZ,O,X,O,O,O,O,O,O,O,O,X,X,X
STJLOZI,O,O,O,O,O,O,O,O,O,X,X,X,X
STJZILO,O,O,O,O,X,O,O,X,X,X,O,X,X
STJZIOL,O,O,O,O,X,O,O,X,O,X,O,X,X
STJZLIO,O,O,O,O,O,O,O,X,O,X,X,X,X
STJZLOI,O,O,O,O,O,O,O,X,O,X,X,X,X
STJZOIL,O,O,O,O,X,O,O,X,O,X,O,X,X
STJZOLI,O,O,O,O,O,O,O,X,O,X,X,X,X
STJOILZ,O,O,O,O,X,O,O,O,X,O,X,X,O
STJOIZL,O,O,O,O,X,O,O,X,X,O,X,X,O
STJOLIZ,O,O,O,O,O,O,O,O,O,O,X,X,O
STJOLZI,O,O,O,O,O,O,O,O,O,X,X,X,O
STJOZIL,O,O,O,O,X,O,O,X,O,X,O,X,O
STJOZLI,O,O,O,O,O,O,O,X,O,X,X,X,O
STZILJO,O,O,O,O,X,X,O,X,X,O,O,O,X
STZILOJ,O,O,O,O,X,X,O,X,X,O,O,X,X
STZIJLO,O,O,O,O,X,X,O,X,X,O,O,O,X
STZIJOL,O,O,O,O,X,X,O,X,X,O,O,X,X
STZIOLJ,O,O,O,O,X,X,O,X,X,O,O,X,X
STZIOJL,O,X,O,O,X,X,X,X,X,O,O,X,X
STZLIJO,O,O,O,O,O,X,O,X,X,O,X,O,X
STZLIOJ,O,O,O,O,O,X,O,X,X,O,X,X,X
STZLJIO,O,O,O,O,O,O,O,X,X,X,X,O,X
STZLJOI,O,O,O,O,O,O,O,X,X,X,X,X,X
STZLOIJ,O,O,O,O,O,X,O,X,X,O,X,X,X
STZLOJI,O,O,O,O,O,O,O,X,X,X,X,X,X
STZJILO,O,O,O,O,X,O,O,X,X,X,O,O,X
STZJIOL,O,O,O,O,X,O,O,X,X,X,O,X,X
STZJLIO,O,O,O,O,O,O,O,X,X,X,X,O,X
STZJLOI,O,O,O,O,O,O,O,X,X,X,X,X,X
STZJOIL,O,O,O,O,X,O,O,X,X,X,O,X,X
STZJOLI,O,O,O,O,O,O,O,X,X,X,X,X,X
STZOILJ,O,O,O,O,X,X,O,X,X,O,O,X,X
STZOIJL,O,X,O,O,X,X,X,X,X,O,O,X,X
STZOLIJ,O,O,O,O,O,X,O,X,X,O,X,X,X
STZOLJI,O,O,O,O,O,O,O,X,X,X,X,X,X
STZOJIL,O,O,O,O,X,O,O,X,X,X,O,X,X
STZOJLI,O,O,O,O,O,O,O,X,X,X,X,X,X
STOILJZ,O,O,O,X,X,O,X,X,X,O,X,X,O
STOILZJ,O,O,O,O,X,X,X,X,X,O,O,O,O
STOIJLZ,O,O,O,X,X,O,O,X,X,O,X,X,O
STOIJZL,O,O,O,X,X,O,O,X,X,O,X,X,O
STOIZLJ,O,O,O,O,X,X,X,X,X,O,O,O,O
STOIZJL,O,O,X,O,X,X,X,X,X,O,O,O,O
STOLIJZ,O,O,O,X,O,O,X,O,O,O,X,X,O
STOLIZJ,O,O,O,O,O,X,X,O,X,O,X,O,O
STOLJIZ,O,O,O,O,O,O,O,O,O,O,X,X,O
STOLJZI,O,O,O,O,O,O,O,O,O,X,X,X,O
STOLZIJ,O,O,O,O,O,X,X,O,X,O,X,O,O
STOLZJI,O,O,O,O,O,O,O,O,X,X,X,O,O
STOJILZ,O,O,O,O,X,O,O,O,X,O,X,X,O
STOJIZL,O,O,O,O,X,O,O,X,X,O,X,X,O
STOJLIZ,O,O,O,O,O,O,O,O,O,O,X,X,O
STOJLZI,O,O,O,O,O,O,O,O,O,X,X,X,O
STOJZIL,O,O,O,O,X,O,O,X,O,X,O,X,O
STOJZLI,O,O,O,O,O,O,O,X,O,X,X,X,O
STOZILJ,O,O,O,O,X,X,X,X,X,O,O,O,O
STOZIJL,O,O,X,O,X,X,X,X,X,O,O,O,O
STOZLIJ,O,O,O,O,O,X,X,X,X,O,X,O,O
STOZLJI,O,O,O,O,O,O,O,X,X,X,X,O,O
STOZJIL,O,O,O,O,X,O,O,X,X,X,O,O,O
STOZJLI,O,O,O,O,O,O,O,X,X,X,X,O,O
SITLJZO,O,O,X,O,X,O,X,X,X,O,X,X,X
SITLJOZ,O,X,X,O,X,O,X,X,X,O,X,X,X
SITLZJO,O,O,X,O,X,X,X,X,X,O,O,X,X
SITLZOJ,O,O,X,O,X,X,X,X,X,O,O,X,X
SITLOJZ,O,X,X,X,X,O,X,X,X,O,X,X,X
SITLOZJ,O,X,X,O,X,X,X,X,X,O,O,X,X
SITJLZO,O,O,X,O,X,O,X,X,X,O,X,X,X
SITJLOZ,O,X,X,O,X,O,X,X,X,O,X,X,X
SITJZLO,O,O,X,O,X,O,X,X,X,O,X,X,X
SITJZOL,O,O,X,O,X,O,X,X,X,O,X,X,X
SITJOLZ,O,X,X,O,X,O,X,X,X,O,X,X,X
SITJOZL,O,X,X,O,X,O,X,X,X,O,X,X,X
SITZLJO,O,O,X,O,X,X,X,X,X,O,O,X,X
SITZLOJ,O,O,X,O,X,X,X,X,X,O,O,X,X
SITZJLO,O,O,X,O,X,X,X,X,X,O,O,X,X
SITZJOL,O,O,X,O,X,X,X,X,X,O,O,X,X
SITZOLJ,O,O,X,O,X,X,X,X,X,O,O,X,X
SITZOJL,O,X,X,O,X,X,X,X,X,O,O,X,X
SITOLJZ,O,X,X,X,X,O,X,X,X,O,X,X,X
SITOLZJ,O,X,X,O,X,X,X,X,X,O,O,X,X
SITOJLZ,O,X,X,X,X,O,X,X,X,O,X,X,X
SITOJZL,O,X,X,X,X,O,X,X,X,O,X,X,X
SITOZLJ,O,X,X,O,X,X,X,X,X,O,O,X,X
SITOZJL,O,X,X,O,X,X,X,X,X,O,O,X,X
SILTJZO,O,O,X,O,X,O,X,X,X,O,X,X,X
SILTJOZ,O,X,X,O,X,O,X,X,X,O,X,X,X
SILTZJO,O,O,X,O,X,X,X,X,X,O,O,X,X
SILTZOJ,O,O,X,O,X,X,X,X,X,O,O,X,X
SILTOJZ,O,X,X,X,X,O,X,X,X,O,X,X,X
SILTOZJ,O,X,X,O,X,X,X,X,X,O,O,X,X
SILJTZO,O,X,X,O,X,O,X,X,X,O,X,X,X
SILJTOZ,X,X,X,X,X,O,X,X,X,O,X,X,X
SILJZTO,O,O,X,O,X,O,X,X,X,O,X,X,X
SILJZOT,O,O,X,O,X,X,X,X,X,X,X,X,X
SILJOTZ,O,X,X,X,X,O,X,X,X,O,X,X,X
SILJOZT,O,X,X,O,X,X,X,X,X,X,X,X,X
SILZTJO,O,O,X,O,X,X,X,X,X,O,O,X,X
SILZTOJ,O,O,X,O,X,X,X,X,X,O,O,X,X
SILZJTO,O,O,X,O,X,X,X,X,X,O,O,X,X
SILZJOT,O,O,X,O,X,X,X,X,X,X,X,X,X
SILZOTJ,O,O,X,O,X,X,X,X,X,X,X,X,X
SILZOJT,O,O,X,O,X,X,X,X,X,X,X,X,X
SILOTJZ,O,X,X,X,X,X,X,X,X,O,X,X,X
SILOTZJ,O,X,X,X,X,X,X,X,X,O,X,X,X
SILOJTZ,O,X,X,X,X,X,X,X,X,O,X,X,X
SILOJZT,O,X,X,X,X,X,X,X,X,X,X,X,X
SILOZTJ,O,X,X,O,X,X,X,X,X,X,X,X,X
SILOZJT,O,X,X,O,X,X,X,X,X,X,X,X,X
SIJTLZO,O,X,X,O,X,O,X,X,X,O,X,X,X
SIJTLOZ,X,X,X,X,X,O,X,X,X,O,X,X,X
SIJTZLO,O,X,X,O,X,O,X,X,X,O,X,X,X
SIJTZOL,X,X,X,O,X,O,X,X,X,O,X,X,X
SIJTOLZ,X,X,X,X,X,O,X,X,X,O,X,X,X
SIJTOZL,X,X,X,X,X,O,X,X,X,O,X,X,X
SIJLTZO,O,X,X,O,X,O,X,X,X,O,X,X,X
SIJLTOZ,X,X,X,X,X,O,X,X,X,O,X,X,X
SIJLZTO,O,O,X,O,X,O,X,X,X,O,X,X,X
SIJLZOT,O,O,X,O,X,X,X,X,X,X,X,X,X
SIJLOTZ,O,X,X,X,X,O,X,X,X,O,X,X,X
SIJLOZT,O,X,X,O,X,X,X,X,X,X,X,X,X
SIJZTLO,O,O,X,O,X,O,X,X,X,O,X,X,X
SIJZTOL,X,X,X,O,X,O,X,X,X,O,X,X,X
SIJZLTO,O,O,X,O,X,O,X,X,X,O,X,X,X
SIJZLOT,O,O,X,O,X,X,X,X,X,X,X,X,X
SIJZOTL,X,X,X,O,X,X,X,X,X,X,X,X,X
SIJZOLT,O,O,X,O,X,X,X,X,X,X,X,X,X
SIJOTLZ,O,X,X,X,X,O,X,X,X,O,X,X,X
SIJOTZL,O,X,X,X,X,O,X,X,X,O,X,X,X
SIJOLTZ,O,X,X,X,X,O,X,X,X,O,X,X,X
SIJOLZT,O,X,X,O,X,X,X,X,X,X,X,X,X
SIJOZTL,O,X,X,O,X,X,X,X,X,X,X,X,X
SIJOZLT,O,X,X,O,X,X,X,X,X,X,X,X,X
SIZTLJO,O,O,X,O,X,X,X,X,X,O,O,X,X
SIZTLOJ,O,O,X,O,X,X,X,X,X,O,O,X,X
SIZTJLO,O,O,X,O,X,X,X,X,X,O,O,X,X
SIZTJOL,O,O,X,O,X,X,X,X,X,O,O,X,X
SIZTOLJ,O,O,X,O,X,X,X,X,X,O,O,X,X
SIZTOJL,O,X,X,O,X,X,X,X,X,O,O,X,X
SIZLTJO,O,O,X,O,X,X,X,X,X,O,O,X,X
SIZLTOJ,O,O,X,O,X,X,X,X,X,O,O,X,X
SIZLJTO,O,O,X,O,X,X,X,X,X,O,O,X,X
SIZLJOT,O,O,X,O,X,X,X,X,X,X,X,X,X
SIZLOTJ,O,O,X,O,X,X,X,X,X,X,X,X,X
SIZLOJT,O,O,X,O,X,X,X,X,X,X,X,X,X
SIZJTLO,O,O,X,O,X,X,X,X,X,O,O,X,X
SIZJTOL,X,X,X,O,X,X,X,X,X,O,O,X,X
SIZJLTO,O,O,X,O,X,X,X,X,X,O,O,X,X
SIZJLOT,O,O,X,O,X,X,X,X,X,X,X,X,X
SIZJOTL,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZJOLT,O,O,X,O,X,X,X,X,X,X,X,X,X
SIZOTLJ,O,X,X,O,X,X,X,X,X,X,X,X,X
SIZOTJL,O,X,X,O,X,X,X,X,X,X,X,X,X
SIZOLTJ,O,O,X,O,X,X,X,X,X,X,X,X,X
SIZOLJT,O,O,X,O,X,X,X,X,X,X,X,X,X
SIZOJTL,O,X,X,O,X,X,X,X,X,X,X,X,X
SIZOJLT,O,X,X,O,X,X,X,X,X,X,X,X,X
SIOTLJZ,O,X,X,X,X,X,X,X,X,O,X,X,X
SIOTLZJ,O,X,X,X,X,X,X,X,X,O,X,X,X
SIOTJLZ,O,X,X,X,X,X,X,X,X,O,X,X,X
SIOTJZL,O,X,X,X,X,X,X,X,X,O,X,X,X
SIOTZLJ,O,X,X,X,X,X,X,X,X,O,X,X,X
SIOTZJL,O,X,X,X,X,X,X,X,X,O,X,X,X
