sequence,v115@vhGZEJXhB8mBzkB+tBSvB2wB,v115@vhG5DJ2kBaoB3lBTpB0rBWyB,v115@vhGSDJZkBupB3lBToB0rBWyB,v115@vhG+/I5jBaoB/qBUmBTpBWyB,v115@vhG/CJTjBxkBipBUrB2xBGtB,v115@vhG/CJOoBxkB+tBipBUrBTsB,v115@vhGT5IOoBKpBUmB/sB+tBRwB,v115@vhGT5I5oBOpB8pBCmBXnB2wB,v115@vhGT5I5oBOpB8pBfrB6rBOsB,v115@vhGaGJ8mB5oB/pBznBWwB2xB,v115@vhG3/I6oBRnBTpB2vBmrBUtB
JTZOSLI,X,X,O,X,O,O,X,X,X,O,O
JTOILSZ,X,X,X,X,X,X,O,X,X,O,X
JTOILZS,X,X,O,X,X,X,O,X,X,O,X
JTOISLZ,X,X,X,X,X,X,O,X,X,O,X
JTOISZL,X,X,X,X,X,X,O,X,X,O,X
JTOIZLS,X,X,O,X,X,X,O,X,X,O,X
JTOIZSL,X,X,O,X,X,X,O,X,X,O,X
JTOLISZ,X,X,X,X,O,O,O,X,X,O,X
JTOLIZS,X,X,O,X,O,O,O,X,X,O,X
JTOLSIZ,X,X,X,X,O,O,O,X,X,O,X
JTOLSZI,X,X,X,X,O,O,X,X,X,O,X
JTOLZIS,X,X,O,X,O,O,X,X,X,O,X
JTOLZSI,X,X,O,X,O,O,X,X,X,O,X
JTOSILZ,X,X,X,X,X,X,O,X,X,O,X
JTOSIZL,X,X,X,X,X,X,O,X,X,O,X
JTOSLIZ,X,X,X,X,O,O,O,X,X,O,X
JTOSLZI,X,X,X,X,O,O,X,X,X,O,X
JTOSZIL,X,X,X,X,X,X,X,X,X,O,O
JTOSZLI,X,X,X,X,O,O,X,X,X,O,O
JTOZILS,X,X,O,X,X,X,X,X,X,O,O
JTOZISL,X,X,O,X,X,X,X,X,X,O,O
JTOZLIS,X,X,O,X,O,O,X,X,X,O,O
JTOZLSI,X,X,O,X,O,O,X,X,X,O,O
JTOZSIL,X,X,O,X,X,X,X,X,X,O,O
JTOZSLI,X,X,O,X,O,O,X,X,X,O,O
JITLSZO,O,X,X,X,X,X,O,X,X,O,X
JITLSOZ,O,X,X,X,X,X,O,X,X,O,X
JITLZSO,O,X,X,X,X,X,O,X,X,O,X
JITLZOS,O,X,X,X,X,X,O,X,X,O,X
JITLOSZ,O,X,X,X,X,X,O,X,X,O,X
JITLOZS,O,X,X,X,X,X,O,X,X,O,X
JITSLZO,O,X,X,X,X,X,O,X,X,O,X
JITSLOZ,O,X,X,X,X,X,O,X,X,O,X
JITSZLO,O,X,X,X,X,X,O,O,X,O,X
JITSZOL,X,X,X,X,X,X,O,O,X,O,X
JITSOLZ,X,X,X,X,X,X,O,X,X,O,X
JITSOZL,X,X,X,X,X,X,O,O,X,O,X
JITZLSO,O,X,X,X,X,X,O,O,X,O,X
JITZLOS,O,X,X,X,X,X,O,O,X,O,X
JITZSLO,O,X,X,X,X,X,O,O,O,O,X
JITZSOL,X,X,O,X,X,X,O,O,O,O,X
JITZOLS,X,X,O,X,X,X,O,O,X,O,X
JITZOSL,X,X,O,X,X,X,O,O,O,O,X
JITOLSZ,X,X,X,X,X,X,O,X,X,O,X
JITOLZS,X,X,O,X,X,X,O,X,X,O,X
JITOSLZ,X,X,X,X,X,X,O,X,X,O,X
JITOSZL,X,X,X,X,X,X,O,O,X,O,X
JITOZLS,X,X,O,X,X,X,O,O,X,O,X
JITOZSL,X,X,O,X,X,X,O,O,O,O,X
JILTSZO,O,X,X,X,O,X,O,X,X,O,X
JILTSOZ,O,X,X,X,O,X,O,X,X,O,X
JILTZSO,O,X,X,X,O,X,O,X,X,O,X
JILTZOS,O,X,X,X,O,O,O,X,X,O,X
JILTOSZ,O,X,X,X,O,O,O,X,X,O,X
JILTOZS,O,X,X,X,O,O,O,X,X,O,X
JILSTZO,O,X,X,X,O,X,O,X,X,O,X
JILSTOZ,O,X,X,X,O,X,O,X,X,O,X
JILSZTO,O,X,X,X,O,X,O,O,O,O,X
JILSZOT,O,X,X,O,O,O,O,O,O,O,X
JILSOTZ,O,X,X,O,O,O,O,X,X,O,X
JILSOZT,O,X,X,O,O,O,O,O,O,O,X
JILZTSO,O,X,X,X,O,X,O,O,X,O,X
JILZTOS,O,X,X,X,O,O,O,O,X,O,X
JILZSTO,O,X,X,X,O,X,O,O,O,O,X
JILZSOT,O,O,O,X,O,O,O,O,O,O,X
JILZOTS,O,O,O,X,O,O,O,O,X,O,X
JILZOST,O,O,O,X,O,O,O,O,O,O,X
JILOTSZ,O,X,X,O,O,O,O,X,X,O,X
JILOTZS,O,O,O,X,O,O,O,X,X,O,X
JILOSTZ,O,X,X,O,O,O,O,X,X,O,X
JILOSZT,O,O,O,O,O,O,O,O,O,O,X
JILOZTS,O,O,O,X,O,O,O,O,X,O,X
JILOZST,O,O,O,O,O,O,O,O,O,O,X
JISTLZO,O,X,X,X,X,X,O,X,X,O,X
JISTLOZ,O,X,X,X,X,X,O,X,X,O,X
JISTZLO,O,X,X,X,X,X,O,O,X,O,X
JISTZOL,X,X,X,X,X,X,O,O,X,O,X
JISTOLZ,X,X,X,X,X,X,O,X,X,O,X
JISTOZL,X,X,X,X,X,X,O,O,X,O,X
JISLTZO,O,X,X,X,O,X,O,X,X,O,X
JISLTOZ,O,X,X,X,O,X,O,X,X,O,X
JISLZTO,O,X,X,X,O,X,O,O,O,O,X
JISLZOT,O,X,X,O,O,X,O,O,O,O,X
JISLOTZ,O,X,X,O,O,X,O,X,X,O,X
JISLOZT,O,X,X,O,O,X,O,O,O,O,X
JISZTLO,O,X,X,X,X,X,O,O,O,O,X
JISZTOL,X,X,O,X,X,X,O,O,O,O,X
JISZLTO,O,X,X,X,O,X,O,O,O,O,X
JISZLOT,O,X,O,O,O,X,O,O,O,O,X
JISZOTL,X,X,O,O,X,X,O,O,O,O,X
JISZOLT,O,X,O,O,O,X,O,O,O,O,X
JISOTLZ,X,X,X,O,X,X,O,X,X,O,X
JISOTZL,X,X,X,O,X,X,O,O,X,O,X
JISOLTZ,O,X,X,O,O,X,O,X,X,O,X
JISOLZT,O,X,O,O,O,X,O,O,O,O,X
JISOZTL,X,X,O,O,X,X,O,O,O,O,X
JISOZLT,O,X,O,O,O,X,O,O,O,O,X
JIZTLSO,O,X,X,X,X,X,O,O,X,O,X
JIZTLOS,O,X,X,X,X,X,O,O,X,O,O
JIZTSLO,O,X,X,X,X,X,O,O,O,O,X
JIZTSOL,X,X,O,X,X,X,O,O,O,O,X
JIZTOLS,X,X,O,X,X,X,O,O,X,O,O
JIZTOSL,X,X,O,X,X,X,O,O,O,O,O
JIZLTSO,O,X,X,X,O,X,O,O,X,O,X
JIZLTOS,O,X,X,X,O,O,O,O,X,O,O
JIZLSTO,O,X,X,X,O,X,O,O,O,O,X
JIZLSOT,O,O,O,X,O,O,O,O,O,O,O
JIZLOTS,O,O,O,X,O,O,O,O,X,O,O
JIZLOST,O,O,O,X,O,O,O,O,O,O,O
JIZSTLO,O,X,X,X,X,X,O,O,O,O,X
JIZSTOL,X,X,O,X,X,X,O,O,O,O,X
JIZSLTO,O,X,X,X,O,X,O,O,O,O,X
JIZSLOT,O,O,O,X,O,X,O,O,O,O,O
JIZSOTL,X,O,O,X,X,X,O,O,O,O,O
JIZSOLT,O,O,O,X,O,X,O,O,O,O,O
JIZOTLS,X,O,O,X,X,X,O,O,X,O,O
JIZOTSL,X,O,O,X,X,X,O,O,O,O,O
JIZOLTS,O,O,O,X,O,O,O,O,X,O,O
JIZOLST,O,O,O,X,O,O,O,O,O,O,O
JIZOSTL,X,O,O,X,X,X,O,O,O,O,O
JIZOSLT,O,O,O,X,O,O,O,O,O,O,O
JIOTLSZ,X,X,X,O,X,X,O,X,X,O,X
JIOTLZS,X,O,O,X,X,X,O,X,X,O,X
JIOTSLZ,X,X,X,O,X,X,O,X,X,O,X
JIOTSZL,X,X,X,O,X,X,O,O,X,O,X
JIOTZLS,X,O,O,X,X,X,O,O,X,O,X
JIOTZSL,X,O,O,X,X,X,O,O,O,O,X
JIOLTSZ,O,X,X,O,O,O,O,X,X,O,X
JIOLTZS,O,O,O,X,O,O,O,X,X,O,X
JIOLSTZ,O,X,X,O,O,O,O,X,X,O,X
JIOLSZT,O,O,O,O,O,O,O,O,O,O,X
JIOLZTS,O,O,O,X,O,O,O,O,X,O,X
JIOLZST,O,O,O,O,O,O,O,O,O,O,X
JIOSTLZ,X,X,X,O,X,X,O,X,X,O,X
JIOSTZL,X,X,X,O,X,X,O,O,X,O,X
JIOSLTZ,O,X,X,O,O,O,O,X,X,O,X
JIOSLZT,O,O,O,O,O,O,O,O,O,O,X
JIOSZTL,X,O,O,O,X,X,O,O,O,O,O
JIOSZLT,O,O,O,O,O,O,O,O,O,O,O
JIOZTLS,X,O,O,X,X,X,O,O,X,O,O
JIOZTSL,X,O,O,X,X,X,O,O,O,O,O
JIOZLTS,O,O,O,X,O,O,O,O,X,O,O
JIOZLST,O,O,O,O,O,O,O,O,O,O,O
JIOZSTL,X,O,O,O,X,X,O,O,O,O,O
JIOZSLT,O,O,O,O,O,O,O,O,O,O,O
JLTISZO,O,X,X,X,O,X,O,X,X,O,X
JLTISOZ,O,X,X,X,O,X,O,X,X,O,X
JLTIZSO,O,X,X,X,O,X,O,X,X,O,X
JLTIZOS,O,X,X,X,O,O,O,X,X,O,X
JLTIOSZ,O,X,X,X,O,O,O,X,X,O,X
JLTIOZS,O,X,X,X,O,O,O,X,X,O,X
JLTSIZO,O,X,X,X,O,X,O,X,X,O,X
JLTSIOZ,O,X,X,X,O,X,O,X,X,O,X
JLTSZIO,O,X,X,X,O,X,X,X,X,O,X
JLTSZOI,O,X,X,X,O,X,X,X,X,O,X
JLTSOIZ,O,X,X,X,O,X,O,X,X,O,X
JLTSOZI,O,X,X,X,O,X,X,X,X,O,X
JLTZISO,O,X,X,X,O,X,X,X,X,O,X
JLTZIOS,O,X,X,X,O,O,X,X,X,O,X
JLTZSIO,O,X,X,X,O,X,X,X,X,O,X
JLTZSOI,O,X,X,X,O,X,X,X,X,O,X
JLTZOIS,O,X,X,X,O,O,X,X,X,O,X
JLTZOSI,O,X,X,X,O,O,X,X,X,O,X
JLTOISZ,O,X,X,X,O,O,O,X,X,O,X
JLTOIZS,O,X,X,X,O,O,O,X,X,O,X
JLTOSIZ,O,X,X,X,O,O,O,X,X,O,X
JLTOSZI,O,X,X,X,O,O,X,X,X,O,X
JLTOZIS,O,X,X,X,O,O,X,X,X,O,X
JLTOZSI,O,X,X,X,O,O,X,X,X,O,X
JLITSZO,O,X,X,X,O,X,O,X,X,O,X
JLITSOZ,O,X,X,X,O,X,O,X,X,O,X
JLITZSO,O,X,X,X,O,X,O,X,X,O,X
JLITZOS,O,X,X,X,O,O,O,X,X,O,X
JLITOSZ,O,X,X,X,O,O,O,X,X,O,X
JLITOZS,O,X,X,X,O,O,O,X,X,O,X
JLISTZO,O,X,X,X,O,X,O,X,X,O,X
JLISTOZ,O,X,X,X,O,X,O,X,X,O,X
JLISZTO,O,X,X,X,O,X,O,O,O,O,X
JLISZOT,O,X,X,O,O,O,O,O,O,O,X
JLISOTZ,O,X,X,O,O,O,O,X,X,O,X
JLISOZT,O,X,X,O,O,O,O,O,O,O,X
JLIZTSO,O,X,X,X,O,X,O,O,X,O,X
JLIZTOS,O,X,X,X,O,O,O,O,X,O,X
JLIZSTO,O,X,X,X,O,X,O,O,O,O,X
JLIZSOT,O,O,O,X,O,O,O,O,O,O,X
JLIZOTS,O,O,O,X,O,O,O,O,X,O,X
JLIZOST,O,O,O,X,O,O,O,O,O,O,X
JLIOTSZ,O,X,X,O,O,O,O,X,X,O,X
JLIOTZS,O,O,O,X,O,O,O,X,X,O,X
JLIOSTZ,O,X,X,O,O,O,O,X,X,O,X
JLIOSZT,O,O,O,O,O,O,O,O,O,O,X
JLIOZTS,O,O,O,X,O,O,O,O,X,O,X
JLIOZST,O,O,O,O,O,O,O,O,O,O,X
JLSTIZO,O,X,X,X,O,X,O,X,X,O,X
JLSTIOZ,O,X,X,X,O,X,O,X,X,O,X
JLSTZIO,O,X,X,X,O,X,X,X,X,O,X
JLSTZOI,O,X,X,X,O,X,X,X,X,O,X
JLSTOIZ,O,X,X,X,O,X,O,X,X,O,X
JLSTOZI,O,X,X,X,O,X,X,X,X,O,X
JLSITZO,O,X,X,X,O,X,O,X,X,O,X
JLSITOZ,O,X,X,X,O,X,O,X,X,O,X
JLSIZTO,O,X,X,X,O,X,O,O,O,O,X
JLSIZOT,O,X,X,O,O,O,O,O,O,O,X
JLSIOTZ,O,X,X,O,O,O,O,X,X,O,X
JLSIOZT,O,X,X,O,O,O,O,O,O,O,X
JLSZTIO,O,X,X,X,O,X,X,O,O,O,X
JLSZTOI,O,X,X,X,O,X,X,X,X,O,X
JLSZITO,O,X,X,X,O,X,O,O,O,O,X
JLSZIOT,O,X,X,O,O,O,O,O,O,O,X
JLSZOTI,O,X,X,O,O,O,X,X,X,O,X
JLSZOIT,O,X,X,O,O,O,O,O,O,O,X
JLSOTIZ,O,X,X,O,O,O,O,X,X,O,X
JLSOTZI,O,X,X,O,O,O,X,X,X,O,X
JLSOITZ,O,X,X,O,O,O,O,X,X,O,X
JLSOIZT,O,X,X,O,O,O,O,X,X,O,X
JLSOZTI,O,X,X,O,O,O,X,X,X,O,X
JLSOZIT,O,X,X,O,O,O,O,X,X,O,X
JLZTISO,O,X,X,X,O,X,X,O,X,O,X
JLZTIOS,O,X,X,X,O,O,X,O,X,O,O
JLZTSIO,O,X,X,X,O,X,X,O,X,O,X
JLZTSOI,O,X,X,X,O,X,X,X,X,O,X
JLZTOIS,O,X,X,X,O,O,X,X,X,O,O
JLZTOSI,O,X,X,X,O,O,X,X,X,O,O
JLZITSO,O,X,X,X,O,X,O,O,X,O,X
JLZITOS,O,X,X,X,O,O,O,O,X,O,O
JLZISTO,O,X,X,X,O,X,O,O,O,O,X
JLZISOT,O,O,O,X,O,O,O,O,O,O,O
JLZIOTS,O,O,O,X,O,O,O,O,X,O,O
JLZIOST,O,O,O,X,O,O,O,O,O,O,O
JLZSTIO,O,X,X,X,O,X,X,O,O,O,X
JLZSTOI,O,X,X,X,O,X,X,X,X,O,X
JLZSITO,O,X,X,X,O,X,O,O,O,O,X
JLZSIOT,O,O,O,X,O,O,O,O,O,O,O
JLZSOTI,O,O,O,X,O,O,X,X,X,O,O
JLZSOIT,O,O,O,X,O,O,O,O,O,O,O
JLZOTIS,O,O,O,X,O,O,X,X,X,O,O
JLZOTSI,O,O,O,X,O,O,X,X,X,O,O
JLZOITS,O,O,O,X,O,O,O,O,X,O,O
JLZOIST,O,O,O,X,O,O,O,O,X,O,O
JLZOSTI,O,O,O,X,O,O,X,X,X,O,O
JLZOSIT,O,O,O,X,O,O,O,O,X,O,O
JLOTISZ,O,X,X,O,O,O,O,X,X,O,X
JLOTIZS,O,O,O,X,O,O,O,X,X,O,X
JLOTSIZ,O,X,X,O,O,O,O,X,X,O,X
JLOTSZI,O,X,X,O,O,O,X,X,X,O,X
JLOTZIS,O,O,O,X,O,O,X,X,X,O,X
JLOTZSI,O,O,O,X,O,O,X,X,X,O,X
JLOITSZ,O,X,X,O,O,O,O,X,X,O,X
JLOITZS,O,O,O,X,O,O,O,X,X,O,X
JLOISTZ,O,X,X,O,O,O,O,X,X,O,X
JLOISZT,O,O,O,O,O,O,O,X,X,O,X
JLOIZTS,O,O,O,X,O,O,O,X,X,O,X
JLOIZST,O,O,O,O,O,O,O,X,X,O,X
JLOSTIZ,O,X,X,O,O,O,O,X,X,O,X
JLOSTZI,O,X,X,O,O,O,X,X,X,O,X
JLOSITZ,O,X,X,O,O,O,O,X,X,O,X
JLOSIZT,O,O,O,O,O,O,O,X,X,O,X
JLOSZTI,O,O,O,O,O,O,X,X,X,O,O
JLOSZIT,O,O,O,O,O,O,O,X,X,O,O
JLOZTIS,O,O,O,X,O,O,X,X,X,O,O
JLOZTSI,O,O,O,X,O,O,X,X,X,O,O
JLOZITS,O,O,O,X,O,O,O,X,X,O,O
JLOZIST,O,O,O,O,O,O,O,X,X,O,O
JLOZSTI,O,O,O,O,O,O,X,X,X,O,O
JLOZSIT,O,O,O,O,O,O,O,X,X,O,O
JSTILZO,O,X,X,X,X,X,O,X,X,O,X
JSTILOZ,O,X,X,X,X,X,O,X,X,O,X
JSTIZLO,O,X,X,X,X,X,O,O,X,O,X
JSTIZOL,X,X,X,X,X,X,O,O,X,O,X
JSTIOLZ,X,X,X,X,X,X,O,X,X,O,X
JSTIOZL,X,X,X,X,X,X,O,O,X,O,X
JSTLIZO,O,X,X,X,O,X,O,X,X,O,X
JSTLIOZ,O,X,X,X,O,X,O,X,X,O,X
JSTLZIO,O,X,X,X,O,X,X,X,X,O,X
JSTLZOI,O,X,X,X,O,X,X,X,X,O,X
JSTLOIZ,O,X,X,X,O,X,O,X,X,O,X
JSTLOZI,O,X,X,X,O,X,X,X,X,O,X
JSTZILO,O,X,X,X,X,X,X,O,X,O,X
JSTZIOL,X,X,X,X,X,X,X,O,X,O,X
JSTZLIO,O,X,X,X,O,X,X,O,X,O,X
JSTZLOI,O,X,X,X,O,X,X,X,X,O,X
JSTZOIL,X,X,X,X,X,X,X,X,X,O,X
JSTZOLI,X,X,X,X,O,X,X,X,X,O,X
JSTOILZ,X,X,X,X,X,X,O,X,X,O,X
JSTOIZL,X,X,X,X,X,X,O,X,X,O,X
JSTOLIZ,X,X,X,X,O,X,O,X,X,O,X
JSTOLZI,X,X,X,X,O,X,X,X,X,O,X
JSTOZIL,X,X,X,X,X,X,X,X,X,O,X
JSTOZLI,X,X,X,X,O,X,X,X,X,O,X
JSITLZO,O,X,X,X,X,X,O,X,X,O,X
JSITLOZ,O,X,X,X,X,X,O,X,X,O,X
JSITZLO,O,X,X,X,X,X,O,O,X,O,X
JSITZOL,X,X,X,X,X,X,O,O,X,O,X
JSITOLZ,X,X,X,X,X,X,O,X,X,O,X
JSITOZL,X,X,X,X,X,X,O,O,X,O,X
JSILTZO,O,X,X,X,O,X,O,X,X,O,X
JSILTOZ,O,X,X,X,O,X,O,X,X,O,X
JSILZTO,O,X,X,X,O,X,O,O,O,O,X
JSILZOT,O,X,X,O,O,X,O,O,O,O,X
JSILOTZ,O,X,X,O,O,X,O,X,X,O,X
JSILOZT,O,X,X,O,O,X,O,O,O,O,X
JSIZTLO,O,X,X,X,X,X,O,O,O,O,X
JSIZTOL,X,X,O,X,X,X,O,O,O,O,X
JSIZLTO,O,X,X,X,O,X,O,O,O,O,X
JSIZLOT,O,X,O,O,O,X,O,O,O,O,X
JSIZOTL,X,X,O,O,X,X,O,O,O,O,X
JSIZOLT,O,X,O,O,O,X,O,O,O,O,X
JSIOTLZ,X,X,X,O,X,X,O,X,X,O,X
JSIOTZL,X,X,X,O,X,X,O,O,X,O,X
JSIOLTZ,O,X,X,O,O,X,O,X,X,O,X
JSIOLZT,O,X,O,O,O,X,O,O,O,O,X
JSIOZTL,X,X,O,O,X,X,O,O,O,O,X
JSIOZLT,O,X,O,O,O,X,O,O,O,O,X
JSLTIZO,O,X,X,X,O,X,O,X,X,O,X
JSLTIOZ,O,X,X,X,O,X,O,X,X,O,X
JSLTZIO,O,X,X,X,O,X,X,X,X,O,X
JSLTZOI,O,X,X,X,O,X,X,X,X,O,X
JSLTOIZ,O,X,X,X,O,X,O,X,X,O,X
JSLTOZI,O,X,X,X,O,X,X,X,X,O,X
JSLITZO,O,X,X,X,O,X,O,X,X,O,X
JSLITOZ,O,X,X,X,O,X,O,X,X,O,X
JSLIZTO,O,X,X,X,O,X,O,O,O,O,X
JSLIZOT,O,X,X,O,O,O,O,O,O,O,X
JSLIOTZ,O,X,X,O,O,O,O,X,X,O,X
JSLIOZT,O,X,X,O,O,O,O,O,O,O,X
JSLZTIO,O,X,X,X,O,X,X,O,O,O,X
JSLZTOI,O,X,X,X,O,X,X,X,X,O,X
JSLZITO,O,X,X,X,O,X,O,O,O,O,X
JSLZIOT,O,X,X,O,O,O,O,O,O,O,X
JSLZOTI,O,X,X,O,O,O,X,X,X,O,X
JSLZOIT,O,X,X,O,O,O,O,O,O,O,X
JSLOTIZ,O,X,X,O,O,O,O,X,X,O,X
JSLOTZI,O,X,X,O,O,O,X,X,X,O,X
JSLOITZ,O,X,X,O,O,O,O,X,X,O,X
JSLOIZT,O,X,X,O,O,O,O,X,X,O,X
JSLOZTI,O,X,X,O,O,O,X,X,X,O,X
JSLOZIT,O,X,X,O,O,O,O,X,X,O,X
JSZTILO,O,X,X,X,X,X,X,O,O,O,X
JSZTIOL,X,X,O,X,X,X,X,O,O,O,X
JSZTLIO,O,X,X,X,O,X,X,O,O,O,X
JSZTLOI,O,X,X,X,O,X,X,X,X,O,X
JSZTOIL,X,X,O,X,X,X,X,X,X,O,X
JSZTOLI,X,X,O,X,O,X,X,X,X,O,X
JSZITLO,O,X,X,X,X,X,O,O,O,O,X
JSZITOL,X,X,O,X,X,X,O,O,O,O,X
JSZILTO,O,X,X,X,O,X,O,O,O,O,X
JSZILOT,O,X,O,O,O,X,O,O,O,O,O
JSZIOTL,X,X,O,O,X,X,O,O,O,O,O
JSZIOLT,O,X,O,O,O,X,O,O,O,O,O
JSZLTIO,O,X,X,X,O,X,X,O,O,O,X
JSZLTOI,O,X,X,X,O,X,X,X,X,O,X
JSZLITO,O,X,X,X,O,X,O,O,O,O,X
JSZLIOT,O,X,O,O,O,O,O,O,O,O,O
JSZLOTI,O,X,O,O,O,O,X,X,X,O,O
JSZLOIT,O,X,O,O,O,O,O,O,O,O,O
JSZOTIL,X,X,O,O,X,X,X,X,X,O,O
JSZOTLI,X,X,O,O,O,O,X,X,X,O,O
JSZOITL,X,X,O,O,X,X,O,O,O,O,O
JSZOILT,O,X,O,O,O,O,O,O,O,O,O
JSZOLTI,O,X,O,O,O,O,X,X,X,O,O
JSZOLIT,O,X,O,O,O,O,O,O,O,O,O
JSOTILZ,X,X,X,O,X,X,O,X,X,O,X
JSOTIZL,X,X,X,O,X,X,O,X,X,O,X
JSOTLIZ,X,X,X,O,O,O,O,X,X,O,X
JSOTLZI,X,X,X,O,O,O,X,X,X,O,X
JSOTZIL,X,X,X,O,X,X,X,X,X,O,O
JSOTZLI,X,X,X,O,O,O,X,X,X,O,O
JSOITLZ,X,X,X,O,X,X,O,X,X,O,X
JSOITZL,X,X,X,O,X,X,O,O,X,O,X
JSOILTZ,O,X,X,O,O,O,O,X,X,O,X
JSOILZT,O,X,O,O,O,O,O,O,X,O,X
JSOIZTL,X,X,O,O,X,X,O,O,X,O,O
JSOIZLT,O,X,O,O,O,O,O,O,X,O,O
JSOLTIZ,O,X,X,O,O,O,O,X,X,O,X
JSOLTZI,O,X,X,O,O,O,X,X,X,O,X
JSOLITZ,O,X,X,O,O,O,O,X,X,O,X
JSOLIZT,O,X,O,O,O,O,O,X,X,O,X
JSOLZTI,O,X,O,O,O,O,X,X,X,O,O
JSOLZIT,O,X,O,O,O,O,O,X,X,O,O
JSOZTIL,X,X,O,O,X,X,X,X,X,O,O
JSOZTLI,X,X,O,O,O,O,X,X,X,O,O
JSOZITL,X,X,O,O,X,X,O,O,X,O,O
JSOZILT,O,X,O,O,O,O,O,O,X,O,O
JSOZLTI,O,X,O,O,O,O,X,X,X,O,O
JSOZLIT,O,X,O,O,O,O,O,O,X,O,O
JZTILSO,O,X,X,X,X,X,X,O,X,O,X
JZTILOS,O,X,X,X,X,X,X,O,X,O,O
JZTISLO,O,X,X,X,X,X,X,O,O,O,X
JZTISOL,X,X,O,X,X,X,X,O,O,O,X
JZTIOLS,X,X,O,X,X,X,X,O,X,O,O
JZTIOSL,X,X,O,X,X,X,X,O,O,O,O
JZTLISO,O,X,X,X,O,X,X,O,X,O,X
JZTLIOS,O,X,X,X,O,O,X,O,X,O,O
JZTLSIO,O,X,X,X,O,X,X,O,X,O,X
JZTLSOI,O,X,X,X,O,X,X,X,X,O,X
JZTLOIS,O,X,X,X,O,O,X,X,X,O,O
JZTLOSI,O,X,X,X,O,O,X,X,X,O,O
JZTSILO,O,X,X,X,X,X,X,O,O,O,X
JZTSIOL,X,X,O,X,X,X,X,O,O,O,X
JZTSLIO,O,X,X,X,O,X,X,O,O,O,X
JZTSLOI,O,X,X,X,O,X,X,X,X,O,X
JZTSOIL,X,X,O,X,X,X,X,X,X,O,X
JZTSOLI,X,X,O,X,O,X,X,X,X,O,X
JZTOILS,X,X,O,X,X,X,X,X,X,O,O
JZTOISL,X,X,O,X,X,X,X,X,X,O,O
JZTOLIS,X,X,O,X,O,O,X,X,X,O,O
JZTOLSI,X,X,O,X,O,O,X,X,X,O,O
JZTOSIL,X,X,O,X,X,X,X,X,X,O,O
JZTOSLI,X,X,O,X,O,O,X,X,X,O,O
JZITLSO,O,X,X,X,X,X,O,O,X,O,X
JZITLOS,O,X,X,X,X,X,O,O,X,O,O
JZITSLO,O,X,X,X,X,X,O,O,O,O,X
JZITSOL,X,X,O,X,X,X,O,O,O,O,X
JZITOLS,X,X,O,X,X,X,O,O,X,O,O
JZITOSL,X,X,O,X,X,X,O,O,O,O,O
JZILTSO,O,X,X,X,O,X,O,O,X,O,X
JZILTOS,O,X,X,X,O,O,O,O,X,O,O
JZILSTO,O,X,X,X,O,X,O,O,O,O,X
JZILSOT,O,O,O,X,O,O,O,O,O,O,O
JZILOTS,O,O,O,X,O,O,O,O,X,O,O
JZILOST,O,O,O,X,O,O,O,O,O,O,O
JZISTLO,O,X,X,X,X,X,O,O,O,O,X
JZISTOL,X,X,O,X,X,X,O,O,O,O,X
JZISLTO,O,X,X,X,O,X,O,O,O,O,X
JZISLOT,O,O,O,X,O,X,O,O,O,O,O
JZISOTL,X,O,O,X,X,X,O,O,O,O,O
JZISOLT,O,O,O,X,O,X,O,O,O,O,O
JZIOTLS,X,O,O,X,X,X,O,O,X,O,O
JZIOTSL,X,O,O,X,X,X,O,O,O,O,O
JZIOLTS,O,O,O,X,O,O,O,O,X,O,O
JZIOLST,O,O,O,X,O,O,O,O,O,O,O
JZIOSTL,X,O,O,X,X,X,O,O,O,O,O
JZIOSLT,O,O,O,X,O,O,O,O,O,O,O
JZLTISO,O,X,X,X,O,X,X,O,X,O,X
JZLTIOS,O,X,X,X,O,O,X,O,X,O,O
JZLTSIO,O,X,X,X,O,X,X,O,X,O,X
JZLTSOI,O,X,X,X,O,X,X,X,X,O,X
JZLTOIS,O,X,X,X,O,O,X,X,X,O,O
JZLTOSI,O,X,X,X,O,O,X,X,X,O,O
JZLITSO,O,X,X,X,O,X,O,O,X,O,X
JZLITOS,O,X,X,X,O,O,O,O,X,O,O
JZLISTO,O,X,X,X,O,X,O,O,O,O,X
JZLISOT,O,O,O,X,O,O,O,O,O,O,O
JZLIOTS,O,O,O,X,O,O,O,O,X,O,O
JZLIOST,O,O,O,X,O,O,O,O,O,O,O
JZLSTIO,O,X,X,X,O,X,X,O,O,O,X
JZLSTOI,O,X,X,X,O,X,X,X,X,O,X
JZLSITO,O,X,X,X,O,X,O,O,O,O,X
JZLSIOT,O,O,O,X,O,O,O,O,O,O,O
JZLSOTI,O,O,O,X,O,O,X,X,X,O,O
JZLSOIT,O,O,O,X,O,O,O,O,O,O,O
JZLOTIS,O,O,O,X,O,O,X,X,X,O,O
JZLOTSI,O,O,O,X,O,O,X,X,X,O,O
JZLOITS,O,O,O,X,O,O,O,O,X,O,O
JZLOIST,O,O,O,X,O,O,O,O,X,O,O
JZLOSTI,O,O,O,X,O,O,X,X,X,O,O
JZLOSIT,O,O,O,X,O,O,O,O,X,O,O
JZSTILO,O,X,X,X,X,X,X,O,O,O,X
JZSTIOL,X,X,O,X,X,X,X,O,O,O,X
JZSTLIO,O,X,X,X,O,X,X,O,O,O,X
