sequence,v115@MhB8HeB8BeB8CeF8Jel/IvhFRhBunBcoB/pBKqBzqB,v115@MhB8HeB8BeB8CeF8JeT/IvhF2lBRhBCjBXoB0pBlqB,v115@MhB8HeB8BeB8CeF8Jei/IvhFRhBGjB1pB8qBznBXqB,v115@MhB8HeB8BeB8CeF8Jel/IvhFRhBqnBTjB2pB8qBXqB,v115@MhB8HeB8BeB8CeF8JeRBJvhFqnBTjB/pBFlB8qBmpB,v115@MhB8HeB8BeB8CeF8JeRBJvhFCjB2pBzlBXoBUqBlpB,v115@MhB8HeB8BeB8CeF8JeKEJvhFRhBWoBFlB8qBXoBzpB
ZTOLSIJ,O,O,O,X,O,X,X
ZTOLSJI,O,O,O,X,O,X,X
ZTOJILS,O,O,O,O,X,X,X
ZTOJISL,O,O,O,X,X,X,X
ZTOJLIS,O,O,O,O,X,X,X
ZTOJLSI,O,O,O,O,X,X,X
ZTOJSIL,O,O,O,X,X,X,X
ZTOJSLI,O,O,O,O,X,X,X
ZTOSILJ,O,O,O,X,O,X,X
ZTOSIJL,O,O,O,X,X,X,X
ZTOSLIJ,O,O,O,X,O,X,X
ZTOSLJI,O,O,O,X,O,X,X
ZTOSJIL,O,O,O,X,X,X,X
ZTOSJLI,O,O,O,X,O,X,X
ZITLJSO,O,O,O,O,X,X,O
ZITLJOS,X,O,O,O,X,X,O
ZITLSJO,O,O,O,X,O,X,O
ZITLSOJ,O,O,O,X,O,X,X
ZITLOJS,X,O,O,O,X,X,O
ZITLOSJ,X,O,O,X,O,X,X
ZITJLSO,O,O,O,O,X,X,O
ZITJLOS,X,O,O,O,X,X,O
ZITJSLO,O,O,O,O,X,X,X
ZITJSOL,O,O,X,X,X,X,X
ZITJOLS,O,O,O,O,X,X,X
ZITJOSL,O,O,O,X,X,X,X
ZITSLJO,O,O,O,X,O,X,X
ZITSLOJ,O,O,O,X,O,X,X
ZITSJLO,O,O,O,X,O,X,X
ZITSJOL,O,O,X,X,X,X,X
ZITSOLJ,X,O,O,X,O,X,X
ZITSOJL,O,O,O,X,X,X,X
ZITOLJS,O,O,O,X,X,X,X
ZITOLSJ,O,O,O,X,X,X,X
ZITOJLS,O,O,O,X,X,X,X
ZITOJSL,O,O,O,X,X,X,X
ZITOSLJ,O,O,O,X,X,X,X
ZITOSJL,O,O,O,X,X,X,X
ZILTJSO,O,O,O,O,X,X,O
ZILTJOS,X,O,O,O,X,X,O
ZILTSJO,O,O,O,X,O,X,O
ZILTSOJ,O,O,O,X,O,X,X
ZILTOJS,X,O,O,O,X,X,O
ZILTOSJ,X,O,O,X,O,X,X
ZILJTSO,O,X,O,O,X,X,O
ZILJTOS,X,X,O,O,X,X,O
ZILJSTO,O,X,X,O,O,X,O
ZILJSOT,O,X,X,O,O,X,X
ZILJOTS,O,X,X,O,X,X,O
ZILJOST,O,X,X,O,O,X,X
ZILSTJO,O,O,X,X,O,X,O
ZILSTOJ,O,O,X,X,O,X,X
ZILSJTO,O,O,X,O,O,X,O
ZILSJOT,O,X,X,O,O,X,X
ZILSOTJ,O,O,X,X,O,X,X
ZILSOJT,O,X,X,O,O,X,X
ZILOTJS,O,X,O,O,X,X,O
ZILOTSJ,O,X,O,X,O,X,X
ZILOJTS,O,X,O,O,X,X,O
ZILOJST,O,X,X,O,O,X,X
ZILOSTJ,O,X,X,X,O,X,X
ZILOSJT,O,X,X,O,O,X,X
ZIJTLSO,O,O,O,O,X,X,O
ZIJTLOS,X,O,O,O,X,X,O
ZIJTSLO,O,O,O,O,X,X,X
ZIJTSOL,O,O,X,X,X,X,X
ZIJTOLS,O,O,O,O,X,X,X
ZIJTOSL,O,O,O,X,X,X,X
ZIJLTSO,O,X,O,O,X,X,O
ZIJLTOS,X,X,O,O,X,X,O
ZIJLSTO,O,X,X,O,O,X,O
ZIJLSOT,O,X,X,O,O,X,X
ZIJLOTS,O,X,X,O,X,X,O
ZIJLOST,O,X,X,O,O,X,X
ZIJSTLO,O,O,O,O,O,X,X
ZIJSTOL,O,O,X,X,X,X,X
ZIJSLTO,O,O,X,O,O,X,O
ZIJSLOT,O,X,X,O,O,X,X
ZIJSOTL,O,X,X,X,X,X,X
ZIJSOLT,O,X,X,X,X,X,X
ZIJOTLS,O,X,O,O,X,X,X
ZIJOTSL,O,X,O,X,X,X,X
ZIJOLTS,O,X,O,O,X,X,O
ZIJOLST,O,X,X,O,X,X,X
ZIJOSTL,O,X,O,X,X,X,X
ZIJOSLT,O,X,X,X,X,X,X
ZISTLJO,O,O,O,X,O,X,X
ZISTLOJ,O,O,O,X,O,X,X
ZISTJLO,O,O,O,X,O,X,X
ZISTJOL,O,O,X,X,X,X,X
ZISTOLJ,X,O,O,X,O,X,X
ZISTOJL,O,O,O,X,X,X,X
ZISLTJO,O,O,X,X,O,X,O
ZISLTOJ,O,O,X,X,O,X,X
ZISLJTO,O,O,X,O,O,X,O
ZISLJOT,O,X,X,O,O,X,X
ZISLOTJ,O,O,X,X,O,X,X
ZISLOJT,O,X,X,O,O,O,X
ZISJTLO,O,O,O,O,O,X,X
ZISJTOL,O,O,X,X,X,X,X
ZISJLTO,O,O,X,O,O,X,O
ZISJLOT,O,X,X,O,O,X,X
ZISJOTL,O,X,X,X,X,X,X
ZISJOLT,O,X,X,X,X,X,X
ZISOTLJ,O,O,O,X,O,X,X
ZISOTJL,O,O,O,X,X,X,X
ZISOLTJ,O,O,X,X,O,X,X
ZISOLJT,O,X,X,X,O,O,X
ZISOJTL,O,X,O,X,X,O,X
ZISOJLT,O,X,X,X,X,O,X
ZIOTLJS,O,O,O,X,X,X,X
ZIOTLSJ,O,O,O,X,X,X,X
ZIOTJLS,O,O,O,X,X,X,X
ZIOTJSL,O,O,O,X,X,X,X
ZIOTSLJ,O,O,O,X,X,X,X
ZIOTSJL,O,O,O,X,X,X,X
ZIOLTJS,O,X,O,O,X,X,O
ZIOLTSJ,O,X,O,X,O,X,X
ZIOLJTS,O,X,O,O,X,X,O
ZIOLJST,O,X,X,O,O,X,X
ZIOLSTJ,O,X,X,X,O,X,X
ZIOLSJT,O,X,X,O,O,X,X
ZIOJTLS,O,X,O,O,X,X,X
ZIOJTSL,O,X,O,X,X,X,X
ZIOJLTS,O,X,O,O,X,X,O
ZIOJLST,O,X,X,O,X,X,X
ZIOJSTL,O,X,O,X,X,O,X
ZIOJSLT,O,X,X,X,X,O,X
ZIOSTLJ,O,O,O,X,O,X,X
ZIOSTJL,O,O,O,X,X,X,X
ZIOSLTJ,O,O,X,X,O,X,X
ZIOSLJT,O,X,X,X,O,O,X
ZIOSJTL,O,X,O,X,X,O,X
ZIOSJLT,O,X,X,X,X,O,X
ZLTIJSO,O,O,O,O,X,X,O
ZLTIJOS,X,O,O,O,X,X,O
ZLTISJO,O,O,O,X,O,X,O
ZLTISOJ,O,O,O,X,O,X,X
ZLTIOJS,X,O,O,O,X,X,O
ZLTIOSJ,X,O,O,X,O,X,X
ZLTJISO,O,O,O,O,X,X,O
ZLTJIOS,X,O,O,O,X,X,O
ZLTJSIO,O,O,O,O,X,X,O
ZLTJSOI,O,O,X,O,X,X,O
ZLTJOIS,O,O,O,O,X,X,O
ZLTJOSI,O,O,O,O,X,X,O
ZLTSIJO,O,O,O,X,O,X,O
ZLTSIOJ,O,O,O,X,O,X,X
ZLTSJIO,O,O,O,X,O,X,O
ZLTSJOI,O,O,X,X,O,X,O
ZLTSOIJ,O,O,O,X,O,X,X
ZLTSOJI,O,O,O,X,O,X,X
ZLTOIJS,O,O,O,O,X,X,O
ZLTOISJ,O,O,O,X,O,X,X
ZLTOJIS,O,O,O,O,X,X,O
ZLTOJSI,O,O,O,O,X,X,O
ZLTOSIJ,O,O,O,X,O,X,X
ZLTOSJI,O,O,O,X,O,X,X
ZLITJSO,O,O,O,O,X,X,O
ZLITJOS,X,O,O,O,X,X,O
ZLITSJO,O,O,O,X,O,X,O
ZLITSOJ,O,O,O,X,O,X,X
ZLITOJS,X,O,O,O,X,X,O
ZLITOSJ,X,O,O,X,O,X,X
ZLIJTSO,O,X,O,O,X,X,O
ZLIJTOS,X,X,O,O,X,X,O
ZLIJSTO,O,X,X,O,O,X,O
ZLIJSOT,O,X,X,O,O,X,X
ZLIJOTS,O,X,X,O,X,X,O
ZLIJOST,O,X,X,O,O,X,X
ZLISTJO,O,O,X,X,O,X,O
ZLISTOJ,O,O,X,X,O,X,X
ZLISJTO,O,O,X,O,O,X,O
ZLISJOT,O,X,X,O,O,X,X
ZLISOTJ,O,O,X,X,O,X,X
ZLISOJT,O,X,X,O,O,X,X
ZLIOTJS,O,X,O,O,X,X,O
ZLIOTSJ,O,X,O,X,O,X,X
ZLIOJTS,O,X,O,O,X,X,O
ZLIOJST,O,X,X,O,O,X,X
ZLIOSTJ,O,X,X,X,O,X,X
ZLIOSJT,O,X,X,O,O,X,X
ZLJTISO,O,X,O,O,X,X,O
ZLJTIOS,X,X,O,O,X,X,O
ZLJTSIO,O,X,O,O,X,X,O
ZLJTSOI,O,X,X,O,X,X,O
ZLJTOIS,O,X,O,O,X,X,O
ZLJTOSI,O,X,X,O,X,X,O
ZLJITSO,O,X,O,O,X,X,O
ZLJITOS,X,X,O,O,X,X,O
ZLJISTO,O,X,X,O,O,X,O
ZLJISOT,O,X,X,O,O,X,X
ZLJIOTS,O,X,X,O,X,X,O
ZLJIOST,O,X,X,O,O,X,X
ZLJSTIO,O,X,X,O,O,X,O
ZLJSTOI,O,X,X,O,O,X,O
ZLJSITO,O,X,X,O,O,X,O
ZLJSIOT,O,X,X,O,O,X,X
ZLJSOTI,O,X,X,O,O,X,X
ZLJSOIT,O,X,X,O,O,X,X
ZLJOTIS,O,X,X,O,X,X,O
ZLJOTSI,O,X,X,O,X,X,O
ZLJOITS,O,X,X,O,X,X,O
ZLJOIST,O,X,X,O,O,X,X
ZLJOSTI,O,X,X,O,O,X,X
ZLJOSIT,O,X,X,O,O,X,X
ZLSTIJO,O,O,X,X,O,X,O
ZLSTIOJ,O,O,X,X,O,X,X
ZLSTJIO,O,O,X,X,O,X,O
ZLSTJOI,O,O,X,X,O,X,O
ZLSTOIJ,O,O,X,X,O,X,X
ZLSTOJI,O,O,X,X,O,X,X
ZLSITJO,O,O,X,X,O,X,O
ZLSITOJ,O,O,X,X,O,X,X
ZLSIJTO,O,O,X,O,O,X,O
ZLSIJOT,O,X,X,O,O,X,X
ZLSIOTJ,O,O,X,X,O,X,X
ZLSIOJT,O,X,X,O,O,X,X
ZLSJTIO,O,O,X,O,O,X,O
ZLSJTOI,O,O,X,O,O,X,O
ZLSJITO,O,O,X,O,O,X,O
ZLSJIOT,O,X,X,O,O,X,X
ZLSJOTI,O,O,X,O,O,X,X
ZLSJOIT,O,X,X,O,O,X,X
ZLSOTIJ,O,O,X,X,O,X,X
ZLSOTJI,O,O,X,X,O,X,X
ZLSOITJ,O,O,X,X,O,X,X
ZLSOIJT,O,X,X,O,O,X,X
ZLSOJTI,O,O,X,O,O,X,X
ZLSOJIT,O,X,X,O,O,X,X
ZLOTIJS,O,O,O,O,X,X,O
ZLOTISJ,O,O,O,X,O,X,X
ZLOTJIS,O,O,O,O,X,X,O
ZLOTJSI,O,O,O,O,X,X,O
ZLOTSIJ,O,O,O,X,O,X,X
ZLOTSJI,O,O,O,X,O,X,X
ZLOITJS,O,X,O,O,X,X,O
ZLOITSJ,O,X,O,X,O,X,X
ZLOIJTS,O,X,O,O,X,X,O
ZLOIJST,O,X,X,O,O,X,X
ZLOISTJ,O,X,X,X,O,X,X
ZLOISJT,O,X,X,O,O,X,X
ZLOJTIS,O,X,O,O,X,X,O
ZLOJTSI,O,X,O,O,X,X,O
ZLOJITS,O,X,O,O,X,X,O
ZLOJIST,O,X,X,O,O,X,X
ZLOJSTI,O,X,X,O,O,X,X
ZLOJSIT,O,X,X,O,O,X,X
ZLOSTIJ,O,O,X,X,O,X,X
ZLOSTJI,O,O,X,X,O,X,X
ZLOSITJ,O,O,X,X,O,X,X
ZLOSIJT,O,X,X,O,O,X,X
ZLOSJTI,O,O,X,O,O,X,X
ZLOSJIT,O,X,X,O,O,X,X
ZJTILSO,O,O,O,O,X,X,O
ZJTILOS,X,O,O,O,X,X,O
ZJTISLO,O,O,O,O,X,X,X
ZJTISOL,O,O,X,X,X,X,X
ZJTIOLS,O,O,O,O,X,X,X
ZJTIOSL,O,O,O,X,X,X,X
ZJTLISO,O,O,O,O,X,X,O
ZJTLIOS,X,O,O,O,X,X,O
ZJTLSIO,O,O,O,O,X,X,O
ZJTLSOI,O,O,X,O,X,X,O
ZJTLOIS,O,O,O,O,X,X,O
ZJTLOSI,O,O,O,O,X,X,O
ZJTSILO,O,O,O,O,X,X,X
ZJTSIOL,O,O,X,X,X,X,X
ZJTSLIO,O,O,O,O,X,X,X
ZJTSLOI,O,O,X,O,X,X,X
ZJTSOIL,O,O,X,X,X,X,X
ZJTSOLI,O,O,X,O,X,X,X
ZJTOILS,O,O,O,O,X,X,X
ZJTOISL,O,O,O,X,X,X,X
ZJTOLIS,O,O,O,O,X,X,X
ZJTOLSI,O,O,O,O,X,X,X
ZJTOSIL,O,O,O,X,X,X,X
ZJTOSLI,O,O,O,O,X,X,X
ZJITLSO,O,O,O,O,X,X,O
ZJITLOS,X,O,O,O,X,X,O
ZJITSLO,O,O,O,O,X,X,X
ZJITSOL,O,O,X,X,X,X,X
ZJITOLS,O,O,O,O,X,X,X
ZJITOSL,O,O,O,X,X,X,X
ZJILTSO,O,X,O,O,X,X,O
ZJILTOS,X,X,O,O,X,X,O
ZJILSTO,O,X,X,O,O,X,O
ZJILSOT,O,X,X,O,O,X,X
ZJILOTS,O,X,X,O,X,X,O
ZJILOST,O,X,X,O,O,X,X
ZJISTLO,O,O,O,O,O,X,X
ZJISTOL,O,O,X,X,X,X,X
ZJISLTO,O,O,X,O,O,X,O
ZJISLOT,O,X,X,O,O,X,X
ZJISOTL,O,X,X,X,X,X,X
ZJISOLT,O,X,X,X,X,X,X
ZJIOTLS,O,X,O,O,X,X,X
ZJIOTSL,O,X,O,X,X,X,X
ZJIOLTS,O,X,O,O,X,X,O
ZJIOLST,O,X,X,O,X,X,X
ZJIOSTL,O,X,O,X,X,X,X
ZJIOSLT,O,X,X,X,X,X,X
ZJLTISO,O,X,O,O,X,X,O
ZJLTIOS,X,X,O,O,X,X,O
ZJLTSIO,O,X,O,O,X,X,O
ZJLTSOI,O,X,X,O,X,X,O
ZJLTOIS,O,X,O,O,X,X,O
ZJLTOSI,O,X,X,O,X,X,O
ZJLITSO,O,X,O,O,X,X,O
ZJLITOS,X,X,O,O,X,X,O
ZJLISTO,O,X,X,O,O,X,O
ZJLISOT,O,X,X,O,O,X,X
ZJLIOTS,O,X,X,O,X,X,O
ZJLIOST,O,X,X,O,O,X,X
ZJLSTIO,O,X,X,O,O,X,O
ZJLSTOI,O,X,X,O,O,X,O
ZJLSITO,O,X,X,O,O,X,O
ZJLSIOT,O,X,X,O,O,X,X
ZJLSOTI,O,X,X,O,O,X,X
ZJLSOIT,O,X,X,O,O,X,X
ZJLOTIS,O,X,X,O,X,X,O
ZJLOTSI,O,X,X,O,X,X,O
ZJLOITS,O,X,X,O,X,X,O
ZJLOIST,O,X,X,O,O,X,X
ZJLOSTI,O,X,X,O,O,X,X
ZJLOSIT,O,X,X,O,O,X,X
ZJSTILO,O,O,O,O,O,X,X
ZJSTIOL,O,O,X,X,X,X,X
ZJSTLIO,O,O,O,O,O,X,X
ZJSTLOI,O,O,X,O,O,X,X
ZJSTOIL,O,O,X,X,X,X,X
ZJSTOLI,O,O,X,O,O,X,X
ZJSITLO,O,O,O,O,O,X,X
ZJSITOL,O,O,X,X,X,X,X
ZJSILTO,O,O,X,O,O,X,O
ZJSILOT,O,X,X,O,O,X,X
ZJSIOTL,O,X,X,X,X,X,X
ZJSIOLT,O,X,X,X,X,X,X
ZJSLTIO,O,O,X,O,O,X,O
ZJSLTOI,O,O,X,O,O,X,O
ZJSLITO,O,O,X,O,O,X,O
ZJSLIOT,O,X,X,O,O,X,X
ZJSLOTI,O,O,X,O,O,O,X
ZJSLOIT,O,X,X,O,O,O,X
ZJSOTIL,O,O,X,X,X,O,X
ZJSOTLI,O,O,X,O,O,O,X
ZJSOITL,O,X,X,X,X,O,X
ZJSOILT,O,X,X,X,X,O,X
ZJSOLTI,O,O,X,O,O,O,X
ZJSOLIT,O,X,X,O,O,O,X
ZJOTILS,O,O,O,O,X,X,X
ZJOTISL,O,O,O,X,X,X,X
ZJOTLIS,O,O,O,O,X,X,X
ZJOTLSI,O,O,O,O,X,X,X
ZJOTSIL,O,O,O,X,X,X,X
ZJOTSLI,O,O,O,O,X,X,X
ZJOITLS,O,X,O,O,X,X,X
ZJOITSL,O,X,O,X,X,X,X
ZJOILTS,O,X,O,O,X,X,O
ZJOILST,O,X,X,O,X,X,X
ZJOISTL,O,X,O,X,X,O,X
ZJOISLT,O,X,X,X,X,O,X
ZJOLTIS,O,X,O,O,X,X,O
ZJOLTSI,O,X,O,O,X,X,O
ZJOLITS,O,X,O,O,X,X,O
ZJOLIST,O,X,X,O,O,X,X
ZJOLSTI,O,X,X,O,O,X,X
ZJOLSIT,O,X,X,O,O,X,X
ZJOSTIL,O,O,O,X,X,O,X
ZJOSTLI,O,O,O,O,O,O,X
ZJOSITL,O,X,O,X,X,O,X
ZJOSILT,O,X,X,X,X,O,X
ZJOSLTI,O,O,X,O,O,O,X
ZJOSLIT,O,X,X,O,O,O,X
ZSTILJO,O,O,O,X,O,X,X
ZSTILOJ,O,O,O,X,O,X,X
ZSTIJLO,O,O,O,X,O,X,X
ZSTIJOL,O,O,X,X,X,X,X
ZSTIOLJ,X,O,O,X,O,X,X
ZSTIOJL,O,O,O,X,X,X,X
ZSTLIJO,O,O,O,X,O,X,X
ZSTLIOJ,O,O,O,X,O,X,X
ZSTLJIO,O,O,O,X,O,X,X
ZSTLJOI,O,O,X,X,O,X,X
ZSTLOIJ,O,O,O,X,O,X,X
ZSTLOJI,O,O,O,X,O,X,X
ZSTJILO,O,O,O,X,O,X,X
ZSTJIOL,O,O,X,X,X,X,X
ZSTJLIO,O,O,O,X,O,X,X
ZSTJLOI,O,O,X,X,O,X,X
ZSTJOIL,O,O,X,X,X,X,X
ZSTJOLI,O,O,X,X,O,X,X
ZSTOILJ,O,O,O,X,O,X,X
ZSTOIJL,O,O,O,X,X,X,X
ZSTOLIJ,O,O,O,X,O,X,X
ZSTOLJI,O,O,O,X,O,X,X
ZSTOJIL,O,O,O,X,X,X,X
ZSTOJLI,O,O,O,X,O,X,X
ZSITLJO,O,O,O,X,O,X,X
ZSITLOJ,O,O,O,X,O,X,X
ZSITJLO,O,O,O,X,O,X,X
ZSITJOL,O,O,X,X,X,X,X
ZSITOLJ,X,O,O,X,O,X,X
ZSITOJL,O,O,O,X,X,X,X
ZSILTJO,O,O,X,X,O,X,O
ZSILTOJ,O,O,X,X,O,X,X
ZSILJTO,O,O,X,O,O,X,O
ZSILJOT,O,X,X,O,O,X,X
ZSILOTJ,O,O,X,X,O,X,X
ZSILOJT,O,X,X,O,O,O,X
ZSIJTLO,O,O,O,O,O,X,X
ZSIJTOL,O,O,X,X,X,X,X
ZSIJLTO,O,O,X,O,O,X,O
ZSIJLOT,O,X,X,O,O,X,X
ZSIJOTL,O,X,X,X,X,X,X
ZSIJOLT,O,X,X,X,X,X,X
ZSIOTLJ,O,O,O,X,O,X,X
ZSIOTJL,O,O,O,X,X,X,X
ZSIOLTJ,O,O,X,X,O,X,X
ZSIOLJT,O,X,X,X,O,O,X
ZSIOJTL,O,X,O,X,X,O,X
ZSIOJLT,O,X,X,X,X,O,X
ZSLTIJO,O,O,X,X,O,X,O
ZSLTIOJ,O,O,X,X,O,X,X
ZSLTJIO,O,O,X,X,O,X,O
ZSLTJOI,O,O,X,X,O,X,O
ZSLTOIJ,O,O,X,X,O,X,X
ZSLTOJI,O,O,X,X,O,X,X
ZSLITJO,O,O,X,X,O,X,O
ZSLITOJ,O,O,X,X,O,X,X
ZSLIJTO,O,O,X,O,O,X,O
ZSLIJOT,O,X,X,O,O,X,X
ZSLIOTJ,O,O,X,X,O,X,X
ZSLIOJT,O,X,X,O,O,O,X
ZSLJTIO,O,O,X,O,O,X,O
ZSLJTOI,O,O,X,O,O,X,O
ZSLJITO,O,O,X,O,O,X,O
ZSLJIOT,O,X,X,O,O,X,X
ZSLJOTI,O,O,X,O,O,O,X
ZSLJOIT,O,X,X,O,O,O,X
ZSLOTIJ,O,O,X,X,O,X,X
ZSLOTJI,O,O,X,X,O,X,X
ZSLOITJ,O,O,X,X,O,X,X
ZSLOIJT,O,X,X,O,O,O,X
ZSLOJTI,O,O,X,O,O,O,X
ZSLOJIT,O,X,X,O,O,O,X
ZSJTILO,O,O,O,O,O,X,X
ZSJTIOL,O,O,X,X,X,X,X
ZSJTLIO,O,O,O,O,O,X,X
ZSJTLOI,O,O,X,O,O,X,X
ZSJTOIL,O,O,X,X,X,X,X
ZSJTOLI,O,O,X,O,O,X,X
ZSJITLO,O,O,O,O,O,X,X
ZSJITOL,O,O,X,X,X,X,X
ZSJILTO,O,O,X,O,O,X,O
ZSJILOT,O,X,X,O,O,X,X
ZSJIOTL,O,X,X,X,X,X,X
ZSJIOLT,O,X,X,X,X,X,X
ZSJLTIO,O,O,X,O,O,X,O
ZSJLTOI,O,O,X,O,O,X,O
ZSJLITO,O,O,X,O,O,X,O
ZSJLIOT,O,X,X,O,O,X,X
ZSJLOTI,O,O,X,O,O,O,X
ZSJLOIT,O,X,X,O,O,O,X
ZSJOTIL,O,O,X,X,X,O,X
ZSJOTLI,O,O,X,O,O,O,X
ZSJOITL,O,X,X,X,X,O,X
ZSJOILT,O,X,X,X,X,O,X
ZSJOLTI,O,O,X,O,O,O,X
ZSJOLIT,O,X,X,O,O,O,X
ZSOTILJ,O,O,O,X,O,X,X
ZSOTIJL,O,O,O,X,X,X,X
ZSOTLIJ,O,O,O,X,O,X,X
ZSOTLJI,O,O,O,X,O,X,X
ZSOTJIL,O,O,O,X,X,X,X
ZSOTJLI,O,O,O,X,O,X,X
ZSOITLJ,O,O,O,X,O,X,X
ZSOITJL,O,O,O,X,X,X,X
ZSOILTJ,O,O,X,X,O,X,X
ZSOILJT,O,X,X,X,O,O,X
ZSOIJTL,O,X,O,X,X,O,X
ZSOIJLT,O,X,X,X,X,O,X
ZSOLTIJ,O,O,X,X,O,X,X
ZSOLTJI,O,O,X,X,O,X,X
ZSOLITJ,O,O,X,X,O,X,X
ZSOLIJT,O,X,X,O,O,O,X
ZSOLJTI,O,O,X,O,O,O,X
ZSOLJIT,O,X,X,O,O,O,X
ZSOJTIL,O,O,O,X,X,O,X
ZSOJTLI,O,O,O,O,O,O,X
ZSOJITL,O,X,O,X,X,O,X
ZSOJILT,O,X,X,X,X,O,X
ZSOJLTI,O,O,X,O,O,O,X
ZSOJLIT,O,X,X,O,O,O,X
ZOTILJS,O,O,O,X,X,X,X
ZOTILSJ,O,O,O,X,X,X,X
ZOTIJLS,O,O,O,X,X,X,X
ZOTIJSL,O,O,O,X,X,X,X
ZOTISLJ,O,O,O,X,X,X,X
ZOTISJL,O,O,O,X,X,X,X
ZOTLIJS,O,O,O,O,X,X,X
ZOTLISJ,O,O,O,X,O,X,X
ZOTLJIS,O,O,O,O,X,X,X
ZOTLJSI,O,O,O,O,X,X,X
ZOTLSIJ,O,O,O,X,O,X,X
ZOTLSJI,O,O,O,X,O,X,X
ZOTJILS,O,O,O,O,X,X,X
ZOTJISL,O,O,O,X,X,X,X
ZOTJLIS,O,O,O,O,X,X,X
ZOTJLSI,O,O,O,O,X,X,X
ZOTJSIL,O,O,O,X,X,X,X
ZOTJSLI,O,O,O,O,X,X,X
ZOTSILJ,O,O,O,X,O,X,X
ZOTSIJL,O,O,O,X,X,X,X
ZOTSLIJ,O,O,O,X,O,X,X
ZOTSLJI,O,O,O,X,O,X,X
ZOTSJIL,O,O,O,X,X,X,X
ZOTSJLI,O,O,O,X,O,X,X
ZOITLJS,O,O,O,X,X,X,X
ZOITLSJ,O,O,O,X,X,X,X
ZOITJLS,O,O,O,X,X,X,X
ZOITJSL,O,O,O,X,X,X,X
ZOITSLJ,O,O,O,X,X,X,X
ZOITSJL,O,O,O,X,X,X,X
ZOILTJS,O,X,O,O,X,X,O
ZOILTSJ,O,X,O,X,O,X,X
ZOILJTS,O,X,O,O,X,X,O
ZOILJST,O,X,X,O,O,X,X
ZOILSTJ,O,X,X,X,O,X,X
ZOILSJT,O,X,X,O,O,X,X
ZOIJTLS,O,X,O,O,X,X,X
ZOIJTSL,O,X,O,X,X,X,X
ZOIJLTS,O,X,O,O,X,X,O
ZOIJLST,O,X,X,O,X,X,X
ZOIJSTL,O,X,O,X,X,O,X
ZOIJSLT,O,X,X,X,X,O,X
ZOISTLJ,O,O,O,X,O,X,X
ZOISTJL,O,O,O,X,X,X,X
ZOISLTJ,O,O,X,X,O,X,X
ZOISLJT,O,X,X,X,O,O,X
ZOISJTL,O,X,O,X,X,O,X
ZOISJLT,O,X,X,X,X,O,X
ZOLTIJS,O,O,O,O,X,X,O
ZOLTISJ,O,O,O,X,O,X,X
ZOLTJIS,O,O,O,O,X,X,O
ZOLTJSI,O,O,O,O,X,X,O
ZOLTSIJ,O,O,O,X,O,X,X
ZOLTSJI,O,O,O,X,O,X,X
ZOLITJS,O,X,O,O,X,X,O
ZOLITSJ,O,X,O,X,O,X,X
ZOLIJTS,O,X,O,O,X,X,O
ZOLIJST,O,X,X,O,O,X,X
ZOLISTJ,O,X,X,X,O,X,X
ZOLISJT,O,X,X,O,O,X,X
ZOLJTIS,O,X,O,O,X,X,O
ZOLJTSI,O,X,O,O,X,X,O
ZOLJITS,O,X,O,O,X,X,O
ZOLJIST,O,X,X,O,O,X,X
ZOLJSTI,O,X,X,O,O,X,X
ZOLJSIT,O,X,X,O,O,X,X
ZOLSTIJ,O,O,X,X,O,X,X
ZOLSTJI,O,O,X,X,O,X,X
ZOLSITJ,O,O,X,X,O,X,X
ZOLSIJT,O,X,X,O,O,X,X
ZOLSJTI,O,O,X,O,O,X,X
ZOLSJIT,O,X,X,O,O,X,X
ZOJTILS,O,O,O,O,X,X,X
ZOJTISL,O,O,O,X,X,X,X
ZOJTLIS,O,O,O,O,X,X,X
ZOJTLSI,O,O,O,O,X,X,X
ZOJTSIL,O,O,O,X,X,X,X
ZOJTSLI,O,O,O,O,X,X,X
ZOJITLS,O,X,O,O,X,X,X
ZOJITSL,O,X,O,X,X,X,X
ZOJILTS,O,X,O,O,X,X,O
ZOJILST,O,X,X,O,X,X,X
ZOJISTL,O,X,O,X,X,O,X
ZOJISLT,O,X,X,X,X,O,X
ZOJLTIS,O,X,O,O,X,X,O
ZOJLTSI,O,X,O,O,X,X,O
ZOJLITS,O,X,O,O,X,X,O
ZOJLIST,O,X,X,O,O,X,X
ZOJLSTI,O,X,X,O,O,X,X
ZOJLSIT,O,X,X,O,O,X,X
ZOJSTIL,O,O,O,X,X,O,X
ZOJSTLI,O,O,O,O,O,O,X
ZOJSITL,O,X,O,X,X,O,X
ZOJSILT,O,X,X,X,X,O,X
ZOJSLTI,O,O,X,O,O,O,X
ZOJSLIT,O,X,X,O,O,O,X
ZOSTILJ,O,O,O,X,O,X,X
ZOSTIJL,O,O,O,X,X,X,X
ZOSTLIJ,O,O,O,X,O,X,X
ZOSTLJI,O,O,O,X,O,X,X
ZOSTJIL,O,O,O,X,X,X,X
ZOSTJLI,O,O,O,X,O,X,X
ZOSITLJ,O,O,O,X,O,X,X
ZOSITJL,O,O,O,X,X,X,X
ZOSILTJ,O,O,X,X,O,X,X
ZOSILJT,O,X,X,X,O,O,X
ZOSIJTL,O,X,O,X,X,O,X
ZOSIJLT,O,X,X,X,X,O,X
