sequence,v115@vhGfGJ0hB5oBKpBznBSwB2xB,v115@vhGZ/IukBSoBUnByuBXrBTtB,v115@vhG2/I5oBTkBUnBatByuBXrB,v115@vhGZ/IKjBukB3mBcsByuBTtB,v115@vhGcAJTfBxnBipBSvB3rBGtB,v115@vhGcAJ6kBKpBxnBTqB3rBGtB,v115@vhGT1I6kBKpBcqB3mB+tBRwB,v115@vhGT1IZkB0lBmmBftB6tBSwB,v115@vhGT1IZkB6qBOrB8rBftB6tB,v115@vhGZEJfmBumBzkBctBSvBywB,v115@vhGOEJUjBRlB3pBCrBSxBTtB
LSTIJOZ,O,X,X,X,X,X,X,O,X,O,O
LSTIZJO,O,X,X,X,X,X,X,O,O,O,X
LSTIZOJ,X,X,O,X,X,X,X,O,O,O,X
LSTIOJZ,X,X,O,X,X,X,X,O,X,O,O
LSTIOZJ,X,X,O,X,X,X,X,O,O,O,O
LSTJIZO,O,X,X,X,O,X,X,O,X,O,X
LSTJIOZ,O,X,X,X,O,O,X,O,X,O,O
LSTJZIO,O,X,X,X,O,X,X,O,X,O,X
LSTJZOI,O,X,X,X,O,X,X,X,X,O,X
LSTJOIZ,O,X,X,X,O,O,X,X,X,O,O
LSTJOZI,O,X,X,X,O,O,X,X,X,O,O
LSTZIJO,O,X,X,X,X,X,X,O,O,O,X
LSTZIOJ,X,X,O,X,X,X,X,O,O,O,X
LSTZJIO,O,X,X,X,O,X,X,O,O,O,X
LSTZJOI,O,X,X,X,O,X,X,X,X,O,X
LSTZOIJ,X,X,O,X,X,X,X,X,X,O,X
LSTZOJI,X,X,O,X,O,X,X,X,X,O,X
LSTOIJZ,X,X,O,X,X,X,X,X,X,O,O
LSTOIZJ,X,X,O,X,X,X,X,X,X,O,O
LSTOJIZ,X,X,O,X,O,O,X,X,X,O,O
LSTOJZI,X,X,O,X,O,O,X,X,X,O,O
LSTOZIJ,X,X,O,X,X,X,X,X,X,O,O
LSTOZJI,X,X,O,X,O,O,X,X,X,O,O
LSITJZO,O,X,X,X,X,X,O,O,X,O,X
LSITJOZ,O,X,X,X,X,X,O,O,X,O,O
LSITZJO,O,X,X,X,X,X,O,O,O,O,X
LSITZOJ,X,X,O,X,X,X,O,O,O,O,X
LSITOJZ,X,X,O,X,X,X,O,O,X,O,O
LSITOZJ,X,X,O,X,X,X,O,O,O,O,O
LSIJTZO,O,X,X,X,O,X,O,O,X,O,X
LSIJTOZ,O,X,X,X,O,O,O,O,X,O,O
LSIJZTO,O,X,X,X,O,X,O,O,O,O,X
LSIJZOT,O,O,O,X,O,O,O,O,O,O,O
LSIJOTZ,O,O,O,X,O,O,O,O,X,O,O
LSIJOZT,O,O,O,X,O,O,O,O,O,O,O
LSIZTJO,O,X,X,X,X,X,O,O,O,O,X
LSIZTOJ,X,X,O,X,X,X,O,O,O,O,X
LSIZJTO,O,X,X,X,O,X,O,O,O,O,X
LSIZJOT,O,O,O,X,O,X,O,O,O,O,O
LSIZOTJ,X,O,O,X,X,X,O,O,O,O,O
LSIZOJT,O,O,O,X,O,X,O,O,O,O,O
LSIOTJZ,X,O,O,X,X,X,O,O,X,O,O
LSIOTZJ,X,O,O,X,X,X,O,O,O,O,O
LSIOJTZ,O,O,O,X,O,O,O,O,X,O,O
LSIOJZT,O,O,O,X,O,O,O,O,O,O,O
LSIOZTJ,X,O,O,X,X,X,O,O,O,O,O
LSIOZJT,O,O,O,X,O,O,O,O,O,O,O
LSJTIZO,O,X,X,X,O,X,X,O,X,O,X
LSJTIOZ,O,X,X,X,O,O,X,O,X,O,O
LSJTZIO,O,X,X,X,O,X,X,O,X,O,X
LSJTZOI,O,X,X,X,O,X,X,X,X,O,X
LSJTOIZ,O,X,X,X,O,O,X,X,X,O,O
LSJTOZI,O,X,X,X,O,O,X,X,X,O,O
LSJITZO,O,X,X,X,O,X,O,O,X,O,X
LSJITOZ,O,X,X,X,O,O,O,O,X,O,O
LSJIZTO,O,X,X,X,O,X,O,O,O,O,X
LSJIZOT,O,O,O,X,O,O,O,O,O,O,O
LSJIOTZ,O,O,O,X,O,O,O,O,X,O,O
LSJIOZT,O,O,O,X,O,O,O,O,O,O,O
LSJZTIO,O,X,X,X,O,X,X,O,O,O,X
LSJZTOI,O,X,X,X,O,X,X,X,X,O,X
LSJZITO,O,X,X,X,O,X,O,O,O,O,X
LSJZIOT,O,O,O,X,O,O,O,O,O,O,O
LSJZOTI,O,O,O,X,O,O,X,X,X,O,O
LSJZOIT,O,O,O,X,O,O,O,O,O,O,O
LSJOTIZ,O,O,O,X,O,O,X,X,X,O,O
LSJOTZI,O,O,O,X,O,O,X,X,X,O,O
LSJOITZ,O,O,O,X,O,O,O,O,X,O,O
LSJOIZT,O,O,O,X,O,O,O,O,X,O,O
LSJOZTI,O,O,O,X,O,O,X,X,X,O,O
LSJOZIT,O,O,O,X,O,O,O,O,X,O,O
LSZTIJO,O,X,X,X,X,X,X,O,O,O,X
LSZTIOJ,X,X,O,X,X,X,X,O,O,O,X
LSZTJIO,O,X,X,X,O,X,X,O,O,O,X
LSZTJOI,O,X,X,X,O,X,X,X,X,O,X
LSZTOIJ,X,X,O,X,X,X,X,X,X,O,X
LSZTOJI,X,X,O,X,O,X,X,X,X,O,X
LSZITJO,O,X,X,X,X,X,O,O,O,O,X
LSZITOJ,X,X,O,X,X,X,O,O,O,O,X
LSZIJTO,O,X,X,X,O,X,O,O,O,O,X
LSZIJOT,O,O,O,X,O,X,O,O,O,O,O
LSZIOTJ,X,O,O,X,X,X,O,O,O,O,O
LSZIOJT,O,O,O,X,O,X,O,O,O,O,O
LSZJTIO,O,X,X,X,O,X,X,O,O,O,X
LSZJTOI,O,X,X,X,O,X,X,X,X,O,X
LSZJITO,O,X,X,X,O,X,O,O,O,O,X
LSZJIOT,O,O,O,X,O,O,O,O,O,O,O
LSZJOTI,O,O,O,X,O,O,X,X,X,O,O
LSZJOIT,O,O,O,X,O,O,O,O,O,O,O
LSZOTIJ,X,O,O,X,X,X,X,X,X,O,O
LSZOTJI,X,O,O,X,O,O,X,X,X,O,O
LSZOITJ,X,O,O,X,X,X,O,O,O,O,O
LSZOIJT,O,O,O,X,O,O,O,O,O,O,O
LSZOJTI,O,O,O,X,O,O,X,X,X,O,O
LSZOJIT,O,O,O,X,O,O,O,O,O,O,O
LSOTIJZ,X,O,O,X,X,X,X,X,X,O,O
LSOTIZJ,X,O,O,X,X,X,X,X,X,O,O
LSOTJIZ,X,O,O,X,O,O,X,X,X,O,O
LSOTJZI,X,O,O,X,O,O,X,X,X,O,O
LSOTZIJ,X,O,O,X,X,X,X,X,X,O,O
LSOTZJI,X,O,O,X,O,O,X,X,X,O,O
LSOITJZ,X,O,O,X,X,X,O,O,X,O,O
LSOITZJ,X,O,O,X,X,X,O,O,O,O,O
LSOIJTZ,O,O,O,X,O,O,O,O,X,O,O
LSOIJZT,O,O,O,X,O,O,O,O,O,O,O
LSOIZTJ,X,O,O,X,X,X,O,O,O,O,O
LSOIZJT,O,O,O,X,O,O,O,O,O,O,O
LSOJTIZ,O,O,O,X,O,O,X,X,X,O,O
LSOJTZI,O,O,O,X,O,O,X,X,X,O,O
LSOJITZ,O,O,O,X,O,O,O,O,X,O,O
LSOJIZT,O,O,O,X,O,O,O,O,X,O,O
LSOJZTI,O,O,O,X,O,O,X,X,X,O,O
LSOJZIT,O,O,O,X,O,O,O,O,X,O,O
LSOZTIJ,X,O,O,X,X,X,X,X,X,O,O
LSOZTJI,X,O,O,X,O,O,X,X,X,O,O
LSOZITJ,X,O,O,X,X,X,O,O,O,O,O
LSOZIJT,O,O,O,X,O,O,O,O,O,O,O
LSOZJTI,O,O,O,X,O,O,X,X,X,O,O
LSOZJIT,O,O,O,X,O,O,O,O,O,O,O
LZTIJSO,O,X,X,X,X,X,O,X,X,O,X
LZTIJOS,O,X,X,X,X,X,O,X,X,O,X
LZTISJO,O,X,X,X,X,X,O,O,X,O,X
LZTISOJ,X,X,X,X,X,X,O,O,X,O,X
LZTIOJS,X,X,X,X,X,X,O,X,X,O,X
LZTIOSJ,X,X,X,X,X,X,O,O,X,O,X
LZTJISO,O,X,X,X,O,X,O,X,X,O,X
LZTJIOS,O,X,X,X,O,X,O,X,X,O,X
LZTJSIO,O,X,X,X,O,X,X,X,X,O,X
LZTJSOI,O,X,X,X,O,X,X,X,X,O,X
LZTJOIS,O,X,X,X,O,X,O,X,X,O,X
LZTJOSI,O,X,X,X,O,X,X,X,X,O,X
LZTSIJO,O,X,X,X,X,X,X,O,X,O,X
LZTSIOJ,X,X,X,X,X,X,X,O,X,O,X
LZTSJIO,O,X,X,X,O,X,X,O,X,O,X
LZTSJOI,O,X,X,X,O,X,X,X,X,O,X
LZTSOIJ,X,X,X,X,X,X,X,X,X,O,X
LZTSOJI,X,X,X,X,O,X,X,X,X,O,X
LZTOIJS,X,X,X,X,X,X,O,X,X,O,X
LZTOISJ,X,X,X,X,X,X,O,X,X,O,X
LZTOJIS,X,X,X,X,O,X,O,X,X,O,X
LZTOJSI,X,X,X,X,O,X,X,X,X,O,X
LZTOSIJ,X,X,X,X,X,X,X,X,X,O,X
LZTOSJI,X,X,X,X,O,X,X,X,X,O,X
LZITJSO,O,X,X,X,X,X,O,X,X,O,X
LZITJOS,O,X,X,X,X,X,O,X,X,O,X
LZITSJO,O,X,X,X,X,X,O,O,X,O,X
LZITSOJ,X,X,X,X,X,X,O,O,X,O,X
LZITOJS,X,X,X,X,X,X,O,X,X,O,X
LZITOSJ,X,X,X,X,X,X,O,O,X,O,X
LZIJTSO,O,X,X,X,O,X,O,X,X,O,X
LZIJTOS,O,X,X,X,O,X,O,X,X,O,X
LZIJSTO,O,X,X,X,O,X,O,O,O,O,X
LZIJSOT,O,X,X,O,O,X,O,O,O,O,X
LZIJOTS,O,X,X,O,O,X,O,X,X,O,X
LZIJOST,O,X,X,O,O,X,O,O,O,O,X
LZISTJO,O,X,X,X,X,X,O,O,O,O,X
LZISTOJ,X,X,O,X,X,X,O,O,O,O,X
LZISJTO,O,X,X,X,O,X,O,O,O,O,X
LZISJOT,O,X,O,O,O,X,O,O,O,O,X
LZISOTJ,X,X,O,O,X,X,O,O,O,O,X
LZISOJT,O,X,O,O,O,X,O,O,O,O,X
LZIOTJS,X,X,X,O,X,X,O,X,X,O,X
LZIOTSJ,X,X,X,O,X,X,O,O,X,O,X
LZIOJTS,O,X,X,O,O,X,O,X,X,O,X
LZIOJST,O,X,O,O,O,X,O,O,O,O,X
LZIOSTJ,X,X,O,O,X,X,O,O,O,O,X
LZIOSJT,O,X,O,O,O,X,O,O,O,O,X
LZJTISO,O,X,X,X,O,X,O,X,X,O,X
LZJTIOS,O,X,X,X,O,X,O,X,X,O,X
LZJTSIO,O,X,X,X,O,X,X,X,X,O,X
LZJTSOI,O,X,X,X,O,X,X,X,X,O,X
LZJTOIS,O,X,X,X,O,X,O,X,X,O,X
LZJTOSI,O,X,X,X,O,X,X,X,X,O,X
LZJITSO,O,X,X,X,O,X,O,X,X,O,X
LZJITOS,O,X,X,X,O,X,O,X,X,O,X
LZJISTO,O,X,X,X,O,X,O,O,O,O,X
LZJISOT,O,X,X,O,O,O,O,O,O,O,X
LZJIOTS,O,X,X,O,O,O,O,X,X,O,X
LZJIOST,O,X,X,O,O,O,O,O,O,O,X
LZJSTIO,O,X,X,X,O,X,X,O,O,O,X
LZJSTOI,O,X,X,X,O,X,X,X,X,O,X
LZJSITO,O,X,X,X,O,X,O,O,O,O,X
LZJSIOT,O,X,X,O,O,O,O,O,O,O,X
LZJSOTI,O,X,X,O,O,O,X,X,X,O,X
LZJSOIT,O,X,X,O,O,O,O,O,O,O,X
LZJOTIS,O,X,X,O,O,O,O,X,X,O,X
LZJOTSI,O,X,X,O,O,O,X,X,X,O,X
LZJOITS,O,X,X,O,O,O,O,X,X,O,X
LZJOIST,O,X,X,O,O,O,O,X,X,O,X
LZJOSTI,O,X,X,O,O,O,X,X,X,O,X
LZJOSIT,O,X,X,O,O,O,O,X,X,O,X
LZSTIJO,O,X,X,X,X,X,X,O,O,O,X
LZSTIOJ,X,X,O,X,X,X,X,O,O,O,X
LZSTJIO,O,X,X,X,O,X,X,O,O,O,X
LZSTJOI,O,X,X,X,O,X,X,X,X,O,X
LZSTOIJ,X,X,O,X,X,X,X,X,X,O,X
LZSTOJI,X,X,O,X,O,X,X,X,X,O,X
LZSITJO,O,X,X,X,X,X,O,O,O,O,X
LZSITOJ,X,X,O,X,X,X,O,O,O,O,X
LZSIJTO,O,X,X,X,O,X,O,O,O,O,X
LZSIJOT,O,X,O,O,O,X,O,O,O,O,O
LZSIOTJ,X,X,O,O,X,X,O,O,O,O,O
LZSIOJT,O,X,O,O,O,X,O,O,O,O,O
LZSJTIO,O,X,X,X,O,X,X,O,O,O,X
LZSJTOI,O,X,X,X,O,X,X,X,X,O,X
LZSJITO,O,X,X,X,O,X,O,O,O,O,X
LZSJIOT,O,X,O,O,O,O,O,O,O,O,O
LZSJOTI,O,X,O,O,O,O,X,X,X,O,O
LZSJOIT,O,X,O,O,O,O,O,O,O,O,O
LZSOTIJ,X,X,O,O,X,X,X,X,X,O,O
LZSOTJI,X,X,O,O,O,O,X,X,X,O,O
LZSOITJ,X,X,O,O,X,X,O,O,O,O,O
LZSOIJT,O,X,O,O,O,O,O,O,O,O,O
LZSOJTI,O,X,O,O,O,O,X,X,X,O,O
LZSOJIT,O,X,O,O,O,O,O,O,O,O,O
LZOTIJS,X,X,X,O,X,X,O,X,X,O,X
LZOTISJ,X,X,X,O,X,X,O,X,X,O,X
LZOTJIS,X,X,X,O,O,O,O,X,X,O,X
LZOTJSI,X,X,X,O,O,O,X,X,X,O,X
LZOTSIJ,X,X,X,O,X,X,X,X,X,O,O
LZOTSJI,X,X,X,O,O,O,X,X,X,O,O
LZOITJS,X,X,X,O,X,X,O,X,X,O,X
LZOITSJ,X,X,X,O,X,X,O,O,X,O,X
LZOIJTS,O,X,X,O,O,O,O,X,X,O,X
LZOIJST,O,X,O,O,O,O,O,O,X,O,X
LZOISTJ,X,X,O,O,X,X,O,O,X,O,O
LZOISJT,O,X,O,O,O,O,O,O,X,O,O
LZOJTIS,O,X,X,O,O,O,O,X,X,O,X
LZOJTSI,O,X,X,O,O,O,X,X,X,O,X
LZOJITS,O,X,X,O,O,O,O,X,X,O,X
LZOJIST,O,X,O,O,O,O,O,X,X,O,X
LZOJSTI,O,X,O,O,O,O,X,X,X,O,O
LZOJSIT,O,X,O,O,O,O,O,X,X,O,O
LZOSTIJ,X,X,O,O,X,X,X,X,X,O,O
LZOSTJI,X,X,O,O,O,O,X,X,X,O,O
LZOSITJ,X,X,O,O,X,X,O,O,X,O,O
LZOSIJT,O,X,O,O,O,O,O,O,X,O,O
LZOSJTI,O,X,O,O,O,O,X,X,X,O,O
LZOSJIT,O,X,O,O,O,O,O,O,X,O,O
LOTIJSZ,X,O,O,X,X,X,O,X,X,O,X
LOTIJZS,X,X,X,O,X,X,O,X,X,O,X
LOTISJZ,X,O,O,X,X,X,O,X,X,O,X
LOTISZJ,X,O,O,X,X,X,O,X,X,O,X
LOTIZJS,X,X,X,O,X,X,O,X,X,O,X
LOTIZSJ,X,X,X,O,X,X,O,X,X,O,X
LOTJISZ,X,O,O,X,O,O,O,X,X,O,X
LOTJIZS,X,X,X,O,O,O,O,X,X,O,X
LOTJSIZ,X,O,O,X,O,O,X,X,X,O,X
LOTJSZI,X,O,O,X,O,O,X,X,X,O,X
LOTJZIS,X,X,X,O,O,O,O,X,X,O,X
LOTJZSI,X,X,X,O,O,O,X,X,X,O,X
LOTSIJZ,X,O,O,X,X,X,X,X,X,O,O
LOTSIZJ,X,O,O,X,X,X,X,X,X,O,O
LOTSJIZ,X,O,O,X,O,O,X,X,X,O,O
LOTSJZI,X,O,O,X,O,O,X,X,X,O,O
LOTSZIJ,X,O,O,X,X,X,X,X,X,O,O
LOTSZJI,X,O,O,X,O,O,X,X,X,O,O
LOTZIJS,X,X,X,O,X,X,O,X,X,O,X
LOTZISJ,X,X,X,O,X,X,O,X,X,O,X
LOTZJIS,X,X,X,O,O,O,O,X,X,O,X
LOTZJSI,X,X,X,O,O,O,X,X,X,O,X
LOTZSIJ,X,X,X,O,X,X,X,X,X,O,O
LOTZSJI,X,X,X,O,O,O,X,X,X,O,O
LOITJSZ,X,O,O,X,X,X,O,X,X,O,X
LOITJZS,X,X,X,O,X,X,O,X,X,O,X
LOITSJZ,X,O,O,X,X,X,O,O,X,O,X
LOITSZJ,X,O,O,X,X,X,O,O,O,O,X
LOITZJS,X,X,X,O,X,X,O,X,X,O,X
LOITZSJ,X,X,X,O,X,X,O,O,X,O,X
LOIJTSZ,O,O,O,X,O,O,O,X,X,O,X
LOIJTZS,O,X,X,O,O,O,O,X,X,O,X
LOIJSTZ,O,O,O,X,O,O,O,O,X,O,X
LOIJSZT,O,O,O,O,O,O,O,O,O,O,X
LOIJZTS,O,X,X,O,O,O,O,X,X,O,X
LOIJZST,O,O,O,O,O,O,O,O,X,O,X
LOISTJZ,X,O,O,X,X,X,O,O,X,O,O
LOISTZJ,X,O,O,X,X,X,O,O,O,O,O
LOISJTZ,O,O,O,X,O,O,O,O,X,O,O
LOISJZT,O,O,O,O,O,O,O,O,O,O,O
LOISZTJ,X,O,O,O,X,X,O,O,O,O,O
LOISZJT,O,O,O,O,O,O,O,O,O,O,O
LOIZTJS,X,X,X,O,X,X,O,X,X,O,X
LOIZTSJ,X,X,X,O,X,X,O,O,X,O,X
LOIZJTS,O,X,X,O,O,O,O,X,X,O,X
LOIZJST,O,O,O,O,O,O,O,O,X,O,X
LOIZSTJ,X,O,O,O,X,X,O,O,O,O,O
LOIZSJT,O,O,O,O,O,O,O,O,O,O,O
LOJTISZ,O,O,O,X,O,O,O,X,X,O,X
LOJTIZS,O,X,X,O,O,O,O,X,X,O,X
LOJTSIZ,O,O,O,X,O,O,X,X,X,O,X
LOJTSZI,O,O,O,X,O,O,X,X,X,O,X
LOJTZIS,O,X,X,O,O,O,O,X,X,O,X
LOJTZSI,O,X,X,O,O,O,X,X,X,O,X
LOJITSZ,O,O,O,X,O,O,O,X,X,O,X
LOJITZS,O,X,X,O,O,O,O,X,X,O,X
LOJISTZ,O,O,O,X,O,O,O,X,X,O,X
LOJISZT,O,O,O,O,O,O,O,X,X,O,X
LOJIZTS,O,X,X,O,O,O,O,X,X,O,X
LOJIZST,O,O,O,O,O,O,O,X,X,O,X
LOJSTIZ,O,O,O,X,O,O,X,X,X,O,O
LOJSTZI,O,O,O,X,O,O,X,X,X,O,O
LOJSITZ,O,O,O,X,O,O,O,X,X,O,O
LOJSIZT,O,O,O,O,O,O,O,X,X,O,O
LOJSZTI,O,O,O,O,O,O,X,X,X,O,O
LOJSZIT,O,O,O,O,O,O,O,X,X,O,O
LOJZTIS,O,X,X,O,O,O,O,X,X,O,X
LOJZTSI,O,X,X,O,O,O,X,X,X,O,X
LOJZITS,O,X,X,O,O,O,O,X,X,O,X
LOJZIST,O,O,O,O,O,O,O,X,X,O,X
LOJZSTI,O,O,O,O,O,O,X,X,X,O,O
LOJZSIT,O,O,O,O,O,O,O,X,X,O,O
LOSTIJZ,X,O,O,X,X,X,X,X,X,O,O
LOSTIZJ,X,O,O,X,X,X,X,X,X,O,O
LOSTJIZ,X,O,O,X,O,O,X,X,X,O,O
LOSTJZI,X,O,O,X,O,O,X,X,X,O,O
LOSTZIJ,X,O,O,X,X,X,X,X,X,O,O
LOSTZJI,X,O,O,X,O,O,X,X,X,O,O
LOSITJZ,X,O,O,X,X,X,O,O,X,O,O
LOSITZJ,X,O,O,X,X,X,O,O,O,O,O
LOSIJTZ,O,O,O,X,O,O,O,O,X,O,O
LOSIJZT,O,O,O,O,O,O,O,O,O,O,O
LOSIZTJ,X,O,O,O,X,X,O,O,O,O,O
LOSIZJT,O,O,O,O,O,O,O,O,O,O,O
LOSJTIZ,O,O,O,X,O,O,X,X,X,O,O
LOSJTZI,O,O,O,X,O,O,X,X,X,O,O
LOSJITZ,O,O,O,X,O,O,O,O,X,O,O
LOSJIZT,O,O,O,O,O,O,O,O,X,O,O
LOSJZTI,O,O,O,O,O,O,X,X,X,O,O
LOSJZIT,O,O,O,O,O,O,O,O,X,O,O
LOSZTIJ,X,O,O,O,X,X,X,X,X,O,O
LOSZTJI,X,O,O,O,O,O,X,X,X,O,O
LOSZITJ,X,O,O,O,X,X,O,O,O,O,O
LOSZIJT,O,O,O,O,O,O,O,O,O,O,O
LOSZJTI,O,O,O,O,O,O,X,X,X,O,O
LOSZJIT,O,O,O,O,O,O,O,O,O,O,O
LOZTIJS,X,X,X,O,X,X,O,X,X,O,X
LOZTISJ,X,X,X,O,X,X,O,X,X,O,X
LOZTJIS,X,X,X,O,O,O,O,X,X,O,X
LOZTJSI,X,X,X,O,O,O,X,X,X,O,X
LOZTSIJ,X,X,X,O,X,X,X,X,X,O,O
LOZTSJI,X,X,X,O,O,O,X,X,X,O,O
LOZITJS,X,X,X,O,X,X,O,X,X,O,X
LOZITSJ,X,X,X,O,X,X,O,O,X,O,X
LOZIJTS,O,X,X,O,O,O,O,X,X,O,X
LOZIJST,O,O,O,O,O,O,O,O,X,O,X
LOZISTJ,X,O,O,O,X,X,O,O,X,O,O
LOZISJT,O,O,O,O,O,O,O,O,X,O,O
LOZJTIS,O,X,X,O,O,O,O,X,X,O,X
LOZJTSI,O,X,X,O,O,O,X,X,X,O,X
LOZJITS,O,X,X,O,O,O,O,X,X,O,X
LOZJIST,O,O,O,O,O,O,O,X,X,O,X
LOZJSTI,O,O,O,O,O,O,X,X,X,O,O
LOZJSIT,O,O,O,O,O,O,O,X,X,O,O
LOZSTIJ,X,O,O,O,X,X,X,X,X,O,O
LOZSTJI,X,O,O,O,O,O,X,X,X,O,O
LOZSITJ,X,O,O,O,X,X,O,O,X,O,O
LOZSIJT,O,O,O,O,O,O,O,O,X,O,O
LOZSJTI,O,O,O,O,O,O,X,X,X,O,O
LOZSJIT,O,O,O,O,O,O,O,O,X,O,O
JTILSZO,O,X,X,X,O,X,O,X,X,O,X
JTILSOZ,O,X,X,X,O,O,O,X,X,O,X
JTILZSO,O,X,X,X,O,X,O,X,X,O,X
JTILZOS,O,X,X,X,O,X,O,X,X,O,X
JTILOSZ,O,X,X,X,O,O,O,X,X,O,X
JTILOZS,O,X,X,X,O,O,O,X,X,O,X
JTISLZO,O,X,X,X,O,X,O,O,X,O,X
JTISLOZ,O,X,X,X,O,O,O,O,X,O,X
JTISZLO,O,X,X,X,X,X,O,O,X,O,X
JTISZOL,O,O,X,X,X,X,X,O,X,X,X
JTISOLZ,O,O,X,X,O,O,X,O,X,X,X
JTISOZL,O,O,X,X,X,O,X,O,X,X,X
JTIZLSO,O,X,X,X,O,X,O,X,X,O,X
JTIZLOS,O,X,X,X,O,X,O,X,X,O,X
JTIZSLO,O,X,X,X,X,X,O,O,O,O,X
JTIZSOL,O,X,X,O,X,X,X,O,O,X,X
JTIZOLS,O,X,X,O,O,X,X,X,X,X,X
JTIZOSL,O,X,X,O,X,X,X,O,O,X,X
JTIOLSZ,O,O,X,X,O,O,X,X,X,X,X
JTIOLZS,O,X,X,O,O,O,X,X,X,X,X
JTIOSLZ,O,O,X,X,O,O,X,O,X,X,X
JTIOSZL,O,O,X,X,X,O,X,O,X,X,X
JTIOZLS,O,X,X,O,O,O,X,X,X,X,X
JTIOZSL,O,X,X,O,X,O,X,O,O,X,X
JTLISZO,O,X,X,X,O,X,O,X,X,O,X
JTLISOZ,O,X,X,X,O,O,O,X,X,O,X
JTLIZSO,O,X,X,X,O,X,O,X,X,O,X
JTLIZOS,O,X,X,X,O,X,O,X,X,O,X
JTLIOSZ,O,X,X,X,O,O,O,X,X,O,X
JTLIOZS,O,X,X,X,O,O,O,X,X,O,X
JTLSIZO,O,X,X,X,O,X,X,X,X,O,X
JTLSIOZ,O,X,X,X,O,O,X,X,X,O,X
JTLSZIO,O,X,X,X,O,X,X,X,X,O,X
JTLSZOI,O,X,X,X,O,X,X,X,X,O,X
JTLSOIZ,O,X,X,X,O,O,X,X,X,O,X
JTLSOZI,O,X,X,X,O,O,X,X,X,O,X
JTLZISO,O,X,X,X,O,X,O,X,X,O,X
JTLZIOS,O,X,X,X,O,X,O,X,X,O,X
JTLZSIO,O,X,X,X,O,X,X,X,X,O,X
JTLZSOI,O,X,X,X,O,X,X,X,X,O,X
JTLZOIS,O,X,X,X,O,X,O,X,X,O,X
JTLZOSI,O,X,X,X,O,X,X,X,X,O,X
JTLOISZ,O,X,X,X,O,O,O,X,X,O,X
JTLOIZS,O,X,X,X,O,O,O,X,X,O,X
JTLOSIZ,O,X,X,X,O,O,X,X,X,O,X
JTLOSZI,O,X,X,X,O,O,X,X,X,O,X
JTLOZIS,O,X,X,X,O,O,O,X,X,O,X
JTLOZSI,O,X,X,X,O,O,X,X,X,O,X
JTSILZO,O,X,X,X,O,X,X,O,X,O,X
JTSILOZ,O,X,X,X,O,O,X,O,X,O,X
JTSIZLO,O,X,X,X,X,X,X,O,X,O,X
JTSIZOL,O,O,X,X,X,X,X,O,X,X,X
JTSIOLZ,O,O,X,X,O,O,X,O,X,X,X
JTSIOZL,O,O,X,X,X,O,X,O,X,X,X
JTSLIZO,O,X,X,X,O,X,X,O,X,O,X
JTSLIOZ,O,X,X,X,O,O,X,O,X,O,X
JTSLZIO,O,X,X,X,O,X,X,O,X,O,X
JTSLZOI,O,X,X,X,O,X,X,X,X,O,X
JTSLOIZ,O,X,X,X,O,O,X,X,X,O,X
JTSLOZI,O,X,X,X,O,O,X,X,X,O,X
JTSZILO,O,X,X,X,X,X,X,O,X,O,X
JTSZIOL,O,O,X,X,X,X,X,O,X,X,X
JTSZLIO,O,X,X,X,X,X,X,O,X,O,X
JTSZLOI,O,X,X,X,X,X,X,X,X,O,X
JTSZOIL,O,O,X,X,X,X,X,X,X,X,X
JTSZOLI,O,O,X,X,X,X,X,X,X,X,X
JTSOILZ,O,O,X,X,O,O,X,X,X,X,X
JTSOIZL,O,O,X,X,X,O,X,X,X,X,X
JTSOLIZ,O,O,X,X,O,O,X,X,X,X,X
JTSOLZI,O,O,X,X,O,O,X,X,X,X,X
JTSOZIL,O,O,X,X,X,O,X,X,X,X,X
JTSOZLI,O,O,X,X,X,O,X,X,X,X,X
JTZILSO,O,X,X,X,O,X,O,X,X,O,X
JTZILOS,O,X,X,X,O,X,O,X,X,O,X
JTZISLO,O,X,X,X,X,X,O,O,O,O,X
JTZISOL,O,X,X,O,X,X,X,O,O,X,X
JTZIOLS,O,X,X,O,O,X,X,X,X,X,X
JTZIOSL,O,X,X,O,X,X,X,O,O,X,X
JTZLISO,O,X,X,X,O,X,O,X,X,O,X
JTZLIOS,O,X,X,X,O,X,O,X,X,O,X
JTZLSIO,O,X,X,X,O,X,X,X,X,O,X
JTZLSOI,O,X,X,X,O,X,X,X,X,O,X
JTZLOIS,O,X,X,X,O,X,O,X,X,O,X
JTZLOSI,O,X,X,X,O,X,X,X,X,O,X
JTZSILO,O,X,X,X,X,X,X,O,O,O,X
JTZSIOL,O,X,X,O,X,X,X,O,O,X,X
JTZSLIO,O,X,X,X,X,X,X,O,O,O,X
JTZSLOI,O,X,X,X,X,X,X,X,X,O,X
JTZSOIL,O,X,X,O,X,X,X,X,X,X,X
JTZSOLI,O,X,X,O,X,X,X,X,X,X,X
JTZOILS,O,X,X,O,O,X,X,X,X,X,X
JTZOISL,O,X,X,O,X,X,X,X,X,X,X
JTZOLIS,O,X,X,O,O,X,X,X,X,X,X
JTZOLSI,O,X,X,O,O,X,X,X,X,X,X
JTZOSIL,O,X,X,O,X,X,X,X,X,X,X
JTZOSLI,O,X,X,O,X,X,X,X,X,X,X
JTOILSZ,O,O,X,X,O,O,X,X,X,X,X
