sequence,v115@vhG8/IZkBasBGoBzpBXrBzsB,v115@vhGfDJ5oBikBuqBzpB0rBzsB,v115@vhGc/I5oB6rBTnBetBTpB3qB,v115@vhG/DJZkBqpBTlBOrBUsBTtB,v115@vhGT/IihBcqB3mB+tBTpBRwB,v115@vhGGBJTjBKpBUmB/sBTtBRwB,v115@vhGT/IXhB8mB+tBTpBiqBRwB,v115@vhGfGJ0hBTjBKpBGsBTtBRwB,v115@vhGz/IihBcqB3mB+tBTpBRwB,v115@vhGGBJziBKpBUmB/sBTtBRwB,v115@vhGz/IXhB8mB+tBTpBiqBRwB,v115@vhGfGJ0hBziBKpBGsBTtBRwB,v115@vhGSDJxkB/rB8sB+tBTpBTqB,v115@vhG2/IKpBfqBcrBxnBTsBTtB
LIJZTOS,X,O,O,O,X,O,O,O,X,X,O,O,O,X
LIJZSTO,X,X,O,O,O,O,O,O,O,O,O,O,X,X
LIJZSOT,O,O,O,O,O,O,O,O,O,O,O,O,O,O
LIJZOTS,O,O,O,O,X,O,O,O,X,X,O,O,O,O
LIJZOST,O,O,O,O,O,O,O,O,O,O,O,O,O,O
LIJOTSZ,O,O,O,O,X,X,O,O,X,X,O,O,O,O
LIJOTZS,O,O,O,O,X,X,O,O,X,X,O,O,O,O
LIJOSTZ,O,O,O,O,O,X,O,O,X,X,O,O,O,O
LIJOSZT,O,O,O,O,O,O,O,O,X,X,O,O,O,O
LIJOZTS,O,O,O,O,X,O,O,O,X,X,O,O,O,O
LIJOZST,O,O,O,O,O,O,O,O,X,X,O,O,O,O
LISTJZO,X,X,O,O,O,X,O,O,O,X,O,O,X,X
LISTJOZ,O,X,O,O,O,X,O,O,X,X,O,O,X,O
LISTZJO,X,X,O,O,O,O,O,O,O,O,O,O,X,X
LISTZOJ,O,X,X,O,O,O,O,X,O,O,O,X,X,X
LISTOJZ,O,X,X,O,O,X,O,O,X,X,O,O,X,O
LISTOZJ,O,X,X,O,O,O,O,X,X,O,O,X,X,O
LISJTZO,X,X,O,O,O,X,O,O,O,X,O,O,X,X
LISJTOZ,O,X,O,O,O,X,O,O,X,X,O,O,X,O
LISJZTO,X,X,O,O,O,O,O,O,O,O,O,O,X,X
LISJZOT,O,O,O,O,O,O,O,O,O,O,O,O,X,O
LISJOTZ,O,O,O,O,O,X,O,O,X,X,O,O,X,O
LISJOZT,O,O,O,O,O,O,O,O,O,O,O,O,X,O
LISZTJO,X,X,O,O,O,O,O,O,O,O,O,O,X,X
LISZTOJ,O,X,X,O,O,O,O,X,O,O,O,X,X,X
LISZJTO,X,X,O,O,O,O,O,O,O,O,O,O,X,X
LISZJOT,O,O,O,O,O,O,O,O,O,O,O,O,X,O
LISZOTJ,O,O,X,O,O,O,O,X,O,O,O,X,X,O
LISZOJT,O,O,O,O,O,O,O,O,O,O,O,O,X,O
LISOTJZ,O,O,X,O,O,X,O,O,X,X,O,O,X,O
LISOTZJ,O,O,X,O,O,O,O,X,X,O,O,X,X,O
LISOJTZ,O,O,O,O,O,X,O,O,X,X,O,O,X,O
LISOJZT,O,O,O,O,O,O,O,O,O,O,O,O,X,O
LISOZTJ,O,O,X,O,O,O,O,X,O,O,O,X,X,O
LISOZJT,O,O,O,O,O,O,O,O,O,O,O,O,X,O
LIZTJSO,X,X,O,O,X,O,O,X,X,O,O,X,X,X
LIZTJOS,X,O,O,O,X,O,O,X,X,X,O,X,X,X
LIZTSJO,X,X,O,O,X,O,O,X,X,O,O,X,X,X
LIZTSOJ,O,X,X,O,X,O,O,X,X,O,O,X,X,X
LIZTOJS,O,O,X,O,X,O,O,X,X,X,O,X,X,X
LIZTOSJ,O,O,X,O,X,O,O,X,X,X,O,X,X,X
LIZJTSO,X,X,O,O,X,O,O,O,X,O,O,O,X,X
LIZJTOS,X,O,O,O,X,O,O,O,X,X,O,O,X,X
LIZJSTO,X,X,O,O,O,O,O,O,O,O,O,O,X,X
LIZJSOT,O,O,O,O,O,O,O,O,O,O,O,O,X,O
LIZJOTS,O,O,O,O,X,O,O,O,X,X,O,O,X,O
LIZJOST,O,O,O,O,O,O,O,O,O,O,O,O,X,O
LIZSTJO,X,X,O,O,O,O,O,O,O,O,O,O,X,X
LIZSTOJ,O,X,X,O,O,O,O,X,O,O,O,X,X,X
LIZSJTO,X,X,O,O,O,O,O,O,O,O,O,O,X,X
LIZSJOT,O,O,O,O,O,O,O,O,O,O,O,O,X,O
LIZSOTJ,O,O,X,O,O,O,O,X,O,O,O,X,X,O
LIZSOJT,O,O,O,O,O,O,O,O,O,O,O,O,X,O
LIZOTJS,O,O,X,O,X,O,O,X,X,X,O,X,X,O
LIZOTSJ,O,O,X,O,X,O,O,X,X,X,O,X,X,O
LIZOJTS,O,O,O,O,X,O,O,O,X,X,O,O,X,O
LIZOJST,O,O,O,O,O,O,O,O,O,O,O,O,X,O
LIZOSTJ,O,O,X,O,O,O,O,X,O,O,O,X,X,O
LIZOSJT,O,O,O,O,O,O,O,O,O,O,O,O,X,O
LIOTJSZ,O,O,X,O,X,X,O,O,X,X,O,O,X,O
LIOTJZS,O,O,X,O,X,X,O,O,X,X,O,O,X,O
LIOTSJZ,O,O,X,O,X,X,O,O,X,X,O,O,X,O
LIOTSZJ,O,O,X,O,X,O,O,X,X,X,O,X,X,O
LIOTZJS,O,O,X,O,X,O,O,X,X,X,O,X,X,O
LIOTZSJ,O,O,X,O,X,O,O,X,X,X,O,X,X,O
LIOJTSZ,O,O,O,O,X,X,O,O,X,X,O,O,O,O
LIOJTZS,O,O,O,O,X,X,O,O,X,X,O,O,O,O
LIOJSTZ,O,O,O,O,O,X,O,O,X,X,O,O,O,O
LIOJSZT,O,O,O,O,O,O,O,O,X,X,O,O,O,O
LIOJZTS,O,O,O,O,X,O,O,O,X,X,O,O,O,O
LIOJZST,O,O,O,O,O,O,O,O,X,X,O,O,O,O
LIOSTJZ,O,O,X,O,O,X,O,O,X,X,O,O,X,O
LIOSTZJ,O,O,X,O,O,O,O,X,X,O,O,X,X,O
LIOSJTZ,O,O,O,O,O,X,O,O,X,X,O,O,O,O
LIOSJZT,O,O,O,O,O,O,O,O,X,O,O,O,O,O
LIOSZTJ,O,O,X,O,O,O,O,X,X,O,O,X,X,O
LIOSZJT,O,O,O,O,O,O,O,O,X,O,O,O,X,O
LIOZTJS,O,O,X,O,X,O,O,X,X,X,O,X,X,O
LIOZTSJ,O,O,X,O,X,O,O,X,X,X,O,X,X,O
LIOZJTS,O,O,O,O,X,O,O,O,X,X,O,O,X,O
LIOZJST,O,O,O,O,O,O,O,O,X,O,O,O,X,O
LIOZSTJ,O,O,X,O,O,O,O,X,X,O,O,X,X,O
LIOZSJT,O,O,O,O,O,O,O,O,X,O,O,O,X,O
LJTISZO,X,X,O,O,X,X,O,O,X,X,O,O,X,X
LJTISOZ,O,X,O,O,X,X,O,O,X,X,O,O,X,O
LJTIZSO,X,X,O,O,X,X,O,O,X,X,O,O,X,X
LJTIZOS,X,O,O,O,X,X,O,O,X,X,O,O,O,X
LJTIOSZ,O,O,O,O,X,X,O,O,X,X,O,O,O,O
LJTIOZS,O,O,O,O,X,X,O,O,X,X,O,O,O,O
LJTSIZO,X,X,O,O,X,X,O,X,X,X,O,X,X,X
LJTSIOZ,O,X,O,O,X,X,O,X,X,X,O,X,X,O
LJTSZIO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJTSZOI,X,X,O,O,X,X,X,X,X,X,X,X,O,O
LJTSOIZ,O,X,O,O,X,X,O,X,X,X,O,X,O,O
LJTSOZI,O,X,O,O,X,X,X,X,X,X,X,X,O,O
LJTZISO,X,X,O,O,X,X,X,O,X,X,X,O,X,X
LJTZIOS,X,O,O,O,X,X,X,O,X,X,X,O,O,X
LJTZSIO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJTZSOI,X,X,O,O,X,X,X,X,X,X,X,X,O,O
LJTZOIS,X,O,O,O,X,X,X,O,X,X,X,O,O,O
LJTZOSI,X,O,O,O,X,X,X,X,X,X,X,X,O,O
LJTOISZ,O,O,O,O,X,X,O,O,X,X,O,O,O,O
LJTOIZS,O,O,O,O,X,X,O,O,X,X,O,O,O,O
LJTOSIZ,O,O,O,O,X,X,O,X,X,X,O,X,O,O
LJTOSZI,O,O,O,O,X,X,X,X,X,X,X,X,O,O
LJTOZIS,O,O,O,O,X,X,X,O,X,X,X,O,O,O
LJTOZSI,O,O,O,O,X,X,X,X,X,X,X,X,O,O
LJITSZO,X,X,O,O,X,X,O,O,X,X,O,O,X,X
LJITSOZ,O,X,O,O,X,X,O,O,X,X,O,O,X,O
LJITZSO,X,X,O,O,X,X,O,O,X,X,O,O,X,X
LJITZOS,X,O,O,O,X,X,O,O,X,X,O,O,O,X
LJITOSZ,O,O,O,O,X,X,O,O,X,X,O,O,O,O
LJITOZS,O,O,O,O,X,X,O,O,X,X,O,O,O,O
LJISTZO,X,X,O,O,O,X,O,O,O,X,O,O,X,X
LJISTOZ,O,X,O,O,O,X,O,O,X,X,O,O,X,O
LJISZTO,X,X,O,O,O,O,O,O,O,O,O,O,X,X
LJISZOT,O,O,O,O,O,O,O,O,O,O,O,O,O,O
LJISOTZ,O,O,O,O,O,X,O,O,X,X,O,O,O,O
LJISOZT,O,O,O,O,O,O,O,O,O,O,O,O,O,O
LJIZTSO,X,X,O,O,X,O,O,O,X,O,O,O,X,X
LJIZTOS,X,O,O,O,X,O,O,O,X,X,O,O,O,X
LJIZSTO,X,X,O,O,O,O,O,O,O,O,O,O,X,X
LJIZSOT,O,O,O,O,O,O,O,O,O,O,O,O,O,O
LJIZOTS,O,O,O,O,X,O,O,O,X,X,O,O,O,O
LJIZOST,O,O,O,O,O,O,O,O,O,O,O,O,O,O
LJIOTSZ,O,O,O,O,X,X,O,O,X,X,O,O,O,O
LJIOTZS,O,O,O,O,X,X,O,O,X,X,O,O,O,O
LJIOSTZ,O,O,O,O,O,X,O,O,X,X,O,O,O,O
LJIOSZT,O,O,O,O,O,O,O,O,X,X,O,O,O,O
LJIOZTS,O,O,O,O,X,O,O,O,X,X,O,O,O,O
LJIOZST,O,O,O,O,O,O,O,O,X,X,O,O,O,O
LJSTIZO,X,X,O,O,X,X,O,X,X,X,O,X,X,X
LJSTIOZ,O,X,O,O,X,X,O,X,X,X,O,X,X,O
LJSTZIO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJSTZOI,X,X,O,O,X,X,X,X,X,X,X,X,O,O
LJSTOIZ,O,X,O,O,X,X,O,X,X,X,O,X,O,O
LJSTOZI,O,X,O,O,X,X,X,X,X,X,X,X,O,O
LJSITZO,X,X,O,O,X,X,O,O,X,X,O,O,X,X
LJSITOZ,O,X,O,O,X,X,O,O,X,X,O,O,X,O
LJSIZTO,X,X,O,O,X,O,O,O,X,O,O,O,X,X
LJSIZOT,O,O,O,O,X,O,O,O,X,O,O,O,O,O
LJSIOTZ,O,O,O,O,X,X,O,O,X,X,O,O,O,O
LJSIOZT,O,O,O,O,X,O,O,O,X,O,O,O,O,O
LJSZTIO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJSZTOI,X,X,O,O,X,X,X,X,X,X,X,X,O,O
LJSZITO,X,X,O,O,X,X,O,O,X,X,O,O,X,X
LJSZIOT,O,O,O,O,X,X,O,O,X,X,O,O,O,O
LJSZOTI,O,O,O,O,X,X,X,X,X,X,X,X,O,O
LJSZOIT,O,O,O,O,X,X,O,O,X,X,O,O,O,O
LJSOTIZ,O,O,O,O,X,X,O,X,X,X,O,X,O,O
LJSOTZI,O,O,O,O,X,X,X,X,X,X,X,X,O,O
LJSOITZ,O,O,O,O,X,X,O,O,X,X,O,O,O,O
LJSOIZT,O,O,O,O,X,O,O,O,X,O,O,O,O,O
LJSOZTI,O,O,O,O,X,X,X,X,X,X,X,X,O,O
LJSOZIT,O,O,O,O,X,X,O,O,X,X,O,O,O,O
LJZTISO,X,X,O,O,X,X,X,O,X,X,X,O,X,X
LJZTIOS,X,O,O,O,X,X,X,O,X,X,X,O,O,X
LJZTSIO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJZTSOI,X,X,O,O,X,X,X,X,X,X,X,X,O,O
LJZTOIS,X,O,O,O,X,X,X,O,X,X,X,O,O,O
LJZTOSI,X,O,O,O,X,X,X,X,X,X,X,X,O,O
LJZITSO,X,X,O,O,X,X,O,O,X,X,O,O,X,X
LJZITOS,X,O,O,O,X,X,O,O,X,X,O,O,O,X
LJZISTO,X,X,O,O,O,X,O,O,O,X,O,O,X,X
LJZISOT,O,O,O,O,O,X,O,O,O,X,O,O,O,O
LJZIOTS,O,O,O,O,X,X,O,O,X,X,O,O,O,O
LJZIOST,O,O,O,O,O,X,O,O,O,X,O,O,O,O
LJZSTIO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LJZSTOI,X,X,O,O,X,X,X,X,X,X,X,X,O,O
LJZSITO,X,X,O,O,X,X,O,O,X,X,O,O,X,X
LJZSIOT,O,O,O,O,X,X,O,O,X,X,O,O,O,O
LJZSOTI,O,O,O,O,X,X,X,X,X,X,X,X,O,O
LJZSOIT,O,O,O,O,X,X,O,O,X,X,O,O,O,O
LJZOTIS,O,O,O,O,X,X,X,O,X,X,X,O,O,O
LJZOTSI,O,O,O,O,X,X,X,X,X,X,X,X,O,O
LJZOITS,O,O,O,O,X,X,O,O,X,X,O,O,O,O
LJZOIST,O,O,O,O,O,X,O,O,O,X,O,O,O,O
LJZOSTI,O,O,O,O,X,X,X,X,X,X,X,X,O,O
LJZOSIT,O,O,O,O,X,X,O,O,X,X,O,O,O,O
LJOTISZ,O,O,O,O,X,X,O,O,X,X,O,O,O,O
LJOTIZS,O,O,O,O,X,X,O,O,X,X,O,O,O,O
LJOTSIZ,O,O,O,O,X,X,O,X,X,X,O,X,O,O
LJOTSZI,O,O,O,O,X,X,X,X,X,X,X,X,O,O
LJOTZIS,O,O,O,O,X,X,X,O,X,X,X,O,O,O
LJOTZSI,O,O,O,O,X,X,X,X,X,X,X,X,O,O
LJOITSZ,O,O,O,O,X,X,O,O,X,X,O,O,O,O
LJOITZS,O,O,O,O,X,X,O,O,X,X,O,O,O,O
LJOISTZ,O,O,O,O,O,X,O,O,X,X,O,O,O,O
LJOISZT,O,O,O,O,O,O,O,O,X,X,O,O,O,O
LJOIZTS,O,O,O,O,X,O,O,O,X,X,O,O,O,O
LJOIZST,O,O,O,O,O,O,O,O,X,X,O,O,O,O
LJOSTIZ,O,O,O,O,X,X,O,X,X,X,O,X,O,O
LJOSTZI,O,O,O,O,X,X,X,X,X,X,X,X,O,O
LJOSITZ,O,O,O,O,X,X,O,O,X,X,O,O,O,O
LJOSIZT,O,O,O,O,X,O,O,O,X,O,O,O,O,O
LJOSZTI,O,O,O,O,X,X,X,X,X,X,X,X,O,O
LJOSZIT,O,O,O,O,X,X,O,O,X,X,O,O,O,O
LJOZTIS,O,O,O,O,X,X,X,O,X,X,X,O,O,O
LJOZTSI,O,O,O,O,X,X,X,X,X,X,X,X,O,O
LJOZITS,O,O,O,O,X,X,O,O,X,X,O,O,O,O
LJOZIST,O,O,O,O,O,X,O,O,O,X,O,O,O,O
LJOZSTI,O,O,O,O,X,X,X,X,X,X,X,X,O,O
LJOZSIT,O,O,O,O,X,X,O,O,X,X,O,O,O,O
LSTIJZO,X,X,O,O,X,X,O,X,X,X,O,X,X,X
LSTIJOZ,O,X,O,O,X,X,O,X,X,X,O,X,X,O
LSTIZJO,X,X,O,O,X,O,O,X,X,O,O,X,X,X
LSTIZOJ,O,X,X,O,X,O,O,X,X,O,O,X,X,X
LSTIOJZ,O,X,X,O,X,X,O,X,X,X,O,X,X,O
LSTIOZJ,O,X,X,O,X,O,O,X,X,O,O,X,X,O
LSTJIZO,X,X,O,O,X,X,O,X,X,X,O,X,X,X
LSTJIOZ,O,X,O,O,X,X,O,X,X,X,O,X,X,O
LSTJZIO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSTJZOI,X,X,O,O,X,X,X,X,X,X,X,X,X,O
LSTJOIZ,O,X,O,O,X,X,O,X,X,X,O,X,X,O
LSTJOZI,O,X,O,O,X,X,X,X,X,X,X,X,X,O
LSTZIJO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSTZIOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LSTZJIO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSTZJOI,X,X,O,O,X,X,X,X,X,X,X,X,X,O
LSTZOIJ,O,X,X,O,X,X,X,X,X,X,X,X,X,O
LSTZOJI,O,X,X,O,X,X,X,X,X,X,X,X,X,O
LSTOIJZ,O,X,X,O,X,X,O,X,X,X,O,X,X,O
LSTOIZJ,O,X,X,O,X,O,O,X,X,O,O,X,X,O
LSTOJIZ,O,X,X,O,X,X,O,X,X,X,O,X,X,O
LSTOJZI,O,X,X,O,X,X,X,X,X,X,X,X,X,O
LSTOZIJ,O,X,X,O,X,X,X,X,X,X,X,X,X,O
LSTOZJI,O,X,X,O,X,X,X,X,X,X,X,X,X,O
LSITJZO,X,X,O,O,X,X,O,O,X,X,O,O,X,X
LSITJOZ,O,X,O,O,X,X,O,O,X,X,O,O,X,O
LSITZJO,X,X,O,O,X,O,O,O,X,O,O,O,X,X
LSITZOJ,O,X,X,O,X,O,O,X,X,O,O,X,X,X
LSITOJZ,O,X,X,O,X,X,O,O,X,X,O,O,X,O
LSITOZJ,O,X,X,O,X,O,O,X,X,O,O,X,X,O
LSIJTZO,X,X,O,O,X,X,O,O,X,X,O,O,X,X
LSIJTOZ,O,X,O,O,X,X,O,O,X,X,O,O,X,O
LSIJZTO,X,X,O,O,X,O,O,O,X,O,O,O,X,X
LSIJZOT,O,O,O,O,X,O,O,O,X,O,O,O,X,O
LSIJOTZ,O,O,O,O,X,X,O,O,X,X,O,O,X,O
LSIJOZT,O,O,O,O,X,O,O,O,X,O,O,O,X,O
LSIZTJO,X,X,O,O,X,O,O,O,X,O,O,O,X,X
LSIZTOJ,O,X,X,O,X,O,O,X,X,O,O,X,X,X
LSIZJTO,X,X,O,O,X,O,O,O,X,O,O,O,X,X
LSIZJOT,O,O,O,O,X,O,O,O,X,O,O,O,X,O
LSIZOTJ,O,O,X,O,X,O,O,X,X,O,O,X,X,O
LSIZOJT,O,O,O,O,X,O,O,O,X,O,O,O,X,O
LSIOTJZ,O,O,X,O,X,X,O,O,X,X,O,O,X,O
LSIOTZJ,O,O,X,O,X,O,O,X,X,O,O,X,X,O
LSIOJTZ,O,O,O,O,X,X,O,O,X,X,O,O,X,O
LSIOJZT,O,O,O,O,X,O,O,O,X,O,O,O,X,O
LSIOZTJ,O,O,X,O,X,O,O,X,X,O,O,X,X,O
LSIOZJT,O,O,O,O,X,O,O,O,X,O,O,O,X,O
LSJTIZO,X,X,O,O,X,X,O,X,X,X,O,X,X,X
LSJTIOZ,O,X,O,O,X,X,O,X,X,X,O,X,X,O
LSJTZIO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSJTZOI,X,X,O,O,X,X,X,X,X,X,X,X,O,O
LSJTOIZ,O,X,O,O,X,X,O,X,X,X,O,X,O,O
LSJTOZI,O,X,O,O,X,X,X,X,X,X,X,X,O,O
LSJITZO,X,X,O,O,X,X,O,O,X,X,O,O,X,X
LSJITOZ,O,X,O,O,X,X,O,O,X,X,O,O,X,O
LSJIZTO,X,X,O,O,X,O,O,O,X,O,O,O,X,X
LSJIZOT,O,O,O,O,X,O,O,O,X,O,O,O,O,O
LSJIOTZ,O,O,O,O,X,X,O,O,X,X,O,O,O,O
LSJIOZT,O,O,O,O,X,O,O,O,X,O,O,O,O,O
LSJZTIO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSJZTOI,X,X,O,O,X,X,X,X,X,X,X,X,O,O
LSJZITO,X,X,O,O,X,X,O,O,X,X,O,O,X,X
LSJZIOT,O,O,O,O,X,X,O,O,X,X,O,O,O,O
LSJZOTI,O,O,O,O,X,X,X,X,X,X,X,X,O,O
LSJZOIT,O,O,O,O,X,X,O,O,X,X,O,O,O,O
LSJOTIZ,O,O,O,O,X,X,O,X,X,X,O,X,O,O
LSJOTZI,O,O,O,O,X,X,X,X,X,X,X,X,O,O
LSJOITZ,O,O,O,O,X,X,O,O,X,X,O,O,O,O
LSJOIZT,O,O,O,O,X,O,O,O,X,O,O,O,O,O
LSJOZTI,O,O,O,O,X,X,X,X,X,X,X,X,O,O
LSJOZIT,O,O,O,O,X,X,O,O,X,X,O,O,O,O
LSZTIJO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSZTIOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LSZTJIO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSZTJOI,X,X,O,O,X,X,X,X,X,X,X,X,X,O
LSZTOIJ,O,X,X,O,X,X,X,X,X,X,X,X,X,O
LSZTOJI,O,X,X,O,X,X,X,X,X,X,X,X,X,O
LSZITJO,X,X,O,O,X,O,O,X,X,O,O,X,X,X
LSZITOJ,O,X,X,O,X,O,O,X,X,O,O,X,X,X
LSZIJTO,X,X,O,O,X,O,O,X,X,O,O,X,X,X
LSZIJOT,O,O,O,O,X,O,O,X,X,O,O,X,X,O
LSZIOTJ,O,O,X,O,X,O,O,X,X,O,O,X,X,O
LSZIOJT,O,O,O,O,X,O,O,X,X,O,O,X,X,O
LSZJTIO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LSZJTOI,X,X,O,O,X,X,X,X,X,X,X,X,X,O
LSZJITO,X,X,O,O,X,X,O,X,X,X,O,X,X,X
LSZJIOT,O,O,O,O,X,X,O,X,X,X,O,X,X,O
LSZJOTI,O,O,O,O,X,X,X,X,X,X,X,X,X,O
LSZJOIT,O,O,O,O,X,X,O,X,X,X,O,X,X,O
LSZOTIJ,O,O,X,O,X,X,X,X,X,X,X,X,X,O
LSZOTJI,O,O,X,O,X,X,X,X,X,X,X,X,X,O
LSZOITJ,O,O,X,O,X,O,O,X,X,O,O,X,X,O
LSZOIJT,O,O,O,O,X,O,O,X,X,O,O,X,X,O
LSZOJTI,O,O,O,O,X,X,X,X,X,X,X,X,X,O
LSZOJIT,O,O,O,O,X,X,O,X,X,X,O,X,X,O
LSOTIJZ,O,O,X,O,X,X,O,X,X,X,O,X,X,O
LSOTIZJ,O,O,X,O,X,O,O,X,X,O,O,X,X,O
LSOTJIZ,O,O,X,O,X,X,O,X,X,X,O,X,X,O
LSOTJZI,O,O,X,O,X,X,X,X,X,X,X,X,X,O
LSOTZIJ,O,O,X,O,X,X,X,X,X,X,X,X,X,O
LSOTZJI,O,O,X,O,X,X,X,X,X,X,X,X,X,O
LSOITJZ,O,O,X,O,X,X,O,O,X,X,O,O,X,O
LSOITZJ,O,O,X,O,X,O,O,X,X,O,O,X,X,O
LSOIJTZ,O,O,O,O,X,X,O,O,X,X,O,O,O,O
LSOIJZT,O,O,O,O,X,O,O,O,X,O,O,O,O,O
LSOIZTJ,O,O,X,O,X,O,O,X,X,O,O,X,X,O
LSOIZJT,O,O,O,O,X,O,O,O,X,O,O,O,X,O
LSOJTIZ,O,O,O,O,X,X,O,X,X,X,O,X,O,O
LSOJTZI,O,O,O,O,X,X,X,X,X,X,X,X,O,O
LSOJITZ,O,O,O,O,X,X,O,O,X,X,O,O,O,O
LSOJIZT,O,O,O,O,X,O,O,O,X,O,O,O,O,O
LSOJZTI,O,O,O,O,X,X,X,X,X,X,X,X,O,O
LSOJZIT,O,O,O,O,X,X,O,O,X,X,O,O,O,O
LSOZTIJ,O,O,X,O,X,X,X,X,X,X,X,X,X,O
LSOZTJI,O,O,X,O,X,X,X,X,X,X,X,X,X,O
LSOZITJ,O,O,X,O,X,O,O,X,X,O,O,X,X,O
LSOZIJT,O,O,O,O,X,O,O,X,X,O,O,X,X,O
LSOZJTI,O,O,O,O,X,X,X,X,X,X,X,X,X,O
LSOZJIT,O,O,O,O,X,X,O,X,X,X,O,X,X,O
LZTIJSO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LZTIJOS,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LZTISJO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LZTISOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LZTIOJS,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LZTIOSJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LZTJISO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LZTJIOS,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LZTJSIO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LZTJSOI,X,X,O,O,X,X,X,X,X,X,X,X,X,O
LZTJOIS,X,O,O,O,X,X,X,X,X,X,X,X,X,O
LZTJOSI,X,O,O,O,X,X,X,X,X,X,X,X,X,O
LZTSIJO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LZTSIOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LZTSJIO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LZTSJOI,X,X,O,O,X,X,X,X,X,X,X,X,X,O
LZTSOIJ,O,X,X,O,X,X,X,X,X,X,X,X,X,O
LZTSOJI,O,X,X,O,X,X,X,X,X,X,X,X,X,O
LZTOIJS,O,O,X,O,X,X,X,X,X,X,X,X,X,O
LZTOISJ,O,O,X,O,X,X,X,X,X,X,X,X,X,O
LZTOJIS,O,O,X,O,X,X,X,X,X,X,X,X,X,O
LZTOJSI,O,O,X,O,X,X,X,X,X,X,X,X,X,O
LZTOSIJ,O,O,X,O,X,X,X,X,X,X,X,X,X,O
LZTOSJI,O,O,X,O,X,X,X,X,X,X,X,X,X,O
LZITJSO,X,X,O,O,X,O,O,X,X,O,O,X,X,X
LZITJOS,X,O,O,O,X,O,O,X,X,X,O,X,X,X
LZITSJO,X,X,O,O,X,O,O,X,X,O,O,X,X,X
LZITSOJ,O,X,X,O,X,O,O,X,X,O,O,X,X,X
LZITOJS,O,O,X,O,X,O,O,X,X,X,O,X,X,X
LZITOSJ,O,O,X,O,X,O,O,X,X,X,O,X,X,X
LZIJTSO,X,X,O,O,X,O,O,O,X,O,O,O,X,X
LZIJTOS,X,O,O,O,X,O,O,O,X,X,O,O,X,X
LZIJSTO,X,X,O,O,O,O,O,O,O,O,O,O,X,X
LZIJSOT,O,O,O,O,O,O,O,O,O,O,O,O,X,O
LZIJOTS,O,O,O,O,X,O,O,O,X,X,O,O,X,O
LZIJOST,O,O,O,O,O,O,O,O,O,O,O,O,X,O
LZISTJO,X,X,O,O,O,O,O,O,O,O,O,O,X,X
LZISTOJ,O,X,X,O,O,O,O,X,O,O,O,X,X,X
LZISJTO,X,X,O,O,O,O,O,O,O,O,O,O,X,X
LZISJOT,O,O,O,O,O,O,O,O,O,O,O,O,X,O
LZISOTJ,O,O,X,O,O,O,O,X,O,O,O,X,X,O
LZISOJT,O,O,O,O,O,O,O,O,O,O,O,O,X,O
LZIOTJS,O,O,X,O,X,O,O,X,X,X,O,X,X,O
LZIOTSJ,O,O,X,O,X,O,O,X,X,X,O,X,X,O
LZIOJTS,O,O,O,O,X,O,O,O,X,X,O,O,X,O
LZIOJST,O,O,O,O,O,O,O,O,O,O,O,O,X,O
LZIOSTJ,O,O,X,O,O,O,O,X,O,O,O,X,X,O
LZIOSJT,O,O,O,O,O,O,O,O,O,O,O,O,X,O
LZJTISO,X,X,O,O,X,X,X,O,X,X,X,O,X,X
LZJTIOS,X,O,O,O,X,X,X,O,X,X,X,O,X,X
LZJTSIO,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LZJTSOI,X,X,O,O,X,X,X,X,X,X,X,X,X,O
LZJTOIS,X,O,O,O,X,X,X,O,X,X,X,O,X,O
LZJTOSI,X,O,O,O,X,X,X,X,X,X,X,X,X,O
