sequence,v115@FhB8HeB8IeC8BeC8AeB8JeOEJvhFXgBxhBzlBCnBUq?BlsB,v115@FhB8HeB8IeC8BeC8AeB8JeOEJvhF8kBfmBxhBCnBTq?BlsB,v115@FhB8HeB8IeC8BeC8AeB8JeOEJvhF0gBxhBzkBCnB3q?BlsB,v115@FhB8HeB8IeC8BeC8AeB8JeOEJvhFTgBxhBfqB8qBCn?BlsB,v115@FhB8HeB8IeC8BeC8AeB8JexAJvhFTiBikBGmB0kB3q?BlsB,v115@FhB8HeB8IeC8BeC8AeB8Jex/IvhFTiBikBGmBXmBUq?BlsB,v115@FhB8HeB8IeC8BeC8AeB8Jex/IvhF8lBGiBTkBKqB3m?BlsB,v115@FhB8HeB8IeC8BeC8AeB8Je0/IvhFxgBTiB2pBSrBls?B3qB,v115@FhB8HeB8IeC8BeC8AeB8Jex/IvhFXhBTiB2pBSrBls?BUqB,v115@FhB8HeB8IeC8BeC8AeB8JeOEJvhF8kBSmBTiBxqBls?B3qB,v115@FhB8HeB8IeC8BeC8AeB8Je2EJvhFfmB6mBTiBxpBls?BUqB,v115@FhB8HeB8IeC8BeC8AeB8Jei/IvhFGiB3kBRmBUmBTq?BlsB,v115@FhB8HeB8IeC8BeC8AeB8Je2EJvhFRhBSnBUmB3kBTq?BlsB
LTOISZJ,O,O,O,O,X,O,O,X,O,O,O,O,X
LTOIZJS,O,O,O,O,X,O,O,O,X,O,X,X,O
LTOIZSJ,O,O,O,O,X,O,O,X,X,O,X,X,O
LTOJISZ,O,X,O,O,O,O,O,O,O,X,X,O,X
LTOJIZS,O,X,O,O,O,O,O,O,O,X,X,X,O
LTOJSIZ,O,O,O,O,O,O,O,O,O,X,O,O,X
LTOJSZI,O,O,O,O,O,O,O,O,O,X,X,O,O
LTOJZIS,O,O,O,O,O,O,O,O,O,O,X,X,O
LTOJZSI,O,O,O,O,O,O,O,O,O,X,X,X,O
LTOSIJZ,O,O,O,O,O,O,O,O,O,X,O,O,X
LTOSIZJ,O,O,O,O,X,O,O,X,O,X,O,O,X
LTOSJIZ,O,O,O,O,O,O,O,O,O,X,O,O,X
LTOSJZI,O,O,O,O,O,O,O,O,O,X,X,O,O
LTOSZIJ,O,O,O,O,X,O,O,X,O,X,O,O,O
LTOSZJI,O,O,O,O,O,O,O,X,O,X,X,O,O
LTOZIJS,O,O,O,O,X,O,O,O,X,O,X,X,O
LTOZISJ,O,O,O,O,X,O,O,X,X,O,X,X,O
LTOZJIS,O,O,O,O,O,O,O,O,O,O,X,X,O
LTOZJSI,O,O,O,O,O,O,O,O,O,X,X,X,O
LTOZSIJ,O,O,O,O,X,O,O,X,O,X,O,X,O
LTOZSJI,O,O,O,O,O,O,O,X,O,X,X,X,O
LITJSZO,X,X,O,O,X,X,O,O,O,X,O,X,X
LITJSOZ,X,X,X,X,O,O,O,O,O,X,O,X,X
LITJZSO,O,X,X,O,X,O,O,O,O,O,X,X,X
LITJZOS,X,X,X,X,O,O,O,O,O,O,X,X,X
LITJOSZ,O,X,X,X,O,O,O,O,O,X,O,X,X
LITJOZS,X,X,O,X,O,O,O,O,O,O,X,X,X
LITSJZO,X,X,O,O,O,X,O,O,O,X,O,X,X
LITSJOZ,X,X,X,X,O,O,O,O,O,X,O,X,X
LITSZJO,X,O,O,O,X,O,O,X,X,O,O,X,X
LITSZOJ,X,X,O,O,X,O,O,X,O,O,O,X,X
LITSOJZ,X,X,O,X,O,O,O,O,O,X,O,X,X
LITSOZJ,X,X,O,X,X,O,O,X,O,O,O,X,X
LITZJSO,O,X,X,O,X,O,O,O,X,O,X,X,X
LITZJOS,X,X,X,X,X,O,O,O,X,O,X,X,X
LITZSJO,O,X,X,O,X,O,O,X,X,O,X,X,X
LITZSOJ,X,X,X,O,X,O,X,X,X,O,X,X,X
LITZOJS,X,X,X,X,X,O,O,O,X,O,X,X,X
LITZOSJ,X,X,X,X,X,O,O,X,X,O,X,X,X
LITOJSZ,O,X,X,X,O,O,O,O,O,X,O,X,X
LITOJZS,X,X,O,X,O,O,O,O,O,O,X,X,X
LITOSJZ,O,X,X,X,O,O,O,O,O,X,O,X,X
LITOSZJ,X,X,X,X,X,O,O,X,O,O,O,X,X
LITOZJS,X,X,O,X,X,O,O,O,X,O,X,X,X
LITOZSJ,X,X,X,X,X,O,O,X,X,O,X,X,X
LIJTSZO,X,X,O,O,X,X,X,O,O,X,O,X,X
LIJTSOZ,X,X,X,X,O,O,X,O,O,X,O,X,X
LIJTZSO,O,X,X,O,X,O,O,O,O,O,X,X,X
LIJTZOS,X,X,X,X,O,O,O,O,O,O,X,X,X
LIJTOSZ,O,X,X,X,O,O,X,O,O,X,O,X,X
LIJTOZS,X,X,O,X,O,O,X,O,O,O,X,X,X
LIJSTZO,X,X,O,O,O,X,X,O,O,X,O,X,X
LIJSTOZ,X,X,X,X,O,O,X,O,O,X,O,X,X
LIJSZTO,O,O,O,O,O,X,X,O,O,X,O,X,X
LIJSZOT,O,O,O,O,X,X,X,X,X,X,X,X,X
LIJSOTZ,O,X,O,X,O,X,X,X,O,X,O,X,X
LIJSOZT,O,X,O,O,X,X,X,X,X,X,X,X,X
LIJZTSO,O,X,X,O,X,O,O,O,O,O,X,X,X
LIJZTOS,X,X,X,X,O,O,O,O,O,O,X,X,X
LIJZSTO,O,O,O,O,X,O,O,O,O,O,X,X,X
LIJZSOT,O,O,O,O,X,X,O,X,X,X,X,X,X
LIJZOTS,O,X,O,X,X,O,X,O,X,O,X,X,X
LIJZOST,O,X,O,O,X,X,X,X,X,X,X,X,X
LIJOTSZ,O,X,X,X,O,O,X,O,O,X,X,X,X
LIJOTZS,X,X,O,X,O,O,X,O,O,X,X,X,X
LIJOSTZ,O,X,O,X,X,X,X,X,O,X,X,X,X
LIJOSZT,O,X,O,O,X,X,X,X,X,X,X,X,X
LIJOZTS,X,X,O,X,X,X,X,O,X,X,X,X,X
LIJOZST,O,X,O,O,X,X,X,X,X,X,X,X,X
LISTJZO,X,X,O,O,O,X,X,O,O,X,O,X,X
LISTJOZ,X,X,X,X,O,O,X,O,O,X,O,X,X
LISTZJO,X,O,O,O,X,O,O,X,X,O,O,X,X
LISTZOJ,X,X,O,O,X,O,X,X,O,O,O,X,X
LISTOJZ,X,X,O,X,O,O,X,O,O,X,O,X,X
LISTOZJ,X,X,O,X,X,O,X,X,O,O,O,X,X
LISJTZO,X,X,O,O,O,X,X,O,O,X,O,X,X
LISJTOZ,X,X,X,X,O,O,X,O,O,X,O,X,X
LISJZTO,O,O,O,O,O,X,O,O,O,X,O,X,X
LISJZOT,O,O,O,O,X,X,O,X,X,X,X,X,X
LISJOTZ,O,X,O,X,O,X,X,X,O,X,O,X,X
LISJOZT,O,X,O,O,X,X,O,X,X,X,X,X,X
LISZTJO,O,O,O,O,X,O,O,X,X,O,O,X,X
LISZTOJ,X,X,O,O,X,O,X,X,O,O,O,X,X
LISZJTO,O,O,O,O,O,O,O,X,X,O,O,X,X
LISZJOT,O,O,O,O,X,X,O,X,X,X,X,X,X
LISZOTJ,X,X,O,O,X,X,O,X,X,X,X,X,X
LISZOJT,O,O,O,O,X,X,O,X,X,X,X,X,X
LISOTJZ,O,X,O,X,X,X,X,X,O,X,O,X,X
LISOTZJ,X,X,O,X,X,X,X,X,O,X,O,X,X
LISOJTZ,O,X,O,X,O,X,X,X,X,X,O,X,X
LISOJZT,O,X,O,O,X,X,O,X,X,X,X,X,X
LISOZTJ,X,X,O,O,X,X,O,X,X,X,X,X,X
LISOZJT,O,O,O,O,X,X,O,X,X,X,X,X,X
LIZTJSO,O,X,X,O,X,O,O,O,X,O,X,X,X
LIZTJOS,X,X,X,X,X,O,O,O,X,O,X,X,X
LIZTSJO,O,X,X,O,X,O,O,X,X,O,X,X,X
LIZTSOJ,X,X,X,O,X,O,X,X,X,O,X,X,X
LIZTOJS,X,X,X,X,X,O,O,O,X,O,X,X,X
LIZTOSJ,X,X,X,X,X,O,O,X,X,O,X,X,X
LIZJTSO,O,X,X,O,X,O,O,O,X,O,X,X,X
LIZJTOS,X,X,X,X,O,O,O,O,X,O,X,X,X
LIZJSTO,O,O,O,O,X,O,O,O,X,O,X,X,X
LIZJSOT,O,O,O,O,X,X,O,X,X,X,X,X,X
LIZJOTS,O,X,O,X,X,O,X,O,X,O,X,X,X
LIZJOST,O,X,O,O,X,X,X,X,X,X,X,X,X
LIZSTJO,O,O,O,O,X,O,O,X,X,O,X,X,X
LIZSTOJ,X,X,O,O,X,O,X,X,X,O,X,X,X
LIZSJTO,O,O,O,O,O,O,O,X,X,O,X,X,X
LIZSJOT,O,O,O,O,X,X,O,X,X,X,X,X,X
LIZSOTJ,X,X,O,O,X,X,O,X,X,X,X,X,X
LIZSOJT,O,O,O,O,X,X,O,X,X,X,X,X,X
LIZOTJS,O,X,O,X,X,O,O,X,X,O,X,X,X
LIZOTSJ,O,X,X,X,X,O,O,X,X,O,X,X,X
LIZOJTS,O,X,O,X,X,O,O,X,X,O,X,X,X
LIZOJST,O,X,O,O,X,X,O,X,X,X,X,X,X
LIZOSTJ,O,X,X,O,X,X,O,X,X,X,X,X,X
LIZOSJT,O,X,O,O,X,X,O,X,X,X,X,X,X
LIOTJSZ,O,X,X,X,X,O,O,O,X,X,X,X,X
LIOTJZS,X,X,O,X,X,O,O,O,X,O,X,X,X
LIOTSJZ,O,X,X,X,X,O,O,O,X,X,X,X,X
LIOTSZJ,X,X,X,X,X,O,O,X,X,O,X,X,X
LIOTZJS,X,X,O,X,X,O,O,O,X,O,X,X,X
LIOTZSJ,X,X,X,X,X,O,O,X,X,O,X,X,X
LIOJTSZ,O,X,X,X,O,O,X,O,X,X,X,X,X
LIOJTZS,X,X,O,X,O,O,O,O,X,X,X,X,X
LIOJSTZ,O,X,O,X,X,X,X,X,X,X,X,X,X
LIOJSZT,O,X,O,O,X,X,X,X,X,X,X,X,X
LIOJZTS,X,X,O,X,X,X,O,O,X,X,X,X,X
LIOJZST,O,X,O,O,X,X,O,X,X,X,X,X,X
LIOSTJZ,O,X,O,X,X,X,X,X,X,X,X,X,X
LIOSTZJ,X,O,O,X,X,X,O,X,X,X,X,X,X
LIOSJTZ,O,X,O,X,O,X,X,X,X,X,X,X,X
LIOSJZT,O,O,O,O,X,X,O,X,X,X,X,X,X
LIOSZTJ,X,O,O,O,X,X,O,X,X,X,X,X,X
LIOSZJT,O,O,O,O,X,X,O,X,X,X,X,X,X
LIOZTJS,X,X,O,X,X,O,O,X,X,O,X,X,X
LIOZTSJ,X,X,X,X,X,O,O,X,X,O,X,X,X
LIOZJTS,X,X,O,X,X,O,O,X,X,O,X,X,X
LIOZJST,O,O,O,O,X,X,O,X,X,X,X,X,X
LIOZSTJ,X,O,X,O,X,X,O,X,X,X,X,X,X
LIOZSJT,O,O,O,O,X,X,O,X,X,X,X,X,X
LJTISZO,O,X,O,O,O,X,O,O,O,X,X,X,X
LJTISOZ,O,X,O,O,O,O,O,O,O,X,X,X,X
LJTIZSO,O,O,O,O,X,O,O,O,O,X,X,X,X
LJTIZOS,O,X,O,O,O,O,O,O,O,X,X,X,X
LJTIOSZ,O,X,O,O,O,O,O,O,O,X,X,X,X
LJTIOZS,O,X,O,O,O,O,O,O,O,X,X,X,X
LJTSIZO,O,X,O,O,O,X,O,O,O,X,O,X,X
LJTSIOZ,O,X,O,O,O,O,O,O,O,X,O,X,X
LJTSZIO,O,O,O,O,O,X,O,O,O,X,X,X,X
LJTSZOI,O,O,O,O,O,X,O,O,O,X,X,X,X
LJTSOIZ,O,X,O,O,O,O,O,O,O,X,O,X,X
LJTSOZI,O,X,O,O,O,O,O,O,O,X,X,X,X
LJTZISO,O,O,O,O,X,O,O,O,O,O,X,X,X
LJTZIOS,O,X,O,O,O,O,O,O,O,O,X,X,X
LJTZSIO,O,O,O,O,X,O,O,O,O,X,X,X,X
LJTZSOI,O,O,O,O,X,O,O,O,O,X,X,X,X
LJTZOIS,O,X,O,O,O,O,O,O,O,O,X,X,X
LJTZOSI,O,O,O,O,O,O,O,O,O,X,X,X,X
LJTOISZ,O,X,O,O,O,O,O,O,O,X,X,X,X
LJTOIZS,O,X,O,O,O,O,O,O,O,X,X,X,X
LJTOSIZ,O,X,O,O,O,O,O,O,O,X,O,X,X
LJTOSZI,O,X,O,O,O,O,O,O,O,X,X,X,X
LJTOZIS,O,X,O,O,O,O,O,O,O,O,X,X,X
LJTOZSI,O,O,O,O,O,O,O,O,O,X,X,X,X
LJITSZO,X,X,O,O,O,X,X,O,O,X,X,X,X
LJITSOZ,X,X,X,X,O,O,X,O,O,X,X,X,X
LJITZSO,O,X,X,O,X,O,O,O,O,X,X,X,X
LJITZOS,X,X,X,X,O,O,O,O,O,X,X,X,X
LJITOSZ,O,X,X,X,O,O,X,O,O,X,X,X,X
LJITOZS,X,X,O,X,O,O,X,O,O,X,X,X,X
LJISTZO,X,X,O,O,O,X,X,O,O,X,X,X,X
LJISTOZ,X,X,X,X,O,O,X,O,O,X,X,X,X
LJISZTO,O,O,O,O,O,X,X,O,O,X,X,X,X
LJISZOT,O,O,O,O,X,X,X,X,X,X,X,X,X
LJISOTZ,O,X,O,X,O,X,X,X,O,X,X,X,X
LJISOZT,O,X,O,O,X,X,X,X,X,X,X,X,X
LJIZTSO,O,X,X,O,X,O,O,O,O,X,X,X,X
LJIZTOS,X,X,X,X,O,O,O,O,O,X,X,X,X
LJIZSTO,O,O,O,O,X,O,O,O,O,X,X,X,X
LJIZSOT,O,O,O,O,X,X,O,X,X,X,X,X,X
LJIZOTS,O,X,O,X,X,O,X,O,X,X,X,X,X
LJIZOST,O,X,O,O,X,X,X,X,X,X,X,X,X
LJIOTSZ,O,X,X,X,O,O,X,O,O,X,X,X,X
LJIOTZS,X,X,O,X,O,O,X,O,O,X,X,X,X
LJIOSTZ,O,X,O,X,X,X,X,X,O,X,X,X,X
LJIOSZT,O,X,O,O,X,X,X,X,X,X,X,X,X
LJIOZTS,X,X,O,X,X,X,X,O,X,X,X,X,X
LJIOZST,O,X,O,O,X,X,X,X,X,X,X,X,X
LJSTIZO,X,X,O,O,O,X,X,O,O,X,O,X,X
LJSTIOZ,X,X,O,O,O,O,X,O,O,X,O,X,X
LJSTZIO,X,X,O,O,O,X,O,O,O,X,X,X,X
LJSTZOI,X,X,O,O,O,X,O,O,O,X,X,X,X
LJSTOIZ,X,X,O,O,O,O,X,O,O,X,O,X,X
LJSTOZI,X,X,O,O,O,O,O,O,O,X,X,X,X
LJSITZO,X,X,O,O,O,X,X,O,O,X,O,X,X
LJSITOZ,X,X,X,X,O,O,X,O,O,X,O,X,X
LJSIZTO,O,O,O,O,O,X,O,O,O,X,O,X,X
LJSIZOT,O,O,O,O,X,X,O,X,X,X,X,X,X
LJSIOTZ,O,X,O,X,O,X,X,X,O,X,O,X,X
LJSIOZT,O,X,O,O,X,X,O,X,X,X,X,X,X
LJSZTIO,O,O,O,O,O,X,O,O,O,X,X,X,X
LJSZTOI,X,O,O,O,O,X,O,O,O,X,X,X,X
LJSZITO,O,O,O,O,O,X,O,O,O,X,X,X,X
LJSZIOT,O,O,O,O,X,X,O,X,X,X,X,X,X
LJSZOTI,O,O,O,O,X,X,O,X,X,X,X,X,X
LJSZOIT,O,O,O,O,X,X,O,X,X,X,X,X,X
LJSOTIZ,O,X,O,X,O,X,X,X,O,X,X,X,X
LJSOTZI,O,X,O,X,O,X,O,X,O,X,X,X,X
LJSOITZ,O,X,O,X,O,X,X,X,O,X,X,X,X
LJSOIZT,O,X,O,O,X,X,O,X,X,X,X,X,X
LJSOZTI,O,X,O,O,X,X,O,X,X,X,X,X,X
LJSOZIT,O,X,O,O,X,X,O,X,X,X,X,X,X
LJZTISO,O,O,X,O,X,O,O,O,O,O,X,X,X
LJZTIOS,O,X,X,O,O,O,O,O,O,O,X,X,X
LJZTSIO,O,O,X,O,X,O,O,O,O,X,X,X,X
LJZTSOI,O,O,X,O,X,O,O,O,O,X,X,X,X
LJZTOIS,O,X,X,O,O,O,O,O,O,O,X,X,X
LJZTOSI,O,O,X,O,O,O,O,O,O,X,X,X,X
LJZITSO,O,X,X,O,X,O,O,O,O,O,X,X,X
LJZITOS,X,X,X,X,O,O,O,O,O,O,X,X,X
LJZISTO,O,O,O,O,X,O,O,O,O,O,X,X,X
LJZISOT,O,O,O,O,X,X,O,X,X,X,X,X,X
LJZIOTS,O,X,O,X,X,O,X,O,X,O,X,X,X
LJZIOST,O,X,O,O,X,X,X,X,X,X,X,X,X
LJZSTIO,O,O,O,O,X,O,O,O,O,X,X,X,X
LJZSTOI,O,O,X,O,X,O,O,O,O,X,X,X,X
LJZSITO,O,O,O,O,X,O,O,O,O,X,X,X,X
LJZSIOT,O,O,O,O,X,X,O,X,X,X,X,X,X
LJZSOTI,O,O,X,O,X,X,O,X,X,X,X,X,X
LJZSOIT,O,O,O,O,X,X,O,X,X,X,X,X,X
LJZOTIS,O,X,O,X,X,O,O,O,X,X,X,X,X
LJZOTSI,O,X,O,X,X,O,O,O,X,X,X,X,X
LJZOITS,O,X,O,X,X,O,O,O,X,X,X,X,X
LJZOIST,O,X,O,O,X,X,O,X,X,X,X,X,X
LJZOSTI,O,O,O,O,X,X,O,X,X,X,X,X,X
LJZOSIT,O,O,O,O,X,X,O,X,X,X,X,X,X
LJOTISZ,O,X,O,X,O,O,O,O,O,X,X,X,X
LJOTIZS,O,X,O,X,O,O,O,O,O,X,X,X,X
LJOTSIZ,O,X,O,X,O,O,O,O,O,X,X,X,X
LJOTSZI,O,X,O,X,O,O,O,O,O,X,X,X,X
LJOTZIS,O,X,O,X,O,O,O,O,O,X,X,X,X
LJOTZSI,O,X,O,X,O,O,O,O,O,X,X,X,X
LJOITSZ,O,X,X,X,O,O,X,O,O,X,X,X,X
LJOITZS,X,X,O,X,O,O,O,O,O,X,X,X,X
LJOISTZ,O,X,O,X,X,X,X,X,O,X,X,X,X
LJOISZT,O,X,O,O,X,X,X,X,X,X,X,X,X
LJOIZTS,X,X,O,X,X,X,O,O,X,X,X,X,X
LJOIZST,O,X,O,O,X,X,O,X,X,X,X,X,X
LJOSTIZ,O,X,O,X,X,X,X,X,O,X,X,X,X
LJOSTZI,O,X,O,X,X,X,O,X,O,X,X,X,X
LJOSITZ,O,X,O,X,X,X,X,X,O,X,X,X,X
LJOSIZT,O,O,O,O,X,X,O,X,X,X,X,X,X
LJOSZTI,O,O,O,O,X,X,O,X,X,X,X,X,X
LJOSZIT,O,O,O,O,X,X,O,X,X,X,X,X,X
LJOZTIS,O,X,O,X,X,X,O,O,X,X,X,X,X
LJOZTSI,O,O,O,X,X,X,O,O,X,X,X,X,X
LJOZITS,O,X,O,X,X,X,O,O,X,X,X,X,X
LJOZIST,O,O,O,O,X,X,O,X,X,X,X,X,X
LJOZSTI,O,O,O,O,X,X,O,X,X,X,X,X,X
LJOZSIT,O,O,O,O,X,X,O,X,X,X,X,X,X
LSTIJZO,X,O,O,O,O,X,O,O,O,X,O,O,X
LSTIJOZ,X,X,O,O,O,O,O,O,O,X,O,O,X
LSTIZJO,X,O,O,O,X,O,O,X,X,X,O,O,X
LSTIZOJ,X,O,O,O,X,O,O,X,O,X,O,X,X
LSTIOJZ,X,X,O,O,O,O,O,O,O,X,O,O,X
LSTIOZJ,X,O,O,O,X,O,O,X,O,X,O,X,X
LSTJIZO,X,O,O,O,O,X,O,O,O,X,O,O,X
LSTJIOZ,X,X,O,O,O,O,O,O,O,X,O,O,X
LSTJZIO,X,O,O,O,O,X,O,O,O,X,X,O,X
LSTJZOI,X,O,O,O,O,X,O,O,O,X,X,X,X
LSTJOIZ,X,X,O,O,O,O,O,O,O,X,O,O,X
LSTJOZI,X,X,O,O,O,O,O,O,O,X,X,X,X
LSTZIJO,X,O,O,O,X,O,O,X,X,X,O,O,X
LSTZIOJ,X,O,O,O,X,O,O,X,O,X,O,X,X
LSTZJIO,X,O,O,O,O,O,O,X,O,X,X,O,X
LSTZJOI,X,O,O,O,O,O,O,X,O,X,X,X,X
LSTZOIJ,X,O,O,O,X,O,O,X,O,X,O,X,X
LSTZOJI,X,O,O,O,O,O,O,X,O,X,X,X,X
LSTOIJZ,X,X,O,O,O,O,O,O,O,X,O,O,X
LSTOIZJ,X,O,O,O,X,O,O,X,O,X,O,X,X
LSTOJIZ,X,X,O,O,O,O,O,O,O,X,O,O,X
LSTOJZI,X,X,O,O,O,O,O,O,O,X,X,X,X
LSTOZIJ,X,O,O,O,X,O,O,X,O,X,O,X,X
LSTOZJI,X,O,O,O,O,O,O,X,O,X,X,X,X
LSITJZO,X,X,O,O,O,X,X,O,O,X,O,O,X
LSITJOZ,X,X,X,X,O,O,X,O,O,X,O,O,X
LSITZJO,X,O,O,O,X,O,O,X,X,X,O,O,X
LSITZOJ,X,X,O,O,X,O,X,X,O,X,O,X,X
LSITOJZ,X,X,O,X,O,O,X,O,O,X,O,O,X
LSITOZJ,X,X,O,X,X,O,X,X,O,X,O,X,X
LSIJTZO,X,X,O,O,O,X,X,O,O,X,O,X,X
LSIJTOZ,X,X,X,X,O,O,X,O,O,X,O,X,X
LSIJZTO,O,O,O,O,O,X,O,O,O,X,O,X,X
LSIJZOT,O,O,O,O,X,X,O,X,X,X,X,X,X
LSIJOTZ,O,X,O,X,O,X,X,X,O,X,O,X,X
LSIJOZT,O,X,O,O,X,X,O,X,X,X,X,X,X
LSIZTJO,O,O,O,O,X,O,O,X,X,X,O,X,X
LSIZTOJ,X,X,O,O,X,O,X,X,O,X,O,X,X
LSIZJTO,O,O,O,O,O,O,O,X,X,X,O,X,X
LSIZJOT,O,O,O,O,X,X,O,X,X,X,X,X,X
LSIZOTJ,X,X,O,O,X,X,O,X,X,X,X,X,X
LSIZOJT,O,O,O,O,X,X,O,X,X,X,X,X,X
LSIOTJZ,O,X,O,X,X,X,X,X,O,X,O,X,X
LSIOTZJ,X,X,O,X,X,X,X,X,O,X,O,X,X
LSIOJTZ,O,X,O,X,O,X,X,X,X,X,O,X,X
LSIOJZT,O,X,O,O,X,X,O,X,X,X,X,X,X
LSIOZTJ,X,X,O,O,X,X,O,X,X,X,X,X,X
LSIOZJT,O,O,O,O,X,X,O,X,X,X,X,X,X
LSJTIZO,X,X,O,O,O,X,X,O,O,X,O,O,X
LSJTIOZ,X,X,O,O,O,O,X,O,O,X,O,O,X
LSJTZIO,X,X,O,O,O,X,O,O,O,X,X,O,X
LSJTZOI,X,X,O,O,O,X,O,O,O,X,X,X,X
LSJTOIZ,X,X,O,O,O,O,X,O,O,X,O,O,X
LSJTOZI,X,X,O,O,O,O,O,O,O,X,X,X,X
LSJITZO,X,X,O,O,O,X,X,O,O,X,O,X,X
LSJITOZ,X,X,X,X,O,O,X,O,O,X,O,X,X
LSJIZTO,O,O,O,O,O,X,O,O,O,X,O,X,X
LSJIZOT,O,O,O,O,X,X,O,X,X,X,X,X,X
LSJIOTZ,O,X,O,X,O,X,X,X,O,X,O,X,X
LSJIOZT,O,X,O,O,X,X,O,X,X,X,X,X,X
LSJZTIO,O,O,O,O,O,X,O,O,O,X,X,X,X
LSJZTOI,X,O,O,O,O,X,O,O,O,X,X,X,X
LSJZITO,O,O,O,O,O,X,O,O,O,X,X,X,X
LSJZIOT,O,O,O,O,X,X,O,X,X,X,X,X,X
LSJZOTI,O,O,O,O,X,X,O,X,X,X,X,X,X
LSJZOIT,O,O,O,O,X,X,O,X,X,X,X,X,X
LSJOTIZ,O,X,O,X,O,X,X,X,O,X,X,X,X
LSJOTZI,O,X,O,X,O,X,O,X,O,X,X,X,X
LSJOITZ,O,X,O,X,O,X,X,X,O,X,X,X,X
LSJOIZT,O,X,O,O,X,X,O,X,X,X,X,X,X
LSJOZTI,O,X,O,O,X,X,O,X,X,X,X,X,X
LSJOZIT,O,X,O,O,X,X,O,X,X,X,X,X,X
LSZTIJO,O,O,O,O,X,O,O,X,X,X,O,O,X
LSZTIOJ,X,O,O,O,X,O,X,X,O,X,O,X,X
LSZTJIO,O,O,O,O,O,O,O,X,O,X,X,O,X
LSZTJOI,X,O,O,O,O,O,O,X,O,X,X,X,X
LSZTOIJ,X,O,O,O,X,O,O,X,O,X,O,X,X
LSZTOJI,X,O,O,O,O,O,O,X,O,X,X,X,X
LSZITJO,O,O,O,O,X,O,O,X,X,X,O,X,X
LSZITOJ,X,X,O,O,X,O,X,X,O,X,O,X,X
LSZIJTO,O,O,O,O,O,O,O,X,X,X,O,X,X
LSZIJOT,O,O,O,O,X,X,O,X,X,X,X,X,X
LSZIOTJ,X,X,O,O,X,X,O,X,X,X,X,X,X
LSZIOJT,O,O,O,O,X,X,O,X,X,X,X,X,X
LSZJTIO,O,O,O,O,O,O,O,X,O,X,X,X,X
LSZJTOI,X,O,O,O,O,O,O,X,O,X,X,X,X
LSZJITO,O,O,O,O,O,O,O,X,O,X,X,X,X
LSZJIOT,O,O,O,O,X,X,O,X,X,X,X,X,X
LSZJOTI,O,O,O,O,X,X,O,X,X,X,X,X,X
LSZJOIT,O,O,O,O,X,X,O,X,X,X,X,X,X
LSZOTIJ,O,X,O,O,X,X,O,X,X,X,X,X,X
LSZOTJI,O,X,O,O,X,X,O,X,X,X,X,X,X
LSZOITJ,O,X,O,O,X,X,O,X,X,X,X,X,X
LSZOIJT,O,O,O,O,X,X,O,X,X,X,X,X,X
LSZOJTI,O,O,O,O,X,X,O,X,X,X,X,X,X
LSZOJIT,O,O,O,O,X,X,O,X,X,X,X,X,X
LSOTIJZ,O,X,O,X,O,X,O,X,O,X,O,O,X
LSOTIZJ,X,O,O,X,X,X,O,X,O,X,O,X,X
LSOTJIZ,O,X,O,X,O,X,O,X,O,X,O,O,X
LSOTJZI,O,X,O,X,O,X,O,X,O,X,X,X,X
LSOTZIJ,X,O,O,X,X,X,O,X,O,X,O,X,X
LSOTZJI,X,O,O,X,O,X,O,X,O,X,X,X,X
LSOITJZ,O,X,O,X,X,X,X,X,O,X,O,X,X
LSOITZJ,X,O,O,X,X,X,O,X,O,X,O,X,X
LSOIJTZ,O,X,O,X,O,X,X,X,X,X,O,X,X
LSOIJZT,O,O,O,O,X,X,O,X,X,X,X,X,X
LSOIZTJ,X,O,O,O,X,X,O,X,X,X,X,X,X
LSOIZJT,O,O,O,O,X,X,O,X,X,X,X,X,X
LSOJTIZ,O,X,O,X,O,X,X,X,O,X,X,X,X
LSOJTZI,O,X,O,X,O,X,O,X,O,X,X,X,X
LSOJITZ,O,X,O,X,O,X,X,X,O,X,X,X,X
LSOJIZT,O,O,O,O,X,X,O,X,X,X,X,X,X
LSOJZTI,O,O,O,O,X,X,O,X,X,X,X,X,X
LSOJZIT,O,O,O,O,X,X,O,X,X,X,X,X,X
LSOZTIJ,X,O,O,O,X,X,O,X,X,X,X,X,X
LSOZTJI,X,O,O,O,X,X,O,X,X,X,X,X,X
LSOZITJ,X,O,O,O,X,X,O,X,X,X,X,X,X
LSOZIJT,O,O,O,O,X,X,O,X,X,X,X,X,X
LSOZJTI,O,O,O,O,X,X,O,X,X,X,X,X,X
LSOZJIT,O,O,O,O,X,X,O,X,X,X,X,X,X
LZTIJSO,O,O,X,O,X,O,O,O,X,O,X,X,X
LZTIJOS,O,X,X,O,X,O,O,O,X,O,X,X,X
LZTISJO,O,O,X,O,X,O,O,X,X,O,X,X,X
LZTISOJ,O,O,X,O,X,O,X,X,X,O,X,X,X
LZTIOJS,O,X,X,O,X,O,O,O,X,O,X,X,X
LZTIOSJ,O,X,X,O,X,O,O,X,X,O,X,X,X
LZTJISO,O,O,X,O,X,O,O,O,O,O,X,X,X
LZTJIOS,O,X,X,O,O,O,O,O,O,O,X,X,X
LZTJSIO,O,O,X,O,X,O,O,O,O,X,X,X,X
LZTJSOI,O,O,X,O,X,O,O,O,O,X,X,X,X
