sequence,v115@HhA8IeC8FeF8CeB8Jex/IvhFihB3iBcoBGlB9rBTsB,v115@HhA8IeC8FeF8CeB8Jex/IvhFihBcnBTjBGlB9rB3sB,v115@HhA8IeC8FeF8CeB8Jex/IvhFNmB3iBcoBGlBzmBSxB,v115@HhA8IeC8FeF8CeB8Je0/IvhF6lBNmBTjBRsBXsBGsB,v115@HhA8IeC8FeF8CeB8Je0/IvhFxgBdnBCjBzlBXoBWxB,v115@HhA8IeC8FeF8CeB8Jex/IvhFNmBUiBGlBXoBzrBCtB
OJSITLZ,O,O,X,X,O,O
OJSITZL,O,O,X,X,O,O
OJSILTZ,X,O,X,X,O,O
OJSILZT,X,O,X,X,O,X
OJSIZTL,O,O,X,X,O,O
OJSIZLT,O,O,X,X,O,X
OJSLTIZ,X,O,X,X,O,O
OJSLTZI,X,O,X,X,O,O
OJSLITZ,X,O,X,X,O,O
OJSLIZT,X,O,X,X,O,X
OJSLZTI,X,O,X,X,O,X
OJSLZIT,X,O,X,X,O,X
OJSZTIL,O,O,X,X,O,O
OJSZTLI,O,O,X,X,O,O
OJSZITL,O,O,X,X,O,O
OJSZILT,O,O,X,X,O,X
OJSZLTI,O,O,X,X,O,X
OJSZLIT,O,O,X,X,O,X
OJZTILS,O,X,O,O,O,O
OJZTISL,O,O,O,X,O,O
OJZTLIS,O,X,O,O,O,O
OJZTLSI,O,X,O,X,O,O
OJZTSIL,O,O,O,X,O,O
OJZTSLI,O,O,O,X,O,O
OJZITLS,O,X,O,O,O,O
OJZITSL,O,O,O,X,O,O
OJZILTS,O,X,O,O,O,X
OJZILST,O,X,O,X,O,X
OJZISTL,O,O,O,X,O,O
OJZISLT,O,O,O,X,O,X
OJZLTIS,O,X,O,O,O,X
OJZLTSI,O,X,O,X,O,X
OJZLITS,O,X,O,O,O,X
OJZLIST,O,X,O,X,O,X
OJZLSTI,O,X,O,X,O,X
OJZLSIT,O,X,O,X,O,X
OJZSTIL,O,O,O,X,O,O
OJZSTLI,O,O,O,X,O,O
OJZSITL,O,O,O,X,O,O
OJZSILT,O,O,O,X,O,X
OJZSLTI,O,O,O,X,O,X
OJZSLIT,O,O,O,X,O,X
OSTILJZ,X,X,X,O,X,X
OSTILZJ,O,O,X,O,X,X
OSTIJLZ,X,O,X,X,O,O
OSTIJZL,X,O,X,X,O,O
OSTIZLJ,O,O,X,O,X,X
OSTIZJL,O,O,X,X,O,O
OSTLIJZ,X,X,X,O,X,X
OSTLIZJ,O,O,X,O,X,X
OSTLJIZ,O,O,X,X,O,O
OSTLJZI,O,O,X,X,O,O
OSTLZIJ,O,O,X,O,X,X
OSTLZJI,O,O,X,X,O,O
OSTJILZ,O,O,X,X,O,O
OSTJIZL,O,O,X,X,O,O
OSTJLIZ,O,O,X,X,O,O
OSTJLZI,O,O,X,X,O,O
OSTJZIL,O,O,X,X,O,O
OSTJZLI,O,O,X,X,O,O
OSTZILJ,O,O,X,O,X,X
OSTZIJL,O,O,X,X,O,O
OSTZLIJ,O,O,X,O,X,X
OSTZLJI,O,O,X,X,O,O
OSTZJIL,O,O,X,X,O,O
OSTZJLI,O,O,X,X,O,O
OSITLJZ,X,X,X,O,X,X
OSITLZJ,O,O,X,O,X,X
OSITJLZ,X,O,X,X,O,O
OSITJZL,X,O,X,X,O,O
OSITZLJ,O,O,X,O,X,X
OSITZJL,O,O,X,X,O,O
OSILTJZ,X,X,X,O,X,X
OSILTZJ,X,O,X,O,X,X
OSILJTZ,X,O,X,X,O,O
OSILJZT,X,O,X,X,O,X
OSILZTJ,X,O,X,O,X,X
OSILZJT,X,O,X,X,O,X
OSIJTLZ,O,O,X,X,O,O
OSIJTZL,O,O,X,X,O,O
OSIJLTZ,X,O,X,X,O,O
OSIJLZT,X,O,X,X,O,X
OSIJZTL,O,O,X,X,O,O
OSIJZLT,O,O,X,X,O,X
OSIZTLJ,O,O,X,O,X,X
OSIZTJL,O,O,X,X,O,O
OSIZLTJ,O,O,X,O,X,X
OSIZLJT,O,O,X,X,O,X
OSIZJTL,O,O,X,X,O,O
OSIZJLT,O,O,X,X,O,X
OSLTIJZ,X,X,X,O,X,X
OSLTIZJ,X,O,X,O,X,X
OSLTJIZ,X,O,X,X,O,O
OSLTJZI,X,O,X,X,O,O
OSLTZIJ,X,O,X,O,X,X
OSLTZJI,X,O,X,X,O,O
OSLITJZ,X,X,X,O,X,X
OSLITZJ,X,O,X,O,X,X
OSLIJTZ,X,O,X,X,O,O
OSLIJZT,X,O,X,X,O,X
OSLIZTJ,X,O,X,O,X,X
OSLIZJT,X,O,X,X,O,X
OSLJTIZ,X,O,X,X,O,O
OSLJTZI,X,O,X,X,O,O
OSLJITZ,X,O,X,X,O,O
OSLJIZT,X,O,X,X,O,X
OSLJZTI,X,O,X,X,O,X
OSLJZIT,X,O,X,X,O,X
OSLZTIJ,X,O,X,O,X,X
OSLZTJI,X,O,X,X,O,O
OSLZITJ,X,O,X,O,X,X
OSLZIJT,X,O,X,X,O,X
OSLZJTI,X,O,X,X,O,X
OSLZJIT,X,O,X,X,O,X
OSJTILZ,O,O,X,X,O,O
OSJTIZL,O,O,X,X,O,O
OSJTLIZ,O,O,X,X,O,O
OSJTLZI,O,O,X,X,O,O
OSJTZIL,O,O,X,X,O,O
OSJTZLI,O,O,X,X,O,O
OSJITLZ,O,O,X,X,O,O
OSJITZL,O,O,X,X,O,O
OSJILTZ,X,O,X,X,O,O
OSJILZT,X,O,X,X,O,X
OSJIZTL,O,O,X,X,O,O
OSJIZLT,O,O,X,X,O,X
OSJLTIZ,X,O,X,X,O,O
OSJLTZI,X,O,X,X,O,O
OSJLITZ,X,O,X,X,O,O
OSJLIZT,X,O,X,X,O,X
OSJLZTI,X,O,X,X,O,X
OSJLZIT,X,O,X,X,O,X
OSJZTIL,O,O,X,X,O,O
OSJZTLI,O,O,X,X,O,O
OSJZITL,O,O,X,X,O,O
OSJZILT,O,O,X,X,O,X
OSJZLTI,O,O,X,X,O,X
OSJZLIT,O,O,X,X,O,X
OSZTILJ,O,O,X,O,X,X
OSZTIJL,O,O,X,X,O,O
OSZTLIJ,O,O,X,O,X,X
OSZTLJI,O,O,X,X,O,O
OSZTJIL,O,O,X,X,O,O
OSZTJLI,O,O,X,X,O,O
OSZITLJ,O,O,X,O,X,X
OSZITJL,O,O,X,X,O,O
OSZILTJ,O,O,X,O,X,X
OSZILJT,O,O,X,X,O,X
OSZIJTL,O,O,X,X,O,O
OSZIJLT,O,O,X,X,O,X
OSZLTIJ,O,O,X,O,X,X
OSZLTJI,O,O,X,X,O,O
OSZLITJ,O,O,X,O,X,X
OSZLIJT,O,O,X,X,O,X
OSZLJTI,O,O,X,X,O,X
OSZLJIT,O,O,X,X,O,X
OSZJTIL,O,O,X,X,O,O
OSZJTLI,O,O,X,X,O,O
OSZJITL,O,O,X,X,O,O
OSZJILT,O,O,X,X,O,X
OSZJLTI,O,O,X,X,O,X
OSZJLIT,O,O,X,X,O,X
OZTILJS,O,X,X,O,X,X
OZTILSJ,O,X,X,O,X,X
OZTIJLS,O,X,X,O,O,O
OZTIJSL,O,X,X,X,O,O
OZTISLJ,O,O,X,O,X,X
OZTISJL,O,O,X,X,O,O
OZTLIJS,O,X,X,O,X,X
OZTLISJ,O,X,X,O,X,X
OZTLJIS,O,X,O,O,X,O
OZTLJSI,O,X,O,X,X,O
OZTLSIJ,O,X,X,O,X,X
OZTLSJI,O,X,O,X,X,O
OZTJILS,O,X,O,O,O,O
OZTJISL,O,O,O,X,O,O
OZTJLIS,O,X,O,O,O,O
OZTJLSI,O,X,O,X,O,O
OZTJSIL,O,O,O,X,O,O
OZTJSLI,O,O,O,X,O,O
OZTSILJ,O,O,X,O,X,X
OZTSIJL,O,O,X,X,O,O
OZTSLIJ,O,O,X,O,X,X
OZTSLJI,O,O,X,X,O,O
OZTSJIL,O,O,O,X,O,O
OZTSJLI,O,O,O,X,O,O
OZITLJS,O,X,X,O,X,X
OZITLSJ,O,X,X,O,X,X
OZITJLS,O,X,X,O,O,O
OZITJSL,O,X,X,X,O,O
OZITSLJ,O,O,X,O,X,X
OZITSJL,O,O,X,X,O,O
OZILTJS,O,X,X,O,X,X
OZILTSJ,O,X,X,O,X,X
OZILJTS,O,X,O,O,O,X
OZILJST,O,X,O,X,O,X
OZILSTJ,O,X,X,O,X,X
OZILSJT,O,X,O,X,O,X
OZIJTLS,O,X,O,O,O,O
OZIJTSL,O,O,O,X,O,O
OZIJLTS,O,X,O,O,O,X
OZIJLST,O,X,O,X,O,X
OZIJSTL,O,O,O,X,O,O
OZIJSLT,O,O,O,X,O,X
OZISTLJ,O,O,X,O,X,X
OZISTJL,O,O,X,X,O,O
OZISLTJ,O,O,X,O,X,X
OZISLJT,O,O,O,X,O,X
OZISJTL,O,O,O,X,O,O
OZISJLT,O,O,O,X,O,X
OZLTIJS,O,X,X,O,X,X
OZLTISJ,O,X,X,O,X,X
OZLTJIS,O,X,O,O,X,O
OZLTJSI,O,X,O,X,X,O
OZLTSIJ,O,X,X,O,X,X
OZLTSJI,O,X,O,X,X,O
OZLITJS,O,X,X,O,X,X
OZLITSJ,O,X,X,O,X,X
OZLIJTS,O,X,O,O,O,X
OZLIJST,O,X,O,X,O,X
OZLISTJ,O,X,X,O,X,X
OZLISJT,O,X,O,X,O,X
OZLJTIS,O,X,O,O,O,X
OZLJTSI,O,X,O,X,O,X
OZLJITS,O,X,O,O,O,X
OZLJIST,O,X,O,X,O,X
OZLJSTI,O,X,O,X,O,X
OZLJSIT,O,X,O,X,O,X
OZLSTIJ,O,X,X,O,X,X
OZLSTJI,O,X,O,X,O,O
OZLSITJ,O,X,X,O,X,X
OZLSIJT,O,X,O,X,O,X
OZLSJTI,O,X,O,X,O,X
OZLSJIT,O,X,O,X,O,X
OZJTILS,O,X,O,O,O,O
OZJTISL,O,O,O,X,O,O
OZJTLIS,O,X,O,O,O,O
OZJTLSI,O,X,O,X,O,O
OZJTSIL,O,O,O,X,O,O
OZJTSLI,O,O,O,X,O,O
OZJITLS,O,X,O,O,O,O
OZJITSL,O,O,O,X,O,O
OZJILTS,O,X,O,O,O,X
OZJILST,O,X,O,X,O,X
OZJISTL,O,O,O,X,O,O
OZJISLT,O,O,O,X,O,X
OZJLTIS,O,X,O,O,O,X
OZJLTSI,O,X,O,X,O,X
OZJLITS,O,X,O,O,O,X
OZJLIST,O,X,O,X,O,X
OZJLSTI,O,X,O,X,O,X
OZJLSIT,O,X,O,X,O,X
OZJSTIL,O,O,O,X,O,O
OZJSTLI,O,O,O,X,O,O
OZJSITL,O,O,O,X,O,O
OZJSILT,O,O,O,X,O,X
OZJSLTI,O,O,O,X,O,X
OZJSLIT,O,O,O,X,O,X
OZSTILJ,O,O,X,O,X,X
OZSTIJL,O,O,X,X,O,O
OZSTLIJ,O,O,X,O,X,X
OZSTLJI,O,O,X,X,O,O
OZSTJIL,O,O,O,X,O,O
OZSTJLI,O,O,O,X,O,O
OZSITLJ,O,O,X,O,X,X
OZSITJL,O,O,X,X,O,O
OZSILTJ,O,O,X,O,X,X
OZSILJT,O,O,O,X,O,X
OZSIJTL,O,O,O,X,O,O
OZSIJLT,O,O,O,X,O,X
OZSLTIJ,O,O,X,O,X,X
OZSLTJI,O,O,O,X,O,O
OZSLITJ,O,O,X,O,X,X
OZSLIJT,O,O,O,X,O,X
OZSLJTI,O,O,O,X,O,X
OZSLJIT,O,O,O,X,O,X
OZSJTIL,O,O,O,X,O,O
OZSJTLI,O,O,O,X,O,O
OZSJITL,O,O,O,X,O,O
OZSJILT,O,O,O,X,O,X
OZSJLTI,O,O,O,X,O,X
OZSJLIT,O,O,O,X,O,X
