sequence,v115@vhHT/IfnB0iBypBGtBxuBRxBFrB,v115@vhHXAJ8lBTjBWtBipBRvBxxBlrB,v115@vhHT/IGiBypBUnB/tBxuBRxBFrB,v115@vhHiAJTjBcpB3lBWtBRvBxxBlrB,v115@vhH0/ICiB2pBTnB/tBxuBRxBFrB,v115@vhHmAJXjBcpBTlBStBRvBxxBlrB,v115@vhHaFJfnB0iBTkBGtBxuBRxBFrB,v115@vhHXAJ8lBunBToBipBRvBxxBlrB,v115@vhHaFJGiBTkBUnB/tBxuBRxBFrB,v115@vhHiAJunBcpB3lBToBRvBxxBlrB,v115@vhHcEJelBCiBTnB/tBxuBRxBFrB,v115@vhHmAJqnB/oBcpBTlBRvBxxBlrB,v115@vhHPHJ0gBToBqsBxqB2uBRwBlkB,v115@vhH8FJXiBTkBeqBxrBSyBRwBFoB,v115@vhHy/IclB+nBTkB/tBxuBRxBFrB,v115@vhHWDJKlB/nBcpBToBRvBxxBlrB,v115@vhHfDJ5jBzkBqqB0nB2uBxxBlrB,v115@vhHZ/I8fBXlBesBznBSyBxuBFrB,v115@vhHc/I5oBxmBetBTpB3qBCsBFlB,v115@vhH/DJZkBqpBxlBmqBUsBTtBlnB,v115@vhHs/IZkBStBRnB2xBXrBzpBllB,v115@vhHfDJ5oB2pBRlBSvB0rBzsBFnB,v115@vhH2BJxkByqBfsBctBTpBxvBlnB,v115@vhHSBJ/pB8qBWsBxnBTtBxwBFlB,v115@vhHxAJ/oBTkBilBGrBUtBRvBFnB,v115@vhHcEJxhBGnBToB3pBirBRxBllB,v115@vhHRPJTkBGrBilBUtBpjBPjBFnB,v115@vhHRRJToBirBGnB3pBJfB8fBllB,v115@vhHxQJRrBMtB3hBTpBKfBOqBlnB,v115@vhHxPJRrB/pBUhBTtB+jB6sBFlB,v115@vhHxPJpoBetBTpBKfBXmBMlBFsB,v115@vhHxQJJkBqpBTtB+jB0mB/nBlqB,v115@vhHxOJTkBMlBSyBXsBmnBpeBFrB,v115@vhHxRJToB/nB2uB0qBClBJaBlrB
IZLJITSO,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,O
IZLJITOS,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,O,O
IZLJISTO,O,O,O,O,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,O,O
IZLJISOT,O,O,O,O,X,O,X,O,O,X,O,O,O,O,X,O,O,O,X,O,X,O,O,O,O,O,O,X,O,X,O,O,O,O
IZLJIOTS,O,O,O,X,X,O,X,O,O,X,O,O,O,O,X,O,O,X,X,O,X,O,O,O,O,X,O,X,O,X,O,O,O,O
IZLJIOST,O,O,O,O,X,O,X,O,O,X,O,O,O,O,X,O,O,O,X,O,X,O,O,O,O,O,O,X,O,X,O,O,O,O
IZLJSTIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,O,O,O,X,X,X,X,O,O
IZLJSTOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,O,O,O,O,O,X,X,X,X,O,O
IZLJSITO,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O,O,O,O,X,X,X,X,O,O
IZLJSIOT,O,O,O,X,X,O,X,O,O,X,O,O,O,O,X,X,O,O,X,O,X,O,O,O,O,O,O,O,X,X,O,O,O,O
IZLJSOTI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,O,O,O,O,O,O,O,X,X,O,O,O,O
IZLJSOIT,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,O,X,O,O,O,O,O,O,O,X,X,O,O,O,O
IZLJOTIS,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,X,O,O,O,O,X,O,X,O,X,O,O,O,O
IZLJOTSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,O,O,O,X,O,X,X,X,O,O,O,O
IZLJOITS,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,O,X,O,O,O,O,X,O,X,O,X,O,O,O,O
IZLJOIST,O,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,O,X,O,O,O,O,O,O,X,O,X,O,O,O,O
IZLJOSTI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,O,O,O,O,O,O,O,X,X,O,O,O,O
IZLJOSIT,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,O,X,O,O,O,O,O,O,O,O,X,O,O,O,O
IZLSTIJO,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,O,X
IZLSTIOJ,X,X,X,X,X,O,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,O,X,X,X,O,O,X
IZLSTJIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,O,O,O,X,X,X,X,O,X
IZLSTJOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,O,O,O,O,O,X,X,X,X,O,X
IZLSTOIJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X,O,O,X,X,X,O,O,X
IZLSTOJI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,O,O,O,O,X,X,X,O,O,X
IZLSITJO,X,O,O,O,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,O,X
IZLSITOJ,X,X,O,X,X,O,X,O,X,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O,O,X,O,X,O,O,X
IZLSIJTO,X,O,O,O,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O,O,O,O,X,X,X,X,O,X
IZLSIJOT,X,O,O,O,X,O,X,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,O,O,O,O,X,O,O,O,O,X
IZLSIOTJ,X,X,O,X,X,O,X,O,O,O,O,O,O,X,O,O,X,O,X,X,X,O,O,X,O,X,O,O,X,O,O,O,O,X
IZLSIOJT,X,O,O,O,X,O,X,O,O,O,O,O,O,O,O,O,O,O,X,X,X,O,O,O,O,O,O,O,X,O,O,O,O,X
IZLSJTIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,O,O,O,X,X,X,X,O,O
IZLSJTOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,O,O,O,O,O,X,X,X,X,O,O
IZLSJITO,X,O,O,O,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O,O,O,O,X,X,X,X,O,O
IZLSJIOT,X,O,O,O,X,O,X,O,O,O,O,O,O,O,X,X,O,O,X,O,X,O,O,O,O,O,O,O,X,X,O,O,O,O
IZLSJOTI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,O,O,O,O,O,O,O,X,X,O,O,O,O
IZLSJOIT,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,O,X,O,O,O,O,O,O,O,X,X,O,O,O,O
IZLSOTIJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,O,X,O,X,O,O,X,X,O,O,O,X
IZLSOTJI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,O,O,O,O,O,O,X,X,O,O,O,X
IZLSOITJ,X,X,O,X,X,O,X,O,X,O,X,O,O,X,O,O,X,O,X,X,X,O,O,X,O,X,O,O,X,O,O,O,O,X
IZLSOIJT,X,O,O,O,X,O,X,O,X,O,X,O,O,X,O,O,O,O,X,O,X,O,O,O,O,O,O,O,X,O,O,O,O,X
IZLSOJTI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,O,O,O,O,O,O,O,X,X,O,O,O,O
IZLSOJIT,X,X,X,X,X,X,X,O,X,X,X,X,O,X,O,O,O,O,X,O,X,O,O,O,O,O,O,O,X,O,O,O,O,O
IZLOTIJS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,O,X,O,X,O,X,O,O,O,X
IZLOTISJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,O,X,O,X,O,X,O,O,O,X
IZLOTJIS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,O,O,X,O,X,O,X,O,O,O,X
IZLOTJSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,O,O,X,O,X,X,X,O,O,O,X
IZLOTSIJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,O,X,O,X,X,X,O,O,O,X
IZLOTSJI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,O,O,X,O,X,X,X,O,O,O,X
IZLOITJS,X,X,O,X,X,O,X,O,X,X,X,O,O,X,O,O,X,X,X,X,X,O,O,X,O,X,O,X,O,O,O,O,O,X
IZLOITSJ,X,X,O,X,X,O,X,O,X,X,X,O,O,X,O,O,X,X,X,X,X,O,O,X,O,X,O,X,O,O,O,O,O,X
IZLOIJTS,O,O,O,X,X,O,X,O,X,X,X,O,O,O,O,O,O,X,X,O,X,O,O,O,O,X,O,X,O,O,O,O,O,X
IZLOIJST,O,O,O,X,X,O,X,O,X,O,X,O,O,O,O,O,O,O,X,O,X,O,O,O,O,X,O,X,O,O,O,O,O,X
IZLOISTJ,X,X,O,X,X,O,X,O,X,O,X,O,O,X,O,O,X,O,X,X,X,O,O,X,O,X,O,X,O,O,O,O,O,X
IZLOISJT,O,O,O,X,X,O,X,O,X,O,X,O,O,O,O,O,O,O,X,O,X,O,O,O,O,X,O,X,O,O,O,O,O,X
IZLOJTIS,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,X,O,O,O,O,X,O,X,O,X,O,O,O,O
IZLOJTSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,O,O,O,X,O,X,X,X,O,O,O,O
IZLOJITS,O,X,X,X,X,O,X,O,X,X,X,O,O,O,O,O,O,X,X,O,X,O,O,O,O,X,O,X,O,O,O,O,O,O
IZLOJIST,O,X,X,X,X,O,X,O,X,O,X,O,O,O,O,O,O,O,X,O,X,O,O,O,O,O,O,X,O,O,O,O,O,O
IZLOJSTI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,O,O,O,O,O,O,O,X,X,O,O,O,O
IZLOJSIT,O,X,X,X,X,X,X,O,X,X,X,X,O,O,O,O,O,O,X,O,X,O,O,O,O,O,O,O,O,O,O,O,O,O
IZLOSTIJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,O,X,O,X,O,O,X,X,O,O,O,X
IZLOSTJI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,O,O,O,O,O,O,O,X,X,O,O,O,X
IZLOSITJ,X,X,O,X,X,O,X,O,X,X,X,O,O,X,O,O,X,O,X,X,X,O,O,X,O,X,O,O,O,O,O,O,O,X
IZLOSIJT,X,O,O,X,X,O,X,O,X,X,X,O,O,X,O,O,O,O,X,O,X,O,O,O,O,O,O,O,O,O,O,O,O,X
IZLOSJTI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,O,X,O,O,O,O,O,O,O,X,X,O,O,O,O
IZLOSJIT,X,X,X,X,X,X,X,O,X,X,X,X,O,X,O,O,O,O,X,O,X,O,O,O,O,O,O,O,O,O,O,O,O,O
IZJTILSO,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
IZJTILOS,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
IZJTISLO,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
IZJTISOL,X,X,X,O,O,X,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,O
IZJTIOLS,X,X,X,X,O,X,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,O
IZJTIOSL,X,X,X,O,O,X,O,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,O
IZJTLISO,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O
IZJTLIOS,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O
IZJTLSIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O
IZJTLSOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,O
IZJTLOIS,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,O
IZJTLOSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,O
IZJTSILO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
IZJTSIOL,X,X,X,X,O,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,O
IZJTSLIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O
IZJTSLOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,O
IZJTSOIL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,O
IZJTSOLI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,O,X,X,X,O,X,X,O
IZJTOILS,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,X,O,X,O,X,X,O
IZJTOISL,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,X,O,X,O,X,X,O
IZJTOLIS,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,O,O,X,O,X,O,X,O,X,X,O
IZJTOLSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,O,X,O,X,X,X,O,X,X,O
IZJTOSIL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,O
IZJTOSLI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,O,X,O,X,X,X,O,X,X,O
IZJITLSO,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
IZJITLOS,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
IZJITSLO,O,X,O,O,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O
IZJITSOL,X,X,X,O,O,X,O,X,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,O
IZJITOLS,X,O,X,X,O,X,O,X,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,O
IZJITOSL,X,X,X,O,O,X,O,X,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,O
IZJILTSO,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,O
IZJILTOS,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O
IZJILSTO,O,O,O,O,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O
IZJILSOT,O,O,O,O,O,O,O,O,O,X,O,O,O,O,O,O,O,O,X,O,O,X,X,O,O,O,O,X,O,X,O,O,X,O
IZJILOTS,O,O,O,X,O,O,O,O,O,X,O,O,O,O,O,O,O,X,X,O,O,X,X,O,O,X,O,X,O,X,O,O,X,O
IZJILOST,O,O,O,O,O,O,O,O,O,X,O,O,O,O,O,O,O,O,X,O,O,X,X,O,O,O,O,X,O,X,O,O,X,O
IZJISTLO,O,X,O,O,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O
IZJISTOL,X,X,X,O,O,X,O,X,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,O,X,O,X,O,X,X,O
IZJISLTO,O,O,O,O,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O
IZJISLOT,O,O,O,O,O,X,O,X,O,O,O,O,O,O,O,O,O,O,X,X,O,X,X,O,O,O,O,X,O,X,O,O,X,O
IZJISOTL,X,X,X,O,O,X,O,X,O,O,O,O,X,O,O,O,O,X,X,X,O,X,X,O,X,O,O,X,O,X,O,O,X,O
IZJISOLT,O,O,O,O,O,X,O,X,O,O,O,O,O,O,O,O,O,O,X,X,O,X,X,O,O,O,O,X,O,X,O,O,X,O
IZJIOTLS,X,O,X,X,O,O,O,O,O,X,O,O,X,O,O,O,O,X,X,X,O,X,X,O,X,X,O,X,O,X,O,O,X,O
IZJIOTSL,X,X,X,O,O,X,O,X,O,O,O,O,X,O,O,O,O,X,X,X,O,X,X,O,X,X,O,X,O,X,O,O,X,O
IZJIOLTS,O,O,O,X,O,O,O,O,O,X,O,O,O,O,O,O,O,X,X,O,O,X,X,O,O,X,O,X,O,X,O,O,X,O
IZJIOLST,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,X,X,O,O,O,O,X,O,X,O,O,X,O
IZJIOSTL,X,X,X,O,O,X,O,X,O,O,O,O,X,O,O,O,O,X,X,X,O,X,X,O,X,O,O,X,O,X,O,O,X,O
IZJIOSLT,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,X,X,O,O,O,O,X,O,X,O,O,X,O
IZJLTISO,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,O
IZJLTIOS,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,O,O
IZJLTSIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,O
IZJLTSOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,X,O,X,X,X,X,X,O,O
IZJLTOIS,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O,X,O,O,O,O,X,O,X,X,X,X,X,O,O
IZJLTOSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O,O,O,O,X,O,X,X,X,X,X,O,O
IZJLITSO,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,O,O
IZJLITOS,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,O,O
IZJLISTO,O,O,O,O,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,O,O
IZJLISOT,O,O,O,O,O,O,O,O,O,X,O,O,O,O,X,O,O,O,O,O,O,O,O,O,O,O,O,X,O,X,O,O,O,O
IZJLIOTS,O,O,O,X,O,O,O,O,O,X,O,O,O,O,X,O,O,X,O,O,O,O,O,O,O,X,O,X,O,X,O,O,O,O
IZJLIOST,O,O,O,O,O,O,O,O,O,X,O,O,O,O,X,O,O,O,O,O,O,O,O,O,O,O,O,X,O,X,O,O,O,O
IZJLSTIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,O,O,O,X,X,X,X,O,O
IZJLSTOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,O,O,O,O,O,X,X,X,X,O,O
IZJLSITO,O,O,O,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O,O,O,O,X,X,X,X,O,O
IZJLSIOT,O,O,O,X,O,O,O,O,O,X,O,O,O,O,X,X,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,O,O
IZJLSOTI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,O,O
IZJLSOIT,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,O,O
IZJLOTIS,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,O,O,O,O,O,O,O,X,O,X,O,X,O,O,O,O
IZJLOTSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,O,O,O,O,O,X,O,X,X,X,O,O,O,O
IZJLOITS,O,O,X,X,X,X,O,X,X,X,X,X,O,O,X,X,O,X,O,O,O,O,O,O,O,X,O,X,O,X,O,O,O,O
IZJLOIST,O,O,X,O,X,X,O,X,X,X,X,X,O,O,X,X,O,O,O,O,O,O,O,O,O,O,O,X,O,X,O,O,O,O
IZJLOSTI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,O,O,O,O,O,O,O,O,X,X,O,O,O,O
IZJLOSIT,O,O,X,X,X,X,O,X,X,X,X,X,O,O,X,X,O,O,O,O,O,O,O,O,O,O,O,O,O,X,O,O,O,O
IZJSTILO,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,O
IZJSTIOL,X,X,X,X,O,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,O,O,X,X,O,X,X,O
IZJSTLIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X,O
IZJSTLOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,O,O,O,O,O,X,X,X,X,X,O
IZJSTOIL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,O,O,X,X,O,X,X,O
IZJSTOLI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,O,O,O,X,X,O,X,X,O
IZJSITLO,O,X,O,O,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,O
IZJSITOL,X,X,X,O,O,X,O,X,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O,O,O,O,X,O,X,X,O
IZJSILTO,O,X,O,O,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X,O
IZJSILOT,O,X,O,O,O,X,O,X,O,O,O,O,O,O,O,O,O,O,X,X,O,X,O,O,O,O,O,O,O,X,O,O,X,O
IZJSIOTL,X,X,X,O,O,X,O,X,O,O,O,O,X,O,O,O,O,X,X,X,O,X,X,O,X,O,O,O,O,X,O,O,X,O
IZJSIOLT,O,X,O,O,O,X,O,X,O,O,O,O,O,O,O,O,O,O,X,X,O,X,O,O,O,O,O,O,O,X,O,O,X,O
IZJSLTIO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,O,O,O,X,X,X,X,O,O
IZJSLTOI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,O,O,O,O,O,X,X,X,X,O,O
IZJSLITO,O,X,O,O,X,X,X,X,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O,O,O,O,X,X,X,X,O,O
IZJSLIOT,O,X,O,O,O,X,O,X,O,O,O,O,O,O,X,X,O,O,O,O,O,X,O,O,O,O,O,O,X,X,O,O,O,O
IZJSLOTI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,O,X,O,O,O,O,O,O,X,X,O,O,O,O
IZJSLOIT,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,O,O,O,O,X,O,O,O,O,O,O,X,X,O,O,O,O
IZJSOTIL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X,O,O,O,X,X,O,O,X,O
IZJSOTLI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,O,X,O,O,O,O,O,O,X,X,O,O,X,O
IZJSOITL,X,X,X,O,O,X,O,X,O,X,O,X,X,O,O,O,O,X,X,X,O,X,X,O,X,O,O,O,O,X,O,O,X,O
IZJSOILT,O,X,O,O,O,X,O,X,O,X,O,X,X,O,O,O,O,O,O,O,O,X,O,O,O,O,O,O,O,X,O,O,X,O
IZJSOLTI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,O,O,X,O,O,O,O,O,O,X,X,O,O,O,O
IZJSOLIT,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,O,O,O,O,O,O,X,O,O,O,O,O,O,O,X,O,O,O,O
IZJOTILS,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,O,O,X,X,X,O,X,X,O,X,X,O,X,O,X,O,O,X,O
IZJOTISL,X,X,X,O,X,X,X,X,X,O,X,O,X,O,X,O,O,X,X,X,O,X,X,O,X,X,O,X,O,X,O,O,X,O
IZJOTLIS,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,O,O,O,X,X,O,O,X,O,X,O,X,O,O,X,O
IZJOTLSI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,O,X,X,O,O,X,O,X,X,X,O,O,X,O
IZJOTSIL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X,X,O,X,X,X,O,O,X,O
IZJOTSLI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,O,X,X,O,O,X,O,X,X,X,O,O,X,O
IZJOITLS,X,O,X,X,O,O,O,X,O,X,O,O,X,O,O,O,O,X,X,X,O,X,X,O,X,X,O,X,O,X,O,O,X,O
