sequence,v115@zgB8GeC8FeD8FeC8EeF8DeD8JeOAJvhFXcBldBUiBS?qBTmBxvB,v115@zgB8GeC8FeD8FeC8EeF8DeD8JeT7IvhFicB3dBWnBV?qBUmBxvB,v115@zgB8GeC8FeD8FeC8EeF8DeD8Jex7IvhFldBelBUiBC?mBTrB3qB,v115@zgB8GeC8FeD8FeC8EeF8DeD8Je07IvhFlcB3dBelBz?lBCnBxvB,v115@zgB8GeC8FeD8FeC8EeF8DeD8Je2AJvhFRdBcmBTiB3?gBFqBSwB,v115@zgB8GeC8FeD8FeC8EeF8DeD8JeyAJvhFRdBGiBXlBl?mBUrBTqB,v115@zgB8GeC8FeD8FeC8EeF8DeD8JeyAJvhFzcBuiB0lBl?mBXlBxvB,v115@zgB8GeC8FeD8FeC8EeF8DeD8JeyAJvhF3dB5mBTgBU?iBerBFqB,v115@zgB8GeC8FeD8FeC8EeF8DeD8JeKAJvhFzbB3dB5mBU?iBerBFqB,v115@zgB8GeC8FeD8FeC8EeF8DeD8JeR9IvhF/lBTiB6rBF?mBUqBmqB,v115@zgB8GeC8FeD8FeC8EeF8DeD8Jex7IvhFuiBTgBihBF?qBXrB8rB,v115@zgB8GeC8FeD8FeC8EeF8DeD8JeyAJvhFUdB5mBTgB3?iBerBFqB,v115@zgB8GeC8FeD8FeC8EeF8DeD8JecBJvhFelB5lBXiBl?iBTrBiqB,v115@zgB8GeC8FeD8FeC8EeF8DeD8JeuCJvhFxgBFqBXrB8?rBTqBirB,v115@zgB8GeC8FeD8FeC8EeF8DeD8Je39IvhFelBChBxmBl?mBUrBTqB
STIZOLJ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STIZOJL,O,O,X,O,X,O,O,X,X,X,X,X,X,O,X
STIOLJZ,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X
STIOLZJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
STIOJLZ,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X
STIOJZL,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X
STIOZLJ,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STIOZJL,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STLIJZO,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X
STLIJOZ,O,O,X,O,X,X,X,X,O,X,O,X,X,X,X
STLIZJO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STLIZOJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STLIOJZ,O,O,X,O,X,X,X,X,O,X,O,X,X,X,X
STLIOZJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
STLJIZO,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X
STLJIOZ,O,O,X,O,X,X,X,O,O,X,O,X,X,X,X
STLJZIO,O,X,X,X,X,O,X,O,O,X,X,X,X,O,X
STLJZOI,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X
STLJOIZ,O,O,X,X,X,X,O,O,O,X,O,X,X,X,X
STLJOZI,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
STLZIJO,O,O,X,O,X,O,X,X,X,X,X,X,X,O,X
STLZIOJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STLZJIO,O,O,X,X,X,O,X,X,O,X,X,X,X,O,X
STLZJOI,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X
STLZOIJ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STLZOJI,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X
STLOIJZ,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X
STLOIZJ,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
STLOJIZ,O,O,X,X,X,X,O,X,O,X,O,X,X,X,X
STLOJZI,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
STLOZIJ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STLOZJI,X,O,X,X,O,X,X,X,O,X,O,X,X,X,X
STJILZO,X,O,X,O,X,O,X,O,O,X,X,O,X,X,O
STJILOZ,X,O,X,O,X,X,O,O,O,X,O,X,X,X,X
STJIZLO,X,O,X,O,X,O,O,O,O,X,X,O,X,O,X
STJIZOL,X,O,O,O,X,O,O,X,X,X,X,X,X,O,X
STJIOLZ,X,O,O,O,X,X,O,O,O,X,O,X,X,X,X
STJIOZL,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X
STJLIZO,X,O,X,O,X,O,X,O,O,X,X,O,X,X,X
STJLIOZ,X,O,X,O,X,X,X,O,O,X,O,X,X,X,X
STJLZIO,X,X,X,X,X,O,X,O,O,X,X,X,X,O,X
STJLZOI,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X
STJLOIZ,X,O,X,X,X,X,O,O,O,X,O,X,X,X,X
STJLOZI,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
STJZILO,X,O,X,O,X,O,X,O,O,X,X,X,X,O,O
STJZIOL,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X
STJZLIO,X,O,X,X,X,O,X,O,O,X,X,X,X,O,O
STJZLOI,X,O,X,X,X,O,X,X,O,X,O,X,X,X,X
STJZOIL,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X
STJZOLI,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X
STJOILZ,X,O,O,X,X,X,O,O,O,X,O,X,X,X,X
STJOIZL,X,O,O,X,X,O,O,X,X,X,X,X,O,X,X
STJOLIZ,X,O,O,X,X,X,O,O,O,X,O,X,X,X,X
STJOLZI,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
STJOZIL,X,O,O,X,X,O,X,X,X,X,X,X,O,O,X
STJOZLI,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X
STZILJO,O,O,X,O,X,O,X,X,X,X,X,X,X,O,X
STZILOJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STZIJLO,O,O,X,O,X,O,X,X,X,X,X,X,X,O,O
STZIJOL,O,O,O,O,X,O,X,X,X,X,X,X,X,O,X
STZIOLJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STZIOJL,O,O,O,O,X,O,X,X,X,X,X,X,X,O,X
STZLIJO,O,O,X,O,X,O,X,X,X,X,X,X,X,O,X
STZLIOJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STZLJIO,O,O,X,X,X,O,X,X,O,X,X,X,X,O,X
STZLJOI,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X
STZLOIJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STZLOJI,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X
STZJILO,O,O,X,X,X,O,X,O,O,X,X,X,X,O,O
STZJIOL,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X
STZJLIO,O,O,X,X,X,O,X,O,O,X,X,X,X,O,O
STZJLOI,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X
STZJOIL,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X
STZJOLI,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
STZOILJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STZOIJL,O,O,O,X,X,O,X,X,X,X,X,X,X,O,X
STZOLIJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STZOLJI,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X
STZOJIL,O,O,O,X,X,O,X,X,X,X,X,X,O,O,X
STZOJLI,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
STOILJZ,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X
STOILZJ,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
STOIJLZ,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X
STOIJZL,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X
STOIZLJ,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STOIZJL,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STOLIJZ,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X
STOLIZJ,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
STOLJIZ,X,O,O,X,X,X,O,X,O,X,O,X,X,X,X
STOLJZI,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
STOLZIJ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STOLZJI,X,O,X,X,O,X,X,X,O,X,O,X,X,X,X
STOJILZ,X,O,O,X,X,X,O,O,O,X,O,X,X,X,X
STOJIZL,X,O,O,X,X,O,O,X,X,X,X,X,O,X,X
STOJLIZ,X,O,O,X,X,X,O,O,O,X,O,X,X,X,X
STOJLZI,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
STOJZIL,X,O,O,X,X,O,X,X,X,X,X,X,O,O,X
STOJZLI,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X
STOZILJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STOZIJL,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X
STOZLIJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
STOZLJI,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
STOZJIL,X,O,O,X,X,X,X,X,X,X,X,X,O,O,X
STOZJLI,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
SITLJZO,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X
SITLJOZ,O,O,X,O,X,X,O,X,O,X,O,X,X,X,X
SITLZJO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SITLZOJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SITLOJZ,O,O,X,O,X,X,O,X,O,X,O,X,X,X,X
SITLOZJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SITJLZO,X,O,X,O,X,O,X,O,O,X,X,X,X,X,O
SITJLOZ,X,O,X,O,X,X,O,O,O,X,O,X,X,X,X
SITJZLO,X,O,X,O,X,O,O,O,O,X,X,X,X,O,X
SITJZOL,X,O,X,O,X,O,O,X,X,X,X,X,X,O,X
SITJOLZ,X,O,X,O,X,X,O,O,O,X,O,X,X,X,X
SITJOZL,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X
SITZLJO,O,O,X,O,X,O,O,X,X,X,X,X,X,O,X
SITZLOJ,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
SITZJLO,O,O,X,O,X,O,O,X,X,X,X,X,X,O,O
SITZJOL,O,O,X,O,X,O,O,X,X,X,X,X,X,O,X
SITZOLJ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SITZOJL,O,O,X,O,X,O,O,X,X,X,X,X,X,O,X
SITOLJZ,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X
SITOLZJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SITOJLZ,O,O,X,O,X,X,O,X,X,X,O,X,X,X,X
SITOJZL,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X
SITOZLJ,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SITOZJL,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
SILTJZO,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
SILTJOZ,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X
SILTZJO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SILTZOJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SILTOJZ,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X
SILTOZJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SILJTZO,O,O,X,O,X,X,X,O,O,X,X,X,X,X,O
SILJTOZ,O,O,X,O,X,X,X,O,O,X,O,X,X,X,X
SILJZTO,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
SILJZOT,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O
SILJOTZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SILJOZT,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O
SILZTJO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SILZTOJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SILZJTO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
SILZJOT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
SILZOTJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SILZOJT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SILOTJZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SILOTZJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SILOJTZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SILOJZT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SILOZTJ,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SILOZJT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SIJTLZO,X,O,X,O,X,O,X,O,O,X,X,O,X,X,O
SIJTLOZ,X,O,X,O,X,X,O,O,O,X,O,X,X,X,X
SIJTZLO,X,O,X,O,X,O,O,O,O,X,X,O,X,O,X
SIJTZOL,X,O,X,O,X,O,O,X,X,X,X,X,X,O,X
SIJTOLZ,X,O,X,O,X,X,O,O,O,X,O,X,X,X,X
SIJTOZL,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X
SIJLTZO,X,O,X,O,X,X,X,O,O,X,X,X,X,X,O
SIJLTOZ,X,O,X,O,X,X,X,O,O,X,O,X,X,X,X
SIJLZTO,X,O,X,O,X,O,X,O,X,X,X,O,X,X,O
SIJLZOT,X,X,X,O,X,X,X,O,X,X,X,O,X,X,O
SIJLOTZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SIJLOZT,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O
SIJZTLO,X,O,X,O,X,O,O,O,O,X,X,O,X,X,O
SIJZTOL,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X
SIJZLTO,X,O,X,O,X,X,O,O,X,X,X,O,X,X,O
SIJZLOT,X,X,X,O,X,X,X,O,X,X,X,O,X,X,O
SIJZOTL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJZOLT,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
SIJOTLZ,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X
SIJOTZL,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X
SIJOLTZ,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SIJOLZT,X,X,X,O,X,X,X,O,X,X,X,X,O,X,O
SIJOZTL,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
SIJOZLT,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
SIZTLJO,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X
SIZTLOJ,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
SIZTJLO,O,O,X,O,X,O,O,X,X,X,X,X,X,X,O
SIZTJOL,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X
SIZTOLJ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SIZTOJL,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X
SIZLTJO,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X
SIZLTOJ,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
SIZLJTO,O,X,X,O,X,O,O,X,X,X,X,X,X,X,O
SIZLJOT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
SIZLOTJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZLOJT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZJTLO,O,O,X,O,X,O,O,O,O,X,X,O,X,X,O
SIZJTOL,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X
SIZJLTO,O,O,X,O,X,O,O,O,X,X,X,O,X,X,O
SIZJLOT,X,X,X,O,X,X,X,O,X,X,X,O,X,X,O
SIZJOTL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZJOLT,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
SIZOTLJ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIZOTJL,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SIZOLTJ,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SIZOLJT,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SIZOJTL,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X
SIZOJLT,O,X,X,O,X,X,X,X,X,O,X,X,O,X,O
SIOTLJZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOTLZJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SIOTJLZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOTJZL,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
SIOTZLJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOTZJL,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOLTJZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOLTZJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SIOLJTZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOLJZT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOLZTJ,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
SIOLZJT,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
SIOJTLZ,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X
SIOJTZL,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X
SIOJLTZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SIOJLZT,O,X,X,O,X,X,X,O,X,X,X,X,O,X,O
SIOJZTL,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X
SIOJZLT,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X
SIOZTLJ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIOZTJL,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SIOZLTJ,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SIOZLJT,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SIOZJTL,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X
SIOZJLT,O,X,X,O,X,X,X,X,X,O,X,X,O,X,O
SLTIJZO,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X
SLTIJOZ,O,O,X,O,X,X,X,X,O,X,O,X,X,X,X
SLTIZJO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SLTIZOJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SLTIOJZ,O,O,X,O,X,X,X,X,O,X,O,X,X,X,X
SLTIOZJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SLTJIZO,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X
SLTJIOZ,O,O,X,O,X,X,X,O,O,X,O,X,X,X,X
SLTJZIO,O,X,X,X,X,O,X,O,O,X,X,X,X,O,X
SLTJZOI,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X
SLTJOIZ,O,O,X,X,X,X,X,O,O,X,O,X,X,X,X
SLTJOZI,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
SLTZIJO,O,O,X,O,X,O,X,X,X,X,X,X,X,O,X
SLTZIOJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SLTZJIO,O,O,X,X,X,O,X,X,O,X,X,X,X,O,X
SLTZJOI,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X
SLTZOIJ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SLTZOJI,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X
SLTOIJZ,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X
SLTOIZJ,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SLTOJIZ,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
SLTOJZI,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
SLTOZIJ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SLTOZJI,X,O,X,X,O,X,X,X,O,X,O,X,X,X,X
SLITJZO,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
SLITJOZ,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X
SLITZJO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SLITZOJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SLITOJZ,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X
SLITOZJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SLIJTZO,O,O,X,O,X,X,X,O,O,X,X,X,X,X,O
SLIJTOZ,O,O,X,O,X,X,X,O,O,X,O,X,X,X,X
SLIJZTO,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
SLIJZOT,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O
SLIJOTZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SLIJOZT,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O
SLIZTJO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SLIZTOJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SLIZJTO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
SLIZJOT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
SLIZOTJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLIZOJT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLIOTJZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SLIOTZJ,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SLIOJTZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLIOJZT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLIOZTJ,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SLIOZJT,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SLJTIZO,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X
SLJTIOZ,O,O,X,O,X,X,X,O,O,X,O,X,X,X,X
SLJTZIO,O,X,X,X,X,O,X,O,O,X,X,X,X,O,X
SLJTZOI,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X
SLJTOIZ,O,O,X,X,X,X,X,O,O,X,O,X,X,X,X
SLJTOZI,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
SLJITZO,O,O,X,O,X,X,X,O,O,X,X,X,X,X,O
SLJITOZ,O,O,X,O,X,X,X,O,O,X,O,X,X,X,X
SLJIZTO,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
SLJIZOT,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O
SLJIOTZ,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
SLJIOZT,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O
SLJZTIO,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SLJZTOI,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X
SLJZITO,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
SLJZIOT,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O
SLJZOTI,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLJZOIT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SLJOTIZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SLJOTZI,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SLJOITZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
SLJOIZT,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X
SLJOZTI,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLJOZIT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SLZTIJO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SLZTIOJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SLZTJIO,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLZTJOI,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X
SLZTOIJ,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X
SLZTOJI,O,O,X,X,O,O,X,X,X,O,O,X,X,X,X
SLZITJO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SLZITOJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SLZIJTO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
SLZIJOT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
SLZIOTJ,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SLZIOJT,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SLZJTIO,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SLZJTOI,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X
SLZJITO,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SLZJIOT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SLZJOTI,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X
SLZJOIT,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O
SLZOTIJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
SLZOTJI,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X
SLZOITJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
SLZOIJT,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
SLZOJTI,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X
SLZOJIT,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X
SLOTIJZ,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
SLOTIZJ,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SLOTJIZ,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SLOTJZI,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SLOTZIJ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SLOTZJI,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
SLOITJZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SLOITZJ,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SLOIJTZ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLOIJZT,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLOIZTJ,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
SLOIZJT,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
SLOJTIZ,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SLOJTZI,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SLOJITZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLOJIZT,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SLOJZTI,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLOJZIT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SLOZTIJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
SLOZTJI,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X
SLOZITJ,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
SLOZIJT,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X
SLOZJTI,O,X,X,X,O,O,X,X,X,O,X,X,X,X,X
SLOZJIT,X,X,X,X,O,X,X,X,X,O,X,X,O,X,X
SJTILZO,X,O,X,O,X,O,X,O,O,X,X,O,X,X,O
SJTILOZ,X,O,X,O,X,X,O,O,O,X,O,X,X,X,X
SJTIZLO,X,O,X,O,X,O,O,O,O,X,X,O,X,O,X
SJTIZOL,X,O,O,O,X,O,O,X,X,X,X,X,X,O,X
