sequence,v115@zgD8FeA8IeB8EeA8BeB8DeH8BeD8JeX8IvhFxdBUgB?FiBTjB6rBmqB,v115@zgD8FeA8IeB8EeA8BeB8DeH8BeD8Jex9IvhFUgBFhB?XiBTjB6rBmqB,v115@zgD8FeA8IeB8EeA8BeB8DeH8BeD8JeX8IvhFxdBUgB?FiBTjByqB+rB,v115@zgD8FeA8IeB8EeA8BeB8DeH8BeD8Jex8IvhF6jBFgB?0hBmiB3lBTrB,v115@zgD8FeA8IeB8EeA8BeB8DeH8BeD8JeeCJvhFfjB6jB?UgBFhBxqBTrB,v115@zgD8FeA8IeB8EeA8BeB8DeH8BeD8JeX8IvhFxdBalB?FiBTjBGmBUrB,v115@zgD8FeA8IeB8EeA8BeB8DeH8BeD8JeT8IvhFeiBfjB?6jBFgBxqBUrB,v115@zgD8FeA8IeB8EeA8BeB8DeH8BeD8Jem8IvhFCeBUgB?FhBTjBxqB3rB
JOILTZS,O,X,O,O,X,O,X,X
JOILSTZ,O,X,O,O,X,X,O,O
JOILSZT,O,O,O,O,X,X,O,O
JOILZTS,O,X,O,O,X,O,X,O
JOILZST,O,O,O,O,X,O,X,O
JOISTLZ,O,X,O,O,X,X,O,O
JOISTZL,O,O,O,X,X,X,O,O
JOISLTZ,O,X,O,O,X,X,O,O
JOISLZT,O,O,O,O,O,X,O,O
JOISZTL,O,O,O,O,O,X,O,O
JOISZLT,O,O,O,O,O,X,O,O
JOIZTLS,O,X,O,O,X,O,X,O
JOIZTSL,O,O,O,X,O,O,O,O
JOIZLTS,O,X,O,O,X,O,X,O
JOIZLST,O,O,O,O,X,O,O,O
JOIZSTL,O,O,O,X,O,O,O,O
JOIZSLT,O,O,O,O,O,O,O,O
JOLTISZ,O,X,O,O,X,O,X,X
JOLTIZS,O,X,O,O,X,O,X,X
JOLTSIZ,O,X,O,O,X,O,X,X
JOLTSZI,O,X,O,O,X,X,X,X
JOLTZIS,O,X,O,O,X,O,X,X
JOLTZSI,O,X,O,O,X,O,X,X
JOLITSZ,O,X,O,O,X,O,X,X
JOLITZS,O,X,O,O,X,O,X,X
JOLISTZ,O,X,O,O,X,X,X,O
JOLISZT,O,O,O,O,X,X,X,O
JOLIZTS,O,X,O,O,X,O,X,O
JOLIZST,O,O,O,O,X,O,X,O
JOLSTIZ,O,X,O,O,X,X,O,X
JOLSTZI,O,X,O,O,X,X,O,X
JOLSITZ,O,X,O,O,X,X,O,X
JOLSIZT,O,O,O,O,X,X,O,X
JOLSZTI,O,O,O,O,X,X,O,X
JOLSZIT,O,O,O,O,X,X,O,X
JOLZTIS,O,X,O,O,X,O,X,O
JOLZTSI,O,O,O,O,X,O,X,O
JOLZITS,O,X,O,O,X,O,X,O
JOLZIST,O,O,O,O,X,O,X,O
JOLZSTI,O,O,O,O,X,O,X,X
JOLZSIT,O,O,O,O,X,O,X,X
JOSTILZ,O,X,O,O,X,X,O,X
JOSTIZL,O,O,O,X,X,X,O,X
JOSTLIZ,O,X,O,O,X,X,O,X
JOSTLZI,X,X,O,O,X,X,O,X
JOSTZIL,O,O,O,O,X,X,X,X
JOSTZLI,O,O,X,O,X,X,O,X
JOSITLZ,O,X,O,O,X,X,O,X
JOSITZL,O,O,O,X,X,X,O,X
JOSILTZ,O,X,O,O,X,X,O,X
JOSILZT,O,O,O,O,O,X,O,X
JOSIZTL,O,O,O,O,O,X,O,X
JOSIZLT,O,O,O,O,O,X,O,X
JOSLTIZ,O,X,O,O,X,X,O,X
JOSLTZI,O,X,O,O,X,X,O,X
JOSLITZ,O,X,O,O,X,X,O,X
JOSLIZT,O,O,O,O,O,X,O,X
JOSLZTI,O,O,O,O,O,X,O,X
JOSLZIT,O,O,O,O,O,X,O,X
JOSZTIL,O,O,O,O,X,X,X,X
JOSZTLI,O,O,O,O,O,X,X,X
JOSZITL,O,O,O,O,O,X,X,X
JOSZILT,O,O,O,O,O,X,X,X
JOSZLTI,O,O,O,O,O,X,O,X
JOSZLIT,O,O,O,O,O,X,O,X
JOZTILS,O,X,O,O,X,O,X,O
JOZTISL,O,O,O,O,X,O,X,X
JOZTLIS,O,X,O,O,X,O,X,O
JOZTLSI,O,O,O,O,X,O,X,O
JOZTSIL,O,O,O,O,X,O,X,X
JOZTSLI,O,O,O,O,O,O,X,O
JOZITLS,O,X,O,O,X,O,X,O
JOZITSL,O,O,O,X,O,O,X,O
JOZILTS,O,X,O,O,X,O,X,O
JOZILST,O,O,O,O,X,O,X,O
JOZISTL,O,O,O,X,O,O,X,O
JOZISLT,O,O,O,O,O,O,X,O
JOZLTIS,O,X,O,O,X,O,X,O
JOZLTSI,O,O,O,O,X,O,X,O
JOZLITS,O,X,O,O,X,O,X,O
JOZLIST,O,O,O,O,X,O,X,O
JOZLSTI,O,O,O,O,X,O,X,X
JOZLSIT,O,O,O,O,X,O,X,X
JOZSTIL,O,O,O,O,X,O,X,X
JOZSTLI,O,O,O,O,O,O,X,X
JOZSITL,O,O,O,O,O,O,X,X
JOZSILT,O,O,O,O,O,O,X,X
JOZSLTI,O,O,O,O,O,O,O,X
JOZSLIT,O,O,O,O,O,O,O,X
STILJZO,O,X,O,O,O,X,O,X
STILJOZ,O,X,O,O,X,O,O,X
STILZJO,O,X,X,O,O,O,O,X
STILZOJ,O,X,O,O,X,O,O,X
STILOJZ,O,X,O,X,X,O,O,X
STILOZJ,O,X,O,X,X,O,O,X
STIJLZO,O,X,O,O,O,X,O,X
STIJLOZ,O,X,O,O,X,O,O,X
STIJZLO,O,X,O,O,O,X,O,X
STIJZOL,O,X,O,O,O,X,O,X
STIJOLZ,O,X,O,O,X,O,O,X
STIJOZL,O,X,O,X,X,X,O,X
STIZLJO,O,X,X,O,O,O,O,X
STIZLOJ,O,X,O,O,X,O,O,X
STIZJLO,O,X,O,O,O,O,O,X
STIZJOL,O,X,O,O,O,O,O,X
STIZOLJ,O,X,O,O,X,O,O,X
STIZOJL,O,X,O,O,X,O,O,X
STIOLJZ,O,X,O,X,X,O,O,X
STIOLZJ,O,X,O,X,X,O,O,X
STIOJLZ,O,X,O,X,X,O,O,X
STIOJZL,O,X,O,X,X,X,O,X
STIOZLJ,O,X,O,X,X,O,O,X
STIOZJL,O,X,O,X,X,X,O,X
STLIJZO,O,X,O,O,O,X,O,X
STLIJOZ,O,X,O,O,X,O,O,X
STLIZJO,O,X,X,O,O,O,O,X
STLIZOJ,O,X,O,O,X,O,O,X
STLIOJZ,O,X,O,X,X,O,O,X
STLIOZJ,O,X,O,X,X,O,O,X
STLJIZO,O,X,X,O,O,X,O,X
STLJIOZ,O,X,X,O,X,O,O,X
STLJZIO,X,X,X,O,O,X,O,X
STLJZOI,X,X,X,O,O,X,O,X
STLJOIZ,O,X,X,O,X,O,O,X
STLJOZI,X,X,X,O,X,X,O,X
STLZIJO,O,X,X,O,O,O,O,X
STLZIOJ,O,X,X,O,X,O,O,X
STLZJIO,X,X,X,O,O,O,O,X
STLZJOI,X,X,X,O,O,O,O,X
STLZOIJ,O,X,X,O,X,O,X,X
STLZOJI,X,X,X,X,X,O,X,X
STLOIJZ,O,X,O,X,X,O,O,X
STLOIZJ,O,X,O,X,X,O,O,X
STLOJIZ,O,X,X,O,X,O,O,X
STLOJZI,X,X,X,O,X,X,O,X
STLOZIJ,O,X,X,O,X,O,X,X
STLOZJI,X,X,X,X,X,O,X,X
STJILZO,O,X,O,O,O,X,O,X
STJILOZ,O,X,O,O,X,O,O,X
STJIZLO,O,X,O,O,O,X,O,X
STJIZOL,O,X,O,O,O,X,O,X
STJIOLZ,O,X,O,O,X,O,O,X
STJIOZL,O,X,O,X,X,X,O,X
STJLIZO,O,X,O,O,O,X,O,X
STJLIOZ,O,X,O,O,X,X,O,X
STJLZIO,X,X,O,O,O,X,O,X
STJLZOI,X,X,O,O,O,X,O,X
STJLOIZ,O,X,O,O,X,X,O,X
STJLOZI,X,X,O,O,X,X,O,X
STJZILO,O,X,O,O,O,X,O,X
STJZIOL,O,O,O,O,O,X,O,X
STJZLIO,O,X,X,O,O,X,O,X
STJZLOI,O,O,X,O,O,X,O,X
STJZOIL,O,O,O,O,X,X,X,X
STJZOLI,O,O,X,O,O,X,O,X
STJOILZ,O,X,O,O,X,O,O,X
STJOIZL,O,O,O,X,X,X,O,X
STJOLIZ,O,X,O,O,X,X,O,X
STJOLZI,X,X,O,O,X,X,O,X
STJOZIL,O,O,O,O,X,X,X,X
STJOZLI,O,O,X,O,X,X,O,X
STZILJO,O,X,X,O,O,O,O,X
STZILOJ,O,X,O,O,X,O,O,X
STZIJLO,O,X,O,O,O,O,O,X
STZIJOL,O,X,O,O,O,O,O,X
STZIOLJ,O,O,O,O,X,O,O,X
STZIOJL,O,O,O,O,X,O,O,X
STZLIJO,X,X,X,O,O,O,O,X
STZLIOJ,O,X,O,O,X,O,O,X
STZLJIO,X,X,X,O,O,X,O,X
STZLJOI,X,X,X,O,O,X,O,X
STZLOIJ,O,O,O,O,X,O,X,X
STZLOJI,X,O,X,X,X,X,X,X
STZJILO,X,X,X,O,O,O,O,X
STZJIOL,O,O,O,O,O,O,O,X
STZJLIO,X,X,X,O,O,O,O,X
STZJLOI,X,O,X,O,O,O,O,X
STZJOIL,O,O,O,O,X,O,X,X
STZJOLI,X,O,X,O,O,O,O,X
STZOILJ,O,O,O,O,X,O,X,X
STZOIJL,O,O,O,O,X,O,X,X
STZOLIJ,O,O,O,O,X,O,X,X
STZOLJI,X,O,X,X,X,X,X,X
STZOJIL,O,O,O,O,X,O,X,X
STZOJLI,X,O,X,O,X,O,X,X
STOILJZ,O,X,O,X,X,O,O,X
STOILZJ,O,X,O,X,X,O,O,X
STOIJLZ,O,X,O,X,X,O,O,X
STOIJZL,O,O,O,X,X,X,O,X
STOIZLJ,O,O,O,X,X,O,O,X
STOIZJL,O,O,O,X,X,O,O,X
STOLIJZ,O,X,O,X,X,O,O,X
STOLIZJ,O,X,O,X,X,O,O,X
STOLJIZ,O,X,X,O,X,O,O,X
STOLJZI,X,X,X,O,X,X,O,X
STOLZIJ,O,X,X,O,X,O,X,X
STOLZJI,X,X,X,X,X,O,X,X
STOJILZ,O,X,O,O,X,O,O,X
STOJIZL,O,O,O,X,X,X,O,X
STOJLIZ,O,X,O,O,X,X,O,X
STOJLZI,X,X,O,O,X,X,O,X
STOJZIL,O,O,O,O,X,X,X,X
STOJZLI,O,O,X,O,X,X,O,X
STOZILJ,O,O,O,O,X,O,X,X
STOZIJL,O,O,O,O,X,O,X,X
STOZLIJ,O,O,O,O,X,O,X,X
STOZLJI,X,O,X,X,X,X,X,X
STOZJIL,O,O,O,O,X,O,X,X
STOZJLI,X,O,X,O,X,O,X,X
SITLJZO,X,X,X,X,O,X,O,O
SITLJOZ,X,X,X,X,X,X,O,O
SITLZJO,X,X,X,X,O,X,O,O
SITLZOJ,X,X,X,X,X,X,O,O
SITLOJZ,X,X,X,X,X,X,O,O
SITLOZJ,X,X,X,X,X,X,O,O
SITJLZO,X,X,X,X,O,X,O,O
SITJLOZ,X,X,X,X,X,X,O,O
SITJZLO,X,X,X,X,O,X,O,O
SITJZOL,X,X,X,X,O,X,O,O
SITJOLZ,X,X,X,X,X,X,O,O
SITJOZL,X,X,X,X,X,X,O,O
SITZLJO,X,X,X,X,O,X,O,O
SITZLOJ,X,X,X,X,X,X,O,O
SITZJLO,X,X,X,X,O,X,O,O
SITZJOL,X,X,X,X,O,X,O,O
SITZOLJ,X,X,X,X,X,X,O,O
SITZOJL,X,X,X,X,X,X,O,O
SITOLJZ,X,X,X,X,X,X,O,O
SITOLZJ,X,X,X,X,X,X,O,O
SITOJLZ,X,X,X,X,X,X,O,O
SITOJZL,X,X,X,X,X,X,O,O
SITOZLJ,X,X,X,X,X,X,O,O
SITOZJL,X,X,X,X,X,X,O,O
SILTJZO,X,X,X,X,O,X,O,O
SILTJOZ,X,X,X,X,X,X,O,O
SILTZJO,X,X,X,X,O,X,O,O
SILTZOJ,X,X,X,X,X,X,O,O
SILTOJZ,X,X,X,X,X,X,O,O
SILTOZJ,X,X,X,X,X,X,O,O
SILJTZO,X,X,X,O,O,X,O,O
SILJTOZ,X,X,X,O,X,X,O,O
SILJZTO,X,X,X,O,O,X,O,O
SILJZOT,X,X,X,O,O,X,O,O
SILJOTZ,X,X,X,O,X,X,O,O
SILJOZT,X,X,X,O,O,X,O,O
SILZTJO,X,X,X,O,O,X,O,O
SILZTOJ,X,X,X,O,X,X,O,O
SILZJTO,X,X,X,O,O,X,O,O
SILZJOT,X,X,X,O,O,X,O,O
SILZOTJ,X,X,X,O,X,X,X,O
SILZOJT,X,X,X,O,O,X,O,O
SILOTJZ,X,X,X,X,X,X,O,O
SILOTZJ,X,X,X,X,X,X,O,O
SILOJTZ,X,X,X,X,X,X,O,O
SILOJZT,X,X,X,X,O,X,O,O
SILOZTJ,X,X,X,X,X,X,X,O
SILOZJT,X,X,X,X,O,X,O,O
SIJTLZO,X,X,X,O,O,X,O,O
SIJTLOZ,X,X,X,O,X,X,O,O
SIJTZLO,X,X,X,X,O,X,O,O
SIJTZOL,X,X,X,X,O,X,O,O
SIJTOLZ,X,X,X,X,X,X,O,O
SIJTOZL,X,X,X,X,X,X,O,O
SIJLTZO,X,X,X,O,O,X,O,O
SIJLTOZ,X,X,X,O,X,X,O,O
SIJLZTO,X,X,X,O,O,X,O,O
SIJLZOT,X,X,X,O,O,X,O,O
SIJLOTZ,X,X,X,O,X,X,O,O
SIJLOZT,X,X,X,O,O,X,O,O
SIJZTLO,X,X,X,O,O,X,O,O
SIJZTOL,X,O,X,X,O,X,O,O
SIJZLTO,X,X,X,O,O,X,O,O
SIJZLOT,X,X,X,O,O,X,O,O
SIJZOTL,X,O,X,X,O,X,O,O
SIJZOLT,X,O,X,O,O,X,O,O
SIJOTLZ,X,X,X,X,X,X,O,O
SIJOTZL,X,O,X,X,X,X,O,O
SIJOLTZ,X,X,X,O,X,X,O,O
SIJOLZT,X,O,X,O,O,X,O,O
SIJOZTL,X,O,X,X,O,X,O,O
SIJOZLT,X,O,X,X,O,X,O,O
SIZTLJO,X,X,X,O,O,X,O,O
SIZTLOJ,X,X,X,O,X,X,O,O
SIZTJLO,X,X,X,O,O,X,O,O
SIZTJOL,X,X,X,X,O,X,O,O
SIZTOLJ,X,O,X,X,X,X,O,O
SIZTOJL,X,O,X,X,X,X,O,O
SIZLTJO,X,X,X,O,O,X,O,O
SIZLTOJ,X,X,X,O,X,X,O,O
SIZLJTO,X,X,X,O,O,X,O,O
SIZLJOT,X,X,X,O,O,X,O,O
SIZLOTJ,X,X,X,O,X,X,X,O
SIZLOJT,X,X,X,O,O,X,O,O
SIZJTLO,X,X,X,O,O,X,O,O
SIZJTOL,X,O,X,X,O,X,O,O
SIZJLTO,X,X,X,O,O,X,O,O
SIZJLOT,X,X,X,O,O,X,O,O
SIZJOTL,X,O,X,X,O,X,O,O
SIZJOLT,X,O,X,O,O,X,O,O
SIZOTLJ,X,O,X,X,X,X,X,O
SIZOTJL,X,O,X,X,X,X,X,O
SIZOLTJ,X,O,X,O,X,X,X,O
SIZOLJT,X,O,X,O,O,X,O,O
SIZOJTL,X,O,X,X,O,X,O,O
SIZOJLT,X,O,X,O,O,X,O,O
SIOTLJZ,X,X,X,X,X,X,O,O
SIOTLZJ,X,X,X,X,X,X,O,O
SIOTJLZ,X,X,X,X,X,X,O,O
SIOTJZL,X,O,X,X,X,X,O,O
SIOTZLJ,X,O,X,X,X,X,O,O
SIOTZJL,X,O,X,X,X,X,O,O
SIOLTJZ,X,X,X,X,X,X,O,O
SIOLTZJ,X,X,X,X,X,X,O,O
SIOLJTZ,X,X,X,X,X,X,O,O
SIOLJZT,X,O,X,X,O,X,O,O
SIOLZTJ,X,O,X,X,X,X,X,O
SIOLZJT,X,O,X,X,O,X,O,O
SIOJTLZ,X,X,X,X,X,X,O,O
SIOJTZL,X,O,X,X,X,X,O,O
SIOJLTZ,X,X,X,X,X,X,O,O
SIOJLZT,X,O,X,X,O,X,O,O
SIOJZTL,X,O,X,X,O,X,O,O
SIOJZLT,X,O,X,X,O,X,O,O
SIOZTLJ,X,O,X,X,X,X,X,O
SIOZTJL,X,O,X,X,X,X,X,O
SIOZLTJ,X,O,X,X,X,X,X,O
SIOZLJT,X,O,X,X,O,X,O,O
SIOZJTL,X,O,X,X,O,X,O,O
SIOZJLT,X,O,X,X,O,X,O,O
SLTIJZO,O,X,X,O,O,X,O,X
SLTIJOZ,O,X,X,O,X,O,O,X
SLTIZJO,O,X,X,O,O,O,O,X
SLTIZOJ,O,X,X,O,X,O,O,X
SLTIOJZ,O,X,X,X,X,O,O,X
SLTIOZJ,O,X,X,X,X,O,O,X
SLTJIZO,O,X,X,O,O,X,O,X
SLTJIOZ,O,X,X,O,X,O,O,X
SLTJZIO,X,X,X,O,O,X,O,X
SLTJZOI,X,X,X,O,O,X,O,X
SLTJOIZ,O,X,X,O,X,O,O,X
SLTJOZI,X,X,X,O,X,X,O,X
SLTZIJO,O,X,X,O,O,O,O,X
SLTZIOJ,O,X,X,O,X,O,O,X
SLTZJIO,X,X,X,O,O,O,O,X
SLTZJOI,X,X,X,O,O,O,O,X
SLTZOIJ,O,X,X,O,X,O,X,X
SLTZOJI,X,X,X,X,X,O,X,X
SLTOIJZ,O,X,O,X,X,O,O,X
SLTOIZJ,O,X,O,X,X,O,O,X
SLTOJIZ,O,X,X,O,X,O,O,X
SLTOJZI,X,X,X,O,X,X,O,X
SLTOZIJ,O,X,X,O,X,O,X,X
SLTOZJI,X,X,X,X,X,O,X,X
SLITJZO,O,X,X,X,O,X,O,O
SLITJOZ,O,X,X,X,X,X,O,O
SLITZJO,O,X,X,X,O,X,O,O
SLITZOJ,O,X,X,X,X,X,O,O
SLITOJZ,O,X,X,X,X,X,O,O
SLITOZJ,O,X,X,X,X,X,O,X
SLIJTZO,X,X,X,O,O,X,O,O
SLIJTOZ,X,X,X,O,X,X,O,O
SLIJZTO,X,X,X,O,O,X,O,O
SLIJZOT,X,X,X,O,O,X,O,O
SLIJOTZ,X,X,X,O,X,X,O,O
SLIJOZT,X,X,X,O,O,X,O,O
SLIZTJO,X,X,X,O,O,X,O,O
SLIZTOJ,X,X,X,O,X,X,O,O
SLIZJTO,X,X,X,O,O,X,O,O
SLIZJOT,X,X,X,O,O,X,O,O
SLIZOTJ,X,X,X,O,X,X,X,O
SLIZOJT,X,X,X,O,O,X,O,O
SLIOTJZ,O,X,O,X,X,X,O,O
SLIOTZJ,O,X,O,X,X,X,O,X
SLIOJTZ,O,X,O,X,X,X,O,O
SLIOJZT,O,X,O,X,O,X,O,O
SLIOZTJ,O,X,O,X,X,X,X,O
SLIOZJT,O,X,O,X,O,X,O,O
SLJTIZO,O,X,O,O,O,X,O,X
SLJTIOZ,O,X,O,O,X,X,O,X
SLJTZIO,X,X,O,O,O,X,O,X
SLJTZOI,X,X,O,O,O,X,O,X
SLJTOIZ,O,X,O,O,X,X,O,X
SLJTOZI,X,X,O,O,X,X,O,X
SLJITZO,X,X,O,O,O,X,O,X
SLJITOZ,X,X,O,O,X,X,O,X
SLJIZTO,X,X,X,O,O,X,O,X
SLJIZOT,X,X,X,O,O,X,O,X
SLJIOTZ,X,X,O,O,X,X,O,X
SLJIOZT,X,X,O,O,O,X,O,X
SLJZTIO,X,X,O,O,O,X,O,X
SLJZTOI,X,O,O,X,O,X,O,X
SLJZITO,X,X,X,O,O,X,O,X
SLJZIOT,X,X,X,O,O,X,O,X
SLJZOTI,X,O,O,X,O,X,O,X
SLJZOIT,X,O,O,O,O,X,O,X
SLJOTIZ,O,X,O,O,X,X,O,X
SLJOTZI,X,X,O,O,X,X,O,X
SLJOITZ,O,X,O,O,X,X,O,X
SLJOIZT,O,O,O,O,O,X,O,X
SLJOZTI,X,O,O,O,O,X,O,X
SLJOZIT,X,O,O,O,O,X,O,X
SLZTIJO,O,X,X,O,O,O,O,X
SLZTIOJ,O,X,X,O,X,O,O,X
SLZTJIO,X,X,X,X,O,O,O,X
SLZTJOI,X,X,X,X,O,O,O,O
SLZTOIJ,O,O,X,X,X,O,X,X
SLZTOJI,X,O,X,X,X,O,X,X
SLZITJO,X,X,X,O,O,X,O,O
SLZITOJ,X,X,X,O,X,X,O,O
SLZIJTO,X,X,X,O,O,X,O,O
SLZIJOT,X,X,X,O,O,X,O,O
SLZIOTJ,X,X,X,O,X,X,X,O
SLZIOJT,X,X,X,O,O,X,O,O
SLZJTIO,X,X,X,O,O,O,O,X
SLZJTOI,X,O,X,X,O,O,O,X
SLZJITO,X,X,X,O,O,O,O,X
SLZJIOT,X,X,X,O,O,O,O,X
SLZJOTI,X,O,X,X,O,O,O,X
SLZJOIT,X,O,X,O,O,O,O,X
SLZOTIJ,O,O,X,X,X,O,X,X
SLZOTJI,X,O,X,X,X,O,X,X
SLZOITJ,O,O,O,O,X,O,X,X
SLZOIJT,O,O,O,O,O,O,X,X
SLZOJTI,X,O,X,X,O,O,X,X
SLZOJIT,X,O,X,X,O,O,X,X
SLOTIJZ,O,X,O,X,X,O,O,X
SLOTIZJ,O,X,O,X,X,O,O,X
SLOTJIZ,O,X,X,O,X,O,O,X
SLOTJZI,X,X,X,O,X,X,O,X
SLOTZIJ,O,X,X,O,X,O,X,X
SLOTZJI,X,X,X,X,X,O,X,X
SLOITJZ,O,X,O,X,X,O,O,X
SLOITZJ,O,X,O,X,X,O,O,X
SLOIJTZ,O,X,O,O,X,X,O,X
SLOIJZT,O,O,O,O,O,X,O,X
SLOIZTJ,O,O,O,O,X,O,X,X
SLOIZJT,O,O,O,O,O,O,O,X
SLOJTIZ,O,X,O,O,X,X,O,X
SLOJTZI,X,X,O,O,X,X,O,X
SLOJITZ,O,X,O,O,X,X,O,X
SLOJIZT,O,O,O,O,O,X,O,X
SLOJZTI,X,O,O,O,O,X,O,X
SLOJZIT,X,O,O,O,O,X,O,X
SLOZTIJ,O,O,X,O,X,O,X,X
SLOZTJI,X,O,X,X,X,O,X,X
SLOZITJ,O,O,O,O,X,O,X,X
SLOZIJT,O,O,O,O,O,O,X,X
SLOZJTI,X,O,X,O,O,O,X,X
SLOZJIT,X,O,X,O,O,O,X,X
SJTILZO,O,X,O,O,O,X,O,X
SJTILOZ,O,X,O,O,X,X,O,X
SJTIZLO,O,X,O,O,O,X,O,X
SJTIZOL,O,X,O,O,O,X,O,X
SJTIOLZ,O,X,O,O,X,X,O,X
SJTIOZL,O,X,O,X,X,X,O,X
SJTLIZO,O,X,O,O,O,X,O,X
SJTLIOZ,O,X,O,O,X,X,O,X
SJTLZIO,X,X,O,O,O,X,O,X
SJTLZOI,X,X,O,O,O,X,O,X
SJTLOIZ,O,X,O,O,X,X,O,X
SJTLOZI,X,X,O,O,X,X,O,X
SJTZILO,O,X,O,O,O,X,O,X
SJTZIOL,O,O,O,O,O,X,O,X
SJTZLIO,O,X,X,O,O,X,O,X
SJTZLOI,O,O,X,O,O,X,O,X
SJTZOIL,O,O,O,O,X,X,X,X
SJTZOLI,O,O,X,O,O,X,O,X
SJTOILZ,O,X,O,O,X,X,O,X
SJTOIZL,O,O,O,X,X,X,O,X
SJTOLIZ,O,X,O,O,X,X,O,X
SJTOLZI,X,X,O,O,X,X,O,X
SJTOZIL,O,O,O,O,X,X,X,X
SJTOZLI,O,O,X,O,X,X,O,X
SJITLZO,X,X,X,O,O,X,O,X
SJITLOZ,X,X,X,O,X,X,O,X
SJITZLO,X,X,X,X,O,X,O,X
SJITZOL,X,X,X,X,O,X,O,X
SJITOLZ,X,X,X,X,X,X,O,X
SJITOZL,X,X,X,X,X,X,O,X
SJILTZO,X,X,X,O,O,X,O,X
SJILTOZ,X,X,X,O,X,X,O,X
SJILZTO,X,X,X,O,O,X,O,X
SJILZOT,X,X,X,O,O,X,O,X
SJILOTZ,X,X,X,O,X,X,O,X
SJILOZT,X,X,X,O,O,X,O,X
SJIZTLO,X,X,X,O,O,X,O,X
SJIZTOL,X,O,X,X,O,X,O,X
SJIZLTO,X,X,X,O,O,X,O,X
SJIZLOT,X,X,X,O,O,X,O,X
SJIZOTL,X,O,X,X,O,X,O,X
SJIZOLT,X,O,X,O,O,X,O,X
SJIOTLZ,X,X,X,X,X,X,O,X
SJIOTZL,X,O,X,X,X,X,O,X
SJIOLTZ,X,X,X,O,X,X,O,X
SJIOLZT,X,O,X,O,O,X,O,X
SJIOZTL,X,O,X,X,O,X,O,X
SJIOZLT,X,O,X,X,O,X,O,X
SJLTIZO,O,X,O,O,O,X,O,X
SJLTIOZ,O,X,O,O,X,X,O,X
SJLTZIO,O,X,O,O,O,X,O,X
SJLTZOI,O,X,O,O,O,X,O,X
SJLTOIZ,O,X,O,O,X,X,O,X
SJLTOZI,O,X,O,O,X,X,O,X
SJLITZO,O,X,O,O,O,X,O,X
SJLITOZ,O,X,O,O,X,X,O,X
SJLIZTO,X,X,X,O,O,X,O,X
SJLIZOT,X,X,X,O,O,X,O,X
SJLIOTZ,O,X,O,O,X,X,O,X
SJLIOZT,O,X,O,O,O,X,O,X
SJLZTIO,O,X,O,O,O,X,O,X
SJLZTOI,O,O,O,X,O,X,O,X
SJLZITO,X,X,X,O,O,X,O,X
SJLZIOT,X,X,X,O,O,X,O,X
SJLZOTI,O,O,O,X,O,X,O,X
SJLZOIT,O,O,O,O,O,X,O,X
SJLOTIZ,O,X,O,O,X,X,O,X
SJLOTZI,O,X,O,O,X,X,O,X
SJLOITZ,O,X,O,O,X,X,O,X
SJLOIZT,O,O,O,O,O,X,O,X
SJLOZTI,O,O,O,O,O,X,O,X
SJLOZIT,O,O,O,O,O,X,O,X
SJZTILO,O,X,O,O,O,X,O,X
SJZTIOL,O,O,O,X,O,X,O,X
SJZTLIO,O,X,O,O,O,X,O,X
SJZTLOI,O,O,O,X,O,X,O,X
SJZTOIL,O,O,O,X,X,X,X,X
SJZTOLI,O,O,O,X,O,X,O,X
SJZITLO,O,X,O,O,O,X,O,X
SJZITOL,O,O,O,X,O,X,O,X
SJZILTO,X,X,X,O,O,X,O,X
SJZILOT,X,X,X,O,O,X,O,X
SJZIOTL,O,O,O,X,O,X,O,X
SJZIOLT,O,O,O,O,O,X,O,X
SJZLTIO,O,X,O,O,O,X,O,X
SJZLTOI,O,O,O,X,O,X,O,X
SJZLITO,O,X,X,O,O,X,O,X
SJZLIOT,O,X,X,O,O,X,O,X
SJZLOTI,O,O,O,X,O,X,O,X
SJZLOIT,O,O,O,O,O,X,O,X
SJZOTIL,O,O,O,X,X,X,X,X
SJZOTLI,O,O,O,X,O,X,X,X
SJZOITL,O,O,O,X,O,X,X,X
SJZOILT,O,O,O,O,O,X,X,X
SJZOLTI,O,O,O,X,O,X,O,X
SJZOLIT,O,O,O,O,O,X,O,X
SJOTILZ,O,X,O,O,X,X,O,X
SJOTIZL,O,O,O,X,X,X,O,X
SJOTLIZ,O,X,O,O,X,X,O,X
SJOTLZI,X,X,O,O,X,X,O,X
SJOTZIL,O,O,O,O,X,X,X,X
SJOTZLI,O,O,X,O,X,X,O,X
SJOITLZ,O,X,O,O,X,X,O,X
SJOITZL,O,O,O,X,X,X,O,X
SJOILTZ,O,X,O,O,X,X,O,X
SJOILZT,O,O,O,O,O,X,O,X
SJOIZTL,O,O,O,O,O,X,O,X
SJOIZLT,O,O,O,O,O,X,O,X
SJOLTIZ,O,X,O,O,X,X,O,X
SJOLTZI,O,X,O,O,X,X,O,X
SJOLITZ,O,X,O,O,X,X,O,X
SJOLIZT,O,O,O,O,O,X,O,X
SJOLZTI,O,O,O,O,O,X,O,X
SJOLZIT,O,O,O,O,O,X,O,X
SJOZTIL,O,O,O,O,X,X,X,X
SJOZTLI,O,O,O,O,O,X,X,X
SJOZITL,O,O,O,O,O,X,X,X
SJOZILT,O,O,O,O,O,X,X,X
