sequence,v115@3gA8GeC8EeA8BeB8EeF8DeG8AeB8Jex6IvhFzcBGeB?0fBSnB/oBlsB,v115@3gA8GeC8EeA8BeB8EeF8DeG8AeB8Jex6IvhFCdBTeB?0fBXiBGoBlsB,v115@3gA8GeC8EeA8BeB8EeF8DeG8AeB8JeT6IvhFUdBajB?5jBWnBXgBlsB,v115@3gA8GeC8EeA8BeB8EeF8DeG8AeB8Jex6IvhFGdB0fB?zhB6oBXjBlsB,v115@3gA8GeC8EeA8BeB8EeF8DeG8AeB8JeT6IvhFqhBmdB?5jB0iBXgBlsB,v115@3gA8GeC8EeA8BeB8EeF8DeG8AeB8Jex6IvhFGdB0fB?zhBXjB6oBlsB,v115@3gA8GeC8EeA8BeB8EeF8DeG8AeB8Jex6IvhFqhB/iB?0fBTjBGoBlsB,v115@3gA8GeC8EeA8BeB8EeF8DeG8AeB8Jex6IvhFFdBTeB?0fBfnBWoBCtB,v115@3gA8GeC8EeA8BeB8EeF8DeG8AeB8Je//IvhFuhBciB?TeBFgBxsBCtB,v115@3gA8GeC8EeA8BeB8EeF8DeG8AeB8Je//IvhFGdB6jB?zhBxsB8sBFqB,v115@3gA8GeC8EeA8BeB8EeF8DeG8AeB8Je//IvhFUdBWnB?TjBFgBxsBCtB,v115@3gA8GeC8EeA8BeB8EeF8DeG8AeB8Je//IvhFzcBSjB?FgBUjBxsBGsB
LISOJZT,O,O,X,X,X,X,X,O,O,X,O,X
LISOZTJ,O,X,X,X,X,X,X,X,O,O,X,X
LISOZJT,O,X,X,X,O,X,X,X,O,O,X,X
LIZTJSO,O,X,X,X,O,X,O,O,O,X,X,X
LIZTJOS,O,X,X,O,O,X,O,O,O,X,X,X
LIZTSJO,O,X,X,X,O,X,O,O,O,X,X,X
LIZTSOJ,O,X,X,O,O,X,O,O,O,O,X,X
LIZTOJS,O,X,X,O,O,X,O,X,O,O,X,X
LIZTOSJ,O,X,X,O,O,X,O,X,O,O,X,X
LIZJTSO,O,X,X,X,X,X,O,O,O,X,X,X
LIZJTOS,O,X,X,O,O,X,O,O,O,X,X,X
LIZJSTO,O,X,X,X,X,X,O,O,O,X,X,X
LIZJSOT,O,X,X,X,O,X,X,O,O,O,X,X
LIZJOTS,O,X,X,O,O,X,X,O,O,O,X,X
LIZJOST,O,X,X,O,O,X,X,O,O,O,X,X
LIZSTJO,O,X,X,X,X,X,O,O,O,X,X,X
LIZSTOJ,O,X,X,O,X,X,O,O,O,O,X,X
LIZSJTO,O,X,X,X,X,X,O,O,O,X,X,X
LIZSJOT,O,X,X,X,O,X,X,O,O,O,X,X
LIZSOTJ,O,X,X,X,X,X,O,O,O,O,X,X
LIZSOJT,O,X,X,O,O,X,X,O,O,O,X,X
LIZOTJS,O,X,X,O,O,X,O,X,O,O,X,X
LIZOTSJ,O,X,X,O,O,X,O,X,O,O,X,X
LIZOJTS,O,X,X,O,O,X,X,O,O,O,X,X
LIZOJST,O,X,X,O,O,X,X,O,O,O,X,X
LIZOSTJ,O,X,X,X,X,X,O,O,O,O,X,X
LIZOSJT,O,X,X,O,O,X,X,O,O,O,X,X
LIOTJSZ,O,X,O,X,X,X,X,X,X,X,X,X
LIOTJZS,X,X,O,X,O,X,X,X,X,X,X,X
LIOTSJZ,O,X,O,X,X,X,X,X,X,X,X,X
LIOTSZJ,O,X,X,X,O,X,X,X,O,X,X,X
LIOTZJS,O,X,O,X,O,X,X,X,O,X,X,X
LIOTZSJ,O,X,X,X,O,X,X,X,O,X,X,X
LIOJTSZ,O,X,X,X,X,X,X,O,X,X,X,X
LIOJTZS,X,X,X,X,O,X,X,X,X,X,X,X
LIOJSTZ,O,X,X,X,X,X,X,O,X,X,X,X
LIOJSZT,O,X,X,X,X,X,X,O,O,X,O,X
LIOJZTS,X,X,O,O,O,X,X,X,O,X,X,X
LIOJZST,X,X,O,O,O,X,X,O,O,X,O,X
LIOSTJZ,O,X,X,X,X,X,X,O,X,X,X,X
LIOSTZJ,O,X,X,X,O,X,X,X,O,X,X,X
LIOSJTZ,O,X,X,X,X,X,X,O,X,X,X,X
LIOSJZT,O,X,X,X,X,X,X,O,O,X,O,X
LIOSZTJ,O,X,X,X,X,X,X,X,O,O,X,X
LIOSZJT,O,X,X,X,O,X,X,X,O,O,X,X
LIOZTJS,O,X,X,O,O,X,X,X,O,O,X,X
LIOZTSJ,O,X,X,X,O,X,X,X,O,O,X,X
LIOZJTS,O,X,X,O,O,X,X,X,O,O,X,X
LIOZJST,O,X,X,O,O,X,X,X,O,O,X,X
LIOZSTJ,O,X,X,X,X,X,X,X,O,O,X,X
LIOZSJT,O,X,X,O,O,X,X,X,O,O,X,X
LJTISZO,O,X,O,X,X,X,X,O,X,X,X,X
LJTISOZ,O,X,O,X,X,X,X,O,X,X,X,X
LJTIZSO,X,X,O,X,O,X,X,X,X,X,X,X
LJTIZOS,X,X,O,X,O,X,X,X,X,X,X,X
LJTIOSZ,O,X,O,X,X,X,X,O,X,X,X,X
LJTIOZS,X,X,O,X,O,X,X,X,X,X,X,X
LJTSIZO,O,X,O,X,X,X,X,O,X,X,X,X
LJTSIOZ,O,X,O,X,X,X,X,O,X,X,X,X
LJTSZIO,O,X,O,X,X,X,O,O,X,X,X,X
LJTSZOI,O,X,O,X,X,X,O,O,X,X,X,X
LJTSOIZ,O,X,O,X,X,X,X,O,X,X,X,X
LJTSOZI,O,X,O,X,X,X,O,O,X,X,X,X
LJTZISO,O,X,O,X,O,X,O,O,X,X,X,X
LJTZIOS,O,X,O,O,O,X,O,O,X,X,X,X
LJTZSIO,O,X,O,X,O,X,O,O,X,X,X,X
LJTZSOI,O,X,O,X,O,X,O,O,X,X,X,X
LJTZOIS,O,X,O,O,O,X,O,O,X,X,X,X
LJTZOSI,O,X,O,O,O,X,O,O,X,X,X,X
LJTOISZ,O,X,O,X,X,X,X,O,X,X,X,X
LJTOIZS,X,X,O,O,O,X,X,X,X,X,X,X
LJTOSIZ,O,X,O,X,X,X,X,O,X,X,X,X
LJTOSZI,O,X,O,O,X,X,O,O,X,X,X,X
LJTOZIS,O,X,O,O,O,X,O,O,X,X,X,X
LJTOZSI,O,X,O,O,O,X,O,O,X,X,X,X
LJITSZO,O,X,X,X,X,X,X,O,X,X,X,X
LJITSOZ,O,X,X,X,X,X,X,O,X,X,X,X
LJITZSO,X,X,X,X,O,X,X,X,X,X,X,X
LJITZOS,X,X,X,X,O,X,X,X,X,X,X,X
LJITOSZ,O,X,X,X,X,X,X,O,X,X,X,X
LJITOZS,X,X,X,X,O,X,X,X,X,X,X,X
LJISTZO,X,X,X,X,X,X,X,O,X,X,X,X
LJISTOZ,O,O,X,X,X,X,X,O,X,X,X,X
LJISZTO,X,X,X,X,X,X,X,O,O,X,X,X
LJISZOT,O,O,X,X,X,X,X,O,O,X,O,X
LJISOTZ,O,O,X,X,X,X,X,O,X,X,X,X
LJISOZT,O,O,X,X,X,X,X,O,X,X,O,X
LJIZTSO,X,X,X,X,X,X,X,O,O,X,X,X
LJIZTOS,X,X,O,X,O,X,X,O,O,X,X,X
LJIZSTO,X,X,X,X,X,X,X,O,O,X,X,X
LJIZSOT,X,X,O,X,O,X,X,O,O,X,O,X
LJIZOTS,X,X,O,X,O,X,X,O,O,X,X,X
LJIZOST,X,X,O,X,O,X,X,O,O,X,O,X
LJIOTSZ,O,X,X,X,X,X,X,O,X,X,X,X
LJIOTZS,X,X,X,X,O,X,X,X,X,X,X,X
LJIOSTZ,O,O,X,X,X,X,X,O,X,X,X,X
LJIOSZT,O,O,X,X,X,X,X,O,X,X,O,X
LJIOZTS,X,X,O,X,O,X,X,O,X,X,X,X
LJIOZST,X,X,O,X,O,X,X,O,X,X,O,X
LJSTIZO,X,X,X,X,X,X,X,O,X,X,X,X
LJSTIOZ,O,O,X,X,X,X,X,O,X,X,X,X
LJSTZIO,O,O,X,X,X,X,O,O,X,X,X,X
LJSTZOI,O,O,X,X,X,X,O,O,X,X,X,X
LJSTOIZ,O,O,X,X,X,X,X,O,X,X,X,X
LJSTOZI,O,O,X,X,X,X,O,O,X,X,X,X
LJSITZO,X,X,X,X,X,X,X,O,X,X,X,X
LJSITOZ,O,O,X,X,X,X,X,O,X,X,X,X
LJSIZTO,O,O,X,X,X,X,X,O,O,X,X,X
LJSIZOT,O,O,X,X,X,X,X,O,O,X,O,X
LJSIOTZ,O,O,X,X,X,X,X,O,X,X,X,X
LJSIOZT,O,O,X,X,X,X,X,O,X,X,O,X
LJSZTIO,O,O,X,X,X,X,O,O,X,X,X,X
LJSZTOI,O,O,X,X,X,X,O,O,X,X,X,X
LJSZITO,O,O,X,X,X,X,O,O,X,X,X,X
LJSZIOT,O,O,X,X,X,X,X,O,X,X,O,X
LJSZOTI,O,O,X,X,X,X,X,O,X,X,X,X
LJSZOIT,O,O,X,X,X,X,X,O,X,X,X,X
LJSOTIZ,O,O,X,X,X,X,X,O,X,X,X,X
LJSOTZI,O,O,X,X,X,X,X,O,X,X,X,X
LJSOITZ,O,O,X,X,X,X,X,O,X,X,X,X
LJSOIZT,O,O,X,X,X,X,X,O,X,X,X,X
LJSOZTI,O,O,X,X,X,X,X,O,X,X,X,X
LJSOZIT,O,O,X,X,X,X,X,O,X,X,X,X
LJZTISO,O,X,O,X,X,X,O,O,X,X,X,X
LJZTIOS,O,X,O,O,O,X,O,O,X,X,X,X
LJZTSIO,O,X,O,X,X,X,O,O,X,X,X,X
LJZTSOI,O,X,O,X,X,X,O,O,X,X,X,X
LJZTOIS,O,X,O,O,O,X,O,O,X,X,X,X
LJZTOSI,O,X,O,O,X,X,O,O,X,X,X,X
LJZITSO,O,X,X,X,X,X,O,O,X,X,X,X
LJZITOS,O,X,O,O,O,X,O,O,X,X,X,X
LJZISTO,O,O,X,X,X,X,O,O,X,X,X,X
LJZISOT,O,O,O,X,O,X,X,O,X,X,O,X
LJZIOTS,O,X,O,O,O,X,X,O,X,X,X,X
LJZIOST,O,O,O,O,O,X,X,O,X,X,O,X
LJZSTIO,O,O,X,X,X,X,O,O,X,X,X,X
LJZSTOI,O,O,X,X,X,X,O,O,X,X,X,X
LJZSITO,O,O,X,X,X,X,O,O,X,X,X,X
LJZSIOT,O,O,O,X,O,X,X,O,X,X,O,X
LJZSOTI,O,O,X,X,X,X,X,O,X,X,X,X
LJZSOIT,O,O,O,X,O,X,X,O,X,X,X,X
LJZOTIS,O,X,O,O,O,X,X,O,X,X,X,X
LJZOTSI,O,X,O,O,X,X,X,O,X,X,X,X
LJZOITS,O,X,O,O,O,X,X,O,X,X,X,X
LJZOIST,O,O,O,O,O,X,X,O,X,X,X,X
LJZOSTI,O,O,X,O,X,X,X,O,X,X,X,X
LJZOSIT,O,O,O,O,O,X,X,O,X,X,X,X
LJOTISZ,O,X,O,X,X,X,X,O,X,X,X,X
LJOTIZS,X,X,O,X,O,X,X,X,X,X,X,X
LJOTSIZ,O,X,O,X,X,X,X,O,X,X,X,X
LJOTSZI,O,X,O,X,X,X,X,O,X,X,X,X
LJOTZIS,O,X,O,O,O,X,X,O,X,X,X,X
LJOTZSI,O,X,O,O,O,X,X,O,X,X,X,X
LJOITSZ,O,X,X,X,X,X,X,O,X,X,X,X
LJOITZS,X,X,X,X,O,X,X,X,X,X,X,X
LJOISTZ,O,O,X,X,X,X,X,O,X,X,X,X
LJOISZT,O,O,X,X,X,X,X,O,X,X,X,X
LJOIZTS,X,X,O,O,O,X,X,O,X,X,X,X
LJOIZST,X,X,O,O,O,X,X,O,X,X,X,X
LJOSTIZ,O,O,X,X,X,X,X,O,X,X,X,X
LJOSTZI,O,O,X,X,X,X,X,O,X,X,X,X
LJOSITZ,O,O,X,X,X,X,X,O,X,X,X,X
LJOSIZT,O,O,X,X,X,X,X,O,X,X,X,X
LJOSZTI,O,O,X,O,X,X,X,O,X,X,X,X
LJOSZIT,O,O,X,O,X,X,X,O,X,X,X,X
LJOZTIS,O,X,O,O,O,X,X,O,X,X,X,X
LJOZTSI,O,X,O,O,X,X,X,O,X,X,X,X
LJOZITS,O,X,O,O,O,X,X,O,X,X,X,X
LJOZIST,O,O,O,O,O,X,X,O,X,X,X,X
LJOZSTI,O,O,X,O,X,X,X,O,X,X,X,X
LJOZSIT,O,O,O,O,O,X,X,O,X,X,X,X
LSTIJZO,O,O,X,X,X,X,X,O,X,X,X,X
LSTIJOZ,O,O,X,X,X,X,X,O,X,X,X,X
LSTIZJO,O,O,X,X,O,X,O,O,X,X,X,X
LSTIZOJ,O,O,X,X,O,X,O,O,X,X,X,X
LSTIOJZ,O,O,X,X,X,X,X,O,X,X,X,X
LSTIOZJ,O,X,X,X,O,X,O,X,X,X,X,X
LSTJIZO,O,O,X,X,X,X,X,O,X,X,X,X
LSTJIOZ,O,O,X,X,X,X,X,O,X,X,X,X
LSTJZIO,O,O,X,X,X,X,O,O,X,X,X,X
LSTJZOI,O,O,X,X,X,X,O,O,X,X,X,X
LSTJOIZ,O,O,X,X,X,X,X,O,X,X,X,X
LSTJOZI,O,O,X,X,X,X,O,O,X,X,X,X
LSTZIJO,O,O,X,X,O,X,O,O,X,X,X,X
LSTZIOJ,O,O,X,O,O,X,O,O,X,X,X,X
LSTZJIO,O,O,X,X,O,X,O,O,X,X,X,X
LSTZJOI,O,O,X,X,O,X,O,O,X,X,X,X
LSTZOIJ,O,O,X,O,O,X,O,O,X,X,X,X
LSTZOJI,O,O,X,O,O,X,O,O,X,X,X,X
LSTOIJZ,O,O,X,X,X,X,X,O,X,X,X,X
LSTOIZJ,O,X,X,X,O,X,O,X,X,X,X,X
LSTOJIZ,O,O,X,X,X,X,X,O,X,X,X,X
LSTOJZI,O,O,X,O,X,X,O,O,X,X,X,X
LSTOZIJ,O,O,X,O,O,X,O,O,X,X,X,X
LSTOZJI,O,O,X,O,O,X,O,O,X,X,X,X
LSITJZO,O,O,X,X,X,X,X,O,X,X,X,X
LSITJOZ,O,O,X,X,X,X,X,O,X,X,X,X
LSITZJO,O,O,X,X,O,X,O,O,O,X,X,X
LSITZOJ,O,O,X,X,O,X,O,O,O,O,X,X
LSITOJZ,O,O,X,X,X,X,X,O,X,X,X,X
LSITOZJ,O,X,X,X,O,X,O,X,O,X,X,X
LSIJTZO,O,O,X,X,X,X,X,O,X,X,X,X
LSIJTOZ,O,O,X,X,X,X,X,O,X,X,X,O
LSIJZTO,O,O,X,X,X,X,X,O,O,X,X,X
LSIJZOT,O,O,X,X,X,X,X,O,O,O,O,O
LSIJOTZ,O,O,X,X,X,X,X,O,X,X,X,O
LSIJOZT,O,O,X,X,X,X,X,O,O,X,O,O
LSIZTJO,O,O,X,X,X,X,O,O,O,X,X,X
LSIZTOJ,O,O,X,X,X,X,O,O,O,O,X,X
LSIZJTO,O,O,X,X,X,X,O,O,O,X,X,X
LSIZJOT,O,O,X,X,O,X,X,O,O,O,X,X
LSIZOTJ,O,O,X,X,X,X,O,O,O,O,X,X
LSIZOJT,O,O,X,X,O,X,X,O,O,O,X,X
LSIOTJZ,O,O,X,X,X,X,X,O,X,X,X,X
LSIOTZJ,O,X,X,X,O,X,X,X,O,X,X,X
LSIOJTZ,O,O,X,X,X,X,X,O,X,X,X,X
LSIOJZT,O,O,X,X,X,X,X,O,O,X,O,X
LSIOZTJ,O,X,X,X,X,X,X,X,O,O,X,X
LSIOZJT,O,X,X,X,O,X,X,X,O,O,X,X
LSJTIZO,O,O,X,X,X,X,X,O,X,X,X,X
LSJTIOZ,O,O,X,X,X,X,X,O,X,X,X,X
LSJTZIO,O,O,X,X,X,X,O,O,X,X,X,X
LSJTZOI,O,O,X,X,X,X,O,O,X,X,X,X
LSJTOIZ,O,O,X,X,X,X,X,O,X,X,X,X
LSJTOZI,O,O,X,X,X,X,O,O,X,X,X,X
LSJITZO,O,O,X,X,X,X,X,O,X,X,X,X
LSJITOZ,O,O,X,X,X,X,X,O,X,X,X,X
LSJIZTO,O,O,X,X,X,X,X,O,O,X,X,X
LSJIZOT,O,O,X,X,X,X,X,O,O,X,O,X
LSJIOTZ,O,O,X,X,X,X,X,O,X,X,X,X
LSJIOZT,O,O,X,X,X,X,X,O,X,X,O,X
LSJZTIO,O,O,X,X,X,X,O,O,X,X,X,X
LSJZTOI,O,O,X,X,X,X,O,O,X,X,X,X
LSJZITO,O,O,X,X,X,X,O,O,X,X,X,X
LSJZIOT,O,O,X,X,X,X,X,O,X,X,O,X
LSJZOTI,O,O,X,X,X,X,X,O,X,X,X,X
LSJZOIT,O,O,X,X,X,X,X,O,X,X,X,X
LSJOTIZ,O,O,X,X,X,X,X,O,X,X,X,X
LSJOTZI,O,O,X,X,X,X,X,O,X,X,X,X
LSJOITZ,O,O,X,X,X,X,X,O,X,X,X,X
LSJOIZT,O,O,X,X,X,X,X,O,X,X,X,X
LSJOZTI,O,O,X,X,X,X,X,O,X,X,X,X
LSJOZIT,O,O,X,X,X,X,X,O,X,X,X,X
LSZTIJO,O,O,X,X,X,X,O,O,X,X,X,X
LSZTIOJ,O,O,X,O,X,X,O,O,X,X,X,X
LSZTJIO,O,O,X,X,X,X,O,O,X,X,X,X
LSZTJOI,O,O,X,X,X,X,O,O,X,X,X,X
LSZTOIJ,O,O,X,O,X,X,O,O,X,X,X,X
LSZTOJI,O,O,X,O,X,X,O,O,X,X,X,X
LSZITJO,O,O,X,X,X,X,O,O,X,X,X,X
LSZITOJ,O,O,X,O,X,X,O,O,X,X,X,X
LSZIJTO,O,O,X,X,X,X,O,O,X,X,X,X
LSZIJOT,O,O,X,X,O,X,X,O,X,X,X,X
LSZIOTJ,O,O,X,X,X,X,O,O,X,X,X,X
LSZIOJT,O,O,X,O,O,X,X,O,X,X,X,X
LSZJTIO,O,O,X,X,X,X,O,O,X,X,X,X
LSZJTOI,O,O,X,X,X,X,O,O,X,X,X,X
LSZJITO,O,O,X,X,X,X,O,O,X,X,X,X
LSZJIOT,O,O,X,X,O,X,X,O,X,X,X,X
LSZJOTI,O,O,X,X,X,X,X,O,X,X,X,X
LSZJOIT,O,O,X,X,O,X,X,O,X,X,X,X
LSZOTIJ,O,O,X,X,X,X,O,O,X,X,X,X
LSZOTJI,O,O,X,X,X,X,O,O,X,X,X,X
LSZOITJ,O,O,X,X,X,X,O,O,X,X,X,X
LSZOIJT,O,O,X,O,O,X,X,O,X,X,X,X
LSZOJTI,O,O,X,O,X,X,X,O,X,X,X,X
LSZOJIT,O,O,X,O,O,X,X,O,X,X,X,X
LSOTIJZ,O,O,X,X,X,X,X,O,X,X,X,X
LSOTIZJ,O,X,X,X,O,X,O,X,X,X,X,X
LSOTJIZ,O,O,X,X,X,X,X,O,X,X,X,X
LSOTJZI,O,O,X,X,X,X,O,O,X,X,X,X
LSOTZIJ,O,O,X,X,O,X,O,O,X,X,X,X
LSOTZJI,O,O,X,X,O,X,O,O,X,X,X,X
LSOITJZ,O,O,X,X,X,X,X,O,X,X,X,X
LSOITZJ,O,X,X,X,O,X,X,X,X,X,X,X
LSOIJTZ,O,O,X,X,X,X,X,O,X,X,X,X
LSOIJZT,O,O,X,X,X,X,X,O,X,X,X,X
LSOIZTJ,O,X,X,X,X,X,X,X,X,O,X,X
LSOIZJT,O,X,X,X,O,X,X,X,X,O,X,X
LSOJTIZ,O,O,X,X,X,X,X,O,X,X,X,X
LSOJTZI,O,O,X,X,X,X,X,O,X,X,X,X
LSOJITZ,O,O,X,X,X,X,X,O,X,X,X,X
LSOJIZT,O,O,X,X,X,X,X,O,X,X,X,X
LSOJZTI,O,O,X,O,X,X,X,O,X,X,X,X
LSOJZIT,O,O,X,O,X,X,X,O,X,X,X,X
LSOZTIJ,O,O,X,X,X,X,O,O,X,X,X,X
LSOZTJI,O,O,X,X,X,X,O,O,X,X,X,X
LSOZITJ,O,O,X,X,X,X,O,O,X,X,X,X
LSOZIJT,O,O,X,O,O,X,X,O,X,X,X,X
LSOZJTI,O,O,X,O,X,X,X,O,X,X,X,X
LSOZJIT,O,O,X,O,O,X,X,O,X,X,X,X
LZTIJSO,O,O,X,X,O,X,O,O,X,X,X,X
LZTIJOS,O,O,X,O,O,X,O,O,X,X,X,X
LZTISJO,O,O,X,X,O,X,O,O,X,X,X,X
LZTISOJ,O,O,X,O,O,O,O,O,X,X,X,X
LZTIOJS,O,X,X,O,O,O,O,X,X,X,X,X
LZTIOSJ,O,X,X,O,O,O,O,X,X,X,X,X
LZTJISO,O,O,X,X,O,X,O,O,X,X,X,X
LZTJIOS,O,O,X,O,O,X,O,O,X,X,X,X
LZTJSIO,O,O,X,X,O,X,O,O,X,X,X,X
LZTJSOI,O,O,X,X,O,X,O,O,X,X,X,X
LZTJOIS,O,O,X,O,O,X,O,O,X,X,X,X
LZTJOSI,O,O,X,O,O,X,O,O,X,X,X,X
LZTSIJO,O,O,X,X,O,X,O,O,X,X,X,X
LZTSIOJ,O,O,X,O,O,O,O,O,X,X,X,X
LZTSJIO,O,O,X,X,O,X,O,O,X,X,X,X
LZTSJOI,O,O,X,X,O,X,O,O,X,X,X,X
LZTSOIJ,O,O,X,O,O,O,O,O,X,X,X,X
LZTSOJI,O,O,X,O,O,O,O,O,X,X,X,X
LZTOIJS,O,X,X,O,O,O,O,X,X,X,X,X
LZTOISJ,O,X,X,O,O,O,O,X,X,X,X,X
LZTOJIS,O,X,X,O,O,O,O,X,X,X,X,X
LZTOJSI,O,X,X,O,O,O,O,X,X,X,X,X
LZTOSIJ,O,X,X,O,O,O,O,X,X,X,X,X
LZTOSJI,O,X,X,O,O,O,O,X,X,X,X,X
LZITJSO,O,O,X,X,O,X,O,O,X,X,X,X
LZITJOS,O,O,X,O,O,X,O,O,X,X,X,X
LZITSJO,O,O,X,X,O,X,O,O,X,X,X,X
LZITSOJ,O,O,X,O,O,O,O,O,X,X,X,X
LZITOJS,O,X,X,O,O,O,O,X,X,X,X,X
LZITOSJ,O,X,X,O,O,O,O,X,X,X,X,X
LZIJTSO,O,X,X,X,X,X,O,O,X,X,X,X
LZIJTOS,O,X,X,O,O,X,O,O,X,X,X,X
LZIJSTO,O,O,X,X,X,X,O,O,X,X,X,X
LZIJSOT,O,O,X,X,O,X,X,O,X,X,X,X
LZIJOTS,O,X,X,O,O,X,X,O,X,X,X,X
LZIJOST,O,O,X,O,O,X,X,O,X,X,X,X
LZISTJO,O,O,X,X,X,X,O,O,X,X,X,X
LZISTOJ,O,O,X,O,X,X,O,O,X,X,X,X
LZISJTO,O,O,X,X,X,X,O,O,X,X,X,X
LZISJOT,O,O,X,X,O,X,X,O,X,X,X,X
LZISOTJ,O,O,X,X,X,X,O,O,X,X,X,X
LZISOJT,O,O,X,O,O,X,X,O,X,X,X,X
LZIOTJS,O,X,X,O,O,O,O,X,X,X,X,X
LZIOTSJ,O,X,X,O,O,O,O,X,X,X,X,X
LZIOJTS,O,X,X,O,O,O,X,O,X,X,X,X
LZIOJST,O,X,X,O,O,X,X,O,X,X,X,X
LZIOSTJ,O,X,X,X,X,X,O,O,X,X,X,X
LZIOSJT,O,X,X,O,O,X,X,O,X,X,X,X
LZJTISO,O,X,X,X,X,X,O,O,X,X,X,X
LZJTIOS,O,X,X,O,O,X,O,O,X,X,X,X
LZJTSIO,O,X,X,X,X,X,O,O,X,X,X,X
LZJTSOI,O,X,X,X,X,X,O,O,X,X,X,X
LZJTOIS,O,X,X,O,O,X,O,O,X,X,X,X
LZJTOSI,O,X,X,O,X,X,O,O,X,X,X,X
LZJITSO,O,X,X,X,X,X,O,O,X,X,X,X
LZJITOS,O,X,X,O,O,X,O,O,X,X,X,X
LZJISTO,O,O,X,X,X,X,O,O,X,X,X,X
LZJISOT,O,O,X,X,O,X,X,O,X,X,X,X
LZJIOTS,O,X,X,O,O,X,X,O,X,X,X,X
LZJIOST,O,O,X,O,O,X,X,O,X,X,X,X
LZJSTIO,O,O,X,X,X,X,O,O,X,X,X,X
LZJSTOI,O,O,X,X,X,X,O,O,X,X,X,X
LZJSITO,O,O,X,X,X,X,O,O,X,X,X,X
LZJSIOT,O,O,X,X,O,X,X,O,X,X,X,X
LZJSOTI,O,O,X,X,X,X,X,O,X,X,X,X
LZJSOIT,O,O,X,X,O,X,X,O,X,X,X,X
LZJOTIS,O,X,X,O,O,X,X,O,X,X,X,X
LZJOTSI,O,X,X,O,X,X,X,O,X,X,X,X
LZJOITS,O,X,X,O,O,X,X,O,X,X,X,X
LZJOIST,O,O,X,O,O,X,X,O,X,X,X,X
LZJOSTI,O,O,X,O,X,X,X,O,X,X,X,X
LZJOSIT,O,O,X,O,O,X,X,O,X,X,X,X
LZSTIJO,O,O,X,X,X,X,O,O,X,X,X,X
LZSTIOJ,O,O,X,O,X,X,O,O,X,X,X,X
LZSTJIO,O,O,X,X,X,X,O,O,X,X,X,X
LZSTJOI,O,O,X,X,X,X,O,O,X,X,X,X
LZSTOIJ,O,O,X,O,X,X,O,O,X,X,X,X
LZSTOJI,O,O,X,O,X,X,O,O,X,X,X,X
LZSITJO,O,O,X,X,X,X,O,O,X,X,X,X
LZSITOJ,O,O,X,O,X,X,O,O,X,X,X,X
LZSIJTO,O,O,X,X,X,X,O,O,X,X,X,X
LZSIJOT,O,O,X,X,O,X,X,O,X,X,X,X
LZSIOTJ,O,O,X,X,X,X,O,O,X,X,X,X
LZSIOJT,O,O,X,O,O,X,X,O,X,X,X,X
LZSJTIO,O,O,X,X,X,X,O,O,X,X,X,X
LZSJTOI,O,O,X,X,X,X,O,O,X,X,X,X
LZSJITO,O,O,X,X,X,X,O,O,X,X,X,X
LZSJIOT,O,O,X,X,O,X,X,O,X,X,X,X
LZSJOTI,O,O,X,X,X,X,X,O,X,X,X,X
LZSJOIT,O,O,X,X,O,X,X,O,X,X,X,X
LZSOTIJ,O,O,X,X,X,X,O,O,X,X,X,X
LZSOTJI,O,O,X,X,X,X,O,O,X,X,X,X
LZSOITJ,O,O,X,X,X,X,O,O,X,X,X,X
LZSOIJT,O,O,X,O,O,X,X,O,X,X,X,X
LZSOJTI,O,O,X,O,X,X,X,O,X,X,X,X
LZSOJIT,O,O,X,O,O,X,X,O,X,X,X,X
LZOTIJS,O,X,X,O,O,O,O,X,X,X,X,X
LZOTISJ,O,X,X,O,O,O,O,X,X,X,X,X
LZOTJIS,O,X,X,O,O,O,O,X,X,X,X,X
LZOTJSI,O,X,X,O,O,O,O,X,X,X,X,X
LZOTSIJ,O,X,X,O,O,O,O,X,X,X,X,X
LZOTSJI,O,X,X,O,O,O,O,X,X,X,X,X
LZOITJS,O,X,X,O,O,O,O,X,X,X,X,X
LZOITSJ,O,X,X,O,O,O,O,X,X,X,X,X
LZOIJTS,O,X,X,O,O,O,X,O,X,X,X,X
LZOIJST,O,X,X,O,O,X,X,O,X,X,X,X
LZOISTJ,O,X,X,X,X,X,O,O,X,X,X,X
LZOISJT,O,X,X,O,O,X,X,O,X,X,X,X
LZOJTIS,O,X,X,O,O,O,X,O,X,X,X,X
LZOJTSI,O,X,X,O,X,O,X,O,X,X,X,X
LZOJITS,O,X,X,O,O,O,X,O,X,X,X,X
LZOJIST,O,X,X,O,O,X,X,O,X,X,X,X
LZOJSTI,O,X,X,O,X,X,X,O,X,X,X,X
LZOJSIT,O,X,X,O,O,X,X,O,X,X,X,X
LZOSTIJ,O,X,X,X,X,X,O,O,X,X,X,X
LZOSTJI,O,X,X,X,X,X,O,O,X,X,X,X
LZOSITJ,O,X,X,X,X,X,O,O,X,X,X,X
LZOSIJT,O,X,X,O,O,X,X,O,X,X,X,X
LZOSJTI,O,X,X,O,X,X,X,O,X,X,X,X
LZOSJIT,O,X,X,O,O,X,X,O,X,X,X,X
LOTIJSZ,O,X,O,X,X,X,X,X,X,X,X,X
LOTIJZS,X,X,O,O,O,X,X,X,X,X,X,X
LOTISJZ,O,X,O,X,X,X,X,X,X,X,X,X
LOTISZJ,O,X,X,X,O,X,O,X,X,X,X,X
