sequence,v115@zgB8HeB8HeB8AeA8EeF8CeG8CeB8JeOAJvhFxcBTeB?FhB0iBqrB/sB,v115@zgB8HeB8HeB8AeA8EeF8CeG8CeB8JeOAJvhFXcBidB?cjB1mB5nBzrB,v115@zgB8HeB8HeB8AeA8EeF8CeG8CeB8JeOAJvhFXcBxdB?UiBFjB6rBTsB,v115@zgB8HeB8HeB8AeA8EeF8CeG8CeB8JeT+IvhFxgB0iB?igBlmBXsBGsB,v115@zgB8HeB8HeB8AeA8EeF8CeG8CeB8Jex7IvhFTeBigB?FiB0mBusBXsB,v115@zgB8HeB8HeB8AeA8EeF8CeG8CeB8Jex7IvhFTeBigB?0mBlnBGsBXsB,v115@zgB8HeB8HeB8AeA8EeF8CeG8CeB8JeOAJvhFxdBUhB?FiBXjB6rBTsB,v115@zgB8HeB8HeB8AeA8EeF8CeG8CeB8Jex7IvhFTeBigB?lmB3nB8rB+sB,v115@zgB8HeB8HeB8AeA8EeF8CeG8CeB8Jex7IvhFldBcjB?igB3hBTnBWxB,v115@zgB8HeB8HeB8AeA8EeF8CeG8CeB8JeOAJvhFTeBFhB?RnB6sBXnB0rB,v115@zgB8HeB8HeB8AeA8EeF8CeG8CeB8JeOAJvhFxcBTeB?FhB8mB3nBSxB,v115@zgB8HeB8HeB8AeA8EeF8CeG8CeB8Je5BJvhFcjBmgB?TiBigBXsBlsB
LISOJZT,X,X,O,X,O,X,X,X,O,X,X,X
LISOZTJ,X,X,O,O,X,O,X,X,O,X,X,X
LISOZJT,X,X,O,O,X,X,X,X,O,X,X,X
LIZTJSO,X,O,O,X,O,O,X,X,O,X,X,X
LIZTJOS,O,O,O,X,O,O,X,X,O,X,X,X
LIZTSJO,X,O,O,X,X,O,X,O,O,X,X,X
LIZTSOJ,X,O,O,X,X,O,X,O,O,X,X,X
LIZTOJS,O,O,O,X,X,O,X,X,O,X,X,X
LIZTOSJ,X,O,O,X,X,O,X,X,O,X,X,X
LIZJTSO,X,O,O,X,O,O,X,X,O,X,X,X
LIZJTOS,O,O,O,X,O,O,X,X,O,X,X,X
LIZJSTO,X,O,O,X,O,X,X,X,O,X,X,X
LIZJSOT,X,X,O,X,O,X,X,X,O,X,X,X
LIZJOTS,O,O,X,X,O,O,X,X,O,X,X,X
LIZJOST,X,X,O,X,O,X,X,X,O,X,X,X
LIZSTJO,X,O,O,X,X,O,X,X,O,X,X,X
LIZSTOJ,X,O,O,X,X,O,X,X,O,X,X,X
LIZSJTO,X,O,O,X,O,X,X,X,O,X,X,X
LIZSJOT,X,X,O,X,O,X,X,X,O,X,X,X
LIZSOTJ,X,X,X,X,X,O,X,X,O,X,X,X
LIZSOJT,X,X,O,X,X,X,X,X,O,X,X,X
LIZOTJS,O,O,X,O,X,O,X,X,O,X,X,X
LIZOTSJ,X,O,X,O,X,O,X,X,O,X,X,X
LIZOJTS,O,O,X,O,O,O,X,X,O,X,X,X
LIZOJST,X,X,O,O,O,X,X,X,O,X,X,X
LIZOSTJ,X,X,X,O,X,O,X,X,O,X,X,X
LIZOSJT,X,X,O,O,X,X,X,X,O,X,X,X
LIOTJSZ,O,O,O,X,X,X,X,X,X,O,X,X
LIOTJZS,O,O,O,X,O,X,X,X,X,O,X,X
LIOTSJZ,O,O,O,X,X,X,X,O,X,X,X,X
LIOTSZJ,O,O,O,X,X,X,X,O,X,X,X,X
LIOTZJS,O,O,O,O,X,O,X,X,X,X,X,X
LIOTZSJ,X,O,O,O,X,O,X,X,X,X,X,X
LIOJTSZ,O,O,O,X,X,X,X,X,X,O,X,X
LIOJTZS,O,O,O,X,O,X,X,X,O,O,X,X
LIOJSTZ,O,X,O,X,X,X,X,X,X,X,X,X
LIOJSZT,X,X,O,X,O,X,X,X,O,X,X,X
LIOJZTS,O,O,O,X,O,O,X,X,O,X,X,X
LIOJZST,X,X,O,X,O,X,X,X,O,X,X,X
LIOSTJZ,O,X,O,X,X,X,X,O,X,X,X,X
LIOSTZJ,O,X,O,X,X,X,X,X,X,X,X,X
LIOSJTZ,O,X,O,X,X,X,X,X,X,X,X,X
LIOSJZT,X,X,O,X,O,X,X,X,O,X,X,X
LIOSZTJ,X,X,O,O,X,O,X,X,O,X,X,X
LIOSZJT,X,X,O,O,X,X,X,X,O,X,X,X
LIOZTJS,O,O,O,O,X,O,X,X,O,X,X,X
LIOZTSJ,X,O,O,O,X,O,X,X,O,X,X,X
LIOZJTS,O,O,O,O,O,O,X,X,O,X,X,X
LIOZJST,X,X,O,O,O,X,X,X,O,X,X,X
LIOZSTJ,X,X,O,O,X,O,X,X,O,X,X,X
LIOZSJT,X,X,O,O,X,X,X,X,O,X,X,X
LJTISZO,O,O,O,X,X,X,X,O,O,X,X,X
LJTISOZ,O,X,O,X,X,X,X,X,X,O,X,X
LJTIZSO,O,O,O,X,O,X,X,X,O,X,X,X
LJTIZOS,O,O,O,X,O,X,X,X,O,O,X,X
LJTIOSZ,O,X,O,X,X,X,X,X,X,O,X,X
LJTIOZS,O,X,O,X,O,X,X,X,O,O,X,X
LJTSIZO,O,O,O,X,X,X,X,O,O,X,X,X
LJTSIOZ,O,X,O,X,X,X,X,O,X,X,X,X
LJTSZIO,O,O,O,X,X,X,X,O,O,X,X,X
LJTSZOI,O,O,O,X,X,X,X,O,O,X,X,X
LJTSOIZ,O,X,O,X,X,X,X,O,X,X,X,X
LJTSOZI,O,X,O,X,O,X,X,O,X,X,X,X
LJTZISO,O,O,O,X,O,O,X,X,O,X,X,X
LJTZIOS,O,O,O,X,O,O,X,X,O,X,X,X
LJTZSIO,O,O,O,X,O,O,X,X,O,X,X,X
LJTZSOI,O,O,O,X,O,O,X,X,O,X,X,X
LJTZOIS,O,X,O,X,O,O,X,X,O,X,X,X
LJTZOSI,O,O,O,X,O,O,X,X,O,X,X,X
LJTOISZ,O,X,O,X,X,X,X,X,X,O,X,X
LJTOIZS,O,X,O,X,O,X,X,X,O,O,X,X
LJTOSIZ,O,X,O,X,X,X,X,O,O,X,X,X
LJTOSZI,O,X,O,X,O,X,X,O,O,X,X,X
LJTOZIS,O,X,O,X,O,O,X,X,O,X,X,X
LJTOZSI,O,X,O,X,O,O,X,X,O,X,X,X
LJITSZO,O,O,O,X,X,X,X,O,O,X,X,X
LJITSOZ,O,X,O,X,X,X,X,X,X,O,X,X
LJITZSO,O,O,O,X,O,X,X,X,O,X,X,X
LJITZOS,O,O,O,X,O,X,X,X,O,O,X,X
LJITOSZ,O,X,O,X,X,X,X,X,X,O,X,X
LJITOZS,O,X,X,X,O,X,X,X,O,O,X,X
LJISTZO,O,X,O,X,X,X,X,X,O,X,X,X
LJISTOZ,O,X,O,X,X,X,X,X,X,X,X,X
LJISZTO,O,X,O,X,O,X,X,X,O,X,X,X
LJISZOT,O,X,O,X,O,X,X,X,O,X,X,X
LJISOTZ,O,X,O,X,X,X,X,X,X,X,X,X
LJISOZT,X,X,O,X,O,X,X,X,O,X,X,X
LJIZTSO,X,O,O,X,O,O,X,X,O,X,X,X
LJIZTOS,O,O,O,X,O,O,X,X,O,X,X,X
LJIZSTO,X,O,O,X,O,X,X,X,O,X,X,X
LJIZSOT,X,X,O,X,O,X,X,X,O,X,X,X
LJIZOTS,O,O,X,X,O,O,X,X,O,X,X,X
LJIZOST,X,X,O,X,O,X,X,X,O,X,X,X
LJIOTSZ,O,O,O,X,X,X,X,X,X,O,X,X
LJIOTZS,O,O,O,X,O,X,X,X,O,O,X,X
LJIOSTZ,O,X,O,X,X,X,X,X,O,X,X,X
LJIOSZT,X,X,O,X,O,X,X,X,O,X,X,X
LJIOZTS,O,O,O,X,O,O,X,X,O,X,X,X
LJIOZST,X,X,O,X,O,X,X,X,O,X,X,X
LJSTIZO,O,O,O,X,X,X,O,O,O,X,X,X
LJSTIOZ,O,X,O,X,X,X,X,O,X,X,X,X
LJSTZIO,O,O,O,X,X,X,O,O,O,X,X,X
LJSTZOI,O,O,O,X,X,X,O,O,O,X,X,X
LJSTOIZ,O,X,O,X,X,X,X,O,X,X,X,X
LJSTOZI,O,X,O,X,O,X,X,O,X,X,X,X
LJSITZO,O,X,O,X,X,X,O,X,O,X,X,X
LJSITOZ,O,X,O,X,X,X,X,X,X,X,X,X
LJSIZTO,O,X,O,X,O,X,X,X,O,X,X,X
LJSIZOT,O,X,O,X,O,X,X,X,O,X,X,O
LJSIOTZ,O,X,O,X,X,X,O,X,X,X,X,X
LJSIOZT,X,X,O,X,O,X,X,X,O,X,X,O
LJSZTIO,O,O,O,X,O,X,O,X,O,X,O,X
LJSZTOI,O,O,O,X,O,X,O,X,O,X,O,X
LJSZITO,O,X,O,X,O,X,X,X,O,X,X,X
LJSZIOT,O,X,O,X,O,X,X,X,O,X,O,O
LJSZOTI,O,O,O,X,O,X,X,X,O,X,O,X
LJSZOIT,O,X,O,X,O,X,X,X,O,X,O,O
LJSOTIZ,O,O,O,X,X,X,O,O,O,X,X,X
LJSOTZI,O,O,O,X,O,X,O,O,O,X,X,X
LJSOITZ,O,X,O,X,X,X,O,X,O,X,X,X
LJSOIZT,X,X,O,X,O,X,X,X,O,X,X,O
LJSOZTI,O,O,O,X,O,X,O,X,O,X,O,X
LJSOZIT,O,X,O,X,O,X,X,X,O,X,O,O
LJZTISO,O,O,O,X,O,O,X,X,O,X,X,X
LJZTIOS,O,O,O,X,O,O,X,X,O,X,X,X
LJZTSIO,O,O,O,X,O,O,O,X,O,X,X,X
LJZTSOI,O,O,O,X,O,O,O,X,O,X,X,X
LJZTOIS,O,X,O,X,O,O,X,X,O,X,X,X
LJZTOSI,O,O,O,X,O,O,X,X,O,X,X,X
LJZITSO,X,O,O,X,O,O,X,X,O,X,X,X
LJZITOS,O,O,O,X,O,O,X,X,O,X,X,X
LJZISTO,X,O,O,X,O,X,X,X,O,X,X,X
LJZISOT,X,X,O,X,O,X,X,X,O,X,X,X
LJZIOTS,O,O,X,X,O,O,X,X,O,X,X,X
LJZIOST,O,X,O,X,O,X,X,X,O,X,X,X
LJZSTIO,O,O,O,X,O,X,O,X,O,X,X,X
LJZSTOI,O,O,O,X,O,X,O,X,O,X,X,X
LJZSITO,O,O,O,X,O,X,X,X,O,X,X,X
LJZSIOT,O,X,O,X,O,X,X,X,O,X,X,O
LJZSOTI,O,O,O,X,O,X,X,X,O,X,X,X
LJZSOIT,O,X,O,X,O,X,X,X,O,X,X,O
LJZOTIS,O,O,O,X,O,O,X,X,O,X,X,X
LJZOTSI,O,O,O,X,O,O,O,X,O,X,X,X
LJZOITS,O,O,O,X,O,O,X,X,O,X,X,X
LJZOIST,O,X,O,X,O,X,X,X,O,X,X,X
LJZOSTI,O,O,O,X,O,X,O,X,O,X,X,X
LJZOSIT,O,X,O,X,O,X,X,X,O,X,X,X
LJOTISZ,O,O,O,X,X,X,X,X,X,O,X,X
LJOTIZS,O,O,O,X,O,X,X,X,O,O,X,X
LJOTSIZ,O,O,O,X,X,X,O,O,O,X,X,X
LJOTSZI,O,O,O,X,O,X,O,O,O,X,X,X
LJOTZIS,O,O,O,X,O,O,X,X,O,X,X,X
LJOTZSI,O,O,O,X,O,O,O,X,O,X,X,X
LJOITSZ,O,O,O,X,X,X,X,X,X,O,X,X
LJOITZS,O,O,O,X,O,X,X,X,O,O,X,X
LJOISTZ,O,X,O,X,X,X,X,X,O,X,X,X
LJOISZT,X,X,O,X,O,X,X,X,O,X,X,X
LJOIZTS,O,O,O,X,O,O,X,X,O,X,X,X
LJOIZST,X,X,O,X,O,X,X,X,O,X,X,X
LJOSTIZ,O,O,O,X,X,X,O,O,O,X,X,X
LJOSTZI,O,O,O,X,O,X,O,O,O,X,X,X
LJOSITZ,O,X,O,X,X,X,O,X,O,X,X,X
LJOSIZT,X,X,O,X,O,X,X,X,O,X,X,X
LJOSZTI,O,O,O,X,O,X,O,X,O,X,O,X
LJOSZIT,O,X,O,X,O,X,X,X,O,X,O,X
LJOZTIS,O,O,O,X,O,O,X,X,O,X,X,X
LJOZTSI,O,O,O,X,O,O,O,X,O,X,X,X
LJOZITS,O,O,O,X,O,O,X,X,O,X,X,X
LJOZIST,O,X,O,X,O,X,X,X,O,X,X,X
LJOZSTI,O,O,O,X,O,X,O,X,O,X,X,X
LJOZSIT,O,X,O,X,O,X,X,X,O,X,X,X
LSTIJZO,O,O,O,X,X,X,O,O,O,X,X,X
LSTIJOZ,O,X,O,X,X,X,X,O,X,X,X,X
LSTIZJO,O,O,O,X,X,X,O,O,O,X,X,X
LSTIZOJ,O,O,O,O,X,X,X,O,O,X,X,X
LSTIOJZ,O,X,O,X,X,X,X,O,X,X,X,X
LSTIOZJ,O,X,X,X,X,X,X,O,X,X,X,X
LSTJIZO,O,O,O,X,X,X,O,O,O,X,X,X
LSTJIOZ,O,X,O,X,X,X,X,O,X,X,X,X
LSTJZIO,O,O,O,X,X,X,O,O,O,X,X,X
LSTJZOI,O,O,O,X,X,X,O,O,O,X,X,X
LSTJOIZ,O,X,O,X,X,X,X,O,X,X,X,X
LSTJOZI,O,X,O,X,X,X,X,O,X,X,X,X
LSTZIJO,O,O,O,X,X,O,O,O,O,X,X,X
LSTZIOJ,O,O,O,O,X,O,X,O,O,X,X,X
LSTZJIO,O,O,O,X,X,O,O,O,O,X,X,X
LSTZJOI,O,O,O,X,X,O,O,O,O,X,X,X
LSTZOIJ,O,X,O,O,X,O,X,O,O,X,X,X
LSTZOJI,O,O,O,X,X,O,X,O,X,X,X,X
LSTOIJZ,O,X,O,X,X,X,X,O,X,X,X,X
LSTOIZJ,O,X,O,X,X,X,X,O,X,X,X,X
LSTOJIZ,O,X,O,X,X,X,X,O,X,X,X,X
LSTOJZI,O,X,O,X,X,X,X,O,X,X,X,X
LSTOZIJ,O,X,O,X,X,O,X,O,X,X,X,X
LSTOZJI,O,X,O,X,X,O,X,O,X,X,X,X
LSITJZO,O,X,O,X,X,X,O,O,O,X,X,X
LSITJOZ,O,X,O,X,X,X,X,O,X,X,X,X
LSITZJO,O,X,O,X,X,X,O,O,O,X,X,X
LSITZOJ,O,X,O,X,X,X,X,O,O,X,X,X
LSITOJZ,O,X,O,X,X,X,X,O,X,X,X,X
LSITOZJ,O,X,X,X,X,X,X,O,X,X,X,X
LSIJTZO,O,X,O,X,X,X,O,X,O,X,X,X
LSIJTOZ,O,X,O,X,X,X,X,X,X,X,X,X
LSIJZTO,O,X,O,X,O,X,X,X,O,X,X,X
LSIJZOT,O,X,O,X,O,X,X,X,O,X,X,O
LSIJOTZ,O,X,O,X,X,X,O,X,X,X,X,X
LSIJOZT,X,X,O,X,O,X,X,X,O,X,X,O
LSIZTJO,O,X,O,X,X,O,X,X,O,X,X,X
LSIZTOJ,O,X,O,X,X,O,X,X,O,X,X,X
LSIZJTO,O,X,O,X,O,X,X,X,O,X,X,X
LSIZJOT,O,X,O,X,O,X,X,X,O,X,X,O
LSIZOTJ,O,X,X,O,X,O,X,X,O,X,X,X
LSIZOJT,O,X,O,O,X,X,X,X,O,X,X,O
LSIOTJZ,O,X,O,X,X,X,O,O,X,X,X,X
LSIOTZJ,O,X,O,X,X,X,O,X,X,X,X,X
LSIOJTZ,O,X,O,X,X,X,O,X,X,X,X,X
LSIOJZT,X,X,O,X,O,X,X,X,O,X,X,O
LSIOZTJ,X,X,O,O,X,O,X,X,O,X,X,X
LSIOZJT,X,X,O,O,X,X,X,X,O,X,X,O
LSJTIZO,O,O,O,X,X,X,O,O,O,X,X,X
LSJTIOZ,O,X,O,X,X,X,X,O,X,X,X,X
LSJTZIO,O,O,O,X,X,X,O,O,O,X,X,X
LSJTZOI,O,O,O,X,X,X,O,O,O,X,X,X
LSJTOIZ,O,X,O,X,X,X,X,O,X,X,X,X
LSJTOZI,O,X,O,X,O,X,X,O,X,X,X,X
LSJITZO,O,X,O,X,X,X,O,X,O,X,X,X
LSJITOZ,O,X,O,X,X,X,X,X,X,X,X,X
LSJIZTO,O,X,O,X,O,X,X,X,O,X,X,X
LSJIZOT,O,X,O,X,O,X,X,X,O,X,X,O
LSJIOTZ,O,X,O,X,X,X,O,X,X,X,X,X
LSJIOZT,X,X,O,X,O,X,X,X,O,X,X,O
LSJZTIO,O,O,O,X,O,X,O,X,O,X,O,X
LSJZTOI,O,O,O,X,O,X,O,X,O,X,O,X
LSJZITO,O,X,O,X,O,X,X,X,O,X,X,X
LSJZIOT,O,X,O,X,O,X,X,X,O,X,O,O
LSJZOTI,O,O,O,X,O,X,X,X,O,X,O,X
LSJZOIT,O,X,O,X,O,X,X,X,O,X,O,O
LSJOTIZ,O,O,O,X,X,X,O,O,O,X,X,X
LSJOTZI,O,O,O,X,O,X,O,O,O,X,X,X
LSJOITZ,O,X,O,X,X,X,O,X,O,X,X,X
LSJOIZT,X,X,O,X,O,X,X,X,O,X,X,O
LSJOZTI,O,O,O,X,O,X,O,X,O,X,O,X
LSJOZIT,O,X,O,X,O,X,X,X,O,X,O,O
LSZTIJO,O,O,O,X,X,O,O,O,O,X,O,X
LSZTIOJ,O,O,O,O,X,O,X,O,O,X,O,X
LSZTJIO,O,O,O,X,X,O,O,O,O,X,O,X
LSZTJOI,O,O,O,X,X,O,O,O,O,X,O,X
LSZTOIJ,O,X,O,O,X,O,X,O,O,X,O,X
LSZTOJI,O,O,O,X,X,O,X,O,X,X,O,X
LSZITJO,O,X,O,X,X,O,X,X,O,X,O,X
LSZITOJ,O,X,O,X,X,O,X,X,O,X,O,X
LSZIJTO,O,X,O,X,O,X,X,X,O,X,X,X
LSZIJOT,O,X,O,X,O,X,X,X,O,X,O,O
LSZIOTJ,O,X,X,O,X,O,X,X,O,X,O,X
LSZIOJT,O,X,O,O,X,X,X,X,O,X,O,O
LSZJTIO,O,O,O,X,O,X,O,X,O,X,O,X
LSZJTOI,O,O,O,X,O,X,O,X,O,X,O,X
LSZJITO,O,X,O,X,O,X,X,X,O,X,X,X
LSZJIOT,O,X,O,X,O,X,X,X,O,X,O,O
LSZJOTI,O,O,O,X,O,X,X,X,O,X,O,X
LSZJOIT,O,X,O,X,O,X,X,X,O,X,O,O
LSZOTIJ,O,O,O,O,X,O,X,X,O,X,O,X
LSZOTJI,O,O,O,X,X,O,X,O,X,X,O,X
LSZOITJ,O,X,O,O,X,O,X,X,O,X,O,X
LSZOIJT,O,X,O,O,X,X,X,X,O,X,O,O
LSZOJTI,O,O,O,X,X,X,X,X,O,X,O,X
LSZOJIT,O,X,O,X,X,X,X,X,O,X,O,O
LSOTIJZ,O,O,O,X,X,X,O,O,X,X,X,X
LSOTIZJ,O,O,O,X,X,X,O,O,X,X,X,X
LSOTJIZ,O,O,O,X,X,X,O,O,X,X,X,X
LSOTJZI,O,O,O,X,X,X,O,O,X,X,X,X
LSOTZIJ,O,O,O,X,X,O,O,O,X,X,X,X
LSOTZJI,O,O,O,X,X,O,O,O,X,X,X,X
LSOITJZ,O,X,O,X,X,X,O,O,X,X,X,X
LSOITZJ,O,X,O,X,X,X,O,X,X,X,X,X
LSOIJTZ,O,X,O,X,X,X,O,X,X,X,X,X
LSOIJZT,X,X,O,X,O,X,X,X,O,X,X,O
LSOIZTJ,X,X,O,O,X,O,X,X,O,X,X,X
LSOIZJT,X,X,O,O,X,X,X,X,O,X,X,O
LSOJTIZ,O,O,O,X,X,X,O,O,X,X,X,X
LSOJTZI,O,O,O,X,O,X,O,O,X,X,X,X
LSOJITZ,O,X,O,X,X,X,O,X,X,X,X,X
LSOJIZT,X,X,O,X,O,X,X,X,O,X,X,O
LSOJZTI,O,O,O,X,O,X,O,X,O,X,O,X
LSOJZIT,O,X,O,X,O,X,X,X,O,X,O,O
LSOZTIJ,O,O,O,O,X,O,O,X,O,X,O,X
LSOZTJI,O,O,O,X,X,O,O,O,X,X,O,X
LSOZITJ,O,X,O,O,X,O,X,X,O,X,O,X
LSOZIJT,O,X,O,O,X,X,X,X,O,X,O,O
LSOZJTI,O,O,O,X,X,X,O,X,O,X,O,X
LSOZJIT,O,X,O,X,X,X,X,X,O,X,O,O
LZTIJSO,O,O,O,X,O,O,X,X,O,X,X,X
LZTIJOS,O,O,O,X,O,O,X,X,O,X,X,X
LZTISJO,O,O,O,X,X,O,X,O,O,X,X,X
LZTISOJ,O,O,O,X,X,O,X,O,O,X,X,X
LZTIOJS,O,O,O,O,X,O,X,X,O,X,X,X
LZTIOSJ,X,O,O,O,X,O,X,X,O,X,X,X
LZTJISO,O,O,O,X,O,O,X,X,O,X,X,X
LZTJIOS,O,O,O,X,O,O,X,X,O,X,X,X
LZTJSIO,O,O,O,X,O,O,O,X,O,X,X,X
LZTJSOI,O,O,O,X,O,O,O,X,O,X,X,X
LZTJOIS,O,X,O,X,O,O,X,X,O,X,X,X
LZTJOSI,O,O,O,X,O,O,X,X,O,X,X,X
LZTSIJO,O,O,O,X,X,O,O,O,O,X,X,X
LZTSIOJ,O,O,O,X,X,O,X,O,O,X,X,X
LZTSJIO,O,O,O,X,X,O,O,O,O,X,X,X
LZTSJOI,O,O,O,X,X,O,O,O,O,X,X,X
LZTSOIJ,O,X,O,X,X,O,X,O,O,X,X,X
LZTSOJI,O,O,O,X,X,O,X,O,X,X,X,X
LZTOIJS,O,X,O,O,X,O,X,X,O,X,X,X
LZTOISJ,X,X,O,O,X,O,X,X,O,X,X,X
LZTOJIS,O,X,O,X,X,O,X,X,X,X,X,X
LZTOJSI,O,O,O,X,X,O,X,X,X,X,X,X
LZTOSIJ,O,X,O,X,X,O,X,X,O,X,X,X
LZTOSJI,O,O,O,X,X,O,X,O,X,X,X,X
LZITJSO,X,O,O,X,O,O,X,X,O,X,X,X
LZITJOS,O,O,O,X,O,O,X,X,O,X,X,X
LZITSJO,X,O,O,X,X,O,X,O,O,X,X,X
LZITSOJ,X,O,O,X,X,O,X,O,O,X,X,X
LZITOJS,O,O,O,X,X,O,X,X,O,X,X,X
LZITOSJ,X,O,O,X,X,O,X,X,O,X,X,X
LZIJTSO,X,O,O,X,O,O,X,X,O,X,X,X
LZIJTOS,O,O,O,X,O,O,X,X,O,X,X,X
LZIJSTO,X,O,O,X,O,X,X,X,O,X,X,X
LZIJSOT,X,X,O,X,O,X,X,X,O,X,X,X
LZIJOTS,O,O,X,X,O,O,X,X,O,X,X,X
LZIJOST,O,X,O,X,O,X,X,X,O,X,X,X
LZISTJO,X,O,O,X,X,O,X,X,O,X,X,X
LZISTOJ,X,O,O,X,X,O,X,X,O,X,X,X
LZISJTO,X,O,O,X,O,X,X,X,O,X,X,X
LZISJOT,X,X,O,X,O,X,X,X,O,X,X,X
LZISOTJ,X,X,X,X,X,O,X,X,O,X,X,X
LZISOJT,X,X,O,X,X,X,X,X,O,X,X,X
LZIOTJS,O,O,X,O,X,O,X,X,O,X,X,X
LZIOTSJ,X,O,X,O,X,O,X,X,O,X,X,X
LZIOJTS,O,O,X,O,O,O,X,X,O,X,X,X
LZIOJST,O,X,O,O,O,X,X,X,O,X,X,X
LZIOSTJ,X,X,X,O,X,O,X,X,O,X,X,X
LZIOSJT,X,X,O,O,X,X,X,X,O,X,X,X
LZJTISO,O,O,O,X,O,O,X,X,O,X,X,X
LZJTIOS,O,O,O,X,O,O,X,X,O,X,X,X
LZJTSIO,O,O,O,X,O,O,O,X,O,X,X,X
LZJTSOI,O,O,O,X,O,O,O,X,O,X,X,X
LZJTOIS,O,X,O,X,O,O,X,X,O,X,X,X
LZJTOSI,O,O,O,X,O,O,X,X,O,X,X,X
LZJITSO,X,O,O,X,O,O,X,X,O,X,X,X
LZJITOS,O,O,O,X,O,O,X,X,O,X,X,X
LZJISTO,X,O,O,X,O,X,X,X,O,X,X,X
LZJISOT,X,X,O,X,O,X,X,X,O,X,X,X
LZJIOTS,O,O,X,X,O,O,X,X,O,X,X,X
LZJIOST,O,X,O,X,O,X,X,X,O,X,X,X
LZJSTIO,O,O,O,X,O,X,O,X,O,X,X,X
LZJSTOI,O,O,O,X,O,X,O,X,O,X,X,X
LZJSITO,O,O,O,X,O,X,X,X,O,X,X,X
LZJSIOT,O,X,O,X,O,X,X,X,O,X,X,O
LZJSOTI,O,O,O,X,O,X,X,X,O,X,X,X
LZJSOIT,O,X,O,X,O,X,X,X,O,X,X,O
LZJOTIS,O,O,O,X,O,O,X,X,O,X,X,X
LZJOTSI,O,O,O,X,O,O,O,X,O,X,X,X
LZJOITS,O,O,O,X,O,O,X,X,O,X,X,X
LZJOIST,O,X,O,X,O,X,X,X,O,X,X,X
LZJOSTI,O,O,O,X,O,X,O,X,O,X,X,X
LZJOSIT,O,X,O,X,O,X,X,X,O,X,X,X
LZSTIJO,O,O,O,X,X,O,O,O,O,X,X,X
LZSTIOJ,O,O,O,O,X,O,X,O,O,X,X,X
LZSTJIO,O,O,O,X,X,O,O,O,O,X,X,X
LZSTJOI,O,O,O,X,X,O,O,O,O,X,X,X
LZSTOIJ,O,X,O,O,X,O,X,O,O,X,X,X
LZSTOJI,O,O,O,X,X,O,X,O,X,X,X,X
LZSITJO,O,O,O,X,X,O,X,X,O,X,X,X
LZSITOJ,O,O,O,X,X,O,X,X,O,X,X,X
LZSIJTO,O,O,O,X,O,X,X,X,O,X,X,X
LZSIJOT,O,X,O,X,O,X,X,X,O,X,X,O
LZSIOTJ,O,X,X,O,X,O,X,X,O,X,X,X
LZSIOJT,O,X,O,O,X,X,X,X,O,X,X,O
LZSJTIO,O,O,O,X,O,X,O,X,O,X,X,X
LZSJTOI,O,O,O,X,O,X,O,X,O,X,X,X
LZSJITO,O,O,O,X,O,X,X,X,O,X,X,X
LZSJIOT,O,X,O,X,O,X,X,X,O,X,X,O
LZSJOTI,O,O,O,X,O,X,X,X,O,X,X,X
LZSJOIT,O,X,O,X,O,X,X,X,O,X,X,O
LZSOTIJ,O,O,O,O,X,O,X,X,O,X,X,X
LZSOTJI,O,O,O,X,X,O,X,O,X,X,X,X
LZSOITJ,O,X,O,O,X,O,X,X,O,X,X,X
LZSOIJT,O,X,O,O,X,X,X,X,O,X,X,O
LZSOJTI,O,O,O,X,X,X,X,X,O,X,X,X
LZSOJIT,O,X,O,X,X,X,X,X,O,X,X,O
LZOTIJS,O,O,O,O,X,O,X,X,O,X,X,X
LZOTISJ,X,O,O,O,X,O,X,X,O,X,X,X
LZOTJIS,O,O,O,X,X,O,X,X,X,X,X,X
LZOTJSI,O,O,O,X,X,O,O,X,X,X,X,X
LZOTSIJ,O,O,O,X,X,O,O,X,O,X,X,X
LZOTSJI,O,O,O,X,X,O,O,O,X,X,X,X
LZOITJS,O,O,O,O,X,O,X,X,O,X,X,X
LZOITSJ,X,O,O,O,X,O,X,X,O,X,X,X
LZOIJTS,O,O,O,O,O,O,X,X,O,X,X,X
LZOIJST,O,X,O,O,O,X,X,X,O,X,X,X
LZOISTJ,X,X,O,O,X,O,X,X,O,X,X,X
LZOISJT,X,X,O,O,X,X,X,X,O,X,X,X
LZOJTIS,O,O,O,X,O,O,X,X,O,X,X,X
LZOJTSI,O,O,O,X,O,O,O,X,O,X,X,X
LZOJITS,O,O,O,X,O,O,X,X,O,X,X,X
LZOJIST,O,X,O,X,O,X,X,X,O,X,X,X
LZOJSTI,O,O,O,X,O,X,O,X,O,X,X,X
LZOJSIT,O,X,O,X,O,X,X,X,O,X,X,X
LZOSTIJ,O,O,O,O,X,O,O,X,O,X,X,X
LZOSTJI,O,O,O,X,X,O,O,O,X,X,X,X
LZOSITJ,O,X,O,O,X,O,X,X,O,X,X,X
LZOSIJT,O,X,O,O,X,X,X,X,O,X,X,X
LZOSJTI,O,O,O,X,X,X,O,X,O,X,X,X
LZOSJIT,O,X,O,X,X,X,X,X,O,X,X,X
LOTIJSZ,O,O,O,X,X,X,X,X,X,O,X,X
LOTIJZS,O,O,O,X,O,X,X,X,X,O,X,X
LOTISJZ,O,O,O,X,X,X,X,O,X,X,X,X
LOTISZJ,O,O,O,X,X,X,X,O,X,X,X,X
