sequence,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Jei7IvhFWiBxdB?TjBUlBFmB3qB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Jex7IvhFyhBGeB?UjBFlBXmBTqB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Jex7IvhF8hBCeB?mgBTjBFlB3qB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Jex7IvhF8hBfjB?6jBemBFlBTqB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Jei7IvhFWiBxdB?UhBTjBFlB3qB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8JeX8IvhFxdBCiB?TjBFlB8qBOqB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Jex7IvhFyhBGeB?XgBUjBFmBTqB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Jem8IvhFSjBxgB?UjBFlBXmBTqB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Je2AJvhFRcBCeB?3hBTjB1qBUqB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Je2AJvhFCdBxiB?TjBUlBFmB3qB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Je/AJvhFRcBzdB?+jBlhBaqB8qB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Je2AJvhFCdBxiB?UhBTjBFlB3qB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8JeeAJvhFSjBRhB?fmBlhBUjBTqB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8JeSDJvhFVlBRhB?3hBUjBmlBTqB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Je1AJvhF8hBzdB?+jBRlBKqBXrB,v115@zgB8HeB8HeA8EeB8BeB8CeG8BeF8Je2AJvhF8hBfjB?6jBRlBFmBTqB
TJSZIOL,X,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X
TJSZLIO,O,O,O,O,O,X,X,O,O,X,O,X,X,X,X,X
TJSZLOI,O,O,X,O,O,X,X,X,O,X,O,X,X,X,X,X
TJSZOIL,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X
TJSZOLI,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X
TJSOILZ,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
TJSOIZL,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TJSOLIZ,X,X,X,X,O,X,X,O,O,X,O,X,X,X,X,X
TJSOLZI,X,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
TJSOZIL,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
TJSOZLI,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
TJZILSO,O,X,O,O,O,X,O,X,O,O,X,O,X,X,X,X
TJZILOS,O,X,O,X,O,X,O,X,O,O,X,O,X,X,X,X
TJZISLO,O,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X
TJZISOL,X,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X
TJZIOLS,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X
TJZIOSL,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
TJZLISO,O,X,O,O,O,X,O,X,O,O,X,X,X,X,X,X
TJZLIOS,O,X,O,X,O,X,O,X,O,O,X,X,X,X,X,X
TJZLSIO,O,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X
TJZLSOI,O,O,X,O,O,X,O,X,O,X,O,X,X,X,X,X
TJZLOIS,O,X,O,X,O,X,O,X,O,O,X,X,X,X,X,X
TJZLOSI,O,X,O,X,O,X,O,X,O,X,O,X,X,X,X,X
TJZSILO,O,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X
TJZSIOL,X,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X
TJZSLIO,O,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X
TJZSLOI,O,O,X,O,O,X,O,X,O,X,O,X,X,X,X,X
TJZSOIL,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X
TJZSOLI,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X
TJZOILS,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X
TJZOISL,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
TJZOLIS,O,X,O,X,O,X,O,X,O,O,X,X,X,X,X,X
TJZOLSI,O,X,O,X,O,X,O,X,O,X,O,X,X,X,X,X
TJZOSIL,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X
TJZOSLI,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X
TJOILSZ,X,X,X,X,O,X,X,X,O,X,O,O,X,X,X,X
TJOILZS,O,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X
TJOISLZ,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TJOISZL,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X
TJOIZLS,O,X,O,X,O,X,X,X,O,X,X,X,X,X,O,X
TJOIZSL,O,X,O,X,O,X,X,X,X,X,O,X,X,X,O,X
TJOLISZ,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
TJOLIZS,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
TJOLSIZ,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
TJOLSZI,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X
TJOLZIS,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
TJOLZSI,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
TJOSILZ,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TJOSIZL,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TJOSLIZ,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X
TJOSLZI,X,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
TJOSZIL,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
TJOSZLI,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
TJOZILS,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
TJOZISL,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
TJOZLIS,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
TJOZLSI,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
TJOZSIL,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
TJOZSLI,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
TSILJZO,X,O,O,O,O,X,O,O,O,X,X,O,X,O,X,O
TSILJOZ,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X
TSILZJO,X,O,O,X,O,X,O,O,O,O,X,O,X,O,X,X
TSILZOJ,X,O,O,X,O,X,O,X,O,X,X,X,X,O,X,O
TSILOJZ,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X
TSILOZJ,X,O,X,X,O,X,O,X,O,X,X,X,X,O,X,X
TSIJLZO,X,X,O,O,O,X,O,O,O,X,X,O,X,X,X,O
TSIJLOZ,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X
TSIJZLO,X,X,O,O,O,X,O,O,O,X,X,O,X,X,X,O
TSIJZOL,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X
TSIJOLZ,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X
TSIJOZL,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
TSIZLJO,X,O,O,X,O,X,O,O,O,O,X,O,X,X,X,X
TSIZLOJ,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
TSIZJLO,X,O,O,X,O,X,O,O,O,O,X,O,X,X,X,O
TSIZJOL,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
TSIZOLJ,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
TSIZOJL,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
TSIOLJZ,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X
TSIOLZJ,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
TSIOJLZ,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X
TSIOJZL,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
TSIOZLJ,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
TSIOZJL,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
TSLIJZO,X,O,O,O,O,X,O,O,O,X,X,O,X,O,X,O
TSLIJOZ,X,X,X,X,O,X,X,O,O,X,O,O,X,X,X,X
TSLIZJO,X,O,O,X,O,X,O,O,O,O,X,O,X,O,X,X
TSLIZOJ,X,O,O,X,O,X,O,X,O,X,X,X,X,O,X,O
TSLIOJZ,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X
TSLIOZJ,X,O,X,X,O,X,O,X,O,X,X,X,X,O,X,X
TSLJIZO,X,O,O,O,O,X,O,O,O,X,X,O,X,X,X,X
TSLJIOZ,X,X,X,X,O,X,X,O,O,X,O,O,X,X,X,X
TSLJZIO,X,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X
TSLJZOI,X,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
TSLJOIZ,X,X,O,X,O,X,X,O,O,X,O,X,X,X,X,X
TSLJOZI,X,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
TSLZIJO,X,O,O,O,O,X,O,O,O,O,X,X,X,X,X,X
TSLZIOJ,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
TSLZJIO,X,O,O,O,O,X,O,O,O,O,X,X,X,X,X,X
TSLZJOI,X,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
TSLZOIJ,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
TSLZOJI,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
TSLOIJZ,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,O
TSLOIZJ,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
TSLOJIZ,X,X,O,X,O,X,X,O,O,X,O,X,X,X,X,X
TSLOJZI,X,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
TSLOZIJ,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
TSLOZJI,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
TSJILZO,X,X,O,O,O,X,O,O,O,X,X,O,X,X,X,X
TSJILOZ,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X
TSJIZLO,O,X,O,O,O,X,O,O,O,X,X,O,X,X,X,X
TSJIZOL,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X
TSJIOLZ,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X
TSJIOZL,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
TSJLIZO,X,O,O,O,O,X,O,O,O,X,X,O,X,X,X,X
TSJLIOZ,X,X,X,X,O,X,X,O,O,X,O,O,X,X,X,X
TSJLZIO,X,O,O,O,O,X,O,O,O,X,X,X,X,X,X,X
TSJLZOI,X,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
TSJLOIZ,X,X,O,X,O,X,X,O,O,X,O,X,X,X,X,X
TSJLOZI,X,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
TSJZILO,O,O,O,O,O,X,O,O,O,X,O,O,X,X,X,X
TSJZIOL,X,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
TSJZLIO,O,O,O,O,O,X,O,O,O,X,O,X,X,X,X,X
TSJZLOI,O,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
TSJZOIL,O,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
TSJZOLI,O,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
TSJOILZ,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X
TSJOIZL,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
TSJOLIZ,X,X,O,X,O,X,X,O,O,X,O,X,X,X,X,X
TSJOLZI,X,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
TSJOZIL,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
TSJOZLI,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
TSZILJO,X,O,O,O,O,X,O,O,O,O,O,O,X,X,X,X
TSZILOJ,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
TSZIJLO,X,O,O,X,O,X,O,O,O,O,O,O,X,X,X,O
TSZIJOL,X,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X
TSZIOLJ,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
TSZIOJL,X,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X
TSZLIJO,X,O,O,O,O,X,O,O,O,O,O,X,X,X,X,X
TSZLIOJ,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
TSZLJIO,O,O,O,O,O,X,O,O,O,O,O,X,X,X,X,X
TSZLJOI,O,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
TSZLOIJ,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
TSZLOJI,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
TSZJILO,O,O,O,O,O,X,O,O,O,O,O,O,X,X,X,X
TSZJIOL,X,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
TSZJLIO,O,O,O,O,O,X,O,O,O,O,O,X,X,X,X,X
TSZJLOI,O,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
TSZJOIL,O,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
TSZJOLI,O,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
TSZOILJ,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
TSZOIJL,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X,O
TSZOLIJ,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
TSZOLJI,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
TSZOJIL,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X
TSZOJLI,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X
TSOILJZ,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,O
TSOILZJ,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O
TSOIJLZ,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,O
TSOIJZL,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O
TSOIZLJ,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O
TSOIZJL,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O
TSOLIJZ,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,O
TSOLIZJ,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
TSOLJIZ,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X
TSOLJZI,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X
TSOLZIJ,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
TSOLZJI,X,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
TSOJILZ,X,X,O,X,O,X,X,O,O,X,X,O,X,X,X,X
TSOJIZL,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
TSOJLIZ,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X
TSOJLZI,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X
TSOJZIL,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X
TSOJZLI,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X
TSOZILJ,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
TSOZIJL,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
TSOZLIJ,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,O
TSOZLJI,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
TSOZJIL,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
TSOZJLI,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X
TZILJSO,O,X,O,X,O,X,O,X,O,O,X,O,X,O,X,X
TZILJOS,O,X,O,X,O,X,O,X,O,O,X,O,X,X,O,X
TZILSJO,X,X,O,X,X,X,O,X,O,O,X,X,X,O,X,X
TZILSOJ,X,X,O,X,X,O,O,X,O,X,X,X,X,O,X,X
TZILOJS,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X
TZILOSJ,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X
TZIJLSO,O,X,O,X,O,X,O,X,O,O,X,O,X,X,X,X
TZIJLOS,O,X,O,X,O,X,O,X,O,O,X,O,X,X,O,X
TZIJSLO,O,O,O,X,O,X,X,X,O,O,O,X,X,X,X,O
TZIJSOL,X,O,O,X,X,X,X,X,O,X,O,X,X,X,O,X
TZIJOLS,O,X,O,X,O,X,X,X,O,O,X,X,X,X,O,X
TZIJOSL,O,X,O,X,O,X,X,X,O,X,O,X,X,X,O,X
TZISLJO,X,O,O,O,X,X,X,X,O,O,O,X,X,X,X,X
TZISLOJ,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,O
TZISJLO,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,O
TZISJOL,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X
TZISOLJ,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
TZISOJL,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X
TZIOLJS,O,X,O,X,O,O,X,X,O,O,X,X,X,X,X,X
TZIOLSJ,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X
TZIOJLS,O,X,O,X,O,O,X,X,O,O,X,X,X,X,O,X
TZIOJSL,O,X,O,X,O,X,X,X,O,X,X,X,X,X,O,X
TZIOSLJ,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X
TZIOSJL,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
TZLIJSO,O,O,O,X,O,X,O,X,O,O,X,X,X,O,X,X
TZLIJOS,O,X,O,X,O,X,O,X,O,O,X,X,X,X,X,X
TZLISJO,X,X,O,X,X,X,O,X,O,O,X,X,X,O,X,X
TZLISOJ,X,X,O,X,X,O,O,X,O,X,X,X,X,O,X,X
TZLIOJS,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X
TZLIOSJ,O,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X
TZLJISO,O,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X
TZLJIOS,O,X,O,X,O,X,O,X,O,O,X,X,X,X,X,X
TZLJSIO,O,O,O,X,O,X,O,X,O,O,O,X,X,X,X,X
TZLJSOI,O,O,X,X,O,O,O,X,O,X,O,X,X,X,X,X
TZLJOIS,O,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
TZLJOSI,O,X,O,X,O,O,O,X,O,X,O,X,X,X,X,X
TZLSIJO,X,O,O,X,X,X,O,O,O,O,O,X,X,X,X,X
TZLSIOJ,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X,X
TZLSJIO,O,O,O,X,O,X,O,O,O,O,O,X,X,X,X,X
TZLSJOI,O,O,O,X,O,O,O,X,O,X,O,X,X,X,X,X
TZLSOIJ,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
TZLSOJI,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
TZLOIJS,O,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
TZLOISJ,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
TZLOJIS,O,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
TZLOJSI,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
TZLOSIJ,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
TZLOSJI,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
TZJILSO,O,X,O,O,O,X,O,X,O,O,X,O,X,X,X,X
TZJILOS,O,X,O,X,O,X,O,X,O,O,X,O,X,X,X,X
TZJISLO,O,O,O,O,O,X,X,X,O,O,O,X,X,X,X,X
TZJISOL,X,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X
TZJIOLS,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X
TZJIOSL,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
TZJLISO,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
TZJLIOS,O,X,O,X,O,X,O,X,O,O,X,X,X,X,X,X
TZJLSIO,O,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X
TZJLSOI,O,O,X,O,O,O,O,X,O,X,O,X,X,X,X,X
TZJLOIS,O,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
TZJLOSI,O,X,O,X,O,O,O,X,O,X,O,X,X,X,X,X
TZJSILO,O,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X
TZJSIOL,X,O,O,O,X,X,O,X,O,X,O,X,X,X,X,X
TZJSLIO,O,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X
TZJSLOI,O,O,X,O,O,O,O,X,O,X,O,X,X,X,X,X
TZJSOIL,O,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
TZJSOLI,O,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
TZJOILS,O,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
TZJOISL,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
TZJOLIS,O,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
TZJOLSI,O,X,O,X,O,O,O,X,O,X,O,X,X,X,X,X
TZJOSIL,O,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
TZJOSLI,O,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
TZSILJO,X,O,O,O,X,X,O,O,O,O,O,X,X,X,X,X
TZSILOJ,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X,O
TZSIJLO,X,O,O,X,X,X,O,O,O,O,O,X,X,X,X,O
TZSIJOL,X,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X
TZSIOLJ,X,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X
TZSIOJL,X,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X
TZSLIJO,X,O,O,O,X,X,O,O,O,O,O,X,X,X,X,X
TZSLIOJ,X,O,O,X,X,O,O,X,O,X,X,X,X,X,X,O
TZSLJIO,O,O,O,O,O,X,O,O,O,O,O,X,X,X,X,X
TZSLJOI,O,O,O,O,O,O,O,X,O,X,O,X,X,X,X,X
TZSLOIJ,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O
TZSLOJI,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
TZSJILO,O,O,O,O,O,X,O,O,O,O,O,X,X,X,X,X
TZSJIOL,X,O,O,O,X,X,O,X,O,X,O,X,X,X,X,X
TZSJLIO,O,O,O,O,O,X,O,O,O,O,O,X,X,X,X,X
TZSJLOI,O,O,O,O,O,O,O,X,O,X,O,X,X,X,X,X
TZSJOIL,O,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
TZSJOLI,O,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X
TZSOILJ,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O
TZSOIJL,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X,O
TZSOLIJ,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O
TZSOLJI,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
TZSOJIL,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X
TZSOJLI,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X
TZOILJS,O,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
TZOILSJ,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
TZOIJLS,O,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
TZOIJSL,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O
TZOISLJ,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,O
TZOISJL,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O
TZOLIJS,O,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
TZOLISJ,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
TZOLJIS,O,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
TZOLJSI,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
TZOLSIJ,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
TZOLSJI,O,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
TZOJILS,O,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
TZOJISL,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
TZOJLIS,O,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
TZOJLSI,O,X,O,X,O,O,O,X,O,X,O,X,X,X,X,X
TZOJSIL,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X
TZOJSLI,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X
TZOSILJ,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O
TZOSIJL,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X,O
TZOSLIJ,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,O
TZOSLJI,O,O,O,X,O,O,O,X,O,X,X,X,X,X,X,X
TZOSJIL,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X
TZOSJLI,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X
TOILJSZ,X,X,X,X,O,X,X,X,O,X,X,O,O,O,X,X
TOILJZS,O,X,O,X,O,X,O,X,O,X,X,O,O,O,X,X
TOILSJZ,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X
TOILSZJ,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X
TOILZJS,O,X,O,X,O,O,O,X,O,O,X,X,X,O,X,X
TOILZSJ,O,X,O,X,O,O,O,X,O,X,X,X,X,O,X,X
TOIJLSZ,X,X,X,X,O,X,X,X,O,X,X,O,O,O,X,X
TOIJLZS,O,X,O,X,O,X,X,X,O,X,X,O,O,O,X,X
TOIJSLZ,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O
TOIJSZL,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O
TOIJZLS,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X
TOIJZSL,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
TOISLJZ,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,O
TOISLZJ,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,O
TOISJLZ,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O
TOISJZL,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O
TOISZLJ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O
TOISZJL,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O
TOIZLJS,O,X,O,X,O,O,O,X,O,O,X,X,X,O,X,X
TOIZLSJ,O,X,O,X,O,O,O,X,O,X,X,X,X,O,X,X
TOIZJLS,O,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X
TOIZJSL,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O
TOIZSLJ,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,O
TOIZSJL,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O
TOLIJSZ,X,X,X,X,O,X,X,X,O,X,X,X,O,O,X,X
TOLIJZS,O,X,O,X,O,X,O,X,O,X,X,X,O,O,X,X
TOLISJZ,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X
