sequence,v115@zgB8HeC8GeB8HeB8DeH8AeE8Jex7IvhFOiBXeBclBT?hBSoBFrB,v115@zgB8HeC8GeB8HeB8DeH8AeE8Jex7IvhFXdB6jBclB2?mBziBFrB,v115@zgB8HeC8GeB8HeB8DeH8AeE8Jex7IvhFidB+jBclBT?hB3iBFrB,v115@zgB8HeC8GeB8HeB8DeH8AeE8Je07IvhFxcBzhBGjBX?jBilBFrB,v115@zgB8HeC8GeB8HeB8DeH8AeE8Jel7IvhFfjB6jBZmBu?rBUnBTqB,v115@zgB8HeC8GeB8HeB8DeH8AeE8Jem7IvhFzcBfjB6jBc?lBxmBFrB,v115@zgB8HeC8GeB8HeB8DeH8AeE8Jex7IvhFTeBclBihBW?oBXiBFrB,v115@zgB8HeC8GeB8HeB8DeH8AeE8Jem7IvhFSiBTeBclB3?hBxnBFrB,v115@zgB8HeC8GeB8HeB8DeH8AeE8Jez8IvhFGeB3gBUjBx?mBilBFrB,v115@zgB8HeC8GeB8HeB8DeH8AeE8Je07IvhFlcBXiBTjBC?jBxqBmqB
LSZOTIJ,O,O,X,X,O,X,X,X,X,O
LSZOTJI,O,O,X,X,X,X,X,X,X,O
LSZOITJ,X,O,X,X,O,O,X,X,X,X
LSZOIJT,O,O,X,O,O,O,X,X,X,X
LSZOJTI,O,O,X,O,X,X,X,X,X,X
LSZOJIT,O,O,X,O,O,O,X,X,X,X
LSOTIJZ,O,O,X,X,O,O,X,X,X,X
LSOTIZJ,O,O,X,X,O,O,X,X,X,X
LSOTJIZ,O,O,X,X,O,X,X,X,X,X
LSOTJZI,O,O,X,X,X,X,X,X,X,X
LSOTZIJ,O,O,X,X,O,X,X,X,X,O
LSOTZJI,O,O,X,X,X,X,X,X,X,O
LSOITJZ,X,O,X,X,O,X,X,X,X,X
LSOITZJ,X,O,X,X,O,O,X,X,X,O
LSOIJTZ,X,X,X,X,O,X,X,X,X,O
LSOIJZT,O,O,X,O,O,O,X,X,X,O
LSOIZTJ,X,O,X,X,O,O,X,X,X,O
LSOIZJT,X,O,X,O,O,O,X,X,X,X
LSOJTIZ,O,O,X,X,O,X,X,X,X,X
LSOJTZI,O,O,X,X,X,X,X,X,X,X
LSOJITZ,X,X,X,X,O,X,X,X,X,X
LSOJIZT,O,O,X,O,O,X,X,X,X,X
LSOJZTI,O,O,X,O,X,X,X,X,X,X
LSOJZIT,O,O,X,O,O,O,X,X,X,X
LSOZTIJ,O,O,X,X,O,X,X,X,X,O
LSOZTJI,O,O,X,X,X,X,X,X,X,O
LSOZITJ,X,O,X,X,O,O,X,X,X,X
LSOZIJT,O,O,X,O,O,O,X,X,X,X
LSOZJTI,O,O,X,O,X,X,X,X,X,X
LSOZJIT,O,O,X,O,O,O,X,X,X,X
LZTIJSO,O,O,O,X,O,O,O,O,O,X
LZTIJOS,O,O,O,O,X,O,O,O,O,X
LZTISJO,O,O,X,X,O,O,O,O,O,X
LZTISOJ,O,O,X,O,X,O,X,O,O,O
LZTIOJS,O,O,O,O,X,O,O,O,O,X
LZTIOSJ,O,O,X,O,X,O,X,O,O,X
LZTJISO,O,O,O,X,X,O,O,O,O,X
LZTJIOS,O,O,O,O,X,O,O,O,O,X
LZTJSIO,O,O,O,X,X,O,O,X,X,X
LZTJSOI,O,O,O,O,X,X,O,X,X,X
LZTJOIS,O,O,O,O,X,X,O,X,X,X
LZTJOSI,O,O,O,O,X,X,O,X,X,X
LZTSIJO,O,O,X,X,O,O,O,X,X,X
LZTSIOJ,O,O,X,O,X,O,X,X,X,X
LZTSJIO,O,O,X,X,X,O,O,X,X,X
LZTSJOI,O,O,X,O,X,X,O,X,X,X
LZTSOIJ,O,O,X,O,O,X,X,X,X,O
LZTSOJI,O,O,X,O,X,X,X,X,X,O
LZTOIJS,O,O,O,O,O,X,O,X,X,X
LZTOISJ,O,O,X,O,O,X,X,X,X,X
LZTOJIS,O,O,O,O,X,X,O,X,X,X
LZTOJSI,O,O,O,O,X,X,O,X,X,X
LZTOSIJ,O,O,X,O,O,X,X,X,X,X
LZTOSJI,O,O,X,O,X,X,X,X,X,X
LZITJSO,O,O,O,X,O,X,O,O,X,X
LZITJOS,O,O,O,O,X,X,O,O,X,X
LZITSJO,O,O,X,X,O,X,O,O,X,X
LZITSOJ,O,O,X,O,X,X,X,O,X,O
LZITOJS,O,O,O,O,X,X,O,O,X,X
LZITOSJ,O,O,X,O,X,X,X,O,X,X
LZIJTSO,O,O,O,X,O,X,X,X,X,X
LZIJTOS,O,O,O,X,X,X,X,O,X,X
LZIJSTO,O,O,O,X,O,O,X,X,X,X
LZIJSOT,O,O,O,X,X,O,X,O,O,X
LZIJOTS,X,O,X,O,X,X,X,O,X,X
LZIJOST,O,O,X,O,X,O,X,O,O,X
LZISTJO,O,O,X,X,O,O,X,X,X,X
LZISTOJ,O,O,X,X,X,O,X,X,X,O
LZISJTO,O,O,X,X,O,O,X,X,X,X
LZISJOT,O,O,X,X,X,O,X,O,O,X
LZISOTJ,X,O,X,X,X,O,X,X,X,O
LZISOJT,O,O,X,O,X,O,X,O,O,X
LZIOTJS,O,O,X,O,X,X,X,O,X,X
LZIOTSJ,O,O,X,X,X,X,X,O,X,X
LZIOJTS,X,O,X,O,X,X,X,O,X,X
LZIOJST,O,O,X,O,X,O,X,O,O,X
LZIOSTJ,X,O,X,X,X,O,X,X,X,O
LZIOSJT,O,O,X,O,X,O,X,O,O,X
LZJTISO,O,O,O,X,X,X,O,X,O,X
LZJTIOS,O,O,O,O,X,X,O,X,O,X
LZJTSIO,O,O,O,X,X,O,O,X,X,X
LZJTSOI,O,O,O,O,X,X,O,X,X,X
LZJTOIS,O,O,O,O,X,X,O,X,X,X
LZJTOSI,O,O,O,O,X,X,O,X,X,X
LZJITSO,O,O,O,X,O,X,X,X,X,X
LZJITOS,O,O,O,X,X,X,X,O,X,X
LZJISTO,O,O,O,X,O,O,X,X,X,X
LZJISOT,O,O,O,X,X,O,X,O,O,X
LZJIOTS,X,O,X,O,X,X,X,O,X,X
LZJIOST,O,O,X,O,X,O,X,O,O,X
LZJSTIO,O,O,O,X,X,O,X,X,X,X
LZJSTOI,O,X,O,X,X,X,X,X,X,X
LZJSITO,O,O,O,X,O,O,X,X,X,X
LZJSIOT,O,O,O,X,X,O,X,X,X,X
LZJSOTI,O,O,O,O,X,X,X,X,X,X
LZJSOIT,O,O,O,O,O,O,X,X,X,X
LZJOTIS,O,O,X,O,X,X,O,X,X,X
LZJOTSI,O,O,X,O,X,X,O,X,X,X
LZJOITS,X,O,X,O,O,X,X,X,X,X
LZJOIST,O,O,X,O,O,X,X,X,X,X
LZJOSTI,O,O,X,O,X,X,X,X,X,X
LZJOSIT,O,O,X,O,O,O,X,X,X,X
LZSTIJO,O,O,X,X,O,O,X,X,X,X
LZSTIOJ,O,O,X,X,X,O,X,X,X,X
LZSTJIO,O,O,X,X,X,O,X,X,X,X
LZSTJOI,O,O,X,X,X,X,X,X,X,X
LZSTOIJ,O,O,X,X,O,X,X,X,X,O
LZSTOJI,O,O,X,X,X,X,X,X,X,O
LZSITJO,O,O,X,X,O,O,X,X,X,X
LZSITOJ,O,O,X,X,X,O,X,X,X,X
LZSIJTO,O,O,X,X,O,O,X,X,X,X
LZSIJOT,O,O,X,X,X,O,X,X,X,X
LZSIOTJ,X,O,X,X,X,O,X,X,X,X
LZSIOJT,O,O,X,O,X,O,X,X,X,X
LZSJTIO,O,O,X,X,X,O,X,X,X,X
LZSJTOI,O,X,X,X,X,X,X,X,X,X
LZSJITO,O,O,X,X,O,O,X,X,X,X
LZSJIOT,O,O,X,X,X,O,X,X,X,X
LZSJOTI,O,X,X,O,X,X,X,X,X,X
LZSJOIT,O,O,X,O,O,O,X,X,X,X
LZSOTIJ,O,O,X,X,O,X,X,X,X,O
LZSOTJI,O,O,X,X,X,X,X,X,X,O
LZSOITJ,X,O,X,X,O,O,X,X,X,X
LZSOIJT,O,O,X,O,O,O,X,X,X,X
LZSOJTI,O,O,X,O,X,X,X,X,X,X
LZSOJIT,O,O,X,O,O,O,X,X,X,X
LZOTIJS,O,O,X,O,O,X,X,X,X,X
LZOTISJ,O,O,X,X,O,X,X,X,X,X
LZOTJIS,O,O,X,O,X,X,X,X,X,X
LZOTJSI,O,O,X,O,X,X,X,X,X,X
LZOTSIJ,O,O,X,X,O,X,X,X,X,X
LZOTSJI,O,O,X,X,X,X,X,X,X,X
LZOITJS,O,O,X,O,O,X,X,X,X,X
LZOITSJ,O,O,X,X,O,X,X,X,X,X
LZOIJTS,X,O,X,O,O,X,X,X,X,X
LZOIJST,O,O,X,O,O,X,X,X,X,X
LZOISTJ,X,O,X,X,O,X,X,X,X,O
LZOISJT,O,O,X,O,O,X,X,X,X,X
LZOJTIS,O,O,X,O,X,X,X,X,X,X
LZOJTSI,O,O,X,O,X,X,X,X,X,X
LZOJITS,X,O,X,O,O,X,X,X,X,X
LZOJIST,O,O,X,O,O,X,X,X,X,X
LZOJSTI,O,O,X,O,X,X,X,X,X,X
LZOJSIT,O,O,X,O,O,O,X,X,X,X
LZOSTIJ,O,O,X,X,O,X,X,X,X,O
LZOSTJI,O,O,X,X,X,X,X,X,X,O
LZOSITJ,X,O,X,X,O,O,X,X,X,X
LZOSIJT,O,O,X,O,O,O,X,X,X,X
LZOSJTI,O,O,X,O,X,X,X,X,X,X
LZOSJIT,O,O,X,O,O,O,X,X,X,X
LOTIJSZ,O,O,X,O,O,X,X,X,X,X
LOTIJZS,O,O,X,O,O,X,X,X,X,X
LOTISJZ,O,O,X,O,O,X,X,X,X,X
LOTISZJ,O,O,X,O,O,X,X,X,X,X
LOTIZJS,O,O,X,O,O,X,X,X,X,X
LOTIZSJ,O,O,X,O,O,X,X,X,X,X
LOTJISZ,O,O,X,O,O,X,X,X,X,X
LOTJIZS,O,O,X,O,O,X,X,X,X,X
LOTJSIZ,O,O,X,O,O,X,X,X,X,X
LOTJSZI,O,O,X,O,X,X,X,X,X,X
LOTJZIS,O,O,X,O,X,X,X,X,X,X
LOTJZSI,O,O,X,O,X,X,X,X,X,X
LOTSIJZ,O,O,X,O,O,O,X,X,X,X
LOTSIZJ,O,O,X,O,O,O,X,X,X,X
LOTSJIZ,O,O,X,O,O,X,X,X,X,X
LOTSJZI,O,O,X,O,X,X,X,X,X,X
LOTSZIJ,O,O,X,O,O,X,X,X,X,X
LOTSZJI,O,O,X,O,X,X,X,X,X,X
LOTZIJS,O,O,X,O,O,X,X,X,X,X
LOTZISJ,O,O,X,O,O,X,X,X,X,X
LOTZJIS,O,O,X,O,X,X,X,X,X,X
LOTZJSI,O,O,X,O,X,X,X,X,X,X
LOTZSIJ,O,O,X,O,O,X,X,X,X,X
LOTZSJI,O,O,X,O,X,X,X,X,X,X
LOITJSZ,X,O,X,X,O,X,X,X,X,X
LOITJZS,X,O,X,O,O,X,X,X,X,X
LOITSJZ,X,O,X,X,O,X,X,X,X,X
LOITSZJ,X,O,X,X,O,X,X,X,X,X
LOITZJS,X,O,X,O,O,X,X,X,X,X
LOITZSJ,X,O,X,X,O,X,X,X,X,X
LOIJTSZ,X,X,X,X,O,X,X,X,X,X
LOIJTZS,X,X,X,O,O,X,X,X,X,X
LOIJSTZ,X,X,X,X,O,X,X,X,X,X
LOIJSZT,O,O,X,O,O,X,X,X,X,X
LOIJZTS,X,O,X,O,O,X,X,X,X,X
LOIJZST,X,O,X,O,O,X,X,X,X,X
LOISTJZ,X,O,X,X,O,X,X,X,X,X
LOISTZJ,X,O,X,X,O,X,X,X,X,O
LOISJTZ,X,X,X,X,O,X,X,X,X,O
LOISJZT,O,O,X,O,O,X,X,X,X,O
LOISZTJ,X,O,X,X,O,X,X,X,X,O
LOISZJT,X,O,X,O,O,X,X,X,X,X
LOIZTJS,O,O,X,O,O,X,X,X,X,X
LOIZTSJ,O,O,X,X,O,X,X,X,X,X
LOIZJTS,X,O,X,O,O,X,X,X,X,X
LOIZJST,O,O,X,O,O,X,X,X,X,X
LOIZSTJ,X,O,X,X,O,X,X,X,X,O
LOIZSJT,O,O,X,O,O,X,X,X,X,X
LOJTISZ,O,O,X,O,O,X,X,X,X,X
LOJTIZS,O,O,X,O,O,X,X,X,X,X
LOJTSIZ,O,O,X,O,O,X,X,X,X,X
LOJTSZI,O,O,X,O,X,X,X,X,X,X
LOJTZIS,O,O,X,O,X,X,X,X,X,X
LOJTZSI,O,O,X,O,X,X,X,X,X,X
LOJITSZ,X,X,X,X,O,X,X,X,X,X
LOJITZS,X,X,X,O,O,X,X,X,X,X
LOJISTZ,X,X,X,X,O,X,X,X,X,X
LOJISZT,O,O,X,O,O,X,X,X,X,X
LOJIZTS,X,O,X,O,O,X,X,X,X,X
LOJIZST,X,O,X,O,O,X,X,X,X,X
LOJSTIZ,O,O,X,X,O,X,X,X,X,X
LOJSTZI,O,O,X,X,X,X,X,X,X,X
LOJSITZ,X,X,X,X,O,X,X,X,X,X
LOJSIZT,O,O,X,O,O,X,X,X,X,X
LOJSZTI,O,O,X,O,X,X,X,X,X,X
LOJSZIT,O,O,X,O,O,O,X,X,X,X
LOJZTIS,O,O,X,O,X,X,X,X,X,X
LOJZTSI,O,O,X,O,X,X,X,X,X,X
LOJZITS,X,O,X,O,O,X,X,X,X,X
LOJZIST,O,O,X,O,O,X,X,X,X,X
LOJZSTI,O,O,X,O,X,X,X,X,X,X
LOJZSIT,O,O,X,O,O,O,X,X,X,X
LOSTIJZ,O,O,X,X,O,O,X,X,X,X
LOSTIZJ,O,O,X,X,O,O,X,X,X,X
LOSTJIZ,O,O,X,X,O,X,X,X,X,X
LOSTJZI,O,O,X,X,X,X,X,X,X,X
LOSTZIJ,O,O,X,X,O,X,X,X,X,O
LOSTZJI,O,O,X,X,X,X,X,X,X,O
LOSITJZ,X,O,X,X,O,X,X,X,X,X
LOSITZJ,X,O,X,X,O,O,X,X,X,O
LOSIJTZ,X,X,X,X,O,X,X,X,X,O
LOSIJZT,O,O,X,O,O,O,X,X,X,O
LOSIZTJ,X,O,X,X,O,O,X,X,X,O
LOSIZJT,X,O,X,O,O,O,X,X,X,X
LOSJTIZ,O,O,X,X,O,X,X,X,X,X
LOSJTZI,O,O,X,X,X,X,X,X,X,X
LOSJITZ,X,X,X,X,O,X,X,X,X,X
LOSJIZT,O,O,X,O,O,X,X,X,X,X
LOSJZTI,O,O,X,O,X,X,X,X,X,X
LOSJZIT,O,O,X,O,O,O,X,X,X,X
LOSZTIJ,O,O,X,X,O,X,X,X,X,O
LOSZTJI,O,O,X,X,X,X,X,X,X,O
LOSZITJ,X,O,X,X,O,O,X,X,X,X
LOSZIJT,O,O,X,O,O,O,X,X,X,X
LOSZJTI,O,O,X,O,X,X,X,X,X,X
LOSZJIT,O,O,X,O,O,O,X,X,X,X
LOZTIJS,O,O,X,O,O,X,X,X,X,X
LOZTISJ,O,O,X,X,O,X,X,X,X,X
LOZTJIS,O,O,X,O,X,X,X,X,X,X
LOZTJSI,O,O,X,O,X,X,X,X,X,X
LOZTSIJ,O,O,X,X,O,X,X,X,X,X
LOZTSJI,O,O,X,X,X,X,X,X,X,X
LOZITJS,O,O,X,O,O,X,X,X,X,X
LOZITSJ,O,O,X,X,O,X,X,X,X,X
LOZIJTS,X,O,X,O,O,X,X,X,X,X
LOZIJST,O,O,X,O,O,X,X,X,X,X
LOZISTJ,X,O,X,X,O,X,X,X,X,O
LOZISJT,O,O,X,O,O,X,X,X,X,X
LOZJTIS,O,O,X,O,X,X,X,X,X,X
LOZJTSI,O,O,X,O,X,X,X,X,X,X
LOZJITS,X,O,X,O,O,X,X,X,X,X
LOZJIST,O,O,X,O,O,X,X,X,X,X
LOZJSTI,O,O,X,O,X,X,X,X,X,X
LOZJSIT,O,O,X,O,O,O,X,X,X,X
LOZSTIJ,O,O,X,X,O,X,X,X,X,O
LOZSTJI,O,O,X,X,X,X,X,X,X,O
LOZSITJ,X,O,X,X,O,O,X,X,X,X
LOZSIJT,O,O,X,O,O,O,X,X,X,X
LOZSJTI,O,O,X,O,X,X,X,X,X,X
LOZSJIT,O,O,X,O,O,O,X,X,X,X
JTILSZO,O,O,X,X,O,X,X,X,X,X
JTILSOZ,O,X,X,X,O,X,X,X,X,X
JTILZSO,O,O,X,X,O,X,O,O,X,X
JTILZOS,O,O,X,O,X,X,O,O,X,X
JTILOSZ,O,X,X,O,O,X,X,X,X,X
JTILOZS,O,X,X,O,X,X,O,O,X,X
JTISLZO,X,O,O,X,O,O,X,X,X,X
JTISLOZ,X,X,O,X,O,O,X,X,X,X
JTISZLO,X,O,O,X,O,O,X,X,O,X
JTISZOL,X,O,O,X,X,O,X,X,O,X
JTISOLZ,X,O,O,X,O,O,X,X,X,X
JTISOZL,X,O,O,X,X,O,X,X,O,X
JTIZLSO,O,O,O,X,O,O,O,O,O,X
JTIZLOS,O,O,O,O,X,O,O,O,O,X
JTIZSLO,O,O,O,X,O,O,O,O,O,X
JTIZSOL,X,O,O,X,X,O,O,O,O,X
JTIZOLS,O,O,O,O,X,O,O,O,O,X
JTIZOSL,O,O,O,O,X,O,O,O,O,X
JTIOLSZ,O,O,X,O,O,X,X,X,X,X
JTIOLZS,O,O,X,O,X,X,O,O,X,X
JTIOSLZ,X,O,O,X,O,O,X,X,X,X
JTIOSZL,X,O,O,O,X,O,X,X,O,X
JTIOZLS,O,O,O,O,X,O,O,O,O,X
JTIOZSL,O,O,O,O,X,O,O,O,O,X
JTLISZO,O,O,X,X,O,X,X,X,X,X
JTLISOZ,O,X,X,X,O,X,X,X,X,X
JTLIZSO,O,O,X,X,O,X,O,X,X,X
JTLIZOS,O,O,X,O,X,X,O,X,X,X
JTLIOSZ,O,X,X,O,O,X,X,X,X,X
JTLIOZS,O,X,X,O,X,X,O,X,X,X
JTLSIZO,O,O,O,X,O,O,X,X,X,X
JTLSIOZ,O,X,O,X,O,O,X,X,X,X
JTLSZIO,O,O,O,X,X,O,O,X,X,X
JTLSZOI,O,O,O,O,X,X,O,X,X,X
JTLSOIZ,O,O,O,O,O,X,X,X,X,X
JTLSOZI,O,O,O,O,X,X,O,X,X,X
JTLZISO,O,O,O,X,X,X,O,X,X,X
JTLZIOS,O,O,O,O,X,X,O,X,X,X
JTLZSIO,O,O,O,X,X,O,O,X,X,X
JTLZSOI,O,O,O,O,X,X,O,X,X,X
JTLZOIS,O,O,O,O,X,X,O,X,X,X
JTLZOSI,O,O,O,O,X,X,O,X,X,X
JTLOISZ,O,O,X,O,O,X,X,X,X,X
JTLOIZS,O,O,X,O,O,X,O,X,X,X
JTLOSIZ,O,O,O,O,O,X,X,X,X,X
JTLOSZI,O,O,O,O,X,X,O,X,X,X
JTLOZIS,O,O,O,O,X,X,O,X,X,X
JTLOZSI,O,O,O,O,X,X,O,X,X,X
JTSILZO,X,O,O,X,O,O,X,X,X,X
JTSILOZ,X,X,O,X,O,O,X,X,X,X
JTSIZLO,X,O,O,X,O,O,X,X,O,X
JTSIZOL,X,O,O,X,X,O,X,X,O,X
JTSIOLZ,X,O,O,X,O,O,X,X,X,X
JTSIOZL,X,O,O,X,X,O,X,X,O,X
JTSLIZO,O,O,O,X,O,O,X,X,X,X
JTSLIOZ,O,X,O,X,O,O,X,X,X,X
JTSLZIO,O,O,O,X,X,O,O,X,X,X
JTSLZOI,O,O,O,O,X,X,O,X,X,X
JTSLOIZ,O,O,O,O,O,X,X,X,X,X
JTSLOZI,O,O,O,O,X,X,O,X,X,X
JTSZILO,O,O,O,X,X,O,O,X,X,X
JTSZIOL,X,O,O,X,X,O,O,X,X,X
JTSZLIO,O,O,O,X,X,O,O,X,X,X
JTSZLOI,O,O,O,O,X,X,O,X,X,X
JTSZOIL,O,O,O,O,X,X,O,X,X,X
JTSZOLI,O,O,O,O,X,X,O,X,X,X
JTSOILZ,X,O,O,X,O,X,X,X,X,X
JTSOIZL,X,O,O,O,O,X,X,X,X,X
JTSOLIZ,O,O,O,O,O,X,X,X,X,X
JTSOLZI,O,O,O,O,X,X,O,X,X,X
JTSOZIL,O,O,O,O,X,X,O,X,X,X
JTSOZLI,O,O,O,O,X,X,O,X,X,X
JTZILSO,O,O,O,X,X,O,O,O,O,X
JTZILOS,O,O,O,O,X,O,O,O,O,X
JTZISLO,O,O,O,X,X,O,O,O,O,X
JTZISOL,X,O,O,X,X,O,O,O,O,X
JTZIOLS,O,O,O,O,X,O,O,O,O,X
JTZIOSL,O,O,O,O,X,O,O,O,O,X
JTZLISO,O,O,O,X,X,O,O,O,O,X
JTZLIOS,O,O,O,O,X,O,O,O,O,X
JTZLSIO,O,O,O,X,X,O,O,X,X,X
JTZLSOI,O,O,O,O,X,X,O,X,X,X
JTZLOIS,O,O,O,O,X,X,O,X,X,X
JTZLOSI,O,O,O,O,X,X,O,X,X,X
JTZSILO,O,O,O,X,X,O,O,O,O,X
JTZSIOL,X,O,O,X,X,O,O,O,O,X
JTZSLIO,O,O,O,X,X,O,O,X,X,X
JTZSLOI,O,O,O,O,X,X,O,X,X,X
JTZSOIL,O,O,O,O,X,X,O,X,X,X
JTZSOLI,O,O,O,O,X,X,O,X,X,X
JTZOILS,O,O,O,O,X,O,O,O,O,X
JTZOISL,O,O,O,O,X,O,O,O,O,X
JTZOLIS,O,O,O,O,X,X,O,X,X,X
JTZOLSI,O,O,O,O,X,X,O,X,X,X
JTZOSIL,O,O,O,O,X,X,O,X,X,X
JTZOSLI,O,O,O,O,X,X,O,X,X,X
JTOILSZ,O,O,X,O,O,X,X,X,X,X
JTOILZS,O,O,X,O,O,X,O,X,X,X
JTOISLZ,X,O,O,X,O,X,X,X,X,X
JTOISZL,X,O,O,O,O,X,X,X,X,X
JTOIZLS,O,O,O,O,O,X,O,X,X,X
JTOIZSL,O,O,O,O,O,X,O,X,X,X
JTOLISZ,O,O,X,O,O,X,X,X,X,X
JTOLIZS,O,O,X,O,O,X,O,X,X,X
JTOLSIZ,O,O,O,O,O,X,X,X,X,X
JTOLSZI,O,O,O,O,X,X,O,X,X,X
JTOLZIS,O,O,O,O,X,X,O,X,X,X
JTOLZSI,O,O,O,O,X,X,O,X,X,X
JTOSILZ,X,O,O,X,O,X,X,X,X,X
JTOSIZL,X,O,O,O,O,X,X,X,X,X
JTOSLIZ,O,O,O,O,O,X,X,X,X,X
JTOSLZI,O,O,O,O,X,X,O,X,X,X
JTOSZIL,O,O,O,O,X,X,O,X,X,X
JTOSZLI,O,O,O,O,X,X,O,X,X,X
JTOZILS,O,O,O,O,X,X,O,X,X,X
JTOZISL,O,O,O,O,X,X,O,X,X,X
JTOZLIS,O,O,O,O,X,X,O,X,X,X
JTOZLSI,O,O,O,O,X,X,O,X,X,X
JTOZSIL,O,O,O,O,X,X,O,X,X,X
JTOZSLI,O,O,O,O,X,X,O,X,X,X
JITLSZO,O,X,X,X,O,X,X,X,X,X
JITLSOZ,O,X,X,X,O,X,X,X,X,X
JITLZSO,O,X,X,X,O,X,O,O,X,X
JITLZOS,O,X,X,O,X,X,O,O,X,X
JITLOSZ,O,X,X,O,O,X,X,X,X,X
JITLOZS,O,X,X,O,X,X,O,O,X,X
JITSLZO,X,X,O,X,O,X,X,X,X,X
JITSLOZ,X,X,O,X,O,X,X,X,X,X
JITSZLO,X,X,O,X,O,X,X,X,X,X
JITSZOL,X,X,O,X,X,X,X,X,X,X
JITSOLZ,X,X,O,X,O,X,X,X,X,X
JITSOZL,X,X,O,X,X,X,X,X,X,X
JITZLSO,O,X,O,X,O,X,O,O,X,X
JITZLOS,O,X,O,O,X,X,O,O,X,X
JITZSLO,O,X,O,X,O,X,O,O,X,X
JITZSOL,X,X,O,X,X,X,O,O,X,X
JITZOLS,O,X,O,O,X,X,O,O,X,X
JITZOSL,O,X,O,O,X,X,O,O,X,X
JITOLSZ,O,X,X,O,O,X,X,X,X,X
JITOLZS,O,X,X,O,X,X,O,O,X,X
JITOSLZ,X,X,O,X,O,X,X,X,X,X
JITOSZL,X,X,O,O,X,X,X,X,X,X
JITOZLS,O,X,O,O,X,X,O,O,X,X
JITOZSL,O,X,O,O,X,X,O,O,X,X
JILTSZO,O,X,X,X,O,X,X,X,X,X
JILTSOZ,O,X,X,X,O,X,X,X,X,X
JILTZSO,O,X,X,X,O,X,X,O,X,X
JILTZOS,O,X,X,X,X,X,X,O,X,X
JILTOSZ,O,X,X,X,O,X,X,X,X,X
JILTOZS,O,X,X,X,X,X,X,O,X,X
JILSTZO,O,X,O,X,O,X,X,X,X,X
JILSTOZ,O,X,X,X,O,X,X,X,X,X
JILSZTO,O,O,O,X,O,O,X,X,X,X
JILSZOT,O,O,O,X,X,O,X,X,X,X
JILSOTZ,X,X,X,X,O,X,X,X,X,X
JILSOZT,O,X,O,X,O,X,X,X,X,X
JILZTSO,O,O,O,X,O,X,X,X,X,X
JILZTOS,O,O,O,X,X,X,X,O,X,X
JILZSTO,O,O,O,X,O,O,X,X,X,X
JILZSOT,O,O,O,X,X,O,X,O,X,X
JILZOTS,X,O,X,O,X,X,X,O,X,X
JILZOST,O,O,X,O,X,X,X,O,X,X
JILOTSZ,X,X,X,X,O,X,X,X,X,X
JILOTZS,X,X,X,O,O,X,X,O,X,X
JILOSTZ,X,X,X,X,O,X,X,X,X,X
JILOSZT,O,O,X,O,O,X,X,X,X,X
JILOZTS,X,X,X,O,O,X,X,O,X,X
JILOZST,X,X,X,O,O,X,X,O,X,X
JISTLZO,X,X,O,X,O,X,X,X,X,O
JISTLOZ,X,X,O,X,O,X,X,X,X,O
JISTZLO,X,X,O,X,O,X,X,X,X,O
JISTZOL,X,X,O,X,X,X,X,X,X,O
JISTOLZ,X,X,O,X,O,X,X,X,X,O
JISTOZL,X,X,O,X,X,X,X,X,X,O
JISLTZO,O,X,O,X,O,X,X,X,X,O
JISLTOZ,X,X,O,X,O,X,X,X,X,O
JISLZTO,O,O,O,X,O,O,X,X,X,O
JISLZOT,O,O,O,X,X,O,X,X,X,O
JISLOTZ,X,X,X,X,O,X,X,X,X,O
JISLOZT,O,X,O,X,O,O,X,X,X,O
JISZTLO,X,O,O,X,O,O,X,X,X,O
JISZTOL,X,O,O,X,X,O,X,X,O,O
JISZLTO,X,O,O,X,O,O,X,X,X,O
JISZLOT,X,O,O,X,X,O,X,X,O,O
JISZOTL,X,O,X,X,X,O,X,X,O,O
JISZOLT,X,O,O,X,X,O,X,X,O,O
JISOTLZ,X,X,X,X,O,X,X,X,X,O
JISOTZL,X,X,X,X,O,X,X,X,X,O
JISOLTZ,X,X,X,X,O,X,X,X,X,O
JISOLZT,X,O,O,X,O,O,X,X,X,O
JISOZTL,X,O,X,X,O,O,X,X,O,O
JISOZLT,X,O,X,X,O,O,X,X,O,O
JIZTLSO,O,O,O,X,O,X,O,O,X,X
JIZTLOS,O,O,O,O,X,X,O,O,X,X
JIZTSLO,O,O,O,X,O,O,O,O,X,X
JIZTSOL,X,O,O,X,X,O,O,O,O,O
JIZTOLS,O,O,O,O,X,X,O,O,X,X
JIZTOSL,O,O,O,O,X,O,O,O,O,X
JIZLTSO,O,O,O,X,O,X,X,X,X,X
JIZLTOS,O,O,O,X,X,X,X,O,X,X
JIZLSTO,O,O,O,X,O,O,X,X,X,X
JIZLSOT,O,O,O,X,X,O,X,O,O,X
JIZLOTS,X,O,X,O,X,X,X,O,X,X
JIZLOST,O,O,X,O,X,O,X,O,O,X
JIZSTLO,X,O,O,X,O,O,X,X,X,X
JIZSTOL,X,O,O,X,X,O,X,X,O,O
JIZSLTO,O,O,O,X,O,O,X,X,X,X
JIZSLOT,O,O,O,X,X,O,X,O,O,X
JIZSOTL,X,O,X,X,X,O,X,X,O,O
JIZSOLT,X,O,O,X,X,O,X,O,O,X
JIZOTLS,X,O,O,X,X,X,O,O,X,X
JIZOTSL,X,O,O,O,X,O,O,O,O,X
JIZOLTS,X,O,X,O,X,X,X,O,X,X
