sequence,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8JeG8IvhFldBTgB?/mBZnB8nByvB,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8Jez7IvhFRdB2lB?FiB8nBfsByvB,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8Je37IvhFUdBajB?xrBOrBTqBFsB,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8JeR8IvhFajB3gB?FiBTmBcsB2vB,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8JeqBJvhFmdBTgB?ZmB0iBFsB3qB,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8JecAJvhFmcBzdB?XhBRnByvBFsB,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8Je37IvhFzcBajB?VmBxrBcsB2vB,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8JeU9IvhFajBTgB?ZmBWnBFsB3qB,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8Je37IvhFqhBmdB?ZmB0iBFsBTqB,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8JeG8IvhFzdBcrB?3nBZnBiqBlqB,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8Je37IvhFUdBajB?ZmBWnBFsBTqB,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8JeR8IvhFzdB3hB?lnBmrB0qBiqB,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8JeyBJvhFzdBxlB?lnBmrBcqBXrB,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8JeF8IvhFzdB+mB?3nBZnBiqB0qB,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8Jez7IvhF2lBRiB?FiB8nBfsByvB,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8JeaDJvhFTgBxhB?UiBOrBFsB3qB,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8JeyBJvhFzdBmlB?RnBFsBcqBXrB,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8Je2FJvhFRhBziB?asBcrBlnB3qB,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8Je37IvhFajBxhB?UiBOrBFsBTqB,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8JeR8IvhFejBTgB?/mBFiBcsByvB,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8JeU9IvhFajBTgB?xrBOrBFsB3qB,v115@zgC8FeC8GeC8GeE8DeD8CeA8AeC8JeR8IvhFajB2lB?crBTnB3qBFsB
ZOTILJS,O,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTILSJ,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTIJLS,X,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTIJSL,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTISLJ,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTISJL,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTLIJS,O,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTLISJ,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTLJIS,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O
ZOTLJSI,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZOTLSIJ,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTLSJI,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTJILS,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOTJISL,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTJLIS,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O
ZOTJLSI,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZOTJSIL,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTJSLI,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTSILJ,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTSIJL,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTSLIJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTSLJI,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTSJIL,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOTSJLI,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOITLJS,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOITLSJ,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOITJLS,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOITJSL,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOITSLJ,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOITSJL,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOILTJS,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOILTSJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOILJTS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZOILJST,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOILSTJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOILSJT,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOIJTLS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOIJTSL,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOIJLTS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZOIJLST,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOIJSTL,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOIJSLT,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOISTLJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOISTJL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOISLTJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOISLJT,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOISJTL,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOISJLT,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLTIJS,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLTISJ,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLTJIS,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
ZOLTJSI,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZOLTSIJ,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLTSJI,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLITJS,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
ZOLITSJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLIJTS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZOLIJST,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLISTJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLISJT,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLJTIS,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
ZOLJTSI,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZOLJITS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O
ZOLJIST,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOLJSTI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZOLJSIT,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSTIJ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSTJI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSITJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSIJT,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOLSJTI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZOLSJIT,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJTILS,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
ZOJTISL,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJTLIS,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O
ZOJTLSI,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZOJTSIL,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJTSLI,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJITLS,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJITSL,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJILTS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O
ZOJILST,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOJISTL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJISLT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJLTIS,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
ZOJLTSI,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZOJLITS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O
ZOJLIST,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
ZOJLSTI,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZOJLSIT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOJSTIL,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
ZOJSTLI,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZOJSITL,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJSILT,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOJSLTI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
ZOJSLIT,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSTILJ,O,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSTIJL,O,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSTLIJ,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSTLJI,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSTJIL,O,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSTJLI,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
ZOSITLJ,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSITJL,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSILTJ,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSILJT,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSIJTL,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSIJLT,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSLTIJ,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSLTJI,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSLITJ,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSLIJT,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSLJTI,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
ZOSLJIT,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSJTIL,O,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
ZOSJTLI,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
ZOSJITL,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSJILT,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
ZOSJLTI,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
ZOSJLIT,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OTILJSZ,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,O,O,X,X,X,O,X
OTILJZS,X,X,X,X,O,O,X,O,X,X,O,X,O,X,X,O,O,X,X,X,O,X
OTILSJZ,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
OTILSZJ,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTILZJS,X,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
OTILZSJ,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTIJLSZ,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,O,O,X,X,X,O,X
OTIJLZS,X,X,X,X,O,O,X,O,X,X,O,X,O,X,X,O,O,X,X,X,O,X
OTIJSLZ,X,X,X,X,X,X,X,O,X,X,O,O,O,X,X,O,O,X,X,X,O,X
OTIJSZL,X,X,X,X,X,X,X,O,X,X,O,O,O,X,X,X,O,X,X,X,O,X
OTIJZLS,X,X,X,X,O,O,X,O,X,X,O,X,O,X,X,O,O,X,X,X,O,X
OTIJZSL,X,X,X,X,O,O,X,O,X,X,O,O,O,X,X,X,O,X,X,X,O,X
OTISLJZ,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
OTISLZJ,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTISJLZ,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X,O,X
OTISJZL,O,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,O,X,X,X,O,X
OTISZLJ,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTISZJL,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTIZLJS,X,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
OTIZLSJ,O,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTIZJLS,X,X,X,X,O,O,O,O,O,X,X,X,O,X,X,X,O,X,X,X,O,X
OTIZJSL,O,X,X,X,O,O,O,O,X,X,X,X,O,X,X,X,O,X,X,X,O,X
OTIZSLJ,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTIZSJL,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLIJSZ,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,O,X
OTLIJZS,X,X,X,X,O,O,X,O,X,X,O,X,O,X,X,O,X,X,X,X,O,X
OTLISJZ,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
OTLISZJ,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLIZJS,X,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
OTLIZSJ,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLJISZ,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,O,X,O,O,X,X,X
OTLJIZS,X,X,X,X,O,X,X,O,X,X,O,X,O,X,X,O,X,O,X,X,X,X
OTLJSIZ,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X
OTLJSZI,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTLJZIS,X,X,X,X,O,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
OTLJZSI,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTLSIJZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLSIZJ,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLSJIZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTLSJZI,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLSZIJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLSZJI,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLZIJS,X,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLZISJ,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLZJIS,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O
OTLZJSI,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OTLZSIJ,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTLZSJI,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTJILSZ,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,O,O,O,O,X,X,X
OTJILZS,X,X,X,X,O,X,X,O,X,X,O,X,O,X,X,O,O,O,X,X,X,X
OTJISLZ,X,X,X,X,X,X,X,O,X,X,O,O,O,X,X,O,O,X,O,X,X,X
OTJISZL,X,X,X,X,X,X,X,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X
OTJIZLS,X,X,X,X,O,X,X,O,X,X,O,X,O,X,X,O,O,X,X,X,X,X
OTJIZSL,X,X,X,X,O,X,X,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X
OTJLISZ,X,X,X,X,X,X,X,O,X,X,O,X,O,X,X,O,O,O,O,X,X,X
OTJLIZS,X,X,X,X,O,X,X,O,X,X,O,X,O,X,X,O,O,O,X,X,X,X
OTJLSIZ,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X
OTJLSZI,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTJLZIS,X,X,X,X,O,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
OTJLZSI,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTJSILZ,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,O,X,X,X,O,X,X
OTJSIZL,O,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X
OTJSLIZ,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,O,X,X,X,O,X,X
OTJSLZI,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X
OTJSZIL,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X
OTJSZLI,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X
OTJZILS,X,X,X,X,O,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
OTJZISL,X,X,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
OTJZLIS,X,X,X,X,O,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X
OTJZLSI,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTJZSIL,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTJZSLI,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTSILJZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSILZJ,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSIJLZ,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTSIJZL,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTSIZLJ,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSIZJL,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSLIJZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSLIZJ,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSLJIZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
OTSLJZI,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSLZIJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSLZJI,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSJILZ,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,O,X,X,X,O,X,X
OTSJIZL,O,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X,X
OTSJLIZ,X,X,X,X,X,X,X,O,X,X,X,O,O,X,X,O,X,X,X,O,X,X
OTSJLZI,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X
OTSJZIL,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X
OTSJZLI,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X
OTSZILJ,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSZIJL,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSZLIJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSZLJI,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSZJIL,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTSZJLI,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZILJS,X,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZILSJ,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZIJLS,X,X,X,O,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OTZIJSL,O,X,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
OTZISLJ,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZISJL,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZLIJS,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZLISJ,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZLJIS,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O
OTZLJSI,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
OTZLSIJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZLSJI,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZJILS,X,X,X,O,O,X,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
OTZJISL,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
OTZJLIS,X,X,X,O,O,X,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,O
OTZJLSI,X,X,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O
OTZJSIL,O,X,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTZJSLI,O,X,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
OTZSILJ,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZSIJL,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZSLIJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZSLJI,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZSJIL,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OTZSJLI,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
OITLJSZ,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,O,X
OITLJZS,X,X,O,X,O,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,O,X
