sequence,v115@0gD8FeC8GeD8FeD8EeG8MeZ/IvhF3cBciBTeBWsBFo?BSyB,v115@0gD8FeC8GeD8FeD8EeG8MeZ/IvhF3cBqiBTeB8mB+t?BlsB,v115@0gD8FeC8GeD8FeD8EeG8MeZ/IvhFUdBGeB6mB/oBTn?BVyB,v115@0gD8FeC8GeD8FeD8EeG8MeZ/IvhF8iB+jBlhB/sBCn?BTtB,v115@0gD8FeC8GeD8FeD8EeG8MeZ/IvhFGdBlhB6oBXnB8s?BTtB,v115@0gD8FeC8GeD8FeD8EeG8MeZ/IvhF3cBFeBTiBcoBWs?BSyB,v115@0gD8FeC8GeD8FeD8EeG8MeZ/IvhFXeBSoBUnBlmBTt?BGsB,v115@0gD8FeC8GeD8FeD8EeG8MeZ/IvhFFdBXeB0hBSoBGs?BTtB,v115@0gD8FeC8GeD8FeD8EeG8MeZ/IvhF3cB+jBliBzmBCt?BUtB,v115@0gD8FeC8GeD8FeD8EeG8MeZ/IvhF3cBliBzmBCtBct?BGtB,v115@0gD8FeC8GeD8FeD8EeG8MeZ/IvhFlhBcnBTjBCnBGt?BXtB,v115@0gD8FeC8GeD8FeD8EeG8MeZ/IvhF3cBliBzmBGtBct?BCtB,v115@0gD8FeC8GeD8FeD8EeG8MeZ/IvhF+jBlhB3iBzmBCt?BUtB
JZTOLSI,O,O,X,X,X,X,X,O,X,X,X,X,X
JZTOSIL,O,O,X,X,X,X,X,O,X,X,O,X,X
JZTOSLI,O,O,X,X,X,X,X,O,X,X,X,X,X
JZITLSO,O,O,X,X,X,X,X,O,X,X,X,X,X
JZITLOS,O,O,X,X,X,X,X,O,X,X,O,X,X
JZITSLO,O,O,X,X,X,X,X,O,X,X,X,X,X
JZITSOL,O,O,X,X,X,X,X,O,X,X,O,X,X
JZITOLS,O,O,X,X,X,X,X,O,X,X,O,X,X
JZITOSL,O,O,X,X,X,X,X,O,X,X,O,X,X
JZILTSO,O,O,X,X,X,O,X,O,X,X,X,X,X
JZILTOS,O,O,X,X,X,O,X,O,X,X,O,X,X
JZILSTO,O,O,X,X,O,O,X,O,X,X,X,X,X
JZILSOT,O,X,X,X,X,O,X,O,X,X,X,X,X
JZILOTS,O,X,X,X,X,O,X,O,X,X,O,X,X
JZILOST,O,X,X,X,X,O,X,O,X,X,X,X,X
JZISTLO,O,O,X,X,O,X,X,O,X,X,X,X,X
JZISTOL,O,O,X,X,O,X,X,O,X,X,O,X,X
JZISLTO,O,O,X,X,O,O,X,O,X,X,X,X,X
JZISLOT,O,X,X,X,X,O,X,O,X,X,X,X,X
JZISOTL,O,O,X,X,X,X,X,O,X,X,O,X,X
JZISOLT,O,X,X,X,X,O,X,O,X,X,X,X,X
JZIOTLS,O,O,X,X,X,X,X,O,X,X,O,O,X
JZIOTSL,O,O,X,X,X,X,X,O,X,X,O,O,X
JZIOLTS,O,X,X,X,X,O,O,O,X,X,O,O,X
JZIOLST,O,X,X,X,X,O,O,O,X,X,X,O,X
JZIOSTL,O,O,X,X,X,X,X,O,X,X,O,O,X
JZIOSLT,O,X,X,X,X,O,X,O,X,X,X,O,X
JZLTISO,O,O,X,X,X,O,X,O,X,X,X,X,X
JZLTIOS,O,O,X,X,X,O,X,O,X,X,O,X,X
JZLTSIO,O,O,X,X,X,O,X,O,X,X,X,X,X
JZLTSOI,O,O,X,X,X,O,X,O,X,X,X,X,X
JZLTOIS,O,O,X,X,X,O,X,O,X,X,O,X,X
JZLTOSI,O,O,X,X,X,O,X,O,X,X,X,X,X
JZLITSO,O,O,X,X,X,O,X,O,X,X,X,X,X
JZLITOS,O,O,X,X,X,O,X,O,X,X,O,X,X
JZLISTO,O,O,X,X,O,O,X,O,X,X,X,X,X
JZLISOT,O,X,X,X,X,O,X,O,X,X,X,X,X
JZLIOTS,O,X,X,X,X,O,X,O,X,X,O,X,X
JZLIOST,O,X,X,X,X,O,X,O,X,X,X,X,X
JZLSTIO,O,O,X,X,O,O,X,O,X,X,X,X,X
JZLSTOI,O,O,X,X,O,O,X,O,X,X,X,X,X
JZLSITO,O,O,X,X,O,O,X,O,X,X,X,X,X
JZLSIOT,O,X,X,X,X,O,X,O,X,X,X,X,X
JZLSOTI,O,X,X,X,X,O,X,O,X,X,X,X,X
JZLSOIT,O,X,X,X,X,O,X,O,X,X,X,X,X
JZLOTIS,O,X,X,X,X,O,X,O,X,X,O,X,X
JZLOTSI,O,X,X,X,X,O,X,O,X,X,X,X,X
JZLOITS,O,X,X,X,X,O,X,O,X,X,O,X,X
JZLOIST,O,X,X,X,X,O,X,O,X,X,X,X,X
JZLOSTI,O,X,X,X,X,O,X,O,X,X,X,X,X
JZLOSIT,O,X,X,X,X,O,X,O,X,X,X,X,X
JZSTILO,O,O,X,X,O,X,X,O,X,X,X,X,X
JZSTIOL,O,O,X,X,O,X,X,O,X,X,O,X,X
JZSTLIO,O,O,X,X,O,X,X,O,X,X,X,X,X
JZSTLOI,O,O,X,X,O,X,X,O,X,X,X,X,X
JZSTOIL,O,O,X,X,O,X,X,O,X,X,O,X,X
JZSTOLI,O,O,X,X,O,X,X,O,X,X,X,X,X
JZSITLO,O,O,X,X,O,X,X,O,X,X,X,X,X
JZSITOL,O,O,X,X,O,X,X,O,X,X,O,X,X
JZSILTO,O,O,X,X,O,O,X,O,X,X,X,X,X
JZSILOT,O,X,X,X,X,O,X,O,X,X,X,X,X
JZSIOTL,O,O,X,X,X,X,X,O,X,X,O,X,X
JZSIOLT,O,X,X,X,X,O,X,O,X,X,X,X,X
JZSLTIO,O,O,X,X,O,O,X,O,X,X,X,X,X
JZSLTOI,O,O,X,X,O,O,X,O,X,X,X,X,X
JZSLITO,O,O,X,X,O,O,X,O,X,X,X,X,X
JZSLIOT,O,X,X,X,X,O,X,O,X,X,X,X,X
JZSLOTI,O,X,X,X,X,O,X,O,X,X,X,X,X
JZSLOIT,O,X,X,X,X,O,X,O,X,X,X,X,X
JZSOTIL,O,O,X,X,X,X,X,O,X,X,O,X,X
JZSOTLI,O,O,X,X,X,X,X,O,X,X,X,X,X
JZSOITL,O,O,X,X,X,X,X,O,X,X,O,X,X
JZSOILT,O,X,X,X,X,O,X,O,X,X,X,X,X
JZSOLTI,O,X,X,X,X,O,X,O,X,X,X,X,X
JZSOLIT,O,X,X,X,X,O,X,O,X,X,X,X,X
JZOTILS,O,O,X,X,X,X,X,O,X,X,O,X,X
JZOTISL,O,O,X,X,X,X,X,O,X,X,O,X,X
JZOTLIS,O,O,X,X,X,X,X,O,X,X,O,X,X
JZOTLSI,O,O,X,X,X,X,X,O,X,X,X,X,X
JZOTSIL,O,O,X,X,X,X,X,O,X,X,O,X,X
JZOTSLI,O,O,X,X,X,X,X,O,X,X,X,X,X
JZOITLS,O,O,X,X,X,X,X,O,X,X,O,O,X
JZOITSL,O,O,X,X,X,X,X,O,X,X,O,O,X
JZOILTS,O,X,X,X,X,O,O,O,X,X,O,O,X
JZOILST,O,X,X,X,X,O,O,O,X,X,X,O,X
JZOISTL,O,O,X,X,X,X,X,O,X,X,O,O,X
JZOISLT,O,X,X,X,X,O,X,O,X,X,X,O,X
JZOLTIS,O,X,X,X,X,O,X,O,X,X,O,X,X
JZOLTSI,O,X,X,X,X,O,X,O,X,X,X,X,X
JZOLITS,O,X,X,X,X,O,O,O,X,X,O,X,X
JZOLIST,O,X,X,X,X,O,O,O,X,X,X,X,X
JZOLSTI,O,X,X,X,X,O,X,O,X,X,X,X,X
JZOLSIT,O,X,X,X,X,O,O,O,X,X,X,X,X
JZOSTIL,O,O,X,X,X,X,X,O,X,X,O,X,X
JZOSTLI,O,O,X,X,X,X,X,O,X,X,X,X,X
JZOSITL,O,O,X,X,X,X,X,O,X,X,O,O,X
JZOSILT,O,X,X,X,X,O,X,O,X,X,X,O,X
JZOSLTI,O,X,X,X,X,O,X,O,X,X,X,X,X
JZOSLIT,O,X,X,X,X,O,X,O,X,X,X,X,X
JOTILSZ,X,O,X,X,X,O,X,O,X,X,X,X,X
JOTILZS,O,O,X,O,X,O,X,O,X,X,X,X,X
JOTISLZ,X,O,O,O,X,O,X,X,X,X,X,X,X
JOTISZL,O,O,O,O,X,X,X,X,X,X,X,O,X
JOTIZLS,O,O,X,O,X,X,X,O,X,X,O,O,X
JOTIZSL,O,O,O,O,X,X,X,O,X,X,O,O,X
JOTLISZ,X,O,X,X,X,O,X,O,X,X,X,X,X
JOTLIZS,O,O,X,O,X,O,X,O,X,X,X,X,X
JOTLSIZ,X,O,X,X,X,O,X,O,X,X,X,X,X
JOTLSZI,X,O,X,X,X,O,X,O,X,X,X,X,X
JOTLZIS,O,O,X,O,X,O,X,O,X,X,X,X,X
JOTLZSI,O,O,X,X,X,O,X,O,X,X,X,X,X
JOTSILZ,X,O,O,O,X,O,X,X,X,X,X,X,X
JOTSIZL,O,O,O,O,X,X,X,X,X,X,X,O,X
JOTSLIZ,X,O,O,O,X,O,X,X,X,X,X,X,X
JOTSLZI,X,O,O,O,X,O,X,X,X,X,X,X,X
JOTSZIL,O,O,O,O,X,X,X,X,X,X,X,X,X
JOTSZLI,O,O,O,O,X,X,X,X,X,X,X,X,X
JOTZILS,O,O,X,O,X,X,X,O,X,X,O,X,X
JOTZISL,O,O,O,O,X,X,X,O,X,X,O,X,X
JOTZLIS,O,O,X,O,X,X,X,O,X,X,O,X,X
JOTZLSI,O,O,X,X,X,X,X,O,X,X,X,X,X
JOTZSIL,O,O,O,O,X,X,X,O,X,X,O,X,X
JOTZSLI,O,O,O,X,X,X,X,O,X,X,X,X,X
JOITLSZ,X,O,X,X,X,O,X,O,X,X,X,X,X
JOITLZS,O,O,X,O,X,O,X,O,X,X,X,X,X
JOITSLZ,X,O,O,O,X,O,X,X,X,X,X,X,X
JOITSZL,O,O,O,O,X,X,X,X,X,X,X,O,X
JOITZLS,O,O,X,O,X,X,X,O,X,X,O,O,X
JOITZSL,O,O,O,O,X,X,X,O,X,X,O,O,X
JOILTSZ,O,O,X,X,X,O,X,O,X,X,X,X,X
JOILTZS,O,O,X,O,X,O,X,O,X,X,X,X,X
JOILSTZ,X,X,X,O,X,O,X,O,X,X,X,X,X
JOILSZT,O,X,X,O,X,O,O,O,X,O,X,O,X
JOILZTS,O,X,X,O,X,O,O,O,X,O,O,O,X
JOILZST,O,X,X,X,X,O,O,O,X,O,X,O,X
JOISTLZ,X,O,X,O,X,O,X,X,X,X,X,X,X
JOISTZL,X,O,X,O,X,X,X,X,X,X,X,O,X
JOISLTZ,X,X,X,O,X,O,X,O,X,X,X,X,X
JOISLZT,O,X,X,O,X,O,X,O,X,O,X,O,X
JOISZTL,O,O,X,O,X,X,X,O,X,X,O,O,X
JOISZLT,O,X,X,O,X,O,X,O,X,X,X,O,X
JOIZTLS,O,O,X,O,X,X,X,O,X,X,O,O,X
JOIZTSL,O,O,O,O,X,X,X,O,X,X,O,O,X
JOIZLTS,O,X,X,O,X,O,O,O,X,X,O,O,X
JOIZLST,O,X,X,X,X,O,O,O,X,X,X,O,X
JOIZSTL,O,O,X,O,X,X,X,O,X,X,O,O,X
JOIZSLT,O,X,X,O,X,O,X,O,X,X,X,O,X
JOLTISZ,O,O,X,X,X,O,X,O,O,X,X,X,X
JOLTIZS,O,O,X,O,X,O,X,O,O,X,X,X,X
JOLTSIZ,O,O,X,X,X,O,X,O,O,X,X,X,X
JOLTSZI,O,O,X,X,X,O,X,O,O,X,X,X,X
JOLTZIS,O,O,X,O,X,O,X,O,O,X,X,X,X
JOLTZSI,O,O,X,X,X,O,X,O,O,X,X,X,X
JOLITSZ,O,O,X,X,X,O,X,O,O,X,X,X,X
JOLITZS,O,O,X,O,X,O,X,O,O,X,X,X,X
JOLISTZ,X,X,X,O,X,O,X,O,O,X,X,X,X
JOLISZT,O,X,X,O,X,O,O,O,O,O,X,O,X
JOLIZTS,O,X,X,O,X,O,O,O,O,O,O,O,X
JOLIZST,O,X,X,X,X,O,O,O,O,O,X,O,X
JOLSTIZ,X,X,X,O,X,O,X,O,O,X,X,X,X
JOLSTZI,X,X,X,O,X,O,X,O,O,X,X,X,X
JOLSITZ,X,X,X,O,X,O,X,O,O,X,X,X,X
JOLSIZT,O,X,X,O,X,O,O,O,O,O,X,O,X
JOLSZTI,O,X,X,O,X,O,X,O,O,X,X,X,X
JOLSZIT,O,X,X,O,X,O,O,O,O,X,X,X,X
JOLZTIS,O,X,X,O,X,O,X,O,O,X,O,X,X
JOLZTSI,O,X,X,X,X,O,X,O,O,X,X,X,X
JOLZITS,O,X,X,O,X,O,O,O,O,X,O,X,X
JOLZIST,O,X,X,X,X,O,O,O,O,X,X,X,X
JOLZSTI,O,X,X,X,X,O,X,O,O,X,X,X,X
JOLZSIT,O,X,X,X,X,O,O,O,O,X,X,X,X
JOSTILZ,X,O,X,O,X,O,X,X,X,X,X,X,X
JOSTIZL,X,O,X,O,X,X,X,X,X,X,X,O,X
JOSTLIZ,X,O,X,O,X,O,X,X,X,X,X,X,X
JOSTLZI,X,O,X,O,X,O,X,X,X,X,X,X,X
JOSTZIL,X,O,X,O,X,X,X,X,X,X,X,X,X
JOSTZLI,X,O,X,O,X,X,X,X,X,X,X,X,X
JOSITLZ,X,O,X,O,X,O,X,X,X,X,X,X,X
JOSITZL,X,O,X,O,X,X,X,X,X,X,X,O,X
JOSILTZ,X,X,X,O,X,O,X,O,X,X,X,X,X
JOSILZT,O,X,X,O,X,O,X,O,X,O,X,O,X
JOSIZTL,O,O,X,O,X,X,X,O,X,X,O,O,X
JOSIZLT,O,X,X,O,X,O,X,O,X,X,X,O,X
JOSLTIZ,X,X,X,O,X,O,X,O,O,X,X,X,X
JOSLTZI,X,X,X,O,X,O,X,O,O,X,X,X,X
JOSLITZ,X,X,X,O,X,O,X,O,O,X,X,X,X
JOSLIZT,O,X,X,O,X,O,X,O,O,O,X,O,X
JOSLZTI,O,X,X,O,X,O,X,O,O,X,X,X,X
JOSLZIT,O,X,X,O,X,O,X,O,O,X,X,X,X
JOSZTIL,O,O,X,O,X,X,X,O,X,X,O,X,X
JOSZTLI,O,O,X,O,X,X,X,O,X,X,X,X,X
JOSZITL,O,O,X,O,X,X,X,O,X,X,O,O,X
JOSZILT,O,X,X,O,X,O,X,O,X,X,X,O,X
JOSZLTI,O,X,X,O,X,O,X,O,X,X,X,X,X
JOSZLIT,O,X,X,O,X,O,X,O,X,X,X,X,X
JOZTILS,O,O,X,O,X,X,X,O,X,X,O,X,X
JOZTISL,O,O,O,O,X,X,X,O,X,X,O,X,X
JOZTLIS,O,O,X,O,X,X,X,O,X,X,O,X,X
JOZTLSI,O,O,X,X,X,X,X,O,X,X,X,X,X
JOZTSIL,O,O,O,O,X,X,X,O,X,X,O,X,X
JOZTSLI,O,O,O,X,X,X,X,O,X,X,X,X,X
JOZITLS,O,O,X,O,X,X,X,O,X,X,O,O,X
JOZITSL,O,O,O,O,X,X,X,O,X,X,O,O,X
JOZILTS,O,X,X,O,X,O,O,O,X,X,O,O,X
JOZILST,O,X,X,X,X,O,O,O,X,X,X,O,X
JOZISTL,O,O,X,O,X,X,X,O,X,X,O,O,X
JOZISLT,O,X,X,O,X,O,X,O,X,X,X,O,X
JOZLTIS,O,X,X,O,X,O,X,O,X,X,O,X,X
JOZLTSI,O,X,X,X,X,O,X,O,X,X,X,X,X
JOZLITS,O,X,X,O,X,O,O,O,X,X,O,X,X
JOZLIST,O,X,X,X,X,O,O,O,X,X,X,X,X
JOZLSTI,O,X,X,X,X,O,X,O,X,X,X,X,X
JOZLSIT,O,X,X,X,X,O,O,O,X,X,X,X,X
JOZSTIL,O,O,X,O,X,X,X,O,X,X,O,X,X
JOZSTLI,O,O,X,O,X,X,X,O,X,X,X,X,X
JOZSITL,O,O,X,O,X,X,X,O,X,X,O,O,X
JOZSILT,O,X,X,O,X,O,X,O,X,X,X,O,X
JOZSLTI,O,X,X,O,X,O,X,O,X,X,X,X,X
JOZSLIT,O,X,X,O,X,O,X,O,X,X,X,X,X
STILJZO,O,X,O,X,O,O,X,X,X,X,X,X,O
STILJOZ,X,X,O,X,X,O,X,X,X,X,X,X,O
STILZJO,X,X,O,X,O,O,X,X,X,X,X,X,X
STILZOJ,X,X,O,X,O,O,X,X,X,X,X,X,X
STILOJZ,X,X,O,O,X,X,X,X,X,X,X,X,X
STILOZJ,X,X,O,X,X,X,X,X,X,X,X,X,X
STIJLZO,O,X,O,X,O,O,X,X,X,X,X,X,X
STIJLOZ,X,X,O,X,X,O,X,X,X,X,X,X,X
STIJZLO,O,O,O,X,O,X,X,X,X,X,X,X,X
STIJZOL,O,O,O,X,O,X,X,X,X,X,X,X,X
STIJOLZ,X,X,O,O,X,O,X,X,X,X,X,X,X
STIJOZL,X,X,O,O,O,X,X,X,X,X,X,X,X
STIZLJO,X,X,O,X,O,X,X,X,X,X,X,X,X
STIZLOJ,X,X,O,X,O,X,X,X,X,X,X,X,X
STIZJLO,X,O,O,X,O,X,X,X,X,X,X,X,X
STIZJOL,X,O,O,X,O,X,X,X,X,X,O,X,X
STIZOLJ,X,X,O,X,O,X,X,X,X,X,X,X,X
STIZOJL,X,X,O,O,O,X,X,X,X,X,X,X,X
STIOLJZ,X,X,O,O,X,X,X,X,X,X,X,X,X
STIOLZJ,X,X,O,X,X,X,X,X,X,O,X,X,X
STIOJLZ,X,X,O,O,X,X,X,X,X,X,X,X,X
STIOJZL,X,X,O,O,O,X,X,X,X,X,X,O,X
STIOZLJ,X,X,O,X,O,X,X,X,X,X,X,X,X
STIOZJL,X,X,O,O,O,X,X,X,X,X,X,X,X
STLIJZO,O,X,O,X,O,O,X,X,X,X,X,X,O
STLIJOZ,X,X,O,X,X,O,X,X,X,X,X,X,O
STLIZJO,X,X,O,X,O,O,X,X,X,X,X,X,X
STLIZOJ,X,X,O,X,O,O,X,X,X,X,X,X,X
STLIOJZ,X,X,O,O,X,X,X,X,X,X,X,X,X
STLIOZJ,X,X,O,X,X,X,X,X,X,X,X,X,X
STLJIZO,O,X,O,X,O,O,X,X,X,X,X,X,O
STLJIOZ,X,X,O,X,X,O,X,X,X,X,X,X,O
STLJZIO,O,X,O,X,O,O,X,X,X,X,X,X,O
STLJZOI,O,X,O,X,O,O,X,X,X,X,X,X,X
STLJOIZ,X,X,O,X,X,O,X,X,X,X,X,X,O
STLJOZI,X,X,O,X,X,O,X,X,X,X,X,X,X
STLZIJO,X,X,O,X,O,O,X,X,X,X,X,X,X
STLZIOJ,X,X,O,X,O,O,X,X,X,X,X,X,X
STLZJIO,X,X,O,X,O,O,X,X,X,X,X,X,X
STLZJOI,X,X,O,X,O,O,X,X,X,X,X,X,X
STLZOIJ,X,X,O,X,O,O,X,X,X,X,X,X,X
STLZOJI,X,X,O,X,O,X,X,X,X,X,X,X,X
STLOIJZ,X,X,O,O,X,X,X,X,X,X,X,X,X
STLOIZJ,X,X,O,X,X,X,X,X,X,X,X,X,X
STLOJIZ,X,X,O,O,X,X,X,X,X,X,X,X,X
STLOJZI,X,X,O,O,X,X,X,X,X,X,X,X,X
STLOZIJ,X,X,O,X,X,X,X,X,X,X,X,X,X
STLOZJI,X,X,O,X,X,X,X,X,X,X,X,X,X
STJILZO,O,X,O,X,O,O,X,X,X,X,X,X,X
STJILOZ,X,X,O,X,X,O,X,X,X,X,X,X,X
STJIZLO,O,O,O,X,O,X,X,X,X,X,X,X,X
STJIZOL,O,O,O,X,O,X,X,X,X,X,X,X,X
STJIOLZ,X,X,O,O,X,O,X,X,X,X,X,X,X
STJIOZL,X,X,O,O,O,X,X,X,X,X,X,X,X
STJLIZO,O,X,O,X,O,O,X,X,X,X,X,X,X
STJLIOZ,X,X,O,X,X,O,X,X,X,X,X,X,X
STJLZIO,O,X,O,X,O,O,X,X,X,X,X,X,X
STJLZOI,O,X,O,X,O,O,X,X,X,X,X,X,X
STJLOIZ,X,X,O,X,X,O,X,X,X,X,X,X,X
STJLOZI,X,X,O,X,X,O,X,X,X,X,X,X,X
STJZILO,O,O,O,X,O,X,X,X,X,X,X,X,X
STJZIOL,O,O,O,X,O,X,X,X,X,X,X,X,X
STJZLIO,O,O,O,X,O,X,X,X,X,X,X,X,X
STJZLOI,O,O,O,X,O,X,X,X,X,X,X,X,X
STJZOIL,O,O,O,X,O,X,X,X,X,X,X,X,X
STJZOLI,O,O,O,X,O,X,X,X,X,X,X,X,X
STJOILZ,X,X,O,O,X,O,X,X,X,X,X,X,X
STJOIZL,X,X,O,O,O,X,X,X,X,X,X,X,X
STJOLIZ,X,X,O,O,X,O,X,X,X,X,X,X,X
STJOLZI,X,X,O,O,X,O,X,X,X,X,X,X,X
STJOZIL,X,X,O,O,O,X,X,X,X,X,X,X,X
STJOZLI,X,X,O,O,O,X,X,X,X,X,X,X,X
STZILJO,X,X,O,X,O,X,X,X,X,X,X,X,X
STZILOJ,X,X,O,X,O,X,X,X,X,X,X,X,X
STZIJLO,X,O,O,X,O,X,X,X,X,X,X,X,X
STZIJOL,X,O,O,X,O,X,X,X,X,X,O,X,X
STZIOLJ,X,X,O,X,O,X,X,X,X,X,X,X,X
STZIOJL,X,X,O,O,O,X,X,X,X,X,X,X,X
STZLIJO,X,X,O,X,O,X,X,X,X,X,X,X,X
STZLIOJ,X,X,O,X,O,X,X,X,X,X,X,X,X
STZLJIO,X,X,O,X,O,X,X,X,X,X,X,X,X
STZLJOI,X,X,O,X,O,X,X,X,X,X,X,X,X
STZLOIJ,X,X,O,X,O,X,X,X,X,X,X,X,X
STZLOJI,X,X,O,X,O,X,X,X,X,X,X,X,X
STZJILO,X,O,O,X,O,X,X,X,X,X,X,X,X
STZJIOL,X,O,O,X,O,X,X,X,X,X,O,X,X
STZJLIO,X,O,O,X,O,X,X,X,X,X,X,X,X
STZJLOI,X,O,O,X,O,X,X,X,X,X,X,X,X
STZJOIL,X,O,O,X,O,X,X,X,X,X,O,X,X
STZJOLI,X,O,O,X,O,X,X,X,X,X,X,X,X
STZOILJ,X,X,O,X,O,X,X,X,X,X,X,X,X
STZOIJL,X,X,O,O,O,X,X,X,X,X,X,X,X
STZOLIJ,X,X,O,X,O,X,X,X,X,X,X,X,X
STZOLJI,X,X,O,X,O,X,X,X,X,X,X,X,X
STZOJIL,X,X,O,O,O,X,X,X,X,X,X,X,X
STZOJLI,X,X,O,O,O,X,X,X,X,X,X,X,X
STOILJZ,X,X,O,O,X,X,X,X,X,X,X,X,X
STOILZJ,X,X,O,X,X,X,X,X,X,O,X,X,X
STOIJLZ,X,X,O,O,X,X,X,X,X,X,X,X,X
STOIJZL,X,X,O,O,O,X,X,X,X,X,X,O,X
STOIZLJ,X,X,O,X,O,X,X,X,X,X,X,X,X
STOIZJL,X,X,O,O,O,X,X,X,X,X,X,X,X
STOLIJZ,X,X,O,O,X,X,X,X,X,X,X,X,X
STOLIZJ,X,X,O,X,X,X,X,X,X,O,X,X,X
STOLJIZ,X,X,O,O,X,X,X,X,O,X,X,X,X
STOLJZI,X,X,O,O,X,X,X,X,O,X,X,X,X
STOLZIJ,X,X,O,X,X,X,X,X,X,X,X,X,X
STOLZJI,X,X,O,X,X,X,X,X,X,X,X,X,X
STOJILZ,X,X,O,O,X,X,X,X,X,X,X,X,X
STOJIZL,X,X,O,O,O,X,X,X,X,X,X,O,X
STOJLIZ,X,X,O,O,X,X,X,X,X,X,X,X,X
STOJLZI,X,X,O,O,X,X,X,X,X,X,X,X,X
STOJZIL,X,X,O,O,O,X,X,X,X,X,X,X,X
STOJZLI,X,X,O,O,O,X,X,X,X,X,X,X,X
STOZILJ,X,X,O,X,O,X,X,X,X,X,X,X,X
STOZIJL,X,X,O,O,O,X,X,X,X,X,X,X,X
STOZLIJ,X,X,O,X,O,X,X,X,X,X,X,X,X
STOZLJI,X,X,O,X,O,X,X,X,X,X,X,X,X
STOZJIL,X,X,O,O,O,X,X,X,X,X,X,X,X
STOZJLI,X,X,O,O,O,X,X,X,X,X,X,X,X
SITLJZO,O,X,O,X,O,O,X,X,X,X,X,X,O
SITLJOZ,X,X,O,X,X,O,X,X,X,X,X,X,O
SITLZJO,X,X,O,X,O,O,X,X,X,X,X,X,X
SITLZOJ,X,X,O,X,O,O,X,X,X,X,X,X,X
SITLOJZ,X,X,O,O,X,X,X,X,X,X,X,X,X
SITLOZJ,X,X,O,X,X,X,X,X,X,X,X,X,X
SITJLZO,O,X,O,X,O,O,X,X,X,X,X,X,X
SITJLOZ,X,X,O,X,X,O,X,X,X,X,X,X,X
SITJZLO,O,O,O,X,O,X,X,X,X,X,X,X,X
SITJZOL,O,O,O,X,O,X,X,X,X,X,X,X,X
SITJOLZ,X,X,O,O,X,O,X,X,X,X,X,X,X
SITJOZL,X,X,O,O,O,X,X,X,X,X,X,X,X
SITZLJO,X,X,O,X,O,X,X,X,X,X,X,X,X
SITZLOJ,X,X,O,X,O,X,X,X,X,X,X,X,X
SITZJLO,X,O,O,X,O,X,X,X,X,X,X,X,X
SITZJOL,X,O,O,X,O,X,X,X,X,X,O,X,X
SITZOLJ,X,X,O,X,O,X,X,X,X,X,X,X,X
SITZOJL,X,X,O,O,O,X,X,X,X,X,X,X,X
SITOLJZ,X,X,O,O,X,X,X,X,X,X,X,X,X
SITOLZJ,X,X,O,X,X,X,X,X,X,O,X,X,X
SITOJLZ,X,X,O,O,X,X,X,X,X,X,X,X,X
SITOJZL,X,X,O,O,O,X,X,X,X,X,X,O,X
SITOZLJ,X,X,O,X,O,X,X,X,X,X,X,X,X
SITOZJL,X,X,O,O,O,X,X,X,X,X,X,X,X
SILTJZO,O,X,O,X,O,O,X,X,X,X,X,X,O
SILTJOZ,O,X,O,X,X,O,X,X,X,X,X,X,O
SILTZJO,O,X,O,X,O,O,X,X,X,X,X,X,X
SILTZOJ,O,X,O,X,O,O,X,X,X,X,X,X,X
SILTOJZ,O,X,O,O,X,X,X,X,X,X,X,X,X
SILTOZJ,O,X,O,X,X,X,X,X,X,X,X,X,X
SILJTZO,O,X,X,X,X,O,X,X,X,X,X,X,O
SILJTOZ,O,X,X,X,X,O,X,X,X,X,X,X,O
SILJZTO,O,O,X,X,X,O,X,X,X,X,X,X,O
SILJZOT,O,X,X,X,X,O,X,X,X,X,X,X,X
SILJOTZ,X,X,X,X,X,O,X,X,O,X,X,X,O
SILJOZT,O,X,X,X,X,O,X,X,O,X,X,X,X
SILZTJO,X,X,O,X,O,O,X,X,X,X,X,X,X
SILZTOJ,X,X,O,X,O,O,X,X,X,X,X,X,X
SILZJTO,O,O,X,X,O,O,X,X,X,X,X,X,X
SILZJOT,O,X,X,X,X,O,X,X,X,X,X,X,X
SILZOTJ,X,X,O,X,O,O,X,X,X,X,X,X,X
SILZOJT,X,X,X,X,X,O,X,X,X,X,X,X,X
SILOTJZ,X,X,O,O,X,X,X,X,X,X,X,X,X
SILOTZJ,X,X,O,X,X,X,X,X,X,O,X,X,X
SILOJTZ,X,X,X,O,X,O,X,X,X,X,X,X,X
SILOJZT,O,X,X,O,X,O,X,X,X,O,X,O,X
SILOZTJ,X,X,O,X,X,O,X,X,X,O,X,X,X
SILOZJT,X,X,X,X,X,O,X,X,X,O,X,X,X
SIJTLZO,O,O,X,X,O,O,X,X,X,X,X,X,X
SIJTLOZ,X,O,X,X,X,O,X,X,X,X,X,X,X
SIJTZLO,O,O,X,X,O,X,X,X,X,X,X,X,X
SIJTZOL,O,O,X,X,O,X,X,X,X,X,X,X,X
SIJTOLZ,X,O,X,O,X,O,X,X,X,X,X,X,X
SIJTOZL,O,O,X,O,O,X,X,X,X,X,X,X,X
SIJLTZO,O,X,X,X,X,O,X,O,X,X,X,X,X
SIJLTOZ,O,X,X,X,X,O,X,O,X,X,X,X,X
SIJLZTO,O,O,X,X,X,O,X,O,X,X,X,X,X
SIJLZOT,O,X,X,X,X,O,X,O,X,X,X,X,X
