sequence,v115@zgA8IeA8FeE8DeF8EeF8DeC8JeC7IvhF0cBxdBlgB/?qBOrBzrB,v115@zgA8IeA8FeE8DeF8EeF8DeC8JeC7IvhFxdB0gBlhB/?qBOrBzrB,v115@zgA8IeA8FeE8DeF8EeF8DeC8JeWAJvhF0cBxdB/mBT?gBlqBywB,v115@zgA8IeA8FeE8DeF8EeF8DeC8JeWAJvhFxdBlhBilB0?lBzrBXrB,v115@zgA8IeA8FeE8DeF8EeF8DeC8Jez6IvhFqgBxdBlhB/?qB0mB2wB,v115@zgA8IeA8FeE8DeF8EeF8DeC8JeC7IvhFxdB0gBlhB/?qBmrBTrB,v115@zgA8IeA8FeE8DeF8EeF8DeC8JeC7IvhF0cBxdBlgB2?qBzrBXrB,v115@zgA8IeA8FeE8DeF8EeF8DeC8JeC7IvhF0cBxdBlgB/?qBmrBTrB,v115@zgA8IeA8FeE8DeF8EeF8DeC8Jez6IvhFCcBxdBmlBf?sB0qBlrB,v115@zgA8IeA8FeE8DeF8EeF8DeC8Jez6IvhFCcBxdBlhB/?qBmrBUrB,v115@zgA8IeA8FeE8DeF8EeF8DeC8JeG7IvhFxdBUgBlhBy?qBzrBXrB,v115@zgA8IeA8FeE8DeF8EeF8DeC8JeC7IvhFxdB0gBlhB2?qBzrBXrB,v115@zgA8IeA8FeE8DeF8EeF8DeC8JeC7IvhF0cBxdB/qBF?mBzrBmqB,v115@zgA8IeA8FeE8DeF8EeF8DeC8JeG7IvhFxdBUgBihBf?sBlqBTrB,v115@zgA8IeA8FeE8DeF8EeF8DeC8Jez6IvhFxdBclBlhBK?rBuqBfsB,v115@zgA8IeA8FeE8DeF8EeF8DeC8JeX8IvhFxdBUgBTmBa?sBFlBWwB
TJSZOLI,O,X,O,X,X,O,X,O,X,O,X,X,X,O,X,X
TJSOILZ,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X
TJSOIZL,O,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X
TJSOLIZ,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X
TJSOLZI,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X
TJSOZIL,O,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X
TJSOZLI,O,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X
TJZILSO,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
TJZILOS,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X
TJZISLO,O,X,O,X,O,O,X,O,X,O,X,X,X,O,X,X
TJZISOL,O,X,O,X,X,O,X,O,X,O,X,X,X,O,X,X
TJZIOLS,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
TJZIOSL,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJZLISO,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
TJZLIOS,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X
TJZLSIO,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJZLSOI,X,X,X,O,X,X,X,X,X,X,X,O,X,O,X,X
TJZLOIS,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X
TJZLOSI,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
TJZSILO,O,X,O,X,O,O,X,O,X,O,X,X,X,O,X,X
TJZSIOL,O,X,O,X,X,O,X,O,X,O,X,X,X,O,X,X
TJZSLIO,O,X,O,X,O,O,X,O,X,O,X,X,X,O,X,X
TJZSLOI,O,X,O,X,O,O,X,O,X,O,X,O,X,O,X,X
TJZSOIL,O,X,O,X,X,O,X,O,X,O,X,X,X,O,X,X
TJZSOLI,O,X,O,X,X,O,X,O,X,O,X,X,X,O,X,X
TJZOILS,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
TJZOISL,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJZOLIS,X,X,X,O,X,X,X,X,X,O,X,O,X,X,O,O
TJZOLSI,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,O
TJZOSIL,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJZOSLI,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJOILSZ,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
TJOILZS,X,X,X,O,X,X,X,X,X,O,O,O,X,X,X,X
TJOISLZ,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
TJOISZL,X,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X
TJOIZLS,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X
TJOIZSL,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TJOLISZ,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
TJOLIZS,X,X,X,O,X,X,X,X,X,O,O,O,X,X,X,X
TJOLSIZ,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
TJOLSZI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJOLZIS,X,X,X,O,X,X,X,X,X,O,O,O,X,X,X,X
TJOLZSI,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X
TJOSILZ,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
TJOSIZL,X,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X
TJOSLIZ,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
TJOSLZI,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
TJOSZIL,X,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X
TJOSZLI,X,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X
TJOZILS,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X
TJOZISL,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TJOZLIS,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O
TJOZLSI,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O
TJOZSIL,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TJOZSLI,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TSILJZO,O,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X
TSILJOZ,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X
TSILZJO,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X
TSILZOJ,O,O,X,X,O,O,X,O,X,O,X,X,X,O,X,X
TSILOJZ,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X
TSILOZJ,O,O,X,X,O,X,X,O,X,O,X,X,O,O,X,X
TSIJLZO,O,X,O,X,O,O,X,O,X,O,X,X,X,O,X,X
TSIJLOZ,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X
TSIJZLO,O,O,O,X,O,O,X,O,X,O,X,X,X,O,X,X
TSIJZOL,O,X,O,X,X,O,X,O,X,O,X,X,X,O,X,X
TSIJOLZ,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X
TSIJOZL,O,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X
TSIZLJO,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X
TSIZLOJ,O,O,X,X,O,O,X,O,X,O,X,X,X,O,X,X
TSIZJLO,O,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X
TSIZJOL,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
TSIZOLJ,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X
TSIZOJL,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
TSIOLJZ,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X
TSIOLZJ,O,O,X,X,O,X,X,O,X,O,O,X,O,O,X,X
TSIOJLZ,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X
TSIOJZL,O,O,O,X,X,X,X,X,X,O,X,O,O,X,X,X
TSIOZLJ,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X
TSIOZJL,O,O,O,X,X,X,X,X,O,X,X,X,O,O,X,X
TSLIJZO,O,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X
TSLIJOZ,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X
TSLIZJO,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X
TSLIZOJ,O,O,X,X,O,O,X,O,X,O,X,X,X,O,X,X
TSLIOJZ,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X
TSLIOZJ,O,O,X,X,O,X,X,O,X,O,X,X,O,O,X,X
TSLJIZO,O,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X
TSLJIOZ,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X
TSLJZIO,O,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X
TSLJZOI,O,X,O,O,O,O,X,O,X,X,X,X,X,O,X,X
TSLJOIZ,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X
TSLJOZI,O,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X
TSLZIJO,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X
TSLZIOJ,O,O,X,X,O,O,X,O,X,O,X,X,X,O,X,X
TSLZJIO,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X
TSLZJOI,O,O,O,X,X,O,X,O,X,X,O,X,X,O,X,X
TSLZOIJ,O,O,X,X,O,O,X,O,X,O,X,X,O,O,O,X
TSLZOJI,X,O,X,X,O,O,X,X,X,X,X,X,O,O,O,X
TSLOIJZ,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X
TSLOIZJ,O,O,X,X,O,X,X,O,X,O,X,X,O,O,X,X
TSLOJIZ,O,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X
TSLOJZI,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X
TSLOZIJ,O,O,X,X,O,X,X,O,X,O,X,X,O,O,X,X
TSLOZJI,O,O,X,X,O,X,X,X,X,X,X,X,O,O,X,X
TSJILZO,O,X,O,X,O,O,X,O,X,O,X,X,X,O,X,X
TSJILOZ,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X
TSJIZLO,O,O,O,X,O,O,X,O,X,O,X,X,X,O,X,X
TSJIZOL,O,X,O,X,X,O,X,O,X,O,X,X,X,O,X,X
TSJIOLZ,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X
TSJIOZL,O,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X
TSJLIZO,O,X,O,X,O,O,X,O,X,O,X,X,X,O,X,X
TSJLIOZ,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X
TSJLZIO,O,X,O,X,O,O,X,O,X,O,X,X,X,O,X,X
TSJLZOI,O,X,O,O,O,O,X,O,X,O,X,X,X,O,X,X
TSJLOIZ,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X
TSJLOZI,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X
TSJZILO,O,O,O,X,O,O,X,O,X,O,X,X,X,O,X,X
TSJZIOL,O,X,O,X,X,O,X,O,X,O,X,X,X,O,X,X
TSJZLIO,O,O,O,X,O,O,X,O,X,O,X,X,X,O,X,X
TSJZLOI,O,O,O,X,O,O,X,O,X,O,X,O,X,O,X,X
TSJZOIL,O,X,O,X,X,O,X,O,X,O,X,X,X,O,X,X
TSJZOLI,O,X,O,X,X,O,X,O,X,O,X,X,X,O,X,X
TSJOILZ,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X
TSJOIZL,O,X,O,X,X,O,X,O,X,O,X,X,O,X,X,X
TSJOLIZ,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X
TSJOLZI,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X
TSJOZIL,O,X,O,X,X,O,X,O,X,O,X,X,O,X,X,X
TSJOZLI,O,X,O,X,X,O,X,O,X,O,X,X,O,X,X,X
TSZILJO,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X
TSZILOJ,O,O,X,X,O,O,X,O,X,O,X,X,X,O,X,X
TSZIJLO,O,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X
TSZIJOL,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
TSZIOLJ,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X
TSZIOJL,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
TSZLIJO,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X
TSZLIOJ,O,O,X,X,O,O,X,O,X,O,X,X,X,O,X,X
TSZLJIO,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X
TSZLJOI,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X
TSZLOIJ,O,O,X,X,O,O,X,O,X,O,X,X,O,O,X,X
TSZLOJI,X,O,X,X,O,O,X,X,X,X,X,X,O,O,X,X
TSZJILO,O,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X
TSZJIOL,O,X,O,X,X,O,X,O,O,X,X,X,X,O,X,X
TSZJLIO,O,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X
TSZJLOI,O,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X
TSZJOIL,O,X,O,X,X,O,X,O,O,X,X,X,X,O,X,X
TSZJOLI,O,X,O,X,X,O,X,O,O,X,X,X,X,O,X,X
TSZOILJ,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X
TSZOIJL,X,X,O,X,X,X,X,X,O,X,X,X,O,O,X,X
TSZOLIJ,O,O,X,X,X,O,X,O,X,O,X,X,O,O,O,X
TSZOLJI,X,O,X,X,X,O,X,X,X,X,X,X,O,O,O,X
TSZOJIL,X,X,O,X,X,X,X,X,O,X,X,X,O,O,X,X
TSZOJLI,X,X,O,X,X,X,X,X,O,X,X,X,O,O,X,X
TSOILJZ,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X
TSOILZJ,O,O,X,X,O,X,X,O,X,O,O,X,O,O,X,X
TSOIJLZ,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X
TSOIJZL,O,O,O,X,X,X,X,X,X,O,X,O,O,X,X,X
TSOIZLJ,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X
TSOIZJL,O,O,O,X,X,X,X,X,O,X,X,X,O,O,X,X
TSOLIJZ,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X
TSOLIZJ,O,O,X,X,O,X,X,O,X,O,O,X,O,O,X,X
TSOLJIZ,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X
TSOLJZI,O,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X
TSOLZIJ,O,O,X,X,O,X,X,O,X,O,O,X,O,O,X,X
TSOLZJI,O,O,X,X,O,X,X,X,X,X,O,X,O,O,X,X
TSOJILZ,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X
TSOJIZL,O,O,O,X,X,X,X,O,X,O,X,O,O,X,X,X
TSOJLIZ,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X
TSOJLZI,O,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X
TSOJZIL,O,O,O,X,X,X,X,O,X,O,X,O,O,X,X,X
TSOJZLI,O,O,O,X,X,X,X,O,X,O,X,O,O,X,X,X
TSOZILJ,O,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X
TSOZIJL,O,O,O,X,X,X,X,X,O,X,X,X,O,O,X,X
TSOZLIJ,O,O,X,X,X,O,X,O,X,O,X,X,O,O,X,X
TSOZLJI,O,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X
TSOZJIL,O,O,O,X,X,X,X,X,O,X,X,X,O,O,X,X
TSOZJLI,O,O,O,X,X,X,X,X,O,X,X,X,O,O,X,X
TZILJSO,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
TZILJOS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TZILSJO,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X
TZILSOJ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TZILOJS,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TZILOSJ,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
TZIJLSO,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
TZIJLOS,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
TZIJSLO,O,X,O,X,O,O,X,O,X,O,X,X,X,O,X,X
TZIJSOL,O,X,O,X,X,O,X,O,X,O,X,X,X,O,X,X
TZIJOLS,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
TZIJOSL,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TZISLJO,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X
TZISLOJ,O,O,X,X,O,O,X,O,X,O,X,X,X,O,X,X
TZISJLO,O,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X
TZISJOL,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
TZISOLJ,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X
TZISOJL,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
TZIOLJS,O,X,X,O,X,X,O,X,X,O,O,X,X,X,O,X
TZIOLSJ,O,X,X,X,X,X,X,X,X,O,O,X,O,X,O,X
TZIOJLS,O,X,X,O,X,X,O,X,O,O,X,O,X,X,X,X
TZIOJSL,O,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X
TZIOSLJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TZIOSJL,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X
TZLIJSO,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
TZLIJOS,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
TZLISJO,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X
TZLISOJ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TZLIOJS,O,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X
TZLIOSJ,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X
TZLJISO,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TZLJIOS,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
TZLJSIO,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TZLJSOI,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X
TZLJOIS,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X
TZLJOSI,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X
TZLSIJO,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TZLSIOJ,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TZLSJIO,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
TZLSJOI,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X
TZLSOIJ,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X
TZLSOJI,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,X
TZLOIJS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
TZLOISJ,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
TZLOJIS,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
TZLOJSI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
TZLOSIJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TZLOSJI,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TZJILSO,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
TZJILOS,X,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X
TZJISLO,O,X,O,X,O,O,X,O,X,O,X,X,X,O,X,X
TZJISOL,O,X,O,X,X,O,X,O,X,O,X,X,X,O,X,X
TZJIOLS,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
TZJIOSL,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TZJLISO,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
TZJLIOS,X,X,X,O,X,X,X,X,O,O,O,O,X,X,X,X
TZJLSIO,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
TZJLSOI,X,X,X,O,X,X,X,X,O,X,O,O,X,O,X,X
TZJLOIS,X,X,X,O,X,X,X,X,O,O,O,O,X,X,X,X
TZJLOSI,X,X,X,O,X,X,X,X,O,X,O,O,X,X,X,X
TZJSILO,O,X,O,X,O,O,X,O,O,O,X,X,X,O,X,X
TZJSIOL,O,X,O,X,X,O,X,O,O,O,X,X,X,O,X,X
TZJSLIO,O,X,O,X,O,O,X,O,O,O,X,X,X,O,X,X
TZJSLOI,O,X,O,X,O,O,X,O,O,O,X,O,X,O,X,X
TZJSOIL,O,X,O,X,X,O,X,O,O,O,X,X,X,O,X,X
TZJSOLI,O,X,O,X,X,O,X,O,O,O,X,X,X,O,X,X
TZJOILS,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
TZJOISL,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TZJOLIS,X,X,X,O,X,X,X,X,O,O,X,O,X,X,O,O
TZJOLSI,X,X,X,O,X,X,X,X,O,X,X,O,X,X,O,O
TZJOSIL,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
TZJOSLI,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X
TZSILJO,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X
TZSILOJ,O,O,X,X,O,O,X,O,X,O,X,X,X,O,X,X
TZSIJLO,O,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X
TZSIJOL,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
TZSIOLJ,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X
TZSIOJL,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
TZSLIJO,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X
TZSLIOJ,O,O,X,X,O,O,X,O,X,O,X,X,X,O,X,X
TZSLJIO,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X
TZSLJOI,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X
TZSLOIJ,O,O,X,X,O,O,X,O,X,O,X,X,X,O,X,X
TZSLOJI,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X
TZSJILO,O,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X
TZSJIOL,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
TZSJLIO,O,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X
TZSJLOI,X,O,O,X,X,O,X,X,O,X,X,X,X,O,X,X
TZSJOIL,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
TZSJOLI,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
TZSOILJ,O,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X
TZSOIJL,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
TZSOLIJ,O,O,X,X,X,O,X,O,X,O,X,X,X,O,O,X
TZSOLJI,X,O,X,X,X,O,X,X,X,X,X,X,X,O,O,X
TZSOJIL,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
TZSOJLI,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X,X
TZOILJS,O,X,X,O,X,X,O,X,X,O,O,X,X,X,O,X
TZOILSJ,O,X,X,X,X,X,X,X,X,O,O,X,O,X,O,X
TZOIJLS,O,X,X,O,X,X,O,X,O,O,X,O,X,X,X,X
TZOIJSL,O,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X
TZOISLJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TZOISJL,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X
TZOLIJS,O,X,X,O,X,X,O,X,X,O,O,X,X,X,O,X
TZOLISJ,O,X,X,X,X,X,X,X,X,O,O,X,O,X,O,X
TZOLJIS,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X
TZOLJSI,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X
TZOLSIJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
TZOLSJI,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X
TZOJILS,O,X,X,O,X,X,O,X,O,O,X,O,X,X,X,X
TZOJISL,O,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X
TZOJLIS,O,X,X,O,X,X,O,X,O,O,X,O,X,X,O,X
TZOJLSI,X,X,X,O,X,X,O,X,O,X,X,O,X,X,O,X
TZOJSIL,O,X,X,X,X,X,O,X,O,X,X,O,X,O,X,X
TZOJSLI,O,X,X,X,X,X,O,X,O,X,X,O,X,O,X,X
TZOSILJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TZOSIJL,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X
TZOSLIJ,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O,X
TZOSLJI,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X
TZOSJIL,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X
TZOSJLI,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X
TOILJSZ,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
TOILJZS,O,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X
TOILSJZ,O,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
TOILSZJ,O,O,X,X,X,X,X,X,X,O,O,X,O,X,X,X
TOILZJS,O,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X
TOILZSJ,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X
TOIJLSZ,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
TOIJLZS,O,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X
TOIJSLZ,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X
TOIJSZL,O,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X
TOIJZLS,O,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X
TOIJZSL,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
TOISLJZ,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X
TOISLZJ,O,O,X,X,O,X,X,X,X,O,O,X,O,O,X,X
TOISJLZ,O,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X
TOISJZL,O,O,O,X,X,X,X,X,X,O,X,O,O,X,X,X
TOISZLJ,O,O,X,X,X,O,X,X,X,O,X,X,O,X,X,X
TOISZJL,O,O,O,X,X,X,X,X,O,X,X,X,O,O,X,X
TOIZLJS,O,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X
TOIZLSJ,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X
TOIZJLS,O,X,X,O,X,X,O,X,O,O,X,O,X,X,X,X
TOIZJSL,O,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X
TOIZSLJ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TOIZSJL,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X,X
TOLIJSZ,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
TOLIJZS,O,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X
TOLISJZ,O,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
TOLISZJ,O,O,X,X,X,X,X,X,X,O,O,X,O,X,X,X
TOLIZJS,O,X,X,O,X,X,O,X,X,O,O,X,X,X,X,X
TOLIZSJ,O,X,X,X,X,X,X,X,X,O,O,X,O,X,X,X
TOLJISZ,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
TOLJIZS,O,X,X,O,X,X,O,X,X,O,O,O,X,X,X,X
