sequence,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8Jex7IvhF6iBTeB?XgBlhBcqBerB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8Jex8IvhFTeBGiB?FlBXmBiqB0qB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8Je08IvhFxdBCjB?FlBXmBmqBTqB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8JeT+IvhFXgBxhB?GiBFmB0qBiqB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8Je/AJvhFRcBGeB?ThBliBUlByvB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8Jex8IvhFTeBlgB?GiBaqBXmB0qB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8Je07IvhFxcBTeB?VlBGiBiqBXrB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8Jex8IvhFTeBGiB?UlBFmBKqBfrB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8Je6CJvhFTeBlhB?RlBOqBXmB0qB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8Jex9IvhF0gBlhB?CjBXgBOrBTqB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8Je6CJvhFTeBRhB?UlBFmBOqBXrB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8Jex7IvhF6iBTeB?lgB3hBmqBUqB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8JeT7IvhFXhBxiB?lhBCjBmqBUqB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8JeT+IvhFXgBZmB?CiBGiBcqBlqB,v115@zgB8HeB8HeA8EeA8AeD8CeG8CeE8Jex7IvhF6iBTeB?fmBlhBUlB2vB
TJZLSOI,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
TJZLOIS,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
TJZLOSI,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
TJZSILO,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X
TJZSIOL,O,O,X,X,O,X,O,X,X,X,X,O,O,X,X
TJZSLIO,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X
TJZSLOI,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X
TJZSOIL,O,O,X,X,O,X,O,X,X,X,X,O,O,X,X
TJZSOLI,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X
TJZOILS,O,X,X,X,X,X,O,O,X,X,O,O,X,X,X
TJZOISL,O,X,X,X,O,X,O,X,X,X,X,O,O,X,X
TJZOLIS,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
TJZOLSI,O,X,X,X,O,X,O,O,X,X,O,O,X,X,X
TJZOSIL,O,O,X,X,O,X,O,X,X,X,X,O,O,X,X
TJZOSLI,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X
TJOILSZ,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
TJOILZS,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X
TJOISLZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TJOISZL,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TJOIZLS,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
TJOIZSL,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TJOLISZ,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
TJOLIZS,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X
TJOLSIZ,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X
TJOLSZI,O,O,X,X,O,O,O,X,X,X,X,O,X,X,X
TJOLZIS,O,X,X,X,O,X,O,O,X,O,O,O,X,X,X
TJOLZSI,O,X,X,X,O,O,O,O,X,O,O,O,X,X,X
TJOSILZ,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TJOSIZL,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
TJOSLIZ,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
TJOSLZI,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
TJOSZIL,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
TJOSZLI,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X
TJOZILS,O,X,X,X,X,X,O,O,X,X,O,O,X,X,X
TJOZISL,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X
TJOZLIS,O,X,X,X,O,X,O,O,X,O,O,O,X,X,X
TJOZLSI,O,X,X,X,O,X,O,O,X,O,O,O,X,X,X
TJOZSIL,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
TJOZSLI,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X
TSILJZO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSILJOZ,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
TSILZJO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSILZOJ,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TSILOJZ,O,X,O,O,X,X,X,X,O,X,X,O,X,O,X
TSILOZJ,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X
TSIJLZO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIJLOZ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TSIJZLO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIJZOL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIJOLZ,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X
TSIJOZL,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSIZLJO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TSIZLOJ,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TSIZJLO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIZJOL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIZOLJ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TSIZOJL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSIOLJZ,O,X,X,O,X,X,X,X,O,X,X,O,X,O,X
TSIOLZJ,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
TSIOJLZ,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X
TSIOJZL,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSIOZLJ,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
TSIOZJL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSLIJZO,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TSLIJOZ,X,X,O,X,X,X,O,X,O,X,X,O,X,X,X
TSLIZJO,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TSLIZOJ,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X
TSLIOJZ,O,X,O,O,X,X,O,X,O,X,X,O,X,O,X
TSLIOZJ,O,X,O,X,X,X,O,X,X,O,X,O,X,O,X
TSLJIZO,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X
TSLJIOZ,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X
TSLJZIO,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X
TSLJZOI,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X
TSLJOIZ,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X
TSLJOZI,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X
TSLZIJO,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X
TSLZIOJ,O,X,O,X,O,X,O,X,X,X,O,O,X,X,X
TSLZJIO,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X
TSLZJOI,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X
TSLZOIJ,O,X,O,X,O,X,O,X,X,X,O,O,X,X,X
TSLZOJI,O,X,O,X,O,X,O,X,X,X,O,O,X,X,X
TSLOIJZ,O,X,O,O,X,X,O,X,O,X,X,O,X,O,X
TSLOIZJ,O,X,O,X,X,X,O,X,X,O,X,O,X,O,X
TSLOJIZ,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X
TSLOJZI,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X
TSLOZIJ,O,X,O,X,O,X,O,X,X,O,O,O,X,X,X
TSLOZJI,O,X,O,X,O,X,O,X,X,O,O,O,X,X,X
TSJILZO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TSJILOZ,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TSJIZLO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TSJIZOL,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
TSJIOLZ,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
TSJIOZL,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X
TSJLIZO,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X
TSJLIOZ,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X
TSJLZIO,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X
TSJLZOI,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X
TSJLOIZ,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X
TSJLOZI,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X
TSJZILO,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X
TSJZIOL,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
TSJZLIO,O,O,O,X,O,X,X,O,X,X,X,O,X,X,X
TSJZLOI,O,O,O,X,O,X,X,O,X,X,X,O,X,X,X
TSJZOIL,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
TSJZOLI,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X
TSJOILZ,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
TSJOIZL,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X
TSJOLIZ,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
TSJOLZI,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
TSJOZIL,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
TSJOZLI,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X
TSZILJO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
TSZILOJ,O,X,O,O,X,X,X,X,X,X,O,O,X,O,X
TSZIJLO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSZIJOL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
TSZIOLJ,O,X,X,O,O,X,X,X,X,X,O,O,X,O,X
TSZIOJL,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TSZLIJO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
TSZLIOJ,O,X,O,O,O,X,X,X,X,X,O,O,X,O,X
TSZLJIO,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X
TSZLJOI,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X
TSZLOIJ,O,X,O,O,O,X,X,X,X,X,O,O,X,O,X
TSZLOJI,O,X,O,X,O,X,X,X,X,X,O,O,X,X,X
TSZJILO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TSZJIOL,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
TSZJLIO,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
TSZJLOI,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X
TSZJOIL,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
TSZJOLI,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X
TSZOILJ,O,X,X,O,O,X,X,X,X,X,O,O,X,O,X
TSZOIJL,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TSZOLIJ,O,X,O,O,O,X,X,X,X,X,O,O,X,O,X
TSZOLJI,O,X,O,X,O,X,X,X,X,X,O,O,X,X,X
TSZOJIL,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
TSZOJLI,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X
TSOILJZ,O,X,X,O,X,X,X,X,O,X,X,O,X,O,X
TSOILZJ,O,X,X,X,X,X,X,X,X,X,X,O,X,O,X
TSOIJLZ,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X
TSOIJZL,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSOIZLJ,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
TSOIZJL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSOLIJZ,O,X,O,O,X,X,O,X,O,X,X,O,X,O,X
TSOLIZJ,O,X,O,X,X,X,O,X,X,O,X,O,X,O,X
TSOLJIZ,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X
TSOLJZI,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X
TSOLZIJ,O,X,O,X,O,X,O,X,X,O,O,O,X,X,X
TSOLZJI,O,X,O,X,O,X,O,X,X,O,O,O,X,X,X
TSOJILZ,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X
TSOJIZL,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X
TSOJLIZ,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
TSOJLZI,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
TSOJZIL,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
TSOJZLI,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X
TSOZILJ,O,X,X,O,O,X,X,X,X,X,O,O,X,O,X
TSOZIJL,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TSOZLIJ,O,X,O,O,O,X,X,X,X,O,O,O,X,O,X
TSOZLJI,O,X,O,X,O,X,X,X,X,O,O,O,X,X,X
TSOZJIL,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
TSOZJLI,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X
TZILJSO,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
TZILJOS,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X
TZILSJO,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
TZILSOJ,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
TZILOJS,O,X,X,X,O,X,O,X,O,X,O,X,X,X,X
TZILOSJ,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
TZIJLSO,X,X,X,X,O,X,X,O,X,X,O,X,X,X,X
TZIJLOS,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X
TZIJSLO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZIJSOL,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TZIJOLS,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X
TZIJOSL,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TZISLJO,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
TZISLOJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TZISJLO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZISJOL,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZISOLJ,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
TZISOJL,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TZIOLJS,O,X,X,X,X,X,O,X,O,X,O,X,X,X,X
TZIOLSJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TZIOJLS,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X
TZIOJSL,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TZIOSLJ,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
TZIOSJL,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TZLIJSO,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X
TZLIJOS,X,X,X,X,O,X,O,X,O,X,O,X,X,X,X
TZLISJO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
TZLISOJ,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X
TZLIOJS,O,X,X,X,O,X,O,X,O,O,O,X,X,X,X
TZLIOSJ,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X
TZLJISO,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X
TZLJIOS,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X
TZLJSIO,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X
TZLJSOI,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X
TZLJOIS,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X
TZLJOSI,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X
TZLSIJO,X,X,O,X,O,X,O,X,X,X,O,X,X,X,O
TZLSIOJ,X,X,O,X,O,X,O,X,X,X,O,X,X,X,O
TZLSJIO,X,X,O,X,O,X,O,X,X,X,O,X,X,X,O
TZLSJOI,X,X,O,X,O,X,O,X,X,X,O,X,X,X,O
TZLSOIJ,X,X,O,X,O,X,O,X,X,X,O,X,X,X,O
TZLSOJI,O,X,O,X,O,X,O,X,X,X,O,X,X,X,O
TZLOIJS,O,X,X,X,O,X,O,X,O,O,O,X,X,X,X
TZLOISJ,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X
TZLOJIS,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X
TZLOJSI,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X
TZLOSIJ,X,X,X,X,O,X,O,X,X,O,O,X,X,X,O
TZLOSJI,O,X,X,X,O,X,O,X,X,O,O,X,X,X,O
TZJILSO,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X
TZJILOS,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X
TZJISLO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZJISOL,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TZJIOLS,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X
TZJIOSL,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TZJLISO,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X
TZJLIOS,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X
TZJLSIO,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X
TZJLSOI,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X
TZJLOIS,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X
TZJLOSI,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X
TZJSILO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
TZJSIOL,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
TZJSLIO,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X
TZJSLOI,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X
TZJSOIL,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
TZJSOLI,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X
TZJOILS,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X
TZJOISL,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TZJOLIS,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X
TZJOLSI,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X
TZJOSIL,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
TZJOSLI,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X
TZSILJO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O
TZSILOJ,X,X,O,O,X,X,X,X,X,X,O,X,X,X,O
TZSIJLO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
TZSIJOL,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O
TZSIOLJ,X,X,X,O,O,X,X,X,X,X,O,X,X,X,O
TZSIOJL,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O
TZSLIJO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O
TZSLIOJ,X,X,O,O,O,X,X,X,X,X,O,X,X,X,O
TZSLJIO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O
TZSLJOI,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O
TZSLOIJ,X,X,O,O,O,X,X,X,X,X,O,X,X,X,O
TZSLOJI,O,X,O,X,O,X,X,X,X,X,O,X,X,X,O
TZSJILO,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O
TZSJIOL,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O
TZSJLIO,X,O,O,X,O,X,X,O,X,X,X,X,X,X,O
TZSJLOI,X,O,O,X,O,X,X,O,X,X,X,X,X,X,O
TZSJOIL,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O
TZSJOLI,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O
TZSOILJ,X,X,X,O,O,X,X,X,X,X,O,X,X,X,O
TZSOIJL,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O
TZSOLIJ,X,X,O,O,O,X,X,X,X,X,O,X,X,X,O
TZSOLJI,O,X,O,X,O,X,X,X,X,X,O,X,X,X,O
TZSOJIL,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O
TZSOJLI,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O
TZOILJS,O,X,X,X,X,X,O,X,O,O,O,X,X,X,X
TZOILSJ,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
TZOIJLS,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X
TZOIJSL,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TZOISLJ,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
TZOISJL,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TZOLIJS,O,X,X,X,O,X,O,X,O,O,O,X,X,X,X
TZOLISJ,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X
TZOLJIS,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X
TZOLJSI,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X
TZOLSIJ,X,X,X,X,O,X,O,X,X,O,O,X,X,X,O
TZOLSJI,O,X,X,X,O,X,O,X,X,O,O,X,X,X,O
TZOJILS,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X
TZOJISL,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TZOJLIS,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X
TZOJLSI,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X
TZOJSIL,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
TZOJSLI,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X
TZOSILJ,X,X,X,O,O,X,X,X,X,X,O,X,X,X,O
TZOSIJL,X,X,X,O,O,X,O,X,X,X,X,X,X,X,O
TZOSLIJ,X,X,X,O,O,X,X,X,X,O,O,X,X,X,O
TZOSLJI,O,X,X,X,O,X,X,X,X,O,O,X,X,X,O
TZOSJIL,X,O,X,O,O,X,O,X,X,X,X,X,X,X,O
TZOSJLI,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O
TOILJSZ,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
TOILJZS,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X
TOILSJZ,O,X,X,O,X,X,O,X,O,X,X,X,X,O,X
TOILSZJ,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X
TOILZJS,O,X,X,X,O,X,O,X,O,O,O,X,X,X,X
TOILZSJ,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X
TOIJLSZ,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
TOIJLZS,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X
TOIJSLZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TOIJSZL,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TOIJZLS,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
TOIJZSL,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TOISLJZ,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X
TOISLZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TOISJLZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TOISJZL,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TOISZLJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TOISZJL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TOIZLJS,O,X,X,X,X,X,O,X,O,O,O,X,X,X,X
TOIZLSJ,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
TOIZJLS,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X
TOIZJSL,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TOIZSLJ,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
TOIZSJL,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
TOLIJSZ,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
TOLIJZS,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X
TOLISJZ,O,X,O,O,X,X,O,X,O,X,X,X,X,O,X
TOLISZJ,X,X,O,X,X,X,O,X,X,O,X,X,X,O,X
TOLIZJS,O,X,X,X,O,X,O,X,O,O,O,X,X,X,X
TOLIZSJ,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X
TOLJISZ,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
TOLJIZS,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X
TOLJSIZ,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X
TOLJSZI,O,O,X,X,O,O,O,X,X,X,X,O,X,X,X
TOLJZIS,O,X,X,X,O,X,O,O,X,O,O,O,X,X,X
TOLJZSI,O,X,X,X,O,O,O,O,X,O,O,O,X,X,X
TOLSIJZ,O,X,O,X,X,O,O,X,O,X,X,O,X,O,X
TOLSIZJ,O,X,O,X,X,X,O,X,X,O,X,O,X,O,X
TOLSJIZ,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
TOLSJZI,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X
TOLSZIJ,O,X,O,X,O,X,O,X,X,O,O,O,X,X,X
TOLSZJI,O,X,O,X,O,O,O,X,X,O,O,O,X,X,X
TOLZIJS,O,X,X,X,O,X,O,X,O,O,O,X,X,X,X
TOLZISJ,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X
TOLZJIS,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X
TOLZJSI,O,X,X,X,O,O,O,O,X,O,O,X,X,X,X
TOLZSIJ,X,X,X,X,O,X,O,X,X,O,O,X,X,X,O
TOLZSJI,O,X,X,X,O,X,O,X,X,O,O,X,X,X,O
TOJILSZ,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
TOJILZS,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X
TOJISLZ,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TOJISZL,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
TOJIZLS,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
TOJIZSL,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TOJLISZ,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
TOJLIZS,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X
TOJLSIZ,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X
TOJLSZI,O,O,X,X,O,O,O,X,X,X,X,O,X,X,X
TOJLZIS,O,X,X,X,O,X,O,O,X,O,O,O,X,X,X
TOJLZSI,O,X,X,X,O,O,O,O,X,O,O,O,X,X,X
TOJSILZ,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TOJSIZL,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
TOJSLIZ,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
TOJSLZI,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
TOJSZIL,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
