sequence,v115@6gC8GeC8GeC8FeF8AeG8JeZ/IvhFCbBTcBeiBXgBUm?BFqB,v115@6gC8GeC8GeC8FeF8AeG8Jex6IvhFygBzcBOkBfqB0q?BlrB,v115@6gC8GeC8GeC8FeF8AeG8JeZ/IvhFqfBmbBzcB0gB3m?BFqB,v115@6gC8GeC8GeC8FeF8AeG8JeZ/IvhFGbB/hBaiBzfBUm?BFqB,v115@6gC8GeC8GeC8FeF8AeG8JeZ/IvhFVhBaiBUgBfqBTr?BGqB,v115@6gC8GeC8GeC8FeF8AeG8Jex6IvhFmcBKkBzfBFhBcq?B3rB,v115@6gC8GeC8GeC8FeF8AeG8JeZ/IvhFWgBicBzhBXgBUm?BFqB,v115@6gC8GeC8GeC8FeF8AeG8JeT6IvhF/gBRcBOmB8mBik?BFqB,v115@6gC8GeC8GeC8FeF8AeG8Jel6IvhFRcBKkBXgBmhBcq?BTrB,v115@6gC8GeC8GeC8FeF8AeG8JeR8IvhF/kBFgBmhBcqBTr?BipB,v115@6gC8GeC8GeC8FeF8AeG8Jei6IvhFRcBckBTgB2mB3m?BFqB,v115@6gC8GeC8GeC8FeF8AeG8Jex6IvhFTfB/lBFhB8mBim?BmpB,v115@6gC8GeC8GeC8FeF8AeG8Jei6IvhFRcBXhB8mBTkB2q?BFqB,v115@6gC8GeC8GeC8FeF8AeG8Jex6IvhF8gBzcB2kBlmB3k?BiqB,v115@6gC8GeC8GeC8FeF8AeG8JecAJvhF2hBTfBRmBikB3m?BFqB,v115@6gC8GeC8GeC8FeF8AeG8Jei6IvhFRcBFgB2mBTkBcq?B3rB
ZSILOTJ,X,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X
ZSILOJT,O,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X
ZSIJTLO,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZSIJTOL,O,O,O,O,X,X,X,O,X,O,X,O,O,X,X,X
ZSIJLTO,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
ZSIJLOT,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X
ZSIJOTL,O,O,O,X,O,X,X,X,X,X,X,O,O,X,X,X
ZSIJOLT,O,O,X,O,O,X,O,X,X,X,X,O,O,X,X,X
ZSIOTLJ,X,X,O,O,O,X,O,X,X,X,X,X,O,X,X,X
ZSIOTJL,X,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X
ZSIOLTJ,X,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X
ZSIOLJT,O,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X
ZSIOJTL,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X
ZSIOJLT,O,X,X,O,O,X,O,X,X,O,X,X,O,X,X,X
ZSLTIJO,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X
ZSLTIOJ,X,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X
ZSLTJIO,O,O,O,O,X,O,X,O,O,X,O,X,X,X,X,X
ZSLTJOI,O,O,O,O,X,O,X,O,O,O,X,O,X,X,X,X
ZSLTOIJ,X,O,O,O,X,O,X,O,O,X,O,X,X,X,X,X
ZSLTOJI,X,O,O,O,X,O,X,O,O,O,O,X,X,X,X,X
ZSLITJO,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X
ZSLITOJ,X,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X
ZSLIJTO,O,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X
ZSLIJOT,O,O,X,O,X,O,X,O,O,X,X,X,O,X,X,X
ZSLIOTJ,X,O,X,O,O,O,X,O,O,X,X,X,O,X,X,X
ZSLIOJT,O,X,X,O,O,O,X,O,O,X,X,X,O,X,X,X
ZSLJTIO,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X
ZSLJTOI,O,O,O,O,X,O,X,O,O,O,X,O,X,X,X,X
ZSLJITO,O,O,X,O,X,O,X,O,O,X,O,X,X,X,X,X
ZSLJIOT,O,O,X,O,X,O,X,O,O,X,X,X,O,X,X,X
ZSLJOTI,O,O,O,X,X,O,X,O,O,X,X,O,O,X,X,X
ZSLJOIT,O,O,X,O,X,O,X,O,O,X,X,O,O,X,X,X
ZSLOTIJ,X,O,O,O,O,O,X,O,O,X,X,X,O,X,X,X
ZSLOTJI,X,O,O,O,O,O,X,O,O,O,X,X,X,X,X,X
ZSLOITJ,X,O,X,O,O,O,X,O,O,X,X,X,O,X,X,X
ZSLOIJT,O,X,X,O,O,O,X,O,O,X,X,X,O,X,X,X
ZSLOJTI,O,O,O,X,X,O,X,O,O,O,X,X,O,X,X,X
ZSLOJIT,O,O,X,O,O,O,X,O,O,O,X,X,O,X,X,X
ZSJTILO,O,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X
ZSJTIOL,O,O,O,O,X,O,X,O,X,O,X,O,O,X,X,X
ZSJTLIO,O,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X
ZSJTLOI,O,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X
ZSJTOIL,O,O,O,O,X,O,X,O,X,O,O,O,O,X,X,X
ZSJTOLI,O,O,O,O,X,O,X,O,X,O,O,O,O,X,X,X
ZSJITLO,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
ZSJITOL,O,O,O,O,X,X,X,O,X,O,X,O,O,X,X,X
ZSJILTO,O,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X
ZSJILOT,O,O,X,O,X,O,X,X,O,X,X,X,O,X,X,X
ZSJIOTL,O,O,O,X,O,X,X,X,X,X,X,O,O,X,X,O
ZSJIOLT,O,O,X,O,O,X,O,X,X,X,X,O,O,X,X,O
ZSJLTIO,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X
ZSJLTOI,O,O,O,O,X,O,X,O,O,O,X,O,X,X,X,X
ZSJLITO,O,O,X,O,X,O,X,O,O,X,O,X,X,X,X,X
ZSJLIOT,O,O,X,O,X,O,X,O,O,X,X,X,O,X,X,X
ZSJLOTI,O,O,O,X,X,O,X,O,O,X,X,O,O,X,X,X
ZSJLOIT,O,O,X,O,X,O,X,O,O,X,X,O,O,X,X,X
ZSJOTIL,O,O,O,X,O,X,X,X,X,O,X,O,O,X,X,O
ZSJOTLI,O,O,O,X,O,X,X,X,X,O,X,O,O,X,X,O
ZSJOITL,O,O,O,X,O,X,X,X,X,O,X,O,O,X,X,O
ZSJOILT,O,O,X,O,O,X,O,X,X,O,X,O,O,X,X,O
ZSJOLTI,O,O,O,X,X,O,X,X,X,O,X,O,O,X,X,X
ZSJOLIT,O,O,X,O,O,O,O,X,X,O,X,O,O,X,X,O
ZSOTILJ,X,O,O,O,O,X,O,X,X,X,X,X,O,X,X,O
ZSOTIJL,X,O,O,O,O,O,O,X,X,O,X,X,X,X,X,X
ZSOTLIJ,X,O,O,O,O,O,O,X,X,X,X,X,O,X,X,O
ZSOTLJI,X,O,O,O,O,O,O,X,X,O,X,X,X,X,X,O
ZSOTJIL,X,O,O,O,O,O,O,X,X,O,X,O,O,X,X,O
ZSOTJLI,X,O,O,O,O,O,O,X,X,O,X,O,O,X,X,O
ZSOITLJ,X,X,O,O,O,X,O,X,X,X,X,X,O,X,X,X
ZSOITJL,X,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X
ZSOILTJ,X,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X
ZSOILJT,O,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X
ZSOIJTL,O,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X
ZSOIJLT,O,X,X,O,O,X,O,X,X,O,X,X,O,X,X,X
ZSOLTIJ,X,O,O,O,O,O,O,X,O,X,X,X,O,X,X,X
ZSOLTJI,X,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
ZSOLITJ,X,O,X,O,O,O,O,X,O,X,X,X,O,X,X,X
ZSOLIJT,O,X,X,O,O,O,O,X,O,X,X,X,O,X,X,X
ZSOLJTI,O,O,O,X,X,O,X,X,O,O,X,X,O,X,X,X
ZSOLJIT,O,O,X,O,O,O,O,X,O,O,X,X,O,X,X,O
ZSOJTIL,O,O,O,X,O,X,X,X,X,O,X,O,O,X,X,O
ZSOJTLI,O,O,O,X,O,X,X,X,X,O,X,O,O,X,X,O
ZSOJITL,O,O,O,X,O,X,X,X,X,O,X,O,O,X,X,O
ZSOJILT,O,O,X,O,O,X,O,X,O,O,X,O,O,X,X,O
ZSOJLTI,O,O,O,X,X,O,X,X,O,O,X,O,O,X,X,X
ZSOJLIT,O,O,X,O,O,O,O,X,O,O,X,O,O,X,X,O
ZOTILJS,X,X,X,O,X,X,O,X,X,X,O,X,O,X,X,O
ZOTILSJ,X,X,X,O,O,X,O,X,X,X,O,X,O,X,X,O
ZOTIJLS,O,X,X,O,X,O,O,X,X,X,O,X,O,X,X,O
ZOTIJSL,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,O
ZOTISLJ,O,X,X,O,O,X,O,O,X,X,O,X,O,X,X,O
ZOTISJL,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOTLIJS,X,X,X,O,X,O,O,O,O,X,O,X,O,X,X,O
ZOTLISJ,X,X,X,O,O,O,O,O,X,X,O,X,O,X,X,O
ZOTLJIS,X,X,X,O,X,O,O,O,O,X,O,X,O,X,X,O
ZOTLJSI,X,X,X,O,X,O,O,O,O,X,O,X,O,X,X,O
ZOTLSIJ,X,X,X,O,O,O,O,O,O,X,O,X,O,X,X,O
ZOTLSJI,X,X,X,O,O,O,O,O,O,X,O,X,X,X,X,O
ZOTJILS,O,X,X,O,X,O,O,X,O,X,O,X,O,X,X,O
ZOTJISL,O,X,X,O,X,X,O,O,X,O,O,X,X,X,X,O
ZOTJLIS,O,X,X,O,X,O,O,O,O,X,O,X,O,X,X,O
ZOTJLSI,O,X,X,O,X,O,O,O,O,X,O,X,O,X,X,O
ZOTJSIL,O,X,X,O,X,X,O,O,X,O,O,X,O,X,X,O
ZOTJSLI,O,X,X,O,X,X,O,O,X,O,O,X,O,X,X,O
ZOTSILJ,O,X,X,O,O,X,O,O,X,X,O,X,O,X,X,O
ZOTSIJL,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X
ZOTSLIJ,O,X,X,O,O,X,O,O,X,X,O,X,O,X,X,O
ZOTSLJI,O,X,X,O,O,X,O,O,X,O,O,X,X,X,X,O
ZOTSJIL,O,X,X,O,O,X,O,O,X,O,O,O,O,X,X,O
ZOTSJLI,O,X,X,O,O,X,O,O,X,O,O,O,O,X,X,O
ZOITLJS,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,O
ZOITLSJ,X,X,X,O,O,X,O,X,X,X,X,X,O,X,X,O
ZOITJLS,O,X,X,O,X,X,O,X,X,X,X,X,O,X,X,O
ZOITJSL,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
ZOITSLJ,O,X,X,O,O,X,O,O,X,X,X,X,O,X,X,O
ZOITSJL,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOILTJS,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X
ZOILTSJ,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X
ZOILJTS,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,O
ZOILJST,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X,O
ZOILSTJ,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X
ZOILSJT,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X
ZOIJTLS,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,O
ZOIJTSL,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,O
ZOIJLTS,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,O
ZOIJLST,O,X,X,X,X,X,O,X,O,O,X,X,O,X,X,O
ZOIJSTL,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,O
ZOIJSLT,O,X,X,O,X,X,O,X,O,O,X,X,O,X,X,O
ZOISTLJ,X,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X
ZOISTJL,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X
ZOISLTJ,X,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X
ZOISLJT,O,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X
ZOISJTL,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X
ZOISJLT,O,X,X,O,O,X,O,X,X,O,X,X,O,X,X,X
ZOLTIJS,X,X,X,X,X,O,O,O,O,X,O,X,O,X,X,O
ZOLTISJ,X,X,X,X,O,O,O,O,X,X,O,X,O,X,X,O
ZOLTJIS,X,X,X,X,X,O,O,O,O,X,O,X,O,X,X,O
ZOLTJSI,X,X,X,X,X,O,O,O,O,X,O,X,O,X,X,O
ZOLTSIJ,X,X,X,X,O,O,O,O,O,X,O,X,O,X,X,O
ZOLTSJI,X,X,X,X,O,O,O,O,O,X,O,X,X,X,X,O
ZOLITJS,X,X,X,X,X,O,O,O,O,X,X,X,O,X,X,X
ZOLITSJ,X,X,X,X,O,O,O,O,X,X,X,X,O,X,X,X
ZOLIJTS,X,X,X,X,X,O,O,X,O,X,X,X,O,X,X,O
ZOLIJST,X,X,X,X,X,O,O,O,O,X,X,X,O,X,X,O
ZOLISTJ,X,X,X,X,O,O,O,O,O,X,X,X,O,X,X,X
ZOLISJT,X,X,X,X,O,O,O,O,O,X,X,X,O,X,X,X
ZOLJTIS,X,X,X,X,X,O,O,O,O,X,X,X,O,X,X,O
ZOLJTSI,X,X,X,X,X,O,O,O,O,X,X,X,O,X,X,O
ZOLJITS,X,X,X,X,X,O,O,X,O,X,O,X,O,X,X,O
ZOLJIST,X,X,X,X,X,O,O,O,O,O,X,X,O,X,X,O
ZOLJSTI,X,X,X,X,X,O,X,O,O,O,X,X,O,X,X,X
ZOLJSIT,X,X,X,X,X,O,O,O,O,O,X,X,O,X,X,O
ZOLSTIJ,X,X,X,X,O,O,O,O,O,X,X,X,O,X,X,X
ZOLSTJI,X,X,X,X,O,O,O,O,O,O,X,X,X,X,X,X
ZOLSITJ,X,X,X,X,O,O,O,O,O,X,X,X,O,X,X,X
ZOLSIJT,X,X,X,X,O,O,O,O,O,X,X,X,O,X,X,X
ZOLSJTI,X,X,X,X,X,O,X,O,O,O,X,X,O,X,X,X
ZOLSJIT,X,X,X,X,O,O,O,O,O,O,X,X,O,X,X,O
ZOJTILS,O,X,X,X,X,X,O,X,O,X,O,X,O,X,X,O
ZOJTISL,O,X,X,X,X,X,O,O,X,O,O,O,X,X,X,O
ZOJTLIS,O,X,X,X,X,X,O,O,O,X,O,X,O,X,X,O
ZOJTLSI,O,X,X,X,X,X,O,O,O,X,O,X,O,X,X,O
ZOJTSIL,O,X,X,X,X,X,O,O,X,O,O,O,O,X,X,O
ZOJTSLI,O,X,X,X,X,X,O,O,X,O,O,O,O,X,X,O
ZOJITLS,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,O
ZOJITSL,O,X,X,X,X,X,O,O,X,O,X,O,X,X,X,O
ZOJILTS,O,X,X,X,X,X,O,X,O,X,O,X,O,X,X,O
ZOJILST,O,X,X,X,X,X,O,X,O,O,X,O,O,X,X,O
ZOJISTL,O,X,X,X,X,X,X,X,X,O,X,O,O,X,X,O
ZOJISLT,O,X,X,O,X,X,O,X,O,O,X,O,O,X,X,O
ZOJLTIS,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,O
ZOJLTSI,O,X,X,X,X,X,O,O,O,X,X,X,O,X,X,O
ZOJLITS,O,X,X,X,X,X,O,X,O,X,O,X,O,X,X,O
ZOJLIST,O,X,X,X,X,X,O,O,O,O,X,O,O,X,X,O
ZOJLSTI,O,X,X,X,X,X,X,O,O,O,X,O,O,X,X,X
ZOJLSIT,O,X,X,X,X,X,O,O,O,O,X,O,O,X,X,O
ZOJSTIL,O,X,X,X,X,X,X,X,X,O,X,O,O,X,X,O
ZOJSTLI,O,X,X,X,X,X,X,X,X,O,X,O,O,X,X,O
ZOJSITL,O,X,X,X,X,X,X,X,X,O,X,O,O,X,X,O
ZOJSILT,O,X,X,O,X,X,O,X,O,O,X,O,O,X,X,O
ZOJSLTI,O,X,X,X,X,X,X,X,O,O,X,O,O,X,X,X
ZOJSLIT,O,X,X,O,X,X,O,X,O,O,X,O,O,X,X,O
ZOSTILJ,X,X,X,O,O,X,O,X,X,X,X,X,O,X,X,O
ZOSTIJL,X,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X
ZOSTLIJ,X,X,X,O,O,O,O,X,X,X,X,X,O,X,X,O
ZOSTLJI,X,X,X,O,O,O,O,X,X,O,X,X,X,X,X,O
ZOSTJIL,X,X,X,O,O,O,O,X,X,O,X,O,O,X,X,O
ZOSTJLI,X,X,X,O,O,O,O,X,X,O,X,O,O,X,X,O
ZOSITLJ,X,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X
ZOSITJL,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X
ZOSILTJ,X,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X
ZOSILJT,O,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X
ZOSIJTL,O,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X
ZOSIJLT,O,X,X,O,O,X,O,X,X,O,X,X,O,X,X,X
ZOSLTIJ,X,X,X,O,O,O,O,X,O,X,X,X,O,X,X,X
ZOSLTJI,X,X,X,O,O,O,O,X,O,O,X,X,X,X,X,X
ZOSLITJ,X,X,X,O,O,O,O,X,O,X,X,X,O,X,X,X
ZOSLIJT,O,X,X,O,O,O,O,X,O,X,X,X,O,X,X,X
ZOSLJTI,O,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X
ZOSLJIT,O,X,X,O,O,O,O,X,O,O,X,X,O,X,X,O
ZOSJTIL,O,X,X,X,O,X,X,X,X,O,X,O,O,X,X,O
ZOSJTLI,O,X,X,X,O,X,X,X,X,O,X,O,O,X,X,O
ZOSJITL,O,X,X,X,O,X,X,X,X,O,X,O,O,X,X,O
ZOSJILT,O,X,X,O,O,X,O,X,O,O,X,O,O,X,X,O
ZOSJLTI,O,X,X,X,X,O,X,X,O,O,X,O,O,X,X,X
ZOSJLIT,O,X,X,O,O,O,O,X,O,O,X,O,O,X,X,O
OTILJSZ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTILJZS,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X
OTILSJZ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTILSZJ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTILZJS,X,O,O,O,X,X,O,X,X,X,O,X,X,X,O,X
OTILZSJ,X,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X
OTIJLSZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTIJLZS,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X
OTIJSLZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTIJSZL,O,O,X,O,O,X,X,X,X,X,O,X,X,X,O,X
OTIJZLS,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X
OTIJZSL,O,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X
OTISLJZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTISLZJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTISJLZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTISJZL,O,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X
OTISZLJ,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X
OTISZJL,O,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X
OTIZLJS,X,X,X,O,X,X,O,X,X,X,O,X,X,O,O,X
OTIZLSJ,X,X,X,O,O,X,O,X,X,X,O,X,X,O,X,X
OTIZJLS,O,X,X,O,X,X,O,X,X,X,O,X,X,O,O,X
OTIZJSL,O,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X
OTIZSLJ,O,X,X,O,O,X,O,X,X,X,O,X,X,O,X,X
OTIZSJL,O,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X
OTLIJSZ,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTLIJZS,X,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X
OTLISJZ,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
OTLISZJ,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
OTLIZJS,X,O,O,O,X,X,O,O,O,X,O,X,X,X,O,X
OTLIZSJ,X,O,O,O,O,X,O,O,X,X,O,X,X,X,X,X
OTLJISZ,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTLJIZS,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X,O
OTLJSIZ,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
OTLJSZI,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
OTLJZIS,X,O,X,O,X,X,X,O,O,X,O,X,O,X,X,X
OTLJZSI,X,O,X,O,X,X,X,O,O,X,O,X,O,X,X,X
OTLSIJZ,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
OTLSIZJ,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
OTLSJIZ,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X
OTLSJZI,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
OTLSZIJ,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
OTLSZJI,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X
OTLZIJS,X,O,O,O,X,X,O,O,O,X,O,X,O,O,O,X
OTLZISJ,X,O,O,O,O,X,O,O,X,X,O,X,O,O,X,X
OTLZJIS,X,O,O,O,X,X,O,O,O,X,O,X,O,O,X,O
OTLZJSI,X,O,O,O,X,X,O,O,O,X,O,X,O,O,X,X
OTLZSIJ,X,O,O,O,O,X,O,O,O,X,O,X,O,O,X,X
OTLZSJI,X,O,O,O,O,X,O,O,O,X,O,X,X,O,X,X
OTJILSZ,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTJILZS,X,O,X,O,X,X,X,X,O,X,O,X,X,X,O,O
OTJISLZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTJISZL,O,O,X,O,O,X,X,X,X,O,O,X,X,X,O,X
OTJIZLS,O,O,X,O,X,X,X,X,O,X,O,X,X,X,O,O
OTJIZSL,O,X,X,O,X,X,X,X,X,O,O,X,X,X,O,O
OTJLISZ,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTJLIZS,X,O,X,O,X,X,X,X,O,X,O,X,X,X,X,O
OTJLSIZ,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
OTJLSZI,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTJLZIS,X,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X
OTJLZSI,X,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X
OTJSILZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTJSIZL,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X
OTJSLIZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTJSLZI,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
OTJSZIL,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X
OTJSZLI,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X
OTJZILS,O,O,X,O,X,X,X,X,O,X,O,X,O,O,O,O
OTJZISL,O,X,X,O,X,X,X,X,X,O,O,X,X,X,O,O
OTJZLIS,O,O,X,O,X,X,X,X,O,X,O,X,O,O,X,O
OTJZLSI,O,O,X,O,X,X,X,X,O,X,O,X,O,O,X,O
OTJZSIL,O,O,X,O,X,X,X,X,X,O,O,X,O,X,X,O
OTJZSLI,O,O,X,O,X,X,X,X,X,O,O,X,O,X,X,O
OTSILJZ,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
OTSILZJ,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
OTSIJLZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTSIJZL,O,O,X,O,O,X,X,X,X,X,X,X,X,X,O,X
OTSIZLJ,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X
OTSIZJL,O,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X
OTSLIJZ,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
OTSLIZJ,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
OTSLJIZ,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
OTSLJZI,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
OTSLZIJ,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
OTSLZJI,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
OTSJILZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTSJIZL,O,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X
OTSJLIZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTSJLZI,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
OTSJZIL,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X
OTSJZLI,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X
OTSZILJ,O,O,O,O,O,X,X,O,X,X,O,X,X,O,X,X
OTSZIJL,O,O,O,O,O,X,X,X,X,O,X,X,X,X,O,X
OTSZLIJ,O,O,O,O,O,X,X,O,X,X,O,X,X,O,X,X
OTSZLJI,O,O,O,O,O,X,X,O,X,O,O,X,X,O,X,X
OTSZJIL,O,O,O,O,O,X,X,O,X,O,O,X,X,X,X,X
OTSZJLI,O,O,O,O,O,X,X,O,X,O,O,X,X,X,X,X
OTZILJS,X,X,X,O,X,X,O,X,X,X,O,X,O,O,O,O
OTZILSJ,X,X,X,O,O,X,O,X,X,X,O,X,O,O,X,O
OTZIJLS,O,X,X,O,X,X,O,X,X,X,O,X,O,O,O,O
OTZIJSL,O,X,X,O,X,X,O,X,X,X,O,X,X,X,O,O
OTZISLJ,O,X,X,O,O,X,O,O,X,X,O,X,O,O,X,O
OTZISJL,O,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X
OTZLIJS,X,O,O,O,X,X,O,O,O,X,O,X,O,O,O,O
OTZLISJ,X,O,O,O,O,X,O,O,X,X,O,X,O,O,X,O
OTZLJIS,X,O,O,O,X,X,O,O,O,X,O,X,O,O,X,O
OTZLJSI,X,O,O,O,X,X,O,O,O,X,O,X,O,O,X,O
OTZLSIJ,X,O,O,O,O,X,O,O,O,X,O,X,O,O,X,O
OTZLSJI,X,O,O,O,O,X,O,O,O,X,O,X,X,O,X,O
OTZJILS,O,O,X,O,X,X,O,X,O,X,O,X,O,O,O,O
OTZJISL,O,X,X,O,X,X,O,O,X,O,O,X,X,X,O,O
OTZJLIS,O,O,O,O,X,X,O,O,O,X,O,X,O,O,X,O
OTZJLSI,O,O,O,O,X,X,O,O,O,X,O,X,O,O,X,O
OTZJSIL,O,O,O,O,X,X,O,O,X,O,O,X,O,X,X,O
OTZJSLI,O,O,O,O,X,X,O,O,X,O,O,X,O,X,X,O
OTZSILJ,O,O,O,O,O,X,O,O,X,X,O,X,O,O,X,O
OTZSIJL,O,O,O,O,O,X,O,X,X,O,X,X,X,X,O,X
OTZSLIJ,O,O,O,O,O,X,O,O,X,X,O,X,O,O,X,O
OTZSLJI,O,O,O,O,O,X,O,O,X,O,O,X,X,O,X,O
OTZSJIL,O,O,O,O,O,X,O,O,X,O,O,X,O,X,X,O
