sequence,v115@6gC8FeD8FeE8EeF8DeD8Jei6IvhFRcB3fBGhBllBUq?BTrB,v115@6gC8FeD8FeE8EeF8DeD8Jem6IvhFRcBTfB3gBcmBFq?BSwB,v115@6gC8FeD8FeE8EeF8DeD8Je06IvhFlbB3cB2kBSqBTm?BxvB,v115@6gC8FeD8FeE8EeF8DeD8Jex6IvhF/kBUgBFhB+rBim?BTqB,v115@6gC8FeD8FeE8EeF8DeD8JeT6IvhFKgBRcBFhB0kB+r?B3qB,v115@6gC8FeD8FeE8EeF8DeD8JeK/IvhFzaBRcBGhB/rBFq?B0qB,v115@6gC8FeD8FeE8EeF8DeD8Jei6IvhFuhBRgB0kBllBTr?B3qB,v115@6gC8FeD8FeE8EeF8DeD8Jex6IvhFTfB/lBFhB+rBim?BUqB,v115@6gC8FeD8FeE8EeF8DeD8Jex6IvhFuhBifBfqBllBTr?B8qB,v115@6gC8FeD8FeE8EeF8DeD8JeT6IvhF/gBUcBumBlkByq?BxvB,v115@6gC8FeD8FeE8EeF8DeD8Jei6IvhFRcBFgB0kBGmB3q?BTrB,v115@6gC8FeD8FeE8EeF8DeD8JeT6IvhFxgB3hBlkBcqBml?BSwB,v115@6gC8FeD8FeE8EeF8DeD8JeR8IvhF/kBThB0lBFlBSw?BmpB,v115@6gC8FeD8FeE8EeF8DeD8JeT6IvhFibBUhBxkBFqBXr?BurB,v115@6gC8FeD8FeE8EeF8DeD8JeR8IvhFTfB0gBFqBXrB6r?BmpB
TJZSOIL,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X
TJZSOLI,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X
TJZOILS,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X
TJZOISL,X,X,O,X,X,X,O,O,X,X,X,O,X,X,X
TJZOLIS,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X
TJZOLSI,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TJZOSIL,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X
TJZOSLI,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X
TJOILSZ,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X
TJOILZS,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TJOISLZ,X,O,X,X,O,X,X,X,X,O,X,O,X,X,X
TJOISZL,X,X,X,O,O,X,X,X,X,O,X,O,X,X,X
TJOIZLS,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X
TJOIZSL,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X
TJOLISZ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TJOLIZS,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TJOLSIZ,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
TJOLSZI,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
TJOLZIS,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TJOLZSI,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TJOSILZ,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X
TJOSIZL,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
TJOSLIZ,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X
TJOSLZI,X,O,X,O,O,X,X,X,O,X,X,X,X,X,O
TJOSZIL,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X
TJOSZLI,X,X,X,O,O,X,O,X,O,X,X,X,X,X,O
TJOZILS,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X
TJOZISL,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X
TJOZLIS,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X
TJOZLSI,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
TJOZSIL,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
TJOZSLI,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
TSILJZO,X,X,O,X,X,O,X,X,X,O,X,X,X,X,O
TSILJOZ,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
TSILZJO,O,O,O,X,X,O,X,X,X,O,X,X,X,O,O
TSILZOJ,O,O,X,X,X,O,X,X,X,O,X,X,X,O,O
TSILOJZ,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
TSILOZJ,O,X,O,X,X,O,X,X,X,O,X,X,X,O,O
TSIJLZO,X,X,O,X,O,O,X,X,X,O,X,X,X,X,O
TSIJLOZ,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X
TSIJZLO,X,X,O,O,O,O,X,X,X,X,O,X,X,O,X
TSIJZOL,X,X,O,O,O,X,X,X,X,O,O,X,X,O,X
TSIJOLZ,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X
TSIJOZL,X,X,O,X,O,X,X,X,X,O,X,X,X,O,X
TSIZLJO,X,X,O,O,X,O,X,X,X,O,O,X,X,O,O
TSIZLOJ,X,X,X,X,X,O,X,X,X,O,O,X,X,O,O
TSIZJLO,X,X,O,O,O,O,X,X,X,X,O,X,X,O,X
TSIZJOL,X,X,O,O,O,O,X,X,X,O,O,X,X,O,X
TSIZOLJ,X,X,O,O,X,O,X,X,X,O,O,X,X,O,O
TSIZOJL,X,X,O,O,O,O,X,X,X,O,X,X,X,O,X
TSIOLJZ,X,O,O,X,X,O,X,X,X,O,X,O,X,X,X
TSIOLZJ,X,X,O,X,X,O,X,X,X,O,X,O,X,O,O
TSIOJLZ,X,O,O,X,X,O,X,X,X,O,X,O,X,X,X
TSIOJZL,X,X,O,O,X,X,X,X,X,O,X,O,X,O,X
TSIOZLJ,X,X,O,O,X,X,X,X,X,O,X,O,X,O,O
TSIOZJL,X,X,O,O,X,X,X,X,X,O,X,O,X,O,X
TSLIJZO,X,X,O,X,X,O,X,X,X,O,X,X,X,X,O
TSLIJOZ,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
TSLIZJO,O,O,O,X,X,O,X,X,X,O,X,X,X,O,O
TSLIZOJ,O,O,X,X,X,O,X,X,X,O,X,X,X,O,O
TSLIOJZ,O,O,O,X,X,O,X,X,X,O,X,O,X,X,X
TSLIOZJ,O,X,O,X,X,O,X,X,X,O,X,O,X,O,O
TSLJIZO,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
TSLJIOZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSLJZIO,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
TSLJZOI,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
TSLJOIZ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TSLJOZI,X,X,O,X,X,O,X,X,O,X,X,X,X,X,O
TSLZIJO,O,O,X,X,X,O,X,X,X,X,X,X,X,O,O
TSLZIOJ,O,O,X,X,X,O,X,X,X,X,X,X,X,O,O
TSLZJIO,O,O,O,X,X,O,X,X,X,X,X,X,X,O,O
TSLZJOI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,O
TSLZOIJ,O,O,X,X,X,O,X,X,X,O,X,X,O,O,O
TSLZOJI,O,O,X,X,X,O,X,X,X,X,X,X,O,X,O
TSLOIJZ,O,O,X,X,X,O,X,X,O,O,X,O,X,X,X
TSLOIZJ,O,X,X,X,X,O,X,X,X,O,X,O,O,X,O
TSLOJIZ,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
TSLOJZI,O,O,O,X,X,O,X,X,O,X,X,X,X,X,O
TSLOZIJ,O,O,X,X,X,O,X,X,X,O,X,X,O,X,O
TSLOZJI,O,O,X,X,X,O,X,X,O,X,X,X,O,X,O
TSJILZO,X,X,O,X,X,O,X,X,X,O,X,X,X,X,O
TSJILOZ,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
TSJIZLO,X,X,O,O,X,O,X,X,X,X,O,X,X,O,X
TSJIZOL,X,X,O,O,X,X,X,X,X,O,O,X,X,O,X
TSJIOLZ,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
TSJIOZL,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X
TSJLIZO,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
TSJLIOZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSJLZIO,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O
TSJLZOI,X,X,O,O,X,O,X,X,X,X,X,X,X,X,O
TSJLOIZ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TSJLOZI,X,X,O,X,X,O,X,X,O,X,X,X,X,X,O
TSJZILO,X,X,O,O,X,O,X,X,X,X,O,X,X,O,X
TSJZIOL,X,X,O,O,X,O,X,X,X,X,O,X,X,O,X
TSJZLIO,X,X,O,O,X,O,X,X,X,X,O,X,X,O,O
TSJZLOI,X,X,O,O,X,O,X,X,X,X,O,X,X,X,O
TSJZOIL,X,X,O,O,X,O,X,X,X,O,O,X,X,X,X
TSJZOLI,X,X,O,O,X,O,X,X,X,X,O,X,X,X,O
TSJOILZ,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X
TSJOIZL,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TSJOLIZ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TSJOLZI,X,X,X,O,X,O,X,X,O,X,X,X,X,X,O
TSJOZIL,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
TSJOZLI,X,X,O,O,X,X,X,X,O,X,X,X,X,X,O
TSZILJO,O,X,O,O,X,O,X,X,X,O,O,X,X,O,O
TSZILOJ,O,X,X,X,X,O,X,X,X,O,O,X,X,O,O
TSZIJLO,O,X,O,O,O,O,X,X,X,X,O,X,X,O,X
TSZIJOL,O,X,O,O,O,O,X,X,X,O,O,X,X,O,X
TSZIOLJ,O,X,O,O,X,O,X,X,X,O,O,O,X,O,O
TSZIOJL,X,X,O,O,O,O,X,X,X,O,X,O,X,O,X
TSZLIJO,O,X,X,O,X,O,X,X,X,X,O,X,X,O,O
TSZLIOJ,O,X,X,X,X,O,X,X,X,X,O,O,X,O,O
TSZLJIO,O,X,O,O,X,O,X,X,X,X,O,X,X,O,O
TSZLJOI,O,X,O,O,X,O,X,X,X,X,O,X,X,X,O
TSZLOIJ,O,X,X,X,X,O,X,X,X,O,O,O,X,O,O
TSZLOJI,O,X,X,X,X,O,X,X,X,X,O,X,X,X,O
TSZJILO,O,X,O,O,X,O,X,X,X,X,O,X,X,O,X
TSZJIOL,O,X,O,O,X,O,X,X,X,X,O,X,X,O,X
TSZJLIO,O,X,O,O,X,O,X,X,X,X,O,X,X,O,O
TSZJLOI,O,X,O,O,X,O,X,X,X,X,O,X,X,X,O
TSZJOIL,O,X,O,O,X,O,X,X,X,O,O,X,X,X,X
TSZJOLI,O,X,O,O,X,O,X,X,X,X,O,X,X,X,O
TSZOILJ,O,X,X,O,X,O,X,X,X,O,O,O,X,O,O
TSZOIJL,O,X,X,O,O,O,X,X,X,O,X,O,X,O,X
TSZOLIJ,O,X,X,O,X,O,X,X,X,O,O,O,X,O,O
TSZOLJI,O,X,X,O,X,O,X,X,X,X,O,X,X,X,O
TSZOJIL,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X
TSZOJLI,O,X,X,O,X,O,X,X,X,X,O,X,X,X,O
TSOILJZ,O,O,O,X,X,O,X,X,O,O,X,O,X,X,X
TSOILZJ,O,X,O,X,X,O,X,X,X,O,X,O,X,O,O
TSOIJLZ,O,O,O,X,X,O,X,X,O,O,X,O,X,X,X
TSOIJZL,O,X,O,O,X,X,X,X,X,O,X,O,X,O,X
TSOIZLJ,O,X,O,O,X,X,X,X,X,O,X,O,X,O,O
TSOIZJL,X,X,O,O,X,X,X,X,X,O,X,O,X,O,X
TSOLIJZ,O,O,X,X,X,O,X,X,O,O,X,O,X,X,X
TSOLIZJ,O,X,X,X,X,O,X,X,X,O,X,O,X,X,O
TSOLJIZ,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
TSOLJZI,O,O,O,X,X,O,X,X,O,X,X,X,X,X,O
TSOLZIJ,O,O,X,X,X,O,X,X,X,O,X,X,X,X,O
TSOLZJI,O,O,X,X,X,O,X,X,O,X,X,X,X,X,O
TSOJILZ,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X
TSOJIZL,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TSOJLIZ,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
TSOJLZI,O,O,X,O,X,O,X,X,O,X,X,X,X,X,O
TSOJZIL,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X
TSOJZLI,O,X,O,O,X,X,X,X,O,X,X,X,X,X,O
TSOZILJ,O,X,X,O,X,O,X,X,X,O,X,O,X,O,O
TSOZIJL,O,X,X,O,X,O,X,X,X,O,X,O,X,O,X
TSOZLIJ,O,X,X,O,X,O,X,X,X,O,X,O,X,O,O
TSOZLJI,O,X,X,O,X,O,X,X,O,X,X,X,X,X,O
TSOZJIL,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X
TSOZJLI,O,X,X,O,X,O,X,X,O,X,X,X,X,X,O
TZILJSO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
TZILJOS,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
TZILSJO,O,O,X,X,X,O,X,X,X,O,O,X,X,X,X
TZILSOJ,O,O,X,X,X,O,X,X,X,O,O,O,X,X,X
TZILOJS,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
TZILOSJ,X,O,X,X,O,O,X,X,X,O,O,O,X,X,X
TZIJLSO,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
TZIJLOS,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TZIJSLO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZIJSOL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZIJOLS,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
TZIJOSL,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TZISLJO,O,X,X,X,X,O,X,X,X,O,O,X,X,O,O
TZISLOJ,O,X,X,X,X,O,X,X,X,O,O,X,X,O,O
TZISJLO,O,X,X,X,O,O,X,X,X,X,O,X,X,O,X
TZISJOL,O,X,X,X,O,X,X,X,X,O,O,X,X,O,X
TZISOLJ,O,X,X,X,X,X,X,X,X,O,O,O,X,O,X
TZISOJL,X,X,X,X,O,X,X,X,X,O,X,O,X,O,X
TZIOLJS,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X
TZIOLSJ,O,X,X,X,O,X,X,X,X,O,O,O,X,X,X
TZIOJLS,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X
TZIOJSL,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TZIOSLJ,O,X,X,X,X,X,X,X,X,O,X,O,X,O,X
TZIOSJL,O,X,X,X,X,X,X,X,X,O,X,O,X,O,X
TZLIJSO,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
TZLIJOS,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X
TZLISJO,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X
TZLISOJ,O,O,X,X,O,O,X,X,X,X,O,O,X,X,X
TZLIOJS,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
TZLIOSJ,X,O,X,X,O,O,X,X,X,X,O,O,X,X,X
TZLJISO,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X
TZLJIOS,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X
TZLJSIO,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X
TZLJSOI,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X
TZLJOIS,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X
TZLJOSI,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
TZLSIJO,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X
TZLSIOJ,O,O,X,X,O,O,X,X,X,X,O,O,X,X,X
TZLSJIO,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X
TZLSJOI,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X
TZLSOIJ,O,O,X,X,O,O,X,X,X,X,O,O,X,X,X
TZLSOJI,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X
TZLOIJS,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X
TZLOISJ,X,O,X,X,O,O,O,X,X,X,O,O,X,X,X
TZLOJIS,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X
TZLOJSI,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
TZLOSIJ,X,O,X,X,O,O,O,X,X,X,O,O,X,X,X
TZLOSJI,X,O,X,X,O,O,O,X,X,X,O,X,X,X,X
TZJILSO,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
TZJILOS,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TZJISLO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZJISOL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZJIOLS,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X
TZJIOSL,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TZJLISO,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
TZJLIOS,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X
TZJLSIO,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
TZJLSOI,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
TZJLOIS,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X
TZJLOSI,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TZJSILO,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
TZJSIOL,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X
TZJSLIO,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
TZJSLOI,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X
TZJSOIL,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X
TZJSOLI,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X
TZJOILS,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X
TZJOISL,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X
TZJOLIS,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X
TZJOLSI,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TZJOSIL,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X
TZJOSLI,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X
TZSILJO,O,X,X,X,X,O,X,X,X,O,O,X,X,O,O
TZSILOJ,O,X,X,X,X,O,X,X,X,O,O,X,X,O,O
TZSIJLO,O,X,X,X,O,O,X,X,X,X,O,X,X,O,X
TZSIJOL,O,X,X,X,O,O,X,X,X,O,O,X,X,O,X
TZSIOLJ,O,X,X,X,X,O,X,O,X,O,O,O,X,O,O
TZSIOJL,X,X,X,X,O,O,X,O,X,O,X,O,X,O,X
TZSLIJO,O,X,X,X,X,O,X,X,X,X,O,X,X,O,O
TZSLIOJ,O,X,X,X,X,O,X,X,X,X,O,O,X,O,O
TZSLJIO,O,X,X,X,X,O,X,X,X,X,O,X,X,O,O
TZSLJOI,O,X,X,X,X,O,X,X,X,X,O,X,X,X,O
TZSLOIJ,O,X,X,X,X,O,X,O,X,O,O,O,X,O,O
TZSLOJI,O,X,X,X,X,O,X,O,X,X,O,X,X,X,O
TZSJILO,O,X,X,X,X,O,X,X,X,X,O,X,X,O,X
TZSJIOL,O,X,X,X,X,O,X,O,X,X,O,X,X,O,X
TZSJLIO,O,X,X,X,X,O,X,X,X,X,O,X,X,O,O
TZSJLOI,O,X,X,X,X,O,X,O,X,X,O,X,X,X,O
TZSJOIL,O,X,X,X,X,O,X,O,X,O,O,X,X,X,X
TZSJOLI,O,X,X,X,X,O,X,O,X,X,O,X,X,X,O
TZSOILJ,O,X,X,X,X,O,X,O,X,O,O,O,X,O,O
TZSOIJL,O,X,X,X,O,O,X,O,X,O,X,O,X,O,X
TZSOLIJ,O,X,X,X,X,O,X,O,X,O,O,O,X,O,O
TZSOLJI,O,X,X,X,X,O,X,O,X,X,O,X,X,X,O
TZSOJIL,O,X,X,X,X,O,X,O,X,O,O,X,X,X,X
TZSOJLI,O,X,X,X,X,O,X,O,X,X,O,X,X,X,O
TZOILJS,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
TZOILSJ,O,X,X,X,O,X,O,X,X,O,O,O,X,X,X
TZOIJLS,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
TZOIJSL,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X
TZOISLJ,O,X,X,X,X,X,O,O,X,O,X,O,X,X,X
TZOISJL,O,X,X,X,X,X,O,O,X,O,X,O,X,X,X
TZOLIJS,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
TZOLISJ,O,O,X,X,O,X,O,X,X,X,O,O,X,X,X
TZOLJIS,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
TZOLJSI,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
TZOLSIJ,O,O,X,X,O,X,O,X,X,X,O,O,X,X,X
TZOLSJI,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X
TZOJILS,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
TZOJISL,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X
TZOJLIS,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X
TZOJLSI,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
TZOJSIL,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X
TZOJSLI,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X
TZOSILJ,O,X,X,X,X,X,O,O,X,O,O,O,X,X,O
TZOSIJL,O,X,X,X,O,X,O,O,X,O,X,O,X,X,X
TZOSLIJ,O,X,X,X,X,X,O,O,X,O,O,O,X,X,O
TZOSLJI,O,X,X,X,X,X,O,O,X,X,O,X,X,X,O
TZOSJIL,O,X,X,X,X,X,O,O,X,O,O,X,X,X,X
TZOSJLI,O,X,X,X,X,X,O,O,X,X,O,X,X,X,O
TOILJSZ,O,O,X,X,X,O,X,X,X,O,X,O,X,X,X
TOILJZS,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TOILSJZ,O,O,X,X,X,O,X,X,X,O,X,O,X,X,X
TOILSZJ,O,X,X,X,X,O,X,X,X,O,X,O,X,O,X
TOILZJS,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TOILZSJ,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X
TOIJLSZ,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X
TOIJLZS,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TOIJSLZ,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X
TOIJSZL,O,X,X,X,X,X,X,X,X,O,X,O,X,O,X
TOIJZLS,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
TOIJZSL,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X
TOISLJZ,O,O,X,X,X,O,X,X,X,O,X,O,X,X,X
TOISLZJ,O,X,X,X,X,O,X,X,X,O,X,O,X,O,O
TOISJLZ,O,O,X,X,X,O,X,X,X,O,X,O,X,X,X
TOISJZL,O,X,X,X,X,X,X,X,X,O,X,O,X,O,X
TOISZLJ,O,X,X,X,X,X,X,X,X,O,X,O,X,O,O
TOISZJL,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X
TOIZLJS,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
TOIZLSJ,O,X,X,X,X,X,O,X,X,O,X,O,X,X,X
TOIZJLS,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
TOIZJSL,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X
TOIZSLJ,O,X,X,X,X,X,O,O,X,O,X,O,X,O,X
TOIZSJL,O,X,X,X,X,X,O,O,X,O,X,O,X,O,X
TOLIJSZ,O,O,X,X,X,O,X,X,X,O,X,O,X,X,X
TOLIJZS,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TOLISJZ,O,O,X,X,X,O,X,X,X,O,X,O,X,X,X
TOLISZJ,O,X,X,X,X,O,X,X,X,O,X,O,X,X,X
TOLIZJS,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TOLIZSJ,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X
TOLJISZ,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X
TOLJIZS,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TOLJSIZ,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
TOLJSZI,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
TOLJZIS,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TOLJZSI,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TOLSIJZ,O,O,X,X,X,O,X,X,O,O,X,O,X,X,X
TOLSIZJ,O,X,X,X,X,O,X,X,X,O,X,O,X,X,O
TOLSJIZ,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
TOLSJZI,O,O,X,X,X,O,X,X,O,X,X,X,X,X,O
TOLSZIJ,O,O,X,X,X,O,X,X,X,O,X,X,X,X,O
TOLSZJI,O,O,X,X,X,O,X,X,O,X,X,X,X,X,O
TOLZIJS,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
TOLZISJ,X,O,X,X,X,O,O,X,X,X,X,O,X,X,X
TOLZJIS,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
TOLZJSI,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TOLZSIJ,X,O,X,X,X,O,O,X,X,X,X,O,X,X,X
TOLZSJI,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
TOJILSZ,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X
TOJILZS,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TOJISLZ,O,O,X,X,X,X,X,X,X,O,X,O,X,X,X
TOJISZL,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X
TOJIZLS,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
TOJIZSL,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X
TOJLISZ,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TOJLIZS,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TOJLSIZ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
TOJLSZI,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X
TOJLZIS,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TOJLZSI,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TOJSILZ,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X
TOJSIZL,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TOJSLIZ,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
TOJSLZI,O,O,X,O,X,X,X,X,O,X,X,X,X,X,O
TOJSZIL,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X
TOJSZLI,O,X,X,O,X,X,O,X,O,X,X,X,X,X,O
TOJZILS,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
TOJZISL,O,X,X,X,X,X,O,O,X,X,X,O,X,X,X
TOJZLIS,X,O,X,X,X,X,O,X,X,X,X,O,X,X,X
TOJZLSI,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TOJZSIL,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
TOJZSLI,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
TOSILJZ,O,O,X,X,X,O,X,X,O,O,X,O,X,X,X
TOSILZJ,O,X,X,X,X,O,X,X,X,O,X,O,X,O,O
TOSIJLZ,O,O,X,X,X,O,X,X,O,O,X,O,X,X,X
