sequence,v115@1gB8HeA8GeD8FeE8AeA8CeE8AeD8JeT6IvhFXcB5jB?FiB8nB6rBmsB,v115@1gB8HeA8GeD8FeE8AeA8CeE8AeD8JeT6IvhFXcBxdB?UiBGjB6rBVyB,v115@1gB8HeA8GeD8FeE8AeA8CeE8AeD8JeT6IvhFXcBldB?5jBUiBeoB6rB,v115@1gB8HeA8GeD8FeE8AeA8CeE8AeD8JeT6IvhFXcB0dB?6jBxmBVtBurB,v115@1gB8HeA8GeD8FeE8AeA8CeE8AeD8JeT6IvhFXcBxdB?8nB+oBlmBCsB,v115@1gB8HeA8GeD8FeE8AeA8CeE8AeD8JeT6IvhFXcBxdB?FiB8nB+oB6rB,v115@1gB8HeA8GeD8FeE8AeA8CeE8AeD8JeT6IvhF5jBFhB?XiB8nB6rBmsB,v115@1gB8HeA8GeD8FeE8AeA8CeE8AeD8JeT6IvhFxdBFhB?XiB8nB+oB6rB,v115@1gB8HeA8GeD8FeE8AeA8CeE8AeD8JeT6IvhFxcBFhB?0iB6oBurBXtB
SOZTJIL,X,O,O,X,O,X,O,X,X
SOZTJLI,X,O,O,O,O,X,X,X,X
SOZITLJ,X,O,X,O,X,X,O,X,X
SOZITJL,X,O,X,O,X,X,O,X,X
SOZILTJ,O,O,X,X,X,X,O,X,X
SOZILJT,O,X,X,X,X,X,X,X,X
SOZIJTL,X,O,O,X,X,X,O,X,X
SOZIJLT,X,X,O,X,X,X,X,X,X
SOZLTIJ,O,O,X,X,X,X,O,X,X
SOZLTJI,O,O,X,X,X,X,X,X,X
SOZLITJ,O,O,X,X,X,X,O,X,X
SOZLIJT,O,X,X,X,X,X,X,X,X
SOZLJTI,O,X,O,X,X,X,X,X,X
SOZLJIT,O,X,O,X,X,X,X,X,X
SOZJTIL,X,O,O,X,O,O,O,X,X
SOZJTLI,X,O,O,X,O,O,X,X,X
SOZJITL,X,O,O,X,O,O,O,X,X
SOZJILT,X,X,O,X,O,O,X,X,X
SOZJLTI,X,X,O,X,X,O,X,X,X
SOZJLIT,X,X,O,X,O,O,X,X,X
ZTILJSO,O,X,X,O,X,X,X,X,X
ZTILJOS,O,X,X,O,X,X,X,X,X
ZTILSJO,O,X,X,O,X,X,X,X,X
ZTILSOJ,O,O,X,O,X,X,O,X,X
ZTILOJS,O,X,X,O,X,X,X,X,X
ZTILOSJ,O,O,X,O,X,X,O,X,X
ZTIJLSO,X,O,X,O,X,X,X,X,X
ZTIJLOS,X,O,X,O,X,X,X,X,X
ZTIJSLO,X,O,X,O,X,X,X,X,X
ZTIJSOL,X,O,X,O,X,X,O,X,X
ZTIJOLS,X,O,X,O,X,X,X,X,X
ZTIJOSL,X,O,X,O,X,X,O,X,X
ZTISLJO,X,X,X,O,X,X,X,X,X
ZTISLOJ,X,O,X,O,X,X,O,X,X
ZTISJLO,X,O,X,O,X,X,X,X,X
ZTISJOL,X,O,X,O,X,X,O,X,X
ZTISOLJ,X,O,X,O,X,X,O,X,X
ZTISOJL,X,O,X,O,X,X,O,X,X
ZTIOLJS,O,X,X,O,X,X,X,X,X
ZTIOLSJ,O,O,X,O,X,X,O,X,X
ZTIOJLS,X,O,X,O,X,X,X,X,X
ZTIOJSL,X,O,X,O,X,X,O,X,X
ZTIOSLJ,X,O,X,O,X,X,O,X,X
ZTIOSJL,X,O,X,O,X,X,O,X,X
ZTLIJSO,O,O,X,O,X,X,X,X,X
ZTLIJOS,O,O,X,O,X,X,X,X,X
ZTLISJO,O,O,X,O,X,X,X,X,X
ZTLISOJ,O,O,X,O,X,X,O,X,X
ZTLIOJS,O,O,X,O,X,X,X,X,X
ZTLIOSJ,O,O,X,O,X,X,O,X,X
ZTLJISO,O,O,X,O,X,X,X,X,X
ZTLJIOS,O,O,X,O,X,X,X,X,X
ZTLJSIO,O,O,X,X,X,X,X,X,X
ZTLJSOI,O,O,X,O,X,X,X,X,X
ZTLJOIS,O,O,X,O,X,X,X,X,X
ZTLJOSI,O,O,X,O,X,X,X,X,X
ZTLSIJO,O,O,X,O,X,X,X,X,X
ZTLSIOJ,O,O,X,O,X,X,O,X,X
ZTLSJIO,O,O,X,X,X,X,X,X,X
ZTLSJOI,O,O,X,O,X,X,X,X,X
ZTLSOIJ,O,O,X,O,X,X,O,X,X
ZTLSOJI,O,O,X,O,X,X,X,X,X
ZTLOIJS,O,O,X,O,X,X,X,X,X
ZTLOISJ,O,O,X,O,X,X,O,X,X
ZTLOJIS,O,O,X,O,X,X,X,X,X
ZTLOJSI,O,O,X,O,X,X,X,X,X
ZTLOSIJ,O,O,X,O,X,X,O,X,X
ZTLOSJI,O,O,X,O,X,X,X,X,X
ZTJILSO,X,O,O,O,O,X,X,X,X
ZTJILOS,X,O,O,O,O,X,X,X,X
ZTJISLO,X,O,O,O,O,X,X,O,X
ZTJISOL,X,O,O,O,O,X,O,O,X
ZTJIOLS,X,O,O,O,O,X,X,X,X
ZTJIOSL,X,O,O,O,O,X,O,O,X
ZTJLISO,X,O,O,O,O,X,X,X,X
ZTJLIOS,X,O,O,O,O,X,X,X,X
ZTJLSIO,X,O,O,X,O,X,X,O,X
ZTJLSOI,X,O,O,O,O,X,X,O,X
ZTJLOIS,X,O,O,O,O,X,X,X,X
ZTJLOSI,X,O,O,O,O,X,X,O,X
ZTJSILO,X,O,O,X,O,X,X,O,X
ZTJSIOL,X,O,O,X,O,X,O,O,X
ZTJSLIO,X,O,O,X,O,X,X,O,X
ZTJSLOI,X,O,O,O,O,X,X,O,X
ZTJSOIL,X,O,O,X,O,X,O,O,X
ZTJSOLI,X,O,O,O,O,X,X,O,X
ZTJOILS,X,O,O,O,O,X,X,X,X
ZTJOISL,X,O,O,O,O,X,O,O,X
ZTJOLIS,X,O,O,O,O,X,X,X,X
ZTJOLSI,X,O,O,O,O,X,X,O,X
ZTJOSIL,X,O,O,X,O,X,O,O,X
ZTJOSLI,X,O,O,O,O,X,X,O,X
ZTSILJO,X,X,X,O,X,X,X,X,X
ZTSILOJ,X,O,X,O,X,X,O,X,X
ZTSIJLO,X,O,X,O,X,X,X,X,X
ZTSIJOL,X,O,X,O,X,X,O,X,X
ZTSIOLJ,X,O,X,O,X,X,O,X,X
ZTSIOJL,X,O,X,O,X,X,O,X,X
ZTSLIJO,X,X,X,O,X,X,X,X,X
ZTSLIOJ,X,O,X,O,X,X,O,X,X
ZTSLJIO,X,O,X,X,X,X,X,X,X
ZTSLJOI,X,O,X,O,X,X,X,X,X
ZTSLOIJ,X,O,X,O,X,X,O,X,X
ZTSLOJI,X,O,X,O,X,X,X,X,X
ZTSJILO,X,O,O,X,O,X,X,X,X
ZTSJIOL,X,O,O,X,O,X,O,X,X
ZTSJLIO,X,O,O,X,O,X,X,X,X
ZTSJLOI,X,O,O,O,O,X,X,X,X
ZTSJOIL,X,O,O,X,O,X,O,X,X
ZTSJOLI,X,O,O,O,O,X,X,X,X
ZTSOILJ,X,O,X,O,X,X,O,X,X
ZTSOIJL,X,O,X,O,X,X,O,X,X
ZTSOLIJ,X,O,X,O,X,X,O,X,X
ZTSOLJI,X,O,X,O,X,X,X,X,X
ZTSOJIL,X,O,O,X,O,X,O,X,X
ZTSOJLI,X,O,O,O,O,X,X,X,X
ZTOILJS,O,X,X,O,X,X,X,X,X
ZTOILSJ,O,O,X,O,X,X,O,X,X
ZTOIJLS,X,O,X,O,X,X,X,X,X
ZTOIJSL,X,O,X,O,X,X,O,X,X
ZTOISLJ,X,O,X,O,X,X,O,X,X
ZTOISJL,X,O,X,O,X,X,O,X,X
ZTOLIJS,O,O,X,O,X,X,X,X,X
ZTOLISJ,O,O,X,O,X,X,O,X,X
ZTOLJIS,O,O,X,O,X,X,X,X,X
ZTOLJSI,O,O,X,O,X,X,X,X,X
ZTOLSIJ,O,O,X,O,X,X,O,X,X
ZTOLSJI,O,O,X,O,X,X,X,X,X
ZTOJILS,X,O,O,O,O,X,X,X,X
ZTOJISL,X,O,O,O,O,X,O,O,X
ZTOJLIS,X,O,O,O,O,X,X,X,X
ZTOJLSI,X,O,O,O,O,X,X,O,X
ZTOJSIL,X,O,O,X,O,X,O,O,X
ZTOJSLI,X,O,O,O,O,X,X,O,X
ZTOSILJ,X,O,X,O,X,X,O,X,X
ZTOSIJL,X,O,X,O,X,X,O,X,X
ZTOSLIJ,X,O,X,O,X,X,O,X,X
ZTOSLJI,X,O,X,O,X,X,X,X,X
ZTOSJIL,X,O,O,X,O,X,O,X,X
ZTOSJLI,X,O,O,O,O,X,X,X,X
ZITLJSO,O,X,X,O,X,X,X,X,X
ZITLJOS,O,X,X,O,X,X,X,X,X
ZITLSJO,O,X,X,O,X,X,X,X,X
ZITLSOJ,O,O,X,O,X,X,O,X,X
ZITLOJS,O,X,X,O,X,X,X,X,X
ZITLOSJ,O,O,X,O,X,X,O,X,X
ZITJLSO,X,O,X,O,X,X,X,X,X
ZITJLOS,X,O,X,O,X,X,X,X,X
ZITJSLO,X,O,X,O,X,X,X,X,X
ZITJSOL,X,O,X,O,X,X,O,X,X
ZITJOLS,X,O,X,O,X,X,X,X,X
ZITJOSL,X,O,X,O,X,X,O,X,X
ZITSLJO,X,X,X,O,X,X,X,X,X
ZITSLOJ,X,O,X,O,X,X,O,X,X
ZITSJLO,X,O,X,O,X,X,X,X,X
ZITSJOL,X,O,X,O,X,X,O,X,X
ZITSOLJ,X,O,X,O,X,X,O,X,X
ZITSOJL,X,O,X,O,X,X,O,X,X
ZITOLJS,O,X,X,O,X,X,X,X,X
ZITOLSJ,O,O,X,O,X,X,O,X,X
ZITOJLS,X,O,X,O,X,X,X,X,X
ZITOJSL,X,O,X,O,X,X,O,X,X
ZITOSLJ,X,O,X,O,X,X,O,X,X
ZITOSJL,X,O,X,O,X,X,O,X,X
ZILTJSO,O,X,X,X,X,X,X,X,X
ZILTJOS,O,X,X,X,X,X,X,X,X
ZILTSJO,O,X,X,X,X,X,X,X,X
ZILTSOJ,O,X,X,X,X,X,O,X,X
ZILTOJS,O,X,X,X,X,X,X,X,X
ZILTOSJ,O,X,X,X,X,X,O,X,X
ZILJTSO,O,X,O,X,X,X,X,X,X
ZILJTOS,O,X,O,X,X,X,X,X,X
ZILJSTO,O,X,O,X,X,X,X,X,X
ZILJSOT,O,X,O,X,X,X,X,X,X
ZILJOTS,O,X,O,X,X,X,X,X,X
ZILJOST,O,X,O,X,X,X,X,X,X
ZILSTJO,O,X,X,X,X,X,X,X,X
ZILSTOJ,O,X,X,X,X,X,O,X,X
ZILSJTO,O,X,O,X,X,X,X,X,X
ZILSJOT,O,X,O,X,X,X,X,X,X
ZILSOTJ,O,O,X,X,X,X,O,X,X
ZILSOJT,O,X,O,X,X,X,X,X,X
ZILOTJS,O,X,X,X,X,X,X,X,X
ZILOTSJ,O,X,X,X,X,X,O,X,X
ZILOJTS,O,X,O,X,X,X,X,X,X
ZILOJST,O,X,O,X,X,X,X,X,X
ZILOSTJ,O,O,X,X,X,X,O,X,X
ZILOSJT,O,X,O,X,X,X,X,X,X
ZIJTLSO,X,X,O,X,X,X,X,X,X
ZIJTLOS,X,X,O,X,X,X,X,X,X
ZIJTSLO,X,X,O,X,X,X,X,X,X
ZIJTSOL,X,X,O,X,X,X,O,X,X
ZIJTOLS,X,X,O,X,X,X,X,X,X
ZIJTOSL,X,X,O,X,X,X,O,X,X
ZIJLTSO,O,X,O,X,X,X,X,X,X
ZIJLTOS,O,X,O,X,X,X,X,X,X
ZIJLSTO,O,X,O,X,X,X,X,X,X
ZIJLSOT,O,X,O,X,X,X,X,X,X
ZIJLOTS,O,X,O,X,X,X,X,X,X
ZIJLOST,O,X,O,X,X,X,X,X,X
ZIJSTLO,X,X,O,X,X,X,X,X,X
ZIJSTOL,X,X,O,X,X,X,O,X,X
ZIJSLTO,X,X,O,X,X,X,X,X,X
ZIJSLOT,X,X,O,X,X,X,X,X,X
ZIJSOTL,X,O,O,X,X,X,O,X,X
ZIJSOLT,X,X,O,X,X,X,X,X,X
ZIJOTLS,X,X,O,X,X,X,X,X,X
ZIJOTSL,X,X,O,X,X,X,O,X,X
ZIJOLTS,O,X,O,X,X,X,X,X,X
ZIJOLST,O,X,O,X,X,X,X,X,X
ZIJOSTL,X,O,O,X,X,X,O,X,X
ZIJOSLT,X,X,O,X,X,X,X,X,X
ZISTLJO,X,X,X,O,X,X,X,X,X
ZISTLOJ,X,O,X,O,X,X,O,X,X
ZISTJLO,X,O,X,O,X,X,X,X,X
ZISTJOL,X,O,X,O,X,X,O,X,X
ZISTOLJ,X,O,X,O,X,X,O,X,X
ZISTOJL,X,O,X,O,X,X,O,X,X
ZISLTJO,O,X,X,X,X,X,X,X,X
ZISLTOJ,O,X,X,X,X,X,O,X,X
ZISLJTO,O,X,X,X,X,X,X,X,X
ZISLJOT,O,X,X,X,X,X,X,X,X
ZISLOTJ,O,O,X,X,X,X,O,X,X
ZISLOJT,O,X,X,X,X,X,X,X,X
ZISJTLO,X,X,O,X,X,X,X,X,X
ZISJTOL,X,X,O,X,X,X,O,X,X
ZISJLTO,X,X,O,X,X,X,X,X,X
ZISJLOT,X,X,O,X,X,X,X,X,X
ZISJOTL,X,O,O,X,X,X,O,X,X
ZISJOLT,X,X,O,X,X,X,X,X,X
ZISOTLJ,X,O,X,O,X,X,O,X,X
ZISOTJL,X,O,X,O,X,X,O,X,X
ZISOLTJ,O,O,X,X,X,X,O,X,X
ZISOLJT,O,X,X,X,X,X,X,X,X
ZISOJTL,X,O,O,X,X,X,O,X,X
ZISOJLT,X,X,O,X,X,X,X,X,X
ZIOTLJS,O,X,X,O,X,X,X,X,X
ZIOTLSJ,O,O,X,O,X,X,O,X,X
ZIOTJLS,X,O,X,O,X,X,X,X,X
ZIOTJSL,X,O,X,O,X,X,O,X,X
ZIOTSLJ,X,O,X,O,X,X,O,X,X
ZIOTSJL,X,O,X,O,X,X,O,X,X
ZIOLTJS,O,X,X,X,X,X,X,X,X
ZIOLTSJ,O,X,X,X,X,X,O,X,X
ZIOLJTS,O,X,O,X,X,X,X,X,X
ZIOLJST,O,X,O,X,X,X,X,X,X
ZIOLSTJ,O,O,X,X,X,X,O,X,X
ZIOLSJT,O,X,O,X,X,X,X,X,X
ZIOJTLS,X,X,O,X,X,X,X,X,X
ZIOJTSL,X,X,O,X,X,X,O,X,X
ZIOJLTS,O,X,O,X,X,X,X,X,X
ZIOJLST,O,X,O,X,X,X,X,X,X
ZIOJSTL,X,O,O,X,X,X,O,X,X
ZIOJSLT,X,X,O,X,X,X,X,X,X
ZIOSTLJ,X,O,X,O,X,X,O,X,X
ZIOSTJL,X,O,X,O,X,X,O,X,X
ZIOSLTJ,O,O,X,X,X,X,O,X,X
ZIOSLJT,O,X,X,X,X,X,X,X,X
ZIOSJTL,X,O,O,X,X,X,O,X,X
ZIOSJLT,X,X,O,X,X,X,X,X,X
ZLTIJSO,O,O,X,X,X,X,X,X,X
ZLTIJOS,O,O,X,X,X,X,X,X,X
ZLTISJO,O,O,X,X,X,X,X,X,X
ZLTISOJ,O,O,X,X,X,X,O,X,X
ZLTIOJS,O,O,X,X,X,X,X,X,X
ZLTIOSJ,O,O,X,X,X,X,O,X,X
ZLTJISO,O,O,O,X,X,X,X,X,X
ZLTJIOS,O,O,O,X,X,X,X,X,X
ZLTJSIO,O,O,O,X,X,X,X,X,X
ZLTJSOI,O,O,O,X,X,X,X,X,X
ZLTJOIS,O,O,O,X,X,X,X,X,X
ZLTJOSI,O,O,O,X,X,X,X,X,X
ZLTSIJO,O,O,X,X,X,X,X,X,X
ZLTSIOJ,O,O,X,X,X,X,O,X,X
ZLTSJIO,O,O,O,X,X,X,X,X,X
ZLTSJOI,O,O,O,X,X,X,X,X,X
ZLTSOIJ,O,O,X,X,X,X,O,X,X
ZLTSOJI,O,O,O,X,X,X,X,X,X
ZLTOIJS,O,O,X,X,X,X,X,X,X
ZLTOISJ,O,O,X,X,X,X,O,X,X
ZLTOJIS,O,O,O,X,X,X,X,X,X
ZLTOJSI,O,O,O,X,X,X,X,X,X
ZLTOSIJ,O,O,X,X,X,X,O,X,X
ZLTOSJI,O,O,O,X,X,X,X,X,X
ZLITJSO,O,O,X,X,X,X,X,X,X
ZLITJOS,O,O,X,X,X,X,X,X,X
ZLITSJO,O,O,X,X,X,X,X,X,X
ZLITSOJ,O,O,X,X,X,X,O,X,X
ZLITOJS,O,O,X,X,X,X,X,X,X
ZLITOSJ,O,O,X,X,X,X,O,X,X
ZLIJTSO,O,X,O,X,X,X,X,X,X
ZLIJTOS,O,X,O,X,X,X,X,X,X
ZLIJSTO,O,X,O,X,X,X,X,X,X
ZLIJSOT,O,O,O,X,X,X,X,X,X
ZLIJOTS,O,X,O,X,X,X,X,X,X
ZLIJOST,O,O,O,X,X,X,X,X,X
ZLISTJO,O,O,X,X,X,X,X,X,X
ZLISTOJ,O,O,X,X,X,X,O,X,X
ZLISJTO,O,X,O,X,X,X,X,X,X
ZLISJOT,O,O,O,X,X,X,X,X,X
ZLISOTJ,O,O,X,X,X,X,O,X,X
ZLISOJT,O,O,O,X,X,X,X,X,X
ZLIOTJS,O,O,X,X,X,X,X,X,X
ZLIOTSJ,O,O,X,X,X,X,O,X,X
ZLIOJTS,O,X,O,X,X,X,X,X,X
ZLIOJST,O,O,O,X,X,X,X,X,X
ZLIOSTJ,O,O,X,X,X,X,O,X,X
ZLIOSJT,O,O,O,X,X,X,X,X,X
ZLJTISO,O,O,O,X,X,O,X,X,O
ZLJTIOS,O,O,O,X,X,O,X,X,O
ZLJTSIO,O,O,O,X,X,O,X,X,O
ZLJTSOI,O,O,O,X,X,O,X,X,O
ZLJTOIS,O,O,O,X,X,O,X,X,O
ZLJTOSI,O,O,O,X,X,O,X,X,O
ZLJITSO,O,X,O,X,X,O,X,X,O
ZLJITOS,O,X,O,X,X,O,X,X,O
ZLJISTO,O,X,O,X,X,O,X,X,X
ZLJISOT,O,O,O,X,X,O,X,X,X
ZLJIOTS,O,X,O,X,X,O,X,X,O
ZLJIOST,O,O,O,X,X,O,X,X,X
ZLJSTIO,O,O,O,X,X,O,X,X,O
ZLJSTOI,O,O,O,X,X,O,X,X,O
ZLJSITO,O,X,O,X,X,O,X,X,X
ZLJSIOT,O,O,O,X,X,O,X,X,X
ZLJSOTI,O,O,O,X,X,O,X,X,O
ZLJSOIT,O,O,O,X,X,O,X,X,X
ZLJOTIS,O,O,O,X,X,O,X,X,O
ZLJOTSI,O,O,O,X,X,O,X,X,O
ZLJOITS,O,X,O,X,X,O,X,X,O
ZLJOIST,O,O,O,X,X,O,X,X,X
ZLJOSTI,O,O,O,X,X,O,X,X,O
ZLJOSIT,O,O,O,X,X,O,X,X,X
ZLSTIJO,O,O,X,X,X,X,X,X,X
ZLSTIOJ,O,O,X,X,X,X,O,X,X
ZLSTJIO,O,O,O,X,X,X,X,X,X
ZLSTJOI,O,O,O,X,X,X,X,X,X
ZLSTOIJ,O,O,X,X,X,X,O,X,X
ZLSTOJI,O,O,O,X,X,X,X,X,X
ZLSITJO,O,O,X,X,X,X,X,X,X
ZLSITOJ,O,O,X,X,X,X,O,X,X
ZLSIJTO,O,X,O,X,X,X,X,X,X
ZLSIJOT,O,O,O,X,X,X,X,X,X
ZLSIOTJ,O,O,X,X,X,X,O,X,X
ZLSIOJT,O,O,O,X,X,X,X,X,X
ZLSJTIO,O,O,O,X,X,O,X,X,X
ZLSJTOI,O,O,O,X,X,O,X,X,X
ZLSJITO,O,X,O,X,X,O,X,X,X
ZLSJIOT,O,O,O,X,X,O,X,X,X
ZLSJOTI,O,O,O,X,X,O,X,X,X
ZLSJOIT,O,O,O,X,X,O,X,X,X
ZLSOTIJ,O,O,X,X,X,X,O,X,X
ZLSOTJI,O,O,O,X,X,X,X,X,X
ZLSOITJ,O,O,X,X,X,X,O,X,X
ZLSOIJT,O,O,O,X,X,X,X,X,X
ZLSOJTI,O,O,O,X,X,O,X,X,X
ZLSOJIT,O,O,O,X,X,O,X,X,X
ZLOTIJS,O,O,X,X,X,X,X,X,X
ZLOTISJ,O,O,X,X,X,X,O,X,X
ZLOTJIS,O,O,O,X,X,X,X,X,X
ZLOTJSI,O,O,O,X,X,X,X,X,X
ZLOTSIJ,O,O,X,X,X,X,O,X,X
ZLOTSJI,O,O,O,X,X,X,X,X,X
ZLOITJS,O,O,X,X,X,X,X,X,X
ZLOITSJ,O,O,X,X,X,X,O,X,X
ZLOIJTS,O,X,O,X,X,X,X,X,X
ZLOIJST,O,O,O,X,X,X,X,X,X
ZLOISTJ,O,O,X,X,X,X,O,X,X
ZLOISJT,O,O,O,X,X,X,X,X,X
ZLOJTIS,O,O,O,X,X,O,X,X,O
ZLOJTSI,O,O,O,X,X,O,X,X,O
ZLOJITS,O,X,O,X,X,O,X,X,O
ZLOJIST,O,O,O,X,X,O,X,X,X
ZLOJSTI,O,O,O,X,X,O,X,X,O
ZLOJSIT,O,O,O,X,X,O,X,X,X
ZLOSTIJ,O,O,X,X,X,X,O,X,X
ZLOSTJI,O,O,O,X,X,X,X,X,X
ZLOSITJ,O,O,X,X,X,X,O,X,X
ZLOSIJT,O,O,O,X,X,X,X,X,X
ZLOSJTI,O,O,O,X,X,O,X,X,X
ZLOSJIT,O,O,O,X,X,O,X,X,X
ZJTILSO,X,O,O,X,O,O,X,X,O
ZJTILOS,X,O,O,X,O,O,X,X,O
ZJTISLO,X,O,O,X,O,O,X,O,O
ZJTISOL,X,O,O,X,O,O,O,O,O
ZJTIOLS,X,O,O,X,O,O,X,X,O
ZJTIOSL,X,O,O,X,O,O,O,O,O
ZJTLISO,X,O,O,X,O,O,X,X,O
ZJTLIOS,X,O,O,X,O,O,X,X,O
ZJTLSIO,X,O,O,X,O,O,X,O,O
ZJTLSOI,X,O,O,X,O,O,X,O,O
ZJTLOIS,X,O,O,X,O,O,X,X,O
ZJTLOSI,X,O,O,X,O,O,X,O,O
ZJTSILO,X,O,O,X,O,O,X,O,O
ZJTSIOL,X,O,O,X,O,O,O,O,O
ZJTSLIO,X,O,O,X,O,O,X,O,O
ZJTSLOI,X,O,O,X,O,O,X,O,O
ZJTSOIL,X,O,O,X,O,O,O,O,O
ZJTSOLI,X,O,O,X,O,O,X,O,O
ZJTOILS,X,O,O,X,O,O,X,X,O
ZJTOISL,X,O,O,X,O,O,O,O,O
ZJTOLIS,X,O,O,X,O,O,X,X,O
ZJTOLSI,X,O,O,X,O,O,X,O,O
ZJTOSIL,X,O,O,X,O,O,O,O,O
ZJTOSLI,X,O,O,X,O,O,X,O,O
ZJITLSO,X,X,O,X,O,O,X,X,O
ZJITLOS,X,X,O,X,O,O,X,X,O
ZJITSLO,X,X,O,X,O,O,X,O,O
ZJITSOL,X,X,O,X,O,O,O,O,O
ZJITOLS,X,X,O,X,O,O,X,X,O
ZJITOSL,X,X,O,X,O,O,O,O,O
ZJILTSO,O,X,O,X,O,O,X,X,O
ZJILTOS,O,X,O,X,O,O,X,X,O
ZJILSTO,O,X,O,X,X,O,X,O,X
ZJILSOT,O,X,O,X,O,O,X,O,X
ZJILOTS,O,X,O,X,O,O,X,X,O
ZJILOST,O,X,O,X,O,O,X,O,X
ZJISTLO,X,X,O,X,O,O,X,O,X
ZJISTOL,X,X,O,X,O,O,O,O,X
ZJISLTO,X,X,O,X,X,O,X,O,X
ZJISLOT,X,X,O,X,O,O,X,O,X
ZJISOTL,X,O,O,X,O,O,O,O,X
ZJISOLT,X,X,O,X,O,O,X,O,X
ZJIOTLS,X,X,O,X,O,O,X,X,O
ZJIOTSL,X,X,O,X,O,O,O,O,O
ZJIOLTS,O,X,O,X,O,O,X,X,O
ZJIOLST,O,X,O,X,O,O,X,O,X
ZJIOSTL,X,O,O,X,O,O,O,O,X
ZJIOSLT,X,X,O,X,O,O,X,O,X
ZJLTISO,O,X,O,X,O,O,X,X,O
ZJLTIOS,O,X,O,X,O,O,X,X,O
ZJLTSIO,O,X,O,X,O,O,X,O,O
ZJLTSOI,O,X,O,X,O,O,X,O,O
ZJLTOIS,O,X,O,X,O,O,X,X,O
ZJLTOSI,O,X,O,X,O,O,X,O,O
ZJLITSO,O,X,O,X,O,O,X,X,O
ZJLITOS,O,X,O,X,O,O,X,X,O
ZJLISTO,O,X,O,X,X,O,X,O,X
ZJLISOT,O,X,O,X,O,O,X,O,X
ZJLIOTS,O,X,O,X,O,O,X,X,O
ZJLIOST,O,X,O,X,O,O,X,O,X
ZJLSTIO,O,X,O,X,X,O,X,O,O
ZJLSTOI,O,X,O,X,X,O,X,O,O
ZJLSITO,O,X,O,X,X,O,X,O,X
ZJLSIOT,O,X,O,X,O,O,X,O,X
ZJLSOTI,O,X,O,X,X,O,X,O,O
ZJLSOIT,O,X,O,X,O,O,X,O,X
ZJLOTIS,O,X,O,X,O,O,X,X,O
ZJLOTSI,O,X,O,X,O,O,X,O,O
ZJLOITS,O,X,O,X,O,O,X,X,O
ZJLOIST,O,X,O,X,O,O,X,O,X
ZJLOSTI,O,X,O,X,X,O,X,O,O
ZJLOSIT,O,X,O,X,O,O,X,O,X
ZJSTILO,X,O,O,X,O,O,X,O,O
ZJSTIOL,X,O,O,X,O,O,O,O,O
ZJSTLIO,X,O,O,X,O,O,X,O,O
ZJSTLOI,X,O,O,X,O,O,X,O,O
ZJSTOIL,X,O,O,X,O,O,O,O,O
ZJSTOLI,X,O,O,X,O,O,X,O,O
ZJSITLO,X,X,O,X,O,O,X,O,X
ZJSITOL,X,X,O,X,O,O,O,O,X
ZJSILTO,X,X,O,X,X,O,X,O,X
ZJSILOT,X,X,O,X,O,O,X,O,X
ZJSIOTL,X,O,O,X,O,O,O,O,X
ZJSIOLT,X,X,O,X,O,O,X,O,X
ZJSLTIO,X,X,O,X,X,O,X,O,O
ZJSLTOI,X,X,O,X,X,O,X,O,O
ZJSLITO,X,X,O,X,X,O,X,O,X
ZJSLIOT,X,X,O,X,O,O,X,O,X
ZJSLOTI,X,X,O,X,X,O,X,O,O
ZJSLOIT,X,X,O,X,O,O,X,O,X
ZJSOTIL,X,O,O,X,O,O,O,O,O
ZJSOTLI,X,O,O,X,O,O,X,O,O
ZJSOITL,X,O,O,X,O,O,O,O,X
ZJSOILT,X,X,O,X,O,O,X,O,X
ZJSOLTI,X,X,O,X,X,O,X,O,O
ZJSOLIT,X,X,O,X,O,O,X,O,X
ZJOTILS,X,O,O,X,O,O,X,X,O
ZJOTISL,X,O,O,X,O,O,O,O,O
ZJOTLIS,X,O,O,X,O,O,X,X,O
ZJOTLSI,X,O,O,X,O,O,X,O,O
ZJOTSIL,X,O,O,X,O,O,O,O,O
ZJOTSLI,X,O,O,X,O,O,X,O,O
ZJOITLS,X,X,O,X,O,O,X,X,O
ZJOITSL,X,X,O,X,O,O,O,O,O
ZJOILTS,O,X,O,X,O,O,X,X,O
ZJOILST,O,X,O,X,O,O,X,O,X
ZJOISTL,X,O,O,X,O,O,O,O,X
ZJOISLT,X,X,O,X,O,O,X,O,X
ZJOLTIS,O,X,O,X,O,O,X,X,O
ZJOLTSI,O,X,O,X,O,O,X,O,O
ZJOLITS,O,X,O,X,O,O,X,X,O
ZJOLIST,O,X,O,X,O,O,X,O,X
ZJOLSTI,O,X,O,X,X,O,X,O,O
ZJOLSIT,O,X,O,X,O,O,X,O,X
ZJOSTIL,X,O,O,X,O,O,O,O,O
ZJOSTLI,X,O,O,X,O,O,X,O,O
ZJOSITL,X,O,O,X,O,O,O,O,X
ZJOSILT,X,X,O,X,O,O,X,O,X
ZJOSLTI,X,X,O,X,X,O,X,O,O
ZJOSLIT,X,X,O,X,O,O,X,O,X
ZSTILJO,X,X,X,O,X,X,X,X,X
ZSTILOJ,X,O,X,O,X,X,O,X,X
ZSTIJLO,X,O,X,O,X,X,X,X,X
ZSTIJOL,X,O,X,O,X,X,O,X,X
