sequence,v115@zgB8HeB8HeC8GeF8CeH8BeA8JeT7IvhFxcB6jBXhBF?nB8sBmsB,v115@zgB8HeB8HeC8GeF8CeH8BeA8JeT7IvhFxcB6jBXhBl?iBUnBetB,v115@zgB8HeB8HeC8GeF8CeH8BeA8Jei7IvhFWiBxdBzgBU?nBFoBXtB,v115@zgB8HeB8HeC8GeF8CeH8BeA8Je/AJvhFRcBSiBTeB2?mBFoB0sB,v115@zgB8HeB8HeC8GeF8CeH8BeA8JeT7IvhFehBRdBCiB/?sBFoBctB,v115@zgB8HeB8HeC8GeF8CeH8BeA8Jex7IvhF6iBTeB0gBl?hB/sBOtB,v115@zgB8HeB8HeC8GeF8CeH8BeA8JeT7IvhFehBCdBxiBU?nBFoBXtB,v115@zgB8HeB8HeC8GeF8CeH8BeA8Je/AJvhFRcBGeBihBU?jBFnBzsB,v115@zgB8HeB8HeC8GeF8CeH8BeA8Jem8IvhFSjBxgB0gBF?nBXoBzsB,v115@zgB8HeB8HeC8GeF8CeH8BeA8Jem8IvhFfjB6jBxgB0?gBFnBzsB,v115@zgB8HeB8HeC8GeF8CeH8BeA8Je/AJvhFRcBThBliB2?sBctBCtB,v115@zgB8HeB8HeC8GeF8CeH8BeA8JeT7IvhF2hBXeBcoBR?mBqsBFsB,v115@zgB8HeB8HeC8GeF8CeH8BeA8Je2AJvhFCdBxiBzgBU?nBFoBXtB,v115@zgB8HeB8HeC8GeF8CeH8BeA8Jei7IvhFFdBzgBfnB5?nBcoBOtB
ZSLOITJ,O,X,X,X,X,X,X,O,X,X,X,O,X,O
ZSLOIJT,O,O,X,X,X,O,X,O,X,X,X,O,X,O
ZSLOJTI,O,O,X,X,O,O,X,O,X,X,X,X,X,X
ZSLOJIT,O,O,X,X,X,O,X,O,X,X,X,O,X,O
ZSJTILO,O,O,O,O,X,O,O,O,X,X,X,X,O,X
ZSJTIOL,O,O,O,O,X,O,O,O,X,X,O,X,X,X
ZSJTLIO,O,O,O,O,O,O,O,O,X,X,X,X,O,X
ZSJTLOI,O,O,X,O,O,O,O,O,X,X,O,X,X,X
ZSJTOIL,O,O,O,O,X,O,O,O,X,X,O,X,X,X
ZSJTOLI,O,O,O,O,O,O,O,O,X,X,O,X,X,X
ZSJITLO,O,O,X,O,X,O,X,O,X,X,X,X,X,X
ZSJITOL,O,O,X,O,X,O,X,O,X,X,O,X,X,O
ZSJILTO,X,O,O,O,X,O,X,O,X,X,X,X,O,X
ZSJILOT,O,O,O,O,X,O,O,O,X,X,X,X,O,X
ZSJIOTL,O,O,X,O,X,O,X,O,X,X,O,X,X,O
ZSJIOLT,O,O,O,O,X,O,O,O,X,X,O,X,X,O
ZSJLTIO,O,O,O,O,O,O,O,O,X,X,X,X,O,X
ZSJLTOI,O,O,X,O,O,O,O,O,X,X,O,X,X,X
ZSJLITO,X,O,O,O,X,O,X,O,X,X,X,X,O,X
ZSJLIOT,O,O,O,O,X,O,O,O,X,X,X,X,O,X
ZSJLOTI,O,O,X,O,O,O,O,O,X,X,O,X,X,X
ZSJLOIT,O,O,X,O,X,O,O,O,X,X,O,X,X,X
ZSJOTIL,O,O,O,O,X,O,O,O,X,X,O,X,X,X
ZSJOTLI,O,O,O,O,O,O,O,O,X,X,O,X,X,X
ZSJOITL,O,O,X,O,X,O,X,O,X,X,O,X,X,O
ZSJOILT,O,O,O,O,X,O,O,O,X,X,O,X,X,O
ZSJOLTI,O,O,O,O,O,O,O,O,X,X,O,X,X,X
ZSJOLIT,O,O,O,O,X,O,O,O,X,X,O,X,X,O
ZSOTILJ,O,X,O,O,X,O,X,O,X,X,X,X,X,O
ZSOTIJL,O,O,O,O,X,O,O,O,X,X,X,X,X,O
ZSOTLIJ,O,X,O,O,X,O,X,O,X,X,X,X,X,O
ZSOTLJI,O,X,O,O,O,O,X,O,X,X,X,X,X,X
ZSOTJIL,O,O,O,O,X,O,O,O,X,X,X,X,X,X
ZSOTJLI,O,O,O,O,O,O,O,O,X,X,X,X,X,X
ZSOITLJ,O,X,X,O,X,X,X,O,X,X,X,X,X,O
ZSOITJL,O,O,X,O,X,X,X,O,X,X,X,X,X,O
ZSOILTJ,O,X,X,X,X,X,X,O,X,X,X,X,X,O
ZSOILJT,O,O,X,X,X,O,X,O,X,X,X,X,X,O
ZSOIJTL,O,O,X,O,X,O,X,O,X,X,O,X,X,O
ZSOIJLT,O,O,X,O,X,O,O,O,X,X,O,X,X,O
ZSOLTIJ,O,X,O,X,X,O,X,O,X,X,X,O,X,O
ZSOLTJI,O,X,O,X,O,O,X,O,X,X,X,X,X,X
ZSOLITJ,O,X,X,X,X,X,X,O,X,X,X,O,X,O
ZSOLIJT,O,O,X,X,X,O,X,O,X,X,X,O,X,O
ZSOLJTI,O,O,O,X,O,O,X,O,X,X,X,X,X,X
ZSOLJIT,O,O,O,X,X,O,X,O,X,X,X,O,X,O
ZSOJTIL,O,O,O,O,X,O,O,O,X,X,O,X,X,X
ZSOJTLI,O,O,O,O,O,O,O,O,X,X,O,X,X,X
ZSOJITL,O,O,X,O,X,O,X,O,X,X,O,X,X,O
ZSOJILT,O,O,O,O,X,O,O,O,X,X,O,X,X,O
ZSOJLTI,O,O,O,O,O,O,O,O,X,X,O,X,X,X
ZSOJLIT,O,O,O,O,X,O,O,O,X,X,O,X,X,O
ZOTILJS,X,X,O,O,X,X,O,O,X,X,X,X,O,X
ZOTILSJ,X,X,O,O,X,X,X,O,X,X,X,X,X,O
ZOTIJLS,X,X,O,O,X,X,O,O,X,X,X,X,O,X
ZOTIJSL,X,X,O,O,X,X,O,O,X,O,X,X,X,X
ZOTISLJ,X,X,O,O,X,O,X,O,X,O,X,X,X,O
ZOTISJL,X,X,O,O,X,O,O,O,X,O,X,X,X,O
ZOTLIJS,X,X,O,O,X,X,O,O,X,X,X,O,O,X
ZOTLISJ,X,X,O,O,X,X,X,O,X,X,X,O,X,O
ZOTLJIS,X,O,O,O,X,X,O,O,X,X,X,X,O,X
ZOTLJSI,X,O,O,O,X,X,O,O,X,X,X,X,X,X
ZOTLSIJ,O,X,O,O,X,X,X,O,X,X,X,O,X,O
ZOTLSJI,O,X,O,O,X,X,X,O,X,X,X,X,X,X
ZOTJILS,X,O,O,O,X,X,O,O,X,X,X,X,O,X
ZOTJISL,X,O,O,O,X,X,O,O,X,O,X,X,X,X
ZOTJLIS,X,O,O,O,X,X,O,O,X,X,X,X,O,X
ZOTJLSI,X,O,O,O,X,X,O,O,X,X,X,X,X,X
ZOTJSIL,X,O,O,O,X,X,O,O,X,O,X,X,X,X
ZOTJSLI,X,O,O,O,X,X,O,O,X,O,X,X,X,X
ZOTSILJ,O,X,O,O,X,O,X,O,X,O,X,X,X,O
ZOTSIJL,O,X,O,O,X,O,O,O,X,O,X,X,X,O
ZOTSLIJ,O,X,O,O,X,O,X,O,X,O,X,X,X,O
ZOTSLJI,O,X,O,O,X,O,X,O,X,O,X,X,X,X
ZOTSJIL,O,X,O,O,X,O,O,O,X,O,X,X,X,X
ZOTSJLI,O,X,O,O,X,O,O,O,X,O,X,X,X,X
ZOITLJS,X,X,O,X,X,X,O,O,X,X,X,X,X,X
ZOITLSJ,X,X,O,X,X,X,X,O,X,X,X,X,X,O
ZOITJLS,X,X,O,X,X,X,O,O,X,X,X,X,X,X
ZOITJSL,X,X,O,X,X,X,O,O,X,O,X,X,X,X
ZOITSLJ,X,X,O,X,X,O,X,O,X,O,X,X,X,O
ZOITSJL,X,X,O,X,X,O,O,O,X,O,X,X,X,O
ZOILTJS,X,X,O,X,X,X,X,X,X,X,X,O,X,X
ZOILTSJ,X,X,O,X,X,X,X,X,X,X,X,O,X,O
ZOILJTS,X,O,O,X,X,X,O,X,X,X,X,O,O,X
ZOILJST,X,X,O,X,X,X,O,O,X,X,X,O,O,O
ZOILSTJ,O,X,X,X,X,X,X,O,X,X,X,O,X,O
ZOILSJT,O,X,X,X,X,X,X,O,X,O,X,O,X,O
ZOIJTLS,X,O,O,X,X,X,O,O,X,X,X,X,X,X
ZOIJTSL,X,O,O,X,X,O,O,O,X,X,X,X,X,X
ZOIJLTS,X,O,O,X,X,X,O,X,X,X,X,O,O,X
ZOIJLST,X,X,O,X,X,O,O,O,X,X,X,O,O,O
ZOIJSTL,X,X,X,X,X,O,X,O,X,X,X,X,X,O
ZOIJSLT,X,X,O,X,X,O,O,O,X,O,X,X,X,O
ZOISTLJ,O,X,X,X,X,X,X,O,X,X,X,X,X,O
ZOISTJL,O,X,X,X,X,X,X,O,X,X,X,X,X,O
ZOISLTJ,O,X,X,X,X,X,X,O,X,X,X,X,X,O
ZOISLJT,O,X,X,X,X,O,X,O,X,O,X,X,X,O
ZOISJTL,O,X,X,X,X,O,X,O,X,X,X,X,X,O
ZOISJLT,O,X,X,X,X,O,O,O,X,O,X,X,X,O
ZOLTIJS,X,X,O,X,X,X,O,O,X,X,X,O,O,X
ZOLTISJ,X,X,O,X,X,X,X,O,X,X,X,O,X,O
ZOLTJIS,X,O,O,X,X,X,O,O,X,X,X,X,O,X
ZOLTJSI,X,O,O,X,X,X,O,O,X,X,X,X,X,X
ZOLTSIJ,O,X,O,X,X,X,X,O,X,X,X,O,X,O
ZOLTSJI,O,X,O,X,X,X,X,O,X,X,X,X,X,X
ZOLITJS,X,X,O,X,X,X,X,X,X,X,X,O,X,X
ZOLITSJ,X,X,O,X,X,X,X,X,X,X,X,O,X,O
ZOLIJTS,X,O,O,X,X,X,O,X,X,X,X,O,O,X
ZOLIJST,X,X,O,X,X,X,O,O,X,X,X,O,O,O
ZOLISTJ,O,X,X,X,X,X,X,O,X,X,X,O,X,O
ZOLISJT,O,X,X,X,X,X,X,O,X,O,X,O,X,O
ZOLJTIS,X,O,O,X,X,X,O,O,X,X,X,X,O,X
ZOLJTSI,X,O,O,X,X,X,O,O,X,X,X,X,X,X
ZOLJITS,X,O,O,X,X,X,O,X,X,X,X,O,O,X
ZOLJIST,X,X,O,X,X,X,O,O,X,X,X,O,O,O
ZOLJSTI,O,O,O,X,O,X,O,O,X,X,X,X,X,X
ZOLJSIT,O,O,O,X,X,X,O,O,X,X,X,O,X,O
ZOLSTIJ,O,X,O,X,X,X,X,O,X,O,X,O,X,O
ZOLSTJI,O,X,O,X,O,X,X,O,X,O,X,X,X,X
ZOLSITJ,O,X,X,X,X,X,X,O,X,X,X,O,X,O
ZOLSIJT,O,O,X,X,X,X,X,O,X,O,X,O,X,O
ZOLSJTI,O,O,O,X,O,X,X,O,X,X,X,X,X,X
ZOLSJIT,O,O,O,X,X,X,X,O,X,X,X,O,X,O
ZOJTILS,X,O,O,O,X,X,O,O,X,X,X,X,O,X
ZOJTISL,X,O,O,O,X,O,O,O,X,X,O,X,X,X
ZOJTLIS,X,O,O,O,X,X,O,O,X,X,X,X,O,X
ZOJTLSI,X,O,O,O,X,X,O,O,X,X,O,X,X,X
ZOJTSIL,X,O,O,O,X,O,O,O,X,X,O,X,X,X
ZOJTSLI,X,O,O,O,X,O,O,O,X,X,O,X,X,X
ZOJITLS,X,O,O,X,X,X,O,O,X,X,X,X,X,X
ZOJITSL,X,O,O,X,X,O,O,O,X,X,O,X,X,X
ZOJILTS,X,O,O,X,X,X,O,X,X,X,X,X,O,X
ZOJILST,X,X,O,X,X,O,O,O,X,X,X,X,O,O
ZOJISTL,X,X,X,X,X,O,X,O,X,X,O,X,X,O
ZOJISLT,X,X,O,X,X,O,O,O,X,X,O,X,X,O
ZOJLTIS,X,O,O,O,X,X,O,O,X,X,X,X,O,X
ZOJLTSI,X,O,O,O,X,X,O,O,X,X,O,X,X,X
ZOJLITS,X,O,O,X,X,X,O,X,X,X,X,O,O,X
ZOJLIST,X,X,O,X,X,O,O,O,X,X,X,O,O,O
ZOJLSTI,O,O,O,O,O,O,O,O,X,X,O,X,X,X
ZOJLSIT,O,O,O,O,X,O,O,O,X,X,O,O,X,O
ZOJSTIL,O,O,O,O,X,O,O,O,X,X,O,X,X,X
ZOJSTLI,O,O,O,O,O,O,O,O,X,X,O,X,X,X
ZOJSITL,O,O,X,O,X,O,X,O,X,X,O,X,X,O
ZOJSILT,O,O,O,O,X,O,O,O,X,X,O,X,X,O
ZOJSLTI,O,O,O,O,O,O,O,O,X,X,O,X,X,X
ZOJSLIT,O,O,O,O,X,O,O,O,X,X,O,X,X,O
ZOSTILJ,O,X,O,O,X,O,X,O,X,O,X,X,X,O
ZOSTIJL,O,O,O,O,X,O,O,O,X,O,X,X,X,O
ZOSTLIJ,O,X,O,O,X,O,X,O,X,O,X,X,X,O
ZOSTLJI,O,X,O,O,O,O,X,O,X,O,X,X,X,X
ZOSTJIL,O,O,O,O,X,O,O,O,X,O,X,X,X,X
ZOSTJLI,O,O,O,O,O,O,O,O,X,O,X,X,X,X
ZOSITLJ,O,X,X,O,X,X,X,O,X,X,X,X,X,O
ZOSITJL,O,O,X,O,X,X,X,O,X,X,X,X,X,O
ZOSILTJ,O,X,X,X,X,X,X,O,X,X,X,X,X,O
ZOSILJT,O,O,X,X,X,O,X,O,X,O,X,X,X,O
ZOSIJTL,O,O,X,O,X,O,X,O,X,X,O,X,X,O
ZOSIJLT,O,O,X,O,X,O,O,O,X,O,O,X,X,O
ZOSLTIJ,O,X,O,X,X,O,X,O,X,O,X,O,X,O
ZOSLTJI,O,X,O,X,O,O,X,O,X,O,X,X,X,X
ZOSLITJ,O,X,X,X,X,X,X,O,X,X,X,O,X,O
ZOSLIJT,O,O,X,X,X,O,X,O,X,O,X,O,X,O
ZOSLJTI,O,O,O,X,O,O,X,O,X,X,X,X,X,X
ZOSLJIT,O,O,O,X,X,O,X,O,X,X,X,O,X,O
ZOSJTIL,O,O,O,O,X,O,O,O,X,X,O,X,X,X
ZOSJTLI,O,O,O,O,O,O,O,O,X,X,O,X,X,X
ZOSJITL,O,O,X,O,X,O,X,O,X,X,O,X,X,O
ZOSJILT,O,O,O,O,X,O,O,O,X,X,O,X,X,O
ZOSJLTI,O,O,O,O,O,O,O,O,X,X,O,X,X,X
ZOSJLIT,O,O,O,O,X,O,O,O,X,X,O,X,X,O
OTILJSZ,X,X,X,O,X,X,X,X,O,O,X,X,X,X
OTILJZS,X,X,X,X,X,X,X,X,O,X,X,O,X,X
OTILSJZ,X,X,X,O,X,X,X,O,X,O,X,X,X,O
OTILSZJ,X,X,X,O,X,X,X,O,X,O,X,X,X,O
OTILZJS,X,X,O,X,X,X,X,O,X,X,X,O,X,X
OTILZSJ,X,X,O,X,X,X,X,O,X,X,X,O,X,O
OTIJLSZ,X,X,X,O,X,X,X,X,O,O,X,X,X,X
OTIJLZS,X,X,X,X,X,X,X,X,O,X,X,O,X,X
OTIJSLZ,X,X,X,O,X,X,X,X,O,O,X,X,X,X
OTIJSZL,X,X,X,O,X,X,X,X,X,O,X,X,X,X
OTIJZLS,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OTIJZSL,X,X,X,X,X,X,O,X,X,O,X,X,X,X
OTISLJZ,X,X,X,O,X,O,X,O,O,O,X,X,X,O
OTISLZJ,X,X,X,O,X,X,X,O,X,O,X,X,X,O
OTISJLZ,X,X,X,O,X,O,X,O,O,O,X,X,X,O
OTISJZL,X,X,X,O,X,O,X,O,X,O,X,X,X,O
OTISZLJ,X,X,X,O,X,X,X,O,X,O,X,X,X,O
OTISZJL,X,X,X,X,X,X,X,O,X,O,X,X,X,O
OTIZLJS,X,X,O,X,X,X,O,O,X,X,X,X,X,X
OTIZLSJ,X,X,O,X,X,X,X,O,X,X,X,X,X,O
OTIZJLS,X,X,O,X,X,X,O,O,X,X,X,X,X,X
OTIZJSL,X,X,O,X,X,X,O,O,X,O,X,X,X,X
OTIZSLJ,X,X,O,X,X,X,X,O,X,O,X,X,X,O
OTIZSJL,X,X,O,X,X,X,O,O,X,O,X,X,X,O
OTLIJSZ,X,X,X,O,X,X,X,X,O,O,X,X,X,X
OTLIJZS,X,X,X,X,X,X,X,X,O,X,X,O,X,X
OTLISJZ,X,X,X,O,X,X,X,O,X,O,X,X,X,O
OTLISZJ,X,X,X,O,X,X,X,O,X,O,X,X,X,O
OTLIZJS,X,X,O,X,X,X,X,O,X,X,X,O,X,X
OTLIZSJ,X,X,O,X,X,X,X,O,X,X,X,O,X,O
OTLJISZ,X,O,X,O,X,X,X,X,O,O,X,X,X,X
OTLJIZS,X,O,X,X,X,X,X,X,O,X,X,X,X,X
OTLJSIZ,X,O,X,O,O,X,X,O,X,O,X,X,X,X
OTLJSZI,X,O,X,O,O,X,X,O,X,O,X,X,X,X
OTLJZIS,X,O,O,X,X,X,O,O,X,X,X,X,X,X
OTLJZSI,X,O,O,O,X,X,O,O,X,X,X,X,X,X
OTLSIJZ,X,O,X,O,O,X,X,O,X,O,X,X,X,O
OTLSIZJ,O,X,X,O,X,X,X,O,X,O,X,X,X,O
OTLSJIZ,X,O,X,O,O,X,X,O,X,O,X,X,X,O
OTLSJZI,O,O,X,O,O,X,X,O,X,O,X,X,X,X
OTLSZIJ,O,X,O,O,X,X,X,O,X,O,X,X,X,O
OTLSZJI,O,X,O,O,O,X,X,O,X,O,X,X,X,X
OTLZIJS,X,X,O,X,X,X,O,O,X,X,X,O,X,X
OTLZISJ,X,X,O,X,X,X,X,O,X,X,X,O,X,O
OTLZJIS,X,O,O,X,X,X,O,O,X,X,X,X,X,X
OTLZJSI,X,O,O,O,X,X,O,O,X,X,X,X,X,X
OTLZSIJ,O,X,O,O,X,X,X,O,X,X,X,O,X,O
OTLZSJI,O,X,O,O,X,X,X,O,X,X,X,X,X,X
OTJILSZ,X,O,X,O,X,X,X,X,O,O,X,X,X,X
OTJILZS,X,O,X,X,X,X,X,X,O,X,X,X,X,X
OTJISLZ,X,O,X,O,X,X,X,X,O,O,X,X,X,X
OTJISZL,X,O,X,O,X,X,X,X,X,O,X,X,X,X
OTJIZLS,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OTJIZSL,X,X,X,X,X,X,O,X,X,O,X,X,X,X
OTJLISZ,X,O,X,O,X,X,X,X,O,O,X,X,X,X
OTJLIZS,X,O,X,X,X,X,X,X,O,X,X,X,X,X
OTJLSIZ,X,O,X,O,O,X,X,O,X,O,X,X,X,X
OTJLSZI,X,O,X,O,O,X,X,O,X,O,X,X,X,X
OTJLZIS,X,O,O,X,X,X,O,O,X,X,X,X,X,X
OTJLZSI,X,O,O,O,X,X,O,O,X,X,X,X,X,X
OTJSILZ,X,O,X,O,O,X,X,O,O,O,X,X,X,X
OTJSIZL,X,O,X,O,X,X,X,O,X,O,O,X,X,X
OTJSLIZ,X,O,X,O,O,X,X,O,O,O,X,X,X,X
OTJSLZI,X,O,X,O,O,X,X,O,X,O,X,X,X,X
OTJSZIL,X,O,X,O,X,X,O,O,X,O,O,X,X,X
OTJSZLI,X,O,X,O,O,X,O,O,X,O,O,X,X,X
OTJZILS,X,O,O,X,X,X,O,O,X,X,X,X,O,X
OTJZISL,X,O,O,X,X,X,O,O,X,O,O,X,X,X
OTJZLIS,X,O,O,X,X,X,O,O,X,X,X,X,O,X
OTJZLSI,X,O,O,O,X,X,O,O,X,X,O,X,X,X
OTJZSIL,X,O,O,O,X,X,O,O,X,O,O,X,X,X
OTJZSLI,X,O,O,O,X,X,O,O,X,O,O,X,X,X
OTSILJZ,X,O,X,O,O,O,X,O,O,O,X,X,X,O
OTSILZJ,O,X,X,O,X,X,X,O,X,O,X,X,X,O
OTSIJLZ,X,O,X,O,O,O,X,O,O,O,X,X,X,O
OTSIJZL,X,O,X,O,X,O,X,O,X,O,O,X,X,O
OTSIZLJ,O,X,X,O,X,X,X,O,X,O,X,X,X,O
OTSIZJL,O,O,X,X,X,X,X,O,X,O,X,X,X,O
OTSLIJZ,X,O,X,O,O,O,X,O,O,O,X,X,X,O
OTSLIZJ,O,X,X,O,X,X,X,O,X,O,X,X,X,O
OTSLJIZ,X,O,X,O,O,O,X,O,O,O,X,X,X,O
OTSLJZI,O,O,X,O,O,O,X,O,X,O,X,X,X,X
OTSLZIJ,O,X,O,O,X,O,X,O,X,O,X,X,X,O
OTSLZJI,O,X,O,O,O,O,X,O,X,O,X,X,X,X
OTSJILZ,X,O,X,O,O,O,X,O,O,O,X,X,X,O
OTSJIZL,X,O,X,O,X,O,X,O,X,O,O,X,X,O
OTSJLIZ,X,O,X,O,O,O,X,O,O,O,X,X,X,O
OTSJLZI,O,O,X,O,O,O,X,O,X,O,X,X,X,X
OTSJZIL,X,O,X,O,X,O,O,O,X,O,O,X,X,X
OTSJZLI,X,O,X,O,O,O,O,O,X,O,O,X,X,X
OTSZILJ,O,X,O,O,X,O,X,O,X,O,X,X,X,O
OTSZIJL,O,O,O,X,X,O,O,O,X,O,X,X,X,O
OTSZLIJ,O,X,O,O,X,O,X,O,X,O,X,X,X,O
OTSZLJI,O,X,O,O,O,O,X,O,X,O,X,X,X,X
OTSZJIL,O,O,O,O,X,O,O,O,X,O,X,X,X,X
OTSZJLI,O,O,O,O,O,O,O,O,X,O,X,X,X,X
OTZILJS,X,X,O,X,X,X,O,O,X,X,X,X,O,X
OTZILSJ,X,X,O,X,X,X,X,O,X,X,X,X,X,O
OTZIJLS,X,X,O,X,X,X,O,O,X,X,X,X,O,X
OTZIJSL,X,X,O,X,X,X,O,O,X,O,X,X,X,X
OTZISLJ,X,X,O,X,X,O,X,O,X,O,X,X,X,O
OTZISJL,X,X,O,X,X,O,O,O,X,O,X,X,X,O
OTZLIJS,X,X,O,X,X,X,O,O,X,X,X,O,O,X
OTZLISJ,X,X,O,X,X,X,X,O,X,X,X,O,X,O
OTZLJIS,X,O,O,X,X,X,O,O,X,X,X,X,O,X
OTZLJSI,X,O,O,O,X,X,O,O,X,X,X,X,X,X
OTZLSIJ,O,X,O,O,X,X,X,O,X,X,X,O,X,O
OTZLSJI,O,X,O,O,X,X,X,O,X,X,X,X,X,X
OTZJILS,X,O,O,X,X,X,O,O,X,X,X,X,O,X
OTZJISL,X,O,O,X,X,X,O,O,X,O,X,X,X,X
OTZJLIS,X,O,O,X,X,X,O,O,X,X,X,X,O,X
OTZJLSI,X,O,O,O,X,X,O,O,X,X,X,X,X,X
OTZJSIL,X,O,O,O,X,X,O,O,X,O,X,X,X,X
OTZJSLI,X,O,O,O,X,X,O,O,X,O,X,X,X,X
OTZSILJ,O,X,O,O,X,O,X,O,X,O,X,X,X,O
OTZSIJL,O,X,O,X,X,O,O,O,X,O,X,X,X,O
OTZSLIJ,O,X,O,O,X,O,X,O,X,O,X,X,X,O
OTZSLJI,O,X,O,O,X,O,X,O,X,O,X,X,X,X
OTZSJIL,O,X,O,O,X,O,O,O,X,O,X,X,X,X
OTZSJLI,O,X,O,O,X,O,O,O,X,O,X,X,X,X
OITLJSZ,X,X,X,X,X,X,X,X,O,O,X,X,X,X
OITLJZS,X,X,X,X,X,X,X,X,O,X,X,O,X,X
OITLSJZ,X,X,X,X,X,X,X,O,X,O,X,X,X,O
OITLSZJ,X,X,X,X,X,X,X,O,X,O,X,X,X,O
OITLZJS,X,X,O,X,X,X,X,O,X,X,X,O,X,X
OITLZSJ,X,X,O,X,X,X,X,O,X,X,X,O,X,O
OITJLSZ,X,X,X,X,X,X,X,X,O,O,X,X,X,X
OITJLZS,X,X,X,X,X,X,X,X,O,X,X,O,X,X
OITJSLZ,X,X,X,X,X,X,X,X,O,O,X,X,X,X
OITJSZL,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OITJZLS,X,X,X,X,X,X,O,X,X,X,X,X,X,X
OITJZSL,X,X,X,X,X,X,O,X,X,O,X,X,X,X
OITSLJZ,X,X,X,X,X,X,X,O,O,O,X,X,X,O
OITSLZJ,X,X,X,X,X,X,X,O,X,O,X,X,X,O
OITSJLZ,X,X,X,X,X,X,X,O,O,O,X,X,X,O
OITSJZL,X,X,X,X,X,X,X,O,X,O,X,X,X,O
OITSZLJ,X,X,X,X,X,X,X,O,X,O,X,X,X,O
OITSZJL,X,X,X,X,X,X,X,O,X,O,X,X,X,O
OITZLJS,X,X,O,X,X,X,O,O,X,X,X,X,X,X
OITZLSJ,X,X,O,X,X,X,X,O,X,X,X,X,X,O
OITZJLS,X,X,O,X,X,X,O,O,X,X,X,X,X,X
OITZJSL,X,X,O,X,X,X,O,O,X,O,X,X,X,X
OITZSLJ,X,X,O,X,X,X,X,O,X,O,X,X,X,O
OITZSJL,X,X,O,X,X,X,O,O,X,O,X,X,X,O
OILTJSZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X
OILTJZS,X,X,X,X,X,X,X,X,X,X,X,O,X,X
OILTSJZ,X,X,X,X,X,X,X,X,X,O,X,X,X,O
OILTSZJ,X,X,X,X,X,X,X,X,X,O,X,X,X,O
OILTZJS,X,X,O,X,X,X,X,X,X,X,X,O,X,X
OILTZSJ,X,X,O,X,X,X,X,X,X,X,X,O,X,O
OILJTSZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OILJTZS,X,O,X,X,X,X,X,X,X,X,X,O,X,X
OILJSTZ,X,O,X,X,O,X,X,X,X,O,X,X,X,O
OILJSZT,X,O,X,X,X,X,X,X,X,O,X,O,X,O
OILJZTS,X,O,X,X,X,X,X,X,X,X,X,O,X,X
OILJZST,X,X,X,X,X,X,X,X,X,X,X,O,X,O
OILSTJZ,X,O,X,X,O,X,X,X,X,O,X,X,X,O
OILSTZJ,O,X,X,X,X,X,X,O,X,O,X,X,X,O
OILSJTZ,X,O,X,X,O,X,X,X,X,O,X,X,X,O
OILSJZT,O,O,X,X,X,X,X,O,X,O,X,O,X,O
OILSZTJ,O,X,X,X,X,X,X,O,X,X,X,O,X,O
OILSZJT,O,O,X,X,X,X,X,O,X,O,X,O,X,O
OILZTJS,X,X,O,X,X,X,X,X,X,X,X,O,X,X
OILZTSJ,X,X,O,X,X,X,X,X,X,X,X,O,X,O
OILZJTS,X,O,O,X,X,X,X,X,X,X,X,O,X,X
OILZJST,X,X,O,X,X,X,X,O,X,X,X,O,X,O
OILZSTJ,O,X,X,X,X,X,X,O,X,X,X,O,X,O
OILZSJT,O,X,X,X,X,X,X,O,X,O,X,O,X,O
OIJTLSZ,X,O,X,X,X,X,X,X,O,O,X,X,X,X
OIJTLZS,X,O,X,X,X,X,X,X,O,X,X,O,X,X
OIJTSLZ,X,O,X,X,X,X,X,X,O,O,X,X,X,X
OIJTSZL,X,O,X,X,X,X,X,X,X,O,X,X,X,X
OIJTZLS,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OIJTZSL,X,X,X,X,X,X,O,X,X,O,X,X,X,X
OIJLTSZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
OIJLTZS,X,O,X,X,X,X,X,X,X,X,X,O,X,X
OIJLSTZ,X,O,X,X,O,X,X,X,X,O,X,X,X,O
OIJLSZT,X,O,X,X,X,X,X,X,X,O,X,O,X,O
OIJLZTS,X,O,X,X,X,X,X,X,X,X,X,O,X,X
OIJLZST,X,X,X,X,X,X,X,X,X,X,X,O,X,O
OIJSTLZ,X,O,X,X,O,X,X,X,X,O,X,X,X,O
OIJSTZL,X,O,X,X,X,X,X,X,X,X,O,X,X,O
OIJSLTZ,X,O,X,X,O,X,X,X,X,O,X,X,X,O
OIJSLZT,X,O,X,X,X,X,X,X,X,O,O,O,X,O
OIJSZTL,X,O,X,X,X,X,X,X,X,X,O,X,X,O
OIJSZLT,X,O,X,X,X,X,X,X,X,O,O,X,X,O
OIJZTLS,X,O,X,X,X,X,O,X,X,X,X,X,X,X
OIJZTSL,X,O,X,X,X,X,O,X,X,X,O,X,X,X
OIJZLTS,X,O,X,X,X,X,O,X,X,X,X,O,X,X
OIJZLST,X,X,X,X,X,X,O,X,X,X,X,O,X,O
OIJZSTL,X,X,X,X,X,X,X,X,X,X,O,X,X,O
OIJZSLT,X,X,X,X,X,X,O,X,X,O,O,X,X,O
