sequence,v115@6gC8FeD8FeE8CeH8FeB8Jei6IvhFzbBuhB3fBllBUq?BxwB,v115@6gC8FeD8FeE8CeH8FeB8JeO/IvhFXbBlcBUhBClBTq?BxwB,v115@6gC8FeD8FeE8CeH8FeB8JeO/IvhFTbB/hBqkBllBUs?BxvB,v115@6gC8FeD8FeE8CeH8FeB8JeO/IvhFlbB3cBzfBCmBUq?BxwB,v115@6gC8FeD8FeE8CeH8FeB8JeT6IvhFibBuhB0kBllB3q?BxwB,v115@6gC8FeD8FeE8CeH8FeB8Je06IvhFlbBuhB/kBylBTq?BxwB,v115@6gC8FeD8FeE8CeH8FeB8Jei6IvhF3cBGgBUhBlkBTq?BxwB,v115@6gC8FeD8FeE8CeH8FeB8JeT6IvhFibBGhBlkB3lBUs?BxvB,v115@6gC8FeD8FeE8CeH8FeB8Jex6IvhFTfB/lBFhBUqBWx?BirB,v115@6gC8FeD8FeE8CeH8FeB8Jex6IvhF/kBUgBFhBTqBWx?BirB
LSOTIZJ,X,X,X,X,X,O,X,X,X,X
LSOTJIZ,O,X,O,O,X,O,O,X,X,X
LSOTJZI,O,O,O,O,X,O,O,X,X,X
LSOTZIJ,X,X,X,X,X,O,X,X,X,X
LSOTZJI,O,X,O,X,X,O,O,X,X,X
LSOITJZ,O,X,O,O,X,O,X,X,X,X
LSOITZJ,O,X,O,X,X,O,X,X,X,X
LSOIJTZ,O,X,O,O,X,O,X,X,X,X
LSOIJZT,O,X,X,O,X,O,X,X,X,X
LSOIZTJ,O,X,X,X,X,O,X,X,X,O
LSOIZJT,O,X,X,X,X,O,X,X,X,O
LSOJTIZ,O,X,O,O,X,O,X,X,X,X
LSOJTZI,O,O,X,O,X,O,O,X,X,X
LSOJITZ,O,X,O,O,X,O,X,X,X,X
LSOJIZT,O,X,X,O,X,O,O,X,X,X
LSOJZTI,O,O,X,O,X,O,O,X,X,X
LSOJZIT,X,X,X,X,X,O,O,X,X,X
LSOZTIJ,O,X,X,X,X,O,X,X,X,O
LSOZTJI,O,O,X,X,X,O,X,X,X,O
LSOZITJ,X,X,X,X,X,O,X,X,X,O
LSOZIJT,X,X,X,X,X,O,X,X,X,O
LSOZJTI,O,O,X,X,X,O,X,X,X,O
LSOZJIT,X,X,X,X,X,O,X,X,X,O
LZTIJSO,X,O,O,O,O,X,X,X,X,X
LZTIJOS,X,O,O,X,O,X,X,X,X,X
LZTISJO,X,O,O,O,O,X,X,X,X,X
LZTISOJ,X,O,O,O,O,X,X,X,X,X
LZTIOJS,X,O,O,O,O,X,X,X,X,X
LZTIOSJ,X,O,O,O,O,X,X,X,X,X
LZTJISO,X,O,O,O,O,X,X,X,X,X
LZTJIOS,X,O,O,X,O,X,X,X,X,X
LZTJSIO,O,O,O,O,O,O,X,X,X,X
LZTJSOI,O,O,X,O,O,O,X,X,X,X
LZTJOIS,X,O,O,O,O,X,X,X,X,X
LZTJOSI,O,O,O,O,O,X,X,X,X,X
LZTSIJO,O,O,X,O,O,O,X,X,X,X
LZTSIOJ,O,X,X,O,O,X,X,X,X,X
LZTSJIO,O,O,O,O,X,O,X,X,X,X
LZTSJOI,O,O,X,O,O,O,X,X,X,X
LZTSOIJ,O,X,X,O,O,X,X,X,X,X
LZTSOJI,O,O,O,O,O,O,X,X,X,X
LZTOIJS,X,X,O,O,O,X,X,X,X,X
LZTOISJ,X,X,O,O,O,X,X,X,X,X
LZTOJIS,X,O,O,O,O,X,X,X,X,X
LZTOJSI,O,O,O,O,O,X,X,X,X,X
LZTOSIJ,O,X,X,O,O,X,X,X,X,X
LZTOSJI,O,O,O,O,O,X,X,X,X,X
LZITJSO,X,O,O,O,X,X,X,X,X,X
LZITJOS,X,O,O,X,X,X,X,X,X,X
LZITSJO,X,O,O,O,X,X,X,X,X,X
LZITSOJ,X,O,O,O,X,X,X,X,X,X
LZITOJS,X,O,O,O,X,X,X,X,X,X
LZITOSJ,X,O,O,O,X,X,X,X,X,X
LZIJTSO,X,O,O,O,X,X,X,X,X,X
LZIJTOS,X,O,O,O,X,X,X,X,X,X
LZIJSTO,X,O,O,O,X,X,X,X,X,X
LZIJSOT,X,O,X,O,X,X,X,X,X,X
LZIJOTS,X,O,X,O,X,X,X,X,X,X
LZIJOST,X,O,X,O,X,X,X,X,X,X
LZISTJO,X,O,O,O,X,X,X,X,X,X
LZISTOJ,X,O,O,O,X,X,X,X,X,X
LZISJTO,X,O,O,O,X,X,X,X,X,X
LZISJOT,X,O,X,O,X,X,X,X,X,X
LZISOTJ,X,O,X,O,X,X,X,X,X,X
LZISOJT,X,O,X,O,X,X,X,X,X,X
LZIOTJS,X,O,X,O,X,X,X,X,X,X
LZIOTSJ,X,O,X,O,X,X,X,X,X,X
LZIOJTS,X,O,X,O,X,X,X,X,X,X
LZIOJST,X,O,X,O,X,X,X,X,X,X
LZIOSTJ,X,O,X,O,X,X,X,X,X,X
LZIOSJT,X,O,X,O,X,X,X,X,X,X
LZJTISO,X,O,O,O,X,X,X,X,X,X
LZJTIOS,X,O,O,X,X,X,X,X,X,X
LZJTSIO,O,O,O,O,O,O,X,X,X,X
LZJTSOI,O,O,X,O,O,O,X,X,X,X
LZJTOIS,X,O,O,O,O,X,X,X,X,X
LZJTOSI,O,O,O,O,O,X,X,X,X,X
LZJITSO,X,O,O,O,O,X,X,X,X,X
LZJITOS,X,O,O,O,O,X,X,X,X,X
LZJISTO,X,O,O,O,X,X,X,X,X,X
LZJISOT,X,O,X,O,X,X,X,X,X,X
LZJIOTS,X,O,X,O,O,X,X,X,X,X
LZJIOST,X,O,X,O,X,X,X,X,X,X
LZJSTIO,O,O,O,O,X,O,X,X,X,X
LZJSTOI,O,O,X,O,X,O,X,X,X,X
LZJSITO,O,O,O,O,X,O,X,X,X,X
LZJSIOT,X,O,X,O,X,O,X,X,X,X
LZJSOTI,O,O,X,O,X,O,X,X,X,X
LZJSOIT,X,X,X,O,X,O,X,X,X,X
LZJOTIS,X,O,X,O,O,X,X,X,X,X
LZJOTSI,X,O,X,O,O,X,X,X,X,X
LZJOITS,X,O,X,O,O,X,X,X,X,X
LZJOIST,X,O,X,O,X,X,X,X,X,X
LZJOSTI,X,O,X,O,X,X,X,X,X,X
LZJOSIT,X,X,X,O,X,X,X,X,X,X
LZSTIJO,O,O,X,O,X,O,X,X,X,X
LZSTIOJ,O,X,X,O,X,X,X,X,X,X
LZSTJIO,O,O,O,O,X,O,X,X,X,X
LZSTJOI,O,O,X,O,X,O,X,X,X,X
LZSTOIJ,O,X,X,O,X,X,X,X,O,X
LZSTOJI,O,O,O,O,X,O,X,X,O,X
LZSITJO,O,O,O,O,X,O,X,X,X,X
LZSITOJ,O,X,O,O,X,X,X,X,X,X
LZSIJTO,O,O,O,O,X,O,X,X,X,X
LZSIJOT,X,X,X,O,X,O,X,X,X,X
LZSIOTJ,X,X,X,O,X,X,X,X,X,X
LZSIOJT,X,X,X,O,X,X,X,X,X,X
LZSJTIO,O,O,O,O,X,O,X,X,X,X
LZSJTOI,O,O,X,O,X,O,X,X,O,X
LZSJITO,O,O,O,O,X,O,X,X,X,X
LZSJIOT,X,O,X,O,X,O,X,X,X,X
LZSJOTI,O,O,X,O,X,O,X,X,O,X
LZSJOIT,X,X,X,O,X,O,X,X,O,X
LZSOTIJ,O,X,X,O,X,X,X,X,O,X
LZSOTJI,O,O,X,O,X,O,X,X,O,X
LZSOITJ,X,X,X,O,X,X,X,X,O,X
LZSOIJT,X,X,X,O,X,X,X,X,O,X
LZSOJTI,O,O,X,O,X,O,X,X,O,X
LZSOJIT,X,X,X,O,X,O,X,X,O,X
LZOTIJS,X,X,X,O,O,X,X,X,X,X
LZOTISJ,X,X,X,O,O,X,X,X,X,X
LZOTJIS,X,O,X,O,O,X,X,X,X,X
LZOTJSI,X,O,X,O,O,X,X,X,X,X
LZOTSIJ,X,X,X,O,O,X,X,X,X,X
LZOTSJI,X,O,X,O,O,X,X,X,X,X
LZOITJS,X,X,X,O,O,X,X,X,X,X
LZOITSJ,X,X,X,O,O,X,X,X,X,X
LZOIJTS,X,X,X,O,O,X,X,X,X,X
LZOIJST,X,X,X,O,X,X,X,X,X,X
LZOISTJ,X,X,X,O,X,X,X,X,O,X
LZOISJT,X,X,X,O,X,X,X,X,O,X
LZOJTIS,X,O,X,O,O,X,X,X,X,X
LZOJTSI,X,O,X,O,O,X,X,X,X,X
LZOJITS,X,O,X,O,O,X,X,X,X,X
LZOJIST,X,O,X,O,X,X,X,X,X,X
LZOJSTI,X,O,X,O,X,X,X,X,X,X
LZOJSIT,X,X,X,O,X,X,X,X,X,X
LZOSTIJ,X,X,X,O,X,X,X,X,O,X
LZOSTJI,X,O,X,O,X,X,X,X,O,X
LZOSITJ,X,X,X,O,X,X,X,X,O,X
LZOSIJT,X,X,X,O,X,X,X,X,O,X
LZOSJTI,X,O,X,O,X,X,X,X,O,X
LZOSJIT,X,X,X,O,X,X,X,X,O,X
LOTIJSZ,X,O,O,X,X,O,O,X,X,X
LOTIJZS,X,X,O,X,X,X,O,X,X,X
LOTISJZ,X,O,O,X,X,O,O,X,X,X
LOTISZJ,X,X,O,X,X,O,O,X,X,X
LOTIZJS,X,X,O,X,X,X,O,X,X,X
LOTIZSJ,X,X,O,X,X,X,O,X,X,X
LOTJISZ,X,O,O,X,X,O,O,X,X,X
LOTJIZS,X,O,O,X,X,X,O,X,X,X
LOTJSIZ,X,O,O,O,X,O,O,X,X,X
LOTJSZI,X,O,O,O,X,O,O,X,X,X
LOTJZIS,X,O,O,X,X,X,O,X,X,X
LOTJZSI,X,O,O,X,X,O,O,X,X,X
LOTSIJZ,X,O,O,X,X,O,O,X,X,X
LOTSIZJ,X,O,O,X,X,O,O,X,X,X
LOTSJIZ,X,O,O,O,X,O,O,X,X,X
LOTSJZI,X,O,O,O,X,O,O,X,X,X
LOTSZIJ,X,O,X,X,X,O,X,X,X,O
LOTSZJI,X,O,O,X,X,O,O,X,X,O
LOTZIJS,X,O,O,X,X,X,O,X,X,X
LOTZISJ,X,O,O,X,X,X,O,X,X,X
LOTZJIS,X,O,O,X,X,X,O,X,X,X
LOTZJSI,X,O,O,X,X,O,O,X,X,X
LOTZSIJ,X,O,X,X,X,O,X,X,X,X
LOTZSJI,X,O,O,X,X,O,O,X,X,X
LOITJSZ,X,O,O,O,X,O,X,X,X,X
LOITJZS,X,X,O,X,X,X,X,X,X,X
LOITSJZ,X,O,O,O,X,O,X,X,X,X
LOITSZJ,X,X,O,X,X,O,X,X,X,X
LOITZJS,X,X,O,X,X,X,X,X,X,X
LOITZSJ,X,X,O,X,X,X,X,X,X,X
LOIJTSZ,X,O,O,O,X,O,X,X,X,X
LOIJTZS,X,O,O,X,X,X,X,X,X,X
LOIJSTZ,X,O,O,O,X,O,X,X,X,X
LOIJSZT,X,O,X,O,X,O,X,X,X,X
LOIJZTS,X,O,X,O,X,X,X,X,X,X
LOIJZST,X,O,X,O,X,X,X,X,X,X
LOISTJZ,X,O,O,O,X,O,X,X,X,X
LOISTZJ,X,O,O,X,X,O,X,X,X,X
LOISJTZ,X,O,O,O,X,O,X,X,X,X
LOISJZT,X,O,X,O,X,O,X,X,X,X
LOISZTJ,X,O,X,X,X,O,X,X,X,X
LOISZJT,X,O,X,X,X,O,X,X,X,X
LOIZTJS,X,O,X,X,X,X,X,X,X,X
LOIZTSJ,X,O,X,X,X,X,X,X,X,X
LOIZJTS,X,O,X,X,X,X,X,X,X,X
LOIZJST,X,O,X,X,X,X,X,X,X,X
LOIZSTJ,X,O,X,X,X,X,X,X,O,X
LOIZSJT,X,O,X,X,X,X,X,X,O,X
LOJTISZ,X,O,O,X,X,O,X,X,X,X
LOJTIZS,X,O,O,X,X,X,X,X,X,X
LOJTSIZ,X,O,O,O,X,O,X,X,X,X
LOJTSZI,X,O,O,O,X,O,O,X,X,X
LOJTZIS,X,O,O,X,X,X,X,X,X,X
LOJTZSI,X,O,O,X,X,O,X,X,X,X
LOJITSZ,X,O,O,O,X,O,X,X,X,X
LOJITZS,X,O,O,X,X,X,X,X,X,X
LOJISTZ,X,O,O,O,X,O,X,X,X,X
LOJISZT,X,O,X,O,X,O,O,X,X,X
LOJIZTS,X,O,X,O,X,X,X,X,X,X
LOJIZST,X,O,X,O,X,X,X,X,X,X
LOJSTIZ,X,O,O,O,X,O,X,X,X,X
LOJSTZI,X,O,X,O,X,O,O,X,X,X
LOJSITZ,X,O,O,O,X,O,X,X,X,X
LOJSIZT,X,O,X,O,X,O,O,X,X,X
LOJSZTI,X,O,X,O,X,O,O,X,X,X
LOJSZIT,X,O,X,X,X,O,O,X,X,X
LOJZTIS,X,O,X,X,X,X,X,X,X,X
LOJZTSI,X,O,X,O,X,O,X,X,X,X
LOJZITS,X,O,X,X,X,X,X,X,X,X
LOJZIST,X,O,X,X,X,X,X,X,X,X
LOJZSTI,X,O,X,O,X,O,O,X,X,X
LOJZSIT,X,O,X,X,X,O,O,X,X,X
LOSTIJZ,X,O,O,X,X,O,O,X,X,X
LOSTIZJ,X,O,X,X,X,O,X,X,X,X
LOSTJIZ,X,O,O,O,X,O,O,X,X,X
LOSTJZI,X,O,O,O,X,O,O,X,X,X
LOSTZIJ,X,O,X,X,X,O,X,X,X,X
LOSTZJI,X,O,O,X,X,O,O,X,X,X
LOSITJZ,X,O,O,O,X,O,X,X,X,X
LOSITZJ,X,O,O,X,X,O,X,X,X,X
LOSIJTZ,X,O,O,O,X,O,X,X,X,X
LOSIJZT,X,O,X,O,X,O,X,X,X,X
LOSIZTJ,X,O,X,X,X,O,X,X,X,O
LOSIZJT,X,O,X,X,X,O,X,X,X,O
LOSJTIZ,X,O,O,O,X,O,X,X,X,X
LOSJTZI,X,O,X,O,X,O,O,X,X,X
LOSJITZ,X,O,O,O,X,O,X,X,X,X
LOSJIZT,X,O,X,O,X,O,O,X,X,X
LOSJZTI,X,O,X,O,X,O,O,X,X,X
LOSJZIT,X,O,X,X,X,O,O,X,X,X
LOSZTIJ,X,O,X,X,X,O,X,X,X,O
LOSZTJI,X,O,X,X,X,O,X,X,X,O
LOSZITJ,X,O,X,X,X,O,X,X,X,O
LOSZIJT,X,O,X,X,X,O,X,X,X,O
LOSZJTI,X,O,X,X,X,O,X,X,X,O
LOSZJIT,X,O,X,X,X,O,X,X,X,O
LOZTIJS,X,O,X,X,X,X,X,X,X,X
LOZTISJ,X,O,X,X,X,X,X,X,X,X
LOZTJIS,X,O,X,X,X,X,X,X,X,X
LOZTJSI,X,O,X,X,X,O,X,X,X,X
LOZTSIJ,X,O,X,X,X,O,X,X,X,X
LOZTSJI,X,O,X,X,X,O,X,X,X,X
LOZITJS,X,O,X,X,X,X,X,X,X,X
LOZITSJ,X,O,X,X,X,X,X,X,X,X
LOZIJTS,X,O,X,X,X,X,X,X,X,X
LOZIJST,X,O,X,X,X,X,X,X,X,X
LOZISTJ,X,O,X,X,X,X,X,X,O,X
LOZISJT,X,O,X,X,X,X,X,X,O,X
LOZJTIS,X,O,X,X,X,X,X,X,X,X
LOZJTSI,X,O,X,X,X,O,X,X,X,X
LOZJITS,X,O,X,X,X,X,X,X,X,X
LOZJIST,X,O,X,X,X,X,X,X,X,X
LOZJSTI,X,O,X,X,X,O,X,X,X,X
LOZJSIT,X,O,X,X,X,O,X,X,X,X
LOZSTIJ,X,O,X,X,X,O,X,X,O,X
LOZSTJI,X,O,X,X,X,O,X,X,O,X
LOZSITJ,X,O,X,X,X,O,X,X,O,X
LOZSIJT,X,O,X,X,X,O,X,X,O,X
LOZSJTI,X,O,X,X,X,O,X,X,O,X
LOZSJIT,X,O,X,X,X,O,X,X,O,X
JTILSZO,O,O,O,O,O,O,O,O,X,X
JTILSOZ,O,O,O,O,X,O,O,O,X,X
JTILZSO,X,O,O,O,O,O,O,X,X,X
JTILZOS,X,O,O,O,O,X,X,X,X,X
JTILOSZ,O,O,O,O,X,O,O,X,X,X
JTILOZS,X,O,O,X,O,X,X,X,X,X
JTISLZO,O,O,O,O,O,O,O,O,X,X
JTISLOZ,O,O,O,O,X,O,O,O,X,X
JTISZLO,O,O,X,O,O,O,O,O,X,X
JTISZOL,O,O,X,O,O,O,X,O,X,X
JTISOLZ,O,O,X,O,X,O,O,O,X,X
JTISOZL,O,O,X,O,X,O,X,O,X,X
JTIZLSO,O,O,X,O,O,X,O,X,X,X
JTIZLOS,O,O,X,O,O,X,X,X,X,X
JTIZSLO,O,O,X,O,O,X,O,X,X,X
JTIZSOL,O,O,X,O,O,X,X,X,X,X
JTIZOLS,O,O,X,O,O,X,X,X,X,X
JTIZOSL,O,O,X,O,O,X,X,X,X,X
JTIOLSZ,O,O,X,X,X,O,O,X,X,X
JTIOLZS,X,O,X,X,O,O,X,X,X,X
JTIOSLZ,O,O,X,X,X,O,O,O,X,X
JTIOSZL,O,O,X,X,X,O,X,O,X,X
JTIOZLS,X,O,X,X,O,X,X,X,X,X
JTIOZSL,O,O,X,X,O,X,X,X,X,X
JTLISZO,X,O,O,O,X,O,O,X,X,X
JTLISOZ,X,O,O,O,X,X,O,X,X,X
JTLIZSO,X,O,O,O,X,X,O,X,X,X
JTLIZOS,X,X,O,O,O,X,X,X,X,X
JTLIOSZ,X,O,O,O,X,X,O,X,X,X
JTLIOZS,X,O,O,X,X,X,X,X,X,X
JTLSIZO,X,O,O,O,X,O,O,X,X,X
JTLSIOZ,O,X,O,O,X,O,O,O,X,X
JTLSZIO,X,O,O,O,X,O,O,X,X,X
JTLSZOI,O,O,X,O,O,O,O,O,X,X
JTLSOIZ,O,X,O,O,X,O,X,O,X,X
JTLSOZI,O,O,O,O,X,O,O,O,X,X
JTLZISO,X,O,O,O,O,X,X,X,X,X
JTLZIOS,X,O,O,X,O,X,X,X,X,X
JTLZSIO,X,O,O,O,O,O,O,X,X,X
JTLZSOI,X,O,X,O,O,O,O,X,X,X
JTLZOIS,X,O,O,X,O,X,X,X,X,X
JTLZOSI,X,O,O,O,O,X,X,X,X,X
JTLOISZ,X,O,O,X,X,X,X,X,X,X
JTLOIZS,X,X,O,X,X,X,X,X,X,X
JTLOSIZ,O,O,O,O,X,X,X,X,X,X
JTLOSZI,O,O,O,O,X,O,O,X,X,X
JTLOZIS,X,X,O,X,O,X,X,X,X,X
JTLOZSI,X,O,O,X,O,X,X,X,X,X
JTSILZO,O,O,O,O,X,O,O,O,X,X
JTSILOZ,O,O,O,O,X,O,O,O,X,X
JTSIZLO,O,O,X,O,X,O,O,O,X,X
JTSIZOL,O,O,X,O,X,O,X,O,X,X
JTSIOLZ,O,O,X,O,X,O,O,O,X,X
JTSIOZL,O,O,X,O,X,O,X,O,X,X
JTSLIZO,O,O,O,O,X,O,O,O,X,X
JTSLIOZ,O,X,O,O,X,O,O,O,X,X
JTSLZIO,O,O,O,O,X,O,O,X,X,X
JTSLZOI,O,O,X,O,O,O,O,O,X,X
JTSLOIZ,O,X,O,O,X,O,X,O,X,X
JTSLOZI,O,O,O,O,X,O,O,O,X,X
JTSZILO,O,O,X,O,O,O,X,O,X,X
JTSZIOL,O,O,X,O,O,O,X,O,X,X
JTSZLIO,O,O,X,O,O,O,O,X,X,X
JTSZLOI,O,O,X,O,O,O,O,O,X,X
JTSZOIL,O,O,X,O,O,X,X,O,X,X
JTSZOLI,O,O,X,O,O,O,X,O,X,X
JTSOILZ,O,X,X,O,X,X,X,O,X,X
JTSOIZL,X,X,X,O,X,X,X,O,X,X
JTSOLIZ,O,O,O,O,X,O,X,O,X,X
JTSOLZI,O,O,O,O,X,O,O,O,X,X
JTSOZIL,X,O,X,O,X,O,X,O,X,X
JTSOZLI,O,O,X,O,X,O,X,O,X,X
JTZILSO,X,O,X,X,O,X,X,X,X,X
JTZILOS,X,O,X,X,O,X,X,X,X,X
JTZISLO,O,O,X,X,O,X,X,X,X,X
JTZISOL,O,O,X,X,O,X,X,X,X,X
JTZIOLS,X,O,X,X,O,X,X,X,X,X
JTZIOSL,O,O,X,X,O,X,X,X,X,X
JTZLISO,X,O,X,O,O,X,X,X,X,X
JTZLIOS,X,O,X,X,O,X,X,X,X,X
JTZLSIO,O,O,X,O,O,X,O,X,X,X
JTZLSOI,O,O,X,O,O,X,O,X,X,X
JTZLOIS,X,O,X,X,O,X,X,X,X,X
JTZLOSI,O,O,X,O,O,X,X,X,X,X
JTZSILO,O,O,X,X,O,X,X,X,X,X
JTZSIOL,O,O,X,O,O,X,X,X,X,X
JTZSLIO,O,O,X,O,O,X,O,X,X,X
JTZSLOI,O,O,X,O,O,X,O,X,X,X
JTZSOIL,O,O,X,O,O,X,X,X,X,X
JTZSOLI,O,O,X,O,O,X,X,X,X,X
JTZOILS,X,X,X,X,O,X,X,X,X,X
JTZOISL,O,O,X,O,O,X,X,X,X,X
JTZOLIS,X,X,X,O,O,X,X,X,X,X
JTZOLSI,O,O,X,O,O,X,X,X,X,X
JTZOSIL,O,O,X,O,O,X,X,X,X,X
JTZOSLI,O,O,X,O,O,X,X,X,X,X
JTOILSZ,X,O,X,X,X,X,X,X,X,X
JTOILZS,X,O,X,X,X,X,X,X,X,X
JTOISLZ,O,O,X,X,X,X,X,O,X,X
JTOISZL,X,O,X,X,X,X,X,O,X,X
JTOIZLS,X,O,X,X,X,X,X,X,X,X
JTOIZSL,X,O,X,X,X,X,X,X,X,X
JTOLISZ,X,O,O,X,X,O,X,X,X,X
JTOLIZS,X,O,O,X,X,X,X,X,X,X
JTOLSIZ,O,O,O,X,X,O,X,X,X,X
JTOLSZI,O,O,O,X,X,O,O,X,X,X
JTOLZIS,X,O,O,X,O,X,X,X,X,X
JTOLZSI,X,O,O,X,O,O,X,X,X,X
JTOSILZ,O,X,X,X,X,X,X,O,X,X
JTOSIZL,X,X,X,X,X,X,X,O,X,X
JTOSLIZ,O,O,O,X,X,O,X,O,X,X
JTOSLZI,O,O,O,X,X,O,O,O,X,X
JTOSZIL,X,O,X,X,X,O,X,O,X,O
JTOSZLI,O,O,X,X,X,O,X,O,X,O
JTOZILS,X,X,X,X,O,X,X,X,X,X
JTOZISL,X,O,X,X,O,X,X,X,X,X
JTOZLIS,X,X,X,X,O,X,X,X,X,X
JTOZLSI,X,O,X,X,O,X,X,X,X,X
JTOZSIL,X,O,X,X,O,X,X,X,X,X
JTOZSLI,O,O,X,X,O,X,X,X,X,X
JITLSZO,O,O,O,O,O,O,O,O,X,X
JITLSOZ,O,O,O,O,X,O,O,O,X,X
JITLZSO,X,O,O,O,O,O,O,X,X,X
JITLZOS,X,O,O,O,O,X,X,X,X,X
JITLOSZ,O,O,O,O,X,O,O,X,X,X
JITLOZS,X,O,O,X,O,X,X,X,X,X
JITSLZO,O,O,O,O,O,O,O,O,X,X
JITSLOZ,O,O,O,O,X,O,O,O,X,X
JITSZLO,O,O,X,O,O,O,O,O,X,X
JITSZOL,O,O,X,O,O,O,X,O,X,X
JITSOLZ,O,O,O,O,X,O,O,O,X,X
JITSOZL,O,O,X,O,X,O,X,O,X,X
JITZLSO,O,O,X,O,O,X,O,X,X,X
JITZLOS,O,O,X,O,O,X,X,X,X,X
JITZSLO,O,O,X,O,O,X,O,X,X,X
JITZSOL,O,O,X,O,O,X,X,X,X,X
JITZOLS,O,O,X,O,O,X,X,X,X,X
JITZOSL,O,O,X,O,O,X,X,X,X,X
JITOLSZ,O,O,O,X,X,O,O,X,X,X
JITOLZS,X,O,O,X,O,O,X,X,X,X
JITOSLZ,O,O,O,X,X,O,O,O,X,X
JITOSZL,O,O,X,X,X,O,X,O,X,X
JITOZLS,X,O,X,X,O,X,X,X,X,X
JITOZSL,O,O,X,X,O,X,X,X,X,X
JILTSZO,O,O,O,O,O,O,X,O,X,X
JILTSOZ,O,O,O,O,X,O,X,O,X,X
JILTZSO,X,O,O,O,O,O,X,X,X,X
JILTZOS,X,O,O,O,O,X,X,X,X,X
JILTOSZ,O,O,O,O,X,O,X,X,X,X
JILTOZS,X,O,O,X,O,X,X,X,X,X
JILSTZO,O,O,O,O,X,O,X,O,X,X
JILSTOZ,O,O,O,O,X,O,X,O,X,X
JILSZTO,O,O,O,O,X,O,X,O,X,X
JILSZOT,O,O,X,O,X,O,X,X,X,X
JILSOTZ,O,O,O,O,X,O,X,O,X,X
JILSOZT,O,O,X,O,X,O,X,X,X,X
JILZTSO,O,O,O,O,O,O,X,X,X,X
JILZTOS,O,O,O,O,O,X,X,X,X,X
JILZSTO,O,O,O,O,X,O,X,O,X,X
JILZSOT,O,O,X,O,X,O,X,X,X,X
JILZOTS,X,O,X,O,O,X,X,X,X,X
JILZOST,X,O,X,O,X,X,X,X,X,X
JILOTSZ,X,O,O,O,X,O,X,X,X,X
JILOTZS,X,O,O,X,X,O,X,X,X,X
JILOSTZ,X,O,O,O,X,O,X,O,X,X
JILOSZT,X,O,X,O,X,O,X,X,X,X
JILOZTS,X,O,X,O,X,O,X,X,X,X
JILOZST,X,O,X,O,X,O,X,X,X,X
JISTLZO,O,O,O,O,O,O,O,O,X,X
JISTLOZ,O,O,O,O,X,O,O,O,X,X
JISTZLO,O,O,X,O,O,O,O,O,X,X
JISTZOL,O,O,X,O,O,O,X,O,X,X
JISTOLZ,O,O,O,O,X,O,O,O,X,X
JISTOZL,O,O,X,O,X,O,X,O,X,X
JISLTZO,O,O,O,O,X,O,X,O,X,X
JISLTOZ,O,O,O,O,X,O,X,O,X,X
JISLZTO,O,O,O,O,X,O,X,O,X,X
JISLZOT,O,O,X,O,X,O,X,X,X,X
JISLOTZ,O,O,O,O,X,O,X,O,X,X
JISLOZT,O,O,X,O,X,O,X,X,X,X
JISZTLO,O,O,X,O,O,O,X,O,X,X
JISZTOL,O,O,X,O,O,O,X,O,X,X
JISZLTO,O,O,O,O,X,O,X,O,X,X
JISZLOT,O,X,X,O,X,O,X,X,X,X
JISZOTL,O,O,X,O,O,O,X,X,X,X
JISZOLT,O,X,X,O,X,O,X,X,X,X
JISOTLZ,O,O,X,O,X,O,O,O,X,X
JISOTZL,O,O,X,O,X,O,O,O,X,X
JISOLTZ,O,O,O,O,X,O,O,O,X,X
JISOLZT,O,O,X,O,X,O,O,X,X,X
JISOZTL,O,O,X,O,X,O,X,X,X,X
JISOZLT,O,O,X,O,X,O,O,X,X,X
JIZTLSO,O,O,X,O,O,X,X,X,X,X
JIZTLOS,O,O,X,O,O,X,X,X,X,X
JIZTSLO,O,O,X,O,O,X,X,X,X,X
JIZTSOL,O,O,X,O,O,X,X,X,X,X
JIZTOLS,O,O,X,O,O,X,X,X,X,X
JIZTOSL,O,O,X,O,O,X,X,X,X,X
JIZLTSO,O,O,O,O,O,O,X,X,X,X
JIZLTOS,O,O,O,O,O,X,X,X,X,X
JIZLSTO,O,O,O,O,X,O,X,O,X,X
JIZLSOT,O,O,X,O,X,O,X,X,X,X
JIZLOTS,X,O,X,O,O,X,X,X,X,X
JIZLOST,X,O,X,O,X,X,X,X,X,X
JIZSTLO,O,O,X,O,O,O,X,O,X,X
JIZSTOL,O,O,X,O,O,O,X,O,X,X
JIZSLTO,O,O,O,O,X,O,X,O,X,X
JIZSLOT,O,X,X,O,X,O,X,X,X,X
JIZSOTL,O,O,X,O,O,O,X,X,X,X
JIZSOLT,O,X,X,O,X,O,X,X,X,X
JIZOTLS,O,O,X,O,O,X,X,X,X,X
JIZOTSL,O,O,X,O,O,X,X,X,X,X
JIZOLTS,X,O,X,O,O,O,X,X,X,X
JIZOLST,X,O,X,O,X,O,X,X,X,X
JIZOSTL,O,O,X,O,O,O,X,X,X,X
JIZOSLT,O,O,X,O,X,O,X,X,X,X
JIOTLSZ,O,O,X,X,X,O,O,X,X,X
JIOTLZS,X,O,X,X,O,O,O,X,X,X
JIOTSLZ,O,O,X,X,X,O,O,X,X,X
JIOTSZL,O,O,X,X,X,O,O,X,X,X
JIOTZLS,X,O,X,X,O,X,O,X,X,X
