sequence,v115@zgC8GeB8GeC8GeE8AeA8CeE8CeC8JeF8IvhFxdBTgB?UiBaoBOrBXsB,v115@zgC8GeB8GeC8GeE8AeA8CeE8CeC8JeU8IvhFFdBXeB?TgBxmBysB2wB,v115@zgC8GeB8GeC8GeE8AeA8CeE8CeC8JecAJvhFxcBXeB?2nBFmBisBTrB,v115@zgC8GeB8GeC8GeE8AeA8CeE8CeC8Je37IvhFUdBFeB?mlBRnBisBTrB,v115@zgC8GeB8GeC8GeE8AeA8CeE8CeC8JecAJvhFxcBXeB?mhBFmBznBywB,v115@zgC8GeB8GeC8GeE8AeA8CeE8CeC8JecAJvhFxdBlhB?aoBXhBTnB2wB,v115@zgC8GeB8GeC8GeE8AeA8CeE8CeC8JecAJvhFxcBXeB?FmBesBznBirB,v115@zgC8GeB8GeC8GeE8AeA8CeE8CeC8JecAJvhFTcBxdB?eoBarBFnBXsB,v115@zgC8GeB8GeC8GeE8AeA8CeE8CeC8JecAJvhFxdB3iB?FmBysBmrBTrB,v115@zgC8GeB8GeC8GeE8AeA8CeE8CeC8JecAJvhFTcBxdB?FmBmnB3nBywB,v115@zgC8GeB8GeC8GeE8AeA8CeE8CeC8JecAJvhFTcBFeB?foBRmBKnB2wB,v115@zgC8GeB8GeC8GeE8AeA8CeE8CeC8JecAJvhFxcBXeB?anBFmBznB2wB
JOTILZS,O,O,X,O,X,O,X,X,X,X,X,X
JOTISLZ,O,O,X,O,X,X,X,X,X,X,X,X
JOTISZL,O,O,X,X,X,X,X,X,X,X,X,X
JOTIZLS,O,O,X,X,X,O,X,X,X,X,X,X
JOTIZSL,O,O,X,X,X,X,X,X,X,X,X,X
JOTLISZ,O,O,X,O,X,O,X,X,X,X,X,X
JOTLIZS,O,O,X,O,X,O,X,X,X,X,X,X
JOTLSIZ,O,O,X,O,X,O,X,X,X,X,X,X
JOTLSZI,O,O,X,X,X,O,X,X,X,X,X,X
JOTLZIS,O,O,X,X,X,O,X,X,X,X,X,X
JOTLZSI,O,O,X,X,X,O,X,X,X,X,X,X
JOTSILZ,O,O,X,O,X,X,X,X,X,X,X,X
JOTSIZL,O,O,X,X,X,X,X,X,X,X,X,X
JOTSLIZ,O,O,X,O,X,O,X,X,X,X,X,X
JOTSLZI,O,O,X,X,X,O,X,X,X,X,X,X
JOTSZIL,O,O,X,X,X,X,O,X,X,X,O,X
JOTSZLI,O,O,X,X,X,O,O,X,X,X,X,X
JOTZILS,O,O,X,X,X,O,O,X,X,X,X,X
JOTZISL,O,O,X,X,X,X,O,X,X,X,X,X
JOTZLIS,O,O,X,X,X,O,O,X,X,X,X,X
JOTZLSI,O,O,X,X,X,O,O,X,X,X,X,X
JOTZSIL,O,O,X,X,X,X,O,X,X,X,O,X
JOTZSLI,O,O,X,X,X,O,O,X,X,X,X,X
JOITLSZ,O,O,X,O,X,O,X,X,X,X,X,X
JOITLZS,O,O,X,O,X,O,X,X,X,X,X,X
JOITSLZ,O,O,X,O,X,X,X,X,X,X,X,X
JOITSZL,O,O,X,X,X,X,X,X,X,X,X,X
JOITZLS,O,O,X,X,X,O,X,X,X,X,X,X
JOITZSL,O,O,X,X,X,X,X,X,X,X,X,X
JOILTSZ,O,O,X,O,X,O,X,X,X,X,X,X
JOILTZS,O,O,X,O,X,O,X,X,X,X,X,X
JOILSTZ,O,O,X,O,X,O,X,X,X,X,X,X
JOILSZT,O,O,X,O,X,O,X,X,X,X,X,X
JOILZTS,O,O,X,O,X,O,X,X,X,X,X,X
JOILZST,O,O,X,O,X,O,X,X,X,X,X,X
JOISTLZ,O,O,X,O,X,X,X,X,X,X,X,X
JOISTZL,O,O,X,X,X,X,X,X,X,X,X,X
JOISLTZ,O,O,X,O,X,X,X,X,X,X,X,X
JOISLZT,O,O,X,O,X,X,X,X,X,X,X,X
JOISZTL,O,O,X,X,X,X,O,X,X,X,X,X
JOISZLT,X,O,X,X,X,X,O,X,X,X,X,X
JOIZTLS,O,O,X,X,X,O,O,X,X,O,X,X
JOIZTSL,O,O,X,X,X,X,O,X,X,O,X,X
JOIZLTS,O,O,X,X,X,O,X,O,X,X,X,X
JOIZLST,O,O,X,X,X,O,X,O,X,X,X,X
JOIZSTL,O,O,X,X,X,X,O,X,X,X,X,X
JOIZSLT,X,O,X,X,X,X,O,X,X,X,X,X
JOLTISZ,O,O,X,O,X,O,X,X,X,X,X,X
JOLTIZS,O,O,X,O,X,O,X,X,X,X,X,X
JOLTSIZ,O,O,X,O,X,O,X,X,X,X,X,X
JOLTSZI,O,O,X,X,O,O,X,X,X,X,X,X
JOLTZIS,O,O,X,X,O,O,X,X,X,X,X,X
JOLTZSI,O,O,X,X,O,O,X,X,X,X,X,X
JOLITSZ,O,O,X,O,X,O,X,X,X,X,X,X
JOLITZS,O,O,X,O,X,O,X,X,X,X,X,X
JOLISTZ,O,O,X,O,X,O,X,X,X,X,X,X
JOLISZT,O,O,X,O,O,O,X,X,X,X,X,X
JOLIZTS,O,O,X,O,O,O,X,X,X,X,X,X
JOLIZST,O,O,X,O,O,O,X,X,X,X,X,X
JOLSTIZ,O,O,X,O,X,O,X,X,X,X,X,X
JOLSTZI,O,O,X,X,O,O,X,X,X,X,X,X
JOLSITZ,O,O,X,O,X,O,X,X,X,X,X,X
JOLSIZT,O,O,X,O,O,O,X,X,X,X,X,X
JOLSZTI,O,O,X,X,O,O,O,X,X,X,X,X
JOLSZIT,O,O,X,X,O,O,O,X,X,X,X,X
JOLZTIS,O,O,X,X,O,O,O,X,X,X,X,X
JOLZTSI,O,O,X,X,O,O,O,X,X,X,X,X
JOLZITS,O,O,X,X,O,O,X,X,X,X,X,X
JOLZIST,O,O,X,X,O,O,X,X,X,X,X,X
JOLZSTI,O,O,X,X,O,O,O,X,X,X,X,X
JOLZSIT,O,O,X,X,O,O,O,X,X,X,X,X
JOSTILZ,O,O,X,O,X,X,X,X,X,X,X,X
JOSTIZL,O,O,X,X,X,X,X,X,X,X,X,X
JOSTLIZ,O,O,X,O,X,O,X,X,X,X,X,X
JOSTLZI,O,O,X,X,X,O,X,X,X,X,X,X
JOSTZIL,O,O,X,X,X,X,O,X,X,X,O,X
JOSTZLI,O,O,X,X,X,O,O,X,X,X,X,X
JOSITLZ,O,O,X,O,X,X,X,X,X,X,X,X
JOSITZL,O,O,X,X,X,X,X,X,X,X,X,X
JOSILTZ,O,O,X,O,X,X,X,X,X,X,X,X
JOSILZT,O,O,X,O,X,X,X,X,X,X,X,X
JOSIZTL,O,O,X,X,X,X,O,X,X,X,X,X
JOSIZLT,O,O,X,X,X,X,O,X,X,X,X,X
JOSLTIZ,O,O,X,O,X,O,X,X,X,X,X,X
JOSLTZI,O,O,X,X,O,O,X,X,X,X,X,X
JOSLITZ,O,O,X,O,X,O,X,X,X,X,X,X
JOSLIZT,O,O,X,O,O,O,X,X,X,X,X,X
JOSLZTI,O,O,X,X,O,O,O,X,X,X,X,X
JOSLZIT,O,O,X,X,O,O,O,X,X,X,X,X
JOSZTIL,O,O,X,X,O,X,O,X,X,X,O,O
JOSZTLI,O,O,X,X,O,O,O,X,X,X,X,O
JOSZITL,O,O,X,X,O,X,O,X,X,X,O,O
JOSZILT,O,O,X,X,O,X,O,X,X,X,O,X
JOSZLTI,O,O,X,X,O,O,O,X,X,X,X,X
JOSZLIT,O,O,X,X,O,O,O,X,X,X,X,X
JOZTILS,O,O,X,X,O,O,O,X,X,O,X,X
JOZTISL,O,O,X,X,O,X,O,X,X,O,X,X
JOZTLIS,O,O,X,X,O,O,O,X,X,O,X,O
JOZTLSI,O,O,X,X,O,O,O,X,X,O,X,O
JOZTSIL,O,O,X,X,O,X,O,X,X,O,O,O
JOZTSLI,O,O,X,X,O,O,O,X,X,O,X,O
JOZITLS,O,O,X,X,X,O,O,X,X,O,X,X
JOZITSL,O,O,X,X,X,X,O,X,X,O,X,X
JOZILTS,O,O,X,X,X,O,X,O,X,X,X,X
JOZILST,O,O,X,X,X,O,X,O,X,X,X,X
JOZISTL,O,O,X,X,X,X,O,X,X,X,O,X
JOZISLT,X,O,X,X,X,X,O,X,X,X,O,X
JOZLTIS,O,O,X,X,O,O,O,O,X,X,X,X
JOZLTSI,O,O,X,X,O,O,O,O,X,X,X,X
JOZLITS,O,O,X,X,O,O,X,O,X,X,X,X
JOZLIST,O,O,X,X,O,O,X,O,X,X,X,X
JOZLSTI,O,O,X,X,O,O,O,O,X,X,X,X
JOZLSIT,O,O,X,X,O,O,O,O,X,X,X,X
JOZSTIL,O,O,X,X,O,X,O,X,X,X,O,O
JOZSTLI,O,O,X,X,O,O,O,X,X,X,X,O
JOZSITL,O,O,X,X,O,X,O,X,X,X,O,O
JOZSILT,X,O,X,X,O,X,O,X,X,X,O,X
JOZSLTI,O,O,X,X,O,O,O,X,X,X,X,X
JOZSLIT,O,O,X,X,O,O,O,X,X,X,X,X
STILJZO,O,X,X,X,X,X,X,X,X,X,X,X
STILJOZ,O,X,X,X,X,X,X,X,X,X,X,X
STILZJO,O,X,X,X,X,X,X,X,X,X,X,X
STILZOJ,O,O,X,X,X,X,X,X,X,X,X,X
STILOJZ,O,X,X,X,X,X,X,X,X,X,X,X
STILOZJ,O,X,X,X,X,X,X,X,X,X,X,X
STIJLZO,O,O,X,O,X,X,X,X,X,X,X,X
STIJLOZ,O,X,X,O,X,X,X,X,X,X,X,X
STIJZLO,O,O,X,O,X,X,X,X,X,X,O,X
STIJZOL,O,O,X,X,X,X,X,X,X,X,O,X
STIJOLZ,O,O,X,O,X,X,X,X,X,X,X,X
STIJOZL,O,O,X,X,X,X,X,X,X,X,X,X
STIZLJO,O,X,X,X,X,X,X,X,X,X,O,X
STIZLOJ,O,O,X,X,X,X,X,X,X,X,O,X
STIZJLO,O,X,X,X,X,X,X,X,X,X,O,X
STIZJOL,O,O,X,X,X,X,X,X,X,X,O,X
STIZOLJ,O,O,X,X,X,X,X,X,X,X,O,X
STIZOJL,O,O,X,X,X,X,X,X,X,X,O,X
STIOLJZ,O,X,X,X,X,X,X,X,X,X,X,X
STIOLZJ,O,O,X,X,X,X,X,X,X,X,X,X
STIOJLZ,O,X,X,X,X,X,X,X,X,X,X,X
STIOJZL,O,O,X,X,X,X,X,X,X,X,X,X
STIOZLJ,O,O,X,X,X,X,X,X,X,X,X,X
STIOZJL,O,O,X,X,X,X,X,X,X,X,X,X
STLIJZO,O,O,X,O,X,X,X,X,X,X,X,X
STLIJOZ,O,O,X,O,X,X,X,X,X,X,X,X
STLIZJO,O,O,X,O,X,O,X,X,X,X,X,X
STLIZOJ,O,O,X,X,X,O,X,X,X,X,X,X
STLIOJZ,O,O,X,X,X,X,X,X,X,X,X,X
STLIOZJ,O,O,X,X,X,X,X,X,X,X,X,X
STLJIZO,O,O,X,O,X,X,X,X,X,X,X,X
STLJIOZ,O,O,X,O,X,X,X,X,X,X,X,X
STLJZIO,O,O,O,O,O,X,X,X,X,X,O,X
STLJZOI,O,O,O,X,O,X,X,X,X,X,X,X
STLJOIZ,O,O,X,O,X,X,X,X,X,X,X,X
STLJOZI,O,O,X,X,X,X,X,X,X,X,X,X
STLZIJO,O,O,O,X,O,O,X,X,X,X,O,X
STLZIOJ,O,O,O,X,O,O,X,X,X,X,O,X
STLZJIO,O,O,O,X,O,O,X,X,X,X,O,X
STLZJOI,X,O,O,X,O,O,X,X,X,X,X,X
STLZOIJ,O,O,O,X,O,O,X,X,X,X,X,X
STLZOJI,O,O,O,X,O,O,X,X,X,X,X,X
STLOIJZ,O,O,X,X,X,X,X,X,X,X,X,X
STLOIZJ,O,O,X,X,X,X,X,X,X,X,X,X
STLOJIZ,O,O,X,X,X,X,X,X,X,X,X,X
STLOJZI,O,O,X,X,X,X,X,X,X,X,X,X
STLOZIJ,O,O,X,X,X,X,X,X,X,X,X,X
STLOZJI,O,O,X,X,X,X,X,X,X,X,X,X
STJILZO,O,O,X,O,X,X,X,X,X,X,X,X
STJILOZ,O,X,X,O,X,X,X,X,X,X,X,X
STJIZLO,O,O,X,O,X,X,X,X,X,X,O,X
STJIZOL,O,O,X,X,X,X,X,X,X,X,O,X
STJIOLZ,O,O,X,O,X,X,X,X,X,X,X,X
STJIOZL,O,O,X,X,X,X,X,X,X,X,X,X
STJLIZO,O,O,X,O,X,O,X,X,X,X,X,X
STJLIOZ,O,O,X,O,X,X,X,X,X,X,X,X
STJLZIO,O,O,X,O,X,O,X,X,X,X,O,X
STJLZOI,O,O,X,X,X,O,X,X,X,X,X,X
STJLOIZ,O,O,X,O,X,X,X,X,X,X,X,X
STJLOZI,O,O,X,X,X,X,X,X,X,X,X,X
STJZILO,O,O,X,O,X,X,X,X,X,X,O,X
STJZIOL,O,O,X,X,X,X,X,X,X,X,O,X
STJZLIO,O,X,X,O,X,O,X,X,X,X,O,X
STJZLOI,O,X,X,X,X,O,X,X,X,X,X,X
STJZOIL,O,O,X,X,X,X,X,X,X,X,O,X
STJZOLI,O,O,X,X,X,O,X,X,X,X,X,X
STJOILZ,O,O,X,O,X,X,X,X,X,X,X,X
STJOIZL,O,O,X,X,X,X,X,X,X,X,X,X
STJOLIZ,O,O,X,O,X,O,X,X,X,X,X,X
STJOLZI,O,O,X,X,X,O,X,X,X,X,X,X
STJOZIL,O,O,X,X,X,X,X,X,X,X,O,X
STJOZLI,O,O,X,X,X,O,X,X,X,X,X,X
STZILJO,O,X,O,X,O,X,X,X,X,X,O,X
STZILOJ,O,O,O,X,O,X,X,X,X,X,O,X
STZIJLO,O,X,O,X,O,X,X,X,X,X,O,X
STZIJOL,O,O,X,X,O,X,X,X,X,X,O,X
STZIOLJ,O,O,O,X,X,X,X,X,X,X,O,X
STZIOJL,O,O,X,X,O,X,X,X,X,X,O,X
STZLIJO,O,X,O,X,O,O,X,X,X,X,O,X
STZLIOJ,O,X,O,X,O,O,X,X,X,X,O,X
STZLJIO,O,X,O,X,O,O,X,X,X,X,O,X
STZLJOI,X,X,O,X,O,O,X,X,X,X,X,X
STZLOIJ,O,X,O,X,O,O,X,X,X,X,X,X
STZLOJI,O,X,O,X,O,O,X,X,X,X,X,X
STZJILO,O,O,O,X,O,X,X,X,X,X,O,X
STZJIOL,O,O,X,X,O,X,X,X,X,X,O,X
STZJLIO,O,X,O,X,O,O,X,X,X,X,O,X
STZJLOI,X,X,O,X,X,O,X,X,X,X,X,X
STZJOIL,X,O,X,X,O,X,X,X,X,X,O,X
STZJOLI,X,O,X,X,X,O,X,X,X,X,X,X
STZOILJ,O,O,O,X,X,X,X,X,X,X,O,X
STZOIJL,O,O,X,X,O,X,X,X,X,X,O,X
STZOLIJ,O,O,O,X,X,O,X,X,X,X,X,X
STZOLJI,O,O,O,X,X,O,X,X,X,X,X,X
STZOJIL,O,O,X,X,O,X,X,X,X,X,O,X
STZOJLI,O,O,X,X,X,X,X,X,X,X,X,X
STOILJZ,O,X,X,X,X,X,X,X,X,X,X,X
STOILZJ,O,O,X,X,X,X,X,X,X,X,X,X
STOIJLZ,O,X,X,X,X,X,X,X,X,X,X,X
STOIJZL,O,O,X,X,X,X,X,X,X,X,X,X
STOIZLJ,O,O,X,X,X,X,X,X,X,X,X,X
STOIZJL,O,O,X,X,X,X,X,X,X,X,X,X
STOLIJZ,O,O,X,X,X,X,X,X,X,X,X,X
STOLIZJ,O,O,X,X,X,O,X,X,X,X,X,X
STOLJIZ,O,O,X,X,X,X,X,X,X,X,X,X
STOLJZI,O,O,X,X,X,X,X,X,X,X,X,X
STOLZIJ,O,O,X,X,X,O,X,X,X,X,X,X
STOLZJI,O,O,X,X,X,O,X,X,X,X,X,X
STOJILZ,O,O,X,X,X,X,X,X,X,X,X,X
STOJIZL,O,O,X,X,X,X,X,X,X,X,X,X
STOJLIZ,O,O,X,X,X,X,X,X,X,X,X,X
STOJLZI,O,O,X,X,X,X,X,X,X,X,X,X
STOJZIL,O,O,X,X,X,X,X,X,X,X,O,X
STOJZLI,O,O,X,X,X,X,X,X,X,X,X,X
STOZILJ,O,O,X,X,X,X,X,X,X,X,O,X
STOZIJL,O,O,X,X,X,X,X,X,X,X,O,X
STOZLIJ,O,O,X,X,X,O,X,X,X,X,X,X
STOZLJI,O,O,X,X,X,O,X,X,X,X,X,X
STOZJIL,O,O,X,X,X,X,X,X,X,X,O,X
STOZJLI,O,O,X,X,X,X,X,X,X,X,X,X
SITLJZO,O,X,X,X,X,X,X,X,X,X,X,X
SITLJOZ,O,X,X,X,X,X,X,X,X,X,X,X
SITLZJO,O,X,X,X,X,X,X,X,X,X,X,X
SITLZOJ,O,O,X,X,X,X,X,X,X,X,X,X
SITLOJZ,O,X,X,X,X,X,X,X,X,X,X,X
SITLOZJ,O,X,X,X,X,X,X,X,X,X,X,X
SITJLZO,O,O,X,O,X,X,X,X,X,X,X,X
SITJLOZ,O,X,X,O,X,X,X,X,X,X,X,X
SITJZLO,O,O,X,O,X,X,X,X,X,X,O,X
SITJZOL,O,O,X,X,X,X,X,X,X,X,O,X
SITJOLZ,O,O,X,O,X,X,X,X,X,X,X,X
SITJOZL,O,O,X,X,X,X,X,X,X,X,X,X
SITZLJO,O,X,X,X,X,X,X,X,X,X,O,X
SITZLOJ,O,O,X,X,X,X,X,X,X,X,O,X
SITZJLO,O,X,X,X,X,X,X,X,X,X,O,X
SITZJOL,O,O,X,X,X,X,X,X,X,X,O,X
SITZOLJ,O,O,X,X,X,X,X,X,X,X,O,X
SITZOJL,O,O,X,X,X,X,X,X,X,X,O,X
SITOLJZ,O,X,X,X,X,X,X,X,X,X,X,X
SITOLZJ,O,O,X,X,X,X,X,X,X,X,X,X
SITOJLZ,O,X,X,X,X,X,X,X,X,X,X,X
SITOJZL,O,O,X,X,X,X,X,X,X,X,X,X
SITOZLJ,O,O,X,X,X,X,X,X,X,X,X,X
SITOZJL,O,O,X,X,X,X,X,X,X,X,X,X
SILTJZO,O,O,X,X,X,X,X,X,X,X,X,X
SILTJOZ,O,O,X,X,X,X,X,X,X,X,X,X
SILTZJO,O,O,X,X,X,O,X,X,O,X,X,X
SILTZOJ,O,O,X,X,X,O,X,X,O,X,X,X
SILTOJZ,O,O,X,X,X,X,X,X,X,X,X,X
SILTOZJ,O,O,X,X,X,X,X,X,X,X,X,X
SILJTZO,O,O,X,X,X,O,X,X,X,X,X,X
SILJTOZ,O,O,X,X,X,X,X,X,X,X,X,X
SILJZTO,O,O,O,X,O,O,X,X,O,X,X,X
SILJZOT,O,O,O,X,O,X,X,X,X,X,X,X
SILJOTZ,O,O,X,X,X,X,X,X,X,X,X,X
SILJOZT,O,O,X,X,X,X,X,X,X,X,X,X
SILZTJO,O,O,O,X,O,O,X,X,O,X,X,X
SILZTOJ,O,O,O,X,O,O,X,X,O,X,X,X
SILZJTO,O,O,O,X,O,O,X,X,O,X,X,X
SILZJOT,O,X,O,X,O,X,X,X,X,X,X,X
SILZOTJ,O,O,O,X,O,X,X,X,O,X,X,X
SILZOJT,O,X,O,X,O,X,X,X,X,X,X,X
SILOTJZ,O,O,X,X,X,X,X,X,X,X,X,X
SILOTZJ,O,O,X,X,X,X,X,X,X,X,X,X
SILOJTZ,O,O,X,X,X,X,X,X,X,X,X,X
SILOJZT,O,O,X,X,X,X,X,X,X,X,X,X
SILOZTJ,O,O,X,X,X,X,X,X,O,X,X,X
SILOZJT,O,O,X,X,X,X,X,X,X,X,X,X
SIJTLZO,O,O,X,O,X,X,X,X,X,X,X,X
SIJTLOZ,O,X,X,O,X,X,X,X,X,X,X,X
SIJTZLO,O,O,X,O,X,X,X,X,X,X,O,X
SIJTZOL,O,O,X,X,X,X,X,X,X,X,O,X
SIJTOLZ,O,O,X,O,X,X,X,X,X,X,X,X
SIJTOZL,O,O,X,X,X,X,X,X,X,X,X,X
SIJLTZO,O,O,X,O,X,O,X,X,X,X,X,X
SIJLTOZ,O,O,X,O,X,X,X,X,X,X,X,X
SIJLZTO,O,O,X,O,X,O,X,X,X,X,X,X
SIJLZOT,O,O,X,O,X,X,X,X,X,X,X,X
SIJLOTZ,O,O,X,O,X,X,X,X,X,X,X,X
SIJLOZT,O,O,X,O,X,X,X,X,X,X,X,X
SIJZTLO,O,O,X,O,X,X,X,X,X,X,O,X
SIJZTOL,O,O,X,X,X,X,X,X,X,O,O,X
SIJZLTO,O,O,X,O,X,O,X,O,X,X,O,X
SIJZLOT,O,X,X,O,X,X,X,O,X,X,O,X
SIJZOTL,O,O,X,X,X,X,X,X,X,X,O,X
SIJZOLT,X,X,X,X,X,X,X,X,X,X,O,X
SIJOTLZ,O,O,X,O,X,X,X,X,X,X,X,X
SIJOTZL,O,O,X,X,X,X,X,X,X,X,X,X
SIJOLTZ,O,O,X,O,X,X,X,X,X,X,X,X
SIJOLZT,O,O,X,O,X,X,X,X,X,X,X,X
SIJOZTL,O,O,X,X,X,X,X,X,X,X,X,X
SIJOZLT,X,O,X,X,X,X,X,X,X,X,X,X
SIZTLJO,O,X,O,X,O,X,X,X,X,X,O,X
SIZTLOJ,O,O,O,X,O,X,X,X,X,X,O,X
SIZTJLO,O,X,O,X,O,X,X,X,X,X,O,X
SIZTJOL,O,O,X,X,O,X,X,X,X,O,O,X
SIZTOLJ,O,O,O,X,X,X,X,X,X,X,O,X
SIZTOJL,O,O,X,X,O,X,X,X,X,O,O,X
SIZLTJO,O,O,O,X,O,O,X,X,O,X,O,X
SIZLTOJ,O,O,O,X,O,O,X,X,O,X,O,X
SIZLJTO,O,O,O,X,O,O,X,O,O,X,O,X
SIZLJOT,O,X,O,X,O,X,X,O,X,X,O,X
SIZLOTJ,O,O,O,X,O,X,X,X,O,X,O,X
SIZLOJT,O,X,O,X,O,X,X,O,X,X,O,X
SIZJTLO,O,X,O,O,O,X,X,X,X,X,O,X
SIZJTOL,O,O,X,X,O,X,X,X,X,O,O,X
SIZJLTO,X,X,O,O,O,O,X,O,X,X,O,X
SIZJLOT,X,X,O,O,O,X,X,O,X,X,O,X
SIZJOTL,O,X,X,X,X,X,X,X,X,X,O,X
SIZJOLT,X,X,X,O,X,X,X,X,X,X,O,X
SIZOTLJ,O,O,O,X,X,X,X,X,X,X,O,X
SIZOTJL,O,O,X,X,O,X,X,X,X,X,O,X
SIZOLTJ,O,X,O,X,O,X,X,X,X,X,O,X
SIZOLJT,O,X,O,X,O,X,X,X,X,X,O,X
SIZOJTL,O,X,X,X,X,X,X,X,X,X,O,X
SIZOJLT,X,X,X,X,X,X,X,X,X,X,O,X
SIOTLJZ,O,X,X,X,X,X,X,X,X,X,X,X
SIOTLZJ,O,O,X,X,X,X,X,X,X,X,X,X
SIOTJLZ,O,X,X,X,X,X,X,X,X,X,X,X
SIOTJZL,O,O,X,X,X,X,X,X,X,X,X,X
SIOTZLJ,O,O,X,X,X,X,X,X,X,X,X,X
SIOTZJL,O,O,X,X,X,X,X,X,X,X,X,X
SIOLTJZ,O,O,X,X,X,X,X,X,X,X,X,X
SIOLTZJ,O,O,X,X,X,X,X,X,X,X,X,X
SIOLJTZ,O,O,X,X,X,X,X,X,X,X,X,X
SIOLJZT,O,O,X,X,X,X,X,X,X,X,X,X
SIOLZTJ,O,O,X,X,X,X,X,X,X,X,X,X
SIOLZJT,O,O,X,X,X,X,X,X,X,X,X,X
SIOJTLZ,O,O,X,X,X,X,X,X,X,X,X,X
SIOJTZL,O,O,X,X,X,X,X,X,X,X,X,X
SIOJLTZ,O,O,X,X,X,X,X,X,X,X,X,X
SIOJLZT,O,O,X,X,X,X,X,X,X,X,X,X
SIOJZTL,O,O,X,X,X,X,X,X,X,X,X,X
SIOJZLT,O,O,X,X,X,X,X,X,X,X,X,X
SIOZTLJ,O,O,X,X,X,X,X,X,X,X,X,X
SIOZTJL,O,O,X,X,X,X,X,X,X,X,X,X
SIOZLTJ,O,O,X,X,X,X,X,X,X,X,X,X
SIOZLJT,O,X,X,X,X,X,X,X,X,X,X,X
SIOZJTL,O,O,X,X,X,X,X,X,X,X,X,X
SIOZJLT,X,O,X,X,X,X,X,X,X,X,X,X
SLTIJZO,O,O,X,O,X,X,X,X,X,X,X,X
SLTIJOZ,O,O,X,O,X,X,X,X,X,X,X,X
SLTIZJO,O,O,X,O,X,O,X,X,O,X,X,X
SLTIZOJ,O,O,X,X,X,O,X,X,O,X,X,X
SLTIOJZ,O,O,X,X,X,X,X,X,X,X,X,X
SLTIOZJ,O,O,X,X,X,X,X,X,X,X,X,X
SLTJIZO,O,O,X,O,X,X,X,X,X,X,X,X
SLTJIOZ,O,O,X,O,X,X,X,X,X,X,X,X
SLTJZIO,O,O,O,O,O,X,X,X,X,X,O,X
SLTJZOI,O,O,O,X,O,X,X,X,X,X,X,X
SLTJOIZ,O,O,X,O,X,X,X,X,X,X,X,X
SLTJOZI,O,O,X,X,X,X,X,X,X,X,X,X
SLTZIJO,O,O,O,X,O,O,X,X,O,X,O,X
SLTZIOJ,O,O,O,X,O,O,X,X,O,X,O,X
SLTZJIO,O,O,O,X,O,O,X,X,O,X,O,X
SLTZJOI,X,O,O,X,O,O,X,X,O,X,X,X
SLTZOIJ,O,O,O,X,O,O,X,X,O,X,X,X
SLTZOJI,O,O,O,X,O,O,X,X,O,X,X,X
SLTOIJZ,O,O,X,X,X,X,X,X,X,X,X,X
SLTOIZJ,O,O,X,X,X,X,X,X,X,X,X,X
SLTOJIZ,O,O,X,X,X,X,X,X,X,X,X,X
SLTOJZI,O,O,X,X,X,X,X,X,X,X,X,X
SLTOZIJ,O,O,X,X,X,X,X,X,X,X,X,X
SLTOZJI,O,O,X,X,X,X,X,X,X,X,X,X
SLITJZO,O,O,X,O,X,X,X,X,X,X,X,X
SLITJOZ,O,O,X,O,X,X,X,X,X,X,X,X
SLITZJO,O,O,X,O,X,O,X,X,O,X,X,X
SLITZOJ,O,O,X,X,X,O,X,X,O,X,X,X
SLITOJZ,O,O,X,X,X,X,X,X,X,X,X,X
SLITOZJ,O,O,X,X,X,X,X,X,X,X,X,X
SLIJTZO,O,O,X,O,X,O,X,X,X,X,X,X
SLIJTOZ,O,O,X,O,X,X,X,X,X,X,X,X
SLIJZTO,O,O,O,O,O,O,X,X,O,X,X,X
SLIJZOT,O,O,O,O,O,X,X,X,X,X,X,X
SLIJOTZ,O,O,X,O,X,X,X,X,X,X,X,X
SLIJOZT,O,O,X,O,X,X,X,X,X,X,X,X
SLIZTJO,O,O,O,O,O,O,X,X,O,X,X,X
SLIZTOJ,O,O,O,X,O,O,X,X,O,X,X,X
SLIZJTO,O,O,O,O,O,O,X,X,O,X,X,X
SLIZJOT,O,X,O,O,O,X,X,X,X,X,X,X
SLIZOTJ,O,O,O,X,O,X,X,X,O,X,X,X
SLIZOJT,O,X,O,X,O,X,X,X,X,X,X,X
SLIOTJZ,O,O,X,X,X,X,X,X,X,X,X,X
SLIOTZJ,O,O,X,X,X,X,X,X,X,X,X,X
SLIOJTZ,O,O,X,X,X,X,X,X,X,X,X,X
SLIOJZT,O,O,X,X,X,X,X,X,X,X,X,X
SLIOZTJ,O,O,X,X,X,X,X,X,O,X,X,X
SLIOZJT,O,O,X,X,X,X,X,X,X,X,X,X
SLJTIZO,O,O,X,O,X,O,X,X,X,X,X,X
SLJTIOZ,O,O,X,O,X,X,X,X,X,X,X,X
SLJTZIO,O,O,O,O,O,O,X,X,X,X,O,X
SLJTZOI,O,O,O,X,O,O,X,X,X,X,X,X
SLJTOIZ,O,O,X,O,X,X,X,X,X,X,X,X
SLJTOZI,O,O,X,X,X,X,X,X,X,X,X,X
SLJITZO,O,O,X,O,X,O,X,X,X,X,X,X
SLJITOZ,O,O,X,O,X,X,X,X,X,X,X,X
SLJIZTO,O,O,O,O,O,O,X,X,O,X,X,X
SLJIZOT,O,O,O,O,O,X,X,X,X,X,X,X
SLJIOTZ,O,O,X,O,X,X,X,X,X,X,X,X
SLJIOZT,O,O,X,O,X,X,X,X,X,X,X,X
