sequence,v115@9gB8HeA8IeB8HeB8BeE8KedFJvhFzgBUiBaoB5oBWs?B3qB,v115@9gB8HeA8IeB8HeB8BeE8KedFJvhFChBTiBeoB5oB0m?B3qB,v115@9gB8HeA8IeB8HeB8BeE8KedFJvhFzgBqmBmiB5oB0n?B3qB,v115@9gB8HeA8IeB8HeB8BeE8KeXAJvhFdmBUiBaoB5oBWs?BTqB,v115@9gB8HeA8IeB8HeB8BeE8KedFJvhFRhBcnBTjBSrBGt?B3qB,v115@9gB8HeA8IeB8HeB8BeE8KeXAJvhFdmBqmBmiB5oB0n?BTqB,v115@9gB8HeA8IeB8HeB8BeE8KedFJvhFqmBmiB5oBzlB0n?B3qB
ZOSTILJ,X,O,O,O,X,O,X
ZOSTIJL,X,O,O,O,X,X,X
ZOSTLIJ,X,O,O,O,X,O,X
ZOSTLJI,X,O,O,O,X,O,X
ZOSTJIL,X,O,O,O,X,X,X
ZOSTJLI,X,O,O,O,X,X,X
ZOSITLJ,X,O,O,O,X,O,X
ZOSITJL,X,O,O,O,X,X,X
ZOSILTJ,X,X,O,O,X,O,X
ZOSILJT,X,X,O,X,X,O,X
ZOSIJTL,X,O,O,X,X,X,X
ZOSIJLT,X,O,O,X,X,O,X
ZOSLTIJ,X,O,O,O,X,O,X
ZOSLTJI,X,O,O,O,X,O,X
ZOSLITJ,X,X,O,O,X,O,X
ZOSLIJT,X,X,O,X,X,O,X
ZOSLJTI,X,O,O,X,X,O,X
ZOSLJIT,X,O,O,X,X,O,X
ZOSJTIL,X,O,O,X,X,X,X
ZOSJTLI,X,O,O,X,X,X,X
ZOSJITL,X,O,O,X,X,X,X
ZOSJILT,X,O,O,X,X,O,X
ZOSJLTI,X,O,O,X,X,O,X
ZOSJLIT,X,O,O,X,X,O,X
OTILJSZ,O,X,X,O,X,O,X
OTILJZS,O,X,X,O,X,O,O
OTILSJZ,X,X,O,O,X,O,X
OTILSZJ,X,X,O,O,X,O,O
OTILZJS,X,X,O,O,X,O,O
OTILZSJ,X,X,O,O,X,O,O
OTIJLSZ,O,X,X,O,X,O,X
OTIJLZS,O,O,X,O,X,O,O
OTIJSLZ,O,X,X,O,X,O,X
OTIJSZL,O,O,X,O,X,X,X
OTIJZLS,O,O,X,O,X,X,O
OTIJZSL,O,O,X,O,X,X,O
OTISLJZ,X,X,X,O,X,O,X
OTISLZJ,X,X,X,O,X,O,O
OTISJLZ,X,X,X,O,X,O,X
OTISJZL,X,X,X,O,X,X,X
OTISZLJ,X,X,X,O,X,O,O
OTISZJL,X,X,X,O,X,X,O
OTIZLJS,X,O,O,O,X,O,O
OTIZLSJ,X,X,O,O,X,O,O
OTIZJLS,X,O,O,O,X,O,O
OTIZJSL,X,O,X,O,X,X,O
OTIZSLJ,X,X,X,O,X,O,O
OTIZSJL,X,X,X,O,X,X,O
OTLIJSZ,O,X,X,O,X,O,X
OTLIJZS,O,X,X,O,X,O,O
OTLISJZ,X,X,O,O,X,O,X
OTLISZJ,X,X,O,O,X,O,O
OTLIZJS,X,X,O,O,O,O,O
OTLIZSJ,X,X,O,O,X,O,O
OTLJISZ,O,X,X,O,X,O,X
OTLJIZS,O,X,X,O,O,O,O
OTLJSIZ,O,X,X,O,X,O,X
OTLJSZI,O,X,X,O,O,O,X
OTLJZIS,O,X,X,O,O,O,O
OTLJZSI,O,X,X,O,O,O,O
OTLSIJZ,X,X,O,O,X,O,X
OTLSIZJ,X,X,O,O,X,O,O
OTLSJIZ,X,X,O,O,X,O,X
OTLSJZI,X,X,O,O,X,O,X
OTLSZIJ,X,X,O,O,X,O,O
OTLSZJI,X,X,O,O,X,O,O
OTLZIJS,X,X,O,O,O,O,O
OTLZISJ,X,X,O,O,X,O,O
OTLZJIS,X,X,O,O,O,O,O
OTLZJSI,X,X,O,O,O,O,O
OTLZSIJ,X,X,O,O,X,O,O
OTLZSJI,X,X,O,O,X,O,O
OTJILSZ,O,X,X,O,X,O,X
OTJILZS,O,O,X,O,O,O,O
OTJISLZ,O,X,X,O,X,O,X
OTJISZL,O,O,X,O,X,X,X
OTJIZLS,O,O,X,O,O,X,O
OTJIZSL,O,O,X,O,O,X,O
OTJLISZ,O,X,X,O,X,O,X
OTJLIZS,O,O,X,O,O,O,O
OTJLSIZ,O,X,X,O,X,O,X
OTJLSZI,O,X,X,O,O,O,X
OTJLZIS,O,O,X,O,O,O,O
OTJLZSI,O,O,X,O,O,O,O
OTJSILZ,O,X,X,O,X,O,X
OTJSIZL,O,O,X,O,X,X,X
OTJSLIZ,O,X,X,O,X,O,X
OTJSLZI,O,X,X,O,O,O,X
OTJSZIL,O,O,X,O,O,X,X
OTJSZLI,O,O,X,O,O,X,X
OTJZILS,O,O,X,O,O,X,O
OTJZISL,O,O,X,O,O,X,O
OTJZLIS,O,O,X,O,O,X,O
OTJZLSI,O,O,X,O,O,X,O
OTJZSIL,O,O,X,O,O,X,O
OTJZSLI,O,O,X,O,O,X,O
OTSILJZ,X,X,X,O,X,O,X
OTSILZJ,X,X,X,O,X,O,O
OTSIJLZ,X,X,X,O,X,O,X
OTSIJZL,X,X,X,O,X,X,X
OTSIZLJ,X,X,X,O,X,O,O
OTSIZJL,X,X,X,O,X,X,O
OTSLIJZ,X,X,X,O,X,O,X
OTSLIZJ,X,X,X,O,X,O,O
OTSLJIZ,X,X,X,O,X,O,X
OTSLJZI,X,X,X,O,X,O,X
OTSLZIJ,X,X,X,O,X,O,O
OTSLZJI,X,X,X,O,X,O,O
OTSJILZ,X,X,X,O,X,O,X
OTSJIZL,X,X,X,O,X,X,X
OTSJLIZ,X,X,X,O,X,O,X
OTSJLZI,X,X,X,O,X,O,X
OTSJZIL,X,X,X,O,X,X,X
OTSJZLI,X,X,X,O,X,X,X
OTSZILJ,X,X,X,O,X,O,O
OTSZIJL,X,X,X,O,X,X,O
OTSZLIJ,X,X,X,O,X,O,O
OTSZLJI,X,X,X,O,X,O,O
OTSZJIL,X,X,X,O,X,X,O
OTSZJLI,X,X,X,O,X,X,O
OTZILJS,X,O,O,O,X,O,O
OTZILSJ,X,X,O,O,X,O,O
OTZIJLS,X,O,O,O,O,O,O
OTZIJSL,X,O,X,O,O,X,O
OTZISLJ,X,X,X,O,X,O,O
OTZISJL,X,X,X,O,X,X,O
OTZLIJS,X,O,O,O,O,O,O
OTZLISJ,X,X,O,O,X,O,O
OTZLJIS,X,O,O,O,O,O,O
OTZLJSI,X,O,O,O,O,O,O
OTZLSIJ,X,X,O,O,X,O,O
OTZLSJI,X,O,O,O,X,O,O
OTZJILS,X,O,O,O,O,O,O
OTZJISL,X,O,X,O,O,X,O
OTZJLIS,X,O,O,O,O,O,O
OTZJLSI,X,O,O,O,O,O,O
OTZJSIL,X,O,X,O,O,X,O
OTZJSLI,X,O,X,O,O,X,O
OTZSILJ,X,X,X,O,X,O,O
OTZSIJL,X,X,X,O,X,X,O
OTZSLIJ,X,X,X,O,X,O,O
OTZSLJI,X,O,X,O,X,O,O
OTZSJIL,X,O,X,O,X,X,O
OTZSJLI,X,O,X,O,X,X,O
OITLJSZ,O,X,X,O,X,O,X
OITLJZS,O,X,X,O,X,O,O
OITLSJZ,X,X,O,O,X,O,X
OITLSZJ,X,X,O,O,X,O,O
OITLZJS,X,X,O,O,X,O,O
OITLZSJ,X,X,O,O,X,O,O
OITJLSZ,O,X,X,O,X,O,X
OITJLZS,O,O,X,O,X,O,O
OITJSLZ,O,X,X,O,X,O,X
OITJSZL,O,O,X,O,X,X,X
OITJZLS,O,O,X,O,X,X,O
OITJZSL,O,O,X,O,X,X,O
OITSLJZ,X,X,X,O,X,O,X
OITSLZJ,X,X,X,O,X,O,O
OITSJLZ,X,X,X,O,X,O,X
OITSJZL,X,X,X,O,X,X,X
OITSZLJ,X,X,X,O,X,O,O
OITSZJL,X,X,X,O,X,X,O
OITZLJS,X,O,O,O,X,O,O
OITZLSJ,X,X,O,O,X,O,O
OITZJLS,X,O,O,O,X,O,O
OITZJSL,X,O,X,O,X,X,O
OITZSLJ,X,X,X,O,X,O,O
OITZSJL,X,X,X,O,X,X,O
OILTJSZ,O,X,X,O,X,O,X
OILTJZS,O,X,X,O,X,O,O
OILTSJZ,X,X,O,O,X,O,X
OILTSZJ,X,X,O,O,X,O,O
OILTZJS,X,X,O,O,X,O,O
OILTZSJ,X,X,O,O,X,O,O
OILJTSZ,O,X,X,O,X,O,X
OILJTZS,O,X,X,O,X,O,X
OILJSTZ,O,X,X,O,X,X,X
OILJSZT,O,X,X,O,X,X,X
OILJZTS,O,X,X,O,X,O,X
OILJZST,O,X,X,O,X,O,X
OILSTJZ,O,X,O,O,X,O,X
OILSTZJ,O,X,O,O,X,O,X
OILSJTZ,O,X,X,O,X,X,X
OILSJZT,O,X,X,O,X,X,X
OILSZTJ,X,X,O,O,X,O,X
OILSZJT,X,X,O,X,X,O,X
OILZTJS,X,X,O,O,X,O,O
OILZTSJ,X,X,O,O,X,O,O
OILZJTS,X,X,O,O,X,O,O
OILZJST,X,X,O,O,X,O,X
OILZSTJ,X,X,O,O,X,O,X
OILZSJT,X,X,O,X,X,O,X
OIJTLSZ,O,X,X,O,X,O,X
OIJTLZS,O,O,X,O,X,O,X
OIJTSLZ,O,O,X,O,X,O,X
OIJTSZL,O,O,X,O,X,X,X
OIJTZLS,O,O,X,O,X,X,X
OIJTZSL,O,O,X,O,X,X,X
OIJLTSZ,O,X,X,O,X,O,X
OIJLTZS,O,O,X,O,X,O,X
OIJLSTZ,O,O,X,O,X,X,X
OIJLSZT,O,X,X,O,X,X,X
OIJLZTS,O,O,X,O,X,O,X
OIJLZST,O,O,X,O,X,O,X
OIJSTLZ,O,O,X,O,X,O,X
OIJSTZL,O,O,X,O,X,X,X
OIJSLTZ,O,O,X,O,X,X,X
OIJSLZT,O,X,X,O,X,X,X
OIJSZTL,O,O,X,O,X,X,X
OIJSZLT,O,O,X,O,X,X,X
OIJZTLS,O,O,X,O,X,O,X
OIJZTSL,O,O,X,O,X,X,X
OIJZLTS,O,O,X,O,X,O,X
OIJZLST,O,O,X,O,X,O,X
OIJZSTL,O,O,X,O,X,X,X
OIJZSLT,O,O,X,O,X,O,X
OISTLJZ,O,O,O,O,X,O,X
OISTLZJ,O,O,O,O,X,O,X
OISTJLZ,O,O,O,O,X,O,X
OISTJZL,O,O,X,O,X,X,X
OISTZLJ,O,O,O,O,X,O,X
OISTZJL,O,O,O,O,X,X,X
OISLTJZ,O,X,O,O,X,O,X
OISLTZJ,O,X,O,O,X,O,X
OISLJTZ,O,X,X,O,X,X,X
OISLJZT,O,X,X,O,X,X,X
OISLZTJ,X,X,O,O,X,O,X
OISLZJT,X,X,O,X,X,O,X
OISJTLZ,O,O,X,O,X,O,X
OISJTZL,O,O,X,O,X,X,X
OISJLTZ,O,O,X,O,X,X,X
OISJLZT,O,X,X,O,X,X,X
OISJZTL,O,O,X,O,X,X,X
OISJZLT,O,O,X,O,X,X,X
OISZTLJ,X,O,O,O,X,O,X
OISZTJL,X,O,O,O,X,X,X
OISZLTJ,X,X,O,O,X,O,X
OISZLJT,X,X,O,X,X,O,X
OISZJTL,X,O,O,X,X,X,X
OISZJLT,X,O,O,X,X,O,X
OIZTLJS,X,O,O,O,X,O,O
OIZTLSJ,X,X,O,O,X,O,O
OIZTJLS,X,O,O,O,X,O,O
OIZTJSL,X,O,X,O,X,X,O
OIZTSLJ,X,X,X,O,X,O,O
OIZTSJL,X,X,X,O,X,X,O
OIZLTJS,X,X,O,O,X,O,O
OIZLTSJ,X,X,O,O,X,O,O
OIZLJTS,X,X,O,O,X,O,O
OIZLJST,X,X,O,O,X,O,X
OIZLSTJ,X,X,O,O,X,O,X
OIZLSJT,X,X,O,X,X,O,X
OIZJTLS,X,O,O,O,X,O,O
OIZJTSL,X,O,X,O,X,X,O
OIZJLTS,X,O,O,O,X,O,O
OIZJLST,X,O,O,O,X,O,X
OIZJSTL,X,O,O,O,X,X,X
OIZJSLT,X,O,O,O,X,O,X
OIZSTLJ,X,O,O,O,X,O,X
OIZSTJL,X,O,O,O,X,X,X
OIZSLTJ,X,X,O,O,X,O,X
OIZSLJT,X,X,O,X,X,O,X
OIZSJTL,X,O,O,X,X,X,X
OIZSJLT,X,O,O,X,X,O,X
OLTIJSZ,O,X,X,O,X,O,X
OLTIJZS,O,X,X,O,X,O,O
OLTISJZ,X,X,O,O,X,O,X
OLTISZJ,X,X,O,O,X,O,O
OLTIZJS,X,X,O,O,O,O,O
OLTIZSJ,X,X,O,O,X,O,O
OLTJISZ,O,X,X,O,X,O,X
OLTJIZS,O,X,X,O,O,O,O
OLTJSIZ,O,X,X,O,X,O,X
OLTJSZI,O,X,X,O,O,O,X
OLTJZIS,O,X,X,O,O,O,O
OLTJZSI,O,X,X,O,O,O,O
OLTSIJZ,X,X,O,O,X,O,X
OLTSIZJ,X,X,O,O,X,O,O
OLTSJIZ,X,X,O,O,X,O,X
OLTSJZI,X,X,O,O,X,O,X
OLTSZIJ,X,X,O,O,X,O,O
OLTSZJI,X,X,O,O,X,O,O
OLTZIJS,X,X,O,O,O,O,O
OLTZISJ,X,X,O,O,X,O,O
OLTZJIS,X,X,O,O,O,O,O
OLTZJSI,X,X,O,O,O,O,O
OLTZSIJ,X,X,O,O,X,O,O
OLTZSJI,X,X,O,O,X,O,O
OLITJSZ,O,X,X,O,X,O,X
OLITJZS,O,X,X,O,X,O,O
OLITSJZ,X,X,O,O,X,O,X
OLITSZJ,X,X,O,O,X,O,O
OLITZJS,X,X,O,O,X,O,O
OLITZSJ,X,X,O,O,X,O,O
OLIJTSZ,O,X,X,O,X,O,X
OLIJTZS,O,X,X,O,X,O,X
OLIJSTZ,O,X,X,O,X,X,X
OLIJSZT,O,X,X,O,X,X,X
OLIJZTS,O,X,X,O,X,O,X
OLIJZST,O,X,X,O,X,O,X
OLISTJZ,O,X,O,O,X,O,X
OLISTZJ,O,X,O,O,X,O,X
OLISJTZ,O,X,X,O,X,X,X
OLISJZT,O,X,X,O,X,X,X
OLISZTJ,X,X,O,O,X,O,X
OLISZJT,X,X,O,X,X,O,X
OLIZTJS,X,X,O,O,X,O,O
OLIZTSJ,X,X,O,O,X,O,O
OLIZJTS,X,X,O,O,X,O,O
OLIZJST,X,X,O,O,X,O,X
OLIZSTJ,X,X,O,O,X,O,X
OLIZSJT,X,X,O,X,X,O,X
OLJTISZ,O,X,X,O,X,O,X
OLJTIZS,O,X,X,O,O,O,X
OLJTSIZ,O,X,X,O,X,O,X
OLJTSZI,O,X,X,O,O,O,X
OLJTZIS,O,X,X,O,O,O,X
OLJTZSI,O,X,X,O,O,O,X
OLJITSZ,O,X,X,O,X,O,X
OLJITZS,O,X,X,O,O,O,X
OLJISTZ,O,X,X,O,X,X,X
OLJISZT,O,X,X,O,X,X,X
OLJIZTS,O,X,X,O,O,O,X
OLJIZST,O,X,X,O,X,O,X
OLJSTIZ,O,X,X,O,X,X,X
OLJSTZI,O,X,X,O,O,X,X
OLJSITZ,O,X,X,O,X,X,X
OLJSIZT,O,X,X,O,X,X,X
OLJSZTI,O,X,X,O,O,X,X
OLJSZIT,O,X,X,O,X,X,X
OLJZTIS,O,X,X,O,O,O,X
OLJZTSI,O,X,X,O,O,O,X
OLJZITS,O,X,X,O,O,O,X
OLJZIST,O,X,X,O,X,O,X
OLJZSTI,O,X,X,O,O,O,X
OLJZSIT,O,X,X,O,X,O,X
OLSTIJZ,O,X,O,O,X,O,X
OLSTIZJ,O,X,O,O,X,O,X
OLSTJIZ,O,X,O,O,X,O,X
OLSTJZI,O,X,O,O,X,O,X
OLSTZIJ,O,X,O,O,X,O,X
OLSTZJI,O,X,O,O,X,O,X
OLSITJZ,O,X,O,O,X,O,X
OLSITZJ,O,X,O,O,X,O,X
OLSIJTZ,O,X,X,O,X,X,X
OLSIJZT,O,X,X,O,X,X,X
OLSIZTJ,X,X,O,O,X,O,X
OLSIZJT,X,X,O,X,X,O,X
OLSJTIZ,O,X,X,O,X,X,X
OLSJTZI,O,X,X,O,X,X,X
OLSJITZ,O,X,X,O,X,X,X
OLSJIZT,O,X,X,O,X,X,X
OLSJZTI,O,X,X,O,X,X,X
OLSJZIT,O,X,X,O,X,X,X
OLSZTIJ,X,X,O,O,X,O,X
OLSZTJI,X,X,O,O,X,O,X
OLSZITJ,X,X,O,O,X,O,X
OLSZIJT,X,X,O,X,X,O,X
OLSZJTI,X,X,O,X,X,O,X
OLSZJIT,X,X,O,X,X,O,X
OLZTIJS,X,X,O,O,O,O,O
OLZTISJ,X,X,O,O,X,O,O
OLZTJIS,X,X,O,O,O,O,O
OLZTJSI,X,X,O,O,O,O,O
OLZTSIJ,X,X,O,O,X,O,O
OLZTSJI,X,X,O,O,X,O,O
OLZITJS,X,X,O,O,X,O,O
OLZITSJ,X,X,O,O,X,O,O
OLZIJTS,X,X,O,O,X,O,O
OLZIJST,X,X,O,O,X,O,X
OLZISTJ,X,X,O,O,X,O,X
OLZISJT,X,X,O,X,X,O,X
OLZJTIS,X,X,O,O,O,O,O
OLZJTSI,X,X,O,O,O,O,O
OLZJITS,X,X,O,O,O,O,O
OLZJIST,X,X,O,O,X,O,X
OLZJSTI,X,X,O,O,O,O,X
OLZJSIT,X,X,O,O,X,O,X
OLZSTIJ,X,X,O,O,X,O,X
OLZSTJI,X,X,O,O,X,O,X
OLZSITJ,X,X,O,O,X,O,X
OLZSIJT,X,X,O,X,X,O,X
OLZSJTI,X,X,O,X,X,O,X
OLZSJIT,X,X,O,X,X,O,X
OJTILSZ,O,X,X,O,X,O,X
OJTILZS,O,O,X,O,O,O,X
OJTISLZ,O,O,X,O,X,O,X
OJTISZL,O,O,X,O,X,X,X
OJTIZLS,O,O,X,O,O,X,X
OJTIZSL,O,O,X,O,O,X,X
OJTLISZ,O,X,X,O,X,O,X
OJTLIZS,O,O,X,O,O,O,X
OJTLSIZ,O,X,X,O,X,O,X
OJTLSZI,O,X,X,O,O,O,X
OJTLZIS,O,O,X,O,O,O,X
OJTLZSI,O,O,X,O,O,O,X
OJTSILZ,O,O,X,O,X,O,X
OJTSIZL,O,O,X,O,X,X,X
OJTSLIZ,O,O,X,O,X,O,X
OJTSLZI,O,O,X,O,O,O,X
OJTSZIL,O,O,X,O,O,X,X
OJTSZLI,O,O,X,O,O,X,X
OJTZILS,O,O,X,O,O,X,X
OJTZISL,O,O,X,O,O,X,X
OJTZLIS,O,O,X,O,O,X,X
OJTZLSI,O,O,X,O,O,X,X
OJTZSIL,O,O,X,O,O,X,X
OJTZSLI,O,O,X,O,O,X,X
OJITLSZ,O,X,X,O,X,O,X
OJITLZS,O,O,X,O,O,O,X
OJITSLZ,O,O,X,O,X,O,X
OJITSZL,O,O,X,O,X,X,X
OJITZLS,O,O,X,O,O,X,X
OJITZSL,O,O,X,O,O,X,X
OJILTSZ,O,X,X,O,X,O,X
OJILTZS,O,O,X,O,O,O,X
OJILSTZ,O,O,X,O,X,X,X
OJILSZT,O,X,X,O,X,X,X
OJILZTS,O,O,X,O,O,O,X
OJILZST,O,O,X,O,X,O,X
OJISTLZ,O,O,X,O,X,O,X
OJISTZL,O,O,X,O,X,X,X
OJISLTZ,O,O,X,O,X,X,X
OJISLZT,O,X,X,O,X,X,X
OJISZTL,O,O,X,O,X,X,X
OJISZLT,O,O,X,O,X,X,X
OJIZTLS,O,O,X,O,O,O,X
OJIZTSL,O,O,X,O,O,X,X
OJIZLTS,O,O,X,O,O,O,X
OJIZLST,O,O,X,O,X,O,X
OJIZSTL,O,O,X,O,X,X,X
OJIZSLT,O,O,X,O,X,O,X
OJLTISZ,O,X,X,O,X,O,X
OJLTIZS,O,O,X,O,O,O,X
OJLTSIZ,O,X,X,O,X,O,X
OJLTSZI,O,X,X,O,O,O,X
OJLTZIS,O,O,X,O,O,O,X
OJLTZSI,O,O,X,O,O,O,X
OJLITSZ,O,X,X,O,X,O,X
OJLITZS,O,O,X,O,O,O,X
OJLISTZ,O,O,X,O,X,X,X
OJLISZT,O,X,X,O,X,X,X
OJLIZTS,O,O,X,O,O,O,X
OJLIZST,O,O,X,O,X,O,X
OJLSTIZ,O,O,X,O,X,X,X
OJLSTZI,O,O,X,O,O,X,X
OJLSITZ,O,O,X,O,X,X,X
OJLSIZT,O,X,X,O,X,X,X
OJLSZTI,O,X,X,O,O,X,X
OJLSZIT,O,X,X,O,X,X,X
OJLZTIS,O,O,X,O,O,O,X
OJLZTSI,O,O,X,O,O,O,X
OJLZITS,O,O,X,O,O,O,X
OJLZIST,O,O,X,O,X,O,X
OJLZSTI,O,O,X,O,O,O,X
OJLZSIT,O,O,X,O,X,O,X
OJSTILZ,O,O,X,O,X,O,X
OJSTIZL,O,O,X,O,X,X,X
OJSTLIZ,O,O,X,O,X,O,X
OJSTLZI,O,O,X,O,O,O,X
OJSTZIL,O,O,X,O,O,X,X
OJSTZLI,O,O,X,O,O,X,X
OJSITLZ,O,O,X,O,X,O,X
OJSITZL,O,O,X,O,X,X,X
OJSILTZ,O,O,X,O,X,X,X
OJSILZT,O,X,X,O,X,X,X
OJSIZTL,O,O,X,O,X,X,X
OJSIZLT,O,O,X,O,X,X,X
OJSLTIZ,O,O,X,O,X,X,X
OJSLTZI,O,O,X,O,O,X,X
OJSLITZ,O,O,X,O,X,X,X
OJSLIZT,O,X,X,O,X,X,X
OJSLZTI,O,X,X,O,O,X,X
OJSLZIT,O,X,X,O,X,X,X
OJSZTIL,O,O,X,O,O,X,X
OJSZTLI,O,O,X,O,O,X,X
OJSZITL,O,O,X,O,X,X,X
OJSZILT,O,O,X,O,X,X,X
OJSZLTI,O,O,X,O,O,X,X
OJSZLIT,O,O,X,O,X,X,X
OJZTILS,O,O,X,O,O,O,X
OJZTISL,O,O,X,O,O,X,X
OJZTLIS,O,O,X,O,O,O,X
OJZTLSI,O,O,X,O,O,O,X
OJZTSIL,O,O,X,O,O,X,X
OJZTSLI,O,O,X,O,O,X,X
OJZITLS,O,O,X,O,O,O,X
OJZITSL,O,O,X,O,O,X,X
OJZILTS,O,O,X,O,O,O,X
OJZILST,O,O,X,O,X,O,X
OJZISTL,O,O,X,O,X,X,X
OJZISLT,O,O,X,O,X,O,X
OJZLTIS,O,O,X,O,O,O,X
OJZLTSI,O,O,X,O,O,O,X
OJZLITS,O,O,X,O,O,O,X
OJZLIST,O,O,X,O,X,O,X
OJZLSTI,O,O,X,O,O,O,X
OJZLSIT,O,O,X,O,X,O,X
OJZSTIL,O,O,X,O,O,X,X
OJZSTLI,O,O,X,O,O,X,X
OJZSITL,O,O,X,O,X,X,X
OJZSILT,O,O,X,O,X,O,X
OJZSLTI,O,O,X,O,O,O,X
OJZSLIT,O,O,X,O,X,O,X
OSTILJZ,O,O,O,O,X,O,X
OSTILZJ,O,O,O,O,X,O,X
OSTIJLZ,O,O,O,O,X,O,X
OSTIJZL,O,O,X,O,X,X,X
OSTIZLJ,O,O,O,O,X,O,X
OSTIZJL,O,O,O,O,X,X,X
OSTLIJZ,O,O,O,O,X,O,X
OSTLIZJ,O,O,O,O,X,O,X
OSTLJIZ,O,O,O,O,X,O,X
OSTLJZI,O,O,O,O,X,O,X
OSTLZIJ,O,O,O,O,X,O,X
OSTLZJI,O,O,O,O,X,O,X
OSTJILZ,O,O,O,O,X,O,X
OSTJIZL,O,O,X,O,X,X,X
OSTJLIZ,O,O,O,O,X,O,X
OSTJLZI,O,O,O,O,X,O,X
OSTJZIL,O,O,X,O,X,X,X
OSTJZLI,O,O,X,O,X,X,X
OSTZILJ,O,O,O,O,X,O,X
OSTZIJL,O,O,O,O,X,X,X
OSTZLIJ,O,O,O,O,X,O,X
OSTZLJI,O,O,O,O,X,O,X
OSTZJIL,O,O,O,O,X,X,X
OSTZJLI,O,O,O,O,X,X,X
OSITLJZ,O,O,O,O,X,O,X
OSITLZJ,O,O,O,O,X,O,X
OSITJLZ,O,O,O,O,X,O,X
OSITJZL,O,O,X,O,X,X,X
OSITZLJ,O,O,O,O,X,O,X
OSITZJL,O,O,O,O,X,X,X
OSILTJZ,O,X,O,O,X,O,X
OSILTZJ,O,X,O,O,X,O,X
OSILJTZ,O,X,X,O,X,X,X
OSILJZT,O,X,X,O,X,X,X
OSILZTJ,X,X,O,O,X,O,X
OSILZJT,X,X,O,X,X,O,X
OSIJTLZ,O,O,X,O,X,O,X
OSIJTZL,O,O,X,O,X,X,X
OSIJLTZ,O,O,X,O,X,X,X
OSIJLZT,O,X,X,O,X,X,X
OSIJZTL,O,O,X,O,X,X,X
OSIJZLT,O,O,X,O,X,X,X
OSIZTLJ,X,O,O,O,X,O,X
OSIZTJL,X,O,O,O,X,X,X
OSIZLTJ,X,X,O,O,X,O,X
OSIZLJT,X,X,O,X,X,O,X
OSIZJTL,X,O,O,X,X,X,X
OSIZJLT,X,O,O,X,X,O,X
OSLTIJZ,O,X,O,O,X,O,X
OSLTIZJ,O,X,O,O,X,O,X
OSLTJIZ,O,X,O,O,X,O,X
OSLTJZI,O,X,O,O,X,O,X
OSLTZIJ,O,X,O,O,X,O,X
OSLTZJI,O,X,O,O,X,O,X
OSLITJZ,O,X,O,O,X,O,X
OSLITZJ,O,X,O,O,X,O,X
OSLIJTZ,O,X,X,O,X,X,X
OSLIJZT,O,X,X,O,X,X,X
OSLIZTJ,X,X,O,O,X,O,X
OSLIZJT,X,X,O,X,X,O,X
OSLJTIZ,O,X,X,O,X,X,X
OSLJTZI,O,X,X,O,X,X,X
OSLJITZ,O,X,X,O,X,X,X
OSLJIZT,O,X,X,O,X,X,X
OSLJZTI,O,X,X,O,X,X,X
OSLJZIT,O,X,X,O,X,X,X
OSLZTIJ,X,X,O,O,X,O,X
OSLZTJI,X,X,O,O,X,O,X
OSLZITJ,X,X,O,O,X,O,X
OSLZIJT,X,X,O,X,X,O,X
OSLZJTI,X,X,O,X,X,O,X
OSLZJIT,X,X,O,X,X,O,X
OSJTILZ,O,O,X,O,X,O,X
OSJTIZL,O,O,X,O,X,X,X
OSJTLIZ,O,O,X,O,X,O,X
OSJTLZI,O,O,X,O,X,O,X
OSJTZIL,O,O,X,O,X,X,X
OSJTZLI,O,O,X,O,X,X,X
OSJITLZ,O,O,X,O,X,O,X
OSJITZL,O,O,X,O,X,X,X
OSJILTZ,O,O,X,O,X,X,X
OSJILZT,O,X,X,O,X,X,X
OSJIZTL,O,O,X,O,X,X,X
OSJIZLT,O,O,X,O,X,X,X
OSJLTIZ,O,O,X,O,X,X,X
OSJLTZI,O,O,X,O,X,X,X
OSJLITZ,O,O,X,O,X,X,X
OSJLIZT,O,X,X,O,X,X,X
OSJLZTI,O,X,X,O,X,X,X
OSJLZIT,O,X,X,O,X,X,X
OSJZTIL,O,O,X,O,X,X,X
OSJZTLI,O,O,X,O,X,X,X
OSJZITL,O,O,X,O,X,X,X
OSJZILT,O,O,X,O,X,X,X
OSJZLTI,O,O,X,O,X,X,X
OSJZLIT,O,O,X,O,X,X,X
OSZTILJ,X,O,O,O,X,O,X
OSZTIJL,X,O,O,O,X,X,X
OSZTLIJ,X,O,O,O,X,O,X
OSZTLJI,X,O,O,O,X,O,X
OSZTJIL,X,O,O,O,X,X,X
OSZTJLI,X,O,O,O,X,X,X
OSZITLJ,X,O,O,O,X,O,X
OSZITJL,X,O,O,O,X,X,X
OSZILTJ,X,X,O,O,X,O,X
OSZILJT,X,X,O,X,X,O,X
OSZIJTL,X,O,O,X,X,X,X
OSZIJLT,X,O,O,X,X,O,X
OSZLTIJ,X,O,O,O,X,O,X
OSZLTJI,X,O,O,O,X,O,X
OSZLITJ,X,X,O,O,X,O,X
OSZLIJT,X,X,O,X,X,O,X
OSZLJTI,X,O,O,X,X,O,X
OSZLJIT,X,O,O,X,X,O,X
OSZJTIL,X,O,O,X,X,X,X
OSZJTLI,X,O,O,X,X,X,X
