sequence,v115@DhB8BeA8EeC8AeD8AeD8AeC8BeE8JeT6IvhF6hBmdB?5jBXgBdmB0qB,v115@DhB8BeA8EeC8AeD8AeD8AeC8BeE8Jei6IvhFtgBmdB?5jBzfBcmBXrB,v115@DhB8BeA8EeC8AeD8AeD8AeC8BeE8JeT6IvhFegBtgB?xdBcmB6oBXrB,v115@DhB8BeA8EeC8AeD8AeD8AeC8BeE8Jem6IvhF9hBxdB?0fBfmB6oBzqB,v115@DhB8BeA8EeC8AeD8AeD8AeC8BeE8Je//IvhFUbB9hB?xdB6oBmlBzqB,v115@DhB8BeA8EeC8AeD8AeD8AeC8BeE8Jey/IvhF9hBmdB?5jBfmB0kBzqB
SZITOJL,O,O,X,X,X,X
SZILTJO,X,X,X,O,O,O
SZILTOJ,X,X,X,O,O,X
SZILJTO,X,X,X,O,O,O
SZILJOT,X,X,X,O,O,X
SZILOTJ,X,X,X,O,O,X
SZILOJT,X,X,X,O,O,X
SZIJTLO,O,X,X,O,O,O
SZIJTOL,O,O,X,X,X,X
SZIJLTO,X,X,X,O,O,O
SZIJLOT,X,X,X,O,O,X
SZIJOTL,O,O,X,X,X,X
SZIJOLT,X,O,X,X,X,X
SZIOTLJ,O,O,X,X,X,X
SZIOTJL,O,O,X,X,X,X
SZIOLTJ,X,O,X,X,X,X
SZIOLJT,X,O,X,X,X,X
SZIOJTL,O,O,X,X,X,X
SZIOJLT,X,O,X,X,X,X
SZLTIJO,X,X,O,O,O,O
SZLTIOJ,X,X,X,O,O,X
SZLTJIO,X,X,O,O,O,O
SZLTJOI,X,X,O,O,O,X
SZLTOIJ,X,X,X,O,O,X
SZLTOJI,X,X,X,O,O,X
SZLITJO,X,X,O,O,O,O
SZLITOJ,X,X,X,O,O,X
SZLIJTO,X,X,O,O,O,O
SZLIJOT,X,X,O,O,O,X
SZLIOTJ,X,X,X,O,O,X
SZLIOJT,X,X,O,O,O,X
SZLJTIO,X,X,O,O,O,O
SZLJTOI,X,X,O,O,O,X
SZLJITO,X,X,O,O,O,O
SZLJIOT,X,X,O,O,O,X
SZLJOTI,X,X,O,O,O,X
SZLJOIT,X,X,O,O,O,X
SZLOTIJ,X,X,X,O,O,X
SZLOTJI,X,X,X,O,O,X
SZLOITJ,X,X,X,O,O,X
SZLOIJT,X,X,O,O,O,X
SZLOJTI,X,X,O,O,O,X
SZLOJIT,X,X,O,O,O,X
SZJTILO,O,X,X,O,O,O
SZJTIOL,O,O,X,X,X,X
SZJTLIO,O,X,O,O,O,O
SZJTLOI,O,X,O,O,O,X
SZJTOIL,O,O,X,X,X,X
SZJTOLI,O,O,O,O,O,X
SZJITLO,O,X,X,O,O,O
SZJITOL,O,O,X,X,X,X
SZJILTO,X,X,X,O,O,O
SZJILOT,X,X,X,O,O,X
SZJIOTL,O,O,X,X,X,X
SZJIOLT,X,O,X,X,X,X
SZJLTIO,X,X,O,O,O,O
SZJLTOI,X,X,O,O,O,X
SZJLITO,X,X,O,O,O,O
SZJLIOT,X,X,O,O,O,X
SZJLOTI,X,X,O,O,O,X
SZJLOIT,X,X,O,O,O,X
SZJOTIL,O,O,X,X,X,X
SZJOTLI,O,O,O,O,O,X
SZJOITL,O,O,X,X,X,X
SZJOILT,X,O,X,X,X,X
SZJOLTI,X,O,O,O,O,X
SZJOLIT,X,O,O,O,O,X
SZOTILJ,O,O,X,X,X,X
SZOTIJL,O,O,X,X,X,X
SZOTLIJ,O,O,X,O,O,X
SZOTLJI,O,O,X,O,O,X
SZOTJIL,O,O,X,X,X,X
SZOTJLI,O,O,X,O,X,X
SZOITLJ,O,O,X,X,X,X
SZOITJL,O,O,X,X,X,X
SZOILTJ,X,O,X,X,X,X
SZOILJT,X,O,X,X,X,X
SZOIJTL,O,O,X,X,X,X
SZOIJLT,X,O,X,X,X,X
SZOLTIJ,X,O,X,O,O,X
SZOLTJI,X,O,X,O,O,X
SZOLITJ,X,O,X,O,O,X
SZOLIJT,X,O,O,O,O,X
SZOLJTI,X,O,O,O,O,X
SZOLJIT,X,O,O,O,O,X
SZOJTIL,O,O,X,X,X,X
SZOJTLI,O,O,O,O,O,X
SZOJITL,O,O,X,X,X,X
SZOJILT,X,O,X,X,X,X
SZOJLTI,X,O,O,O,O,X
SZOJLIT,X,O,O,O,O,X
SOTILJZ,O,O,X,X,X,O
SOTILZJ,O,O,X,X,X,X
SOTIJLZ,O,O,X,X,X,O
SOTIJZL,O,O,X,X,X,X
SOTIZLJ,O,O,X,X,X,X
SOTIZJL,O,O,X,X,X,X
SOTLIJZ,O,O,X,X,O,O
SOTLIZJ,O,O,X,O,O,X
SOTLJIZ,O,O,X,X,O,O
SOTLJZI,O,O,X,X,O,X
SOTLZIJ,O,O,X,O,O,X
SOTLZJI,O,O,X,O,O,X
SOTJILZ,O,O,X,X,X,O
SOTJIZL,O,O,X,X,X,X
SOTJLIZ,O,O,X,X,O,O
SOTJLZI,O,O,X,X,O,X
SOTJZIL,O,O,X,X,X,X
SOTJZLI,O,O,X,X,O,X
SOTZILJ,O,O,X,X,X,X
SOTZIJL,O,O,X,X,X,X
SOTZLIJ,O,O,X,O,O,X
SOTZLJI,O,O,X,O,O,X
SOTZJIL,O,O,X,X,X,X
SOTZJLI,O,O,X,O,X,X
SOITLJZ,O,O,X,X,X,O
SOITLZJ,O,O,X,X,X,X
SOITJLZ,O,O,X,X,X,O
SOITJZL,O,O,X,X,X,X
SOITZLJ,O,O,X,X,X,X
SOITZJL,O,O,X,X,X,X
SOILTJZ,O,O,X,X,X,O
SOILTZJ,O,O,X,X,X,X
SOILJTZ,O,O,X,X,X,O
SOILJZT,X,O,X,X,X,X
SOILZTJ,X,O,X,X,X,X
SOILZJT,X,O,X,X,X,X
SOIJTLZ,O,O,X,X,X,O
SOIJTZL,O,O,X,X,X,X
SOIJLTZ,O,O,X,X,X,O
SOIJLZT,X,O,X,X,X,X
SOIJZTL,O,O,X,X,X,X
SOIJZLT,X,O,X,X,X,X
SOIZTLJ,O,O,X,X,X,X
SOIZTJL,O,O,X,X,X,X
SOIZLTJ,X,O,X,X,X,X
SOIZLJT,X,O,X,X,X,X
SOIZJTL,O,O,X,X,X,X
SOIZJLT,X,O,X,X,X,X
SOLTIJZ,O,O,X,X,O,O
SOLTIZJ,O,O,X,O,O,X
SOLTJIZ,O,O,X,X,O,O
SOLTJZI,O,O,X,X,O,X
SOLTZIJ,O,O,X,O,O,X
SOLTZJI,O,O,X,O,O,X
SOLITJZ,O,O,X,X,O,O
SOLITZJ,O,O,X,O,O,X
SOLIJTZ,O,O,O,X,O,O
SOLIJZT,X,O,O,X,O,X
SOLIZTJ,X,O,X,O,O,X
SOLIZJT,X,O,O,O,O,X
SOLJTIZ,O,O,O,X,O,O
SOLJTZI,O,O,O,X,O,X
SOLJITZ,O,O,O,X,O,O
SOLJIZT,X,O,O,X,O,X
SOLJZTI,X,O,O,X,O,X
SOLJZIT,X,O,O,X,O,X
SOLZTIJ,X,O,X,O,O,X
SOLZTJI,X,O,X,O,O,X
SOLZITJ,X,O,X,O,O,X
SOLZIJT,X,O,O,O,O,X
SOLZJTI,X,O,O,O,O,X
SOLZJIT,X,O,O,O,O,X
SOJTILZ,O,O,X,X,X,O
SOJTIZL,O,O,X,X,X,X
SOJTLIZ,O,O,O,X,O,O
SOJTLZI,O,O,O,X,O,X
SOJTZIL,O,O,X,X,X,X
SOJTZLI,O,O,O,X,O,X
SOJITLZ,O,O,X,X,X,O
SOJITZL,O,O,X,X,X,X
SOJILTZ,O,O,X,X,X,O
SOJILZT,X,O,X,X,X,X
SOJIZTL,O,O,X,X,X,X
SOJIZLT,X,O,X,X,X,X
SOJLTIZ,O,O,O,X,O,O
SOJLTZI,O,O,O,X,O,X
SOJLITZ,O,O,O,X,O,O
SOJLIZT,X,O,O,X,O,X
SOJLZTI,X,O,O,X,O,X
SOJLZIT,X,O,O,X,O,X
SOJZTIL,O,O,X,X,X,X
SOJZTLI,O,O,O,X,O,X
SOJZITL,O,O,X,X,X,X
SOJZILT,X,O,X,X,X,X
SOJZLTI,X,O,O,X,O,X
SOJZLIT,X,O,O,X,O,X
SOZTILJ,O,O,X,X,X,X
SOZTIJL,O,O,X,X,X,X
SOZTLIJ,O,O,X,O,O,X
SOZTLJI,O,O,X,O,O,X
SOZTJIL,O,O,X,X,X,X
SOZTJLI,O,O,X,O,X,X
SOZITLJ,O,O,X,X,X,X
SOZITJL,O,O,X,X,X,X
SOZILTJ,X,O,X,X,X,X
SOZILJT,X,O,X,X,X,X
SOZIJTL,O,O,X,X,X,X
SOZIJLT,X,O,X,X,X,X
SOZLTIJ,X,O,X,O,O,X
SOZLTJI,X,O,X,O,O,X
SOZLITJ,X,O,X,O,O,X
SOZLIJT,X,O,O,O,O,X
SOZLJTI,X,O,O,O,O,X
SOZLJIT,X,O,O,O,O,X
SOZJTIL,O,O,X,X,X,X
SOZJTLI,O,O,O,O,O,X
SOZJITL,O,O,X,X,X,X
SOZJILT,X,O,X,X,X,X
SOZJLTI,X,O,O,O,O,X
SOZJLIT,X,O,O,O,O,X
ZTILJSO,O,X,O,O,X,O
ZTILJOS,O,O,O,O,X,X
ZTILSJO,O,X,O,O,X,O
ZTILSOJ,O,X,X,O,X,X
ZTILOJS,O,O,O,O,X,X
ZTILOSJ,O,O,X,O,X,X
ZTIJLSO,O,X,O,O,X,O
ZTIJLOS,O,O,O,O,X,X
ZTIJSLO,O,X,X,O,X,O
ZTIJSOL,O,O,X,X,X,X
ZTIJOLS,O,O,O,X,X,X
ZTIJOSL,X,O,X,X,X,X
ZTISLJO,O,X,X,O,X,O
ZTISLOJ,O,X,X,O,X,X
ZTISJLO,O,X,X,O,X,O
ZTISJOL,O,O,X,X,X,X
ZTISOLJ,O,O,X,X,X,X
ZTISOJL,O,O,X,X,X,X
ZTIOLJS,O,O,X,X,X,X
ZTIOLSJ,O,O,X,X,X,X
ZTIOJLS,O,O,X,X,X,X
ZTIOJSL,X,O,X,X,X,X
ZTIOSLJ,X,O,X,X,X,X
ZTIOSJL,X,O,X,X,X,X
ZTLIJSO,O,X,O,O,O,O
ZTLIJOS,O,O,O,O,X,X
ZTLISJO,O,X,O,O,O,O
ZTLISOJ,O,X,X,O,O,X
ZTLIOJS,O,O,O,O,X,X
ZTLIOSJ,O,O,X,O,X,X
ZTLJISO,O,X,O,O,O,O
ZTLJIOS,O,O,O,O,X,X
ZTLJSIO,O,X,O,O,O,O
ZTLJSOI,O,X,O,O,O,X
ZTLJOIS,O,O,O,O,X,X
ZTLJOSI,O,O,O,O,X,X
ZTLSIJO,O,X,O,O,O,O
ZTLSIOJ,O,X,X,O,O,X
ZTLSJIO,O,X,O,O,O,O
ZTLSJOI,O,X,O,O,O,X
ZTLSOIJ,O,X,X,O,O,X
ZTLSOJI,O,X,X,O,O,X
ZTLOIJS,O,O,O,O,X,X
ZTLOISJ,O,O,X,O,X,X
ZTLOJIS,O,O,O,O,X,X
ZTLOJSI,O,O,O,O,X,X
ZTLOSIJ,O,O,X,O,X,X
ZTLOSJI,O,O,X,O,X,X
ZTJILSO,O,X,O,O,X,O
ZTJILOS,O,O,O,O,X,X
ZTJISLO,O,X,X,O,X,O
ZTJISOL,O,O,X,X,X,X
ZTJIOLS,O,O,O,X,X,X
ZTJIOSL,X,O,X,X,X,X
ZTJLISO,O,X,O,O,O,O
ZTJLIOS,O,O,O,O,X,X
ZTJLSIO,O,X,O,O,O,O
ZTJLSOI,O,X,O,O,O,X
ZTJLOIS,O,O,O,O,X,X
ZTJLOSI,O,O,O,O,X,X
ZTJSILO,O,X,X,O,O,O
ZTJSIOL,O,O,X,X,X,X
ZTJSLIO,O,X,O,O,O,O
ZTJSLOI,O,X,O,O,O,X
ZTJSOIL,O,O,X,X,X,X
ZTJSOLI,O,O,O,O,O,X
ZTJOILS,O,O,O,X,X,X
ZTJOISL,X,O,X,X,X,X
ZTJOLIS,O,O,O,O,X,X
ZTJOLSI,O,O,O,O,X,X
ZTJOSIL,X,O,X,X,X,X
ZTJOSLI,X,O,O,O,X,X
ZTSILJO,O,X,X,O,O,O
ZTSILOJ,O,X,X,O,O,X
ZTSIJLO,O,X,X,O,X,O
ZTSIJOL,O,O,X,X,X,X
ZTSIOLJ,O,O,X,X,X,X
ZTSIOJL,O,O,X,X,X,X
ZTSLIJO,O,X,O,O,O,O
ZTSLIOJ,O,X,X,O,O,X
ZTSLJIO,O,X,O,O,O,O
ZTSLJOI,O,X,O,O,O,X
ZTSLOIJ,O,X,X,O,O,X
ZTSLOJI,O,X,X,O,O,X
ZTSJILO,O,X,X,O,O,O
ZTSJIOL,O,O,X,X,X,X
ZTSJLIO,O,X,O,O,O,O
ZTSJLOI,O,X,O,O,O,X
ZTSJOIL,O,O,X,X,X,X
ZTSJOLI,O,O,O,O,O,X
ZTSOILJ,O,O,X,X,X,X
ZTSOIJL,O,O,X,X,X,X
ZTSOLIJ,O,O,X,O,O,X
ZTSOLJI,O,O,X,O,O,X
ZTSOJIL,O,O,X,X,X,X
ZTSOJLI,O,O,X,O,X,X
ZTOILJS,O,O,X,X,X,X
ZTOILSJ,O,O,X,X,X,X
ZTOIJLS,O,O,X,X,X,X
ZTOIJSL,X,O,X,X,X,X
ZTOISLJ,X,O,X,X,X,X
ZTOISJL,X,O,X,X,X,X
ZTOLIJS,O,O,O,O,X,X
ZTOLISJ,O,O,X,O,X,X
ZTOLJIS,O,O,O,O,X,X
ZTOLJSI,O,O,O,O,X,X
ZTOLSIJ,O,O,X,O,X,X
ZTOLSJI,O,O,X,O,X,X
ZTOJILS,O,O,O,X,X,X
ZTOJISL,X,O,X,X,X,X
ZTOJLIS,O,O,O,O,X,X
ZTOJLSI,O,O,O,O,X,X
ZTOJSIL,X,O,X,X,X,X
ZTOJSLI,X,O,O,O,X,X
ZTOSILJ,X,O,X,X,X,X
ZTOSIJL,X,O,X,X,X,X
ZTOSLIJ,X,O,X,O,X,X
ZTOSLJI,X,O,X,O,X,X
ZTOSJIL,X,O,X,X,X,X
ZTOSJLI,X,O,X,O,X,X
ZITLJSO,O,X,O,O,X,O
ZITLJOS,O,O,O,O,X,X
ZITLSJO,O,X,O,O,X,O
ZITLSOJ,O,X,X,O,X,X
ZITLOJS,O,O,O,O,X,X
ZITLOSJ,O,O,X,O,X,X
ZITJLSO,O,X,O,O,X,O
ZITJLOS,O,O,O,O,X,X
ZITJSLO,O,X,X,O,X,O
ZITJSOL,O,O,X,X,X,X
ZITJOLS,O,O,O,X,X,X
ZITJOSL,X,O,X,X,X,X
ZITSLJO,O,X,X,O,X,O
ZITSLOJ,O,X,X,O,X,X
ZITSJLO,O,X,X,O,X,O
ZITSJOL,O,O,X,X,X,X
ZITSOLJ,O,O,X,X,X,X
ZITSOJL,O,O,X,X,X,X
ZITOLJS,O,O,X,X,X,X
ZITOLSJ,O,O,X,X,X,X
ZITOJLS,O,O,X,X,X,X
ZITOJSL,X,O,X,X,X,X
ZITOSLJ,X,O,X,X,X,X
ZITOSJL,X,O,X,X,X,X
ZILTJSO,O,X,O,O,X,O
ZILTJOS,O,O,O,O,X,X
ZILTSJO,O,X,O,O,X,O
ZILTSOJ,O,X,X,O,X,X
ZILTOJS,O,O,O,O,X,X
ZILTOSJ,O,O,X,O,X,X
ZILJTSO,O,X,O,O,X,O
ZILJTOS,O,O,O,O,X,X
ZILJSTO,X,X,O,O,X,O
ZILJSOT,X,X,O,O,X,X
ZILJOTS,O,O,O,O,X,X
ZILJOST,X,O,O,O,X,X
ZILSTJO,X,X,O,O,X,O
ZILSTOJ,X,X,X,O,X,X
ZILSJTO,X,X,O,O,X,O
ZILSJOT,X,X,O,O,X,X
ZILSOTJ,X,X,X,O,X,X
ZILSOJT,X,X,O,O,X,X
ZILOTJS,O,O,O,O,X,X
ZILOTSJ,O,O,X,O,X,X
ZILOJTS,O,O,O,O,X,X
ZILOJST,X,O,O,O,X,X
ZILOSTJ,X,O,X,O,X,X
ZILOSJT,X,O,O,O,X,X
ZIJTLSO,O,X,O,O,X,O
ZIJTLOS,O,O,O,O,X,X
ZIJTSLO,O,X,X,O,X,O
ZIJTSOL,O,O,X,X,X,X
ZIJTOLS,O,O,O,X,X,X
ZIJTOSL,X,O,X,X,X,X
ZIJLTSO,O,X,O,O,X,O
ZIJLTOS,O,O,O,O,X,X
ZIJLSTO,X,X,O,O,X,O
ZIJLSOT,X,X,O,O,X,X
ZIJLOTS,O,O,O,O,X,X
ZIJLOST,X,O,O,O,X,X
ZIJSTLO,O,X,X,O,X,O
ZIJSTOL,O,O,X,X,X,X
ZIJSLTO,X,X,X,O,X,O
ZIJSLOT,X,X,X,O,X,X
ZIJSOTL,O,O,X,X,X,X
ZIJSOLT,X,O,X,X,X,X
ZIJOTLS,O,O,O,X,X,X
ZIJOTSL,X,O,X,X,X,X
ZIJOLTS,O,O,O,X,X,X
ZIJOLST,X,O,O,X,X,X
ZIJOSTL,O,O,X,X,X,X
ZIJOSLT,X,O,X,X,X,X
ZISTLJO,O,X,X,O,X,O
ZISTLOJ,O,X,X,O,X,X
ZISTJLO,O,X,X,O,X,O
ZISTJOL,O,O,X,X,X,X
ZISTOLJ,O,O,X,X,X,X
ZISTOJL,O,O,X,X,X,X
ZISLTJO,X,X,X,O,X,O
ZISLTOJ,X,X,X,O,X,X
ZISLJTO,X,X,X,O,X,O
ZISLJOT,X,X,X,O,X,X
ZISLOTJ,X,X,X,O,X,X
ZISLOJT,X,X,X,O,X,X
ZISJTLO,O,X,X,O,X,O
ZISJTOL,O,O,X,X,X,X
ZISJLTO,X,X,X,O,X,O
ZISJLOT,X,X,X,O,X,X
ZISJOTL,O,O,X,X,X,X
ZISJOLT,X,O,X,X,X,X
ZISOTLJ,O,O,X,X,X,X
ZISOTJL,O,O,X,X,X,X
ZISOLTJ,X,O,X,X,X,X
ZISOLJT,X,O,X,X,X,X
ZISOJTL,O,O,X,X,X,X
ZISOJLT,X,O,X,X,X,X
ZIOTLJS,O,O,X,X,X,X
ZIOTLSJ,O,O,X,X,X,X
ZIOTJLS,O,O,X,X,X,X
ZIOTJSL,X,O,X,X,X,X
ZIOTSLJ,X,O,X,X,X,X
ZIOTSJL,X,O,X,X,X,X
ZIOLTJS,O,O,O,X,X,X
ZIOLTSJ,O,O,X,X,X,X
ZIOLJTS,O,O,O,X,X,X
ZIOLJST,X,O,O,X,X,X
ZIOLSTJ,X,O,X,X,X,X
ZIOLSJT,X,O,O,X,X,X
ZIOJTLS,O,O,O,X,X,X
ZIOJTSL,X,O,X,X,X,X
ZIOJLTS,O,O,O,X,X,X
ZIOJLST,X,O,O,X,X,X
ZIOJSTL,O,O,X,X,X,X
ZIOJSLT,X,O,X,X,X,X
ZIOSTLJ,O,O,X,X,X,X
ZIOSTJL,O,O,X,X,X,X
ZIOSLTJ,X,O,X,X,X,X
ZIOSLJT,X,O,X,X,X,X
ZIOSJTL,O,O,X,X,X,X
ZIOSJLT,X,O,X,X,X,X
ZLTIJSO,O,X,O,O,O,O
ZLTIJOS,O,O,O,O,X,X
ZLTISJO,O,X,O,O,O,O
ZLTISOJ,O,X,X,O,O,X
ZLTIOJS,O,O,O,O,X,X
ZLTIOSJ,O,O,X,O,X,X
ZLTJISO,O,X,O,O,O,O
ZLTJIOS,O,O,O,O,X,X
ZLTJSIO,O,X,O,O,O,O
ZLTJSOI,O,X,O,O,O,X
ZLTJOIS,O,O,O,O,X,X
ZLTJOSI,O,O,O,O,X,X
ZLTSIJO,O,X,O,O,O,O
ZLTSIOJ,O,X,X,O,O,X
ZLTSJIO,O,X,O,O,O,O
ZLTSJOI,O,X,O,O,O,X
ZLTSOIJ,O,X,X,O,O,X
ZLTSOJI,O,X,X,O,O,X
ZLTOIJS,O,O,O,O,X,X
ZLTOISJ,O,O,X,O,X,X
ZLTOJIS,O,O,O,O,X,X
ZLTOJSI,O,O,O,O,X,X
ZLTOSIJ,O,O,X,O,X,X
ZLTOSJI,O,O,X,O,X,X
ZLITJSO,O,X,O,O,O,O
ZLITJOS,O,O,O,O,X,X
ZLITSJO,O,X,O,O,O,O
ZLITSOJ,O,X,X,O,O,X
ZLITOJS,O,O,O,O,X,X
ZLITOSJ,O,O,X,O,X,X
ZLIJTSO,O,X,O,O,O,O
ZLIJTOS,O,O,O,O,X,X
ZLIJSTO,X,X,O,O,O,O
ZLIJSOT,X,X,O,O,O,X
ZLIJOTS,O,O,O,O,X,X
ZLIJOST,X,O,O,O,X,X
ZLISTJO,X,X,O,O,O,O
ZLISTOJ,X,X,X,O,O,X
ZLISJTO,X,X,O,O,O,O
ZLISJOT,X,X,O,O,O,X
ZLISOTJ,X,X,X,O,O,X
ZLISOJT,X,X,O,O,O,X
ZLIOTJS,O,O,O,O,X,X
ZLIOTSJ,O,O,X,O,X,X
ZLIOJTS,O,O,O,O,X,X
ZLIOJST,X,O,O,O,X,X
ZLIOSTJ,X,O,X,O,X,X
ZLIOSJT,X,O,O,O,X,X
ZLJTISO,O,X,O,O,O,O
ZLJTIOS,O,O,O,O,X,X
ZLJTSIO,O,X,O,O,O,O
ZLJTSOI,O,X,O,O,O,X
ZLJTOIS,O,O,O,O,X,X
ZLJTOSI,O,O,O,O,X,X
ZLJITSO,O,X,O,O,O,O
ZLJITOS,O,O,O,O,X,X
ZLJISTO,X,X,O,O,O,O
ZLJISOT,X,X,O,O,O,X
ZLJIOTS,O,O,O,O,X,X
ZLJIOST,X,O,O,O,X,X
ZLJSTIO,X,X,O,O,O,O
ZLJSTOI,X,X,O,O,O,X
ZLJSITO,X,X,O,O,O,O
ZLJSIOT,X,X,O,O,O,X
ZLJSOTI,X,X,O,O,O,X
ZLJSOIT,X,X,O,O,O,X
ZLJOTIS,O,O,O,O,X,X
ZLJOTSI,O,O,O,O,X,X
ZLJOITS,O,O,O,O,X,X
ZLJOIST,X,O,O,O,X,X
ZLJOSTI,X,O,O,O,X,X
ZLJOSIT,X,O,O,O,X,X
ZLSTIJO,X,X,O,O,O,O
ZLSTIOJ,X,X,X,O,O,X
ZLSTJIO,X,X,O,O,O,O
ZLSTJOI,X,X,O,O,O,X
ZLSTOIJ,X,X,X,O,O,X
ZLSTOJI,X,X,X,O,O,X
ZLSITJO,X,X,O,O,O,O
ZLSITOJ,X,X,X,O,O,X
ZLSIJTO,X,X,O,O,O,O
ZLSIJOT,X,X,O,O,O,X
ZLSIOTJ,X,X,X,O,O,X
ZLSIOJT,X,X,O,O,O,X
ZLSJTIO,X,X,O,O,O,O
ZLSJTOI,X,X,O,O,O,X
ZLSJITO,X,X,O,O,O,O
ZLSJIOT,X,X,O,O,O,X
ZLSJOTI,X,X,O,O,O,X
ZLSJOIT,X,X,O,O,O,X
ZLSOTIJ,X,X,X,O,O,X
ZLSOTJI,X,X,X,O,O,X
ZLSOITJ,X,X,X,O,O,X
ZLSOIJT,X,X,O,O,O,X
ZLSOJTI,X,X,O,O,O,X
ZLSOJIT,X,X,O,O,O,X
ZLOTIJS,O,O,O,O,X,X
ZLOTISJ,O,O,X,O,X,X
ZLOTJIS,O,O,O,O,X,X
ZLOTJSI,O,O,O,O,X,X
ZLOTSIJ,O,O,X,O,X,X
ZLOTSJI,O,O,X,O,X,X
ZLOITJS,O,O,O,O,X,X
ZLOITSJ,O,O,X,O,X,X
ZLOIJTS,O,O,O,O,X,X
ZLOIJST,X,O,O,O,X,X
ZLOISTJ,X,O,X,O,X,X
ZLOISJT,X,O,O,O,X,X
ZLOJTIS,O,O,O,O,X,X
ZLOJTSI,O,O,O,O,X,X
ZLOJITS,O,O,O,O,X,X
ZLOJIST,X,O,O,O,X,X
ZLOJSTI,X,O,O,O,X,X
ZLOJSIT,X,O,O,O,X,X
ZLOSTIJ,X,O,X,O,X,X
ZLOSTJI,X,O,X,O,X,X
ZLOSITJ,X,O,X,O,X,X
ZLOSIJT,X,O,O,O,X,X
ZLOSJTI,X,O,O,O,X,X
ZLOSJIT,X,O,O,O,X,X
ZJTILSO,O,X,O,O,X,O
ZJTILOS,O,O,O,O,X,X
ZJTISLO,O,X,X,O,X,O
ZJTISOL,O,O,X,X,X,X
ZJTIOLS,O,O,O,X,X,X
ZJTIOSL,X,O,X,X,X,X
ZJTLISO,O,X,O,O,O,O
ZJTLIOS,O,O,O,O,X,X
ZJTLSIO,O,X,O,O,O,O
ZJTLSOI,O,X,O,O,O,X
ZJTLOIS,O,O,O,O,X,X
ZJTLOSI,O,O,O,O,X,X
ZJTSILO,O,X,X,O,O,O
ZJTSIOL,O,O,X,X,X,X
ZJTSLIO,O,X,O,O,O,O
ZJTSLOI,O,X,O,O,O,X
ZJTSOIL,O,O,X,X,X,X
ZJTSOLI,O,O,O,O,O,X
ZJTOILS,O,O,O,X,X,X
ZJTOISL,X,O,X,X,X,X
ZJTOLIS,O,O,O,O,X,X
ZJTOLSI,O,O,O,O,X,X
ZJTOSIL,X,O,X,X,X,X
ZJTOSLI,X,O,O,O,X,X
ZJITLSO,O,X,O,O,X,O
ZJITLOS,O,O,O,O,X,X
ZJITSLO,O,X,X,O,X,O
ZJITSOL,O,O,X,X,X,X
ZJITOLS,O,O,O,X,X,X
ZJITOSL,X,O,X,X,X,X
ZJILTSO,O,X,O,O,X,O
ZJILTOS,O,O,O,O,X,X
ZJILSTO,X,X,O,O,X,O
ZJILSOT,X,X,O,O,X,X
ZJILOTS,O,O,O,O,X,X
ZJILOST,X,O,O,O,X,X
ZJISTLO,O,X,X,O,X,O
ZJISTOL,O,O,X,X,X,X
ZJISLTO,X,X,X,O,X,O
ZJISLOT,X,X,X,O,X,X
ZJISOTL,O,O,X,X,X,X
ZJISOLT,X,O,X,X,X,X
ZJIOTLS,O,O,O,X,X,X
ZJIOTSL,X,O,X,X,X,X
ZJIOLTS,O,O,O,X,X,X
ZJIOLST,X,O,O,X,X,X
ZJIOSTL,O,O,X,X,X,X
ZJIOSLT,X,O,X,X,X,X
ZJLTISO,O,X,O,O,O,O
ZJLTIOS,O,O,O,O,X,X
ZJLTSIO,O,X,O,O,O,O
ZJLTSOI,O,X,O,O,O,X
ZJLTOIS,O,O,O,O,X,X
ZJLTOSI,O,O,O,O,X,X
ZJLITSO,O,X,O,O,O,O
ZJLITOS,O,O,O,O,X,X
ZJLISTO,X,X,O,O,O,O
ZJLISOT,X,X,O,O,O,X
ZJLIOTS,O,O,O,O,X,X
ZJLIOST,X,O,O,O,X,X
ZJLSTIO,X,X,O,O,O,O
ZJLSTOI,X,X,O,O,O,X
ZJLSITO,X,X,O,O,O,O
ZJLSIOT,X,X,O,O,O,X
ZJLSOTI,X,X,O,O,O,X
ZJLSOIT,X,X,O,O,O,X
ZJLOTIS,O,O,O,O,X,X
ZJLOTSI,O,O,O,O,X,X
ZJLOITS,O,O,O,O,X,X
ZJLOIST,X,O,O,O,X,X
ZJLOSTI,X,O,O,O,X,X
ZJLOSIT,X,O,O,O,X,X
ZJSTILO,O,X,X,O,O,O
ZJSTIOL,O,O,X,X,X,X
ZJSTLIO,O,X,O,O,O,O
ZJSTLOI,O,X,O,O,O,X
ZJSTOIL,O,O,X,X,X,X
ZJSTOLI,O,O,O,O,O,X
ZJSITLO,O,X,X,O,O,O
ZJSITOL,O,O,X,X,X,X
ZJSILTO,X,X,X,O,O,O
ZJSILOT,X,X,X,O,O,X
ZJSIOTL,O,O,X,X,X,X
ZJSIOLT,X,O,X,X,X,X
ZJSLTIO,X,X,O,O,O,O
ZJSLTOI,X,X,O,O,O,X
ZJSLITO,X,X,O,O,O,O
ZJSLIOT,X,X,O,O,O,X
ZJSLOTI,X,X,O,O,O,X
ZJSLOIT,X,X,O,O,O,X
ZJSOTIL,O,O,X,X,X,X
ZJSOTLI,O,O,O,O,O,X
ZJSOITL,O,O,X,X,X,X
ZJSOILT,X,O,X,X,X,X
