sequence,v115@7gB8GeC8FeD8FeG8AeF8JeZ/IvhFzaBXdBUhBClBGm?BlqB,v115@7gB8GeC8FeD8FeG8AeF8Jei6IvhFfhBxcBUgBumBTk?BlqB,v115@7gB8GeC8FeD8FeG8AeF8Jei6IvhFFcBXdBckBelB5l?BTrB,v115@7gB8GeC8FeD8FeG8AeF8JeT6IvhFxcBlgBumBikB8q?BXqB,v115@7gB8GeC8FeD8FeG8AeF8JeO/IvhF8fBFcBXdB5lByu?BTrB,v115@7gB8GeC8FeD8FeG8AeF8JeT6IvhF0bBxcBVlB3hB2p?BCrB,v115@7gB8GeC8FeD8FeG8AeF8Jex6IvhFXdBOkB8kBzgB6m?BlqB,v115@7gB8GeC8FeD8FeG8AeF8JeZ/IvhFzbBukB3hBUgBCn?BlqB,v115@7gB8GeC8FeD8FeG8AeF8Jex6IvhF8gBmfB3hBTkBCn?BlqB,v115@7gB8GeC8FeD8FeG8AeF8JeZ/IvhFzbBUgB3hBukBCn?BlqB,v115@7gB8GeC8FeD8FeG8AeF8JeZ/IvhF3bBWlBlhB8qBzp?BCsB,v115@7gB8GeC8FeD8FeG8AeF8Je//IvhFRbBTgBlhB2pB8q?BCsB,v115@7gB8GeC8FeD8FeG8AeF8Jez7IvhF3hBxkBOkB8kBCn?BlqB,v115@7gB8GeC8FeD8FeG8AeF8Je37IvhFlhBxkB8qBTpBmp?BCsB
ZSLJOIT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
ZSLOTIJ,O,X,O,X,O,O,X,X,X,X,X,X,X,X
ZSLOTJI,X,X,O,O,O,O,X,X,X,X,X,X,X,X
ZSLOITJ,O,X,O,X,O,O,X,X,X,X,X,X,X,X
ZSLOIJT,O,X,O,X,O,X,X,X,X,X,X,X,X,X
ZSLOJTI,X,X,O,O,O,X,X,X,O,X,X,X,X,X
ZSLOJIT,O,X,O,O,O,X,X,X,O,X,X,X,X,X
ZSJTILO,X,X,O,O,X,O,X,X,X,X,O,X,X,X
ZSJTIOL,X,X,O,X,X,O,O,X,X,X,O,O,X,X
ZSJTLIO,X,X,O,O,X,O,X,X,X,X,O,X,X,X
ZSJTLOI,X,X,O,O,X,O,O,X,X,X,X,O,X,X
ZSJTOIL,X,X,O,X,X,O,O,X,X,X,O,O,X,X
ZSJTOLI,X,X,O,X,X,O,O,X,X,X,X,O,X,X
ZSJITLO,X,X,O,O,X,O,X,X,X,X,O,X,X,X
ZSJITOL,X,X,O,X,X,O,O,X,X,X,O,O,X,X
ZSJILTO,X,X,O,O,X,O,X,X,X,X,O,X,X,X
ZSJILOT,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSJIOTL,X,X,O,X,X,O,X,O,X,X,O,O,X,X
ZSJIOLT,X,X,O,X,X,X,X,O,X,X,X,O,X,X
ZSJLTIO,X,X,O,O,X,O,X,X,X,X,O,X,X,X
ZSJLTOI,X,X,O,O,X,O,O,X,X,X,X,O,X,X
ZSJLITO,X,X,O,O,X,O,X,X,X,X,O,X,X,X
ZSJLIOT,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZSJLOTI,X,X,O,O,X,X,X,X,X,X,X,O,X,X
ZSJLOIT,X,X,O,O,X,X,X,X,X,X,X,O,X,X
ZSJOTIL,X,X,O,X,X,O,O,X,O,X,O,O,X,X
ZSJOTLI,X,X,O,X,X,O,O,X,O,X,X,O,X,X
ZSJOITL,X,X,O,X,X,O,X,O,O,X,O,O,X,X
ZSJOILT,X,X,O,X,X,X,X,O,O,X,X,O,X,X
ZSJOLTI,X,X,O,X,X,X,X,X,O,X,X,O,X,X
ZSJOLIT,X,X,O,X,X,X,X,X,O,X,X,O,X,X
ZSOTILJ,X,X,O,X,O,X,X,X,X,O,X,X,O,X
ZSOTIJL,X,X,O,X,X,X,O,O,O,O,X,X,O,X
ZSOTLIJ,X,X,O,X,O,X,X,X,X,O,X,X,X,X
ZSOTLJI,X,X,O,X,O,X,O,X,O,X,X,X,X,X
ZSOTJIL,X,X,O,X,X,X,O,O,O,O,X,O,X,X
ZSOTJLI,X,X,O,X,X,X,O,X,O,X,X,O,X,X
ZSOITLJ,X,X,O,X,O,X,X,X,X,O,X,X,X,X
ZSOITJL,X,X,O,X,X,X,X,O,X,O,X,X,X,X
ZSOILTJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZSOILJT,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZSOIJTL,X,X,O,X,X,X,X,O,O,X,X,X,X,X
ZSOIJLT,X,X,O,X,X,X,X,O,O,X,X,X,X,X
ZSOLTIJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZSOLTJI,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZSOLITJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZSOLIJT,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZSOLJTI,X,X,O,X,O,X,X,X,O,X,X,X,X,X
ZSOLJIT,X,X,O,X,O,X,X,X,O,X,X,X,X,X
ZSOJTIL,X,X,O,X,X,X,O,X,O,X,X,O,X,X
ZSOJTLI,X,X,O,X,X,X,O,X,O,X,X,O,X,X
ZSOJITL,X,X,O,X,X,X,X,O,O,X,X,O,X,X
ZSOJILT,X,X,O,X,X,X,X,O,O,X,X,O,X,X
ZSOJLTI,X,X,O,X,X,X,X,X,O,X,X,O,X,X
ZSOJLIT,X,X,O,X,X,X,X,X,O,X,X,O,X,X
ZOTILJS,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOTILSJ,X,O,O,X,O,X,X,X,X,X,X,X,X,O
ZOTIJLS,X,O,O,X,X,X,O,X,X,X,X,X,X,X
ZOTIJSL,X,O,O,X,X,X,O,X,X,X,O,O,X,O
ZOTISLJ,X,O,O,X,O,X,X,X,X,X,X,X,X,O
ZOTISJL,X,O,O,X,X,X,O,X,X,X,O,X,X,O
ZOTLIJS,X,O,X,O,O,X,X,X,X,X,X,X,X,X
ZOTLISJ,X,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOTLJIS,X,O,O,O,O,X,O,X,X,X,X,X,X,X
ZOTLJSI,X,O,O,O,O,X,O,X,X,X,X,O,X,X
ZOTLSIJ,X,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOTLSJI,X,O,O,O,O,X,O,X,X,X,X,X,X,X
ZOTJILS,X,O,O,O,X,X,O,X,X,X,X,X,X,X
ZOTJISL,X,O,O,X,X,X,O,X,X,X,O,O,X,X
ZOTJLIS,X,O,O,O,X,X,O,X,X,X,X,X,X,X
ZOTJLSI,X,O,O,O,X,X,O,X,X,X,X,O,X,X
ZOTJSIL,X,O,O,X,X,X,O,X,O,X,O,O,X,X
ZOTJSLI,X,O,O,X,X,X,O,X,O,X,X,O,X,X
ZOTSILJ,X,O,O,X,O,X,X,X,X,X,X,X,X,O
ZOTSIJL,X,O,O,X,X,X,O,X,O,X,O,X,X,O
ZOTSLIJ,X,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOTSLJI,X,O,O,X,O,X,O,X,O,X,X,X,X,X
ZOTSJIL,X,O,O,X,X,X,O,X,O,X,O,O,X,X
ZOTSJLI,X,O,O,X,X,X,O,X,O,X,X,O,X,X
ZOITLJS,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOITLSJ,X,O,O,X,O,X,X,X,X,X,X,X,X,O
ZOITJLS,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOITJSL,X,O,O,X,X,X,X,X,X,X,O,O,X,O
ZOITSLJ,X,O,O,X,O,X,X,X,X,X,X,X,X,O
ZOITSJL,X,O,O,X,X,X,X,X,X,X,O,X,X,O
ZOILTJS,X,O,X,X,O,X,X,X,X,X,X,X,X,X
ZOILTSJ,X,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOILJTS,X,X,O,X,O,X,X,X,X,X,X,X,X,X
ZOILJST,X,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOILSTJ,X,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOILSJT,X,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOIJTLS,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOIJTSL,X,O,O,X,X,X,X,X,X,X,O,O,X,X
ZOIJLTS,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOIJLST,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOIJSTL,X,O,O,X,X,X,X,X,X,X,O,O,X,X
ZOIJSLT,X,O,O,X,X,X,X,X,X,X,X,O,X,X
ZOISTLJ,X,O,O,X,O,X,X,X,X,X,X,X,X,O
ZOISTJL,X,X,O,X,X,X,X,X,X,X,X,X,X,O
ZOISLTJ,X,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOISLJT,X,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOISJTL,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOISJLT,X,O,O,X,X,X,X,X,X,X,X,X,X,X
ZOLTIJS,X,O,X,O,O,X,X,X,X,X,X,X,X,X
ZOLTISJ,X,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOLTJIS,X,O,O,O,O,X,X,X,X,X,X,X,X,X
ZOLTJSI,X,O,O,O,O,X,X,X,X,X,X,O,X,X
ZOLTSIJ,X,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOLTSJI,X,O,O,O,O,X,X,X,X,X,X,X,X,X
ZOLITJS,X,O,X,O,O,X,X,X,X,X,X,X,X,X
ZOLITSJ,X,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOLIJTS,X,X,O,O,O,X,X,X,X,X,X,X,X,X
ZOLIJST,X,O,O,O,O,X,X,X,X,X,X,X,X,X
ZOLISTJ,X,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOLISJT,X,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOLJTIS,X,O,O,O,O,X,X,X,X,X,X,X,X,X
ZOLJTSI,X,O,O,O,O,X,X,X,X,X,X,O,X,X
ZOLJITS,X,X,O,O,O,X,X,X,X,X,X,X,X,X
ZOLJIST,X,O,O,O,O,X,X,X,X,X,X,X,X,X
ZOLJSTI,X,O,O,O,O,X,X,X,X,X,X,O,X,X
ZOLJSIT,X,O,O,O,O,X,X,X,X,X,X,O,X,X
ZOLSTIJ,X,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOLSTJI,X,O,O,O,O,X,X,X,X,X,X,X,X,X
ZOLSITJ,X,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOLSIJT,X,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOLSJTI,X,O,O,O,O,X,X,X,X,X,X,X,X,X
ZOLSJIT,X,O,O,O,O,X,X,X,X,X,X,X,X,X
ZOJTILS,X,O,O,O,X,X,O,X,X,X,X,X,X,X
ZOJTISL,X,O,O,X,X,X,O,X,X,X,O,O,X,X
ZOJTLIS,X,O,O,O,X,X,O,X,X,X,X,X,X,X
ZOJTLSI,X,O,O,O,X,X,O,X,X,X,X,O,X,X
ZOJTSIL,X,O,O,X,X,X,O,X,O,X,O,O,X,X
ZOJTSLI,X,O,O,X,X,X,O,X,O,X,X,O,X,X
ZOJITLS,X,X,O,O,X,X,O,X,X,X,X,X,X,X
ZOJITSL,X,O,O,X,X,X,O,X,X,X,O,O,X,X
ZOJILTS,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOJILST,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZOJISTL,X,O,O,X,X,X,X,X,X,X,O,O,X,X
ZOJISLT,X,O,O,X,X,X,X,X,X,X,X,O,X,X
ZOJLTIS,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZOJLTSI,X,O,O,O,X,X,X,X,X,X,X,O,X,X
ZOJLITS,X,X,O,O,X,X,X,X,X,X,X,X,X,X
ZOJLIST,X,O,O,O,X,X,X,X,X,X,X,X,X,X
ZOJLSTI,X,O,O,O,X,X,X,X,X,X,X,O,X,X
ZOJLSIT,X,O,O,O,X,X,X,X,X,X,X,O,X,X
ZOJSTIL,X,O,O,X,X,X,O,X,O,X,O,O,X,X
ZOJSTLI,X,O,O,X,X,X,O,X,O,X,X,O,X,X
ZOJSITL,X,O,O,X,X,X,X,X,O,X,O,O,X,X
ZOJSILT,X,O,O,X,X,X,X,X,O,X,X,O,X,X
ZOJSLTI,X,O,O,X,X,X,X,X,O,X,X,O,X,X
ZOJSLIT,X,O,O,X,X,X,X,X,O,X,X,O,X,X
ZOSTILJ,X,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOSTIJL,X,O,O,X,X,X,O,X,O,X,X,X,X,X
ZOSTLIJ,X,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOSTLJI,X,O,O,X,O,X,O,X,O,X,X,X,X,X
ZOSTJIL,X,O,O,X,X,X,O,X,O,X,X,O,X,X
ZOSTJLI,X,O,O,X,X,X,O,X,O,X,X,O,X,X
ZOSITLJ,X,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOSITJL,X,X,O,X,X,X,X,X,X,X,X,X,X,X
ZOSILTJ,X,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOSILJT,X,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOSIJTL,X,O,O,X,X,X,X,X,O,X,X,X,X,X
ZOSIJLT,X,O,O,X,X,X,X,X,O,X,X,X,X,X
ZOSLTIJ,X,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOSLTJI,X,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOSLITJ,X,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOSLIJT,X,O,O,X,O,X,X,X,X,X,X,X,X,X
ZOSLJTI,X,O,O,X,O,X,X,X,O,X,X,X,X,X
ZOSLJIT,X,O,O,X,O,X,X,X,O,X,X,X,X,X
ZOSJTIL,X,O,O,X,X,X,O,X,O,X,X,O,X,X
ZOSJTLI,X,O,O,X,X,X,O,X,O,X,X,O,X,X
ZOSJITL,X,O,O,X,X,X,X,X,O,X,X,O,X,X
ZOSJILT,X,O,O,X,X,X,X,X,O,X,X,O,X,X
ZOSJLTI,X,O,O,X,X,X,X,X,O,X,X,O,X,X
ZOSJLIT,X,O,O,X,X,X,X,X,O,X,X,O,X,X
OTILJSZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X
OTILJZS,O,O,O,X,O,X,X,X,X,X,X,X,X,X
OTILSJZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X
OTILSZJ,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTILZJS,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTILZSJ,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTIJLSZ,X,O,O,X,O,X,X,X,X,X,X,X,X,X
OTIJLZS,X,O,O,X,O,X,X,X,X,X,X,X,X,X
OTIJSLZ,X,O,O,X,O,X,X,O,X,X,X,X,X,X
OTIJSZL,X,O,O,X,X,X,X,O,O,X,X,X,X,X
OTIJZLS,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTIJZSL,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTISLJZ,O,O,O,X,O,X,X,O,X,X,X,X,X,X
OTISLZJ,O,O,X,X,O,X,X,X,X,O,X,X,O,X
OTISJLZ,X,O,O,X,O,X,X,O,X,X,X,X,X,X
OTISJZL,X,O,O,X,X,X,X,O,O,O,X,X,O,X
OTISZLJ,O,O,O,X,O,X,X,X,X,O,X,X,O,X
OTISZJL,X,X,O,X,X,X,O,O,O,O,X,X,O,X
OTIZLJS,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTIZLSJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X
OTIZJLS,X,O,O,X,X,X,O,X,X,X,X,X,X,X
OTIZJSL,X,O,O,X,X,X,O,X,X,X,O,X,X,X
OTIZSLJ,O,O,O,X,O,X,X,X,X,O,X,X,X,X
OTIZSJL,X,O,O,X,X,X,O,X,X,O,O,X,X,X
OTLIJSZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X
OTLIJZS,O,O,O,X,O,X,X,X,X,X,X,X,X,X
OTLISJZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X
OTLISZJ,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTLIZJS,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTLIZSJ,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTLJISZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTLJIZS,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTLJSIZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTLJSZI,O,O,O,X,O,X,X,X,O,X,X,X,X,X
OTLJZIS,O,O,O,X,O,X,X,X,X,X,X,X,X,X
OTLJZSI,O,O,O,X,O,X,X,X,X,X,X,X,X,X
OTLSIJZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X
OTLSIZJ,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTLSJIZ,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTLSJZI,O,O,O,X,O,X,X,X,O,X,X,X,X,X
OTLSZIJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X
OTLSZJI,O,O,O,X,O,X,O,X,O,X,X,X,X,X
OTLZIJS,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTLZISJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X
OTLZJIS,O,O,X,X,O,X,O,X,X,X,X,X,X,X
OTLZJSI,O,O,O,X,O,X,O,X,X,X,X,X,X,X
OTLZSIJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X
OTLZSJI,O,O,O,X,O,X,O,X,X,X,X,X,X,X
OTJILSZ,X,O,O,X,O,X,X,X,X,X,X,X,X,X
OTJILZS,X,O,O,X,O,X,X,X,X,X,X,X,X,X
OTJISLZ,X,O,O,X,O,X,X,O,X,X,X,X,X,X
OTJISZL,X,O,O,X,X,X,X,O,O,X,X,X,X,X
OTJIZLS,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTJIZSL,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OTJLISZ,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTJLIZS,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTJLSIZ,X,O,X,X,O,X,X,X,X,X,X,X,X,X
OTJLSZI,X,O,O,X,O,X,X,X,O,X,X,X,X,X
OTJLZIS,X,O,O,X,O,X,X,X,X,X,X,X,X,X
OTJLZSI,X,O,O,X,O,X,X,X,X,X,X,X,X,X
OTJSILZ,X,O,O,X,O,X,X,O,X,X,X,X,X,X
OTJSIZL,X,O,O,X,X,X,X,O,O,X,X,X,X,X
OTJSLIZ,X,O,X,X,O,X,X,O,X,X,X,X,X,X
OTJSLZI,X,O,O,X,O,X,X,X,O,X,X,X,X,X
OTJSZIL,X,O,O,X,X,X,O,O,O,X,X,O,X,X
OTJSZLI,X,O,O,X,X,X,O,X,O,X,X,O,X,X
OTJZILS,X,O,O,X,X,X,O,X,X,X,X,X,X,X
OTJZISL,X,O,O,X,X,X,O,X,X,X,X,O,X,X
OTJZLIS,X,O,O,X,X,X,O,X,X,X,X,X,X,X
OTJZLSI,X,O,O,X,X,X,O,X,X,X,X,O,X,X
OTJZSIL,X,O,O,X,X,X,O,X,O,X,X,O,X,X
OTJZSLI,X,O,O,X,X,X,O,X,O,X,X,O,X,X
OTSILJZ,O,O,O,X,O,X,X,O,X,X,X,X,X,X
OTSILZJ,O,O,X,X,O,X,X,X,X,O,X,X,O,X
OTSIJLZ,X,O,O,X,O,X,X,O,X,X,X,X,X,X
OTSIJZL,X,O,O,X,X,X,X,O,O,O,X,X,O,X
OTSIZLJ,O,O,O,X,O,X,X,X,X,O,X,X,O,X
OTSIZJL,X,X,O,X,X,X,O,O,O,O,X,X,O,X
OTSLIJZ,O,O,O,X,O,X,X,O,X,X,X,X,X,X
OTSLIZJ,O,O,X,X,O,X,X,X,X,O,X,X,O,X
OTSLJIZ,O,O,X,X,O,X,X,O,X,X,X,X,X,X
OTSLJZI,O,O,O,X,O,X,X,X,O,X,X,X,X,X
OTSLZIJ,O,O,O,X,O,X,X,X,X,O,X,X,X,X
OTSLZJI,O,O,O,X,O,X,O,X,O,X,X,X,X,X
OTSJILZ,X,O,O,X,O,X,X,O,X,X,X,X,X,X
OTSJIZL,X,O,O,X,X,X,X,O,O,O,X,X,O,X
OTSJLIZ,X,O,X,X,O,X,X,O,X,X,X,X,X,X
OTSJLZI,X,O,O,X,O,X,X,X,O,X,X,X,X,X
OTSJZIL,X,O,O,X,X,X,O,O,O,O,X,X,X,X
OTSJZLI,X,O,O,X,X,X,O,X,O,X,X,X,X,X
OTSZILJ,O,O,O,X,O,X,X,X,X,O,X,X,O,O
OTSZIJL,X,O,O,X,X,X,O,O,O,O,O,X,O,O
OTSZLIJ,O,O,O,X,O,X,X,X,X,O,X,X,X,X
OTSZLJI,O,O,O,X,O,X,O,X,O,X,X,X,X,X
OTSZJIL,X,O,O,X,X,X,O,O,O,O,O,X,X,X
OTSZJLI,X,O,O,X,X,X,O,X,O,X,X,X,X,X
OTZILJS,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTZILSJ,O,O,O,X,O,X,X,X,X,X,X,X,X,O
OTZIJLS,X,O,O,X,X,X,O,X,X,X,X,X,X,X
OTZIJSL,X,O,O,X,X,X,O,X,X,X,O,O,X,O
OTZISLJ,O,O,O,X,O,X,X,X,X,O,X,X,X,O
OTZISJL,X,O,O,X,X,X,O,X,X,O,O,X,X,O
OTZLIJS,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OTZLISJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X
OTZLJIS,O,O,O,X,O,X,O,X,X,X,X,X,X,X
OTZLJSI,O,O,O,X,O,X,O,X,X,X,X,O,X,X
OTZLSIJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X
OTZLSJI,O,O,O,X,O,X,O,X,X,X,X,X,X,X
OTZJILS,X,O,O,X,X,X,O,X,X,X,X,X,X,X
OTZJISL,X,O,O,X,X,X,O,X,X,X,O,O,X,X
OTZJLIS,X,O,O,X,X,X,O,X,X,X,X,X,X,X
OTZJLSI,X,O,O,X,X,X,O,X,X,X,X,O,X,X
OTZJSIL,X,O,O,X,X,X,O,X,O,X,O,O,X,X
OTZJSLI,X,O,O,X,X,X,O,X,O,X,X,O,X,X
OTZSILJ,O,O,O,X,O,X,X,X,X,O,X,X,X,O
OTZSIJL,X,O,O,X,X,X,O,X,O,O,O,X,X,O
OTZSLIJ,O,O,O,X,O,X,X,X,X,O,X,X,X,X
OTZSLJI,O,O,O,X,O,X,O,X,O,X,X,X,X,X
OTZSJIL,X,O,O,X,X,X,O,X,O,O,O,O,X,X
OTZSJLI,X,O,O,X,X,X,O,X,O,X,X,O,X,X
OITLJSZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X
OITLJZS,O,O,O,X,O,X,X,X,X,X,X,X,X,X
OITLSJZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X
OITLSZJ,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OITLZJS,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OITLZSJ,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OITJLSZ,X,O,O,X,O,X,X,X,X,X,X,X,X,X
OITJLZS,X,O,O,X,O,X,X,X,X,X,X,X,X,X
OITJSLZ,X,O,O,X,O,X,X,O,X,X,X,X,X,X
OITJSZL,X,O,O,X,X,X,X,O,O,X,X,X,X,X
OITJZLS,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OITJZSL,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OITSLJZ,O,O,O,X,O,X,X,O,X,X,X,X,X,X
OITSLZJ,O,O,X,X,O,X,X,X,X,O,X,X,X,X
OITSJLZ,X,O,O,X,O,X,X,O,X,X,X,X,X,X
OITSJZL,X,O,O,X,X,X,X,O,O,O,X,X,X,X
OITSZLJ,O,O,O,X,O,X,X,X,X,O,X,X,X,X
OITSZJL,X,X,O,X,X,X,X,O,O,O,X,X,X,X
OITZLJS,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OITZLSJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X
OITZJLS,X,O,O,X,X,X,X,X,X,X,X,X,X,X
OITZJSL,X,O,O,X,X,X,X,X,X,X,O,X,X,X
OITZSLJ,O,O,O,X,O,X,X,X,X,O,X,X,X,X
OITZSJL,X,O,O,X,X,X,X,X,X,O,O,X,X,X
OILTJSZ,O,O,O,X,O,O,X,X,X,X,X,X,X,X
OILTJZS,O,O,O,O,O,O,X,X,X,X,X,X,X,X
OILTSJZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X
OILTSZJ,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OILTZJS,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OILTZSJ,O,O,X,X,O,O,X,X,X,X,X,X,X,X
OILJTSZ,O,O,O,X,O,O,X,X,X,X,X,X,X,X
OILJTZS,O,O,O,O,O,O,X,X,X,X,X,X,X,X
OILJSTZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X
OILJSZT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
OILJZTS,X,X,O,O,O,O,X,X,X,X,X,X,X,X
OILJZST,O,O,O,O,O,X,X,X,X,X,X,X,X,X
OILSTJZ,O,X,O,X,O,O,X,X,X,X,X,X,X,X
OILSTZJ,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OILSJTZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X
OILSJZT,O,X,O,O,O,X,X,X,X,X,X,X,X,X
OILSZTJ,O,X,X,X,O,O,X,X,X,X,X,X,X,X
OILSZJT,O,X,X,X,O,X,X,X,X,X,X,X,X,X
OILZTJS,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OILZTSJ,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OILZJTS,X,X,X,O,O,X,X,X,X,X,X,X,X,X
OILZJST,O,O,X,O,O,X,X,X,X,X,X,X,X,X
OILZSTJ,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OILZSJT,O,O,X,X,O,X,X,X,X,X,X,X,X,X
OIJTLSZ,X,O,O,X,O,O,X,X,X,X,X,X,X,X
OIJTLZS,X,O,O,X,O,O,X,X,X,X,X,X,X,X
OIJTSLZ,X,O,O,X,O,O,X,O,X,X,X,X,X,X
OIJTSZL,X,O,O,X,X,O,X,O,O,X,X,X,X,X
OIJTZLS,X,O,O,X,X,O,X,X,X,X,X,X,X,X
OIJTZSL,X,O,O,X,X,O,X,X,X,X,X,X,X,X
OIJLTSZ,X,O,O,X,O,O,X,X,X,X,X,X,X,X
OIJLTZS,X,O,O,O,O,O,X,X,X,X,X,X,X,X
OIJLSTZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X
OIJLSZT,X,X,O,O,O,X,X,X,X,X,X,X,X,X
OIJLZTS,X,X,O,O,O,O,X,X,X,X,X,X,X,X
OIJLZST,X,O,O,O,O,X,X,X,X,X,X,X,X,X
OIJSTLZ,X,O,O,X,O,O,X,X,X,X,X,X,X,X
OIJSTZL,X,O,O,X,X,O,X,O,X,X,X,X,X,X
OIJSLTZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X
OIJSLZT,X,X,O,X,O,X,X,O,X,X,X,X,X,X
OIJSZTL,X,X,O,X,X,O,X,O,O,X,X,X,X,X
OIJSZLT,X,X,O,X,X,X,X,O,O,X,X,X,X,X
OIJZTLS,X,X,O,O,X,O,X,X,X,X,X,X,X,X
OIJZTSL,X,O,O,X,X,O,X,X,X,X,X,X,X,X
OIJZLTS,X,X,O,O,X,O,X,X,X,X,X,X,X,X
OIJZLST,X,O,O,O,X,X,X,X,X,X,X,X,X,X
